gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Chuanmai104_tgt_chr	Chuanmai104_tgt_start	Chuanmai104_tgt_end	Chuanmai104_tgt_strand	Chuanmai104_tgt_midpoint	Chuanmai104_coverage	Chuanmai104_identity
gene:TraesCS1D03G0003000	Chr1D	454345	457932	+	456138	Chr1D	546137	549702	+	547919	0.976	0.975
gene:TraesCS1D03G0003200	Chr1D	465036	466154	-	465595	Chr1D	556806	557924	-	557365	1.0	1.0
gene:TraesCS1D03G0003300	Chr1D	588197	590502	-	589349	Chr1D	892518	894823	-	893670	1.0	1.0
gene:TraesCS1D03G0003500	Chr1D	670994	672152	+	671573	Chr1D	1130078	1131236	+	1130657	1.0	1.0
gene:TraesCS1D03G0003600	Chr1D	683590	686755	+	685172	Chr1D	1142678	1145834	+	1144256	0.995	0.995
gene:TraesCS1D03G0003900	Chr1D	715245	719435	+	717340	Chr1D	1174328	1178518	+	1176423	1.0	0.999
gene:TraesCS1D03G0004300	Chr1D	770686	771560	+	771123	Chr1D	1232479	1233353	+	1232916	1.0	1.0
gene:TraesCS1D03G0004700	Chr1D	885654	889258	-	887456	Chr1D	1351317	1354921	-	1353119	1.0	1.0
gene:TraesCS1D03G0008200	Chr1D	2648853	2656401	+	2652627	Chr1D	2108842	2116390	+	2112616	1.0	0.999
gene:TraesCS1D03G0008400	Chr1D	2658914	2664872	-	2661893	Chr1D	2118903	2124861	-	2121882	1.0	1.0
gene:TraesCS1D03G0008600	Chr1D	2718545	2721537	+	2720041	Chr1D	2131315	2134307	+	2132811	1.0	1.0
gene:TraesCS1D03G0008800	Chr1D	2722891	2723820	-	2723355	Chr1D	2135661	2136581	-	2136121	0.985	0.985
gene:TraesCS1D03G0009100	Chr1D	2796340	2799441	-	2797890	Chr1D	2209167	2212268	-	2210717	1.0	1.0
gene:TraesCS1D03G0009200	Chr1D	2803813	2805476	+	2804644	Chr1D	2216263	2217926	+	2217094	1.0	1.0
gene:TraesCS1D03G0009300	Chr1D	2808366	2809991	-	2809178	Chr1D	2220816	2222369	-	2221592	0.953	0.953
gene:TraesCS1D03G0009400	Chr1D	2818068	2821589	-	2819828	Chr1D	2228471	2231992	-	2230231	1.0	0.99
gene:TraesCS1D03G0009500	Chr1D	2850565	2852033	-	2851299	Chr1D	2322382	2323850	-	2323116	1.0	0.996
gene:TraesCS1D03G0009900	Chr1D	2927907	2928881	+	2928394	Chr1D	2376357	2377340	+	2376848	1.0	0.987
gene:TraesCS1D03G0010000	Chr1D	2945825	2946808	+	2946316	Chr1D	2394022	2395005	+	2394513	1.0	0.994
gene:TraesCS1D03G0010400	Chr1D	3008174	3009061	+	3008617	Chr1D	2460513	2461409	+	2460961	1.0	0.988
gene:TraesCS1D03G0010500	Chr1D	3017359	3018255	+	3017807	Chr1D	2469306	2470202	+	2469754	1.0	1.0
gene:TraesCS1D03G0010600	Chr1D	3035516	3036070	+	3035793	Chr1D	2483528	2484082	+	2483805	1.0	1.0
gene:TraesCS1D03G0010900	Chr1D	3049234	3052252	+	3050743	Chr1D	2497246	2500264	+	2498755	1.0	1.0
gene:TraesCS1D03G0011000	Chr1D	3051473	3051794	-	3051633	Chr1D	2499485	2499806	-	2499645	1.0	1.0
gene:TraesCS1D03G0011200	Chr1D	3058505	3059110	+	3058807	Chr1D	2506243	2506848	+	2506545	1.0	1.0
gene:TraesCS1D03G0011300	Chr1D	3060050	3060268	+	3060159	Chr1D	2507788	2508006	+	2507897	1.0	1.0
gene:TraesCS1D03G0011800	Chr1D	3134519	3134782	-	3134650	Chr1D	2582135	2582398	-	2582266	1.0	1.0
gene:TraesCS1D03G0011900	Chr1D	3146520	3146738	+	3146629	Chr1D	2593698	2593916	+	2593807	1.0	1.0
gene:TraesCS1D03G0012000	Chr1D	3156660	3157255	+	3156957	Chr1D	2603839	2604434	+	2604136	1.0	1.0
gene:TraesCS1D03G0012400	Chr1D	3168296	3169363	-	3168829	Chr1D	2615475	2616542	-	2616008	1.0	1.0
gene:TraesCS1D03G0012300	Chr1D	3168296	3169363	-	3168829	Chr1D	2615475	2616542	-	2616008	1.0	1.0
gene:TraesCS1D03G0012500	Chr1D	3190753	3196211	+	3193482	Chr1D	2637931	2643389	+	2640660	1.0	0.999
gene:TraesCS1D03G0012700	Chr1D	3317114	3318407	+	3317760	Chr1D	2761028	2762321	+	2761674	1.0	1.0
gene:TraesCS1D03G0012800	Chr1D	3350322	3352192	+	3351257	Chr1D	2793876	2795746	+	2794811	1.0	1.0
gene:TraesCS1D03G0013000	Chr1D	3377746	3382876	+	3380311	Chr1D	2822973	2828103	+	2825538	1.0	0.999
gene:TraesCS1D03G0013100	Chr1D	3429890	3431151	+	3430520	Chr1D	2865898	2867179	+	2866538	1.0	0.977
gene:TraesCS1D03G0014100	Chr1D	3654017	3654448	+	3654232	Chr1D	3098538	3098969	+	3098753	1.0	0.965
gene:TraesCS1D03G0014200	Chr1D	3667788	3668400	+	3668094	Chr1D	3112005	3112617	+	3112311	1.0	0.996
gene:TraesCS1D03G0014300	Chr1D	3673182	3675464	-	3674323	Chr1D	3117675	3119953	-	3118814	1.0	0.995
gene:TraesCS1D03G0014700	Chr1D	3726798	3728037	+	3727417	Chr1D	3171121	3172360	+	3171740	1.0	1.0
gene:TraesCS1D03G0014900	Chr1D	3787854	3789079	-	3788466	Chr1D	3231364	3232589	-	3231976	1.0	1.0
gene:TraesCS1D03G0015100	Chr1D	3821069	3822598	+	3821833	Chr1D	3263891	3265420	+	3264655	1.0	1.0
gene:TraesCS1D03G0015200	Chr1D	3916114	3917013	-	3916563	Chr1D	3358506	3359405	-	3358955	1.0	1.0
gene:TraesCS1D03G0015300	Chr1D	3943302	3944607	-	3943954	Chr1D	3385120	3386425	-	3385772	1.0	1.0
gene:TraesCS1D03G0015500	Chr1D	4008439	4008696	+	4008567	Chr1D	3449238	3449495	+	3449366	1.0	1.0
gene:TraesCS1D03G0015600	Chr1D	4031888	4032790	-	4032339	Chr1D	3472688	3473590	-	3473139	1.0	1.0
gene:TraesCS1D03G0015900	Chr1D	4161332	4165555	+	4163443	Chr1D	3601364	3605587	+	3603475	1.0	1.0
gene:TraesCS1D03G0016000	Chr1D	4168175	4172160	+	4170167	Chr1D	3608207	3612192	+	3610199	1.0	1.0
gene:TraesCS1D03G0016100	Chr1D	4172892	4176565	+	4174728	Chr1D	3612924	3616597	+	3614760	1.0	1.0
gene:TraesCS1D03G0016200	Chr1D	4177197	4182517	-	4179857	Chr1D	3617229	3622549	-	3619889	1.0	0.99
gene:TraesCS1D03G0016600	Chr1D	4286412	4287695	-	4287053	Chr1D	3726464	3727747	-	3727105	1.0	1.0
gene:TraesCS1D03G0016700	Chr1D	4386351	4395126	-	4390738	Chr1D	3823746	3832528	-	3828137	1.0	1.0
gene:TraesCS1D03G0016800	Chr1D	4395798	4401534	+	4398666	Chr1D	3833200	3838932	+	3836066	1.0	1.0
gene:TraesCS1D03G0017100	Chr1D	4441316	4442197	-	4441756	Chr1D	3878605	3879486	-	3879045	1.0	1.0
gene:TraesCS1D03G0017400	Chr1D	4485187	4486277	-	4485732	Chr1D	3922515	3923605	-	3923060	1.0	1.0
gene:TraesCS1D03G0017500	Chr1D	4511639	4512641	-	4512140	Chr1D	3948971	3949973	-	3949472	1.0	0.998
gene:TraesCS1D03G0017600	Chr1D	4546440	4547558	+	4546999	Chr1D	3983771	3984883	+	3984327	0.994	0.994
gene:TraesCS1D03G0018300	Chr1D	4940040	4941015	-	4940527	Chr1D	4375295	4376270	-	4375782	1.0	1.0
gene:TraesCS1D03G0018400	Chr1D	4950479	4952240	+	4951359	Chr1D	4385730	4387491	+	4386610	1.0	1.0
gene:TraesCS1D03G0018500	Chr1D	5055567	5056764	-	5056165	Chr1D	4546039	4547236	-	4546637	1.0	1.0
gene:TraesCS1D03G0018700	Chr1D	5085791	5087899	+	5086845	Chr1D	4594316	4596424	+	4595370	1.0	1.0
gene:TraesCS1D03G0018900	Chr1D	5217817	5223338	+	5220577	Chr1D	4726381	4731905	+	4729143	1.0	1.0
gene:TraesCS1D03G0019300	Chr1D	5269306	5276316	+	5272811	Chr1D	4777980	4784990	+	4781485	1.0	0.998
gene:TraesCS1D03G0019400	Chr1D	5314169	5316891	-	5315530	Chr1D	4822843	4825565	-	4824204	1.0	1.0
gene:TraesCS1D03G0019700	Chr1D	5321435	5327699	-	5324567	Chr1D	4830109	4836373	-	4833241	1.0	1.0
gene:TraesCS1D03G0020000	Chr1D	5416602	5418218	-	5417410	Chr1D	4924386	4926002	-	4925194	1.0	1.0
gene:TraesCS1D03G0020600	Chr1D	5575968	5580858	-	5578413	Chr1D	5083780	5088670	-	5086225	1.0	0.999
gene:TraesCS1D03G0020700	Chr1D	5584625	5585680	+	5585152	Chr1D	5092437	5093492	+	5092964	1.0	1.0
gene:TraesCS1D03G0020900	Chr1D	5619330	5620109	-	5619719	Chr1D	5126622	5127401	-	5127011	1.0	1.0
gene:TraesCS1D03G0021000	Chr1D	5687938	5689538	+	5688738	Chr1D	5195242	5196842	+	5196042	1.0	1.0
gene:TraesCS1D03G0021100	Chr1D	5695036	5696676	+	5695856	Chr1D	5202340	5203980	+	5203160	1.0	1.0
gene:TraesCS1D03G0021200	Chr1D	5734745	5736216	+	5735480	Chr1D	5242057	5243528	+	5242792	1.0	1.0
gene:TraesCS1D03G0021300	Chr1D	5787123	5792364	-	5789743	Chr1D	5294418	5299662	-	5297040	1.0	1.0
gene:TraesCS1D03G0021400	Chr1D	5800416	5801330	+	5800873	Chr1D	5307713	5308627	+	5308170	1.0	1.0
gene:TraesCS1D03G0021500	Chr1D	5850271	5855556	-	5852913	Chr1D	5357582	5362871	-	5360226	1.0	1.0
gene:TraesCS1D03G0021700	Chr1D	5866018	5869520	+	5867769	Chr1D	5373333	5376835	+	5375084	1.0	1.0
gene:TraesCS1D03G0021800	Chr1D	5870381	5874515	-	5872448	Chr1D	5377696	5381830	-	5379763	1.0	1.0
gene:TraesCS1D03G0021900	Chr1D	5887607	5888518	+	5888062	Chr1D	5395730	5396641	+	5396185	1.0	1.0
gene:TraesCS1D03G0022000	Chr1D	5889906	5894463	+	5892184	Chr1D	5398029	5402586	+	5400307	1.0	0.999
gene:TraesCS1D03G0022100	Chr1D	5895435	5897468	+	5896451	Chr1D	5403558	5405591	+	5404574	1.0	1.0
gene:TraesCS1D03G0022200	Chr1D	5899194	5901390	+	5900292	Chr1D	5407317	5409513	+	5408415	1.0	1.0
gene:TraesCS1D03G0022700	Chr1D	5955107	5961830	+	5958468	Chr1D	5463235	5469958	+	5466596	1.0	1.0
gene:TraesCS1D03G0022800	Chr1D	5962133	5963519	+	5962826	Chr1D	5470261	5471647	+	5470954	1.0	1.0
gene:TraesCS1D03G0022900	Chr1D	5965029	5967804	-	5966416	Chr1D	5473164	5475939	-	5474551	1.0	1.0
gene:TraesCS1D03G0023500	Chr1D	6574304	6577432	+	6575868	Chr1D	6082110	6085238	+	6083674	1.0	1.0
gene:TraesCS1D03G0023700	Chr1D	6607032	6641306	+	6624169	Chr1D	6114904	6149194	+	6132049	1.0	1.0
gene:TraesCS1D03G0023900	Chr1D	6664438	6678885	+	6671661	Chr1D	6172326	6186775	+	6179550	1.0	1.0
gene:TraesCS1D03G0024100	Chr1D	6702026	6705310	-	6703668	Chr1D	6209974	6213258	-	6211616	1.0	0.999
gene:TraesCS1D03G0024300	Chr1D	6717424	6717978	-	6717701	Chr1D	6225373	6225927	-	6225650	1.0	1.0
gene:TraesCS1D03G0024400	Chr1D	6734472	6735112	-	6734792	Chr1D	6242411	6243051	-	6242731	1.0	1.0
gene:TraesCS1D03G0024500	Chr1D	6762398	6765377	-	6763887	Chr1D	6270323	6273302	-	6271812	1.0	1.0
gene:TraesCS1D03G0024600	Chr1D	6768889	6782560	-	6775724	Chr1D	6276814	6290485	-	6283649	1.0	0.999
gene:TraesCS1D03G0024700	Chr1D	6788386	6789994	-	6789190	Chr1D	6296311	6297918	-	6297114	1.0	1.0
gene:TraesCS1D03G0024800	Chr1D	6803517	6804251	-	6803884	Chr1D	6311444	6312178	-	6311811	1.0	1.0
gene:TraesCS1D03G0025100	Chr1D	6836115	6836863	-	6836489	Chr1D	6344042	6344790	-	6344416	1.0	0.998
gene:TraesCS1D03G0025200	Chr1D	6847588	6847915	-	6847751	Chr1D	6355704	6356031	-	6355867	1.0	1.0
gene:TraesCS1D03G0025400	Chr1D	6896537	6898345	-	6897441	Chr1D	6400909	6402717	-	6401813	1.0	1.0
gene:TraesCS1D03G0025500	Chr1D	6910143	6911975	+	6911059	Chr1D	6414555	6416387	+	6415471	1.0	0.996
gene:TraesCS1D03G0026000	Chr1D	6974090	6976661	-	6975375	Chr1D	6458529	6461100	-	6459814	1.0	0.985
gene:TraesCS1D03G0026200	Chr1D	6981796	6982558	-	6982177	Chr1D	6480495	6481255	-	6480875	0.995	0.982
gene:TraesCS1D03G0026400	Chr1D	7025015	7028044	-	7026529	Chr1D	6518572	6521551	-	6520061	1.0	0.986
gene:TraesCS1D03G0026800	Chr1D	7142988	7145861	-	7144424	Chr1D	6597111	6599984	-	6598547	1.0	0.991
gene:TraesCS1D03G0026900	Chr1D	7150081	7152861	-	7151471	Chr1D	6604088	6606868	-	6605478	1.0	1.0
gene:TraesCS1D03G0027100	Chr1D	7162457	7164005	-	7163231	Chr1D	6616464	6618012	-	6617238	1.0	1.0
gene:TraesCS1D03G0027500	Chr1D	7198014	7203075	-	7200544	Chr1D	6651971	6657032	-	6654501	1.0	1.0
gene:TraesCS1D03G0027600	Chr1D	7205594	7209460	+	7207527	Chr1D	6659551	6663417	+	6661484	1.0	1.0
gene:TraesCS1D03G0027700	Chr1D	7209703	7211493	-	7210598	Chr1D	6663660	6665450	-	6664555	1.0	1.0
gene:TraesCS1D03G0027800	Chr1D	7217568	7219054	-	7218311	Chr1D	6671263	6672749	-	6672006	1.0	1.0
gene:TraesCS1D03G0027900	Chr1D	7220638	7226063	+	7223350	Chr1D	6674336	6679761	+	6677048	1.0	1.0
gene:TraesCS1D03G0028000	Chr1D	7248635	7250357	+	7249496	Chr1D	6702170	6703892	+	6703031	1.0	1.0
gene:TraesCS1D03G0028400	Chr1D	7295347	7297250	+	7296298	Chr1D	6748882	6750785	+	6749833	1.0	1.0
gene:TraesCS1D03G0028500	Chr1D	7329510	7332180	+	7330845	Chr1D	6782739	6785409	+	6784074	1.0	0.999
gene:TraesCS1D03G0028600	Chr1D	7344236	7345795	+	7345015	Chr1D	6798591	6800150	+	6799370	1.0	1.0
gene:TraesCS1D03G0028700	Chr1D	7346429	7346764	+	7346596	Chr1D	6800784	6801119	+	6800951	1.0	1.0
gene:TraesCS1D03G0029000	Chr1D	7444347	7445118	-	7444732	Chr1D	6898622	6899393	-	6899007	1.0	1.0
gene:TraesCS1D03G0029100	Chr1D	7448772	7453083	+	7450927	Chr1D	6903047	6907398	+	6905222	1.0	1.0
gene:TraesCS1D03G0029300	Chr1D	7458483	7460471	+	7459477	Chr1D	6912798	6914786	+	6913792	1.0	1.0
gene:TraesCS1D03G0029400	Chr1D	7461845	7465604	-	7463724	Chr1D	6916160	6919919	-	6918039	1.0	1.0
gene:TraesCS1D03G0029500	Chr1D	7469380	7470382	-	7469881	Chr1D	6923693	6924695	-	6924194	1.0	1.0
gene:TraesCS1D03G0029700	Chr1D	7485862	7490452	-	7488157	Chr1D	6940175	6944765	-	6942470	1.0	0.999
gene:TraesCS1D03G0029900	Chr1D	7495928	7498713	-	7497320	Chr1D	6950241	6953026	-	6951633	1.0	1.0
gene:TraesCS1D03G0030000	Chr1D	7504293	7508717	+	7506505	Chr1D	6958615	6963039	+	6960827	1.0	1.0
gene:TraesCS1D03G0030400	Chr1D	7557933	7558861	-	7558397	Chr1D	7012258	7013186	-	7012722	1.0	1.0
gene:TraesCS1D03G0030700	Chr1D	7584288	7585388	-	7584838	Chr1D	7038615	7039715	-	7039165	1.0	1.0
gene:TraesCS1D03G0030800	Chr1D	7609089	7610266	+	7609677	Chr1D	7063408	7064585	+	7063996	1.0	1.0
gene:TraesCS1D03G0030900	Chr1D	7632197	7635495	-	7633846	Chr1D	7086518	7089816	-	7088167	1.0	1.0
gene:TraesCS1D03G0031000	Chr1D	7636833	7639437	+	7638135	Chr1D	7091166	7093770	+	7092468	1.0	0.999
gene:TraesCS1D03G0031100	Chr1D	7640389	7642599	-	7641494	Chr1D	7094722	7096932	-	7095827	1.0	1.0
gene:TraesCS1D03G0031300	Chr1D	7703824	7706918	-	7705371	Chr1D	7158175	7161269	-	7159722	1.0	1.0
gene:TraesCS1D03G0031400	Chr1D	7742263	7744697	+	7743480	Chr1D	7196619	7199053	+	7197836	1.0	1.0
gene:TraesCS1D03G0031500	Chr1D	7766021	7767467	-	7766744	Chr1D	7220364	7221810	-	7221087	1.0	1.0
gene:TraesCS1D03G0031800	Chr1D	7772412	7776370	-	7774391	Chr1D	7226755	7230713	-	7228734	1.0	0.999
gene:TraesCS1D03G0031700	Chr1D	7771995	7779704	+	7775849	Chr1D	7226338	7234047	+	7230192	1.0	0.999
gene:TraesCS1D03G0031900	Chr1D	7797379	7799716	+	7798547	Chr1D	7251722	7254059	+	7252890	1.0	0.999
gene:TraesCS1D03G0032000	Chr1D	7806662	7810184	-	7808423	Chr1D	7261047	7264569	-	7262808	1.0	1.0
gene:TraesCS1D03G0032300	Chr1D	7843644	7847436	-	7845540	Chr1D	7298020	7301812	-	7299916	1.0	1.0
gene:TraesCS1D03G0032400	Chr1D	7854309	7869098	+	7861703	Chr1D	7308685	7323471	+	7316078	1.0	0.999
gene:TraesCS1D03G0032500	Chr1D	7890500	7891777	-	7891138	Chr1D	7344897	7346174	-	7345535	1.0	1.0
gene:TraesCS1D03G0032700	Chr1D	7896242	7902109	-	7899175	Chr1D	7350639	7356506	-	7353572	1.0	1.0
gene:TraesCS1D03G0032900	Chr1D	7925981	7929834	+	7927907	Chr1D	7380427	7384282	+	7382354	1.0	1.0
gene:TraesCS1D03G0033000	Chr1D	7933872	7935232	+	7934552	Chr1D	7388320	7389680	+	7389000	1.0	1.0
gene:TraesCS1D03G0033100	Chr1D	8006183	8010570	-	8008376	Chr1D	7460723	7465110	-	7462916	1.0	1.0
gene:TraesCS1D03G0033200	Chr1D	8015283	8031795	+	8023539	Chr1D	7469823	7486335	+	7478079	1.0	1.0
gene:TraesCS1D03G0033800	Chr1D	8093813	8098708	+	8096260	Chr1D	7548363	7553258	+	7550810	1.0	0.999
gene:TraesCS1D03G0033900	Chr1D	8101658	8103140	+	8102399	Chr1D	7556206	7557688	+	7556947	1.0	0.999
gene:TraesCS1D03G0034100	Chr1D	8116295	8117076	+	8116685	Chr1D	7570843	7571624	+	7571233	1.0	1.0
gene:TraesCS1D03G0034200	Chr1D	8137290	8139047	+	8138168	Chr1D	7591829	7593586	+	7592707	1.0	1.0
gene:TraesCS1D03G0034400	Chr1D	8166280	8177789	+	8172034	Chr1D	7620839	7632367	+	7626603	1.0	1.0
gene:TraesCS1D03G0035000	Chr1D	8189624	8191287	+	8190455	Chr1D	7644171	7645834	+	7645002	1.0	1.0
gene:TraesCS1D03G0035100	Chr1D	8241841	8244372	+	8243106	Chr1D	7696390	7698921	+	7697655	1.0	1.0
gene:TraesCS1D03G0035200	Chr1D	8254180	8255126	+	8254653	Chr1D	7708730	7709676	+	7709203	1.0	1.0
gene:TraesCS1D03G0035300	Chr1D	8287580	8291578	+	8289579	Chr1D	7742145	7746143	+	7744144	1.0	1.0
gene:TraesCS1D03G0035400	Chr1D	8293631	8295994	-	8294812	Chr1D	7748196	7750559	-	7749377	1.0	1.0
gene:TraesCS1D03G0035500	Chr1D	8296531	8299442	+	8297986	Chr1D	7751096	7754007	+	7752551	0.998	0.995
gene:TraesCS1D03G0035600	Chr1D	8315967	8318268	-	8317117	Chr1D	7770532	7772833	-	7771682	1.0	1.0
gene:TraesCS1D03G0035700	Chr1D	8318805	8321664	+	8320234	Chr1D	7773370	7776229	+	7774799	1.0	1.0
gene:TraesCS1D03G0035800	Chr1D	8324667	8326267	-	8325467	Chr1D	7779232	7780832	-	7780032	1.0	0.999
gene:TraesCS1D03G0035900	Chr1D	8332217	8336281	-	8334249	Chr1D	7786804	7790868	-	7788836	1.0	0.999
gene:TraesCS1D03G0036000	Chr1D	8337814	8340700	-	8339257	Chr1D	7792401	7795287	-	7793844	1.0	1.0
gene:TraesCS1D03G0036100	Chr1D	8363677	8369101	-	8366389	Chr1D	7818277	7823701	-	7820989	1.0	1.0
gene:TraesCS1D03G0036200	Chr1D	8425686	8428027	+	8426856	Chr1D	7880306	7882655	+	7881480	1.0	1.0
gene:TraesCS1D03G0036400	Chr1D	8513539	8514237	-	8513888	Chr1D	7968366	7969064	-	7968715	1.0	1.0
gene:TraesCS1D03G0036500	Chr1D	8591248	8594687	-	8592967	Chr1D	8046012	8049451	-	8047731	1.0	0.999
gene:TraesCS1D03G0036700	Chr1D	8633821	8637432	-	8635626	Chr1D	8088464	8092075	-	8090269	1.0	1.0
gene:TraesCS1D03G0036800	Chr1D	8667203	8668447	+	8667825	Chr1D	8121875	8123119	+	8122497	1.0	0.999
gene:TraesCS1D03G0036900	Chr1D	8676817	8678607	+	8677712	Chr1D	8131488	8133278	+	8132383	1.0	1.0
gene:TraesCS1D03G0037000	Chr1D	8686742	8689043	-	8687892	Chr1D	8141417	8143718	-	8142567	1.0	1.0
gene:TraesCS1D03G0037300	Chr1D	8727511	8729922	+	8728716	Chr1D	8182178	8184589	+	8183383	1.0	1.0
gene:TraesCS1D03G0037400	Chr1D	8799437	8803408	+	8801422	Chr1D	8254184	8258155	+	8256169	1.0	1.0
gene:TraesCS1D03G0037900	Chr1D	8922917	8923896	+	8923406	Chr1D	8339223	8340202	+	8339712	1.0	1.0
gene:TraesCS1D03G0038300	Chr1D	9016302	9021501	-	9018901	Chr1D	8431935	8437134	-	8434534	1.0	1.0
gene:TraesCS1D03G0038400	Chr1D	9022044	9027361	+	9024702	Chr1D	8437677	8442994	+	8440335	1.0	1.0
gene:TraesCS1D03G0038500	Chr1D	9029515	9030704	-	9030109	Chr1D	8445148	8446337	-	8445742	1.0	1.0
gene:TraesCS1D03G0038600	Chr1D	9033681	9040126	-	9036903	Chr1D	8449314	8455759	-	8452536	1.0	1.0
gene:TraesCS1D03G0038800	Chr1D	9121342	9124455	+	9122898	Chr1D	8536751	8539864	+	8538307	1.0	1.0
gene:TraesCS1D03G0038900	Chr1D	9124737	9127417	-	9126077	Chr1D	8540146	8542826	-	8541486	1.0	1.0
gene:TraesCS1D03G0039000	Chr1D	9129416	9137638	+	9133527	Chr1D	8544824	8553046	+	8548935	1.0	1.0
gene:TraesCS1D03G0039100	Chr1D	9154545	9157552	+	9156048	Chr1D	8569957	8572964	+	8571460	1.0	1.0
gene:TraesCS1D03G0039200	Chr1D	9206067	9207887	+	9206977	Chr1D	8621485	8623305	+	8622395	1.0	1.0
gene:TraesCS1D03G0039300	Chr1D	9227821	9228352	+	9228086	Chr1D	8643245	8643776	+	8643510	1.0	1.0
gene:TraesCS1D03G0039400	Chr1D	9245157	9246124	+	9245640	Chr1D	8660584	8661551	+	8661067	1.0	1.0
gene:TraesCS1D03G0039500	Chr1D	9247527	9249158	-	9248342	Chr1D	8662953	8664584	-	8663768	1.0	1.0
gene:TraesCS1D03G0039600	Chr1D	9262555	9264156	+	9263355	Chr1D	8677985	8679586	+	8678785	1.0	1.0
gene:TraesCS1D03G0039700	Chr1D	9327845	9334250	-	9331047	Chr1D	8743280	8749685	-	8746482	1.0	1.0
gene:TraesCS1D03G0040100	Chr1D	9396284	9405243	-	9400763	Chr1D	8811724	8820682	-	8816203	1.0	1.0
gene:TraesCS1D03G0040200	Chr1D	9435351	9444224	-	9439787	Chr1D	8850521	8859394	-	8854957	1.0	1.0
gene:TraesCS1D03G0040300	Chr1D	9461479	9465994	+	9463736	Chr1D	8876646	8881161	+	8878903	1.0	1.0
gene:TraesCS1D03G0040400	Chr1D	9493072	9498717	-	9495894	Chr1D	8908240	8913885	-	8911062	1.0	0.999
gene:TraesCS1D03G0040500	Chr1D	9623480	9623999	-	9623739	Chr1D	9038641	9039160	-	9038900	1.0	1.0
gene:TraesCS1D03G0040800	Chr1D	9677228	9681756	+	9679492	Chr1D	9092407	9096933	+	9094670	1.0	1.0
gene:TraesCS1D03G0041100	Chr1D	9688210	9693529	+	9690869	Chr1D	9103388	9108708	+	9106048	1.0	1.0
gene:TraesCS1D03G0041300	Chr1D	9722460	9732333	-	9727396	Chr1D	9137648	9147521	-	9142584	1.0	1.0
gene:TraesCS1D03G0041600	Chr1D	9742405	9753140	-	9747772	Chr1D	9157571	9168304	-	9162937	1.0	1.0
gene:TraesCS1D03G0041800	Chr1D	9768946	9769323	-	9769134	Chr1D	9184123	9184500	-	9184311	1.0	1.0
gene:TraesCS1D03G0042100	Chr1D	9802988	9804033	-	9803510	Chr1D	9218164	9219209	-	9218686	1.0	1.0
gene:TraesCS1D03G0042200	Chr1D	9823512	9823727	-	9823619	Chr1D	9238689	9238904	-	9238796	1.0	1.0
gene:TraesCS1D03G0042300	Chr1D	9829325	9829540	+	9829432	Chr1D	9244502	9244717	+	9244609	1.0	1.0
gene:TraesCS1D03G0042500	Chr1D	9843831	9846538	+	9845184	Chr1D	9259010	9261717	+	9260363	1.0	1.0
