gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Chuanmai104_tgt_chr	Chuanmai104_tgt_start	Chuanmai104_tgt_end	Chuanmai104_tgt_strand	Chuanmai104_tgt_midpoint	Chuanmai104_coverage	Chuanmai104_identity
gene:TraesCS7D03G0073000	Chr7D	17399271	17399777	-	17399524	Chr7D	18686151	18686657	-	18686404	1.0	1.0
gene:TraesCS7D03G0073100	Chr7D	17403605	17404126	-	17403865	Chr7D	18690286	18690807	-	18690546	1.0	1.0
gene:TraesCS7D03G0073200	Chr7D	17405079	17407846	+	17406462	Chr7D	18691548	18694315	+	18692931	1.0	1.0
gene:TraesCS7D03G0073500	Chr7D	17446906	17450015	-	17448460	Chr7D	18733114	18736223	-	18734668	1.0	1.0
gene:TraesCS7D03G0073600	Chr7D	17458914	17460005	+	17459459	Chr7D	18745149	18746240	+	18745694	1.0	1.0
gene:TraesCS7D03G0073700	Chr7D	17467701	17472448	-	17470074	Chr7D	18753686	18758146	-	18755916	1.0	1.0
gene:TraesCS7D03G0074300	Chr7D	17592597	17593360	-	17592978	Chr7D	18880547	18881310	-	18880928	1.0	0.998
gene:TraesCS7D03G0074600	Chr7D	17599556	17601027	-	17600291	Chr7D	18887507	18888978	-	18888242	1.0	0.999
gene:TraesCS7D03G0074700	Chr7D	17610489	17615564	-	17613026	Chr7D	18898213	18903288	-	18900750	1.0	0.999
gene:TraesCS7D03G0074800	Chr7D	17684739	17686011	-	17685375	Chr7D	20010494	20011766	+	20011130	1.0	0.992
gene:TraesCS7D03G0074900	Chr7D	17806954	17812499	+	17809726	Chr7D	20135080	20140625	+	20137852	1.0	0.995
gene:TraesCS7D03G0075300	Chr7D	17887941	17888548	+	17888244	Chr7D	20215295	20215902	+	20215598	1.0	0.997
gene:TraesCS7D03G0075400	Chr7D	17898085	17898537	+	17898311	Chr7D	20225301	20225753	+	20225527	1.0	0.995
gene:TraesCS7D03G0075600	Chr7D	17910667	17911966	+	17911316	Chr7D	20237415	20238714	+	20238064	1.0	0.997
gene:TraesCS7D03G0075700	Chr7D	17938652	17941476	-	17940064	Chr7D	20265197	20268017	-	20266607	0.998	0.997
gene:TraesCS7D03G0075800	Chr7D	17946058	17948999	+	17947528	Chr7D	20272599	20275540	+	20274069	1.0	1.0
gene:TraesCS7D03G0075900	Chr7D	17954303	17955409	+	17954856	Chr7D	20280598	20281704	+	20281151	1.0	1.0
gene:TraesCS7D03G0076300	Chr7D	18011816	18027994	+	18019905	Chr7D	20337607	20352819	+	20345213	1.0	1.0
gene:TraesCS7D03G0076400	Chr7D	18033800	18034279	+	18034039	Chr7D	20358624	20359103	+	20358863	1.0	1.0
gene:TraesCS7D03G0076500	Chr7D	18035847	18036990	-	18036418	Chr7D	20360671	20361814	-	20361242	1.0	1.0
gene:TraesCS7D03G0076800	Chr7D	18084873	18085271	+	18085072	Chr7D	20409506	20409904	+	20409705	1.0	1.0
gene:TraesCS7D03G0076900	Chr7D	18113031	18116442	+	18114736	Chr7D	20436654	20440065	+	20438359	1.0	1.0
gene:TraesCS7D03G0077100	Chr7D	18352338	18353085	-	18352711	Chr7D	20665230	20665977	-	20665603	1.0	1.0
gene:TraesCS7D03G0077500	Chr7D	18514701	18518126	-	18516413	Chr7D	20820647	20824072	-	20822359	1.0	1.0
gene:TraesCS7D03G0077600	Chr7D	18537284	18539533	-	18538408	Chr7D	20843229	20845470	-	20844349	0.996	0.996
gene:TraesCS7D03G0078400	Chr7D	18583327	18586787	+	18585057	Chr7D	20889271	20892731	+	20891001	1.0	1.0
gene:TraesCS7D03G0078500	Chr7D	18601997	18605947	+	18603972	Chr7D	20907972	20911922	+	20909947	1.0	0.999
gene:TraesCS7D03G0078700	Chr7D	18611542	18615323	+	18613432	Chr7D	20917509	20921290	+	20919399	1.0	0.999
gene:TraesCS7D03G0078800	Chr7D	18617223	18625191	-	18621207	Chr7D	20923190	20931158	-	20927174	1.0	0.999
gene:TraesCS7D03G0079100	Chr7D	18679720	18680094	-	18679907	Chr7D	20985695	20986069	-	20985882	1.0	1.0
gene:TraesCS7D03G0079300	Chr7D	18754862	18757508	-	18756185	Chr7D	21060826	21063472	-	21062149	1.0	1.0
gene:TraesCS7D03G0079900	Chr7D	18786111	18788187	-	18787149	Chr7D	21092080	21094156	-	21093118	1.0	1.0
gene:TraesCS7D03G0080200	Chr7D	18846288	18850169	+	18848228	Chr7D	21152265	21156146	+	21154205	1.0	1.0
gene:TraesCS7D03G0080400	Chr7D	18856777	18860194	-	18858485	Chr7D	21162757	21166174	-	21164465	1.0	1.0
gene:TraesCS7D03G0080700	Chr7D	19106331	19108379	-	19107355	Chr7D	22042408	22044456	-	22043432	1.0	1.0
gene:TraesCS7D03G0080800	Chr7D	19108473	19109611	-	19109042	Chr7D	22044550	22045688	-	22045119	1.0	1.0
gene:TraesCS7D03G0080900	Chr7D	19132205	19133879	+	19133042	Chr7D	22068291	22069965	+	22069128	1.0	1.0
gene:TraesCS7D03G0081000	Chr7D	19144886	19147060	-	19145973	Chr7D	22080989	22083189	-	22082089	1.0	0.998
gene:TraesCS7D03G0081100	Chr7D	19272625	19275757	-	19274191	Chr7D	22194925	22198065	-	22196495	1.0	0.995
gene:TraesCS7D03G0081200	Chr7D	19290049	19292792	-	19291420	Chr7D	22211722	22214462	-	22213092	0.996	0.988
gene:TraesCS7D03G0081300	Chr7D	19312788	19314850	-	19313819	Chr7D	22231358	22233429	-	22232393	0.999	0.983
gene:TraesCS7D03G0081400	Chr7D	19316635	19322955	-	19319795	Chr7D	22235353	22241655	-	22238504	0.999	0.996
gene:TraesCS7D03G0082300	Chr7D	19510579	19510806	+	19510692	Chr7D	22470132	22470359	+	22470245	1.0	0.995
gene:TraesCS7D03G0082600	Chr7D	19516545	19517421	+	19516983	Chr7D	22476772	22477634	+	22477203	0.978	0.94
gene:TraesCS7D03G0082900	Chr7D	19563400	19568787	+	19566093	Chr7D	22494543	22499932	+	22497237	1.0	0.997
gene:TraesCS7D03G0083000	Chr7D	19575628	19579407	-	19577517	Chr7D	22506756	22510539	-	22508647	1.0	0.99
gene:TraesCS7D03G0083900	Chr7D	19684213	19685575	+	19684894	Chr7D	22628281	22629643	+	22628962	0.992	0.966
gene:TraesCS7D03G0084000	Chr7D	19690494	19695119	-	19692806	Chr7D	22675132	22679556	-	22677344	0.997	0.977
gene:TraesCS7D03G0084400	Chr7D	19739295	19751285	-	19745290	Chr7D	22763545	22770101	-	22766823	1.0	0.989
gene:TraesCS7D03G0084500	Chr7D	19759838	19760949	-	19760393	Chr7D	22823624	22824730	-	22824177	0.992	0.977
gene:TraesCS7D03G0084600	Chr7D	19762370	19766259	-	19764314	Chr7D	22825869	22829754	-	22827811	0.999	0.972
gene:TraesCS7D03G0085300	Chr7D	19809915	19811432	-	19810673	Chr7D	22988441	22989936	-	22989188	0.984	0.974
gene:TraesCS7D03G0085500	Chr7D	19828818	19830020	-	19829419	Chr7D	23007205	23008407	-	23007806	1.0	0.997
gene:TraesCS7D03G0086000	Chr7D	19930203	19934336	+	19932269	Chr7D	23108003	23112246	+	23110124	1.0	0.973
gene:TraesCS7D03G0086500	Chr7D	20087216	20088937	-	20088076	Chr7D	23265349	23267069	-	23266209	0.999	0.998
gene:TraesCS7D03G0087200	Chr7D	20207768	20208459	-	20208113	Chr7D	23385953	23386644	-	23386298	1.0	1.0
gene:TraesCS7D03G0087400	Chr7D	20279143	20279833	+	20279488	Chr7D	23460753	23461443	+	23461098	1.0	1.0
gene:TraesCS7D03G0087500	Chr7D	20286688	20288484	+	20287586	Chr7D	23468301	23470097	+	23469199	1.0	1.0
gene:TraesCS7D03G0087600	Chr7D	20291830	20297805	-	20294817	Chr7D	23473447	23479422	-	23476434	1.0	1.0
gene:TraesCS7D03G0087800	Chr7D	20436766	20440565	+	20438665	Chr7D	23618398	23622197	+	23620297	1.0	1.0
gene:TraesCS7D03G0088000	Chr7D	20445834	20452019	-	20448926	Chr7D	23627465	23633651	-	23630558	1.0	1.0
gene:TraesCS7D03G0088100	Chr7D	20540056	20542755	+	20541405	Chr7D	23721716	23724415	+	23723065	1.0	1.0
gene:TraesCS7D03G0088200	Chr7D	20602503	20606967	+	20604735	Chr7D	23784161	23788625	+	23786393	1.0	1.0
gene:TraesCS7D03G0088300	Chr7D	20610653	20614170	-	20612411	Chr7D	23792311	23795828	-	23794069	1.0	1.0
gene:TraesCS7D03G0088900	Chr7D	20800411	20800959	+	20800685	Chr7D	23982662	23983210	+	23982936	1.0	0.998
gene:TraesCS7D03G0089000	Chr7D	20817407	20819870	+	20818638	Chr7D	23999496	24001959	+	24000727	1.0	1.0
gene:TraesCS7D03G0089300	Chr7D	20846410	20847007	+	20846708	Chr7D	24027767	24028361	+	24028064	0.993	0.993
gene:TraesCS7D03G0089500	Chr7D	20853164	20854535	+	20853849	Chr7D	24034098	24035469	+	24034783	1.0	1.0
gene:TraesCS7D03G0089600	Chr7D	20855860	20868484	-	20862172	Chr7D	24036794	24049416	-	24043105	0.999	0.998
gene:TraesCS7D03G0089800	Chr7D	20932834	20934843	-	20933838	Chr7D	24112692	24114701	-	24113696	1.0	0.999
gene:TraesCS7D03G0089900	Chr7D	20949394	20961456	-	20955425	Chr7D	24129252	24141302	-	24135277	0.997	0.997
gene:TraesCS7D03G0090000	Chr7D	21128950	21132308	+	21130629	Chr7D	24308845	24312203	+	24310524	1.0	1.0
gene:TraesCS7D03G0090600	Chr7D	21177372	21178175	-	21177773	Chr7D	24357272	24358075	-	24357673	1.0	0.998
gene:TraesCS7D03G0090700	Chr7D	21201908	21205214	+	21203561	Chr7D	24381802	24385108	+	24383455	1.0	1.0
gene:TraesCS7D03G0090800	Chr7D	21210123	21210896	+	21210509	Chr7D	24390026	24390799	+	24390412	1.0	1.0
gene:TraesCS7D03G0090900	Chr7D	21217795	21220833	+	21219314	Chr7D	24397722	24400739	+	24399230	0.987	0.987
gene:TraesCS7D03G0091000	Chr7D	21223180	21226354	+	21224767	Chr7D	24403086	24406260	+	24404673	1.0	1.0
gene:TraesCS7D03G0091100	Chr7D	21268468	21270068	+	21269268	Chr7D	24448337	24449937	+	24449137	1.0	1.0
gene:TraesCS7D03G0091200	Chr7D	21287929	21289908	+	21288918	Chr7D	24467411	24469390	+	24468400	1.0	0.999
gene:TraesCS7D03G0091300	Chr7D	21294916	21298207	+	21296561	Chr7D	24474398	24477689	+	24476043	1.0	1.0
gene:TraesCS7D03G0091600	Chr7D	21311845	21314346	+	21313095	Chr7D	24491089	24493590	+	24492339	1.0	1.0
gene:TraesCS7D03G0091900	Chr7D	21350726	21353476	+	21352101	Chr7D	24529722	24532472	+	24531097	1.0	1.0
gene:TraesCS7D03G0092400	Chr7D	21404582	21405022	-	21404802	Chr7D	24584504	24584944	-	24584724	1.0	1.0
gene:TraesCS7D03G0092800	Chr7D	21435873	21437753	+	21436813	Chr7D	24615817	24617697	+	24616757	1.0	1.0
gene:TraesCS7D03G0092900	Chr7D	21437762	21438805	+	21438283	Chr7D	24617706	24618749	+	24618227	1.0	1.0
gene:TraesCS7D03G0093000	Chr7D	21462201	21467083	+	21464642	Chr7D	24642145	24647027	+	24644586	1.0	1.0
gene:TraesCS7D03G0093100	Chr7D	21471081	21475513	+	21473297	Chr7D	24651025	24655457	+	24653241	1.0	1.0
gene:TraesCS7D03G0093300	Chr7D	21486979	21489357	+	21488168	Chr7D	24666346	24668724	+	24667535	1.0	1.0
gene:TraesCS7D03G0093400	Chr7D	21503398	21504856	+	21504127	Chr7D	24682893	24684351	+	24683622	1.0	1.0
gene:TraesCS7D03G0093900	Chr7D	21612352	21614553	-	21613452	Chr7D	24791824	24794025	-	24792924	1.0	1.0
gene:TraesCS7D03G0094100	Chr7D	21829335	21834927	+	21832131	Chr7D	25009269	25014861	+	25012065	1.0	1.0
gene:TraesCS7D03G0094200	Chr7D	21837074	21841289	-	21839181	Chr7D	25017008	25021222	-	25019115	1.0	1.0
gene:TraesCS7D03G0094500	Chr7D	21887623	21889660	+	21888641	Chr7D	25067521	25069558	+	25068539	1.0	1.0
gene:TraesCS7D03G0095300	Chr7D	22002418	22003456	+	22002937	Chr7D	25181559	25182597	+	25182078	1.0	1.0
gene:TraesCS7D03G0095800	Chr7D	22136804	22138053	+	22137428	Chr7D	25316051	25317300	+	25316675	1.0	1.0
gene:TraesCS7D03G0096200	Chr7D	22363024	22363695	-	22363359	Chr7D	25539086	25539757	-	25539421	1.0	1.0
gene:TraesCS7D03G0096400	Chr7D	22522071	22522986	-	22522528	Chr7D	25698141	25699056	-	25698598	1.0	1.0
gene:TraesCS7D03G0096500	Chr7D	22530096	22544955	-	22537525	Chr7D	25706166	25721026	-	25713596	1.0	1.0
gene:TraesCS7D03G0097200	Chr7D	22571754	22575585	-	22573669	Chr7D	25747836	25751660	-	25749748	1.0	1.0
gene:TraesCS7D03G0097400	Chr7D	22648311	22650061	+	22649186	Chr7D	25824365	25826115	+	25825240	1.0	1.0
gene:TraesCS7D03G0097500	Chr7D	22657276	22662785	-	22660030	Chr7D	25833330	25838839	-	25836084	1.0	1.0
gene:TraesCS7D03G0097700	Chr7D	22726622	22727107	-	22726864	Chr7D	25901078	25901563	-	25901320	1.0	0.995
gene:TraesCS7D03G0097800	Chr7D	22811465	22814163	-	22812814	Chr7D	25985559	25988257	-	25986908	1.0	1.0
gene:TraesCS7D03G0098200	Chr7D	22911865	22914532	+	22913198	Chr7D	26085963	26088630	+	26087296	1.0	1.0
gene:TraesCS7D03G0098400	Chr7D	23095701	23098316	-	23097008	Chr7D	27158088	27160703	-	27159395	1.0	1.0
gene:TraesCS7D03G0098600	Chr7D	23131956	23135663	+	23133809	Chr7D	27194347	27198054	+	27196200	1.0	1.0
gene:TraesCS7D03G0098700	Chr7D	23136625	23137782	-	23137203	Chr7D	27199016	27200173	-	27199594	1.0	1.0
gene:TraesCS7D03G0098800	Chr7D	23245197	23245625	-	23245411	Chr7D	27307613	27308041	-	27307827	1.0	1.0
gene:TraesCS7D03G0099100	Chr7D	23342268	23344440	-	23343354	Chr7D	27404678	27406851	-	27405764	0.999	0.996
gene:TraesCS7D03G0099200	Chr7D	23374646	23376073	-	23375359	Chr7D	27437046	27438447	-	27437746	0.98	0.98
gene:TraesCS7D03G0099300	Chr7D	23387243	23389190	-	23388216	Chr7D	27449617	27451564	-	27450590	1.0	1.0
gene:TraesCS7D03G0099500	Chr7D	23394141	23397296	-	23395718	Chr7D	27456515	27459670	-	27458092	1.0	1.0
gene:TraesCS7D03G0099900	Chr7D	23410365	23412062	+	23411213	Chr7D	27470024	27471721	+	27470872	1.0	1.0
gene:TraesCS7D03G0100000	Chr7D	23413069	23413398	+	23413233	Chr7D	27472728	27473057	+	27472892	1.0	1.0
gene:TraesCS7D03G0100100	Chr7D	23432822	23436169	+	23434495	Chr7D	27492482	27495835	+	27494158	1.0	1.0
gene:TraesCS7D03G0100200	Chr7D	23446159	23450080	+	23448119	Chr7D	27505825	27509746	+	27507785	1.0	1.0
gene:TraesCS7D03G0100300	Chr7D	23451512	23454159	-	23452835	Chr7D	27511160	27513807	-	27512483	1.0	1.0
gene:TraesCS7D03G0100500	Chr7D	23457358	23460054	-	23458706	Chr7D	27517006	27519702	-	27518354	1.0	1.0
gene:TraesCS7D03G0100600	Chr7D	23476608	23479144	-	23477876	Chr7D	27536257	27538793	-	27537525	1.0	1.0
gene:TraesCS7D03G0100700	Chr7D	23488150	23489256	-	23488703	Chr7D	27547797	27548903	-	27548350	1.0	1.0
gene:TraesCS7D03G0100800	Chr7D	23494045	23495788	-	23494916	Chr7D	27553698	27555441	-	27554569	1.0	1.0
gene:TraesCS7D03G0100900	Chr7D	23514748	23515425	+	23515086	Chr7D	27574408	27575085	+	27574746	1.0	1.0
gene:TraesCS7D03G0101000	Chr7D	23519140	23520361	+	23519750	Chr7D	27578800	27580021	+	27579410	1.0	1.0
gene:TraesCS7D03G0101500	Chr7D	23537028	23538285	+	23537656	Chr7D	27596684	27597941	+	27597312	1.0	1.0
gene:TraesCS7D03G0102100	Chr7D	23632422	23640729	+	23636575	Chr7D	27692042	27700349	+	27696195	1.0	1.0
gene:TraesCS7D03G0102200	Chr7D	23641075	23644504	-	23642789	Chr7D	27700695	27704124	-	27702409	1.0	1.0
gene:TraesCS7D03G0102300	Chr7D	23722740	23724601	+	23723670	Chr7D	27782342	27784203	+	27783272	1.0	1.0
gene:TraesCS7D03G0102600	Chr7D	23761143	23761690	-	23761416	Chr7D	27820740	27821287	-	27821013	1.0	1.0
gene:TraesCS7D03G0102700	Chr7D	23765257	23780736	+	23772996	Chr7D	27824854	27840334	+	27832594	1.0	1.0
gene:TraesCS7D03G0102800	Chr7D	23803976	23806559	+	23805267	Chr7D	27863602	27866185	+	27864893	1.0	1.0
gene:TraesCS7D03G0103000	Chr7D	23931783	23931980	-	23931881	Chr7D	27991418	27991615	-	27991516	1.0	1.0
gene:TraesCS7D03G0103100	Chr7D	23935139	23937709	-	23936424	Chr7D	27994777	27997347	-	27996062	1.0	0.998
gene:TraesCS7D03G0103700	Chr7D	24054727	24055490	-	24055108	Chr7D	28114433	28115196	-	28114814	1.0	1.0
gene:TraesCS7D03G0104000	Chr7D	24450466	24455220	+	24452843	Chr7D	28515411	28520165	+	28517788	1.0	1.0
gene:TraesCS7D03G0104100	Chr7D	24455831	24457197	+	24456514	Chr7D	28520776	28522142	+	28521459	1.0	1.0
gene:TraesCS7D03G0104200	Chr7D	24468825	24470822	+	24469823	Chr7D	28533785	28535782	+	28534783	1.0	1.0
gene:TraesCS7D03G0104400	Chr7D	24482843	24484864	-	24483853	Chr7D	28547807	28549828	-	28548817	1.0	1.0
gene:TraesCS7D03G0104500	Chr7D	24499278	24499888	-	24499583	Chr7D	28564232	28564842	-	28564537	1.0	1.0
gene:TraesCS7D03G0105500	Chr7D	24954661	24955391	+	24955026	Chr7D	29019918	29020648	+	29020283	1.0	1.0
gene:TraesCS7D03G0105600	Chr7D	24974124	24975780	-	24974952	Chr7D	29039380	29041036	-	29040208	1.0	1.0
gene:TraesCS7D03G0105700	Chr7D	24986898	24988490	+	24987694	Chr7D	29052462	29054054	+	29053258	1.0	1.0
gene:TraesCS7D03G0105900	Chr7D	25070282	25071934	-	25071108	Chr7D	29135884	29137536	-	29136710	1.0	1.0
gene:TraesCS7D03G0106000	Chr7D	25097755	25099294	+	25098524	Chr7D	29162831	29164370	+	29163600	1.0	1.0
gene:TraesCS7D03G0106100	Chr7D	25108324	25110147	-	25109235	Chr7D	29173197	29175020	-	29174108	1.0	1.0
gene:TraesCS7D03G0106200	Chr7D	25278470	25280320	+	25279395	Chr7D	29343167	29345017	+	29344092	1.0	1.0
gene:TraesCS7D03G0106300	Chr7D	25289343	25290681	+	25290012	Chr7D	29354039	29355377	+	29354708	1.0	1.0
gene:TraesCS7D03G0106700	Chr7D	25321718	25323592	-	25322655	Chr7D	29386433	29388307	-	29387370	1.0	1.0
gene:TraesCS7D03G0107200	Chr7D	25375913	25376551	-	25376232	Chr7D	29440629	29441267	-	29440948	1.0	1.0
gene:TraesCS7D03G0107300	Chr7D	25379408	25380165	+	25379786	Chr7D	29444128	29444885	+	29444506	1.0	1.0
gene:TraesCS7D03G0107400	Chr7D	25448878	25449828	-	25449353	Chr7D	29513319	29514269	-	29513794	1.0	1.0
gene:TraesCS7D03G0107500	Chr7D	25699105	25702728	-	25700916	Chr7D	30097748	30101371	-	30099559	1.0	1.0
gene:TraesCS7D03G0107800	Chr7D	25819422	25820054	-	25819738	Chr7D	30218020	30218652	-	30218336	1.0	1.0
gene:TraesCS7D03G0107900	Chr7D	25821326	25822201	+	25821763	Chr7D	30219924	30220799	+	30220361	1.0	1.0
gene:TraesCS7D03G0108000	Chr7D	26006448	26008688	+	26007568	Chr7D	30417327	30419567	+	30418447	1.0	1.0
gene:TraesCS7D03G0108200	Chr7D	26097002	26099864	-	26098433	Chr7D	30507886	30510748	-	30509317	1.0	1.0
gene:TraesCS7D03G0108300	Chr7D	26113537	26116106	+	26114821	Chr7D	30524420	30526989	+	30525704	1.0	1.0
gene:TraesCS7D03G0108400	Chr7D	26120898	26123383	+	26122140	Chr7D	30531782	30534267	+	30533024	1.0	1.0
gene:TraesCS7D03G0108600	Chr7D	26124466	26129190	-	26126828	Chr7D	30670794	30675518	-	30673156	1.0	1.0
gene:TraesCS7D03G0109000	Chr7D	26203250	26205286	+	26204268	Chr7D	30747663	30749699	+	30748681	1.0	1.0
gene:TraesCS7D03G0109200	Chr7D	26231614	26235202	-	26233408	Chr7D	30776037	30779625	-	30777831	1.0	0.999
gene:TraesCS7D03G0109300	Chr7D	26323330	26324277	+	26323803	Chr7D	30867827	30868774	+	30868300	1.0	1.0
gene:TraesCS7D03G0109400	Chr7D	26377325	26380101	+	26378713	Chr7D	30921859	30924635	+	30923247	1.0	1.0
gene:TraesCS7D03G0109500	Chr7D	26380682	26385195	+	26382938	Chr7D	30925216	30929729	+	30927472	1.0	1.0
gene:TraesCS7D03G0109700	Chr7D	26461259	26468000	+	26464629	Chr7D	31005794	31012535	+	31009164	1.0	1.0
gene:TraesCS7D03G0109800	Chr7D	26468110	26468394	+	26468252	Chr7D	31012645	31012929	+	31012787	1.0	1.0
gene:TraesCS7D03G0109900	Chr7D	26476823	26477107	+	26476965	Chr7D	31021359	31021643	+	31021501	1.0	1.0
gene:TraesCS7D03G0110000	Chr7D	26479145	26482942	-	26481043	Chr7D	31023681	31027478	-	31025579	1.0	1.0
gene:TraesCS7D03G0110100	Chr7D	26525971	26529528	-	26527749	Chr7D	31070521	31074078	-	31072299	1.0	1.0
gene:TraesCS7D03G0110300	Chr7D	26540511	26541759	-	26541135	Chr7D	31085061	31086309	-	31085685	1.0	1.0
gene:TraesCS7D03G0110400	Chr7D	26547291	26551448	-	26549369	Chr7D	31091841	31095998	-	31093919	1.0	1.0
gene:TraesCS7D03G0110500	Chr7D	26553574	26554434	-	26554004	Chr7D	31098124	31098984	-	31098554	1.0	1.0
gene:TraesCS7D03G0110700	Chr7D	26587764	26590069	+	26588916	Chr7D	31132331	31134642	+	31133486	1.0	0.994
gene:TraesCS7D03G0110900	Chr7D	26591528	26593022	-	26592275	Chr7D	31136077	31137571	-	31136824	1.0	1.0
gene:TraesCS7D03G0111000	Chr7D	26594131	26602437	-	26598284	Chr7D	31138680	31146989	-	31142834	1.0	0.997
gene:TraesCS7D03G0111100	Chr7D	26709834	26713108	-	26711471	Chr7D	31253025	31256299	-	31254662	1.0	1.0
gene:TraesCS7D03G0111400	Chr7D	27001214	27002223	-	27001718	Chr7D	31534464	31535473	-	31534968	1.0	1.0
gene:TraesCS7D03G0111500	Chr7D	27029887	27032110	-	27030998	Chr7D	31563039	31565263	-	31564151	1.0	0.999
gene:TraesCS7D03G0112200	Chr7D	27108911	27111063	-	27109987	Chr7D	31640926	31643078	-	31642002	1.0	1.0
gene:TraesCS7D03G0112500	Chr7D	27213198	27216263	-	27214730	Chr7D	31742930	31745995	-	31744462	1.0	1.0
gene:TraesCS7D03G0112700	Chr7D	27593103	27596333	-	27594718	Chr7D	32118485	32121715	-	32120100	1.0	1.0
gene:TraesCS7D03G0112900	Chr7D	27659573	27661750	-	27660661	Chr7D	32184384	32186561	-	32185472	1.0	1.0
gene:TraesCS7D03G0113000	Chr7D	27706012	27707255	+	27706633	Chr7D	32235213	32236456	+	32235834	1.0	1.0
gene:TraesCS7D03G0113300	Chr7D	27746144	27751466	-	27748805	Chr7D	32275348	32280495	-	32277921	1.0	1.0
