gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Chuanmai104_tgt_chr	Chuanmai104_tgt_start	Chuanmai104_tgt_end	Chuanmai104_tgt_strand	Chuanmai104_tgt_midpoint	Chuanmai104_coverage	Chuanmai104_identity
gene:TraesCS5D03G0021000	Chr5D	4957788	4957982	+	4957885	Chr5D	5213149	5213343	+	5213246	1.0	1.0
gene:TraesCS5D03G0021100	Chr5D	4958384	4958494	+	4958439	Chr5D	5213745	5213855	+	5213800	1.0	1.0
gene:TraesCS5D03G0021400	Chr5D	4960287	4960754	+	4960520	Chr5D	5215648	5216115	+	5215881	1.0	1.0
gene:TraesCS5D03G0021800	Chr5D	4962707	4962894	+	4962800	Chr5D	5218068	5218255	+	5218161	1.0	1.0
gene:TraesCS5D03G0022300	Chr5D	4967601	4967705	+	4967653	Chr5D	5222962	5223066	+	5223014	1.0	1.0
gene:TraesCS5D03G0022700	Chr5D	4973102	4973800	+	4973451	Chr5D	5228463	5229161	+	5228812	1.0	1.0
gene:TraesCS5D03G0023300	Chr5D	5013765	5020319	-	5017042	Chr5D	5269126	5275680	-	5272403	1.0	1.0
gene:TraesCS5D03G0023600	Chr5D	5033927	5038681	+	5036304	Chr5D	5289292	5294046	+	5291669	1.0	1.0
gene:TraesCS5D03G0024000	Chr5D	5126830	5130716	-	5128773	Chr5D	5381725	5385611	-	5383668	1.0	1.0
gene:TraesCS5D03G0024200	Chr5D	5310399	5319110	+	5314754	Chr5D	5565330	5574040	+	5569685	1.0	1.0
gene:TraesCS5D03G0024300	Chr5D	5323991	5339694	+	5331842	Chr5D	5578921	5594624	+	5586772	1.0	1.0
gene:TraesCS5D03G0024400	Chr5D	5339945	5343217	-	5341581	Chr5D	5594875	5598147	-	5596511	1.0	1.0
gene:TraesCS5D03G0024600	Chr5D	5501293	5503036	+	5502164	Chr5D	5756234	5757977	+	5757105	1.0	1.0
gene:TraesCS5D03G0024700	Chr5D	5534695	5546126	+	5540410	Chr5D	5789638	5801069	+	5795353	1.0	1.0
gene:TraesCS5D03G0024800	Chr5D	5567761	5575868	-	5571814	Chr5D	5823606	5831713	-	5827659	1.0	1.0
gene:TraesCS5D03G0024900	Chr5D	5706212	5708783	-	5707497	Chr5D	5962055	5964626	-	5963340	1.0	1.0
gene:TraesCS5D03G0025100	Chr5D	5762415	5764094	-	5763254	Chr5D	6018264	6019943	-	6019103	1.0	1.0
gene:TraesCS5D03G0025200	Chr5D	5772359	5775824	-	5774091	Chr5D	6028208	6031673	-	6029940	1.0	1.0
gene:TraesCS5D03G0025300	Chr5D	5853737	5856897	+	5855317	Chr5D	6109617	6112777	+	6111197	1.0	0.998
gene:TraesCS5D03G0025400	Chr5D	5906666	5910254	+	5908460	Chr5D	6162550	6166138	+	6164344	1.0	1.0
gene:TraesCS5D03G0025500	Chr5D	5943007	5947183	+	5945095	Chr5D	6198895	6203071	+	6200983	1.0	1.0
gene:TraesCS5D03G0025600	Chr5D	5953081	5963542	+	5958311	Chr5D	6208969	6219436	+	6214202	1.0	1.0
gene:TraesCS5D03G0025700	Chr5D	5997418	5999830	+	5998624	Chr5D	6253318	6255730	+	6254524	1.0	1.0
gene:TraesCS5D03G0025800	Chr5D	6012640	6017851	+	6015245	Chr5D	6268544	6273755	+	6271149	1.0	1.0
gene:TraesCS5D03G0026800	Chr5D	6773112	6787820	-	6780466	Chr5D	7027153	7041861	-	7034507	1.0	1.0
gene:TraesCS5D03G0026900	Chr5D	6799651	6803622	+	6801636	Chr5D	7053247	7057218	+	7055232	1.0	1.0
gene:TraesCS5D03G0027000	Chr5D	6841065	6847662	+	6844363	Chr5D	7094676	7101274	+	7097975	1.0	0.999
gene:TraesCS5D03G0027100	Chr5D	6850565	6862517	+	6856541	Chr5D	7104177	7116141	+	7110159	1.0	1.0
gene:TraesCS5D03G0027200	Chr5D	7052743	7068887	+	7060815	Chr5D	7304858	7320298	+	7312578	1.0	1.0
gene:TraesCS5D03G0028000	Chr5D	7176715	7179793	+	7178254	Chr5D	7428132	7431210	+	7429671	1.0	1.0
gene:TraesCS5D03G0028200	Chr5D	7225425	7226098	-	7225761	Chr5D	7476873	7477546	-	7477209	1.0	0.998
gene:TraesCS5D03G0028300	Chr5D	7225573	7226071	-	7225822	Chr5D	7477021	7477519	-	7477270	1.0	0.997
gene:TraesCS5D03G0028400	Chr5D	7249912	7250434	-	7250173	Chr5D	7501418	7501940	-	7501679	1.0	1.0
gene:TraesCS5D03G0028600	Chr5D	7542108	7547074	-	7544591	Chr5D	7782354	7787337	-	7784845	1.0	0.999
gene:TraesCS5D03G0028900	Chr5D	7632009	7635649	-	7633829	Chr5D	7872533	7876173	-	7874353	1.0	1.0
gene:TraesCS5D03G0029100	Chr5D	7690081	7698179	+	7694130	Chr5D	8082221	8090319	+	8086270	1.0	1.0
gene:TraesCS5D03G0029200	Chr5D	7717853	7730573	-	7724213	Chr5D	8109994	8122796	-	8116395	1.0	1.0
gene:TraesCS5D03G0029700	Chr5D	7759289	7761729	-	7760509	Chr5D	8151523	8153963	-	8152743	1.0	1.0
gene:TraesCS5D03G0029900	Chr5D	7860986	7877389	-	7869187	Chr5D	8251716	8267273	-	8259494	0.9	0.9
gene:TraesCS5D03G0030400	Chr5D	8051479	8054654	+	8053066	Chr5D	8441717	8444890	+	8443303	1.0	1.0
gene:TraesCS5D03G0030600	Chr5D	8086114	8088828	-	8087471	Chr5D	8476039	8478753	-	8477396	1.0	1.0
gene:TraesCS5D03G0030800	Chr5D	8141689	8143688	+	8142688	Chr5D	8531650	8533649	+	8532649	1.0	1.0
gene:TraesCS5D03G0030900	Chr5D	8154875	8157233	+	8156054	Chr5D	8544836	8547194	+	8546015	1.0	1.0
gene:TraesCS5D03G0031100	Chr5D	8169523	8175293	-	8172408	Chr5D	8559483	8565253	-	8562368	1.0	1.0
gene:TraesCS5D03G0031300	Chr5D	8354136	8383522	+	8368829	Chr5D	8743956	8773283	+	8758619	1.0	1.0
gene:TraesCS5D03G0032500	Chr5D	8526442	8532020	+	8529231	Chr5D	8915702	8921280	+	8918491	1.0	1.0
gene:TraesCS5D03G0032700	Chr5D	8534121	8540085	-	8537103	Chr5D	8923383	8929347	-	8926365	1.0	1.0
gene:TraesCS5D03G0032800	Chr5D	8611516	8614138	-	8612827	Chr5D	9000795	9003417	-	9002106	1.0	1.0
gene:TraesCS5D03G0032900	Chr5D	8614789	8615043	-	8614916	Chr5D	9004068	9004322	-	9004195	1.0	1.0
gene:TraesCS5D03G0033000	Chr5D	8649559	8663338	-	8656448	Chr5D	9038840	9052619	-	9045729	1.0	1.0
gene:TraesCS5D03G0033100	Chr5D	8665040	8668025	-	8666532	Chr5D	9054129	9057114	-	9055621	1.0	1.0
gene:TraesCS5D03G0033700	Chr5D	8760580	8761485	-	8761032	Chr5D	9148457	9149362	-	9148909	1.0	1.0
gene:TraesCS5D03G0033600	Chr5D	8760550	8761728	+	8761139	Chr5D	9148427	9149605	+	9149016	1.0	1.0
gene:TraesCS5D03G0034100	Chr5D	9055345	9056199	+	9055772	Chr5D	9443274	9444128	+	9443701	1.0	1.0
gene:TraesCS5D03G0034200	Chr5D	9072954	9076493	+	9074723	Chr5D	9460882	9464425	+	9462653	1.0	1.0
gene:TraesCS5D03G0034500	Chr5D	9130463	9132648	-	9131555	Chr5D	9518426	9520611	-	9519518	1.0	1.0
gene:TraesCS5D03G0034800	Chr5D	9185614	9186012	+	9185813	Chr5D	9573587	9573985	+	9573786	1.0	1.0
gene:TraesCS5D03G0035100	Chr5D	9225900	9231687	+	9228793	Chr5D	9613900	9619686	+	9616793	1.0	1.0
gene:TraesCS5D03G0035300	Chr5D	9235784	9237983	+	9236883	Chr5D	9623783	9625982	+	9624882	1.0	1.0
gene:TraesCS5D03G0035400	Chr5D	9238099	9242366	-	9240232	Chr5D	9626098	9630365	-	9628231	1.0	1.0
gene:TraesCS5D03G0035600	Chr5D	9333018	9343813	-	9338415	Chr5D	9724429	9735228	-	9729828	1.0	1.0
gene:TraesCS5D03G0035800	Chr5D	9395161	9395820	+	9395490	Chr5D	9786577	9787236	+	9786906	1.0	1.0
gene:TraesCS5D03G0035900	Chr5D	9406057	9407312	+	9406684	Chr5D	9796606	9797861	+	9797233	1.0	1.0
gene:TraesCS5D03G0036100	Chr5D	9446443	9447447	+	9446945	Chr5D	9836111	9837115	+	9836613	1.0	1.0
gene:TraesCS5D03G0036200	Chr5D	9499846	9501662	-	9500754	Chr5D	9889578	9891394	-	9890486	1.0	1.0
gene:TraesCS5D03G0036300	Chr5D	9515824	9518741	-	9517282	Chr5D	9905563	9908480	-	9907021	1.0	0.999
gene:TraesCS5D03G0036400	Chr5D	9583881	9585814	+	9584847	Chr5D	9973611	9975544	+	9974577	1.0	1.0
gene:TraesCS5D03G0036600	Chr5D	9639722	9640204	-	9639963	Chr5D	10029558	10030040	-	10029799	1.0	1.0
gene:TraesCS5D03G0036700	Chr5D	9660913	9661794	+	9661353	Chr5D	10050754	10051635	+	10051194	1.0	1.0
gene:TraesCS5D03G0037100	Chr5D	9688115	9689533	-	9688824	Chr5D	10077956	10079374	-	10078665	1.0	0.998
gene:TraesCS5D03G0037600	Chr5D	9835169	9837618	-	9836393	Chr5D	10225054	10227503	-	10226278	1.0	1.0
gene:TraesCS5D03G0037700	Chr5D	9839250	9844749	-	9841999	Chr5D	10229134	10234397	-	10231765	1.0	1.0
gene:TraesCS5D03G0037800	Chr5D	10011395	10018127	-	10014761	Chr5D	10401046	10407768	-	10404407	1.0	1.0
gene:TraesCS5D03G0038000	Chr5D	10056183	10057176	+	10056679	Chr5D	10445842	10446835	+	10446338	1.0	1.0
gene:TraesCS5D03G0038100	Chr5D	10058326	10066268	-	10062297	Chr5D	10447990	10455932	-	10451961	1.0	1.0
gene:TraesCS5D03G0038300	Chr5D	10149912	10152613	+	10151262	Chr5D	10539853	10542554	+	10541203	1.0	1.0
gene:TraesCS5D03G0038400	Chr5D	10173441	10177390	+	10175415	Chr5D	10563382	10567353	+	10565367	0.999	0.996
gene:TraesCS5D03G0038600	Chr5D	10573532	10577805	+	10575668	Chr5D	10914083	10918356	+	10916219	1.0	1.0
gene:TraesCS5D03G0038700	Chr5D	10576248	10576604	-	10576426	Chr5D	10916799	10917155	-	10916977	1.0	1.0
gene:TraesCS5D03G0038900	Chr5D	10600401	10601132	-	10600766	Chr5D	10940953	10941684	-	10941318	1.0	1.0
gene:TraesCS5D03G0039000	Chr5D	10627124	10633383	+	10630253	Chr5D	10967753	10974012	+	10970882	1.0	0.998
gene:TraesCS5D03G0039300	Chr5D	10642695	10648565	+	10645630	Chr5D	10983324	10989194	+	10986259	1.0	1.0
gene:TraesCS5D03G0039400	Chr5D	10730194	10730646	+	10730420	Chr5D	11070828	11071280	+	11071054	1.0	1.0
gene:TraesCS5D03G0039500	Chr5D	10783165	10783956	+	10783560	Chr5D	11123797	11124588	+	11124192	1.0	1.0
gene:TraesCS5D03G0039900	Chr5D	10878352	10881339	+	10879845	Chr5D	11218003	11220990	+	11219496	1.0	1.0
gene:TraesCS5D03G0040000	Chr5D	11002028	11005811	+	11003919	Chr5D	11340579	11344362	+	11342470	1.0	1.0
gene:TraesCS5D03G0040100	Chr5D	11112799	11113703	-	11113251	Chr5D	11450024	11450928	-	11450476	1.0	1.0
gene:TraesCS5D03G0040700	Chr5D	11400698	11403390	-	11402044	Chr5D	11738140	11740832	-	11739486	1.0	1.0
gene:TraesCS5D03G0040800	Chr5D	11406258	11408192	-	11407225	Chr5D	11743700	11745634	-	11744667	1.0	1.0
gene:TraesCS5D03G0041100	Chr5D	11463934	11465058	+	11464496	Chr5D	11801376	11802500	+	11801938	1.0	0.989
gene:TraesCS5D03G0041200	Chr5D	11529869	11533644	+	11531756	Chr5D	11867387	11871162	+	11869274	1.0	1.0
gene:TraesCS5D03G0041400	Chr5D	11671444	11672550	-	11671997	Chr5D	12008927	12010033	-	12009480	1.0	1.0
gene:TraesCS5D03G0041500	Chr5D	11708289	11709407	-	11708848	Chr5D	12045764	12046882	-	12046323	1.0	0.999
gene:TraesCS5D03G0041900	Chr5D	12041353	12044397	-	12042875	Chr5D	12376976	12380020	-	12378498	1.0	1.0
gene:TraesCS5D03G0042200	Chr5D	12251169	12252599	-	12251884	Chr5D	12586987	12588417	-	12587702	1.0	1.0
gene:TraesCS5D03G0042500	Chr5D	12306016	12313508	-	12309762	Chr5D	12641835	12649327	-	12645581	1.0	0.999
gene:TraesCS5D03G0043100	Chr5D	12674557	12678922	+	12676739	Chr5D	13014647	13019012	+	13016829	1.0	0.999
gene:TraesCS5D03G0043200	Chr5D	12679145	12684151	+	12681648	Chr5D	13019235	13023954	+	13021594	1.0	1.0
gene:TraesCS5D03G0043300	Chr5D	12685547	12686545	+	12686046	Chr5D	13025350	13026348	+	13025849	1.0	1.0
gene:TraesCS5D03G0043400	Chr5D	12688531	12689491	-	12689011	Chr5D	13028334	13029294	-	13028814	1.0	1.0
gene:TraesCS5D03G0044100	Chr5D	13005661	13010693	+	13008177	Chr5D	13343746	13348782	+	13346264	0.998	0.993
gene:TraesCS5D03G0044400	Chr5D	13018386	13018541	-	13018463	Chr5D	13356476	13356631	-	13356553	1.0	1.0
gene:TraesCS5D03G0044600	Chr5D	13049822	13051510	+	13050666	Chr5D	13387914	13389602	+	13388758	1.0	1.0
gene:TraesCS5D03G0044700	Chr5D	13059576	13075331	-	13067453	Chr5D	13397668	13413423	-	13405545	1.0	1.0
gene:TraesCS5D03G0044800	Chr5D	13252970	13254069	-	13253519	Chr5D	13589992	13591091	-	13590541	1.0	1.0
gene:TraesCS5D03G0045200	Chr5D	13394161	13398365	-	13396263	Chr5D	13730435	13734633	-	13732534	1.0	1.0
gene:TraesCS5D03G0045700	Chr5D	13791828	13794523	+	13793175	Chr5D	14127424	14130119	+	14128771	1.0	1.0
gene:TraesCS5D03G0045900	Chr5D	13794740	13795992	-	13795366	Chr5D	14130336	14131588	-	14130962	1.0	1.0
gene:TraesCS5D03G0046000	Chr5D	13803203	13808278	+	13805740	Chr5D	14138798	14143873	+	14141335	1.0	1.0
gene:TraesCS5D03G0046500	Chr5D	13865255	13866905	-	13866080	Chr5D	14200850	14202500	-	14201675	1.0	1.0
gene:TraesCS5D03G0047000	Chr5D	13967581	13976852	-	13972216	Chr5D	14301482	14310371	-	14305926	1.0	1.0
gene:TraesCS5D03G0047300	Chr5D	13998301	14002102	+	14000201	Chr5D	14331520	14335321	+	14333420	1.0	1.0
gene:TraesCS5D03G0047500	Chr5D	14004186	14005504	-	14004845	Chr5D	14337405	14338723	-	14338064	1.0	1.0
gene:TraesCS5D03G0047800	Chr5D	14105647	14106929	+	14106288	Chr5D	14438698	14439980	+	14439339	1.0	1.0
gene:TraesCS5D03G0047900	Chr5D	14191472	14200433	-	14195952	Chr5D	14524382	14533343	-	14528862	1.0	1.0
gene:TraesCS5D03G0048200	Chr5D	14462958	14469410	-	14466184	Chr5D	14795891	14802343	-	14799117	1.0	1.0
gene:TraesCS5D03G0048500	Chr5D	14606373	14607878	-	14607125	Chr5D	14939359	14940864	-	14940111	1.0	1.0
gene:TraesCS5D03G0048800	Chr5D	14809040	14809618	+	14809329	Chr5D	15140906	15141484	+	15141195	1.0	1.0
gene:TraesCS5D03G0049100	Chr5D	15033130	15036689	+	15034909	Chr5D	15364487	15368073	+	15366280	1.0	0.987
gene:TraesCS5D03G0049300	Chr5D	15037005	15040200	-	15038602	Chr5D	15368389	15371584	-	15369986	1.0	1.0
gene:TraesCS5D03G0049400	Chr5D	15040350	15045472	-	15042911	Chr5D	15371734	15376856	-	15374295	1.0	0.999
