gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Chuanmai104_tgt_chr	Chuanmai104_tgt_start	Chuanmai104_tgt_end	Chuanmai104_tgt_strand	Chuanmai104_tgt_midpoint	Chuanmai104_coverage	Chuanmai104_identity
gene:TraesCS4B03G0004200	Chr4B	1757457	1761476	+	1759466	Chr4B	2097244	2101344	+	2099294	1.0	0.923
gene:TraesCS4B03G0004300	Chr4B	1762923	1767453	+	1765188	Chr4B	2102791	2107196	+	2104993	1.0	1.0
gene:TraesCS4B03G0004400	Chr4B	1769850	1774224	+	1772037	Chr4B	2109443	2113817	+	2111630	1.0	1.0
gene:TraesCS4B03G0004500	Chr4B	1775068	1779099	+	1777083	Chr4B	2114661	2118692	+	2116676	1.0	0.999
gene:TraesCS4B03G0004900	Chr4B	1839220	1843075	+	1841147	Chr4B	2178824	2182679	+	2180751	1.0	1.0
gene:TraesCS4B03G0005100	Chr4B	1966977	1971429	-	1969203	Chr4B	2306611	2311063	-	2308837	1.0	0.993
gene:TraesCS4B03G0005300	Chr4B	2021348	2025490	-	2023419	Chr4B	2360771	2364913	-	2362842	1.0	1.0
gene:TraesCS4B03G0005400	Chr4B	2134054	2136160	+	2135107	Chr4B	2580812	2582918	+	2581865	1.0	1.0
gene:TraesCS4B03G0006400	Chr4B	2318788	2320128	-	2319458	Chr4B	2765543	2766883	-	2766213	1.0	1.0
gene:TraesCS4B03G0006600	Chr4B	2361690	2362465	-	2362077	Chr4B	2808496	2809271	-	2808883	1.0	0.998
gene:TraesCS4B03G0007000	Chr4B	2416943	2418089	+	2417516	Chr4B	2873424	2874570	+	2873997	1.0	0.999
gene:TraesCS4B03G0007500	Chr4B	2443066	2488821	+	2465943	Chr4B	2899537	2945306	+	2922421	1.0	1.0
gene:TraesCS4B03G0007800	Chr4B	3611489	3612627	+	3612058	Chr4B	4394627	4395639	-	4395133	1.0	0.988
gene:TraesCS4B03G0010800	Chr4B	4757354	4758546	-	4757950	Chr4B	4402656	4403849	-	4403252	1.0	0.983
gene:TraesCS4B03G0011200	Chr4B	5005176	5006735	+	5005955	Chr4B	4551671	4553216	+	4552443	0.991	0.986
gene:TraesCS4B03G0011300	Chr4B	5013958	5015724	-	5014841	Chr4B	4560448	4562214	-	4561331	1.0	0.993
gene:TraesCS4B03G0011400	Chr4B	5016147	5018598	+	5017372	Chr4B	4562637	4565086	+	4563861	1.0	0.995
gene:TraesCS4B03G0011500	Chr4B	5038625	5040507	-	5039566	Chr4B	4584771	4585904	-	4585337	0.985	0.984
gene:TraesCS4B03G0011700	Chr4B	5043923	5045938	+	5044930	Chr4B	4589321	4591336	+	4590328	1.0	0.994
gene:TraesCS4B03G0011800	Chr4B	5050011	5052020	-	5051015	Chr4B	4595321	4597332	-	4596326	1.0	0.993
gene:TraesCS4B03G0012200	Chr4B	5087164	5091352	-	5089258	Chr4B	4638444	4642630	-	4640537	0.999	0.998
gene:TraesCS4B03G0012400	Chr4B	5318530	5319996	-	5319263	Chr4B	4854512	4855940	-	4855226	0.974	0.91
gene:TraesCS4B03G0013100	Chr4B	5665779	5670020	-	5667899	Chr4B	5158906	5162886	-	5160896	0.982	0.981
gene:TraesCS4B03G0013200	Chr4B	5674268	5676260	-	5675264	Chr4B	5166297	5168300	-	5167298	0.998	0.987
gene:TraesCS4B03G0013300	Chr4B	5730119	5731654	-	5730886	Chr4B	5222230	5223765	-	5222997	1.0	0.998
gene:TraesCS4B03G0013400	Chr4B	5753494	5754438	-	5753966	Chr4B	5245510	5246454	-	5245982	1.0	0.997
gene:TraesCS4B03G0013500	Chr4B	5772706	5776139	-	5774422	Chr4B	5264866	5268321	-	5266593	1.0	0.99
gene:TraesCS4B03G0013600	Chr4B	5779687	5781436	-	5780561	Chr4B	5271528	5273279	-	5272403	1.0	0.958
gene:TraesCS4B03G0014100	Chr4B	5878408	5881448	+	5879928	Chr4B	5383426	5386434	+	5384930	0.98	0.975
gene:TraesCS4B03G0014600	Chr4B	6029853	6032274	+	6031063	Chr4B	5537362	5539775	+	5538568	0.994	0.944
gene:TraesCS4B03G0015000	Chr4B	6269662	6271092	+	6270377	Chr4B	5802337	5803767	+	5803052	1.0	1.0
gene:TraesCS4B03G0015100	Chr4B	6272493	6273128	+	6272810	Chr4B	5805168	5805803	+	5805485	1.0	1.0
gene:TraesCS4B03G0015200	Chr4B	6274207	6274850	-	6274528	Chr4B	5806882	5807525	-	5807203	1.0	1.0
gene:TraesCS4B03G0015300	Chr4B	6276095	6276960	+	6276527	Chr4B	5808770	5809635	+	5809202	1.0	1.0
gene:TraesCS4B03G0015500	Chr4B	6283520	6284166	-	6283843	Chr4B	5816189	5816835	-	5816512	1.0	1.0
gene:TraesCS4B03G0015700	Chr4B	6338082	6340667	-	6339374	Chr4B	5878046	5880632	-	5879339	1.0	1.0
gene:TraesCS4B03G0015800	Chr4B	6346102	6348397	+	6347249	Chr4B	5886060	5888355	+	5887207	1.0	1.0
gene:TraesCS4B03G0015900	Chr4B	6349266	6350916	-	6350091	Chr4B	5889224	5890874	-	5890049	1.0	1.0
gene:TraesCS4B03G0016000	Chr4B	6396293	6400437	-	6398365	Chr4B	5936253	5940397	-	5938325	1.0	1.0
gene:TraesCS4B03G0016200	Chr4B	6438288	6442488	-	6440388	Chr4B	5978131	5982336	-	5980233	1.0	1.0
gene:TraesCS4B03G0016500	Chr4B	6542399	6542847	+	6542623	Chr4B	6082012	6082460	+	6082236	1.0	1.0
gene:TraesCS4B03G0016700	Chr4B	6603474	6606350	+	6604912	Chr4B	6144535	6147411	+	6145973	1.0	1.0
gene:TraesCS4B03G0016800	Chr4B	6622209	6624334	+	6623271	Chr4B	6163271	6165396	+	6164333	1.0	1.0
gene:TraesCS4B03G0017400	Chr4B	6779772	6782952	+	6781362	Chr4B	6320871	6324051	+	6322461	1.0	1.0
gene:TraesCS4B03G0017700	Chr4B	6802311	6806219	-	6804265	Chr4B	6343229	6347137	-	6345183	1.0	1.0
gene:TraesCS4B03G0017800	Chr4B	6841063	6845077	+	6843070	Chr4B	6381989	6386003	+	6383996	1.0	1.0
gene:TraesCS4B03G0017900	Chr4B	6898433	6901748	-	6900090	Chr4B	6438670	6441985	-	6440327	1.0	1.0
gene:TraesCS4B03G0018000	Chr4B	6902643	6905948	-	6904295	Chr4B	6442880	6446185	-	6444532	1.0	1.0
gene:TraesCS4B03G0018100	Chr4B	6943116	6947537	-	6945326	Chr4B	6483127	6487548	-	6485337	1.0	1.0
gene:TraesCS4B03G0018300	Chr4B	7074978	7077800	-	7076389	Chr4B	6627660	6630479	-	6629069	0.998	0.997
gene:TraesCS4B03G0018400	Chr4B	7084337	7087845	+	7086091	Chr4B	6637043	6640551	+	6638797	1.0	1.0
gene:TraesCS4B03G0019500	Chr4B	7253579	7257515	+	7255547	Chr4B	6806299	6810235	+	6808267	1.0	1.0
gene:TraesCS4B03G0019600	Chr4B	7266869	7273008	+	7269938	Chr4B	6819597	6825736	+	6822666	1.0	1.0
gene:TraesCS4B03G0019900	Chr4B	7276002	7276726	-	7276364	Chr4B	6828730	6829454	-	6829092	1.0	1.0
gene:TraesCS4B03G0020000	Chr4B	7459008	7461775	+	7460391	Chr4B	7011737	7014504	+	7013120	1.0	1.0
gene:TraesCS4B03G0020300	Chr4B	7681207	7683033	+	7682120	Chr4B	7200103	7201929	+	7201016	1.0	1.0
gene:TraesCS4B03G0020400	Chr4B	7684152	7686148	+	7685150	Chr4B	7203048	7205044	+	7204046	1.0	1.0
gene:TraesCS4B03G0020500	Chr4B	7857196	7862596	-	7859896	Chr4B	7342463	7347857	-	7345160	1.0	1.0
gene:TraesCS4B03G0020700	Chr4B	7957320	7962746	-	7960033	Chr4B	7442615	7448040	-	7445327	1.0	1.0
gene:TraesCS4B03G0020900	Chr4B	8273296	8276777	-	8275036	Chr4B	7757351	7760832	-	7759091	1.0	1.0
gene:TraesCS4B03G0021100	Chr4B	8349077	8352483	-	8350780	Chr4B	7832987	7836409	-	7834698	1.0	0.983
gene:TraesCS4B03G0021200	Chr4B	8354847	8360894	-	8357870	Chr4B	7838560	7844620	-	7841590	1.0	0.995
gene:TraesCS4B03G0021300	Chr4B	8360912	8364647	-	8362779	Chr4B	7844638	7848373	-	7846505	1.0	1.0
gene:TraesCS4B03G0021400	Chr4B	8419281	8420199	+	8419740	Chr4B	7902821	7903739	+	7903280	1.0	1.0
gene:TraesCS4B03G0021500	Chr4B	8487556	8490533	+	8489044	Chr4B	7970757	7973731	+	7972244	0.997	0.997
gene:TraesCS4B03G0021600	Chr4B	8534247	8537334	+	8535790	Chr4B	8016886	8019972	+	8018429	1.0	1.0
gene:TraesCS4B03G0021700	Chr4B	8578630	8581537	+	8580083	Chr4B	8061325	8064232	+	8062778	1.0	1.0
gene:TraesCS4B03G0021800	Chr4B	8623962	8626909	+	8625435	Chr4B	8106546	8109493	+	8108019	1.0	1.0
gene:TraesCS4B03G0021900	Chr4B	8668879	8671759	+	8670319	Chr4B	8150820	8153700	+	8152260	1.0	1.0
gene:TraesCS4B03G0022000	Chr4B	8690949	8694149	+	8692549	Chr4B	8172180	8175380	+	8173780	1.0	1.0
gene:TraesCS4B03G0022100	Chr4B	8696794	8699786	+	8698290	Chr4B	8178025	8181017	+	8179521	1.0	1.0
gene:TraesCS4B03G0022200	Chr4B	8713800	8721462	+	8717631	Chr4B	8195031	8202452	+	8198741	1.0	1.0
gene:TraesCS4B03G0022300	Chr4B	8778184	8781081	+	8779632	Chr4B	8257913	8260810	+	8259361	1.0	1.0
gene:TraesCS4B03G0022400	Chr4B	8928149	8930990	+	8929569	Chr4B	8278499	8281340	+	8279919	1.0	0.998
gene:TraesCS4B03G0022600	Chr4B	8969015	8972206	+	8970610	Chr4B	8319009	8322200	+	8320604	1.0	1.0
gene:TraesCS4B03G0022900	Chr4B	9188963	9190624	+	9189793	Chr4B	8537643	8539304	+	8538473	1.0	0.998
gene:TraesCS4B03G0023000	Chr4B	9197152	9202090	+	9199621	Chr4B	8545831	8548987	+	8547409	0.998	0.996
gene:TraesCS4B03G0023200	Chr4B	9235129	9243483	-	9239306	Chr4B	8582028	8590355	-	8586191	1.0	1.0
gene:TraesCS4B03G0023300	Chr4B	9242541	9249609	-	9246075	Chr4B	8589413	8596481	-	8592947	1.0	1.0
gene:TraesCS4B03G0023500	Chr4B	9257978	9259039	-	9258508	Chr4B	8604850	8605911	-	8605380	1.0	1.0
gene:TraesCS4B03G0023700	Chr4B	9284155	9286184	+	9285169	Chr4B	8631010	8633039	+	8632024	1.0	1.0
gene:TraesCS4B03G0024000	Chr4B	9312201	9316723	-	9314462	Chr4B	8659069	8663591	-	8661330	1.0	1.0
gene:TraesCS4B03G0024100	Chr4B	9321836	9323497	-	9322666	Chr4B	8668704	8670365	-	8669534	1.0	0.997
gene:TraesCS4B03G0024400	Chr4B	9542136	9544219	+	9543177	Chr4B	8885569	8887648	+	8886608	1.0	0.99
gene:TraesCS4B03G0024500	Chr4B	9631181	9633297	+	9632239	Chr4B	8974231	8976347	+	8975289	1.0	1.0
gene:TraesCS4B03G0024800	Chr4B	9790333	9792797	+	9791565	Chr4B	9135427	9137891	+	9136659	1.0	1.0
gene:TraesCS4B03G0025600	Chr4B	10400582	10403964	-	10402273	Chr4B	9738335	9741717	-	9740026	1.0	1.0
gene:TraesCS4B03G0026100	Chr4B	10803185	10805569	+	10804377	Chr4B	10116284	10118668	+	10117476	1.0	1.0
gene:TraesCS4B03G0026600	Chr4B	10847041	10851294	+	10849167	Chr4B	10160208	10164461	+	10162334	1.0	1.0
gene:TraesCS4B03G0027200	Chr4B	10931857	10935497	-	10933677	Chr4B	10248158	10251765	-	10249961	0.99	0.99
gene:TraesCS4B03G0027400	Chr4B	11093025	11100708	+	11096866	Chr4B	10407075	10414777	+	10410926	1.0	1.0
gene:TraesCS4B03G0027500	Chr4B	11107511	11109226	+	11108368	Chr4B	10421581	10423296	+	10422438	1.0	1.0
gene:TraesCS4B03G0027600	Chr4B	11111048	11113357	+	11112202	Chr4B	10425118	10427427	+	10426272	1.0	1.0
gene:TraesCS4B03G0027900	Chr4B	11120139	11124482	-	11122310	Chr4B	10434209	10438550	-	10436379	1.0	0.999
gene:TraesCS4B03G0028100	Chr4B	11668860	11670629	-	11669744	Chr4B	10873306	10875075	-	10874190	1.0	1.0
gene:TraesCS4B03G0028200	Chr4B	11672668	11675712	-	11674190	Chr4B	10878375	10881418	-	10879896	0.999	0.999
gene:TraesCS4B03G0028300	Chr4B	11677119	11681241	+	11679180	Chr4B	10882825	10886946	+	10884885	1.0	1.0
gene:TraesCS4B03G0028500	Chr4B	12157687	12158558	+	12158122	Chr4B	11362818	11363689	+	11363253	1.0	1.0
gene:TraesCS4B03G0029700	Chr4B	12236367	12238738	+	12237552	Chr4B	11441515	11443886	+	11442700	1.0	1.0
gene:TraesCS4B03G0029800	Chr4B	12242993	12245251	-	12244122	Chr4B	11448141	11450399	-	11449270	1.0	1.0
gene:TraesCS4B03G0030000	Chr4B	12307140	12311868	+	12309504	Chr4B	11511922	11516650	+	11514286	1.0	1.0
gene:TraesCS4B03G0030100	Chr4B	12311772	12313549	-	12312660	Chr4B	11516746	11518030	-	11517388	0.921	0.918
gene:TraesCS4B03G0030200	Chr4B	12327262	12328629	-	12327945	Chr4B	11523274	11524641	-	11523957	1.0	0.998
gene:TraesCS4B03G0030300	Chr4B	12329369	12332339	-	12330854	Chr4B	11525373	11528342	-	11526857	1.0	0.998
gene:TraesCS4B03G0031300	Chr4B	13064511	13066817	-	13065664	Chr4B	12156801	12159112	-	12157956	1.0	0.997
gene:TraesCS4B03G0031400	Chr4B	13150070	13152283	+	13151176	Chr4B	12243171	12245384	+	12244277	1.0	0.999
gene:TraesCS4B03G0031700	Chr4B	13283883	13286103	+	13284993	Chr4B	12317124	12319343	+	12318233	1.0	1.0
gene:TraesCS4B03G0032100	Chr4B	13326019	13326527	+	13326273	Chr4B	12359271	12359779	+	12359525	1.0	1.0
gene:TraesCS4B03G0032200	Chr4B	13371547	13375209	-	13373378	Chr4B	12404812	12408474	-	12406643	1.0	1.0
gene:TraesCS4B03G0032300	Chr4B	13387538	13391363	+	13389450	Chr4B	12420809	12424634	+	12422721	1.0	1.0
gene:TraesCS4B03G0032400	Chr4B	13425673	13430257	+	13427965	Chr4B	12458935	12463519	+	12461227	1.0	1.0
gene:TraesCS4B03G0032700	Chr4B	13449724	13450466	+	13450095	Chr4B	12482988	12483730	+	12483359	1.0	1.0
gene:TraesCS4B03G0032800	Chr4B	13450549	13454028	-	13452288	Chr4B	12483813	12487292	-	12485552	1.0	1.0
gene:TraesCS4B03G0032900	Chr4B	13455718	13461325	-	13458521	Chr4B	12488982	12494590	-	12491786	1.0	1.0
gene:TraesCS4B03G0033000	Chr4B	13464420	13467636	+	13466028	Chr4B	12497686	12500902	+	12499294	1.0	1.0
gene:TraesCS4B03G0033100	Chr4B	13613526	13625103	-	13619314	Chr4B	12645069	12656519	-	12650794	0.985	0.985
gene:TraesCS4B03G0033200	Chr4B	13619936	13622133	+	13621034	Chr4B	12651479	12653464	+	12652471	1.0	0.998
gene:TraesCS4B03G0033300	Chr4B	13627329	13635247	-	13631288	Chr4B	12658745	12666546	-	12662645	1.0	0.997
gene:TraesCS4B03G0033400	Chr4B	13643817	13644143	-	13643980	Chr4B	12675367	12675693	-	12675530	1.0	0.996
gene:TraesCS4B03G0033600	Chr4B	13731974	13732261	+	13732117	Chr4B	12729067	12729351	+	12729209	0.989	0.965
gene:TraesCS4B03G0033700	Chr4B	13767289	13767576	+	13767432	Chr4B	12767518	12767805	+	12767661	1.0	0.993
gene:TraesCS4B03G0034700	Chr4B	13857744	13859586	-	13858665	Chr4B	12861002	12862826	-	12861914	0.984	0.962
gene:TraesCS4B03G0034900	Chr4B	13970511	13974126	+	13972318	Chr4B	12959358	12962974	+	12961166	1.0	1.0
gene:TraesCS4B03G0035200	Chr4B	13994176	13995863	+	13995019	Chr4B	12983024	12984711	+	12983867	1.0	1.0
gene:TraesCS4B03G0035500	Chr4B	14234601	14235387	-	14234994	Chr4B	13237765	13238551	-	13238158	1.0	1.0
gene:TraesCS4B03G0035600	Chr4B	14269259	14273323	+	14271291	Chr4B	13272386	13276450	+	13274418	1.0	1.0
gene:TraesCS4B03G0036600	Chr4B	14793756	14795965	-	14794860	Chr4B	13855015	13857309	-	13856162	0.974	0.964
gene:TraesCS4B03G0037000	Chr4B	14819047	14821688	+	14820367	Chr4B	13880755	13883444	+	13882099	1.0	0.973
gene:TraesCS4B03G0037100	Chr4B	14829643	14834893	+	14832268	Chr4B	13891642	13896892	+	13894267	1.0	1.0
gene:TraesCS4B03G0037200	Chr4B	14835047	14839810	+	14837428	Chr4B	13897046	13901809	+	13899427	1.0	1.0
gene:TraesCS4B03G0037300	Chr4B	14866669	14868524	-	14867596	Chr4B	13928647	13930502	-	13929574	1.0	0.998
gene:TraesCS4B03G0037700	Chr4B	15018264	15019321	+	15018792	Chr4B	14088936	14090001	+	14089468	1.0	0.99
gene:TraesCS4B03G0037800	Chr4B	15020905	15022023	+	15021464	Chr4B	14091585	14092703	+	14092144	1.0	1.0
gene:TraesCS4B03G0037900	Chr4B	15022046	15026127	-	15024086	Chr4B	14092726	14096807	-	14094766	1.0	1.0
gene:TraesCS4B03G0038000	Chr4B	15038365	15039493	+	15038929	Chr4B	14109000	14110128	+	14109564	1.0	0.998
gene:TraesCS4B03G0038100	Chr4B	15040448	15043277	-	15041862	Chr4B	14111083	14113912	-	14112497	1.0	1.0
gene:TraesCS4B03G0038200	Chr4B	15136397	15136759	+	15136578	Chr4B	14205993	14206355	+	14206174	1.0	0.991
gene:TraesCS4B03G0038300	Chr4B	15149172	15152263	+	15150717	Chr4B	14208687	14211775	+	14210231	1.0	0.996
gene:TraesCS4B03G0038400	Chr4B	15156746	15162716	+	15159731	Chr4B	14216246	14222218	+	14219232	0.999	0.998
gene:TraesCS4B03G0038500	Chr4B	15162926	15167293	-	15165109	Chr4B	14222428	14226796	-	14224612	1.0	0.996
gene:TraesCS4B03G0038900	Chr4B	15684259	15687307	+	15685783	Chr4B	14725539	14728587	+	14727063	1.0	1.0
gene:TraesCS4B03G0039100	Chr4B	15712104	15715791	+	15713947	Chr4B	14753413	14757103	+	14755258	1.0	0.998
gene:TraesCS4B03G0039300	Chr4B	15716043	15720952	-	15718497	Chr4B	14757355	14762264	-	14759809	1.0	1.0
gene:TraesCS4B03G0039400	Chr4B	15732613	15734448	-	15733530	Chr4B	14774395	14776239	-	14775317	1.0	0.988
gene:TraesCS4B03G0039500	Chr4B	15737018	15740036	-	15738527	Chr4B	14778874	14781632	-	14780253	1.0	0.986
gene:TraesCS4B03G0039700	Chr4B	15751071	15753626	+	15752348	Chr4B	14788282	14790913	+	14789597	1.0	0.985
gene:TraesCS4B03G0040200	Chr4B	15766863	15767150	-	15767006	Chr4B	14804129	14804416	-	14804272	1.0	0.979
gene:TraesCS4B03G0040700	Chr4B	15792986	15794572	+	15793779	Chr4B	14825592	14827176	+	14826384	0.998	0.995
gene:TraesCS4B03G0040800	Chr4B	15841975	15845957	+	15843966	Chr4B	14857555	14861275	+	14859415	1.0	0.995
gene:TraesCS4B03G0040900	Chr4B	15846816	15848032	+	15847424	Chr4B	14862442	14863652	+	14863047	0.994	0.988
gene:TraesCS4B03G0041000	Chr4B	15848203	15853551	-	15850877	Chr4B	14863823	14869171	-	14866497	1.0	0.999
gene:TraesCS4B03G0041100	Chr4B	15855377	15863470	-	15859423	Chr4B	14871005	14879104	-	14875054	1.0	0.999
gene:TraesCS4B03G0041200	Chr4B	16001794	16004653	+	16003223	Chr4B	15018078	15020937	+	15019507	1.0	0.999
gene:TraesCS4B03G0041300	Chr4B	16006143	16010111	+	16008127	Chr4B	15022427	15026394	+	15024410	1.0	1.0
gene:TraesCS4B03G0041500	Chr4B	16124182	16125149	+	16124665	Chr4B	15135882	15136849	+	15136365	1.0	0.998
gene:TraesCS4B03G0041600	Chr4B	16127192	16132169	+	16129680	Chr4B	15138892	15143871	+	15141381	1.0	0.997
gene:TraesCS4B03G0041700	Chr4B	16219932	16223106	+	16221519	Chr4B	15585657	15589023	+	15587340	0.995	0.944
gene:TraesCS4B03G0043300	Chr4B	16946042	16949083	+	16947562	Chr4B	15857699	15860741	+	15859220	1.0	0.996
gene:TraesCS4B03G0043800	Chr4B	17141319	17146978	+	17144148	Chr4B	16791771	16797203	+	16794487	1.0	0.993
gene:TraesCS4B03G0043900	Chr4B	17148921	17154014	-	17151467	Chr4B	16799162	16804245	-	16801703	0.996	0.994
gene:TraesCS4B03G0044000	Chr4B	17159796	17164440	-	17162118	Chr4B	16810203	16815031	-	16812617	1.0	1.0
gene:TraesCS4B03G0044900	Chr4B	17328711	17330355	-	17329533	Chr4B	16990623	16992267	-	16991445	1.0	0.995
gene:TraesCS4B03G0045000	Chr4B	17373898	17374391	-	17374144	Chr4B	17026662	17027155	-	17026908	1.0	1.0
gene:TraesCS4B03G0045300	Chr4B	17485639	17488430	+	17487034	Chr4B	17135838	17138602	+	17137220	0.994	0.987
gene:TraesCS4B03G0045400	Chr4B	17494069	17503649	-	17498859	Chr4B	17144251	17153646	-	17148948	1.0	0.999
gene:TraesCS4B03G0045500	Chr4B	17654480	17659108	-	17656794	Chr4B	17307060	17311682	-	17309371	1.0	0.995
gene:TraesCS4B03G0046200	Chr4B	17787230	17788021	+	17787625	Chr4B	18059705	18060496	+	18060100	1.0	0.988
gene:TraesCS4B03G0046300	Chr4B	17789225	17795793	-	17792509	Chr4B	18061702	18068273	-	18064987	1.0	0.986
gene:TraesCS4B03G0046500	Chr4B	17819946	17826018	+	17822982	Chr4B	18084798	18090880	+	18087839	1.0	0.998
gene:TraesCS4B03G0046900	Chr4B	18230904	18231356	+	18231130	Chr4B	18494015	18494467	+	18494241	1.0	1.0
gene:TraesCS4B03G0047700	Chr4B	18406414	18410974	+	18408694	Chr4B	18669263	18673821	+	18671542	1.0	0.994
gene:TraesCS4B03G0048900	Chr4B	18522191	18523400	+	18522795	Chr4B	18782307	18783516	+	18782911	0.999	0.991
gene:TraesCS4B03G0049000	Chr4B	18538665	18540367	-	18539516	Chr4B	18799107	18800809	-	18799958	1.0	0.998
gene:TraesCS4B03G0049100	Chr4B	18596908	18597706	-	18597307	Chr4B	18872680	18873477	-	18873078	0.998	0.966
gene:TraesCS4B03G0049200	Chr4B	18603320	18603745	-	18603532	Chr4B	18884037	18884459	-	18884248	0.992	0.978
gene:TraesCS4B03G0049600	Chr4B	18739231	18741247	+	18740239	Chr4B	19323455	19325474	+	19324464	1.0	0.992
gene:TraesCS4B03G0049900	Chr4B	18759574	18764413	+	18761993	Chr4B	19343685	19348523	+	19346104	1.0	0.996
gene:TraesCS4B03G0050100	Chr4B	18766726	18766929	-	18766827	Chr4B	19350777	19350980	-	19350878	1.0	0.995
gene:TraesCS4B03G0050200	Chr4B	18782404	18784720	+	18783562	Chr4B	19371322	19373638	+	19372480	1.0	1.0
gene:TraesCS4B03G0050300	Chr4B	18805099	18806412	+	18805755	Chr4B	19399693	19401003	+	19400348	0.997	0.997
gene:TraesCS4B03G0050400	Chr4B	18812595	18819367	+	18815981	Chr4B	19405778	19414541	+	19410159	0.999	0.997
gene:TraesCS4B03G0050500	Chr4B	18825326	18830136	+	18827731	Chr4B	19422325	19429608	+	19425966	0.988	0.973
gene:TraesCS4B03G0050800	Chr4B	18950698	18958606	+	18954652	Chr4B	19674421	19682329	+	19678375	0.993	0.988
gene:TraesCS4B03G0050900	Chr4B	18974979	18979979	+	18977479	Chr4B	19693002	19698002	+	19695502	1.0	1.0
gene:TraesCS4B03G0051000	Chr4B	18981476	18992459	+	18986967	Chr4B	19699499	19710482	+	19704990	1.0	1.0
gene:TraesCS4B03G0051300	Chr4B	19083191	19089827	+	19086509	Chr4B	19801221	19807857	+	19804539	1.0	1.0
gene:TraesCS4B03G0051400	Chr4B	19091405	19099969	+	19095687	Chr4B	19809435	19817999	+	19813717	1.0	1.0
gene:TraesCS4B03G0051500	Chr4B	19189747	19191479	-	19190613	Chr4B	19907778	19909510	-	19908644	1.0	1.0
gene:TraesCS4B03G0051800	Chr4B	19209147	19211630	+	19210388	Chr4B	19927185	19929657	+	19928421	1.0	0.985
