gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Chuanmai104_tgt_chr	Chuanmai104_tgt_start	Chuanmai104_tgt_end	Chuanmai104_tgt_strand	Chuanmai104_tgt_midpoint	Chuanmai104_coverage	Chuanmai104_identity
gene:TraesCS3A03G0007800	Chr3A	1975660	1976366	+	1976013	Chr3A	2665003	2665709	+	2665356	1.0	1.0
gene:TraesCS3A03G0007900	Chr3A	1986188	1988425	-	1987306	Chr3A	2675544	2677778	-	2676661	0.998	0.993
gene:TraesCS3A03G0008000	Chr3A	1993217	1993959	+	1993588	Chr3A	2700678	2701422	+	2701050	0.998	0.981
gene:TraesCS3A03G0008400	Chr3A	2008922	2012376	+	2010649	Chr3A	2707033	2710488	+	2708760	1.0	0.997
gene:TraesCS3A03G0008500	Chr3A	2013683	2017892	-	2015787	Chr3A	2711593	2715761	-	2713677	0.974	0.941
gene:TraesCS3A03G0008700	Chr3A	2225872	2226467	+	2226169	Chr3A	2922834	2923429	+	2923131	1.0	1.0
gene:TraesCS3A03G0008900	Chr3A	2507366	2507736	+	2507551	Chr3A	3211735	3212105	+	3211920	1.0	1.0
gene:TraesCS3A03G0009000	Chr3A	2524157	2524527	+	2524342	Chr3A	4714388	4714758	+	4714573	1.0	1.0
gene:TraesCS3A03G0009100	Chr3A	2692803	2693503	+	2693153	Chr3A	3391517	3392217	+	3391867	1.0	1.0
gene:TraesCS3A03G0009500	Chr3A	2986222	2986840	+	2986531	Chr3A	3695881	3696499	+	3696190	1.0	0.997
gene:TraesCS3A03G0009600	Chr3A	3003041	3003623	+	3003332	Chr3A	5283603	5284185	+	5283894	1.0	0.997
gene:TraesCS3A03G0010200	Chr3A	3503928	3504623	+	3504275	Chr3A	4203590	4204285	+	4203937	1.0	0.994
gene:TraesCS3A03G0010300	Chr3A	3516427	3516797	+	3516612	Chr3A	4216083	4216453	+	4216268	1.0	1.0
gene:TraesCS3A03G0010400	Chr3A	3528309	3528679	+	3528494	Chr3A	4222023	4222393	+	4222208	1.0	1.0
gene:TraesCS3A03G0010900	Chr3A	4550825	4551422	+	4551123	Chr3A	5243593	5244190	+	5243891	1.0	0.995
gene:TraesCS3A03G0011000	Chr3A	4580518	4580888	+	4580703	Chr3A	5277294	5277664	+	5277479	1.0	1.0
gene:TraesCS3A03G0011100	Chr3A	4580518	4580888	+	4580703	Chr3A	5277294	5277664	+	5277479	1.0	1.0
gene:TraesCS3A03G0011400	Chr3A	5573411	5574099	+	5573755	Chr3A	5260439	5261127	+	5260783	1.0	0.987
gene:TraesCS3A03G0012100	Chr3A	6164579	6164949	+	6164764	Chr3A	5899149	5899519	+	5899334	1.0	0.979
gene:TraesCS3A03G0013800	Chr3A	6965742	6973314	-	6969528	Chr3A	6755043	6762613	-	6758828	1.0	0.998
gene:TraesCS3A03G0014100	Chr3A	7195252	7195989	-	7195620	Chr3A	6976912	6977649	-	6977280	1.0	0.998
gene:TraesCS3A03G0014200	Chr3A	7201106	7201878	-	7201492	Chr3A	6982767	6983539	-	6983153	1.0	0.998
gene:TraesCS3A03G0014500	Chr3A	7235692	7236321	+	7236006	Chr3A	7015206	7015835	+	7015520	1.0	0.995
gene:TraesCS3A03G0014600	Chr3A	7271218	7272481	-	7271849	Chr3A	7035753	7037016	-	7036384	1.0	0.995
gene:TraesCS3A03G0014700	Chr3A	7285296	7286069	-	7285682	Chr3A	7058931	7059707	-	7059319	0.993	0.966
gene:TraesCS3A03G0014800	Chr3A	7323919	7329828	+	7326873	Chr3A	7085562	7091474	+	7088518	1.0	0.997
gene:TraesCS3A03G0015200	Chr3A	7342556	7344335	-	7343445	Chr3A	7104229	7106009	-	7105119	1.0	0.997
gene:TraesCS3A03G0015300	Chr3A	7348215	7349429	-	7348822	Chr3A	7109909	7111183	-	7110546	1.0	0.952
gene:TraesCS3A03G0015600	Chr3A	7363585	7366969	+	7365277	Chr3A	7125359	7128739	+	7127049	1.0	0.998
gene:TraesCS3A03G0015800	Chr3A	7380064	7383852	-	7381958	Chr3A	7141814	7145610	-	7143712	0.997	0.985
gene:TraesCS3A03G0016000	Chr3A	7452849	7457127	-	7454988	Chr3A	7210713	7215087	-	7212900	0.996	0.944
gene:TraesCS3A03G0016300	Chr3A	7500062	7500565	-	7500313	Chr3A	7237408	7237911	-	7237659	1.0	0.998
gene:TraesCS3A03G0016400	Chr3A	7504661	7506864	-	7505762	Chr3A	7252075	7254374	-	7253224	0.995	0.971
gene:TraesCS3A03G0016700	Chr3A	7536839	7541137	-	7538988	Chr3A	7281953	7286215	-	7284084	1.0	0.988
gene:TraesCS3A03G0016800	Chr3A	7541942	7543943	-	7542942	Chr3A	7287052	7289059	-	7288055	1.0	0.968
gene:TraesCS3A03G0017200	Chr3A	7711376	7711747	+	7711561	Chr3A	7378113	7378481	+	7378297	0.983	0.912
gene:TraesCS3A03G0017500	Chr3A	7835763	7836658	+	7836210	Chr3A	7395737	7396629	+	7396183	0.989	0.962
gene:TraesCS3A03G0017600	Chr3A	7843174	7845911	-	7844542	Chr3A	7412804	7415421	-	7414112	0.998	0.958
gene:TraesCS3A03G0017800	Chr3A	7873298	7874889	+	7874093	Chr3A	7460915	7462504	+	7461709	1.0	0.985
gene:TraesCS3A03G0018000	Chr3A	7971289	7981899	-	7976594	Chr3A	7496764	7506974	-	7501869	0.999	0.981
gene:TraesCS3A03G0018100	Chr3A	8000243	8004061	+	8002152	Chr3A	7512157	7515982	+	7514069	1.0	0.982
gene:TraesCS3A03G0018500	Chr3A	8083909	8091399	+	8087654	Chr3A	7560233	7567913	+	7564073	0.964	0.908
gene:TraesCS3A03G0019100	Chr3A	8214105	8215239	+	8214672	Chr3A	7605470	7606605	+	7606037	0.998	0.962
gene:TraesCS3A03G0019200	Chr3A	8216747	8228758	-	8222752	Chr3A	7610119	7619789	-	7614954	0.994	0.962
gene:TraesCS3A03G0019300	Chr3A	8264742	8266092	-	8265417	Chr3A	7701227	7702558	-	7701892	0.996	0.952
gene:TraesCS3A03G0019500	Chr3A	8312029	8313781	+	8312905	Chr3A	7763950	7765690	+	7764820	0.993	0.97
gene:TraesCS3A03G0019900	Chr3A	8375625	8381694	-	8378659	Chr3A	7799351	7805406	-	7802378	0.993	0.967
gene:TraesCS3A03G0020000	Chr3A	8630226	8631203	+	8630714	Chr3A	7919977	7920954	+	7920465	1.0	0.984
gene:TraesCS3A03G0020200	Chr3A	8667965	8674038	+	8671001	Chr3A	8067875	8074060	+	8070967	0.979	0.966
gene:TraesCS3A03G0020300	Chr3A	8675885	8676581	+	8676233	Chr3A	8076146	8076842	+	8076494	1.0	0.988
gene:TraesCS3A03G0020900	Chr3A	8761108	8765593	+	8763350	Chr3A	8174696	8179336	+	8177016	0.993	0.971
gene:TraesCS3A03G0021100	Chr3A	8815764	8817443	-	8816603	Chr3A	8203696	8205375	-	8204535	1.0	0.978
gene:TraesCS3A03G0021400	Chr3A	8913508	8916672	+	8915090	Chr3A	8315082	8318057	+	8316569	0.94	0.933
gene:TraesCS3A03G0021500	Chr3A	8936932	8941473	+	8939202	Chr3A	8335189	8339744	+	8337466	1.0	0.978
gene:TraesCS3A03G0021700	Chr3A	8941709	8945367	-	8943538	Chr3A	8339980	8343386	-	8341683	0.991	0.987
gene:TraesCS3A03G0021900	Chr3A	8978050	8978574	-	8978312	Chr3A	8347956	8348476	-	8348216	0.99	0.948
gene:TraesCS3A03G0022400	Chr3A	9068031	9068433	+	9068232	Chr3A	8412373	8412775	+	8412574	1.0	0.984
gene:TraesCS3A03G0022600	Chr3A	9084051	9084863	+	9084457	Chr3A	8451955	8452773	+	8452364	1.0	0.979
gene:TraesCS3A03G0022900	Chr3A	9122196	9122766	+	9122481	Chr3A	8446654	8447224	+	8446939	1.0	0.983
gene:TraesCS3A03G0023200	Chr3A	9140921	9143315	-	9142118	Chr3A	8494716	8497105	-	8495910	1.0	0.961
gene:TraesCS3A03G0023300	Chr3A	9149932	9150266	+	9150099	Chr3A	8513980	8514314	+	8514147	1.0	1.0
gene:TraesCS3A03G0023600	Chr3A	9261431	9262046	+	9261738	Chr3A	8596301	8596908	+	8596604	1.0	0.979
gene:TraesCS3A03G0023900	Chr3A	9285037	9286005	+	9285521	Chr3A	8605044	8606012	+	8605528	1.0	0.982
gene:TraesCS3A03G0024200	Chr3A	9353587	9354501	-	9354044	Chr3A	8647803	8648708	-	8648255	0.989	0.963
gene:TraesCS3A03G0025300	Chr3A	9545280	9546050	+	9545665	Chr3A	8702830	8703600	+	8703215	1.0	0.988
gene:TraesCS3A03G0025400	Chr3A	9552904	9553640	+	9553272	Chr3A	8709003	8709738	+	8709370	0.998	0.981
gene:TraesCS3A03G0025600	Chr3A	9592895	9595184	+	9594039	Chr3A	8778713	8781002	+	8779857	1.0	0.996
gene:TraesCS3A03G0026000	Chr3A	9642965	9643977	-	9643471	Chr3A	8828887	8829899	-	8829393	1.0	0.973
gene:TraesCS3A03G0026100	Chr3A	9644666	9645634	+	9645150	Chr3A	8830617	8831585	+	8831101	1.0	0.982
gene:TraesCS3A03G0026200	Chr3A	9653139	9669786	-	9661462	Chr3A	8850639	8861726	-	8856182	0.994	0.987
gene:TraesCS3A03G0026400	Chr3A	9675840	9678026	-	9676933	Chr3A	8867971	8870157	-	8869064	1.0	0.993
gene:TraesCS3A03G0026600	Chr3A	9681672	9684244	-	9682958	Chr3A	8873844	8876736	-	8875290	1.0	0.948
gene:TraesCS3A03G0026500	Chr3A	9681056	9686935	+	9683995	Chr3A	8873173	8879504	+	8876338	0.998	0.927
gene:TraesCS3A03G0027000	Chr3A	9838666	9841851	-	9840258	Chr3A	9035271	9038202	-	9036736	1.0	0.979
gene:TraesCS3A03G0027300	Chr3A	9849094	9851236	+	9850165	Chr3A	9044892	9047005	+	9045948	0.982	0.974
gene:TraesCS3A03G0027500	Chr3A	9911389	9914507	-	9912948	Chr3A	9108280	9111392	-	9109836	1.0	0.992
gene:TraesCS3A03G0027600	Chr3A	9920569	9923925	+	9922247	Chr3A	9118160	9121488	+	9119824	1.0	0.98
gene:TraesCS3A03G0028000	Chr3A	10000200	10001623	+	10000911	Chr3A	9187255	9188683	+	9187969	1.0	0.969
gene:TraesCS3A03G0028100	Chr3A	10018154	10019155	+	10018654	Chr3A	9197858	9198859	+	9198358	1.0	0.976
gene:TraesCS3A03G0029200	Chr3A	10220045	10221046	+	10220545	Chr3A	9445440	9446441	+	9445940	1.0	0.996
gene:TraesCS3A03G0029300	Chr3A	10232174	10234897	+	10233535	Chr3A	9458103	9460828	+	9459465	0.999	0.992
gene:TraesCS3A03G0029500	Chr3A	10278955	10283756	+	10281355	Chr3A	9503814	9508590	+	9506202	0.993	0.969
gene:TraesCS3A03G0029700	Chr3A	10310419	10311840	+	10311129	Chr3A	9514606	9516045	+	9515325	0.997	0.937
gene:TraesCS3A03G0030200	Chr3A	10327162	10329201	-	10328181	Chr3A	9518334	9520373	-	9519353	1.0	0.979
gene:TraesCS3A03G0030500	Chr3A	10336408	10337433	+	10336920	Chr3A	9526419	9527440	+	9526929	0.996	0.974
gene:TraesCS3A03G0030800	Chr3A	10383345	10466440	-	10424892	Chr3A	9575876	9584526	-	9580201	0.977	0.968
gene:TraesCS3A03G0031000	Chr3A	10447941	10449839	+	10448890	Chr3A	9567251	9569149	+	9568200	1.0	0.988
gene:TraesCS3A03G0031100	Chr3A	10497436	10508467	+	10502951	Chr3A	9731448	9746070	+	9738759	1.0	0.992
gene:TraesCS3A03G0031400	Chr3A	10518095	10519252	+	10518673	Chr3A	9794208	9795365	+	9794786	1.0	0.985
gene:TraesCS3A03G0032200	Chr3A	10652173	10652544	-	10652358	Chr3A	9862364	9862735	-	9862549	1.0	0.943
gene:TraesCS3A03G0032300	Chr3A	10654600	10656651	+	10655625	Chr3A	9891557	9893608	+	9892582	1.0	0.975
gene:TraesCS3A03G0032700	Chr3A	10737911	10746852	+	10742381	Chr3A	9985560	9994867	+	9990213	1.0	0.986
gene:TraesCS3A03G0034400	Chr3A	11101739	11106118	-	11103928	Chr3A	10292995	10297377	-	10295186	1.0	0.994
gene:TraesCS3A03G0034500	Chr3A	11104958	11107846	+	11106402	Chr3A	10296217	10299105	+	10297661	1.0	0.994
gene:TraesCS3A03G0034800	Chr3A	11173580	11178498	-	11176039	Chr3A	10356201	10361118	-	10358659	1.0	0.973
gene:TraesCS3A03G0036900	Chr3A	11558550	11561205	-	11559877	Chr3A	10512694	10515348	-	10514021	1.0	0.998
gene:TraesCS3A03G0037100	Chr3A	11576916	11578238	+	11577577	Chr3A	10011641	10012939	+	10012290	0.981	0.95
gene:TraesCS3A03G0038300	Chr3A	11651428	11652730	+	11652079	Chr3A	10517398	10518678	+	10518038	1.0	0.924
gene:TraesCS3A03G0039000	Chr3A	11781834	11782499	+	11782166	Chr3A	10645228	10645877	-	10645552	0.948	0.913
gene:TraesCS3A03G0039500	Chr3A	11852630	11855047	-	11853838	Chr3A	10708594	10711051	-	10709822	1.0	0.941
gene:TraesCS3A03G0039800	Chr3A	11932308	11936854	+	11934581	Chr3A	10767463	10772072	+	10769767	1.0	0.987
gene:TraesCS3A03G0040200	Chr3A	11953618	11959397	-	11956507	Chr3A	10800505	10806247	-	10803376	0.998	0.98
gene:TraesCS3A03G0040400	Chr3A	11984456	11986835	-	11985645	Chr3A	10820105	10822523	-	10821314	0.997	0.958
gene:TraesCS3A03G0040500	Chr3A	12010768	12012573	-	12011670	Chr3A	10839247	10841088	-	10840167	0.995	0.949
gene:TraesCS3A03G0040800	Chr3A	12045365	12046453	-	12045909	Chr3A	10902509	10903594	-	10903051	0.997	0.976
gene:TraesCS3A03G0040900	Chr3A	12054644	12056101	-	12055372	Chr3A	10951283	10952738	-	10952010	1.0	0.98
gene:TraesCS3A03G0041100	Chr3A	12071349	12072083	+	12071716	Chr3A	10963792	10964526	+	10964159	1.0	0.982
gene:TraesCS3A03G0041200	Chr3A	12075943	12077447	-	12076695	Chr3A	10967544	10969046	-	10968295	0.998	0.987
gene:TraesCS3A03G0041700	Chr3A	12110477	12114187	+	12112332	Chr3A	10972773	10976458	+	10974615	0.993	0.971
gene:TraesCS3A03G0041900	Chr3A	12118672	12120490	-	12119581	Chr3A	10977999	10979817	-	10978908	1.0	0.988
gene:TraesCS3A03G0042100	Chr3A	12128508	12130477	-	12129492	Chr3A	10999706	11001676	-	11000691	1.0	0.971
gene:TraesCS3A03G0042200	Chr3A	12200162	12201941	-	12201051	Chr3A	11060467	11062131	-	11061299	0.935	0.923
gene:TraesCS3A03G0042300	Chr3A	12209794	12211502	-	12210648	Chr3A	11110849	11112557	-	11111703	1.0	0.958
gene:TraesCS3A03G0042700	Chr3A	12352050	12353034	-	12352542	Chr3A	11145696	11146685	-	11146190	1.0	0.981
gene:TraesCS3A03G0042800	Chr3A	12356143	12357072	+	12356607	Chr3A	11151177	11152071	+	11151624	0.958	0.932
gene:TraesCS3A03G0042900	Chr3A	12358498	12359728	-	12359113	Chr3A	11163186	11164457	-	11163821	0.998	0.924
gene:TraesCS3A03G0043100	Chr3A	12411156	12412208	-	12411682	Chr3A	11189785	11190849	-	11190317	0.988	0.922
gene:TraesCS3A03G0043200	Chr3A	12415290	12425054	+	12420172	Chr3A	11198944	11208663	+	11203803	0.967	0.951
gene:TraesCS3A03G0043300	Chr3A	12436248	12436726	+	12436487	Chr3A	11219625	11220119	+	11219872	0.995	0.941
gene:TraesCS3A03G0043500	Chr3A	12499756	12505087	+	12502421	Chr3A	11246851	11252250	+	11249550	0.998	0.981
gene:TraesCS3A03G0043600	Chr3A	12557004	12564531	+	12560767	Chr3A	11318786	11326501	+	11322643	0.949	0.943
gene:TraesCS3A03G0043700	Chr3A	12591873	12593468	+	12592670	Chr3A	11372119	11373717	+	11372918	1.0	0.985
gene:TraesCS3A03G0043800	Chr3A	12619607	12622553	+	12621080	Chr3A	11462667	11465576	+	11464121	0.988	0.984
gene:TraesCS3A03G0044200	Chr3A	12659773	12663256	+	12661514	Chr3A	11500646	11504130	+	11502388	1.0	0.998
gene:TraesCS3A03G0044400	Chr3A	12671499	12671969	-	12671734	Chr3A	11512368	11512838	-	11512603	1.0	0.989
gene:TraesCS3A03G0044500	Chr3A	12674962	12675767	-	12675364	Chr3A	11515841	11516646	-	11516243	1.0	0.998
gene:TraesCS3A03G0044600	Chr3A	12691263	12693861	+	12692562	Chr3A	11532233	11534907	+	11533570	1.0	0.99
gene:TraesCS3A03G0045600	Chr3A	12953875	12962009	+	12957942	Chr3A	11653811	11662142	+	11657976	0.999	0.995
gene:TraesCS3A03G0046100	Chr3A	12989383	12993109	-	12991246	Chr3A	11691449	11695175	-	11693312	1.0	1.0
gene:TraesCS3A03G0046400	Chr3A	13013432	13018739	-	13016085	Chr3A	11715489	11720796	-	11718142	1.0	1.0
gene:TraesCS3A03G0046500	Chr3A	13029932	13033027	-	13031479	Chr3A	11731989	11735084	-	11733536	1.0	1.0
gene:TraesCS3A03G0046600	Chr3A	13037615	13043061	-	13040338	Chr3A	11739675	11745126	-	11742400	1.0	1.0
gene:TraesCS3A03G0046700	Chr3A	13046469	13049752	-	13048110	Chr3A	11748537	11751821	-	11750179	1.0	1.0
gene:TraesCS3A03G0046900	Chr3A	13134758	13138473	+	13136615	Chr3A	11837076	11840779	+	11838927	0.987	0.979
gene:TraesCS3A03G0047000	Chr3A	13146068	13157472	+	13151770	Chr3A	11848511	11859917	+	11854214	1.0	0.998
gene:TraesCS3A03G0047400	Chr3A	13173460	13176299	+	13174879	Chr3A	11875411	11878251	+	11876831	1.0	0.995
gene:TraesCS3A03G0047600	Chr3A	13180225	13184245	+	13182235	Chr3A	11881840	11885812	+	11883826	0.966	0.963
gene:TraesCS3A03G0047800	Chr3A	13200215	13207654	+	13203934	Chr3A	11908877	11916316	+	11912596	1.0	0.999
gene:TraesCS3A03G0047900	Chr3A	13209629	13211419	-	13210524	Chr3A	11918291	11920081	-	11919186	1.0	0.997
gene:TraesCS3A03G0048000	Chr3A	13212111	13220429	-	13216270	Chr3A	11920767	11928864	-	11924815	1.0	0.995
gene:TraesCS3A03G0048300	Chr3A	13251152	13252309	+	13251730	Chr3A	11960222	11961379	+	11960800	1.0	0.998
gene:TraesCS3A03G0048500	Chr3A	13256000	13259537	-	13257768	Chr3A	11964501	11967885	-	11966193	0.919	0.917
gene:TraesCS3A03G0048600	Chr3A	13262335	13263785	-	13263060	Chr3A	11969954	11971404	-	11970679	1.0	0.998
gene:TraesCS3A03G0048700	Chr3A	13266374	13267826	-	13267100	Chr3A	11973992	11975444	-	11974718	1.0	0.985
gene:TraesCS3A03G0049100	Chr3A	13326983	13331969	-	13329476	Chr3A	12021236	12026223	-	12023729	1.0	0.998
gene:TraesCS3A03G0049400	Chr3A	13364456	13367172	+	13365814	Chr3A	12045782	12048499	+	12047140	1.0	0.997
gene:TraesCS3A03G0049500	Chr3A	13374582	13377547	+	13376064	Chr3A	12064267	12067337	+	12065802	1.0	0.999
gene:TraesCS3A03G0049600	Chr3A	13420057	13420751	-	13420404	Chr3A	12109731	12110425	-	12110078	1.0	0.997
gene:TraesCS3A03G0050200	Chr3A	13510570	13511960	-	13511265	Chr3A	12225596	12226986	-	12226291	1.0	0.99
gene:TraesCS3A03G0050400	Chr3A	13530408	13531190	-	13530799	Chr3A	12245514	12246296	-	12245905	1.0	0.997
gene:TraesCS3A03G0050600	Chr3A	13539918	13540966	+	13540442	Chr3A	12254986	12256035	+	12255510	1.0	0.981
gene:TraesCS3A03G0050700	Chr3A	13551825	13552727	-	13552276	Chr3A	12266895	12267797	-	12267346	1.0	0.995
gene:TraesCS3A03G0051100	Chr3A	13585785	13587462	+	13586623	Chr3A	12286372	12288039	+	12287205	0.987	0.979
gene:TraesCS3A03G0051200	Chr3A	13588891	13590341	-	13589616	Chr3A	12289359	12290809	-	12290084	1.0	0.998
gene:TraesCS3A03G0051400	Chr3A	13799143	13807136	-	13803139	Chr3A	12415544	12423539	-	12419541	1.0	0.997
gene:TraesCS3A03G0051500	Chr3A	13812171	13813047	+	13812609	Chr3A	12428507	12429381	+	12428944	0.997	0.995
gene:TraesCS3A03G0051600	Chr3A	13817015	13820570	+	13818792	Chr3A	12433351	12436906	+	12435128	1.0	0.996
gene:TraesCS3A03G0051700	Chr3A	13820553	13824040	-	13822296	Chr3A	12436889	12440413	-	12438651	1.0	0.992
gene:TraesCS3A03G0051800	Chr3A	13837749	13840017	-	13838883	Chr3A	12458595	12460863	-	12459729	1.0	0.998
gene:TraesCS3A03G0052000	Chr3A	13857289	13862785	-	13860037	Chr3A	12485074	12490570	-	12487822	1.0	0.996
gene:TraesCS3A03G0052200	Chr3A	14040952	14041692	-	14041322	Chr3A	12655372	12656115	-	12655743	1.0	0.991
gene:TraesCS3A03G0052300	Chr3A	14120231	14120695	+	14120463	Chr3A	12714807	12715271	+	12715039	1.0	0.995
gene:TraesCS3A03G0052600	Chr3A	14134546	14135307	+	14134926	Chr3A	12722399	12723160	+	12722779	1.0	0.997
gene:TraesCS3A03G0053000	Chr3A	14200366	14205844	-	14203105	Chr3A	13265865	13271346	-	13268605	0.998	0.989
gene:TraesCS3A03G0053100	Chr3A	14208436	14211617	+	14210026	Chr3A	13273872	13277052	+	13275462	1.0	0.994
gene:TraesCS3A03G0053400	Chr3A	14338574	14342114	+	14340344	Chr3A	13426604	13430143	+	13428373	1.0	0.996
gene:TraesCS3A03G0053500	Chr3A	14344155	14345109	-	14344632	Chr3A	13432184	13433141	-	13432662	1.0	0.995
gene:TraesCS3A03G0053600	Chr3A	14345254	14349480	-	14347367	Chr3A	13433290	13437514	-	13435402	1.0	0.999
gene:TraesCS3A03G0054300	Chr3A	14498314	14498850	+	14498582	Chr3A	13575627	13576163	+	13575895	1.0	0.998
gene:TraesCS3A03G0054500	Chr3A	14583303	14584864	+	14584083	Chr3A	13633846	13635420	+	13634633	1.0	0.968
gene:TraesCS3A03G0054600	Chr3A	14587724	14588509	-	14588116	Chr3A	13638284	13639069	-	13638676	1.0	0.998
gene:TraesCS3A03G0055000	Chr3A	15050261	15053415	+	15051838	Chr3A	14098801	14101956	+	14100378	1.0	0.998
gene:TraesCS3A03G0055100	Chr3A	15058231	15060659	+	15059445	Chr3A	14106575	14109004	+	14107789	1.0	0.997
gene:TraesCS3A03G0055500	Chr3A	15114158	15116300	-	15115229	Chr3A	14161442	14163584	-	14162513	1.0	1.0
gene:TraesCS3A03G0055600	Chr3A	15142521	15146395	+	15144458	Chr3A	14189521	14193395	+	14191458	1.0	0.999
gene:TraesCS3A03G0055700	Chr3A	15147371	15148340	-	15147855	Chr3A	14194371	14195337	-	14194854	0.996	0.996
gene:TraesCS3A03G0055800	Chr3A	15151106	15153176	-	15152141	Chr3A	14198102	14200172	-	14199137	1.0	1.0
gene:TraesCS3A03G0056100	Chr3A	15218565	15225143	-	15221854	Chr3A	14265192	14271769	-	14268480	0.999	0.999
gene:TraesCS3A03G0056300	Chr3A	15367716	15369852	+	15368784	Chr3A	14414173	14416309	+	14415241	1.0	1.0
gene:TraesCS3A03G0056400	Chr3A	15374271	15377592	+	15375931	Chr3A	14420735	14424048	+	14422391	1.0	1.0
gene:TraesCS3A03G0056500	Chr3A	15379118	15382109	+	15380613	Chr3A	14425574	14428565	+	14427069	1.0	1.0
gene:TraesCS3A03G0056600	Chr3A	15382541	15385525	-	15384033	Chr3A	14428997	14431982	-	14430489	1.0	1.0
gene:TraesCS3A03G0056900	Chr3A	15581362	15586956	+	15584159	Chr3A	14627456	14633053	+	14630254	1.0	1.0
gene:TraesCS3A03G0057000	Chr3A	15588624	15592155	-	15590389	Chr3A	14634721	14638252	-	14636486	1.0	1.0
gene:TraesCS3A03G0057100	Chr3A	15593584	15595385	+	15594484	Chr3A	14639681	14641482	+	14640581	1.0	0.999
gene:TraesCS3A03G0057200	Chr3A	15596606	15598218	-	15597412	Chr3A	14642703	14644315	-	14643509	1.0	0.999
gene:TraesCS3A03G0057400	Chr3A	15608635	15609777	+	15609206	Chr3A	14649313	14650455	+	14649884	1.0	0.998
gene:TraesCS3A03G0057600	Chr3A	15636769	15637577	+	15637173	Chr3A	14692116	14692924	+	14692520	1.0	0.998
gene:TraesCS3A03G0058300	Chr3A	15743505	15746810	+	15745157	Chr3A	14785186	14788269	+	14786727	0.999	0.992
