gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Chuanmai104_tgt_chr	Chuanmai104_tgt_start	Chuanmai104_tgt_end	Chuanmai104_tgt_strand	Chuanmai104_tgt_midpoint	Chuanmai104_coverage	Chuanmai104_identity
gene:TraesCS6A03G0013400	Chr6A	3501820	3502695	-	3502257	Chr6A	4589164	4590039	-	4589601	1.0	1.0
gene:TraesCS6A03G0013500	Chr6A	3505130	3509572	-	3507351	Chr6A	4592474	4596916	-	4594695	1.0	1.0
gene:TraesCS6A03G0013700	Chr6A	3526852	3527448	+	3527150	Chr6A	4607538	4608134	+	4607836	1.0	0.998
gene:TraesCS6A03G0013800	Chr6A	3528505	3529406	+	3528955	Chr6A	4609191	4610092	+	4609641	1.0	1.0
gene:TraesCS6A03G0014100	Chr6A	3568117	3572740	+	3570428	Chr6A	4648238	4652861	+	4650549	1.0	0.999
gene:TraesCS6A03G0014200	Chr6A	3576627	3578939	+	3577783	Chr6A	4656748	4659060	+	4657904	1.0	1.0
gene:TraesCS6A03G0014800	Chr6A	3702665	3706690	+	3704677	Chr6A	4781887	4785917	+	4783902	1.0	1.0
gene:TraesCS6A03G0015000	Chr6A	3729503	3735623	+	3732563	Chr6A	4807719	4813840	+	4810779	1.0	0.998
gene:TraesCS6A03G0015200	Chr6A	3748307	3752517	+	3750412	Chr6A	4816432	4820642	+	4818537	1.0	0.995
gene:TraesCS6A03G0015300	Chr6A	3778599	3780690	+	3779644	Chr6A	4837523	4839621	+	4838572	1.0	0.99
gene:TraesCS6A03G0015400	Chr6A	3791624	3795065	+	3793344	Chr6A	4850678	4854004	+	4852341	1.0	0.995
gene:TraesCS6A03G0015500	Chr6A	3983778	3984395	+	3984086	Chr6A	5072424	5073041	+	5072732	1.0	1.0
gene:TraesCS6A03G0015600	Chr6A	4015558	4016051	+	4015804	Chr6A	5113210	5113703	+	5113456	1.0	0.994
gene:TraesCS6A03G0015800	Chr6A	4066078	4066922	+	4066500	Chr6A	5223838	5224681	+	5224259	0.986	0.945
gene:TraesCS6A03G0017500	Chr6A	4465472	4467836	+	4466654	Chr6A	5335518	5337906	+	5336712	1.0	0.998
gene:TraesCS6A03G0017600	Chr6A	4467915	4470370	+	4469142	Chr6A	5337985	5340443	+	5339214	1.0	0.989
gene:TraesCS6A03G0017800	Chr6A	4482773	4484432	+	4483602	Chr6A	5354823	5356487	+	5355655	0.991	0.975
gene:TraesCS6A03G0017900	Chr6A	4540850	4543144	-	4541997	Chr6A	5388022	5390314	-	5389168	1.0	0.972
gene:TraesCS6A03G0018100	Chr6A	4566908	4568998	-	4567953	Chr6A	5413601	5415703	-	5414652	1.0	0.995
gene:TraesCS6A03G0018400	Chr6A	4646078	4648289	-	4647183	Chr6A	5512395	5514576	-	5513485	0.99	0.982
gene:TraesCS6A03G0018600	Chr6A	4650144	4650962	-	4650553	Chr6A	5516458	5517276	-	5516867	1.0	0.998
gene:TraesCS6A03G0018800	Chr6A	4707838	4709462	+	4708650	Chr6A	5565735	5567361	+	5566548	1.0	0.985
gene:TraesCS6A03G0019000	Chr6A	4946827	4976993	+	4961910	Chr6A	5744628	5749763	+	5747195	0.955	0.922
gene:TraesCS6A03G0019100	Chr6A	4971569	4973159	+	4972364	Chr6A	5744476	5746066	+	5745271	0.988	0.944
gene:TraesCS6A03G0019500	Chr6A	4996845	4997894	+	4997369	Chr6A	7280141	7281172	-	7280656	0.982	0.967
gene:TraesCS6A03G0020500	Chr6A	5805544	5807529	+	5806536	Chr6A	6977348	6979333	+	6978340	1.0	0.982
gene:TraesCS6A03G0021000	Chr6A	5905718	5911911	-	5908814	Chr6A	7167569	7173759	-	7170664	1.0	0.997
gene:TraesCS6A03G0021200	Chr6A	6012694	6014898	-	6013796	Chr6A	7219330	7221535	-	7220432	1.0	0.998
gene:TraesCS6A03G0021400	Chr6A	6070556	6076563	-	6073559	Chr6A	7581022	7587029	-	7584025	1.0	0.996
gene:TraesCS6A03G0022100	Chr6A	6339952	6341107	+	6340529	Chr6A	7849066	7850221	+	7849643	1.0	1.0
gene:TraesCS6A03G0022200	Chr6A	6352582	6353978	-	6353280	Chr6A	7861692	7863088	-	7862390	1.0	1.0
gene:TraesCS6A03G0022300	Chr6A	6371425	6373326	+	6372375	Chr6A	7880408	7882309	+	7881358	1.0	0.996
gene:TraesCS6A03G0022500	Chr6A	6375337	6378626	+	6376981	Chr6A	7884320	7887609	+	7885964	1.0	1.0
gene:TraesCS6A03G0022600	Chr6A	6411841	6413804	+	6412822	Chr6A	7920778	7922741	+	7921759	1.0	1.0
gene:TraesCS6A03G0022900	Chr6A	6438448	6439725	-	6439086	Chr6A	8001465	8002742	-	8002103	1.0	0.993
gene:TraesCS6A03G0023100	Chr6A	6509916	6510644	+	6510280	Chr6A	8064691	8065419	+	8065055	1.0	0.995
gene:TraesCS6A03G0023200	Chr6A	6524784	6526124	-	6525454	Chr6A	8071219	8072559	-	8071889	1.0	0.994
gene:TraesCS6A03G0023700	Chr6A	6596976	6599759	-	6598367	Chr6A	8143359	8146146	-	8144752	1.0	0.999
gene:TraesCS6A03G0023800	Chr6A	6622241	6625659	-	6623950	Chr6A	8168512	8171914	-	8170213	0.984	0.982
gene:TraesCS6A03G0023900	Chr6A	6626599	6627983	-	6627291	Chr6A	8172854	8174238	-	8173546	1.0	0.984
gene:TraesCS6A03G0024000	Chr6A	6629538	6630206	-	6629872	Chr6A	8175785	8176453	-	8176119	1.0	0.995
gene:TraesCS6A03G0024300	Chr6A	6660567	6667306	+	6663936	Chr6A	8195092	8201809	+	8198450	0.976	0.972
gene:TraesCS6A03G0024600	Chr6A	6774114	6781537	-	6777825	Chr6A	8329587	8337007	-	8333297	1.0	0.991
gene:TraesCS6A03G0024900	Chr6A	6804836	6805735	-	6805285	Chr6A	8361290	8362183	-	8361736	1.0	0.986
gene:TraesCS6A03G0025400	Chr6A	6851548	6858477	-	6855012	Chr6A	8402318	8408303	-	8405310	1.0	0.978
gene:TraesCS6A03G0025600	Chr6A	6902719	6905185	+	6903952	Chr6A	8432376	8434860	+	8433618	1.0	0.991
gene:TraesCS6A03G0025800	Chr6A	6905399	6906874	-	6906136	Chr6A	8508634	8510348	-	8509491	0.999	0.99
gene:TraesCS6A03G0026700	Chr6A	7070593	7072906	+	7071749	Chr6A	8633822	8635839	+	8634830	1.0	0.979
gene:TraesCS6A03G0027100	Chr6A	7152663	7153604	-	7153133	Chr6A	8533433	8534360	-	8533896	0.983	0.975
gene:TraesCS6A03G0027200	Chr6A	7157642	7159485	+	7158563	Chr6A	8762771	8764584	+	8763677	0.975	0.963
gene:TraesCS6A03G0027300	Chr6A	7168596	7170287	-	7169441	Chr6A	9183387	9185077	-	9184232	0.999	0.982
gene:TraesCS6A03G0028000	Chr6A	7235005	7238338	+	7236671	Chr6A	9216726	9220059	+	9218392	1.0	0.998
gene:TraesCS6A03G0028200	Chr6A	7482648	7485990	+	7484319	Chr6A	9463443	9466785	+	9465114	1.0	1.0
gene:TraesCS6A03G0029200	Chr6A	7851077	7857869	+	7854473	Chr6A	9818304	9825176	+	9821740	1.0	1.0
gene:TraesCS6A03G0029300	Chr6A	7884487	7896338	-	7890412	Chr6A	9851819	9863665	-	9857742	1.0	1.0
gene:TraesCS6A03G0029600	Chr6A	7984516	7986708	+	7985612	Chr6A	9951839	9954031	+	9952935	1.0	0.999
gene:TraesCS6A03G0029800	Chr6A	7997910	8003663	+	8000786	Chr6A	9965233	9970987	+	9968110	1.0	1.0
gene:TraesCS6A03G0029900	Chr6A	8006338	8010273	+	8008305	Chr6A	9973662	9977597	+	9975629	1.0	1.0
gene:TraesCS6A03G0030000	Chr6A	8012421	8019811	+	8016116	Chr6A	9979746	9987133	+	9983439	1.0	0.999
gene:TraesCS6A03G0030100	Chr6A	8024378	8025300	+	8024839	Chr6A	9991835	9992757	+	9992296	1.0	0.997
gene:TraesCS6A03G0030200	Chr6A	8026626	8027021	-	8026823	Chr6A	9994083	9994478	-	9994280	1.0	1.0
gene:TraesCS6A03G0030500	Chr6A	8088519	8089226	-	8088872	Chr6A	10056045	10056752	-	10056398	1.0	1.0
gene:TraesCS6A03G0030700	Chr6A	8173780	8176435	-	8175107	Chr6A	10141323	10143978	-	10142650	1.0	1.0
gene:TraesCS6A03G0030800	Chr6A	8178068	8179258	+	8178663	Chr6A	10145611	10146801	+	10146206	1.0	1.0
gene:TraesCS6A03G0031100	Chr6A	8254315	8259017	-	8256666	Chr6A	10222009	10226711	-	10224360	1.0	0.999
gene:TraesCS6A03G0031400	Chr6A	8311404	8311667	+	8311535	Chr6A	10279122	10279385	+	10279253	1.0	1.0
gene:TraesCS6A03G0031500	Chr6A	8359684	8360445	+	8360064	Chr6A	10327414	10328175	+	10327794	1.0	0.998
gene:TraesCS6A03G0031600	Chr6A	8360643	8361830	+	8361236	Chr6A	10328373	10329560	+	10328966	1.0	1.0
gene:TraesCS6A03G0031700	Chr6A	8371392	8372387	+	8371889	Chr6A	10339124	10340119	+	10339621	1.0	1.0
gene:TraesCS6A03G0032000	Chr6A	8426090	8431181	+	8428635	Chr6A	10393821	10398912	+	10396366	1.0	0.999
gene:TraesCS6A03G0032100	Chr6A	8453662	8456939	-	8455300	Chr6A	10421384	10424661	-	10423022	1.0	1.0
gene:TraesCS6A03G0032400	Chr6A	8464780	8465505	-	8465142	Chr6A	10432502	10433227	-	10432864	1.0	1.0
gene:TraesCS6A03G0032500	Chr6A	8465688	8466935	-	8466311	Chr6A	10433410	10434657	-	10434033	1.0	1.0
gene:TraesCS6A03G0032600	Chr6A	8480777	8483787	+	8482282	Chr6A	10448502	10451478	+	10449990	1.0	0.999
gene:TraesCS6A03G0033800	Chr6A	8672781	8673413	-	8673097	Chr6A	10881007	10881639	-	10881323	1.0	0.995
gene:TraesCS6A03G0034000	Chr6A	8675368	8676936	-	8676152	Chr6A	10883587	10885158	-	10884372	1.0	0.995
gene:TraesCS6A03G0034100	Chr6A	8871064	8872769	-	8871916	Chr6A	11064571	11066276	-	11065423	1.0	0.994
gene:TraesCS6A03G0034200	Chr6A	8972166	8973845	+	8973005	Chr6A	11167921	11169591	+	11168756	0.994	0.991
gene:TraesCS6A03G0034300	Chr6A	8997549	8999123	+	8998336	Chr6A	11192353	11193930	+	11193141	1.0	0.987
gene:TraesCS6A03G0034500	Chr6A	9005874	9007685	-	9006779	Chr6A	11200773	11202584	-	11201678	1.0	0.997
gene:TraesCS6A03G0034700	Chr6A	9243241	9251040	+	9247140	Chr6A	11394492	11400767	+	11397629	1.0	0.996
gene:TraesCS6A03G0034800	Chr6A	9251429	9255197	+	9253313	Chr6A	11401182	11405166	+	11403174	1.0	0.992
gene:TraesCS6A03G0034900	Chr6A	9257732	9258127	+	9257929	Chr6A	11407673	11408068	+	11407870	1.0	0.997
gene:TraesCS6A03G0035000	Chr6A	9258228	9258707	+	9258467	Chr6A	11408169	11408649	+	11408409	1.0	0.989
gene:TraesCS6A03G0035100	Chr6A	9260463	9263599	+	9262031	Chr6A	11410023	11413162	+	11411592	1.0	0.996
gene:TraesCS6A03G0035200	Chr6A	9265010	9266230	+	9265620	Chr6A	11414570	11415790	+	11415180	1.0	0.987
gene:TraesCS6A03G0035400	Chr6A	9271095	9276490	+	9273792	Chr6A	11420476	11427749	+	11424112	1.0	0.997
gene:TraesCS6A03G0035500	Chr6A	9283912	9284858	-	9284385	Chr6A	11435182	11436128	-	11435655	1.0	0.994
gene:TraesCS6A03G0035900	Chr6A	9444032	9445186	+	9444609	Chr6A	11619349	11620503	+	11619926	1.0	0.998
gene:TraesCS6A03G0036100	Chr6A	9448531	9449670	+	9449100	Chr6A	11623340	11624441	+	11623890	0.964	0.943
gene:TraesCS6A03G0036500	Chr6A	9470666	9471235	-	9470950	Chr6A	11650143	11650712	-	11650427	1.0	0.996
gene:TraesCS6A03G0036600	Chr6A	9473682	9475429	-	9474555	Chr6A	11653312	11655048	-	11654180	0.991	0.904
gene:TraesCS6A03G0036700	Chr6A	9481564	9485669	-	9483616	Chr6A	11656176	11658708	-	11657442	1.0	0.994
gene:TraesCS6A03G0037100	Chr6A	9658772	9660162	+	9659467	Chr6A	11837542	11838932	+	11838237	1.0	0.993
gene:TraesCS6A03G0037200	Chr6A	9665556	9666056	-	9665806	Chr6A	11849634	11850134	-	11849884	1.0	0.994
gene:TraesCS6A03G0037400	Chr6A	9668873	9669166	+	9669019	Chr6A	11852963	11853256	+	11853109	1.0	0.989
gene:TraesCS6A03G0037500	Chr6A	9867419	9868633	+	9868026	Chr6A	12048475	12049689	+	12049082	1.0	0.996
gene:TraesCS6A03G0037600	Chr6A	9877826	9879013	+	9878419	Chr6A	12058452	12059639	+	12059045	1.0	0.982
gene:TraesCS6A03G0037700	Chr6A	9888984	9893419	-	9891201	Chr6A	12070070	12074685	-	12072377	0.998	0.933
gene:TraesCS6A03G0038200	Chr6A	9962522	9968219	-	9965370	Chr6A	12142102	12147799	-	12144950	1.0	0.998
gene:TraesCS6A03G0038400	Chr6A	9979995	9980516	+	9980255	Chr6A	12159573	12160094	+	12159833	1.0	1.0
gene:TraesCS6A03G0038500	Chr6A	9980644	9981150	+	9980897	Chr6A	12160222	12160728	+	12160475	1.0	1.0
gene:TraesCS6A03G0038700	Chr6A	9982202	9982945	-	9982573	Chr6A	12161780	12162523	-	12162151	1.0	1.0
gene:TraesCS6A03G0038800	Chr6A	10020588	10022382	-	10021485	Chr6A	12193191	12194985	-	12194088	1.0	1.0
gene:TraesCS6A03G0038900	Chr6A	10058301	10060057	-	10059179	Chr6A	12230630	12232386	-	12231508	1.0	1.0
gene:TraesCS6A03G0039300	Chr6A	10070593	10071054	-	10070823	Chr6A	12242922	12243383	-	12243152	1.0	1.0
gene:TraesCS6A03G0039500	Chr6A	10195542	10197545	-	10196543	Chr6A	12336982	12338985	-	12337983	1.0	1.0
gene:TraesCS6A03G0039900	Chr6A	10318880	10322522	-	10320701	Chr6A	12459488	12463130	-	12461309	1.0	1.0
gene:TraesCS6A03G0040000	Chr6A	10339644	10342926	-	10341285	Chr6A	12480252	12483534	-	12481893	1.0	1.0
gene:TraesCS6A03G0040300	Chr6A	10363470	10373065	-	10368267	Chr6A	12504084	12513679	-	12508881	1.0	1.0
gene:TraesCS6A03G0040500	Chr6A	10376015	10380589	+	10378302	Chr6A	12516629	12521203	+	12518916	1.0	0.999
gene:TraesCS6A03G0041000	Chr6A	10428638	10429207	+	10428922	Chr6A	12524838	12525407	+	12525122	1.0	0.97
gene:TraesCS6A03G0041300	Chr6A	10440680	10441222	+	10440951	Chr6A	12536878	12537420	+	12537149	1.0	0.966
gene:TraesCS6A03G0041500	Chr6A	10443656	10447229	+	10445442	Chr6A	12542855	12546427	+	12544641	1.0	0.973
gene:TraesCS6A03G0041800	Chr6A	10500342	10501771	+	10501056	Chr6A	12596154	12597589	+	12596871	1.0	0.994
gene:TraesCS6A03G0042300	Chr6A	10631402	10634755	+	10633078	Chr6A	12703220	12706529	+	12704874	0.961	0.927
gene:TraesCS6A03G0042400	Chr6A	10635627	10643113	+	10639370	Chr6A	12707203	12714678	+	12710940	0.997	0.994
gene:TraesCS6A03G0042600	Chr6A	10650636	10652928	+	10651782	Chr6A	12732191	12734544	+	12733367	1.0	0.974
gene:TraesCS6A03G0042700	Chr6A	10653443	10656426	+	10654934	Chr6A	12735054	12738037	+	12736545	1.0	0.997
gene:TraesCS6A03G0042800	Chr6A	10661528	10662935	+	10662231	Chr6A	12743165	12744572	+	12743868	1.0	0.997
gene:TraesCS6A03G0042900	Chr6A	10664808	10665941	+	10665374	Chr6A	12746194	12747328	+	12746761	1.0	0.992
gene:TraesCS6A03G0043200	Chr6A	10679442	10679948	+	10679695	Chr6A	15819722	15820228	+	15819975	1.0	0.992
gene:TraesCS6A03G0043400	Chr6A	10775341	10776267	-	10775804	Chr6A	15918603	15919536	-	15919069	1.0	0.991
gene:TraesCS6A03G0043500	Chr6A	10775806	10779357	+	10777581	Chr6A	15919075	15922612	+	15920843	0.991	0.987
gene:TraesCS6A03G0044100	Chr6A	10796602	10800559	+	10798580	Chr6A	16083330	16087284	+	16085307	1.0	0.989
gene:TraesCS6A03G0044400	Chr6A	10833081	10833551	+	10833316	Chr6A	16106422	16106889	+	16106655	0.993	0.976
gene:TraesCS6A03G0045600	Chr6A	11259162	11259797	+	11259479	Chr6A	12853829	12854464	+	12854146	1.0	0.979
gene:TraesCS6A03G0046100	Chr6A	11376539	11377272	+	11376905	Chr6A	16408207	16408940	+	16408573	1.0	0.974
gene:TraesCS6A03G0046500	Chr6A	11448235	11448726	-	11448480	Chr6A	12964849	12965340	-	12965094	1.0	0.995
gene:TraesCS6A03G0046900	Chr6A	11703980	11704663	+	11704321	Chr6A	13113425	13114108	+	13113766	1.0	0.991
gene:TraesCS6A03G0047100	Chr6A	11710351	11716441	-	11713396	Chr6A	13119819	13125899	-	13122859	1.0	0.999
gene:TraesCS6A03G0047200	Chr6A	11732357	11734791	+	11733574	Chr6A	13150900	13153315	+	13152107	0.998	0.994
gene:TraesCS6A03G0047400	Chr6A	11748554	11752916	+	11750735	Chr6A	13163097	13165180	+	13164138	0.908	0.901
gene:TraesCS6A03G0047500	Chr6A	11813604	11822722	+	11818163	Chr6A	13224962	13233859	+	13229410	0.993	0.983
gene:TraesCS6A03G0047600	Chr6A	11824823	11827423	-	11826123	Chr6A	13235956	13238537	-	13237246	0.994	0.99
gene:TraesCS6A03G0048200	Chr6A	12064955	12067107	+	12066031	Chr6A	13384785	13387084	+	13385934	0.998	0.995
gene:TraesCS6A03G0048400	Chr6A	12068383	12073209	-	12070796	Chr6A	13387995	13393053	-	13390524	0.987	0.983
gene:TraesCS6A03G0048500	Chr6A	12083942	12088123	-	12086032	Chr6A	16716827	16721027	-	16718927	1.0	0.974
gene:TraesCS6A03G0048700	Chr6A	12094210	12095265	+	12094737	Chr6A	13414441	13415496	+	13414968	1.0	0.989
gene:TraesCS6A03G0048900	Chr6A	12136731	12137926	+	12137328	Chr6A	13449741	13450935	+	13450338	0.999	0.986
gene:TraesCS6A03G0049100	Chr6A	12493877	12494758	+	12494317	Chr6A	13485095	13485976	+	13485535	1.0	0.989
gene:TraesCS6A03G0049200	Chr6A	12498776	12499744	-	12499260	Chr6A	13489653	13490594	-	13490123	0.972	0.96
gene:TraesCS6A03G0049500	Chr6A	12580499	12582277	-	12581388	Chr6A	13590075	13591853	-	13590964	1.0	0.992
gene:TraesCS6A03G0050400	Chr6A	12818166	12818997	-	12818581	Chr6A	14216940	14217779	-	14217359	1.0	0.919
gene:TraesCS6A03G0050900	Chr6A	12958683	12962150	-	12960416	Chr6A	14549306	14552770	-	14551038	1.0	0.995
gene:TraesCS6A03G0051000	Chr6A	12972559	12975757	-	12974158	Chr6A	14562932	14566131	-	14564531	1.0	0.994
gene:TraesCS6A03G0051100	Chr6A	12991754	12995043	-	12993398	Chr6A	14576604	14579885	-	14578244	0.999	0.995
gene:TraesCS6A03G0051500	Chr6A	13167817	13168656	-	13168236	Chr6A	14725605	14726444	-	14726024	1.0	0.996
gene:TraesCS6A03G0051800	Chr6A	13185126	13189047	-	13187086	Chr6A	14743120	14747045	-	14745082	1.0	0.992
gene:TraesCS6A03G0051900	Chr6A	13191572	13192475	-	13192023	Chr6A	14749047	14749929	-	14749488	0.976	0.967
gene:TraesCS6A03G0052000	Chr6A	13240709	13241887	-	13241298	Chr6A	18037773	18038951	-	18038362	1.0	0.985
gene:TraesCS6A03G0052200	Chr6A	13283523	13286022	-	13284772	Chr6A	18081506	18084005	-	18082755	1.0	0.987
gene:TraesCS6A03G0052500	Chr6A	13363237	13365679	+	13364458	Chr6A	14945828	14948268	+	14947048	1.0	0.999
gene:TraesCS6A03G0052800	Chr6A	13452977	13456276	+	13454626	Chr6A	15122902	15126204	+	15124553	1.0	0.983
gene:TraesCS6A03G0052900	Chr6A	13475508	13477544	+	13476526	Chr6A	15140617	15142653	+	15141635	1.0	0.994
gene:TraesCS6A03G0053100	Chr6A	13514651	13516894	-	13515772	Chr6A	15191233	15193477	-	15192355	1.0	0.991
gene:TraesCS6A03G0053200	Chr6A	13528644	13530113	+	13529378	Chr6A	15219450	15220919	+	15220184	1.0	0.997
gene:TraesCS6A03G0053400	Chr6A	13624192	13624894	+	13624543	Chr6A	15297153	15297876	+	15297514	1.0	0.962
gene:TraesCS6A03G0053800	Chr6A	13679229	13683414	+	13681321	Chr6A	15361809	15366053	+	15363931	1.0	0.973
gene:TraesCS6A03G0053900	Chr6A	13684327	13686423	-	13685375	Chr6A	15367056	15369127	-	15368091	1.0	0.995
gene:TraesCS6A03G0054100	Chr6A	13708034	13709236	+	13708635	Chr6A	15392615	15393859	+	15393237	1.0	0.953
gene:TraesCS6A03G0054700	Chr6A	13779362	13787511	+	13783436	Chr6A	15612755	15620904	+	15616829	1.0	0.998
gene:TraesCS6A03G0055000	Chr6A	13814362	13814901	+	13814631	Chr6A	18887757	18888296	+	18888026	1.0	0.996
gene:TraesCS6A03G0055200	Chr6A	13825479	13827181	-	13826330	Chr6A	18896542	18898243	-	18897392	0.999	0.972
gene:TraesCS6A03G0055300	Chr6A	13865987	13874288	+	13870137	Chr6A	18917783	18925441	+	18921612	0.94	0.918
gene:TraesCS6A03G0055600	Chr6A	14017545	14019339	-	14018442	Chr6A	19032636	19034381	-	19033508	0.968	0.933
