gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Chuanmai104_tgt_chr	Chuanmai104_tgt_start	Chuanmai104_tgt_end	Chuanmai104_tgt_strand	Chuanmai104_tgt_midpoint	Chuanmai104_coverage	Chuanmai104_identity
gene:TraesCS2A03G0009900	Chr2A	2525506	2529129	-	2527317	Chr2A	2592598	2596221	-	2594409	1.0	1.0
gene:TraesCS2A03G0010000	Chr2A	2539204	2544234	-	2541719	Chr2A	2605898	2610928	-	2608413	1.0	1.0
gene:TraesCS2A03G0010100	Chr2A	2544361	2549571	+	2546966	Chr2A	2611055	2616265	+	2613660	1.0	1.0
gene:TraesCS2A03G0010200	Chr2A	2551227	2557615	-	2554421	Chr2A	2617913	2624328	-	2621120	1.0	0.998
gene:TraesCS2A03G0010800	Chr2A	2813845	2818200	-	2816022	Chr2A	2867856	2872211	-	2870033	1.0	1.0
gene:TraesCS2A03G0011200	Chr2A	2838431	2839435	-	2838933	Chr2A	2892444	2893448	-	2892946	1.0	1.0
gene:TraesCS2A03G0011300	Chr2A	2881790	2887966	-	2884878	Chr2A	2935819	2941995	-	2938907	1.0	1.0
gene:TraesCS2A03G0011500	Chr2A	2906111	2907412	-	2906761	Chr2A	2960144	2961445	-	2960794	1.0	1.0
gene:TraesCS2A03G0011600	Chr2A	2908978	2910144	+	2909561	Chr2A	2963010	2964176	+	2963593	1.0	1.0
gene:TraesCS2A03G0011800	Chr2A	2917337	2922033	-	2919685	Chr2A	2971369	2976065	-	2973717	1.0	1.0
gene:TraesCS2A03G0011900	Chr2A	2924927	2926630	-	2925778	Chr2A	2978959	2980662	-	2979810	1.0	1.0
gene:TraesCS2A03G0012000	Chr2A	2940100	2941874	-	2940987	Chr2A	2994125	2995899	-	2995012	1.0	1.0
gene:TraesCS2A03G0012100	Chr2A	2947690	2962866	-	2955278	Chr2A	3001456	3016693	-	3009074	1.0	0.987
gene:TraesCS2A03G0012200	Chr2A	2981431	2983872	+	2982651	Chr2A	3034326	3036767	+	3035546	1.0	0.997
gene:TraesCS2A03G0012300	Chr2A	3008654	3011759	+	3010206	Chr2A	3059592	3062924	+	3061258	1.0	0.997
gene:TraesCS2A03G0013100	Chr2A	3075260	3076925	-	3076092	Chr2A	3090878	3092516	-	3091697	0.995	0.982
gene:TraesCS2A03G0013200	Chr2A	3088656	3089379	-	3089017	Chr2A	3104067	3104790	-	3104428	1.0	0.993
gene:TraesCS2A03G0013400	Chr2A	3094221	3094934	+	3094577	Chr2A	3109597	3110310	+	3109953	1.0	1.0
gene:TraesCS2A03G0013500	Chr2A	3102186	3102581	+	3102383	Chr2A	3117570	3117965	+	3117767	1.0	0.994
gene:TraesCS2A03G0013600	Chr2A	3105724	3109654	-	3107689	Chr2A	3121115	3125023	-	3123069	0.997	0.974
gene:TraesCS2A03G0013700	Chr2A	3141719	3145318	+	3143518	Chr2A	3139861	3143455	+	3141658	1.0	0.996
gene:TraesCS2A03G0013900	Chr2A	3148858	3164565	-	3156711	Chr2A	3147218	3162962	-	3155090	0.999	0.994
gene:TraesCS2A03G0016000	Chr2A	5071839	5073978	-	5072908	Chr2A	3820445	3822434	-	3821439	0.965	0.946
gene:TraesCS2A03G0016100	Chr2A	5074460	5079581	-	5077020	Chr2A	3822968	3828022	-	3825495	0.917	0.912
gene:TraesCS2A03G0017000	Chr2A	5190513	5193466	-	5191989	Chr2A	3854643	3857602	-	3856122	1.0	0.995
gene:TraesCS2A03G0017400	Chr2A	5208324	5208722	+	5208523	Chr2A	3886818	3887216	+	3887017	1.0	0.984
gene:TraesCS2A03G0017500	Chr2A	5257672	5262900	-	5260286	Chr2A	3955301	3955662	-	3955481	0.92	0.909
gene:TraesCS2A03G0017700	Chr2A	5297982	5303454	+	5300718	Chr2A	3974937	3980566	+	3977751	1.0	0.997
gene:TraesCS2A03G0017800	Chr2A	5304264	5306171	-	5305217	Chr2A	3981375	3983281	-	3982328	1.0	0.996
gene:TraesCS2A03G0018100	Chr2A	5378713	5380327	+	5379520	Chr2A	4128017	4129632	+	4128824	1.0	0.982
gene:TraesCS2A03G0018200	Chr2A	5388490	5390067	-	5389278	Chr2A	4140346	4141908	-	4141127	0.99	0.978
gene:TraesCS2A03G0018500	Chr2A	5449423	5450943	+	5450183	Chr2A	4208445	4209965	+	4209205	1.0	0.994
gene:TraesCS2A03G0018600	Chr2A	5461521	5475514	+	5468517	Chr2A	4220493	4234505	+	4227499	1.0	0.997
gene:TraesCS2A03G0018700	Chr2A	5479584	5484255	+	5481919	Chr2A	4239206	4244437	+	4241821	1.0	0.997
gene:TraesCS2A03G0018800	Chr2A	5483478	5484447	+	5483962	Chr2A	4243098	4244629	+	4243863	1.0	0.995
gene:TraesCS2A03G0019100	Chr2A	5493286	5494806	+	5494046	Chr2A	4251010	4252530	+	4251770	1.0	0.992
gene:TraesCS2A03G0019500	Chr2A	5605896	5606282	-	5606089	Chr2A	4348176	4348562	-	4348369	1.0	0.994
gene:TraesCS2A03G0019600	Chr2A	5610271	5613461	+	5611866	Chr2A	4352563	4355619	+	4354091	0.923	0.917
gene:TraesCS2A03G0020500	Chr2A	5645108	5647672	+	5646390	Chr2A	4377182	4379746	+	4378464	1.0	0.99
gene:TraesCS2A03G0020400	Chr2A	5645051	5651749	-	5648400	Chr2A	4377125	4383791	-	4380458	0.988	0.974
gene:TraesCS2A03G0020600	Chr2A	5667099	5668799	+	5667949	Chr2A	4413563	4415246	+	4414404	0.989	0.978
gene:TraesCS2A03G0020900	Chr2A	5684343	5694560	-	5689451	Chr2A	4438540	4448710	-	4443625	1.0	0.988
gene:TraesCS2A03G0021000	Chr2A	5698584	5706806	-	5702695	Chr2A	4452753	4458698	-	4455725	0.972	0.967
gene:TraesCS2A03G0021100	Chr2A	5712649	5714816	-	5713732	Chr2A	4473165	4475332	-	4474248	1.0	0.996
gene:TraesCS2A03G0021300	Chr2A	5804106	5804940	+	5804523	Chr2A	4544178	4545003	+	4544590	0.975	0.942
gene:TraesCS2A03G0021400	Chr2A	5808896	5812466	+	5810681	Chr2A	4548753	4552326	+	4550539	1.0	0.994
gene:TraesCS2A03G0021500	Chr2A	5814388	5817627	-	5816007	Chr2A	4553984	4557169	-	4555576	0.97	0.959
gene:TraesCS2A03G0022500	Chr2A	5886612	5890406	+	5888509	Chr2A	4650537	4654331	+	4652434	1.0	0.998
gene:TraesCS2A03G0022600	Chr2A	5891657	5893543	+	5892600	Chr2A	4655581	4657467	+	4656524	1.0	0.995
gene:TraesCS2A03G0022700	Chr2A	5895383	5896564	-	5895973	Chr2A	4659306	4660445	-	4659875	0.927	0.921
gene:TraesCS2A03G0023000	Chr2A	5932292	5938044	+	5935168	Chr2A	4755357	4761120	+	4758238	1.0	0.987
gene:TraesCS2A03G0023100	Chr2A	5940835	5942579	+	5941707	Chr2A	4763964	4765724	+	4764844	1.0	0.98
gene:TraesCS2A03G0023600	Chr2A	6008156	6012012	+	6010084	Chr2A	4865398	4869365	+	4867381	1.0	0.996
gene:TraesCS2A03G0023700	Chr2A	6014763	6019662	-	6017212	Chr2A	4872116	4877043	-	4874579	1.0	0.996
gene:TraesCS2A03G0023800	Chr2A	6027070	6029051	+	6028060	Chr2A	4930202	4932182	+	4931192	1.0	0.996
gene:TraesCS2A03G0024000	Chr2A	6056904	6060844	+	6058874	Chr2A	4956587	4960527	+	4958557	1.0	0.996
gene:TraesCS2A03G0024100	Chr2A	6062525	6068056	-	6065290	Chr2A	4962209	4967875	-	4965042	1.0	0.996
gene:TraesCS2A03G0024200	Chr2A	6138096	6140667	-	6139381	Chr2A	5017194	5019778	-	5018486	0.998	0.989
gene:TraesCS2A03G0024300	Chr2A	6156288	6160615	-	6158451	Chr2A	5035320	5039653	-	5037486	1.0	0.992
gene:TraesCS2A03G0024600	Chr2A	6195422	6196652	-	6196037	Chr2A	5065539	5066757	-	5066148	0.985	0.983
gene:TraesCS2A03G0024800	Chr2A	6209975	6210762	+	6210368	Chr2A	5082507	5083294	+	5082900	1.0	0.995
gene:TraesCS2A03G0025200	Chr2A	6489819	6490277	-	6490048	Chr2A	5291144	5291602	-	5291373	1.0	1.0
gene:TraesCS2A03G0025400	Chr2A	6543800	6547989	+	6545894	Chr2A	5345091	5349280	+	5347185	1.0	1.0
gene:TraesCS2A03G0025700	Chr2A	6601068	6601526	+	6601297	Chr2A	5401487	5401945	+	5401716	1.0	0.997
gene:TraesCS2A03G0026200	Chr2A	6713541	6720750	-	6717145	Chr2A	5529232	5536441	-	5532836	1.0	1.0
gene:TraesCS2A03G0026500	Chr2A	6833898	6836259	+	6835078	Chr2A	5648667	5651028	+	5649847	1.0	1.0
gene:TraesCS2A03G0026800	Chr2A	6847261	6865735	+	6856498	Chr2A	5661843	5680597	+	5671220	1.0	1.0
gene:TraesCS2A03G0027000	Chr2A	6870963	6874446	+	6872704	Chr2A	5685825	5689308	+	5687566	1.0	1.0
gene:TraesCS2A03G0027200	Chr2A	6876280	6885119	-	6880699	Chr2A	5691142	5699982	-	5695562	1.0	1.0
gene:TraesCS2A03G0027300	Chr2A	6891123	6896277	+	6893700	Chr2A	5705985	5710913	+	5708449	1.0	1.0
gene:TraesCS2A03G0027400	Chr2A	6897295	6903634	+	6900464	Chr2A	5711931	5717909	+	5714920	1.0	1.0
gene:TraesCS2A03G0027500	Chr2A	6904995	6909268	-	6907131	Chr2A	5719266	5723539	-	5721402	1.0	1.0
gene:TraesCS2A03G0027900	Chr2A	7114869	7118510	+	7116689	Chr2A	5935516	5939167	+	5937341	0.999	0.994
gene:TraesCS2A03G0028400	Chr2A	7216325	7216822	-	7216573	Chr2A	6034484	6034981	-	6034732	1.0	0.982
gene:TraesCS2A03G0028800	Chr2A	7233754	7237627	+	7235690	Chr2A	6048965	6052838	+	6050901	1.0	1.0
gene:TraesCS2A03G0029000	Chr2A	7328862	7329442	-	7329152	Chr2A	6144045	6144625	-	6144335	1.0	1.0
gene:TraesCS2A03G0029100	Chr2A	7406482	7410268	-	7408375	Chr2A	6247390	6251176	-	6249283	1.0	0.999
gene:TraesCS2A03G0029200	Chr2A	7448913	7452453	-	7450683	Chr2A	6289802	6293342	-	6291572	1.0	1.0
gene:TraesCS2A03G0029500	Chr2A	7555929	7559228	+	7557578	Chr2A	6396810	6400109	+	6398459	1.0	1.0
gene:TraesCS2A03G0029600	Chr2A	7563339	7564570	-	7563954	Chr2A	6404220	6405451	-	6404835	1.0	1.0
gene:TraesCS2A03G0029700	Chr2A	7569124	7569672	-	7569398	Chr2A	6414509	6415057	-	6414783	1.0	0.998
gene:TraesCS2A03G0029800	Chr2A	7574152	7575954	+	7575053	Chr2A	6419541	6421342	+	6420441	1.0	1.0
gene:TraesCS2A03G0029900	Chr2A	7585507	7588045	-	7586776	Chr2A	6430884	6433422	-	6432153	1.0	1.0
gene:TraesCS2A03G0030000	Chr2A	7594702	7595382	+	7595042	Chr2A	6440079	6440759	+	6440419	1.0	1.0
gene:TraesCS2A03G0030200	Chr2A	7598011	7601005	+	7599508	Chr2A	6443386	6446380	+	6444883	1.0	1.0
gene:TraesCS2A03G0030500	Chr2A	7611561	7614909	-	7613235	Chr2A	6456798	6460146	-	6458472	1.0	1.0
gene:TraesCS2A03G0030600	Chr2A	7629304	7633851	+	7631577	Chr2A	6474538	6479085	+	6476811	1.0	1.0
gene:TraesCS2A03G0030800	Chr2A	7703695	7706561	-	7705128	Chr2A	6548944	6551810	-	6550377	1.0	1.0
gene:TraesCS2A03G0030900	Chr2A	7708277	7709952	-	7709114	Chr2A	6553526	6555201	-	6554363	1.0	1.0
gene:TraesCS2A03G0031000	Chr2A	7821445	7821819	+	7821632	Chr2A	6667867	6668241	+	6668054	1.0	1.0
gene:TraesCS2A03G0031100	Chr2A	7828624	7832791	+	7830707	Chr2A	6675046	6679213	+	6677129	1.0	1.0
gene:TraesCS2A03G0031200	Chr2A	7847760	7850284	+	7849022	Chr2A	6755476	6758000	+	6756738	1.0	1.0
gene:TraesCS2A03G0031500	Chr2A	7974393	7974638	-	7974515	Chr2A	6881471	6881716	-	6881593	1.0	1.0
gene:TraesCS2A03G0032000	Chr2A	8046439	8047681	+	8047060	Chr2A	6947425	6948667	+	6948046	1.0	1.0
gene:TraesCS2A03G0032100	Chr2A	8053305	8054623	+	8053964	Chr2A	6907230	6908548	+	6907889	1.0	1.0
gene:TraesCS2A03G0032600	Chr2A	8161335	8161580	+	8161457	Chr2A	7062712	7062957	+	7062834	1.0	1.0
gene:TraesCS2A03G0032900	Chr2A	8195350	8196021	+	8195685	Chr2A	7096734	7097405	+	7097069	1.0	1.0
gene:TraesCS2A03G0033000	Chr2A	8242748	8243421	+	8243084	Chr2A	7144106	7144779	+	7144442	1.0	1.0
gene:TraesCS2A03G0033200	Chr2A	8496588	8497826	+	8497207	Chr2A	7362271	7363509	+	7362890	1.0	0.997
gene:TraesCS2A03G0033300	Chr2A	8548521	8554912	+	8551716	Chr2A	7414157	7420548	+	7417352	1.0	1.0
gene:TraesCS2A03G0034000	Chr2A	8678044	8678999	-	8678521	Chr2A	7543790	7544745	-	7544267	1.0	1.0
gene:TraesCS2A03G0034300	Chr2A	8691026	8692151	+	8691588	Chr2A	7556774	7557899	+	7557336	1.0	1.0
gene:TraesCS2A03G0034400	Chr2A	8709301	8716514	-	8712907	Chr2A	7575069	7582282	-	7578675	1.0	1.0
gene:TraesCS2A03G0034600	Chr2A	8850722	8856225	-	8853473	Chr2A	7716600	7722103	-	7719351	1.0	1.0
gene:TraesCS2A03G0034700	Chr2A	8890522	8892207	+	8891364	Chr2A	7756423	7758108	+	7757265	1.0	1.0
gene:TraesCS2A03G0034800	Chr2A	8904391	8906110	+	8905250	Chr2A	7770275	7771994	+	7771134	1.0	0.999
gene:TraesCS2A03G0034900	Chr2A	8908282	8912918	+	8910600	Chr2A	7774178	7778812	+	7776495	1.0	1.0
gene:TraesCS2A03G0035200	Chr2A	8949289	8950740	+	8950014	Chr2A	7815201	7816652	+	7815926	1.0	1.0
gene:TraesCS2A03G0035500	Chr2A	9497087	9499842	+	9498464	Chr2A	8366127	8368882	+	8367504	1.0	1.0
gene:TraesCS2A03G0036100	Chr2A	9609521	9612375	+	9610948	Chr2A	8477814	8480668	+	8479241	1.0	1.0
gene:TraesCS2A03G0036200	Chr2A	9614291	9618881	-	9616586	Chr2A	8482584	8487174	-	8484879	1.0	1.0
gene:TraesCS2A03G0036800	Chr2A	9831458	9833452	-	9832455	Chr2A	8698597	8700591	-	8699594	1.0	1.0
gene:TraesCS2A03G0037000	Chr2A	9864423	9870187	+	9867305	Chr2A	8723483	8729246	+	8726364	1.0	1.0
gene:TraesCS2A03G0037100	Chr2A	9870676	9873085	-	9871880	Chr2A	8729735	8732144	-	8730939	1.0	1.0
gene:TraesCS2A03G0037300	Chr2A	10057499	10059853	-	10058676	Chr2A	8916433	8918787	-	8917610	1.0	1.0
gene:TraesCS2A03G0037500	Chr2A	10101484	10102944	+	10102214	Chr2A	8960427	8961887	+	8961157	1.0	1.0
gene:TraesCS2A03G0037700	Chr2A	10229780	10230394	+	10230087	Chr2A	9088733	9089347	+	9089040	1.0	1.0
gene:TraesCS2A03G0037900	Chr2A	10312993	10314464	+	10313728	Chr2A	9171979	9173450	+	9172714	1.0	0.999
gene:TraesCS2A03G0038000	Chr2A	10316507	10318063	+	10317285	Chr2A	9175493	9177049	+	9176271	1.0	1.0
gene:TraesCS2A03G0038100	Chr2A	10368296	10369996	+	10369146	Chr2A	9227286	9228728	+	9228007	0.997	0.997
gene:TraesCS2A03G0038200	Chr2A	10392963	10394455	+	10393709	Chr2A	9251695	9253187	+	9252441	1.0	1.0
gene:TraesCS2A03G0038300	Chr2A	10404599	10408710	+	10406654	Chr2A	9263340	9267451	+	9265395	1.0	1.0
gene:TraesCS2A03G0038400	Chr2A	10412476	10414101	+	10413288	Chr2A	9271217	9272842	+	9272029	1.0	0.999
gene:TraesCS2A03G0038500	Chr2A	10419981	10421441	-	10420711	Chr2A	9278738	9280198	-	9279468	1.0	1.0
gene:TraesCS2A03G0038800	Chr2A	10440469	10442337	-	10441403	Chr2A	9299084	9300952	-	9300018	1.0	0.998
gene:TraesCS2A03G0039100	Chr2A	11017143	11018591	-	11017867	Chr2A	9746951	9748399	-	9747675	1.0	1.0
gene:TraesCS2A03G0039400	Chr2A	11049077	11050675	+	11049876	Chr2A	9778899	9780497	+	9779698	1.0	1.0
gene:TraesCS2A03G0039500	Chr2A	11054856	11056310	-	11055583	Chr2A	9784678	9786132	-	9785405	1.0	1.0
gene:TraesCS2A03G0039700	Chr2A	11060893	11063346	+	11062119	Chr2A	9790721	9793174	+	9791947	1.0	1.0
gene:TraesCS2A03G0039800	Chr2A	11150494	11152195	-	11151344	Chr2A	9880338	9882039	-	9881188	1.0	1.0
gene:TraesCS2A03G0039900	Chr2A	11157585	11158064	-	11157824	Chr2A	9887429	9887908	-	9887668	1.0	0.997
gene:TraesCS2A03G0040600	Chr2A	11218311	11221536	-	11219923	Chr2A	9948187	9951412	-	9949799	1.0	1.0
gene:TraesCS2A03G0040700	Chr2A	11308933	11312689	-	11310811	Chr2A	10046315	10050071	-	10048193	1.0	0.999
gene:TraesCS2A03G0041300	Chr2A	11324593	11326032	-	11325312	Chr2A	10060238	10061680	-	10060959	1.0	0.997
gene:TraesCS2A03G0041200	Chr2A	11324593	11326032	-	11325312	Chr2A	10060238	10061680	-	10060959	1.0	0.997
gene:TraesCS2A03G0041500	Chr2A	11328015	11328869	-	11328442	Chr2A	10913705	10914560	+	10914132	1.0	0.995
gene:TraesCS2A03G0041600	Chr2A	11328015	11328869	-	11328442	Chr2A	10913705	10914560	+	10914132	1.0	0.995
gene:TraesCS2A03G0041400	Chr2A	11328015	11328869	-	11328442	Chr2A	10913705	10914560	+	10914132	1.0	0.995
gene:TraesCS2A03G0042000	Chr2A	11381853	11383879	+	11382866	Chr2A	10072074	10074100	+	10073087	1.0	1.0
gene:TraesCS2A03G0042300	Chr2A	11632000	11634387	+	11633193	Chr2A	10322046	10324433	+	10323239	1.0	1.0
gene:TraesCS2A03G0042400	Chr2A	11662733	11663308	-	11663020	Chr2A	10352779	10353354	-	10353066	1.0	1.0
gene:TraesCS2A03G0042500	Chr2A	11666485	11667438	-	11666961	Chr2A	10356523	10357476	-	10356999	1.0	0.98
gene:TraesCS2A03G0042800	Chr2A	11683659	11684394	-	11684026	Chr2A	10373707	10374442	-	10374074	1.0	1.0
gene:TraesCS2A03G0042900	Chr2A	11693710	11694898	-	11694304	Chr2A	10383758	10384946	-	10384352	1.0	1.0
gene:TraesCS2A03G0043400	Chr2A	11752168	11754017	+	11753092	Chr2A	10442224	10444073	+	10443148	1.0	0.995
gene:TraesCS2A03G0043600	Chr2A	11887767	11889468	+	11888617	Chr2A	10576354	10578055	+	10577204	1.0	1.0
gene:TraesCS2A03G0044400	Chr2A	11966365	11967985	+	11967175	Chr2A	10653063	10654683	+	10653873	1.0	1.0
gene:TraesCS2A03G0044500	Chr2A	12103080	12103741	+	12103410	Chr2A	10788352	10789013	+	10788682	1.0	0.996
gene:TraesCS2A03G0044800	Chr2A	12279438	12281423	-	12280430	Chr2A	10966321	10968306	-	10967313	1.0	1.0
gene:TraesCS2A03G0045000	Chr2A	12415768	12416658	+	12416213	Chr2A	11096561	11097451	+	11097006	1.0	1.0
gene:TraesCS2A03G0045100	Chr2A	12436869	12437720	+	12437294	Chr2A	11117661	11118512	+	11118086	1.0	1.0
gene:TraesCS2A03G0045200	Chr2A	12453651	12456342	-	12454996	Chr2A	11134442	11137133	-	11135787	1.0	1.0
gene:TraesCS2A03G0045500	Chr2A	12797591	12799207	+	12798399	Chr2A	11478702	11480318	+	11479510	1.0	1.0
gene:TraesCS2A03G0045600	Chr2A	12817959	12819670	-	12818814	Chr2A	11497999	11499710	-	11498854	1.0	1.0
gene:TraesCS2A03G0045700	Chr2A	12838317	12841002	+	12839659	Chr2A	11518357	11521042	+	11519699	1.0	1.0
gene:TraesCS2A03G0046000	Chr2A	12913556	12918974	+	12916265	Chr2A	11638816	11644234	+	11641525	1.0	1.0
gene:TraesCS2A03G0046100	Chr2A	12928695	12934990	-	12931842	Chr2A	11649636	11655931	-	11652783	1.0	1.0
gene:TraesCS2A03G0046400	Chr2A	13060511	13064012	+	13062261	Chr2A	11805267	11808769	+	11807018	1.0	0.998
gene:TraesCS2A03G0046500	Chr2A	13065737	13082790	-	13074263	Chr2A	11810483	11827540	-	11819011	1.0	0.998
gene:TraesCS2A03G0046800	Chr2A	13174258	13176698	-	13175478	Chr2A	11919011	11921451	-	11920231	1.0	1.0
gene:TraesCS2A03G0046900	Chr2A	13241542	13245181	+	13243361	Chr2A	11987630	11991201	+	11989415	0.986	0.965
gene:TraesCS2A03G0047000	Chr2A	13310636	13312962	+	13311799	Chr2A	12014699	12017057	+	12015878	1.0	0.959
gene:TraesCS2A03G0047100	Chr2A	13321859	13325316	-	13323587	Chr2A	12023384	12026810	-	12025097	0.979	0.929
gene:TraesCS2A03G0047300	Chr2A	13352800	13354685	-	13353742	Chr2A	12062772	12064684	-	12063728	0.999	0.942
gene:TraesCS2A03G0047600	Chr2A	13540410	13542837	+	13541623	Chr2A	12111957	12114385	+	12113171	1.0	0.961
gene:TraesCS2A03G0047700	Chr2A	13633004	13634685	-	13633844	Chr2A	12127434	12129126	-	12128280	1.0	0.929
gene:TraesCS2A03G0048500	Chr2A	13937039	13937815	-	13937427	Chr2A	12387803	12388579	-	12388191	1.0	1.0
gene:TraesCS2A03G0048600	Chr2A	13943973	13946675	+	13945324	Chr2A	12394424	12397126	+	12395775	1.0	1.0
gene:TraesCS2A03G0048800	Chr2A	13952289	13958458	-	13955373	Chr2A	12402740	12408899	-	12405819	1.0	0.999
gene:TraesCS2A03G0048900	Chr2A	13960272	13964316	+	13962294	Chr2A	12410713	12414756	+	12412734	1.0	1.0
gene:TraesCS2A03G0049100	Chr2A	13974010	13974542	+	13974276	Chr2A	12424181	12424713	+	12424447	1.0	1.0
gene:TraesCS2A03G0049400	Chr2A	14015052	14015619	+	14015335	Chr2A	12464358	12464925	+	12464641	1.0	1.0
gene:TraesCS2A03G0049900	Chr2A	14658303	14688897	+	14673600	Chr2A	13310039	13340283	+	13325161	1.0	1.0
gene:TraesCS2A03G0050200	Chr2A	14736716	14746690	-	14741703	Chr2A	13385868	13395607	-	13390737	1.0	1.0
gene:TraesCS2A03G0050300	Chr2A	14748820	14751697	-	14750258	Chr2A	13397737	13400614	-	13399175	1.0	1.0
gene:TraesCS2A03G0050700	Chr2A	14795134	14812092	+	14803613	Chr2A	13444158	13460652	+	13452405	1.0	1.0
gene:TraesCS2A03G0050800	Chr2A	14816844	14819151	-	14817997	Chr2A	13465399	13467706	-	13466552	1.0	0.999
gene:TraesCS2A03G0050900	Chr2A	14823990	14826760	-	14825375	Chr2A	13472546	13475315	-	13473930	1.0	1.0
gene:TraesCS2A03G0051100	Chr2A	14828938	14830086	-	14829512	Chr2A	13477493	13478641	-	13478067	1.0	1.0
gene:TraesCS2A03G0051200	Chr2A	14830147	14831638	-	14830892	Chr2A	13478702	13480193	-	13479447	1.0	1.0
gene:TraesCS2A03G0051300	Chr2A	14889550	14892420	-	14890985	Chr2A	13537342	13540212	-	13538777	1.0	1.0
gene:TraesCS2A03G0051500	Chr2A	14896814	14898235	-	14897524	Chr2A	13544450	13545871	-	13545160	1.0	1.0
gene:TraesCS2A03G0051600	Chr2A	14904730	14909564	+	14907147	Chr2A	13552241	13556809	+	13554525	1.0	1.0
gene:TraesCS2A03G0051700	Chr2A	14912427	14928730	-	14920578	Chr2A	13559672	13575974	-	13567823	1.0	1.0
gene:TraesCS2A03G0051800	Chr2A	14934891	14937615	+	14936253	Chr2A	13581912	13584636	+	13583274	1.0	1.0
gene:TraesCS2A03G0052000	Chr2A	15019047	15020652	-	15019849	Chr2A	13646242	13647847	-	13647044	1.0	0.998
gene:TraesCS2A03G0052200	Chr2A	15044165	15045443	-	15044804	Chr2A	13671360	13672638	-	13671999	1.0	1.0
gene:TraesCS2A03G0052400	Chr2A	15073731	15075397	-	15074564	Chr2A	13700666	13702332	-	13701499	1.0	1.0
gene:TraesCS2A03G0052500	Chr2A	15101408	15103597	-	15102502	Chr2A	13728343	13730532	-	13729437	1.0	1.0
gene:TraesCS2A03G0052600	Chr2A	15111552	15113654	-	15112603	Chr2A	13738487	13740589	-	13739538	1.0	1.0
gene:TraesCS2A03G0052900	Chr2A	15131607	15134661	-	15133134	Chr2A	13757523	13760596	-	13759059	0.998	0.979
gene:TraesCS2A03G0053000	Chr2A	15134839	15143769	-	15139304	Chr2A	13760774	13769534	-	13765154	1.0	0.999
gene:TraesCS2A03G0053100	Chr2A	15147760	15162582	-	15155171	Chr2A	13773525	13787754	-	13780639	1.0	0.999
gene:TraesCS2A03G0053200	Chr2A	15180774	15181670	-	15181222	Chr2A	13805145	13806041	-	13805593	1.0	1.0
