gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Fielder_tgt_chr	Fielder_tgt_start	Fielder_tgt_end	Fielder_tgt_strand	Fielder_tgt_midpoint	Fielder_coverage	Fielder_identity
gene:TraesCS6B03G0033400	Chr6B	10905821	10908096	+	10906958	Chr6B	8497800	8500042	+	8498921	0.979	0.977
gene:TraesCS6B03G0033500	Chr6B	10938435	10940673	+	10939554	Chr6B	8553741	8555969	+	8554855	1.0	0.961
gene:TraesCS6B03G0033600	Chr6B	10962075	10964296	+	10963185	Chr6B	8567772	8569884	+	8568828	0.999	0.953
gene:TraesCS6B03G0033800	Chr6B	10998475	11001018	-	10999746	Chr6B	8606518	8609061	-	8607789	1.0	0.997
gene:TraesCS6B03G0034000	Chr6B	11046893	11049024	-	11047958	Chr6B	8653259	8655381	-	8654320	0.992	0.986
gene:TraesCS6B03G0034300	Chr6B	11071854	11073487	+	11072670	Chr6B	8678432	8680065	+	8679248	1.0	1.0
gene:TraesCS6B03G0034700	Chr6B	11183815	11188148	-	11185981	Chr6B	8791632	8795965	-	8793798	1.0	0.998
gene:TraesCS6B03G0035400	Chr6B	11487222	11488560	+	11487891	Chr6B	9032890	9034228	+	9033559	1.0	0.998
gene:TraesCS6B03G0036200	Chr6B	11768711	11769156	-	11768933	Chr6B	9309840	9310285	-	9310062	1.0	0.996
gene:TraesCS6B03G0036400	Chr6B	11794719	11800800	-	11797759	Chr6B	9335602	9341711	-	9338656	1.0	0.996
gene:TraesCS6B03G0036600	Chr6B	11876881	11885297	-	11881089	Chr6B	9417491	9425907	-	9421699	1.0	1.0
gene:TraesCS6B03G0036800	Chr6B	11938984	11939478	+	11939231	Chr6B	9479312	9479806	+	9479559	1.0	1.0
gene:TraesCS6B03G0036900	Chr6B	12335973	12337943	+	12336958	Chr6B	9684517	9686510	+	9685513	1.0	0.984
gene:TraesCS6B03G0037200	Chr6B	12386672	12391244	+	12388958	Chr6B	9909932	9914504	+	9912218	1.0	0.999
gene:TraesCS6B03G0037400	Chr6B	12471528	12476785	+	12474156	Chr6B	9993494	9998750	+	9996122	1.0	0.998
gene:TraesCS6B03G0039400	Chr6B	13077700	13079362	-	13078531	Chr6B	10592894	10594556	-	10593725	1.0	0.998
gene:TraesCS6B03G0039500	Chr6B	13080243	13084757	-	13082500	Chr6B	10595437	10599951	-	10597694	1.0	1.0
gene:TraesCS6B03G0040000	Chr6B	13256822	13258912	+	13257867	Chr6B	10757588	10759545	+	10758566	0.929	0.919
gene:TraesCS6B03G0041000	Chr6B	13502812	13504261	+	13503536	Chr6B	11335853	11337302	+	11336577	1.0	0.991
gene:TraesCS6B03G0041100	Chr6B	13732403	13734287	-	13733345	Chr6B	11536224	11538059	-	11537141	0.974	0.948
gene:TraesCS6B03G0041300	Chr6B	13745451	13748564	-	13747007	Chr6B	11544067	11546860	-	11545463	0.997	0.928
gene:TraesCS6B03G0041500	Chr6B	13773673	13777225	-	13775449	Chr6B	11598640	11602438	-	11600539	0.992	0.943
gene:TraesCS6B03G0041700	Chr6B	13786184	13786858	-	13786521	Chr6B	11607547	11608221	-	11607884	1.0	0.994
gene:TraesCS6B03G0041900	Chr6B	13805020	13813648	-	13809334	Chr6B	11635265	11643492	-	11639378	0.984	0.957
gene:TraesCS6B03G0042000	Chr6B	13896154	13896780	-	13896467	Chr6B	11709764	11710414	-	11710089	1.0	0.913
gene:TraesCS6B03G0042100	Chr6B	13915421	13916323	-	13915872	Chr6B	11763420	11764302	-	11763861	0.989	0.915
gene:TraesCS6B03G0042300	Chr6B	13957233	13958006	-	13957619	Chr6B	11792406	11793180	-	11792793	1.0	0.966
gene:TraesCS6B03G0042400	Chr6B	14001416	14002066	-	14001741	Chr6B	11808779	11809429	-	11809104	1.0	0.976
gene:TraesCS6B03G0042500	Chr6B	14007864	14013433	-	14010648	Chr6B	11815051	11820834	-	11817942	1.0	0.981
gene:TraesCS6B03G0042600	Chr6B	14025460	14027670	+	14026565	Chr6B	11835244	11837456	+	11836350	1.0	0.995
gene:TraesCS6B03G0042800	Chr6B	14027886	14029565	-	14028725	Chr6B	11837672	11839363	-	11838517	1.0	0.984
gene:TraesCS6B03G0043100	Chr6B	14059612	14061041	-	14060326	Chr6B	11862926	11864359	-	11863642	0.99	0.977
gene:TraesCS6B03G0043200	Chr6B	14062257	14065736	+	14063996	Chr6B	11865575	11869087	+	11867331	1.0	0.995
gene:TraesCS6B03G0043300	Chr6B	14072311	14073899	-	14073105	Chr6B	11875499	11877087	-	11876293	1.0	0.995
gene:TraesCS6B03G0043400	Chr6B	14080412	14081158	+	14080785	Chr6B	11883304	11884050	+	11883677	1.0	0.997
gene:TraesCS6B03G0043900	Chr6B	14087824	14088411	+	14088117	Chr6B	11890722	11891309	+	11891015	1.0	0.996
gene:TraesCS6B03G0046400	Chr6B	14531892	14532704	-	14532298	Chr6B	12197141	12197958	-	12197549	1.0	0.977
gene:TraesCS6B03G0046600	Chr6B	14601611	14605189	-	14603400	Chr6B	12308467	12312058	-	12310262	0.996	0.983
gene:TraesCS6B03G0047600	Chr6B	15529834	15532751	-	15531292	Chr6B	12822279	12825195	+	12823737	0.999	0.982
gene:TraesCS6B03G0047700	Chr6B	15539564	15541528	+	15540546	Chr6B	12803516	12805404	-	12804460	0.973	0.956
gene:TraesCS6B03G0047900	Chr6B	15544116	15545611	+	15544863	Chr6B	12801206	12802682	-	12801944	0.985	0.952
gene:TraesCS6B03G0048100	Chr6B	15557607	15561532	+	15559569	Chr6B	12940372	12944337	+	12942354	0.991	0.967
gene:TraesCS6B03G0048200	Chr6B	15564426	15571930	+	15568178	Chr6B	12947234	12954491	+	12950862	0.99	0.98
gene:TraesCS6B03G0048500	Chr6B	15628039	15628491	+	15628265	Chr6B	13032822	13033274	+	13033048	1.0	0.997
gene:TraesCS6B03G0048600	Chr6B	15650823	15653319	-	15652071	Chr6B	13050417	13052913	-	13051665	1.0	0.997
gene:TraesCS6B03G0048700	Chr6B	15677088	15680259	-	15678673	Chr6B	13076973	13080177	-	13078575	1.0	0.978
gene:TraesCS6B03G0049100	Chr6B	15925509	15926204	+	15925856	Chr6B	13674049	13674745	-	13674397	1.0	0.961
gene:TraesCS6B03G0049700	Chr6B	16476231	16477370	-	16476800	Chr6B	13302552	13303666	-	13303109	0.974	0.903
gene:TraesCS6B03G0050800	Chr6B	16959158	16962952	-	16961055	Chr6B	13855580	13859375	-	13857477	1.0	0.994
gene:TraesCS6B03G0051000	Chr6B	16978023	16980204	-	16979113	Chr6B	13871536	13873717	-	13872626	1.0	0.984
gene:TraesCS6B03G0051100	Chr6B	16988444	16989999	+	16989221	Chr6B	13880387	13881942	+	13881164	1.0	0.974
gene:TraesCS6B03G0051200	Chr6B	16998036	16999306	-	16998671	Chr6B	13890043	13891312	-	13890677	0.988	0.963
gene:TraesCS6B03G0051400	Chr6B	17002091	17003860	-	17002975	Chr6B	13894097	13895863	-	13894980	1.0	0.996
gene:TraesCS6B03G0051600	Chr6B	17119363	17121035	-	17120199	Chr6B	13990509	13992184	-	13991346	1.0	0.995
gene:TraesCS6B03G0051700	Chr6B	17151794	17153507	+	17152650	Chr6B	14023411	14025125	+	14024268	1.0	0.998
gene:TraesCS6B03G0051800	Chr6B	17189455	17190896	+	17190175	Chr6B	14060181	14061624	+	14060902	1.0	0.975
gene:TraesCS6B03G0052000	Chr6B	17273509	17275098	-	17274303	Chr6B	14072595	14074091	-	14073343	0.937	0.921
gene:TraesCS6B03G0052200	Chr6B	17316306	17322278	+	17319292	Chr6B	14075996	14081953	+	14078974	0.989	0.978
gene:TraesCS6B03G0052300	Chr6B	17324936	17329772	+	17327354	Chr6B	14084630	14089420	+	14087025	0.985	0.982
gene:TraesCS6B03G0052500	Chr6B	17332621	17333787	+	17333204	Chr6B	14092329	14093495	+	14092912	1.0	1.0
gene:TraesCS6B03G0052700	Chr6B	17344959	17346496	+	17345727	Chr6B	14096238	14097775	+	14097006	1.0	0.995
gene:TraesCS6B03G0052900	Chr6B	17351890	17353378	+	17352634	Chr6B	14112286	14113783	+	14113034	1.0	0.987
gene:TraesCS6B03G0053000	Chr6B	17354873	17356299	+	17355586	Chr6B	14117255	14118681	+	14117968	1.0	0.991
gene:TraesCS6B03G0053100	Chr6B	17361952	17363378	+	17362665	Chr6B	14124223	14125649	+	14124936	1.0	0.991
gene:TraesCS6B03G0053200	Chr6B	17420210	17420749	-	17420479	Chr6B	14199488	14200027	-	14199757	1.0	0.974
gene:TraesCS6B03G0053500	Chr6B	17474757	17476173	-	17475465	Chr6B	14268897	14270277	-	14269587	0.974	0.968
gene:TraesCS6B03G0053600	Chr6B	17477571	17477953	-	17477762	Chr6B	14271667	14272049	-	14271858	1.0	0.987
gene:TraesCS6B03G0053700	Chr6B	17482169	17482761	-	17482465	Chr6B	14276213	14276811	-	14276512	1.0	0.987
gene:TraesCS6B03G0053900	Chr6B	17542927	17548034	-	17545480	Chr6B	14403615	14408716	-	14406165	0.969	0.967
gene:TraesCS6B03G0054200	Chr6B	17570064	17570525	-	17570294	Chr6B	14437204	14437665	-	14437434	1.0	1.0
gene:TraesCS6B03G0054700	Chr6B	17642075	17642536	-	17642305	Chr6B	17545129	17545590	-	17545359	1.0	0.997
gene:TraesCS6B03G0054800	Chr6B	17642646	17643236	-	17642941	Chr6B	17545700	17546320	-	17546010	1.0	0.945
gene:TraesCS6B03G0054900	Chr6B	17647600	17649827	-	17648713	Chr6B	17549872	17552099	-	17550985	1.0	0.996
gene:TraesCS6B03G0055700	Chr6B	17883132	17883398	-	17883265	Chr6B	18064268	18064534	-	18064401	1.0	1.0
gene:TraesCS6B03G0055800	Chr6B	17894796	17895062	+	17894929	Chr6B	18076485	18076751	+	18076618	1.0	1.0
gene:TraesCS6B03G0055900	Chr6B	18118663	18120067	+	18119365	Chr6B	18390179	18391583	+	18390881	1.0	0.997
gene:TraesCS6B03G0056000	Chr6B	18123160	18128009	-	18125584	Chr6B	18395092	18399704	-	18397398	0.943	0.941
gene:TraesCS6B03G0056200	Chr6B	18140661	18146770	+	18143715	Chr6B	18412697	18418719	+	18415708	0.975	0.962
gene:TraesCS6B03G0056800	Chr6B	18230819	18231280	-	18231049	Chr6B	19012335	19012796	-	19012565	1.0	0.997
gene:TraesCS6B03G0057000	Chr6B	18245649	18247177	-	18246413	Chr6B	19044563	19046073	-	19045318	0.988	0.981
gene:TraesCS6B03G0057100	Chr6B	18258902	18261863	-	18260382	Chr6B	19061137	19064023	-	19062580	0.962	0.956
gene:TraesCS6B03G0057400	Chr6B	18286152	18289433	-	18287792	Chr6B	19299918	19303200	-	19301559	1.0	0.993
gene:TraesCS6B03G0057800	Chr6B	18391461	18392135	-	18391798	Chr6B	19387727	19388401	-	19388064	1.0	0.997
gene:TraesCS6B03G0058300	Chr6B	18406857	18408844	-	18407850	Chr6B	19401752	19403739	-	19402745	1.0	0.998
gene:TraesCS6B03G0058400	Chr6B	18722780	18723913	-	18723346	Chr6B	19707130	19708263	-	19707696	1.0	0.999
gene:TraesCS6B03G0058600	Chr6B	18751634	18752794	-	18752214	Chr6B	19735446	19736606	-	19736026	1.0	0.993
gene:TraesCS6B03G0058700	Chr6B	18758565	18759719	-	18759142	Chr6B	19740732	19741886	-	19741309	1.0	0.991
gene:TraesCS6B03G0059200	Chr6B	18789158	18796933	-	18793045	Chr6B	19771291	19779035	-	19775163	0.991	0.985
gene:TraesCS6B03G0059300	Chr6B	18798866	18802124	-	18800495	Chr6B	19780792	19783995	-	19782393	0.968	0.949
gene:TraesCS6B03G0059800	Chr6B	18921169	18921738	-	18921453	Chr6B	19837564	19838133	-	19837848	1.0	0.956
gene:TraesCS6B03G0059900	Chr6B	18925907	18926449	-	18926178	Chr6B	19842717	19843259	-	19842988	1.0	0.966
gene:TraesCS6B03G0060200	Chr6B	18950001	18950570	-	18950285	Chr6B	19847453	19848022	-	19847737	1.0	0.989
gene:TraesCS6B03G0060300	Chr6B	18951652	18955977	-	18953814	Chr6B	19849102	19853398	-	19851250	0.999	0.989
gene:TraesCS6B03G0060400	Chr6B	18959381	18964102	+	18961741	Chr6B	19856759	19861468	+	19859113	0.986	0.97
gene:TraesCS6B03G0060500	Chr6B	19259304	19278233	+	19268768	Chr6B	20112301	20131272	+	20121786	1.0	1.0
gene:TraesCS6B03G0060600	Chr6B	19269168	19269908	+	19269538	Chr6B	20122209	20122949	+	20122579	1.0	1.0
gene:TraesCS6B03G0060800	Chr6B	19286287	19287822	+	19287054	Chr6B	20139324	20140859	+	20140091	1.0	1.0
gene:TraesCS6B03G0061100	Chr6B	19342776	19343237	+	19343006	Chr6B	20195811	20196272	+	20196041	1.0	1.0
gene:TraesCS6B03G0061200	Chr6B	19360463	19361437	+	19360950	Chr6B	20213500	20214474	+	20213987	1.0	1.0
gene:TraesCS6B03G0061500	Chr6B	19449611	19450915	+	19450263	Chr6B	20302626	20303930	+	20303278	1.0	1.0
gene:TraesCS6B03G0061900	Chr6B	19453760	19455056	+	19454408	Chr6B	20306776	20308072	+	20307424	1.0	1.0
gene:TraesCS6B03G0062000	Chr6B	19461239	19464989	+	19463114	Chr6B	20314223	20317973	+	20316098	1.0	1.0
gene:TraesCS6B03G0062600	Chr6B	19566807	19567490	-	19567148	Chr6B	20416666	20417349	-	20417007	1.0	1.0
gene:TraesCS6B03G0062800	Chr6B	19628098	19629681	+	19628889	Chr6B	20477947	20479530	+	20478738	1.0	1.0
gene:TraesCS6B03G0062900	Chr6B	19701508	19702074	+	19701791	Chr6B	20551444	20552010	+	20551727	1.0	1.0
gene:TraesCS6B03G0063300	Chr6B	19984085	19984573	+	19984329	Chr6B	20834113	20834601	+	20834357	1.0	1.0
gene:TraesCS6B03G0063400	Chr6B	20009684	20010319	+	20010001	Chr6B	20859715	20860350	+	20860032	1.0	1.0
gene:TraesCS6B03G0063600	Chr6B	20050119	20050455	-	20050287	Chr6B	20900190	20900526	-	20900358	1.0	1.0
gene:TraesCS6B03G0064100	Chr6B	20104089	20104859	-	20104474	Chr6B	20954161	20954931	-	20954546	1.0	0.998
gene:TraesCS6B03G0064400	Chr6B	20239279	20244945	-	20242112	Chr6B	21089019	21094684	-	21091851	1.0	1.0
gene:TraesCS6B03G0064500	Chr6B	20389866	20392134	+	20391000	Chr6B	21232422	21234690	+	21233556	1.0	1.0
gene:TraesCS6B03G0064700	Chr6B	20408534	20418327	+	20413430	Chr6B	21250280	21260073	+	21255176	1.0	1.0
gene:TraesCS6B03G0064800	Chr6B	20427149	20429657	+	20428403	Chr6B	21268737	21271245	+	21269991	1.0	1.0
gene:TraesCS6B03G0065000	Chr6B	20430039	20433975	-	20432007	Chr6B	21271627	21275563	-	21273595	1.0	1.0
gene:TraesCS6B03G0065100	Chr6B	20512314	20513471	-	20512892	Chr6B	21353746	21354903	-	21354324	1.0	1.0
gene:TraesCS6B03G0065400	Chr6B	20546501	20547743	+	20547122	Chr6B	21387933	21389175	+	21388554	1.0	1.0
gene:TraesCS6B03G0065700	Chr6B	20715922	20716830	-	20716376	Chr6B	21548636	21549544	-	21549090	1.0	1.0
gene:TraesCS6B03G0065800	Chr6B	20739221	20742345	-	20740783	Chr6B	21571606	21574730	-	21573168	1.0	1.0
gene:TraesCS6B03G0066300	Chr6B	20814231	20816681	-	20815456	Chr6B	21641070	21643520	-	21642295	1.0	1.0
gene:TraesCS6B03G0066400	Chr6B	20910951	20929091	+	20920021	Chr6B	21737866	21756005	+	21746935	1.0	1.0
gene:TraesCS6B03G0066800	Chr6B	20970292	20971927	+	20971109	Chr6B	21796884	21798519	+	21797701	1.0	0.999
gene:TraesCS6B03G0067000	Chr6B	21014532	21018710	+	21016621	Chr6B	21842443	21846621	+	21844532	1.0	1.0
gene:TraesCS6B03G0067300	Chr6B	21031108	21035779	+	21033443	Chr6B	21855398	21860123	+	21857760	1.0	0.98
gene:TraesCS6B03G0067500	Chr6B	21058476	21058988	-	21058732	Chr6B	21882825	21883337	-	21883081	1.0	1.0
gene:TraesCS6B03G0067800	Chr6B	21150018	21150546	-	21150282	Chr6B	21974363	21974891	-	21974627	1.0	0.998
gene:TraesCS6B03G0067900	Chr6B	21153256	21153654	-	21153455	Chr6B	22165941	22166339	-	22166140	1.0	1.0
gene:TraesCS6B03G0068100	Chr6B	21163414	21165123	-	21164268	Chr6B	22176093	22177802	-	22176947	1.0	0.999
gene:TraesCS6B03G0068200	Chr6B	21179445	21184616	+	21182030	Chr6B	22192128	22197299	+	22194713	1.0	0.999
gene:TraesCS6B03G0068400	Chr6B	21238179	21244392	+	21241285	Chr6B	22308973	22315188	+	22312080	1.0	1.0
gene:TraesCS6B03G0068600	Chr6B	21256700	21256930	+	21256815	Chr6B	22327499	22327729	+	22327614	1.0	1.0
gene:TraesCS6B03G0069000	Chr6B	21278007	21281519	+	21279763	Chr6B	22348825	22352337	+	22350581	1.0	1.0
gene:TraesCS6B03G0069200	Chr6B	21312367	21314110	-	21313238	Chr6B	22383194	22384937	-	22384065	1.0	0.999
gene:TraesCS6B03G0069400	Chr6B	21394834	21398210	+	21396522	Chr6B	22465675	22469051	+	22467363	1.0	1.0
