gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Fielder_tgt_chr	Fielder_tgt_start	Fielder_tgt_end	Fielder_tgt_strand	Fielder_tgt_midpoint	Fielder_coverage	Fielder_identity
gene:TraesCS7A03G0018100	Chr7A	4100967	4104780	-	4102873	Chr7A	2712942	2716760	+	2714851	1.0	0.971
gene:TraesCS7A03G0018600	Chr7A	4132285	4134938	-	4133611	Chr7A	2594692	2597345	+	2596018	1.0	0.988
gene:TraesCS7A03G0018700	Chr7A	4138504	4139672	+	4139088	Chr7A	2589954	2591120	-	2590537	1.0	0.987
gene:TraesCS7A03G0018900	Chr7A	4184804	4189871	-	4187337	Chr7A	2539271	2544339	+	2541805	1.0	0.989
gene:TraesCS7A03G0019200	Chr7A	4325829	4328918	-	4327373	Chr7A	2426358	2429405	+	2427881	0.998	0.991
gene:TraesCS7A03G0019300	Chr7A	4371114	4374524	-	4372819	Chr7A	2405463	2408908	+	2407185	1.0	0.992
gene:TraesCS7A03G0019500	Chr7A	4446713	4449380	-	4448046	Chr7A	2347413	2350080	+	2348746	1.0	0.989
gene:TraesCS7A03G0037400	Chr7A	8065119	8067440	-	8066279	Chr7A	8010033	8012213	-	8011123	0.99	0.952
gene:TraesCS7A03G0037500	Chr7A	8067789	8074281	-	8071035	Chr7A	8012562	8019041	-	8015801	0.996	0.994
gene:TraesCS7A03G0037600	Chr7A	8074507	8078975	+	8076741	Chr7A	8019316	8023449	+	8021382	0.94	0.903
gene:TraesCS7A03G0037700	Chr7A	8079325	8081812	+	8080568	Chr7A	8023727	8026234	+	8024980	0.976	0.927
gene:TraesCS7A03G0037800	Chr7A	8109989	8111788	+	8110888	Chr7A	8030943	8032760	+	8031851	0.991	0.926
gene:TraesCS7A03G0037900	Chr7A	8115358	8116697	+	8116027	Chr7A	8036246	8037580	+	8036913	0.981	0.934
gene:TraesCS7A03G0038500	Chr7A	8207938	8211349	-	8209643	Chr7A	8089130	8092593	-	8090861	0.987	0.98
gene:TraesCS7A03G0038600	Chr7A	8246254	8249389	+	8247821	Chr7A	8131333	8134468	+	8132900	1.0	0.987
gene:TraesCS7A03G0038700	Chr7A	8252788	8254596	-	8253692	Chr7A	8140919	8142734	-	8141826	0.983	0.946
gene:TraesCS7A03G0038800	Chr7A	8297439	8298818	+	8298128	Chr7A	8165511	8166840	+	8166175	1.0	0.989
gene:TraesCS7A03G0038900	Chr7A	8304816	8306652	+	8305734	Chr7A	8172861	8174696	+	8173778	1.0	0.996
gene:TraesCS7A03G0039300	Chr7A	8357539	8357709	+	8357624	Chr7A	8207335	8207505	+	8207420	1.0	0.994
gene:TraesCS7A03G0039600	Chr7A	8392590	8392778	+	8392684	Chr7A	8248653	8248841	+	8248747	1.0	0.978
gene:TraesCS7A03G0039500	Chr7A	8392181	8395198	-	8393689	Chr7A	8248243	8251288	-	8249765	0.996	0.98
gene:TraesCS7A03G0039700	Chr7A	8398645	8401230	+	8399937	Chr7A	8271900	8274485	+	8273192	1.0	0.997
gene:TraesCS7A03G0040000	Chr7A	8413816	8414663	-	8414239	Chr7A	8291234	8292081	-	8291657	1.0	0.993
gene:TraesCS7A03G0040100	Chr7A	8416437	8418697	+	8417567	Chr7A	8293856	8296148	+	8295002	1.0	0.987
gene:TraesCS7A03G0041300	Chr7A	8765956	8771484	-	8768720	Chr7A	8347016	8352544	-	8349780	1.0	0.997
gene:TraesCS7A03G0041400	Chr7A	8773031	8777173	-	8775102	Chr7A	8354016	8358199	-	8356107	0.994	0.976
gene:TraesCS7A03G0041500	Chr7A	8777742	8780742	-	8779242	Chr7A	8358759	8361761	-	8360260	1.0	0.992
gene:TraesCS7A03G0041700	Chr7A	8884574	8886768	+	8885671	Chr7A	8482573	8484738	+	8483655	0.983	0.98
gene:TraesCS7A03G0041900	Chr7A	8886782	8889674	-	8888228	Chr7A	8484745	8487532	-	8486138	0.913	0.909
gene:TraesCS7A03G0042000	Chr7A	8894178	8896509	+	8895343	Chr7A	8491926	8494317	+	8493121	0.999	0.995
gene:TraesCS7A03G0042200	Chr7A	8931580	8932227	-	8931903	Chr7A	8513775	8514422	-	8514098	1.0	0.996
gene:TraesCS7A03G0042100	Chr7A	8931580	8932227	-	8931903	Chr7A	8513775	8514422	-	8514098	1.0	0.996
gene:TraesCS7A03G0042900	Chr7A	9049554	9051183	+	9050368	Chr7A	8606578	8608207	+	8607392	1.0	0.995
gene:TraesCS7A03G0043100	Chr7A	9068681	9070066	+	9069373	Chr7A	8626990	8628375	+	8627682	1.0	0.995
gene:TraesCS7A03G0043200	Chr7A	9103921	9106031	+	9104976	Chr7A	8640008	8642117	+	8641062	0.999	0.994
gene:TraesCS7A03G0043500	Chr7A	9183618	9187813	+	9185715	Chr7A	9001798	9006216	+	9004007	1.0	0.94
gene:TraesCS7A03G0045200	Chr7A	9395491	9396856	+	9396173	Chr7A	9141252	9142637	+	9141944	0.988	0.934
gene:TraesCS7A03G0045300	Chr7A	9400168	9401949	-	9401058	Chr7A	9146286	9148066	-	9147176	0.999	0.975
gene:TraesCS7A03G0045500	Chr7A	9406277	9410400	-	9408338	Chr7A	9221256	9225399	-	9223327	0.99	0.981
gene:TraesCS7A03G0045600	Chr7A	9425387	9428390	+	9426888	Chr7A	9240474	9243470	+	9241972	1.0	0.994
gene:TraesCS7A03G0045900	Chr7A	9442572	9449639	-	9446105	Chr7A	9257682	9262847	-	9260264	0.998	0.928
gene:TraesCS7A03G0046100	Chr7A	9520738	9524766	+	9522752	Chr7A	9335684	9338495	+	9337089	0.981	0.976
gene:TraesCS7A03G0046200	Chr7A	9524922	9527287	+	9526104	Chr7A	9338692	9340128	+	9339410	0.996	0.989
gene:TraesCS7A03G0046600	Chr7A	9620795	9622824	-	9621809	Chr7A	9423885	9425914	-	9424899	1.0	0.993
gene:TraesCS7A03G0046800	Chr7A	9669894	9670379	-	9670136	Chr7A	9502961	9503446	-	9503203	1.0	0.987
gene:TraesCS7A03G0046900	Chr7A	9773436	9774540	-	9773988	Chr7A	10042161	10043259	-	10042710	0.988	0.935
gene:TraesCS7A03G0047300	Chr7A	9873692	9874324	+	9874008	Chr7A	9522193	9522831	+	9522512	1.0	0.948
gene:TraesCS7A03G0047700	Chr7A	9995310	9996637	+	9995973	Chr7A	10129008	10130335	+	10129671	1.0	0.994
gene:TraesCS7A03G0048000	Chr7A	10031736	10032905	-	10032320	Chr7A	10179699	10180868	-	10180283	1.0	0.99
gene:TraesCS7A03G0048500	Chr7A	10077967	10086020	-	10081993	Chr7A	10168281	10174419	-	10171350	1.0	0.993
gene:TraesCS7A03G0049300	Chr7A	10139367	10139822	-	10139594	Chr7A	10189198	10189653	-	10189425	1.0	0.993
gene:TraesCS7A03G0049500	Chr7A	10168005	10172803	+	10170404	Chr7A	10212071	10216843	+	10214457	0.994	0.987
gene:TraesCS7A03G0049700	Chr7A	10189124	10189933	-	10189528	Chr7A	10234675	10235484	-	10235079	1.0	0.992
gene:TraesCS7A03G0049800	Chr7A	10193757	10194669	-	10194213	Chr7A	10239667	10240579	-	10240123	1.0	0.998
gene:TraesCS7A03G0049900	Chr7A	10195282	10201051	-	10198166	Chr7A	10243757	10249559	-	10246658	1.0	0.992
gene:TraesCS7A03G0050000	Chr7A	10223940	10225376	-	10224658	Chr7A	10254614	10255991	-	10255302	0.948	0.915
gene:TraesCS7A03G0050300	Chr7A	10256757	10258745	+	10257751	Chr7A	10295722	10297708	+	10296715	1.0	0.997
gene:TraesCS7A03G0050400	Chr7A	10259322	10261592	+	10260457	Chr7A	10298285	10300555	+	10299420	0.999	0.993
gene:TraesCS7A03G0050500	Chr7A	10261761	10262519	+	10262140	Chr7A	10300724	10301482	+	10301103	1.0	0.992
gene:TraesCS7A03G0051100	Chr7A	10501878	10503003	+	10502440	Chr7A	10539784	10540909	+	10540346	1.0	1.0
gene:TraesCS7A03G0051300	Chr7A	10521773	10522593	+	10522183	Chr7A	10559677	10560497	+	10560087	1.0	1.0
gene:TraesCS7A03G0051500	Chr7A	10588165	10588653	+	10588409	Chr7A	10624925	10625413	+	10625169	1.0	1.0
gene:TraesCS7A03G0051600	Chr7A	10595601	10596839	-	10596220	Chr7A	10632071	10633309	-	10632690	1.0	1.0
gene:TraesCS7A03G0053200	Chr7A	10862271	10863675	-	10862973	Chr7A	10804397	10805801	-	10805099	1.0	0.977
gene:TraesCS7A03G0053500	Chr7A	10885217	10886303	+	10885760	Chr7A	11169147	11170220	+	11169683	0.99	0.92
gene:TraesCS7A03G0054500	Chr7A	11141504	11147992	-	11144748	Chr7A	10996444	11002931	-	10999687	1.0	0.994
gene:TraesCS7A03G0054600	Chr7A	11149423	11149965	-	11149694	Chr7A	11004361	11004916	-	11004638	1.0	0.973
gene:TraesCS7A03G0055000	Chr7A	11168786	11169010	-	11168898	Chr7A	11010692	11010916	-	11010804	1.0	1.0
gene:TraesCS7A03G0054900	Chr7A	11168786	11169010	-	11168898	Chr7A	11010692	11010916	-	11010804	1.0	1.0
gene:TraesCS7A03G0055600	Chr7A	11406320	11407464	+	11406892	Chr7A	11236364	11237510	+	11236937	1.0	0.996
gene:TraesCS7A03G0055800	Chr7A	11426815	11429135	-	11427975	Chr7A	11257071	11259397	-	11258234	1.0	0.993
gene:TraesCS7A03G0055900	Chr7A	11429656	11434892	-	11432274	Chr7A	11259918	11265260	-	11262589	0.999	0.954
gene:TraesCS7A03G0056100	Chr7A	11501287	11502342	-	11501814	Chr7A	11324851	11325906	-	11325378	1.0	0.995
gene:TraesCS7A03G0056600	Chr7A	11573067	11574346	-	11573706	Chr7A	11388197	11389453	-	11388825	0.981	0.964
gene:TraesCS7A03G0057200	Chr7A	11611051	11620641	+	11615846	Chr7A	11420261	11429845	+	11425053	0.999	0.994
gene:TraesCS7A03G0057300	Chr7A	11621570	11624837	-	11623203	Chr7A	11430777	11434045	-	11432411	1.0	0.999
gene:TraesCS7A03G0058100	Chr7A	11784664	11785275	+	11784969	Chr7A	11550019	11550629	+	11550324	0.998	0.988
gene:TraesCS7A03G0058200	Chr7A	11830012	11830882	-	11830447	Chr7A	11582002	11582872	-	11582437	1.0	0.998
gene:TraesCS7A03G0059400	Chr7A	11951864	11954291	+	11953077	Chr7A	12525439	12527485	+	12526462	0.94	0.911
gene:TraesCS7A03G0059500	Chr7A	11958670	11959517	+	11959093	Chr7A	12531866	12532713	+	12532289	1.0	0.998
gene:TraesCS7A03G0059900	Chr7A	12250407	12251235	-	12250821	Chr7A	12584312	12585140	-	12584726	1.0	0.975
gene:TraesCS7A03G0061600	Chr7A	12514056	12514367	+	12514211	Chr7A	12661475	12661786	+	12661630	1.0	0.983
gene:TraesCS7A03G0062000	Chr7A	12552015	12553213	+	12552614	Chr7A	12654837	12656032	+	12655434	1.0	0.962
gene:TraesCS7A03G0062700	Chr7A	12659607	12660420	-	12660013	Chr7A	12752214	12753027	-	12752620	1.0	0.991
gene:TraesCS7A03G0062800	Chr7A	12668339	12669068	+	12668703	Chr7A	12760640	12761394	+	12761017	0.998	0.939
gene:TraesCS7A03G0062900	Chr7A	12764894	12769384	+	12767139	Chr7A	12830021	12834510	+	12832265	1.0	0.996
gene:TraesCS7A03G0063200	Chr7A	12796670	12797020	+	12796845	Chr7A	12859579	12859929	+	12859754	1.0	0.991
gene:TraesCS7A03G0063300	Chr7A	12845309	12849558	+	12847433	Chr7A	12881306	12885556	+	12883431	1.0	1.0
gene:TraesCS7A03G0063400	Chr7A	12850446	12851294	+	12850870	Chr7A	12886444	12887292	+	12886868	1.0	1.0
gene:TraesCS7A03G0063600	Chr7A	12866792	12871068	-	12868930	Chr7A	12903060	12907336	-	12905198	1.0	0.997
gene:TraesCS7A03G0063700	Chr7A	12885335	12885937	+	12885636	Chr7A	12921647	12922249	+	12921948	1.0	0.995
gene:TraesCS7A03G0064100	Chr7A	12950725	12951072	-	12950898	Chr7A	12986920	12987247	-	12987083	0.942	0.939
gene:TraesCS7A03G0064200	Chr7A	12976293	12978504	-	12977398	Chr7A	13003148	13005356	-	13004252	0.986	0.973
gene:TraesCS7A03G0064400	Chr7A	13065682	13088211	+	13076946	Chr7A	13079429	13102377	+	13090903	0.997	0.995
gene:TraesCS7A03G0064600	Chr7A	13093937	13095572	-	13094754	Chr7A	13108274	13109909	-	13109091	1.0	1.0
gene:TraesCS7A03G0064700	Chr7A	13117830	13119414	-	13118622	Chr7A	13128136	13129720	-	13128928	1.0	1.0
gene:TraesCS7A03G0064900	Chr7A	13327550	13329038	-	13328294	Chr7A	13337890	13339378	-	13338634	1.0	1.0
gene:TraesCS7A03G0065200	Chr7A	13432412	13436403	-	13434407	Chr7A	13442641	13446631	-	13444636	1.0	0.996
gene:TraesCS7A03G0065300	Chr7A	13486400	13491161	-	13488780	Chr7A	13496627	13501388	-	13499007	1.0	1.0
gene:TraesCS7A03G0065900	Chr7A	13588226	13592166	+	13590196	Chr7A	13594445	13598385	+	13596415	1.0	1.0
gene:TraesCS7A03G0066100	Chr7A	13725227	13732522	+	13728874	Chr7A	13731453	13738748	+	13735100	1.0	1.0
gene:TraesCS7A03G0066200	Chr7A	13768093	13771466	+	13769779	Chr7A	13774333	13777706	+	13776019	1.0	1.0
gene:TraesCS7A03G0066300	Chr7A	13777499	13784071	-	13780785	Chr7A	13783742	13790314	-	13787028	1.0	1.0
gene:TraesCS7A03G0066400	Chr7A	13791411	13792670	-	13792040	Chr7A	13797654	13798913	-	13798283	1.0	1.0
gene:TraesCS7A03G0066600	Chr7A	13808735	13810131	-	13809433	Chr7A	13814979	13816375	-	13815677	1.0	1.0
gene:TraesCS7A03G0066700	Chr7A	13854396	13856424	-	13855410	Chr7A	13860645	13862673	-	13861659	1.0	1.0
gene:TraesCS7A03G0066800	Chr7A	13861957	13863159	-	13862558	Chr7A	13868205	13869407	-	13868806	1.0	1.0
gene:TraesCS7A03G0066900	Chr7A	13866291	13869696	+	13867993	Chr7A	13872539	13875944	+	13874241	1.0	1.0
gene:TraesCS7A03G0067000	Chr7A	13870454	13872668	-	13871561	Chr7A	13876702	13878916	-	13877809	1.0	0.998
gene:TraesCS7A03G0067200	Chr7A	13892221	13905458	-	13898839	Chr7A	13898470	13911720	-	13905095	1.0	1.0
gene:TraesCS7A03G0067300	Chr7A	13909585	13922098	+	13915841	Chr7A	13915847	13928361	+	13922104	1.0	1.0
gene:TraesCS7A03G0068000	Chr7A	14299093	14299583	-	14299338	Chr7A	14444255	14444745	-	14444500	1.0	1.0
gene:TraesCS7A03G0068100	Chr7A	14462840	14463800	-	14463320	Chr7A	14605527	14606487	-	14606007	1.0	1.0
gene:TraesCS7A03G0068200	Chr7A	14470383	14474121	-	14472252	Chr7A	14613070	14616800	-	14614935	1.0	1.0
gene:TraesCS7A03G0068300	Chr7A	14500043	14502820	+	14501431	Chr7A	14642720	14645497	+	14644108	1.0	0.999
gene:TraesCS7A03G0068400	Chr7A	14504479	14506724	+	14505601	Chr7A	14647156	14649401	+	14648278	1.0	0.999
gene:TraesCS7A03G0069400	Chr7A	14692589	14693822	-	14693205	Chr7A	14838815	14840048	-	14839431	1.0	1.0
gene:TraesCS7A03G0069500	Chr7A	14719025	14720065	-	14719545	Chr7A	14861720	14862760	-	14862240	1.0	1.0
gene:TraesCS7A03G0070000	Chr7A	14861151	14864884	+	14863017	Chr7A	15003830	15007563	+	15005696	1.0	0.999
gene:TraesCS7A03G0070100	Chr7A	14877971	14883248	-	14880609	Chr7A	15020676	15025953	-	15023314	1.0	1.0
gene:TraesCS7A03G0070800	Chr7A	15130801	15133613	-	15132207	Chr7A	15266535	15269358	-	15267946	0.999	0.993
gene:TraesCS7A03G0071200	Chr7A	15304593	15306470	+	15305531	Chr7A	15600701	15602393	+	15601547	0.971	0.965
gene:TraesCS7A03G0071300	Chr7A	15307162	15308867	-	15308014	Chr7A	15603085	15604790	-	15603937	1.0	0.995
gene:TraesCS7A03G0071400	Chr7A	15416541	15421598	+	15419069	Chr7A	15710443	15715472	+	15712957	0.995	0.993
gene:TraesCS7A03G0071800	Chr7A	15497252	15505831	+	15501541	Chr7A	15822367	15831150	+	15826758	0.988	0.932
gene:TraesCS7A03G0071900	Chr7A	15506826	15507974	-	15507400	Chr7A	15832296	15833444	-	15832870	1.0	0.968
gene:TraesCS7A03G0072100	Chr7A	15534564	15535097	-	15534830	Chr7A	15854962	15855495	-	15855228	1.0	0.994
gene:TraesCS7A03G0072200	Chr7A	15580843	15583046	-	15581944	Chr7A	15901441	15903644	-	15902542	1.0	0.996
gene:TraesCS7A03G0072500	Chr7A	15604834	15606875	-	15605854	Chr7A	15916580	15918643	-	15917611	0.999	0.95
gene:TraesCS7A03G0072600	Chr7A	15618337	15619481	+	15618909	Chr7A	15972555	15973702	+	15973128	1.0	0.983
gene:TraesCS7A03G0072700	Chr7A	15691872	15693601	+	15692736	Chr7A	16076312	16078041	+	16077176	1.0	0.994
gene:TraesCS7A03G0072800	Chr7A	15722397	15726530	+	15724463	Chr7A	16106546	16110680	+	16108613	1.0	0.995
gene:TraesCS7A03G0073500	Chr7A	16044286	16045383	-	16044834	Chr7A	16170162	16171259	-	16170710	1.0	0.982
gene:TraesCS7A03G0074600	Chr7A	16361313	16362588	-	16361950	Chr7A	16363577	16364904	-	16364240	0.993	0.983
gene:TraesCS7A03G0074800	Chr7A	16399872	16400723	-	16400297	Chr7A	16394447	16395301	-	16394874	1.0	0.991
gene:TraesCS7A03G0075100	Chr7A	16449599	16450441	-	16450020	Chr7A	16498620	16499462	-	16499041	1.0	0.948
gene:TraesCS7A03G0075200	Chr7A	16454940	16457666	+	16456303	Chr7A	16504504	16507216	+	16505860	0.99	0.943
gene:TraesCS7A03G0075400	Chr7A	16458362	16458889	-	16458625	Chr7A	16507881	16508420	-	16508150	1.0	0.95
gene:TraesCS7A03G0075500	Chr7A	16462566	16463087	-	16462826	Chr7A	16512081	16512602	-	16512341	1.0	0.929
gene:TraesCS7A03G0076100	Chr7A	16576366	16577538	+	16576952	Chr7A	16523381	16524550	+	16523965	0.996	0.965
gene:TraesCS7A03G0077300	Chr7A	16777220	16784261	-	16780740	Chr7A	16558046	16565087	-	16561566	1.0	1.0
gene:TraesCS7A03G0077800	Chr7A	16924346	16925578	-	16924962	Chr7A	16700481	16701713	-	16701097	1.0	1.0
gene:TraesCS7A03G0078100	Chr7A	17058996	17064283	-	17061639	Chr7A	16835004	16840291	-	16837647	1.0	1.0
gene:TraesCS7A03G0078200	Chr7A	17076693	17077817	+	17077255	Chr7A	16852447	16853571	+	16853009	1.0	1.0
gene:TraesCS7A03G0078900	Chr7A	17139468	17154479	+	17146973	Chr7A	16914538	16929890	+	16922214	1.0	1.0
gene:TraesCS7A03G0079000	Chr7A	17184678	17190232	+	17187455	Chr7A	16960668	16966222	+	16963445	1.0	1.0
gene:TraesCS7A03G0079100	Chr7A	17190915	17193088	-	17192001	Chr7A	16966905	16969078	-	16967991	1.0	1.0
gene:TraesCS7A03G0079200	Chr7A	17193818	17197118	-	17195468	Chr7A	16969808	16973108	-	16971458	1.0	1.0
gene:TraesCS7A03G0079500	Chr7A	17364461	17364934	+	17364697	Chr7A	17139231	17139703	+	17139467	0.995	0.993
gene:TraesCS7A03G0079600	Chr7A	17397774	17397989	-	17397881	Chr7A	17172301	17172516	-	17172408	1.0	1.0
gene:TraesCS7A03G0079700	Chr7A	17403474	17406256	-	17404865	Chr7A	17178001	17180785	-	17179393	1.0	0.998
gene:TraesCS7A03G0079800	Chr7A	17410795	17413512	+	17412153	Chr7A	17185324	17188041	+	17186682	1.0	1.0
gene:TraesCS7A03G0079900	Chr7A	17429993	17456945	+	17443469	Chr7A	17203936	17230511	+	17217223	1.0	1.0
gene:TraesCS7A03G0080300	Chr7A	17479889	17482381	-	17481135	Chr7A	17253158	17255650	-	17254404	1.0	0.999
gene:TraesCS7A03G0080400	Chr7A	17490226	17492299	+	17491262	Chr7A	17294080	17296153	+	17295116	1.0	1.0
gene:TraesCS7A03G0080700	Chr7A	17512061	17514425	+	17513243	Chr7A	17315424	17317788	+	17316606	1.0	1.0
gene:TraesCS7A03G0081100	Chr7A	17676893	17677780	+	17677336	Chr7A	17498133	17499020	+	17498576	1.0	0.998
gene:TraesCS7A03G0081200	Chr7A	17715396	17716681	-	17716038	Chr7A	17536867	17538152	-	17537509	1.0	1.0
gene:TraesCS7A03G0081400	Chr7A	17756468	17756770	-	17756619	Chr7A	17577940	17578242	-	17578091	1.0	1.0
gene:TraesCS7A03G0082500	Chr7A	17917169	17918449	+	17917809	Chr7A	17724282	17725562	+	17724922	1.0	1.0
gene:TraesCS7A03G0082700	Chr7A	17999100	18000386	+	17999743	Chr7A	17806245	17807531	+	17806888	1.0	1.0
gene:TraesCS7A03G0083000	Chr7A	18048565	18049342	-	18048953	Chr7A	17855749	17856526	-	17856137	1.0	1.0
gene:TraesCS7A03G0083100	Chr7A	18094811	18095257	+	18095034	Chr7A	17902013	17902459	+	17902236	1.0	1.0
gene:TraesCS7A03G0083400	Chr7A	18211908	18215938	+	18213923	Chr7A	18024409	18028439	+	18026424	1.0	0.999
gene:TraesCS7A03G0083500	Chr7A	18219357	18223145	+	18221251	Chr7A	18031750	18035627	+	18033688	0.999	0.967
gene:TraesCS7A03G0083800	Chr7A	18241826	18249713	-	18245769	Chr7A	18060597	18068485	-	18064541	1.0	0.996
gene:TraesCS7A03G0083900	Chr7A	18254021	18254242	+	18254131	Chr7A	18072800	18073021	+	18072910	1.0	0.977
gene:TraesCS7A03G0084200	Chr7A	18305593	18309230	-	18307411	Chr7A	18115306	18118943	-	18117124	1.0	0.998
gene:TraesCS7A03G0084400	Chr7A	18323112	18327871	-	18325491	Chr7A	18131827	18136586	-	18134206	1.0	0.999
