gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Fielder_tgt_chr	Fielder_tgt_start	Fielder_tgt_end	Fielder_tgt_strand	Fielder_tgt_midpoint	Fielder_coverage	Fielder_identity	segment
gene:TraesCS6A03G0029600	Chr6A	7984516	7986708	+	7985612	Chr6A	5955293	5957485	-	5956389	1.0	0.999	rearrangement:Chr6A_block1
gene:TraesCS6A03G0029800	Chr6A	7997910	8003663	+	8000786	Chr6A	5938335	5944090	-	5941212	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A03G0029900	Chr6A	8006338	8010273	+	8008305	Chr6A	5931725	5935660	-	5933692	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A03G0030000	Chr6A	8012421	8019811	+	8016116	Chr6A	5922191	5929576	-	5925883	1.0	0.999	rearrangement:Chr6A_block1
gene:TraesCS6A03G0030100	Chr6A	8024378	8025300	+	8024839	Chr6A	5916567	5917489	-	5917028	1.0	0.997	rearrangement:Chr6A_block1
gene:TraesCS6A03G0030200	Chr6A	8026626	8027021	-	8026823	Chr6A	5914846	5915241	+	5915043	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A03G0030500	Chr6A	8088519	8089226	-	8088872	Chr6A	5849918	5850625	+	5850271	1.0	0.994	rearrangement:Chr6A_block1
gene:TraesCS6A03G0030700	Chr6A	8173780	8176435	-	8175107	Chr6A	5766582	5769238	+	5767910	1.0	0.985	rearrangement:Chr6A_block1
gene:TraesCS6A03G0030800	Chr6A	8178068	8179258	+	8178663	Chr6A	5763759	5764949	-	5764354	1.0	0.996	rearrangement:Chr6A_block1
gene:TraesCS6A03G0031100	Chr6A	8254315	8259017	-	8256666	Chr6A	5690384	5695101	+	5692742	0.999	0.987	rearrangement:Chr6A_block1
gene:TraesCS6A03G0031500	Chr6A	8359684	8360445	+	8360064	Chr6A	5488163	5488924	+	5488543	1.0	0.952	rearrangement:Chr6A_block1
gene:TraesCS6A03G0031600	Chr6A	8360643	8361830	+	8361236	Chr6A	5489123	5490310	+	5489716	0.998	0.935	rearrangement:Chr6A_block1
gene:TraesCS6A03G0032400	Chr6A	8464780	8465505	-	8465142	Chr6A	5478864	5479589	+	5479226	1.0	0.998	rearrangement:Chr6A_block1
gene:TraesCS6A03G0032500	Chr6A	8465688	8466935	-	8466311	Chr6A	5477429	5478680	+	5478054	1.0	0.993	rearrangement:Chr6A_block1
gene:TraesCS6A03G0032600	Chr6A	8480777	8483787	+	8482282	Chr6A	5456294	5459303	-	5457798	0.999	0.995	rearrangement:Chr6A_block1
gene:TraesCS6A03G0033800	Chr6A	8672781	8673413	-	8673097	Chr6A	5018882	5019514	+	5019198	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A03G0034000	Chr6A	8675368	8676936	-	8676152	Chr6A	5015359	5016927	+	5016143	1.0	0.999	rearrangement:Chr6A_block1
gene:TraesCS6A03G0034100	Chr6A	8871064	8872769	-	8871916	Chr6A	4819643	4821348	+	4820495	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A03G0034200	Chr6A	8972166	8973845	+	8973005	Chr6A	4718574	4720253	-	4719413	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A03G0034300	Chr6A	8997549	8999123	+	8998336	Chr6A	4693291	4694865	-	4694078	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A03G0034500	Chr6A	9005874	9007685	-	9006779	Chr6A	4684729	4686540	+	4685634	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A03G0034700	Chr6A	9243241	9251040	+	9247140	Chr6A	4442631	4450430	-	4446530	1.0	0.999	rearrangement:Chr6A_block1
gene:TraesCS6A03G0034800	Chr6A	9251429	9255197	+	9253313	Chr6A	4438474	4442242	-	4440358	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A03G0034900	Chr6A	9257732	9258127	+	9257929	Chr6A	4435544	4435939	-	4435741	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A03G0035000	Chr6A	9258228	9258707	+	9258467	Chr6A	4434964	4435443	-	4435203	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A03G0035100	Chr6A	9260463	9263599	+	9262031	Chr6A	4430072	4433208	-	4431640	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A03G0035200	Chr6A	9265010	9266230	+	9265620	Chr6A	4427433	4428653	-	4428043	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A03G0035400	Chr6A	9271095	9276490	+	9273792	Chr6A	4415824	4422533	-	4419178	1.0	0.997	rearrangement:Chr6A_block1
gene:TraesCS6A03G0035500	Chr6A	9283912	9284858	-	9284385	Chr6A	4407445	4408391	+	4407918	1.0	0.994	rearrangement:Chr6A_block1
gene:TraesCS6A03G0035900	Chr6A	9444032	9445186	+	9444609	Chr6A	4220058	4221212	-	4220635	1.0	0.998	rearrangement:Chr6A_block1
gene:TraesCS6A03G0036100	Chr6A	9448531	9449670	+	9449100	Chr6A	4216111	4217221	-	4216666	0.97	0.944	rearrangement:Chr6A_block1
gene:TraesCS6A03G0036500	Chr6A	9470666	9471235	-	9470950	Chr6A	4189837	4190406	+	4190121	1.0	0.996	rearrangement:Chr6A_block1
gene:TraesCS6A03G0036600	Chr6A	9473682	9475429	-	9474555	Chr6A	4185501	4187237	+	4186369	0.991	0.903	rearrangement:Chr6A_block1
gene:TraesCS6A03G0036700	Chr6A	9481564	9485669	-	9483616	Chr6A	4181841	4184373	+	4183107	1.0	0.993	rearrangement:Chr6A_block1
gene:TraesCS6A03G0037100	Chr6A	9658772	9660162	+	9659467	Chr6A	4001617	4003007	-	4002312	1.0	0.993	rearrangement:Chr6A_block1
gene:TraesCS6A03G0037200	Chr6A	9665556	9666056	-	9665806	Chr6A	3990414	3990914	+	3990664	1.0	0.994	rearrangement:Chr6A_block1
gene:TraesCS6A03G0037400	Chr6A	9668873	9669166	+	9669019	Chr6A	3987292	3987585	-	3987438	1.0	0.989	rearrangement:Chr6A_block1
gene:TraesCS6A03G0037500	Chr6A	9867419	9868633	+	9868026	Chr6A	3793771	3794985	-	3794378	1.0	0.996	rearrangement:Chr6A_block1
gene:TraesCS6A03G0037600	Chr6A	9877826	9879013	+	9878419	Chr6A	3783821	3785008	-	3784414	1.0	0.982	rearrangement:Chr6A_block1
gene:TraesCS6A03G0037700	Chr6A	9888984	9893419	-	9891201	Chr6A	3768774	3773389	+	3771081	0.998	0.933	rearrangement:Chr6A_block1
gene:TraesCS6A03G0038200	Chr6A	9962522	9968219	-	9965370	Chr6A	3695650	3701347	+	3698498	1.0	0.998	rearrangement:Chr6A_block1
gene:TraesCS6A03G0038400	Chr6A	9979995	9980516	+	9980255	Chr6A	3683310	3683831	-	3683570	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A03G0038500	Chr6A	9980644	9981150	+	9980897	Chr6A	3682676	3683182	-	3682929	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A03G0038700	Chr6A	9982202	9982945	-	9982573	Chr6A	3680881	3681624	+	3681252	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A03G0038800	Chr6A	10020588	10022382	-	10021485	Chr6A	3641356	3643150	+	3642253	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A03G0038900	Chr6A	10058301	10060057	-	10059179	Chr6A	3603964	3605720	+	3604842	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A03G0039300	Chr6A	10070593	10071054	-	10070823	Chr6A	3592967	3593428	+	3593197	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A03G0039500	Chr6A	10195542	10197545	-	10196543	Chr6A	3497356	3499359	+	3498357	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A03G0039900	Chr6A	10318880	10322522	-	10320701	Chr6A	3373210	3376852	+	3375031	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A03G0040000	Chr6A	10339644	10342926	-	10341285	Chr6A	3352805	3356087	+	3354446	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A03G0040300	Chr6A	10363470	10373065	-	10368267	Chr6A	3322664	3332259	+	3327461	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A03G0040500	Chr6A	10376015	10380589	+	10378302	Chr6A	3315140	3319714	-	3317427	1.0	0.999	rearrangement:Chr6A_block1
gene:TraesCS6A03G0041000	Chr6A	10428638	10429207	+	10428922	Chr6A	3310936	3311505	-	3311220	1.0	0.97	rearrangement:Chr6A_block1
gene:TraesCS6A03G0041300	Chr6A	10440680	10441222	+	10440951	Chr6A	3307934	3308476	-	3308205	1.0	0.966	rearrangement:Chr6A_block1
gene:TraesCS6A03G0041500	Chr6A	10443656	10447229	+	10445442	Chr6A	3295924	3299496	-	3297710	1.0	0.973	rearrangement:Chr6A_block1
gene:TraesCS6A03G0041800	Chr6A	10500342	10501771	+	10501056	Chr6A	3244787	3246222	-	3245504	1.0	0.994	rearrangement:Chr6A_block1
gene:TraesCS6A03G0042300	Chr6A	10631402	10634755	+	10633078	Chr6A	3148868	3152177	-	3150522	0.961	0.928	rearrangement:Chr6A_block1
gene:TraesCS6A03G0042400	Chr6A	10635627	10643113	+	10639370	Chr6A	3140719	3148194	-	3144456	0.997	0.994	rearrangement:Chr6A_block1
gene:TraesCS6A03G0042600	Chr6A	10650636	10652928	+	10651782	Chr6A	3120853	3123206	-	3122029	1.0	0.974	rearrangement:Chr6A_block1
gene:TraesCS6A03G0043100	Chr6A	10670192	10670905	+	10670548	Chr6A	3115073	3115786	-	3115429	1.0	0.99	rearrangement:Chr6A_block1
gene:TraesCS6A03G0043200	Chr6A	10679442	10679948	+	10679695	Chr6A	3107714	3108220	-	3107967	1.0	0.988	rearrangement:Chr6A_block1
gene:TraesCS6A03G0043400	Chr6A	10775341	10776267	-	10775804	Chr6A	3024739	3025669	+	3025204	1.0	1.0	rearrangement:Chr6A_block1
gene:TraesCS6A03G0043500	Chr6A	10775806	10779357	+	10777581	Chr6A	3021671	3025200	-	3023435	1.0	0.997	rearrangement:Chr6A_block1
gene:TraesCS6A03G0044100	Chr6A	10796602	10800559	+	10798580	Chr6A	2830885	2834841	-	2832863	1.0	0.989	rearrangement:Chr6A_block1
gene:TraesCS6A03G0044400	Chr6A	10833081	10833551	+	10833316	Chr6A	2856473	2856940	-	2856706	0.993	0.972	rearrangement:Chr6A_block1
gene:TraesCS6A03G0045600	Chr6A	11259162	11259797	+	11259479	Chr6A	2504172	2504807	-	2504489	0.998	0.971	rearrangement:Chr6A_block1
gene:TraesCS6A03G0046100	Chr6A	11376539	11377272	+	11376905	Chr6A	2468259	2468992	-	2468625	1.0	0.97	rearrangement:Chr6A_block1
gene:TraesCS6A03G0046500	Chr6A	11448235	11448726	-	11448480	Chr6A	2436602	2437093	+	2436847	1.0	0.979	rearrangement:Chr6A_block1
gene:TraesCS6A03G0046900	Chr6A	11703980	11704663	+	11704321	Chr6A	2242560	2243241	-	2242900	0.997	0.961	rearrangement:Chr6A_block1
gene:TraesCS6A03G0047100	Chr6A	11710351	11716441	-	11713396	Chr6A	2227823	2233390	+	2230606	0.973	0.944	rearrangement:Chr6A_block1
gene:TraesCS6A03G0047200	Chr6A	11732357	11734791	+	11733574	Chr6A	2168892	2171017	-	2169954	0.959	0.925	rearrangement:Chr6A_block1
gene:TraesCS6A03G0047500	Chr6A	11813604	11822722	+	11818163	Chr6A	2157515	2166594	-	2162054	0.988	0.963	rearrangement:Chr6A_block1
gene:TraesCS6A03G0047600	Chr6A	11824823	11827423	-	11826123	Chr6A	2151127	2153676	+	2152401	0.978	0.929	rearrangement:Chr6A_block1
gene:TraesCS6A03G0048200	Chr6A	12064955	12067107	+	12066031	Chr6A	2019979	2022269	-	2021124	0.998	0.985	rearrangement:Chr6A_block1
gene:TraesCS6A03G0048400	Chr6A	12068383	12073209	-	12070796	Chr6A	2013966	2018719	+	2016342	0.985	0.973	rearrangement:Chr6A_block1
gene:TraesCS6A03G0048500	Chr6A	12083942	12088123	-	12086032	Chr6A	2001459	2005659	+	2003559	1.0	0.974	rearrangement:Chr6A_block1
gene:TraesCS6A03G0048700	Chr6A	12094210	12095265	+	12094737	Chr6A	1889023	1890078	-	1889550	1.0	0.984	rearrangement:Chr6A_block1
gene:TraesCS6A03G0048900	Chr6A	12136731	12137926	+	12137328	Chr6A	1830202	1831394	-	1830798	0.997	0.963	rearrangement:Chr6A_block1
gene:TraesCS6A03G0049100	Chr6A	12493877	12494758	+	12494317	Chr6A	1764199	1765080	-	1764639	1.0	0.981	rearrangement:Chr6A_block1
gene:TraesCS6A03G0049200	Chr6A	12498776	12499744	-	12499260	Chr6A	1759613	1760551	+	1760082	0.969	0.952	rearrangement:Chr6A_block1
gene:TraesCS6A03G0050400	Chr6A	12818166	12818997	-	12818581	Chr6A	1397158	1397997	+	1397577	1.0	0.906	rearrangement:Chr6A_block1
gene:TraesCS6A03G0050600	Chr6A	12837260	12838301	-	12837780	Chr6A	1393990	1395014	+	1394502	0.984	0.95	rearrangement:Chr6A_block1
gene:TraesCS6A03G0050900	Chr6A	12958683	12962150	-	12960416	Chr6A	1114064	1117440	+	1115752	0.999	0.977	rearrangement:Chr6A_block1
gene:TraesCS6A03G0051000	Chr6A	12972559	12975757	-	12974158	Chr6A	1084115	1087308	+	1085711	1.0	0.98	rearrangement:Chr6A_block1
gene:TraesCS6A03G0051100	Chr6A	12991754	12995043	-	12993398	Chr6A	1073356	1076619	+	1074987	0.993	0.933	rearrangement:Chr6A_block1
gene:TraesCS6A03G0051900	Chr6A	13191572	13192475	-	13192023	Chr6A	973215	974120	+	973667	0.983	0.947	rearrangement:Chr6A_block1
gene:TraesCS6A03G0052000	Chr6A	13240709	13241887	-	13241298	Chr6A	895351	896529	+	895940	1.0	0.984	rearrangement:Chr6A_block1
gene:TraesCS6A03G0052200	Chr6A	13283523	13286022	-	13284772	Chr6A	818326	820824	+	819575	1.0	0.985	rearrangement:Chr6A_block1
gene:TraesCS6A03G0052500	Chr6A	13363237	13365679	+	13364458	Chr6A	737501	739952	-	738726	1.0	0.995	rearrangement:Chr6A_block1
gene:TraesCS6A03G0052800	Chr6A	13452977	13456276	+	13454626	Chr6A	587087	590367	-	588727	0.993	0.96	rearrangement:Chr6A_block1
gene:TraesCS6A03G0053100	Chr6A	13514651	13516894	-	13515772	Chr6A	528578	530818	+	529698	0.993	0.965	rearrangement:Chr6A_block1
gene:TraesCS6A03G0053200	Chr6A	13528644	13530113	+	13529378	Chr6A	508159	509628	-	508893	1.0	0.985	rearrangement:Chr6A_block1
gene:TraesCS6A03G0053800	Chr6A	13679229	13683414	+	13681321	Chr6A	346590	350835	-	348712	1.0	0.967	rearrangement:Chr6A_block1
gene:TraesCS6A03G0053900	Chr6A	13684327	13686423	-	13685375	Chr6A	343648	345872	+	344760	0.997	0.979	rearrangement:Chr6A_block1
gene:TraesCS6A03G0054100	Chr6A	13708034	13709236	+	13708635	Chr6A	301504	302748	-	302126	1.0	0.946	rearrangement:Chr6A_block1
gene:TraesCS6A03G0054700	Chr6A	13779362	13787511	+	13783436	Chr6A	234176	242250	-	238213	0.987	0.968	rearrangement:Chr6A_block1
gene:TraesCS6A03G0013300	Chr6A	3493875	3497254	-	3495564	Chr6A	11320006	11323295	+	11321650	0.999	0.993	collinear
gene:TraesCS6A03G0013400	Chr6A	3501820	3502695	-	3502257	Chr6A	11314396	11315271	+	11314833	1.0	1.0	collinear
gene:TraesCS6A03G0013500	Chr6A	3505130	3509572	-	3507351	Chr6A	11307519	11311961	+	11309740	1.0	1.0	collinear
gene:TraesCS6A03G0013700	Chr6A	3526852	3527448	+	3527150	Chr6A	11296301	11296897	-	11296599	1.0	0.998	collinear
gene:TraesCS6A03G0013800	Chr6A	3528505	3529406	+	3528955	Chr6A	11294343	11295244	-	11294793	1.0	1.0	collinear
gene:TraesCS6A03G0014100	Chr6A	3568117	3572740	+	3570428	Chr6A	11251572	11256195	-	11253883	1.0	0.999	collinear
gene:TraesCS6A03G0014200	Chr6A	3576627	3578939	+	3577783	Chr6A	11245373	11247685	-	11246529	1.0	1.0	collinear
gene:TraesCS6A03G0014800	Chr6A	3702665	3706690	+	3704677	Chr6A	11118514	11122545	-	11120529	1.0	1.0	collinear
gene:TraesCS6A03G0015000	Chr6A	3729503	3735623	+	3732563	Chr6A	11090589	11096710	-	11093649	1.0	0.998	collinear
gene:TraesCS6A03G0015200	Chr6A	3748307	3752517	+	3750412	Chr6A	11083787	11087997	-	11085892	1.0	0.995	collinear
gene:TraesCS6A03G0015300	Chr6A	3778599	3780690	+	3779644	Chr6A	11064808	11066906	-	11065857	1.0	0.99	collinear
gene:TraesCS6A03G0015400	Chr6A	3791624	3795065	+	3793344	Chr6A	11050427	11053753	-	11052090	1.0	0.995	collinear
gene:TraesCS6A03G0015500	Chr6A	3983778	3984395	+	3984086	Chr6A	10831383	10832000	-	10831691	1.0	1.0	collinear
gene:TraesCS6A03G0015600	Chr6A	4015558	4016051	+	4015804	Chr6A	10790722	10791215	-	10790968	1.0	0.994	collinear
gene:TraesCS6A03G0015800	Chr6A	4066078	4066922	+	4066500	Chr6A	10679742	10680585	-	10680163	0.986	0.945	collinear
gene:TraesCS6A03G0017500	Chr6A	4465472	4467836	+	4466654	Chr6A	10566515	10568903	-	10567709	1.0	0.998	collinear
gene:TraesCS6A03G0017600	Chr6A	4467915	4470370	+	4469142	Chr6A	10563978	10566436	-	10565207	1.0	0.989	collinear
gene:TraesCS6A03G0017800	Chr6A	4482773	4484432	+	4483602	Chr6A	10547934	10549598	-	10548766	0.991	0.975	collinear
gene:TraesCS6A03G0017900	Chr6A	4540850	4543144	-	4541997	Chr6A	10514106	10516398	+	10515252	1.0	0.972	collinear
gene:TraesCS6A03G0018100	Chr6A	4566908	4568998	-	4567953	Chr6A	10488718	10490820	+	10489769	1.0	0.995	collinear
gene:TraesCS6A03G0018400	Chr6A	4646078	4648289	-	4647183	Chr6A	10389839	10392020	+	10390929	0.99	0.982	collinear
gene:TraesCS6A03G0018600	Chr6A	4650144	4650962	-	4650553	Chr6A	10387139	10387957	+	10387548	1.0	0.998	collinear
gene:TraesCS6A03G0018800	Chr6A	4707838	4709462	+	4708650	Chr6A	10337055	10338681	-	10337868	1.0	0.985	collinear
gene:TraesCS6A03G0019000	Chr6A	4946827	4976993	+	4961910	Chr6A	10154649	10159784	-	10157216	0.955	0.922	collinear
gene:TraesCS6A03G0019100	Chr6A	4971569	4973159	+	4972364	Chr6A	10158346	10159936	-	10159141	0.988	0.944	collinear
gene:TraesCS6A03G0019500	Chr6A	4996845	4997894	+	4997369	Chr6A	8623208	8624239	+	8623723	0.982	0.967	collinear
gene:TraesCS6A03G0020500	Chr6A	5805544	5807529	+	5806536	Chr6A	8925067	8927052	-	8926059	1.0	0.982	collinear
gene:TraesCS6A03G0021000	Chr6A	5905718	5911911	-	5908814	Chr6A	8730635	8736825	+	8733730	1.0	0.997	collinear
gene:TraesCS6A03G0021200	Chr6A	6012694	6014898	-	6013796	Chr6A	8682854	8685059	+	8683956	1.0	0.998	collinear
gene:TraesCS6A03G0021400	Chr6A	6070556	6076563	-	6073559	Chr6A	8317333	8323340	+	8320336	1.0	0.996	collinear
gene:TraesCS6A03G0022100	Chr6A	6339952	6341107	+	6340529	Chr6A	8054132	8055287	-	8054709	1.0	1.0	collinear
gene:TraesCS6A03G0022200	Chr6A	6352582	6353978	-	6353280	Chr6A	8041265	8042661	+	8041963	1.0	1.0	collinear
gene:TraesCS6A03G0022300	Chr6A	6371425	6373326	+	6372375	Chr6A	8022046	8023947	-	8022996	1.0	0.996	collinear
