gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Fielder_tgt_chr	Fielder_tgt_start	Fielder_tgt_end	Fielder_tgt_strand	Fielder_tgt_midpoint	Fielder_coverage	Fielder_identity
gene:TraesCS5D03G0085000	Chr5D	33047519	33048307	-	33047913	Chr5D	40803952	40804740	-	40804346	1.0	1.0
gene:TraesCS5D03G0085100	Chr5D	33157914	33159288	+	33158601	Chr5D	40914376	40915750	+	40915063	1.0	1.0
gene:TraesCS5D03G0085900	Chr5D	33368513	33373061	-	33370787	Chr5D	41124900	41129448	-	41127174	1.0	1.0
gene:TraesCS5D03G0086000	Chr5D	33392300	33395565	-	33393932	Chr5D	41149044	41152309	-	41150676	1.0	1.0
gene:TraesCS5D03G0086600	Chr5D	34000003	34002816	-	34001409	Chr5D	41751679	41754492	-	41753085	1.0	1.0
gene:TraesCS5D03G0086900	Chr5D	34020749	34024285	-	34022517	Chr5D	41772425	41775961	-	41774193	1.0	1.0
gene:TraesCS5D03G0087000	Chr5D	34030960	34031459	-	34031209	Chr5D	41782639	41783138	-	41782888	1.0	1.0
gene:TraesCS5D03G0087200	Chr5D	34044174	34051875	-	34048024	Chr5D	41795833	41803534	-	41799683	1.0	0.999
gene:TraesCS5D03G0087700	Chr5D	34382400	34383554	-	34382977	Chr5D	42133521	42134675	-	42134098	1.0	1.0
gene:TraesCS5D03G0088000	Chr5D	34388626	34390483	-	34389554	Chr5D	42139748	42141604	-	42140676	0.999	0.999
gene:TraesCS5D03G0088300	Chr5D	34402161	34404055	+	34403108	Chr5D	42153282	42155176	+	42154229	1.0	1.0
gene:TraesCS5D03G0088400	Chr5D	34414371	34419100	-	34416735	Chr5D	42165492	42170221	-	42167856	1.0	1.0
gene:TraesCS5D03G0089400	Chr5D	34770733	34775983	+	34773358	Chr5D	42520830	42526080	+	42523455	1.0	1.0
gene:TraesCS5D03G0089500	Chr5D	34776139	34776875	-	34776507	Chr5D	42526236	42526972	-	42526604	1.0	1.0
gene:TraesCS5D03G0089900	Chr5D	35132838	35135986	+	35134412	Chr5D	42879894	42883042	+	42881468	1.0	1.0
gene:TraesCS5D03G0090100	Chr5D	35217157	35220445	+	35218801	Chr5D	42962437	42965725	+	42964081	1.0	1.0
gene:TraesCS5D03G0090600	Chr5D	35508042	35509350	-	35508696	Chr5D	43279290	43280598	-	43279944	1.0	1.0
gene:TraesCS5D03G0090900	Chr5D	35551057	35551518	-	35551287	Chr5D	43322311	43322772	-	43322541	1.0	1.0
gene:TraesCS5D03G0091200	Chr5D	35641775	35642182	-	35641978	Chr5D	43411769	43412176	-	43411972	1.0	1.0
gene:TraesCS5D03G0091300	Chr5D	35649826	35660714	+	35655270	Chr5D	43419802	43430709	+	43425255	1.0	1.0
gene:TraesCS5D03G0091400	Chr5D	35661224	35662609	+	35661916	Chr5D	43431673	43433056	+	43432364	0.998	0.998
gene:TraesCS5D03G0091700	Chr5D	35832281	35833109	-	35832695	Chr5D	43602477	43603305	-	43602891	1.0	0.998
gene:TraesCS5D03G0091900	Chr5D	35853543	35853950	-	35853746	Chr5D	43623737	43624144	-	43623940	1.0	1.0
gene:TraesCS5D03G0092300	Chr5D	35904401	35904895	-	35904648	Chr5D	43674631	43675128	-	43674879	1.0	0.993
gene:TraesCS5D03G0092400	Chr5D	35907162	35907638	+	35907400	Chr5D	43677395	43677871	+	43677633	1.0	1.0
gene:TraesCS5D03G0092500	Chr5D	35914464	35914922	+	35914693	Chr5D	43684698	43685156	+	43684927	1.0	1.0
gene:TraesCS5D03G0092600	Chr5D	36004146	36005194	+	36004670	Chr5D	43774385	43775433	+	43774909	1.0	1.0
gene:TraesCS5D03G0093800	Chr5D	36309911	36317742	-	36313826	Chr5D	44081835	44089666	-	44085750	1.0	1.0
gene:TraesCS5D03G0094100	Chr5D	36329893	36333644	+	36331768	Chr5D	44101794	44105545	+	44103669	1.0	1.0
gene:TraesCS5D03G0094200	Chr5D	36335654	36336207	-	36335930	Chr5D	44107555	44108108	-	44107831	1.0	1.0
gene:TraesCS5D03G0094700	Chr5D	36349481	36351429	+	36350455	Chr5D	44121382	44123332	+	44122357	1.0	0.996
gene:TraesCS5D03G0094600	Chr5D	36349030	36354144	-	36351587	Chr5D	44120931	44126047	-	44123489	1.0	0.997
gene:TraesCS5D03G0094800	Chr5D	36526413	36528796	+	36527604	Chr5D	44298278	44300661	+	44299469	1.0	1.0
gene:TraesCS5D03G0095100	Chr5D	36823352	36829405	+	36826378	Chr5D	44594044	44600097	+	44597070	1.0	0.999
gene:TraesCS5D03G0096000	Chr5D	36972121	36974224	-	36973172	Chr5D	44742162	44744281	-	44743221	1.0	0.986
gene:TraesCS5D03G0096200	Chr5D	37089666	37091116	-	37090391	Chr5D	44859716	44861166	-	44860441	1.0	1.0
gene:TraesCS5D03G0096100	Chr5D	37089563	37092056	+	37090809	Chr5D	44859613	44862106	+	44860859	1.0	1.0
gene:TraesCS5D03G0096600	Chr5D	37108523	37111936	+	37110229	Chr5D	44878110	44881523	+	44879816	1.0	1.0
gene:TraesCS5D03G0097200	Chr5D	37391925	37395154	+	37393539	Chr5D	45161322	45164551	+	45162936	1.0	1.0
gene:TraesCS5D03G0097500	Chr5D	37479592	37483418	+	37481505	Chr5D	45248989	45252815	+	45250902	1.0	1.0
gene:TraesCS5D03G0097600	Chr5D	37483925	37485565	+	37484745	Chr5D	45253320	45254960	+	45254140	1.0	1.0
gene:TraesCS5D03G0097800	Chr5D	37501915	37503811	-	37502863	Chr5D	45271321	45273217	-	45272269	1.0	1.0
gene:TraesCS5D03G0097900	Chr5D	37538778	37542238	-	37540508	Chr5D	45308190	45311650	-	45309920	1.0	1.0
gene:TraesCS5D03G0098000	Chr5D	37549157	37550615	+	37549886	Chr5D	45318567	45320025	+	45319296	1.0	1.0
gene:TraesCS5D03G0098300	Chr5D	37669607	37679484	+	37674545	Chr5D	45437876	45447753	+	45442814	1.0	1.0
gene:TraesCS5D03G0098400	Chr5D	37698920	37704711	+	37701815	Chr5D	45466993	45472783	+	45469888	1.0	1.0
gene:TraesCS5D03G0098500	Chr5D	37720891	37723200	+	37722045	Chr5D	45488966	45491275	+	45490120	1.0	1.0
gene:TraesCS5D03G0099600	Chr5D	39036436	39039005	+	39037720	Chr5D	46825571	46828140	+	46826855	1.0	1.0
gene:TraesCS5D03G0100200	Chr5D	40329417	40329914	+	40329665	Chr5D	48108119	48108616	+	48108367	1.0	1.0
gene:TraesCS5D03G0100300	Chr5D	40397117	40400143	-	40398630	Chr5D	48174520	48177546	-	48176033	1.0	1.0
gene:TraesCS5D03G0100400	Chr5D	40488540	40490373	+	40489456	Chr5D	48265822	48267655	+	48266738	1.0	1.0
gene:TraesCS5D03G0101000	Chr5D	41002589	41003901	+	41003245	Chr5D	48765244	48766556	+	48765900	1.0	1.0
gene:TraesCS5D03G0101100	Chr5D	41010735	41014956	-	41012845	Chr5D	48773390	48777611	-	48775500	1.0	1.0
gene:TraesCS5D03G0101200	Chr5D	41018315	41021742	+	41020028	Chr5D	48780970	48784397	+	48782683	1.0	1.0
gene:TraesCS5D03G0102100	Chr5D	41213237	41217585	+	41215411	Chr5D	48975952	48980300	+	48978126	1.0	1.0
gene:TraesCS5D03G0102200	Chr5D	41218218	41221983	-	41220100	Chr5D	48980932	48984697	-	48982814	1.0	1.0
gene:TraesCS5D03G0102300	Chr5D	41225848	41226318	-	41226083	Chr5D	48988564	48989034	-	48988799	1.0	1.0
gene:TraesCS5D03G0102400	Chr5D	41226533	41227351	-	41226942	Chr5D	48989249	48990067	-	48989658	1.0	1.0
gene:TraesCS5D03G0102700	Chr5D	41264790	41268692	+	41266741	Chr5D	49026935	49030837	+	49028886	1.0	1.0
gene:TraesCS5D03G0102800	Chr5D	41271817	41278428	+	41275122	Chr5D	49033962	49040572	+	49037267	1.0	1.0
gene:TraesCS5D03G0103200	Chr5D	41407328	41410126	+	41408727	Chr5D	49166753	49169551	+	49168152	1.0	1.0
gene:TraesCS5D03G0103300	Chr5D	41413178	41416771	-	41414974	Chr5D	49172603	49176196	-	49174399	1.0	1.0
gene:TraesCS5D03G0103600	Chr5D	41432765	41438909	-	41435837	Chr5D	49192190	49198334	-	49195262	1.0	1.0
gene:TraesCS5D03G0103800	Chr5D	41587284	41589878	+	41588581	Chr5D	49346408	49349002	+	49347705	1.0	1.0
gene:TraesCS5D03G0104100	Chr5D	41592406	41594140	+	41593273	Chr5D	49351530	49353265	+	49352397	1.0	0.998
gene:TraesCS5D03G0104200	Chr5D	41607276	41609302	+	41608289	Chr5D	49366239	49368265	+	49367252	1.0	1.0
