gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Fielder_tgt_chr	Fielder_tgt_start	Fielder_tgt_end	Fielder_tgt_strand	Fielder_tgt_midpoint	Fielder_coverage	Fielder_identity
gene:TraesCS1B03G0009800	Chr1B	3094767	3097318	+	3096042	Chr1B	634201	636752	-	635476	1.0	0.999
gene:TraesCS1B03G0010200	Chr1B	3246952	3249237	+	3248094	Chr1B	510694	512619	-	511656	0.996	0.981
gene:TraesCS1B03G0010300	Chr1B	3343692	3346966	+	3345329	Chr1B	413006	416322	-	414664	1.0	0.982
gene:TraesCS1B03G0010900	Chr1B	3370351	3370974	-	3370662	Chr1B	384522	385145	+	384833	1.0	1.0
gene:TraesCS1B03G0011000	Chr1B	3371049	3375777	-	3373413	Chr1B	379717	384447	+	382082	1.0	1.0
gene:TraesCS1B03G0011200	Chr1B	3399421	3412856	+	3406138	Chr1B	342542	356079	-	349310	1.0	1.0
gene:TraesCS1B03G0012000	Chr1B	3468064	3472241	+	3470152	Chr1B	283154	287324	-	285239	1.0	1.0
gene:TraesCS1B03G0012400	Chr1B	3758383	3758664	-	3758523	Chr1B	4037918	4038199	-	4038058	1.0	1.0
gene:TraesCS1B03G0012500	Chr1B	3769497	3771294	-	3770395	Chr1B	4049032	4050829	-	4049930	1.0	1.0
gene:TraesCS1B03G0012600	Chr1B	3850544	3853244	+	3851894	Chr1B	4130101	4132806	+	4131453	1.0	1.0
gene:TraesCS1B03G0013100	Chr1B	4073976	4076964	+	4075470	Chr1B	4353558	4356546	+	4355052	1.0	0.992
gene:TraesCS1B03G0013400	Chr1B	4086402	4088303	+	4087352	Chr1B	4365984	4367885	+	4366934	1.0	0.999
gene:TraesCS1B03G0013500	Chr1B	4098786	4101519	+	4100152	Chr1B	4378372	4381105	+	4379738	1.0	0.999
gene:TraesCS1B03G0013600	Chr1B	4115135	4122936	+	4119035	Chr1B	4394721	4402522	+	4398621	1.0	1.0
gene:TraesCS1B03G0013700	Chr1B	4127051	4129028	+	4128039	Chr1B	4406637	4408614	+	4407625	1.0	1.0
gene:TraesCS1B03G0013800	Chr1B	4133585	4137066	+	4135325	Chr1B	4413173	4416654	+	4414913	1.0	1.0
gene:TraesCS1B03G0013900	Chr1B	4138167	4140263	-	4139215	Chr1B	4417755	4419851	-	4418803	1.0	1.0
gene:TraesCS1B03G0014000	Chr1B	4143564	4145402	+	4144483	Chr1B	4423152	4424990	+	4424071	1.0	1.0
gene:TraesCS1B03G0014100	Chr1B	4155606	4159084	+	4157345	Chr1B	4435191	4438669	+	4436930	1.0	1.0
gene:TraesCS1B03G0014300	Chr1B	4243347	4262131	+	4252739	Chr1B	4528252	4547031	+	4537641	1.0	1.0
gene:TraesCS1B03G0014400	Chr1B	4273438	4279469	+	4276453	Chr1B	4558346	4564378	+	4561362	1.0	1.0
gene:TraesCS1B03G0014700	Chr1B	4286188	4287595	+	4286891	Chr1B	4571096	4572503	+	4571799	1.0	1.0
gene:TraesCS1B03G0014800	Chr1B	4297718	4300858	+	4299288	Chr1B	4582626	4585766	+	4584196	1.0	1.0
gene:TraesCS1B03G0015000	Chr1B	4331657	4334956	+	4333306	Chr1B	4616531	4619830	+	4618180	1.0	1.0
gene:TraesCS1B03G0015100	Chr1B	4338844	4342938	+	4340891	Chr1B	4623705	4627799	+	4625752	1.0	0.999
gene:TraesCS1B03G0015200	Chr1B	4393285	4396599	+	4394942	Chr1B	4678147	4681463	+	4679805	1.0	1.0
gene:TraesCS1B03G0015300	Chr1B	4408161	4409441	+	4408801	Chr1B	4693024	4694304	+	4693664	1.0	1.0
gene:TraesCS1B03G0015400	Chr1B	4410596	4413631	-	4412113	Chr1B	4695459	4698494	-	4696976	1.0	1.0
gene:TraesCS1B03G0015600	Chr1B	4508006	4514125	-	4511065	Chr1B	4792581	4798700	-	4795640	1.0	1.0
gene:TraesCS1B03G0015800	Chr1B	4527377	4530535	+	4528956	Chr1B	4812674	4815832	+	4814253	1.0	0.999
gene:TraesCS1B03G0015900	Chr1B	4532575	4540073	-	4536324	Chr1B	4817872	4825370	-	4821621	1.0	1.0
gene:TraesCS1B03G0016000	Chr1B	4650736	4653351	-	4652043	Chr1B	4992927	4995477	-	4994202	0.969	0.962
gene:TraesCS1B03G0016100	Chr1B	4921959	4923057	+	4922508	Chr1B	4999865	5000962	+	5000413	0.999	0.997
gene:TraesCS1B03G0016200	Chr1B	4933959	4937241	+	4935600	Chr1B	5011855	5015137	+	5013496	1.0	0.997
gene:TraesCS1B03G0016300	Chr1B	4938236	4939656	-	4938946	Chr1B	5016132	5017552	-	5016842	1.0	1.0
gene:TraesCS1B03G0016400	Chr1B	4939976	4941724	-	4940850	Chr1B	5017872	5019620	-	5018746	1.0	0.998
gene:TraesCS1B03G0016600	Chr1B	4964894	4968898	-	4966896	Chr1B	5042789	5046793	-	5044791	1.0	0.997
gene:TraesCS1B03G0016700	Chr1B	4974868	4978200	-	4976534	Chr1B	5052766	5056098	-	5054432	1.0	0.999
gene:TraesCS1B03G0016800	Chr1B	4987227	4988572	-	4987899	Chr1B	5065069	5066414	-	5065741	1.0	0.999
gene:TraesCS1B03G0016900	Chr1B	4990548	4992947	-	4991747	Chr1B	5068408	5070807	-	5069607	1.0	0.998
gene:TraesCS1B03G0017000	Chr1B	4997628	5001729	-	4999678	Chr1B	5075488	5079589	-	5077538	1.0	1.0
gene:TraesCS1B03G0017200	Chr1B	5007868	5008182	-	5008025	Chr1B	5085728	5086042	-	5085885	1.0	1.0
gene:TraesCS1B03G0017300	Chr1B	5016208	5019614	-	5017911	Chr1B	5094069	5097474	-	5095771	0.999	0.998
gene:TraesCS1B03G0017500	Chr1B	5036486	5038000	-	5037243	Chr1B	5114307	5115821	-	5115064	1.0	0.998
gene:TraesCS1B03G0017600	Chr1B	5044270	5049090	-	5046680	Chr1B	5123071	5127891	-	5125481	1.0	0.999
gene:TraesCS1B03G0017700	Chr1B	5053269	5054727	-	5053998	Chr1B	5132070	5133530	-	5132800	1.0	0.959
gene:TraesCS1B03G0019400	Chr1B	5421666	5422574	+	5422120	Chr1B	5991451	5992359	+	5991905	1.0	0.997
gene:TraesCS1B03G0019700	Chr1B	5447750	5448643	-	5448196	Chr1B	6033648	6034541	+	6034094	1.0	0.979
gene:TraesCS1B03G0019800	Chr1B	5459628	5460581	-	5460104	Chr1B	6017467	6018421	+	6017944	1.0	0.978
gene:TraesCS1B03G0019900	Chr1B	5512517	5513581	+	5513049	Chr1B	6197006	6198066	+	6197536	0.996	0.978
gene:TraesCS1B03G0020500	Chr1B	5592386	5593420	+	5592903	Chr1B	6296327	6297313	+	6296820	0.953	0.953
gene:TraesCS1B03G0020600	Chr1B	5597356	5598231	+	5597793	Chr1B	6301249	6302124	+	6301686	1.0	1.0
gene:TraesCS1B03G0020700	Chr1B	5612307	5615571	+	5613939	Chr1B	6316256	6319520	+	6317888	1.0	0.999
gene:TraesCS1B03G0020800	Chr1B	5614684	5615030	-	5614857	Chr1B	6318633	6318979	-	6318806	1.0	1.0
gene:TraesCS1B03G0021000	Chr1B	5630788	5631399	+	5631093	Chr1B	6334742	6335353	+	6335047	1.0	0.998
gene:TraesCS1B03G0021200	Chr1B	5632568	5632786	+	5632677	Chr1B	6336521	6336739	+	6336630	1.0	0.995
gene:TraesCS1B03G0021800	Chr1B	5836360	5836629	-	5836494	Chr1B	6508834	6509103	-	6508968	1.0	1.0
gene:TraesCS1B03G0022400	Chr1B	5964797	5965380	+	5965088	Chr1B	6682172	6682755	+	6682463	0.998	0.994
gene:TraesCS1B03G0022500	Chr1B	5974704	5975771	-	5975237	Chr1B	6691860	6692927	-	6692393	1.0	0.998
gene:TraesCS1B03G0022600	Chr1B	6039923	6040723	-	6040323	Chr1B	6758224	6759024	-	6758624	1.0	1.0
gene:TraesCS1B03G0022700	Chr1B	6140520	6141605	-	6141062	Chr1B	6904657	6905691	-	6905174	0.953	0.947
gene:TraesCS1B03G0022900	Chr1B	6149955	6153835	+	6151895	Chr1B	6913634	6917514	+	6915574	1.0	0.998
gene:TraesCS1B03G0023100	Chr1B	6212886	6215721	-	6214303	Chr1B	6976569	6979404	-	6977986	1.0	1.0
gene:TraesCS1B03G0023400	Chr1B	6304315	6310761	+	6307538	Chr1B	7067992	7074438	+	7071215	1.0	1.0
gene:TraesCS1B03G0023700	Chr1B	6401330	6404169	+	6402749	Chr1B	7164997	7167836	+	7166416	1.0	1.0
gene:TraesCS1B03G0023900	Chr1B	6437755	6442448	+	6440101	Chr1B	7209564	7214257	+	7211910	1.0	0.999
gene:TraesCS1B03G0024000	Chr1B	6474079	6477194	-	6475636	Chr1B	7245905	7249020	-	7247462	1.0	1.0
gene:TraesCS1B03G0024300	Chr1B	6511056	6516590	+	6513823	Chr1B	7281924	7287438	+	7284681	0.996	0.995
gene:TraesCS1B03G0024400	Chr1B	6520803	6523974	+	6522388	Chr1B	7291644	7294815	+	7293229	1.0	0.998
gene:TraesCS1B03G0024500	Chr1B	6550417	6551283	+	6550850	Chr1B	7321243	7322109	+	7321676	1.0	0.996
gene:TraesCS1B03G0024800	Chr1B	6561531	6565054	-	6563292	Chr1B	7328041	7331170	-	7329605	0.997	0.991
gene:TraesCS1B03G0025000	Chr1B	6644278	6650502	+	6647390	Chr1B	7399420	7405644	+	7402532	1.0	0.997
gene:TraesCS1B03G0025400	Chr1B	6731747	6734044	+	6732895	Chr1B	8345723	8348015	+	8346869	0.997	0.995
gene:TraesCS1B03G0025500	Chr1B	6735150	6735832	+	6735491	Chr1B	8349122	8349804	+	8349463	1.0	0.991
gene:TraesCS1B03G0026200	Chr1B	6777069	6777582	+	6777325	Chr1B	8398398	8398911	+	8398654	1.0	0.995
gene:TraesCS1B03G0026300	Chr1B	6790344	6791931	+	6791137	Chr1B	8412574	8414173	+	8413373	1.0	0.991
gene:TraesCS1B03G0027200	Chr1B	6885651	6886706	-	6886178	Chr1B	8496518	8497573	-	8497045	1.0	0.997
gene:TraesCS1B03G0027400	Chr1B	6892910	6894152	-	6893531	Chr1B	8503777	8505022	-	8504399	1.0	1.0
gene:TraesCS1B03G0027500	Chr1B	6905201	6905452	+	6905326	Chr1B	8516090	8516341	+	8516215	1.0	1.0
gene:TraesCS1B03G0027600	Chr1B	6911470	6911771	+	6911620	Chr1B	8522356	8522657	+	8522506	1.0	0.993
gene:TraesCS1B03G0027900	Chr1B	6922415	6926399	+	6924407	Chr1B	8533310	8537294	+	8535302	1.0	1.0
gene:TraesCS1B03G0028000	Chr1B	6927495	6930956	+	6929225	Chr1B	8538399	8541860	+	8540129	1.0	1.0
gene:TraesCS1B03G0028200	Chr1B	6933411	6935465	-	6934438	Chr1B	8544315	8546369	-	8545342	1.0	1.0
gene:TraesCS1B03G0028800	Chr1B	7136171	7137713	-	7136942	Chr1B	8763858	8765400	-	8764629	1.0	1.0
gene:TraesCS1B03G0028900	Chr1B	7188725	7190156	-	7189440	Chr1B	8816450	8817881	-	8817165	1.0	0.992
gene:TraesCS1B03G0029300	Chr1B	7473333	7480121	-	7476727	Chr1B	9091776	9098565	-	9095170	1.0	0.997
gene:TraesCS1B03G0029400	Chr1B	7480639	7487573	+	7484106	Chr1B	9099049	9105967	+	9102508	1.0	0.995
gene:TraesCS1B03G0029600	Chr1B	7568099	7569690	-	7568894	Chr1B	9211940	9213533	-	9212736	1.0	0.997
gene:TraesCS1B03G0029700	Chr1B	7583192	7584485	+	7583838	Chr1B	9229313	9230606	+	9229959	1.0	0.996
gene:TraesCS1B03G0030500	Chr1B	7851867	7852259	+	7852063	Chr1B	8278721	8279112	-	8278916	0.997	0.984
gene:TraesCS1B03G0030900	Chr1B	7968876	7970120	-	7969498	Chr1B	8164583	8165827	+	8165205	1.0	0.983
gene:TraesCS1B03G0031200	Chr1B	8001434	8001895	-	8001664	Chr1B	8132744	8133205	+	8132974	1.0	0.993
gene:TraesCS1B03G0031300	Chr1B	8012259	8012916	-	8012587	Chr1B	8121727	8122384	+	8122055	1.0	0.985
gene:TraesCS1B03G0031900	Chr1B	8067883	8068314	-	8068098	Chr1B	9140664	9141095	-	9140879	1.0	0.976
gene:TraesCS1B03G0032100	Chr1B	8076414	8076845	-	8076629	Chr1B	8070693	8071124	+	8070908	1.0	0.988
gene:TraesCS1B03G0034200	Chr1B	8519980	8527072	+	8523526	Chr1B	7868450	7875070	-	7871760	0.998	0.973
gene:TraesCS1B03G0034400	Chr1B	8592364	8593919	+	8593141	Chr1B	9657230	9658785	+	9658007	1.0	0.992
gene:TraesCS1B03G0034500	Chr1B	8645390	8646951	+	8646170	Chr1B	9726954	9728507	+	9727730	1.0	0.996
gene:TraesCS1B03G0034600	Chr1B	8672509	8677350	-	8674929	Chr1B	9755796	9758878	-	9757337	1.0	0.994
gene:TraesCS1B03G0035000	Chr1B	8710149	8712378	+	8711263	Chr1B	9804301	9806530	+	9805415	1.0	0.99
gene:TraesCS1B03G0035300	Chr1B	8731073	8731747	+	8731410	Chr1B	9825235	9825883	+	9825559	1.0	0.99
gene:TraesCS1B03G0035400	Chr1B	8748973	8750925	+	8749949	Chr1B	9843136	9845088	+	9844112	1.0	0.996
gene:TraesCS1B03G0035700	Chr1B	8775326	8781500	+	8778413	Chr1B	9897395	9903520	+	9900457	0.994	0.968
gene:TraesCS1B03G0035800	Chr1B	8781958	8783322	+	8782640	Chr1B	9903984	9905341	+	9904662	0.991	0.945
gene:TraesCS1B03G0036200	Chr1B	8920793	8921583	-	8921188	Chr1B	10045954	10046690	-	10046322	1.0	0.997
gene:TraesCS1B03G0036300	Chr1B	8936686	8939403	-	8938044	Chr1B	10061752	10064469	-	10063110	1.0	0.997
gene:TraesCS1B03G0036500	Chr1B	9081442	9085624	+	9083533	Chr1B	10074647	10078623	+	10076635	0.944	0.94
gene:TraesCS1B03G0036700	Chr1B	9183329	9184082	+	9183705	Chr1B	10178059	10178812	+	10178435	1.0	1.0
gene:TraesCS1B03G0036800	Chr1B	9188008	9202582	+	9195295	Chr1B	10182738	10197312	+	10190025	1.0	0.999
gene:TraesCS1B03G0036900	Chr1B	9221024	9223309	+	9222166	Chr1B	10215767	10218024	+	10216895	1.0	1.0
gene:TraesCS1B03G0037100	Chr1B	9234708	9235360	-	9235034	Chr1B	10229441	10230093	-	10229767	1.0	0.998
gene:TraesCS1B03G0037200	Chr1B	9239572	9240364	-	9239968	Chr1B	10234304	10235096	-	10234700	1.0	1.0
gene:TraesCS1B03G0037500	Chr1B	9294962	9297935	-	9296448	Chr1B	10289688	10292661	-	10291174	1.0	1.0
gene:TraesCS1B03G0037600	Chr1B	9340006	9342523	-	9341264	Chr1B	10334715	10337232	-	10335973	1.0	1.0
gene:TraesCS1B03G0038000	Chr1B	9375472	9376307	-	9375889	Chr1B	10370189	10371024	-	10370606	1.0	1.0
gene:TraesCS1B03G0038200	Chr1B	9386698	9389358	-	9388028	Chr1B	10381416	10384076	-	10382746	1.0	0.999
gene:TraesCS1B03G0038300	Chr1B	9435993	9438264	-	9437128	Chr1B	10430522	10432766	-	10431644	0.98	0.98
gene:TraesCS1B03G0038600	Chr1B	9468567	9470728	+	9469647	Chr1B	10463668	10465829	+	10464748	1.0	1.0
gene:TraesCS1B03G0038700	Chr1B	9512135	9528525	-	9520330	Chr1B	10507339	10523730	-	10515534	1.0	1.0
gene:TraesCS1B03G0038800	Chr1B	9590685	9594472	-	9592578	Chr1B	10585903	10589690	-	10587796	1.0	1.0
gene:TraesCS1B03G0038900	Chr1B	9596767	9602349	+	9599558	Chr1B	10592016	10597589	+	10594802	0.993	0.993
gene:TraesCS1B03G0039000	Chr1B	9602359	9603587	+	9602973	Chr1B	10597599	10598827	+	10598213	1.0	1.0
gene:TraesCS1B03G0039200	Chr1B	9612378	9613006	-	9612692	Chr1B	10607619	10608247	-	10607933	1.0	1.0
gene:TraesCS1B03G0039600	Chr1B	9683032	9685542	+	9684287	Chr1B	10678304	10680814	+	10679559	1.0	1.0
gene:TraesCS1B03G0040000	Chr1B	9779917	9781098	-	9780507	Chr1B	10775168	10776349	-	10775758	1.0	1.0
gene:TraesCS1B03G0040100	Chr1B	9782826	9784767	+	9783796	Chr1B	10778073	10780014	+	10779043	1.0	1.0
gene:TraesCS1B03G0040200	Chr1B	9789359	9790975	+	9790167	Chr1B	10784609	10786225	+	10785417	1.0	0.997
gene:TraesCS1B03G0040300	Chr1B	9800870	9801743	+	9801306	Chr1B	10796120	10796993	+	10796556	1.0	1.0
gene:TraesCS1B03G0040400	Chr1B	9931905	9932833	-	9932369	Chr1B	10927985	10928887	-	10928436	0.947	0.947
gene:TraesCS1B03G0040500	Chr1B	9946473	9947669	+	9947071	Chr1B	10942529	10943725	+	10943127	1.0	1.0
gene:TraesCS1B03G0040600	Chr1B	10006721	10011436	+	10009078	Chr1B	11011602	11016310	+	11013956	1.0	0.999
gene:TraesCS1B03G0041000	Chr1B	10062709	10067524	-	10065116	Chr1B	11067746	11072561	-	11070153	1.0	0.996
gene:TraesCS1B03G0041100	Chr1B	10070699	10086054	-	10078376	Chr1B	11075630	11091000	-	11083315	0.959	0.946
gene:TraesCS1B03G0041200	Chr1B	10093955	10096755	+	10095355	Chr1B	11106310	11109287	+	11107798	1.0	0.965
gene:TraesCS1B03G0041500	Chr1B	10107955	10111696	-	10109825	Chr1B	11121840	11125597	-	11123718	1.0	0.998
gene:TraesCS1B03G0041400	Chr1B	10107549	10114755	+	10111152	Chr1B	11121420	11128656	+	11125038	1.0	0.997
gene:TraesCS1B03G0041800	Chr1B	10161526	10163430	+	10162478	Chr1B	11202925	11204829	+	11203877	1.0	0.997
gene:TraesCS1B03G0042000	Chr1B	10204289	10205548	-	10204918	Chr1B	11323813	11325072	-	11324442	1.0	0.968
gene:TraesCS1B03G0042200	Chr1B	10223793	10225081	-	10224437	Chr1B	11342823	11344118	-	11343470	1.0	0.988
gene:TraesCS1B03G0042300	Chr1B	10227066	10228079	-	10227572	Chr1B	11346103	11347116	-	11346609	1.0	0.998
gene:TraesCS1B03G0042400	Chr1B	10232241	10236228	-	10234234	Chr1B	11351276	11355329	-	11353302	0.997	0.99
gene:TraesCS1B03G0042600	Chr1B	10349836	10356359	+	10353097	Chr1B	11490684	11497193	+	11493938	0.995	0.99
gene:TraesCS1B03G0042700	Chr1B	10357323	10358121	+	10357722	Chr1B	11498185	11498983	+	11498584	1.0	0.995
gene:TraesCS1B03G0042900	Chr1B	10405014	10410446	-	10407730	Chr1B	11552398	11557867	-	11555132	1.0	0.992
gene:TraesCS1B03G0043200	Chr1B	10450132	10452871	-	10451501	Chr1B	11623663	11627800	-	11625731	0.99	0.971
gene:TraesCS1B03G0043300	Chr1B	10496325	10503200	+	10499762	Chr1B	11672184	11679061	+	11675622	1.0	0.989
gene:TraesCS1B03G0044100	Chr1B	10570455	10573606	+	10572030	Chr1B	11754153	11757338	+	11755745	0.999	0.985
gene:TraesCS1B03G0044300	Chr1B	10583195	10586486	+	10584840	Chr1B	11766926	11770537	+	11768731	0.996	0.976
gene:TraesCS1B03G0044200	Chr1B	10577886	10592699	-	10585292	Chr1B	11761617	11776758	-	11769187	0.993	0.971
gene:TraesCS1B03G0044500	Chr1B	10621984	10623686	-	10622835	Chr1B	11781806	11783489	-	11782647	0.986	0.961
gene:TraesCS1B03G0044700	Chr1B	10631853	10634419	-	10633136	Chr1B	11786477	11789053	-	11787765	0.991	0.929
gene:TraesCS1B03G0044800	Chr1B	10638363	10641651	-	10640007	Chr1B	11792635	11796424	-	11794529	0.99	0.964
gene:TraesCS1B03G0045000	Chr1B	10646033	10648577	-	10647305	Chr1B	11803534	11806053	-	11804793	0.994	0.961
gene:TraesCS1B03G0045800	Chr1B	10890974	10899911	-	10895442	Chr1B	11875250	11884091	-	11879670	0.974	0.965
gene:TraesCS1B03G0046800	Chr1B	11097649	11101734	-	11099691	Chr1B	11951435	11955399	+	11953417	0.994	0.962
gene:TraesCS1B03G0047900	Chr1B	11932852	11935452	+	11934152	Chr1B	12247923	12250369	+	12249146	0.999	0.971
gene:TraesCS1B03G0048500	Chr1B	12155898	12157261	+	12156579	Chr1B	12497778	12499140	+	12498459	1.0	0.993
gene:TraesCS1B03G0048600	Chr1B	12212874	12214358	-	12213616	Chr1B	12548843	12550285	-	12549564	0.985	0.981
gene:TraesCS1B03G0048700	Chr1B	12216550	12222860	-	12219705	Chr1B	12553059	12559388	-	12556223	0.998	0.973
gene:TraesCS1B03G0048800	Chr1B	12376675	12379736	+	12378205	Chr1B	12773122	12776166	+	12774644	0.992	0.987
gene:TraesCS1B03G0049000	Chr1B	12403367	12410785	+	12407076	Chr1B	12781874	12789550	+	12785712	0.985	0.963
gene:TraesCS1B03G0049400	Chr1B	12587869	12588942	+	12588405	Chr1B	13026232	13027294	+	13026763	0.989	0.988
gene:TraesCS1B03G0049600	Chr1B	12608888	12609961	+	12609424	Chr1B	12966103	12967165	+	12966634	0.989	0.989
gene:TraesCS1B03G0050000	Chr1B	12856625	12856867	-	12856746	Chr1B	13177698	13177940	-	13177819	1.0	0.979
gene:TraesCS1B03G0050200	Chr1B	12859498	12863918	+	12861708	Chr1B	13180162	13184585	+	13182373	1.0	0.994
gene:TraesCS1B03G0050300	Chr1B	12871155	12871370	+	12871262	Chr1B	13192207	13192422	+	13192314	1.0	1.0
gene:TraesCS1B03G0050400	Chr1B	12886537	12886779	-	12886658	Chr1B	13207181	13207423	-	13207302	1.0	0.995
gene:TraesCS1B03G0050600	Chr1B	12900275	12900898	-	12900586	Chr1B	14018384	14019005	-	14018694	0.994	0.936
gene:TraesCS1B03G0051200	Chr1B	13011432	13011673	+	13011552	Chr1B	14259919	14260161	+	14260040	1.0	0.958
gene:TraesCS1B03G0051300	Chr1B	13071722	13071964	+	13071843	Chr1B	14350524	14350766	+	14350645	1.0	0.962
gene:TraesCS1B03G0052000	Chr1B	13261342	13261557	-	13261449	Chr1B	13653848	13654063	-	13653955	1.0	0.953
gene:TraesCS1B03G0052300	Chr1B	13282427	13285263	+	13283845	Chr1B	13318110	13320946	+	13319528	1.0	0.99
gene:TraesCS1B03G0052600	Chr1B	13308308	13310991	-	13309649	Chr1B	13347560	13350239	-	13348899	0.998	0.995
gene:TraesCS1B03G0052700	Chr1B	13312371	13313351	-	13312861	Chr1B	13351618	13352598	-	13352108	1.0	0.989
gene:TraesCS1B03G0052800	Chr1B	13323643	13324701	-	13324172	Chr1B	13401223	13402281	-	13401752	1.0	0.998
gene:TraesCS1B03G0053500	Chr1B	13438831	13442118	+	13440474	Chr1B	13604893	13608009	+	13606451	0.998	0.988
gene:TraesCS1B03G0053600	Chr1B	13471192	13471901	-	13471546	Chr1B	13614364	13615073	-	13614718	1.0	0.996
gene:TraesCS1B03G0053800	Chr1B	13505365	13505580	+	13505472	Chr1B	13647257	13647472	+	13647364	1.0	0.995
gene:TraesCS1B03G0053900	Chr1B	13509180	13509422	+	13509301	Chr1B	13651065	13651307	+	13651186	1.0	0.995
gene:TraesCS1B03G0054200	Chr1B	13534543	13539707	+	13537125	Chr1B	13678081	13683244	+	13680662	1.0	0.998
gene:TraesCS1B03G0054400	Chr1B	13670547	13683383	-	13676965	Chr1B	13811558	13824424	-	13817991	1.0	0.997
gene:TraesCS1B03G0054600	Chr1B	13735279	13740170	-	13737724	Chr1B	13876801	13881693	-	13879247	1.0	0.998
gene:TraesCS1B03G0054700	Chr1B	13759157	13767992	+	13763574	Chr1B	13900688	13909525	+	13905106	1.0	0.998
gene:TraesCS1B03G0055700	Chr1B	13977558	13982523	-	13980040	Chr1B	13982866	13987782	-	13985324	0.98	0.972
gene:TraesCS1B03G0056000	Chr1B	13999014	14002404	+	14000709	Chr1B	14004468	14007898	+	14006183	0.999	0.993
gene:TraesCS1B03G0056200	Chr1B	14061989	14062204	+	14062096	Chr1B	14074784	14074999	+	14074891	1.0	0.981
gene:TraesCS1B03G0056300	Chr1B	14065926	14066168	+	14066047	Chr1B	14078719	14078961	+	14078840	1.0	0.995
gene:TraesCS1B03G0056400	Chr1B	14068724	14068939	-	14068831	Chr1B	14081520	14081727	-	14081623	0.962	0.953
gene:TraesCS1B03G0056500	Chr1B	14127521	14127736	-	14127628	Chr1B	14140024	14140239	-	14140131	1.0	0.995
gene:TraesCS1B03G0056800	Chr1B	14206800	14207042	+	14206921	Chr1B	14568712	14568954	+	14568833	1.0	0.987
gene:TraesCS1B03G0057400	Chr1B	14654433	14660861	+	14657647	Chr1B	14848405	14854845	+	14851625	1.0	1.0
gene:TraesCS1B03G0057600	Chr1B	14726947	14731776	+	14729361	Chr1B	14920574	14925403	+	14922988	1.0	1.0
gene:TraesCS1B03G0057700	Chr1B	14791130	14792757	-	14791943	Chr1B	14984641	14986268	-	14985454	1.0	0.999
gene:TraesCS1B03G0057800	Chr1B	14859044	14861496	-	14860270	Chr1B	15051932	15054384	-	15053158	1.0	1.0
gene:TraesCS1B03G0058000	Chr1B	14898675	14900216	+	14899445	Chr1B	15090686	15092227	+	15091456	1.0	1.0
gene:TraesCS1B03G0058100	Chr1B	14905984	14913993	+	14909988	Chr1B	15097993	15106002	+	15101997	1.0	1.0
