gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Fielder_tgt_chr	Fielder_tgt_start	Fielder_tgt_end	Fielder_tgt_strand	Fielder_tgt_midpoint	Fielder_coverage	Fielder_identity
gene:TraesCS3B03G0014400	Chr3B	3982981	3987045	-	3985013	Chr3B	768177	772242	+	770209	1.0	0.999
gene:TraesCS3B03G0014500	Chr3B	4042103	4049664	+	4045883	Chr3B	708907	716167	-	712537	0.999	0.999
gene:TraesCS3B03G0014700	Chr3B	4088058	4088845	-	4088451	Chr3B	669778	670565	+	670171	1.0	1.0
gene:TraesCS3B03G0014800	Chr3B	4094363	4094890	-	4094626	Chr3B	663733	664260	+	663996	1.0	1.0
gene:TraesCS3B03G0014900	Chr3B	4102252	4103050	+	4102651	Chr3B	656302	657100	-	656701	1.0	1.0
gene:TraesCS3B03G0015000	Chr3B	4129338	4130978	-	4130158	Chr3B	629352	630993	+	630172	1.0	0.999
gene:TraesCS3B03G0015500	Chr3B	4396775	4398430	+	4397602	Chr3B	362726	364381	-	363553	1.0	1.0
gene:TraesCS3B03G0015700	Chr3B	4408492	4410230	-	4409361	Chr3B	350923	352661	+	351792	1.0	1.0
gene:TraesCS3B03G0015800	Chr3B	4412479	4415438	-	4413958	Chr3B	345715	348674	+	347194	1.0	1.0
gene:TraesCS3B03G0015900	Chr3B	4428801	4430849	+	4429825	Chr3B	330303	332351	-	331327	1.0	1.0
gene:TraesCS3B03G0016000	Chr3B	4440305	4445340	+	4442822	Chr3B	316020	320818	-	318419	1.0	1.0
gene:TraesCS3B03G0016300	Chr3B	4501021	4504396	-	4502708	Chr3B	256904	260279	+	258591	1.0	1.0
gene:TraesCS3B03G0016800	Chr3B	4642661	4644619	+	4643640	Chr3B	107749	109707	-	108728	1.0	1.0
gene:TraesCS3B03G0016900	Chr3B	4645981	4646856	+	4646418	Chr3B	105512	106387	-	105949	1.0	1.0
gene:TraesCS3B03G0017100	Chr3B	4647867	4648654	+	4648260	Chr3B	103714	104501	-	104107	1.0	0.998
gene:TraesCS3B03G0017200	Chr3B	4672356	4674432	+	4673394	Chr3B	78000	79993	-	78996	1.0	0.998
gene:TraesCS3B03G0017300	Chr3B	4680357	4681117	+	4680737	Chr3B	71261	72021	-	71641	1.0	1.0
gene:TraesCS3B03G0017600	Chr3B	4701822	4707580	-	4704701	Chr3B	45105	50454	+	47779	1.0	1.0
gene:TraesCS3B03G0018000	Chr3B	4894499	4896037	+	4895268	Chr3B	5674893	5676431	+	5675662	1.0	0.999
gene:TraesCS3B03G0018100	Chr3B	4897488	4899528	-	4898508	Chr3B	5677882	5679922	-	5678902	1.0	0.999
gene:TraesCS3B03G0018200	Chr3B	4994718	4995101	+	4994909	Chr3B	5775114	5775497	+	5775305	1.0	1.0
gene:TraesCS3B03G0018300	Chr3B	4996692	4997971	+	4997331	Chr3B	5777088	5778367	+	5777727	1.0	0.999
gene:TraesCS3B03G0018800	Chr3B	5416010	5420829	-	5418419	Chr3B	5923878	5928698	-	5926288	1.0	0.998
gene:TraesCS3B03G0019600	Chr3B	5706385	5712424	+	5709404	Chr3B	6246649	6252555	+	6249602	0.983	0.946
gene:TraesCS3B03G0020300	Chr3B	5725847	5727412	-	5726629	Chr3B	6281994	6283513	-	6282753	0.969	0.966
gene:TraesCS3B03G0020400	Chr3B	5797705	5802507	+	5800106	Chr3B	6354165	6358986	+	6356575	1.0	0.991
gene:TraesCS3B03G0020500	Chr3B	5801269	5802494	+	5801881	Chr3B	6357736	6358973	+	6358354	1.0	0.987
gene:TraesCS3B03G0021000	Chr3B	5914421	5915600	-	5915010	Chr3B	6711483	6712663	-	6712073	1.0	1.0
gene:TraesCS3B03G0021500	Chr3B	5941359	5941929	-	5941644	Chr3B	6947560	6948130	-	6947845	1.0	0.997
gene:TraesCS3B03G0021600	Chr3B	5974245	5974995	-	5974620	Chr3B	6980459	6981209	-	6980834	1.0	1.0
gene:TraesCS3B03G0021900	Chr3B	5987469	5988446	-	5987957	Chr3B	6993690	6994667	-	6994178	1.0	1.0
gene:TraesCS3B03G0022600	Chr3B	6013488	6017498	-	6015493	Chr3B	7019701	7023712	-	7021706	1.0	1.0
gene:TraesCS3B03G0022700	Chr3B	6063054	6064845	+	6063949	Chr3B	7069285	7071076	+	7070180	1.0	1.0
gene:TraesCS3B03G0022800	Chr3B	6073695	6077105	+	6075400	Chr3B	7079920	7083330	+	7081625	1.0	0.999
gene:TraesCS3B03G0022900	Chr3B	6077386	6080144	-	6078765	Chr3B	7083611	7086369	-	7084990	1.0	1.0
gene:TraesCS3B03G0023400	Chr3B	6125716	6126018	+	6125867	Chr3B	7131961	7132263	+	7132112	1.0	1.0
gene:TraesCS3B03G0023700	Chr3B	6128967	6129555	-	6129261	Chr3B	7135211	7135799	-	7135505	1.0	1.0
gene:TraesCS3B03G0023800	Chr3B	6129008	6129558	-	6129283	Chr3B	7135252	7135802	-	7135527	1.0	1.0
gene:TraesCS3B03G0024300	Chr3B	6134186	6134377	-	6134281	Chr3B	7140430	7140621	-	7140525	1.0	1.0
gene:TraesCS3B03G0024400	Chr3B	6134186	6134377	-	6134281	Chr3B	7140430	7140621	-	7140525	1.0	1.0
gene:TraesCS3B03G0024500	Chr3B	6134991	6135455	-	6135223	Chr3B	7141235	7141699	-	7141467	1.0	1.0
gene:TraesCS3B03G0024600	Chr3B	6134991	6135455	-	6135223	Chr3B	7141235	7141699	-	7141467	1.0	1.0
gene:TraesCS3B03G0025400	Chr3B	6157129	6157991	+	6157560	Chr3B	7163388	7164250	+	7163819	1.0	1.0
gene:TraesCS3B03G0025500	Chr3B	6157134	6157991	+	6157562	Chr3B	7163393	7164250	+	7163821	1.0	1.0
gene:TraesCS3B03G0025600	Chr3B	6157505	6157991	+	6157748	Chr3B	7163764	7164250	+	7164007	1.0	1.0
gene:TraesCS3B03G0025900	Chr3B	6167831	6168413	+	6168122	Chr3B	7174090	7174672	+	7174381	1.0	0.997
gene:TraesCS3B03G0026000	Chr3B	6167845	6168530	+	6168187	Chr3B	7174104	7174789	+	7174446	1.0	0.998
gene:TraesCS3B03G0026300	Chr3B	6210118	6210479	+	6210298	Chr3B	7216369	7216730	+	7216549	1.0	1.0
gene:TraesCS3B03G0026700	Chr3B	6220771	6222888	-	6221829	Chr3B	7227024	7229141	-	7228082	1.0	1.0
gene:TraesCS3B03G0026800	Chr3B	6220941	6222881	-	6221911	Chr3B	7227194	7229134	-	7228164	1.0	1.0
gene:TraesCS3B03G0026900	Chr3B	6239266	6239636	+	6239451	Chr3B	7245519	7245889	+	7245704	1.0	1.0
gene:TraesCS3B03G0027000	Chr3B	6242148	6243598	+	6242873	Chr3B	7248400	7249850	+	7249125	1.0	1.0
gene:TraesCS3B03G0027100	Chr3B	6250940	6252156	+	6251548	Chr3B	7257192	7258408	+	7257800	1.0	1.0
gene:TraesCS3B03G0027300	Chr3B	6302591	6303316	-	6302953	Chr3B	7310418	7311143	-	7310780	1.0	1.0
gene:TraesCS3B03G0027400	Chr3B	6305961	6306274	+	6306117	Chr3B	7313788	7314101	+	7313944	1.0	1.0
gene:TraesCS3B03G0027600	Chr3B	6344582	6345667	-	6345124	Chr3B	7352228	7353313	-	7352770	1.0	1.0
gene:TraesCS3B03G0027700	Chr3B	6358750	6366458	+	6362604	Chr3B	7387295	7395008	+	7391151	1.0	1.0
gene:TraesCS3B03G0028100	Chr3B	6375001	6378109	-	6376555	Chr3B	7403702	7406810	-	7405256	1.0	1.0
gene:TraesCS3B03G0028200	Chr3B	6418690	6428060	+	6423375	Chr3B	7447775	7457144	+	7452459	1.0	1.0
gene:TraesCS3B03G0028300	Chr3B	6423173	6427989	+	6425581	Chr3B	7452257	7457073	+	7454665	1.0	0.999
gene:TraesCS3B03G0028500	Chr3B	6432085	6434317	-	6433201	Chr3B	7461177	7463409	-	7462293	1.0	0.999
gene:TraesCS3B03G0028600	Chr3B	6461524	6462461	+	6461992	Chr3B	7490616	7491553	+	7491084	1.0	1.0
gene:TraesCS3B03G0029000	Chr3B	6503456	6505642	-	6504549	Chr3B	7525684	7527870	-	7526777	1.0	0.999
gene:TraesCS3B03G0029200	Chr3B	6514905	6517931	-	6516418	Chr3B	7539063	7542089	-	7540576	1.0	1.0
gene:TraesCS3B03G0029100	Chr3B	6514300	6520754	+	6517527	Chr3B	7538458	7544912	+	7541685	1.0	1.0
gene:TraesCS3B03G0029300	Chr3B	6530621	6531791	+	6531206	Chr3B	7554944	7556114	+	7555529	1.0	1.0
gene:TraesCS3B03G0029700	Chr3B	6593184	6594729	+	6593956	Chr3B	7622364	7623909	+	7623136	1.0	1.0
gene:TraesCS3B03G0029800	Chr3B	6659713	6660813	+	6660263	Chr3B	7689102	7690202	+	7689652	1.0	1.0
gene:TraesCS3B03G0029900	Chr3B	6671564	6673567	+	6672565	Chr3B	7700961	7702964	+	7701962	1.0	1.0
gene:TraesCS3B03G0030000	Chr3B	6681490	6685614	+	6683552	Chr3B	7710887	7715011	+	7712949	1.0	0.998
gene:TraesCS3B03G0030300	Chr3B	6764757	6776638	-	6770697	Chr3B	7793807	7805688	-	7799747	1.0	1.0
gene:TraesCS3B03G0030900	Chr3B	6792313	6794111	-	6793212	Chr3B	7821364	7823162	-	7822263	1.0	1.0
gene:TraesCS3B03G0031100	Chr3B	6796809	6799701	-	6798255	Chr3B	7825860	7828752	-	7827306	1.0	1.0
gene:TraesCS3B03G0031200	Chr3B	6803638	6807916	+	6805777	Chr3B	7832689	7836967	+	7834828	1.0	1.0
gene:TraesCS3B03G0031400	Chr3B	10011961	10013468	-	10012714	Chr3B	10962848	10964355	-	10963601	1.0	1.0
gene:TraesCS3B03G0031700	Chr3B	10462654	10466557	+	10464605	Chr3B	11413743	11417644	+	11415693	1.0	1.0
gene:TraesCS3B03G0031800	Chr3B	10972258	10977458	-	10974858	Chr3B	11920652	11925852	-	11923252	1.0	1.0
gene:TraesCS3B03G0037900	Chr3B	11947904	11950970	+	11949437	Chr3B	12063642	12066706	+	12065174	1.0	1.0
gene:TraesCS3B03G0038000	Chr3B	11951308	11954850	-	11953079	Chr3B	12067044	12070586	-	12068815	1.0	1.0
gene:TraesCS3B03G0038200	Chr3B	11956531	11958854	-	11957692	Chr3B	12072267	12074590	-	12073428	1.0	1.0
gene:TraesCS3B03G0038500	Chr3B	11961737	11963712	-	11962724	Chr3B	12077473	12079448	-	12078460	1.0	1.0
gene:TraesCS3B03G0038600	Chr3B	11965423	11968168	+	11966795	Chr3B	12081159	12083905	+	12082532	1.0	0.999
gene:TraesCS3B03G0038800	Chr3B	12071707	12079854	+	12075780	Chr3B	12187473	12195620	+	12191546	1.0	1.0
gene:TraesCS3B03G0038900	Chr3B	12176373	12178583	+	12177478	Chr3B	12292139	12294349	+	12293244	1.0	1.0
gene:TraesCS3B03G0039100	Chr3B	12184132	12185097	+	12184614	Chr3B	12299897	12300862	+	12300379	1.0	1.0
gene:TraesCS3B03G0039200	Chr3B	12185415	12189726	-	12187570	Chr3B	12301180	12305491	-	12303335	1.0	1.0
gene:TraesCS3B03G0039400	Chr3B	12225935	12226465	-	12226200	Chr3B	12341763	12342293	-	12342028	1.0	1.0
gene:TraesCS3B03G0040300	Chr3B	12365034	12368968	+	12367001	Chr3B	12480643	12484577	+	12482610	1.0	1.0
gene:TraesCS3B03G0040400	Chr3B	12369257	12370173	+	12369715	Chr3B	12484866	12485782	+	12485324	1.0	1.0
gene:TraesCS3B03G0040500	Chr3B	12371609	12375309	-	12373459	Chr3B	12487218	12490918	-	12489068	1.0	0.999
gene:TraesCS3B03G0041000	Chr3B	12477307	12481295	-	12479301	Chr3B	12603537	12607525	-	12605531	1.0	1.0
gene:TraesCS3B03G0041100	Chr3B	12485475	12491384	+	12488429	Chr3B	12611705	12617645	+	12614675	1.0	1.0
gene:TraesCS3B03G0041200	Chr3B	12585694	12587050	-	12586372	Chr3B	12711966	12713322	-	12712644	1.0	1.0
gene:TraesCS3B03G0041300	Chr3B	12590773	12592281	+	12591527	Chr3B	12717045	12718553	+	12717799	1.0	1.0
gene:TraesCS3B03G0041400	Chr3B	12595610	12597051	-	12596330	Chr3B	12721882	12723323	-	12722602	1.0	1.0
gene:TraesCS3B03G0041500	Chr3B	12601924	12602601	-	12602262	Chr3B	12728196	12728873	-	12728534	1.0	1.0
gene:TraesCS3B03G0041600	Chr3B	12608171	12608647	-	12608409	Chr3B	12734445	12734921	-	12734683	1.0	1.0
gene:TraesCS3B03G0041800	Chr3B	13120457	13120807	-	13120632	Chr3B	13246059	13246409	-	13246234	1.0	1.0
gene:TraesCS3B03G0042000	Chr3B	13140448	13146598	+	13143523	Chr3B	13265778	13271928	+	13268853	1.0	1.0
gene:TraesCS3B03G0042100	Chr3B	13150614	13151953	+	13151283	Chr3B	13275944	13277283	+	13276613	1.0	1.0
gene:TraesCS3B03G0042200	Chr3B	13155850	13159257	+	13157553	Chr3B	13281180	13284587	+	13282883	1.0	0.999
gene:TraesCS3B03G0042400	Chr3B	13188801	13190896	+	13189848	Chr3B	13313932	13316027	+	13314979	1.0	1.0
gene:TraesCS3B03G0042500	Chr3B	13244270	13247808	+	13246039	Chr3B	13369397	13372934	+	13371165	1.0	1.0
gene:TraesCS3B03G0042700	Chr3B	13247846	13251928	-	13249887	Chr3B	13372972	13377054	-	13375013	1.0	1.0
gene:TraesCS3B03G0043500	Chr3B	13267715	13268552	-	13268133	Chr3B	13392842	13393679	-	13393260	1.0	1.0
gene:TraesCS3B03G0044100	Chr3B	13452540	13459855	+	13456197	Chr3B	13577737	13585052	+	13581394	1.0	0.999
gene:TraesCS3B03G0044300	Chr3B	13602908	13607618	+	13605263	Chr3B	13728137	13732847	+	13730492	1.0	1.0
gene:TraesCS3B03G0044500	Chr3B	13617584	13618512	+	13618048	Chr3B	13742816	13743744	+	13743280	1.0	1.0
gene:TraesCS3B03G0044600	Chr3B	13624135	13625145	+	13624640	Chr3B	13749366	13750376	+	13749871	1.0	1.0
gene:TraesCS3B03G0045000	Chr3B	13638687	13641490	+	13640088	Chr3B	13763918	13766721	+	13765319	1.0	1.0
gene:TraesCS3B03G0045200	Chr3B	13651284	13654171	-	13652727	Chr3B	13776516	13779403	-	13777959	1.0	0.999
gene:TraesCS3B03G0045900	Chr3B	13743583	13744821	-	13744202	Chr3B	13868837	13870075	-	13869456	1.0	1.0
gene:TraesCS3B03G0046100	Chr3B	13753742	13756833	-	13755287	Chr3B	13878985	13882076	-	13880530	1.0	1.0
gene:TraesCS3B03G0046200	Chr3B	13794541	13796737	-	13795639	Chr3B	13919774	13921970	-	13920872	1.0	1.0
gene:TraesCS3B03G0046600	Chr3B	13842867	13847314	+	13845090	Chr3B	13968121	13972568	+	13970344	1.0	1.0
gene:TraesCS3B03G0046900	Chr3B	13889123	13890558	+	13889840	Chr3B	14014407	14015843	+	14015125	1.0	0.999
gene:TraesCS3B03G0047100	Chr3B	13894018	13894831	+	13894424	Chr3B	14019303	14020116	+	14019709	1.0	1.0
gene:TraesCS3B03G0047200	Chr3B	13900782	13902099	+	13901440	Chr3B	14026067	14027384	+	14026725	1.0	1.0
gene:TraesCS3B03G0047300	Chr3B	13904992	13908357	+	13906674	Chr3B	14030277	14033642	+	14031959	1.0	1.0
gene:TraesCS3B03G0047500	Chr3B	13908853	13909704	-	13909278	Chr3B	14034138	14034989	-	14034563	1.0	0.998
gene:TraesCS3B03G0047600	Chr3B	13912323	13919989	+	13916156	Chr3B	14037608	14045274	+	14041441	1.0	1.0
gene:TraesCS3B03G0047700	Chr3B	13920909	13922384	+	13921646	Chr3B	14046194	14047669	+	14046931	1.0	1.0
gene:TraesCS3B03G0047800	Chr3B	13924243	13934714	-	13929478	Chr3B	14049528	14060001	-	14054764	1.0	1.0
gene:TraesCS3B03G0048000	Chr3B	13954460	13967646	-	13961053	Chr3B	14067087	14080265	-	14073676	1.0	0.997
gene:TraesCS3B03G0049200	Chr3B	14197012	14200919	+	14198965	Chr3B	14332962	14336874	+	14334918	1.0	0.997
gene:TraesCS3B03G0049400	Chr3B	14272431	14284305	-	14278368	Chr3B	14399277	14410942	-	14405109	0.997	0.996
gene:TraesCS3B03G0050500	Chr3B	14456299	14456661	-	14456480	Chr3B	14570550	14570912	-	14570731	1.0	0.98
gene:TraesCS3B03G0050900	Chr3B	14518868	14523037	+	14520952	Chr3B	14625210	14629383	+	14627296	1.0	0.996
gene:TraesCS3B03G0051000	Chr3B	14526596	14531005	+	14528800	Chr3B	14632462	14636882	+	14634672	1.0	0.994
gene:TraesCS3B03G0051100	Chr3B	14539683	14542511	-	14541097	Chr3B	14648194	14651022	-	14649608	1.0	0.996
gene:TraesCS3B03G0051200	Chr3B	14549103	14549399	-	14549251	Chr3B	14656017	14656313	-	14656165	0.989	0.97
gene:TraesCS3B03G0051500	Chr3B	14560796	14563932	+	14562364	Chr3B	14674954	14678123	+	14676538	0.99	0.957
gene:TraesCS3B03G0052000	Chr3B	14897747	14904386	+	14901066	Chr3B	14686481	14693705	+	14690093	0.997	0.955
gene:TraesCS3B03G0052400	Chr3B	15034510	15038343	+	15036426	Chr3B	14770569	14775730	+	14773149	0.999	0.964
gene:TraesCS3B03G0052500	Chr3B	15043587	15043985	-	15043786	Chr3B	14781223	14781621	-	14781422	1.0	0.994
gene:TraesCS3B03G0052700	Chr3B	15050859	15051645	-	15051252	Chr3B	14789456	14790241	-	14789848	1.0	0.992
gene:TraesCS3B03G0052800	Chr3B	15051800	15059713	-	15055756	Chr3B	14790396	14798307	-	14794351	1.0	0.998
gene:TraesCS3B03G0053000	Chr3B	15128456	15129483	+	15128969	Chr3B	14872153	14873180	+	14872666	1.0	0.996
gene:TraesCS3B03G0053100	Chr3B	15160153	15163258	+	15161705	Chr3B	14905214	14908317	+	14906765	0.999	0.997
gene:TraesCS3B03G0053200	Chr3B	15164778	15165608	-	15165193	Chr3B	14909610	14910440	-	14910025	1.0	0.99
gene:TraesCS3B03G0053700	Chr3B	15311739	15315173	-	15313456	Chr3B	15081836	15085272	-	15083554	1.0	0.997
gene:TraesCS3B03G0053800	Chr3B	15334364	15335548	+	15334956	Chr3B	15105796	15106980	+	15106388	1.0	0.999
gene:TraesCS3B03G0053900	Chr3B	15344103	15347794	+	15345948	Chr3B	15115559	15119253	+	15117406	1.0	0.994
gene:TraesCS3B03G0054200	Chr3B	15361834	15364625	-	15363229	Chr3B	15133445	15136248	-	15134846	1.0	0.981
gene:TraesCS3B03G0054900	Chr3B	15413768	15421229	-	15417498	Chr3B	15350302	15357785	-	15354043	0.999	0.978
gene:TraesCS3B03G0056000	Chr3B	15737539	15742920	-	15740229	Chr3B	15406788	15412153	-	15409470	1.0	0.997
gene:TraesCS3B03G0056300	Chr3B	15774884	15775192	-	15775038	Chr3B	15443308	15443616	-	15443462	1.0	0.993
gene:TraesCS3B03G0056500	Chr3B	15817353	15827081	-	15822217	Chr3B	15490635	15500394	-	15495514	0.999	0.961
gene:TraesCS3B03G0057200	Chr3B	16030592	16032356	+	16031474	Chr3B	15720833	15722597	+	15721715	1.0	0.997
gene:TraesCS3B03G0057500	Chr3B	16061723	16065343	+	16063533	Chr3B	15750401	15754021	+	15752211	1.0	0.999
gene:TraesCS3B03G0057600	Chr3B	16069780	16071754	-	16070767	Chr3B	15758461	15760435	-	15759448	1.0	0.998
