gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Fielder_tgt_chr	Fielder_tgt_start	Fielder_tgt_end	Fielder_tgt_strand	Fielder_tgt_midpoint	Fielder_coverage	Fielder_identity	segment
gene:TraesCS3D03G0099000	Chr3D	22130478	22130898	-	22130688	Chr3D	32619718	32620138	-	32619928	1.0	1.0	collinear
gene:TraesCS3D03G0099800	Chr3D	22223292	22224989	+	22224140	Chr3D	32712534	32714231	+	32713382	1.0	0.988	collinear
gene:TraesCS3D03G0100100	Chr3D	22271797	22273444	+	22272620	Chr3D	32761125	32762772	+	32761948	1.0	1.0	collinear
gene:TraesCS3D03G0100200	Chr3D	22275335	22279685	+	22277510	Chr3D	32764666	32769016	+	32766841	1.0	1.0	collinear
gene:TraesCS3D03G0100300	Chr3D	22279964	22284122	-	22282043	Chr3D	32769295	32773453	-	32771374	1.0	1.0	collinear
gene:TraesCS3D03G0100700	Chr3D	22326877	22330418	-	22328647	Chr3D	32816218	32819759	-	32817988	1.0	1.0	collinear
gene:TraesCS3D03G0100800	Chr3D	22362429	22367701	+	22365065	Chr3D	32851750	32857022	+	32854386	1.0	1.0	collinear
gene:TraesCS3D03G0100900	Chr3D	22365767	22366717	-	22366242	Chr3D	32855088	32856038	-	32855563	1.0	1.0	collinear
gene:TraesCS3D03G0101000	Chr3D	22367619	22372527	-	22370073	Chr3D	32856940	32861848	-	32859394	1.0	1.0	collinear
gene:TraesCS3D03G0101200	Chr3D	22373968	22376581	+	22375274	Chr3D	32863289	32865902	+	32864595	1.0	1.0	collinear
gene:TraesCS3D03G0101300	Chr3D	22381332	22385165	+	22383248	Chr3D	32870642	32874481	+	32872561	0.998	0.995	collinear
gene:TraesCS3D03G0101600	Chr3D	22674791	22677510	+	22676150	Chr3D	33164131	33166850	+	33165490	1.0	1.0	collinear
gene:TraesCS3D03G0101900	Chr3D	22723383	22724441	-	22723912	Chr3D	33212751	33213801	-	33213276	0.986	0.983	collinear
gene:TraesCS3D03G0102200	Chr3D	22924555	22925568	+	22925061	Chr3D	33414407	33415336	+	33414871	1.0	1.0	collinear
gene:TraesCS3D03G0102700	Chr3D	23049628	23052085	+	23050856	Chr3D	33536897	33539354	+	33538125	1.0	1.0	collinear
gene:TraesCS3D03G0102800	Chr3D	23053202	23056905	+	23055053	Chr3D	33540471	33544174	+	33542322	1.0	1.0	collinear
gene:TraesCS3D03G0102900	Chr3D	23057202	23060599	-	23058900	Chr3D	33544471	33547868	-	33546169	1.0	1.0	collinear
gene:TraesCS3D03G0103200	Chr3D	23071603	23072961	-	23072282	Chr3D	33558498	33559856	-	33559177	1.0	1.0	collinear
gene:TraesCS3D03G0103300	Chr3D	23077192	23081106	-	23079149	Chr3D	33564087	33568004	-	33566045	1.0	1.0	collinear
gene:TraesCS3D03G0103600	Chr3D	23087305	23088112	+	23087708	Chr3D	33574204	33575011	+	33574607	1.0	1.0	collinear
gene:TraesCS3D03G0103700	Chr3D	23138631	23139184	-	23138907	Chr3D	33625698	33626251	-	33625974	1.0	1.0	collinear
gene:TraesCS3D03G0103800	Chr3D	23141784	23154001	-	23147892	Chr3D	33628851	33641068	-	33634959	1.0	1.0	collinear
gene:TraesCS3D03G0104000	Chr3D	23167198	23169723	-	23168460	Chr3D	33654267	33656792	-	33655529	1.0	0.999	collinear
gene:TraesCS3D03G0104100	Chr3D	23188947	23191263	-	23190105	Chr3D	33675923	33678235	-	33677079	0.997	0.997	collinear
gene:TraesCS3D03G0104200	Chr3D	23222124	23223980	-	23223052	Chr3D	33708268	33710124	-	33709196	1.0	1.0	collinear
gene:TraesCS3D03G0105400	Chr3D	23604959	23609745	+	23607352	Chr3D	34090769	34095555	+	34093162	1.0	1.0	collinear
gene:TraesCS3D03G0105500	Chr3D	23658232	23661925	+	23660078	Chr3D	34144051	34147744	+	34145897	1.0	1.0	collinear
gene:TraesCS3D03G0105600	Chr3D	23665414	23669374	+	23667394	Chr3D	34151233	34155193	+	34153213	1.0	1.0	collinear
gene:TraesCS3D03G0105700	Chr3D	23721063	23723372	-	23722217	Chr3D	34206867	34209176	-	34208021	1.0	1.0	collinear
gene:TraesCS3D03G0105900	Chr3D	23735355	23736956	+	23736155	Chr3D	34221160	34222761	+	34221960	1.0	1.0	collinear
gene:TraesCS3D03G0106000	Chr3D	23737766	23738474	+	23738120	Chr3D	34223571	34224279	+	34223925	1.0	1.0	collinear
gene:TraesCS3D03G0106500	Chr3D	23847218	23849095	+	23848156	Chr3D	34332516	34334393	+	34333454	1.0	1.0	collinear
gene:TraesCS3D03G0106600	Chr3D	23877008	23879317	-	23878162	Chr3D	34362285	34364594	-	34363439	1.0	0.998	collinear
gene:TraesCS3D03G0107100	Chr3D	23940185	23943004	+	23941594	Chr3D	34425456	34428275	+	34426865	1.0	1.0	collinear
gene:TraesCS3D03G0107400	Chr3D	24043195	24047256	+	24045225	Chr3D	34528707	34532768	+	34530737	1.0	0.998	collinear
gene:TraesCS3D03G0107500	Chr3D	24078496	24082800	-	24080648	Chr3D	34564015	34568319	-	34566167	1.0	1.0	collinear
gene:TraesCS3D03G0107700	Chr3D	24086931	24091430	-	24089180	Chr3D	34572450	34576949	-	34574699	1.0	1.0	collinear
gene:TraesCS3D03G0109100	Chr3D	24173147	24173518	-	24173332	Chr3D	34667509	34667880	-	34667694	1.0	1.0	collinear
gene:TraesCS3D03G0109200	Chr3D	24173648	24174091	-	24173869	Chr3D	34668010	34668453	-	34668231	1.0	1.0	collinear
gene:TraesCS3D03G0109400	Chr3D	24176772	24177467	-	24177119	Chr3D	34669593	34670288	-	34669940	1.0	1.0	collinear
gene:TraesCS3D03G0110200	Chr3D	24504252	24505683	-	24504967	Chr3D	34994445	34995876	-	34995160	1.0	1.0	collinear
gene:TraesCS3D03G0110400	Chr3D	24873381	24875849	-	24874615	Chr3D	35362566	35365034	-	35363800	1.0	1.0	collinear
gene:TraesCS3D03G0111000	Chr3D	25121620	25126666	+	25124143	Chr3D	35610615	35615661	+	35613138	1.0	0.999	collinear
gene:TraesCS3D03G0111200	Chr3D	25131285	25134389	-	25132837	Chr3D	35620280	35623384	-	35621832	1.0	1.0	collinear
gene:TraesCS3D03G0111600	Chr3D	25159503	25159643	-	25159573	Chr3D	35648490	35648630	-	35648560	1.0	1.0	collinear
gene:TraesCS3D03G0111700	Chr3D	25188945	25189082	-	25189013	Chr3D	35677929	35678066	-	35677997	1.0	1.0	collinear
gene:TraesCS3D03G0112300	Chr3D	25513948	25517242	+	25515595	Chr3D	36002202	36005496	+	36003849	1.0	1.0	collinear
gene:TraesCS3D03G0112500	Chr3D	25519910	25524444	-	25522177	Chr3D	36008164	36012698	-	36010431	1.0	1.0	collinear
gene:TraesCS3D03G0112900	Chr3D	25776651	25778159	-	25777405	Chr3D	36264960	36266468	-	36265714	1.0	1.0	collinear
gene:TraesCS3D03G0113200	Chr3D	25957355	25963731	-	25960543	Chr3D	36442303	36448447	-	36445375	1.0	1.0	collinear
gene:TraesCS3D03G0113400	Chr3D	25976352	25979778	-	25978065	Chr3D	36460506	36463932	-	36462219	1.0	1.0	collinear
gene:TraesCS3D03G0113500	Chr3D	26009959	26011584	-	26010771	Chr3D	37327710	37329335	-	37328522	1.0	1.0	collinear
gene:TraesCS3D03G0114000	Chr3D	26064783	26067113	+	26065948	Chr3D	37377447	37379777	+	37378612	1.0	1.0	collinear
gene:TraesCS3D03G0114300	Chr3D	26109418	26110785	-	26110101	Chr3D	37421264	37422631	-	37421947	1.0	1.0	collinear
gene:TraesCS3D03G0114400	Chr3D	26117909	26119306	-	26118607	Chr3D	37429755	37431152	-	37430453	1.0	1.0	collinear
gene:TraesCS3D03G0114500	Chr3D	26153435	26155047	-	26154241	Chr3D	37464992	37466604	-	37465798	1.0	1.0	collinear
gene:TraesCS3D03G0114600	Chr3D	26156396	26159954	-	26158175	Chr3D	37467953	37471511	-	37469732	1.0	1.0	collinear
gene:TraesCS3D03G0114800	Chr3D	26166491	26168897	-	26167694	Chr3D	37477704	37480110	-	37478907	1.0	1.0	collinear
gene:TraesCS3D03G0115000	Chr3D	26207230	26208013	-	26207621	Chr3D	37518022	37518805	-	37518413	1.0	1.0	collinear
gene:TraesCS3D03G0115700	Chr3D	26249050	26253484	+	26251267	Chr3D	37559831	37564265	+	37562048	1.0	1.0	collinear
gene:TraesCS3D03G0115800	Chr3D	26254069	26254287	+	26254178	Chr3D	37564850	37565068	+	37564959	1.0	1.0	collinear
gene:TraesCS3D03G0115900	Chr3D	26262218	26266322	+	26264270	Chr3D	37572999	37577103	+	37575051	1.0	1.0	collinear
gene:TraesCS3D03G0116200	Chr3D	26282156	26286063	+	26284109	Chr3D	37592464	37596377	+	37594420	1.0	0.998	collinear
gene:TraesCS3D03G0116300	Chr3D	26292409	26296416	+	26294412	Chr3D	37602724	37606731	+	37604727	1.0	1.0	collinear
gene:TraesCS3D03G0116400	Chr3D	26295971	26298207	-	26297089	Chr3D	37606286	37608522	-	37607404	1.0	1.0	collinear
gene:TraesCS3D03G0116500	Chr3D	26305528	26316697	-	26311112	Chr3D	37615451	37626632	-	37621041	1.0	1.0	collinear
gene:TraesCS3D03G0116600	Chr3D	26435432	26438455	+	26436943	Chr3D	37743075	37746098	+	37744586	1.0	1.0	collinear
gene:TraesCS3D03G0116700	Chr3D	26441164	26445900	+	26443532	Chr3D	37748807	37753543	+	37751175	1.0	1.0	collinear
gene:TraesCS3D03G0116800	Chr3D	26446074	26448043	-	26447058	Chr3D	37753717	37755686	-	37754701	1.0	1.0	collinear
gene:TraesCS3D03G0117000	Chr3D	26569668	26570981	+	26570324	Chr3D	37877547	37878860	+	37878203	1.0	1.0	collinear
gene:TraesCS3D03G0117300	Chr3D	26575188	26578623	-	26576905	Chr3D	37883067	37886502	-	37884784	1.0	0.999	collinear
gene:TraesCS3D03G0117700	Chr3D	26633306	26634114	-	26633710	Chr3D	37941201	37942009	-	37941605	1.0	1.0	collinear
gene:TraesCS3D03G0117800	Chr3D	26639877	26640594	-	26640235	Chr3D	37947772	37948489	-	37948130	1.0	1.0	collinear
gene:TraesCS3D03G0118000	Chr3D	26671886	26674171	+	26673028	Chr3D	37979784	37982069	+	37980926	1.0	1.0	collinear
gene:TraesCS3D03G0118100	Chr3D	26676992	26677488	-	26677240	Chr3D	37984890	37985386	-	37985138	1.0	1.0	collinear
gene:TraesCS3D03G0118500	Chr3D	26805039	26807080	-	26806059	Chr3D	38112907	38114948	-	38113927	1.0	1.0	collinear
gene:TraesCS3D03G0118600	Chr3D	27044118	27044715	+	27044416	Chr3D	38351073	38351670	+	38351371	1.0	1.0	collinear
gene:TraesCS3D03G0118800	Chr3D	27048883	27051208	-	27050045	Chr3D	38355838	38358163	-	38357000	1.0	1.0	collinear
gene:TraesCS3D03G0119000	Chr3D	27161273	27161746	-	27161509	Chr3D	38468286	38468759	-	38468522	1.0	1.0	collinear
gene:TraesCS3D03G0119100	Chr3D	27234561	27239480	+	27237020	Chr3D	38541605	38546524	+	38544064	1.0	1.0	collinear
gene:TraesCS3D03G0119500	Chr3D	27536716	27537384	-	27537050	Chr3D	38838236	38838904	-	38838570	1.0	1.0	collinear
gene:TraesCS3D03G0119600	Chr3D	27545507	27550373	+	27547940	Chr3D	38847024	38851890	+	38849457	1.0	1.0	collinear
gene:TraesCS3D03G0119800	Chr3D	27637595	27639736	+	27638665	Chr3D	38939115	38941256	+	38940185	1.0	1.0	collinear
gene:TraesCS3D03G0119900	Chr3D	27641931	27643871	+	27642901	Chr3D	38943451	38945391	+	38944421	1.0	0.999	collinear
gene:TraesCS3D03G0120100	Chr3D	27649359	27652276	+	27650817	Chr3D	38950633	38953550	+	38952091	1.0	1.0	collinear
gene:TraesCS3D03G0120300	Chr3D	27666434	27666898	-	27666666	Chr3D	38967709	38968173	-	38967941	1.0	1.0	collinear
gene:TraesCS3D03G0120700	Chr3D	27744510	27746205	+	27745357	Chr3D	39045750	39047446	+	39046598	1.0	1.0	collinear
gene:TraesCS3D03G0121000	Chr3D	27861853	27865260	-	27863556	Chr3D	39161916	39165323	-	39163619	1.0	1.0	collinear
gene:TraesCS3D03G0121100	Chr3D	27863823	27868844	+	27866333	Chr3D	39163886	39168907	+	39166396	1.0	1.0	collinear
gene:TraesCS3D03G0121200	Chr3D	27873907	27875136	-	27874521	Chr3D	39173970	39175199	-	39174584	1.0	1.0	collinear
gene:TraesCS3D03G0121600	Chr3D	27933948	27935093	-	27934520	Chr3D	39222354	39223499	-	39222926	1.0	1.0	collinear
gene:TraesCS3D03G0121700	Chr3D	27938556	27939255	+	27938905	Chr3D	39226962	39227661	+	39227311	1.0	1.0	collinear
gene:TraesCS3D03G0121800	Chr3D	27942710	27944423	+	27943566	Chr3D	39231120	39232833	+	39231976	1.0	1.0	collinear
gene:TraesCS3D03G0121900	Chr3D	27945368	27950430	-	27947899	Chr3D	39233778	39238840	-	39236309	1.0	0.999	collinear
gene:TraesCS3D03G0122000	Chr3D	28114497	28116305	-	28115401	Chr3D	39401663	39403471	-	39402567	1.0	1.0	collinear
gene:TraesCS3D03G0122600	Chr3D	28125680	28127826	-	28126753	Chr3D	39412619	39414765	-	39413692	1.0	1.0	collinear
gene:TraesCS3D03G0123000	Chr3D	28206725	28209876	-	28208300	Chr3D	39493714	39496865	-	39495289	1.0	1.0	collinear
gene:TraesCS3D03G0123300	Chr3D	28224576	28228316	+	28226446	Chr3D	39511565	39515305	+	39513435	1.0	1.0	collinear
gene:TraesCS3D03G0123600	Chr3D	28316118	28319115	-	28317616	Chr3D	39603110	39606107	-	39604608	1.0	0.999	collinear
gene:TraesCS3D03G0123700	Chr3D	28320299	28322802	+	28321550	Chr3D	39607291	39609794	+	39608542	1.0	1.0	collinear
gene:TraesCS3D03G0124000	Chr3D	28370603	28372454	-	28371528	Chr3D	39653878	39655729	-	39654803	1.0	1.0	collinear
gene:TraesCS3D03G0124500	Chr3D	28468752	28469273	+	28469012	Chr3D	39751617	39752138	+	39751877	1.0	1.0	collinear
gene:TraesCS3D03G0124700	Chr3D	28475122	28477410	+	28476266	Chr3D	39757996	39760284	+	39759140	1.0	1.0	collinear
gene:TraesCS3D03G0124800	Chr3D	28483168	28485282	-	28484225	Chr3D	39766042	39768156	-	39767099	1.0	1.0	collinear
gene:TraesCS3D03G0125000	Chr3D	28488912	28490998	-	28489955	Chr3D	39771785	39773871	-	39772828	1.0	1.0	collinear
gene:TraesCS3D03G0125200	Chr3D	28495236	28500404	-	28497820	Chr3D	39778111	39783279	-	39780695	1.0	1.0	collinear
gene:TraesCS3D03G0125300	Chr3D	28535583	28537087	-	28536335	Chr3D	39818552	39820058	-	39819305	1.0	0.998	collinear
gene:TraesCS3D03G0125600	Chr3D	28579042	28580603	-	28579822	Chr3D	39862013	39863574	-	39862793	1.0	1.0	collinear
gene:TraesCS3D03G0125700	Chr3D	28581825	28585276	-	28583550	Chr3D	39864796	39868247	-	39866521	1.0	1.0	collinear
gene:TraesCS3D03G0125900	Chr3D	28722414	28724891	+	28723652	Chr3D	40005287	40007764	+	40006525	1.0	1.0	collinear
gene:TraesCS3D03G0126100	Chr3D	28733600	28735486	+	28734543	Chr3D	40016472	40018358	+	40017415	1.0	1.0	collinear
gene:TraesCS3D03G0126500	Chr3D	28926300	28927503	+	28926901	Chr3D	40209208	40210411	+	40209809	1.0	1.0	collinear
gene:TraesCS3D03G0126800	Chr3D	28947418	28948537	+	28947977	Chr3D	40230326	40231445	+	40230885	1.0	1.0	collinear
gene:TraesCS3D03G0126900	Chr3D	28972211	28972953	+	28972582	Chr3D	40255103	40255845	+	40255474	1.0	1.0	collinear
gene:TraesCS3D03G0127100	Chr3D	29144684	29151104	-	29147894	Chr3D	40418406	40424824	-	40421615	1.0	1.0	collinear
gene:TraesCS3D03G0127600	Chr3D	29227223	29228454	-	29227838	Chr3D	40500945	40502176	-	40501560	1.0	1.0	collinear
gene:TraesCS3D03G0127700	Chr3D	29250980	29253692	+	29252336	Chr3D	40524796	40527508	+	40526152	1.0	1.0	collinear
gene:TraesCS3D03G0127800	Chr3D	29257043	29258239	+	29257641	Chr3D	40530858	40532054	+	40531456	1.0	0.999	collinear
gene:TraesCS3D03G0127900	Chr3D	29283368	29284844	-	29284106	Chr3D	40557187	40558663	-	40557925	1.0	1.0	collinear
gene:TraesCS3D03G0128000	Chr3D	29357567	29358143	+	29357855	Chr3D	40631371	40631947	+	40631659	1.0	1.0	collinear
gene:TraesCS3D03G0128800	Chr3D	29642923	29643320	+	29643121	Chr3D	40915109	40915506	+	40915307	1.0	1.0	collinear
gene:TraesCS3D03G0128900	Chr3D	29644972	29648276	+	29646624	Chr3D	40917158	40920462	+	40918810	1.0	1.0	collinear
gene:TraesCS3D03G0129000	Chr3D	29655049	29655743	+	29655396	Chr3D	40927223	40927917	+	40927570	1.0	1.0	collinear
gene:TraesCS3D03G0129100	Chr3D	29658695	29659070	+	29658882	Chr3D	40930869	40931244	+	40931056	1.0	1.0	collinear
gene:TraesCS3D03G0129300	Chr3D	29679525	29680146	+	29679835	Chr3D	40951726	40952347	+	40952036	1.0	0.997	collinear
gene:TraesCS3D03G0129400	Chr3D	29724056	29737010	+	29730533	Chr3D	40996259	41009210	+	41002734	1.0	1.0	collinear
gene:TraesCS3D03G0129500	Chr3D	29737578	29740133	+	29738855	Chr3D	41009778	41012333	+	41011055	1.0	1.0	collinear
gene:TraesCS3D03G0129900	Chr3D	29823540	29823713	-	29823626	Chr3D	41095975	41096148	-	41096061	1.0	1.0	collinear
gene:TraesCS3D03G0130000	Chr3D	29834721	29834891	-	29834806	Chr3D	41107157	41107327	-	41107242	1.0	1.0	collinear
gene:TraesCS3D03G0130100	Chr3D	29846073	29846243	-	29846158	Chr3D	41118511	41118681	-	41118596	1.0	1.0	collinear
gene:TraesCS3D03G0130200	Chr3D	29894435	29894605	-	29894520	Chr3D	41166885	41167055	-	41166970	1.0	1.0	collinear
gene:TraesCS3D03G0130300	Chr3D	29912805	29914962	-	29913883	Chr3D	41185253	41187410	-	41186331	1.0	1.0	collinear
