gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Fielder_tgt_chr	Fielder_tgt_start	Fielder_tgt_end	Fielder_tgt_strand	Fielder_tgt_midpoint	Fielder_coverage	Fielder_identity
gene:TraesCS4D03G0013700	Chr4D	4018713	4020514	+	4019613	Chr4D	4855696	4857497	+	4856596	1.0	1.0
gene:TraesCS4D03G0014500	Chr4D	4204342	4208997	+	4206669	Chr4D	5038620	5043275	+	5040947	1.0	1.0
gene:TraesCS4D03G0014600	Chr4D	4229119	4240333	+	4234726	Chr4D	5063431	5074054	+	5068742	1.0	1.0
gene:TraesCS4D03G0014800	Chr4D	4234832	4239056	-	4236944	Chr4D	5069144	5072777	-	5070960	1.0	0.993
gene:TraesCS4D03G0014900	Chr4D	4357845	4360735	+	4359290	Chr4D	5191098	5193988	+	5192543	1.0	1.0
gene:TraesCS4D03G0015000	Chr4D	4383334	4385938	-	4384636	Chr4D	5216120	5218724	-	5217422	1.0	1.0
gene:TraesCS4D03G0015100	Chr4D	4395627	4397891	-	4396759	Chr4D	5228414	5230678	-	5229546	1.0	1.0
gene:TraesCS4D03G0015200	Chr4D	4454427	4458854	-	4456640	Chr4D	5286986	5291137	-	5289061	1.0	1.0
gene:TraesCS4D03G0015300	Chr4D	4459320	4462959	-	4461139	Chr4D	5291603	5295242	-	5293422	1.0	0.999
gene:TraesCS4D03G0015400	Chr4D	4464204	4468925	-	4466564	Chr4D	5296397	5301118	-	5298757	1.0	0.999
gene:TraesCS4D03G0015700	Chr4D	4468944	4472922	-	4470933	Chr4D	5301137	5305115	-	5303126	1.0	1.0
gene:TraesCS4D03G0015800	Chr4D	4527953	4530990	+	4529471	Chr4D	5359420	5362455	+	5360937	1.0	1.0
gene:TraesCS4D03G0015900	Chr4D	4569887	4572528	+	4571207	Chr4D	5401367	5404008	+	5402687	1.0	1.0
gene:TraesCS4D03G0016000	Chr4D	4582540	4589681	+	4586110	Chr4D	5414018	5421107	+	5417562	0.998	0.997
gene:TraesCS4D03G0016200	Chr4D	4599361	4602079	+	4600720	Chr4D	5430796	5433514	+	5432155	1.0	1.0
gene:TraesCS4D03G0016300	Chr4D	4627229	4630042	+	4628635	Chr4D	5458702	5461515	+	5460108	1.0	1.0
gene:TraesCS4D03G0016400	Chr4D	4634161	4637142	+	4635651	Chr4D	5465634	5468615	+	5467124	1.0	1.0
gene:TraesCS4D03G0016500	Chr4D	4750051	4759673	+	4754862	Chr4D	5580715	5590337	+	5585526	1.0	1.0
gene:TraesCS4D03G0016600	Chr4D	4770250	4773081	+	4771665	Chr4D	5600913	5603740	+	5602326	1.0	1.0
gene:TraesCS4D03G0016900	Chr4D	4866670	4872598	-	4869634	Chr4D	5701591	5707519	-	5704555	1.0	1.0
gene:TraesCS4D03G0017000	Chr4D	4874008	4881088	-	4877548	Chr4D	5708913	5715978	-	5712445	0.995	0.995
gene:TraesCS4D03G0017100	Chr4D	4906191	4907505	-	4906848	Chr4D	5741081	5742395	-	5741738	1.0	1.0
gene:TraesCS4D03G0017200	Chr4D	5059902	5063233	-	5061567	Chr4D	5894095	5897426	-	5895760	1.0	1.0
gene:TraesCS4D03G0017300	Chr4D	5079330	5084686	+	5082008	Chr4D	5913522	5918874	+	5916198	1.0	1.0
gene:TraesCS4D03G0017500	Chr4D	5172134	5173950	+	5173042	Chr4D	6013096	6014912	+	6014004	1.0	1.0
gene:TraesCS4D03G0017700	Chr4D	5203108	5205734	-	5204421	Chr4D	6044073	6046697	-	6045385	1.0	1.0
gene:TraesCS4D03G0018000	Chr4D	5378301	5379090	+	5378695	Chr4D	6219270	6220059	+	6219664	1.0	1.0
gene:TraesCS4D03G0018100	Chr4D	5390562	5392779	-	5391670	Chr4D	6231529	6233746	-	6232637	1.0	1.0
gene:TraesCS4D03G0018200	Chr4D	5422036	5422742	-	5422389	Chr4D	6263032	6263738	-	6263385	1.0	1.0
gene:TraesCS4D03G0018500	Chr4D	5618981	5619583	-	5619282	Chr4D	6459253	6459855	-	6459554	1.0	1.0
gene:TraesCS4D03G0018600	Chr4D	5624811	5628448	+	5626629	Chr4D	6465115	6468752	+	6466933	1.0	1.0
gene:TraesCS4D03G0018700	Chr4D	5651294	5659832	+	5655563	Chr4D	6491557	6500031	+	6495794	1.0	1.0
gene:TraesCS4D03G0018800	Chr4D	5667996	5669441	+	5668718	Chr4D	6508197	6509642	+	6508919	1.0	1.0
gene:TraesCS4D03G0018900	Chr4D	5672974	5675865	+	5674419	Chr4D	6513175	6516066	+	6514620	1.0	1.0
gene:TraesCS4D03G0019000	Chr4D	5680128	5682514	+	5681321	Chr4D	6520329	6522715	+	6521522	1.0	1.0
gene:TraesCS4D03G0019100	Chr4D	5683617	5687922	-	5685769	Chr4D	6523818	6528123	-	6525970	1.0	1.0
gene:TraesCS4D03G0019200	Chr4D	5693258	5698277	-	5695767	Chr4D	6533458	6538488	-	6535973	1.0	0.999
gene:TraesCS4D03G0019300	Chr4D	5760412	5761926	-	5761169	Chr4D	6600628	6602142	-	6601385	1.0	1.0
gene:TraesCS4D03G0019600	Chr4D	5774825	5779265	-	5777045	Chr4D	6615052	6619492	-	6617272	1.0	1.0
gene:TraesCS4D03G0019700	Chr4D	5784138	5784836	+	5784487	Chr4D	6624365	6625063	+	6624714	1.0	1.0
gene:TraesCS4D03G0019800	Chr4D	5785336	5788751	-	5787043	Chr4D	6625563	6628978	-	6627270	1.0	1.0
gene:TraesCS4D03G0019900	Chr4D	5790433	5795460	+	5792946	Chr4D	6630660	6635687	+	6633173	1.0	1.0
gene:TraesCS4D03G0020000	Chr4D	5882534	5883494	+	5883014	Chr4D	6722750	6723710	+	6723230	1.0	1.0
gene:TraesCS4D03G0020200	Chr4D	5909110	5911403	+	5910256	Chr4D	6749370	6751663	+	6750516	1.0	1.0
gene:TraesCS4D03G0020400	Chr4D	6015915	6017015	+	6016465	Chr4D	6856211	6857311	+	6856761	1.0	1.0
gene:TraesCS4D03G0020600	Chr4D	6127652	6133581	+	6130616	Chr4D	6967955	6973885	+	6970920	1.0	1.0
gene:TraesCS4D03G0020700	Chr4D	6132872	6134485	-	6133678	Chr4D	6973176	6974789	-	6973982	1.0	1.0
gene:TraesCS4D03G0020800	Chr4D	6137793	6139135	-	6138464	Chr4D	6978097	6979439	-	6978768	1.0	1.0
gene:TraesCS4D03G0020900	Chr4D	6139851	6142712	-	6141281	Chr4D	6980155	6983016	-	6981585	1.0	1.0
gene:TraesCS4D03G0021500	Chr4D	6362454	6363136	-	6362795	Chr4D	7201860	7202542	-	7202201	1.0	1.0
gene:TraesCS4D03G0021700	Chr4D	6376655	6378868	+	6377761	Chr4D	7215544	7217756	+	7216650	0.998	0.996
gene:TraesCS4D03G0021800	Chr4D	6384970	6387127	-	6386048	Chr4D	7223423	7225580	-	7224501	1.0	1.0
gene:TraesCS4D03G0022200	Chr4D	6512322	6515724	+	6514023	Chr4D	7347060	7350462	+	7348761	1.0	1.0
gene:TraesCS4D03G0022300	Chr4D	6548123	6549184	+	6548653	Chr4D	7382694	7383755	+	7383224	1.0	1.0
gene:TraesCS4D03G0022400	Chr4D	6551224	6552613	-	6551918	Chr4D	7385795	7387184	-	7386489	1.0	1.0
gene:TraesCS4D03G0022600	Chr4D	6582071	6585584	+	6583827	Chr4D	7416669	7420182	+	7418425	1.0	0.999
gene:TraesCS4D03G0022700	Chr4D	6605223	6609870	+	6607546	Chr4D	7439823	7444470	+	7442146	1.0	1.0
gene:TraesCS4D03G0022800	Chr4D	6610919	6612424	-	6611671	Chr4D	7445519	7447024	-	7446271	1.0	1.0
gene:TraesCS4D03G0022900	Chr4D	6662176	6662885	+	6662530	Chr4D	7496067	7496776	+	7496421	1.0	1.0
gene:TraesCS4D03G0023000	Chr4D	6662959	6665472	-	6664215	Chr4D	7496850	7499363	-	7498106	1.0	1.0
gene:TraesCS4D03G0023200	Chr4D	6673666	6678625	-	6676145	Chr4D	7507558	7512523	-	7510040	1.0	1.0
gene:TraesCS4D03G0023300	Chr4D	6682704	6686531	+	6684617	Chr4D	7516602	7520249	+	7518425	1.0	1.0
gene:TraesCS4D03G0023700	Chr4D	6751752	6753962	+	6752857	Chr4D	7581647	7583878	+	7582762	1.0	0.982
gene:TraesCS4D03G0023800	Chr4D	6754162	6756914	-	6755538	Chr4D	7584078	7586830	-	7585454	1.0	1.0
gene:TraesCS4D03G0023900	Chr4D	6757710	6765113	-	6761411	Chr4D	7587626	7595029	-	7591327	1.0	1.0
gene:TraesCS4D03G0024000	Chr4D	6773765	6774076	-	6773920	Chr4D	7603510	7603821	-	7603665	1.0	1.0
gene:TraesCS4D03G0024100	Chr4D	6792263	6792547	+	6792405	Chr4D	7622010	7622294	+	7622152	1.0	1.0
gene:TraesCS4D03G0024200	Chr4D	6808984	6809403	+	6809193	Chr4D	7638465	7638884	+	7638674	1.0	1.0
gene:TraesCS4D03G0024300	Chr4D	6813191	6813454	+	6813322	Chr4D	7642672	7642935	+	7642803	1.0	1.0
gene:TraesCS4D03G0024400	Chr4D	6886953	6888327	-	6887640	Chr4D	7714837	7716211	-	7715524	1.0	1.0
gene:TraesCS4D03G0024600	Chr4D	7003467	7007031	+	7005249	Chr4D	7831369	7834933	+	7833151	1.0	1.0
gene:TraesCS4D03G0025200	Chr4D	7074947	7076642	+	7075794	Chr4D	7902844	7904539	+	7903691	1.0	1.0
gene:TraesCS4D03G0025300	Chr4D	7087262	7088384	+	7087823	Chr4D	7915163	7916285	+	7915724	1.0	1.0
gene:TraesCS4D03G0025400	Chr4D	7118234	7119940	-	7119087	Chr4D	7946141	7947847	-	7946994	1.0	1.0
gene:TraesCS4D03G0025500	Chr4D	7140877	7142114	+	7141495	Chr4D	7968784	7970125	+	7969454	1.0	0.922
gene:TraesCS4D03G0026100	Chr4D	7223439	7228080	+	7225759	Chr4D	8039375	8044016	+	8041695	1.0	1.0
gene:TraesCS4D03G0026400	Chr4D	7296580	7318269	-	7307424	Chr4D	8112537	8134323	-	8123430	1.0	1.0
gene:TraesCS4D03G0026600	Chr4D	7318003	7320546	+	7319274	Chr4D	8134057	8136600	+	8135328	1.0	1.0
gene:TraesCS4D03G0026900	Chr4D	7522432	7523379	+	7522905	Chr4D	8336793	8337740	+	8337266	1.0	1.0
gene:TraesCS4D03G0027000	Chr4D	7524704	7525912	+	7525308	Chr4D	8339065	8340273	+	8339669	1.0	1.0
gene:TraesCS4D03G0027100	Chr4D	7525825	7530711	-	7528268	Chr4D	8340186	8345072	-	8342629	1.0	1.0
gene:TraesCS4D03G0027200	Chr4D	7532797	7534463	+	7533630	Chr4D	8347035	8348701	+	8347868	1.0	1.0
gene:TraesCS4D03G0027400	Chr4D	7572934	7575966	-	7574450	Chr4D	8386362	8389394	-	8387878	1.0	1.0
gene:TraesCS4D03G0027500	Chr4D	7696400	7697183	+	7696791	Chr4D	8509079	8509862	+	8509470	1.0	1.0
gene:TraesCS4D03G0027600	Chr4D	7700318	7704016	+	7702167	Chr4D	8512997	8516746	+	8514871	1.0	1.0
gene:TraesCS4D03G0027700	Chr4D	7751430	7757589	+	7754509	Chr4D	8564132	8570291	+	8567211	1.0	1.0
gene:TraesCS4D03G0027800	Chr4D	7757899	7762408	-	7760153	Chr4D	8570601	8575110	-	8572855	1.0	1.0
gene:TraesCS4D03G0027900	Chr4D	7763791	7764666	+	7764228	Chr4D	8576493	8577368	+	8576930	1.0	1.0
gene:TraesCS4D03G0028100	Chr4D	7843492	7845337	+	7844414	Chr4D	8653393	8655238	+	8654315	1.0	1.0
gene:TraesCS4D03G0028200	Chr4D	7860654	7865816	+	7863235	Chr4D	8670565	8675727	+	8673146	1.0	1.0
gene:TraesCS4D03G0028300	Chr4D	7865955	7869386	-	7867670	Chr4D	8675866	8679298	-	8677582	1.0	1.0
gene:TraesCS4D03G0028400	Chr4D	7876861	7881040	-	7878950	Chr4D	8686774	8690953	-	8688863	1.0	0.999
gene:TraesCS4D03G0028600	Chr4D	7904711	7907129	+	7905920	Chr4D	8714625	8717043	+	8715834	1.0	1.0
gene:TraesCS4D03G0028700	Chr4D	7934423	7942634	+	7938528	Chr4D	8744338	8752711	+	8748524	1.0	1.0
gene:TraesCS4D03G0028800	Chr4D	7944253	7949845	+	7947049	Chr4D	8754330	8759922	+	8757126	1.0	1.0
gene:TraesCS4D03G0028900	Chr4D	7949938	7951125	-	7950531	Chr4D	8760015	8761202	-	8760608	1.0	1.0
gene:TraesCS4D03G0029100	Chr4D	7980535	7981952	-	7981243	Chr4D	8789383	8790800	-	8790091	1.0	1.0
gene:TraesCS4D03G0029200	Chr4D	7997648	8000858	-	7999253	Chr4D	8806495	8809705	-	8808100	1.0	0.997
gene:TraesCS4D03G0029300	Chr4D	8004461	8007164	-	8005812	Chr4D	8813008	8815711	-	8814359	1.0	1.0
gene:TraesCS4D03G0029500	Chr4D	8018616	8019601	+	8019108	Chr4D	8826838	8827823	+	8827330	1.0	1.0
gene:TraesCS4D03G0029600	Chr4D	8019783	8026442	-	8023112	Chr4D	8828005	8834650	-	8831327	1.0	1.0
gene:TraesCS4D03G0029900	Chr4D	8105859	8109218	+	8107538	Chr4D	8913748	8917107	+	8915427	1.0	1.0
gene:TraesCS4D03G0030000	Chr4D	8121719	8125469	+	8123594	Chr4D	8929621	8933371	+	8931496	1.0	1.0
gene:TraesCS4D03G0030100	Chr4D	8190069	8193539	-	8191804	Chr4D	8997978	9001448	-	8999713	1.0	1.0
gene:TraesCS4D03G0030200	Chr4D	8195302	8198712	-	8197007	Chr4D	9003211	9006621	-	9004916	1.0	1.0
gene:TraesCS4D03G0030300	Chr4D	8247677	8249481	-	8248579	Chr4D	9054900	9056704	-	9055802	1.0	1.0
gene:TraesCS4D03G0030400	Chr4D	8260928	8263697	-	8262312	Chr4D	9068151	9070920	-	9069535	1.0	1.0
gene:TraesCS4D03G0030800	Chr4D	8305388	8306149	-	8305768	Chr4D	9112647	9113408	-	9113027	1.0	1.0
gene:TraesCS4D03G0030900	Chr4D	8315374	8315959	-	8315666	Chr4D	9122641	9123226	-	9122933	1.0	1.0
gene:TraesCS4D03G0031000	Chr4D	8364633	8367872	+	8366252	Chr4D	9171902	9175141	+	9173521	1.0	1.0
gene:TraesCS4D03G0031100	Chr4D	8507394	8517301	+	8512347	Chr4D	9314830	9324742	+	9319786	1.0	1.0
gene:TraesCS4D03G0031200	Chr4D	8540256	8541570	-	8540913	Chr4D	9347733	9349047	-	9348390	1.0	1.0
gene:TraesCS4D03G0031300	Chr4D	8697103	8702372	-	8699737	Chr4D	9504606	9509882	-	9507244	1.0	1.0
gene:TraesCS4D03G0031400	Chr4D	8726287	8731703	-	8728995	Chr4D	9533370	9538786	-	9536078	1.0	1.0
gene:TraesCS4D03G0031500	Chr4D	8767417	8767620	+	8767518	Chr4D	9580983	9581186	+	9581084	1.0	1.0
gene:TraesCS4D03G0031600	Chr4D	8767968	8778546	-	8773257	Chr4D	9581534	9592113	-	9586823	1.0	0.999
gene:TraesCS4D03G0031700	Chr4D	8785788	8791144	+	8788466	Chr4D	9599355	9604726	+	9602040	1.0	1.0
gene:TraesCS4D03G0032000	Chr4D	8891558	8894047	+	8892802	Chr4D	9705142	9707631	+	9706386	1.0	1.0
gene:TraesCS4D03G0032400	Chr4D	8931351	8931818	+	8931584	Chr4D	9744912	9745379	+	9745145	1.0	1.0
gene:TraesCS4D03G0032800	Chr4D	9004036	9005514	-	9004775	Chr4D	9817623	9819101	-	9818362	1.0	1.0
gene:TraesCS4D03G0032900	Chr4D	9043418	9043909	-	9043663	Chr4D	9856987	9857478	-	9857232	1.0	1.0
gene:TraesCS4D03G0033000	Chr4D	9053007	9053692	-	9053349	Chr4D	9866576	9867261	-	9866918	1.0	1.0
gene:TraesCS4D03G0033500	Chr4D	9099426	9100172	+	9099799	Chr4D	9912986	9913732	+	9913359	1.0	0.998
gene:TraesCS4D03G0033600	Chr4D	9106009	9106941	+	9106475	Chr4D	9918971	9919903	+	9919437	1.0	1.0
gene:TraesCS4D03G0033700	Chr4D	9111309	9111903	-	9111606	Chr4D	9924394	9924988	-	9924691	1.0	1.0
gene:TraesCS4D03G0034300	Chr4D	9183062	9185082	+	9184072	Chr4D	9995352	9997372	+	9996362	1.0	1.0
gene:TraesCS4D03G0034400	Chr4D	9296508	9298967	+	9297737	Chr4D	10108033	10110492	+	10109262	1.0	1.0
gene:TraesCS4D03G0034500	Chr4D	9319856	9321206	+	9320531	Chr4D	10131381	10132731	+	10132056	1.0	1.0
gene:TraesCS4D03G0034600	Chr4D	9325373	9332249	+	9328811	Chr4D	10136907	10143783	+	10140345	1.0	0.999
gene:TraesCS4D03G0034900	Chr4D	9336770	9341811	+	9339290	Chr4D	10148304	10153345	+	10150824	1.0	1.0
gene:TraesCS4D03G0035000	Chr4D	9353005	9359976	+	9356490	Chr4D	10164549	10171521	+	10168035	1.0	0.999
gene:TraesCS4D03G0035100	Chr4D	9361140	9366085	+	9363612	Chr4D	10172685	10177630	+	10175157	1.0	1.0
gene:TraesCS4D03G0035200	Chr4D	9368056	9377784	+	9372920	Chr4D	10179601	10189338	+	10184469	1.0	1.0
gene:TraesCS4D03G0035300	Chr4D	9411820	9421344	+	9416582	Chr4D	10223387	10232909	+	10228148	1.0	1.0
gene:TraesCS4D03G0035400	Chr4D	9428312	9432204	-	9430258	Chr4D	10239895	10243788	-	10241841	1.0	1.0
gene:TraesCS4D03G0035500	Chr4D	9432336	9437968	+	9435152	Chr4D	10243920	10249552	+	10246736	1.0	1.0
gene:TraesCS4D03G0035800	Chr4D	9450100	9450420	-	9450260	Chr4D	10257072	10257392	-	10257232	1.0	1.0
gene:TraesCS4D03G0035900	Chr4D	9502597	9504389	-	9503493	Chr4D	10309576	10311368	-	10310472	1.0	1.0
gene:TraesCS4D03G0036000	Chr4D	9544674	9547061	+	9545867	Chr4D	10351637	10354024	+	10352830	1.0	1.0
gene:TraesCS4D03G0036200	Chr4D	9554547	9556608	-	9555577	Chr4D	10361510	10363571	-	10362540	1.0	1.0
gene:TraesCS4D03G0036300	Chr4D	9606812	9611740	-	9609276	Chr4D	10413779	10418707	-	10416243	1.0	1.0
gene:TraesCS4D03G0036500	Chr4D	9672352	9675548	+	9673950	Chr4D	10479347	10482543	+	10480945	1.0	1.0
gene:TraesCS4D03G0036600	Chr4D	9677617	9696408	+	9687012	Chr4D	10484606	10503397	+	10494001	1.0	1.0
gene:TraesCS4D03G0036700	Chr4D	9701313	9703202	+	9702257	Chr4D	10987152	10989041	+	10988096	1.0	0.996
gene:TraesCS4D03G0037000	Chr4D	9954255	9954938	+	9954596	Chr4D	11342383	11343066	+	11342724	1.0	1.0
gene:TraesCS4D03G0037100	Chr4D	10067461	10068336	+	10067898	Chr4D	11454675	11455550	+	11455112	1.0	1.0
gene:TraesCS4D03G0037500	Chr4D	10344317	10344868	-	10344592	Chr4D	11733453	11734004	-	11733728	1.0	1.0
gene:TraesCS4D03G0037600	Chr4D	10358060	10358830	-	10358445	Chr4D	11747208	11747978	-	11747593	1.0	1.0
gene:TraesCS4D03G0037700	Chr4D	10587712	10592063	+	10589887	Chr4D	11975816	11980167	+	11977991	1.0	1.0
