gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Fielder_tgt_chr	Fielder_tgt_start	Fielder_tgt_end	Fielder_tgt_strand	Fielder_tgt_midpoint	Fielder_coverage	Fielder_identity
gene:TraesCS6D03G0053200	Chr6D	11394501	11397007	-	11395754	Chr6D	13340418	13342924	+	13341671	1.0	1.0
gene:TraesCS6D03G0053300	Chr6D	11422192	11424435	-	11423313	Chr6D	13312984	13315227	+	13314105	1.0	1.0
gene:TraesCS6D03G0053400	Chr6D	11465289	11468328	+	11466808	Chr6D	13269100	13272139	-	13270619	1.0	1.0
gene:TraesCS6D03G0053600	Chr6D	11491106	11493893	+	11492499	Chr6D	13243873	13246659	-	13245266	1.0	1.0
gene:TraesCS6D03G0053700	Chr6D	11503148	11505688	+	11504418	Chr6D	13232070	13234610	-	13233340	1.0	0.999
gene:TraesCS6D03G0053900	Chr6D	11562127	11564349	-	11563238	Chr6D	13173394	13175619	+	13174506	1.0	0.998
gene:TraesCS6D03G0054200	Chr6D	11719409	11719947	+	11719678	Chr6D	13017798	13018336	-	13018067	1.0	1.0
gene:TraesCS6D03G0054400	Chr6D	11731898	11732441	+	11732169	Chr6D	13005303	13005846	-	13005574	1.0	1.0
gene:TraesCS6D03G0054500	Chr6D	11744979	11749256	+	11747117	Chr6D	12988487	12992764	-	12990625	1.0	1.0
gene:TraesCS6D03G0054600	Chr6D	11749649	11751665	-	11750657	Chr6D	12986078	12988094	+	12987086	1.0	1.0
gene:TraesCS6D03G0055100	Chr6D	11951155	11959448	+	11955301	Chr6D	12778305	12786598	-	12782451	1.0	1.0
gene:TraesCS6D03G0055200	Chr6D	11961277	11969118	+	11965197	Chr6D	12768635	12776476	-	12772555	1.0	1.0
gene:TraesCS6D03G0055300	Chr6D	11983482	11991876	+	11987679	Chr6D	12745876	12754268	-	12750072	1.0	1.0
gene:TraesCS6D03G0055600	Chr6D	12086020	12093334	+	12089677	Chr6D	12644443	12651742	-	12648092	0.996	0.996
gene:TraesCS6D03G0055700	Chr6D	12100020	12102066	+	12101043	Chr6D	12635711	12637757	-	12636734	1.0	1.0
gene:TraesCS6D03G0056000	Chr6D	12113288	12118832	-	12116060	Chr6D	12618935	12624479	+	12621707	1.0	1.0
gene:TraesCS6D03G0056300	Chr6D	12129504	12135844	+	12132674	Chr6D	12601923	12608263	-	12605093	1.0	1.0
gene:TraesCS6D03G0056400	Chr6D	12151852	12159228	+	12155540	Chr6D	12578548	12585922	-	12582235	0.999	0.999
gene:TraesCS6D03G0057300	Chr6D	12300445	12308780	+	12304612	Chr6D	12429680	12438015	-	12433847	1.0	1.0
gene:TraesCS6D03G0057500	Chr6D	12384550	12386129	-	12385339	Chr6D	12352583	12354162	+	12353372	1.0	1.0
gene:TraesCS6D03G0057600	Chr6D	12398938	12400784	-	12399861	Chr6D	12337928	12339774	+	12338851	1.0	1.0
gene:TraesCS6D03G0057700	Chr6D	12449123	12451111	-	12450117	Chr6D	12287601	12289589	+	12288595	1.0	1.0
gene:TraesCS6D03G0057800	Chr6D	12471401	12473224	+	12472312	Chr6D	12265482	12267305	-	12266393	1.0	1.0
gene:TraesCS6D03G0058000	Chr6D	12523999	12524639	-	12524319	Chr6D	12214066	12214706	+	12214386	1.0	1.0
gene:TraesCS6D03G0058100	Chr6D	12526505	12530368	+	12528436	Chr6D	12208337	12212200	-	12210268	1.0	1.0
gene:TraesCS6D03G0058300	Chr6D	12696688	12704572	-	12700630	Chr6D	12034649	12042533	+	12038591	1.0	1.0
gene:TraesCS6D03G0058400	Chr6D	12733804	12734076	-	12733940	Chr6D	12005147	12005419	+	12005283	1.0	1.0
gene:TraesCS6D03G0058500	Chr6D	12747551	12749101	-	12748326	Chr6D	11990115	11991665	+	11990890	1.0	1.0
gene:TraesCS6D03G0058600	Chr6D	12779148	12787433	+	12783290	Chr6D	11951784	11960069	-	11955926	1.0	1.0
gene:TraesCS6D03G0058700	Chr6D	12810151	12815623	+	12812887	Chr6D	11923615	11929089	-	11926352	1.0	1.0
gene:TraesCS6D03G0058800	Chr6D	12815031	12815585	-	12815308	Chr6D	11923653	11924207	+	11923930	1.0	1.0
gene:TraesCS6D03G0058900	Chr6D	12816454	12825741	-	12821097	Chr6D	11913497	11922784	+	11918140	1.0	1.0
gene:TraesCS6D03G0059200	Chr6D	12930815	12934115	-	12932465	Chr6D	11805141	11808441	+	11806791	1.0	1.0
gene:TraesCS6D03G0059300	Chr6D	12960954	12961277	+	12961115	Chr6D	11777934	11778257	-	11778095	1.0	1.0
gene:TraesCS6D03G0060600	Chr6D	13342127	13346182	+	13344154	Chr6D	11395388	11399443	-	11397415	1.0	1.0
gene:TraesCS6D03G0060700	Chr6D	13346631	13349446	-	13348038	Chr6D	11392124	11394939	+	11393531	1.0	0.999
gene:TraesCS6D03G0061000	Chr6D	13353649	13362656	+	13358152	Chr6D	11378923	11387921	-	11383422	1.0	0.999
gene:TraesCS6D03G0061200	Chr6D	13395935	13402412	+	13399173	Chr6D	11339153	11345629	-	11342391	1.0	1.0
gene:TraesCS6D03G0061300	Chr6D	13465466	13466372	-	13465919	Chr6D	11240444	11241350	+	11240897	1.0	1.0
gene:TraesCS6D03G0083400	Chr6D	18386675	18390415	-	18388545	Chr6D	16952128	16955868	-	16953998	1.0	1.0
gene:TraesCS6D03G0083600	Chr6D	18400719	18407396	-	18404057	Chr6D	16966172	16972849	-	16969510	1.0	1.0
gene:TraesCS6D03G0083700	Chr6D	18412230	18413489	-	18412859	Chr6D	16977682	16978941	-	16978311	1.0	1.0
gene:TraesCS6D03G0083900	Chr6D	18419885	18420485	+	18420185	Chr6D	16985325	16985925	+	16985625	1.0	1.0
gene:TraesCS6D03G0085000	Chr6D	18568602	18570499	-	18569550	Chr6D	17134188	17136085	-	17135136	1.0	1.0
gene:TraesCS6D03G0085100	Chr6D	18585620	18586006	+	18585813	Chr6D	17151205	17151591	+	17151398	1.0	1.0
gene:TraesCS6D03G0085300	Chr6D	18598819	18603272	+	18601045	Chr6D	17164412	17168892	+	17166652	1.0	0.999
gene:TraesCS6D03G0085500	Chr6D	18921328	18921744	+	18921536	Chr6D	17563605	17564021	+	17563813	1.0	1.0
gene:TraesCS6D03G0085600	Chr6D	18925942	18928677	+	18927309	Chr6D	17568219	17570954	+	17569586	1.0	1.0
gene:TraesCS6D03G0085700	Chr6D	18966293	18966517	-	18966405	Chr6D	17608594	17608818	-	17608706	1.0	0.995
gene:TraesCS6D03G0085800	Chr6D	18992250	18992913	+	18992581	Chr6D	17634550	17635213	+	17634881	1.0	1.0
gene:TraesCS6D03G0086100	Chr6D	19098026	19100321	-	19099173	Chr6D	17740380	17742675	-	17741527	1.0	1.0
gene:TraesCS6D03G0086200	Chr6D	19105603	19107717	-	19106660	Chr6D	17747953	17750064	-	17749008	0.998	0.998
gene:TraesCS6D03G0086300	Chr6D	19110577	19114095	+	19112336	Chr6D	17752924	17756442	+	17754683	1.0	1.0
gene:TraesCS6D03G0086400	Chr6D	19114299	19116470	-	19115384	Chr6D	17756646	17758817	-	17757731	1.0	1.0
gene:TraesCS6D03G0086500	Chr6D	19188458	19190374	-	19189416	Chr6D	17830660	17832576	-	17831618	1.0	1.0
gene:TraesCS6D03G0086600	Chr6D	19194121	19195676	+	19194898	Chr6D	17836324	17837879	+	17837101	1.0	1.0
gene:TraesCS6D03G0088100	Chr6D	19627856	19629502	+	19628679	Chr6D	18269039	18270341	+	18269690	1.0	1.0
gene:TraesCS6D03G0088800	Chr6D	20133133	20135457	-	20134295	Chr6D	19674146	19676471	-	19675308	1.0	1.0
gene:TraesCS6D03G0089300	Chr6D	20233431	20234359	+	20233895	Chr6D	19774463	19775391	+	19774927	1.0	1.0
gene:TraesCS6D03G0089400	Chr6D	20240069	20248485	+	20244277	Chr6D	19781101	19789291	+	19785196	1.0	0.998
gene:TraesCS6D03G0089600	Chr6D	20294587	20295241	-	20294914	Chr6D	19835354	19836008	-	19835681	1.0	1.0
gene:TraesCS6D03G0090300	Chr6D	20341821	20342331	+	20342076	Chr6D	19882591	19883101	+	19882846	1.0	1.0
gene:TraesCS6D03G0091000	Chr6D	20674315	20674881	+	20674598	Chr6D	20214997	20215563	+	20215280	1.0	0.998
gene:TraesCS6D03G0094000	Chr6D	21687208	21688602	-	21687905	Chr6D	20547710	20549104	-	20548407	1.0	1.0
gene:TraesCS6D03G0094400	Chr6D	21734712	21735080	-	21734896	Chr6D	20595211	20595579	-	20595395	1.0	1.0
gene:TraesCS6D03G0094500	Chr6D	21775995	21779616	+	21777805	Chr6D	20636743	20640364	+	20638553	1.0	1.0
gene:TraesCS6D03G0094600	Chr6D	21850700	21851319	-	21851009	Chr6D	20711446	20712065	-	20711755	1.0	1.0
gene:TraesCS6D03G0094700	Chr6D	21931404	21937130	+	21934267	Chr6D	20788999	20794725	+	20791862	1.0	0.999
gene:TraesCS6D03G0094800	Chr6D	21973381	21975160	+	21974270	Chr6D	20830452	20832231	+	20831341	1.0	1.0
gene:TraesCS6D03G0094900	Chr6D	21984874	21985395	-	21985134	Chr6D	20841757	20842278	-	20842017	1.0	1.0
gene:TraesCS6D03G0095200	Chr6D	22102302	22107122	-	22104712	Chr6D	20959121	20963941	-	20961531	1.0	0.999
gene:TraesCS6D03G0095500	Chr6D	22160564	22161953	+	22161258	Chr6D	20980408	20981797	+	20981102	1.0	1.0
gene:TraesCS6D03G0095800	Chr6D	22172754	22174472	+	22173613	Chr6D	20992602	20994320	+	20993461	1.0	1.0
gene:TraesCS6D03G0096000	Chr6D	22192755	22193444	-	22193099	Chr6D	21017730	21018419	-	21018074	1.0	1.0
gene:TraesCS6D03G0096100	Chr6D	22197725	22197925	-	22197825	Chr6D	21022699	21022899	-	21022799	1.0	1.0
gene:TraesCS6D03G0096200	Chr6D	22229599	22230009	-	22229804	Chr6D	21054544	21054954	-	21054749	1.0	1.0
gene:TraesCS6D03G0096300	Chr6D	22231836	22234833	-	22233334	Chr6D	21056786	21059783	-	21058284	1.0	1.0
gene:TraesCS6D03G0097100	Chr6D	22429374	22434294	+	22431834	Chr6D	21254296	21259216	+	21256756	1.0	1.0
gene:TraesCS6D03G0097300	Chr6D	22455870	22458432	+	22457151	Chr6D	21280793	21283355	+	21282074	1.0	1.0
gene:TraesCS6D03G0097900	Chr6D	22743109	22746926	+	22745017	Chr6D	21567615	21571432	+	21569523	1.0	1.0
gene:TraesCS6D03G0098300	Chr6D	23082749	23084040	+	23083394	Chr6D	21906929	21908220	+	21907574	1.0	0.999
gene:TraesCS6D03G0098400	Chr6D	23086840	23092401	-	23089620	Chr6D	21911020	21916581	-	21913800	1.0	1.0
gene:TraesCS6D03G0098900	Chr6D	23282904	23285680	+	23284292	Chr6D	22105258	22108034	+	22106646	1.0	0.999
gene:TraesCS6D03G0099000	Chr6D	23290760	23293560	-	23292160	Chr6D	22113116	22115916	-	22114516	1.0	1.0
gene:TraesCS6D03G0099100	Chr6D	23358938	23364067	+	23361502	Chr6D	22181159	22186288	+	22183723	1.0	1.0
gene:TraesCS6D03G0099300	Chr6D	23366020	23373880	-	23369950	Chr6D	22188241	22196101	-	22192171	1.0	1.0
gene:TraesCS6D03G0099800	Chr6D	23501659	23510578	-	23506118	Chr6D	22324048	22332964	-	22328506	1.0	1.0
gene:TraesCS6D03G0099900	Chr6D	23548267	23551121	-	23549694	Chr6D	22370629	22373483	-	22372056	1.0	1.0
gene:TraesCS6D03G0100000	Chr6D	23557629	23560586	+	23559107	Chr6D	22379967	22382924	+	22381445	1.0	1.0
gene:TraesCS6D03G0100200	Chr6D	23613051	23627773	+	23620412	Chr6D	22504135	22518355	+	22511245	1.0	1.0
gene:TraesCS6D03G0100400	Chr6D	23643054	23643970	-	23643512	Chr6D	22533636	22534554	-	22534095	1.0	1.0
gene:TraesCS6D03G0100700	Chr6D	23833722	23834088	+	23833905	Chr6D	22723682	22724048	+	22723865	1.0	1.0
gene:TraesCS6D03G0101000	Chr6D	24134459	24135700	-	24135079	Chr6D	23023191	23024432	-	23023811	1.0	1.0
gene:TraesCS6D03G0101300	Chr6D	24380636	24385155	-	24382895	Chr6D	23267623	23272142	-	23269882	1.0	1.0
gene:TraesCS6D03G0101500	Chr6D	24444813	24447398	-	24446105	Chr6D	23331825	23334410	-	23333117	1.0	1.0
gene:TraesCS6D03G0101800	Chr6D	24768793	24770828	+	24769810	Chr6D	23675740	23677775	+	23676757	1.0	1.0
gene:TraesCS6D03G0101900	Chr6D	24772994	24790058	+	24781526	Chr6D	23679941	23696701	+	23688321	1.0	1.0
gene:TraesCS6D03G0102300	Chr6D	24811993	24815802	-	24813897	Chr6D	23718636	23722445	-	23720540	1.0	0.999
gene:TraesCS6D03G0102800	Chr6D	25008159	25009427	-	25008793	Chr6D	23912969	23914237	-	23913603	1.0	1.0
gene:TraesCS6D03G0102900	Chr6D	25018200	25019477	-	25018838	Chr6D	23923011	23924288	-	23923649	1.0	1.0
gene:TraesCS6D03G0103100	Chr6D	25113162	25117509	+	25115335	Chr6D	24016976	24021323	+	24019149	1.0	0.999
gene:TraesCS6D03G0103200	Chr6D	25123892	25125390	-	25124641	Chr6D	24027706	24029204	-	24028455	1.0	1.0
gene:TraesCS6D03G0103400	Chr6D	25207994	25212049	-	25210021	Chr6D	24111869	24115924	-	24113896	1.0	1.0
gene:TraesCS6D03G0103900	Chr6D	25344922	25345676	-	25345299	Chr6D	24248228	24248982	-	24248605	1.0	1.0
gene:TraesCS6D03G0104100	Chr6D	25378087	25382213	-	25380150	Chr6D	24281391	24285517	-	24283454	1.0	1.0
gene:TraesCS6D03G0104300	Chr6D	25382690	25384381	-	25383535	Chr6D	24285994	24287685	-	24286839	1.0	0.996
gene:TraesCS6D03G0104600	Chr6D	25396622	25398943	+	25397782	Chr6D	24299945	24302266	+	24301105	1.0	1.0
gene:TraesCS6D03G0104800	Chr6D	25403449	25404308	+	25403878	Chr6D	24306772	24307631	+	24307201	1.0	1.0
gene:TraesCS6D03G0104900	Chr6D	25405050	25405571	+	25405310	Chr6D	24308373	24308894	+	24308633	1.0	1.0
gene:TraesCS6D03G0105100	Chr6D	25571524	25571799	-	25571661	Chr6D	24468981	24469256	-	24469118	1.0	1.0
gene:TraesCS6D03G0105200	Chr6D	25572010	25574810	-	25573410	Chr6D	24469467	24472261	-	24470864	1.0	1.0
gene:TraesCS6D03G0105300	Chr6D	25593708	25594184	+	25593946	Chr6D	24491123	24491599	+	24491361	1.0	1.0
gene:TraesCS6D03G0105500	Chr6D	25604208	25606536	-	25605372	Chr6D	24501925	24504253	-	24503089	1.0	1.0
gene:TraesCS6D03G0106000	Chr6D	25630858	25631352	+	25631105	Chr6D	24528578	24529072	+	24528825	1.0	1.0
gene:TraesCS6D03G0106200	Chr6D	25635716	25636677	-	25636196	Chr6D	24533436	24534397	-	24533916	1.0	1.0
gene:TraesCS6D03G0106300	Chr6D	25666183	25668800	-	25667491	Chr6D	24563909	24566526	-	24565217	1.0	1.0
gene:TraesCS6D03G0106400	Chr6D	25670174	25672675	-	25671424	Chr6D	24567900	24570401	-	24569150	1.0	1.0
gene:TraesCS6D03G0106500	Chr6D	25705268	25712455	-	25708861	Chr6D	24602996	24610183	-	24606589	1.0	1.0
gene:TraesCS6D03G0106600	Chr6D	25722280	25734936	-	25728608	Chr6D	24620030	24632686	-	24626358	1.0	1.0
gene:TraesCS6D03G0106800	Chr6D	25732086	25733771	-	25732928	Chr6D	24629836	24631521	-	24630678	1.0	1.0
gene:TraesCS6D03G0106900	Chr6D	25737072	25743051	-	25740061	Chr6D	24634822	24640801	-	24637811	1.0	1.0
gene:TraesCS6D03G0107000	Chr6D	25751768	25754156	-	25752962	Chr6D	24649519	24651907	-	24650713	1.0	1.0
gene:TraesCS6D03G0107200	Chr6D	25766780	25781326	+	25774053	Chr6D	24664531	24679128	+	24671829	1.0	0.999
gene:TraesCS6D03G0107400	Chr6D	25805169	25806404	+	25805786	Chr6D	24702989	24704224	+	24703606	1.0	1.0
gene:TraesCS6D03G0107500	Chr6D	25806427	25808430	+	25807428	Chr6D	24704247	24706249	+	24705248	0.999	0.999
gene:TraesCS6D03G0107700	Chr6D	25815126	25821617	+	25818371	Chr6D	24712939	24719430	+	24716184	1.0	1.0
gene:TraesCS6D03G0107900	Chr6D	25831201	25836343	-	25833772	Chr6D	24729004	24734152	-	24731578	1.0	1.0
gene:TraesCS6D03G0108100	Chr6D	25928837	25932644	+	25930740	Chr6D	24826778	24830585	+	24828681	1.0	1.0
gene:TraesCS6D03G0108200	Chr6D	25931292	25935588	-	25933440	Chr6D	24829233	24833529	-	24831381	1.0	1.0
gene:TraesCS6D03G0108400	Chr6D	25953050	25955717	-	25954383	Chr6D	24850976	24853643	-	24852309	1.0	1.0
gene:TraesCS6D03G0108500	Chr6D	25965945	25969839	-	25967892	Chr6D	24863876	24867770	-	24865823	1.0	1.0
gene:TraesCS6D03G0108800	Chr6D	26120741	26123333	-	26122037	Chr6D	25018675	25021267	-	25019971	1.0	1.0
gene:TraesCS6D03G0108900	Chr6D	26192998	26196859	+	26194928	Chr6D	25090627	25094488	+	25092557	1.0	1.0
gene:TraesCS6D03G0109000	Chr6D	26200466	26204150	-	26202308	Chr6D	25098112	25101796	-	25099954	1.0	1.0
gene:TraesCS6D03G0109200	Chr6D	26214287	26217057	-	26215672	Chr6D	25111754	25114524	-	25113139	1.0	1.0
gene:TraesCS6D03G0109500	Chr6D	26250950	26253860	+	26252405	Chr6D	25149161	25152071	+	25150616	1.0	1.0
gene:TraesCS6D03G0109600	Chr6D	26304901	26306045	+	26305473	Chr6D	25203128	25204272	+	25203700	1.0	0.999
gene:TraesCS6D03G0109800	Chr6D	26391193	26399437	+	26395315	Chr6D	25288180	25296531	+	25292355	0.998	0.997
gene:TraesCS6D03G0109900	Chr6D	26402312	26402740	-	26402526	Chr6D	25299152	25299580	-	25299366	1.0	1.0
gene:TraesCS6D03G0110700	Chr6D	26820403	26822640	-	26821521	Chr6D	25718725	25720962	-	25719843	1.0	1.0
gene:TraesCS6D03G0110800	Chr6D	26896258	26916456	+	26906357	Chr6D	25793465	25813269	+	25803367	1.0	1.0
gene:TraesCS6D03G0110900	Chr6D	26996035	26997273	-	26996654	Chr6D	25891918	25893156	-	25892537	1.0	1.0
gene:TraesCS6D03G0111000	Chr6D	26997473	26999161	-	26998317	Chr6D	25893356	25895044	-	25894200	1.0	1.0
gene:TraesCS6D03G0111100	Chr6D	27015111	27019156	+	27017133	Chr6D	25911035	25915080	+	25913057	1.0	1.0
gene:TraesCS6D03G0111200	Chr6D	27021606	27024480	-	27023043	Chr6D	25917535	25920409	-	25918972	1.0	1.0
gene:TraesCS6D03G0111300	Chr6D	27028849	27032071	-	27030460	Chr6D	25924818	25928040	-	25926429	1.0	0.999
gene:TraesCS6D03G0111400	Chr6D	27042498	27047447	+	27044972	Chr6D	25938466	25943415	+	25940940	1.0	0.999
gene:TraesCS6D03G0111500	Chr6D	27070852	27074603	+	27072727	Chr6D	25966820	25970571	+	25968695	1.0	1.0
gene:TraesCS6D03G0111600	Chr6D	27075997	27077157	-	27076577	Chr6D	25971965	25973125	-	25972545	1.0	1.0
gene:TraesCS6D03G0111700	Chr6D	27087064	27087967	-	27087515	Chr6D	25983025	25983928	-	25983476	1.0	1.0
gene:TraesCS6D03G0111800	Chr6D	27108578	27111682	+	27110130	Chr6D	26004540	26007644	+	26006092	1.0	1.0
gene:TraesCS6D03G0111900	Chr6D	27112399	27113827	+	27113113	Chr6D	26008361	26009789	+	26009075	1.0	1.0
gene:TraesCS6D03G0112000	Chr6D	27127752	27130196	+	27128974	Chr6D	26023630	26026074	+	26024852	1.0	1.0
gene:TraesCS6D03G0112100	Chr6D	27136595	27140746	+	27138670	Chr6D	26032477	26036629	+	26034553	1.0	1.0
gene:TraesCS6D03G0112200	Chr6D	27142034	27142297	-	27142165	Chr6D	26037917	26038180	-	26038048	1.0	1.0
gene:TraesCS6D03G0112300	Chr6D	27160528	27163845	+	27162186	Chr6D	26056415	26059732	+	26058073	1.0	1.0
gene:TraesCS6D03G0112400	Chr6D	27182959	27184450	-	27183704	Chr6D	26078853	26080344	-	26079598	1.0	1.0
gene:TraesCS6D03G0113000	Chr6D	27205029	27206561	-	27205795	Chr6D	26100935	26102467	-	26101701	1.0	0.999
gene:TraesCS6D03G0113100	Chr6D	27228208	27229946	-	27229077	Chr6D	26124134	26125872	-	26125003	1.0	1.0
gene:TraesCS6D03G0113200	Chr6D	27235502	27236046	+	27235774	Chr6D	26131428	26131972	+	26131700	1.0	0.997
gene:TraesCS6D03G0113300	Chr6D	27255547	27256936	-	27256241	Chr6D	26151478	26152867	-	26152172	1.0	1.0
gene:TraesCS6D03G0113500	Chr6D	27291502	27293140	+	27292321	Chr6D	26187451	26189089	+	26188270	1.0	1.0
gene:TraesCS6D03G0113600	Chr6D	27329052	27329576	+	27329314	Chr6D	26225047	26225571	+	26225309	1.0	1.0
gene:TraesCS6D03G0113900	Chr6D	27377835	27378779	-	27378307	Chr6D	26274295	26275239	-	26274767	1.0	1.0
gene:TraesCS6D03G0114100	Chr6D	27616820	27620123	+	27618471	Chr6D	26512057	26515360	+	26513708	1.0	1.0
gene:TraesCS6D03G0114200	Chr6D	27624364	27627263	+	27625813	Chr6D	26519600	26522499	+	26521049	1.0	1.0
gene:TraesCS6D03G0114300	Chr6D	27629182	27631425	-	27630303	Chr6D	26524418	26526661	-	26525539	1.0	1.0
gene:TraesCS6D03G0114400	Chr6D	32740293	32742115	+	32741204	Chr6D	31567395	31569217	+	31568306	1.0	1.0
gene:TraesCS6D03G0114500	Chr6D	32749379	32758621	-	32754000	Chr6D	31576491	31585733	-	31581112	1.0	0.999
gene:TraesCS6D03G0114700	Chr6D	32905832	32907311	+	32906571	Chr6D	31732130	31733609	+	31732869	1.0	1.0
gene:TraesCS6D03G0115800	Chr6D	33137451	33138713	-	33138082	Chr6D	31964347	31965609	-	31964978	1.0	1.0
gene:TraesCS6D03G0115900	Chr6D	33142427	33148414	-	33145420	Chr6D	31969322	31975309	-	31972315	1.0	1.0
gene:TraesCS6D03G0116000	Chr6D	33202492	33204113	-	33203302	Chr6D	32028962	32030583	-	32029772	1.0	0.999
gene:TraesCS6D03G0116100	Chr6D	33246123	33247674	-	33246898	Chr6D	32065580	32067131	-	32066355	1.0	1.0
gene:TraesCS6D03G0116400	Chr6D	33412759	33416424	-	33414591	Chr6D	32231848	32235547	-	32233697	1.0	1.0
gene:TraesCS6D03G0116600	Chr6D	33417554	33418744	-	33418149	Chr6D	32236683	32237873	-	32237278	1.0	1.0
gene:TraesCS6D03G0116700	Chr6D	33430951	33431682	+	33431316	Chr6D	32249866	32250597	+	32250231	1.0	1.0
gene:TraesCS6D03G0116800	Chr6D	33442720	33445114	+	33443917	Chr6D	32261175	32263569	+	32262372	1.0	1.0
gene:TraesCS6D03G0117200	Chr6D	33504417	33505076	+	33504746	Chr6D	32322618	32323277	+	32322947	1.0	1.0
gene:TraesCS6D03G0117300	Chr6D	33507890	33508387	+	33508138	Chr6D	32326091	32326588	+	32326339	1.0	1.0
gene:TraesCS6D03G0117400	Chr6D	33508663	33512547	-	33510605	Chr6D	32326864	32330748	-	32328806	1.0	1.0
gene:TraesCS6D03G0117500	Chr6D	33532140	33532823	+	33532481	Chr6D	32350339	32351022	+	32350680	1.0	1.0
gene:TraesCS6D03G0117700	Chr6D	33587808	33588272	+	33588040	Chr6D	32406081	32406545	+	32406313	1.0	1.0
gene:TraesCS6D03G0118000	Chr6D	33690890	33691365	+	33691127	Chr6D	32509182	32509657	+	32509419	1.0	1.0
gene:TraesCS6D03G0118100	Chr6D	33697190	33699322	-	33698256	Chr6D	32515556	32517688	-	32516622	1.0	1.0
gene:TraesCS6D03G0118200	Chr6D	33708838	33709537	+	33709187	Chr6D	32527209	32527908	+	32527558	1.0	1.0
gene:TraesCS6D03G0118300	Chr6D	33709765	33714078	-	33711921	Chr6D	32528136	32532449	-	32530292	1.0	1.0
gene:TraesCS6D03G0118600	Chr6D	33803497	33805570	-	33804533	Chr6D	32621930	32624003	-	32622966	1.0	0.999
gene:TraesCS6D03G0118700	Chr6D	34383272	34384789	+	34384030	Chr6D	32996585	32998102	+	32997343	1.0	0.995
gene:TraesCS6D03G0119200	Chr6D	34423875	34430437	+	34427156	Chr6D	33996314	34002876	+	33999595	1.0	1.0
gene:TraesCS6D03G0119300	Chr6D	34433634	34437435	-	34435534	Chr6D	34006076	34009877	-	34007976	1.0	1.0
