gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Norin61_tgt_chr	Norin61_tgt_start	Norin61_tgt_end	Norin61_tgt_strand	Norin61_tgt_midpoint	Norin61_coverage	Norin61_identity
gene:TraesCS7B03G0040000	Chr7B	14166727	14168401	+	14167564	Chr7B	13431343	13433017	+	13432180	1.0	1.0
gene:TraesCS7B03G0040100	Chr7B	14188627	14189373	-	14189000	Chr7B	13453088	13453834	-	13453461	1.0	0.998
gene:TraesCS7B03G0040800	Chr7B	14660032	14667783	-	14663907	Chr7B	13919652	13927403	-	13923527	1.0	1.0
gene:TraesCS7B03G0040900	Chr7B	14668269	14669567	-	14668918	Chr7B	13927889	13929187	-	13928538	1.0	1.0
gene:TraesCS7B03G0041300	Chr7B	14717563	14730651	-	14724107	Chr7B	13976538	13989626	-	13983082	1.0	1.0
gene:TraesCS7B03G0041500	Chr7B	14731897	14740343	-	14736120	Chr7B	13990872	13999237	-	13995054	1.0	1.0
gene:TraesCS7B03G0041000	Chr7B	14671227	14930635	-	14800931	Chr7B	13930847	14187789	-	14059318	0.999	0.992
gene:TraesCS7B03G0041600	Chr7B	14921364	14930291	-	14925827	Chr7B	14178735	14187443	-	14183089	0.999	0.992
gene:TraesCS7B03G0042200	Chr7B	15033121	15033834	-	15033477	Chr7B	14290117	14290830	-	14290473	1.0	1.0
gene:TraesCS7B03G0042300	Chr7B	15092775	15093383	+	15093079	Chr7B	14349828	14350436	+	14350132	1.0	1.0
gene:TraesCS7B03G0042400	Chr7B	15262513	15534364	-	15398438	Chr7B	14519372	14793350	-	14656361	1.0	1.0
gene:TraesCS7B03G0042600	Chr7B	15464389	15466426	-	15465407	Chr7B	14723907	14725944	-	14724925	1.0	1.0
gene:TraesCS7B03G0042800	Chr7B	15467641	15482383	-	15475012	Chr7B	14727159	14741901	-	14734530	1.0	1.0
gene:TraesCS7B03G0042900	Chr7B	15514426	15525380	-	15519903	Chr7B	14773412	14784366	-	14778889	1.0	1.0
gene:TraesCS7B03G0043000	Chr7B	15525914	15534375	-	15530144	Chr7B	14784900	14793361	-	14789130	1.0	1.0
gene:TraesCS7B03G0043600	Chr7B	16190995	16191669	+	16191332	Chr7B	15435447	15436121	+	15435784	1.0	0.982
gene:TraesCS7B03G0043500	Chr7B	16190993	16192236	+	16191614	Chr7B	15435445	15436676	+	15436060	0.989	0.979
gene:TraesCS7B03G0043700	Chr7B	16220503	16222168	+	16221335	Chr7B	15465040	15466705	+	15465872	1.0	0.998
gene:TraesCS7B03G0044300	Chr7B	16281292	16281918	-	16281605	Chr7B	15540244	15540870	-	15540557	1.0	0.996
gene:TraesCS7B03G0044500	Chr7B	16366123	16368890	-	16367506	Chr7B	15746053	15748819	-	15747436	1.0	1.0
gene:TraesCS7B03G0044600	Chr7B	16393105	16393990	+	16393547	Chr7B	15773033	15773918	+	15773475	1.0	1.0
gene:TraesCS7B03G0044700	Chr7B	16402440	16403203	+	16402821	Chr7B	15782482	15783245	+	15782863	1.0	1.0
gene:TraesCS7B03G0044800	Chr7B	16473024	16473833	+	16473428	Chr7B	15853223	15854032	+	15853627	1.0	1.0
gene:TraesCS7B03G0045100	Chr7B	16488051	16493595	+	16490823	Chr7B	15868339	15873883	+	15871111	1.0	0.999
gene:TraesCS7B03G0045300	Chr7B	16510169	16510815	+	16510492	Chr7B	15890457	15891103	+	15890780	1.0	1.0
gene:TraesCS7B03G0045400	Chr7B	16511607	16512784	-	16512195	Chr7B	15891895	15893072	-	15892483	1.0	1.0
gene:TraesCS7B03G0045800	Chr7B	16562214	16563686	-	16562950	Chr7B	15941720	15943192	-	15942456	1.0	1.0
gene:TraesCS7B03G0046100	Chr7B	16727031	16734032	+	16730531	Chr7B	16092437	16099438	+	16095937	1.0	0.999
gene:TraesCS7B03G0046700	Chr7B	16798341	16798751	+	16798546	Chr7B	16163747	16164157	+	16163952	1.0	1.0
gene:TraesCS7B03G0046800	Chr7B	16799448	16801323	-	16800385	Chr7B	16164854	16166729	-	16165791	1.0	1.0
gene:TraesCS7B03G0046900	Chr7B	16801637	16808797	-	16805217	Chr7B	16167043	16174179	-	16170611	1.0	1.0
gene:TraesCS7B03G0047100	Chr7B	17004609	17005699	+	17005154	Chr7B	16379390	16380480	+	16379935	1.0	1.0
gene:TraesCS7B03G0047600	Chr7B	17086094	17087923	-	17087008	Chr7B	16460635	16462464	-	16461549	1.0	1.0
gene:TraesCS7B03G0047800	Chr7B	17091182	17101285	-	17096233	Chr7B	16465723	16475826	-	16470774	1.0	1.0
gene:TraesCS7B03G0048700	Chr7B	17211732	17212817	-	17212274	Chr7B	16585966	16587051	-	16586508	1.0	1.0
gene:TraesCS7B03G0049300	Chr7B	17322585	17324534	-	17323559	Chr7B	16696593	16698542	-	16697567	1.0	0.999
gene:TraesCS7B03G0049600	Chr7B	17430587	17432957	+	17431772	Chr7B	16804856	16807226	+	16806041	1.0	1.0
gene:TraesCS7B03G0049800	Chr7B	17631245	17631655	+	17631450	Chr7B	17003593	17004003	+	17003798	1.0	1.0
gene:TraesCS7B03G0050100	Chr7B	17649449	17653326	-	17651387	Chr7B	17021397	17025274	-	17023335	1.0	1.0
gene:TraesCS7B03G0050300	Chr7B	18008514	18010174	+	18009344	Chr7B	17376274	17377934	+	17377104	1.0	1.0
gene:TraesCS7B03G0050600	Chr7B	18200457	18202223	+	18201340	Chr7B	17555796	17557562	+	17556679	1.0	1.0
gene:TraesCS7B03G0050700	Chr7B	18224629	18226674	+	18225651	Chr7B	17579310	17581355	+	17580332	1.0	1.0
gene:TraesCS7B03G0050900	Chr7B	18324370	18326405	+	18325387	Chr7B	17678653	17680688	+	17679670	1.0	1.0
gene:TraesCS7B03G0051200	Chr7B	18441561	18442715	+	18442138	Chr7B	17796219	17797373	+	17796796	1.0	1.0
gene:TraesCS7B03G0051700	Chr7B	18852894	18853848	-	18853371	Chr7B	18274037	18274991	-	18274514	1.0	1.0
gene:TraesCS7B03G0051800	Chr7B	19010681	19011193	+	19010937	Chr7B	18431474	18431986	+	18431730	1.0	1.0
gene:TraesCS7B03G0052300	Chr7B	19114475	19117399	-	19115937	Chr7B	18537680	18540604	-	18539142	1.0	0.999
gene:TraesCS7B03G0052400	Chr7B	19151308	19159709	+	19155508	Chr7B	18574557	18582958	+	18578757	1.0	1.0
gene:TraesCS7B03G0052500	Chr7B	19164839	19169331	+	19167085	Chr7B	18587947	18592439	+	18590193	1.0	1.0
gene:TraesCS7B03G0053200	Chr7B	19343290	19348906	-	19346098	Chr7B	18767721	18773338	-	18770529	1.0	1.0
gene:TraesCS7B03G0053800	Chr7B	19603609	19609854	-	19606731	Chr7B	19026078	19032323	-	19029200	1.0	1.0
gene:TraesCS7B03G0054000	Chr7B	19705646	19709691	-	19707668	Chr7B	19128571	19132616	-	19130593	1.0	1.0
gene:TraesCS7B03G0054100	Chr7B	19712450	19714751	+	19713600	Chr7B	19135376	19137677	+	19136526	1.0	1.0
gene:TraesCS7B03G0054200	Chr7B	19714301	19724563	-	19719432	Chr7B	19137227	19147489	-	19142358	1.0	1.0
gene:TraesCS7B03G0054700	Chr7B	20010270	20011162	-	20010716	Chr7B	19433299	19434191	-	19433745	1.0	1.0
gene:TraesCS7B03G0055300	Chr7B	20611983	20617556	-	20614769	Chr7B	20034529	20039829	-	20037179	1.0	1.0
gene:TraesCS7B03G0055600	Chr7B	20640873	20641073	-	20640973	Chr7B	20063145	20063345	-	20063245	1.0	1.0
gene:TraesCS7B03G0056700	Chr7B	20771707	20776589	-	20774148	Chr7B	20192409	20197291	-	20194850	1.0	1.0
gene:TraesCS7B03G0056900	Chr7B	21034111	21037779	-	21035945	Chr7B	20450527	20454195	-	20452361	1.0	1.0
gene:TraesCS7B03G0057200	Chr7B	21178765	21182730	-	21180747	Chr7B	20591777	20595742	-	20593759	1.0	1.0
gene:TraesCS7B03G0057500	Chr7B	21384508	21387876	+	21386192	Chr7B	20796594	20799962	+	20798278	1.0	1.0
gene:TraesCS7B03G0058300	Chr7B	21528560	21529586	-	21529073	Chr7B	20942321	20943347	-	20942834	1.0	1.0
gene:TraesCS7B03G0058900	Chr7B	21874555	21875174	+	21874864	Chr7B	21291056	21291675	+	21291365	1.0	1.0
gene:TraesCS7B03G0059400	Chr7B	22840746	22842450	-	22841598	Chr7B	22866487	22868191	-	22867339	1.0	1.0
gene:TraesCS7B03G0059500	Chr7B	22954055	22957840	+	22955947	Chr7B	22981532	22985317	+	22983424	1.0	0.999
gene:TraesCS7B03G0059800	Chr7B	23298884	23307994	-	23303439	Chr7B	23325986	23335163	-	23330574	1.0	1.0
gene:TraesCS7B03G0060000	Chr7B	23393953	23395272	-	23394612	Chr7B	23420541	23421860	-	23421200	1.0	1.0
gene:TraesCS7B03G0060500	Chr7B	23765827	23771126	+	23768476	Chr7B	23791500	23796876	+	23794188	1.0	1.0
gene:TraesCS7B03G0060600	Chr7B	23779746	23782250	+	23780998	Chr7B	23805491	23807995	+	23806743	1.0	1.0
gene:TraesCS7B03G0060700	Chr7B	23784081	23784608	-	23784344	Chr7B	23809826	23810353	-	23810089	1.0	1.0
gene:TraesCS7B03G0060900	Chr7B	23833312	23835134	-	23834223	Chr7B	23859038	23860860	-	23859949	1.0	1.0
gene:TraesCS7B03G0061100	Chr7B	23932291	23934368	-	23933329	Chr7B	23959909	23961985	-	23960947	0.999	0.999
gene:TraesCS7B03G0061400	Chr7B	24158363	24163138	+	24160750	Chr7B	24185566	24190341	+	24187953	1.0	1.0
gene:TraesCS7B03G0061500	Chr7B	24163889	24178236	+	24171062	Chr7B	24191092	24205179	+	24198135	1.0	1.0
gene:TraesCS7B03G0062100	Chr7B	24360482	24362112	+	24361297	Chr7B	24387325	24388955	+	24388140	1.0	1.0
gene:TraesCS7B03G0062200	Chr7B	24413259	24413808	+	24413533	Chr7B	24439228	24439777	+	24439502	1.0	1.0
gene:TraesCS7B03G0062400	Chr7B	24534692	24536233	+	24535462	Chr7B	24560743	24562284	+	24561513	1.0	1.0
gene:TraesCS7B03G0062500	Chr7B	24561249	24563328	+	24562288	Chr7B	24587290	24589369	+	24588329	1.0	1.0
gene:TraesCS7B03G0063600	Chr7B	24765901	24767351	+	24766626	Chr7B	24792111	24793561	+	24792836	1.0	1.0
gene:TraesCS7B03G0063700	Chr7B	24807350	24808766	+	24808058	Chr7B	24833584	24835000	+	24834292	1.0	1.0
gene:TraesCS7B03G0063900	Chr7B	24868667	24869317	+	24868992	Chr7B	24896129	24896779	+	24896454	1.0	1.0
gene:TraesCS7B03G0064100	Chr7B	24929546	24930517	+	24930031	Chr7B	24957043	24958014	+	24957528	1.0	1.0
gene:TraesCS7B03G0064200	Chr7B	24988914	24990264	+	24989589	Chr7B	25016408	25017758	+	25017083	1.0	1.0
gene:TraesCS7B03G0064900	Chr7B	25059572	25060975	+	25060273	Chr7B	25087134	25088537	+	25087835	1.0	1.0
gene:TraesCS7B03G0066100	Chr7B	25410443	25411433	-	25410938	Chr7B	25438238	25439228	-	25438733	1.0	1.0
gene:TraesCS7B03G0066200	Chr7B	25418150	25419077	-	25418613	Chr7B	25445724	25446651	-	25446187	1.0	1.0
gene:TraesCS7B03G0066600	Chr7B	25502326	25503964	+	25503145	Chr7B	25529313	25530951	+	25530132	1.0	1.0
gene:TraesCS7B03G0066800	Chr7B	25530951	25533724	-	25532337	Chr7B	25557943	25560716	-	25559329	1.0	1.0
gene:TraesCS7B03G0066900	Chr7B	25606642	25608728	+	25607685	Chr7B	25642834	25644920	+	25643877	1.0	1.0
gene:TraesCS7B03G0067100	Chr7B	25615296	25618529	+	25616912	Chr7B	25651488	25654721	+	25653104	1.0	1.0
gene:TraesCS7B03G0067300	Chr7B	25672508	25673811	+	25673159	Chr7B	25709016	25710319	+	25709667	1.0	1.0
gene:TraesCS7B03G0067400	Chr7B	25684243	25691203	+	25687723	Chr7B	25720751	25727711	+	25724231	1.0	1.0
gene:TraesCS7B03G0067500	Chr7B	25728873	25729733	-	25729303	Chr7B	25764907	25765767	-	25765337	1.0	1.0
gene:TraesCS7B03G0068000	Chr7B	26121794	26133623	-	26127708	Chr7B	25907584	25917364	-	25912474	0.961	0.961
gene:TraesCS7B03G0068900	Chr7B	26373317	26377247	+	26375282	Chr7B	26054029	26057959	+	26055994	1.0	1.0
gene:TraesCS7B03G0069000	Chr7B	26377920	26378619	-	26378269	Chr7B	26058632	26059331	-	26058981	1.0	1.0
gene:TraesCS7B03G0069100	Chr7B	26384031	26387870	+	26385950	Chr7B	26064743	26068582	+	26066662	1.0	1.0
gene:TraesCS7B03G0069200	Chr7B	26390420	26391396	-	26390908	Chr7B	26071132	26072108	-	26071620	1.0	1.0
gene:TraesCS7B03G0070400	Chr7B	26720737	26730306	-	26725521	Chr7B	26410333	26419902	-	26415117	1.0	1.0
gene:TraesCS7B03G0070900	Chr7B	27637761	27642277	-	27640019	Chr7B	27328998	27333555	-	27331276	1.0	1.0
gene:TraesCS7B03G0071200	Chr7B	27655513	27655941	+	27655727	Chr7B	27346838	27347266	+	27347052	1.0	1.0
gene:TraesCS7B03G0071300	Chr7B	27656071	27657532	+	27656801	Chr7B	27347396	27348857	+	27348126	1.0	1.0
gene:TraesCS7B03G0071600	Chr7B	27712629	27714184	+	27713406	Chr7B	27404015	27405570	+	27404792	1.0	1.0
gene:TraesCS7B03G0071700	Chr7B	27719992	27720303	-	27720147	Chr7B	27411378	27411689	-	27411533	1.0	1.0
gene:TraesCS7B03G0071800	Chr7B	27903101	27906227	+	27904664	Chr7B	27594556	27597682	+	27596119	1.0	1.0
gene:TraesCS7B03G0072100	Chr7B	27945212	27947663	-	27946437	Chr7B	27636667	27639118	-	27637892	1.0	1.0
gene:TraesCS7B03G0072200	Chr7B	27950965	27952826	-	27951895	Chr7B	27642423	27644284	-	27643353	1.0	1.0
gene:TraesCS7B03G0072500	Chr7B	27968516	27970450	-	27969483	Chr7B	27659948	27661882	-	27660915	1.0	1.0
gene:TraesCS7B03G0072600	Chr7B	27978058	27983617	-	27980837	Chr7B	27668891	27674449	-	27671670	1.0	1.0
gene:TraesCS7B03G0072800	Chr7B	27980860	27981882	+	27981371	Chr7B	27671693	27672715	+	27672204	1.0	1.0
gene:TraesCS7B03G0073200	Chr7B	28201323	28203743	+	28202533	Chr7B	27889377	27891797	+	27890587	1.0	1.0
gene:TraesCS7B03G0073300	Chr7B	28274725	28275803	+	28275264	Chr7B	27963235	27964313	+	27963774	1.0	1.0
gene:TraesCS7B03G0073600	Chr7B	28337833	28339561	+	28338697	Chr7B	28026281	28028009	+	28027145	1.0	1.0
gene:TraesCS7B03G0073700	Chr7B	28347187	28348383	-	28347785	Chr7B	28035635	28036831	-	28036233	1.0	1.0
gene:TraesCS7B03G0073800	Chr7B	28528501	28528719	-	28528610	Chr7B	28215465	28215683	-	28215574	1.0	1.0
gene:TraesCS7B03G0073900	Chr7B	28547564	28548827	-	28548195	Chr7B	28234528	28235791	-	28235159	1.0	1.0
gene:TraesCS7B03G0074000	Chr7B	28549678	28554994	-	28552336	Chr7B	28236642	28241368	-	28239005	1.0	1.0
gene:TraesCS7B03G0074600	Chr7B	28593696	28604211	-	28598953	Chr7B	28280236	28290661	-	28285448	1.0	1.0
gene:TraesCS7B03G0074900	Chr7B	28954460	28955997	+	28955228	Chr7B	28640056	28641593	+	28640824	1.0	1.0
gene:TraesCS7B03G0075000	Chr7B	28962428	28963648	-	28963038	Chr7B	28648024	28649244	-	28648634	1.0	1.0
gene:TraesCS7B03G0075300	Chr7B	28999707	29000171	+	28999939	Chr7B	28685504	28685968	+	28685736	1.0	1.0
gene:TraesCS7B03G0075400	Chr7B	29046361	29048455	+	29047408	Chr7B	28732398	28734492	+	28733445	1.0	1.0
gene:TraesCS7B03G0075600	Chr7B	29055413	29063931	-	29059672	Chr7B	28741450	28749968	-	28745709	1.0	1.0
gene:TraesCS7B03G0075800	Chr7B	29078268	29085688	-	29081978	Chr7B	28764093	28771513	-	28767803	1.0	1.0
gene:TraesCS7B03G0076000	Chr7B	29181871	29182116	+	29181993	Chr7B	28866668	28866913	+	28866790	1.0	1.0
gene:TraesCS7B03G0076100	Chr7B	29184970	29194584	-	29189777	Chr7B	28869767	28879381	-	28874574	1.0	1.0
gene:TraesCS7B03G0076400	Chr7B	29363902	29369609	+	29366755	Chr7B	29048404	29054111	+	29051257	1.0	1.0
gene:TraesCS7B03G0076700	Chr7B	29373009	29373563	+	29373286	Chr7B	29057511	29058065	+	29057788	1.0	1.0
gene:TraesCS7B03G0077500	Chr7B	29629374	29629637	+	29629505	Chr7B	29311412	29311675	+	29311543	1.0	1.0
gene:TraesCS7B03G0077700	Chr7B	29692243	29692563	+	29692403	Chr7B	29374276	29374596	+	29374436	1.0	1.0
gene:TraesCS7B03G0078300	Chr7B	29786348	29787309	-	29786828	Chr7B	29468377	29469338	-	29468857	1.0	1.0
gene:TraesCS7B03G0078500	Chr7B	29893481	29894471	-	29893976	Chr7B	29574844	29575834	-	29575339	1.0	1.0
gene:TraesCS7B03G0078600	Chr7B	30116690	30119832	+	30118261	Chr7B	29798352	29801494	+	29799923	1.0	1.0
gene:TraesCS7B03G0078900	Chr7B	30269982	30270791	-	30270386	Chr7B	29955319	29956128	-	29955723	1.0	1.0
gene:TraesCS7B03G0079500	Chr7B	30355490	30358149	-	30356819	Chr7B	30040822	30043481	-	30042151	1.0	1.0
gene:TraesCS7B03G0079700	Chr7B	30604193	30614161	-	30609177	Chr7B	30289644	30299612	-	30294628	1.0	0.999
gene:TraesCS7B03G0080100	Chr7B	30789108	30798242	+	30793675	Chr7B	30474605	30483739	+	30479172	1.0	1.0
gene:TraesCS7B03G0080300	Chr7B	30800270	30801364	-	30800817	Chr7B	30485767	30486861	-	30486314	1.0	1.0
