gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Norin61_tgt_chr	Norin61_tgt_start	Norin61_tgt_end	Norin61_tgt_strand	Norin61_tgt_midpoint	Norin61_coverage	Norin61_identity
gene:TraesCS6A03G0009000	Chr6A	2428560	2434504	-	2431532	Chr6A	2107175	2113119	-	2110147	1.0	0.999
gene:TraesCS6A03G0009100	Chr6A	2436943	2441208	+	2439075	Chr6A	2115558	2119823	+	2117690	1.0	1.0
gene:TraesCS6A03G0009300	Chr6A	2445174	2450370	+	2447772	Chr6A	2123789	2128985	+	2126387	1.0	0.999
gene:TraesCS6A03G0009400	Chr6A	2451784	2453964	+	2452874	Chr6A	2130426	2132606	+	2131516	1.0	1.0
gene:TraesCS6A03G0009500	Chr6A	2472064	2474776	+	2473420	Chr6A	2150957	2153641	+	2152299	0.989	0.988
gene:TraesCS6A03G0010100	Chr6A	2492564	2499034	+	2495799	Chr6A	2257749	2264229	+	2260989	1.0	0.993
gene:TraesCS6A03G0010200	Chr6A	2510567	2511779	+	2511173	Chr6A	2275788	2277000	+	2276394	1.0	0.991
gene:TraesCS6A03G0010300	Chr6A	2522326	2525232	+	2523779	Chr6A	2287507	2290413	+	2288960	1.0	0.999
gene:TraesCS6A03G0010400	Chr6A	2534695	2537409	+	2536052	Chr6A	2301315	2304007	+	2302661	0.99	0.963
gene:TraesCS6A03G0010800	Chr6A	2677756	2680999	+	2679377	Chr6A	2368067	2371304	+	2369685	1.0	0.986
gene:TraesCS6A03G0010900	Chr6A	2692132	2692392	-	2692262	Chr6A	2382560	2382820	-	2382690	1.0	0.992
gene:TraesCS6A03G0011100	Chr6A	2724971	2727654	-	2726312	Chr6A	2426849	2429303	-	2428076	0.996	0.977
gene:TraesCS6A03G0011500	Chr6A	2767759	2769038	-	2768398	Chr6A	2472316	2473595	-	2472955	1.0	0.996
gene:TraesCS6A03G0011700	Chr6A	2780187	2780928	-	2780557	Chr6A	2505698	2506438	-	2506068	1.0	1.0
gene:TraesCS6A03G0011900	Chr6A	2793785	2794712	-	2794248	Chr6A	2519355	2520282	-	2519818	1.0	0.994
gene:TraesCS6A03G0012000	Chr6A	2809641	2810003	-	2809822	Chr6A	2531963	2532324	-	2532143	0.996	0.988
gene:TraesCS6A03G0012100	Chr6A	2811038	2811415	-	2811226	Chr6A	2533360	2533737	-	2533548	1.0	1.0
gene:TraesCS6A03G0012200	Chr6A	2819892	2823290	-	2821591	Chr6A	2542257	2545650	-	2543953	1.0	0.994
gene:TraesCS6A03G0012600	Chr6A	2942228	2947777	+	2945002	Chr6A	2598330	2603733	+	2601031	0.984	0.981
gene:TraesCS6A03G0012800	Chr6A	2952615	2956528	-	2954571	Chr6A	2613168	2617077	-	2615122	1.0	0.997
gene:TraesCS6A03G0013300	Chr6A	3493875	3497254	-	3495564	Chr6A	2981563	2984940	-	2983251	0.998	0.993
gene:TraesCS6A03G0013400	Chr6A	3501820	3502695	-	3502257	Chr6A	2991126	2992002	-	2991564	1.0	0.995
gene:TraesCS6A03G0013500	Chr6A	3505130	3509572	-	3507351	Chr6A	2994413	2998198	-	2996305	1.0	0.996
gene:TraesCS6A03G0013700	Chr6A	3526852	3527448	+	3527150	Chr6A	3008315	3008911	+	3008613	1.0	0.998
gene:TraesCS6A03G0013800	Chr6A	3528505	3529406	+	3528955	Chr6A	3009968	3010869	+	3010418	1.0	1.0
gene:TraesCS6A03G0014100	Chr6A	3568117	3572740	+	3570428	Chr6A	3049730	3054353	+	3052041	1.0	1.0
gene:TraesCS6A03G0014200	Chr6A	3576627	3578939	+	3577783	Chr6A	3058240	3060552	+	3059396	1.0	1.0
gene:TraesCS6A03G0014800	Chr6A	3702665	3706690	+	3704677	Chr6A	3181216	3185241	+	3183228	1.0	1.0
gene:TraesCS6A03G0015000	Chr6A	3729503	3735623	+	3732563	Chr6A	3207376	3213496	+	3210436	1.0	1.0
gene:TraesCS6A03G0015200	Chr6A	3748307	3752517	+	3750412	Chr6A	3225359	3229568	+	3227463	0.999	0.999
gene:TraesCS6A03G0015300	Chr6A	3778599	3780690	+	3779644	Chr6A	3255593	3257684	+	3256638	1.0	1.0
gene:TraesCS6A03G0015400	Chr6A	3791624	3795065	+	3793344	Chr6A	3268608	3272049	+	3270328	1.0	1.0
gene:TraesCS6A03G0015500	Chr6A	3983778	3984395	+	3984086	Chr6A	3461195	3461812	+	3461503	1.0	1.0
gene:TraesCS6A03G0015600	Chr6A	4015558	4016051	+	4015804	Chr6A	3492403	3492896	+	3492649	1.0	1.0
gene:TraesCS6A03G0015800	Chr6A	4066078	4066922	+	4066500	Chr6A	3542714	3543558	+	3543136	1.0	1.0
gene:TraesCS6A03G0015900	Chr6A	4067499	4068797	+	4068148	Chr6A	3544135	3545433	+	3544784	1.0	1.0
gene:TraesCS6A03G0016100	Chr6A	4087618	4089424	+	4088521	Chr6A	3564194	3566000	+	3565097	1.0	1.0
gene:TraesCS6A03G0016200	Chr6A	4103715	4106727	-	4105221	Chr6A	3580161	3583173	-	3581667	1.0	1.0
gene:TraesCS6A03G0016400	Chr6A	4129159	4137343	-	4133251	Chr6A	3605446	3613630	-	3609538	1.0	1.0
gene:TraesCS6A03G0016600	Chr6A	4307131	4307625	+	4307378	Chr6A	3789708	3790202	+	3789955	1.0	1.0
gene:TraesCS6A03G0017000	Chr6A	4373883	4374647	-	4374265	Chr6A	3856476	3857240	-	3856858	1.0	1.0
gene:TraesCS6A03G0017500	Chr6A	4465472	4467836	+	4466654	Chr6A	3946860	3949224	+	3948042	1.0	1.0
gene:TraesCS6A03G0017600	Chr6A	4467915	4470370	+	4469142	Chr6A	3949303	3951758	+	3950530	1.0	1.0
gene:TraesCS6A03G0017800	Chr6A	4482773	4484432	+	4483602	Chr6A	3964161	3965820	+	3964990	1.0	1.0
gene:TraesCS6A03G0017900	Chr6A	4540850	4543144	-	4541997	Chr6A	4005109	4007403	-	4006256	1.0	1.0
gene:TraesCS6A03G0018100	Chr6A	4566908	4568998	-	4567953	Chr6A	4030730	4032820	-	4031775	1.0	1.0
gene:TraesCS6A03G0018400	Chr6A	4646078	4648289	-	4647183	Chr6A	4107360	4109571	-	4108465	1.0	1.0
gene:TraesCS6A03G0018600	Chr6A	4650144	4650962	-	4650553	Chr6A	4111426	4112244	-	4111835	1.0	1.0
gene:TraesCS6A03G0018800	Chr6A	4707838	4709462	+	4708650	Chr6A	4168222	4169846	+	4169034	1.0	1.0
gene:TraesCS6A03G0019000	Chr6A	4946827	4976993	+	4961910	Chr6A	4379025	4430456	+	4404740	1.0	1.0
gene:TraesCS6A03G0019100	Chr6A	4971569	4973159	+	4972364	Chr6A	4425033	4426623	+	4425828	1.0	0.998
gene:TraesCS6A03G0021400	Chr6A	6070556	6076563	-	6073559	Chr6A	5069718	5075617	-	5072667	0.971	0.966
gene:TraesCS6A03G0022100	Chr6A	6339952	6341107	+	6340529	Chr6A	5324152	5325307	+	5324729	1.0	1.0
gene:TraesCS6A03G0022200	Chr6A	6352582	6353978	-	6353280	Chr6A	5336804	5338200	-	5337502	1.0	0.999
gene:TraesCS6A03G0022300	Chr6A	6371425	6373326	+	6372375	Chr6A	5355433	5357334	+	5356383	1.0	0.996
gene:TraesCS6A03G0022500	Chr6A	6375337	6378626	+	6376981	Chr6A	5359344	5362633	+	5360988	1.0	1.0
gene:TraesCS6A03G0022600	Chr6A	6411841	6413804	+	6412822	Chr6A	5394418	5396381	+	5395399	1.0	1.0
gene:TraesCS6A03G0022900	Chr6A	6438448	6439725	-	6439086	Chr6A	5475023	5476300	-	5475661	1.0	0.993
gene:TraesCS6A03G0023100	Chr6A	6509916	6510644	+	6510280	Chr6A	5538155	5538883	+	5538519	1.0	0.995
gene:TraesCS6A03G0023200	Chr6A	6524784	6526124	-	6525454	Chr6A	5544683	5546023	-	5545353	1.0	0.994
gene:TraesCS6A03G0023700	Chr6A	6596976	6599759	-	6598367	Chr6A	5617197	5620032	-	5618614	1.0	0.999
gene:TraesCS6A03G0023800	Chr6A	6622241	6625659	-	6623950	Chr6A	5642634	5646036	-	5644335	0.984	0.983
gene:TraesCS6A03G0024000	Chr6A	6629538	6630206	-	6629872	Chr6A	5649750	5650418	-	5650084	1.0	1.0
gene:TraesCS6A03G0024300	Chr6A	6660567	6667306	+	6663936	Chr6A	5672716	5679455	+	5676085	1.0	1.0
gene:TraesCS6A03G0024600	Chr6A	6774114	6781537	-	6777825	Chr6A	5786399	5793822	-	5790110	1.0	1.0
gene:TraesCS6A03G0024900	Chr6A	6804836	6805735	-	6805285	Chr6A	5817188	5818087	-	5817637	1.0	1.0
gene:TraesCS6A03G0025400	Chr6A	6851548	6858477	-	6855012	Chr6A	5864209	5871153	-	5867681	1.0	1.0
gene:TraesCS6A03G0025600	Chr6A	6902719	6905185	+	6903952	Chr6A	5914208	5916674	+	5915441	1.0	1.0
gene:TraesCS6A03G0025800	Chr6A	6905399	6906874	-	6906136	Chr6A	5916888	5918363	-	5917625	1.0	1.0
gene:TraesCS6A03G0026000	Chr6A	6969512	6974428	+	6971970	Chr6A	6072381	6077297	+	6074839	0.999	0.998
gene:TraesCS6A03G0026700	Chr6A	7070593	7072906	+	7071749	Chr6A	6173260	6175573	+	6174416	1.0	1.0
gene:TraesCS6A03G0027100	Chr6A	7152663	7153604	-	7153133	Chr6A	6045704	6046631	-	6046167	0.983	0.977
gene:TraesCS6A03G0027200	Chr6A	7157642	7159485	+	7158563	Chr6A	6260101	6261992	+	6261046	1.0	0.96
gene:TraesCS6A03G0027300	Chr6A	7168596	7170287	-	7169441	Chr6A	6271137	6272828	-	6271982	1.0	1.0
gene:TraesCS6A03G0027400	Chr6A	7196854	7200678	+	7198766	Chr6A	6299238	6303062	+	6301150	1.0	1.0
gene:TraesCS6A03G0027500	Chr6A	7212383	7214424	+	7213403	Chr6A	6314596	6316637	+	6315616	1.0	1.0
gene:TraesCS6A03G0027600	Chr6A	7214456	7215426	+	7214941	Chr6A	6316669	6317639	+	6317154	1.0	1.0
gene:TraesCS6A03G0028000	Chr6A	7235005	7238338	+	7236671	Chr6A	6337226	6340559	+	6338892	1.0	1.0
gene:TraesCS6A03G0028200	Chr6A	7482648	7485990	+	7484319	Chr6A	6583128	6586470	+	6584799	1.0	1.0
gene:TraesCS6A03G0029200	Chr6A	7851077	7857869	+	7854473	Chr6A	6949723	6956657	+	6953190	1.0	1.0
gene:TraesCS6A03G0029300	Chr6A	7884487	7896338	-	7890412	Chr6A	6983299	6995253	-	6989276	1.0	1.0
gene:TraesCS6A03G0029600	Chr6A	7984516	7986708	+	7985612	Chr6A	7083384	7085576	+	7084480	1.0	1.0
gene:TraesCS6A03G0029800	Chr6A	7997910	8003663	+	8000786	Chr6A	7096778	7102576	+	7099677	1.0	1.0
gene:TraesCS6A03G0029900	Chr6A	8006338	8010273	+	8008305	Chr6A	7105251	7109186	+	7107218	1.0	1.0
gene:TraesCS6A03G0030000	Chr6A	8012421	8019811	+	8016116	Chr6A	7111334	7118765	+	7115049	1.0	0.999
gene:TraesCS6A03G0030100	Chr6A	8024378	8025300	+	8024839	Chr6A	7123207	7124129	+	7123668	1.0	1.0
gene:TraesCS6A03G0030200	Chr6A	8026626	8027021	-	8026823	Chr6A	7125455	7125850	-	7125652	1.0	1.0
gene:TraesCS6A03G0030500	Chr6A	8088519	8089226	-	8088872	Chr6A	7187179	7187886	-	7187532	1.0	1.0
gene:TraesCS6A03G0030700	Chr6A	8173780	8176435	-	8175107	Chr6A	7272463	7275118	-	7273790	1.0	1.0
gene:TraesCS6A03G0030800	Chr6A	8178068	8179258	+	8178663	Chr6A	7276751	7277941	+	7277346	1.0	1.0
gene:TraesCS6A03G0031100	Chr6A	8254315	8259017	-	8256666	Chr6A	7352972	7357674	-	7355323	1.0	0.999
gene:TraesCS6A03G0031400	Chr6A	8311404	8311667	+	8311535	Chr6A	7410062	7410325	+	7410193	1.0	1.0
gene:TraesCS6A03G0031500	Chr6A	8359684	8360445	+	8360064	Chr6A	7458404	7459165	+	7458784	1.0	1.0
gene:TraesCS6A03G0031600	Chr6A	8360643	8361830	+	8361236	Chr6A	7459363	7460550	+	7459956	1.0	1.0
gene:TraesCS6A03G0031700	Chr6A	8371392	8372387	+	8371889	Chr6A	7470113	7471108	+	7470610	1.0	1.0
gene:TraesCS6A03G0032000	Chr6A	8426090	8431181	+	8428635	Chr6A	7524791	7529882	+	7527336	1.0	0.999
gene:TraesCS6A03G0032100	Chr6A	8453662	8456939	-	8455300	Chr6A	7552399	7555676	-	7554037	1.0	1.0
gene:TraesCS6A03G0032400	Chr6A	8464780	8465505	-	8465142	Chr6A	7563517	7564242	-	7563879	1.0	1.0
gene:TraesCS6A03G0032500	Chr6A	8465688	8466935	-	8466311	Chr6A	7564425	7565672	-	7565048	1.0	1.0
gene:TraesCS6A03G0032600	Chr6A	8480777	8483787	+	8482282	Chr6A	7579521	7582497	+	7581009	1.0	0.997
gene:TraesCS6A03G0033800	Chr6A	8672781	8673413	-	8673097	Chr6A	8015625	8016257	-	8015941	1.0	0.995
gene:TraesCS6A03G0034000	Chr6A	8675368	8676936	-	8676152	Chr6A	8018204	8019775	-	8018989	1.0	0.995
gene:TraesCS6A03G0034100	Chr6A	8871064	8872769	-	8871916	Chr6A	8199433	8201138	-	8200285	1.0	0.994
gene:TraesCS6A03G0034200	Chr6A	8972166	8973845	+	8973005	Chr6A	8302965	8304635	+	8303800	0.994	0.991
gene:TraesCS6A03G0034300	Chr6A	8997549	8999123	+	8998336	Chr6A	8325320	8326894	+	8326107	1.0	1.0
gene:TraesCS6A03G0034500	Chr6A	9005874	9007685	-	9006779	Chr6A	8333645	8335456	-	8334550	1.0	1.0
gene:TraesCS6A03G0034700	Chr6A	9243241	9251040	+	9247140	Chr6A	8568975	8576774	+	8572874	1.0	0.999
gene:TraesCS6A03G0034800	Chr6A	9251429	9255197	+	9253313	Chr6A	8577163	8580931	+	8579047	1.0	1.0
gene:TraesCS6A03G0034900	Chr6A	9257732	9258127	+	9257929	Chr6A	8583466	8583861	+	8583663	1.0	1.0
gene:TraesCS6A03G0035000	Chr6A	9258228	9258707	+	9258467	Chr6A	8583962	8584441	+	8584201	1.0	1.0
gene:TraesCS6A03G0035100	Chr6A	9260463	9263599	+	9262031	Chr6A	8586197	8589333	+	8587765	1.0	1.0
gene:TraesCS6A03G0035200	Chr6A	9265010	9266230	+	9265620	Chr6A	8590744	8591964	+	8591354	1.0	1.0
gene:TraesCS6A03G0035400	Chr6A	9271095	9276490	+	9273792	Chr6A	8596829	8602873	+	8599851	1.0	1.0
gene:TraesCS6A03G0035500	Chr6A	9283912	9284858	-	9284385	Chr6A	8609300	8610246	-	8609773	1.0	1.0
gene:TraesCS6A03G0035900	Chr6A	9444032	9445186	+	9444609	Chr6A	8767819	8768973	+	8768396	1.0	1.0
gene:TraesCS6A03G0036100	Chr6A	9448531	9449670	+	9449100	Chr6A	8772318	8773457	+	8772887	1.0	1.0
gene:TraesCS6A03G0036500	Chr6A	9470666	9471235	-	9470950	Chr6A	8794499	8795068	-	8794783	1.0	1.0
gene:TraesCS6A03G0036600	Chr6A	9473682	9475429	-	9474555	Chr6A	8797623	8799370	-	8798496	1.0	1.0
gene:TraesCS6A03G0036700	Chr6A	9481564	9485669	-	9483616	Chr6A	8805504	8808036	-	8806770	1.0	0.995
gene:TraesCS6A03G0037100	Chr6A	9658772	9660162	+	9659467	Chr6A	8987210	8988600	+	8987905	1.0	0.993
gene:TraesCS6A03G0037200	Chr6A	9665556	9666056	-	9665806	Chr6A	8999347	8999847	-	8999597	1.0	0.994
gene:TraesCS6A03G0037400	Chr6A	9668873	9669166	+	9669019	Chr6A	9002676	9002969	+	9002822	1.0	0.989
gene:TraesCS6A03G0037500	Chr6A	9867419	9868633	+	9868026	Chr6A	9198745	9199959	+	9199352	1.0	0.996
gene:TraesCS6A03G0037600	Chr6A	9877826	9879013	+	9878419	Chr6A	9208722	9209909	+	9209315	1.0	0.982
gene:TraesCS6A03G0037700	Chr6A	9888984	9893419	-	9891201	Chr6A	9220340	9224955	-	9222647	0.998	0.933
gene:TraesCS6A03G0038200	Chr6A	9962522	9968219	-	9965370	Chr6A	9291377	9297074	-	9294225	1.0	0.998
gene:TraesCS6A03G0038400	Chr6A	9979995	9980516	+	9980255	Chr6A	9309025	9309546	+	9309285	1.0	1.0
gene:TraesCS6A03G0038500	Chr6A	9980644	9981150	+	9980897	Chr6A	9309674	9310180	+	9309927	1.0	1.0
gene:TraesCS6A03G0038700	Chr6A	9982202	9982945	-	9982573	Chr6A	9311232	9311975	-	9311603	1.0	1.0
gene:TraesCS6A03G0038800	Chr6A	10020588	10022382	-	10021485	Chr6A	9349443	9351237	-	9350340	1.0	1.0
gene:TraesCS6A03G0038900	Chr6A	10058301	10060057	-	10059179	Chr6A	9386897	9388653	-	9387775	1.0	1.0
gene:TraesCS6A03G0039300	Chr6A	10070593	10071054	-	10070823	Chr6A	9399189	9399650	-	9399419	1.0	1.0
gene:TraesCS6A03G0039500	Chr6A	10195542	10197545	-	10196543	Chr6A	9493434	9495437	-	9494435	1.0	1.0
gene:TraesCS6A03G0039900	Chr6A	10318880	10322522	-	10320701	Chr6A	9616392	9620034	-	9618213	1.0	1.0
gene:TraesCS6A03G0040000	Chr6A	10339644	10342926	-	10341285	Chr6A	9638540	9641822	-	9640181	1.0	1.0
gene:TraesCS6A03G0040300	Chr6A	10363470	10373065	-	10368267	Chr6A	9662416	9672011	-	9667213	1.0	1.0
gene:TraesCS6A03G0040500	Chr6A	10376015	10380589	+	10378302	Chr6A	9674961	9679535	+	9677248	1.0	1.0
gene:TraesCS6A03G0040600	Chr6A	10381223	10381792	+	10381507	Chr6A	9680169	9680738	+	9680453	1.0	1.0
gene:TraesCS6A03G0040700	Chr6A	10422946	10423200	+	10423073	Chr6A	9721555	9721809	+	9721682	1.0	1.0
gene:TraesCS6A03G0041000	Chr6A	10428638	10429207	+	10428922	Chr6A	9742264	9742833	+	9742548	1.0	0.998
gene:TraesCS6A03G0041300	Chr6A	10440680	10441222	+	10440951	Chr6A	9730279	9730821	+	9730550	1.0	1.0
gene:TraesCS6A03G0041500	Chr6A	10443656	10447229	+	10445442	Chr6A	9733253	9736828	+	9735040	1.0	1.0
gene:TraesCS6A03G0041800	Chr6A	10500342	10501771	+	10501056	Chr6A	9798074	9799503	+	9798788	1.0	1.0
gene:TraesCS6A03G0042300	Chr6A	10631402	10634755	+	10633078	Chr6A	9914045	9917398	+	9915721	1.0	1.0
gene:TraesCS6A03G0042400	Chr6A	10635627	10643113	+	10639370	Chr6A	9918270	9925756	+	9922013	1.0	1.0
gene:TraesCS6A03G0042600	Chr6A	10650636	10652928	+	10651782	Chr6A	9933279	9935571	+	9934425	1.0	1.0
gene:TraesCS6A03G0042700	Chr6A	10653443	10656426	+	10654934	Chr6A	9936086	9939069	+	9937577	1.0	1.0
gene:TraesCS6A03G0042800	Chr6A	10661528	10662935	+	10662231	Chr6A	9944198	9945605	+	9944901	1.0	1.0
gene:TraesCS6A03G0042900	Chr6A	10664808	10665941	+	10665374	Chr6A	9947478	9948611	+	9948044	1.0	1.0
gene:TraesCS6A03G0043100	Chr6A	10670192	10670905	+	10670548	Chr6A	9952862	9953575	+	9953218	1.0	1.0
gene:TraesCS6A03G0043200	Chr6A	10679442	10679948	+	10679695	Chr6A	9962353	9962859	+	9962606	1.0	1.0
gene:TraesCS6A03G0043300	Chr6A	10686487	10692926	-	10689706	Chr6A	9969398	9975610	-	9972504	1.0	1.0
gene:TraesCS6A03G0043400	Chr6A	10775341	10776267	-	10775804	Chr6A	10057892	10058983	-	10058437	1.0	1.0
gene:TraesCS6A03G0043500	Chr6A	10775806	10779357	+	10777581	Chr6A	10058522	10062073	+	10060297	1.0	1.0
gene:TraesCS6A03G0044100	Chr6A	10796602	10800559	+	10798580	Chr6A	10079357	10083314	+	10081335	1.0	1.0
gene:TraesCS6A03G0044400	Chr6A	10833081	10833551	+	10833316	Chr6A	10116039	10116509	+	10116274	1.0	1.0
gene:TraesCS6A03G0044800	Chr6A	10889920	10892068	-	10890994	Chr6A	10172965	10175113	-	10174039	1.0	1.0
gene:TraesCS6A03G0045400	Chr6A	11007553	11008906	-	11008229	Chr6A	10247857	10249210	-	10248533	1.0	1.0
gene:TraesCS6A03G0045600	Chr6A	11259162	11259797	+	11259479	Chr6A	10532796	10533431	+	10533113	1.0	1.0
gene:TraesCS6A03G0046100	Chr6A	11376539	11377272	+	11376905	Chr6A	10649918	10650651	+	10650284	1.0	1.0
gene:TraesCS6A03G0046500	Chr6A	11448235	11448726	-	11448480	Chr6A	10720706	10721197	-	10720951	1.0	1.0
gene:TraesCS6A03G0047100	Chr6A	11710351	11716441	-	11713396	Chr6A	10942840	10948930	-	10945885	1.0	1.0
gene:TraesCS6A03G0047200	Chr6A	11732357	11734791	+	11733574	Chr6A	10964494	10966928	+	10965711	1.0	1.0
gene:TraesCS6A03G0047400	Chr6A	11748554	11752916	+	11750735	Chr6A	10979949	10984311	+	10982130	1.0	1.0
gene:TraesCS6A03G0047500	Chr6A	11813604	11822722	+	11818163	Chr6A	11044254	11053216	+	11048735	1.0	1.0
gene:TraesCS6A03G0047600	Chr6A	11824823	11827423	-	11826123	Chr6A	11055216	11057816	-	11056516	1.0	1.0
gene:TraesCS6A03G0048200	Chr6A	12064955	12067107	+	12066031	Chr6A	11245968	11248120	+	11247044	1.0	1.0
gene:TraesCS6A03G0048400	Chr6A	12068383	12073209	-	12070796	Chr6A	11249396	11254222	-	11251809	1.0	1.0
gene:TraesCS6A03G0048500	Chr6A	12083942	12088123	-	12086032	Chr6A	11264570	11268751	-	11266660	1.0	1.0
gene:TraesCS6A03G0048700	Chr6A	12094210	12095265	+	12094737	Chr6A	11274846	11275901	+	11275373	1.0	1.0
gene:TraesCS6A03G0048900	Chr6A	12136731	12137926	+	12137328	Chr6A	11317368	11318563	+	11317965	1.0	1.0
gene:TraesCS6A03G0049100	Chr6A	12493877	12494758	+	12494317	Chr6A	11673889	11674770	+	11674329	1.0	1.0
gene:TraesCS6A03G0049200	Chr6A	12498776	12499744	-	12499260	Chr6A	11678523	11679491	-	11679007	1.0	1.0
gene:TraesCS6A03G0049500	Chr6A	12580499	12582277	-	12581388	Chr6A	11759014	11760792	-	11759903	1.0	1.0
gene:TraesCS6A03G0050400	Chr6A	12818166	12818997	-	12818581	Chr6A	12194998	12195829	-	12195413	1.0	1.0
