gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Norin61_tgt_chr	Norin61_tgt_start	Norin61_tgt_end	Norin61_tgt_strand	Norin61_tgt_midpoint	Norin61_coverage	Norin61_identity
gene:TraesCS2A03G0012300	Chr2A	3008654	3011759	+	3010206	Chr2A	2867168	2870502	-	2868835	1.0	0.999
gene:TraesCS2A03G0012800	Chr2A	3043315	3044607	+	3043961	Chr2A	2841987	2843270	-	2842628	0.992	0.983
gene:TraesCS2A03G0012900	Chr2A	3062401	3063955	+	3063178	Chr2A	2836447	2837989	-	2837218	0.988	0.969
gene:TraesCS2A03G0013100	Chr2A	3075260	3076925	-	3076092	Chr2A	2820843	2822519	+	2821681	1.0	0.983
gene:TraesCS2A03G0013200	Chr2A	3088656	3089379	-	3089017	Chr2A	2808322	2809045	+	2808683	1.0	0.991
gene:TraesCS2A03G0013400	Chr2A	3094221	3094934	+	3094577	Chr2A	2802769	2803482	-	2803125	1.0	1.0
gene:TraesCS2A03G0013500	Chr2A	3102186	3102581	+	3102383	Chr2A	2795023	2795418	-	2795220	1.0	0.992
gene:TraesCS2A03G0013600	Chr2A	3105724	3109654	-	3107689	Chr2A	2787946	2791882	+	2789914	1.0	0.991
gene:TraesCS2A03G0013700	Chr2A	3141719	3145318	+	3143518	Chr2A	2767858	2771569	-	2769713	1.0	0.996
gene:TraesCS2A03G0013800	Chr2A	3145104	3146984	-	3146044	Chr2A	2765997	2768072	+	2767034	1.0	0.901
gene:TraesCS2A03G0013900	Chr2A	3148858	3164565	-	3156711	Chr2A	2748351	2764094	+	2756222	0.999	0.994
gene:TraesCS2A03G0014300	Chr2A	3917393	3917941	-	3917667	Chr2A	4058752	4059300	+	4059026	1.0	0.987
gene:TraesCS2A03G0014600	Chr2A	4108678	4111437	-	4110057	Chr2A	3887517	3890320	+	3888918	1.0	0.994
gene:TraesCS2A03G0014700	Chr2A	4122713	4124844	+	4123778	Chr2A	3875395	3877518	-	3876456	0.996	0.991
gene:TraesCS2A03G0014800	Chr2A	4609403	4612287	+	4610845	Chr2A	3418265	3421149	-	3419707	0.999	0.993
gene:TraesCS2A03G0015100	Chr2A	4835156	4836689	+	4835922	Chr2A	3194831	3196363	-	3195597	0.999	0.998
gene:TraesCS2A03G0025200	Chr2A	6489819	6490277	-	6490048	Chr2A	6897472	6897930	+	6897701	1.0	1.0
gene:TraesCS2A03G0025400	Chr2A	6543800	6547989	+	6545894	Chr2A	6748530	6752717	-	6750623	1.0	0.997
gene:TraesCS2A03G0025700	Chr2A	6601068	6601526	+	6601297	Chr2A	6685847	6686305	-	6686076	1.0	0.991
gene:TraesCS2A03G0026200	Chr2A	6713541	6720750	-	6717145	Chr2A	6562725	6569919	-	6566322	0.997	0.994
gene:TraesCS2A03G0026500	Chr2A	6833898	6836259	+	6835078	Chr2A	6484174	6486537	-	6485355	1.0	0.996
gene:TraesCS2A03G0026800	Chr2A	6847261	6865735	+	6856498	Chr2A	6452945	6471595	-	6462270	1.0	0.993
gene:TraesCS2A03G0027000	Chr2A	6870963	6874446	+	6872704	Chr2A	6443363	6446846	-	6445104	1.0	0.996
gene:TraesCS2A03G0027200	Chr2A	6876280	6885119	-	6880699	Chr2A	6432818	6441530	+	6437174	0.978	0.973
gene:TraesCS2A03G0027300	Chr2A	6891123	6896277	+	6893700	Chr2A	6420751	6426612	-	6423681	0.979	0.972
gene:TraesCS2A03G0027400	Chr2A	6897295	6903634	+	6900464	Chr2A	6413787	6419709	-	6416748	0.929	0.916
gene:TraesCS2A03G0027500	Chr2A	6904995	6909268	-	6907131	Chr2A	6374321	6378594	-	6376457	1.0	0.996
gene:TraesCS2A03G0027900	Chr2A	7114869	7118510	+	7116689	Chr2A	6085687	6089328	-	6087507	1.0	0.992
gene:TraesCS2A03G0028400	Chr2A	7216325	7216822	-	7216573	Chr2A	5983645	5984142	+	5983893	1.0	0.99
gene:TraesCS2A03G0028800	Chr2A	7233754	7237627	+	7235690	Chr2A	5965271	5969137	-	5967204	1.0	0.994
gene:TraesCS2A03G0029000	Chr2A	7328862	7329442	-	7329152	Chr2A	5873419	5873998	+	5873708	1.0	0.995
gene:TraesCS2A03G0029100	Chr2A	7406482	7410268	-	7408375	Chr2A	5766954	5770741	+	5768847	1.0	0.996
gene:TraesCS2A03G0029200	Chr2A	7448913	7452453	-	7450683	Chr2A	5712479	5716018	+	5714248	1.0	0.997
gene:TraesCS2A03G0029500	Chr2A	7555929	7559228	+	7557578	Chr2A	5603425	5606724	-	5605074	1.0	1.0
gene:TraesCS2A03G0029600	Chr2A	7563339	7564570	-	7563954	Chr2A	5598083	5599314	+	5598698	1.0	1.0
gene:TraesCS2A03G0029700	Chr2A	7569124	7569672	-	7569398	Chr2A	5593253	5593801	+	5593527	1.0	1.0
gene:TraesCS2A03G0029800	Chr2A	7574152	7575954	+	7575053	Chr2A	5586967	5588769	-	5587868	1.0	1.0
gene:TraesCS2A03G0029900	Chr2A	7585507	7588045	-	7586776	Chr2A	5574902	5577440	+	5576171	1.0	1.0
gene:TraesCS2A03G0030000	Chr2A	7594702	7595382	+	7595042	Chr2A	5567565	5568245	-	5567905	1.0	1.0
gene:TraesCS2A03G0030200	Chr2A	7598011	7601005	+	7599508	Chr2A	5561944	5564938	-	5563441	1.0	1.0
gene:TraesCS2A03G0030500	Chr2A	7611561	7614909	-	7613235	Chr2A	5548200	5551548	+	5549874	1.0	1.0
gene:TraesCS2A03G0030600	Chr2A	7629304	7633851	+	7631577	Chr2A	5529211	5533758	-	5531484	1.0	1.0
gene:TraesCS2A03G0030800	Chr2A	7703695	7706561	-	7705128	Chr2A	5468827	5471693	+	5470260	1.0	1.0
gene:TraesCS2A03G0030900	Chr2A	7708277	7709952	-	7709114	Chr2A	5465436	5467111	+	5466273	1.0	1.0
gene:TraesCS2A03G0031000	Chr2A	7821445	7821819	+	7821632	Chr2A	5352384	5352758	-	5352571	1.0	1.0
gene:TraesCS2A03G0031100	Chr2A	7828624	7832791	+	7830707	Chr2A	5341412	5345579	-	5343495	1.0	1.0
gene:TraesCS2A03G0031200	Chr2A	7847760	7850284	+	7849022	Chr2A	5323882	5326406	-	5325144	1.0	1.0
gene:TraesCS2A03G0031500	Chr2A	7974393	7974638	-	7974515	Chr2A	5199624	5199869	+	5199746	1.0	1.0
gene:TraesCS2A03G0032000	Chr2A	8046439	8047681	+	8047060	Chr2A	5133052	5134294	-	5133673	1.0	1.0
gene:TraesCS2A03G0032100	Chr2A	8053305	8054623	+	8053964	Chr2A	5173373	5174691	-	5174032	1.0	1.0
gene:TraesCS2A03G0032600	Chr2A	8161335	8161580	+	8161457	Chr2A	5019765	5020010	-	5019887	1.0	1.0
gene:TraesCS2A03G0032900	Chr2A	8195350	8196021	+	8195685	Chr2A	4985809	4986480	-	4986144	1.0	1.0
gene:TraesCS2A03G0033000	Chr2A	8242748	8243421	+	8243084	Chr2A	4959048	4959721	-	4959384	1.0	1.0
gene:TraesCS2A03G0033200	Chr2A	8496588	8497826	+	8497207	Chr2A	4717594	4718854	-	4718224	0.981	0.976
gene:TraesCS2A03G0034300	Chr2A	8691026	8692151	+	8691588	Chr2A	4442766	4443891	-	4443328	1.0	1.0
gene:TraesCS2A03G0034400	Chr2A	8709301	8716514	-	8712907	Chr2A	4418126	4425387	+	4421756	1.0	0.996
gene:TraesCS2A03G0034600	Chr2A	8850722	8856225	-	8853473	Chr2A	4278488	4283991	+	4281239	1.0	1.0
gene:TraesCS2A03G0034700	Chr2A	8890522	8892207	+	8891364	Chr2A	4242724	4244409	-	4243566	1.0	1.0
gene:TraesCS2A03G0034800	Chr2A	8904391	8906110	+	8905250	Chr2A	4228795	4230514	-	4229654	1.0	1.0
gene:TraesCS2A03G0034900	Chr2A	8908282	8912918	+	8910600	Chr2A	4221973	4226609	-	4224291	1.0	1.0
gene:TraesCS2A03G0035200	Chr2A	8949289	8950740	+	8950014	Chr2A	4184157	4185608	-	4184882	1.0	1.0
gene:TraesCS2A03G0035500	Chr2A	9497087	9499842	+	9498464	Chr2A	8272564	8275319	+	8273941	1.0	1.0
gene:TraesCS2A03G0036100	Chr2A	9609521	9612375	+	9610948	Chr2A	8384031	8386885	+	8385458	1.0	1.0
gene:TraesCS2A03G0036200	Chr2A	9614291	9618881	-	9616586	Chr2A	8388801	8393391	-	8391096	1.0	1.0
gene:TraesCS2A03G0036800	Chr2A	9831458	9833452	-	9832455	Chr2A	8604941	8606935	-	8605938	1.0	1.0
gene:TraesCS2A03G0036900	Chr2A	9838071	9840946	+	9839508	Chr2A	8611554	8614429	+	8612991	1.0	1.0
gene:TraesCS2A03G0037000	Chr2A	9864423	9870187	+	9867305	Chr2A	8637205	8642969	+	8640087	1.0	1.0
gene:TraesCS2A03G0037100	Chr2A	9870676	9873085	-	9871880	Chr2A	8643458	8645867	-	8644662	1.0	1.0
gene:TraesCS2A03G0037300	Chr2A	10057499	10059853	-	10058676	Chr2A	8830533	8832887	-	8831710	1.0	1.0
gene:TraesCS2A03G0037500	Chr2A	10101484	10102944	+	10102214	Chr2A	8874738	8876198	+	8875468	1.0	1.0
gene:TraesCS2A03G0037700	Chr2A	10229780	10230394	+	10230087	Chr2A	9003362	9003976	+	9003669	1.0	1.0
gene:TraesCS2A03G0037900	Chr2A	10312993	10314464	+	10313728	Chr2A	9086226	9087697	+	9086961	1.0	1.0
gene:TraesCS2A03G0038000	Chr2A	10316507	10318063	+	10317285	Chr2A	9089740	9091296	+	9090518	1.0	1.0
gene:TraesCS2A03G0038100	Chr2A	10368296	10369996	+	10369146	Chr2A	9141510	9142952	+	9142231	0.997	0.997
gene:TraesCS2A03G0038200	Chr2A	10392963	10394455	+	10393709	Chr2A	9165919	9167411	+	9166665	1.0	1.0
gene:TraesCS2A03G0038300	Chr2A	10404599	10408710	+	10406654	Chr2A	9177725	9181836	+	9179780	1.0	1.0
gene:TraesCS2A03G0038400	Chr2A	10412476	10414101	+	10413288	Chr2A	9185602	9187227	+	9186414	1.0	1.0
gene:TraesCS2A03G0038500	Chr2A	10419981	10421441	-	10420711	Chr2A	9193201	9194661	-	9193931	1.0	1.0
gene:TraesCS2A03G0038800	Chr2A	10440469	10442337	-	10441403	Chr2A	9213617	9215485	-	9214551	1.0	1.0
gene:TraesCS2A03G0039100	Chr2A	11017143	11018591	-	11017867	Chr2A	9584575	9586023	-	9585299	1.0	1.0
gene:TraesCS2A03G0039400	Chr2A	11049077	11050675	+	11049876	Chr2A	9616188	9617786	+	9616987	1.0	1.0
gene:TraesCS2A03G0039500	Chr2A	11054856	11056310	-	11055583	Chr2A	9621967	9623421	-	9622694	1.0	1.0
gene:TraesCS2A03G0039700	Chr2A	11060893	11063346	+	11062119	Chr2A	9628052	9630505	+	9629278	1.0	1.0
gene:TraesCS2A03G0039800	Chr2A	11150494	11152195	-	11151344	Chr2A	9717532	9719233	-	9718382	1.0	1.0
gene:TraesCS2A03G0039900	Chr2A	11157585	11158064	-	11157824	Chr2A	9724623	9725102	-	9724862	1.0	1.0
gene:TraesCS2A03G0040600	Chr2A	11218311	11221536	-	11219923	Chr2A	9777196	9780421	-	9778808	1.0	1.0
gene:TraesCS2A03G0041300	Chr2A	11324593	11326032	-	11325312	Chr2A	10712067	10713506	+	10712786	1.0	1.0
gene:TraesCS2A03G0041200	Chr2A	11324593	11326032	-	11325312	Chr2A	10712067	10713506	+	10712786	1.0	1.0
gene:TraesCS2A03G0041400	Chr2A	11328015	11328869	-	11328442	Chr2A	10709265	10710119	+	10709692	1.0	0.998
gene:TraesCS2A03G0041500	Chr2A	11328015	11328869	-	11328442	Chr2A	10709265	10710119	+	10709692	1.0	0.998
gene:TraesCS2A03G0041600	Chr2A	11328015	11328869	-	11328442	Chr2A	10709265	10710119	+	10709692	1.0	0.998
gene:TraesCS2A03G0042000	Chr2A	11381853	11383879	+	11382866	Chr2A	9866235	9868261	+	9867248	1.0	1.0
gene:TraesCS2A03G0042300	Chr2A	11632000	11634387	+	11633193	Chr2A	10117556	10119943	+	10118749	1.0	1.0
gene:TraesCS2A03G0042400	Chr2A	11662733	11663308	-	11663020	Chr2A	10148289	10148864	-	10148576	1.0	1.0
gene:TraesCS2A03G0042500	Chr2A	11666485	11667438	-	11666961	Chr2A	10152174	10153127	-	10152650	1.0	0.98
gene:TraesCS2A03G0042800	Chr2A	11683659	11684394	-	11684026	Chr2A	10168961	10169696	-	10169328	1.0	1.0
gene:TraesCS2A03G0042900	Chr2A	11693710	11694898	-	11694304	Chr2A	10179012	10180200	-	10179606	1.0	1.0
gene:TraesCS2A03G0043400	Chr2A	11752168	11754017	+	11753092	Chr2A	10237417	10239266	+	10238341	1.0	0.996
gene:TraesCS2A03G0043600	Chr2A	11887767	11889468	+	11888617	Chr2A	10371871	10373572	+	10372721	1.0	1.0
gene:TraesCS2A03G0044400	Chr2A	11966365	11967985	+	11967175	Chr2A	10448721	10450341	+	10449531	1.0	1.0
gene:TraesCS2A03G0044500	Chr2A	12103080	12103741	+	12103410	Chr2A	10584273	10584934	+	10584603	1.0	1.0
gene:TraesCS2A03G0044800	Chr2A	12279438	12281423	-	12280430	Chr2A	10761935	10763920	-	10762927	1.0	1.0
gene:TraesCS2A03G0045000	Chr2A	12415768	12416658	+	12416213	Chr2A	10888719	10889609	+	10889164	1.0	1.0
gene:TraesCS2A03G0045100	Chr2A	12436869	12437720	+	12437294	Chr2A	10909820	10910671	+	10910245	1.0	1.0
gene:TraesCS2A03G0045200	Chr2A	12453651	12456342	-	12454996	Chr2A	10926602	10929293	-	10927947	1.0	1.0
gene:TraesCS2A03G0045500	Chr2A	12797591	12799207	+	12798399	Chr2A	11123009	11124625	+	11123817	1.0	1.0
gene:TraesCS2A03G0045600	Chr2A	12817959	12819670	-	12818814	Chr2A	11142565	11144276	-	11143420	1.0	1.0
gene:TraesCS2A03G0045700	Chr2A	12838317	12841002	+	12839659	Chr2A	11162917	11165602	+	11164259	1.0	1.0
gene:TraesCS2A03G0046000	Chr2A	12913556	12918974	+	12916265	Chr2A	11239036	11244454	+	11241745	1.0	1.0
gene:TraesCS2A03G0046100	Chr2A	12928695	12934990	-	12931842	Chr2A	11252027	11258322	-	11255174	1.0	1.0
gene:TraesCS2A03G0046400	Chr2A	13060511	13064012	+	13062261	Chr2A	11383717	11387218	+	11385467	1.0	1.0
gene:TraesCS2A03G0046500	Chr2A	13065737	13082790	-	13074263	Chr2A	11390440	11407431	-	11398935	1.0	1.0
gene:TraesCS2A03G0046800	Chr2A	13174258	13176698	-	13175478	Chr2A	11498702	11501142	-	11499922	1.0	1.0
gene:TraesCS2A03G0046900	Chr2A	13241542	13245181	+	13243361	Chr2A	11568384	11572023	+	11570203	1.0	0.998
gene:TraesCS2A03G0047000	Chr2A	13310636	13312962	+	13311799	Chr2A	11637575	11639901	+	11638738	1.0	1.0
gene:TraesCS2A03G0047100	Chr2A	13321859	13325316	-	13323587	Chr2A	11648803	11652289	-	11650546	0.988	0.966
gene:TraesCS2A03G0047300	Chr2A	13352800	13354685	-	13353742	Chr2A	11680014	11681899	-	11680956	1.0	1.0
gene:TraesCS2A03G0047400	Chr2A	13372023	13373337	-	13372680	Chr2A	11699323	11700637	-	11699980	1.0	0.998
gene:TraesCS2A03G0047600	Chr2A	13540410	13542837	+	13541623	Chr2A	11867515	11869942	+	11868728	1.0	1.0
gene:TraesCS2A03G0047700	Chr2A	13633004	13634685	-	13633844	Chr2A	11960083	11961764	-	11960923	1.0	1.0
gene:TraesCS2A03G0047800	Chr2A	13656540	13658822	+	13657681	Chr2A	11983664	11985946	+	11984805	1.0	1.0
gene:TraesCS2A03G0047900	Chr2A	13674004	13674294	-	13674149	Chr2A	12001131	12001421	-	12001276	1.0	1.0
gene:TraesCS2A03G0048000	Chr2A	13697312	13705085	-	13701198	Chr2A	12024551	12032324	-	12028437	1.0	1.0
gene:TraesCS2A03G0048100	Chr2A	13867993	13874237	+	13871115	Chr2A	12194357	12200601	+	12197479	1.0	1.0
gene:TraesCS2A03G0048500	Chr2A	13937039	13937815	-	13937427	Chr2A	12261447	12262223	-	12261835	1.0	1.0
gene:TraesCS2A03G0048600	Chr2A	13943973	13946675	+	13945324	Chr2A	12268064	12270766	+	12269415	1.0	1.0
gene:TraesCS2A03G0048800	Chr2A	13952289	13958458	-	13955373	Chr2A	12276380	12282545	-	12279462	1.0	1.0
gene:TraesCS2A03G0048900	Chr2A	13960272	13964316	+	13962294	Chr2A	12284359	12288403	+	12286381	1.0	1.0
gene:TraesCS2A03G0049100	Chr2A	13974010	13974542	+	13974276	Chr2A	12297842	12298374	+	12298108	1.0	1.0
gene:TraesCS2A03G0049400	Chr2A	14015052	14015619	+	14015335	Chr2A	12338555	12339122	+	12338838	1.0	1.0
gene:TraesCS2A03G0049900	Chr2A	14658303	14688897	+	14673600	Chr2A	12394021	12424431	+	12409226	1.0	0.999
gene:TraesCS2A03G0050200	Chr2A	14736716	14746690	-	14741703	Chr2A	12468971	12478710	-	12473840	1.0	1.0
gene:TraesCS2A03G0050300	Chr2A	14748820	14751697	-	14750258	Chr2A	12480840	12483717	-	12482278	1.0	1.0
gene:TraesCS2A03G0050700	Chr2A	14795134	14812092	+	14803613	Chr2A	12526583	12534988	+	12530785	1.0	1.0
gene:TraesCS2A03G0050800	Chr2A	14816844	14819151	-	14817997	Chr2A	12539738	12542045	-	12540891	1.0	0.999
gene:TraesCS2A03G0050900	Chr2A	14823990	14826760	-	14825375	Chr2A	12546884	12549653	-	12548268	1.0	1.0
gene:TraesCS2A03G0051100	Chr2A	14828938	14830086	-	14829512	Chr2A	12551831	12552979	-	12552405	1.0	1.0
gene:TraesCS2A03G0051200	Chr2A	14830147	14831638	-	14830892	Chr2A	12553040	12554531	-	12553785	1.0	1.0
gene:TraesCS2A03G0051300	Chr2A	14889550	14892420	-	14890985	Chr2A	12612019	12614889	-	12613454	1.0	1.0
gene:TraesCS2A03G0051500	Chr2A	14896814	14898235	-	14897524	Chr2A	12619206	12620627	-	12619916	1.0	1.0
gene:TraesCS2A03G0051600	Chr2A	14904730	14909564	+	14907147	Chr2A	12626992	12631641	+	12629316	1.0	1.0
gene:TraesCS2A03G0051700	Chr2A	14912427	14928730	-	14920578	Chr2A	12634504	12650807	-	12642655	1.0	1.0
gene:TraesCS2A03G0051800	Chr2A	14934891	14937615	+	14936253	Chr2A	12656725	12659449	+	12658087	1.0	1.0
gene:TraesCS2A03G0052000	Chr2A	15019047	15020652	-	15019849	Chr2A	12701934	12703539	-	12702736	1.0	1.0
gene:TraesCS2A03G0052200	Chr2A	15044165	15045443	-	15044804	Chr2A	12727054	12728332	-	12727693	1.0	1.0
gene:TraesCS2A03G0052400	Chr2A	15073731	15075397	-	15074564	Chr2A	12756360	12758026	-	12757193	1.0	1.0
gene:TraesCS2A03G0052500	Chr2A	15101408	15103597	-	15102502	Chr2A	12783806	12785995	-	12784900	1.0	1.0
gene:TraesCS2A03G0052600	Chr2A	15111552	15113654	-	15112603	Chr2A	12793950	12796052	-	12795001	1.0	1.0
gene:TraesCS2A03G0052900	Chr2A	15131607	15134661	-	15133134	Chr2A	12813090	12816144	-	12814617	0.998	0.979
gene:TraesCS2A03G0053000	Chr2A	15134839	15143769	-	15139304	Chr2A	12816322	12825131	-	12820726	1.0	1.0
gene:TraesCS2A03G0053100	Chr2A	15147760	15162582	-	15155171	Chr2A	12829122	12843570	-	12836346	1.0	0.999
gene:TraesCS2A03G0053200	Chr2A	15180774	15181670	-	15181222	Chr2A	12861088	12861984	-	12861536	1.0	1.0
gene:TraesCS2A03G0053400	Chr2A	15192856	15197337	-	15195096	Chr2A	12872974	12877454	-	12875214	1.0	1.0
gene:TraesCS2A03G0053500	Chr2A	15219032	15221939	-	15220485	Chr2A	12898832	12901739	-	12900285	1.0	1.0
gene:TraesCS2A03G0053900	Chr2A	15259433	15261123	+	15260278	Chr2A	12922756	12924446	+	12923601	1.0	1.0
gene:TraesCS2A03G0054000	Chr2A	15261427	15263500	-	15262463	Chr2A	12924750	12926823	-	12925786	1.0	1.0
gene:TraesCS2A03G0054300	Chr2A	15286968	15288514	-	15287741	Chr2A	12948255	12949801	-	12949028	1.0	0.999
gene:TraesCS2A03G0054400	Chr2A	15296814	15299857	+	15298335	Chr2A	12958147	12961190	+	12959668	1.0	1.0
gene:TraesCS2A03G0054500	Chr2A	15302233	15314572	+	15308402	Chr2A	12963384	12975516	+	12969450	1.0	1.0
gene:TraesCS2A03G0054900	Chr2A	15335911	15340652	-	15338281	Chr2A	12996195	13000976	-	12998585	1.0	1.0
gene:TraesCS2A03G0055000	Chr2A	15397692	15405300	-	15401496	Chr2A	13058023	13065685	-	13061854	1.0	1.0
gene:TraesCS2A03G0055100	Chr2A	15558284	15560474	-	15559379	Chr2A	13218746	13220936	-	13219841	1.0	0.999
gene:TraesCS2A03G0055200	Chr2A	15580209	15582060	-	15581134	Chr2A	13240690	13242541	-	13241615	1.0	1.0
gene:TraesCS2A03G0055300	Chr2A	15667589	15671586	-	15669587	Chr2A	13328251	13332254	-	13330252	1.0	1.0
gene:TraesCS2A03G0055700	Chr2A	15707194	15711942	+	15709568	Chr2A	13367655	13372119	+	13369887	1.0	1.0
gene:TraesCS2A03G0055800	Chr2A	15772909	15774819	-	15773864	Chr2A	13433948	13435858	-	13434903	1.0	1.0
gene:TraesCS2A03G0055900	Chr2A	15980566	15985138	+	15982852	Chr2A	13616753	13621325	+	13619039	1.0	1.0
gene:TraesCS2A03G0056000	Chr2A	15991026	15992060	-	15991543	Chr2A	13627213	13628247	-	13627730	1.0	1.0
gene:TraesCS2A03G0056200	Chr2A	15998949	16000694	-	15999821	Chr2A	13635136	13636882	-	13636009	1.0	0.999
gene:TraesCS2A03G0056300	Chr2A	16047728	16052654	-	16050191	Chr2A	13683638	13688564	-	13686101	1.0	1.0
gene:TraesCS2A03G0056400	Chr2A	16055381	16066245	+	16060813	Chr2A	13691154	13701659	+	13696406	1.0	1.0
gene:TraesCS2A03G0056500	Chr2A	16069090	16073968	+	16071529	Chr2A	13704335	13709213	+	13706774	1.0	1.0
gene:TraesCS2A03G0056600	Chr2A	16077541	16079648	+	16078594	Chr2A	13712786	13714893	+	13713839	1.0	1.0
gene:TraesCS2A03G0056700	Chr2A	16090429	16092231	-	16091330	Chr2A	13725134	13726936	-	13726035	1.0	1.0
gene:TraesCS2A03G0056800	Chr2A	16097488	16099721	+	16098604	Chr2A	13732166	13734399	+	13733282	1.0	1.0
gene:TraesCS2A03G0056900	Chr2A	16100622	16102512	+	16101567	Chr2A	13735300	13737190	+	13736245	1.0	1.0
gene:TraesCS2A03G0057000	Chr2A	16102826	16115969	-	16109397	Chr2A	13737504	13750722	-	13744113	1.0	1.0
gene:TraesCS2A03G0057100	Chr2A	16117903	16124429	+	16121166	Chr2A	13752656	13759182	+	13755919	1.0	1.0
gene:TraesCS2A03G0057200	Chr2A	16125003	16126902	-	16125952	Chr2A	13759756	13761655	-	13760705	1.0	1.0
gene:TraesCS2A03G0057300	Chr2A	16154890	16155204	-	16155047	Chr2A	13789641	13789955	-	13789798	1.0	1.0
gene:TraesCS2A03G0057400	Chr2A	16155850	16156390	-	16156120	Chr2A	13790601	13791141	-	13790871	1.0	1.0
gene:TraesCS2A03G0057500	Chr2A	16188501	16194984	-	16191742	Chr2A	13823341	13829318	-	13826329	1.0	1.0
