gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Norin61_tgt_chr	Norin61_tgt_start	Norin61_tgt_end	Norin61_tgt_strand	Norin61_tgt_midpoint	Norin61_coverage	Norin61_identity
gene:TraesCS2D03G0022200	Chr2D	5974338	5981406	+	5977872	Chr2D	2932315	2939383	-	2935849	1.0	0.999
gene:TraesCS2D03G0022500	Chr2D	6088431	6089039	-	6088735	Chr2D	2824831	2825439	+	2825135	1.0	1.0
gene:TraesCS2D03G0022600	Chr2D	6094171	6094876	+	6094523	Chr2D	2818994	2819699	-	2819346	1.0	1.0
gene:TraesCS2D03G0022800	Chr2D	6109221	6109928	+	6109574	Chr2D	2803861	2804568	-	2804214	1.0	1.0
gene:TraesCS2D03G0023000	Chr2D	6132790	6133436	+	6133113	Chr2D	2780353	2780999	-	2780676	1.0	1.0
gene:TraesCS2D03G0023100	Chr2D	6135778	6136523	+	6136150	Chr2D	2777267	2778012	-	2777639	1.0	1.0
gene:TraesCS2D03G0023900	Chr2D	6414298	6417163	+	6415730	Chr2D	2498227	2501092	-	2499659	1.0	1.0
gene:TraesCS2D03G0024400	Chr2D	6632578	6639770	-	6636174	Chr2D	2275791	2282983	+	2279387	1.0	1.0
gene:TraesCS2D03G0024700	Chr2D	6714610	6716551	+	6715580	Chr2D	2198030	2199971	-	2199000	1.0	1.0
gene:TraesCS2D03G0024800	Chr2D	6729129	6732626	+	6730877	Chr2D	2181042	2184539	-	2182790	1.0	0.999
gene:TraesCS2D03G0025100	Chr2D	6799868	6803674	+	6801771	Chr2D	2109774	2113580	-	2111677	1.0	0.996
gene:TraesCS2D03G0025200	Chr2D	6805875	6809559	+	6807717	Chr2D	2103890	2107574	-	2105732	1.0	1.0
gene:TraesCS2D03G0025700	Chr2D	6841213	6849674	-	6845443	Chr2D	2063722	2072160	+	2067941	1.0	0.986
gene:TraesCS2D03G0026100	Chr2D	6864392	6870222	+	6867307	Chr2D	2043179	2049009	-	2046094	1.0	1.0
gene:TraesCS2D03G0026200	Chr2D	6870573	6877556	+	6874064	Chr2D	2035846	2042828	-	2039337	1.0	0.999
gene:TraesCS2D03G0026500	Chr2D	6909158	6910618	-	6909888	Chr2D	2002979	2004439	+	2003709	1.0	1.0
gene:TraesCS2D03G0026400	Chr2D	6907843	6912185	+	6910014	Chr2D	2001412	2005750	-	2003581	0.998	0.998
gene:TraesCS2D03G0026900	Chr2D	7031556	7033022	-	7032289	Chr2D	1881353	1882819	+	1882086	1.0	1.0
gene:TraesCS2D03G0027100	Chr2D	7101625	7102485	-	7102055	Chr2D	1813862	1814722	+	1814292	1.0	1.0
gene:TraesCS2D03G0027200	Chr2D	7105740	7108299	-	7107019	Chr2D	1808197	1810756	+	1809476	1.0	1.0
gene:TraesCS2D03G0027500	Chr2D	7201869	7205584	+	7203726	Chr2D	1710811	1714526	-	1712668	1.0	1.0
gene:TraesCS2D03G0027600	Chr2D	7251969	7253899	+	7252934	Chr2D	1662375	1664305	-	1663340	1.0	1.0
gene:TraesCS2D03G0027700	Chr2D	7263382	7267488	+	7265435	Chr2D	1648786	1652892	-	1650839	1.0	1.0
gene:TraesCS2D03G0027800	Chr2D	7272717	7275277	-	7273997	Chr2D	1640997	1643557	+	1642277	1.0	1.0
gene:TraesCS2D03G0028000	Chr2D	7285820	7288487	-	7287153	Chr2D	1627786	1630453	+	1629119	1.0	1.0
gene:TraesCS2D03G0028100	Chr2D	7289911	7293329	-	7291620	Chr2D	1622937	1626355	+	1624646	1.0	1.0
gene:TraesCS2D03G0035700	Chr2D	8951451	8962051	-	8956751	Chr2D	8739974	8750577	-	8745275	1.0	1.0
gene:TraesCS2D03G0036000	Chr2D	9070785	9073543	+	9072164	Chr2D	8858865	8861623	+	8860244	1.0	0.998
gene:TraesCS2D03G0036600	Chr2D	9155668	9159173	+	9157420	Chr2D	8965994	8969499	+	8967746	1.0	0.999
gene:TraesCS2D03G0036700	Chr2D	9161054	9162385	-	9161719	Chr2D	8970221	8971552	-	8970886	1.0	0.996
gene:TraesCS2D03G0036800	Chr2D	9188083	9189411	+	9188747	Chr2D	8997333	8998661	+	8997997	1.0	1.0
gene:TraesCS2D03G0036900	Chr2D	9258485	9259538	+	9259011	Chr2D	9067791	9068844	+	9068317	1.0	1.0
gene:TraesCS2D03G0038300	Chr2D	9539575	9541245	+	9540410	Chr2D	9347855	9349525	+	9348690	1.0	1.0
gene:TraesCS2D03G0038400	Chr2D	9548546	9550006	+	9549276	Chr2D	9356826	9358286	+	9357556	1.0	1.0
gene:TraesCS2D03G0038500	Chr2D	9560490	9570556	+	9565523	Chr2D	9368770	9379038	+	9373904	1.0	1.0
gene:TraesCS2D03G0038700	Chr2D	9669862	9670584	+	9670223	Chr2D	9478617	9479339	+	9478978	1.0	1.0
gene:TraesCS2D03G0038900	Chr2D	9740013	9743019	+	9741516	Chr2D	9548287	9551293	+	9549790	1.0	1.0
gene:TraesCS2D03G0039200	Chr2D	9754263	9755835	+	9755049	Chr2D	9562614	9564186	+	9563400	1.0	1.0
gene:TraesCS2D03G0039300	Chr2D	9770715	9772196	+	9771455	Chr2D	9579112	9580593	+	9579852	1.0	1.0
gene:TraesCS2D03G0039500	Chr2D	9791865	9794992	-	9793428	Chr2D	9600263	9603392	-	9601827	1.0	0.999
gene:TraesCS2D03G0039600	Chr2D	9800909	9805270	+	9803089	Chr2D	9609312	9613672	+	9611492	1.0	1.0
gene:TraesCS2D03G0039700	Chr2D	9808522	9810012	+	9809267	Chr2D	9616924	9618414	+	9617669	1.0	0.999
gene:TraesCS2D03G0039900	Chr2D	9828802	9830274	-	9829538	Chr2D	9637185	9638657	-	9637921	1.0	1.0
gene:TraesCS2D03G0040100	Chr2D	9902575	9903054	+	9902814	Chr2D	9711427	9711906	+	9711666	1.0	1.0
gene:TraesCS2D03G0040300	Chr2D	9914901	9916447	-	9915674	Chr2D	9725644	9727190	-	9726417	1.0	1.0
gene:TraesCS2D03G0040400	Chr2D	9920142	9921557	-	9920849	Chr2D	9730942	9732357	-	9731649	1.0	1.0
gene:TraesCS2D03G0040500	Chr2D	9948356	9948550	+	9948453	Chr2D	9759155	9759349	+	9759252	1.0	1.0
gene:TraesCS2D03G0040600	Chr2D	9948941	9949051	+	9948996	Chr2D	9759740	9759850	+	9759795	1.0	1.0
gene:TraesCS2D03G0040800	Chr2D	9950121	9951434	+	9950777	Chr2D	9760920	9762233	+	9761576	1.0	1.0
gene:TraesCS2D03G0041000	Chr2D	10019303	10021756	+	10020529	Chr2D	9829638	9832091	+	9830864	1.0	0.999
gene:TraesCS2D03G0041100	Chr2D	10025412	10032959	-	10029185	Chr2D	9835747	9843294	-	9839520	1.0	0.998
gene:TraesCS2D03G0041500	Chr2D	10035956	10037437	+	10036696	Chr2D	9846291	9847772	+	9847031	1.0	1.0
gene:TraesCS2D03G0041600	Chr2D	10040939	10041987	-	10041463	Chr2D	9851274	9852322	-	9851798	1.0	1.0
gene:TraesCS2D03G0041800	Chr2D	10045408	10047305	-	10046356	Chr2D	9855743	9857640	-	9856691	1.0	1.0
gene:TraesCS2D03G0041900	Chr2D	10062398	10064247	+	10063322	Chr2D	9876135	9877984	+	9877059	1.0	0.999
gene:TraesCS2D03G0042000	Chr2D	10074431	10075015	-	10074723	Chr2D	9888166	9888750	-	9888458	1.0	1.0
gene:TraesCS2D03G0043100	Chr2D	10184508	10186580	-	10185544	Chr2D	10000881	10002953	-	10001917	1.0	1.0
gene:TraesCS2D03G0043400	Chr2D	10232327	10234011	+	10233169	Chr2D	10048404	10050088	+	10049246	1.0	1.0
gene:TraesCS2D03G0043600	Chr2D	10257769	10260897	+	10259333	Chr2D	10073844	10076972	+	10075408	1.0	1.0
gene:TraesCS2D03G0043900	Chr2D	10321207	10321701	-	10321454	Chr2D	10134657	10135151	-	10134904	1.0	1.0
gene:TraesCS2D03G0044000	Chr2D	10324672	10327048	-	10325860	Chr2D	10138122	10140498	-	10139310	1.0	1.0
gene:TraesCS2D03G0044200	Chr2D	10336379	10339396	-	10337887	Chr2D	10149873	10152892	-	10151382	1.0	0.998
gene:TraesCS2D03G0044500	Chr2D	10380553	10382346	-	10381449	Chr2D	10193352	10195145	-	10194248	1.0	1.0
gene:TraesCS2D03G0044900	Chr2D	10518384	10519343	+	10518863	Chr2D	10287208	10288167	+	10287687	1.0	1.0
gene:TraesCS2D03G0045000	Chr2D	10519482	10520088	+	10519785	Chr2D	10288306	10288912	+	10288609	1.0	1.0
gene:TraesCS2D03G0045100	Chr2D	10534333	10536045	+	10535189	Chr2D	10303157	10304869	+	10304013	1.0	1.0
gene:TraesCS2D03G0045300	Chr2D	10543043	10548560	+	10545801	Chr2D	10311932	10317449	+	10314690	1.0	1.0
gene:TraesCS2D03G0045400	Chr2D	10556150	10562044	-	10559097	Chr2D	10324919	10330814	-	10327866	1.0	1.0
gene:TraesCS2D03G0045900	Chr2D	10650928	10654216	+	10652572	Chr2D	10419050	10422338	+	10420694	1.0	1.0
gene:TraesCS2D03G0046000	Chr2D	10656825	10659437	-	10658131	Chr2D	10424947	10427559	-	10426253	1.0	1.0
gene:TraesCS2D03G0046200	Chr2D	10717147	10735746	-	10726446	Chr2D	10482960	10498671	-	10490815	1.0	1.0
gene:TraesCS2D03G0046300	Chr2D	10741442	10744271	+	10742856	Chr2D	10504208	10507037	+	10505622	1.0	1.0
gene:TraesCS2D03G0046400	Chr2D	10747881	10749631	+	10748756	Chr2D	10510647	10512397	+	10511522	1.0	1.0
gene:TraesCS2D03G0046500	Chr2D	10753206	10755979	-	10754592	Chr2D	10515978	10518751	-	10517364	1.0	0.999
gene:TraesCS2D03G0046600	Chr2D	10901167	10904686	+	10902926	Chr2D	10662671	10666256	+	10664463	1.0	1.0
gene:TraesCS2D03G0046800	Chr2D	10954892	10957246	+	10956069	Chr2D	10715119	10717473	+	10716296	1.0	1.0
gene:TraesCS2D03G0046900	Chr2D	10962855	10966314	-	10964584	Chr2D	10723082	10726541	-	10724811	1.0	1.0
gene:TraesCS2D03G0047200	Chr2D	10987964	10988266	+	10988115	Chr2D	10748203	10748505	+	10748354	1.0	1.0
gene:TraesCS2D03G0047300	Chr2D	10989327	10991613	-	10990470	Chr2D	10749318	10751604	-	10750461	1.0	1.0
gene:TraesCS2D03G0047400	Chr2D	11039468	11041205	-	11040336	Chr2D	10798221	10799958	-	10799089	1.0	1.0
gene:TraesCS2D03G0047500	Chr2D	11057729	11060001	-	11058865	Chr2D	10816269	10818541	-	10817405	1.0	1.0
gene:TraesCS2D03G0047600	Chr2D	11068046	11071786	-	11069916	Chr2D	10826586	10830323	-	10828454	1.0	1.0
gene:TraesCS2D03G0047700	Chr2D	11072394	11076083	-	11074238	Chr2D	10830931	10834620	-	10832775	1.0	1.0
gene:TraesCS2D03G0047800	Chr2D	11108672	11113493	+	11111082	Chr2D	10865702	10870523	+	10868112	1.0	1.0
gene:TraesCS2D03G0048200	Chr2D	11133776	11142746	-	11138261	Chr2D	10890681	10899670	-	10895175	1.0	0.999
gene:TraesCS2D03G0048300	Chr2D	11146313	11147628	-	11146970	Chr2D	10903237	10904552	-	10903894	1.0	1.0
gene:TraesCS2D03G0048400	Chr2D	11155833	11157797	+	11156815	Chr2D	10912854	10914818	+	10913836	1.0	1.0
gene:TraesCS2D03G0048700	Chr2D	11205088	11207050	-	11206069	Chr2D	10961684	10963646	-	10962665	1.0	1.0
gene:TraesCS2D03G0048900	Chr2D	11219382	11221021	-	11220201	Chr2D	10976042	10977681	-	10976861	1.0	1.0
gene:TraesCS2D03G0049000	Chr2D	11226668	11227061	+	11226864	Chr2D	10983328	10983721	+	10983524	1.0	1.0
gene:TraesCS2D03G0049100	Chr2D	11269853	11270279	+	11270066	Chr2D	11026630	11027056	+	11026843	1.0	1.0
gene:TraesCS2D03G0049200	Chr2D	11277290	11280554	+	11278922	Chr2D	11034066	11037330	+	11035698	1.0	0.999
gene:TraesCS2D03G0049300	Chr2D	11283517	11288750	+	11286133	Chr2D	11040288	11045521	+	11042904	1.0	1.0
gene:TraesCS2D03G0049400	Chr2D	11296427	11299994	+	11298210	Chr2D	11053247	11056814	+	11055030	1.0	1.0
gene:TraesCS2D03G0049500	Chr2D	11301100	11307221	-	11304160	Chr2D	11057920	11064041	-	11060980	1.0	1.0
gene:TraesCS2D03G0049600	Chr2D	11320710	11322777	+	11321743	Chr2D	11077530	11079597	+	11078563	1.0	1.0
gene:TraesCS2D03G0049700	Chr2D	11325976	11327114	-	11326545	Chr2D	11082795	11083933	-	11083364	1.0	1.0
gene:TraesCS2D03G0049800	Chr2D	11332910	11334537	-	11333723	Chr2D	11089921	11091548	-	11090734	1.0	1.0
gene:TraesCS2D03G0049900	Chr2D	11365750	11366049	+	11365899	Chr2D	11122755	11123054	+	11122904	1.0	1.0
gene:TraesCS2D03G0050300	Chr2D	11376749	11387964	-	11382356	Chr2D	11133753	11144969	-	11139361	1.0	1.0
gene:TraesCS2D03G0050400	Chr2D	11405379	11407271	-	11406325	Chr2D	11162414	11164306	-	11163360	1.0	0.999
gene:TraesCS2D03G0050700	Chr2D	11432348	11435932	-	11434140	Chr2D	11189515	11193099	-	11191307	1.0	1.0
gene:TraesCS2D03G0050900	Chr2D	11450620	11453665	+	11452142	Chr2D	11207787	11210832	+	11209309	1.0	1.0
gene:TraesCS2D03G0051000	Chr2D	11455789	11459262	+	11457525	Chr2D	11212956	11216431	+	11214693	1.0	0.998
gene:TraesCS2D03G0051400	Chr2D	11482592	11497211	+	11489901	Chr2D	11239831	11254449	+	11247140	1.0	1.0
gene:TraesCS2D03G0052100	Chr2D	11548125	11550436	-	11549280	Chr2D	11305295	11307606	-	11306450	1.0	1.0
gene:TraesCS2D03G0052200	Chr2D	11554917	11557811	-	11556364	Chr2D	11312087	11314981	-	11313534	1.0	1.0
gene:TraesCS2D03G0052300	Chr2D	11561283	11563415	-	11562349	Chr2D	11318455	11320587	-	11319521	1.0	1.0
gene:TraesCS2D03G0052600	Chr2D	11624338	11627215	+	11625776	Chr2D	11381183	11384060	+	11382621	1.0	1.0
gene:TraesCS2D03G0052700	Chr2D	11627887	11643878	-	11635882	Chr2D	11384732	11400723	-	11392727	1.0	1.0
gene:TraesCS2D03G0052800	Chr2D	11654855	11657632	+	11656243	Chr2D	11411519	11414296	+	11412907	1.0	1.0
gene:TraesCS2D03G0052900	Chr2D	11657943	11661683	-	11659813	Chr2D	11414607	11418347	-	11416477	1.0	1.0
gene:TraesCS2D03G0053100	Chr2D	11693447	11696508	-	11694977	Chr2D	11450142	11453203	-	11451672	1.0	1.0
gene:TraesCS2D03G0053400	Chr2D	11709997	11711655	-	11710826	Chr2D	11466831	11468489	-	11467660	1.0	1.0
gene:TraesCS2D03G0053500	Chr2D	11729031	11729929	-	11729480	Chr2D	11485969	11486867	-	11486418	1.0	1.0
gene:TraesCS2D03G0053600	Chr2D	11741703	11743362	-	11742532	Chr2D	11498639	11500298	-	11499468	1.0	0.999
gene:TraesCS2D03G0053900	Chr2D	11753740	11755907	-	11754823	Chr2D	11510692	11512859	-	11511775	1.0	1.0
gene:TraesCS2D03G0054100	Chr2D	11782626	11788084	-	11785355	Chr2D	11539579	11545037	-	11542308	1.0	0.996
gene:TraesCS2D03G0054200	Chr2D	11791431	11795748	-	11793589	Chr2D	11548387	11552712	-	11550549	0.999	0.995
gene:TraesCS2D03G0054400	Chr2D	11808456	11813622	-	11811039	Chr2D	11565491	11570652	-	11568071	1.0	1.0
gene:TraesCS2D03G0054700	Chr2D	11841173	11847676	-	11844424	Chr2D	11598228	11604731	-	11601479	1.0	1.0
gene:TraesCS2D03G0054900	Chr2D	11859286	11861848	-	11860567	Chr2D	11616341	11618903	-	11617622	1.0	1.0
gene:TraesCS2D03G0055100	Chr2D	12006952	12008169	+	12007560	Chr2D	11762173	11763390	+	11762781	1.0	1.0
gene:TraesCS2D03G0055200	Chr2D	12014241	12016889	+	12015565	Chr2D	11769462	11772110	+	11770786	1.0	1.0
