gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Norin61_tgt_chr	Norin61_tgt_start	Norin61_tgt_end	Norin61_tgt_strand	Norin61_tgt_midpoint	Norin61_coverage	Norin61_identity	segment
gene:TraesCS6B03G0019800	Chr6B	6099288	6099791	+	6099539	Chr6B	4855281	4855784	+	4855532	1.0	1.0	collinear
gene:TraesCS6B03G0019900	Chr6B	6111305	6111814	+	6111559	Chr6B	4867308	4867817	+	4867562	1.0	1.0	collinear
gene:TraesCS6B03G0020300	Chr6B	6173873	6174172	-	6174022	Chr6B	4928501	4928800	-	4928650	1.0	1.0	collinear
gene:TraesCS6B03G0020400	Chr6B	6206476	6209545	-	6208010	Chr6B	4960325	4963394	-	4961859	1.0	0.999	collinear
gene:TraesCS6B03G0021800	Chr6B	6396832	6398301	+	6397566	Chr6B	5151447	5152916	+	5152181	1.0	1.0	collinear
gene:TraesCS6B03G0021900	Chr6B	6533377	6534963	-	6534170	Chr6B	5275663	5277249	-	5276456	1.0	1.0	collinear
gene:TraesCS6B03G0022100	Chr6B	6622598	6625061	+	6623829	Chr6B	5364679	5367142	+	5365910	1.0	1.0	collinear
gene:TraesCS6B03G0022200	Chr6B	6626180	6626836	+	6626508	Chr6B	5368261	5368917	+	5368589	1.0	1.0	collinear
gene:TraesCS6B03G0022300	Chr6B	6626882	6627442	+	6627162	Chr6B	5368963	5369523	+	5369243	1.0	1.0	collinear
gene:TraesCS6B03G0022400	Chr6B	6653253	6656792	-	6655022	Chr6B	5395147	5398686	-	5396916	1.0	1.0	collinear
gene:TraesCS6B03G0022500	Chr6B	6897656	6899178	+	6898417	Chr6B	5624967	5626489	+	5625728	1.0	1.0	collinear
gene:TraesCS6B03G0022600	Chr6B	6902577	6904805	+	6903691	Chr6B	5629966	5632194	+	5631080	1.0	1.0	collinear
gene:TraesCS6B03G0022700	Chr6B	6911203	6914974	+	6913088	Chr6B	5638592	5642363	+	5640477	1.0	1.0	collinear
gene:TraesCS6B03G0022800	Chr6B	6919273	6921999	+	6920636	Chr6B	5646662	5649388	+	5648025	1.0	1.0	collinear
gene:TraesCS6B03G0022900	Chr6B	6924085	6926402	+	6925243	Chr6B	5651474	5653791	+	5652632	1.0	1.0	collinear
gene:TraesCS6B03G0023000	Chr6B	6936001	6937452	+	6936726	Chr6B	5663000	5664451	+	5663725	1.0	1.0	collinear
gene:TraesCS6B03G0023300	Chr6B	7061530	7064275	-	7062902	Chr6B	5787077	5789822	-	5788449	1.0	1.0	collinear
gene:TraesCS6B03G0023500	Chr6B	7089330	7090701	-	7090015	Chr6B	5814671	5816042	-	5815356	1.0	1.0	collinear
gene:TraesCS6B03G0023700	Chr6B	7091353	7092945	+	7092149	Chr6B	5816694	5818286	+	5817490	1.0	1.0	collinear
gene:TraesCS6B03G0023800	Chr6B	7106977	7108813	-	7107895	Chr6B	5832332	5834167	-	5833249	0.999	0.999	collinear
gene:TraesCS6B03G0023900	Chr6B	7115022	7120828	-	7117925	Chr6B	5840376	5846176	-	5843276	1.0	1.0	collinear
gene:TraesCS6B03G0024000	Chr6B	7164686	7167146	-	7165916	Chr6B	5889732	5892169	-	5890950	0.99	0.963	collinear
gene:TraesCS6B03G0024300	Chr6B	7232910	7239589	+	7236249	Chr6B	5957760	5964439	+	5961099	1.0	1.0	collinear
gene:TraesCS6B03G0024600	Chr6B	7405188	7405569	+	7405378	Chr6B	6129499	6129880	+	6129689	1.0	1.0	collinear
gene:TraesCS6B03G0024700	Chr6B	7407123	7412012	+	7409567	Chr6B	6131431	6136390	+	6133910	1.0	0.96	collinear
gene:TraesCS6B03G0024800	Chr6B	7432566	7436828	+	7434697	Chr6B	6157230	6161558	+	6159394	0.995	0.959	collinear
gene:TraesCS6B03G0024900	Chr6B	7497813	7501390	+	7499601	Chr6B	6254225	6257663	+	6255944	0.995	0.951	collinear
gene:TraesCS6B03G0025000	Chr6B	7523590	7525907	-	7524748	Chr6B	6278954	6281252	-	6280103	0.999	0.965	collinear
gene:TraesCS6B03G0025400	Chr6B	7696523	7697623	-	7697073	Chr6B	6309577	6310674	-	6310125	0.987	0.908	collinear
gene:TraesCS6B03G0025700	Chr6B	7728916	7729548	-	7729232	Chr6B	6385700	6386346	-	6386023	0.998	0.915	collinear
gene:TraesCS6B03G0026300	Chr6B	8097787	8103181	-	8100484	Chr6B	6524043	6529285	+	6526664	0.99	0.951	collinear
gene:TraesCS6B03G0027300	Chr6B	9653692	9654627	-	9654159	Chr6B	7577822	7578757	-	7578289	1.0	0.994	collinear
gene:TraesCS6B03G0027900	Chr6B	9741098	9747771	-	9744434	Chr6B	7619085	7625758	-	7622421	1.0	0.997	collinear
gene:TraesCS6B03G0028000	Chr6B	9849485	9853509	-	9851497	Chr6B	7725452	7729502	-	7727477	1.0	0.985	collinear
gene:TraesCS6B03G0029200	Chr6B	10240300	10250359	+	10245329	Chr6B	7825690	7835830	+	7830760	1.0	0.999	collinear
gene:TraesCS6B03G0029300	Chr6B	10250755	10251366	-	10251060	Chr6B	7836226	7836837	-	7836531	1.0	1.0	collinear
gene:TraesCS6B03G0029400	Chr6B	10251988	10252587	-	10252287	Chr6B	7837459	7838058	-	7837758	1.0	1.0	collinear
gene:TraesCS6B03G0029500	Chr6B	10257018	10260872	+	10258945	Chr6B	7842490	7846344	+	7844417	1.0	1.0	collinear
gene:TraesCS6B03G0029700	Chr6B	10268900	10269590	+	10269245	Chr6B	7854372	7855062	+	7854717	1.0	1.0	collinear
gene:TraesCS6B03G0030000	Chr6B	10272843	10274651	-	10273747	Chr6B	7858315	7860169	-	7859242	1.0	1.0	collinear
gene:TraesCS6B03G0030100	Chr6B	10276242	10276790	+	10276516	Chr6B	7861760	7862308	+	7862034	1.0	1.0	collinear
gene:TraesCS6B03G0030500	Chr6B	10421683	10434797	+	10428240	Chr6B	8007213	8020153	+	8013683	1.0	1.0	collinear
gene:TraesCS6B03G0031100	Chr6B	10484606	10485902	+	10485254	Chr6B	8108134	8109430	+	8108782	1.0	0.996	collinear
gene:TraesCS6B03G0032400	Chr6B	10680346	10680846	-	10680596	Chr6B	8127140	8127640	-	8127390	1.0	1.0	collinear
gene:TraesCS6B03G0032500	Chr6B	10687959	10689500	-	10688729	Chr6B	8134752	8136293	-	8135522	1.0	1.0	collinear
gene:TraesCS6B03G0032600	Chr6B	10693268	10697093	-	10695180	Chr6B	8140061	8143886	-	8141973	1.0	1.0	collinear
gene:TraesCS6B03G0032700	Chr6B	10721073	10721825	+	10721449	Chr6B	8167869	8168621	+	8168245	1.0	1.0	collinear
gene:TraesCS6B03G0032800	Chr6B	10794482	10796265	-	10795373	Chr6B	8241008	8242791	-	8241899	1.0	1.0	collinear
gene:TraesCS6B03G0032900	Chr6B	10807269	10808929	-	10808099	Chr6B	8253784	8255444	-	8254614	1.0	1.0	collinear
gene:TraesCS6B03G0033000	Chr6B	10813143	10815983	+	10814563	Chr6B	8259658	8262498	+	8261078	1.0	1.0	collinear
gene:TraesCS6B03G0033300	Chr6B	10901175	10901981	+	10901578	Chr6B	8347123	8347929	+	8347526	1.0	1.0	collinear
gene:TraesCS6B03G0033400	Chr6B	10905821	10908096	+	10906958	Chr6B	8351771	8354046	+	8352908	1.0	1.0	collinear
gene:TraesCS6B03G0033500	Chr6B	10938435	10940673	+	10939554	Chr6B	8384095	8386333	+	8385214	1.0	1.0	collinear
gene:TraesCS6B03G0033600	Chr6B	10962075	10964296	+	10963185	Chr6B	8407735	8409956	+	8408845	1.0	1.0	collinear
gene:TraesCS6B03G0033700	Chr6B	10982922	10985033	+	10983977	Chr6B	8428683	8430794	+	8429738	1.0	1.0	collinear
gene:TraesCS6B03G0033800	Chr6B	10998475	11001018	-	10999746	Chr6B	8444236	8446779	-	8445507	1.0	0.994	collinear
gene:TraesCS6B03G0034000	Chr6B	11046893	11049024	-	11047958	Chr6B	8492452	8494583	-	8493517	1.0	0.993	collinear
gene:TraesCS6B03G0034300	Chr6B	11071854	11073487	+	11072670	Chr6B	8517295	8518926	+	8518110	0.997	0.986	collinear
gene:TraesCS6B03G0034700	Chr6B	11183815	11188148	-	11185981	Chr6B	8684460	8688762	-	8686611	0.995	0.938	collinear
gene:TraesCS6B03G0036600	Chr6B	11876881	11885297	-	11881089	Chr6B	9748086	9754946	+	9751516	0.949	0.927	collinear
gene:TraesCS6B03G0041100	Chr6B	13732403	13734287	-	13733345	Chr6B	10644137	10645972	-	10645054	0.974	0.946	collinear
gene:TraesCS6B03G0041300	Chr6B	13745451	13748564	-	13747007	Chr6B	10651942	10654810	-	10653376	0.997	0.928	collinear
gene:TraesCS6B03G0041500	Chr6B	13773673	13777225	-	13775449	Chr6B	10706713	10710512	-	10708612	0.992	0.943	collinear
gene:TraesCS6B03G0041700	Chr6B	13786184	13786858	-	13786521	Chr6B	10715620	10716294	-	10715957	1.0	0.994	collinear
gene:TraesCS6B03G0041900	Chr6B	13805020	13813648	-	13809334	Chr6B	10743345	10751613	-	10747479	1.0	0.998	collinear
gene:TraesCS6B03G0042000	Chr6B	13896154	13896780	-	13896467	Chr6B	10797876	10798522	-	10798199	0.993	0.91	collinear
gene:TraesCS6B03G0042100	Chr6B	13915421	13916323	-	13915872	Chr6B	10827503	10828385	-	10827944	0.989	0.92	collinear
gene:TraesCS6B03G0042300	Chr6B	13957233	13958006	-	13957619	Chr6B	10856470	10857244	-	10856857	1.0	0.966	collinear
gene:TraesCS6B03G0042400	Chr6B	14001416	14002066	-	14001741	Chr6B	10872114	10872764	-	10872439	1.0	0.975	collinear
gene:TraesCS6B03G0042500	Chr6B	14007864	14013433	-	14010648	Chr6B	10878434	10884222	-	10881328	1.0	0.978	collinear
gene:TraesCS6B03G0042600	Chr6B	14025460	14027670	+	14026565	Chr6B	10900089	10902276	+	10901182	1.0	0.973	collinear
gene:TraesCS6B03G0042800	Chr6B	14027886	14029565	-	14028725	Chr6B	10902492	10904190	-	10903341	0.997	0.953	collinear
gene:TraesCS6B03G0043100	Chr6B	14059612	14061041	-	14060326	Chr6B	10927392	10928837	-	10928114	1.0	0.987	collinear
gene:TraesCS6B03G0043200	Chr6B	14062257	14065736	+	14063996	Chr6B	10930053	10933565	+	10931809	1.0	0.995	collinear
gene:TraesCS6B03G0043300	Chr6B	14072311	14073899	-	14073105	Chr6B	10939977	10941565	-	10940771	1.0	0.995	collinear
gene:TraesCS6B03G0043400	Chr6B	14080412	14081158	+	14080785	Chr6B	10947811	10948530	+	10948170	0.963	0.962	collinear
gene:TraesCS6B03G0043900	Chr6B	14087824	14088411	+	14088117	Chr6B	10950300	10950887	+	10950593	1.0	1.0	collinear
gene:TraesCS6B03G0046200	Chr6B	14475295	14475742	-	14475518	Chr6B	11131028	11131476	-	11131252	1.0	0.992	collinear
gene:TraesCS6B03G0046600	Chr6B	14601611	14605189	-	14603400	Chr6B	11159314	11162902	-	11161108	0.999	0.992	collinear
gene:TraesCS6B03G0047600	Chr6B	15529834	15532751	-	15531292	Chr6B	11695499	11698415	+	11696957	0.999	0.983	collinear
gene:TraesCS6B03G0047700	Chr6B	15539564	15541528	+	15540546	Chr6B	11668535	11670422	-	11669478	0.973	0.951	collinear
gene:TraesCS6B03G0048100	Chr6B	15557607	15561532	+	15559569	Chr6B	11813573	11817527	+	11815550	0.986	0.962	collinear
gene:TraesCS6B03G0048200	Chr6B	15564426	15571930	+	15568178	Chr6B	11820424	11827681	+	11824052	0.99	0.98	collinear
gene:TraesCS6B03G0048500	Chr6B	15628039	15628491	+	15628265	Chr6B	11897724	11898176	+	11897950	1.0	0.997	collinear
gene:TraesCS6B03G0048600	Chr6B	15650823	15653319	-	15652071	Chr6B	11916328	11918824	-	11917576	1.0	0.997	collinear
gene:TraesCS6B03G0048700	Chr6B	15677088	15680259	-	15678673	Chr6B	11942993	11946197	-	11944595	1.0	0.978	collinear
gene:TraesCS6B03G0049100	Chr6B	15925509	15926204	+	15925856	Chr6B	12469420	12470116	-	12469768	1.0	0.961	collinear
gene:TraesCS6B03G0049700	Chr6B	16476231	16477370	-	16476800	Chr6B	12103999	12105113	-	12104556	0.974	0.903	collinear
gene:TraesCS6B03G0050800	Chr6B	16959158	16962952	-	16961055	Chr6B	12637876	12641671	-	12639773	1.0	0.994	collinear
gene:TraesCS6B03G0051000	Chr6B	16978023	16980204	-	16979113	Chr6B	12653995	12656176	-	12655085	1.0	0.984	collinear
gene:TraesCS6B03G0051100	Chr6B	16988444	16989999	+	16989221	Chr6B	12662835	12664390	+	12663612	1.0	0.974	collinear
gene:TraesCS6B03G0051200	Chr6B	16998036	16999306	-	16998671	Chr6B	12672491	12673760	-	12673125	0.988	0.963	collinear
gene:TraesCS6B03G0051400	Chr6B	17002091	17003860	-	17002975	Chr6B	12676545	12678311	-	12677428	1.0	0.996	collinear
gene:TraesCS6B03G0051600	Chr6B	17119363	17121035	-	17120199	Chr6B	12773132	12774807	-	12773969	1.0	0.995	collinear
gene:TraesCS6B03G0051700	Chr6B	17151794	17153507	+	17152650	Chr6B	12807621	12809335	+	12808478	1.0	0.998	collinear
gene:TraesCS6B03G0051800	Chr6B	17189455	17190896	+	17190175	Chr6B	12844326	12845769	+	12845047	1.0	0.975	collinear
gene:TraesCS6B03G0052000	Chr6B	17273509	17275098	-	17274303	Chr6B	12856739	12858235	-	12857487	0.937	0.921	collinear
gene:TraesCS6B03G0052200	Chr6B	17316306	17322278	+	17319292	Chr6B	12882072	12888028	+	12885050	0.989	0.978	collinear
gene:TraesCS6B03G0052300	Chr6B	17324936	17329772	+	17327354	Chr6B	12890674	12895464	+	12893069	0.985	0.982	collinear
gene:TraesCS6B03G0052500	Chr6B	17332621	17333787	+	17333204	Chr6B	12898392	12899558	+	12898975	1.0	1.0	collinear
gene:TraesCS6B03G0052700	Chr6B	17344959	17346496	+	17345727	Chr6B	12902301	12903838	+	12903069	1.0	0.995	collinear
gene:TraesCS6B03G0052900	Chr6B	17351890	17353378	+	17352634	Chr6B	12918350	12919847	+	12919098	1.0	0.987	collinear
gene:TraesCS6B03G0053000	Chr6B	17354873	17356299	+	17355586	Chr6B	12923319	12924745	+	12924032	1.0	0.991	collinear
gene:TraesCS6B03G0053100	Chr6B	17361952	17363378	+	17362665	Chr6B	12930243	12931669	+	12930956	1.0	0.991	collinear
gene:TraesCS6B03G0053200	Chr6B	17420210	17420749	-	17420479	Chr6B	13005398	13005937	-	13005667	1.0	0.974	collinear
gene:TraesCS6B03G0053500	Chr6B	17474757	17476173	-	17475465	Chr6B	13074326	13075691	-	13075008	0.964	0.957	collinear
gene:TraesCS6B03G0053700	Chr6B	17482169	17482761	-	17482465	Chr6B	13059234	13059832	-	13059533	1.0	0.987	collinear
gene:TraesCS6B03G0053900	Chr6B	17542927	17548034	-	17545480	Chr6B	13182989	13188090	-	13185539	0.969	0.967	collinear
gene:TraesCS6B03G0054200	Chr6B	17570064	17570525	-	17570294	Chr6B	13216704	13217165	-	13216934	1.0	1.0	collinear
gene:TraesCS6B03G0054700	Chr6B	17642075	17642536	-	17642305	Chr6B	13558727	13559188	+	13558957	1.0	0.997	collinear
gene:TraesCS6B03G0054800	Chr6B	17642646	17643236	-	17642941	Chr6B	13557997	13558617	+	13558307	1.0	0.945	collinear
gene:TraesCS6B03G0054900	Chr6B	17647600	17649827	-	17648713	Chr6B	13552059	13554286	+	13553172	1.0	0.996	collinear
gene:TraesCS6B03G0055700	Chr6B	17883132	17883398	-	17883265	Chr6B	14377022	14377288	-	14377155	1.0	1.0	collinear
gene:TraesCS6B03G0055800	Chr6B	17894796	17895062	+	17894929	Chr6B	14392386	14392652	+	14392519	1.0	1.0	collinear
gene:TraesCS6B03G0055900	Chr6B	18118663	18120067	+	18119365	Chr6B	14684771	14686175	+	14685473	1.0	0.997	collinear
gene:TraesCS6B03G0056000	Chr6B	18123160	18128009	-	18125584	Chr6B	14689683	14694297	-	14691990	0.943	0.941	collinear
gene:TraesCS6B03G0056200	Chr6B	18140661	18146770	+	18143715	Chr6B	14706054	14712076	+	14709065	0.975	0.962	collinear
gene:TraesCS6B03G0056800	Chr6B	18230819	18231280	-	18231049	Chr6B	15303026	15303487	-	15303256	1.0	0.997	collinear
gene:TraesCS6B03G0057000	Chr6B	18245649	18247177	-	18246413	Chr6B	15324068	15325578	-	15324823	0.988	0.981	collinear
gene:TraesCS6B03G0057100	Chr6B	18258902	18261863	-	18260382	Chr6B	15340644	15343530	-	15342087	0.962	0.956	collinear
gene:TraesCS6B03G0057200	Chr6B	18275248	18275709	-	18275478	Chr6B	15582737	15583198	-	15582967	1.0	0.997	collinear
gene:TraesCS6B03G0057400	Chr6B	18286152	18289433	-	18287792	Chr6B	15600487	15603705	-	15602096	0.98	0.973	collinear
gene:TraesCS6B03G0057800	Chr6B	18391461	18392135	-	18391798	Chr6B	15697005	15697679	-	15697342	1.0	0.995	collinear
gene:TraesCS6B03G0058300	Chr6B	18406857	18408844	-	18407850	Chr6B	15711072	15713059	-	15712065	1.0	0.998	collinear
gene:TraesCS6B03G0058400	Chr6B	18722780	18723913	-	18723346	Chr6B	15953282	15954415	-	15953848	1.0	0.999	collinear
gene:TraesCS6B03G0058600	Chr6B	18751634	18752794	-	18752214	Chr6B	15983546	15984706	-	15984126	1.0	1.0	collinear
gene:TraesCS6B03G0058700	Chr6B	18758565	18759719	-	18759142	Chr6B	15989716	15990870	-	15990293	1.0	0.991	collinear
gene:TraesCS6B03G0059200	Chr6B	18789158	18796933	-	18793045	Chr6B	16028839	16036614	-	16032726	0.999	0.995	collinear
gene:TraesCS6B03G0059300	Chr6B	18798866	18802124	-	18800495	Chr6B	16038215	16041429	-	16039822	0.968	0.948	collinear
gene:TraesCS6B03G0059700	Chr6B	18911966	18912713	-	18912339	Chr6B	16151151	16151898	-	16151524	1.0	0.996	collinear
gene:TraesCS6B03G0059800	Chr6B	18921169	18921738	-	18921453	Chr6B	16188609	16189178	-	16188893	1.0	0.994	collinear
gene:TraesCS6B03G0059900	Chr6B	18925907	18926449	-	18926178	Chr6B	16171906	16172448	-	16172177	1.0	0.998	collinear
gene:TraesCS6B03G0060000	Chr6B	18940858	18941596	-	18941227	Chr6B	16193177	16193915	-	16193546	1.0	0.997	collinear
gene:TraesCS6B03G0060100	Chr6B	18945645	18946303	-	18945974	Chr6B	16158419	16159077	-	16158748	1.0	0.971	collinear
gene:TraesCS6B03G0060200	Chr6B	18950001	18950570	-	18950285	Chr6B	16197635	16198204	-	16197919	1.0	0.996	collinear
gene:TraesCS6B03G0060300	Chr6B	18951652	18955977	-	18953814	Chr6B	16199285	16203581	-	16201433	0.999	0.988	collinear
gene:TraesCS6B03G0060400	Chr6B	18959381	18964102	+	18961741	Chr6B	16206976	16211695	+	16209335	1.0	1.0	collinear
gene:TraesCS6B03G0060500	Chr6B	19259304	19278233	+	19268768	Chr6B	16469676	16489662	+	16479669	1.0	0.999	collinear
gene:TraesCS6B03G0060600	Chr6B	19269168	19269908	+	19269538	Chr6B	15170350	15171089	-	15170719	0.998	0.987	collinear
gene:TraesCS6B03G0061100	Chr6B	19342776	19343237	+	19343006	Chr6B	16558592	16559053	+	16558822	1.0	0.995	collinear
gene:TraesCS6B03G0061500	Chr6B	19449611	19450915	+	19450263	Chr6B	17111318	17112624	+	17111971	1.0	0.994	collinear
gene:TraesCS6B03G0061900	Chr6B	19453760	19455056	+	19454408	Chr6B	17115475	17116773	+	17116124	1.0	0.997	collinear
gene:TraesCS6B03G0062000	Chr6B	19461239	19464989	+	19463114	Chr6B	17122923	17126672	+	17124797	0.998	0.996	collinear
gene:TraesCS6B03G0062600	Chr6B	19566807	19567490	-	19567148	Chr6B	17229097	17229780	-	17229438	1.0	0.994	collinear
gene:TraesCS6B03G0062900	Chr6B	19701508	19702074	+	19701791	Chr6B	17303381	17303947	+	17303664	1.0	0.938	collinear
gene:TraesCS6B03G0063300	Chr6B	19984085	19984573	+	19984329	Chr6B	17340927	17341415	+	17341171	1.0	0.991	collinear
gene:TraesCS6B03G0063400	Chr6B	20009684	20010319	+	20010001	Chr6B	17358070	17358705	+	17358387	1.0	0.993	collinear
gene:TraesCS6B03G0063600	Chr6B	20050119	20050455	-	20050287	Chr6B	17400381	17400717	-	17400549	1.0	0.997	collinear
gene:TraesCS6B03G0064100	Chr6B	20104089	20104859	-	20104474	Chr6B	17484437	17485207	-	17484822	1.0	0.992	collinear
gene:TraesCS6B03G0064400	Chr6B	20239279	20244945	-	20242112	Chr6B	17601390	17607433	-	17604411	1.0	0.997	collinear
gene:TraesCS6B03G0064500	Chr6B	20389866	20392134	+	20391000	Chr6B	17751335	17753602	+	17752468	1.0	0.998	collinear
