gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Kariega_tgt_chr	Kariega_tgt_start	Kariega_tgt_end	Kariega_tgt_strand	Kariega_tgt_midpoint	Kariega_coverage	Kariega_identity
gene:TraesCS4B03G0002500	Chr4B	1141387	1143114	-	1142250	Chr4B	1167067	1168794	-	1167930	0.999	0.998
gene:TraesCS4B03G0002700	Chr4B	1144783	1145893	+	1145338	Chr4B	1170463	1171573	+	1171018	1.0	1.0
gene:TraesCS4B03G0002900	Chr4B	1291719	1293491	+	1292605	Chr4B	1317387	1319157	+	1318272	0.998	0.998
gene:TraesCS4B03G0003100	Chr4B	1304995	1306038	+	1305516	Chr4B	1330669	1331712	+	1331190	1.0	1.0
gene:TraesCS4B03G0003200	Chr4B	1322700	1324740	+	1323720	Chr4B	1348378	1350418	+	1349398	1.0	0.998
gene:TraesCS4B03G0003300	Chr4B	1336993	1338899	+	1337946	Chr4B	1362671	1364577	+	1363624	1.0	1.0
gene:TraesCS4B03G0003400	Chr4B	1351991	1352386	-	1352188	Chr4B	1377669	1378064	-	1377866	1.0	1.0
gene:TraesCS4B03G0003600	Chr4B	1386123	1388841	+	1387482	Chr4B	1411567	1414285	+	1412926	1.0	1.0
gene:TraesCS4B03G0003700	Chr4B	1405651	1408832	+	1407241	Chr4B	1431095	1434276	+	1432685	1.0	1.0
gene:TraesCS4B03G0003800	Chr4B	1685750	1687075	+	1686412	Chr4B	2260435	2261760	+	2261097	1.0	1.0
gene:TraesCS4B03G0004200	Chr4B	1757457	1761476	+	1759466	Chr4B	2331621	2335721	+	2333671	1.0	0.923
gene:TraesCS4B03G0004300	Chr4B	1762923	1767453	+	1765188	Chr4B	2337168	2341574	+	2339371	1.0	1.0
gene:TraesCS4B03G0004400	Chr4B	1769850	1774224	+	1772037	Chr4B	2343821	2348195	+	2346008	1.0	1.0
gene:TraesCS4B03G0004500	Chr4B	1775068	1779099	+	1777083	Chr4B	2349039	2353070	+	2351054	1.0	0.999
gene:TraesCS4B03G0004900	Chr4B	1839220	1843075	+	1841147	Chr4B	2413198	2417053	+	2415125	1.0	1.0
gene:TraesCS4B03G0005100	Chr4B	1966977	1971429	-	1969203	Chr4B	2540987	2545439	-	2543213	1.0	0.993
gene:TraesCS4B03G0005300	Chr4B	2021348	2025490	-	2023419	Chr4B	2595147	2599289	-	2597218	1.0	1.0
gene:TraesCS4B03G0005400	Chr4B	2134054	2136160	+	2135107	Chr4B	2815188	2817294	+	2816241	1.0	1.0
gene:TraesCS4B03G0006400	Chr4B	2318788	2320128	-	2319458	Chr4B	2999922	3001262	-	3000592	1.0	1.0
gene:TraesCS4B03G0006600	Chr4B	2361690	2362465	-	2362077	Chr4B	3042876	3043651	-	3043263	1.0	0.998
gene:TraesCS4B03G0007000	Chr4B	2416943	2418089	+	2417516	Chr4B	3107811	3108957	+	3108384	1.0	0.999
gene:TraesCS4B03G0007500	Chr4B	2443066	2488821	+	2465943	Chr4B	3133924	3179686	+	3156805	1.0	1.0
gene:TraesCS4B03G0007800	Chr4B	3611489	3612627	+	3612058	Chr4B	5103223	5104361	-	5103792	1.0	0.997
gene:TraesCS4B03G0008000	Chr4B	3629912	3630922	-	3630417	Chr4B	5085217	5086227	+	5085722	1.0	1.0
gene:TraesCS4B03G0008500	Chr4B	3739290	3747740	+	3743515	Chr4B	4357968	4362006	+	4359987	1.0	0.999
gene:TraesCS4B03G0008700	Chr4B	3827314	3833721	+	3830517	Chr4B	4433125	4439532	+	4436328	1.0	0.999
gene:TraesCS4B03G0008800	Chr4B	3842707	3849034	+	3845870	Chr4B	4448706	4455033	+	4451869	1.0	1.0
gene:TraesCS4B03G0009100	Chr4B	3859442	3864519	+	3861980	Chr4B	4465251	4470229	+	4467740	1.0	0.995
gene:TraesCS4B03G0009200	Chr4B	3875185	3875885	+	3875535	Chr4B	4480895	4481595	+	4481245	1.0	0.998
gene:TraesCS4B03G0009300	Chr4B	3880766	3883099	+	3881932	Chr4B	4486476	4488670	+	4487573	1.0	1.0
gene:TraesCS4B03G0009600	Chr4B	4394789	4395654	-	4395221	Chr4B	5021677	5022542	-	5022109	1.0	1.0
gene:TraesCS4B03G0010100	Chr4B	4628508	4631877	-	4630192	Chr4B	5338852	5342221	-	5340536	1.0	1.0
gene:TraesCS4B03G0010200	Chr4B	4649709	4654096	+	4651902	Chr4B	5360033	5364420	+	5362226	1.0	1.0
gene:TraesCS4B03G0010400	Chr4B	4694467	4701478	+	4697972	Chr4B	5404798	5411804	+	5408301	1.0	1.0
gene:TraesCS4B03G0010500	Chr4B	4702115	4703499	+	4702807	Chr4B	5412441	5413825	+	5413133	1.0	0.999
gene:TraesCS4B03G0010600	Chr4B	4704103	4704905	+	4704504	Chr4B	5414429	5415231	+	5414830	1.0	1.0
gene:TraesCS4B03G0010700	Chr4B	4748349	4751329	-	4749839	Chr4B	5458673	5461653	-	5460163	1.0	1.0
gene:TraesCS4B03G0010800	Chr4B	4757354	4758546	-	4757950	Chr4B	5467694	5468886	-	5468290	1.0	1.0
gene:TraesCS4B03G0011200	Chr4B	5005176	5006735	+	5005955	Chr4B	5527426	5528985	+	5528205	1.0	1.0
gene:TraesCS4B03G0011300	Chr4B	5013958	5015724	-	5014841	Chr4B	5536209	5537975	-	5537092	1.0	0.999
gene:TraesCS4B03G0011400	Chr4B	5016147	5018598	+	5017372	Chr4B	5538398	5540849	+	5539623	1.0	0.999
gene:TraesCS4B03G0011500	Chr4B	5038625	5040507	-	5039566	Chr4B	5560553	5562228	-	5561390	1.0	1.0
gene:TraesCS4B03G0011700	Chr4B	5043923	5045938	+	5044930	Chr4B	5565644	5567659	+	5566651	1.0	1.0
gene:TraesCS4B03G0011800	Chr4B	5050011	5052020	-	5051015	Chr4B	5571606	5573615	-	5572610	1.0	1.0
gene:TraesCS4B03G0012100	Chr4B	5077523	5082200	+	5079861	Chr4B	5598404	5603081	+	5600742	1.0	1.0
gene:TraesCS4B03G0012200	Chr4B	5087164	5091352	-	5089258	Chr4B	5608045	5612233	-	5610139	1.0	1.0
gene:TraesCS4B03G0012400	Chr4B	5318530	5319996	-	5319263	Chr4B	5838125	5839591	-	5838858	1.0	1.0
gene:TraesCS4B03G0012500	Chr4B	5320101	5321234	-	5320667	Chr4B	5839696	5840829	-	5840262	1.0	1.0
gene:TraesCS4B03G0013100	Chr4B	5665779	5670020	-	5667899	Chr4B	6164870	6169111	-	6166990	1.0	1.0
gene:TraesCS4B03G0013200	Chr4B	5674268	5676260	-	5675264	Chr4B	6172881	6174873	-	6173877	1.0	1.0
gene:TraesCS4B03G0013300	Chr4B	5730119	5731654	-	5730886	Chr4B	6228750	6230285	-	6229517	1.0	1.0
gene:TraesCS4B03G0013400	Chr4B	5753494	5754438	-	5753966	Chr4B	6252138	6253082	-	6252610	1.0	1.0
gene:TraesCS4B03G0013500	Chr4B	5772706	5776139	-	5774422	Chr4B	6271350	6274783	-	6273066	1.0	1.0
gene:TraesCS4B03G0013600	Chr4B	5779687	5781436	-	5780561	Chr4B	6278352	6280101	-	6279226	1.0	1.0
gene:TraesCS4B03G0013700	Chr4B	5784701	5785668	-	5785184	Chr4B	6283366	6284333	-	6283849	1.0	1.0
gene:TraesCS4B03G0013900	Chr4B	5803248	5807228	-	5805238	Chr4B	6301918	6305898	-	6303908	1.0	1.0
gene:TraesCS4B03G0014100	Chr4B	5878408	5881448	+	5879928	Chr4B	6377052	6380092	+	6378572	1.0	1.0
gene:TraesCS4B03G0014600	Chr4B	6029853	6032274	+	6031063	Chr4B	6528361	6530781	+	6529571	1.0	1.0
gene:TraesCS4B03G0015000	Chr4B	6269662	6271092	+	6270377	Chr4B	6768180	6769610	+	6768895	1.0	1.0
gene:TraesCS4B03G0015100	Chr4B	6272493	6273128	+	6272810	Chr4B	6771011	6771646	+	6771328	1.0	1.0
gene:TraesCS4B03G0015200	Chr4B	6274207	6274850	-	6274528	Chr4B	6772725	6773368	-	6773046	1.0	1.0
gene:TraesCS4B03G0015300	Chr4B	6276095	6276960	+	6276527	Chr4B	6774613	6775478	+	6775045	1.0	1.0
gene:TraesCS4B03G0015500	Chr4B	6283520	6284166	-	6283843	Chr4B	6782031	6782677	-	6782354	1.0	1.0
gene:TraesCS4B03G0015700	Chr4B	6338082	6340667	-	6339374	Chr4B	6835746	6838606	-	6837176	1.0	1.0
gene:TraesCS4B03G0015800	Chr4B	6346102	6348397	+	6347249	Chr4B	6844034	6846329	+	6845181	1.0	1.0
gene:TraesCS4B03G0015900	Chr4B	6349266	6350916	-	6350091	Chr4B	6847198	6848848	-	6848023	1.0	1.0
gene:TraesCS4B03G0016000	Chr4B	6396293	6400437	-	6398365	Chr4B	6894228	6898372	-	6896300	1.0	1.0
gene:TraesCS4B03G0016200	Chr4B	6438288	6442488	-	6440388	Chr4B	6936106	6940313	-	6938209	1.0	1.0
gene:TraesCS4B03G0016500	Chr4B	6542399	6542847	+	6542623	Chr4B	7039975	7040423	+	7040199	1.0	1.0
gene:TraesCS4B03G0016700	Chr4B	6603474	6606350	+	6604912	Chr4B	7116526	7119402	+	7117964	1.0	0.999
gene:TraesCS4B03G0016800	Chr4B	6622209	6624334	+	6623271	Chr4B	7135262	7137387	+	7136324	1.0	1.0
gene:TraesCS4B03G0017400	Chr4B	6779772	6782952	+	6781362	Chr4B	7292866	7296046	+	7294456	1.0	1.0
gene:TraesCS4B03G0017700	Chr4B	6802311	6806219	-	6804265	Chr4B	7315223	7319131	-	7317177	1.0	1.0
gene:TraesCS4B03G0017800	Chr4B	6841063	6845077	+	6843070	Chr4B	7353981	7357995	+	7355988	1.0	0.995
gene:TraesCS4B03G0017900	Chr4B	6898433	6901748	-	6900090	Chr4B	7365897	7369230	-	7367563	1.0	0.982
gene:TraesCS4B03G0018000	Chr4B	6902643	6905948	-	6904295	Chr4B	7370125	7373430	-	7371777	1.0	0.999
gene:TraesCS4B03G0018100	Chr4B	6943116	6947537	-	6945326	Chr4B	7410373	7414794	-	7412583	1.0	0.999
gene:TraesCS4B03G0018300	Chr4B	7074978	7077800	-	7076389	Chr4B	7555153	7557972	-	7556562	0.998	0.997
gene:TraesCS4B03G0018400	Chr4B	7084337	7087845	+	7086091	Chr4B	7564519	7568027	+	7566273	1.0	0.999
gene:TraesCS4B03G0019500	Chr4B	7253579	7257515	+	7255547	Chr4B	7733804	7737740	+	7735772	1.0	1.0
gene:TraesCS4B03G0019600	Chr4B	7266869	7273008	+	7269938	Chr4B	7747098	7753237	+	7750167	1.0	1.0
gene:TraesCS4B03G0019900	Chr4B	7276002	7276726	-	7276364	Chr4B	7756231	7756955	-	7756593	1.0	1.0
gene:TraesCS4B03G0020000	Chr4B	7459008	7461775	+	7460391	Chr4B	7939232	7941999	+	7940615	1.0	1.0
gene:TraesCS4B03G0020300	Chr4B	7681207	7683033	+	7682120	Chr4B	8061368	8063194	+	8062281	1.0	1.0
gene:TraesCS4B03G0020400	Chr4B	7684152	7686148	+	7685150	Chr4B	8064313	8066309	+	8065311	1.0	1.0
gene:TraesCS4B03G0020500	Chr4B	7857196	7862596	-	7859896	Chr4B	8203706	8209096	-	8206401	1.0	1.0
gene:TraesCS4B03G0020700	Chr4B	7957320	7962746	-	7960033	Chr4B	8303820	8309251	-	8306535	1.0	1.0
gene:TraesCS4B03G0020900	Chr4B	8273296	8276777	-	8275036	Chr4B	8639528	8643009	-	8641268	1.0	1.0
gene:TraesCS4B03G0021100	Chr4B	8349077	8352483	-	8350780	Chr4B	8715146	8718705	-	8716925	1.0	0.982
gene:TraesCS4B03G0021200	Chr4B	8354847	8360894	-	8357870	Chr4B	8720913	8727119	-	8724016	0.999	0.968
gene:TraesCS4B03G0021300	Chr4B	8360912	8364647	-	8362779	Chr4B	8727137	8730864	-	8729000	1.0	0.985
gene:TraesCS4B03G0021500	Chr4B	8487556	8490533	+	8489044	Chr4B	8951540	8954518	+	8953029	0.997	0.978
gene:TraesCS4B03G0021600	Chr4B	8534247	8537334	+	8535790	Chr4B	8863416	8866516	+	8864966	1.0	0.959
gene:TraesCS4B03G0021700	Chr4B	8578630	8581537	+	8580083	Chr4B	8906449	8909368	+	8907908	1.0	0.952
gene:TraesCS4B03G0021800	Chr4B	8623962	8626909	+	8625435	Chr4B	8920941	8923877	+	8922409	1.0	0.968
gene:TraesCS4B03G0021900	Chr4B	8668879	8671759	+	8670319	Chr4B	8889688	8892592	+	8891140	1.0	0.958
gene:TraesCS4B03G0022100	Chr4B	8696794	8699786	+	8698290	Chr4B	8998007	9000824	+	8999415	0.952	0.93
gene:TraesCS4B03G0022300	Chr4B	8778184	8781081	+	8779632	Chr4B	9105049	9107946	+	9106497	1.0	1.0
gene:TraesCS4B03G0022400	Chr4B	8928149	8930990	+	8929569	Chr4B	9125634	9128475	+	9127054	1.0	1.0
gene:TraesCS4B03G0022600	Chr4B	8969015	8972206	+	8970610	Chr4B	9166330	9169522	+	9167926	1.0	1.0
gene:TraesCS4B03G0022900	Chr4B	9188963	9190624	+	9189793	Chr4B	9430358	9432020	+	9431189	1.0	0.999
gene:TraesCS4B03G0023000	Chr4B	9197152	9202090	+	9199621	Chr4B	9438550	9443488	+	9441019	1.0	0.999
gene:TraesCS4B03G0023200	Chr4B	9235129	9243483	-	9239306	Chr4B	9476526	9484850	-	9480688	1.0	1.0
gene:TraesCS4B03G0023300	Chr4B	9242541	9249609	-	9246075	Chr4B	9483908	9490976	-	9487442	1.0	1.0
gene:TraesCS4B03G0023500	Chr4B	9257978	9259039	-	9258508	Chr4B	9499345	9500406	-	9499875	1.0	1.0
gene:TraesCS4B03G0023700	Chr4B	9284155	9286184	+	9285169	Chr4B	9525520	9527549	+	9526534	1.0	1.0
gene:TraesCS4B03G0024000	Chr4B	9312201	9316723	-	9314462	Chr4B	9553578	9558100	-	9555839	1.0	1.0
gene:TraesCS4B03G0024100	Chr4B	9321836	9323497	-	9322666	Chr4B	9563213	9564874	-	9564043	1.0	0.999
gene:TraesCS4B03G0025600	Chr4B	10400582	10403964	-	10402273	Chr4B	10116299	10119673	-	10117986	1.0	1.0
gene:TraesCS4B03G0026100	Chr4B	10803185	10805569	+	10804377	Chr4B	10504642	10507026	+	10505834	1.0	1.0
gene:TraesCS4B03G0026600	Chr4B	10847041	10851294	+	10849167	Chr4B	10548570	10552823	+	10550696	1.0	1.0
gene:TraesCS4B03G0027200	Chr4B	10931857	10935497	-	10933677	Chr4B	10636524	10640164	-	10638344	1.0	1.0
gene:TraesCS4B03G0027400	Chr4B	11093025	11100708	+	11096866	Chr4B	10798397	10806106	+	10802251	1.0	0.998
gene:TraesCS4B03G0027500	Chr4B	11107511	11109226	+	11108368	Chr4B	10812911	10814626	+	10813768	1.0	1.0
gene:TraesCS4B03G0027600	Chr4B	11111048	11113357	+	11112202	Chr4B	10816779	10819065	+	10817922	1.0	0.977
gene:TraesCS4B03G0027900	Chr4B	11120139	11124482	-	11122310	Chr4B	10825859	10830202	-	10828030	1.0	0.998
gene:TraesCS4B03G0028100	Chr4B	11668860	11670629	-	11669744	Chr4B	11457551	11459320	-	11458435	1.0	0.996
gene:TraesCS4B03G0028200	Chr4B	11672668	11675712	-	11674190	Chr4B	11462532	11465575	-	11464053	0.999	0.996
gene:TraesCS4B03G0028300	Chr4B	11677119	11681241	+	11679180	Chr4B	11467094	11471087	+	11469090	1.0	0.992
gene:TraesCS4B03G0028500	Chr4B	12157687	12158558	+	12158122	Chr4B	11935931	11936805	+	11936368	0.984	0.962
gene:TraesCS4B03G0029700	Chr4B	12236367	12238738	+	12237552	Chr4B	12008559	12010949	+	12009754	1.0	0.989
gene:TraesCS4B03G0029800	Chr4B	12242993	12245251	-	12244122	Chr4B	12041293	12043634	-	12042463	0.998	0.99
gene:TraesCS4B03G0030000	Chr4B	12307140	12311868	+	12309504	Chr4B	12103486	12108238	+	12105862	1.0	0.997
gene:TraesCS4B03G0030100	Chr4B	12311772	12313549	-	12312660	Chr4B	12108313	12109597	-	12108955	0.921	0.917
gene:TraesCS4B03G0030200	Chr4B	12327262	12328629	-	12327945	Chr4B	12114473	12115840	-	12115156	1.0	0.999
gene:TraesCS4B03G0030300	Chr4B	12329369	12332339	-	12330854	Chr4B	12116596	12119566	-	12118081	1.0	1.0
gene:TraesCS4B03G0031300	Chr4B	13064511	13066817	-	13065664	Chr4B	12865558	12867864	-	12866711	1.0	1.0
gene:TraesCS4B03G0031400	Chr4B	13150070	13152283	+	13151176	Chr4B	12950920	12953133	+	12952026	1.0	1.0
gene:TraesCS4B03G0031700	Chr4B	13283883	13286103	+	13284993	Chr4B	13080598	13082818	+	13081708	1.0	1.0
gene:TraesCS4B03G0032100	Chr4B	13326019	13326527	+	13326273	Chr4B	13122754	13123262	+	13123008	1.0	1.0
gene:TraesCS4B03G0032200	Chr4B	13371547	13375209	-	13373378	Chr4B	13168256	13171918	-	13170087	1.0	1.0
gene:TraesCS4B03G0032300	Chr4B	13387538	13391363	+	13389450	Chr4B	13184261	13188086	+	13186173	1.0	1.0
gene:TraesCS4B03G0032400	Chr4B	13425673	13430257	+	13427965	Chr4B	13222384	13226968	+	13224676	1.0	1.0
gene:TraesCS4B03G0032700	Chr4B	13449724	13450466	+	13450095	Chr4B	13246421	13247163	+	13246792	1.0	1.0
gene:TraesCS4B03G0032800	Chr4B	13450549	13454028	-	13452288	Chr4B	13247246	13250725	-	13248985	1.0	1.0
gene:TraesCS4B03G0032900	Chr4B	13455718	13461325	-	13458521	Chr4B	13252415	13258024	-	13255219	1.0	1.0
gene:TraesCS4B03G0033000	Chr4B	13464420	13467636	+	13466028	Chr4B	13261117	13264330	+	13262723	1.0	1.0
gene:TraesCS4B03G0033100	Chr4B	13613526	13625103	-	13619314	Chr4B	13410086	13421535	-	13415810	1.0	0.998
gene:TraesCS4B03G0033200	Chr4B	13619936	13622133	+	13621034	Chr4B	13416477	13418462	+	13417469	1.0	0.998
gene:TraesCS4B03G0033300	Chr4B	13627329	13635247	-	13631288	Chr4B	13423751	13431550	-	13427650	1.0	0.997
gene:TraesCS4B03G0033400	Chr4B	13643817	13644143	-	13643980	Chr4B	13440260	13440586	-	13440423	1.0	0.996
gene:TraesCS4B03G0033600	Chr4B	13731974	13732261	+	13732117	Chr4B	13493949	13494233	+	13494091	0.989	0.965
gene:TraesCS4B03G0033700	Chr4B	13767289	13767576	+	13767432	Chr4B	13532398	13532685	+	13532541	1.0	0.993
gene:TraesCS4B03G0034700	Chr4B	13857744	13859586	-	13858665	Chr4B	13635338	13637138	-	13636238	0.968	0.962
gene:TraesCS4B03G0034900	Chr4B	13970511	13974126	+	13972318	Chr4B	13726543	13730160	+	13728351	1.0	0.998
gene:TraesCS4B03G0035200	Chr4B	13994176	13995863	+	13995019	Chr4B	13749370	13751057	+	13750213	1.0	0.999
gene:TraesCS4B03G0035600	Chr4B	14269259	14273323	+	14271291	Chr4B	13963870	13967937	+	13965903	1.0	0.996
gene:TraesCS4B03G0036600	Chr4B	14793756	14795965	-	14794860	Chr4B	14489995	14492206	-	14491100	1.0	0.995
gene:TraesCS4B03G0037000	Chr4B	14819047	14821688	+	14820367	Chr4B	14515651	14518711	+	14517181	1.0	0.996
gene:TraesCS4B03G0037100	Chr4B	14829643	14834893	+	14832268	Chr4B	14528977	14534226	+	14531601	0.999	0.998
gene:TraesCS4B03G0037200	Chr4B	14835047	14839810	+	14837428	Chr4B	14534380	14539144	+	14536762	1.0	0.998
gene:TraesCS4B03G0037300	Chr4B	14866669	14868524	-	14867596	Chr4B	14546347	14548200	-	14547273	1.0	0.998
gene:TraesCS4B03G0037700	Chr4B	15018264	15019321	+	15018792	Chr4B	14706650	14707715	+	14707182	1.0	0.99
gene:TraesCS4B03G0037800	Chr4B	15020905	15022023	+	15021464	Chr4B	14709299	14710440	+	14709869	1.0	0.998
gene:TraesCS4B03G0037900	Chr4B	15022046	15026127	-	15024086	Chr4B	14710463	14714349	-	14712406	1.0	0.998
gene:TraesCS4B03G0038100	Chr4B	15040448	15043277	-	15041862	Chr4B	14734159	14736987	-	14735573	1.0	0.995
gene:TraesCS4B03G0038200	Chr4B	15136397	15136759	+	15136578	Chr4B	14842783	14843145	+	14842964	1.0	1.0
gene:TraesCS4B03G0038300	Chr4B	15149172	15152263	+	15150717	Chr4B	14855558	14858649	+	14857103	1.0	1.0
gene:TraesCS4B03G0038400	Chr4B	15156746	15162716	+	15159731	Chr4B	14863130	14869103	+	14866116	1.0	0.999
gene:TraesCS4B03G0038500	Chr4B	15162926	15167293	-	15165109	Chr4B	14869313	14873680	-	14871496	1.0	1.0
gene:TraesCS4B03G0038900	Chr4B	15684259	15687307	+	15685783	Chr4B	15397801	15400849	+	15399325	1.0	0.995
gene:TraesCS4B03G0039100	Chr4B	15712104	15715791	+	15713947	Chr4B	15415715	15419404	+	15417559	1.0	0.994
gene:TraesCS4B03G0039300	Chr4B	15716043	15720952	-	15718497	Chr4B	15419656	15424602	-	15422129	1.0	0.947
gene:TraesCS4B03G0039400	Chr4B	15732613	15734448	-	15733530	Chr4B	15436885	15438714	-	15437799	0.994	0.985
gene:TraesCS4B03G0039500	Chr4B	15737018	15740036	-	15738527	Chr4B	15441279	15444013	-	15442646	0.994	0.993
gene:TraesCS4B03G0039700	Chr4B	15751071	15753626	+	15752348	Chr4B	15454906	15457461	+	15456183	1.0	0.998
gene:TraesCS4B03G0040200	Chr4B	15766863	15767150	-	15767006	Chr4B	15465507	15465794	-	15465650	1.0	0.989
gene:TraesCS4B03G0040700	Chr4B	15792986	15794572	+	15793779	Chr4B	15500600	15502184	+	15501392	0.998	0.994
gene:TraesCS4B03G0040800	Chr4B	15841975	15845957	+	15843966	Chr4B	15533418	15537140	+	15535279	1.0	0.998
gene:TraesCS4B03G0040900	Chr4B	15846816	15848032	+	15847424	Chr4B	15538311	15539505	+	15538908	0.974	0.944
gene:TraesCS4B03G0041000	Chr4B	15848203	15853551	-	15850877	Chr4B	15539676	15545022	-	15542349	1.0	0.997
gene:TraesCS4B03G0041100	Chr4B	15855377	15863470	-	15859423	Chr4B	15546614	15554596	-	15550605	0.968	0.955
gene:TraesCS4B03G0041200	Chr4B	16001794	16004653	+	16003223	Chr4B	15680855	15683692	+	15682273	0.999	0.993
gene:TraesCS4B03G0041300	Chr4B	16006143	16010111	+	16008127	Chr4B	15685182	15689150	+	15687166	1.0	1.0
gene:TraesCS4B03G0041500	Chr4B	16124182	16125149	+	16124665	Chr4B	15798653	15799620	+	15799136	1.0	0.998
gene:TraesCS4B03G0041600	Chr4B	16127192	16132169	+	16129680	Chr4B	15801663	15806642	+	15804152	1.0	0.997
gene:TraesCS4B03G0041700	Chr4B	16219932	16223106	+	16221519	Chr4B	16217465	16220825	+	16219145	0.995	0.944
gene:TraesCS4B03G0043300	Chr4B	16946042	16949083	+	16947562	Chr4B	16492930	16495972	+	16494451	1.0	0.996
gene:TraesCS4B03G0043800	Chr4B	17141319	17146978	+	17144148	Chr4B	17131601	17137033	+	17134317	1.0	0.993
gene:TraesCS4B03G0043900	Chr4B	17148921	17154014	-	17151467	Chr4B	17138992	17144075	-	17141533	0.996	0.994
gene:TraesCS4B03G0044000	Chr4B	17159796	17164440	-	17162118	Chr4B	17150033	17154851	-	17152442	1.0	1.0
gene:TraesCS4B03G0044900	Chr4B	17328711	17330355	-	17329533	Chr4B	17330447	17332091	-	17331269	1.0	0.995
gene:TraesCS4B03G0045000	Chr4B	17373898	17374391	-	17374144	Chr4B	17366488	17366981	-	17366734	1.0	1.0
gene:TraesCS4B03G0045300	Chr4B	17485639	17488430	+	17487034	Chr4B	17475634	17478447	+	17477040	1.0	0.993
gene:TraesCS4B03G0045400	Chr4B	17494069	17503649	-	17498859	Chr4B	17484096	17493497	-	17488796	1.0	0.999
gene:TraesCS4B03G0045500	Chr4B	17654480	17659108	-	17656794	Chr4B	17644333	17648961	-	17646647	1.0	1.0
gene:TraesCS4B03G0046200	Chr4B	17787230	17788021	+	17787625	Chr4B	17873368	17874159	+	17873763	1.0	1.0
gene:TraesCS4B03G0046300	Chr4B	17789225	17795793	-	17792509	Chr4B	17875363	17881931	-	17878647	1.0	0.999
gene:TraesCS4B03G0046500	Chr4B	17819946	17826018	+	17822982	Chr4B	17905911	17911983	+	17908947	1.0	1.0
gene:TraesCS4B03G0046900	Chr4B	18230904	18231356	+	18231130	Chr4B	18316978	18317430	+	18317204	1.0	1.0
gene:TraesCS4B03G0047700	Chr4B	18406414	18410974	+	18408694	Chr4B	18492334	18496895	+	18494614	1.0	1.0
gene:TraesCS4B03G0048600	Chr4B	18510959	18511369	+	18511164	Chr4B	18601600	18602010	+	18601805	1.0	1.0
gene:TraesCS4B03G0048900	Chr4B	18522191	18523400	+	18522795	Chr4B	18612832	18614042	+	18613437	1.0	0.998
gene:TraesCS4B03G0049000	Chr4B	18538665	18540367	-	18539516	Chr4B	18629307	18631009	-	18630158	1.0	1.0
gene:TraesCS4B03G0049100	Chr4B	18596908	18597706	-	18597307	Chr4B	18687417	18688215	-	18687816	1.0	1.0
gene:TraesCS4B03G0049200	Chr4B	18603320	18603745	-	18603532	Chr4B	18693829	18694254	-	18694041	1.0	1.0
gene:TraesCS4B03G0049500	Chr4B	18617577	18617909	-	18617743	Chr4B	18708108	18708440	-	18708274	1.0	1.0
gene:TraesCS4B03G0049600	Chr4B	18739231	18741247	+	18740239	Chr4B	18830028	18832044	+	18831036	1.0	1.0
gene:TraesCS4B03G0049900	Chr4B	18759574	18764413	+	18761993	Chr4B	18850371	18855210	+	18852790	1.0	1.0
gene:TraesCS4B03G0050100	Chr4B	18766726	18766929	-	18766827	Chr4B	18857523	18857726	-	18857624	1.0	1.0
