gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Kariega_tgt_chr	Kariega_tgt_start	Kariega_tgt_end	Kariega_tgt_strand	Kariega_tgt_midpoint	Kariega_coverage	Kariega_identity
gene:TraesCS1B03G0042900	Chr1B	10405014	10410446	-	10407730	Chr1B	13634008	13639478	-	13636743	1.0	1.0
gene:TraesCS1B03G0043100	Chr1B	10445581	10447481	+	10446531	Chr1B	13674632	13676532	+	13675582	1.0	0.999
gene:TraesCS1B03G0043200	Chr1B	10450132	10452871	-	10451501	Chr1B	13679183	13681922	-	13680552	1.0	1.0
gene:TraesCS1B03G0043300	Chr1B	10496325	10503200	+	10499762	Chr1B	13725373	13732248	+	13728810	1.0	0.999
gene:TraesCS1B03G0043500	Chr1B	10515279	10518098	-	10516688	Chr1B	13744747	13747566	-	13746156	1.0	1.0
gene:TraesCS1B03G0043700	Chr1B	10525410	10527335	+	10526372	Chr1B	13754884	13756809	+	13755846	1.0	1.0
gene:TraesCS1B03G0044100	Chr1B	10570455	10573606	+	10572030	Chr1B	13799933	13803084	+	13801508	1.0	1.0
gene:TraesCS1B03G0044500	Chr1B	10621984	10623686	-	10622835	Chr1B	13815205	13816907	-	13816056	1.0	1.0
gene:TraesCS1B03G0044700	Chr1B	10631853	10634419	-	10633136	Chr1B	13825074	13827640	-	13826357	1.0	1.0
gene:TraesCS1B03G0044800	Chr1B	10638363	10641651	-	10640007	Chr1B	13831584	13834872	-	13833228	1.0	1.0
gene:TraesCS1B03G0045000	Chr1B	10646033	10648577	-	10647305	Chr1B	13839254	13841806	-	13840530	1.0	1.0
gene:TraesCS1B03G0045500	Chr1B	10737663	10740370	-	10739016	Chr1B	13930913	13933620	-	13932266	1.0	0.995
gene:TraesCS1B03G0045800	Chr1B	10890974	10899911	-	10895442	Chr1B	14084249	14093190	-	14088719	1.0	1.0
gene:TraesCS1B03G0045900	Chr1B	10939203	10941935	-	10940569	Chr1B	14132397	14135129	-	14133763	1.0	1.0
gene:TraesCS1B03G0046000	Chr1B	10946142	10948229	+	10947185	Chr1B	14139336	14141423	+	14140379	1.0	1.0
gene:TraesCS1B03G0046500	Chr1B	11079072	11081083	+	11080077	Chr1B	14272342	14274353	+	14273347	1.0	0.999
gene:TraesCS1B03G0046800	Chr1B	11097649	11101734	-	11099691	Chr1B	14290918	14295003	-	14292960	1.0	1.0
gene:TraesCS1B03G0047300	Chr1B	11473684	11477472	+	11475578	Chr1B	14664333	14668121	+	14666227	1.0	1.0
gene:TraesCS1B03G0047400	Chr1B	11502223	11504185	-	11503204	Chr1B	14691733	14693695	-	14692714	1.0	1.0
gene:TraesCS1B03G0047600	Chr1B	11660706	11661221	-	11660963	Chr1B	14842691	14843206	-	14842948	1.0	1.0
gene:TraesCS1B03G0047700	Chr1B	11705253	11710444	-	11707848	Chr1B	14887246	14892437	-	14889841	1.0	1.0
gene:TraesCS1B03G0047800	Chr1B	11744428	11746681	+	11745554	Chr1B	14926444	14928697	+	14927570	1.0	1.0
gene:TraesCS1B03G0047900	Chr1B	11932852	11935452	+	11934152	Chr1B	15114234	15116834	+	15115534	1.0	1.0
gene:TraesCS1B03G0048500	Chr1B	12155898	12157261	+	12156579	Chr1B	15337319	15338682	+	15338000	1.0	1.0
gene:TraesCS1B03G0048600	Chr1B	12212874	12214358	-	12213616	Chr1B	15394324	15395808	-	15395066	1.0	1.0
gene:TraesCS1B03G0048700	Chr1B	12216550	12222860	-	12219705	Chr1B	15397989	15404288	-	15401138	0.999	0.998
gene:TraesCS1B03G0048800	Chr1B	12376675	12379736	+	12378205	Chr1B	15557353	15560414	+	15558883	1.0	1.0
gene:TraesCS1B03G0048900	Chr1B	12379942	12382590	-	12381266	Chr1B	15560620	15563268	-	15561944	1.0	1.0
gene:TraesCS1B03G0049000	Chr1B	12403367	12410785	+	12407076	Chr1B	15584043	15591466	+	15587754	1.0	0.999
gene:TraesCS1B03G0049400	Chr1B	12587869	12588942	+	12588405	Chr1B	15768572	15769634	+	15769103	0.989	0.988
gene:TraesCS1B03G0049600	Chr1B	12608888	12609961	+	12609424	Chr1B	15797460	15798522	+	15797991	0.989	0.989
gene:TraesCS1B03G0050000	Chr1B	12856625	12856867	-	12856746	Chr1B	16138774	16139016	-	16138895	1.0	1.0
gene:TraesCS1B03G0050200	Chr1B	12859498	12863918	+	12861708	Chr1B	16141647	16146064	+	16143855	0.998	0.996
gene:TraesCS1B03G0050300	Chr1B	12871155	12871370	+	12871262	Chr1B	16153297	16153512	+	16153404	1.0	1.0
gene:TraesCS1B03G0050400	Chr1B	12886537	12886779	-	12886658	Chr1B	16168688	16168930	-	16168809	1.0	1.0
gene:TraesCS1B03G0050600	Chr1B	12900275	12900898	-	12900586	Chr1B	16182428	16183051	-	16182739	1.0	1.0
gene:TraesCS1B03G0051100	Chr1B	12939129	12944677	-	12941903	Chr1B	16234726	16240274	-	16237500	1.0	1.0
gene:TraesCS1B03G0051200	Chr1B	13011432	13011673	+	13011552	Chr1B	16307042	16307284	+	16307163	1.0	0.995
gene:TraesCS1B03G0051300	Chr1B	13071722	13071964	+	13071843	Chr1B	16367345	16367587	+	16367466	1.0	1.0
gene:TraesCS1B03G0051500	Chr1B	13180553	13205206	+	13192879	Chr1B	16476193	16499471	+	16487832	0.914	0.913
gene:TraesCS1B03G0051800	Chr1B	13236041	13236831	-	13236436	Chr1B	16530340	16531130	-	16530735	1.0	1.0
gene:TraesCS1B03G0051900	Chr1B	13251376	13251947	-	13251661	Chr1B	16558900	16559471	-	16559185	1.0	1.0
gene:TraesCS1B03G0052000	Chr1B	13261342	13261557	-	13261449	Chr1B	16568866	16569081	-	16568973	1.0	1.0
gene:TraesCS1B03G0052300	Chr1B	13282427	13285263	+	13283845	Chr1B	16589954	16592790	+	16591372	1.0	1.0
gene:TraesCS1B03G0052600	Chr1B	13308308	13310991	-	13309649	Chr1B	16607458	16610141	-	16608799	1.0	0.999
gene:TraesCS1B03G0052700	Chr1B	13312371	13313351	-	13312861	Chr1B	16611521	16612501	-	16612011	1.0	1.0
gene:TraesCS1B03G0052800	Chr1B	13323643	13324701	-	13324172	Chr1B	16622796	16623854	-	16623325	1.0	1.0
gene:TraesCS1B03G0053500	Chr1B	13438831	13442118	+	13440474	Chr1B	16738045	16741332	+	16739688	1.0	1.0
gene:TraesCS1B03G0053600	Chr1B	13471192	13471901	-	13471546	Chr1B	16770371	16771080	-	16770725	1.0	1.0
gene:TraesCS1B03G0053800	Chr1B	13505365	13505580	+	13505472	Chr1B	16804412	16804627	+	16804519	1.0	1.0
gene:TraesCS1B03G0053900	Chr1B	13509180	13509422	+	13509301	Chr1B	16808231	16808473	+	16808352	1.0	1.0
gene:TraesCS1B03G0056200	Chr1B	14061989	14062204	+	14062096	Chr1B	16298571	16298786	+	16298678	1.0	0.958
gene:TraesCS1B03G0056400	Chr1B	14068724	14068939	-	14068831	Chr1B	16811013	16811228	-	16811120	1.0	0.939
gene:TraesCS1B03G0056800	Chr1B	14206800	14207042	+	14206921	Chr1B	16881129	16881371	+	16881250	1.0	0.991
gene:TraesCS1B03G0057100	Chr1B	14428164	14430943	-	14429553	Chr1B	17123239	17126038	-	17124638	1.0	0.978
gene:TraesCS1B03G0057200	Chr1B	14434688	14434924	+	14434806	Chr1B	17129785	17130021	+	17129903	1.0	1.0
gene:TraesCS1B03G0057300	Chr1B	14440531	14440761	+	14440646	Chr1B	16919989	16920219	+	16920104	1.0	1.0
gene:TraesCS1B03G0057400	Chr1B	14654433	14660861	+	14657647	Chr1B	17354803	17361218	+	17358010	1.0	0.998
gene:TraesCS1B03G0057600	Chr1B	14726947	14731776	+	14729361	Chr1B	17426990	17431544	+	17429267	1.0	1.0
gene:TraesCS1B03G0057700	Chr1B	14791130	14792757	-	14791943	Chr1B	17490777	17492404	-	17491590	1.0	0.998
gene:TraesCS1B03G0057800	Chr1B	14859044	14861496	-	14860270	Chr1B	17565208	17567660	-	17566434	1.0	0.998
gene:TraesCS1B03G0058000	Chr1B	14898675	14900216	+	14899445	Chr1B	17600242	17601778	+	17601010	0.996	0.98
gene:TraesCS1B03G0058100	Chr1B	14905984	14913993	+	14909988	Chr1B	17607454	17615472	+	17611463	1.0	0.996
gene:TraesCS1B03G0058200	Chr1B	14917149	14927182	+	14922165	Chr1B	17618597	17628402	+	17623499	0.994	0.975
gene:TraesCS1B03G0058300	Chr1B	14930908	14931165	+	14931036	Chr1B	17632343	17632600	+	17632471	1.0	0.961
gene:TraesCS1B03G0058400	Chr1B	14947192	14948329	-	14947760	Chr1B	17657118	17658255	-	17657686	1.0	0.994
gene:TraesCS1B03G0058500	Chr1B	15041521	15043347	-	15042434	Chr1B	17794144	17795971	-	17795057	1.0	0.994
gene:TraesCS1B03G0059500	Chr1B	15376263	15397877	+	15387070	Chr1B	18099200	18123478	+	18111339	1.0	0.995
gene:TraesCS1B03G0059600	Chr1B	15431893	15432748	-	15432320	Chr1B	18151822	18152702	-	18152262	1.0	0.992
gene:TraesCS1B03G0060500	Chr1B	15598209	15600219	+	15599214	Chr1B	18294888	18296776	+	18295832	0.98	0.966
gene:TraesCS1B03G0060600	Chr1B	15660641	15662758	+	15661699	Chr1B	18406061	18408178	+	18407119	1.0	0.996
gene:TraesCS1B03G0060700	Chr1B	15681611	15683469	-	15682540	Chr1B	18436117	18437974	-	18437045	1.0	0.995
gene:TraesCS1B03G0061300	Chr1B	15768286	15772299	-	15770292	Chr1B	18489464	18493474	-	18491469	0.998	0.996
gene:TraesCS1B03G0061400	Chr1B	15825822	15828269	-	15827045	Chr1B	18533880	18536327	-	18535103	1.0	0.996
gene:TraesCS1B03G0061600	Chr1B	15869185	15870367	+	15869776	Chr1B	18579837	18581020	+	18580428	1.0	1.0
