gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Kariega_tgt_chr	Kariega_tgt_start	Kariega_tgt_end	Kariega_tgt_strand	Kariega_tgt_midpoint	Kariega_coverage	Kariega_identity
gene:TraesCS6B03G0028400	Chr6B	9941555	9944126	-	9942840	Chr6B	8340925	8343496	-	8342210	1.0	1.0
gene:TraesCS6B03G0028500	Chr6B	10037046	10039187	+	10038116	Chr6B	8436419	8438560	+	8437489	1.0	1.0
gene:TraesCS6B03G0029000	Chr6B	10213284	10216091	-	10214687	Chr6B	8623492	8626299	-	8624895	1.0	1.0
gene:TraesCS6B03G0029100	Chr6B	10225478	10230400	+	10227939	Chr6B	8635765	8640687	+	8638226	1.0	1.0
gene:TraesCS6B03G0029200	Chr6B	10240300	10250359	+	10245329	Chr6B	8650597	8660655	+	8655626	1.0	0.999
gene:TraesCS6B03G0029300	Chr6B	10250755	10251366	-	10251060	Chr6B	8661051	8661662	-	8661356	1.0	1.0
gene:TraesCS6B03G0029400	Chr6B	10251988	10252587	-	10252287	Chr6B	8662284	8662883	-	8662583	1.0	1.0
gene:TraesCS6B03G0029500	Chr6B	10257018	10260872	+	10258945	Chr6B	8667314	8671168	+	8669241	1.0	0.999
gene:TraesCS6B03G0029700	Chr6B	10268900	10269590	+	10269245	Chr6B	8679195	8679885	+	8679540	1.0	1.0
gene:TraesCS6B03G0032400	Chr6B	10680346	10680846	-	10680596	Chr6B	8941155	8941658	-	8941406	1.0	0.992
gene:TraesCS6B03G0032500	Chr6B	10687959	10689500	-	10688729	Chr6B	8949172	8950713	-	8949942	1.0	0.996
gene:TraesCS6B03G0032700	Chr6B	10721073	10721825	+	10721449	Chr6B	8983810	8984527	+	8984168	0.953	0.944
gene:TraesCS6B03G0032800	Chr6B	10794482	10796265	-	10795373	Chr6B	9033337	9035116	-	9034226	1.0	0.994
gene:TraesCS6B03G0032900	Chr6B	10807269	10808929	-	10808099	Chr6B	9055005	9056668	-	9055836	1.0	0.986
gene:TraesCS6B03G0033000	Chr6B	10813143	10815983	+	10814563	Chr6B	9060889	9063731	+	9062310	1.0	0.987
gene:TraesCS6B03G0033300	Chr6B	10901175	10901981	+	10901578	Chr6B	9141414	9142220	+	9141817	1.0	0.994
gene:TraesCS6B03G0033400	Chr6B	10905821	10908096	+	10906958	Chr6B	9146071	9148313	+	9147192	0.979	0.977
gene:TraesCS6B03G0033500	Chr6B	10938435	10940673	+	10939554	Chr6B	9202007	9204235	+	9203121	1.0	0.961
gene:TraesCS6B03G0033600	Chr6B	10962075	10964296	+	10963185	Chr6B	9216038	9218150	+	9217094	0.999	0.953
gene:TraesCS6B03G0033800	Chr6B	10998475	11001018	-	10999746	Chr6B	9254784	9257327	-	9256055	1.0	0.997
gene:TraesCS6B03G0034000	Chr6B	11046893	11049024	-	11047958	Chr6B	9301528	9303650	-	9302589	0.992	0.986
gene:TraesCS6B03G0034300	Chr6B	11071854	11073487	+	11072670	Chr6B	9326700	9328333	+	9327516	1.0	1.0
gene:TraesCS6B03G0034700	Chr6B	11183815	11188148	-	11185981	Chr6B	9438873	9443206	-	9441039	1.0	0.998
gene:TraesCS6B03G0035400	Chr6B	11487222	11488560	+	11487891	Chr6B	9680149	9681487	+	9680818	1.0	0.998
gene:TraesCS6B03G0036200	Chr6B	11768711	11769156	-	11768933	Chr6B	9957119	9957564	-	9957341	1.0	0.996
gene:TraesCS6B03G0036400	Chr6B	11794719	11800800	-	11797759	Chr6B	9982887	9988996	-	9985941	1.0	0.996
gene:TraesCS6B03G0036600	Chr6B	11876881	11885297	-	11881089	Chr6B	10064779	10073195	-	10068987	1.0	1.0
gene:TraesCS6B03G0036800	Chr6B	11938984	11939478	+	11939231	Chr6B	10126598	10127092	+	10126845	1.0	1.0
gene:TraesCS6B03G0036900	Chr6B	12335973	12337943	+	12336958	Chr6B	10394037	10396030	+	10395033	1.0	0.984
gene:TraesCS6B03G0037200	Chr6B	12386672	12391244	+	12388958	Chr6B	10573878	10578450	+	10576164	1.0	0.999
gene:TraesCS6B03G0037400	Chr6B	12471528	12476785	+	12474156	Chr6B	10657440	10662696	+	10660068	1.0	0.998
gene:TraesCS6B03G0039400	Chr6B	13077700	13079362	-	13078531	Chr6B	11256826	11258488	-	11257657	1.0	0.998
gene:TraesCS6B03G0039500	Chr6B	13080243	13084757	-	13082500	Chr6B	11259369	11263883	-	11261626	1.0	1.0
gene:TraesCS6B03G0040000	Chr6B	13256822	13258912	+	13257867	Chr6B	11421523	11423480	+	11422501	0.929	0.919
gene:TraesCS6B03G0041000	Chr6B	13502812	13504261	+	13503536	Chr6B	11999814	12001263	+	12000538	1.0	0.991
gene:TraesCS6B03G0041100	Chr6B	13732403	13734287	-	13733345	Chr6B	12200186	12202021	-	12201103	0.974	0.947
gene:TraesCS6B03G0041300	Chr6B	13745451	13748564	-	13747007	Chr6B	12208029	12210823	-	12209426	0.997	0.928
gene:TraesCS6B03G0041500	Chr6B	13773673	13777225	-	13775449	Chr6B	12262594	12266392	-	12264493	0.992	0.943
gene:TraesCS6B03G0041700	Chr6B	13786184	13786858	-	13786521	Chr6B	12271501	12272175	-	12271838	1.0	0.994
gene:TraesCS6B03G0041900	Chr6B	13805020	13813648	-	13809334	Chr6B	12299181	12307408	-	12303294	0.984	0.957
gene:TraesCS6B03G0042000	Chr6B	13896154	13896780	-	13896467	Chr6B	12373685	12374335	-	12374010	1.0	0.913
gene:TraesCS6B03G0042100	Chr6B	13915421	13916323	-	13915872	Chr6B	12427347	12428229	-	12427788	0.989	0.915
gene:TraesCS6B03G0042300	Chr6B	13957233	13958006	-	13957619	Chr6B	12456331	12457105	-	12456718	1.0	0.966
gene:TraesCS6B03G0042400	Chr6B	14001416	14002066	-	14001741	Chr6B	12472702	12473352	-	12473027	1.0	0.976
gene:TraesCS6B03G0042500	Chr6B	14007864	14013433	-	14010648	Chr6B	12478974	12484757	-	12481865	1.0	0.98
gene:TraesCS6B03G0042600	Chr6B	14025460	14027670	+	14026565	Chr6B	12499166	12501378	+	12500272	1.0	0.995
gene:TraesCS6B03G0042800	Chr6B	14027886	14029565	-	14028725	Chr6B	12501594	12503285	-	12502439	1.0	0.984
gene:TraesCS6B03G0043100	Chr6B	14059612	14061041	-	14060326	Chr6B	12526848	12528281	-	12527564	0.99	0.977
gene:TraesCS6B03G0043200	Chr6B	14062257	14065736	+	14063996	Chr6B	12529497	12533009	+	12531253	1.0	0.995
gene:TraesCS6B03G0043300	Chr6B	14072311	14073899	-	14073105	Chr6B	12539421	12541009	-	12540215	1.0	0.995
gene:TraesCS6B03G0043400	Chr6B	14080412	14081158	+	14080785	Chr6B	12547226	12547972	+	12547599	1.0	0.997
gene:TraesCS6B03G0043900	Chr6B	14087824	14088411	+	14088117	Chr6B	12554644	12555231	+	12554937	1.0	0.996
gene:TraesCS6B03G0046400	Chr6B	14531892	14532704	-	14532298	Chr6B	12861060	12861877	-	12861468	1.0	0.977
gene:TraesCS6B03G0046600	Chr6B	14601611	14605189	-	14603400	Chr6B	12972398	12975989	-	12974193	0.996	0.983
gene:TraesCS6B03G0047600	Chr6B	15529834	15532751	-	15531292	Chr6B	13486238	13489154	+	13487696	0.999	0.982
gene:TraesCS6B03G0047700	Chr6B	15539564	15541528	+	15540546	Chr6B	13467476	13469364	-	13468420	0.973	0.956
gene:TraesCS6B03G0047900	Chr6B	15544116	15545611	+	15544863	Chr6B	13465166	13466642	-	13465904	0.985	0.952
gene:TraesCS6B03G0048100	Chr6B	15557607	15561532	+	15559569	Chr6B	13604277	13608237	+	13606257	0.991	0.967
gene:TraesCS6B03G0048200	Chr6B	15564426	15571930	+	15568178	Chr6B	13611134	13618391	+	13614762	0.99	0.98
gene:TraesCS6B03G0048500	Chr6B	15628039	15628491	+	15628265	Chr6B	13688423	13688875	+	13688649	1.0	0.997
gene:TraesCS6B03G0048600	Chr6B	15650823	15653319	-	15652071	Chr6B	13707026	13709522	-	13708274	1.0	0.997
gene:TraesCS6B03G0048700	Chr6B	15677088	15680259	-	15678673	Chr6B	13733580	13736784	-	13735182	1.0	0.978
gene:TraesCS6B03G0049100	Chr6B	15925509	15926204	+	15925856	Chr6B	14366798	14367494	-	14367146	1.0	0.961
gene:TraesCS6B03G0049700	Chr6B	16476231	16477370	-	16476800	Chr6B	13995295	13996409	-	13995852	0.974	0.903
gene:TraesCS6B03G0050800	Chr6B	16959158	16962952	-	16961055	Chr6B	14549822	14553617	-	14551719	1.0	0.994
gene:TraesCS6B03G0051000	Chr6B	16978023	16980204	-	16979113	Chr6B	14565778	14567959	-	14566868	1.0	0.984
gene:TraesCS6B03G0051100	Chr6B	16988444	16989999	+	16989221	Chr6B	14574628	14576183	+	14575405	1.0	0.974
gene:TraesCS6B03G0051200	Chr6B	16998036	16999306	-	16998671	Chr6B	14584284	14585553	-	14584918	0.988	0.963
gene:TraesCS6B03G0051400	Chr6B	17002091	17003860	-	17002975	Chr6B	14588338	14590104	-	14589221	1.0	0.996
gene:TraesCS6B03G0051600	Chr6B	17119363	17121035	-	17120199	Chr6B	14684718	14686393	-	14685555	1.0	0.995
gene:TraesCS6B03G0051700	Chr6B	17151794	17153507	+	17152650	Chr6B	14717625	14719339	+	14718482	1.0	0.998
gene:TraesCS6B03G0051800	Chr6B	17189455	17190896	+	17190175	Chr6B	14764175	14765618	+	14764896	1.0	0.975
gene:TraesCS6B03G0052000	Chr6B	17273509	17275098	-	17274303	Chr6B	14776588	14778084	-	14777336	0.937	0.921
gene:TraesCS6B03G0052200	Chr6B	17316306	17322278	+	17319292	Chr6B	14779989	14785946	+	14782967	0.989	0.978
gene:TraesCS6B03G0052300	Chr6B	17324936	17329772	+	17327354	Chr6B	14788619	14793409	+	14791014	0.985	0.982
gene:TraesCS6B03G0052500	Chr6B	17332621	17333787	+	17333204	Chr6B	14796319	14797485	+	14796902	1.0	1.0
gene:TraesCS6B03G0052700	Chr6B	17344959	17346496	+	17345727	Chr6B	14800226	14801763	+	14800994	1.0	0.995
gene:TraesCS6B03G0052900	Chr6B	17351890	17353378	+	17352634	Chr6B	14816274	14817771	+	14817022	1.0	0.987
gene:TraesCS6B03G0053000	Chr6B	17354873	17356299	+	17355586	Chr6B	14821243	14822669	+	14821956	1.0	0.991
gene:TraesCS6B03G0053100	Chr6B	17361952	17363378	+	17362665	Chr6B	14828211	14829637	+	14828924	1.0	0.991
gene:TraesCS6B03G0053200	Chr6B	17420210	17420749	-	17420479	Chr6B	14902002	14902538	-	14902270	0.994	0.981
gene:TraesCS6B03G0053500	Chr6B	17474757	17476173	-	17475465	Chr6B	14956727	14958140	-	14957433	0.997	0.997
gene:TraesCS6B03G0053600	Chr6B	17477571	17477953	-	17477762	Chr6B	14959537	14959919	-	14959728	1.0	1.0
gene:TraesCS6B03G0053700	Chr6B	17482169	17482761	-	17482465	Chr6B	14964132	14964724	-	14964428	1.0	0.997
gene:TraesCS6B03G0053900	Chr6B	17542927	17548034	-	17545480	Chr6B	15082764	15087873	-	15085318	0.969	0.967
gene:TraesCS6B03G0054000	Chr6B	17563311	17571287	-	17567299	Chr6B	15110761	15118822	-	15114791	0.946	0.937
gene:TraesCS6B03G0054200	Chr6B	17570064	17570525	-	17570294	Chr6B	15117599	15118060	-	15117829	1.0	0.997
gene:TraesCS6B03G0054700	Chr6B	17642075	17642536	-	17642305	Chr6B	15189223	15189684	-	15189453	1.0	0.997
gene:TraesCS6B03G0054800	Chr6B	17642646	17643236	-	17642941	Chr6B	15296531	15297122	-	15296826	1.0	0.989
gene:TraesCS6B03G0054900	Chr6B	17647600	17649827	-	17648713	Chr6B	15301603	15303828	-	15302715	0.997	0.987
gene:TraesCS6B03G0055700	Chr6B	17883132	17883398	-	17883265	Chr6B	15611852	15612118	+	15611985	1.0	0.988
gene:TraesCS6B03G0055800	Chr6B	17894796	17895062	+	17894929	Chr6B	15597763	15598029	-	15597896	1.0	0.996
gene:TraesCS6B03G0055900	Chr6B	18118663	18120067	+	18119365	Chr6B	16357076	16358477	+	16357776	1.0	0.991
gene:TraesCS6B03G0056000	Chr6B	18123160	18128009	-	18125584	Chr6B	16290459	16295035	-	16292747	0.933	0.929
gene:TraesCS6B03G0056200	Chr6B	18140661	18146770	+	18143715	Chr6B	16378894	16385001	+	16381947	0.975	0.962
gene:TraesCS6B03G0057000	Chr6B	18245649	18247177	-	18246413	Chr6B	17912003	17913500	+	17912751	0.977	0.961
gene:TraesCS6B03G0057100	Chr6B	18258902	18261863	-	18260382	Chr6B	17039772	17042519	-	17041145	0.95	0.931
gene:TraesCS6B03G0057400	Chr6B	18286152	18289433	-	18287792	Chr6B	17069742	17073024	-	17071383	1.0	0.992
gene:TraesCS6B03G0057800	Chr6B	18391461	18392135	-	18391798	Chr6B	17157531	17158205	-	17157868	1.0	0.997
gene:TraesCS6B03G0058300	Chr6B	18406857	18408844	-	18407850	Chr6B	17171555	17173542	-	17172548	1.0	0.998
gene:TraesCS6B03G0058400	Chr6B	18722780	18723913	-	18723346	Chr6B	17476936	17478069	-	17477502	1.0	0.999
gene:TraesCS6B03G0058600	Chr6B	18751634	18752794	-	18752214	Chr6B	17505251	17506411	-	17505831	1.0	0.993
gene:TraesCS6B03G0058700	Chr6B	18758565	18759719	-	18759142	Chr6B	17510540	17511694	-	17511117	1.0	0.99
gene:TraesCS6B03G0059200	Chr6B	18789158	18796933	-	18793045	Chr6B	17541099	17548843	-	17544971	0.991	0.985
gene:TraesCS6B03G0059300	Chr6B	18798866	18802124	-	18800495	Chr6B	17550604	17553807	-	17552205	0.968	0.949
gene:TraesCS6B03G0059800	Chr6B	18921169	18921738	-	18921453	Chr6B	17607372	17607941	-	17607656	1.0	0.957
gene:TraesCS6B03G0059900	Chr6B	18925907	18926449	-	18926178	Chr6B	17612523	17613065	-	17612794	1.0	0.966
gene:TraesCS6B03G0060200	Chr6B	18950001	18950570	-	18950285	Chr6B	17617259	17617828	-	17617543	1.0	0.989
gene:TraesCS6B03G0060300	Chr6B	18951652	18955977	-	18953814	Chr6B	17618908	17623204	-	17621056	0.999	0.989
gene:TraesCS6B03G0060400	Chr6B	18959381	18964102	+	18961741	Chr6B	17626567	17631276	+	17628921	0.986	0.97
gene:TraesCS6B03G0060500	Chr6B	19259304	19278233	+	19268768	Chr6B	17882144	17901117	+	17891630	1.0	1.0
gene:TraesCS6B03G0060600	Chr6B	19269168	19269908	+	19269538	Chr6B	17892052	17892792	+	17892422	1.0	1.0
gene:TraesCS6B03G0060800	Chr6B	19286287	19287822	+	19287054	Chr6B	17909169	17910704	+	17909936	1.0	1.0
gene:TraesCS6B03G0061100	Chr6B	19342776	19343237	+	19343006	Chr6B	17965656	17966117	+	17965886	1.0	1.0
gene:TraesCS6B03G0061200	Chr6B	19360463	19361437	+	19360950	Chr6B	17983345	17984319	+	17983832	1.0	1.0
gene:TraesCS6B03G0061500	Chr6B	19449611	19450915	+	19450263	Chr6B	18072507	18073811	+	18073159	1.0	1.0
gene:TraesCS6B03G0061900	Chr6B	19453760	19455056	+	19454408	Chr6B	18076657	18077953	+	18077305	1.0	1.0
gene:TraesCS6B03G0062000	Chr6B	19461239	19464989	+	19463114	Chr6B	18084104	18087854	+	18085979	1.0	1.0
gene:TraesCS6B03G0062600	Chr6B	19566807	19567490	-	19567148	Chr6B	18262823	18263506	-	18263164	1.0	1.0
gene:TraesCS6B03G0062800	Chr6B	19628098	19629681	+	19628889	Chr6B	18324101	18325684	+	18324892	1.0	1.0
gene:TraesCS6B03G0062900	Chr6B	19701508	19702074	+	19701791	Chr6B	18397581	18398147	+	18397864	1.0	1.0
gene:TraesCS6B03G0063300	Chr6B	19984085	19984573	+	19984329	Chr6B	18680298	18680786	+	18680542	1.0	1.0
gene:TraesCS6B03G0063400	Chr6B	20009684	20010319	+	20010001	Chr6B	18705896	18706531	+	18706213	1.0	0.998
gene:TraesCS6B03G0063600	Chr6B	20050119	20050455	-	20050287	Chr6B	18746371	18746707	-	18746539	1.0	1.0
gene:TraesCS6B03G0064100	Chr6B	20104089	20104859	-	20104474	Chr6B	18800344	18801114	-	18800729	1.0	0.998
gene:TraesCS6B03G0064400	Chr6B	20239279	20244945	-	20242112	Chr6B	18935199	18940865	-	18938032	1.0	1.0
gene:TraesCS6B03G0064500	Chr6B	20389866	20392134	+	20391000	Chr6B	19073795	19076063	+	19074929	1.0	1.0
gene:TraesCS6B03G0064700	Chr6B	20408534	20418327	+	20413430	Chr6B	19091657	19101450	+	19096553	1.0	0.999
gene:TraesCS6B03G0064800	Chr6B	20427149	20429657	+	20428403	Chr6B	19110115	19112623	+	19111369	1.0	1.0
gene:TraesCS6B03G0065000	Chr6B	20430039	20433975	-	20432007	Chr6B	19113005	19116941	-	19114973	1.0	1.0
gene:TraesCS6B03G0065100	Chr6B	20512314	20513471	-	20512892	Chr6B	19195126	19196283	-	19195704	1.0	1.0
gene:TraesCS6B03G0065400	Chr6B	20546501	20547743	+	20547122	Chr6B	19229314	19230556	+	19229935	1.0	1.0
gene:TraesCS6B03G0065700	Chr6B	20715922	20716830	-	20716376	Chr6B	19389982	19390890	-	19390436	1.0	1.0
gene:TraesCS6B03G0065800	Chr6B	20739221	20742345	-	20740783	Chr6B	19412946	19416070	-	19414508	1.0	1.0
gene:TraesCS6B03G0066300	Chr6B	20814231	20816681	-	20815456	Chr6B	19487072	19489522	-	19488297	1.0	0.999
gene:TraesCS6B03G0066400	Chr6B	20910951	20929091	+	20920021	Chr6B	19583832	19601974	+	19592903	1.0	1.0
gene:TraesCS6B03G0066800	Chr6B	20970292	20971927	+	20971109	Chr6B	19642859	19644494	+	19643676	1.0	0.999
gene:TraesCS6B03G0067000	Chr6B	21014532	21018710	+	21016621	Chr6B	19688415	19692593	+	19690504	1.0	1.0
gene:TraesCS6B03G0067300	Chr6B	21031108	21035779	+	21033443	Chr6B	19704992	19709642	+	19707317	1.0	0.99
gene:TraesCS6B03G0067500	Chr6B	21058476	21058988	-	21058732	Chr6B	19732350	19732862	-	19732606	1.0	1.0
gene:TraesCS6B03G0067800	Chr6B	21150018	21150546	-	21150282	Chr6B	19823870	19824398	-	19824134	1.0	1.0
gene:TraesCS6B03G0067900	Chr6B	21153256	21153654	-	21153455	Chr6B	19827108	19827506	-	19827307	1.0	1.0
gene:TraesCS6B03G0068100	Chr6B	21163414	21165123	-	21164268	Chr6B	19837263	19838972	-	19838117	1.0	1.0
gene:TraesCS6B03G0068200	Chr6B	21179445	21184616	+	21182030	Chr6B	19853294	19858465	+	19855879	1.0	0.999
gene:TraesCS6B03G0068400	Chr6B	21238179	21244392	+	21241285	Chr6B	19971036	19977249	+	19974142	1.0	1.0
gene:TraesCS6B03G0068600	Chr6B	21256700	21256930	+	21256815	Chr6B	19989556	19989786	+	19989671	1.0	1.0
gene:TraesCS6B03G0069000	Chr6B	21278007	21281519	+	21279763	Chr6B	20010862	20014375	+	20012618	1.0	1.0
gene:TraesCS6B03G0069200	Chr6B	21312367	21314110	-	21313238	Chr6B	20045238	20046981	-	20046109	1.0	0.999
