gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Kariega_tgt_chr	Kariega_tgt_start	Kariega_tgt_end	Kariega_tgt_strand	Kariega_tgt_midpoint	Kariega_coverage	Kariega_identity
gene:TraesCS3D03G0021100	Chr3D	3999469	4000474	+	3999971	Chr3D	9075009	9076015	+	9075512	0.996	0.965
gene:TraesCS3D03G0021200	Chr3D	4031672	4032662	-	4032167	Chr3D	9079532	9080544	-	9080038	0.998	0.951
gene:TraesCS3D03G0021300	Chr3D	4033298	4034189	+	4033743	Chr3D	9081174	9082064	+	9081619	0.998	0.922
gene:TraesCS3D03G0021400	Chr3D	4053385	4056293	-	4054839	Chr3D	9100412	9103312	-	9101862	0.991	0.936
gene:TraesCS3D03G0023000	Chr3D	4301512	4303273	+	4302392	Chr3D	9295762	9297494	+	9296628	0.982	0.937
gene:TraesCS3D03G0024400	Chr3D	4487254	4488429	+	4487841	Chr3D	9682240	9683395	-	9682817	0.983	0.906
gene:TraesCS3D03G0025200	Chr3D	4845352	4845861	-	4845606	Chr3D	9756393	9756902	-	9756647	1.0	0.901
gene:TraesCS3D03G0026000	Chr3D	4935230	4935895	-	4935562	Chr3D	10320140	10320804	-	10320472	1.0	0.958
gene:TraesCS3D03G0026700	Chr3D	4964476	4967939	+	4966207	Chr3D	10263918	10267610	+	10265764	1.0	0.955
gene:TraesCS3D03G0028000	Chr3D	5150285	5152919	-	5151602	Chr3D	14923898	14926511	+	14925204	0.982	0.924
gene:TraesCS3D03G0028700	Chr3D	5379183	5382995	-	5381089	Chr3D	10771772	10775521	-	10773646	0.988	0.906
gene:TraesCS3D03G0029200	Chr3D	5609039	5613244	-	5611141	Chr3D	11056713	11060831	-	11058772	0.939	0.9
gene:TraesCS3D03G0029500	Chr3D	5656561	5658853	+	5657707	Chr3D	11095668	11098074	+	11096871	1.0	0.953
gene:TraesCS3D03G0029700	Chr3D	5686609	5688092	-	5687350	Chr3D	11124361	11125844	-	11125102	1.0	1.0
gene:TraesCS3D03G0029900	Chr3D	5731894	5733309	+	5732601	Chr3D	11169650	11171065	+	11170357	1.0	1.0
gene:TraesCS3D03G0030000	Chr3D	5739726	5743791	-	5741758	Chr3D	11177482	11181549	-	11179515	1.0	1.0
gene:TraesCS3D03G0030100	Chr3D	5763633	5767044	-	5765338	Chr3D	11201413	11204824	-	11203118	1.0	0.999
gene:TraesCS3D03G0030200	Chr3D	5797017	5800765	+	5798891	Chr3D	11234815	11238563	+	11236689	1.0	1.0
gene:TraesCS3D03G0030300	Chr3D	5809005	5810319	+	5809662	Chr3D	11246805	11248119	+	11247462	1.0	1.0
gene:TraesCS3D03G0030400	Chr3D	5816005	5816940	+	5816472	Chr3D	11253801	11254736	+	11254268	1.0	1.0
gene:TraesCS3D03G0030500	Chr3D	5818304	5819531	-	5818917	Chr3D	11256100	11257327	-	11256713	1.0	0.998
gene:TraesCS3D03G0030600	Chr3D	5820146	5821511	-	5820828	Chr3D	11257942	11259307	-	11258624	1.0	1.0
gene:TraesCS3D03G0030900	Chr3D	5862195	5863530	-	5862862	Chr3D	11300067	11301402	-	11300734	1.0	1.0
gene:TraesCS3D03G0031000	Chr3D	5867190	5868919	+	5868054	Chr3D	11305068	11306797	+	11305932	1.0	1.0
gene:TraesCS3D03G0031100	Chr3D	5870206	5872024	-	5871115	Chr3D	11308084	11309902	-	11308993	1.0	1.0
gene:TraesCS3D03G0031200	Chr3D	5875186	5878680	+	5876933	Chr3D	11313064	11316558	+	11314811	1.0	1.0
gene:TraesCS3D03G0031300	Chr3D	5880800	5886024	-	5883412	Chr3D	11318678	11323902	-	11321290	1.0	1.0
gene:TraesCS3D03G0031400	Chr3D	6013557	6016610	+	6015083	Chr3D	11455310	11458362	+	11456836	1.0	1.0
gene:TraesCS3D03G0031600	Chr3D	6017542	6019765	-	6018653	Chr3D	11459310	11461533	-	11460421	1.0	1.0
gene:TraesCS3D03G0031700	Chr3D	6021226	6025147	-	6023186	Chr3D	11462994	11466918	-	11464956	1.0	1.0
gene:TraesCS3D03G0031800	Chr3D	6026140	6028193	-	6027166	Chr3D	11467911	11469964	-	11468937	1.0	1.0
gene:TraesCS3D03G0031900	Chr3D	6034462	6038139	+	6036300	Chr3D	11476233	11479906	+	11478069	1.0	1.0
gene:TraesCS3D03G0032000	Chr3D	6063729	6071669	+	6067699	Chr3D	11505489	11513429	+	11509459	1.0	1.0
gene:TraesCS3D03G0032100	Chr3D	6141043	6143113	+	6142078	Chr3D	11582794	11584864	+	11583829	1.0	1.0
gene:TraesCS3D03G0032200	Chr3D	6147248	6150321	-	6148784	Chr3D	11589001	11592074	-	11590537	1.0	1.0
gene:TraesCS3D03G0032400	Chr3D	6167729	6170462	-	6169095	Chr3D	11609482	11612215	-	11610848	1.0	1.0
gene:TraesCS3D03G0032700	Chr3D	6177438	6180753	-	6179095	Chr3D	11619191	11622506	-	11620848	1.0	1.0
gene:TraesCS3D03G0032800	Chr3D	6193499	6194282	+	6193890	Chr3D	11635252	11636035	+	11635643	1.0	0.998
gene:TraesCS3D03G0032900	Chr3D	6196409	6198230	-	6197319	Chr3D	11638162	11639983	-	11639072	1.0	1.0
gene:TraesCS3D03G0033400	Chr3D	6332166	6338039	+	6335102	Chr3D	11773828	11779701	+	11776764	1.0	1.0
gene:TraesCS3D03G0033500	Chr3D	6339455	6344609	-	6342032	Chr3D	11781117	11786271	-	11783694	1.0	1.0
gene:TraesCS3D03G0033600	Chr3D	6402458	6406175	-	6404316	Chr3D	11844121	11847838	-	11845979	1.0	1.0
gene:TraesCS3D03G0033700	Chr3D	6408680	6414449	+	6411564	Chr3D	11850343	11855910	+	11853126	1.0	1.0
gene:TraesCS3D03G0033800	Chr3D	6424052	6425978	-	6425015	Chr3D	11865159	11867085	-	11866122	1.0	1.0
gene:TraesCS3D03G0033900	Chr3D	6428865	6430477	+	6429671	Chr3D	11869972	11871584	+	11870778	1.0	0.999
gene:TraesCS3D03G0034100	Chr3D	6454019	6455576	-	6454797	Chr3D	11895129	11896686	-	11895907	1.0	0.999
gene:TraesCS3D03G0034200	Chr3D	6459248	6460446	-	6459847	Chr3D	11900357	11901555	-	11900956	1.0	1.0
gene:TraesCS3D03G0034300	Chr3D	6464310	6465173	-	6464741	Chr3D	11905405	11906268	-	11905836	1.0	0.998
gene:TraesCS3D03G0034400	Chr3D	6528383	6528670	-	6528526	Chr3D	11969460	11969747	-	11969603	1.0	1.0
gene:TraesCS3D03G0034800	Chr3D	6659972	6665271	+	6662621	Chr3D	12100572	12105871	+	12103221	1.0	0.999
gene:TraesCS3D03G0034900	Chr3D	6674763	6676403	+	6675583	Chr3D	12115363	12117003	+	12116183	1.0	0.999
gene:TraesCS3D03G0035000	Chr3D	6724677	6728276	+	6726476	Chr3D	12165190	12168788	+	12166989	1.0	0.999
gene:TraesCS3D03G0035100	Chr3D	6728459	6731952	-	6730205	Chr3D	12168971	12172464	-	12170717	1.0	1.0
gene:TraesCS3D03G0035200	Chr3D	6736247	6737317	-	6736782	Chr3D	12176762	12177832	-	12177297	1.0	1.0
gene:TraesCS3D03G0035300	Chr3D	6744076	6752258	+	6748167	Chr3D	12184467	12192649	+	12188558	1.0	1.0
gene:TraesCS3D03G0035400	Chr3D	6752843	6753088	+	6752965	Chr3D	12193234	12193479	+	12193356	1.0	1.0
gene:TraesCS3D03G0035600	Chr3D	6859224	6861630	-	6860427	Chr3D	12305762	12308168	-	12306965	1.0	1.0
gene:TraesCS3D03G0035700	Chr3D	6947951	6948541	+	6948246	Chr3D	12394464	12395054	+	12394759	1.0	1.0
gene:TraesCS3D03G0035900	Chr3D	6966063	6967893	+	6966978	Chr3D	12412584	12414414	+	12413499	1.0	1.0
gene:TraesCS3D03G0036100	Chr3D	6969121	6970794	-	6969957	Chr3D	12415642	12417315	-	12416478	1.0	1.0
gene:TraesCS3D03G0036200	Chr3D	6973041	6975568	+	6974304	Chr3D	12419561	12422088	+	12420824	1.0	1.0
gene:TraesCS3D03G0036500	Chr3D	7017167	7018259	+	7017713	Chr3D	12463350	12464442	+	12463896	1.0	1.0
gene:TraesCS3D03G0036700	Chr3D	7020377	7021321	-	7020849	Chr3D	12466560	12467504	-	12467032	1.0	1.0
gene:TraesCS3D03G0036900	Chr3D	7026135	7026917	+	7026526	Chr3D	12471974	12472756	+	12472365	1.0	1.0
gene:TraesCS3D03G0037100	Chr3D	7029142	7032386	-	7030764	Chr3D	12474981	12478225	-	12476603	1.0	1.0
gene:TraesCS3D03G0037400	Chr3D	7087609	7088550	-	7088079	Chr3D	12533228	12534169	-	12533698	1.0	1.0
gene:TraesCS3D03G0037500	Chr3D	7092063	7092587	+	7092325	Chr3D	12537682	12538206	+	12537944	1.0	1.0
gene:TraesCS3D03G0037600	Chr3D	7100495	7105183	-	7102839	Chr3D	12546115	12550803	-	12548459	1.0	1.0
gene:TraesCS3D03G0037900	Chr3D	7120235	7122799	-	7121517	Chr3D	12565586	12568150	-	12566868	1.0	1.0
gene:TraesCS3D03G0038200	Chr3D	7163467	7166630	+	7165048	Chr3D	12585354	12588239	+	12586796	1.0	1.0
gene:TraesCS3D03G0038500	Chr3D	7169943	7171604	+	7170773	Chr3D	12591552	12593213	+	12592382	1.0	0.999
gene:TraesCS3D03G0038600	Chr3D	7175330	7176971	+	7176150	Chr3D	12596939	12598580	+	12597759	1.0	1.0
gene:TraesCS3D03G0038800	Chr3D	7179334	7183356	+	7181345	Chr3D	12600761	12604783	+	12602772	1.0	1.0
gene:TraesCS3D03G0039000	Chr3D	7183880	7184701	-	7184290	Chr3D	12605307	12606128	-	12605717	1.0	1.0
gene:TraesCS3D03G0039200	Chr3D	7217237	7225137	+	7221187	Chr3D	12638534	12646434	+	12642484	1.0	0.999
gene:TraesCS3D03G0039300	Chr3D	7226047	7227533	+	7226790	Chr3D	12647344	12648830	+	12648087	1.0	1.0
gene:TraesCS3D03G0039400	Chr3D	7228566	7240939	-	7234752	Chr3D	12649863	12662057	-	12655960	1.0	1.0
gene:TraesCS3D03G0039500	Chr3D	7241582	7242961	-	7242271	Chr3D	12662700	12664079	-	12663389	1.0	1.0
gene:TraesCS3D03G0039600	Chr3D	7251751	7252314	+	7252032	Chr3D	12672762	12673325	+	12673043	1.0	1.0
gene:TraesCS3D03G0039700	Chr3D	7254664	7266601	-	7260632	Chr3D	12675201	12687138	-	12681169	1.0	1.0
gene:TraesCS3D03G0040000	Chr3D	7285215	7288674	-	7286944	Chr3D	12705551	12709010	-	12707280	1.0	1.0
gene:TraesCS3D03G0040200	Chr3D	7334462	7338445	+	7336453	Chr3D	12754637	12758620	+	12756628	1.0	1.0
gene:TraesCS3D03G0040400	Chr3D	7403155	7409310	+	7406232	Chr3D	12823509	12829664	+	12826586	1.0	1.0
gene:TraesCS3D03G0040700	Chr3D	7418373	7421201	-	7419787	Chr3D	12838729	12841557	-	12840143	1.0	1.0
gene:TraesCS3D03G0040800	Chr3D	7427458	7427712	-	7427585	Chr3D	12847816	12848070	-	12847943	1.0	1.0
gene:TraesCS3D03G0040900	Chr3D	7429965	7433037	+	7431501	Chr3D	12850311	12853383	+	12851847	1.0	1.0
gene:TraesCS3D03G0041000	Chr3D	7493463	7498234	-	7495848	Chr3D	12913809	12918580	-	12916194	1.0	1.0
gene:TraesCS3D03G0041300	Chr3D	7522839	7527760	+	7525299	Chr3D	12943177	12948098	+	12945637	1.0	1.0
gene:TraesCS3D03G0041400	Chr3D	7549339	7550922	+	7550130	Chr3D	12969764	12971347	+	12970555	1.0	0.999
gene:TraesCS3D03G0041800	Chr3D	7585847	7589830	+	7587838	Chr3D	13006279	13010262	+	13008270	1.0	0.999
gene:TraesCS3D03G0041900	Chr3D	7590335	7591628	+	7590981	Chr3D	13010767	13012060	+	13011413	1.0	1.0
gene:TraesCS3D03G0042300	Chr3D	7601444	7609251	-	7605347	Chr3D	13021872	13029680	-	13025776	1.0	1.0
gene:TraesCS3D03G0042400	Chr3D	7690390	7691435	+	7690912	Chr3D	13109935	13110980	+	13110457	1.0	1.0
gene:TraesCS3D03G0043300	Chr3D	8138893	8140566	+	8139729	Chr3D	13558098	13559771	+	13558934	1.0	1.0
gene:TraesCS3D03G0043500	Chr3D	8239258	8242083	+	8240670	Chr3D	13656104	13658929	+	13657516	1.0	1.0
gene:TraesCS3D03G0043600	Chr3D	8277487	8280089	+	8278788	Chr3D	13694395	13696997	+	13695696	1.0	1.0
gene:TraesCS3D03G0043700	Chr3D	8320259	8321415	+	8320837	Chr3D	13735685	13736841	+	13736263	1.0	1.0
gene:TraesCS3D03G0043900	Chr3D	8328071	8333098	-	8330584	Chr3D	13743500	13748528	-	13746014	1.0	1.0
gene:TraesCS3D03G0044100	Chr3D	8356379	8357707	+	8357043	Chr3D	13771815	13773143	+	13772479	1.0	1.0
gene:TraesCS3D03G0044200	Chr3D	8372701	8373950	+	8373325	Chr3D	13788111	13789360	+	13788735	1.0	0.999
gene:TraesCS3D03G0044300	Chr3D	8426587	8429482	+	8428034	Chr3D	13842012	13844907	+	13843459	1.0	1.0
gene:TraesCS3D03G0044600	Chr3D	8487360	8497127	-	8492243	Chr3D	13903908	13913677	-	13908792	1.0	1.0
gene:TraesCS3D03G0044700	Chr3D	8505458	8522068	-	8513763	Chr3D	13922018	13938631	-	13930324	1.0	1.0
gene:TraesCS3D03G0045000	Chr3D	8552322	8561666	+	8556994	Chr3D	13968888	13978232	+	13973560	1.0	1.0
gene:TraesCS3D03G0045300	Chr3D	8683024	8688361	-	8685692	Chr3D	14099553	14104890	-	14102221	1.0	1.0
gene:TraesCS3D03G0045500	Chr3D	8812791	8813102	-	8812946	Chr3D	14229398	14229709	-	14229553	1.0	1.0
gene:TraesCS3D03G0045600	Chr3D	8820162	8829812	-	8824987	Chr3D	14236772	14246420	-	14241596	0.999	0.999
gene:TraesCS3D03G0045700	Chr3D	8832917	8833534	-	8833225	Chr3D	14249517	14250134	-	14249825	1.0	1.0
gene:TraesCS3D03G0045800	Chr3D	8837581	8838578	+	8838079	Chr3D	14254181	14255178	+	14254679	1.0	1.0
gene:TraesCS3D03G0046000	Chr3D	8866479	8868089	+	8867284	Chr3D	14283074	14284684	+	14283879	1.0	0.999
gene:TraesCS3D03G0046200	Chr3D	8890606	8892415	+	8891510	Chr3D	14307207	14309016	+	14308111	1.0	1.0
gene:TraesCS3D03G0046300	Chr3D	8905756	8907633	+	8906694	Chr3D	14322357	14324234	+	14323295	1.0	1.0
gene:TraesCS3D03G0046500	Chr3D	8914290	8915894	+	8915092	Chr3D	14330891	14332495	+	14331693	1.0	1.0
gene:TraesCS3D03G0046800	Chr3D	8949746	8953588	-	8951667	Chr3D	14366332	14370174	-	14368253	1.0	1.0
gene:TraesCS3D03G0047200	Chr3D	9040120	9042595	-	9041357	Chr3D	14452902	14455377	-	14454139	1.0	1.0
gene:TraesCS3D03G0047300	Chr3D	9045663	9046706	+	9046184	Chr3D	14458437	14459480	+	14458958	1.0	1.0
gene:TraesCS3D03G0047400	Chr3D	9067415	9071466	+	9069440	Chr3D	14480198	14484292	+	14482245	1.0	0.999
gene:TraesCS3D03G0047500	Chr3D	9090174	9091806	+	9090990	Chr3D	14502971	14504603	+	14503787	1.0	1.0
gene:TraesCS3D03G0047600	Chr3D	9094624	9095960	+	9095292	Chr3D	14507425	14508761	+	14508093	1.0	1.0
gene:TraesCS3D03G0047800	Chr3D	9103707	9104725	-	9104216	Chr3D	14516499	14517517	-	14517008	1.0	1.0
gene:TraesCS3D03G0048000	Chr3D	9171904	9173677	+	9172790	Chr3D	14584710	14586483	+	14585596	1.0	1.0
gene:TraesCS3D03G0048100	Chr3D	9216227	9217955	+	9217091	Chr3D	14629049	14630777	+	14629913	1.0	1.0
gene:TraesCS3D03G0048300	Chr3D	9262697	9264364	+	9263530	Chr3D	14675530	14677197	+	14676363	1.0	0.999
gene:TraesCS3D03G0048600	Chr3D	9283273	9285881	+	9284577	Chr3D	14696076	14698684	+	14697380	1.0	1.0
gene:TraesCS3D03G0048700	Chr3D	9288987	9289975	+	9289481	Chr3D	14701798	14702785	+	14702291	1.0	1.0
gene:TraesCS3D03G0048900	Chr3D	9385721	9389682	-	9387701	Chr3D	14798527	14802488	-	14800507	1.0	1.0
gene:TraesCS3D03G0049000	Chr3D	9410879	9412043	+	9411461	Chr3D	14823508	14824672	+	14824090	1.0	1.0
gene:TraesCS3D03G0049100	Chr3D	9414889	9420217	-	9417553	Chr3D	14827518	14832845	-	14830181	0.999	0.999
gene:TraesCS3D03G0049600	Chr3D	9599209	9600993	+	9600101	Chr3D	15011874	15013658	+	15012766	1.0	1.0
gene:TraesCS3D03G0049700	Chr3D	9601039	9602599	+	9601819	Chr3D	15013704	15015264	+	15014484	1.0	1.0
gene:TraesCS3D03G0049800	Chr3D	9642912	9645761	-	9644336	Chr3D	15055597	15058446	-	15057021	1.0	1.0
gene:TraesCS3D03G0049900	Chr3D	9696728	9705737	-	9701232	Chr3D	15109405	15118410	-	15113907	1.0	1.0
gene:TraesCS3D03G0050200	Chr3D	9843184	9844949	-	9844066	Chr3D	15255738	15257503	-	15256620	1.0	1.0
gene:TraesCS3D03G0050300	Chr3D	9908667	9910624	-	9909645	Chr3D	15321263	15323181	-	15322222	0.978	0.978
gene:TraesCS3D03G0050700	Chr3D	10093256	10096556	+	10094906	Chr3D	15507637	15510937	+	15509287	1.0	0.997
gene:TraesCS3D03G0050900	Chr3D	10179632	10180891	-	10180261	Chr3D	15592918	15594177	-	15593547	1.0	1.0
gene:TraesCS3D03G0051000	Chr3D	10193063	10195809	-	10194436	Chr3D	15606347	15609093	-	15607720	1.0	1.0
gene:TraesCS3D03G0051800	Chr3D	10347697	10348291	-	10347994	Chr3D	15935472	15936066	+	15935769	1.0	0.995
gene:TraesCS3D03G0052000	Chr3D	10367251	10369760	-	10368505	Chr3D	15778814	15781323	-	15780068	1.0	1.0
gene:TraesCS3D03G0052200	Chr3D	10412012	10415061	+	10413536	Chr3D	15823349	15826398	+	15824873	1.0	1.0
gene:TraesCS3D03G0052300	Chr3D	10417155	10419866	+	10418510	Chr3D	15828492	15831203	+	15829847	1.0	1.0
gene:TraesCS3D03G0052400	Chr3D	10474435	10478449	-	10476442	Chr3D	15885735	15889749	-	15887742	1.0	1.0
gene:TraesCS3D03G0052800	Chr3D	10599469	10601719	+	10600594	Chr3D	16010776	16013026	+	16011901	1.0	1.0
gene:TraesCS3D03G0053000	Chr3D	10616718	10619972	+	10618345	Chr3D	16028027	16031281	+	16029654	1.0	1.0
gene:TraesCS3D03G0053100	Chr3D	10620906	10626048	-	10623477	Chr3D	16032224	16037354	-	16034789	1.0	0.999
gene:TraesCS3D03G0053200	Chr3D	10632072	10633414	+	10632743	Chr3D	16043383	16044725	+	16044054	1.0	1.0
gene:TraesCS3D03G0053400	Chr3D	10679533	10680785	+	10680159	Chr3D	16090841	16092093	+	16091467	1.0	1.0
gene:TraesCS3D03G0053500	Chr3D	10703482	10703703	-	10703592	Chr3D	16114847	16115068	-	16114957	1.0	1.0
gene:TraesCS3D03G0053600	Chr3D	10759523	10760607	+	10760065	Chr3D	16165511	16166595	+	16166053	1.0	1.0
gene:TraesCS3D03G0053700	Chr3D	10778523	10779359	-	10778941	Chr3D	16198921	16199757	-	16199339	1.0	1.0
gene:TraesCS3D03G0054000	Chr3D	10852987	10853766	-	10853376	Chr3D	16273136	16273915	-	16273525	1.0	1.0
gene:TraesCS3D03G0054300	Chr3D	10941650	10943429	+	10942539	Chr3D	16360445	16362224	+	16361334	1.0	1.0
gene:TraesCS3D03G0054500	Chr3D	11120492	11122426	-	11121459	Chr3D	16539377	16541311	-	16540344	1.0	1.0
gene:TraesCS3D03G0054800	Chr3D	11252272	11253486	-	11252879	Chr3D	16671012	16672226	-	16671619	1.0	1.0
gene:TraesCS3D03G0054900	Chr3D	11286658	11287556	+	11287107	Chr3D	16705306	16706204	+	16705755	1.0	1.0
gene:TraesCS3D03G0055000	Chr3D	11295083	11317146	+	11306114	Chr3D	16713731	16735794	+	16724762	1.0	1.0
gene:TraesCS3D03G0055300	Chr3D	11322770	11324427	+	11323598	Chr3D	16741420	16743077	+	16742248	1.0	1.0
gene:TraesCS3D03G0055200	Chr3D	11319775	11327829	-	11323802	Chr3D	16738425	16746482	-	16742453	1.0	1.0
gene:TraesCS3D03G0055400	Chr3D	11331377	11332102	+	11331739	Chr3D	16750038	16750763	+	16750400	1.0	1.0
gene:TraesCS3D03G0055600	Chr3D	11353894	11355493	+	11354693	Chr3D	16772556	16774155	+	16773355	1.0	0.999
gene:TraesCS3D03G0055900	Chr3D	11376093	11377937	-	11377015	Chr3D	16794753	16796597	-	16795675	1.0	1.0
gene:TraesCS3D03G0056000	Chr3D	11393436	11394749	-	11394092	Chr3D	16812095	16813408	-	16812751	1.0	1.0
gene:TraesCS3D03G0056200	Chr3D	11405206	11409716	-	11407461	Chr3D	16823864	16828374	-	16826119	1.0	1.0
gene:TraesCS3D03G0056600	Chr3D	11534102	11536601	+	11535351	Chr3D	16952812	16955311	+	16954061	1.0	1.0
gene:TraesCS3D03G0056700	Chr3D	11540557	11543658	-	11542107	Chr3D	16959267	16962368	-	16960817	1.0	1.0
gene:TraesCS3D03G0056800	Chr3D	11550973	11552851	+	11551912	Chr3D	16969683	16971561	+	16970622	1.0	1.0
gene:TraesCS3D03G0057000	Chr3D	11559878	11561362	+	11560620	Chr3D	16978594	16980078	+	16979336	1.0	1.0
gene:TraesCS3D03G0057300	Chr3D	11689821	11691280	+	11690550	Chr3D	17108529	17109988	+	17109258	1.0	1.0
gene:TraesCS3D03G0057400	Chr3D	11705237	11710330	+	11707783	Chr3D	17123944	17129037	+	17126490	1.0	1.0
gene:TraesCS3D03G0057500	Chr3D	11713717	11720888	+	11717302	Chr3D	17132291	17139462	+	17135876	1.0	1.0
gene:TraesCS3D03G0057600	Chr3D	11729168	11730860	-	11730014	Chr3D	17147742	17149434	-	17148588	1.0	1.0
gene:TraesCS3D03G0057800	Chr3D	11753029	11754712	+	11753870	Chr3D	17171602	17173285	+	17172443	1.0	1.0
gene:TraesCS3D03G0057900	Chr3D	11773840	11775966	-	11774903	Chr3D	17192413	17194539	-	17193476	1.0	0.999
gene:TraesCS3D03G0058400	Chr3D	11929579	11935018	+	11932298	Chr3D	17402532	17409220	+	17405876	1.0	1.0
gene:TraesCS3D03G0058500	Chr3D	11939031	11942557	+	11940794	Chr3D	17413233	17416759	+	17414996	1.0	0.998
gene:TraesCS3D03G0058600	Chr3D	12051723	12053124	-	12052423	Chr3D	17525789	17527190	-	17526489	1.0	1.0
gene:TraesCS3D03G0059000	Chr3D	12145088	12149650	-	12147369	Chr3D	17619171	17623733	-	17621452	1.0	1.0
gene:TraesCS3D03G0059200	Chr3D	12184720	12185958	+	12185339	Chr3D	17658768	17660006	+	17659387	1.0	1.0
gene:TraesCS3D03G0059300	Chr3D	12194738	12200764	-	12197751	Chr3D	17668796	17674822	-	17671809	1.0	1.0
gene:TraesCS3D03G0059500	Chr3D	12231058	12234059	+	12232558	Chr3D	17705109	17708110	+	17706609	1.0	1.0
gene:TraesCS3D03G0059600	Chr3D	12238171	12239093	+	12238632	Chr3D	17712222	17713144	+	17712683	1.0	1.0
gene:TraesCS3D03G0059700	Chr3D	12254168	12256167	-	12255167	Chr3D	17805392	17807389	+	17806390	1.0	0.993
gene:TraesCS3D03G0060200	Chr3D	12307575	12308744	-	12308159	Chr3D	17784752	17785921	-	17785336	1.0	1.0
gene:TraesCS3D03G0060300	Chr3D	12312383	12313360	+	12312871	Chr3D	17789560	17790537	+	17790048	1.0	1.0
gene:TraesCS3D03G0060400	Chr3D	12328239	12330238	+	12329238	Chr3D	17731312	17733309	-	17732310	0.994	0.948
gene:TraesCS3D03G0060600	Chr3D	12338508	12339926	+	12339217	Chr3D	17815696	17817114	+	17816405	1.0	1.0
gene:TraesCS3D03G0060900	Chr3D	12373634	12374040	+	12373837	Chr3D	17850857	17851263	+	17851060	1.0	1.0
gene:TraesCS3D03G0061000	Chr3D	12374733	12375842	-	12375287	Chr3D	17851956	17853065	-	17852510	1.0	1.0
gene:TraesCS3D03G0061200	Chr3D	12385127	12385551	-	12385339	Chr3D	17862372	17862796	-	17862584	1.0	1.0
gene:TraesCS3D03G0061300	Chr3D	12406781	12407953	-	12407367	Chr3D	17884030	17885202	-	17884616	1.0	1.0
gene:TraesCS3D03G0061400	Chr3D	12409401	12410057	+	12409729	Chr3D	17886650	17887306	+	17886978	1.0	1.0
gene:TraesCS3D03G0061500	Chr3D	12415658	12416526	+	12416092	Chr3D	17892907	17893775	+	17893341	1.0	1.0
gene:TraesCS3D03G0061600	Chr3D	12453590	12458078	-	12455834	Chr3D	17930805	17935293	-	17933049	1.0	1.0
gene:TraesCS3D03G0062400	Chr3D	12590049	12591430	+	12590739	Chr3D	18067257	18068638	+	18067947	1.0	0.999
gene:TraesCS3D03G0062500	Chr3D	12659508	12659978	+	12659743	Chr3D	18136723	18137193	+	18136958	1.0	1.0
gene:TraesCS3D03G0062600	Chr3D	12663049	12665321	+	12664185	Chr3D	18140263	18142536	+	18141399	1.0	1.0
