gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Kariega_tgt_chr	Kariega_tgt_start	Kariega_tgt_end	Kariega_tgt_strand	Kariega_tgt_midpoint	Kariega_coverage	Kariega_identity
gene:TraesCS1D03G0003200	Chr1D	465036	466154	-	465595	Chr1D	591920	593038	-	592479	1.0	0.998
gene:TraesCS1D03G0003300	Chr1D	588197	590502	-	589349	Chr1D	772736	774979	-	773857	0.993	0.978
gene:TraesCS1D03G0003500	Chr1D	670994	672152	+	671573	Chr1D	844950	846110	+	845530	1.0	0.993
gene:TraesCS1D03G0004700	Chr1D	885654	889258	-	887456	Chr1D	1074075	1077669	-	1075872	0.996	0.986
gene:TraesCS1D03G0006800	Chr1D	2215187	2215661	-	2215424	Chr1D	3096533	3097002	-	3096767	1.0	0.976
gene:TraesCS1D03G0006900	Chr1D	2225968	2228621	+	2227294	Chr1D	3110287	3112940	+	3111613	1.0	0.995
gene:TraesCS1D03G0007000	Chr1D	2291123	2291984	-	2291553	Chr1D	3160102	3160965	-	3160533	1.0	0.977
gene:TraesCS1D03G0007600	Chr1D	2536433	2539112	+	2537772	Chr1D	3584902	3587536	+	3586219	0.996	0.985
gene:TraesCS1D03G0007900	Chr1D	2605425	2608487	+	2606956	Chr1D	3646369	3649430	+	3647899	1.0	0.995
gene:TraesCS1D03G0008000	Chr1D	2612463	2616304	+	2614383	Chr1D	3653367	3657208	+	3655287	1.0	0.999
gene:TraesCS1D03G0008100	Chr1D	2617136	2620159	-	2618647	Chr1D	3658040	3661065	-	3659552	1.0	0.998
gene:TraesCS1D03G0008200	Chr1D	2648853	2656401	+	2652627	Chr1D	3691241	3698890	+	3695065	1.0	0.991
gene:TraesCS1D03G0008400	Chr1D	2658914	2664872	-	2661893	Chr1D	3701401	3707362	-	3704381	1.0	0.996
gene:TraesCS1D03G0008500	Chr1D	2679004	2685472	+	2682238	Chr1D	3727070	3733555	+	3730312	0.98	0.966
gene:TraesCS1D03G0008600	Chr1D	2718545	2721537	+	2720041	Chr1D	3772671	3775691	+	3774181	1.0	0.993
gene:TraesCS1D03G0008800	Chr1D	2722891	2723820	-	2723355	Chr1D	3777051	3777980	-	3777515	1.0	0.995
gene:TraesCS1D03G0009100	Chr1D	2796340	2799441	-	2797890	Chr1D	3827535	3830636	-	3829085	1.0	0.992
gene:TraesCS1D03G0009200	Chr1D	2803813	2805476	+	2804644	Chr1D	3834590	3836253	+	3835421	1.0	1.0
gene:TraesCS1D03G0009300	Chr1D	2808366	2809991	-	2809178	Chr1D	3839143	3840768	-	3839955	1.0	0.998
gene:TraesCS1D03G0009400	Chr1D	2818068	2821589	-	2819828	Chr1D	3846870	3850391	-	3848630	1.0	0.99
gene:TraesCS1D03G0009500	Chr1D	2850565	2852033	-	2851299	Chr1D	3940747	3942215	-	3941481	1.0	0.996
gene:TraesCS1D03G0009900	Chr1D	2927907	2928881	+	2928394	Chr1D	3994731	3995714	+	3995222	1.0	0.987
gene:TraesCS1D03G0010000	Chr1D	2945825	2946808	+	2946316	Chr1D	4012397	4013380	+	4012888	1.0	0.994
gene:TraesCS1D03G0010400	Chr1D	3008174	3009061	+	3008617	Chr1D	4213105	4214001	+	4213553	1.0	0.988
gene:TraesCS1D03G0010500	Chr1D	3017359	3018255	+	3017807	Chr1D	4222040	4222936	+	4222488	1.0	0.995
gene:TraesCS1D03G0010600	Chr1D	3035516	3036070	+	3035793	Chr1D	4236335	4236889	+	4236612	1.0	0.998
gene:TraesCS1D03G0010900	Chr1D	3049234	3052252	+	3050743	Chr1D	4250438	4253675	+	4252056	1.0	0.992
gene:TraesCS1D03G0011000	Chr1D	3051473	3051794	-	3051633	Chr1D	4252894	4253215	-	4253054	1.0	0.995
gene:TraesCS1D03G0011200	Chr1D	3058505	3059110	+	3058807	Chr1D	4259656	4260261	+	4259958	1.0	0.998
gene:TraesCS1D03G0011900	Chr1D	3146520	3146738	+	3146629	Chr1D	4428712	4428930	+	4428821	1.0	0.995
gene:TraesCS1D03G0012000	Chr1D	3156660	3157255	+	3156957	Chr1D	4456881	4457493	+	4457187	0.996	0.944
gene:TraesCS1D03G0012400	Chr1D	3168296	3169363	-	3168829	Chr1D	4467075	4468142	-	4467608	1.0	0.993
gene:TraesCS1D03G0012300	Chr1D	3168296	3169363	-	3168829	Chr1D	4467075	4468142	-	4467608	1.0	0.992
gene:TraesCS1D03G0012700	Chr1D	3317114	3318407	+	3317760	Chr1D	6123301	6124585	-	6123943	0.996	0.96
gene:TraesCS1D03G0013000	Chr1D	3377746	3382876	+	3380311	Chr1D	4549483	4554613	+	4552048	1.0	0.993
gene:TraesCS1D03G0013100	Chr1D	3429890	3431151	+	3430520	Chr1D	4592407	4593688	+	4593047	1.0	0.977
gene:TraesCS1D03G0013800	Chr1D	3627105	3631812	-	3629458	Chr1D	4785916	4790623	-	4788269	1.0	1.0
gene:TraesCS1D03G0014100	Chr1D	3654017	3654448	+	3654232	Chr1D	4812722	4813153	+	4812937	1.0	1.0
gene:TraesCS1D03G0014200	Chr1D	3667788	3668400	+	3668094	Chr1D	4826243	4826855	+	4826549	1.0	1.0
gene:TraesCS1D03G0014300	Chr1D	3673182	3675464	-	3674323	Chr1D	4831359	4833641	-	4832500	1.0	1.0
gene:TraesCS1D03G0014700	Chr1D	3726798	3728037	+	3727417	Chr1D	4884805	4886044	+	4885424	1.0	1.0
gene:TraesCS1D03G0014900	Chr1D	3787854	3789079	-	3788466	Chr1D	4945087	4946312	-	4945699	1.0	1.0
gene:TraesCS1D03G0015100	Chr1D	3821069	3822598	+	3821833	Chr1D	4977612	4979141	+	4978376	1.0	1.0
gene:TraesCS1D03G0015200	Chr1D	3916114	3917013	-	3916563	Chr1D	5072258	5073157	-	5072707	1.0	1.0
gene:TraesCS1D03G0015300	Chr1D	3943302	3944607	-	3943954	Chr1D	5098871	5100176	-	5099523	1.0	0.998
gene:TraesCS1D03G0015500	Chr1D	4008439	4008696	+	4008567	Chr1D	5163019	5163276	+	5163147	1.0	1.0
gene:TraesCS1D03G0015600	Chr1D	4031888	4032790	-	4032339	Chr1D	5186469	5187371	-	5186920	1.0	1.0
gene:TraesCS1D03G0015900	Chr1D	4161332	4165555	+	4163443	Chr1D	5315139	5319362	+	5317250	1.0	0.999
gene:TraesCS1D03G0016000	Chr1D	4168175	4172160	+	4170167	Chr1D	5321981	5325966	+	5323973	1.0	1.0
gene:TraesCS1D03G0016100	Chr1D	4172892	4176565	+	4174728	Chr1D	5326698	5330371	+	5328534	1.0	1.0
gene:TraesCS1D03G0016200	Chr1D	4177197	4182517	-	4179857	Chr1D	5331003	5336323	-	5333663	1.0	0.99
gene:TraesCS1D03G0016600	Chr1D	4286412	4287695	-	4287053	Chr1D	5440227	5441510	-	5440868	1.0	1.0
gene:TraesCS1D03G0016700	Chr1D	4386351	4395126	-	4390738	Chr1D	5537523	5546307	-	5541915	1.0	1.0
gene:TraesCS1D03G0016800	Chr1D	4395798	4401534	+	4398666	Chr1D	5546979	5552711	+	5549845	1.0	1.0
gene:TraesCS1D03G0017100	Chr1D	4441316	4442197	-	4441756	Chr1D	5592386	5593267	-	5592826	1.0	1.0
gene:TraesCS1D03G0017400	Chr1D	4485187	4486277	-	4485732	Chr1D	5636304	5637394	-	5636849	1.0	1.0
gene:TraesCS1D03G0017500	Chr1D	4511639	4512641	-	4512140	Chr1D	5662757	5663759	-	5663258	1.0	0.998
gene:TraesCS1D03G0017600	Chr1D	4546440	4547558	+	4546999	Chr1D	5697559	5698674	+	5698116	0.997	0.997
gene:TraesCS1D03G0018300	Chr1D	4940040	4941015	-	4940527	Chr1D	6095913	6096888	-	6096400	1.0	1.0
gene:TraesCS1D03G0018400	Chr1D	4950479	4952240	+	4951359	Chr1D	6133969	6135730	+	6134849	1.0	1.0
gene:TraesCS1D03G0018500	Chr1D	5055567	5056764	-	5056165	Chr1D	6239065	6240262	-	6239663	1.0	1.0
gene:TraesCS1D03G0018700	Chr1D	5085791	5087899	+	5086845	Chr1D	6268593	6270701	+	6269647	1.0	1.0
gene:TraesCS1D03G0018900	Chr1D	5217817	5223338	+	5220577	Chr1D	6400669	6406195	+	6403432	1.0	1.0
gene:TraesCS1D03G0019300	Chr1D	5269306	5276316	+	5272811	Chr1D	6452273	6459283	+	6455778	1.0	0.998
gene:TraesCS1D03G0019400	Chr1D	5314169	5316891	-	5315530	Chr1D	6497133	6499855	-	6498494	1.0	1.0
gene:TraesCS1D03G0019700	Chr1D	5321435	5327699	-	5324567	Chr1D	6504399	6510663	-	6507531	1.0	1.0
gene:TraesCS1D03G0020000	Chr1D	5416602	5418218	-	5417410	Chr1D	6598747	6600363	-	6599555	1.0	1.0
gene:TraesCS1D03G0020600	Chr1D	5575968	5580858	-	5578413	Chr1D	6758181	6763071	-	6760626	1.0	0.999
gene:TraesCS1D03G0020700	Chr1D	5584625	5585680	+	5585152	Chr1D	6766838	6767896	+	6767367	1.0	0.997
gene:TraesCS1D03G0020900	Chr1D	5619330	5620109	-	5619719	Chr1D	6801027	6801806	-	6801416	1.0	1.0
gene:TraesCS1D03G0021000	Chr1D	5687938	5689538	+	5688738	Chr1D	6869632	6871232	+	6870432	1.0	1.0
gene:TraesCS1D03G0021100	Chr1D	5695036	5696676	+	5695856	Chr1D	6876730	6878370	+	6877550	1.0	1.0
gene:TraesCS1D03G0021200	Chr1D	5734745	5736216	+	5735480	Chr1D	6916456	6917927	+	6917191	1.0	1.0
gene:TraesCS1D03G0021300	Chr1D	5787123	5792364	-	5789743	Chr1D	6968802	6974047	-	6971424	1.0	1.0
gene:TraesCS1D03G0021400	Chr1D	5800416	5801330	+	5800873	Chr1D	6982099	6983013	+	6982556	1.0	1.0
gene:TraesCS1D03G0021500	Chr1D	5850271	5855556	-	5852913	Chr1D	7031968	7037262	-	7034615	1.0	1.0
gene:TraesCS1D03G0021700	Chr1D	5866018	5869520	+	5867769	Chr1D	7047722	7051224	+	7049473	1.0	0.998
gene:TraesCS1D03G0021800	Chr1D	5870381	5874515	-	5872448	Chr1D	7052085	7056220	-	7054152	1.0	0.999
gene:TraesCS1D03G0021900	Chr1D	5887607	5888518	+	5888062	Chr1D	7070119	7071030	+	7070574	1.0	1.0
gene:TraesCS1D03G0022000	Chr1D	5889906	5894463	+	5892184	Chr1D	7072418	7076975	+	7074696	1.0	1.0
gene:TraesCS1D03G0022100	Chr1D	5895435	5897468	+	5896451	Chr1D	7077947	7079980	+	7078963	1.0	1.0
gene:TraesCS1D03G0022200	Chr1D	5899194	5901390	+	5900292	Chr1D	7081706	7083902	+	7082804	1.0	1.0
gene:TraesCS1D03G0022700	Chr1D	5955107	5961830	+	5958468	Chr1D	7137627	7144350	+	7140988	1.0	1.0
gene:TraesCS1D03G0022800	Chr1D	5962133	5963519	+	5962826	Chr1D	7144653	7146039	+	7145346	1.0	1.0
gene:TraesCS1D03G0022900	Chr1D	5965029	5967804	-	5966416	Chr1D	7147558	7150333	-	7148945	1.0	0.999
gene:TraesCS1D03G0023500	Chr1D	6574304	6577432	+	6575868	Chr1D	7756464	7759592	+	7758028	1.0	1.0
gene:TraesCS1D03G0023700	Chr1D	6607032	6641306	+	6624169	Chr1D	7789259	7823548	+	7806403	1.0	1.0
gene:TraesCS1D03G0023900	Chr1D	6664438	6678885	+	6671661	Chr1D	7846672	7861125	+	7853898	1.0	1.0
gene:TraesCS1D03G0024100	Chr1D	6702026	6705310	-	6703668	Chr1D	7884290	7887575	-	7885932	1.0	0.999
gene:TraesCS1D03G0024300	Chr1D	6717424	6717978	-	6717701	Chr1D	7899690	7900244	-	7899967	1.0	1.0
gene:TraesCS1D03G0024400	Chr1D	6734472	6735112	-	6734792	Chr1D	7916763	7917403	-	7917083	1.0	1.0
gene:TraesCS1D03G0024500	Chr1D	6762398	6765377	-	6763887	Chr1D	7944675	7947654	-	7946164	1.0	1.0
gene:TraesCS1D03G0024600	Chr1D	6768889	6782560	-	6775724	Chr1D	7951166	7964837	-	7958001	1.0	0.999
gene:TraesCS1D03G0024700	Chr1D	6788386	6789994	-	6789190	Chr1D	7970665	7972272	-	7971468	1.0	1.0
gene:TraesCS1D03G0024800	Chr1D	6803517	6804251	-	6803884	Chr1D	7985796	7986530	-	7986163	1.0	1.0
gene:TraesCS1D03G0025100	Chr1D	6836115	6836863	-	6836489	Chr1D	8018394	8019142	-	8018768	1.0	0.998
gene:TraesCS1D03G0025200	Chr1D	6847588	6847915	-	6847751	Chr1D	8030056	8030383	-	8030219	1.0	1.0
gene:TraesCS1D03G0025400	Chr1D	6896537	6898345	-	6897441	Chr1D	8075290	8077098	-	8076194	1.0	1.0
gene:TraesCS1D03G0025500	Chr1D	6910143	6911975	+	6911059	Chr1D	8088939	8090771	+	8089855	1.0	0.996
gene:TraesCS1D03G0026000	Chr1D	6974090	6976661	-	6975375	Chr1D	8132913	8135484	-	8134198	1.0	0.985
gene:TraesCS1D03G0026200	Chr1D	6981796	6982558	-	6982177	Chr1D	8154886	8155646	-	8155266	0.995	0.982
gene:TraesCS1D03G0026400	Chr1D	7025015	7028044	-	7026529	Chr1D	8192965	8195944	-	8194454	1.0	0.986
gene:TraesCS1D03G0026800	Chr1D	7142988	7145861	-	7144424	Chr1D	8271487	8274360	-	8272923	1.0	0.991
gene:TraesCS1D03G0026900	Chr1D	7150081	7152861	-	7151471	Chr1D	8278464	8281244	-	8279854	1.0	1.0
gene:TraesCS1D03G0027100	Chr1D	7162457	7164005	-	7163231	Chr1D	8290842	8292390	-	8291616	1.0	1.0
gene:TraesCS1D03G0027500	Chr1D	7198014	7203075	-	7200544	Chr1D	8326349	8331410	-	8328879	1.0	1.0
gene:TraesCS1D03G0027600	Chr1D	7205594	7209460	+	7207527	Chr1D	8333929	8337795	+	8335862	1.0	1.0
gene:TraesCS1D03G0027700	Chr1D	7209703	7211493	-	7210598	Chr1D	8338038	8339828	-	8338933	1.0	1.0
gene:TraesCS1D03G0027800	Chr1D	7217568	7219054	-	7218311	Chr1D	8345641	8347127	-	8346384	1.0	1.0
gene:TraesCS1D03G0027900	Chr1D	7220638	7226063	+	7223350	Chr1D	8348715	8354140	+	8351427	1.0	1.0
gene:TraesCS1D03G0028000	Chr1D	7248635	7250357	+	7249496	Chr1D	8376558	8378280	+	8377419	1.0	1.0
gene:TraesCS1D03G0028400	Chr1D	7295347	7297250	+	7296298	Chr1D	8423270	8425173	+	8424221	1.0	1.0
gene:TraesCS1D03G0028500	Chr1D	7329510	7332180	+	7330845	Chr1D	8457128	8459798	+	8458463	1.0	0.999
gene:TraesCS1D03G0028600	Chr1D	7344236	7345795	+	7345015	Chr1D	8472981	8474540	+	8473760	1.0	1.0
gene:TraesCS1D03G0028700	Chr1D	7346429	7346764	+	7346596	Chr1D	8475174	8475509	+	8475341	1.0	1.0
gene:TraesCS1D03G0029000	Chr1D	7444347	7445118	-	7444732	Chr1D	8573020	8573791	-	8573405	1.0	1.0
gene:TraesCS1D03G0029100	Chr1D	7448772	7453083	+	7450927	Chr1D	8577445	8581794	+	8579619	1.0	1.0
gene:TraesCS1D03G0029300	Chr1D	7458483	7460471	+	7459477	Chr1D	8587194	8589182	+	8588188	1.0	1.0
gene:TraesCS1D03G0029400	Chr1D	7461845	7465604	-	7463724	Chr1D	8590556	8594315	-	8592435	1.0	1.0
gene:TraesCS1D03G0029500	Chr1D	7469380	7470382	-	7469881	Chr1D	8598090	8599092	-	8598591	1.0	1.0
gene:TraesCS1D03G0029700	Chr1D	7485862	7490452	-	7488157	Chr1D	8614572	8619162	-	8616867	1.0	1.0
gene:TraesCS1D03G0029900	Chr1D	7495928	7498713	-	7497320	Chr1D	8624639	8627424	-	8626031	1.0	1.0
gene:TraesCS1D03G0030000	Chr1D	7504293	7508717	+	7506505	Chr1D	8633007	8637429	+	8635218	1.0	1.0
gene:TraesCS1D03G0030400	Chr1D	7557933	7558861	-	7558397	Chr1D	8686651	8687579	-	8687115	1.0	1.0
gene:TraesCS1D03G0030700	Chr1D	7584288	7585388	-	7584838	Chr1D	8713010	8714110	-	8713560	1.0	1.0
gene:TraesCS1D03G0030800	Chr1D	7609089	7610266	+	7609677	Chr1D	8737803	8738980	+	8738391	1.0	1.0
gene:TraesCS1D03G0030900	Chr1D	7632197	7635495	-	7633846	Chr1D	8760872	8764170	-	8762521	1.0	1.0
gene:TraesCS1D03G0031000	Chr1D	7636833	7639437	+	7638135	Chr1D	8765521	8768125	+	8766823	1.0	1.0
gene:TraesCS1D03G0031100	Chr1D	7640389	7642599	-	7641494	Chr1D	8769077	8771287	-	8770182	1.0	0.999
gene:TraesCS1D03G0031300	Chr1D	7703824	7706918	-	7705371	Chr1D	8832539	8835633	-	8834086	1.0	1.0
gene:TraesCS1D03G0031400	Chr1D	7742263	7744697	+	7743480	Chr1D	8870990	8873424	+	8872207	1.0	1.0
gene:TraesCS1D03G0031500	Chr1D	7766021	7767467	-	7766744	Chr1D	8894737	8896183	-	8895460	1.0	1.0
gene:TraesCS1D03G0031800	Chr1D	7772412	7776370	-	7774391	Chr1D	8901128	8905086	-	8903107	1.0	0.999
gene:TraesCS1D03G0031700	Chr1D	7771995	7779704	+	7775849	Chr1D	8900711	8908420	+	8904565	1.0	0.999
gene:TraesCS1D03G0031900	Chr1D	7797379	7799716	+	7798547	Chr1D	8926094	8928431	+	8927262	1.0	0.999
gene:TraesCS1D03G0032000	Chr1D	7806662	7810184	-	7808423	Chr1D	8935419	8938941	-	8937180	1.0	1.0
gene:TraesCS1D03G0032300	Chr1D	7843644	7847436	-	7845540	Chr1D	8972398	8976190	-	8974294	1.0	1.0
gene:TraesCS1D03G0032400	Chr1D	7854309	7869098	+	7861703	Chr1D	8983063	8997853	+	8990458	1.0	1.0
gene:TraesCS1D03G0032500	Chr1D	7890500	7891777	-	7891138	Chr1D	9019259	9020536	-	9019897	1.0	1.0
gene:TraesCS1D03G0032700	Chr1D	7896242	7902109	-	7899175	Chr1D	9025001	9030868	-	9027934	1.0	1.0
gene:TraesCS1D03G0032900	Chr1D	7925981	7929834	+	7927907	Chr1D	9054788	9058642	+	9056715	1.0	1.0
gene:TraesCS1D03G0033000	Chr1D	7933872	7935232	+	7934552	Chr1D	9062680	9064040	+	9063360	1.0	1.0
gene:TraesCS1D03G0033100	Chr1D	8006183	8010570	-	8008376	Chr1D	9135084	9139471	-	9137277	1.0	1.0
gene:TraesCS1D03G0033200	Chr1D	8015283	8031795	+	8023539	Chr1D	9144184	9160699	+	9152441	1.0	0.999
gene:TraesCS1D03G0033800	Chr1D	8093813	8098708	+	8096260	Chr1D	9247494	9252415	+	9249954	0.997	0.968
gene:TraesCS1D03G0034100	Chr1D	8116295	8117076	+	8116685	Chr1D	9339181	9339963	+	9339572	1.0	0.987
gene:TraesCS1D03G0034200	Chr1D	8137290	8139047	+	8138168	Chr1D	9368495	9370252	+	9369373	1.0	1.0
gene:TraesCS1D03G0034400	Chr1D	8166280	8177789	+	8172034	Chr1D	9397537	9409141	+	9403339	1.0	0.996
gene:TraesCS1D03G0035000	Chr1D	8189624	8191287	+	8190455	Chr1D	9420976	9422639	+	9421807	1.0	1.0
gene:TraesCS1D03G0035100	Chr1D	8241841	8244372	+	8243106	Chr1D	9473029	9475578	+	9474303	1.0	0.991
gene:TraesCS1D03G0035200	Chr1D	8254180	8255126	+	8254653	Chr1D	9485370	9486317	+	9485843	1.0	0.983
gene:TraesCS1D03G0035400	Chr1D	8293631	8295994	-	8294812	Chr1D	10010585	10012927	-	10011756	0.984	0.964
gene:TraesCS1D03G0035500	Chr1D	8296531	8299442	+	8297986	Chr1D	9860895	9863590	+	9862242	1.0	0.976
gene:TraesCS1D03G0035600	Chr1D	8315967	8318268	-	8317117	Chr1D	10078546	10080897	-	10079721	0.998	0.928
gene:TraesCS1D03G0035800	Chr1D	8324667	8326267	-	8325467	Chr1D	10088122	10089735	-	10088928	1.0	0.977
gene:TraesCS1D03G0035900	Chr1D	8332217	8336281	-	8334249	Chr1D	10219008	10223073	-	10221040	0.996	0.987
gene:TraesCS1D03G0036000	Chr1D	8337814	8340700	-	8339257	Chr1D	10224662	10227570	-	10226116	1.0	0.982
gene:TraesCS1D03G0036100	Chr1D	8363677	8369101	-	8366389	Chr1D	10255998	10261420	-	10258709	0.998	0.989
gene:TraesCS1D03G0036400	Chr1D	8513539	8514237	-	8513888	Chr1D	10436630	10437328	-	10436979	1.0	0.996
gene:TraesCS1D03G0036500	Chr1D	8591248	8594687	-	8592967	Chr1D	10658443	10661925	-	10660184	1.0	0.983
gene:TraesCS1D03G0036700	Chr1D	8633821	8637432	-	8635626	Chr1D	10691889	10695505	-	10693697	0.999	0.99
gene:TraesCS1D03G0036800	Chr1D	8667203	8668447	+	8667825	Chr1D	10731535	10732779	+	10732157	1.0	0.991
gene:TraesCS1D03G0036900	Chr1D	8676817	8678607	+	8677712	Chr1D	10741244	10743034	+	10742139	1.0	0.994
gene:TraesCS1D03G0037000	Chr1D	8686742	8689043	-	8687892	Chr1D	10747136	10749433	-	10748284	0.999	0.99
gene:TraesCS1D03G0037300	Chr1D	8727511	8729922	+	8728716	Chr1D	10773315	10775748	+	10774531	0.999	0.976
gene:TraesCS1D03G0037400	Chr1D	8799437	8803408	+	8801422	Chr1D	10844498	10848457	+	10846477	1.0	0.986
gene:TraesCS1D03G0037900	Chr1D	8922917	8923896	+	8923406	Chr1D	10894687	10895666	+	10895176	1.0	0.993
gene:TraesCS1D03G0038300	Chr1D	9016302	9021501	-	9018901	Chr1D	10969048	10974109	-	10971578	0.954	0.946
gene:TraesCS1D03G0038400	Chr1D	9022044	9027361	+	9024702	Chr1D	10974621	10979963	+	10977292	1.0	0.992
gene:TraesCS1D03G0038500	Chr1D	9029515	9030704	-	9030109	Chr1D	10982117	10983306	-	10982711	1.0	1.0
gene:TraesCS1D03G0038600	Chr1D	9033681	9040126	-	9036903	Chr1D	10986283	10992728	-	10989505	1.0	1.0
gene:TraesCS1D03G0038800	Chr1D	9121342	9124455	+	9122898	Chr1D	11073747	11076860	+	11075303	1.0	1.0
gene:TraesCS1D03G0038900	Chr1D	9124737	9127417	-	9126077	Chr1D	11077142	11079823	-	11078482	1.0	0.999
gene:TraesCS1D03G0039000	Chr1D	9129416	9137638	+	9133527	Chr1D	11081822	11090045	+	11085933	1.0	0.999
gene:TraesCS1D03G0039100	Chr1D	9154545	9157552	+	9156048	Chr1D	11106951	11109958	+	11108454	1.0	1.0
gene:TraesCS1D03G0039200	Chr1D	9206067	9207887	+	9206977	Chr1D	11158472	11160292	+	11159382	1.0	1.0
gene:TraesCS1D03G0039300	Chr1D	9227821	9228352	+	9228086	Chr1D	11180231	11180762	+	11180496	1.0	1.0
gene:TraesCS1D03G0039400	Chr1D	9245157	9246124	+	9245640	Chr1D	11197574	11198541	+	11198057	1.0	1.0
gene:TraesCS1D03G0039500	Chr1D	9247527	9249158	-	9248342	Chr1D	11199943	11201574	-	11200758	1.0	1.0
gene:TraesCS1D03G0039600	Chr1D	9262555	9264156	+	9263355	Chr1D	11214973	11216574	+	11215773	1.0	1.0
gene:TraesCS1D03G0039700	Chr1D	9327845	9334250	-	9331047	Chr1D	11280262	11286667	-	11283464	1.0	1.0
gene:TraesCS1D03G0040100	Chr1D	9396284	9405243	-	9400763	Chr1D	11348712	11357673	-	11353192	1.0	1.0
gene:TraesCS1D03G0040200	Chr1D	9435351	9444224	-	9439787	Chr1D	11387795	11396668	-	11392231	1.0	1.0
gene:TraesCS1D03G0040300	Chr1D	9461479	9465994	+	9463736	Chr1D	11413919	11418434	+	11416176	1.0	1.0
gene:TraesCS1D03G0040400	Chr1D	9493072	9498717	-	9495894	Chr1D	11445513	11451158	-	11448335	1.0	0.999
gene:TraesCS1D03G0040500	Chr1D	9623480	9623999	-	9623739	Chr1D	11575927	11576446	-	11576186	1.0	1.0
gene:TraesCS1D03G0040800	Chr1D	9677228	9681756	+	9679492	Chr1D	11629692	11634206	+	11631949	1.0	1.0
gene:TraesCS1D03G0041100	Chr1D	9688210	9693529	+	9690869	Chr1D	11640662	11645981	+	11643321	1.0	1.0
gene:TraesCS1D03G0041300	Chr1D	9722460	9732333	-	9727396	Chr1D	11674919	11684793	-	11679856	1.0	0.999
gene:TraesCS1D03G0041600	Chr1D	9742405	9753140	-	9747772	Chr1D	11694851	11705586	-	11700218	1.0	1.0
gene:TraesCS1D03G0041800	Chr1D	9768946	9769323	-	9769134	Chr1D	11721394	11721771	-	11721582	1.0	1.0
gene:TraesCS1D03G0042100	Chr1D	9802988	9804033	-	9803510	Chr1D	11755610	11756655	-	11756132	1.0	1.0
gene:TraesCS1D03G0042200	Chr1D	9823512	9823727	-	9823619	Chr1D	11776128	11776343	-	11776235	1.0	1.0
gene:TraesCS1D03G0042300	Chr1D	9829325	9829540	+	9829432	Chr1D	11781941	11782156	+	11782048	1.0	1.0
gene:TraesCS1D03G0042500	Chr1D	9843831	9846538	+	9845184	Chr1D	11796446	11799153	+	11797799	1.0	1.0
gene:TraesCS1D03G0042700	Chr1D	9884257	9887556	-	9885906	Chr1D	11836881	11840180	-	11838530	1.0	1.0
gene:TraesCS1D03G0042800	Chr1D	9977550	9995153	+	9986351	Chr1D	11930195	11947796	+	11938995	1.0	1.0
gene:TraesCS1D03G0043200	Chr1D	10126307	10126930	-	10126618	Chr1D	12161366	12161989	-	12161677	1.0	1.0
