gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Kariega_tgt_chr	Kariega_tgt_start	Kariega_tgt_end	Kariega_tgt_strand	Kariega_tgt_midpoint	Kariega_coverage	Kariega_identity
gene:TraesCS3A03G0014600	Chr3A	7271218	7272481	-	7271849	Chr3A	3420081	3421343	-	3420712	0.999	0.996
gene:TraesCS3A03G0014700	Chr3A	7285296	7286069	-	7285682	Chr3A	3442596	3443369	-	3442982	1.0	0.998
gene:TraesCS3A03G0014800	Chr3A	7323919	7329828	+	7326873	Chr3A	3480488	3486401	+	3483444	1.0	0.995
gene:TraesCS3A03G0015200	Chr3A	7342556	7344335	-	7343445	Chr3A	3499140	3500920	-	3500030	1.0	0.997
gene:TraesCS3A03G0015300	Chr3A	7348215	7349429	-	7348822	Chr3A	3579566	3580780	-	3580173	1.0	0.999
gene:TraesCS3A03G0015600	Chr3A	7363585	7366969	+	7365277	Chr3A	3595172	3598555	+	3596863	1.0	0.998
gene:TraesCS3A03G0015800	Chr3A	7380064	7383852	-	7381958	Chr3A	3614773	3618557	-	3616665	0.997	0.991
gene:TraesCS3A03G0016000	Chr3A	7452849	7457127	-	7454988	Chr3A	3683683	3688057	-	3685870	0.996	0.949
gene:TraesCS3A03G0016300	Chr3A	7500062	7500565	-	7500313	Chr3A	3710378	3710881	-	3710629	1.0	0.998
gene:TraesCS3A03G0016400	Chr3A	7504661	7506864	-	7505762	Chr3A	3715016	3717228	-	3716122	0.997	0.983
gene:TraesCS3A03G0016800	Chr3A	7541942	7543943	-	7542942	Chr3A	3751907	3753926	-	3752916	0.998	0.973
gene:TraesCS3A03G0017200	Chr3A	7711376	7711747	+	7711561	Chr3A	3909867	3910238	+	3910052	1.0	0.991
gene:TraesCS3A03G0017400	Chr3A	7713418	7714814	+	7714116	Chr3A	3912728	3914100	+	3913414	0.969	0.949
gene:TraesCS3A03G0017500	Chr3A	7835763	7836658	+	7836210	Chr3A	3959041	3959958	+	3959499	0.978	0.925
gene:TraesCS3A03G0017800	Chr3A	7873298	7874889	+	7874093	Chr3A	4013181	4014772	+	4013976	1.0	0.988
gene:TraesCS3A03G0018000	Chr3A	7971289	7981899	-	7976594	Chr3A	4086227	4097806	-	4092016	0.996	0.989
gene:TraesCS3A03G0018100	Chr3A	8000243	8004061	+	8002152	Chr3A	4104319	4108147	+	4106233	1.0	0.989
gene:TraesCS3A03G0019100	Chr3A	8214105	8215239	+	8214672	Chr3A	4264674	4265810	+	4265242	0.999	0.957
gene:TraesCS3A03G0019200	Chr3A	8216747	8228758	-	8222752	Chr3A	4269398	4282751	-	4276074	0.999	0.982
gene:TraesCS3A03G0019300	Chr3A	8264742	8266092	-	8265417	Chr3A	4321858	4323207	-	4322532	1.0	0.996
gene:TraesCS3A03G0019700	Chr3A	8346895	8348759	+	8347827	Chr3A	4380986	4382850	+	4381918	1.0	0.997
gene:TraesCS3A03G0019800	Chr3A	8367335	8369021	-	8368178	Chr3A	4398298	4399979	-	4399138	0.997	0.983
gene:TraesCS3A03G0020200	Chr3A	8667965	8674038	+	8671001	Chr3A	4414863	4420878	+	4417870	0.989	0.984
gene:TraesCS3A03G0020300	Chr3A	8675885	8676581	+	8676233	Chr3A	4422729	4423425	+	4423077	1.0	0.997
gene:TraesCS3A03G0020900	Chr3A	8761108	8765593	+	8763350	Chr3A	4511115	4515553	+	4513334	0.994	0.969
gene:TraesCS3A03G0021100	Chr3A	8815764	8817443	-	8816603	Chr3A	4625283	4626962	-	4626122	1.0	0.965
gene:TraesCS3A03G0021300	Chr3A	8871318	8877341	-	8874329	Chr3A	4689540	4695562	-	4692551	1.0	0.997
gene:TraesCS3A03G0021400	Chr3A	8913508	8916672	+	8915090	Chr3A	4774865	4778029	+	4776447	1.0	0.997
gene:TraesCS3A03G0021500	Chr3A	8936932	8941473	+	8939202	Chr3A	4815287	4819834	+	4817560	1.0	0.996
gene:TraesCS3A03G0021700	Chr3A	8941709	8945367	-	8943538	Chr3A	4820070	4823736	-	4821903	1.0	0.995
gene:TraesCS3A03G0021900	Chr3A	8978050	8978574	-	8978312	Chr3A	4852735	4853259	-	4852997	1.0	0.994
gene:TraesCS3A03G0022400	Chr3A	9068031	9068433	+	9068232	Chr3A	4906446	4906848	+	4906647	1.0	0.99
gene:TraesCS3A03G0022600	Chr3A	9084051	9084863	+	9084457	Chr3A	4924989	4925801	+	4925395	1.0	0.991
gene:TraesCS3A03G0022900	Chr3A	9122196	9122766	+	9122481	Chr3A	4956039	4956609	+	4956324	1.0	0.997
gene:TraesCS3A03G0023000	Chr3A	9127412	9127948	+	9127680	Chr3A	4961267	4961803	+	4961535	1.0	0.997
gene:TraesCS3A03G0023200	Chr3A	9140921	9143315	-	9142118	Chr3A	4974740	4977148	-	4975944	1.0	0.983
gene:TraesCS3A03G0023300	Chr3A	9149932	9150266	+	9150099	Chr3A	4983777	4984111	+	4983944	1.0	1.0
gene:TraesCS3A03G0023400	Chr3A	9185907	9188079	+	9186993	Chr3A	5019782	5021948	+	5020865	0.994	0.992
gene:TraesCS3A03G0023600	Chr3A	9261431	9262046	+	9261738	Chr3A	5087205	5087818	+	5087511	1.0	0.954
gene:TraesCS3A03G0023900	Chr3A	9285037	9286005	+	9285521	Chr3A	5095986	5096954	+	5096470	1.0	0.997
gene:TraesCS3A03G0024200	Chr3A	9353587	9354501	-	9354044	Chr3A	5174367	5175313	-	5174840	1.0	0.965
gene:TraesCS3A03G0025100	Chr3A	9517378	9518223	+	9517800	Chr3A	5360660	5361520	+	5361090	0.998	0.952
gene:TraesCS3A03G0025700	Chr3A	9618194	9622397	-	9620295	Chr3A	5393230	5397433	-	5395331	1.0	0.997
gene:TraesCS3A03G0025800	Chr3A	9627814	9628797	+	9628305	Chr3A	5402899	5403881	+	5403390	0.998	0.997
gene:TraesCS3A03G0026000	Chr3A	9642965	9643977	-	9643471	Chr3A	5407760	5408775	-	5408267	1.0	0.95
gene:TraesCS3A03G0026100	Chr3A	9644666	9645634	+	9645150	Chr3A	5409460	5410428	+	5409944	1.0	0.988
gene:TraesCS3A03G0026200	Chr3A	9653139	9669786	-	9661462	Chr3A	5417930	5434306	-	5426118	0.994	0.986
gene:TraesCS3A03G0026400	Chr3A	9675840	9678026	-	9676933	Chr3A	5440464	5442647	-	5441555	0.998	0.984
gene:TraesCS3A03G0026800	Chr3A	9799271	9815425	-	9807348	Chr3A	5550683	5566734	-	5558708	1.0	0.998
gene:TraesCS3A03G0027000	Chr3A	9838666	9841851	-	9840258	Chr3A	5590961	5594157	-	5592559	1.0	0.996
gene:TraesCS3A03G0027100	Chr3A	9845757	9852029	-	9848893	Chr3A	5597990	5604259	-	5601124	0.998	0.995
gene:TraesCS3A03G0027300	Chr3A	9849094	9851236	+	9850165	Chr3A	5601327	5603469	+	5602398	1.0	0.997
gene:TraesCS3A03G0027400	Chr3A	9878532	9882948	-	9880740	Chr3A	5631392	5635816	-	5633604	0.984	0.964
gene:TraesCS3A03G0027500	Chr3A	9911389	9914507	-	9912948	Chr3A	5662319	5665437	-	5663878	1.0	0.996
gene:TraesCS3A03G0027600	Chr3A	9920569	9923925	+	9922247	Chr3A	5671511	5674867	+	5673189	1.0	0.995
gene:TraesCS3A03G0027800	Chr3A	9955886	9957529	+	9956707	Chr3A	5736904	5738483	+	5737693	0.961	0.923
gene:TraesCS3A03G0029200	Chr3A	10220045	10221046	+	10220545	Chr3A	6280516	6281538	+	6281027	1.0	0.964
gene:TraesCS3A03G0029300	Chr3A	10232174	10234897	+	10233535	Chr3A	6200686	6203410	+	6202048	0.999	0.991
gene:TraesCS3A03G0029500	Chr3A	10278955	10283756	+	10281355	Chr3A	6236821	6241623	+	6239222	1.0	0.998
gene:TraesCS3A03G0029700	Chr3A	10310419	10311840	+	10311129	Chr3A	6252277	6253698	+	6252987	1.0	0.967
gene:TraesCS3A03G0030200	Chr3A	10327162	10329201	-	10328181	Chr3A	6284075	6286126	-	6285100	1.0	0.975
gene:TraesCS3A03G0030500	Chr3A	10336408	10337433	+	10336920	Chr3A	6292130	6293155	+	6292642	1.0	0.994
gene:TraesCS3A03G0031000	Chr3A	10447941	10449839	+	10448890	Chr3A	6332052	6333950	+	6333001	1.0	0.993
gene:TraesCS3A03G0031100	Chr3A	10497436	10508467	+	10502951	Chr3A	6381419	6392130	+	6386774	1.0	0.994
gene:TraesCS3A03G0031400	Chr3A	10518095	10519252	+	10518673	Chr3A	6403121	6404278	+	6403699	1.0	0.991
gene:TraesCS3A03G0031600	Chr3A	10596607	10597776	-	10597191	Chr3A	6776920	6778089	-	6777504	1.0	0.987
gene:TraesCS3A03G0031900	Chr3A	10603343	10604659	+	10604001	Chr3A	6855608	6856924	+	6856266	1.0	0.989
gene:TraesCS3A03G0032000	Chr3A	10629481	10630653	-	10630067	Chr3A	6694706	6695863	-	6695284	0.987	0.967
gene:TraesCS3A03G0033800	Chr3A	11032664	11036369	-	11034516	Chr3A	7242445	7246150	-	7244297	1.0	0.992
gene:TraesCS3A03G0034400	Chr3A	11101739	11106118	-	11103928	Chr3A	6930340	6934720	-	6932530	1.0	0.993
gene:TraesCS3A03G0034500	Chr3A	11104958	11107846	+	11106402	Chr3A	6933560	6936427	+	6934993	0.988	0.983
gene:TraesCS3A03G0034800	Chr3A	11173580	11178498	-	11176039	Chr3A	6962329	6967247	-	6964788	1.0	0.976
gene:TraesCS3A03G0036200	Chr3A	11275916	11277045	+	11276480	Chr3A	7004778	7005898	+	7005338	0.985	0.926
gene:TraesCS3A03G0036800	Chr3A	11529909	11532065	+	11530987	Chr3A	7041305	7043444	+	7042374	0.966	0.902
gene:TraesCS3A03G0036900	Chr3A	11558550	11561205	-	11559877	Chr3A	7276144	7278886	-	7277515	1.0	0.987
gene:TraesCS3A03G0037900	Chr3A	11637047	11638926	-	11637986	Chr3A	7309080	7310963	-	7310021	1.0	0.993
gene:TraesCS3A03G0038300	Chr3A	11651428	11652730	+	11652079	Chr3A	7314824	7316127	+	7315475	1.0	0.995
gene:TraesCS3A03G0038600	Chr3A	11707954	11710150	+	11709052	Chr3A	7390010	7392198	+	7391104	1.0	0.992
gene:TraesCS3A03G0039000	Chr3A	11781834	11782499	+	11782166	Chr3A	7471976	7472625	-	7472300	0.948	0.906
gene:TraesCS3A03G0039200	Chr3A	11783112	11783333	-	11783222	Chr3A	7470805	7471026	+	7470915	1.0	0.99
gene:TraesCS3A03G0039100	Chr3A	11783112	11783333	-	11783222	Chr3A	7470805	7471026	+	7470915	1.0	0.99
gene:TraesCS3A03G0039500	Chr3A	11852630	11855047	-	11853838	Chr3A	7515300	7517716	-	7516508	1.0	0.993
gene:TraesCS3A03G0039800	Chr3A	11932308	11936854	+	11934581	Chr3A	7588908	7593463	+	7591185	1.0	0.997
gene:TraesCS3A03G0040200	Chr3A	11953618	11959397	-	11956507	Chr3A	7619819	7625600	-	7622709	1.0	0.994
gene:TraesCS3A03G0040400	Chr3A	11984456	11986835	-	11985645	Chr3A	7641906	7644315	-	7643110	0.993	0.973
gene:TraesCS3A03G0040500	Chr3A	12010768	12012573	-	12011670	Chr3A	7668622	7670437	-	7669529	0.995	0.983
gene:TraesCS3A03G0040800	Chr3A	12045365	12046453	-	12045909	Chr3A	7703336	7704424	-	7703880	1.0	1.0
gene:TraesCS3A03G0040900	Chr3A	12054644	12056101	-	12055372	Chr3A	7712616	7714073	-	7713344	1.0	1.0
gene:TraesCS3A03G0041000	Chr3A	12064500	12068200	-	12066350	Chr3A	7722472	7726173	-	7724322	1.0	0.999
gene:TraesCS3A03G0041100	Chr3A	12071349	12072083	+	12071716	Chr3A	7729338	7730072	+	7729705	1.0	1.0
gene:TraesCS3A03G0041200	Chr3A	12075943	12077447	-	12076695	Chr3A	7733934	7735438	-	7734686	1.0	1.0
gene:TraesCS3A03G0041400	Chr3A	12093260	12094336	+	12093798	Chr3A	7751290	7752366	+	7751828	1.0	1.0
gene:TraesCS3A03G0041700	Chr3A	12110477	12114187	+	12112332	Chr3A	7768504	7772214	+	7770359	1.0	1.0
gene:TraesCS3A03G0041900	Chr3A	12118672	12120490	-	12119581	Chr3A	7776701	7778519	-	7777610	1.0	1.0
gene:TraesCS3A03G0042100	Chr3A	12128508	12130477	-	12129492	Chr3A	7786536	7788505	-	7787520	1.0	1.0
gene:TraesCS3A03G0042200	Chr3A	12200162	12201941	-	12201051	Chr3A	7858218	7859997	-	7859107	1.0	1.0
gene:TraesCS3A03G0042300	Chr3A	12209794	12211502	-	12210648	Chr3A	7867854	7869562	-	7868708	1.0	1.0
gene:TraesCS3A03G0042400	Chr3A	12287908	12288978	-	12288443	Chr3A	7946176	7947246	-	7946711	1.0	1.0
gene:TraesCS3A03G0042700	Chr3A	12352050	12353034	-	12352542	Chr3A	8001297	8002281	-	8001789	1.0	1.0
gene:TraesCS3A03G0042800	Chr3A	12356143	12357072	+	12356607	Chr3A	8005390	8006319	+	8005854	1.0	1.0
gene:TraesCS3A03G0042900	Chr3A	12358498	12359728	-	12359113	Chr3A	8007746	8008976	-	8008361	1.0	1.0
gene:TraesCS3A03G0043100	Chr3A	12411156	12412208	-	12411682	Chr3A	8060413	8061465	-	8060939	1.0	1.0
gene:TraesCS3A03G0043200	Chr3A	12415290	12425054	+	12420172	Chr3A	8064547	8074361	+	8069454	1.0	0.998
gene:TraesCS3A03G0043300	Chr3A	12436248	12436726	+	12436487	Chr3A	8085554	8086032	+	8085793	1.0	1.0
gene:TraesCS3A03G0043500	Chr3A	12499756	12505087	+	12502421	Chr3A	8149049	8154384	+	8151716	1.0	1.0
gene:TraesCS3A03G0043600	Chr3A	12557004	12564531	+	12560767	Chr3A	8206309	8213836	+	8210072	1.0	1.0
gene:TraesCS3A03G0043700	Chr3A	12591873	12593468	+	12592670	Chr3A	8241174	8242756	+	8241965	1.0	0.997
gene:TraesCS3A03G0043800	Chr3A	12619607	12622553	+	12621080	Chr3A	8286164	8289110	+	8287637	1.0	1.0
gene:TraesCS3A03G0044200	Chr3A	12659773	12663256	+	12661514	Chr3A	8326349	8329832	+	8328090	1.0	1.0
gene:TraesCS3A03G0044400	Chr3A	12671499	12671969	-	12671734	Chr3A	8338075	8338545	-	8338310	1.0	1.0
gene:TraesCS3A03G0044500	Chr3A	12674962	12675767	-	12675364	Chr3A	8341539	8342344	-	8341941	1.0	1.0
gene:TraesCS3A03G0044600	Chr3A	12691263	12693861	+	12692562	Chr3A	8357841	8360439	+	8359140	1.0	1.0
gene:TraesCS3A03G0045400	Chr3A	12907657	12909988	-	12908822	Chr3A	8574271	8576602	-	8575436	1.0	1.0
gene:TraesCS3A03G0045500	Chr3A	12922126	12922986	-	12922556	Chr3A	8588747	8589607	-	8589177	1.0	1.0
gene:TraesCS3A03G0045600	Chr3A	12953875	12962009	+	12957942	Chr3A	8620509	8628642	+	8624575	1.0	1.0
gene:TraesCS3A03G0046100	Chr3A	12989383	12993109	-	12991246	Chr3A	8656018	8659744	-	8657881	1.0	1.0
gene:TraesCS3A03G0046400	Chr3A	13013432	13018739	-	13016085	Chr3A	8680062	8685369	-	8682715	1.0	1.0
gene:TraesCS3A03G0046500	Chr3A	13029932	13033027	-	13031479	Chr3A	8696562	8699657	-	8698109	1.0	1.0
gene:TraesCS3A03G0046600	Chr3A	13037615	13043061	-	13040338	Chr3A	8704246	8709694	-	8706970	1.0	1.0
gene:TraesCS3A03G0046700	Chr3A	13046469	13049752	-	13048110	Chr3A	8713102	8716386	-	8714744	1.0	1.0
gene:TraesCS3A03G0046900	Chr3A	13134758	13138473	+	13136615	Chr3A	8802302	8806017	+	8804159	1.0	1.0
gene:TraesCS3A03G0047000	Chr3A	13146068	13157472	+	13151770	Chr3A	8813612	8825016	+	8819314	1.0	1.0
gene:TraesCS3A03G0047400	Chr3A	13173460	13176299	+	13174879	Chr3A	8841840	8844679	+	8843259	1.0	1.0
gene:TraesCS3A03G0047600	Chr3A	13180225	13184245	+	13182235	Chr3A	8848605	8852622	+	8850613	1.0	0.998
gene:TraesCS3A03G0047800	Chr3A	13200215	13207654	+	13203934	Chr3A	8868604	8876043	+	8872323	1.0	1.0
gene:TraesCS3A03G0047900	Chr3A	13209629	13211419	-	13210524	Chr3A	8878018	8879808	-	8878913	1.0	1.0
gene:TraesCS3A03G0048000	Chr3A	13212111	13220429	-	13216270	Chr3A	8880500	8888818	-	8884659	1.0	1.0
gene:TraesCS3A03G0048300	Chr3A	13251152	13252309	+	13251730	Chr3A	8918882	8920039	+	8919460	1.0	1.0
gene:TraesCS3A03G0048400	Chr3A	13253472	13254910	+	13254191	Chr3A	8920926	8922364	+	8921645	1.0	1.0
gene:TraesCS3A03G0048500	Chr3A	13256000	13259537	-	13257768	Chr3A	8923455	8926992	-	8925223	1.0	1.0
gene:TraesCS3A03G0048600	Chr3A	13262335	13263785	-	13263060	Chr3A	8929789	8931239	-	8930514	1.0	1.0
gene:TraesCS3A03G0048700	Chr3A	13266374	13267826	-	13267100	Chr3A	8933828	8935280	-	8934554	1.0	1.0
gene:TraesCS3A03G0049100	Chr3A	13326983	13331969	-	13329476	Chr3A	8993958	8998939	-	8996448	1.0	1.0
gene:TraesCS3A03G0049400	Chr3A	13364456	13367172	+	13365814	Chr3A	9029640	9032362	+	9031001	1.0	0.996
gene:TraesCS3A03G0049500	Chr3A	13374582	13377547	+	13376064	Chr3A	9039581	9042651	+	9041116	1.0	0.996
gene:TraesCS3A03G0049600	Chr3A	13420057	13420751	-	13420404	Chr3A	9115656	9116350	-	9116003	1.0	0.995
gene:TraesCS3A03G0050200	Chr3A	13510570	13511960	-	13511265	Chr3A	9229864	9231254	-	9230559	1.0	0.99
gene:TraesCS3A03G0050400	Chr3A	13530408	13531190	-	13530799	Chr3A	9302726	9303508	-	9303117	1.0	0.998
gene:TraesCS3A03G0050600	Chr3A	13539918	13540966	+	13540442	Chr3A	9259712	9260761	+	9260236	1.0	1.0
gene:TraesCS3A03G0050700	Chr3A	13551825	13552727	-	13552276	Chr3A	9271609	9272511	-	9272060	1.0	1.0
gene:TraesCS3A03G0051000	Chr3A	13581053	13583594	-	13582323	Chr3A	9457870	9460411	-	9459140	1.0	0.998
gene:TraesCS3A03G0051100	Chr3A	13585785	13587462	+	13586623	Chr3A	9462602	9464279	+	9463440	1.0	1.0
gene:TraesCS3A03G0051200	Chr3A	13588891	13590341	-	13589616	Chr3A	9465708	9467158	-	9466433	1.0	1.0
gene:TraesCS3A03G0051400	Chr3A	13799143	13807136	-	13803139	Chr3A	9580537	9588533	-	9584535	1.0	0.997
gene:TraesCS3A03G0051500	Chr3A	13812171	13813047	+	13812609	Chr3A	9593491	9594365	+	9593928	0.997	0.995
gene:TraesCS3A03G0051600	Chr3A	13817015	13820570	+	13818792	Chr3A	9598335	9601890	+	9600112	1.0	0.997
gene:TraesCS3A03G0051700	Chr3A	13820553	13824040	-	13822296	Chr3A	9601873	9605397	-	9603635	1.0	0.992
gene:TraesCS3A03G0051800	Chr3A	13837749	13840017	-	13838883	Chr3A	9623583	9625851	-	9624717	1.0	0.998
gene:TraesCS3A03G0052000	Chr3A	13857289	13862785	-	13860037	Chr3A	9649982	9655478	-	9652730	1.0	0.996
gene:TraesCS3A03G0052200	Chr3A	14040952	14041692	-	14041322	Chr3A	9820267	9821010	-	9820638	1.0	0.991
gene:TraesCS3A03G0052300	Chr3A	14120231	14120695	+	14120463	Chr3A	9879747	9880211	+	9879979	1.0	0.995
gene:TraesCS3A03G0052600	Chr3A	14134546	14135307	+	14134926	Chr3A	9887340	9888101	+	9887720	1.0	0.997
gene:TraesCS3A03G0053000	Chr3A	14200366	14205844	-	14203105	Chr3A	10430710	10436191	-	10433450	0.998	0.989
gene:TraesCS3A03G0053100	Chr3A	14208436	14211617	+	14210026	Chr3A	10438721	10441901	+	10440311	1.0	0.993
gene:TraesCS3A03G0053400	Chr3A	14338574	14342114	+	14340344	Chr3A	10607503	10611042	+	10609272	1.0	0.996
gene:TraesCS3A03G0053500	Chr3A	14344155	14345109	-	14344632	Chr3A	10613083	10614040	-	10613561	1.0	0.995
gene:TraesCS3A03G0053600	Chr3A	14345254	14349480	-	14347367	Chr3A	10614189	10618415	-	10616302	1.0	1.0
gene:TraesCS3A03G0054300	Chr3A	14498314	14498850	+	14498582	Chr3A	10767410	10767946	+	10767678	1.0	1.0
gene:TraesCS3A03G0054500	Chr3A	14583303	14584864	+	14584083	Chr3A	10825595	10827169	+	10826382	1.0	0.968
gene:TraesCS3A03G0054600	Chr3A	14587724	14588509	-	14588116	Chr3A	10830033	10830818	-	10830425	1.0	0.998
gene:TraesCS3A03G0055000	Chr3A	15050261	15053415	+	15051838	Chr3A	11290564	11293719	+	11292141	1.0	0.998
gene:TraesCS3A03G0055100	Chr3A	15058231	15060659	+	15059445	Chr3A	11298338	11300767	+	11299552	1.0	0.997
gene:TraesCS3A03G0055500	Chr3A	15114158	15116300	-	15115229	Chr3A	11353227	11355369	-	11354298	1.0	1.0
gene:TraesCS3A03G0055600	Chr3A	15142521	15146395	+	15144458	Chr3A	11381316	11385190	+	11383253	1.0	0.999
gene:TraesCS3A03G0055700	Chr3A	15147371	15148340	-	15147855	Chr3A	11386166	11387135	-	11386650	1.0	1.0
gene:TraesCS3A03G0055800	Chr3A	15151106	15153176	-	15152141	Chr3A	11391755	11393825	-	11392790	1.0	1.0
gene:TraesCS3A03G0056100	Chr3A	15218565	15225143	-	15221854	Chr3A	11458850	11465428	-	11462139	1.0	1.0
gene:TraesCS3A03G0056300	Chr3A	15367716	15369852	+	15368784	Chr3A	11608850	11610986	+	11609918	1.0	1.0
gene:TraesCS3A03G0056400	Chr3A	15374271	15377592	+	15375931	Chr3A	11615408	11618722	+	11617065	1.0	1.0
gene:TraesCS3A03G0056500	Chr3A	15379118	15382109	+	15380613	Chr3A	11620248	11623239	+	11621743	1.0	1.0
gene:TraesCS3A03G0056600	Chr3A	15382541	15385525	-	15384033	Chr3A	11623671	11626655	-	11625163	1.0	1.0
gene:TraesCS3A03G0056900	Chr3A	15581362	15586956	+	15584159	Chr3A	11822494	11828091	+	11825292	1.0	1.0
gene:TraesCS3A03G0057000	Chr3A	15588624	15592155	-	15590389	Chr3A	11829759	11833290	-	11831524	1.0	1.0
gene:TraesCS3A03G0057100	Chr3A	15593584	15595385	+	15594484	Chr3A	11834719	11836520	+	11835619	1.0	1.0
gene:TraesCS3A03G0057200	Chr3A	15596606	15598218	-	15597412	Chr3A	11837741	11839353	-	11838547	1.0	1.0
gene:TraesCS3A03G0057400	Chr3A	15608635	15609777	+	15609206	Chr3A	11849781	11850923	+	11850352	1.0	1.0
gene:TraesCS3A03G0057600	Chr3A	15636769	15637577	+	15637173	Chr3A	11877917	11878725	+	11878321	1.0	1.0
gene:TraesCS3A03G0058300	Chr3A	15743505	15746810	+	15745157	Chr3A	11985733	11989038	+	11987385	1.0	1.0
gene:TraesCS3A03G0058400	Chr3A	15754398	15759483	+	15756940	Chr3A	11996625	12001710	+	11999167	1.0	1.0
gene:TraesCS3A03G0058600	Chr3A	15769038	15770439	-	15769738	Chr3A	12011279	12012680	-	12011979	1.0	1.0
gene:TraesCS3A03G0058800	Chr3A	15854927	15858814	-	15856870	Chr3A	12098460	12102452	-	12100456	1.0	0.97
gene:TraesCS3A03G0058900	Chr3A	15890662	15892044	+	15891353	Chr3A	12116389	12117778	+	12117083	1.0	0.989
gene:TraesCS3A03G0059100	Chr3A	15904642	15905987	-	15905314	Chr3A	12123791	12125137	-	12124464	1.0	0.985
gene:TraesCS3A03G0059500	Chr3A	15975018	15978954	+	15976986	Chr3A	12217513	12222261	+	12219887	1.0	0.975
gene:TraesCS3A03G0059600	Chr3A	15985878	15990235	+	15988056	Chr3A	12229101	12233498	+	12231299	0.999	0.999
gene:TraesCS3A03G0059700	Chr3A	16065418	16066849	-	16066133	Chr3A	12315453	12316884	-	12316168	1.0	0.992
