gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Kariega_tgt_chr	Kariega_tgt_start	Kariega_tgt_end	Kariega_tgt_strand	Kariega_tgt_midpoint	Kariega_coverage	Kariega_identity
gene:TraesCS2B03G0031000	Chr2B	8098223	8098723	+	8098473	Chr2B	10718015	10718515	+	10718265	1.0	1.0
gene:TraesCS2B03G0031100	Chr2B	8101793	8102553	+	8102173	Chr2B	10721585	10722345	+	10721965	1.0	1.0
gene:TraesCS2B03G0031200	Chr2B	8114748	8116073	-	8115410	Chr2B	10734540	10735865	-	10735202	1.0	1.0
gene:TraesCS2B03G0031900	Chr2B	8209424	8214046	-	8211735	Chr2B	10829227	10833849	-	10831538	1.0	0.999
gene:TraesCS2B03G0032500	Chr2B	8318794	8321353	+	8320073	Chr2B	10938587	10941146	+	10939866	1.0	0.998
gene:TraesCS2B03G0032900	Chr2B	8569211	8569753	+	8569482	Chr2B	11211181	11211723	+	11211452	1.0	1.0
gene:TraesCS2B03G0033000	Chr2B	8645459	8647142	+	8646300	Chr2B	11287426	11289109	+	11288267	1.0	1.0
gene:TraesCS2B03G0033300	Chr2B	8677011	8677322	+	8677166	Chr2B	11319030	11319341	+	11319185	1.0	1.0
gene:TraesCS2B03G0033400	Chr2B	8696627	8703483	-	8700055	Chr2B	11374207	11381514	-	11377860	0.986	0.962
gene:TraesCS2B03G0034000	Chr2B	9042175	9042552	+	9042363	Chr2B	11445179	11445556	+	11445367	1.0	0.994
gene:TraesCS2B03G0034200	Chr2B	9153032	9155753	+	9154392	Chr2B	11562438	11565159	+	11563798	0.999	0.967
gene:TraesCS2B03G0034400	Chr2B	9162506	9163054	+	9162780	Chr2B	11571912	11572460	+	11572186	1.0	0.997
gene:TraesCS2B03G0034800	Chr2B	9231046	9234494	+	9232770	Chr2B	11640424	11643872	+	11642148	1.0	1.0
gene:TraesCS2B03G0035000	Chr2B	9247068	9254229	+	9250648	Chr2B	11656463	11663628	+	11660045	1.0	0.998
gene:TraesCS2B03G0034900	Chr2B	9246803	9289710	-	9268256	Chr2B	11656198	11699179	-	11677688	1.0	1.0
gene:TraesCS2B03G0035200	Chr2B	9343040	9344596	+	9343818	Chr2B	11752515	11754071	+	11753293	1.0	0.999
gene:TraesCS2B03G0035300	Chr2B	9343040	9345337	+	9344188	Chr2B	11752515	11754812	+	11753663	1.0	0.999
gene:TraesCS2B03G0035500	Chr2B	9345406	9346238	+	9345822	Chr2B	11754881	11755713	+	11755297	1.0	1.0
gene:TraesCS2B03G0036600	Chr2B	9591731	9595119	+	9593425	Chr2B	12001287	12004675	+	12002981	1.0	0.999
gene:TraesCS2B03G0036700	Chr2B	9601532	9604373	-	9602952	Chr2B	12011088	12013927	-	12012507	1.0	1.0
gene:TraesCS2B03G0036800	Chr2B	9689277	9694655	+	9691966	Chr2B	12098843	12104221	+	12101532	1.0	1.0
gene:TraesCS2B03G0036900	Chr2B	9696616	9701784	+	9699200	Chr2B	12106264	12111200	+	12108732	1.0	0.996
gene:TraesCS2B03G0037000	Chr2B	9708622	9713131	-	9710876	Chr2B	12119520	12124050	-	12121785	0.996	0.958
gene:TraesCS2B03G0037900	Chr2B	10428959	10429546	+	10429252	Chr2B	13292431	13293024	-	13292727	1.0	0.962
gene:TraesCS2B03G0038200	Chr2B	10588029	10591331	+	10589680	Chr2B	12957749	12961051	+	12959400	1.0	0.999
gene:TraesCS2B03G0038500	Chr2B	10659178	10659779	-	10659478	Chr2B	13062977	13063576	-	13063276	1.0	0.997
gene:TraesCS2B03G0038600	Chr2B	10757228	10760110	-	10758669	Chr2B	13140273	13143178	-	13141725	0.999	0.986
gene:TraesCS2B03G0039900	Chr2B	10878933	10879520	-	10879226	Chr2B	12806757	12807350	+	12807053	1.0	0.962
gene:TraesCS2B03G0040000	Chr2B	10882178	10886156	+	10884167	Chr2B	13300040	13304026	+	13302033	1.0	0.997
gene:TraesCS2B03G0040100	Chr2B	10886848	10888396	-	10887622	Chr2B	13304718	13306323	-	13305520	1.0	0.992
gene:TraesCS2B03G0040200	Chr2B	10903928	10905735	-	10904831	Chr2B	13321883	13323690	-	13322786	1.0	0.997
gene:TraesCS2B03G0040300	Chr2B	10906588	10908620	-	10907604	Chr2B	13324543	13326575	-	13325559	1.0	0.996
gene:TraesCS2B03G0041400	Chr2B	11227892	11229787	-	11228839	Chr2B	13523807	13525717	+	13524762	1.0	0.961
gene:TraesCS2B03G0041600	Chr2B	11261441	11263050	+	11262245	Chr2B	13541523	13543133	+	13542328	1.0	0.96
gene:TraesCS2B03G0041700	Chr2B	11266726	11269064	-	11267895	Chr2B	13545866	13548166	-	13547016	1.0	0.965
gene:TraesCS2B03G0041900	Chr2B	11286708	11288360	+	11287534	Chr2B	13585088	13586740	+	13585914	1.0	0.997
gene:TraesCS2B03G0042000	Chr2B	11291128	11293476	-	11292302	Chr2B	13574327	13576675	-	13575501	1.0	0.997
gene:TraesCS2B03G0042100	Chr2B	11295799	11296835	-	11296317	Chr2B	13578816	13579853	-	13579334	1.0	0.99
gene:TraesCS2B03G0042200	Chr2B	11302011	11303624	+	11302817	Chr2B	13569945	13571558	+	13570751	1.0	0.995
gene:TraesCS2B03G0042300	Chr2B	11306412	11308716	-	11307564	Chr2B	13589528	13591832	-	13590680	1.0	0.997
gene:TraesCS2B03G0042400	Chr2B	11310962	11311999	-	11311480	Chr2B	13593982	13595019	-	13594500	1.0	0.991
gene:TraesCS2B03G0042500	Chr2B	11354501	11355306	-	11354903	Chr2B	13660200	13661005	-	13660602	1.0	0.99
gene:TraesCS2B03G0044000	Chr2B	11664482	11675152	+	11669817	Chr2B	14287216	14298180	+	14292698	0.993	0.951
gene:TraesCS2B03G0044200	Chr2B	11698264	11711290	-	11704777	Chr2B	14735243	14748268	-	14741755	1.0	1.0
gene:TraesCS2B03G0044500	Chr2B	11728100	11729813	-	11728956	Chr2B	14838806	14840519	-	14839662	1.0	1.0
gene:TraesCS2B03G0044900	Chr2B	11886292	11888004	-	11887148	Chr2B	14924826	14926538	-	14925682	1.0	1.0
gene:TraesCS2B03G0045000	Chr2B	11901573	11904269	+	11902921	Chr2B	14939744	14942440	+	14941092	1.0	1.0
gene:TraesCS2B03G0045200	Chr2B	11908629	11909914	-	11909271	Chr2B	14946866	14948151	-	14947508	1.0	1.0
gene:TraesCS2B03G0045500	Chr2B	11953152	11954641	+	11953896	Chr2B	14995611	14997100	+	14996355	1.0	0.999
gene:TraesCS2B03G0045900	Chr2B	12020844	12022072	+	12021458	Chr2B	15062572	15063800	+	15063186	1.0	1.0
gene:TraesCS2B03G0046000	Chr2B	12127147	12129575	+	12128361	Chr2B	15168976	15171404	+	15170190	1.0	0.999
gene:TraesCS2B03G0046100	Chr2B	12230579	12231627	-	12231103	Chr2B	15270086	15271134	-	15270610	1.0	1.0
gene:TraesCS2B03G0046400	Chr2B	12245084	12246319	+	12245701	Chr2B	15284591	15285826	+	15285208	1.0	1.0
gene:TraesCS2B03G0046300	Chr2B	12245024	12246636	+	12245830	Chr2B	15284531	15286143	+	15285337	1.0	1.0
gene:TraesCS2B03G0046600	Chr2B	12298712	12301127	+	12299919	Chr2B	15338306	15340721	+	15339513	1.0	1.0
gene:TraesCS2B03G0046700	Chr2B	12396725	12399054	+	12397889	Chr2B	15435409	15437738	+	15436573	1.0	1.0
gene:TraesCS2B03G0047000	Chr2B	12537971	12540326	+	12539148	Chr2B	15527418	15529773	+	15528595	1.0	0.999
gene:TraesCS2B03G0047100	Chr2B	12584834	12585947	-	12585390	Chr2B	15622573	15623686	-	15623129	1.0	1.0
gene:TraesCS2B03G0047200	Chr2B	12595123	12596934	+	12596028	Chr2B	15632862	15634673	+	15633767	1.0	1.0
gene:TraesCS2B03G0047300	Chr2B	12606495	12608204	+	12607349	Chr2B	15644237	15645946	+	15645091	1.0	1.0
gene:TraesCS2B03G0047400	Chr2B	12616252	12628595	+	12622423	Chr2B	15653994	15666328	+	15660161	1.0	1.0
