gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Renan_v2_tgt_chr	Renan_v2_tgt_start	Renan_v2_tgt_end	Renan_v2_tgt_strand	Renan_v2_tgt_midpoint	Renan_v2_coverage	Renan_v2_identity	segment
gene:TraesCS3A02G002600	Chr3A	1574631	1574990	+	1574810	Chr3A	2379238	2379594	+	2379416	0.991	0.991	collinear
gene:TraesCS3A02G002700	Chr3A	1593227	1593658	+	1593442	Chr3A	2395952	2396378	+	2396165	0.981	0.96	collinear
gene:TraesCS3A02G002800	Chr3A	1618081	1619002	+	1618541	Chr3A	2406615	2407536	+	2407075	1.0	0.993	collinear
gene:TraesCS3A02G003000	Chr3A	1711784	1712270	-	1712027	Chr3A	2554936	2555422	-	2555179	1.0	0.993	collinear
gene:TraesCS3A02G003200	Chr3A	1780395	1782252	+	1781323	Chr3A	2691058	2692915	+	2691986	1.0	0.99	collinear
gene:TraesCS3A02G003300	Chr3A	1789588	1790065	+	1789826	Chr3A	2701257	2701734	+	2701495	1.0	0.995	collinear
gene:TraesCS3A02G003400	Chr3A	1797375	1797977	+	1797676	Chr3A	2707683	2708285	+	2707984	1.0	0.988	collinear
gene:TraesCS3A02G003500	Chr3A	1885671	1886377	+	1886024	Chr3A	2886656	2887338	+	2886997	0.966	0.927	collinear
gene:TraesCS3A02G003600	Chr3A	1896509	1898746	-	1897627	Chr3A	2904548	2906800	-	2905674	1.0	0.945	collinear
gene:TraesCS3A02G003700	Chr3A	1903850	1904592	+	1904221	Chr3A	2920333	2921075	+	2920704	0.998	0.989	collinear
gene:TraesCS3A02G003800	Chr3A	1919555	1923009	+	1921282	Chr3A	2926667	2930123	+	2928395	1.0	0.991	collinear
gene:TraesCS3A02G004300	Chr3A	2604430	2605130	+	2604780	Chr3A	2957818	2958519	+	2958168	0.998	0.962	collinear
gene:TraesCS3A02G004400	Chr3A	2898506	2899124	+	2898815	Chr3A	4239559	4240162	+	4239860	1.0	0.969	collinear
gene:TraesCS3A02G004500	Chr3A	2915325	2915907	+	2915616	Chr3A	4047866	4048448	+	4048157	1.0	0.973	collinear
gene:TraesCS3A02G004600	Chr3A	3410856	3411551	+	3411203	Chr3A	3076255	3076948	-	3076601	0.996	0.975	collinear
gene:TraesCS3A02G004900	Chr3A	4462222	4462819	+	4462520	Chr3A	4118233	4118828	+	4118530	0.995	0.976	collinear
gene:TraesCS3A02G005300	Chr3A	5991467	5993606	-	5992536	Chr3A	3664120	3666281	-	3665200	0.974	0.946	collinear
gene:TraesCS3A02G005400	Chr3A	6085069	6085439	+	6085254	Chr3A	3806019	3806389	+	3806204	1.0	0.991	collinear
gene:TraesCS3A02G005600	Chr3A	7124999	7125736	-	7125367	Chr3A	4600293	4601030	-	4600661	1.0	0.951	collinear
gene:TraesCS3A02G005700	Chr3A	7130853	7131625	-	7131239	Chr3A	4609871	4610651	-	4610261	1.0	0.98	collinear
gene:TraesCS3A02G005900	Chr3A	7200517	7201780	-	7201148	Chr3A	4645562	4646814	-	4646188	1.0	0.982	collinear
gene:TraesCS3A02G006000	Chr3A	7214595	7215368	-	7214981	Chr3A	4660969	4661742	-	4661355	1.0	0.981	collinear
gene:TraesCS3A02G006100	Chr3A	7254324	7260233	+	7257278	Chr3A	4745123	4751054	+	4748088	0.998	0.987	collinear
gene:TraesCS3A02G006300	Chr3A	7273333	7275112	-	7274222	Chr3A	4768862	4770643	-	4769752	1.0	0.996	collinear
gene:TraesCS3A02G006400	Chr3A	7278992	7280206	-	7279599	Chr3A	4774774	4776015	-	4775394	0.995	0.951	collinear
gene:TraesCS3A02G006600	Chr3A	7294362	7297912	+	7296137	Chr3A	4812441	4815838	+	4814139	1.0	0.981	collinear
gene:TraesCS3A02G006900	Chr3A	7384784	7389062	-	7386923	Chr3A	4959087	4963436	-	4961261	0.992	0.946	collinear
gene:TraesCS3A02G007000	Chr3A	7432258	7432761	-	7432509	Chr3A	4982102	4982605	-	4982353	1.0	0.998	collinear
gene:TraesCS3A02G007100	Chr3A	7436857	7439060	-	7437958	Chr3A	4986739	4988963	-	4987851	0.99	0.936	collinear
gene:TraesCS3A02G007300	Chr3A	7474899	7476900	-	7475899	Chr3A	5023657	5025676	-	5024666	0.998	0.972	collinear
gene:TraesCS3A02G007500	Chr3A	7653355	7653726	+	7653540	Chr3A	5181522	5181893	+	5181707	1.0	0.991	collinear
gene:TraesCS3A02G007600	Chr3A	7655397	7656793	+	7656095	Chr3A	5184379	5185751	+	5185065	0.969	0.949	collinear
gene:TraesCS3A02G007700	Chr3A	7781523	7782418	+	7781970	Chr3A	5228257	5229174	+	5228715	0.978	0.925	collinear
gene:TraesCS3A02G007900	Chr3A	7819924	7821515	+	7820719	Chr3A	5282344	5283935	+	5283139	1.0	0.991	collinear
gene:TraesCS3A02G008100	Chr3A	7948592	7952410	+	7950501	Chr3A	5373338	5377166	+	5375252	1.0	0.99	collinear
gene:TraesCS3A02G008600	Chr3A	8163475	8175486	-	8169480	Chr3A	5538348	5551701	-	5545024	0.999	0.982	collinear
gene:TraesCS3A02G008700	Chr3A	8211470	8212820	-	8212145	Chr3A	5590764	5592113	-	5591438	1.0	0.997	collinear
gene:TraesCS3A02G008800	Chr3A	8253788	8255463	+	8254625	Chr3A	5631569	5633244	+	5632406	1.0	1.0	collinear
gene:TraesCS3A02G008900	Chr3A	8258758	8260510	+	8259634	Chr3A	5636228	5637980	+	5637104	1.0	1.0	collinear
gene:TraesCS3A02G009000	Chr3A	8294411	8296275	+	8295343	Chr3A	5670946	5672810	+	5671878	1.0	1.0	collinear
gene:TraesCS3A02G009100	Chr3A	8315685	8317371	-	8316528	Chr3A	5691337	5693023	-	5692180	1.0	1.0	collinear
gene:TraesCS3A02G009200	Chr3A	8323975	8330044	-	8327009	Chr3A	5699621	5705691	-	5702656	1.0	1.0	collinear
gene:TraesCS3A02G009300	Chr3A	8549930	8550907	+	8550418	Chr3A	5954218	5955195	+	5954706	1.0	0.997	collinear
gene:TraesCS3A02G009500	Chr3A	8595848	8596544	+	8596196	Chr3A	5985161	5985857	+	5985509	1.0	1.0	collinear
gene:TraesCS3A02G009600	Chr3A	8682322	8687101	+	8684711	Chr3A	6070149	6074634	+	6072391	1.0	1.0	collinear
gene:TraesCS3A02G009700	Chr3A	8737546	8739225	-	8738385	Chr3A	6124807	6126483	-	6125645	0.998	0.997	collinear
gene:TraesCS3A02G009800	Chr3A	8794573	8800596	-	8797584	Chr3A	6180302	6186325	-	6183313	1.0	1.0	collinear
gene:TraesCS3A02G009900	Chr3A	8837590	8840754	+	8839172	Chr3A	6265597	6268761	+	6267179	1.0	1.0	collinear
gene:TraesCS3A02G010000	Chr3A	8861309	8865850	+	8863579	Chr3A	6289033	6293576	+	6291304	0.998	0.998	collinear
gene:TraesCS3A02G010100	Chr3A	8866086	8869744	-	8867915	Chr3A	6293812	6297470	-	6295641	1.0	1.0	collinear
gene:TraesCS3A02G010200	Chr3A	8902920	8903444	-	8903182	Chr3A	6330114	6330638	-	6330376	1.0	1.0	collinear
gene:TraesCS3A02G010300	Chr3A	8907860	8910450	-	8909155	Chr3A	6337275	6339865	-	6338570	1.0	0.998	collinear
gene:TraesCS3A02G010400	Chr3A	8934439	8939582	+	8937010	Chr3A	6363567	6368703	+	6366135	1.0	0.992	collinear
gene:TraesCS3A02G010500	Chr3A	8991462	8991864	+	8991663	Chr3A	6432634	6433036	+	6432835	1.0	1.0	collinear
gene:TraesCS3A02G010600	Chr3A	9007482	9008294	+	9007888	Chr3A	6448654	6449466	+	6449060	1.0	1.0	collinear
gene:TraesCS3A02G010700	Chr3A	9045707	9046277	+	9045992	Chr3A	6486793	6487363	+	6487078	1.0	1.0	collinear
gene:TraesCS3A02G010800	Chr3A	9050924	9051460	+	9051192	Chr3A	6492010	6492546	+	6492278	1.0	1.0	collinear
gene:TraesCS3A02G010900	Chr3A	9064431	9066825	-	9065628	Chr3A	6505495	6507889	-	6506692	1.0	0.999	collinear
gene:TraesCS3A02G011000	Chr3A	9073442	9073776	+	9073609	Chr3A	6514506	6514840	+	6514673	1.0	1.0	collinear
gene:TraesCS3A02G011100	Chr3A	9110227	9112399	+	9111313	Chr3A	6550473	6552655	+	6551564	1.0	0.984	collinear
gene:TraesCS3A02G011200	Chr3A	9186003	9186618	+	9186310	Chr3A	6625975	6626580	+	6626277	1.0	0.983	collinear
gene:TraesCS3A02G011300	Chr3A	9191637	9192498	+	9192067	Chr3A	6631599	6632460	+	6632029	1.0	1.0	collinear
gene:TraesCS3A02G011400	Chr3A	9210008	9210976	+	9210492	Chr3A	6649571	6650539	+	6650055	1.0	1.0	collinear
gene:TraesCS3A02G011500	Chr3A	9280237	9281151	-	9280694	Chr3A	6718090	6719004	-	6718547	1.0	1.0	collinear
gene:TraesCS3A02G011600	Chr3A	9285750	9286332	+	9286041	Chr3A	6723647	6724229	+	6723938	1.0	1.0	collinear
gene:TraesCS3A02G011800	Chr3A	9444895	9445740	+	9445317	Chr3A	6881611	6882456	+	6882033	1.0	1.0	collinear
gene:TraesCS3A02G011900	Chr3A	9473058	9473828	+	9473443	Chr3A	6916537	6917307	+	6916922	1.0	1.0	collinear
gene:TraesCS3A02G012000	Chr3A	9480858	9481594	+	9481226	Chr3A	6924150	6924886	+	6924518	1.0	1.0	collinear
gene:TraesCS3A02G012200	Chr3A	9521428	9523717	+	9522572	Chr3A	6964123	6966412	+	6965267	1.0	1.0	collinear
gene:TraesCS3A02G012300	Chr3A	9546292	9550495	-	9548393	Chr3A	6989410	6993603	-	6991506	1.0	0.999	collinear
gene:TraesCS3A02G012400	Chr3A	9555972	9556955	+	9556463	Chr3A	6999847	7000830	+	7000338	1.0	1.0	collinear
gene:TraesCS3A02G012500	Chr3A	9571506	9572518	-	9572012	Chr3A	7014993	7016005	-	7015499	1.0	1.0	collinear
gene:TraesCS3A02G012600	Chr3A	9573207	9574175	+	9573691	Chr3A	7016694	7017662	+	7017178	1.0	0.998	collinear
gene:TraesCS3A02G012700	Chr3A	9581939	9598586	-	9590262	Chr3A	7025164	7041813	-	7033488	1.0	1.0	collinear
gene:TraesCS3A02G012800	Chr3A	9604640	9606826	-	9605733	Chr3A	7047867	7050053	-	7048960	1.0	1.0	collinear
gene:TraesCS3A02G012900	Chr3A	9610472	9613044	-	9611758	Chr3A	7053699	7056271	-	7054985	1.0	1.0	collinear
gene:TraesCS3A02G013000	Chr3A	9609856	9615735	+	9612795	Chr3A	7053083	7058962	+	7056022	1.0	0.999	collinear
gene:TraesCS3A02G013100	Chr3A	9627936	9631402	+	9629669	Chr3A	7070652	7074100	+	7072376	1.0	1.0	collinear
gene:TraesCS3A02G013200	Chr3A	9730086	9746758	-	9738422	Chr3A	7171246	7187369	-	7179307	1.0	1.0	collinear
gene:TraesCS3A02G013300	Chr3A	9770501	9773686	-	9772093	Chr3A	7210602	7213787	-	7212194	1.0	1.0	collinear
gene:TraesCS3A02G013400	Chr3A	9777592	9783864	-	9780728	Chr3A	7217695	7223967	-	7220831	1.0	1.0	collinear
gene:TraesCS3A02G013500	Chr3A	9780929	9783071	+	9782000	Chr3A	7221032	7223174	+	7222103	1.0	0.999	collinear
gene:TraesCS3A02G013600	Chr3A	9810278	9814698	-	9812488	Chr3A	7250922	7255358	-	7253140	1.0	1.0	collinear
gene:TraesCS3A02G013700	Chr3A	9843405	9846523	-	9844964	Chr3A	7283663	7286781	-	7285222	1.0	0.999	collinear
gene:TraesCS3A02G013800	Chr3A	9852585	9855941	+	9854263	Chr3A	7292840	7296196	+	7294518	1.0	1.0	collinear
gene:TraesCS3A02G013900	Chr3A	9888295	9889938	+	9889116	Chr3A	7328165	7329808	+	7328986	1.0	0.998	collinear
gene:TraesCS3A02G014000	Chr3A	9931631	9932688	+	9932159	Chr3A	7371160	7372217	+	7371688	1.0	1.0	collinear
gene:TraesCS3A02G014100	Chr3A	9932943	9934366	+	9933654	Chr3A	7372472	7373901	+	7373186	1.0	1.0	collinear
gene:TraesCS3A02G014200	Chr3A	9950897	9951898	+	9951397	Chr3A	7390441	7391442	+	7390941	1.0	0.997	collinear
gene:TraesCS3A02G014400	Chr3A	9964436	9965266	+	9964851	Chr3A	7404020	7404850	+	7404435	1.0	0.998	collinear
gene:TraesCS3A02G014500	Chr3A	9988218	9998164	-	9993191	Chr3A	7426227	7437667	-	7431947	1.0	0.996	collinear
gene:TraesCS3A02G014600	Chr3A	10143011	10149075	+	10146043	Chr3A	7566983	7571911	+	7569447	0.966	0.96	collinear
gene:TraesCS3A02G014700	Chr3A	10153824	10154825	+	10154324	Chr3A	7576664	7577665	+	7577164	1.0	0.983	collinear
gene:TraesCS3A02G014800	Chr3A	10166126	10168849	+	10167487	Chr3A	7605333	7608059	+	7606696	0.999	0.989	collinear
gene:TraesCS3A02G014900	Chr3A	10213214	10218015	+	10215614	Chr3A	7654304	7659106	+	7656705	1.0	0.985	collinear
gene:TraesCS3A02G015100	Chr3A	10244883	10246304	+	10245593	Chr3A	7669768	7671189	+	7670478	0.999	0.962	collinear
gene:TraesCS3A02G015300	Chr3A	10271215	10272240	+	10271727	Chr3A	7709570	7710595	+	7710082	1.0	0.991	collinear
gene:TraesCS3A02G015400	Chr3A	10290684	10292582	+	10291633	Chr3A	7749387	7751285	+	7750336	1.0	0.993	collinear
gene:TraesCS3A02G015500	Chr3A	10300292	10309206	-	10304749	Chr3A	7759085	7767984	-	7763534	0.997	0.991	collinear
gene:TraesCS3A02G015600	Chr3A	10340218	10351347	+	10345782	Chr3A	7798814	7809485	+	7804149	1.0	0.987	collinear
gene:TraesCS3A02G015700	Chr3A	10360975	10362132	+	10361553	Chr3A	7820477	7821634	+	7821055	1.0	0.992	collinear
gene:TraesCS3A02G015800	Chr3A	10440305	10441474	-	10440889	Chr3A	8192678	8193847	-	8193262	1.0	0.985	collinear
gene:TraesCS3A02G015900	Chr3A	10447084	10448400	+	10447742	Chr3A	8029163	8030477	+	8029820	0.998	0.989	collinear
gene:TraesCS3A02G016000	Chr3A	10473508	10474680	-	10474094	Chr3A	8022345	8023499	-	8022922	0.984	0.967	collinear
gene:TraesCS3A02G016100	Chr3A	10496916	10497287	-	10497101	Chr3A	7718877	7719248	+	7719062	1.0	0.924	collinear
gene:TraesCS3A02G016800	Chr3A	10881920	10885625	-	10883772	Chr3A	8657713	8661418	-	8659565	1.0	0.989	collinear
gene:TraesCS3A02G017100	Chr3A	10951424	10955803	-	10953613	Chr3A	8345982	8350362	-	8348172	1.0	0.993	collinear
gene:TraesCS3A02G017200	Chr3A	10954643	10957531	+	10956087	Chr3A	8349202	8352069	+	8350635	0.988	0.983	collinear
gene:TraesCS3A02G017400	Chr3A	11023281	11028199	-	11025740	Chr3A	8377928	8382822	-	8380375	1.0	0.968	collinear
gene:TraesCS3A02G017800	Chr3A	11349711	11351867	+	11350789	Chr3A	8456857	8458996	+	8457926	0.966	0.902	collinear
gene:TraesCS3A02G017900	Chr3A	11378352	11381007	-	11379679	Chr3A	8692611	8695353	-	8693982	1.0	0.987	collinear
gene:TraesCS3A02G018300	Chr3A	11457283	11459162	-	11458222	Chr3A	8725543	8727426	-	8726484	1.0	0.993	collinear
gene:TraesCS3A02G018500	Chr3A	11471664	11472966	+	11472315	Chr3A	8731287	8732590	+	8731938	1.0	0.995	collinear
gene:TraesCS3A02G018800	Chr3A	11603419	11604084	+	11603751	Chr3A	8888337	8888986	-	8888661	0.948	0.906	collinear
gene:TraesCS3A02G018900	Chr3A	11604697	11604918	-	11604807	Chr3A	8887173	8887394	+	8887283	1.0	0.99	collinear
gene:TraesCS3A02G019000	Chr3A	11675040	11677457	-	11676248	Chr3A	8931681	8934097	-	8932889	1.0	0.993	collinear
gene:TraesCS3A02G019200	Chr3A	11758193	11762739	+	11760466	Chr3A	9005097	9009653	+	9007375	1.0	0.996	collinear
gene:TraesCS3A02G019300	Chr3A	11779750	11785529	-	11782639	Chr3A	9035984	9041761	-	9038872	0.998	0.973	collinear
gene:TraesCS3A02G019500	Chr3A	11810749	11813128	-	11811938	Chr3A	9058050	9060459	-	9059254	0.993	0.972	collinear
gene:TraesCS3A02G019600	Chr3A	11837633	11839438	-	11838535	Chr3A	9084336	9086146	-	9085241	0.995	0.983	collinear
gene:TraesCS3A02G019700	Chr3A	11872209	11873297	-	11872753	Chr3A	9115377	9116465	-	9115921	1.0	0.988	collinear
gene:TraesCS3A02G019800	Chr3A	11881450	11882907	-	11882178	Chr3A	9132552	9134003	-	9133277	0.992	0.967	collinear
gene:TraesCS3A02G019900	Chr3A	11891585	11895285	-	11893435	Chr3A	9142935	9146623	-	9144779	0.997	0.979	collinear
gene:TraesCS3A02G020000	Chr3A	11898434	11899168	+	11898801	Chr3A	9150181	9150915	+	9150548	1.0	0.998	collinear
gene:TraesCS3A02G020100	Chr3A	11903304	11904808	-	11904056	Chr3A	9154813	9156317	-	9155565	1.0	0.999	collinear
gene:TraesCS3A02G020200	Chr3A	11920649	11921725	+	11921187	Chr3A	9166978	9168057	+	9167517	1.0	0.984	collinear
gene:TraesCS3A02G020300	Chr3A	11938474	11942184	+	11940329	Chr3A	9179771	9183515	+	9181643	0.987	0.981	collinear
gene:TraesCS3A02G020400	Chr3A	11947227	11949045	-	11948136	Chr3A	9187940	9189764	-	9188852	0.998	0.981	collinear
gene:TraesCS3A02G020500	Chr3A	11957063	11959032	-	11958047	Chr3A	9197812	9199781	-	9198796	1.0	0.998	collinear
gene:TraesCS3A02G020600	Chr3A	12028877	12030656	-	12029766	Chr3A	9279513	9281292	-	9280402	1.0	0.998	collinear
gene:TraesCS3A02G020700	Chr3A	12038563	12040271	-	12039417	Chr3A	9289146	9290854	-	9290000	1.0	1.0	collinear
gene:TraesCS3A02G020800	Chr3A	12117137	12118207	-	12117672	Chr3A	9367371	9368441	-	9367906	1.0	1.0	collinear
gene:TraesCS3A02G020900	Chr3A	12167514	12168498	-	12168006	Chr3A	9422437	9423409	-	9422923	0.986	0.968	collinear
gene:TraesCS3A02G021000	Chr3A	12171526	12172455	+	12171990	Chr3A	9426518	9427421	+	9426969	0.958	0.958	collinear
gene:TraesCS3A02G021100	Chr3A	12173882	12175112	-	12174497	Chr3A	9428844	9430074	-	9429459	1.0	1.0	collinear
gene:TraesCS3A02G021200	Chr3A	12228188	12229240	-	12228714	Chr3A	9481511	9482563	-	9482037	1.0	1.0	collinear
gene:TraesCS3A02G021300	Chr3A	12232322	12242134	+	12237228	Chr3A	9485645	9495452	+	9490548	1.0	0.996	collinear
gene:TraesCS3A02G021400	Chr3A	12253328	12253806	+	12253567	Chr3A	9506645	9507123	+	9506884	1.0	1.0	collinear
gene:TraesCS3A02G021500	Chr3A	12318322	12323653	+	12320987	Chr3A	9568599	9573930	+	9571264	1.0	1.0	collinear
gene:TraesCS3A02G021600	Chr3A	12375906	12383433	+	12379669	Chr3A	9625812	9633339	+	9629575	1.0	0.995	collinear
gene:TraesCS3A02G021700	Chr3A	12410775	12412370	+	12411572	Chr3A	9660681	9662263	+	9661472	1.0	0.997	collinear
gene:TraesCS3A02G021800	Chr3A	12438509	12441455	+	12439982	Chr3A	9714840	9717773	+	9716306	0.998	0.995	collinear
gene:TraesCS3A02G021900	Chr3A	12479190	12482673	+	12480931	Chr3A	9752445	9755926	+	9754185	1.0	0.998	collinear
gene:TraesCS3A02G022000	Chr3A	12490916	12491386	-	12491151	Chr3A	9764155	9764625	-	9764390	1.0	0.989	collinear
gene:TraesCS3A02G022100	Chr3A	12494379	12495184	-	12494781	Chr3A	9767628	9768433	-	9768030	1.0	0.998	collinear
gene:TraesCS3A02G022200	Chr3A	12510680	12513278	+	12511979	Chr3A	9784010	9786684	+	9785347	1.0	0.99	collinear
gene:TraesCS3A02G022500	Chr3A	12776134	12784267	+	12780200	Chr3A	9905522	9913859	+	9909690	0.999	0.995	collinear
gene:TraesCS3A02G022600	Chr3A	12811788	12815514	-	12813651	Chr3A	9943138	9946891	-	9945014	1.0	0.99	collinear
gene:TraesCS3A02G022700	Chr3A	12835921	12841532	-	12838726	Chr3A	9983195	9987874	-	9985534	0.972	0.964	collinear
gene:TraesCS3A02G022800	Chr3A	12852725	12855820	-	12854272	Chr3A	9999065	10002198	-	10000631	1.0	0.959	collinear
gene:TraesCS3A02G022900	Chr3A	12860408	12865854	-	12863131	Chr3A	10008546	10013620	-	10011083	1.0	0.996	collinear
gene:TraesCS3A02G023000	Chr3A	12869262	12872545	-	12870903	Chr3A	10016934	10020215	-	10018574	1.0	0.997	collinear
gene:TraesCS3A02G023100	Chr3A	12957984	12961699	+	12959841	Chr3A	10108173	10111899	+	10110036	0.992	0.978	collinear
gene:TraesCS3A02G023200	Chr3A	12969505	12980909	+	12975207	Chr3A	10119622	10130999	+	10125310	1.0	0.994	collinear
gene:TraesCS3A02G023400	Chr3A	12996897	12999736	+	12998316	Chr3A	10146471	10149311	+	10147891	1.0	0.996	collinear
gene:TraesCS3A02G023500	Chr3A	13003662	13008026	+	13005844	Chr3A	10153496	10157496	+	10155496	0.985	0.981	collinear
gene:TraesCS3A02G023600	Chr3A	13023996	13031435	+	13027715	Chr3A	10204241	10211657	+	10207949	0.997	0.99	collinear
gene:TraesCS3A02G023700	Chr3A	13033410	13035200	-	13034305	Chr3A	10213757	10215547	-	10214652	1.0	1.0	collinear
gene:TraesCS3A02G023800	Chr3A	13035892	13044210	-	13040051	Chr3A	10216238	10224344	-	10220291	1.0	0.995	collinear
gene:TraesCS3A02G023900	Chr3A	13074933	13076090	+	13075511	Chr3A	10254816	10255973	+	10255394	1.0	0.997	collinear
gene:TraesCS3A02G024000	Chr3A	13077253	13078691	+	13077972	Chr3A	10256847	10258285	+	10257566	1.0	0.999	collinear
gene:TraesCS3A02G024100	Chr3A	13079781	13083318	-	13081549	Chr3A	10259375	10262911	-	10261143	0.999	0.997	collinear
gene:TraesCS3A02G024200	Chr3A	13086116	13087566	-	13086841	Chr3A	10265708	10267158	-	10266433	1.0	1.0	collinear
gene:TraesCS3A02G024300	Chr3A	13090155	13091607	-	13090881	Chr3A	10269744	10271196	-	10270470	1.0	0.996	collinear
gene:TraesCS3A02G024500	Chr3A	13188237	13190953	+	13189595	Chr3A	10364937	10367649	+	10366293	1.0	0.988	collinear
gene:TraesCS3A02G024600	Chr3A	13198363	13201328	+	13199845	Chr3A	10374845	10377810	+	10376327	1.0	1.0	collinear
gene:TraesCS3A02G024700	Chr3A	13243838	13244532	-	13244185	Chr3A	10420096	10420790	-	10420443	1.0	1.0	collinear
gene:TraesCS3A02G024800	Chr3A	13334351	13335741	-	13335046	Chr3A	10509640	10511030	-	10510335	1.0	1.0	collinear
gene:TraesCS3A02G024900	Chr3A	13354190	13354972	-	13354581	Chr3A	10529291	10530073	-	10529682	1.0	0.959	collinear
gene:TraesCS3A02G025000	Chr3A	13363700	13364748	+	13364224	Chr3A	10538837	10539885	+	10539361	1.0	1.0	collinear
gene:TraesCS3A02G025100	Chr3A	13375607	13376509	-	13376058	Chr3A	10550745	10551647	-	10551196	1.0	1.0	collinear
gene:TraesCS3A02G025200	Chr3A	13404835	13407376	-	13406105	Chr3A	10579435	10581976	-	10580705	1.0	1.0	collinear
gene:TraesCS3A02G025300	Chr3A	13409567	13411244	+	13410405	Chr3A	10584167	10585844	+	10585005	1.0	1.0	collinear
gene:TraesCS3A02G025400	Chr3A	13412673	13414123	-	13413398	Chr3A	10587273	10588723	-	10587998	1.0	1.0	collinear
gene:TraesCS3A02G025500	Chr3A	13496471	13504464	-	13500467	Chr3A	10738782	10746775	-	10742778	1.0	0.996	collinear
gene:TraesCS3A02G025600	Chr3A	13509499	13510375	+	13509937	Chr3A	10751734	10752610	+	10752172	1.0	1.0	collinear
gene:TraesCS3A02G025700	Chr3A	13514343	13517898	+	13516120	Chr3A	10756578	10760133	+	10758355	1.0	1.0	collinear
gene:TraesCS3A02G025800	Chr3A	13517881	13521368	-	13519624	Chr3A	10760116	10763603	-	10761859	1.0	1.0	collinear
gene:TraesCS3A02G025900	Chr3A	13535077	13537345	-	13536211	Chr3A	10777090	10779354	-	10778222	1.0	1.0	collinear
gene:TraesCS3A02G026000	Chr3A	13554617	13560113	-	13557365	Chr3A	10833396	10838883	-	10836139	0.996	0.993	collinear
gene:TraesCS3A02G026100	Chr3A	13738823	13739563	-	13739193	Chr3A	11017417	11018158	-	11017787	1.0	0.988	collinear
gene:TraesCS3A02G026200	Chr3A	13818102	13818566	+	13818334	Chr3A	11088142	11088606	+	11088374	1.0	0.997	collinear
gene:TraesCS3A02G026300	Chr3A	13829771	13830820	-	13830295	Chr3A	11099771	11100820	-	11100295	1.0	0.992	collinear
gene:TraesCS3A02G026400	Chr3A	13832415	13833176	+	13832795	Chr3A	11102715	11103476	+	11103095	1.0	0.996	collinear
gene:TraesCS3A02G026500	Chr3A	13898356	13903834	-	13901095	Chr3A	11172107	11177589	-	11174848	0.998	0.989	collinear
gene:TraesCS3A02G026600	Chr3A	13906426	13909607	+	13908016	Chr3A	11180096	11183277	+	11181686	1.0	0.999	collinear
gene:TraesCS3A02G026700	Chr3A	14038403	14041943	+	14040173	Chr3A	11229291	11232832	+	11231061	1.0	0.99	collinear
gene:TraesCS3A02G026900	Chr3A	14043984	14044938	-	14044461	Chr3A	11234978	11235923	-	11235450	0.985	0.969	collinear
gene:TraesCS3A02G026800	Chr3A	14045083	14049309	-	14047196	Chr3A	11236068	11240195	-	11238131	0.962	0.939	collinear
