gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	tgt_chr	tgt_start	tgt_end	tgt_strand	tgt_midpoint	coverage	identity	segment
gene:TraesCS3D03G0037400	Chr3D	7087609	7088550	-	7088079	Chr3D	9765233	9766151	-	9765692	0.977	0.909	collinear
gene:TraesCS3D03G0037500	Chr3D	7092063	7092587	+	7092325	Chr3D	9820489	9820997	+	9820743	0.963	0.912	collinear
gene:TraesCS3D03G0037600	Chr3D	7100495	7105183	-	7102839	Chr3D	9849968	9854455	-	9852211	0.999	0.984	collinear
gene:TraesCS3D03G0037900	Chr3D	7120235	7122799	-	7121517	Chr3D	9901538	9903874	-	9902706	0.976	0.918	collinear
gene:TraesCS3D03G0038000	Chr3D	7127769	7132579	+	7130174	Chr3D	9907231	9912359	+	9909795	0.991	0.958	collinear
gene:TraesCS3D03G0039000	Chr3D	7183880	7184701	-	7184290	Chr3D	9932765	9933583	-	9933174	0.987	0.933	collinear
gene:TraesCS3D03G0039200	Chr3D	7217237	7225137	+	7221187	Chr3D	9936081	9944056	+	9940068	0.995	0.97	collinear
gene:TraesCS3D03G0039300	Chr3D	7226047	7227533	+	7226790	Chr3D	9944982	9946468	+	9945725	1.0	0.98	collinear
gene:TraesCS3D03G0039600	Chr3D	7251751	7252314	+	7252032	Chr3D	10013116	10013679	+	10013397	1.0	0.953	collinear
gene:TraesCS3D03G0039700	Chr3D	7254664	7266601	-	7260632	Chr3D	10015484	10026579	-	10021031	0.997	0.966	collinear
gene:TraesCS3D03G0040200	Chr3D	7334462	7338445	+	7336453	Chr3D	10157700	10161498	+	10159599	0.989	0.937	collinear
gene:TraesCS3D03G0040700	Chr3D	7418373	7421201	-	7419787	Chr3D	10214974	10217805	-	10216389	0.998	0.967	collinear
gene:TraesCS3D03G0040800	Chr3D	7427458	7427712	-	7427585	Chr3D	10225863	10226117	-	10225990	1.0	0.98	collinear
gene:TraesCS3D03G0040900	Chr3D	7429965	7433037	+	7431501	Chr3D	10230452	10233635	+	10232043	0.989	0.94	collinear
gene:TraesCS3D03G0041000	Chr3D	7493463	7498234	-	7495848	Chr3D	10255456	10260023	-	10257739	0.989	0.925	collinear
gene:TraesCS3D03G0041300	Chr3D	7522839	7527760	+	7525299	Chr3D	10332671	10337459	+	10335065	0.963	0.901	collinear
gene:TraesCS3D03G0041800	Chr3D	7585847	7589830	+	7587838	Chr3D	10386356	10391700	+	10389028	0.951	0.9	collinear
gene:TraesCS3D03G0041900	Chr3D	7590335	7591628	+	7590981	Chr3D	10398166	10399472	+	10398819	1.0	0.95	collinear
gene:TraesCS3D03G0042300	Chr3D	7601444	7609251	-	7605347	Chr3D	10407592	10415090	-	10411341	1.0	0.966	collinear
gene:TraesCS3D03G0051800	Chr3D	10347697	10348291	-	10347994	Chr3D	16326012	16326610	+	16326311	1.0	0.988	collinear
gene:TraesCS3D03G0052000	Chr3D	10367251	10369760	-	10368505	Chr3D	16280672	16283182	+	16281927	1.0	0.995	collinear
gene:TraesCS3D03G0052200	Chr3D	10412012	10415061	+	10413536	Chr3D	16239047	16242101	-	16240574	0.997	0.978	collinear
gene:TraesCS3D03G0052300	Chr3D	10417155	10419866	+	10418510	Chr3D	16234465	16236956	-	16235710	0.912	0.904	collinear
gene:TraesCS3D03G0052400	Chr3D	10474435	10478449	-	10476442	Chr3D	16201165	16205071	+	16203118	0.963	0.949	collinear
gene:TraesCS3D03G0052800	Chr3D	10599469	10601719	+	10600594	Chr3D	16022975	16025253	-	16024114	0.999	0.984	collinear
gene:TraesCS3D03G0053000	Chr3D	10616718	10619972	+	10618345	Chr3D	15999050	16002351	-	16000700	0.996	0.955	collinear
gene:TraesCS3D03G0053100	Chr3D	10620906	10626048	-	10623477	Chr3D	15992832	15998059	+	15995445	1.0	0.983	collinear
gene:TraesCS3D03G0053400	Chr3D	10679533	10680785	+	10680159	Chr3D	15834182	15835434	-	15834808	1.0	0.995	collinear
gene:TraesCS3D03G0053600	Chr3D	10759523	10760607	+	10760065	Chr3D	15737428	15738512	-	15737970	1.0	0.99	collinear
gene:TraesCS3D03G0054300	Chr3D	10941650	10943429	+	10942539	Chr3D	15532477	15534255	-	15533366	1.0	0.988	collinear
gene:TraesCS3D03G0054500	Chr3D	11120492	11122426	-	11121459	Chr3D	15330550	15332324	+	15331437	0.913	0.908	collinear
gene:TraesCS3D03G0055300	Chr3D	11322770	11324427	+	11323598	Chr3D	15063896	15065553	-	15064724	1.0	0.983	collinear
gene:TraesCS3D03G0055600	Chr3D	11353894	11355493	+	11354693	Chr3D	14965354	14966953	-	14966153	1.0	0.993	collinear
gene:TraesCS3D03G0055900	Chr3D	11376093	11377937	-	11377015	Chr3D	14943530	14945221	+	14944375	0.917	0.912	collinear
gene:TraesCS3D03G0056000	Chr3D	11393436	11394749	-	11394092	Chr3D	14914702	14916018	+	14915360	1.0	0.992	collinear
gene:TraesCS3D03G0056200	Chr3D	11405206	11409716	-	11407461	Chr3D	14889421	14893941	+	14891681	1.0	0.984	collinear
gene:TraesCS3D03G0056600	Chr3D	11534102	11536601	+	11535351	Chr3D	14753834	14756322	-	14755078	0.991	0.988	collinear
gene:TraesCS3D03G0056700	Chr3D	11540557	11543658	-	11542107	Chr3D	14746752	14749852	+	14748302	1.0	0.995	collinear
gene:TraesCS3D03G0057300	Chr3D	11689821	11691280	+	11690550	Chr3D	14666559	14668031	-	14667295	0.997	0.98	collinear
gene:TraesCS3D03G0057400	Chr3D	11705237	11710330	+	11707783	Chr3D	14647326	14652411	-	14649868	0.999	0.994	collinear
gene:TraesCS3D03G0057600	Chr3D	11729168	11730860	-	11730014	Chr3D	14628430	14630122	+	14629276	1.0	0.994	collinear
gene:TraesCS3D03G0057800	Chr3D	11753029	11754712	+	11753870	Chr3D	14603037	14604720	-	14603878	1.0	0.994	collinear
gene:TraesCS3D03G0057900	Chr3D	11773840	11775966	-	11774903	Chr3D	14443553	14445637	+	14444595	0.979	0.966	collinear
gene:TraesCS3D03G0058400	Chr3D	11929579	11935018	+	11932298	Chr3D	14269900	14276534	-	14273217	0.99	0.969	collinear
gene:TraesCS3D03G0058500	Chr3D	11939031	11942557	+	11940794	Chr3D	14262304	14265894	-	14264099	0.99	0.982	collinear
gene:TraesCS3D03G0058600	Chr3D	12051723	12053124	-	12052423	Chr3D	14244979	14246454	+	14245716	1.0	0.929	collinear
gene:TraesCS3D03G0059000	Chr3D	12145088	12149650	-	12147369	Chr3D	14174425	14179094	+	14176759	0.999	0.99	collinear
gene:TraesCS3D03G0059200	Chr3D	12184720	12185958	+	12185339	Chr3D	14146303	14147526	-	14146914	0.987	0.962	collinear
gene:TraesCS3D03G0059500	Chr3D	12231058	12234059	+	12232558	Chr3D	14113649	14116572	-	14115110	0.999	0.993	collinear
gene:TraesCS3D03G0059600	Chr3D	12238171	12239093	+	12238632	Chr3D	14105463	14106389	-	14105926	1.0	0.979	collinear
gene:TraesCS3D03G0059700	Chr3D	12254168	12256167	-	12255167	Chr3D	14087863	14089776	+	14088819	0.941	0.9	collinear
gene:TraesCS3D03G0060200	Chr3D	12307575	12308744	-	12308159	Chr3D	14029948	14031125	+	14030536	1.0	0.985	collinear
gene:TraesCS3D03G0060300	Chr3D	12312383	12313360	+	12312871	Chr3D	14025329	14026302	-	14025815	0.991	0.945	collinear
gene:TraesCS3D03G0060400	Chr3D	12328239	12330238	+	12329238	Chr3D	14016531	14018442	-	14017486	0.945	0.923	collinear
gene:TraesCS3D03G0060600	Chr3D	12338508	12339926	+	12339217	Chr3D	14007799	14009216	-	14008507	0.999	0.981	collinear
gene:TraesCS3D03G0060900	Chr3D	12373634	12374040	+	12373837	Chr3D	13978664	13979070	-	13978867	1.0	0.993	collinear
gene:TraesCS3D03G0061000	Chr3D	12374733	12375842	-	12375287	Chr3D	13976933	13977988	+	13977460	0.946	0.939	collinear
gene:TraesCS3D03G0061200	Chr3D	12385127	12385551	-	12385339	Chr3D	13967381	13967808	+	13967594	1.0	0.991	collinear
gene:TraesCS3D03G0061300	Chr3D	12406781	12407953	-	12407367	Chr3D	13955163	13956332	+	13955747	0.997	0.987	collinear
gene:TraesCS3D03G0061400	Chr3D	12409401	12410057	+	12409729	Chr3D	13939922	13940563	-	13940242	0.973	0.963	collinear
gene:TraesCS3D03G0061500	Chr3D	12415658	12416526	+	12416092	Chr3D	13933440	13934311	-	13933875	1.0	0.992	collinear
gene:TraesCS3D03G0063300	Chr3D	12744562	12747173	-	12745867	Chr3D	13857999	13860578	+	13859288	0.988	0.903	collinear
gene:TraesCS3D03G0063800	Chr3D	12777088	12777513	+	12777300	Chr3D	13816652	13817077	-	13816864	1.0	0.981	collinear
gene:TraesCS3D03G0064000	Chr3D	12796450	12796878	+	12796664	Chr3D	13802539	13802967	-	13802753	1.0	0.997	collinear
gene:TraesCS3D03G0064100	Chr3D	12826915	12827806	+	12827360	Chr3D	13779230	13780121	-	13779675	1.0	0.993	collinear
gene:TraesCS3D03G0064900	Chr3D	13051121	13053571	+	13052346	Chr3D	13640254	13642864	-	13641559	0.995	0.974	collinear
gene:TraesCS3D03G0065000	Chr3D	13089709	13093923	+	13091816	Chr3D	13611271	13615496	-	13613383	1.0	0.994	collinear
gene:TraesCS3D03G0065300	Chr3D	13115200	13116721	-	13115960	Chr3D	13582180	13583701	+	13582940	1.0	0.991	collinear
gene:TraesCS3D03G0065400	Chr3D	13124622	13132147	-	13128384	Chr3D	13566917	13574101	+	13570509	1.0	0.993	collinear
gene:TraesCS3D03G0065600	Chr3D	13137922	13140127	+	13139024	Chr3D	13558902	13561148	-	13560025	1.0	0.97	collinear
gene:TraesCS3D03G0065900	Chr3D	13166607	13171960	+	13169283	Chr3D	13533854	13539181	-	13536517	1.0	0.995	collinear
gene:TraesCS3D03G0066000	Chr3D	13201186	13204556	+	13202871	Chr3D	13501009	13504329	-	13502669	0.999	0.993	collinear
gene:TraesCS3D03G0066100	Chr3D	13279114	13281294	-	13280204	Chr3D	13429354	13431485	+	13430419	0.994	0.972	collinear
gene:TraesCS3D03G0066200	Chr3D	13287733	13291973	+	13289853	Chr3D	13417448	13421722	-	13419585	0.994	0.936	collinear
gene:TraesCS3D03G0066300	Chr3D	13298280	13302058	+	13300169	Chr3D	13407323	13411108	-	13409215	1.0	0.979	collinear
gene:TraesCS3D03G0066500	Chr3D	13301940	13303674	-	13302807	Chr3D	13405704	13407441	+	13406572	0.997	0.98	collinear
gene:TraesCS3D03G0066600	Chr3D	13304142	13310827	-	13307484	Chr3D	13398439	13405211	+	13401825	0.998	0.985	collinear
gene:TraesCS3D03G0066700	Chr3D	13411226	13418173	+	13414699	Chr3D	13375701	13382828	-	13379264	0.996	0.994	collinear
gene:TraesCS3D03G0066900	Chr3D	13420218	13422986	-	13421602	Chr3D	13372786	13375291	+	13374038	0.905	0.902	collinear
gene:TraesCS3D03G0067000	Chr3D	13547379	13549161	+	13548270	Chr3D	13248334	13250162	-	13249248	1.0	0.997	collinear
gene:TraesCS3D03G0067100	Chr3D	13575530	13579005	-	13577267	Chr3D	13218344	13221852	+	13220098	1.0	0.975	collinear
gene:TraesCS3D03G0067400	Chr3D	13590906	13592873	+	13591889	Chr3D	13204613	13206595	-	13205604	1.0	0.996	collinear
gene:TraesCS3D03G0067500	Chr3D	13598672	13598785	-	13598728	Chr3D	13184606	13184719	+	13184662	1.0	0.991	collinear
gene:TraesCS3D03G0067600	Chr3D	13654295	13657866	-	13656080	Chr3D	13089628	13093219	+	13091423	0.998	0.982	collinear
gene:TraesCS3D03G0067900	Chr3D	13955129	13955985	+	13955557	Chr3D	12800052	12800899	-	12800475	0.988	0.974	collinear
gene:TraesCS3D03G0068000	Chr3D	13967460	13976174	+	13971817	Chr3D	12779374	12787697	-	12783535	0.994	0.989	collinear
gene:TraesCS3D03G0068100	Chr3D	13979252	13979626	-	13979439	Chr3D	12775891	12776265	+	12776078	1.0	0.992	collinear
gene:TraesCS3D03G0068300	Chr3D	14064688	14067632	-	14066160	Chr3D	12710118	12713063	+	12711590	1.0	0.989	collinear
gene:TraesCS3D03G0068500	Chr3D	14120519	14125639	+	14123079	Chr3D	12653262	12659841	-	12656551	0.959	0.928	collinear
gene:TraesCS3D03G0068700	Chr3D	14143401	14144266	+	14143833	Chr3D	12634469	12635337	-	12634903	0.998	0.988	collinear
gene:TraesCS3D03G0068800	Chr3D	14167002	14169180	-	14168091	Chr3D	12596437	12598614	+	12597525	1.0	0.997	collinear
gene:TraesCS3D03G0068900	Chr3D	14217392	14218493	-	14217942	Chr3D	12550840	12551935	+	12551387	0.994	0.99	collinear
gene:TraesCS3D03G0069500	Chr3D	14379246	14394905	-	14387075	Chr3D	12368827	12383882	+	12376354	1.0	0.993	collinear
gene:TraesCS3D03G0069700	Chr3D	14401164	14404307	-	14402735	Chr3D	12355076	12358218	+	12356647	1.0	0.993	collinear
gene:TraesCS3D03G0069900	Chr3D	14433642	14436902	+	14435272	Chr3D	12344314	12347583	-	12345948	0.999	0.995	collinear
gene:TraesCS3D03G0070100	Chr3D	14540840	14542917	-	14541878	Chr3D	12236754	12238854	+	12237804	1.0	0.987	collinear
gene:TraesCS3D03G0070200	Chr3D	14542495	14542947	+	14542721	Chr3D	12236724	12237189	-	12236956	1.0	0.997	collinear
gene:TraesCS3D03G0071200	Chr3D	15082502	15083461	-	15082981	Chr3D	12116933	12117902	+	12117417	0.997	0.955	collinear
gene:TraesCS3D03G0071600	Chr3D	15233404	15236091	+	15234747	Chr3D	12031713	12034458	-	12033085	0.993	0.963	collinear
gene:TraesCS3D03G0072800	Chr3D	15393558	15395348	-	15394453	Chr3D	11985312	11987104	+	11986208	0.963	0.927	collinear
gene:TraesCS3D03G0073200	Chr3D	15432135	15436741	-	15434438	Chr3D	11969904	11974540	+	11972222	0.994	0.956	collinear
gene:TraesCS3D03G0078900	Chr3D	17156236	17156703	+	17156469	Chr3D	18305232	18305690	+	18305461	0.98	0.965	collinear
gene:TraesCS3D03G0079100	Chr3D	17325812	17326668	-	17326240	Chr3D	18655524	18656380	-	18655952	1.0	0.991	collinear
gene:TraesCS3D03G0079300	Chr3D	17344865	17346337	-	17345601	Chr3D	18674122	18675594	-	18674858	1.0	0.991	collinear
gene:TraesCS3D03G0079400	Chr3D	17348668	17380973	+	17364820	Chr3D	18677830	18711095	+	18694462	0.988	0.96	collinear
gene:TraesCS3D03G0079600	Chr3D	17394377	17395503	-	17394940	Chr3D	18716625	18717734	-	18717179	0.973	0.916	collinear
gene:TraesCS3D03G0080000	Chr3D	17444037	17444957	-	17444497	Chr3D	18722067	18722983	-	18722525	0.995	0.992	collinear
gene:TraesCS3D03G0081000	Chr3D	17578395	17578850	-	17578622	Chr3D	18788696	18789151	+	18788923	1.0	0.989	collinear
gene:TraesCS3D03G0082300	Chr3D	17742624	17744343	-	17743483	Chr3D	19377078	19378788	+	19377933	0.993	0.973	collinear
gene:TraesCS3D03G0082400	Chr3D	17772573	17774200	-	17773386	Chr3D	18961984	18963613	-	18962798	1.0	0.992	collinear
gene:TraesCS3D03G0086800	Chr3D	19049713	19052333	+	19051023	Chr3D	19525141	19527759	+	19526450	1.0	0.991	collinear
gene:TraesCS3D03G0086900	Chr3D	19070437	19075841	+	19073139	Chr3D	19548243	19553769	+	19551006	1.0	0.975	collinear
gene:TraesCS3D03G0087000	Chr3D	19078299	19078673	-	19078486	Chr3D	19556258	19556632	-	19556445	1.0	0.992	collinear
gene:TraesCS3D03G0087200	Chr3D	19099302	19099875	-	19099588	Chr3D	19598961	19599531	-	19599246	0.993	0.987	collinear
gene:TraesCS3D03G0088700	Chr3D	19334083	19335935	-	19335009	Chr3D	19920491	19922331	-	19921411	0.993	0.982	collinear
gene:TraesCS3D03G0089000	Chr3D	19393423	19396275	-	19394849	Chr3D	19972603	19975454	-	19974028	1.0	0.99	collinear
gene:TraesCS3D03G0089300	Chr3D	19564496	19568017	-	19566256	Chr3D	20102412	20105934	-	20104173	0.997	0.973	collinear
gene:TraesCS3D03G0090600	Chr3D	19976984	19978569	+	19977776	Chr3D	20523733	20525318	+	20524525	0.998	0.989	collinear
gene:TraesCS3D03G0090800	Chr3D	19982184	19984800	-	19983492	Chr3D	20528998	20531601	-	20530299	0.99	0.985	collinear
gene:TraesCS3D03G0091300	Chr3D	20035230	20038422	+	20036826	Chr3D	20586360	20589554	+	20587957	1.0	0.988	collinear
gene:TraesCS3D03G0092200	Chr3D	20252996	20253397	-	20253196	Chr3D	20814222	20814623	-	20814422	1.0	0.995	collinear
gene:TraesCS3D03G0092500	Chr3D	20351605	20352438	-	20352021	Chr3D	20938503	20939336	-	20938919	1.0	0.991	collinear
gene:TraesCS3D03G0092600	Chr3D	20364077	20366187	-	20365132	Chr3D	20951010	20953120	-	20952065	1.0	0.994	collinear
gene:TraesCS3D03G0093500	Chr3D	20572007	20572804	-	20572405	Chr3D	21203597	21204394	-	21203995	1.0	0.995	collinear
gene:TraesCS3D03G0093600	Chr3D	20579254	20579718	-	20579486	Chr3D	21211797	21212261	-	21212029	1.0	0.997	collinear
gene:TraesCS3D03G0095000	Chr3D	21019119	21020208	+	21019663	Chr3D	21818862	21819942	+	21819402	0.989	0.965	collinear
gene:TraesCS3D03G0095400	Chr3D	21213997	21214317	-	21214157	Chr3D	22462904	22463224	-	22463064	1.0	0.984	collinear
gene:TraesCS3D03G0096000	Chr3D	21336911	21337662	-	21337286	Chr3D	22543124	22543860	-	22543492	0.998	0.996	collinear
gene:TraesCS3D03G0096300	Chr3D	21772332	21773589	-	21772960	Chr3D	23641417	23642690	-	23642053	1.0	0.982	collinear
gene:TraesCS3D03G0096400	Chr3D	21796592	21798779	+	21797685	Chr3D	23662557	23664748	+	23663652	1.0	0.993	collinear
gene:TraesCS3D03G0096600	Chr3D	21891750	21892811	+	21892280	Chr3D	23750747	23751808	+	23751277	1.0	0.993	collinear
gene:TraesCS3D03G0098700	Chr3D	22049282	22054560	-	22051921	Chr3D	23850898	23856223	-	23853560	1.0	0.98	collinear
gene:TraesCS3D03G0098900	Chr3D	22086168	22094049	+	22090108	Chr3D	23909362	23917094	+	23913228	0.999	0.994	collinear
gene:TraesCS3D03G0099000	Chr3D	22130478	22130898	-	22130688	Chr3D	23961797	23962217	-	23962007	1.0	0.995	collinear
