gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	tgt_chr	tgt_start	tgt_end	tgt_strand	tgt_midpoint	coverage	identity	segment
gene:TraesCS6A03G0019500	Chr6A	4996845	4997894	+	4997369	Chr6A	4162198	4163229	-	4162713	0.982	0.959	collinear
gene:TraesCS6A03G0020500	Chr6A	5805544	5807529	+	5806536	Chr6A	4830209	4832194	+	4831201	1.0	0.981	collinear
gene:TraesCS6A03G0022200	Chr6A	6352582	6353978	-	6353280	Chr6A	4230808	4232222	-	4231515	0.979	0.968	collinear
gene:TraesCS6A03G0023100	Chr6A	6509916	6510644	+	6510280	Chr6A	4903853	4904581	+	4904217	1.0	0.984	collinear
gene:TraesCS6A03G0023200	Chr6A	6524784	6526124	-	6525454	Chr6A	4910163	4911503	-	4910833	1.0	0.982	collinear
gene:TraesCS6A03G0023700	Chr6A	6596976	6599759	-	6598367	Chr6A	4943574	4946648	-	4945111	0.997	0.985	collinear
gene:TraesCS6A03G0023800	Chr6A	6622241	6625659	-	6623950	Chr6A	4967792	4971218	-	4969505	0.994	0.966	collinear
gene:TraesCS6A03G0023900	Chr6A	6626599	6627983	-	6627291	Chr6A	4971908	4973293	-	4972600	1.0	0.962	collinear
gene:TraesCS6A03G0024000	Chr6A	6629538	6630206	-	6629872	Chr6A	4974831	4975499	-	4975165	1.0	0.971	collinear
gene:TraesCS6A03G0024300	Chr6A	6660567	6667306	+	6663936	Chr6A	4989460	4996149	+	4992804	0.968	0.956	collinear
gene:TraesCS6A03G0024600	Chr6A	6774114	6781537	-	6777825	Chr6A	5090291	5097785	-	5094038	1.0	0.982	collinear
gene:TraesCS6A03G0024900	Chr6A	6804836	6805735	-	6805285	Chr6A	5117898	5118791	-	5118344	1.0	0.98	collinear
gene:TraesCS6A03G0025400	Chr6A	6851548	6858477	-	6855012	Chr6A	5204731	5210771	-	5207751	1.0	0.989	collinear
gene:TraesCS6A03G0025600	Chr6A	6902719	6905185	+	6903952	Chr6A	5243393	5245561	+	5244477	1.0	0.988	collinear
gene:TraesCS6A03G0025800	Chr6A	6905399	6906874	-	6906136	Chr6A	5245780	5247497	-	5246638	1.0	0.984	collinear
gene:TraesCS6A03G0027100	Chr6A	7152663	7153604	-	7153133	Chr6A	5252794	5253736	-	5253265	1.0	0.974	collinear
gene:TraesCS6A03G0027200	Chr6A	7157642	7159485	+	7158563	Chr6A	5257821	5259632	+	5258726	0.975	0.959	collinear
gene:TraesCS6A03G0027300	Chr6A	7168596	7170287	-	7169441	Chr6A	5321667	5323358	-	5322512	1.0	0.988	collinear
gene:TraesCS6A03G0027400	Chr6A	7196854	7200678	+	7198766	Chr6A	5335919	5339747	+	5337833	0.999	0.983	collinear
gene:TraesCS6A03G0028000	Chr6A	7235005	7238338	+	7236671	Chr6A	5567141	5570469	+	5568805	0.998	0.989	collinear
gene:TraesCS6A03G0028200	Chr6A	7482648	7485990	+	7484319	Chr6A	5744412	5747761	+	5746086	0.991	0.954	collinear
gene:TraesCS6A03G0029200	Chr6A	7851077	7857869	+	7854473	Chr6A	5910962	5917663	+	5914312	1.0	0.985	collinear
gene:TraesCS6A03G0029300	Chr6A	7884487	7896338	-	7890412	Chr6A	5933729	5945638	-	5939683	1.0	0.988	collinear
gene:TraesCS6A03G0029900	Chr6A	8006338	8010273	+	8008305	Chr6A	6189930	6193731	+	6191830	0.972	0.94	collinear
gene:TraesCS6A03G0030000	Chr6A	8012421	8019811	+	8016116	Chr6A	6194718	6202095	+	6198406	0.995	0.97	collinear
gene:TraesCS6A03G0030500	Chr6A	8088519	8089226	-	8088872	Chr6A	6220441	6221155	-	6220798	1.0	0.974	collinear
gene:TraesCS6A03G0030700	Chr6A	8173780	8176435	-	8175107	Chr6A	6366698	6369335	-	6368016	0.971	0.925	collinear
gene:TraesCS6A03G0032000	Chr6A	8426090	8431181	+	8428635	Chr6A	6435295	6440370	+	6437832	0.994	0.992	collinear
gene:TraesCS6A03G0032100	Chr6A	8453662	8456939	-	8455300	Chr6A	6462641	6465918	-	6464279	1.0	0.999	collinear
gene:TraesCS6A03G0032400	Chr6A	8464780	8465505	-	8465142	Chr6A	6473738	6474463	-	6474100	1.0	0.998	collinear
gene:TraesCS6A03G0032500	Chr6A	8465688	8466935	-	8466311	Chr6A	6474647	6475898	-	6475272	1.0	0.993	collinear
gene:TraesCS6A03G0032600	Chr6A	8480777	8483787	+	8482282	Chr6A	6494024	6497033	+	6495528	0.999	0.995	collinear
gene:TraesCS6A03G0033800	Chr6A	8672781	8673413	-	8673097	Chr6A	6939855	6940487	-	6940171	1.0	0.995	collinear
gene:TraesCS6A03G0034000	Chr6A	8675368	8676936	-	8676152	Chr6A	6942437	6944008	-	6943222	1.0	0.995	collinear
gene:TraesCS6A03G0034100	Chr6A	8871064	8872769	-	8871916	Chr6A	7121977	7123682	-	7122829	1.0	0.995	collinear
gene:TraesCS6A03G0034200	Chr6A	8972166	8973845	+	8973005	Chr6A	7225274	7226944	+	7226109	0.994	0.991	collinear
gene:TraesCS6A03G0034300	Chr6A	8997549	8999123	+	8998336	Chr6A	7249926	7251503	+	7250714	1.0	0.987	collinear
gene:TraesCS6A03G0034500	Chr6A	9005874	9007685	-	9006779	Chr6A	7258346	7260157	-	7259251	1.0	0.997	collinear
gene:TraesCS6A03G0034700	Chr6A	9243241	9251040	+	9247140	Chr6A	7453546	7459821	+	7456683	1.0	0.996	collinear
gene:TraesCS6A03G0034800	Chr6A	9251429	9255197	+	9253313	Chr6A	7460236	7464220	+	7462228	1.0	0.992	collinear
gene:TraesCS6A03G0034900	Chr6A	9257732	9258127	+	9257929	Chr6A	7466756	7467151	+	7466953	1.0	0.997	collinear
gene:TraesCS6A03G0035000	Chr6A	9258228	9258707	+	9258467	Chr6A	7467252	7467732	+	7467492	1.0	0.989	collinear
gene:TraesCS6A03G0035100	Chr6A	9260463	9263599	+	9262031	Chr6A	7469106	7472245	+	7470675	1.0	0.996	collinear
gene:TraesCS6A03G0035200	Chr6A	9265010	9266230	+	9265620	Chr6A	7473737	7474957	+	7474347	1.0	0.987	collinear
gene:TraesCS6A03G0035400	Chr6A	9271095	9276490	+	9273792	Chr6A	7479643	7485523	+	7482583	1.0	0.997	collinear
gene:TraesCS6A03G0035500	Chr6A	9283912	9284858	-	9284385	Chr6A	7494349	7495295	-	7494822	1.0	0.994	collinear
gene:TraesCS6A03G0035900	Chr6A	9444032	9445186	+	9444609	Chr6A	7678089	7679243	+	7678666	1.0	0.998	collinear
gene:TraesCS6A03G0036100	Chr6A	9448531	9449670	+	9449100	Chr6A	7682080	7683190	+	7682635	0.97	0.944	collinear
gene:TraesCS6A03G0036500	Chr6A	9470666	9471235	-	9470950	Chr6A	7709046	7709615	-	7709330	1.0	0.996	collinear
gene:TraesCS6A03G0036600	Chr6A	9473682	9475429	-	9474555	Chr6A	7712215	7713951	-	7713083	0.991	0.904	collinear
gene:TraesCS6A03G0036700	Chr6A	9481564	9485669	-	9483616	Chr6A	7715079	7717611	-	7716345	1.0	0.993	collinear
gene:TraesCS6A03G0037100	Chr6A	9658772	9660162	+	9659467	Chr6A	7896775	7898165	+	7897470	1.0	0.993	collinear
gene:TraesCS6A03G0037200	Chr6A	9665556	9666056	-	9665806	Chr6A	7908898	7909398	-	7909148	1.0	0.994	collinear
gene:TraesCS6A03G0037400	Chr6A	9668873	9669166	+	9669019	Chr6A	7912227	7912520	+	7912373	1.0	0.989	collinear
gene:TraesCS6A03G0037500	Chr6A	9867419	9868633	+	9868026	Chr6A	8108172	8109386	+	8108779	1.0	0.996	collinear
gene:TraesCS6A03G0037600	Chr6A	9877826	9879013	+	9878419	Chr6A	8118149	8119336	+	8118742	1.0	0.98	collinear
gene:TraesCS6A03G0037700	Chr6A	9888984	9893419	-	9891201	Chr6A	8129767	8134382	-	8132074	0.998	0.933	collinear
gene:TraesCS6A03G0038200	Chr6A	9962522	9968219	-	9965370	Chr6A	8201050	8206747	-	8203898	1.0	0.998	collinear
gene:TraesCS6A03G0038400	Chr6A	9979995	9980516	+	9980255	Chr6A	8218210	8218731	+	8218470	1.0	1.0	collinear
gene:TraesCS6A03G0038500	Chr6A	9980644	9981150	+	9980897	Chr6A	8218859	8219365	+	8219112	1.0	1.0	collinear
gene:TraesCS6A03G0038700	Chr6A	9982202	9982945	-	9982573	Chr6A	8220417	8221160	-	8220788	1.0	1.0	collinear
gene:TraesCS6A03G0038800	Chr6A	10020588	10022382	-	10021485	Chr6A	8258942	8260736	-	8259839	1.0	1.0	collinear
gene:TraesCS6A03G0038900	Chr6A	10058301	10060057	-	10059179	Chr6A	8296381	8298137	-	8297259	1.0	1.0	collinear
gene:TraesCS6A03G0039300	Chr6A	10070593	10071054	-	10070823	Chr6A	8308673	8309134	-	8308903	1.0	1.0	collinear
gene:TraesCS6A03G0039500	Chr6A	10195542	10197545	-	10196543	Chr6A	8402829	8404832	-	8403830	1.0	1.0	collinear
gene:TraesCS6A03G0039900	Chr6A	10318880	10322522	-	10320701	Chr6A	8518792	8522434	-	8520613	1.0	1.0	collinear
gene:TraesCS6A03G0040000	Chr6A	10339644	10342926	-	10341285	Chr6A	8539557	8542839	-	8541198	1.0	1.0	collinear
gene:TraesCS6A03G0040300	Chr6A	10363470	10373065	-	10368267	Chr6A	8563386	8572973	-	8568179	1.0	1.0	collinear
gene:TraesCS6A03G0040500	Chr6A	10376015	10380589	+	10378302	Chr6A	8575923	8580497	+	8578210	1.0	0.999	collinear
gene:TraesCS6A03G0040700	Chr6A	10422946	10423200	+	10423073	Chr6A	8584446	8584700	+	8584573	1.0	0.949	collinear
gene:TraesCS6A03G0041000	Chr6A	10428638	10429207	+	10428922	Chr6A	8590137	8590706	+	8590421	1.0	0.97	collinear
gene:TraesCS6A03G0041300	Chr6A	10440680	10441222	+	10440951	Chr6A	8596168	8596710	+	8596439	1.0	0.966	collinear
gene:TraesCS6A03G0041500	Chr6A	10443656	10447229	+	10445442	Chr6A	8599145	8602717	+	8600931	1.0	0.973	collinear
gene:TraesCS6A03G0041800	Chr6A	10500342	10501771	+	10501056	Chr6A	8652183	8653618	+	8652900	1.0	0.994	collinear
gene:TraesCS6A03G0042300	Chr6A	10631402	10634755	+	10633078	Chr6A	8742693	8746002	+	8744347	0.961	0.927	collinear
gene:TraesCS6A03G0042400	Chr6A	10635627	10643113	+	10639370	Chr6A	8746676	8754151	+	8750413	0.997	0.994	collinear
gene:TraesCS6A03G0042600	Chr6A	10650636	10652928	+	10651782	Chr6A	8771664	8774017	+	8772840	1.0	0.974	collinear
gene:TraesCS6A03G0042700	Chr6A	10653443	10656426	+	10654934	Chr6A	8774527	8777510	+	8776018	1.0	0.997	collinear
gene:TraesCS6A03G0042800	Chr6A	10661528	10662935	+	10662231	Chr6A	8782638	8784045	+	8783341	1.0	0.997	collinear
gene:TraesCS6A03G0042900	Chr6A	10664808	10665941	+	10665374	Chr6A	8785666	8786800	+	8786233	1.0	0.992	collinear
gene:TraesCS6A03G0043100	Chr6A	10670192	10670905	+	10670548	Chr6A	8799709	8800422	+	8800065	1.0	0.987	collinear
gene:TraesCS6A03G0045600	Chr6A	11259162	11259797	+	11259479	Chr6A	8893006	8893641	+	8893323	1.0	0.979	collinear
gene:TraesCS6A03G0046500	Chr6A	11448235	11448726	-	11448480	Chr6A	9004366	9004857	-	9004611	1.0	0.995	collinear
gene:TraesCS6A03G0046900	Chr6A	11703980	11704663	+	11704321	Chr6A	9150666	9151349	+	9151007	1.0	0.991	collinear
gene:TraesCS6A03G0047100	Chr6A	11710351	11716441	-	11713396	Chr6A	9157060	9163140	-	9160100	1.0	0.999	collinear
gene:TraesCS6A03G0047200	Chr6A	11732357	11734791	+	11733574	Chr6A	9188167	9190694	+	9189430	0.998	0.994	collinear
gene:TraesCS6A03G0047500	Chr6A	11813604	11822722	+	11818163	Chr6A	9262350	9271247	+	9266798	0.993	0.983	collinear
gene:TraesCS6A03G0047600	Chr6A	11824823	11827423	-	11826123	Chr6A	9273434	9276015	-	9274724	0.994	0.99	collinear
gene:TraesCS6A03G0048200	Chr6A	12064955	12067107	+	12066031	Chr6A	9420790	9423086	+	9421938	0.996	0.991	collinear
gene:TraesCS6A03G0048400	Chr6A	12068383	12073209	-	12070796	Chr6A	9424336	9429166	-	9426751	0.995	0.993	collinear
gene:TraesCS6A03G0048500	Chr6A	12083942	12088123	-	12086032	Chr6A	9439420	9443526	-	9441473	0.991	0.975	collinear
gene:TraesCS6A03G0048700	Chr6A	12094210	12095265	+	12094737	Chr6A	9449823	9450878	+	9450350	1.0	0.99	collinear
gene:TraesCS6A03G0048900	Chr6A	12136731	12137926	+	12137328	Chr6A	9484600	9485794	+	9485197	0.999	0.985	collinear
gene:TraesCS6A03G0049100	Chr6A	12493877	12494758	+	12494317	Chr6A	9524294	9525175	+	9524734	1.0	0.989	collinear
gene:TraesCS6A03G0049200	Chr6A	12498776	12499744	-	12499260	Chr6A	9528860	9529828	-	9529344	1.0	0.996	collinear
gene:TraesCS6A03G0049500	Chr6A	12580499	12582277	-	12581388	Chr6A	9596575	9598353	-	9597464	1.0	0.993	collinear
gene:TraesCS6A03G0050400	Chr6A	12818166	12818997	-	12818581	Chr6A	10040905	10041744	-	10041324	1.0	0.919	collinear
gene:TraesCS6A03G0050900	Chr6A	12958683	12962150	-	12960416	Chr6A	10339796	10343260	-	10341528	1.0	0.995	collinear
gene:TraesCS6A03G0051000	Chr6A	12972559	12975757	-	12974158	Chr6A	10352747	10355945	-	10354346	1.0	0.994	collinear
gene:TraesCS6A03G0051100	Chr6A	12991754	12995043	-	12993398	Chr6A	10364185	10367490	-	10365837	0.999	0.991	collinear
gene:TraesCS6A03G0051200	Chr6A	13081851	13084351	-	13083101	Chr6A	10475323	10477821	-	10476572	0.998	0.991	collinear
gene:TraesCS6A03G0051500	Chr6A	13167817	13168656	-	13168236	Chr6A	10488367	10489206	-	10488786	1.0	0.996	collinear
gene:TraesCS6A03G0051800	Chr6A	13185126	13189047	-	13187086	Chr6A	10505950	10509875	-	10507912	1.0	0.992	collinear
gene:TraesCS6A03G0051900	Chr6A	13191572	13192475	-	13192023	Chr6A	10511877	10512780	-	10512328	1.0	0.99	collinear
gene:TraesCS6A03G0052000	Chr6A	13240709	13241887	-	13241298	Chr6A	10561645	10562823	-	10562234	1.0	0.968	collinear
gene:TraesCS6A03G0052200	Chr6A	13283523	13286022	-	13284772	Chr6A	10619213	10621712	-	10620462	1.0	0.986	collinear
gene:TraesCS6A03G0052500	Chr6A	13363237	13365679	+	13364458	Chr6A	10708716	10711156	+	10709936	1.0	0.999	collinear
gene:TraesCS6A03G0052800	Chr6A	13452977	13456276	+	13454626	Chr6A	10887342	10890644	+	10888993	1.0	0.989	collinear
gene:TraesCS6A03G0052900	Chr6A	13475508	13477544	+	13476526	Chr6A	10905057	10907093	+	10906075	1.0	0.995	collinear
gene:TraesCS6A03G0053400	Chr6A	13624192	13624894	+	13624543	Chr6A	11052385	11053108	+	11052746	1.0	0.96	collinear
gene:TraesCS6A03G0053800	Chr6A	13679229	13683414	+	13681321	Chr6A	11120302	11124560	+	11122431	1.0	0.973	collinear
gene:TraesCS6A03G0053900	Chr6A	13684327	13686423	-	13685375	Chr6A	11125478	11127467	-	11126472	1.0	0.995	collinear
gene:TraesCS6A03G0054100	Chr6A	13708034	13709236	+	13708635	Chr6A	11151077	11152321	+	11151699	1.0	0.954	collinear
gene:TraesCS6A03G0054700	Chr6A	13779362	13787511	+	13783436	Chr6A	11336868	11345017	+	11340942	1.0	0.998	collinear
gene:TraesCS6A03G0055000	Chr6A	13814362	13814901	+	13814631	Chr6A	11368057	11368596	+	11368326	1.0	0.992	collinear
gene:TraesCS6A03G0055200	Chr6A	13825479	13827181	-	13826330	Chr6A	11381248	11382949	-	11382098	0.999	0.988	collinear
gene:TraesCS6A03G0055300	Chr6A	13865987	13874288	+	13870137	Chr6A	11421719	11430023	+	11425871	0.994	0.985	collinear
gene:TraesCS6A03G0055400	Chr6A	13981660	13983240	+	13982450	Chr6A	11515290	11516869	+	11516079	1.0	0.996	collinear
gene:TraesCS6A03G0055600	Chr6A	14017545	14019339	-	14018442	Chr6A	11538134	11539928	-	11539031	1.0	0.994	collinear
gene:TraesCS6A03G0056000	Chr6A	14228359	14230494	-	14229426	Chr6A	11700166	11702292	-	11701229	0.994	0.992	collinear
gene:TraesCS6A03G0056100	Chr6A	14249390	14250855	+	14250122	Chr6A	11721271	11722736	+	11722003	1.0	0.998	collinear
gene:TraesCS6A03G0056500	Chr6A	14282648	14284420	-	14283534	Chr6A	11755710	11757482	-	11756596	1.0	0.998	collinear
gene:TraesCS6A03G0056700	Chr6A	14340565	14341448	+	14341006	Chr6A	11813819	11814704	+	11814261	1.0	0.995	collinear
gene:TraesCS6A03G0056800	Chr6A	14349724	14350977	-	14350350	Chr6A	11823006	11824259	-	11823632	1.0	1.0	collinear
gene:TraesCS6A03G0056900	Chr6A	14397194	14407207	+	14402200	Chr6A	11869565	11879579	+	11874572	1.0	1.0	collinear
gene:TraesCS6A03G0057300	Chr6A	14450508	14454908	+	14452708	Chr6A	11922670	11927038	+	11924854	0.967	0.966	collinear
gene:TraesCS6A03G0057400	Chr6A	14454995	14455537	-	14455266	Chr6A	11927125	11927667	-	11927396	1.0	1.0	collinear
gene:TraesCS6A03G0057600	Chr6A	14458904	14468241	-	14463572	Chr6A	11931069	11940440	-	11935754	1.0	0.999	collinear
gene:TraesCS6A03G0058400	Chr6A	14779983	14783826	-	14781904	Chr6A	12268539	12272382	-	12270460	1.0	1.0	collinear
gene:TraesCS6A03G0058600	Chr6A	14830104	14830397	+	14830250	Chr6A	12318853	12319146	+	12318999	1.0	1.0	collinear
gene:TraesCS6A03G0058900	Chr6A	14899043	14900702	-	14899872	Chr6A	12387185	12388844	-	12388014	1.0	0.999	collinear
gene:TraesCS6A03G0059200	Chr6A	15055580	15060784	+	15058182	Chr6A	12540606	12545812	+	12543209	1.0	1.0	collinear
gene:TraesCS6A03G0059300	Chr6A	15060851	15063542	-	15062196	Chr6A	12545879	12548570	-	12547224	1.0	0.999	collinear
gene:TraesCS6A03G0060100	Chr6A	15129564	15133643	+	15131603	Chr6A	12617156	12625147	+	12621151	1.0	0.995	collinear
gene:TraesCS6A03G0060400	Chr6A	15201260	15204515	-	15202887	Chr6A	12675878	12679059	-	12677468	1.0	0.991	collinear
