gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	tgt_chr	tgt_start	tgt_end	tgt_strand	tgt_midpoint	coverage	identity	segment
gene:TraesCS2B03G0027700	Chr2B	7488542	7503846	+	7496194	Chr2B	3094130	3107535	-	3100832	1.0	0.994	collinear
gene:TraesCS2B03G0027800	Chr2B	7503853	7505322	-	7504587	Chr2B	3092654	3094123	+	3093388	1.0	0.991	collinear
gene:TraesCS2B03G0028100	Chr2B	7550450	7550846	-	7550648	Chr2B	3028577	3028973	+	3028775	1.0	0.971	collinear
gene:TraesCS2B03G0028400	Chr2B	7623099	7624529	+	7623814	Chr2B	3057804	3059234	-	3058519	1.0	0.993	collinear
gene:TraesCS2B03G0028700	Chr2B	7643082	7646942	+	7645012	Chr2B	3034330	3038188	-	3036259	1.0	0.998	collinear
gene:TraesCS2B03G0028900	Chr2B	7658092	7659718	-	7658905	Chr2B	3021483	3023127	+	3022305	1.0	0.988	collinear
gene:TraesCS2B03G0029100	Chr2B	7701267	7705799	-	7703533	Chr2B	2989801	2994257	+	2992029	0.949	0.94	collinear
gene:TraesCS2B03G0029200	Chr2B	7868819	7869526	+	7869172	Chr2B	2843996	2844703	-	2844349	1.0	1.0	collinear
gene:TraesCS2B03G0029300	Chr2B	7872274	7875518	-	7873896	Chr2B	2838060	2841196	+	2839628	1.0	0.996	collinear
gene:TraesCS2B03G0029600	Chr2B	7890473	7900384	-	7895428	Chr2B	2813992	2823928	+	2818960	1.0	0.985	collinear
gene:TraesCS2B03G0029700	Chr2B	7911010	7912109	+	7911559	Chr2B	2795006	2796114	-	2795560	1.0	0.982	collinear
gene:TraesCS2B03G0030200	Chr2B	7977648	7979453	+	7978550	Chr2B	2726925	2728733	-	2727829	1.0	0.997	collinear
gene:TraesCS2B03G0030300	Chr2B	8006235	8010811	+	8008523	Chr2B	2695188	2699761	-	2697474	1.0	1.0	collinear
gene:TraesCS2B03G0030400	Chr2B	8013387	8018171	-	8015779	Chr2B	2687972	2692610	+	2690291	0.91	0.909	collinear
gene:TraesCS2B03G0030500	Chr2B	8021978	8025987	+	8023982	Chr2B	2681039	2685048	-	2683043	1.0	0.997	collinear
gene:TraesCS2B03G0030600	Chr2B	8028120	8034668	-	8031394	Chr2B	2673532	2679283	+	2676407	0.915	0.913	collinear
gene:TraesCS2B03G0030700	Chr2B	8065103	8066982	-	8066042	Chr2B	2643203	2645062	+	2644132	0.979	0.964	collinear
gene:TraesCS2B03G0031000	Chr2B	8098223	8098723	+	8098473	Chr2B	2499104	2499604	-	2499354	1.0	0.975	collinear
gene:TraesCS2B03G0031100	Chr2B	8101793	8102553	+	8102173	Chr2B	2475161	2475919	-	2475540	1.0	0.965	collinear
gene:TraesCS2B03G0033300	Chr2B	8677011	8677322	+	8677166	Chr2B	2105340	2105651	-	2105495	1.0	0.964	collinear
gene:TraesCS2B03G0033400	Chr2B	8696627	8703483	-	8700055	Chr2B	2047732	2054992	+	2051362	1.0	0.984	collinear
gene:TraesCS2B03G0033700	Chr2B	8763728	8764291	+	8764009	Chr2B	1978110	1978673	-	1978391	1.0	0.989	collinear
gene:TraesCS2B03G0033900	Chr2B	8800833	8804126	-	8802479	Chr2B	1938178	1941471	+	1939824	1.0	0.998	collinear
gene:TraesCS2B03G0034400	Chr2B	9162506	9163054	+	9162780	Chr2B	1824823	1825370	-	1825096	0.997	0.968	collinear
gene:TraesCS2B03G0034800	Chr2B	9231046	9234494	+	9232770	Chr2B	1715407	1718858	-	1717132	0.999	0.985	collinear
gene:TraesCS2B03G0048500	Chr2B	12877573	12878121	+	12877847	Chr2B	13722815	13723363	+	13723089	1.0	0.995	collinear
gene:TraesCS2B03G0050600	Chr2B	13132669	13133442	+	13133055	Chr2B	10499759	10500532	-	10500145	1.0	0.996	collinear
gene:TraesCS2B03G0050700	Chr2B	13182204	13189613	-	13185908	Chr2B	10444325	10451529	+	10447927	1.0	0.996	collinear
gene:TraesCS2B03G0051000	Chr2B	13253976	13259260	-	13256618	Chr2B	10360859	10366421	+	10363640	1.0	0.999	collinear
gene:TraesCS2B03G0051300	Chr2B	13296175	13297080	+	13296627	Chr2B	10319322	10320226	-	10319774	1.0	0.992	collinear
gene:TraesCS2B03G0053200	Chr2B	13732514	13733128	-	13732821	Chr2B	10033468	10034082	-	10033775	1.0	0.998	collinear
gene:TraesCS2B03G0053300	Chr2B	13909547	13910761	-	13910154	Chr2B	10141158	10142372	-	10141765	1.0	0.994	collinear
gene:TraesCS2B03G0053400	Chr2B	13912472	13913471	+	13912971	Chr2B	10143978	10144977	+	10144477	1.0	0.998	collinear
gene:TraesCS2B03G0054400	Chr2B	14028498	14030981	-	14029739	Chr2B	9378560	9381041	+	9379800	1.0	0.997	collinear
gene:TraesCS2B03G0054500	Chr2B	14079067	14081658	-	14080362	Chr2B	9348599	9351190	+	9349894	1.0	0.998	collinear
gene:TraesCS2B03G0058900	Chr2B	15164970	15165835	-	15165402	Chr2B	8939127	8939968	+	8939547	0.968	0.952	collinear
gene:TraesCS2B03G0059100	Chr2B	15181002	15185195	+	15183098	Chr2B	9020892	9025098	+	9022995	1.0	0.987	collinear
gene:TraesCS2B03G0059200	Chr2B	15183375	15183677	+	15183526	Chr2B	9023278	9023580	+	9023429	1.0	0.993	collinear
gene:TraesCS2B03G0059400	Chr2B	15202297	15203277	+	15202787	Chr2B	9042281	9043261	+	9042771	1.0	0.989	collinear
gene:TraesCS2B03G0059500	Chr2B	15206589	15220051	+	15213320	Chr2B	9046585	9059044	+	9052814	1.0	0.985	collinear
gene:TraesCS2B03G0059700	Chr2B	15236750	15237704	-	15237227	Chr2B	8948194	8949144	+	8948669	0.995	0.987	collinear
gene:TraesCS2B03G0059800	Chr2B	15312884	15314326	-	15313605	Chr2B	10519786	10521230	-	10520508	1.0	0.99	collinear
gene:TraesCS2B03G0060000	Chr2B	15336749	15339104	+	15337926	Chr2B	9106391	9108756	+	9107573	0.998	0.943	collinear
gene:TraesCS2B03G0060700	Chr2B	15391038	15392507	+	15391772	Chr2B	10562603	10564072	+	10563337	1.0	0.996	collinear
gene:TraesCS2B03G0060800	Chr2B	15400720	15402557	+	15401638	Chr2B	10592047	10593884	+	10592965	1.0	1.0	collinear
gene:TraesCS2B03G0060900	Chr2B	15417072	15419414	-	15418243	Chr2B	10616672	10619008	-	10617840	0.997	0.997	collinear
gene:TraesCS2B03G0061000	Chr2B	15476370	15477194	-	15476782	Chr2B	10675554	10676378	-	10675966	1.0	1.0	collinear
gene:TraesCS2B03G0061200	Chr2B	15488914	15492486	-	15490700	Chr2B	10687904	10691476	-	10689690	1.0	1.0	collinear
gene:TraesCS2B03G0061300	Chr2B	15493665	15495325	-	15494495	Chr2B	10692655	10694315	-	10693485	1.0	1.0	collinear
gene:TraesCS2B03G0061500	Chr2B	15502335	15504197	-	15503266	Chr2B	10701326	10703188	-	10702257	1.0	1.0	collinear
gene:TraesCS2B03G0061600	Chr2B	15691603	15693102	+	15692352	Chr2B	10890501	10892000	+	10891250	1.0	1.0	collinear
gene:TraesCS2B03G0061700	Chr2B	15705799	15711751	+	15708775	Chr2B	10904705	10910799	+	10907752	1.0	1.0	collinear
gene:TraesCS2B03G0061800	Chr2B	15714189	15715772	-	15714980	Chr2B	10913238	10914821	-	10914029	1.0	1.0	collinear
gene:TraesCS2B03G0061900	Chr2B	15715800	15719528	-	15717664	Chr2B	10914849	10918577	-	10916713	1.0	0.999	collinear
gene:TraesCS2B03G0062000	Chr2B	15734666	15742419	+	15738542	Chr2B	10933751	10941504	+	10937627	1.0	0.999	collinear
gene:TraesCS2B03G0062100	Chr2B	15744804	15761068	+	15752936	Chr2B	10943888	10960246	+	10952067	1.0	0.999	collinear
gene:TraesCS2B03G0062300	Chr2B	15771452	15772210	+	15771831	Chr2B	10970102	10970860	+	10970481	1.0	1.0	collinear
gene:TraesCS2B03G0062400	Chr2B	15784449	15788634	-	15786541	Chr2B	10983094	10987279	-	10985186	1.0	1.0	collinear
gene:TraesCS2B03G0062900	Chr2B	15885181	15888466	-	15886823	Chr2B	11083422	11086707	-	11085064	1.0	1.0	collinear
gene:TraesCS2B03G0063000	Chr2B	16017616	16023460	+	16020538	Chr2B	11215714	11221558	+	11218636	1.0	0.999	collinear
gene:TraesCS2B03G0063100	Chr2B	16027451	16031718	-	16029584	Chr2B	11225391	11229657	-	11227524	1.0	1.0	collinear
gene:TraesCS2B03G0063400	Chr2B	16183726	16186214	-	16184970	Chr2B	11381950	11384438	-	11383194	1.0	1.0	collinear
gene:TraesCS2B03G0063600	Chr2B	16320725	16323530	-	16322127	Chr2B	11517963	11520768	-	11519365	1.0	0.999	collinear
gene:TraesCS2B03G0063700	Chr2B	16376422	16379328	-	16377875	Chr2B	11573643	11576548	-	11575095	0.999	0.999	collinear
gene:TraesCS2B03G0063800	Chr2B	16384086	16387128	+	16385607	Chr2B	11580717	11583759	+	11582238	1.0	1.0	collinear
gene:TraesCS2B03G0064000	Chr2B	16405168	16406778	-	16405973	Chr2B	11601717	11603327	-	11602522	1.0	1.0	collinear
gene:TraesCS2B03G0064600	Chr2B	16459531	16462754	-	16461142	Chr2B	11628723	11631946	-	11630334	1.0	1.0	collinear
gene:TraesCS2B03G0064800	Chr2B	16476596	16478267	-	16477431	Chr2B	11645909	11647580	-	11646744	1.0	1.0	collinear
gene:TraesCS2B03G0065200	Chr2B	16589219	16591647	-	16590433	Chr2B	11718809	11721237	-	11720023	1.0	0.997	collinear
gene:TraesCS2B03G0065500	Chr2B	16802889	16806438	-	16804663	Chr2B	11969242	11972791	-	11971016	0.999	0.998	collinear
gene:TraesCS2B03G0065700	Chr2B	16910638	16912587	-	16911612	Chr2B	12077050	12078999	-	12078024	1.0	1.0	collinear
gene:TraesCS2B03G0066100	Chr2B	17067715	17069496	-	17068605	Chr2B	12191836	12193617	-	12192726	1.0	0.997	collinear
gene:TraesCS2B03G0066200	Chr2B	17097251	17098928	-	17098089	Chr2B	12221185	12222862	-	12222023	1.0	0.996	collinear
gene:TraesCS2B03G0066300	Chr2B	17186539	17186802	-	17186670	Chr2B	12309257	12309520	-	12309388	1.0	1.0	collinear
gene:TraesCS2B03G0066500	Chr2B	17470385	17473608	+	17471996	Chr2B	12566840	12570062	+	12568451	1.0	0.993	collinear
gene:TraesCS2B03G0068600	Chr2B	17886739	17888851	-	17887795	Chr2B	11910313	11912425	+	11911369	1.0	0.996	collinear
gene:TraesCS2B03G0069000	Chr2B	17966416	17968132	-	17967274	Chr2B	12488046	12489747	-	12488896	0.989	0.925	collinear
gene:TraesCS2B03G0069200	Chr2B	18075997	18076383	-	18076190	Chr2B	11914687	11915073	+	11914880	1.0	1.0	collinear
gene:TraesCS2B03G0069700	Chr2B	18126681	18128720	-	18127700	Chr2B	12717403	12719457	-	12718430	0.998	0.95	collinear
gene:TraesCS2B03G0071600	Chr2B	18895753	18898711	+	18897232	Chr2B	13253790	13256813	+	13255301	1.0	0.952	collinear
gene:TraesCS2B03G0071700	Chr2B	18907811	18910613	+	18909212	Chr2B	13265270	13268083	+	13266676	0.989	0.964	collinear
gene:TraesCS2B03G0071800	Chr2B	18910934	18911453	+	18911193	Chr2B	13223404	13223923	+	13223663	1.0	0.992	collinear
gene:TraesCS2B03G0072000	Chr2B	18929037	18929414	+	18929225	Chr2B	13275453	13275837	+	13275645	1.0	0.978	collinear
gene:TraesCS2B03G0072200	Chr2B	18949770	18952839	+	18951304	Chr2B	13326986	13330060	+	13328523	1.0	0.994	collinear
gene:TraesCS2B03G0072500	Chr2B	18976655	18979429	-	18978042	Chr2B	13353351	13356145	-	13354748	1.0	0.985	collinear
gene:TraesCS2B03G0072600	Chr2B	18986839	18988803	-	18987821	Chr2B	13363523	13365251	-	13364387	1.0	0.985	collinear
gene:TraesCS2B03G0072700	Chr2B	19040151	19041798	-	19040974	Chr2B	13391883	13393530	-	13392706	1.0	0.985	collinear
gene:TraesCS2B03G0072800	Chr2B	19050030	19052053	-	19051041	Chr2B	13401987	13404080	-	13403033	1.0	0.983	collinear
gene:TraesCS2B03G0073000	Chr2B	19103655	19107150	+	19105402	Chr2B	13420594	13424089	+	13422341	1.0	0.995	collinear
gene:TraesCS2B03G0073100	Chr2B	19120250	19122171	+	19121210	Chr2B	13437361	13439281	+	13438321	0.999	0.996	collinear
gene:TraesCS2B03G0073400	Chr2B	19190051	19191732	+	19190891	Chr2B	13506544	13508225	+	13507384	1.0	0.996	collinear
gene:TraesCS2B03G0073500	Chr2B	19223207	19229584	+	19226395	Chr2B	13540278	13546649	+	13543463	0.996	0.981	collinear
gene:TraesCS2B03G0073600	Chr2B	19232027	19240431	+	19236229	Chr2B	13549116	13556469	+	13552792	1.0	0.991	collinear
gene:TraesCS2B03G0074600	Chr2B	19280617	19281536	+	19281076	Chr2B	13605542	13606576	+	13606059	1.0	0.978	collinear
gene:TraesCS2B03G0075000	Chr2B	19419340	19422539	+	19420939	Chr2B	13676280	13679501	+	13677890	0.999	0.962	collinear
gene:TraesCS2B03G0075400	Chr2B	19440259	19442986	-	19441622	Chr2B	13339807	13342961	+	13341384	0.999	0.953	collinear
gene:TraesCS2B03G0076800	Chr2B	19532920	19534614	+	19533767	Chr2B	13562787	13564485	+	13563636	0.999	0.978	collinear
gene:TraesCS2B03G0077300	Chr2B	19558814	19565723	-	19562268	Chr2B	13823182	13825171	-	13824176	1.0	0.965	collinear
gene:TraesCS2B03G0077400	Chr2B	19568823	19572034	-	19570428	Chr2B	13828438	13831648	-	13830043	1.0	0.993	collinear
gene:TraesCS2B03G0077500	Chr2B	19575081	19576745	-	19575913	Chr2B	13834766	13836430	-	13835598	1.0	0.995	collinear
gene:TraesCS2B03G0077600	Chr2B	19586562	19588321	-	19587441	Chr2B	13843558	13845317	-	13844437	1.0	0.996	collinear
gene:TraesCS2B03G0078100	Chr2B	19636707	19643274	+	19639990	Chr2B	13897235	13903839	+	13900537	1.0	0.996	collinear
gene:TraesCS2B03G0079000	Chr2B	19664252	19668117	-	19666184	Chr2B	13924350	13928201	-	13926275	0.987	0.952	collinear
gene:TraesCS2B03G0079300	Chr2B	19847863	19864430	-	19856146	Chr2B	13940924	13957072	-	13948998	0.981	0.96	collinear
gene:TraesCS2B03G0079700	Chr2B	19895885	19899631	-	19897758	Chr2B	13975113	13978879	-	13976996	1.0	0.987	collinear
gene:TraesCS2B03G0080200	Chr2B	19940441	19941727	-	19941084	Chr2B	14009288	14010574	-	14009931	1.0	0.997	collinear
gene:TraesCS2B03G0080400	Chr2B	19949339	19951089	-	19950214	Chr2B	14018195	14019945	-	14019070	1.0	0.995	collinear
gene:TraesCS2B03G0080700	Chr2B	19993367	19998150	-	19995758	Chr2B	14055719	14060499	-	14058109	1.0	0.994	collinear
gene:TraesCS2B03G0080800	Chr2B	20001150	20006521	-	20003835	Chr2B	14063475	14068845	-	14066160	1.0	0.998	collinear
gene:TraesCS2B03G0081200	Chr2B	20076275	20083982	-	20080128	Chr2B	14128842	14136574	-	14132708	1.0	0.995	collinear
gene:TraesCS2B03G0081400	Chr2B	20155219	20156193	-	20155706	Chr2B	14222207	14223181	-	14222694	1.0	0.995	collinear
gene:TraesCS2B03G0081600	Chr2B	20172877	20179171	-	20176024	Chr2B	14314368	14336517	-	14325442	0.998	0.982	collinear
gene:TraesCS2B03G0082200	Chr2B	20238865	20241034	+	20239949	Chr2B	14792365	14794547	+	14793456	1.0	0.989	collinear
gene:TraesCS2B03G0082300	Chr2B	20241048	20242667	-	20241857	Chr2B	14794561	14796180	-	14795370	1.0	0.999	collinear
gene:TraesCS2B03G0082400	Chr2B	20260490	20261879	-	20261184	Chr2B	14813989	14815378	-	14814683	1.0	0.994	collinear
gene:TraesCS2B03G0082600	Chr2B	20324578	20327381	+	20325979	Chr2B	15009297	15012118	+	15010707	1.0	0.978	collinear
gene:TraesCS2B03G0082700	Chr2B	20328298	20340185	+	20334241	Chr2B	15013033	15025334	+	15019183	0.994	0.992	collinear
gene:TraesCS2B03G0082900	Chr2B	20370257	20375297	-	20372777	Chr2B	15056336	15061342	-	15058839	0.988	0.982	collinear
gene:TraesCS2B03G0083000	Chr2B	20383222	20384914	-	20384068	Chr2B	15068906	15070601	-	15069753	1.0	0.994	collinear
gene:TraesCS2B03G0083100	Chr2B	20449626	20451293	-	20450459	Chr2B	15135799	15137469	-	15136634	1.0	0.995	collinear
gene:TraesCS2B03G0083400	Chr2B	20723134	20728421	-	20725777	Chr2B	15435474	15440770	-	15438122	1.0	0.995	collinear
gene:TraesCS2B03G0083600	Chr2B	20745976	20768177	+	20757076	Chr2B	15458366	15472034	+	15465200	1.0	0.998	collinear
gene:TraesCS2B03G0084000	Chr2B	20774062	20779041	-	20776551	Chr2B	15477922	15482902	-	15480412	1.0	0.998	collinear
gene:TraesCS2B03G0084200	Chr2B	21263746	21270294	+	21267020	Chr2B	15486420	15492982	+	15489701	1.0	0.995	collinear
gene:TraesCS2B03G0084600	Chr2B	21354510	21359355	-	21356932	Chr2B	15553066	15557911	-	15555488	1.0	0.998	collinear
gene:TraesCS2B03G0084700	Chr2B	21373691	21375933	+	21374812	Chr2B	15572267	15574163	+	15573215	1.0	0.998	collinear
gene:TraesCS2B03G0084900	Chr2B	21448932	21458912	+	21453922	Chr2B	15652239	15662208	+	15657223	1.0	0.997	collinear
gene:TraesCS2B03G0085000	Chr2B	21459954	21467951	-	21463952	Chr2B	15663246	15671096	-	15667171	1.0	0.998	collinear
gene:TraesCS2B03G0085100	Chr2B	21473256	21487855	+	21480555	Chr2B	15676397	15691044	+	15683720	0.999	0.989	collinear
gene:TraesCS2B03G0085200	Chr2B	21483804	21487258	-	21485531	Chr2B	15687048	15690447	-	15688747	0.98	0.94	collinear
gene:TraesCS2B03G0085300	Chr2B	21488153	21490714	-	21489433	Chr2B	15691341	15693900	-	15692620	1.0	0.99	collinear
gene:TraesCS2B03G0086200	Chr2B	21608410	21610352	-	21609381	Chr2B	15710549	15712478	-	15711513	0.984	0.932	collinear
gene:TraesCS2B03G0086300	Chr2B	21611707	21612433	-	21612070	Chr2B	15713879	15714614	-	15714246	1.0	0.933	collinear
gene:TraesCS2B03G0086500	Chr2B	21635943	21637760	-	21636851	Chr2B	15725225	15727042	-	15726133	1.0	0.995	collinear
gene:TraesCS2B03G0086600	Chr2B	21706944	21709923	-	21708433	Chr2B	15780507	15783486	-	15781996	1.0	1.0	collinear
gene:TraesCS2B03G0086900	Chr2B	21909828	21911610	-	21910719	Chr2B	15924141	15926017	-	15925079	1.0	0.999	collinear
gene:TraesCS2B03G0087100	Chr2B	21928523	21931900	-	21930211	Chr2B	15942980	15946357	-	15944668	1.0	0.997	collinear
gene:TraesCS2B03G0087200	Chr2B	21948115	21950923	+	21949519	Chr2B	15962573	15965381	+	15963977	1.0	1.0	collinear
gene:TraesCS2B03G0087300	Chr2B	21975258	21980212	+	21977735	Chr2B	15989712	15994666	+	15992189	1.0	0.999	collinear
gene:TraesCS2B03G0087500	Chr2B	21990421	21991596	-	21991008	Chr2B	15999569	16000733	-	16000151	0.956	0.918	collinear
gene:TraesCS2B03G0087700	Chr2B	22377297	22381286	+	22379291	Chr2B	16412800	16416794	+	16414797	1.0	1.0	collinear
gene:TraesCS2B03G0088300	Chr2B	22399655	22402599	-	22401127	Chr2B	16435166	16438119	-	16436642	1.0	0.998	collinear
gene:TraesCS2B03G0088500	Chr2B	22502241	22505769	-	22504005	Chr2B	16537218	16540736	-	16538977	0.996	0.993	collinear
gene:TraesCS2B03G0088600	Chr2B	22556786	22558943	-	22557864	Chr2B	16591614	16593771	-	16592692	1.0	0.997	collinear
gene:TraesCS2B03G0088700	Chr2B	22607776	22609707	-	22608741	Chr2B	16642264	16644195	-	16643229	1.0	1.0	collinear
gene:TraesCS2B03G0088900	Chr2B	22677481	22681335	+	22679408	Chr2B	16712011	16715954	+	16713982	1.0	1.0	collinear
gene:TraesCS2B03G0089000	Chr2B	22682353	22686949	-	22684651	Chr2B	16716972	16721568	-	16719270	1.0	0.999	collinear
gene:TraesCS2B03G0089100	Chr2B	22805370	22809970	-	22807670	Chr2B	16832747	16837347	-	16835047	1.0	1.0	collinear
gene:TraesCS2B03G0089700	Chr2B	22896795	22900123	+	22898459	Chr2B	16915514	16918842	+	16917178	1.0	1.0	collinear
gene:TraesCS2B03G0090000	Chr2B	23214061	23216124	+	23215092	Chr2B	17208774	17210830	+	17209802	0.993	0.983	collinear
gene:TraesCS2B03G0090100	Chr2B	23271032	23274088	+	23272560	Chr2B	17265266	17268322	+	17266794	1.0	1.0	collinear
gene:TraesCS2B03G0090200	Chr2B	23737194	23741033	+	23739113	Chr2B	17744528	17748367	+	17746447	1.0	1.0	collinear
gene:TraesCS2B03G0090700	Chr2B	24181619	24184071	+	24182845	Chr2B	18186830	18188690	+	18187760	1.0	1.0	collinear
gene:TraesCS2B03G0090800	Chr2B	24189115	24190232	+	24189673	Chr2B	18193766	18194883	+	18194324	1.0	1.0	collinear
gene:TraesCS2B03G0090900	Chr2B	24233798	24238362	+	24236080	Chr2B	18238492	18243056	+	18240774	1.0	1.0	collinear
gene:TraesCS2B03G0091200	Chr2B	24271279	24276088	-	24273683	Chr2B	18276043	18280852	-	18278447	1.0	1.0	collinear
gene:TraesCS2B03G0091300	Chr2B	24301080	24304106	-	24302593	Chr2B	18305620	18308646	-	18307133	1.0	1.0	collinear
gene:TraesCS2B03G0091400	Chr2B	24307436	24309750	-	24308593	Chr2B	18311974	18314288	-	18313131	1.0	1.0	collinear
gene:TraesCS2B03G0091500	Chr2B	24374977	24379053	+	24377015	Chr2B	18379634	18383710	+	18381672	1.0	1.0	collinear
gene:TraesCS2B03G0091700	Chr2B	24433425	24438407	+	24435916	Chr2B	18438130	18443112	+	18440621	1.0	0.995	collinear
gene:TraesCS2B03G0091800	Chr2B	24456778	24465363	+	24461070	Chr2B	18461558	18470142	+	18465850	0.999	0.999	collinear
