gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	SY_Mattis_tgt_chr	SY_Mattis_tgt_start	SY_Mattis_tgt_end	SY_Mattis_tgt_strand	SY_Mattis_tgt_midpoint	SY_Mattis_coverage	SY_Mattis_identity	segment
gene:TraesCS2A03G0048100	Chr2A	13867993	13874237	+	13871115	Chr2A	11850091	11854826	+	11852458	0.981	0.92	collinear
gene:TraesCS2A03G0049400	Chr2A	14015052	14015619	+	14015335	Chr2A	11912085	11912664	+	11912374	0.993	0.936	collinear
gene:TraesCS2A03G0051500	Chr2A	14896814	14898235	-	14897524	Chr2A	12566858	12568279	+	12567568	1.0	0.951	collinear
gene:TraesCS2A03G0051700	Chr2A	14912427	14928730	-	14920578	Chr2A	12670044	12687265	-	12678654	0.984	0.958	collinear
gene:TraesCS2A03G0051800	Chr2A	14934891	14937615	+	14936253	Chr2A	12694546	12697319	+	12695932	0.986	0.93	collinear
gene:TraesCS2A03G0052200	Chr2A	15044165	15045443	-	15044804	Chr2A	12770054	12771337	-	12770695	1.0	0.952	collinear
gene:TraesCS2A03G0052400	Chr2A	15073731	15075397	-	15074564	Chr2A	12754533	12756173	-	12755353	0.972	0.911	collinear
gene:TraesCS2A03G0052500	Chr2A	15101408	15103597	-	15102502	Chr2A	12792360	12794359	-	12793359	0.968	0.918	collinear
gene:TraesCS2A03G0053200	Chr2A	15180774	15181670	-	15181222	Chr2A	12851694	12852588	-	12852141	0.995	0.911	collinear
gene:TraesCS2A03G0053900	Chr2A	15259433	15261123	+	15260278	Chr2A	13100331	13102022	+	13101176	0.996	0.934	collinear
gene:TraesCS2A03G0054300	Chr2A	15286968	15288514	-	15287741	Chr2A	13257720	13259194	-	13258457	0.978	0.908	collinear
gene:TraesCS2A03G0054400	Chr2A	15296814	15299857	+	15298335	Chr2A	13274165	13277241	+	13275703	0.965	0.9	collinear
gene:TraesCS2A03G0054500	Chr2A	15302233	15314572	+	15308402	Chr2A	13278789	13290220	+	13284504	0.997	0.972	collinear
gene:TraesCS2A03G0054900	Chr2A	15335911	15340652	-	15338281	Chr2A	13293977	13298724	-	13296350	0.996	0.962	collinear
gene:TraesCS2A03G0055100	Chr2A	15558284	15560474	-	15559379	Chr2A	13460112	13462290	+	13461201	0.988	0.974	collinear
gene:TraesCS2A03G0055200	Chr2A	15580209	15582060	-	15581134	Chr2A	13402118	13403969	+	13403043	1.0	0.984	collinear
gene:TraesCS2A03G0055700	Chr2A	15707194	15711942	+	15709568	Chr2A	13394061	13398499	-	13396280	0.99	0.956	collinear
gene:TraesCS2A03G0055900	Chr2A	15980566	15985138	+	15982852	Chr2A	14042142	14046745	+	14044443	1.0	0.975	collinear
gene:TraesCS2A03G0056200	Chr2A	15998949	16000694	-	15999821	Chr2A	14082054	14083795	-	14082924	0.995	0.966	collinear
gene:TraesCS2A03G0056400	Chr2A	16055381	16066245	+	16060813	Chr2A	14105527	14111708	+	14108617	0.951	0.916	collinear
gene:TraesCS2A03G0056500	Chr2A	16069090	16073968	+	16071529	Chr2A	14115186	14119982	+	14117584	0.968	0.918	collinear
gene:TraesCS2A03G0057700	Chr2A	16203091	16204347	+	16203719	Chr2A	14292000	14293148	+	14292574	0.996	0.962	collinear
gene:TraesCS2A03G0057800	Chr2A	16215928	16220276	+	16218102	Chr2A	14339992	14344649	+	14342320	0.965	0.938	collinear
gene:TraesCS2A03G0057900	Chr2A	16222384	16224321	-	16223352	Chr2A	14348662	14350599	-	14349630	1.0	0.989	collinear
gene:TraesCS2A03G0058100	Chr2A	16338747	16342102	-	16340424	Chr2A	14369936	14373233	-	14371584	0.981	0.957	collinear
gene:TraesCS2A03G0058600	Chr2A	16490316	16493669	+	16491992	Chr2A	14616580	14619927	+	14618253	0.997	0.978	collinear
gene:TraesCS2A03G0058700	Chr2A	16519787	16523461	+	16521624	Chr2A	14672173	14675871	+	14674022	0.997	0.955	collinear
gene:TraesCS2A03G0059300	Chr2A	16889839	16894388	+	16892113	Chr2A	14952323	14956921	+	14954622	0.99	0.948	collinear
gene:TraesCS2A03G0059600	Chr2A	16905946	16912836	-	16909391	Chr2A	15039219	15047041	-	15043130	0.981	0.926	collinear
gene:TraesCS2A03G0059900	Chr2A	16925536	16928373	-	16926954	Chr2A	15062650	15065484	-	15064067	0.998	0.983	collinear
gene:TraesCS2A03G0060200	Chr2A	16992014	16995870	-	16993942	Chr2A	15225348	15229092	-	15227220	0.98	0.943	collinear
gene:TraesCS2A03G0060300	Chr2A	17103304	17104164	+	17103734	Chr2A	15291310	15292170	+	15291740	1.0	0.973	collinear
gene:TraesCS2A03G0060600	Chr2A	17138224	17142836	+	17140530	Chr2A	15302419	15307189	+	15304804	0.978	0.926	collinear
gene:TraesCS2A03G0060800	Chr2A	17147317	17149824	+	17148570	Chr2A	15310194	15312852	+	15311523	0.992	0.931	collinear
gene:TraesCS2A03G0061000	Chr2A	17289951	17292390	-	17291170	Chr2A	15469219	15471509	-	15470364	0.984	0.946	collinear
gene:TraesCS2A03G0061200	Chr2A	17362178	17366462	+	17364320	Chr2A	15618970	15622790	+	15620880	0.982	0.921	collinear
gene:TraesCS2A03G0061300	Chr2A	17375771	17379112	+	17377441	Chr2A	15769407	15772748	+	15771077	1.0	0.981	collinear
gene:TraesCS2A03G0061600	Chr2A	17482146	17484934	-	17483540	Chr2A	15793669	15796442	-	15795055	0.994	0.964	collinear
gene:TraesCS2A03G0062000	Chr2A	17544044	17561320	-	17552682	Chr2A	16525151	16540483	+	16532817	0.995	0.94	collinear
gene:TraesCS2A03G0062300	Chr2A	17603534	17607998	+	17605766	Chr2A	16134363	16138973	+	16136668	0.987	0.948	collinear
gene:TraesCS2A03G0063100	Chr2A	17748505	17753011	+	17750758	Chr2A	16266335	16270903	-	16268619	0.993	0.952	collinear
gene:TraesCS2A03G0063700	Chr2A	17800459	17801799	-	17801129	Chr2A	16263870	16265236	+	16264553	0.995	0.922	collinear
gene:TraesCS2A03G0064400	Chr2A	17885102	17890526	+	17887814	Chr2A	17944662	17950010	+	17947336	0.975	0.939	collinear
gene:TraesCS2A03G0065100	Chr2A	17967163	17968201	+	17967682	Chr2A	18704278	18705279	+	18704778	0.963	0.923	collinear
gene:TraesCS2A03G0065800	Chr2A	18024972	18028407	-	18026689	Chr2A	18815498	18818877	-	18817187	1.0	0.965	collinear
gene:TraesCS2A03G0067800	Chr2A	18295468	18297417	-	18296442	Chr2A	19349993	19351917	-	19350955	0.982	0.948	collinear
gene:TraesCS2A03G0068000	Chr2A	18298274	18299248	-	18298761	Chr2A	19354025	19354999	-	19354512	1.0	0.95	collinear
gene:TraesCS2A03G0068200	Chr2A	18304081	18306080	+	18305080	Chr2A	19360638	19362610	+	19361624	0.984	0.952	collinear
gene:TraesCS2A03G0068300	Chr2A	18337989	18338820	+	18338404	Chr2A	19378198	19379035	+	19378616	1.0	0.949	collinear
gene:TraesCS2A03G0068800	Chr2A	18465370	18467877	-	18466623	Chr2A	19503310	19505837	-	19504573	0.984	0.926	collinear
gene:TraesCS2A03G0069100	Chr2A	18512840	18513697	-	18513268	Chr2A	19525146	19526004	-	19525575	0.983	0.915	collinear
gene:TraesCS2A03G0069200	Chr2A	18515192	18518177	-	18516684	Chr2A	19527498	19530419	-	19528958	0.994	0.965	collinear
gene:TraesCS2A03G0069400	Chr2A	18530377	18532149	-	18531263	Chr2A	19631525	19633256	-	19632390	0.966	0.908	collinear
gene:TraesCS2A03G0070200	Chr2A	18677873	18681081	-	18679477	Chr2A	19741457	19744604	-	19743030	0.976	0.919	collinear
gene:TraesCS2A03G0070400	Chr2A	18684230	18688409	-	18686319	Chr2A	19748417	19752845	-	19750631	0.985	0.928	collinear
gene:TraesCS2A03G0071700	Chr2A	18934236	18939476	+	18936856	Chr2A	20386867	20392214	-	20389540	0.995	0.927	collinear
gene:TraesCS2A03G0071800	Chr2A	18939891	18941745	+	18940818	Chr2A	20377414	20379277	-	20378345	0.985	0.937	collinear
gene:TraesCS2A03G0072000	Chr2A	18941906	18946704	+	18944305	Chr2A	20372778	20377254	-	20375016	0.998	0.976	collinear
gene:TraesCS2A03G0072100	Chr2A	18946966	18948668	-	18947817	Chr2A	20370580	20372521	+	20371550	0.986	0.921	collinear
gene:TraesCS2A03G0072700	Chr2A	19012923	19023688	-	19018305	Chr2A	20443490	20454443	-	20448966	0.992	0.962	collinear
gene:TraesCS2A03G0072900	Chr2A	19024847	19025932	+	19025389	Chr2A	20462321	20463403	+	20462862	0.997	0.951	collinear
gene:TraesCS2A03G0073200	Chr2A	19027600	19029185	-	19028392	Chr2A	20464933	20466610	-	20465771	0.969	0.932	collinear
gene:TraesCS2A03G0073400	Chr2A	19090014	19090794	-	19090404	Chr2A	20561340	20562124	-	20561732	0.989	0.941	collinear
gene:TraesCS2A03G0074300	Chr2A	19225990	19233391	-	19229690	Chr2A	20594523	20602068	-	20598295	0.97	0.915	collinear
gene:TraesCS2A03G0074700	Chr2A	19283723	19286518	+	19285120	Chr2A	20638612	20641407	+	20640009	1.0	0.981	collinear
gene:TraesCS2A03G0075400	Chr2A	19356500	19359183	-	19357841	Chr2A	20864678	20867360	-	20866019	0.998	0.977	collinear
gene:TraesCS2A03G0075800	Chr2A	19527026	19529317	-	19528171	Chr2A	20995728	20998031	-	20996879	0.997	0.964	collinear
gene:TraesCS2A03G0076100	Chr2A	19576846	19584856	-	19580851	Chr2A	21029633	21038000	-	21033816	0.998	0.979	collinear
gene:TraesCS2A03G0076300	Chr2A	19599805	19603557	-	19601681	Chr2A	21052444	21056189	-	21054316	0.987	0.933	collinear
gene:TraesCS2A03G0076600	Chr2A	19610660	19611403	+	19611031	Chr2A	21064693	21065428	+	21065060	0.977	0.94	collinear
gene:TraesCS2A03G0076700	Chr2A	19635262	19642502	-	19638882	Chr2A	21411393	21418714	+	21415053	0.993	0.935	collinear
gene:TraesCS2A03G0076800	Chr2A	19662261	19665102	+	19663681	Chr2A	21424869	21427698	+	21426283	0.985	0.959	collinear
gene:TraesCS2A03G0076900	Chr2A	19666316	19669398	+	19667857	Chr2A	21428946	21431914	+	21430430	0.997	0.964	collinear
gene:TraesCS2A03G0078300	Chr2A	19774490	19776671	+	19775580	Chr2A	21552444	21554529	+	21553486	0.967	0.907	collinear
gene:TraesCS2A03G0078500	Chr2A	19780474	19781304	-	19780889	Chr2A	21559592	21560422	-	21560007	1.0	0.96	collinear
gene:TraesCS2A03G0078900	Chr2A	19832978	19841407	+	19837192	Chr2A	21611442	21620286	+	21615864	0.987	0.951	collinear
gene:TraesCS2A03G0079500	Chr2A	19973319	19978632	+	19975975	Chr2A	21779895	21784708	+	21782301	0.989	0.956	collinear
gene:TraesCS2A03G0079900	Chr2A	19994171	20000954	-	19997562	Chr2A	21796217	21802996	-	21799606	0.96	0.917	collinear
gene:TraesCS2A03G0080100	Chr2A	20011749	20013409	-	20012579	Chr2A	21805540	21807574	-	21806557	1.0	0.947	collinear
gene:TraesCS2A03G0081200	Chr2A	20228865	20230268	+	20229566	Chr2A	21951555	21952953	+	21952254	0.996	0.933	collinear
gene:TraesCS2A03G0081800	Chr2A	20359393	20362004	+	20360698	Chr2A	22803609	22806129	+	22804869	1.0	0.987	collinear
gene:TraesCS2A03G0082600	Chr2A	20550342	20551282	-	20550812	Chr2A	22915051	22915989	-	22915520	0.996	0.925	collinear
gene:TraesCS2A03G0083100	Chr2A	20612477	20614905	-	20613691	Chr2A	22942863	22945283	-	22944073	0.995	0.939	collinear
gene:TraesCS2A03G0083500	Chr2A	20706956	20707527	-	20707241	Chr2A	22941757	22942327	-	22942042	1.0	0.933	collinear
gene:TraesCS2A03G0083800	Chr2A	20725064	20729706	+	20727385	Chr2A	23012037	23016569	+	23014303	0.967	0.946	collinear
gene:TraesCS2A03G0084500	Chr2A	20789226	20791279	-	20790252	Chr2A	23091629	23093616	-	23092622	0.967	0.934	collinear
gene:TraesCS2A03G0084800	Chr2A	20840410	20846548	+	20843479	Chr2A	23134820	23140910	+	23137865	0.966	0.912	collinear
gene:TraesCS2A03G0085200	Chr2A	20946839	20948002	-	20947420	Chr2A	23497032	23498195	-	23497613	0.998	0.957	collinear
gene:TraesCS2A03G0085500	Chr2A	20966821	20967948	+	20967384	Chr2A	23564418	23565554	+	23564986	0.986	0.92	collinear
gene:TraesCS2A03G0085600	Chr2A	20978933	20981386	-	20980159	Chr2A	23585312	23587783	-	23586547	1.0	0.971	collinear
gene:TraesCS2A03G0086500	Chr2A	21116073	21121428	+	21118750	Chr2A	23863071	23868384	+	23865727	0.964	0.926	collinear
gene:TraesCS2A03G0087000	Chr2A	21177929	21182512	+	21180220	Chr2A	23924153	23928753	+	23926453	0.993	0.966	collinear
gene:TraesCS2A03G0087100	Chr2A	21187081	21194810	-	21190945	Chr2A	24259708	24264316	-	24262012	0.992	0.92	collinear
gene:TraesCS2A03G0088900	Chr2A	21456667	21457922	+	21457294	Chr2A	24473182	24474305	-	24473743	1.0	0.939	collinear
gene:TraesCS2A03G0089000	Chr2A	21463609	21464860	+	21464234	Chr2A	24358159	24359370	+	24358764	1.0	0.975	collinear
gene:TraesCS2A03G0089200	Chr2A	21473217	21474913	-	21474065	Chr2A	24600173	24601869	-	24601021	1.0	0.977	collinear
gene:TraesCS2A03G0089300	Chr2A	21523717	21524061	+	21523889	Chr2A	24711585	24711920	+	24711752	0.973	0.933	collinear
gene:TraesCS2A03G0089400	Chr2A	21532232	21534581	-	21533406	Chr2A	25073408	25075790	+	25074599	1.0	0.969	collinear
gene:TraesCS2A03G0089700	Chr2A	21603677	21604890	+	21604283	Chr2A	24775891	24777104	-	24776497	1.0	0.973	collinear
gene:TraesCS2A03G0090600	Chr2A	21724717	21725472	+	21725094	Chr2A	25715827	25716603	+	25716215	0.998	0.916	collinear
gene:TraesCS2A03G0090800	Chr2A	21746123	21746616	+	21746369	Chr2A	25674057	25674546	+	25674301	0.992	0.937	collinear
gene:TraesCS2A03G0091000	Chr2A	21757599	21758186	+	21757892	Chr2A	25734743	25735328	+	25735035	0.994	0.916	collinear
gene:TraesCS2A03G0091600	Chr2A	22018258	22018992	+	22018625	Chr2A	25907649	25908407	+	25908028	0.998	0.973	collinear
gene:TraesCS2A03G0091800	Chr2A	22135105	22135478	-	22135291	Chr2A	26080678	26081051	-	26080864	1.0	0.956	collinear
gene:TraesCS2A03G0092300	Chr2A	22177953	22180088	-	22179020	Chr2A	26163620	26165758	-	26164689	1.0	0.966	collinear
gene:TraesCS2A03G0092400	Chr2A	22186552	22191628	-	22189090	Chr2A	26170035	26177085	-	26173560	1.0	0.966	collinear
gene:TraesCS2A03G0092600	Chr2A	22207089	22213127	-	22210108	Chr2A	26182575	26188431	-	26185503	0.991	0.959	collinear
gene:TraesCS2A03G0093200	Chr2A	22269439	22270719	-	22270079	Chr2A	26407023	26408273	-	26407648	0.964	0.913	collinear
gene:TraesCS2A03G0095400	Chr2A	22859165	22865678	+	22862421	Chr2A	27704606	27711718	+	27708162	0.99	0.922	collinear
gene:TraesCS2A03G0095700	Chr2A	23308749	23309798	+	23309273	Chr2A	27776384	27777433	+	27776908	1.0	0.952	collinear
gene:TraesCS2A03G0096200	Chr2A	23409779	23410381	-	23410080	Chr2A	27943779	27944381	-	27944080	1.0	0.935	collinear
gene:TraesCS2A03G0096500	Chr2A	23424372	23425317	-	23424844	Chr2A	28180741	28181670	-	28181205	0.98	0.955	collinear
gene:TraesCS2A03G0096600	Chr2A	23432553	23435142	+	23433847	Chr2A	28216330	28218980	+	28217655	0.981	0.923	collinear
gene:TraesCS2A03G0097400	Chr2A	23768589	23773723	+	23771156	Chr2A	28426501	28431928	+	28429214	0.999	0.964	collinear
gene:TraesCS2A03G0097500	Chr2A	23800230	23807753	+	23803991	Chr2A	28438112	28446107	+	28442109	0.995	0.966	collinear
gene:TraesCS2A03G0098000	Chr2A	23995192	23996934	+	23996063	Chr2A	28591246	28593001	+	28592123	1.0	0.966	collinear
gene:TraesCS2A03G0098800	Chr2A	24121581	24123650	-	24122615	Chr2A	28622062	28624131	+	28623096	1.0	0.969	collinear
gene:TraesCS2A03G0100900	Chr2A	24635508	24637370	+	24636439	Chr2A	28859098	28860933	-	28860015	0.982	0.934	collinear
gene:TraesCS2A03G0101500	Chr2A	24802617	24805314	-	24803965	Chr2A	29026235	29028919	-	29027577	0.993	0.932	collinear
gene:TraesCS2A03G0102800	Chr2A	25239435	25239914	-	25239674	Chr2A	29438611	29439079	-	29438845	0.975	0.908	collinear
gene:TraesCS2A03G0105200	Chr2A	26342093	26342380	-	26342236	Chr2A	30128348	30128635	+	30128491	1.0	0.937	collinear
gene:TraesCS2A03G0105500	Chr2A	26479181	26480286	-	26479733	Chr2A	29952064	29953170	+	29952617	0.999	0.928	collinear
gene:TraesCS2A03G0105600	Chr2A	26673122	26673409	-	26673265	Chr2A	30101087	30101374	+	30101230	1.0	0.937	collinear
gene:TraesCS2A03G0105700	Chr2A	27582410	27582733	+	27582571	Chr2A	30127650	30127973	+	30127811	1.0	0.919	collinear
gene:TraesCS2A03G0107500	Chr2A	28339170	28342334	+	28340752	Chr2A	30335190	30338472	+	30336831	0.995	0.957	collinear
gene:TraesCS2A03G0107700	Chr2A	28364266	28365102	+	28364684	Chr2A	30487602	30488438	+	30488020	1.0	0.949	collinear
gene:TraesCS2A03G0107800	Chr2A	28400021	28400596	+	28400308	Chr2A	30485071	30485646	+	30485358	1.0	0.93	collinear
gene:TraesCS2A03G0108000	Chr2A	28419345	28419611	-	28419478	Chr2A	30548018	30548284	-	30548151	1.0	0.94	collinear
gene:TraesCS2A03G0109000	Chr2A	28493239	28495565	+	28494402	Chr2A	30761652	30763859	+	30762755	0.973	0.906	collinear
gene:TraesCS2A03G0109700	Chr2A	28560680	28561246	+	28560963	Chr2A	30858893	30859459	+	30859176	1.0	0.925	collinear
gene:TraesCS2A03G0109900	Chr2A	28592612	28601463	-	28597037	Chr2A	30900922	30909662	-	30905292	0.988	0.94	collinear
gene:TraesCS2A03G0110700	Chr2A	28715704	28716079	+	28715891	Chr2A	31672117	31672493	-	31672305	0.978	0.934	collinear
gene:TraesCS2A03G0111200	Chr2A	28803312	28806479	-	28804895	Chr2A	31528160	31531281	+	31529720	1.0	0.961	collinear
gene:TraesCS2A03G0111500	Chr2A	28827375	28828383	-	28827879	Chr2A	31499776	31500774	+	31500275	0.985	0.944	collinear
gene:TraesCS2A03G0111800	Chr2A	28869174	28870300	-	28869737	Chr2A	31460716	31461831	+	31461273	0.986	0.96	collinear
gene:TraesCS2A03G0112200	Chr2A	28948363	28955071	+	28951717	Chr2A	31377222	31382419	-	31379820	0.996	0.954	collinear
gene:TraesCS2A03G0112700	Chr2A	29056553	29058841	-	29057697	Chr2A	31367679	31369966	+	31368822	0.999	0.958	collinear
gene:TraesCS2A03G0113000	Chr2A	29067088	29071660	+	29069374	Chr2A	31351672	31356454	-	31354063	0.994	0.942	collinear
gene:TraesCS2A03G0113600	Chr2A	29115961	29122867	-	29119414	Chr2A	31310509	31317670	+	31314089	0.986	0.943	collinear
gene:TraesCS2A03G0114500	Chr2A	29330483	29337583	+	29334033	Chr2A	31906418	31913360	+	31909889	1.0	0.981	collinear
gene:TraesCS2A03G0114600	Chr2A	29341054	29345541	+	29343297	Chr2A	31916830	31921316	+	31919073	1.0	1.0	collinear
gene:TraesCS2A03G0114700	Chr2A	29347389	29349907	-	29348648	Chr2A	31923164	31925682	-	31924423	1.0	1.0	collinear
