gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Jagger_tgt_chr	Jagger_tgt_start	Jagger_tgt_end	Jagger_tgt_strand	Jagger_tgt_midpoint	Jagger_coverage	Jagger_identity
gene:TraesCS3A03G0033800	Chr3A	11032664	11036369	-	11034516	Chr3A	8221986	8225691	-	8223838	1.0	0.992
gene:TraesCS3A03G0034400	Chr3A	11101739	11106118	-	11103928	Chr3A	7895846	7900226	-	7898036	1.0	0.994
gene:TraesCS3A03G0034500	Chr3A	11104958	11107846	+	11106402	Chr3A	7899066	7901933	+	7900499	0.988	0.983
gene:TraesCS3A03G0034800	Chr3A	11173580	11178498	-	11176039	Chr3A	7927968	7933043	-	7930505	1.0	0.976
gene:TraesCS3A03G0036200	Chr3A	11275916	11277045	+	11276480	Chr3A	7984696	7985816	+	7985256	0.985	0.926
gene:TraesCS3A03G0036800	Chr3A	11529909	11532065	+	11530987	Chr3A	8022171	8024310	+	8023240	0.966	0.902
gene:TraesCS3A03G0036900	Chr3A	11558550	11561205	-	11559877	Chr3A	8256884	8259626	-	8258255	1.0	0.987
gene:TraesCS3A03G0037900	Chr3A	11637047	11638926	-	11637986	Chr3A	8290094	8291977	-	8291035	1.0	0.993
gene:TraesCS3A03G0038300	Chr3A	11651428	11652730	+	11652079	Chr3A	8295838	8297141	+	8296489	1.0	0.995
gene:TraesCS3A03G0038600	Chr3A	11707954	11710150	+	11709052	Chr3A	8370905	8373431	+	8372168	0.992	0.985
gene:TraesCS3A03G0039000	Chr3A	11781834	11782499	+	11782166	Chr3A	8454142	8454791	-	8454466	0.948	0.906
gene:TraesCS3A03G0039100	Chr3A	11783112	11783333	-	11783222	Chr3A	8452971	8453192	+	8453081	1.0	0.99
gene:TraesCS3A03G0039200	Chr3A	11783112	11783333	-	11783222	Chr3A	8452971	8453192	+	8453081	1.0	0.99
gene:TraesCS3A03G0039500	Chr3A	11852630	11855047	-	11853838	Chr3A	8497838	8500254	-	8499046	1.0	0.993
gene:TraesCS3A03G0039800	Chr3A	11932308	11936854	+	11934581	Chr3A	8571207	8575762	+	8573484	1.0	0.997
gene:TraesCS3A03G0040200	Chr3A	11953618	11959397	-	11956507	Chr3A	8602544	8608325	-	8605434	1.0	0.994
gene:TraesCS3A03G0040400	Chr3A	11984456	11986835	-	11985645	Chr3A	8625092	8627501	-	8626296	0.993	0.973
gene:TraesCS3A03G0040500	Chr3A	12010768	12012573	-	12011670	Chr3A	8652032	8653847	-	8652939	0.995	0.983
gene:TraesCS3A03G0040800	Chr3A	12045365	12046453	-	12045909	Chr3A	8683910	8684998	-	8684454	1.0	0.993
gene:TraesCS3A03G0040900	Chr3A	12054644	12056101	-	12055372	Chr3A	8701110	8702558	-	8701834	0.992	0.989
gene:TraesCS3A03G0041000	Chr3A	12064500	12068200	-	12066350	Chr3A	8711676	8715371	-	8713523	0.998	0.995
gene:TraesCS3A03G0041100	Chr3A	12071349	12072083	+	12071716	Chr3A	8718983	8719717	+	8719350	1.0	0.998
gene:TraesCS3A03G0041200	Chr3A	12075943	12077447	-	12076695	Chr3A	8723727	8725231	-	8724479	1.0	0.999
gene:TraesCS3A03G0041400	Chr3A	12093260	12094336	+	12093798	Chr3A	8735902	8736981	+	8736441	1.0	0.983
gene:TraesCS3A03G0041700	Chr3A	12110477	12114187	+	12112332	Chr3A	8748993	8752738	+	8750865	0.987	0.985
gene:TraesCS3A03G0041900	Chr3A	12118672	12120490	-	12119581	Chr3A	8757104	8758922	-	8758013	1.0	1.0
gene:TraesCS3A03G0042100	Chr3A	12128508	12130477	-	12129492	Chr3A	8767134	8769103	-	8768118	1.0	0.999
gene:TraesCS3A03G0042200	Chr3A	12200162	12201941	-	12201051	Chr3A	8848805	8850584	-	8849694	1.0	0.998
gene:TraesCS3A03G0042300	Chr3A	12209794	12211502	-	12210648	Chr3A	8858441	8860149	-	8859295	1.0	1.0
gene:TraesCS3A03G0042400	Chr3A	12287908	12288978	-	12288443	Chr3A	8936916	8937986	-	8937451	1.0	1.0
gene:TraesCS3A03G0042700	Chr3A	12352050	12353034	-	12352542	Chr3A	9009417	9010401	-	9009909	1.0	0.998
gene:TraesCS3A03G0042800	Chr3A	12356143	12357072	+	12356607	Chr3A	9013350	9014279	+	9013814	1.0	0.993
gene:TraesCS3A03G0043100	Chr3A	12411156	12412208	-	12411682	Chr3A	9122340	9123392	-	9122866	1.0	1.0
gene:TraesCS3A03G0043200	Chr3A	12415290	12425054	+	12420172	Chr3A	9126799	9136524	+	9131661	0.98	0.979
gene:TraesCS3A03G0043300	Chr3A	12436248	12436726	+	12436487	Chr3A	9147717	9148195	+	9147956	1.0	1.0
gene:TraesCS3A03G0043600	Chr3A	12557004	12564531	+	12560767	Chr3A	9276771	9284297	+	9280534	1.0	1.0
gene:TraesCS3A03G0043700	Chr3A	12591873	12593468	+	12592670	Chr3A	9311636	9313218	+	9312427	1.0	0.997
gene:TraesCS3A03G0043800	Chr3A	12619607	12622553	+	12621080	Chr3A	9366642	9369575	+	9368108	0.998	0.995
gene:TraesCS3A03G0044200	Chr3A	12659773	12663256	+	12661514	Chr3A	9412927	9416412	+	9414669	1.0	0.997
gene:TraesCS3A03G0044400	Chr3A	12671499	12671969	-	12671734	Chr3A	9424927	9425397	-	9425162	1.0	0.991
gene:TraesCS3A03G0044500	Chr3A	12674962	12675767	-	12675364	Chr3A	9428385	9429190	-	9428787	1.0	0.998
gene:TraesCS3A03G0044600	Chr3A	12691263	12693861	+	12692562	Chr3A	9446053	9448722	+	9447387	1.0	0.991
gene:TraesCS3A03G0045600	Chr3A	12953875	12962009	+	12957942	Chr3A	9582164	9590286	+	9586225	0.996	0.992
gene:TraesCS3A03G0046100	Chr3A	12989383	12993109	-	12991246	Chr3A	9619764	9623518	-	9621641	1.0	0.994
gene:TraesCS3A03G0046400	Chr3A	13013432	13018739	-	13016085	Chr3A	9657445	9662562	-	9660003	0.937	0.935
gene:TraesCS3A03G0046500	Chr3A	13029932	13033027	-	13031479	Chr3A	9673760	9676893	-	9675326	1.0	0.959
gene:TraesCS3A03G0046700	Chr3A	13046469	13049752	-	13048110	Chr3A	9695684	9698966	-	9697325	1.0	0.997
gene:TraesCS3A03G0046900	Chr3A	13134758	13138473	+	13136615	Chr3A	9786322	9790036	+	9788179	0.992	0.983
gene:TraesCS3A03G0047000	Chr3A	13146068	13157472	+	13151770	Chr3A	9798109	9809515	+	9803812	1.0	0.998
gene:TraesCS3A03G0047400	Chr3A	13173460	13176299	+	13174879	Chr3A	9824980	9827820	+	9826400	1.0	0.996
gene:TraesCS3A03G0047600	Chr3A	13180225	13184245	+	13182235	Chr3A	9832005	9836079	+	9834042	0.985	0.981
gene:TraesCS3A03G0047800	Chr3A	13200215	13207654	+	13203934	Chr3A	9856082	9863498	+	9859790	0.997	0.995
gene:TraesCS3A03G0047900	Chr3A	13209629	13211419	-	13210524	Chr3A	9865598	9867388	-	9866493	1.0	1.0
gene:TraesCS3A03G0048000	Chr3A	13212111	13220429	-	13216270	Chr3A	9868079	9876184	-	9872131	1.0	0.997
gene:TraesCS3A03G0048300	Chr3A	13251152	13252309	+	13251730	Chr3A	9906774	9907931	+	9907352	1.0	0.997
gene:TraesCS3A03G0048400	Chr3A	13253472	13254910	+	13254191	Chr3A	9909100	9910538	+	9909819	1.0	0.999
gene:TraesCS3A03G0048500	Chr3A	13256000	13259537	-	13257768	Chr3A	9911628	9915164	-	9913396	0.999	0.999
gene:TraesCS3A03G0048600	Chr3A	13262335	13263785	-	13263060	Chr3A	9917962	9919412	-	9918687	1.0	1.0
gene:TraesCS3A03G0048700	Chr3A	13266374	13267826	-	13267100	Chr3A	9922001	9923453	-	9922727	1.0	1.0
gene:TraesCS3A03G0049100	Chr3A	13326983	13331969	-	13329476	Chr3A	9982344	9987330	-	9984837	1.0	1.0
gene:TraesCS3A03G0049400	Chr3A	13364456	13367172	+	13365814	Chr3A	10019976	10022692	+	10021334	1.0	1.0
gene:TraesCS3A03G0049500	Chr3A	13374582	13377547	+	13376064	Chr3A	10030040	10033068	+	10031554	1.0	0.909
gene:TraesCS3A03G0049600	Chr3A	13420057	13420751	-	13420404	Chr3A	10075695	10076389	-	10076042	1.0	1.0
gene:TraesCS3A03G0050200	Chr3A	13510570	13511960	-	13511265	Chr3A	10165902	10167292	-	10166597	1.0	1.0
gene:TraesCS3A03G0050400	Chr3A	13530408	13531190	-	13530799	Chr3A	10186238	10187020	-	10186629	1.0	1.0
gene:TraesCS3A03G0050600	Chr3A	13539918	13540966	+	13540442	Chr3A	10195748	10196796	+	10196272	1.0	1.0
gene:TraesCS3A03G0050700	Chr3A	13551825	13552727	-	13552276	Chr3A	10207655	10208557	-	10208106	1.0	1.0
gene:TraesCS3A03G0051000	Chr3A	13581053	13583594	-	13582323	Chr3A	10236352	10238893	-	10237622	1.0	1.0
gene:TraesCS3A03G0051100	Chr3A	13585785	13587462	+	13586623	Chr3A	10241084	10242761	+	10241922	1.0	1.0
gene:TraesCS3A03G0051200	Chr3A	13588891	13590341	-	13589616	Chr3A	10244190	10245640	-	10244915	1.0	1.0
gene:TraesCS3A03G0051400	Chr3A	13799143	13807136	-	13803139	Chr3A	10359654	10367647	-	10363650	1.0	1.0
gene:TraesCS3A03G0051500	Chr3A	13812171	13813047	+	13812609	Chr3A	10372921	10373797	+	10373359	1.0	1.0
gene:TraesCS3A03G0051600	Chr3A	13817015	13820570	+	13818792	Chr3A	10378200	10381623	+	10379911	0.908	0.908
gene:TraesCS3A03G0051700	Chr3A	13820553	13824040	-	13822296	Chr3A	10381606	10385093	-	10383349	1.0	1.0
gene:TraesCS3A03G0051800	Chr3A	13837749	13840017	-	13838883	Chr3A	10398607	10400871	-	10399739	1.0	1.0
gene:TraesCS3A03G0052000	Chr3A	13857289	13862785	-	13860037	Chr3A	10424284	10429778	-	10427031	1.0	0.997
gene:TraesCS3A03G0052200	Chr3A	14040952	14041692	-	14041322	Chr3A	10608441	10609182	-	10608811	1.0	0.988
gene:TraesCS3A03G0052300	Chr3A	14120231	14120695	+	14120463	Chr3A	10679528	10679992	+	10679760	1.0	0.997
gene:TraesCS3A03G0052500	Chr3A	14131902	14132951	-	14132426	Chr3A	10691170	10692219	-	10691694	1.0	0.993
gene:TraesCS3A03G0052600	Chr3A	14134546	14135307	+	14134926	Chr3A	10694114	10694875	+	10694494	1.0	0.996
gene:TraesCS3A03G0053000	Chr3A	14200366	14205844	-	14203105	Chr3A	10764008	10769490	-	10766749	0.998	0.989
gene:TraesCS3A03G0053100	Chr3A	14208436	14211617	+	14210026	Chr3A	10771980	10775161	+	10773570	1.0	1.0
gene:TraesCS3A03G0053400	Chr3A	14338574	14342114	+	14340344	Chr3A	10910381	10913927	+	10912154	1.0	0.992
gene:TraesCS3A03G0053500	Chr3A	14344155	14345109	-	14344632	Chr3A	10915753	10916707	-	10916230	1.0	0.998
gene:TraesCS3A03G0053600	Chr3A	14345254	14349480	-	14347367	Chr3A	10916852	10921070	-	10918961	1.0	0.997
gene:TraesCS3A03G0054300	Chr3A	14498314	14498850	+	14498582	Chr3A	11071652	11072188	+	11071920	1.0	1.0
gene:TraesCS3A03G0054500	Chr3A	14583303	14584864	+	14584083	Chr3A	11165541	11167102	+	11166321	1.0	1.0
gene:TraesCS3A03G0054600	Chr3A	14587724	14588509	-	14588116	Chr3A	11169962	11170747	-	11170354	1.0	1.0
gene:TraesCS3A03G0055000	Chr3A	15050261	15053415	+	15051838	Chr3A	11627465	11630619	+	11629042	1.0	1.0
gene:TraesCS3A03G0055100	Chr3A	15058231	15060659	+	15059445	Chr3A	11635435	11637863	+	11636649	1.0	1.0
gene:TraesCS3A03G0055500	Chr3A	15114158	15116300	-	15115229	Chr3A	11691203	11693345	-	11692274	1.0	1.0
gene:TraesCS3A03G0055600	Chr3A	15142521	15146395	+	15144458	Chr3A	11719517	11723391	+	11721454	1.0	1.0
gene:TraesCS3A03G0055700	Chr3A	15147371	15148340	-	15147855	Chr3A	11724367	11725336	-	11724851	1.0	1.0
gene:TraesCS3A03G0055800	Chr3A	15151106	15153176	-	15152141	Chr3A	11727974	11730044	-	11729009	1.0	1.0
gene:TraesCS3A03G0056100	Chr3A	15218565	15225143	-	15221854	Chr3A	11795786	11802364	-	11799075	1.0	1.0
gene:TraesCS3A03G0056300	Chr3A	15367716	15369852	+	15368784	Chr3A	11947795	11949931	+	11948863	1.0	1.0
gene:TraesCS3A03G0056400	Chr3A	15374271	15377592	+	15375931	Chr3A	11954798	11958099	+	11956448	1.0	1.0
gene:TraesCS3A03G0056500	Chr3A	15379118	15382109	+	15380613	Chr3A	11959625	11962616	+	11961120	1.0	1.0
