gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Jagger_tgt_chr	Jagger_tgt_start	Jagger_tgt_end	Jagger_tgt_strand	Jagger_tgt_midpoint	Jagger_coverage	Jagger_identity
gene:TraesCS6A03G0003100	Chr6A	1544392	1548820	-	1546606	Chr6A	1249519	1253970	-	1251744	1.0	1.0
gene:TraesCS6A03G0003300	Chr6A	1558341	1564627	+	1561484	Chr6A	1263991	1270466	+	1267228	1.0	0.931
gene:TraesCS6A03G0003500	Chr6A	1571628	1573212	-	1572420	Chr6A	1277466	1279050	-	1278258	1.0	1.0
gene:TraesCS6A03G0003600	Chr6A	1584804	1587503	+	1586153	Chr6A	1290796	1293728	+	1292262	1.0	0.999
gene:TraesCS6A03G0003700	Chr6A	1590243	1592797	-	1591520	Chr6A	1296468	1299022	-	1297745	1.0	1.0
gene:TraesCS6A03G0004300	Chr6A	1712278	1718977	+	1715627	Chr6A	1419648	1426464	+	1423056	0.994	0.984
gene:TraesCS6A03G0004400	Chr6A	1717372	1719718	-	1718545	Chr6A	1424859	1427159	-	1426009	0.962	0.935
gene:TraesCS6A03G0004500	Chr6A	1720510	1722005	-	1721257	Chr6A	1427945	1429489	-	1428717	1.0	0.991
gene:TraesCS6A03G0004800	Chr6A	1722453	1727315	-	1724884	Chr6A	1429974	1434517	-	1432245	0.913	0.909
gene:TraesCS6A03G0004900	Chr6A	1735764	1739970	+	1737867	Chr6A	1461958	1466173	+	1464065	1.0	0.993
gene:TraesCS6A03G0005000	Chr6A	1741213	1746701	-	1743957	Chr6A	1467215	1472901	-	1470058	1.0	0.986
gene:TraesCS6A03G0006500	Chr6A	2049229	2059125	-	2054177	Chr6A	1683198	1693589	-	1688393	0.998	0.935
gene:TraesCS6A03G0006800	Chr6A	2178104	2178808	+	2178456	Chr6A	1887190	1887948	+	1887569	1.0	0.991
gene:TraesCS6A03G0007600	Chr6A	2224806	2228302	+	2226554	Chr6A	1964063	1967560	+	1965811	0.999	0.996
gene:TraesCS6A03G0007800	Chr6A	2268384	2269573	+	2268978	Chr6A	2007985	2009174	+	2008579	1.0	1.0
gene:TraesCS6A03G0007900	Chr6A	2282496	2284138	-	2283317	Chr6A	2022438	2024080	-	2023259	1.0	1.0
gene:TraesCS6A03G0008000	Chr6A	2306532	2309729	-	2308130	Chr6A	2046581	2049778	-	2048179	1.0	1.0
gene:TraesCS6A03G0008200	Chr6A	2360136	2366375	+	2363255	Chr6A	2101800	2108035	+	2104917	1.0	1.0
gene:TraesCS6A03G0008600	Chr6A	2382984	2385706	+	2384345	Chr6A	2124805	2127527	+	2126166	1.0	1.0
gene:TraesCS6A03G0008700	Chr6A	2422514	2423194	-	2422854	Chr6A	2164602	2165282	-	2164942	1.0	1.0
gene:TraesCS6A03G0009000	Chr6A	2428560	2434504	-	2431532	Chr6A	2170648	2176592	-	2173620	1.0	0.999
gene:TraesCS6A03G0009100	Chr6A	2436943	2441208	+	2439075	Chr6A	2179031	2183296	+	2181163	1.0	1.0
gene:TraesCS6A03G0009300	Chr6A	2445174	2450370	+	2447772	Chr6A	2187262	2192458	+	2189860	1.0	1.0
gene:TraesCS6A03G0009400	Chr6A	2451784	2453964	+	2452874	Chr6A	2194042	2196222	+	2195132	1.0	0.999
gene:TraesCS6A03G0009500	Chr6A	2472064	2474776	+	2473420	Chr6A	2214936	2217620	+	2216278	0.989	0.988
gene:TraesCS6A03G0010100	Chr6A	2492564	2499034	+	2495799	Chr6A	2321771	2328251	+	2325011	1.0	0.993
gene:TraesCS6A03G0010200	Chr6A	2510567	2511779	+	2511173	Chr6A	2339810	2341022	+	2340416	1.0	0.991
gene:TraesCS6A03G0010300	Chr6A	2522326	2525232	+	2523779	Chr6A	2351640	2354546	+	2353093	1.0	0.999
gene:TraesCS6A03G0010400	Chr6A	2534695	2537409	+	2536052	Chr6A	2363765	2366479	+	2365122	1.0	1.0
gene:TraesCS6A03G0010800	Chr6A	2677756	2680999	+	2679377	Chr6A	2509794	2513121	+	2511457	1.0	1.0
gene:TraesCS6A03G0010900	Chr6A	2692132	2692392	-	2692262	Chr6A	2524254	2524514	-	2524384	1.0	1.0
gene:TraesCS6A03G0011100	Chr6A	2724971	2727654	-	2726312	Chr6A	2557129	2559694	-	2558411	1.0	1.0
gene:TraesCS6A03G0011500	Chr6A	2767759	2769038	-	2768398	Chr6A	2599943	2601222	-	2600582	1.0	1.0
gene:TraesCS6A03G0011700	Chr6A	2780187	2780928	-	2780557	Chr6A	2612614	2613355	-	2612984	1.0	1.0
gene:TraesCS6A03G0011900	Chr6A	2793785	2794712	-	2794248	Chr6A	2626392	2627319	-	2626855	1.0	1.0
gene:TraesCS6A03G0012000	Chr6A	2809641	2810003	-	2809822	Chr6A	2642525	2642887	-	2642706	1.0	1.0
gene:TraesCS6A03G0012100	Chr6A	2811038	2811415	-	2811226	Chr6A	2643922	2644299	-	2644110	1.0	1.0
gene:TraesCS6A03G0012200	Chr6A	2819892	2823290	-	2821591	Chr6A	2652776	2656174	-	2654475	1.0	1.0
gene:TraesCS6A03G0012600	Chr6A	2942228	2947777	+	2945002	Chr6A	2787608	2793157	+	2790382	1.0	1.0
gene:TraesCS6A03G0012800	Chr6A	2952615	2956528	-	2954571	Chr6A	2797995	2801908	-	2799951	1.0	1.0
gene:TraesCS6A03G0013300	Chr6A	3493875	3497254	-	3495564	Chr6A	3082216	3085595	-	3083905	1.0	1.0
gene:TraesCS6A03G0013400	Chr6A	3501820	3502695	-	3502257	Chr6A	3090161	3091037	-	3090599	1.0	0.997
gene:TraesCS6A03G0013500	Chr6A	3505130	3509572	-	3507351	Chr6A	3093472	3097914	-	3095693	1.0	1.0
gene:TraesCS6A03G0013700	Chr6A	3526852	3527448	+	3527150	Chr6A	3115194	3115790	+	3115492	1.0	1.0
gene:TraesCS6A03G0013800	Chr6A	3528505	3529406	+	3528955	Chr6A	3116846	3117747	+	3117296	1.0	0.996
gene:TraesCS6A03G0014100	Chr6A	3568117	3572740	+	3570428	Chr6A	3286367	3291022	+	3288694	1.0	0.97
gene:TraesCS6A03G0014200	Chr6A	3576627	3578939	+	3577783	Chr6A	3294896	3297210	+	3296053	1.0	0.994
gene:TraesCS6A03G0014800	Chr6A	3702665	3706690	+	3704677	Chr6A	3412172	3416277	+	3414224	1.0	0.996
gene:TraesCS6A03G0015000	Chr6A	3729503	3735623	+	3732563	Chr6A	3438349	3444384	+	3441366	0.971	0.967
gene:TraesCS6A03G0015200	Chr6A	3748307	3752517	+	3750412	Chr6A	3455949	3460159	+	3458054	1.0	0.996
gene:TraesCS6A03G0015500	Chr6A	3983778	3984395	+	3984086	Chr6A	3753754	3754371	+	3754062	1.0	1.0
gene:TraesCS6A03G0015600	Chr6A	4015558	4016051	+	4015804	Chr6A	3786538	3787031	+	3786784	1.0	0.997
gene:TraesCS6A03G0015800	Chr6A	4066078	4066922	+	4066500	Chr6A	3800100	3800943	+	3800521	0.986	0.947
gene:TraesCS6A03G0017500	Chr6A	4465472	4467836	+	4466654	Chr6A	3916846	3919234	+	3918040	1.0	0.995
gene:TraesCS6A03G0017600	Chr6A	4467915	4470370	+	4469142	Chr6A	3919313	3921768	+	3920540	1.0	0.997
gene:TraesCS6A03G0017800	Chr6A	4482773	4484432	+	4483602	Chr6A	3935602	3937256	+	3936429	0.987	0.969
gene:TraesCS6A03G0017900	Chr6A	4540850	4543144	-	4541997	Chr6A	3959870	3962167	-	3961018	1.0	0.971
gene:TraesCS6A03G0018100	Chr6A	4566908	4568998	-	4567953	Chr6A	3986495	3988585	-	3987540	1.0	0.996
gene:TraesCS6A03G0018400	Chr6A	4646078	4648289	-	4647183	Chr6A	4057663	4059844	-	4058753	0.99	0.982
gene:TraesCS6A03G0018600	Chr6A	4650144	4650962	-	4650553	Chr6A	4061725	4062543	-	4062134	1.0	0.998
gene:TraesCS6A03G0018800	Chr6A	4707838	4709462	+	4708650	Chr6A	4103096	4104724	+	4103910	1.0	0.994
gene:TraesCS6A03G0019500	Chr6A	4996845	4997894	+	4997369	Chr6A	4451789	4452819	-	4452304	0.98	0.936
gene:TraesCS6A03G0019400	Chr6A	4996828	5004864	+	5000846	Chr6A	4445929	4452836	-	4449382	0.971	0.933
gene:TraesCS6A03G0020500	Chr6A	5805544	5807529	+	5806536	Chr6A	5288761	5290746	+	5289753	0.998	0.979
gene:TraesCS6A03G0021000	Chr6A	5905718	5911911	-	5908814	Chr6A	4552762	4558954	-	4555858	1.0	0.998
gene:TraesCS6A03G0022600	Chr6A	6411841	6413804	+	6412822	Chr6A	5845136	5847099	+	5846117	1.0	0.987
gene:TraesCS6A03G0022900	Chr6A	6438448	6439725	-	6439086	Chr6A	5830029	5831306	-	5830667	1.0	0.989
gene:TraesCS6A03G0023100	Chr6A	6509916	6510644	+	6510280	Chr6A	5963022	5963758	+	5963390	1.0	0.982
gene:TraesCS6A03G0028200	Chr6A	7482648	7485990	+	7484319	Chr6A	9926825	9930167	-	9928496	1.0	1.0
gene:TraesCS6A03G0029200	Chr6A	7851077	7857869	+	7854473	Chr6A	9569117	9576264	-	9572690	1.0	1.0
gene:TraesCS6A03G0029300	Chr6A	7884487	7896338	-	7890412	Chr6A	9527447	9539546	+	9533496	1.0	1.0
gene:TraesCS6A03G0029600	Chr6A	7984516	7986708	+	7985612	Chr6A	9436193	9438385	-	9437289	1.0	0.999
gene:TraesCS6A03G0029800	Chr6A	7997910	8003663	+	8000786	Chr6A	9418955	9424991	-	9421973	1.0	1.0
gene:TraesCS6A03G0029900	Chr6A	8006338	8010273	+	8008305	Chr6A	9412345	9416280	-	9414312	1.0	1.0
gene:TraesCS6A03G0030000	Chr6A	8012421	8019811	+	8016116	Chr6A	9402170	9410197	-	9406183	1.0	0.999
gene:TraesCS6A03G0030100	Chr6A	8024378	8025300	+	8024839	Chr6A	9396921	9397843	-	9397382	1.0	0.997
gene:TraesCS6A03G0030200	Chr6A	8026626	8027021	-	8026823	Chr6A	9395200	9395595	+	9395397	1.0	1.0
gene:TraesCS6A03G0030500	Chr6A	8088519	8089226	-	8088872	Chr6A	9332772	9333479	+	9333125	1.0	1.0
gene:TraesCS6A03G0030700	Chr6A	8173780	8176435	-	8175107	Chr6A	9244768	9247423	+	9246095	1.0	1.0
gene:TraesCS6A03G0030800	Chr6A	8178068	8179258	+	8178663	Chr6A	9241945	9243135	-	9242540	1.0	1.0
gene:TraesCS6A03G0031100	Chr6A	8254315	8259017	-	8256666	Chr6A	9160323	9165025	+	9162674	1.0	0.999
gene:TraesCS6A03G0031400	Chr6A	8311404	8311667	+	8311535	Chr6A	9107408	9107671	-	9107539	1.0	1.0
gene:TraesCS6A03G0031500	Chr6A	8359684	8360445	+	8360064	Chr6A	9058517	9059278	-	9058897	1.0	1.0
gene:TraesCS6A03G0031600	Chr6A	8360643	8361830	+	8361236	Chr6A	9057132	9058319	-	9057725	1.0	1.0
gene:TraesCS6A03G0031700	Chr6A	8371392	8372387	+	8371889	Chr6A	9046297	9047292	-	9046794	1.0	1.0
gene:TraesCS6A03G0032000	Chr6A	8426090	8431181	+	8428635	Chr6A	8985605	8990696	-	8988150	1.0	0.999
gene:TraesCS6A03G0032100	Chr6A	8453662	8456939	-	8455300	Chr6A	8959801	8963078	+	8961439	1.0	0.998
gene:TraesCS6A03G0032400	Chr6A	8464780	8465505	-	8465142	Chr6A	8951239	8951964	+	8951601	1.0	1.0
gene:TraesCS6A03G0032500	Chr6A	8465688	8466935	-	8466311	Chr6A	8949804	8951055	+	8950429	1.0	0.993
gene:TraesCS6A03G0032600	Chr6A	8480777	8483787	+	8482282	Chr6A	8928668	8931677	-	8930172	0.999	0.995
gene:TraesCS6A03G0033800	Chr6A	8672781	8673413	-	8673097	Chr6A	8496468	8497100	+	8496784	1.0	0.995
gene:TraesCS6A03G0034000	Chr6A	8675368	8676936	-	8676152	Chr6A	8492949	8494520	+	8493734	1.0	0.995
gene:TraesCS6A03G0034100	Chr6A	8871064	8872769	-	8871916	Chr6A	8310797	8312502	+	8311649	1.0	0.994
gene:TraesCS6A03G0034200	Chr6A	8972166	8973845	+	8973005	Chr6A	8207232	8208902	-	8208067	0.994	0.991
gene:TraesCS6A03G0034300	Chr6A	8997549	8999123	+	8998336	Chr6A	8182660	8184237	-	8183448	1.0	0.987
gene:TraesCS6A03G0034500	Chr6A	9005874	9007685	-	9006779	Chr6A	8174006	8175817	+	8174911	1.0	0.997
gene:TraesCS6A03G0034700	Chr6A	9243241	9251040	+	9247140	Chr6A	7972505	7978780	-	7975642	1.0	0.996
gene:TraesCS6A03G0034800	Chr6A	9251429	9255197	+	9253313	Chr6A	7968106	7972090	-	7970098	1.0	0.992
gene:TraesCS6A03G0034900	Chr6A	9257732	9258127	+	9257929	Chr6A	7965175	7965570	-	7965372	1.0	0.997
gene:TraesCS6A03G0035000	Chr6A	9258228	9258707	+	9258467	Chr6A	7964594	7965074	-	7964834	1.0	0.989
gene:TraesCS6A03G0035100	Chr6A	9260463	9263599	+	9262031	Chr6A	7960081	7963220	-	7961650	1.0	0.997
gene:TraesCS6A03G0035200	Chr6A	9265010	9266230	+	9265620	Chr6A	7957376	7958596	-	7957986	1.0	0.987
gene:TraesCS6A03G0035400	Chr6A	9271095	9276490	+	9273792	Chr6A	7945935	7952361	-	7949148	0.96	0.957
gene:TraesCS6A03G0035500	Chr6A	9283912	9284858	-	9284385	Chr6A	7937440	7938386	+	7937913	1.0	0.994
gene:TraesCS6A03G0035900	Chr6A	9444032	9445186	+	9444609	Chr6A	7752254	7753408	-	7752831	1.0	0.998
gene:TraesCS6A03G0036100	Chr6A	9448531	9449670	+	9449100	Chr6A	7748307	7749417	-	7748862	0.97	0.944
gene:TraesCS6A03G0036500	Chr6A	9470666	9471235	-	9470950	Chr6A	7721594	7722163	+	7721878	1.0	0.996
gene:TraesCS6A03G0036600	Chr6A	9473682	9475429	-	9474555	Chr6A	7717258	7718994	+	7718126	0.991	0.903
gene:TraesCS6A03G0036700	Chr6A	9481564	9485669	-	9483616	Chr6A	7713598	7716130	+	7714864	1.0	0.993
gene:TraesCS6A03G0037100	Chr6A	9658772	9660162	+	9659467	Chr6A	7518113	7519503	-	7518808	1.0	0.993
gene:TraesCS6A03G0037200	Chr6A	9665556	9666056	-	9665806	Chr6A	7504653	7505153	+	7504903	1.0	0.994
gene:TraesCS6A03G0037400	Chr6A	9668873	9669166	+	9669019	Chr6A	7501531	7501824	-	7501677	1.0	0.989
gene:TraesCS6A03G0037500	Chr6A	9867419	9868633	+	9868026	Chr6A	7303564	7304778	-	7304171	1.0	0.996
gene:TraesCS6A03G0037600	Chr6A	9877826	9879013	+	9878419	Chr6A	7293614	7294801	-	7294207	1.0	0.982
gene:TraesCS6A03G0037700	Chr6A	9888984	9893419	-	9891201	Chr6A	7278568	7283183	+	7280875	0.998	0.933
gene:TraesCS6A03G0038200	Chr6A	9962522	9968219	-	9965370	Chr6A	7205024	7210721	+	7207872	1.0	0.998
gene:TraesCS6A03G0038400	Chr6A	9979995	9980516	+	9980255	Chr6A	7191861	7192382	-	7192121	1.0	1.0
gene:TraesCS6A03G0038500	Chr6A	9980644	9981150	+	9980897	Chr6A	7191227	7191733	-	7191480	1.0	1.0
gene:TraesCS6A03G0038700	Chr6A	9982202	9982945	-	9982573	Chr6A	7189432	7190175	+	7189803	1.0	1.0
gene:TraesCS6A03G0038800	Chr6A	10020588	10022382	-	10021485	Chr6A	7149865	7151659	+	7150762	1.0	1.0
gene:TraesCS6A03G0038900	Chr6A	10058301	10060057	-	10059179	Chr6A	7112285	7114041	+	7113163	1.0	1.0
gene:TraesCS6A03G0039300	Chr6A	10070593	10071054	-	10070823	Chr6A	7101288	7101749	+	7101518	1.0	1.0
gene:TraesCS6A03G0039500	Chr6A	10195542	10197545	-	10196543	Chr6A	7005366	7007369	+	7006367	1.0	1.0
gene:TraesCS6A03G0039900	Chr6A	10318880	10322522	-	10320701	Chr6A	6879805	6883447	+	6881626	1.0	1.0
gene:TraesCS6A03G0040000	Chr6A	10339644	10342926	-	10341285	Chr6A	6859401	6862683	+	6861042	1.0	0.999
gene:TraesCS6A03G0040300	Chr6A	10363470	10373065	-	10368267	Chr6A	6828543	6838138	+	6833340	1.0	1.0
gene:TraesCS6A03G0040500	Chr6A	10376015	10380589	+	10378302	Chr6A	6821019	6825593	-	6823306	1.0	0.999
gene:TraesCS6A03G0041000	Chr6A	10428638	10429207	+	10428922	Chr6A	6816815	6817384	-	6817099	1.0	0.97
gene:TraesCS6A03G0041300	Chr6A	10440680	10441222	+	10440951	Chr6A	6813813	6814355	-	6814084	1.0	0.966
gene:TraesCS6A03G0041500	Chr6A	10443656	10447229	+	10445442	Chr6A	6807808	6811379	-	6809593	1.0	0.973
gene:TraesCS6A03G0041800	Chr6A	10500342	10501771	+	10501056	Chr6A	6755593	6757030	-	6756311	1.0	0.994
gene:TraesCS6A03G0042300	Chr6A	10631402	10634755	+	10633078	Chr6A	6662659	6665968	-	6664313	0.961	0.928
gene:TraesCS6A03G0042400	Chr6A	10635627	10643113	+	10639370	Chr6A	6654521	6661985	-	6658253	0.995	0.992
gene:TraesCS6A03G0042700	Chr6A	10653443	10656426	+	10654934	Chr6A	6629369	6632548	-	6630958	1.0	0.934
gene:TraesCS6A03G0043100	Chr6A	10670192	10670905	+	10670548	Chr6A	6615315	6616028	-	6615671	1.0	0.997
gene:TraesCS6A03G0043200	Chr6A	10679442	10679948	+	10679695	Chr6A	6605923	6606428	-	6606175	0.998	0.992
gene:TraesCS6A03G0043300	Chr6A	10686487	10692926	-	10689706	Chr6A	6593324	6599594	+	6596459	1.0	0.998
gene:TraesCS6A03G0043400	Chr6A	10775341	10776267	-	10775804	Chr6A	6513638	6513879	+	6513758	0.983	0.975
gene:TraesCS6A03G0043500	Chr6A	10775806	10779357	+	10777581	Chr6A	6510548	6514057	-	6512302	0.973	0.97
gene:TraesCS6A03G0044100	Chr6A	10796602	10800559	+	10798580	Chr6A	6476925	6480879	-	6478902	1.0	0.992
gene:TraesCS6A03G0044400	Chr6A	10833081	10833551	+	10833316	Chr6A	6441755	6442225	-	6441990	1.0	0.989
gene:TraesCS6A03G0044800	Chr6A	10889920	10892068	-	10890994	Chr6A	6369229	6371377	+	6370303	1.0	0.995
gene:TraesCS6A03G0045600	Chr6A	11259162	11259797	+	11259479	Chr6A	6075757	6076392	-	6076074	1.0	0.988
gene:TraesCS6A03G0046500	Chr6A	11448235	11448726	-	11448480	Chr6A	10967970	10968461	-	10968215	1.0	0.995
gene:TraesCS6A03G0046900	Chr6A	11703980	11704663	+	11704321	Chr6A	11170167	11170850	+	11170508	1.0	0.997
gene:TraesCS6A03G0047100	Chr6A	11710351	11716441	-	11713396	Chr6A	11176562	11182642	-	11179602	1.0	0.998
gene:TraesCS6A03G0047200	Chr6A	11732357	11734791	+	11733574	Chr6A	11208496	11211022	+	11209759	0.998	0.994
gene:TraesCS6A03G0047500	Chr6A	11813604	11822722	+	11818163	Chr6A	11290887	11299930	+	11295408	0.984	0.971
gene:TraesCS6A03G0047600	Chr6A	11824823	11827423	-	11826123	Chr6A	11302032	11304634	-	11303333	1.0	0.996
gene:TraesCS6A03G0048200	Chr6A	12064955	12067107	+	12066031	Chr6A	11423488	11425787	+	11424637	0.998	0.995
gene:TraesCS6A03G0048400	Chr6A	12068383	12073209	-	12070796	Chr6A	11426698	11431756	-	11429227	0.987	0.983
gene:TraesCS6A03G0048700	Chr6A	12094210	12095265	+	12094737	Chr6A	11453380	11454435	+	11453907	1.0	0.99
gene:TraesCS6A03G0048900	Chr6A	12136731	12137926	+	12137328	Chr6A	11489077	11490271	+	11489674	0.999	0.986
gene:TraesCS6A03G0049100	Chr6A	12493877	12494758	+	12494317	Chr6A	11524430	11525311	+	11524870	1.0	0.989
gene:TraesCS6A03G0049200	Chr6A	12498776	12499744	-	12499260	Chr6A	11528987	11529928	-	11529457	0.972	0.96
gene:TraesCS6A03G0049500	Chr6A	12580499	12582277	-	12581388	Chr6A	11629106	11630884	-	11629995	1.0	0.991
gene:TraesCS6A03G0050400	Chr6A	12818166	12818997	-	12818581	Chr6A	11808603	11809442	-	11809022	1.0	0.919
gene:TraesCS6A03G0050900	Chr6A	12958683	12962150	-	12960416	Chr6A	12126207	12129671	-	12127939	1.0	0.995
gene:TraesCS6A03G0051000	Chr6A	12972559	12975757	-	12974158	Chr6A	12139947	12143146	-	12141546	1.0	0.994
gene:TraesCS6A03G0051100	Chr6A	12991754	12995043	-	12993398	Chr6A	12151539	12154820	-	12153179	0.999	0.993
gene:TraesCS6A03G0051200	Chr6A	13081851	13084351	-	13083101	Chr6A	12300240	12302738	-	12301489	0.999	0.99
gene:TraesCS6A03G0051500	Chr6A	13167817	13168656	-	13168236	Chr6A	12321729	12322568	-	12322148	1.0	0.996
gene:TraesCS6A03G0051800	Chr6A	13185126	13189047	-	13187086	Chr6A	12339384	12343308	-	12341346	1.0	0.992
gene:TraesCS6A03G0051900	Chr6A	13191572	13192475	-	13192023	Chr6A	12345302	12346205	-	12345753	1.0	0.993
gene:TraesCS6A03G0052000	Chr6A	13240709	13241887	-	13241298	Chr6A	12404318	12405496	-	12404907	1.0	0.965
gene:TraesCS6A03G0052200	Chr6A	13283523	13286022	-	13284772	Chr6A	12461571	12464070	-	12462820	1.0	0.988
gene:TraesCS6A03G0052500	Chr6A	13363237	13365679	+	13364458	Chr6A	12547828	12550260	+	12549044	1.0	0.997
gene:TraesCS6A03G0052900	Chr6A	13475508	13477544	+	13476526	Chr6A	12709705	12711741	+	12710723	1.0	0.992
gene:TraesCS6A03G0053100	Chr6A	13514651	13516894	-	13515772	Chr6A	12744563	12746893	-	12745728	0.999	0.916
gene:TraesCS6A03G0053400	Chr6A	13624192	13624894	+	13624543	Chr6A	12848119	12848839	+	12848479	0.995	0.951
gene:TraesCS6A03G0053800	Chr6A	13679229	13683414	+	13681321	Chr6A	12916330	12920832	+	12918581	1.0	0.973
gene:TraesCS6A03G0053900	Chr6A	13684327	13686423	-	13685375	Chr6A	12921749	12923738	-	12922743	1.0	0.995
gene:TraesCS6A03G0054100	Chr6A	13708034	13709236	+	13708635	Chr6A	12947544	12948788	+	12948166	1.0	0.953
gene:TraesCS6A03G0054700	Chr6A	13779362	13787511	+	13783436	Chr6A	13132393	13140695	+	13136544	1.0	0.998
gene:TraesCS6A03G0055000	Chr6A	13814362	13814901	+	13814631	Chr6A	13163901	13164440	+	13164170	1.0	0.992
gene:TraesCS6A03G0055200	Chr6A	13825479	13827181	-	13826330	Chr6A	13177530	13179231	-	13178380	0.999	0.988
gene:TraesCS6A03G0055300	Chr6A	13865987	13874288	+	13870137	Chr6A	13217843	13226147	+	13221995	0.994	0.985
gene:TraesCS6A03G0055400	Chr6A	13981660	13983240	+	13982450	Chr6A	13311854	13313433	+	13312643	1.0	0.996
gene:TraesCS6A03G0055600	Chr6A	14017545	14019339	-	14018442	Chr6A	13334805	13336599	-	13335702	1.0	0.994
gene:TraesCS6A03G0056000	Chr6A	14228359	14230494	-	14229426	Chr6A	13496399	13498525	-	13497462	0.994	0.992
gene:TraesCS6A03G0056100	Chr6A	14249390	14250855	+	14250122	Chr6A	13517289	13518754	+	13518021	1.0	0.998
gene:TraesCS6A03G0056500	Chr6A	14282648	14284420	-	14283534	Chr6A	13551452	13553224	-	13552338	1.0	0.998
gene:TraesCS6A03G0056700	Chr6A	14340565	14341448	+	14341006	Chr6A	13610224	13611109	+	13610666	1.0	0.995
gene:TraesCS6A03G0056800	Chr6A	14349724	14350977	-	14350350	Chr6A	13619411	13620664	-	13620037	1.0	0.999
gene:TraesCS6A03G0056900	Chr6A	14397194	14407207	+	14402200	Chr6A	13667578	13677590	+	13672584	1.0	0.997
gene:TraesCS6A03G0057300	Chr6A	14450508	14454908	+	14452708	Chr6A	13720969	13725337	+	13723153	0.967	0.966
gene:TraesCS6A03G0057400	Chr6A	14454995	14455537	-	14455266	Chr6A	13725424	13725966	-	13725695	1.0	1.0
gene:TraesCS6A03G0057600	Chr6A	14458904	14468241	-	14463572	Chr6A	13729496	13738936	-	13734216	1.0	0.999
gene:TraesCS6A03G0058400	Chr6A	14779983	14783826	-	14781904	Chr6A	14052361	14056204	-	14054282	1.0	1.0
gene:TraesCS6A03G0058600	Chr6A	14830104	14830397	+	14830250	Chr6A	14102580	14102873	+	14102726	1.0	1.0
gene:TraesCS6A03G0058900	Chr6A	14899043	14900702	-	14899872	Chr6A	14171650	14173309	-	14172479	1.0	0.999
gene:TraesCS6A03G0059200	Chr6A	15055580	15060784	+	15058182	Chr6A	14327314	14332520	+	14329917	1.0	1.0
gene:TraesCS6A03G0059300	Chr6A	15060851	15063542	-	15062196	Chr6A	14332587	14335278	-	14333932	1.0	0.999
gene:TraesCS6A03G0060100	Chr6A	15129564	15133643	+	15131603	Chr6A	14404396	14412778	+	14408587	1.0	0.995
gene:TraesCS6A03G0060400	Chr6A	15201260	15204515	-	15202887	Chr6A	14464574	14467755	-	14466164	1.0	0.991
gene:TraesCS6A03G0061600	Chr6A	15362392	15362748	-	15362570	Chr6A	14698563	14698919	+	14698741	1.0	0.991
