gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Jagger_tgt_chr	Jagger_tgt_start	Jagger_tgt_end	Jagger_tgt_strand	Jagger_tgt_midpoint	Jagger_coverage	Jagger_identity
gene:TraesCS2D03G0007700	Chr2D	2586427	2592087	+	2589257	Chr2D	3189078	3194594	+	3191836	1.0	0.999
gene:TraesCS2D03G0007800	Chr2D	2603284	2607140	+	2605212	Chr2D	3206518	3210094	+	3208306	0.992	0.963
gene:TraesCS2D03G0007900	Chr2D	2621863	2623404	-	2622633	Chr2D	3224559	3226100	-	3225329	1.0	0.992
gene:TraesCS2D03G0008000	Chr2D	2626556	2626956	-	2626756	Chr2D	3229418	3229818	-	3229618	1.0	0.996
gene:TraesCS2D03G0008100	Chr2D	2648905	2654771	-	2651838	Chr2D	3251826	3257692	-	3254759	1.0	0.998
gene:TraesCS2D03G0008200	Chr2D	2658256	2661803	+	2660029	Chr2D	3261214	3264762	+	3262988	1.0	0.998
gene:TraesCS2D03G0008300	Chr2D	2724182	2725042	+	2724612	Chr2D	3663825	3664685	+	3664255	1.0	0.991
gene:TraesCS2D03G0008700	Chr2D	2752006	2762262	+	2757134	Chr2D	3733295	3743569	+	3738432	1.0	0.992
gene:TraesCS2D03G0008900	Chr2D	2802388	2806733	-	2804560	Chr2D	3835337	3839696	-	3837516	1.0	0.997
gene:TraesCS2D03G0009200	Chr2D	2859610	2869289	+	2864449	Chr2D	3899274	3908952	+	3904113	1.0	1.0
gene:TraesCS2D03G0009500	Chr2D	2918144	2920257	+	2919200	Chr2D	3958006	3960119	+	3959062	1.0	1.0
gene:TraesCS2D03G0009600	Chr2D	2923559	2927123	+	2925341	Chr2D	3963421	3966985	+	3965203	1.0	0.999
gene:TraesCS2D03G0009900	Chr2D	2982196	2984259	-	2983227	Chr2D	4022536	4024599	-	4023567	1.0	1.0
gene:TraesCS2D03G0010300	Chr2D	2997998	3002398	+	3000198	Chr2D	4039184	4043584	+	4041384	1.0	0.999
gene:TraesCS2D03G0010400	Chr2D	3010267	3011838	-	3011052	Chr2D	4051694	4053265	-	4052479	1.0	1.0
gene:TraesCS2D03G0010500	Chr2D	3016111	3017798	+	3016954	Chr2D	4057538	4059225	+	4058381	1.0	1.0
gene:TraesCS2D03G0010800	Chr2D	3041119	3041313	+	3041216	Chr2D	4080055	4080249	+	4080152	1.0	1.0
gene:TraesCS2D03G0011000	Chr2D	3054024	3055544	-	3054784	Chr2D	4095097	4096617	-	4095857	1.0	1.0
gene:TraesCS2D03G0011100	Chr2D	3074555	3074998	-	3074776	Chr2D	4115629	4116072	-	4115850	1.0	1.0
gene:TraesCS2D03G0011300	Chr2D	3118810	3119517	+	3119163	Chr2D	4160195	4160902	+	4160548	1.0	1.0
gene:TraesCS2D03G0011400	Chr2D	3126359	3126751	+	3126555	Chr2D	4167746	4168138	+	4167942	1.0	1.0
gene:TraesCS2D03G0011500	Chr2D	3130021	3133870	-	3131945	Chr2D	4171408	4175256	-	4173332	1.0	1.0
gene:TraesCS2D03G0011600	Chr2D	3147424	3149486	-	3148455	Chr2D	4188978	4191040	-	4190009	1.0	1.0
gene:TraesCS2D03G0011700	Chr2D	3193684	3196985	+	3195334	Chr2D	4233086	4236372	+	4234729	0.992	0.992
gene:TraesCS2D03G0011800	Chr2D	3197099	3201360	-	3199229	Chr2D	4236486	4240985	-	4238735	1.0	1.0
gene:TraesCS2D03G0011900	Chr2D	3232730	3235889	+	3234309	Chr2D	4273426	4276585	+	4275005	1.0	1.0
gene:TraesCS2D03G0012200	Chr2D	3369355	3371216	-	3370285	Chr2D	4410837	4412698	-	4411767	1.0	1.0
gene:TraesCS2D03G0012800	Chr2D	3895658	3906170	+	3900914	Chr2D	4948743	4959255	+	4953999	1.0	1.0
gene:TraesCS2D03G0013300	Chr2D	4109808	4114155	-	4111981	Chr2D	5164186	5168533	-	5166359	1.0	0.999
gene:TraesCS2D03G0013800	Chr2D	4166648	4170990	-	4168819	Chr2D	5221555	5225897	-	5223726	1.0	0.997
gene:TraesCS2D03G0013900	Chr2D	4172256	4174273	+	4173264	Chr2D	5227163	5229180	+	5228171	1.0	0.999
gene:TraesCS2D03G0014000	Chr2D	4179944	4184680	+	4182312	Chr2D	5234851	5239588	+	5237219	1.0	1.0
gene:TraesCS2D03G0014100	Chr2D	4243317	4245051	-	4244184	Chr2D	5298631	5300365	-	5299498	1.0	0.999
gene:TraesCS2D03G0014200	Chr2D	4250619	4254195	-	4252407	Chr2D	5305933	5309509	-	5307721	1.0	1.0
gene:TraesCS2D03G0014300	Chr2D	4328200	4329737	+	4328968	Chr2D	5380978	5382515	+	5381746	1.0	1.0
gene:TraesCS2D03G0015000	Chr2D	4524318	4526340	+	4525329	Chr2D	5582275	5584297	+	5583286	1.0	1.0
gene:TraesCS2D03G0015200	Chr2D	4596216	4598522	-	4597369	Chr2D	5653164	5655554	-	5654359	1.0	0.936
gene:TraesCS2D03G0015300	Chr2D	4599137	4603767	-	4601452	Chr2D	5656169	5660799	-	5658484	1.0	1.0
gene:TraesCS2D03G0015600	Chr2D	4734305	4735695	-	4735000	Chr2D	5777938	5779328	-	5778633	1.0	0.999
gene:TraesCS2D03G0016000	Chr2D	4809320	4809583	-	4809451	Chr2D	5853239	5853502	-	5853370	1.0	1.0
gene:TraesCS2D03G0016200	Chr2D	4823399	4823803	-	4823601	Chr2D	5867250	5867654	-	5867452	1.0	1.0
gene:TraesCS2D03G0016100	Chr2D	4823061	4829071	-	4826066	Chr2D	5866912	5872827	-	5869869	1.0	0.999
gene:TraesCS2D03G0016300	Chr2D	4843466	4849235	-	4846350	Chr2D	5887036	5892821	-	5889928	1.0	1.0
gene:TraesCS2D03G0016500	Chr2D	4911154	4954649	+	4932901	Chr2D	5912439	5955893	+	5934166	1.0	0.987
gene:TraesCS2D03G0016700	Chr2D	5299121	5301121	+	5300121	Chr2D	6285856	6287856	+	6286856	1.0	1.0
gene:TraesCS2D03G0016800	Chr2D	5306442	5309418	-	5307930	Chr2D	6293177	6295910	-	6294543	0.934	0.934
gene:TraesCS2D03G0017000	Chr2D	5317537	5320348	-	5318942	Chr2D	6304288	6307099	-	6305693	1.0	1.0
gene:TraesCS2D03G0017100	Chr2D	5336121	5337314	+	5336717	Chr2D	6322643	6323836	+	6323239	1.0	1.0
gene:TraesCS2D03G0017200	Chr2D	5338281	5338646	-	5338463	Chr2D	6324803	6325168	-	6324985	1.0	1.0
gene:TraesCS2D03G0017700	Chr2D	5370754	5371234	-	5370994	Chr2D	6357399	6357879	-	6357639	1.0	1.0
gene:TraesCS2D03G0017800	Chr2D	5378053	5383627	+	5380840	Chr2D	6364698	6370272	+	6367485	1.0	1.0
gene:TraesCS2D03G0017900	Chr2D	5384334	5386356	-	5385345	Chr2D	6370980	6373002	-	6371991	1.0	1.0
gene:TraesCS2D03G0018000	Chr2D	5393682	5394353	+	5394017	Chr2D	6380569	6381240	+	6380904	1.0	0.998
gene:TraesCS2D03G0018200	Chr2D	5395959	5397491	-	5396725	Chr2D	6382846	6384378	-	6383612	1.0	1.0
gene:TraesCS2D03G0018300	Chr2D	5398923	5403947	-	5401435	Chr2D	6385810	6391324	-	6388567	1.0	1.0
gene:TraesCS2D03G0018400	Chr2D	5409881	5411556	-	5410718	Chr2D	6397258	6398933	-	6398095	1.0	1.0
gene:TraesCS2D03G0018600	Chr2D	5448384	5451246	+	5449815	Chr2D	6436151	6439013	+	6437582	1.0	1.0
gene:TraesCS2D03G0019000	Chr2D	5498066	5508787	-	5503426	Chr2D	6486069	6496793	-	6491431	1.0	1.0
gene:TraesCS2D03G0019100	Chr2D	5512669	5527505	-	5520087	Chr2D	6500674	6515509	-	6508091	1.0	1.0
gene:TraesCS2D03G0019200	Chr2D	5533600	5534335	+	5533967	Chr2D	6521605	6522340	+	6521972	1.0	1.0
gene:TraesCS2D03G0019300	Chr2D	5538783	5542500	+	5540641	Chr2D	6526788	6530505	+	6528646	1.0	1.0
gene:TraesCS2D03G0019400	Chr2D	5543921	5547104	-	5545512	Chr2D	6531926	6535109	-	6533517	1.0	0.999
gene:TraesCS2D03G0019500	Chr2D	5606740	5610279	+	5608509	Chr2D	6595390	6598929	+	6597159	1.0	0.999
gene:TraesCS2D03G0020100	Chr2D	5637453	5638947	+	5638200	Chr2D	6627282	6628775	+	6628028	1.0	1.0
gene:TraesCS2D03G0020200	Chr2D	5641197	5642366	-	5641781	Chr2D	6631025	6632194	-	6631609	1.0	1.0
gene:TraesCS2D03G0020300	Chr2D	5651827	5657640	+	5654733	Chr2D	6641005	6646818	+	6643911	1.0	1.0
gene:TraesCS2D03G0020500	Chr2D	5796717	5798322	-	5797519	Chr2D	6777592	6779197	-	6778394	1.0	1.0
gene:TraesCS2D03G0020600	Chr2D	5800176	5803002	+	5801589	Chr2D	6781051	6783877	+	6782464	1.0	1.0
gene:TraesCS2D03G0020800	Chr2D	5829699	5830322	-	5830010	Chr2D	6811243	6811866	-	6811554	1.0	1.0
gene:TraesCS2D03G0021200	Chr2D	5856192	5856611	-	5856401	Chr2D	6837757	6838176	-	6837966	1.0	1.0
gene:TraesCS2D03G0021400	Chr2D	5882001	5887060	+	5884530	Chr2D	6864396	6869640	+	6867018	0.965	0.965
gene:TraesCS2D03G0021500	Chr2D	5893759	5898807	-	5896283	Chr2D	6876338	6881386	-	6878862	1.0	1.0
gene:TraesCS2D03G0021600	Chr2D	5901903	5903808	+	5902855	Chr2D	6884482	6886365	+	6885423	0.988	0.983
gene:TraesCS2D03G0022000	Chr2D	5940840	5945135	+	5942987	Chr2D	6923109	6927404	+	6925256	1.0	1.0
gene:TraesCS2D03G0022500	Chr2D	6088431	6089039	-	6088735	Chr2D	7019922	7020530	-	7020226	1.0	1.0
gene:TraesCS2D03G0022600	Chr2D	6094171	6094876	+	6094523	Chr2D	7025662	7026367	+	7026014	1.0	1.0
gene:TraesCS2D03G0022800	Chr2D	6109221	6109928	+	6109574	Chr2D	7040866	7041573	+	7041219	1.0	1.0
gene:TraesCS2D03G0023000	Chr2D	6132790	6133436	+	6133113	Chr2D	7064435	7065081	+	7064758	1.0	1.0
gene:TraesCS2D03G0023100	Chr2D	6135778	6136523	+	6136150	Chr2D	7067422	7068167	+	7067794	1.0	1.0
gene:TraesCS2D03G0023900	Chr2D	6414298	6417163	+	6415730	Chr2D	7348329	7351194	+	7349761	1.0	1.0
gene:TraesCS2D03G0024400	Chr2D	6632578	6639770	-	6636174	Chr2D	7574027	7581219	-	7577623	1.0	1.0
gene:TraesCS2D03G0024700	Chr2D	6714610	6716551	+	6715580	Chr2D	7656760	7658701	+	7657730	1.0	1.0
gene:TraesCS2D03G0024800	Chr2D	6729129	6732626	+	6730877	Chr2D	7671304	7674801	+	7673052	1.0	1.0
gene:TraesCS2D03G0025100	Chr2D	6799868	6803674	+	6801771	Chr2D	7743203	7747009	+	7745106	1.0	0.996
gene:TraesCS2D03G0025200	Chr2D	6805875	6809559	+	6807717	Chr2D	7749209	7752893	+	7751051	1.0	1.0
gene:TraesCS2D03G0025700	Chr2D	6841213	6849674	-	6845443	Chr2D	7784680	7793118	-	7788899	1.0	0.986
gene:TraesCS2D03G0026100	Chr2D	6864392	6870222	+	6867307	Chr2D	7808009	7813839	+	7810924	1.0	1.0
gene:TraesCS2D03G0026200	Chr2D	6870573	6877556	+	6874064	Chr2D	7814190	7821171	+	7817680	1.0	1.0
gene:TraesCS2D03G0026500	Chr2D	6909158	6910618	-	6909888	Chr2D	7855857	7857317	-	7856587	1.0	1.0
gene:TraesCS2D03G0026400	Chr2D	6907843	6912185	+	6910014	Chr2D	7854538	7858884	+	7856711	0.999	0.997
gene:TraesCS2D03G0026900	Chr2D	7031556	7033022	-	7032289	Chr2D	7979758	7981224	-	7980491	1.0	1.0
gene:TraesCS2D03G0027100	Chr2D	7101625	7102485	-	7102055	Chr2D	8048918	8049778	-	8049348	1.0	1.0
gene:TraesCS2D03G0027200	Chr2D	7105740	7108299	-	7107019	Chr2D	8052851	8055410	-	8054130	1.0	1.0
gene:TraesCS2D03G0027500	Chr2D	7201869	7205584	+	7203726	Chr2D	8149512	8153227	+	8151369	1.0	1.0
gene:TraesCS2D03G0027600	Chr2D	7251969	7253899	+	7252934	Chr2D	8200201	8202131	+	8201166	1.0	1.0
gene:TraesCS2D03G0027700	Chr2D	7263382	7267488	+	7265435	Chr2D	8211614	8215720	+	8213667	1.0	1.0
gene:TraesCS2D03G0027800	Chr2D	7272717	7275277	-	7273997	Chr2D	8220949	8223509	-	8222229	1.0	1.0
gene:TraesCS2D03G0028000	Chr2D	7285820	7288487	-	7287153	Chr2D	8234048	8236715	-	8235381	1.0	1.0
gene:TraesCS2D03G0028100	Chr2D	7289911	7293329	-	7291620	Chr2D	8238133	8241551	-	8239842	1.0	1.0
gene:TraesCS2D03G0028200	Chr2D	7347583	7351762	+	7349672	Chr2D	8297361	8301540	+	8299450	1.0	1.0
gene:TraesCS2D03G0028400	Chr2D	7366138	7369068	+	7367603	Chr2D	8315914	8318844	+	8317379	1.0	1.0
gene:TraesCS2D03G0028500	Chr2D	7396463	7399033	-	7397748	Chr2D	8346377	8348947	-	8347662	1.0	1.0
gene:TraesCS2D03G0028600	Chr2D	7400814	7402150	-	7401482	Chr2D	8350653	8351989	-	8351321	1.0	1.0
gene:TraesCS2D03G0028700	Chr2D	7425485	7426330	-	7425907	Chr2D	8375451	8376296	-	8375873	1.0	1.0
gene:TraesCS2D03G0028800	Chr2D	7437076	7437874	-	7437475	Chr2D	8387570	8388368	-	8387969	1.0	1.0
gene:TraesCS2D03G0029200	Chr2D	7719358	7720682	-	7720020	Chr2D	8668671	8669995	-	8669333	1.0	0.998
gene:TraesCS2D03G0029300	Chr2D	7721116	7723894	-	7722505	Chr2D	8670429	8673178	-	8671803	0.977	0.977
gene:TraesCS2D03G0029400	Chr2D	7781817	7783372	-	7782594	Chr2D	8731764	8733319	-	8732541	1.0	0.998
gene:TraesCS2D03G0029500	Chr2D	7838509	7840832	-	7839670	Chr2D	8790414	8792737	-	8791575	1.0	1.0
gene:TraesCS2D03G0029700	Chr2D	7859966	7860990	-	7860478	Chr2D	8811998	8813022	-	8812510	1.0	1.0
gene:TraesCS2D03G0029900	Chr2D	7889041	7890652	+	7889846	Chr2D	8841376	8842987	+	8842181	1.0	0.999
gene:TraesCS2D03G0030300	Chr2D	8025468	8027834	+	8026651	Chr2D	8977364	8979730	+	8978547	1.0	1.0
gene:TraesCS2D03G0030400	Chr2D	8031338	8032874	-	8032106	Chr2D	8983234	8984770	-	8984002	1.0	1.0
gene:TraesCS2D03G0030500	Chr2D	8068712	8081589	+	8075150	Chr2D	9021158	9034142	+	9027650	1.0	0.999
gene:TraesCS2D03G0030700	Chr2D	8158483	8162726	+	8160604	Chr2D	9112186	9116429	+	9114307	1.0	1.0
gene:TraesCS2D03G0030800	Chr2D	8163605	8165722	-	8164663	Chr2D	9117308	9119425	-	9118366	1.0	1.0
gene:TraesCS2D03G0031100	Chr2D	8185145	8186923	-	8186034	Chr2D	9139106	9140884	-	9139995	1.0	1.0
gene:TraesCS2D03G0031600	Chr2D	8357241	8362457	+	8359849	Chr2D	9307924	9313379	+	9310651	1.0	1.0
gene:TraesCS2D03G0031700	Chr2D	8410031	8414492	+	8412261	Chr2D	9361699	9366160	+	9363929	1.0	1.0
gene:TraesCS2D03G0031900	Chr2D	8470510	8478428	-	8474469	Chr2D	9422296	9430214	-	9426255	1.0	1.0
gene:TraesCS2D03G0032100	Chr2D	8490113	8491258	+	8490685	Chr2D	9442076	9443221	+	9442648	1.0	1.0
gene:TraesCS2D03G0032200	Chr2D	8516246	8516506	+	8516376	Chr2D	9468071	9468331	+	9468201	1.0	1.0
gene:TraesCS2D03G0032300	Chr2D	8525474	8527518	+	8526496	Chr2D	9477371	9479415	+	9478393	1.0	1.0
gene:TraesCS2D03G0032400	Chr2D	8534095	8537131	-	8535613	Chr2D	9486404	9489440	-	9487922	1.0	0.999
gene:TraesCS2D03G0032600	Chr2D	8565304	8566825	-	8566064	Chr2D	9518552	9520073	-	9519312	1.0	0.999
gene:TraesCS2D03G0033000	Chr2D	8601873	8606771	-	8604322	Chr2D	9563319	9568051	-	9565685	0.924	0.924
gene:TraesCS2D03G0033600	Chr2D	8659658	8660806	-	8660232	Chr2D	9622204	9623352	-	9622778	1.0	1.0
gene:TraesCS2D03G0033700	Chr2D	8667786	8668577	+	8668181	Chr2D	9630466	9631257	+	9630861	1.0	1.0
gene:TraesCS2D03G0033800	Chr2D	8676450	8683655	-	8680052	Chr2D	9639654	9646861	-	9643257	1.0	0.997
gene:TraesCS2D03G0034000	Chr2D	8747170	8753100	-	8750135	Chr2D	9725536	9731456	-	9728496	1.0	0.998
gene:TraesCS2D03G0034400	Chr2D	8843539	8845264	+	8844401	Chr2D	9824024	9825749	+	9824886	1.0	1.0
gene:TraesCS2D03G0034500	Chr2D	8849983	8850835	+	8850409	Chr2D	9830468	9831320	+	9830894	1.0	1.0
gene:TraesCS2D03G0034800	Chr2D	8854271	8855941	+	8855106	Chr2D	9834756	9836426	+	9835591	1.0	1.0
gene:TraesCS2D03G0035300	Chr2D	8869866	8870537	+	8870201	Chr2D	9850787	9851458	+	9851122	1.0	1.0
gene:TraesCS2D03G0035500	Chr2D	8879365	8880543	+	8879954	Chr2D	9860290	9861468	+	9860879	1.0	1.0
gene:TraesCS2D03G0035600	Chr2D	8899155	8901666	+	8900410	Chr2D	9880282	9882793	+	9881537	1.0	1.0
gene:TraesCS2D03G0036600	Chr2D	9155668	9159173	+	9157420	Chr2D	10060907	10064412	+	10062659	1.0	0.999
gene:TraesCS2D03G0036700	Chr2D	9161054	9162385	-	9161719	Chr2D	10066293	10067624	-	10066958	1.0	1.0
gene:TraesCS2D03G0036800	Chr2D	9188083	9189411	+	9188747	Chr2D	10093458	10094786	+	10094122	1.0	1.0
gene:TraesCS2D03G0036900	Chr2D	9258485	9259538	+	9259011	Chr2D	10164173	10165226	+	10164699	1.0	1.0
gene:TraesCS2D03G0038300	Chr2D	9539575	9541245	+	9540410	Chr2D	10452493	10454163	+	10453328	1.0	1.0
gene:TraesCS2D03G0038400	Chr2D	9548546	9550006	+	9549276	Chr2D	10461464	10462924	+	10462194	1.0	1.0
gene:TraesCS2D03G0038500	Chr2D	9560490	9570556	+	9565523	Chr2D	10473408	10483894	+	10478651	1.0	1.0
gene:TraesCS2D03G0038700	Chr2D	9669862	9670584	+	9670223	Chr2D	10583804	10584526	+	10584165	1.0	1.0
gene:TraesCS2D03G0038900	Chr2D	9740013	9743019	+	9741516	Chr2D	10654944	10657950	+	10656447	1.0	1.0
gene:TraesCS2D03G0039200	Chr2D	9754263	9755835	+	9755049	Chr2D	10669578	10671150	+	10670364	1.0	1.0
gene:TraesCS2D03G0039300	Chr2D	9770715	9772196	+	9771455	Chr2D	10686475	10687956	+	10687215	1.0	1.0
gene:TraesCS2D03G0039500	Chr2D	9791865	9794992	-	9793428	Chr2D	10715018	10718410	-	10716714	1.0	1.0
gene:TraesCS2D03G0039600	Chr2D	9800909	9805270	+	9803089	Chr2D	10724340	10728701	+	10726520	1.0	1.0
gene:TraesCS2D03G0039700	Chr2D	9808522	9810012	+	9809267	Chr2D	10731953	10733443	+	10732698	1.0	1.0
gene:TraesCS2D03G0039900	Chr2D	9828802	9830274	-	9829538	Chr2D	10752499	10753971	-	10753235	1.0	1.0
gene:TraesCS2D03G0040100	Chr2D	9902575	9903054	+	9902814	Chr2D	10827568	10828047	+	10827807	1.0	1.0
gene:TraesCS2D03G0040300	Chr2D	9914901	9916447	-	9915674	Chr2D	10840400	10841946	-	10841173	1.0	1.0
gene:TraesCS2D03G0040400	Chr2D	9920142	9921557	-	9920849	Chr2D	10845671	10847086	-	10846378	1.0	1.0
gene:TraesCS2D03G0040500	Chr2D	9948356	9948550	+	9948453	Chr2D	10873885	10874079	+	10873982	1.0	1.0
gene:TraesCS2D03G0041000	Chr2D	10019303	10021756	+	10020529	Chr2D	10944159	10946612	+	10945385	1.0	0.999
gene:TraesCS2D03G0041100	Chr2D	10025412	10032959	-	10029185	Chr2D	10950265	10957812	-	10954038	1.0	0.999
gene:TraesCS2D03G0041500	Chr2D	10035956	10037437	+	10036696	Chr2D	10960809	10962290	+	10961549	1.0	1.0
gene:TraesCS2D03G0041600	Chr2D	10040939	10041987	-	10041463	Chr2D	10965792	10966840	-	10966316	1.0	1.0
gene:TraesCS2D03G0041800	Chr2D	10045408	10047305	-	10046356	Chr2D	10970261	10972158	-	10971209	1.0	1.0
gene:TraesCS2D03G0041900	Chr2D	10062398	10064247	+	10063322	Chr2D	10987214	10989063	+	10988138	1.0	1.0
gene:TraesCS2D03G0042000	Chr2D	10074431	10075015	-	10074723	Chr2D	10999251	10999835	-	10999543	1.0	1.0
gene:TraesCS2D03G0043100	Chr2D	10184508	10186580	-	10185544	Chr2D	11091308	11093380	-	11092344	1.0	1.0
gene:TraesCS2D03G0043400	Chr2D	10232327	10234011	+	10233169	Chr2D	11139265	11140949	+	11140107	1.0	1.0
gene:TraesCS2D03G0043600	Chr2D	10257769	10260897	+	10259333	Chr2D	11164825	11167953	+	11166389	1.0	1.0
gene:TraesCS2D03G0043900	Chr2D	10321207	10321701	-	10321454	Chr2D	11225403	11225897	-	11225650	1.0	0.997
gene:TraesCS2D03G0044000	Chr2D	10324672	10327048	-	10325860	Chr2D	11228869	11231245	-	11230057	1.0	1.0
gene:TraesCS2D03G0044200	Chr2D	10336379	10339396	-	10337887	Chr2D	11240621	11243638	-	11242129	1.0	1.0
gene:TraesCS2D03G0044500	Chr2D	10380553	10382346	-	10381449	Chr2D	11284730	11286523	-	11285626	1.0	1.0
gene:TraesCS2D03G0044900	Chr2D	10518384	10519343	+	10518863	Chr2D	11365170	11366129	+	11365649	1.0	1.0
gene:TraesCS2D03G0045000	Chr2D	10519482	10520088	+	10519785	Chr2D	11366268	11366874	+	11366571	1.0	1.0
gene:TraesCS2D03G0045100	Chr2D	10534333	10536045	+	10535189	Chr2D	11381119	11382831	+	11381975	1.0	1.0
gene:TraesCS2D03G0045300	Chr2D	10543043	10548560	+	10545801	Chr2D	11389826	11395343	+	11392584	1.0	1.0
gene:TraesCS2D03G0045400	Chr2D	10556150	10562044	-	10559097	Chr2D	11402700	11408595	-	11405647	1.0	1.0
gene:TraesCS2D03G0045900	Chr2D	10650928	10654216	+	10652572	Chr2D	11497526	11500790	+	11499158	0.988	0.988
gene:TraesCS2D03G0046000	Chr2D	10656825	10659437	-	10658131	Chr2D	11503399	11506011	-	11504705	1.0	1.0
gene:TraesCS2D03G0046200	Chr2D	10717147	10735746	-	10726446	Chr2D	11562211	11578751	-	11570481	1.0	0.999
gene:TraesCS2D03G0046300	Chr2D	10741442	10744271	+	10742856	Chr2D	11584970	11587799	+	11586384	1.0	1.0
gene:TraesCS2D03G0046400	Chr2D	10747881	10749631	+	10748756	Chr2D	11591409	11593159	+	11592284	1.0	1.0
gene:TraesCS2D03G0046500	Chr2D	10753206	10755979	-	10754592	Chr2D	11596817	11599590	-	11598203	1.0	0.999
gene:TraesCS2D03G0046600	Chr2D	10901167	10904686	+	10902926	Chr2D	11745079	11748965	+	11747022	1.0	1.0
