gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Jagger_tgt_chr	Jagger_tgt_start	Jagger_tgt_end	Jagger_tgt_strand	Jagger_tgt_midpoint	Jagger_coverage	Jagger_identity	segment
gene:TraesCS6B03G0019900	Chr6B	6111305	6111814	+	6111559	Chr6B	7732132	7732641	-	7732386	1.0	1.0	collinear
gene:TraesCS6B03G0021800	Chr6B	6396832	6398301	+	6397566	Chr6B	7490775	7492244	-	7491509	1.0	0.975	collinear
gene:TraesCS6B03G0021900	Chr6B	6533377	6534963	-	6534170	Chr6B	7300179	7301748	+	7300963	0.984	0.951	collinear
gene:TraesCS6B03G0022100	Chr6B	6622598	6625061	+	6623829	Chr6B	7183377	7185842	-	7184609	1.0	0.996	collinear
gene:TraesCS6B03G0022200	Chr6B	6626180	6626836	+	6626508	Chr6B	7181557	7182213	-	7181885	1.0	0.987	collinear
gene:TraesCS6B03G0022300	Chr6B	6626882	6627442	+	6627162	Chr6B	7180951	7181511	-	7181231	1.0	0.985	collinear
gene:TraesCS6B03G0022400	Chr6B	6653253	6656792	-	6655022	Chr6B	155007	158547	-	156777	1.0	0.995	collinear
gene:TraesCS6B03G0023300	Chr6B	7061530	7064275	-	7062902	Chr6B	1112251	1115041	+	1113646	0.984	0.933	collinear
gene:TraesCS6B03G0023500	Chr6B	7089330	7090701	-	7090015	Chr6B	1008861	1010231	+	1009546	0.997	0.973	collinear
gene:TraesCS6B03G0023700	Chr6B	7091353	7092945	+	7092149	Chr6B	1006570	1008145	-	1007357	0.989	0.969	collinear
gene:TraesCS6B03G0023900	Chr6B	7115022	7120828	-	7117925	Chr6B	997541	1003180	+	1000360	0.999	0.994	collinear
gene:TraesCS6B03G0024000	Chr6B	7164686	7167146	-	7165916	Chr6B	951098	953558	+	952328	1.0	0.998	collinear
gene:TraesCS6B03G0024300	Chr6B	7232910	7239589	+	7236249	Chr6B	877992	884671	-	881331	1.0	1.0	collinear
gene:TraesCS6B03G0024600	Chr6B	7405188	7405569	+	7405378	Chr6B	711347	711728	-	711537	1.0	1.0	collinear
gene:TraesCS6B03G0024700	Chr6B	7407123	7412012	+	7409567	Chr6B	704904	709793	-	707348	1.0	0.999	collinear
gene:TraesCS6B03G0024800	Chr6B	7432566	7436828	+	7434697	Chr6B	680089	684351	-	682220	1.0	0.999	collinear
gene:TraesCS6B03G0024900	Chr6B	7497813	7501390	+	7499601	Chr6B	615434	619011	-	617222	1.0	1.0	collinear
gene:TraesCS6B03G0025000	Chr6B	7523590	7525907	-	7524748	Chr6B	590824	593141	+	591982	1.0	0.999	collinear
gene:TraesCS6B03G0025100	Chr6B	7576423	7578474	-	7577448	Chr6B	538938	540989	+	539963	1.0	0.999	collinear
gene:TraesCS6B03G0025200	Chr6B	7681205	7681873	-	7681539	Chr6B	428349	429017	+	428683	1.0	1.0	collinear
gene:TraesCS6B03G0025300	Chr6B	7684532	7685381	-	7684956	Chr6B	424840	425689	+	425264	1.0	0.996	collinear
gene:TraesCS6B03G0025400	Chr6B	7696523	7697623	-	7697073	Chr6B	413340	414440	+	413890	1.0	1.0	collinear
gene:TraesCS6B03G0025500	Chr6B	7709642	7711029	-	7710335	Chr6B	399752	401139	+	400445	1.0	1.0	collinear
gene:TraesCS6B03G0025700	Chr6B	7728916	7729548	-	7729232	Chr6B	380860	381492	+	381176	1.0	1.0	collinear
gene:TraesCS6B03G0025800	Chr6B	7743786	7748627	+	7746206	Chr6B	361974	366815	-	364394	1.0	0.999	collinear
gene:TraesCS6B03G0026000	Chr6B	7761991	7764628	+	7763309	Chr6B	345676	348313	-	346994	1.0	0.999	collinear
gene:TraesCS6B03G0026300	Chr6B	8097787	8103181	-	8100484	Chr6B	1813158	1818552	+	1815855	1.0	0.999	collinear
gene:TraesCS6B03G0026500	Chr6B	8167066	8167630	+	8167348	Chr6B	1752574	1753138	-	1752856	1.0	1.0	collinear
gene:TraesCS6B03G0026800	Chr6B	8499736	8501849	-	8500792	Chr6B	1418659	1420772	+	1419715	1.0	1.0	collinear
gene:TraesCS6B03G0027900	Chr6B	9741098	9747771	-	9744434	Chr6B	8219282	8225776	+	8222529	0.945	0.945	collinear
gene:TraesCS6B03G0028000	Chr6B	9849485	9853509	-	9851497	Chr6B	8114363	8118393	+	8116378	0.998	0.998	collinear
gene:TraesCS6B03G0028100	Chr6B	9926549	9932499	-	9929524	Chr6B	8035066	8041015	+	8038040	1.0	1.0	collinear
gene:TraesCS6B03G0028400	Chr6B	9941555	9944126	-	9942840	Chr6B	8023439	8026010	+	8024724	1.0	0.999	collinear
gene:TraesCS6B03G0028500	Chr6B	10037046	10039187	+	10038116	Chr6B	7926992	7929133	-	7928062	1.0	1.0	collinear
gene:TraesCS6B03G0029000	Chr6B	10213284	10216091	-	10214687	Chr6B	8258559	8261366	-	8259962	1.0	1.0	collinear
gene:TraesCS6B03G0029100	Chr6B	10225478	10230400	+	10227939	Chr6B	8270753	8275675	+	8273214	1.0	1.0	collinear
gene:TraesCS6B03G0029200	Chr6B	10240300	10250359	+	10245329	Chr6B	8285684	8295742	+	8290713	1.0	0.999	collinear
gene:TraesCS6B03G0029300	Chr6B	10250755	10251366	-	10251060	Chr6B	8296138	8296749	-	8296443	1.0	1.0	collinear
gene:TraesCS6B03G0029400	Chr6B	10251988	10252587	-	10252287	Chr6B	8297371	8297970	-	8297670	1.0	1.0	collinear
gene:TraesCS6B03G0029500	Chr6B	10257018	10260872	+	10258945	Chr6B	8302401	8306255	+	8304328	1.0	1.0	collinear
gene:TraesCS6B03G0029700	Chr6B	10268900	10269590	+	10269245	Chr6B	8314284	8314974	+	8314629	1.0	1.0	collinear
gene:TraesCS6B03G0030000	Chr6B	10272843	10274651	-	10273747	Chr6B	8318227	8320338	-	8319282	1.0	1.0	collinear
gene:TraesCS6B03G0030100	Chr6B	10276242	10276790	+	10276516	Chr6B	8321929	8322477	+	8322203	1.0	1.0	collinear
gene:TraesCS6B03G0030500	Chr6B	10421683	10434797	+	10428240	Chr6B	8468131	8481066	+	8474598	1.0	1.0	collinear
gene:TraesCS6B03G0032400	Chr6B	10680346	10680846	-	10680596	Chr6B	8682425	8682925	-	8682675	1.0	1.0	collinear
gene:TraesCS6B03G0032500	Chr6B	10687959	10689500	-	10688729	Chr6B	8690040	8691571	-	8690805	1.0	0.991	collinear
gene:TraesCS6B03G0032700	Chr6B	10721073	10721825	+	10721449	Chr6B	8731188	8731940	+	8731564	1.0	0.996	collinear
gene:TraesCS6B03G0032900	Chr6B	10807269	10808929	-	10808099	Chr6B	8837660	8839319	-	8838489	0.997	0.975	collinear
gene:TraesCS6B03G0033000	Chr6B	10813143	10815983	+	10814563	Chr6B	8843613	8846452	+	8845032	1.0	0.986	collinear
gene:TraesCS6B03G0033300	Chr6B	10901175	10901981	+	10901578	Chr6B	8923814	8924620	+	8924217	1.0	0.991	collinear
gene:TraesCS6B03G0033400	Chr6B	10905821	10908096	+	10906958	Chr6B	8928465	8930740	+	8929602	1.0	0.996	collinear
gene:TraesCS6B03G0033500	Chr6B	10938435	10940673	+	10939554	Chr6B	8962606	8964844	+	8963725	1.0	0.997	collinear
gene:TraesCS6B03G0033600	Chr6B	10962075	10964296	+	10963185	Chr6B	8986750	8988903	+	8987826	1.0	0.997	collinear
gene:TraesCS6B03G0033700	Chr6B	10982922	10985033	+	10983977	Chr6B	9008548	9010657	+	9009602	1.0	0.995	collinear
gene:TraesCS6B03G0033800	Chr6B	10998475	11001018	-	10999746	Chr6B	9038743	9041286	-	9040014	1.0	0.994	collinear
gene:TraesCS6B03G0034000	Chr6B	11046893	11049024	-	11047958	Chr6B	9087418	9089549	-	9088483	1.0	0.993	collinear
gene:TraesCS6B03G0034300	Chr6B	11071854	11073487	+	11072670	Chr6B	9112643	9114274	+	9113458	0.997	0.986	collinear
gene:TraesCS6B03G0034700	Chr6B	11183815	11188148	-	11185981	Chr6B	9280920	9285223	-	9283071	0.995	0.938	collinear
gene:TraesCS6B03G0039400	Chr6B	13077700	13079362	-	13078531	Chr6B	9853906	9855569	-	9854737	1.0	0.998	collinear
gene:TraesCS6B03G0039500	Chr6B	13080243	13084757	-	13082500	Chr6B	9868991	9873502	-	9871246	1.0	0.992	collinear
gene:TraesCS6B03G0039900	Chr6B	13233885	13235360	+	13234622	Chr6B	10026225	10027673	-	10026949	0.981	0.97	collinear
gene:TraesCS6B03G0040000	Chr6B	13256822	13258912	+	13257867	Chr6B	10017681	10019772	+	10018726	0.998	0.992	collinear
gene:TraesCS6B03G0040100	Chr6B	13265186	13266661	-	13265923	Chr6B	10010559	10012034	+	10011296	1.0	0.986	collinear
gene:TraesCS6B03G0041000	Chr6B	13502812	13504261	+	13503536	Chr6B	10565599	10567048	+	10566323	1.0	0.992	collinear
gene:TraesCS6B03G0041100	Chr6B	13732403	13734287	-	13733345	Chr6B	10732652	10734517	-	10733584	0.989	0.967	collinear
gene:TraesCS6B03G0041300	Chr6B	13745451	13748564	-	13747007	Chr6B	10955266	10958042	-	10956654	0.996	0.929	collinear
gene:TraesCS6B03G0041500	Chr6B	13773673	13777225	-	13775449	Chr6B	11014184	11017969	-	11016076	0.992	0.944	collinear
gene:TraesCS6B03G0041700	Chr6B	13786184	13786858	-	13786521	Chr6B	11021442	11022116	-	11021779	1.0	0.997	collinear
gene:TraesCS6B03G0041900	Chr6B	13805020	13813648	-	13809334	Chr6B	11040786	11048998	-	11044892	0.99	0.977	collinear
gene:TraesCS6B03G0042100	Chr6B	13915421	13916323	-	13915872	Chr6B	11106826	11107708	-	11107267	0.989	0.915	collinear
gene:TraesCS6B03G0042300	Chr6B	13957233	13958006	-	13957619	Chr6B	11136085	11136859	-	11136472	1.0	0.966	collinear
gene:TraesCS6B03G0042400	Chr6B	14001416	14002066	-	14001741	Chr6B	11152746	11153396	-	11153071	1.0	0.976	collinear
gene:TraesCS6B03G0042500	Chr6B	14007864	14013433	-	14010648	Chr6B	11159022	11164805	-	11161913	1.0	0.981	collinear
gene:TraesCS6B03G0042600	Chr6B	14025460	14027670	+	14026565	Chr6B	11179289	11181501	+	11180395	1.0	0.995	collinear
gene:TraesCS6B03G0042800	Chr6B	14027886	14029565	-	14028725	Chr6B	11181717	11183408	-	11182562	1.0	0.984	collinear
gene:TraesCS6B03G0043100	Chr6B	14059612	14061041	-	14060326	Chr6B	11206463	11207896	-	11207179	0.99	0.977	collinear
gene:TraesCS6B03G0043200	Chr6B	14062257	14065736	+	14063996	Chr6B	11209112	11212623	+	11210867	1.0	0.995	collinear
gene:TraesCS6B03G0043300	Chr6B	14072311	14073899	-	14073105	Chr6B	11219035	11220623	-	11219829	1.0	0.995	collinear
gene:TraesCS6B03G0043400	Chr6B	14080412	14081158	+	14080785	Chr6B	11226841	11227560	+	11227200	0.963	0.962	collinear
gene:TraesCS6B03G0043900	Chr6B	14087824	14088411	+	14088117	Chr6B	11229330	11229917	+	11229623	1.0	1.0	collinear
gene:TraesCS6B03G0046200	Chr6B	14475295	14475742	-	14475518	Chr6B	11424816	11425264	-	11425040	1.0	0.992	collinear
gene:TraesCS6B03G0046600	Chr6B	14601611	14605189	-	14603400	Chr6B	11453306	11456888	-	11455097	0.997	0.936	collinear
gene:TraesCS6B03G0047600	Chr6B	15529834	15532751	-	15531292	Chr6B	11995396	11998312	+	11996854	0.999	0.983	collinear
gene:TraesCS6B03G0047700	Chr6B	15539564	15541528	+	15540546	Chr6B	11966465	11968352	-	11967408	0.973	0.951	collinear
gene:TraesCS6B03G0048200	Chr6B	15564426	15571930	+	15568178	Chr6B	12120873	12128130	+	12124501	0.99	0.98	collinear
gene:TraesCS6B03G0048500	Chr6B	15628039	15628491	+	15628265	Chr6B	12199815	12200267	+	12200041	1.0	0.997	collinear
gene:TraesCS6B03G0048600	Chr6B	15650823	15653319	-	15652071	Chr6B	12217587	12220083	-	12218835	1.0	0.997	collinear
gene:TraesCS6B03G0048700	Chr6B	15677088	15680259	-	15678673	Chr6B	12244562	12247766	-	12246164	1.0	0.978	collinear
gene:TraesCS6B03G0049100	Chr6B	15925509	15926204	+	15925856	Chr6B	12769017	12769713	-	12769365	1.0	0.961	collinear
gene:TraesCS6B03G0049700	Chr6B	16476231	16477370	-	16476800	Chr6B	12385596	12386710	-	12386153	0.974	0.903	collinear
gene:TraesCS6B03G0050800	Chr6B	16959158	16962952	-	16961055	Chr6B	12954333	12958128	-	12956230	1.0	0.994	collinear
gene:TraesCS6B03G0051000	Chr6B	16978023	16980204	-	16979113	Chr6B	12970532	12972713	-	12971622	1.0	0.984	collinear
gene:TraesCS6B03G0051100	Chr6B	16988444	16989999	+	16989221	Chr6B	12979383	12980938	+	12980160	1.0	0.974	collinear
gene:TraesCS6B03G0051200	Chr6B	16998036	16999306	-	16998671	Chr6B	12989039	12990308	-	12989673	0.988	0.963	collinear
gene:TraesCS6B03G0051400	Chr6B	17002091	17003860	-	17002975	Chr6B	12993093	12994859	-	12993976	1.0	0.996	collinear
gene:TraesCS6B03G0051600	Chr6B	17119363	17121035	-	17120199	Chr6B	13092054	13093729	-	13092891	1.0	0.995	collinear
gene:TraesCS6B03G0051700	Chr6B	17151794	17153507	+	17152650	Chr6B	13125564	13127278	+	13126421	1.0	0.998	collinear
gene:TraesCS6B03G0051800	Chr6B	17189455	17190896	+	17190175	Chr6B	13162532	13163975	+	13163253	1.0	0.975	collinear
gene:TraesCS6B03G0052000	Chr6B	17273509	17275098	-	17274303	Chr6B	13174945	13176441	-	13175693	0.937	0.921	collinear
gene:TraesCS6B03G0052200	Chr6B	17316306	17322278	+	17319292	Chr6B	13201398	13207245	+	13204321	0.97	0.961	collinear
gene:TraesCS6B03G0052300	Chr6B	17324936	17329772	+	17327354	Chr6B	13209893	13214683	+	13212288	0.985	0.982	collinear
gene:TraesCS6B03G0052500	Chr6B	17332621	17333787	+	17333204	Chr6B	13218153	13219319	+	13218736	1.0	1.0	collinear
gene:TraesCS6B03G0052700	Chr6B	17344959	17346496	+	17345727	Chr6B	13222062	13223599	+	13222830	1.0	0.995	collinear
