gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Jagger_tgt_chr	Jagger_tgt_start	Jagger_tgt_end	Jagger_tgt_strand	Jagger_tgt_midpoint	Jagger_coverage	Jagger_identity
gene:TraesCS5B03G0006200	Chr5B	4719192	4725126	+	4722159	Chr5B	7102183	7108123	+	7105153	1.0	1.0
gene:TraesCS5B03G0006300	Chr5B	4727039	4730071	-	4728555	Chr5B	7109893	7112925	-	7111409	1.0	1.0
gene:TraesCS5B03G0006500	Chr5B	4731523	4732017	+	4731770	Chr5B	7114377	7114871	+	7114624	1.0	1.0
gene:TraesCS5B03G0006700	Chr5B	4736950	4739324	+	4738137	Chr5B	7119652	7122026	+	7120839	1.0	1.0
gene:TraesCS5B03G0006900	Chr5B	4745447	4747021	-	4746234	Chr5B	7128147	7129721	-	7128934	1.0	1.0
gene:TraesCS5B03G0007900	Chr5B	5090409	5094657	+	5092533	Chr5B	6498185	6502433	-	6500309	1.0	1.0
gene:TraesCS5B03G0008200	Chr5B	5592217	5592540	-	5592378	Chr5B	5867973	5868296	+	5868134	1.0	1.0
gene:TraesCS5B03G0009300	Chr5B	6274906	6278095	-	6276500	Chr5B	3290615	3294035	-	3292325	1.0	1.0
gene:TraesCS5B03G0009600	Chr5B	6421687	6425565	-	6423626	Chr5B	3437495	3441373	-	3439434	1.0	0.999
gene:TraesCS5B03G0009700	Chr5B	6450124	6464864	+	6457494	Chr5B	3479641	3494443	+	3487042	0.999	0.985
gene:TraesCS5B03G0009800	Chr5B	6475062	6478760	-	6476911	Chr5B	3504599	3508297	-	3506448	1.0	1.0
gene:TraesCS5B03G0009900	Chr5B	6523497	6531811	+	6527654	Chr5B	3553387	3561581	+	3557484	1.0	1.0
gene:TraesCS5B03G0010200	Chr5B	6557311	6558336	+	6557823	Chr5B	3587046	3588071	+	3587558	1.0	1.0
gene:TraesCS5B03G0010600	Chr5B	6627478	6644259	+	6635868	Chr5B	3658179	3674805	+	3666492	1.0	1.0
gene:TraesCS5B03G0011300	Chr5B	6679420	6682699	+	6681059	Chr5B	3705531	3708810	+	3707170	1.0	0.999
gene:TraesCS5B03G0011400	Chr5B	6701850	6705413	+	6703631	Chr5B	3727813	3731252	+	3729532	0.998	0.975
gene:TraesCS5B03G0011500	Chr5B	6706639	6711139	+	6708889	Chr5B	3732693	3736707	+	3734700	0.965	0.945
gene:TraesCS5B03G0013700	Chr5B	7175983	7176264	-	7176123	Chr5B	4184648	4184929	-	4184788	1.0	1.0
gene:TraesCS5B03G0014000	Chr5B	7204960	7205447	-	7205203	Chr5B	4213757	4214244	-	4214000	1.0	1.0
gene:TraesCS5B03G0014100	Chr5B	7240428	7241179	-	7240803	Chr5B	4249393	4250144	-	4249768	1.0	1.0
gene:TraesCS5B03G0014300	Chr5B	7359600	7360287	-	7359943	Chr5B	4369096	4369783	-	4369439	1.0	1.0
gene:TraesCS5B03G0014400	Chr5B	7410008	7410495	-	7410251	Chr5B	4419543	4420030	-	4419786	1.0	1.0
gene:TraesCS5B03G0014500	Chr5B	7437158	7437645	-	7437401	Chr5B	4447033	4447520	-	4447276	1.0	1.0
gene:TraesCS5B03G0014600	Chr5B	7592627	7597126	-	7594876	Chr5B	4604247	4608950	-	4606598	1.0	1.0
gene:TraesCS5B03G0014800	Chr5B	7755553	7759308	-	7757430	Chr5B	4775621	4779376	-	4777498	1.0	0.999
gene:TraesCS5B03G0015100	Chr5B	7985700	7994441	-	7990070	Chr5B	5009460	5018199	-	5013829	1.0	1.0
gene:TraesCS5B03G0015300	Chr5B	8044868	8056936	-	8050902	Chr5B	5068271	5080243	-	5074257	1.0	1.0
gene:TraesCS5B03G0015500	Chr5B	8136091	8146344	+	8141217	Chr5B	5159849	5170102	+	5164975	1.0	0.999
gene:TraesCS5B03G0015900	Chr5B	8231890	8236662	+	8234276	Chr5B	5222441	5227213	+	5224827	1.0	1.0
gene:TraesCS5B03G0016100	Chr5B	8246419	8248728	-	8247573	Chr5B	5236741	5239052	-	5237896	1.0	1.0
gene:TraesCS5B03G0016300	Chr5B	8403122	8405146	+	8404134	Chr5B	5392603	5394627	+	5393615	1.0	1.0
gene:TraesCS5B03G0016400	Chr5B	8412291	8414400	+	8413345	Chr5B	5401771	5403880	+	5402825	1.0	0.999
gene:TraesCS5B03G0017000	Chr5B	8435064	8439898	-	8437481	Chr5B	5424545	5429379	-	5426962	1.0	1.0
gene:TraesCS5B03G0017300	Chr5B	8578315	8592199	+	8585257	Chr5B	5582120	5596004	+	5589062	1.0	1.0
gene:TraesCS5B03G0017500	Chr5B	8592762	8599391	-	8596076	Chr5B	5596567	5603196	-	5599881	1.0	0.997
gene:TraesCS5B03G0017600	Chr5B	8929166	8931564	-	8930365	Chr5B	10552846	10555253	-	10554049	1.0	1.0
gene:TraesCS5B03G0018000	Chr5B	8959192	8973203	-	8966197	Chr5B	10582881	10596892	-	10589886	1.0	1.0
gene:TraesCS5B03G0018200	Chr5B	8987169	8989682	-	8988425	Chr5B	10611238	10613751	-	10612494	1.0	1.0
gene:TraesCS5B03G0018300	Chr5B	8990141	8990908	-	8990524	Chr5B	10614210	10614977	-	10614593	1.0	1.0
gene:TraesCS5B03G0018500	Chr5B	8999069	8999971	-	8999520	Chr5B	10623138	10624040	-	10623589	1.0	1.0
gene:TraesCS5B03G0019100	Chr5B	9063135	9063958	+	9063546	Chr5B	10687563	10688386	+	10687974	1.0	0.998
gene:TraesCS5B03G0019200	Chr5B	9094473	9094694	+	9094583	Chr5B	10719339	10719560	+	10719449	1.0	1.0
gene:TraesCS5B03G0019300	Chr5B	9098241	9101504	+	9099872	Chr5B	10723107	10726369	+	10724738	1.0	1.0
gene:TraesCS5B03G0019500	Chr5B	9128880	9132494	+	9130687	Chr5B	10753988	10757765	+	10755876	1.0	0.995
gene:TraesCS5B03G0019600	Chr5B	9270520	9274061	-	9272290	Chr5B	10896872	10900413	-	10898642	1.0	0.999
gene:TraesCS5B03G0019700	Chr5B	9291833	9292246	+	9292039	Chr5B	10918458	10918871	+	10918664	1.0	1.0
gene:TraesCS5B03G0019900	Chr5B	9309126	9311271	+	9310198	Chr5B	10935952	10938097	+	10937024	1.0	1.0
gene:TraesCS5B03G0020000	Chr5B	9311350	9315370	-	9313360	Chr5B	10938176	10942196	-	10940186	1.0	1.0
gene:TraesCS5B03G0020200	Chr5B	9331528	9333209	+	9332368	Chr5B	10958676	10960358	+	10959517	1.0	0.998
gene:TraesCS5B03G0020300	Chr5B	9336604	9337029	+	9336816	Chr5B	10963753	10964178	+	10963965	1.0	1.0
gene:TraesCS5B03G0020400	Chr5B	9346778	9347669	+	9347223	Chr5B	10973252	10974143	+	10973697	1.0	1.0
gene:TraesCS5B03G0020500	Chr5B	9350147	9351646	+	9350896	Chr5B	10976621	10978120	+	10977370	1.0	1.0
gene:TraesCS5B03G0020600	Chr5B	9380809	9382659	-	9381734	Chr5B	11007449	11009299	-	11008374	1.0	0.999
gene:TraesCS5B03G0020700	Chr5B	9403400	9406313	+	9404856	Chr5B	11030715	11033628	+	11032171	1.0	1.0
gene:TraesCS5B03G0020800	Chr5B	9468227	9470148	+	9469187	Chr5B	11098831	11100752	+	11099791	1.0	1.0
gene:TraesCS5B03G0021000	Chr5B	9571961	9572791	-	9572376	Chr5B	11206837	11207667	-	11207252	1.0	0.998
gene:TraesCS5B03G0021200	Chr5B	9587651	9588520	+	9588085	Chr5B	11222527	11223396	+	11222961	1.0	1.0
gene:TraesCS5B03G0021800	Chr5B	9717192	9720543	-	9718867	Chr5B	11357650	11361001	-	11359325	1.0	1.0
gene:TraesCS5B03G0022000	Chr5B	9855474	9864520	+	9859997	Chr5B	11495933	11505209	+	11500571	1.0	1.0
gene:TraesCS5B03G0022200	Chr5B	10106300	10110457	-	10108378	Chr5B	11747738	11751805	-	11749771	1.0	0.999
gene:TraesCS5B03G0022600	Chr5B	10214304	10220355	-	10217329	Chr5B	11856576	11862628	-	11859602	1.0	1.0
gene:TraesCS5B03G0022700	Chr5B	10307002	10310651	-	10308826	Chr5B	11950440	11954089	-	11952264	1.0	1.0
gene:TraesCS5B03G0022900	Chr5B	10391195	10392453	+	10391824	Chr5B	12043015	12044273	+	12043644	1.0	1.0
gene:TraesCS5B03G0023200	Chr5B	10474262	10476974	+	10475618	Chr5B	12125398	12128110	+	12126754	1.0	1.0
gene:TraesCS5B03G0023300	Chr5B	10483169	10487009	-	10485089	Chr5B	12134323	12138163	-	12136243	1.0	1.0
gene:TraesCS5B03G0023400	Chr5B	10487058	10495071	-	10491064	Chr5B	12138212	12146217	-	12142214	1.0	0.996
gene:TraesCS5B03G0023800	Chr5B	10569581	10572063	-	10570822	Chr5B	12218480	12220962	-	12219721	1.0	1.0
gene:TraesCS5B03G0023900	Chr5B	11094914	11095366	+	11095140	Chr5B	12766237	12766689	+	12766463	1.0	0.997
gene:TraesCS5B03G0024100	Chr5B	11123414	11123869	+	11123641	Chr5B	12794813	12795268	+	12795040	1.0	1.0
gene:TraesCS5B03G0024200	Chr5B	11126365	11127792	+	11127078	Chr5B	12797764	12799191	+	12798477	1.0	0.999
gene:TraesCS5B03G0024800	Chr5B	11356992	11359994	-	11358493	Chr5B	13027716	13030718	-	13029217	1.0	1.0
gene:TraesCS5B03G0025000	Chr5B	11505766	11509181	+	11507473	Chr5B	13177499	13180914	+	13179206	1.0	1.0
gene:TraesCS5B03G0025300	Chr5B	11528508	11529623	+	11529065	Chr5B	13195318	13196430	+	13195874	0.997	0.992
gene:TraesCS5B03G0025500	Chr5B	11553967	11555073	+	11554520	Chr5B	13230373	13231480	+	13230926	1.0	0.995
gene:TraesCS5B03G0025700	Chr5B	11563724	11567657	+	11565690	Chr5B	13240295	13244217	+	13242256	1.0	0.995
gene:TraesCS5B03G0025800	Chr5B	11599622	11605376	-	11602499	Chr5B	13270126	13273655	-	13271890	1.0	0.993
gene:TraesCS5B03G0025900	Chr5B	11653192	11653452	-	11653322	Chr5B	13302757	13303017	-	13302887	1.0	0.988
gene:TraesCS5B03G0026100	Chr5B	11812338	11822104	-	11817221	Chr5B	13379510	13389267	-	13384388	1.0	0.999
gene:TraesCS5B03G0026400	Chr5B	12310257	12315207	-	12312732	Chr5B	13841122	13846072	-	13843597	1.0	1.0
gene:TraesCS5B03G0026600	Chr5B	12370913	12372013	-	12371463	Chr5B	13909010	13910107	-	13909558	0.995	0.995
gene:TraesCS5B03G0026700	Chr5B	12374135	12378689	-	12376412	Chr5B	13912229	13916783	-	13914506	1.0	1.0
gene:TraesCS5B03G0026800	Chr5B	12379835	12384505	-	12382170	Chr5B	13917929	13922598	-	13920263	1.0	1.0
gene:TraesCS5B03G0027400	Chr5B	12612938	12617664	-	12615301	Chr5B	14155075	14159810	-	14157442	1.0	1.0
gene:TraesCS5B03G0027500	Chr5B	12619611	12627348	+	12623479	Chr5B	14161757	14169492	+	14165624	1.0	1.0
gene:TraesCS5B03G0027600	Chr5B	12629960	12631747	+	12630853	Chr5B	14172106	14173893	+	14172999	1.0	1.0
gene:TraesCS5B03G0027700	Chr5B	12708205	12708903	+	12708554	Chr5B	14250359	14251057	+	14250708	1.0	1.0
gene:TraesCS5B03G0027900	Chr5B	12894311	12907141	-	12900726	Chr5B	14437388	14450523	-	14443955	1.0	1.0
gene:TraesCS5B03G0028100	Chr5B	13129670	13134023	-	13131846	Chr5B	14623581	14627926	-	14625753	0.996	0.996
gene:TraesCS5B03G0028200	Chr5B	13220273	13224136	+	13222204	Chr5B	14715407	14719249	+	14717328	0.976	0.972
gene:TraesCS5B03G0028300	Chr5B	13224220	13225588	-	13224904	Chr5B	14719334	14720717	-	14720025	1.0	0.981
gene:TraesCS5B03G0028400	Chr5B	13232245	13237196	+	13234720	Chr5B	14727699	14732651	+	14730175	1.0	0.998
gene:TraesCS5B03G0028900	Chr5B	13269693	13271649	-	13270671	Chr5B	14783124	14784517	-	14783820	1.0	0.997
gene:TraesCS5B03G0029100	Chr5B	13314077	13314463	+	13314270	Chr5B	14827469	14827855	+	14827662	1.0	0.994
gene:TraesCS5B03G0029200	Chr5B	13317363	13325016	-	13321189	Chr5B	14830745	14838152	-	14834448	0.994	0.962
gene:TraesCS5B03G0029300	Chr5B	13396832	13400806	+	13398819	Chr5B	14996983	15000886	+	14998934	0.996	0.991
gene:TraesCS5B03G0029500	Chr5B	13403971	13404722	-	13404346	Chr5B	15004340	15005091	-	15004715	1.0	0.995
gene:TraesCS5B03G0029800	Chr5B	13469112	13478889	-	13474000	Chr5B	15068351	15078127	-	15073239	1.0	1.0
gene:TraesCS5B03G0030200	Chr5B	13526485	13533166	-	13529825	Chr5B	15126121	15132802	-	15129461	1.0	0.999
gene:TraesCS5B03G0030400	Chr5B	13538016	13539589	-	13538802	Chr5B	15139088	15140661	-	15139874	1.0	0.995
gene:TraesCS5B03G0030600	Chr5B	13739040	13742577	+	13740808	Chr5B	15359099	15362663	+	15360881	1.0	0.987
gene:TraesCS5B03G0030700	Chr5B	13742889	13746219	-	13744554	Chr5B	15362975	15366308	-	15364641	1.0	0.996
gene:TraesCS5B03G0030800	Chr5B	13753139	13756858	-	13754998	Chr5B	15373042	15376523	-	15374782	0.995	0.989
gene:TraesCS5B03G0030900	Chr5B	13761639	13766090	+	13763864	Chr5B	15601255	15605545	-	15603400	0.988	0.959
gene:TraesCS5B03G0031200	Chr5B	13813226	13815754	-	13814490	Chr5B	15717645	15720173	-	15718909	1.0	0.987
gene:TraesCS5B03G0031700	Chr5B	13897917	13901506	+	13899711	Chr5B	16237709	16241167	+	16239438	0.999	0.953
gene:TraesCS5B03G0032000	Chr5B	13958974	13962434	+	13960704	Chr5B	16295057	16298616	+	16296836	0.995	0.958
gene:TraesCS5B03G0032700	Chr5B	14442702	14446192	-	14444447	Chr5B	16838942	16842410	-	16840676	0.99	0.953
gene:TraesCS5B03G0034100	Chr5B	14735969	14739364	+	14737666	Chr5B	17134340	17137756	+	17136048	1.0	0.995
gene:TraesCS5B03G0034400	Chr5B	14964550	14964981	-	14964765	Chr5B	17364755	17365186	-	17364970	1.0	0.981
gene:TraesCS5B03G0034500	Chr5B	14967780	14968459	-	14968119	Chr5B	17367956	17368633	-	17368294	0.995	0.948
gene:TraesCS5B03G0034800	Chr5B	15060069	15060977	-	15060523	Chr5B	17555010	17555918	-	17555464	1.0	0.998
gene:TraesCS5B03G0035300	Chr5B	15107932	15108639	+	15108285	Chr5B	17618126	17618833	+	17618479	1.0	0.974
gene:TraesCS5B03G0036600	Chr5B	15400249	15401399	-	15400824	Chr5B	17624495	17625645	-	17625070	1.0	0.998
gene:TraesCS5B03G0037100	Chr5B	15579855	15586312	+	15583083	Chr5B	17933434	17939079	+	17936256	0.932	0.931
gene:TraesCS5B03G0037200	Chr5B	15590671	15594377	-	15592524	Chr5B	17943285	17947171	-	17945228	0.998	0.997
gene:TraesCS5B03G0038300	Chr5B	16028698	16032699	-	16030698	Chr5B	17957779	17961943	-	17959861	0.987	0.92
gene:TraesCS5B03G0038600	Chr5B	16060220	16065019	-	16062619	Chr5B	17966211	17971017	-	17968614	1.0	0.989
gene:TraesCS5B03G0039400	Chr5B	16411670	16412110	-	16411890	Chr5B	18230531	18230971	-	18230751	1.0	1.0
gene:TraesCS5B03G0039500	Chr5B	16437458	16437898	-	16437678	Chr5B	18256643	18257083	-	18256863	1.0	1.0
gene:TraesCS5B03G0040100	Chr5B	16607070	16609209	+	16608139	Chr5B	18335873	18338012	+	18336942	1.0	1.0
gene:TraesCS5B03G0040200	Chr5B	16609420	16617087	-	16613253	Chr5B	18338223	18345900	-	18342061	1.0	0.996
gene:TraesCS5B03G0040800	Chr5B	17805901	17808859	-	17807380	Chr5B	19464061	19467012	+	19465536	0.985	0.919
gene:TraesCS5B03G0042300	Chr5B	18073200	18074246	-	18073723	Chr5B	19761912	19762968	-	19762440	1.0	0.981
gene:TraesCS5B03G0042800	Chr5B	18208883	18210186	+	18209534	Chr5B	19926966	19928267	+	19927616	0.998	0.994
gene:TraesCS5B03G0042900	Chr5B	18221809	18225449	+	18223629	Chr5B	19939863	19943467	+	19941665	0.989	0.979
gene:TraesCS5B03G0043000	Chr5B	18227659	18230690	+	18229174	Chr5B	19945661	19948688	+	19947174	1.0	1.0
gene:TraesCS5B03G0043100	Chr5B	18235926	18240310	-	18238118	Chr5B	19953846	19958420	-	19956133	1.0	1.0
gene:TraesCS5B03G0043200	Chr5B	18253033	18254696	-	18253864	Chr5B	19971144	19972807	-	19971975	1.0	1.0
gene:TraesCS5B03G0043500	Chr5B	18359015	18360093	-	18359554	Chr5B	20077691	20078769	-	20078230	1.0	0.998
gene:TraesCS5B03G0044100	Chr5B	18442047	18442310	+	18442178	Chr5B	20165727	20165990	+	20165858	1.0	1.0
gene:TraesCS5B03G0044300	Chr5B	18446125	18447066	-	18446595	Chr5B	20169805	20170746	-	20170275	1.0	1.0
gene:TraesCS5B03G0045200	Chr5B	18667645	18668184	+	18667914	Chr5B	20398702	20399241	+	20398971	1.0	1.0
gene:TraesCS5B03G0046200	Chr5B	19263083	19264715	+	19263899	Chr5B	20981407	20983005	-	20982206	0.952	0.919
gene:TraesCS5B03G0046900	Chr5B	19794999	19798528	+	19796763	Chr5B	21470170	21473704	+	21471937	1.0	0.994
gene:TraesCS5B03G0048400	Chr5B	20033282	20035406	-	20034344	Chr5B	21991783	21993907	-	21992845	1.0	1.0
gene:TraesCS5B03G0048600	Chr5B	20056666	20058118	-	20057392	Chr5B	22015037	22016466	-	22015751	0.992	0.935
gene:TraesCS5B03G0048700	Chr5B	20196338	20202385	+	20199361	Chr5B	22193964	22199999	+	22196981	1.0	0.994
gene:TraesCS5B03G0048900	Chr5B	20252668	20252994	-	20252831	Chr5B	22235357	22235683	-	22235520	1.0	0.99
gene:TraesCS5B03G0049000	Chr5B	20253889	20254961	+	20254425	Chr5B	22236666	22237738	+	22237202	1.0	0.985
gene:TraesCS5B03G0049100	Chr5B	20275393	20275719	-	20275556	Chr5B	22256972	22257298	-	22257135	1.0	0.996
gene:TraesCS5B03G0049200	Chr5B	20276828	20288299	+	20282563	Chr5B	22258407	22268758	+	22263582	1.0	0.994
gene:TraesCS5B03G0049300	Chr5B	20304988	20305515	-	20305251	Chr5B	22282529	22283056	-	22282792	1.0	0.994
gene:TraesCS5B03G0049400	Chr5B	20311900	20313380	+	20312640	Chr5B	22289443	22290922	+	22290182	1.0	0.988
gene:TraesCS5B03G0050100	Chr5B	20409003	20410073	-	20409538	Chr5B	22384627	22385697	-	22385162	1.0	0.994
gene:TraesCS5B03G0050200	Chr5B	20863179	20864787	-	20863983	Chr5B	22840795	22842403	-	22841599	1.0	0.996
gene:TraesCS5B03G0050400	Chr5B	20881242	20887011	+	20884126	Chr5B	22867457	22872490	+	22869973	1.0	0.997
gene:TraesCS5B03G0050500	Chr5B	20888765	20894114	-	20891439	Chr5B	22874244	22879593	-	22876918	1.0	0.992
gene:TraesCS5B03G0050600	Chr5B	20903175	20905102	-	20904138	Chr5B	22888334	22890261	-	22889297	1.0	0.998
gene:TraesCS5B03G0050700	Chr5B	20906430	20907670	-	20907050	Chr5B	22891589	22892829	-	22892209	1.0	1.0
gene:TraesCS5B03G0050800	Chr5B	20908341	20909100	+	20908720	Chr5B	22913417	22914176	+	22913796	1.0	0.998
gene:TraesCS5B03G0050900	Chr5B	20924632	20925159	+	20924895	Chr5B	22897220	22897747	+	22897483	1.0	1.0
gene:TraesCS5B03G0051000	Chr5B	20962087	20966390	+	20964238	Chr5B	22951158	22955555	+	22953356	1.0	1.0
gene:TraesCS5B03G0051300	Chr5B	21045880	21048235	-	21047057	Chr5B	23034944	23037301	-	23036122	1.0	1.0
gene:TraesCS5B03G0051400	Chr5B	21063402	21066829	+	21065115	Chr5B	23054225	23056154	+	23055189	0.922	0.922
gene:TraesCS5B03G0051500	Chr5B	21067129	21068070	-	21067599	Chr5B	23056454	23057397	-	23056925	1.0	0.997
gene:TraesCS5B03G0051600	Chr5B	21267486	21269548	-	21268517	Chr5B	23257532	23259594	-	23258563	1.0	1.0
gene:TraesCS5B03G0052300	Chr5B	21339653	21339907	+	21339780	Chr5B	23330058	23330312	+	23330185	1.0	1.0
gene:TraesCS5B03G0053200	Chr5B	21412101	21417989	-	21415045	Chr5B	23403249	23409137	-	23406193	1.0	0.999
gene:TraesCS5B03G0053500	Chr5B	21627713	21632715	+	21630214	Chr5B	23621041	23626042	+	23623541	1.0	0.999
gene:TraesCS5B03G0053600	Chr5B	21637412	21640309	+	21638860	Chr5B	23629142	23632018	+	23630580	1.0	0.997
gene:TraesCS5B03G0053800	Chr5B	21751116	21753413	+	21752264	Chr5B	23769545	23771878	+	23770711	0.996	0.961
gene:TraesCS5B03G0053900	Chr5B	21758565	21761308	+	21759936	Chr5B	23776758	23779498	+	23778128	0.997	0.994
gene:TraesCS5B03G0054000	Chr5B	21761757	21765503	-	21763630	Chr5B	23779959	23783704	-	23781831	1.0	0.998
gene:TraesCS5B03G0054500	Chr5B	21859825	21862127	+	21860976	Chr5B	23838399	23840864	+	23839631	1.0	0.993
gene:TraesCS5B03G0055400	Chr5B	21959340	21969388	+	21964364	Chr5B	23861295	23872190	+	23866742	0.998	0.985
gene:TraesCS5B03G0055500	Chr5B	21973268	21976598	-	21974933	Chr5B	23949735	23953061	-	23951398	0.988	0.971
gene:TraesCS5B03G0057400	Chr5B	23570781	23571459	+	23571120	Chr5B	24489302	24489986	-	24489644	1.0	0.988
gene:TraesCS5B03G0057700	Chr5B	23643223	23646001	-	23644612	Chr5B	24686916	24689687	-	24688301	0.997	0.996
gene:TraesCS5B03G0057900	Chr5B	23766570	23771003	-	23768786	Chr5B	24778692	24783154	-	24780923	1.0	0.981
gene:TraesCS5B03G0058100	Chr5B	23896000	23898756	+	23897378	Chr5B	24975770	24978525	+	24977147	0.999	0.997
gene:TraesCS5B03G0058300	Chr5B	24092985	24093610	+	24093297	Chr5B	25172278	25172903	+	25172590	1.0	0.996
gene:TraesCS5B03G0058400	Chr5B	24102774	24108628	-	24105701	Chr5B	25177880	25183736	-	25180808	1.0	0.996
gene:TraesCS5B03G0058600	Chr5B	24225104	24231144	-	24228124	Chr5B	25281344	25287658	-	25284501	1.0	0.99
gene:TraesCS5B03G0058800	Chr5B	24313329	24317251	+	24315290	Chr5B	25376660	25380367	+	25378513	0.94	0.939
gene:TraesCS5B03G0059100	Chr5B	24329330	24332883	-	24331106	Chr5B	25386970	25390835	-	25388902	1.0	0.997
gene:TraesCS5B03G0059200	Chr5B	24359273	24360515	-	24359894	Chr5B	25417560	25418802	-	25418181	1.0	1.0
gene:TraesCS5B03G0059300	Chr5B	24361320	24363800	-	24362560	Chr5B	25419607	25422087	-	25420847	1.0	1.0
gene:TraesCS5B03G0060100	Chr5B	24529782	24532869	+	24531325	Chr5B	25588805	25591892	+	25590348	1.0	1.0
gene:TraesCS5B03G0060200	Chr5B	24546971	24550124	+	24548547	Chr5B	25605993	25609146	+	25607569	1.0	1.0
gene:TraesCS5B03G0060400	Chr5B	24588998	24591733	+	24590365	Chr5B	25648019	25650753	+	25649386	1.0	1.0
gene:TraesCS5B03G0060500	Chr5B	24632975	24633778	-	24633376	Chr5B	25692005	25692808	-	25692406	1.0	1.0
gene:TraesCS5B03G0061000	Chr5B	24879869	24891541	-	24885705	Chr5B	25942254	25953712	-	25947983	0.994	0.994
gene:TraesCS5B03G0061100	Chr5B	24987156	24990543	-	24988849	Chr5B	26055481	26058868	-	26057174	1.0	1.0
gene:TraesCS5B03G0061600	Chr5B	25131444	25139111	-	25135277	Chr5B	26199974	26207429	-	26203701	0.936	0.936
gene:TraesCS5B03G0061700	Chr5B	25275644	25276760	+	25276202	Chr5B	26346173	26347267	+	26346720	0.98	0.98
gene:TraesCS5B03G0062000	Chr5B	25479122	25484045	-	25481583	Chr5B	26556000	26560773	-	26558386	0.951	0.95
gene:TraesCS5B03G0062200	Chr5B	25539190	25547210	-	25543200	Chr5B	26616283	26624370	-	26620326	1.0	1.0
gene:TraesCS5B03G0062600	Chr5B	25878810	25879603	-	25879206	Chr5B	26955801	26956594	-	26956197	1.0	1.0
gene:TraesCS5B03G0062800	Chr5B	26202637	26205342	+	26203989	Chr5B	27280941	27283646	+	27282293	1.0	1.0
gene:TraesCS5B03G0062900	Chr5B	26215358	26218402	+	26216880	Chr5B	27293662	27296706	+	27295184	1.0	0.999
gene:TraesCS5B03G0063100	Chr5B	26267246	26267794	-	26267520	Chr5B	27357816	27358364	-	27358090	1.0	0.991
