gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Jagger_tgt_chr	Jagger_tgt_start	Jagger_tgt_end	Jagger_tgt_strand	Jagger_tgt_midpoint	Jagger_coverage	Jagger_identity
gene:TraesCS7A03G0075800	Chr7A	16548483	16549655	+	16549069	Chr7A	15045320	15046492	+	15045906	1.0	1.0
gene:TraesCS7A03G0075900	Chr7A	16552885	16563085	-	16557985	Chr7A	15049722	15059923	-	15054822	1.0	1.0
gene:TraesCS7A03G0076100	Chr7A	16576366	16577538	+	16576952	Chr7A	15073382	15074554	+	15073968	1.0	1.0
gene:TraesCS7A03G0076800	Chr7A	16718082	16718320	-	16718201	Chr7A	15213966	15214204	-	15214085	1.0	1.0
gene:TraesCS7A03G0077100	Chr7A	16766882	16767521	+	16767201	Chr7A	15263154	15263793	+	15263473	1.0	1.0
gene:TraesCS7A03G0077300	Chr7A	16777220	16784261	-	16780740	Chr7A	15273493	15280534	-	15277013	1.0	1.0
gene:TraesCS7A03G0077800	Chr7A	16924346	16925578	-	16924962	Chr7A	15434326	15435558	-	15434942	1.0	0.996
gene:TraesCS7A03G0078100	Chr7A	17058996	17064283	-	17061639	Chr7A	15554730	15560015	-	15557372	1.0	0.998
gene:TraesCS7A03G0078200	Chr7A	17076693	17077817	+	17077255	Chr7A	15571782	15572906	+	15572344	1.0	0.997
gene:TraesCS7A03G0079200	Chr7A	17193818	17197118	-	17195468	Chr7A	15578914	15580117	-	15579515	0.995	0.99
gene:TraesCS7A03G0079500	Chr7A	17364461	17364934	+	17364697	Chr7A	15720674	15721147	+	15720910	1.0	0.993
gene:TraesCS7A03G0079700	Chr7A	17403474	17406256	-	17404865	Chr7A	16015155	16017923	-	16016539	0.994	0.98
gene:TraesCS7A03G0079900	Chr7A	17429993	17456945	+	17443469	Chr7A	16044657	16072329	+	16058493	1.0	0.991
gene:TraesCS7A03G0080300	Chr7A	17479889	17482381	-	17481135	Chr7A	16095389	16097880	-	16096634	0.999	0.993
gene:TraesCS7A03G0081200	Chr7A	17715396	17716681	-	17716038	Chr7A	16115812	16117108	-	16116460	1.0	0.994
gene:TraesCS7A03G0081400	Chr7A	17756468	17756770	-	17756619	Chr7A	16157342	16157644	-	16157493	1.0	0.996
gene:TraesCS7A03G0083500	Chr7A	18219357	18223145	+	18221251	Chr7A	16319935	16323723	+	16321829	1.0	0.999
gene:TraesCS7A03G0083800	Chr7A	18241826	18249713	-	18245769	Chr7A	16342509	16349495	-	16346002	0.939	0.934
gene:TraesCS7A03G0084200	Chr7A	18305593	18309230	-	18307411	Chr7A	16389403	16393040	-	16391221	1.0	0.999
gene:TraesCS7A03G0084400	Chr7A	18323112	18327871	-	18325491	Chr7A	16405924	16410683	-	16408303	1.0	0.999
gene:TraesCS7A03G0084700	Chr7A	18349647	18350955	-	18350301	Chr7A	16432442	16433750	-	16433096	1.0	1.0
gene:TraesCS7A03G0084900	Chr7A	18574190	18577597	-	18575893	Chr7A	16658265	16661673	-	16659969	1.0	0.989
gene:TraesCS7A03G0089500	Chr7A	19693342	19694953	+	19694147	Chr7A	16918555	16920131	+	16919343	0.954	0.923
gene:TraesCS7A03G0090000	Chr7A	19745790	19749056	-	19747423	Chr7A	17036486	17039734	-	17038110	0.99	0.947
gene:TraesCS7A03G0090800	Chr7A	19829374	19835632	-	19832503	Chr7A	17103420	17109684	-	17106552	1.0	0.997
gene:TraesCS7A03G0091500	Chr7A	19954544	19960142	+	19957343	Chr7A	17184025	17189599	+	17186812	0.991	0.944
gene:TraesCS7A03G0092300	Chr7A	20034137	20035520	+	20034828	Chr7A	17834923	17836345	+	17835634	1.0	0.932
gene:TraesCS7A03G0092900	Chr7A	20124934	20129628	-	20127281	Chr7A	17850967	17856522	-	17853744	0.996	0.963
gene:TraesCS7A03G0093400	Chr7A	20202211	20202976	-	20202593	Chr7A	17956331	17957094	-	17956712	1.0	0.952
gene:TraesCS7A03G0093500	Chr7A	20204402	20210250	-	20207326	Chr7A	17958908	17962128	-	17960518	1.0	0.986
gene:TraesCS7A03G0094600	Chr7A	20371001	20371883	-	20371442	Chr7A	18285439	18286321	+	18285880	1.0	0.99
gene:TraesCS7A03G0095100	Chr7A	20465434	20469386	+	20467410	Chr7A	18253409	18257205	-	18255307	0.958	0.922
gene:TraesCS7A03G0095500	Chr7A	20495821	20497634	-	20496727	Chr7A	18241157	18242970	+	18242063	1.0	0.982
gene:TraesCS7A03G0095700	Chr7A	20652453	20654178	-	20653315	Chr7A	18161825	18163542	+	18162683	0.994	0.983
gene:TraesCS7A03G0096100	Chr7A	20762824	20763607	+	20763215	Chr7A	18103292	18104070	-	18103681	0.985	0.956
gene:TraesCS7A03G0096500	Chr7A	20845078	20852051	-	20848564	Chr7A	18069005	18075823	+	18072414	1.0	0.953
gene:TraesCS7A03G0096600	Chr7A	20876619	20880305	+	20878462	Chr7A	18045521	18049079	-	18047300	0.996	0.925
gene:TraesCS7A03G0096700	Chr7A	20897753	20902124	+	20899938	Chr7A	18493637	18497957	+	18495797	0.997	0.979
gene:TraesCS7A03G0097000	Chr7A	20902340	20903533	-	20902936	Chr7A	18498172	18499375	-	18498773	0.992	0.943
gene:TraesCS7A03G0097100	Chr7A	20907170	20908551	+	20907860	Chr7A	18500839	18502225	+	18501532	0.989	0.962
gene:TraesCS7A03G0097300	Chr7A	20912698	20915655	-	20914176	Chr7A	18506230	18509427	-	18507828	1.0	0.996
gene:TraesCS7A03G0099200	Chr7A	21121569	21131721	-	21126645	Chr7A	18671671	18681810	-	18676740	1.0	0.99
gene:TraesCS7A03G0100100	Chr7A	21240050	21243426	+	21241738	Chr7A	18820442	18824360	+	18822401	0.995	0.979
gene:TraesCS7A03G0100500	Chr7A	21382603	21393267	+	21387935	Chr7A	18852804	18867408	+	18860106	1.0	0.98
gene:TraesCS7A03G0104100	Chr7A	22017968	22019228	-	22018598	Chr7A	19282318	19283578	-	19282948	1.0	0.976
gene:TraesCS7A03G0104200	Chr7A	22116375	22122694	-	22119534	Chr7A	19375374	19381509	-	19378441	0.949	0.941
gene:TraesCS7A03G0104300	Chr7A	22135383	22137545	-	22136464	Chr7A	19388201	19390357	-	19389279	0.994	0.977
gene:TraesCS7A03G0104600	Chr7A	22193263	22197433	-	22195348	Chr7A	19472438	19476707	-	19474572	1.0	0.988
gene:TraesCS7A03G0104700	Chr7A	22282168	22284328	+	22283248	Chr7A	19516926	19519182	+	19518054	0.976	0.926
gene:TraesCS7A03G0105700	Chr7A	22539724	22540395	+	22540059	Chr7A	19959330	19959996	+	19959663	0.991	0.973
gene:TraesCS7A03G0106100	Chr7A	22813061	22814278	-	22813669	Chr7A	19890133	19891301	-	19890717	0.954	0.926
gene:TraesCS7A03G0106200	Chr7A	22887559	22888512	-	22888035	Chr7A	19948408	19949361	-	19948884	1.0	0.984
gene:TraesCS7A03G0107100	Chr7A	23123957	23125751	+	23124854	Chr7A	20636383	20638179	-	20637281	0.995	0.971
gene:TraesCS7A03G0107500	Chr7A	23306210	23309296	-	23307753	Chr7A	20407005	20410201	+	20408603	0.996	0.959
gene:TraesCS7A03G0108100	Chr7A	23785189	23787836	+	23786512	Chr7A	21108366	21111013	+	21109689	1.0	0.984
gene:TraesCS7A03G0108500	Chr7A	23811438	23814937	+	23813187	Chr7A	21193627	21197135	+	21195381	1.0	0.979
gene:TraesCS7A03G0108600	Chr7A	23815831	23817000	-	23816415	Chr7A	21198029	21199145	-	21198587	0.949	0.935
gene:TraesCS7A03G0108700	Chr7A	23836407	23839652	-	23838029	Chr7A	21260639	21263904	-	21262271	0.996	0.958
gene:TraesCS7A03G0108800	Chr7A	23849116	23854987	+	23852051	Chr7A	21285970	21292095	+	21289032	0.997	0.974
gene:TraesCS7A03G0108900	Chr7A	23856342	23862558	-	23859450	Chr7A	21295659	21302353	-	21299006	0.995	0.982
gene:TraesCS7A03G0109700	Chr7A	23894161	23895254	-	23894707	Chr7A	21318424	21319512	-	21318968	0.974	0.921
gene:TraesCS7A03G0109800	Chr7A	23899610	23900905	-	23900257	Chr7A	21340241	21341554	-	21340897	1.0	0.964
gene:TraesCS7A03G0110300	Chr7A	24026152	24026829	+	24026490	Chr7A	21388067	21388744	+	21388405	1.0	0.982
gene:TraesCS7A03G0110800	Chr7A	24116443	24118193	+	24117318	Chr7A	21432913	21434620	+	21433766	0.971	0.959
gene:TraesCS7A03G0111000	Chr7A	24154983	24157180	-	24156081	Chr7A	21476927	21479149	-	21478038	0.999	0.99
gene:TraesCS7A03G0111700	Chr7A	24238291	24246224	+	24242257	Chr7A	21656444	21664382	+	21660413	0.989	0.961
gene:TraesCS7A03G0111800	Chr7A	24246669	24250241	-	24248455	Chr7A	21664811	21668325	-	21666568	0.993	0.975
gene:TraesCS7A03G0112400	Chr7A	24302378	24304865	+	24303621	Chr7A	21705501	21707966	+	21706733	1.0	0.994
gene:TraesCS7A03G0112700	Chr7A	24437173	24439775	-	24438474	Chr7A	21859387	21861995	-	21860691	1.0	0.971
gene:TraesCS7A03G0113000	Chr7A	24606038	24606729	-	24606383	Chr7A	22060985	22061676	-	22061330	1.0	0.997
gene:TraesCS7A03G0114300	Chr7A	25190846	25193659	+	25192252	Chr7A	22332915	22335731	+	22334323	0.999	0.991
gene:TraesCS7A03G0115500	Chr7A	25457524	25459131	+	25458327	Chr7A	22585595	22587202	+	22586398	1.0	0.995
gene:TraesCS7A03G0115600	Chr7A	25459994	25461537	-	25460765	Chr7A	22588063	22589605	-	22588834	1.0	0.993
gene:TraesCS7A03G0115700	Chr7A	25506309	25511797	+	25509053	Chr7A	22639232	22644631	+	22641931	0.953	0.952
gene:TraesCS7A03G0115800	Chr7A	25512096	25513364	+	25512730	Chr7A	22644930	22646198	+	22645564	1.0	1.0
gene:TraesCS7A03G0115900	Chr7A	25547564	25549431	+	25548497	Chr7A	22657368	22659241	+	22658304	0.975	0.968
gene:TraesCS7A03G0116500	Chr7A	25778188	25780056	-	25779122	Chr7A	22888069	22889936	-	22889002	0.999	0.997
gene:TraesCS7A03G0116600	Chr7A	25844347	25845369	-	25844858	Chr7A	22918801	22919823	-	22919312	1.0	0.996
gene:TraesCS7A03G0116700	Chr7A	25847181	25847935	+	25847558	Chr7A	22931260	22932014	+	22931637	1.0	0.996
gene:TraesCS7A03G0117100	Chr7A	25912234	25914039	+	25913136	Chr7A	22993379	22995184	+	22994281	1.0	0.998
gene:TraesCS7A03G0117200	Chr7A	25925388	25926985	+	25926186	Chr7A	23011805	23013402	+	23012603	1.0	0.996
gene:TraesCS7A03G0117500	Chr7A	26019823	26023224	+	26021523	Chr7A	23084649	23087956	+	23086302	1.0	0.988
gene:TraesCS7A03G0117600	Chr7A	26030471	26033560	-	26032015	Chr7A	23105286	23108380	-	23106833	1.0	0.996
gene:TraesCS7A03G0117800	Chr7A	26049533	26052441	-	26050987	Chr7A	23151719	23154622	-	23153170	1.0	0.998
gene:TraesCS7A03G0118100	Chr7A	26255607	26256035	+	26255821	Chr7A	23277129	23277557	+	23277343	1.0	0.987
gene:TraesCS7A03G0118400	Chr7A	26275131	26277715	-	26276423	Chr7A	23538525	23541109	-	23539817	1.0	0.996
gene:TraesCS7A03G0118500	Chr7A	26283929	26284731	-	26284330	Chr7A	23547431	23548233	-	23547832	1.0	0.998
gene:TraesCS7A03G0118900	Chr7A	26387915	26390034	+	26388974	Chr7A	23605859	23607978	+	23606918	1.0	0.999
gene:TraesCS7A03G0119600	Chr7A	26625068	26627537	+	26626302	Chr7A	23728265	23730735	+	23729500	1.0	0.996
gene:TraesCS7A03G0119700	Chr7A	26663483	26665144	+	26664313	Chr7A	24426911	24428572	+	24427741	1.0	0.999
gene:TraesCS7A03G0119900	Chr7A	26666813	26667304	+	26667058	Chr7A	24430241	24430732	+	24430486	1.0	0.995
gene:TraesCS7A03G0120000	Chr7A	26667567	26672813	-	26670190	Chr7A	24430995	24436283	-	24433639	0.999	0.994
gene:TraesCS7A03G0120300	Chr7A	26810558	26812066	+	26811312	Chr7A	24483413	24484921	+	24484167	1.0	0.993
gene:TraesCS7A03G0120500	Chr7A	26824828	26826272	+	26825550	Chr7A	24499752	24501196	+	24500474	1.0	0.997
gene:TraesCS7A03G0120700	Chr7A	26872974	26876618	-	26874796	Chr7A	24563850	24567495	-	24565672	1.0	0.995
gene:TraesCS7A03G0120800	Chr7A	26907530	26908642	+	26908086	Chr7A	24615216	24616328	+	24615772	1.0	0.996
gene:TraesCS7A03G0120900	Chr7A	26975463	26977949	+	26976706	Chr7A	24673234	24675721	+	24674477	1.0	0.995
gene:TraesCS7A03G0121000	Chr7A	26979222	26982410	+	26980816	Chr7A	24677171	24680357	+	24678764	0.999	0.996
gene:TraesCS7A03G0121100	Chr7A	26988182	26994742	+	26991462	Chr7A	24685815	24689952	+	24687883	1.0	0.996
gene:TraesCS7A03G0121200	Chr7A	26998357	26998906	+	26998631	Chr7A	24693564	24694113	+	24693838	1.0	0.994
gene:TraesCS7A03G0121500	Chr7A	27050109	27053948	-	27052028	Chr7A	24717003	24720843	-	24718923	1.0	0.993
gene:TraesCS7A03G0121700	Chr7A	27186308	27190105	-	27188206	Chr7A	24854551	24858278	-	24856414	0.999	0.908
gene:TraesCS7A03G0121800	Chr7A	27246760	27247380	-	27247070	Chr7A	24899650	24900270	-	24899960	1.0	0.996
gene:TraesCS7A03G0121900	Chr7A	27249253	27249732	-	27249492	Chr7A	24902145	24902624	-	24902384	1.0	0.991
gene:TraesCS7A03G0122000	Chr7A	27264087	27264569	-	27264328	Chr7A	24925963	24926445	-	24926204	1.0	0.997
gene:TraesCS7A03G0122200	Chr7A	27270259	27272866	-	27271562	Chr7A	24932143	24934755	-	24933449	1.0	0.995
gene:TraesCS7A03G0122300	Chr7A	27292023	27292559	-	27292291	Chr7A	24939730	24940266	-	24939998	1.0	0.99
gene:TraesCS7A03G0123000	Chr7A	27361597	27363605	+	27362601	Chr7A	24977178	24979187	+	24978182	1.0	0.996
gene:TraesCS7A03G0123100	Chr7A	27363974	27367107	-	27365540	Chr7A	24979556	24982505	-	24981030	1.0	0.997
gene:TraesCS7A03G0123300	Chr7A	27368405	27376696	-	27372550	Chr7A	24983829	24992126	-	24987977	1.0	0.992
gene:TraesCS7A03G0123500	Chr7A	27393321	27396255	-	27394788	Chr7A	25008518	25011452	-	25009985	1.0	0.999
gene:TraesCS7A03G0124000	Chr7A	27517921	27519495	-	27518708	Chr7A	25134339	25135913	-	25135126	1.0	1.0
gene:TraesCS7A03G0124400	Chr7A	27609470	27610116	-	27609793	Chr7A	25227588	25228234	-	25227911	1.0	1.0
gene:TraesCS7A03G0124800	Chr7A	27668262	27669138	-	27668700	Chr7A	25286672	25287548	-	25287110	1.0	1.0
gene:TraesCS7A03G0124900	Chr7A	27712786	27714512	-	27713649	Chr7A	25331219	25332945	-	25332082	1.0	1.0
gene:TraesCS7A03G0125000	Chr7A	27721518	27721928	+	27721723	Chr7A	25340254	25340664	+	25340459	1.0	1.0
gene:TraesCS7A03G0125300	Chr7A	27765912	27767934	-	27766923	Chr7A	25375045	25377065	-	25376055	0.998	0.992
gene:TraesCS7A03G0125400	Chr7A	27781799	27784245	-	27783022	Chr7A	25396625	25399071	-	25397848	1.0	1.0
gene:TraesCS7A03G0125500	Chr7A	27822637	27827984	-	27825310	Chr7A	25442794	25448073	-	25445433	1.0	0.999
gene:TraesCS7A03G0125800	Chr7A	27919289	27921503	-	27920396	Chr7A	25540526	25542740	-	25541633	1.0	1.0
gene:TraesCS7A03G0126000	Chr7A	27973491	27975937	-	27974714	Chr7A	25594723	25597169	-	25595946	1.0	0.999
gene:TraesCS7A03G0126100	Chr7A	28038868	28041557	+	28040212	Chr7A	25660694	25663383	+	25662038	1.0	0.999
gene:TraesCS7A03G0126200	Chr7A	28048313	28049870	-	28049091	Chr7A	25670210	25671767	-	25670988	1.0	0.999
gene:TraesCS7A03G0126600	Chr7A	28144702	28146244	+	28145473	Chr7A	25803887	25805430	+	25804658	1.0	0.988
gene:TraesCS7A03G0127000	Chr7A	28220137	28223587	-	28221862	Chr7A	25874785	25878239	-	25876512	1.0	1.0
gene:TraesCS7A03G0127100	Chr7A	28229216	28232943	-	28231079	Chr7A	25883866	25887591	-	25885728	1.0	0.992
gene:TraesCS7A03G0127700	Chr7A	28388018	28388425	-	28388221	Chr7A	25939212	25939619	-	25939415	1.0	0.98
gene:TraesCS7A03G0127800	Chr7A	28400772	28402904	+	28401838	Chr7A	25946301	25948433	+	25947367	1.0	0.991
gene:TraesCS7A03G0128000	Chr7A	28413301	28418925	-	28416113	Chr7A	25960089	25965716	-	25962902	1.0	0.991
gene:TraesCS7A03G0128300	Chr7A	28541587	28543643	+	28542615	Chr7A	25999838	26001857	+	26000847	0.98	0.971
gene:TraesCS7A03G0129100	Chr7A	28626645	28627271	+	28626958	Chr7A	26066117	26066743	+	26066430	1.0	0.992
gene:TraesCS7A03G0129600	Chr7A	28834643	28835679	+	28835161	Chr7A	26252549	26253585	+	26253067	1.0	0.998
gene:TraesCS7A03G0129700	Chr7A	28837768	28838848	-	28838308	Chr7A	26255674	26256753	-	26256213	0.999	0.999
gene:TraesCS7A03G0130100	Chr7A	29215191	29219192	+	29217191	Chr7A	26520958	26524959	+	26522958	1.0	0.997
gene:TraesCS7A03G0130300	Chr7A	29346753	29347619	-	29347186	Chr7A	26651463	26652329	-	26651896	1.0	0.995
gene:TraesCS7A03G0130600	Chr7A	29431254	29432680	-	29431967	Chr7A	26721048	26722470	-	26721759	0.997	0.992
gene:TraesCS7A03G0131200	Chr7A	29523923	29526541	-	29525232	Chr7A	26737411	26740024	-	26738717	1.0	0.991
gene:TraesCS7A03G0131400	Chr7A	29591053	29591674	-	29591363	Chr7A	26808349	26808970	-	26808659	1.0	0.991
gene:TraesCS7A03G0131900	Chr7A	29619849	29623791	-	29621820	Chr7A	26843656	26847582	-	26845619	0.991	0.986
gene:TraesCS7A03G0132000	Chr7A	29629846	29631828	+	29630837	Chr7A	26853637	26855619	+	26854628	1.0	1.0
gene:TraesCS7A03G0132100	Chr7A	29632106	29633479	+	29632792	Chr7A	26855897	26857270	+	26856583	1.0	1.0
gene:TraesCS7A03G0132200	Chr7A	29633423	29639227	-	29636325	Chr7A	26857214	26863018	-	26860116	1.0	1.0
gene:TraesCS7A03G0132300	Chr7A	29639903	29642896	+	29641399	Chr7A	26863690	26866682	+	26865186	0.988	0.974
gene:TraesCS7A03G0132700	Chr7A	29761270	29762907	+	29762088	Chr7A	26994614	26996238	+	26995426	0.989	0.979
gene:TraesCS7A03G0133200	Chr7A	30407093	30408750	-	30407921	Chr7A	27400276	27401927	-	27401101	0.996	0.983
gene:TraesCS7A03G0133800	Chr7A	30646322	30647864	-	30647093	Chr7A	27553319	27554861	-	27554090	1.0	0.993
gene:TraesCS7A03G0134200	Chr7A	30697165	30697470	-	30697317	Chr7A	27575903	27576208	-	27576055	1.0	0.996
gene:TraesCS7A03G0134500	Chr7A	30750577	30750882	-	30750729	Chr7A	27538059	27538364	-	27538211	1.0	1.0
gene:TraesCS7A03G0134700	Chr7A	30790559	30792469	-	30791514	Chr7A	27834332	27836212	-	27835272	0.983	0.976
gene:TraesCS7A03G0135100	Chr7A	30886572	30887297	+	30886934	Chr7A	28116933	28117658	+	28117295	1.0	0.994
