gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Jagger_tgt_chr	Jagger_tgt_start	Jagger_tgt_end	Jagger_tgt_strand	Jagger_tgt_midpoint	Jagger_coverage	Jagger_identity
gene:TraesCS4D03G0011200	Chr4D	3405419	3408689	-	3407054	Chr4D	2029638	2033052	-	2031345	1.0	0.951
gene:TraesCS4D03G0011300	Chr4D	3413225	3414072	-	3413648	Chr4D	2036920	2037767	-	2037343	1.0	0.989
gene:TraesCS4D03G0011400	Chr4D	3414641	3415376	-	3415008	Chr4D	2042861	2043633	-	2043247	0.98	0.904
gene:TraesCS4D03G0011500	Chr4D	3416613	3417647	-	3417130	Chr4D	2045629	2046663	-	2046146	1.0	0.989
gene:TraesCS4D03G0011700	Chr4D	3421045	3424717	-	3422881	Chr4D	2050091	2053927	-	2052009	0.98	0.977
gene:TraesCS4D03G0011900	Chr4D	3667854	3673399	-	3670626	Chr4D	2261402	2266947	-	2264174	1.0	1.0
gene:TraesCS4D03G0012000	Chr4D	3685507	3688331	-	3686919	Chr4D	2279250	2282075	-	2280662	1.0	1.0
gene:TraesCS4D03G0012200	Chr4D	3695617	3698195	+	3696906	Chr4D	2289361	2291951	+	2290656	1.0	0.989
gene:TraesCS4D03G0012300	Chr4D	3698965	3700563	-	3699764	Chr4D	2292721	2294319	-	2293520	1.0	1.0
gene:TraesCS4D03G0012400	Chr4D	3708608	3712645	-	3710626	Chr4D	2302364	2306401	-	2304382	1.0	1.0
gene:TraesCS4D03G0012500	Chr4D	3790975	3794205	+	3792590	Chr4D	2384989	2388204	+	2386596	0.995	0.995
gene:TraesCS4D03G0012600	Chr4D	3811236	3815371	+	3813303	Chr4D	2405456	2409591	+	2407523	1.0	1.0
gene:TraesCS4D03G0012700	Chr4D	3819990	3822163	-	3821076	Chr4D	2413993	2416166	-	2415079	1.0	1.0
gene:TraesCS4D03G0012800	Chr4D	3823587	3827946	-	3825766	Chr4D	2417590	2422348	-	2419969	1.0	0.999
gene:TraesCS4D03G0012900	Chr4D	3851419	3851796	-	3851607	Chr4D	2446323	2446700	-	2446511	1.0	1.0
gene:TraesCS4D03G0013200	Chr4D	3889549	3889926	-	3889737	Chr4D	2484791	2485168	-	2484979	1.0	1.0
gene:TraesCS4D03G0013400	Chr4D	3935959	3939231	-	3937595	Chr4D	2532054	2535326	-	2533690	1.0	1.0
gene:TraesCS4D03G0013500	Chr4D	3953221	3956936	+	3955078	Chr4D	2549668	2553383	+	2551525	1.0	1.0
gene:TraesCS4D03G0013600	Chr4D	3973325	3974731	-	3974028	Chr4D	2570218	2571624	-	2570921	1.0	1.0
gene:TraesCS4D03G0013700	Chr4D	4018713	4020514	+	4019613	Chr4D	2615665	2617466	+	2616565	1.0	1.0
gene:TraesCS4D03G0014500	Chr4D	4204342	4208997	+	4206669	Chr4D	2797105	2801760	+	2799432	1.0	1.0
gene:TraesCS4D03G0014600	Chr4D	4229119	4240333	+	4234726	Chr4D	2822111	2832734	+	2827422	1.0	1.0
gene:TraesCS4D03G0014800	Chr4D	4234832	4239056	-	4236944	Chr4D	2827824	2831457	-	2829640	1.0	0.992
gene:TraesCS4D03G0014900	Chr4D	4357845	4360735	+	4359290	Chr4D	2941174	2944065	+	2942619	1.0	1.0
gene:TraesCS4D03G0015000	Chr4D	4383334	4385938	-	4384636	Chr4D	2966210	2968814	-	2967512	1.0	1.0
gene:TraesCS4D03G0015100	Chr4D	4395627	4397891	-	4396759	Chr4D	2978503	2980767	-	2979635	1.0	1.0
gene:TraesCS4D03G0015200	Chr4D	4454427	4458854	-	4456640	Chr4D	3037554	3041630	-	3039592	1.0	1.0
gene:TraesCS4D03G0015300	Chr4D	4459320	4462959	-	4461139	Chr4D	3042096	3046012	-	3044054	1.0	0.999
gene:TraesCS4D03G0015400	Chr4D	4464204	4468925	-	4466564	Chr4D	3047177	3051898	-	3049537	1.0	0.999
gene:TraesCS4D03G0015700	Chr4D	4468944	4472922	-	4470933	Chr4D	3051917	3055895	-	3053906	1.0	1.0
gene:TraesCS4D03G0015800	Chr4D	4527953	4530990	+	4529471	Chr4D	3110860	3113895	+	3112377	1.0	1.0
gene:TraesCS4D03G0015900	Chr4D	4569887	4572528	+	4571207	Chr4D	3152794	3155435	+	3154114	1.0	1.0
gene:TraesCS4D03G0016200	Chr4D	4599361	4602079	+	4600720	Chr4D	3182401	3185119	+	3183760	1.0	1.0
gene:TraesCS4D03G0016300	Chr4D	4627229	4630042	+	4628635	Chr4D	3210368	3213181	+	3211774	1.0	1.0
gene:TraesCS4D03G0016400	Chr4D	4634161	4637142	+	4635651	Chr4D	3217300	3220281	+	3218790	1.0	1.0
gene:TraesCS4D03G0016500	Chr4D	4750051	4759673	+	4754862	Chr4D	3333465	3343088	+	3338276	1.0	1.0
gene:TraesCS4D03G0016600	Chr4D	4770250	4773081	+	4771665	Chr4D	3353792	3357005	+	3355398	1.0	1.0
gene:TraesCS4D03G0016900	Chr4D	4866670	4872598	-	4869634	Chr4D	3456322	3462250	-	3459286	1.0	1.0
gene:TraesCS4D03G0017000	Chr4D	4874008	4881088	-	4877548	Chr4D	3463664	3470744	-	3467204	1.0	1.0
gene:TraesCS4D03G0017100	Chr4D	4906191	4907505	-	4906848	Chr4D	3495805	3497119	-	3496462	1.0	1.0
gene:TraesCS4D03G0017200	Chr4D	5059902	5063233	-	5061567	Chr4D	3650808	3654139	-	3652473	1.0	1.0
gene:TraesCS4D03G0017300	Chr4D	5079330	5084686	+	5082008	Chr4D	3671236	3676080	+	3673658	0.958	0.958
gene:TraesCS4D03G0017500	Chr4D	5172134	5173950	+	5173042	Chr4D	3771884	3773700	+	3772792	1.0	1.0
gene:TraesCS4D03G0017700	Chr4D	5203108	5205734	-	5204421	Chr4D	3802861	3805485	-	3804173	1.0	1.0
gene:TraesCS4D03G0018000	Chr4D	5378301	5379090	+	5378695	Chr4D	3978713	3979502	+	3979107	1.0	1.0
gene:TraesCS4D03G0018100	Chr4D	5390562	5392779	-	5391670	Chr4D	3990972	3993189	-	3992080	1.0	1.0
gene:TraesCS4D03G0018200	Chr4D	5422036	5422742	-	5422389	Chr4D	4022545	4023251	-	4022898	1.0	1.0
gene:TraesCS4D03G0018500	Chr4D	5618981	5619583	-	5619282	Chr4D	4221743	4222345	-	4222044	1.0	1.0
gene:TraesCS4D03G0018600	Chr4D	5624811	5628448	+	5626629	Chr4D	4227605	4231242	+	4229423	1.0	1.0
gene:TraesCS4D03G0018700	Chr4D	5651294	5659832	+	5655563	Chr4D	4255329	4263482	+	4259405	0.923	0.923
gene:TraesCS4D03G0018800	Chr4D	5667996	5669441	+	5668718	Chr4D	4271704	4273149	+	4272426	1.0	1.0
gene:TraesCS4D03G0018900	Chr4D	5672974	5675865	+	5674419	Chr4D	4276682	4279573	+	4278127	1.0	1.0
gene:TraesCS4D03G0019000	Chr4D	5680128	5682514	+	5681321	Chr4D	4283836	4286222	+	4285029	1.0	1.0
gene:TraesCS4D03G0019100	Chr4D	5683617	5687922	-	5685769	Chr4D	4287325	4291630	-	4289477	1.0	1.0
gene:TraesCS4D03G0019200	Chr4D	5693258	5698277	-	5695767	Chr4D	4297359	4302389	-	4299874	1.0	0.999
gene:TraesCS4D03G0019300	Chr4D	5760412	5761926	-	5761169	Chr4D	4365181	4366695	-	4365938	1.0	1.0
gene:TraesCS4D03G0019600	Chr4D	5774825	5779265	-	5777045	Chr4D	4379728	4384168	-	4381948	1.0	1.0
gene:TraesCS4D03G0019700	Chr4D	5784138	5784836	+	5784487	Chr4D	4389041	4389739	+	4389390	1.0	1.0
gene:TraesCS4D03G0019800	Chr4D	5785336	5788751	-	5787043	Chr4D	4390239	4393654	-	4391946	1.0	1.0
gene:TraesCS4D03G0019900	Chr4D	5790433	5795460	+	5792946	Chr4D	4395336	4400363	+	4397849	1.0	1.0
gene:TraesCS4D03G0020000	Chr4D	5882534	5883494	+	5883014	Chr4D	4487687	4488647	+	4488167	1.0	1.0
gene:TraesCS4D03G0020200	Chr4D	5909110	5911403	+	5910256	Chr4D	4514583	4516876	+	4515729	1.0	1.0
gene:TraesCS4D03G0020400	Chr4D	6015915	6017015	+	6016465	Chr4D	4623063	4624163	+	4623613	1.0	1.0
gene:TraesCS4D03G0020600	Chr4D	6127652	6133581	+	6130616	Chr4D	4735379	4741308	+	4738343	1.0	1.0
gene:TraesCS4D03G0020700	Chr4D	6132872	6134485	-	6133678	Chr4D	4740599	4742212	-	4741405	1.0	1.0
gene:TraesCS4D03G0020800	Chr4D	6137793	6139135	-	6138464	Chr4D	4745520	4746862	-	4746191	1.0	1.0
gene:TraesCS4D03G0020900	Chr4D	6139851	6142712	-	6141281	Chr4D	4747578	4750439	-	4749008	1.0	1.0
gene:TraesCS4D03G0021500	Chr4D	6362454	6363136	-	6362795	Chr4D	4972383	4973065	-	4972724	1.0	1.0
gene:TraesCS4D03G0021800	Chr4D	6384970	6387127	-	6386048	Chr4D	4994707	4996864	-	4995785	1.0	1.0
gene:TraesCS4D03G0022200	Chr4D	6512322	6515724	+	6514023	Chr4D	5128849	5132251	+	5130550	1.0	1.0
gene:TraesCS4D03G0022300	Chr4D	6548123	6549184	+	6548653	Chr4D	5164559	5165620	+	5165089	1.0	1.0
gene:TraesCS4D03G0022400	Chr4D	6551224	6552613	-	6551918	Chr4D	5167660	5169049	-	5168354	1.0	1.0
gene:TraesCS4D03G0022600	Chr4D	6582071	6585584	+	6583827	Chr4D	5198455	5201968	+	5200211	1.0	1.0
gene:TraesCS4D03G0022700	Chr4D	6605223	6609870	+	6607546	Chr4D	5221611	5226258	+	5223934	1.0	1.0
gene:TraesCS4D03G0022800	Chr4D	6610919	6612424	-	6611671	Chr4D	5227307	5228812	-	5228059	1.0	1.0
gene:TraesCS4D03G0022900	Chr4D	6662176	6662885	+	6662530	Chr4D	5278941	5279650	+	5279295	1.0	1.0
gene:TraesCS4D03G0023000	Chr4D	6662959	6665472	-	6664215	Chr4D	5279724	5282237	-	5280980	1.0	1.0
gene:TraesCS4D03G0023200	Chr4D	6673666	6678625	-	6676145	Chr4D	5290431	5295516	-	5292973	1.0	1.0
gene:TraesCS4D03G0023300	Chr4D	6682704	6686531	+	6684617	Chr4D	5299595	5303410	+	5301502	1.0	1.0
gene:TraesCS4D03G0023700	Chr4D	6751752	6753962	+	6752857	Chr4D	8324622	8326853	-	8325737	1.0	0.982
gene:TraesCS4D03G0023800	Chr4D	6754162	6756914	-	6755538	Chr4D	8321670	8324422	+	8323046	1.0	1.0
gene:TraesCS4D03G0023900	Chr4D	6757710	6765113	-	6761411	Chr4D	8313471	8320874	+	8317172	1.0	1.0
gene:TraesCS4D03G0024000	Chr4D	6773765	6774076	-	6773920	Chr4D	8304679	8304990	+	8304834	1.0	1.0
gene:TraesCS4D03G0024100	Chr4D	6792263	6792547	+	6792405	Chr4D	8286207	8286491	-	8286349	1.0	1.0
gene:TraesCS4D03G0024200	Chr4D	6808984	6809403	+	6809193	Chr4D	8268228	8268647	-	8268437	1.0	1.0
gene:TraesCS4D03G0024300	Chr4D	6813191	6813454	+	6813322	Chr4D	8264176	8264439	-	8264307	1.0	1.0
gene:TraesCS4D03G0024400	Chr4D	6886953	6888327	-	6887640	Chr4D	8186932	8188306	+	8187619	1.0	1.0
gene:TraesCS4D03G0024600	Chr4D	7003467	7007031	+	7005249	Chr4D	8058217	8061781	-	8059999	1.0	1.0
gene:TraesCS4D03G0025200	Chr4D	7074947	7076642	+	7075794	Chr4D	7988215	7989910	-	7989062	1.0	1.0
gene:TraesCS4D03G0025300	Chr4D	7087262	7088384	+	7087823	Chr4D	7976476	7977598	-	7977037	1.0	1.0
gene:TraesCS4D03G0025400	Chr4D	7118234	7119940	-	7119087	Chr4D	7946145	7947851	+	7946998	1.0	1.0
gene:TraesCS4D03G0025500	Chr4D	7140877	7142114	+	7141495	Chr4D	7909823	7911164	-	7910493	1.0	0.922
gene:TraesCS4D03G0026100	Chr4D	7223439	7228080	+	7225759	Chr4D	7835562	7840203	-	7837882	1.0	1.0
gene:TraesCS4D03G0026400	Chr4D	7296580	7318269	-	7307424	Chr4D	7744496	7766570	+	7755533	1.0	1.0
gene:TraesCS4D03G0026600	Chr4D	7318003	7320546	+	7319274	Chr4D	7742219	7744762	-	7743490	1.0	1.0
gene:TraesCS4D03G0026900	Chr4D	7522432	7523379	+	7522905	Chr4D	7538724	7539671	-	7539197	1.0	1.0
gene:TraesCS4D03G0027000	Chr4D	7524704	7525912	+	7525308	Chr4D	7536191	7537399	-	7536795	1.0	1.0
gene:TraesCS4D03G0027100	Chr4D	7525825	7530711	-	7528268	Chr4D	7531392	7536278	+	7533835	1.0	1.0
gene:TraesCS4D03G0027200	Chr4D	7532797	7534463	+	7533630	Chr4D	7527743	7529409	-	7528576	1.0	1.0
gene:TraesCS4D03G0027400	Chr4D	7572934	7575966	-	7574450	Chr4D	7485786	7488818	+	7487302	1.0	1.0
gene:TraesCS4D03G0027500	Chr4D	7696400	7697183	+	7696791	Chr4D	7364230	7365013	-	7364621	1.0	1.0
gene:TraesCS4D03G0027600	Chr4D	7700318	7704016	+	7702167	Chr4D	7357346	7361095	-	7359220	1.0	1.0
gene:TraesCS4D03G0027700	Chr4D	7751430	7757589	+	7754509	Chr4D	7303819	7309978	-	7306898	1.0	1.0
gene:TraesCS4D03G0027800	Chr4D	7757899	7762408	-	7760153	Chr4D	7298986	7303509	+	7301247	0.998	0.998
gene:TraesCS4D03G0027900	Chr4D	7763791	7764666	+	7764228	Chr4D	7296728	7297603	-	7297165	1.0	1.0
gene:TraesCS4D03G0028100	Chr4D	7843492	7845337	+	7844414	Chr4D	7218291	7220136	-	7219213	1.0	1.0
gene:TraesCS4D03G0028200	Chr4D	7860654	7865816	+	7863235	Chr4D	7197527	7202689	-	7200108	1.0	1.0
gene:TraesCS4D03G0028300	Chr4D	7865955	7869386	-	7867670	Chr4D	7193956	7197388	+	7195672	1.0	1.0
gene:TraesCS4D03G0028400	Chr4D	7876861	7881040	-	7878950	Chr4D	7182267	7186446	+	7184356	1.0	1.0
gene:TraesCS4D03G0028600	Chr4D	7904711	7907129	+	7905920	Chr4D	7156177	7158595	-	7157386	1.0	1.0
gene:TraesCS4D03G0028700	Chr4D	7934423	7942634	+	7938528	Chr4D	7120672	7128883	-	7124777	1.0	1.0
gene:TraesCS4D03G0028800	Chr4D	7944253	7949845	+	7947049	Chr4D	7113461	7119053	-	7116257	1.0	1.0
gene:TraesCS4D03G0028900	Chr4D	7949938	7951125	-	7950531	Chr4D	7112181	7113368	+	7112774	1.0	1.0
gene:TraesCS4D03G0029000	Chr4D	7951462	7955039	-	7953250	Chr4D	7108267	7111844	+	7110055	1.0	1.0
gene:TraesCS4D03G0029100	Chr4D	7980535	7981952	-	7981243	Chr4D	7081715	7083132	+	7082423	1.0	1.0
gene:TraesCS4D03G0029200	Chr4D	7997648	8000858	-	7999253	Chr4D	7062808	7066018	+	7064413	1.0	0.997
gene:TraesCS4D03G0029300	Chr4D	8004461	8007164	-	8005812	Chr4D	7056436	7059139	+	7057787	1.0	1.0
gene:TraesCS4D03G0029500	Chr4D	8018616	8019601	+	8019108	Chr4D	7044240	7045225	-	7044732	1.0	1.0
gene:TraesCS4D03G0029600	Chr4D	8019783	8026442	-	8023112	Chr4D	7033913	7044058	+	7038985	1.0	1.0
gene:TraesCS4D03G0029900	Chr4D	8105859	8109218	+	8107538	Chr4D	6950203	6953562	-	6951882	1.0	1.0
gene:TraesCS4D03G0030000	Chr4D	8121719	8125469	+	8123594	Chr4D	6932995	6936745	-	6934870	1.0	1.0
gene:TraesCS4D03G0030100	Chr4D	8190069	8193539	-	8191804	Chr4D	6864515	6867985	+	6866250	1.0	1.0
gene:TraesCS4D03G0030200	Chr4D	8195302	8198712	-	8197007	Chr4D	6859342	6862752	+	6861047	1.0	0.999
gene:TraesCS4D03G0030300	Chr4D	8247677	8249481	-	8248579	Chr4D	6808729	6810533	+	6809631	1.0	1.0
gene:TraesCS4D03G0030400	Chr4D	8260928	8263697	-	8262312	Chr4D	6794512	6797281	+	6795896	1.0	1.0
gene:TraesCS4D03G0030800	Chr4D	8305388	8306149	-	8305768	Chr4D	6751376	6752137	+	6751756	1.0	1.0
gene:TraesCS4D03G0030900	Chr4D	8315374	8315959	-	8315666	Chr4D	6740792	6741377	+	6741084	1.0	1.0
gene:TraesCS4D03G0031000	Chr4D	8364633	8367872	+	8366252	Chr4D	6688294	6691533	-	6689913	1.0	1.0
gene:TraesCS4D03G0031100	Chr4D	8507394	8517301	+	8512347	Chr4D	6536444	6546481	-	6541462	0.988	0.988
gene:TraesCS4D03G0031200	Chr4D	8540256	8541570	-	8540913	Chr4D	6512044	6513358	+	6512701	1.0	0.996
gene:TraesCS4D03G0031300	Chr4D	8697103	8702372	-	8699737	Chr4D	6349329	6355081	+	6352205	1.0	1.0
gene:TraesCS4D03G0031400	Chr4D	8726287	8731703	-	8728995	Chr4D	6319997	6325413	+	6322705	1.0	1.0
gene:TraesCS4D03G0031500	Chr4D	8767417	8767620	+	8767518	Chr4D	6290947	6291150	-	6291048	1.0	1.0
gene:TraesCS4D03G0031600	Chr4D	8767968	8778546	-	8773257	Chr4D	6280020	6290599	+	6285309	1.0	1.0
gene:TraesCS4D03G0031700	Chr4D	8785788	8791144	+	8788466	Chr4D	6267407	6272778	-	6270092	1.0	1.0
gene:TraesCS4D03G0032000	Chr4D	8891558	8894047	+	8892802	Chr4D	6163909	6166398	-	6165153	1.0	1.0
gene:TraesCS4D03G0032400	Chr4D	8931351	8931818	+	8931584	Chr4D	6112947	6113414	-	6113180	1.0	1.0
gene:TraesCS4D03G0032800	Chr4D	9004036	9005514	-	9004775	Chr4D	6039261	6040739	+	6040000	1.0	1.0
gene:TraesCS4D03G0032900	Chr4D	9043418	9043909	-	9043663	Chr4D	6000886	6001377	+	6001131	1.0	1.0
gene:TraesCS4D03G0033000	Chr4D	9053007	9053692	-	9053349	Chr4D	5991103	5991788	+	5991445	1.0	1.0
gene:TraesCS4D03G0033500	Chr4D	9099426	9100172	+	9099799	Chr4D	5944598	5945344	-	5944971	1.0	1.0
gene:TraesCS4D03G0033600	Chr4D	9106009	9106941	+	9106475	Chr4D	5938123	5939055	-	5938589	1.0	1.0
gene:TraesCS4D03G0033700	Chr4D	9111309	9111903	-	9111606	Chr4D	5933050	5933644	+	5933347	1.0	1.0
gene:TraesCS4D03G0034300	Chr4D	9183062	9185082	+	9184072	Chr4D	5860428	5862448	-	5861438	1.0	1.0
gene:TraesCS4D03G0034400	Chr4D	9296508	9298967	+	9297737	Chr4D	5743796	5746255	-	5745025	1.0	1.0
gene:TraesCS4D03G0034500	Chr4D	9319856	9321206	+	9320531	Chr4D	5721556	5722906	-	5722231	1.0	1.0
gene:TraesCS4D03G0034600	Chr4D	9325373	9332249	+	9328811	Chr4D	5710430	5717306	-	5713868	1.0	0.999
gene:TraesCS4D03G0034900	Chr4D	9336770	9341811	+	9339290	Chr4D	5700868	5705909	-	5703388	1.0	1.0
gene:TraesCS4D03G0035000	Chr4D	9353005	9359976	+	9356490	Chr4D	5682831	5689686	-	5686258	1.0	1.0
gene:TraesCS4D03G0035100	Chr4D	9361140	9366085	+	9363612	Chr4D	5676719	5681664	-	5679191	1.0	1.0
gene:TraesCS4D03G0035200	Chr4D	9368056	9377784	+	9372920	Chr4D	5664614	5674748	-	5669681	1.0	1.0
gene:TraesCS4D03G0035300	Chr4D	9411820	9421344	+	9416582	Chr4D	5622149	5631650	-	5626899	1.0	1.0
gene:TraesCS4D03G0035400	Chr4D	9428312	9432204	-	9430258	Chr4D	5611137	5615030	+	5613083	1.0	1.0
gene:TraesCS4D03G0035500	Chr4D	9432336	9437968	+	9435152	Chr4D	5605373	5611005	-	5608189	1.0	1.0
gene:TraesCS4D03G0035800	Chr4D	9450100	9450420	-	9450260	Chr4D	5597533	5597853	+	5597693	1.0	1.0
gene:TraesCS4D03G0035900	Chr4D	9502597	9504389	-	9503493	Chr4D	5543557	5545349	+	5544453	1.0	1.0
gene:TraesCS4D03G0036000	Chr4D	9544674	9547061	+	9545867	Chr4D	5494965	5497352	-	5496158	1.0	1.0
gene:TraesCS4D03G0036200	Chr4D	9554547	9556608	-	9555577	Chr4D	5485418	5487479	+	5486448	1.0	1.0
gene:TraesCS4D03G0036300	Chr4D	9606812	9611740	-	9609276	Chr4D	5430068	5434996	+	5432532	1.0	1.0
gene:TraesCS4D03G0036500	Chr4D	9672352	9675548	+	9673950	Chr4D	5365925	5369121	-	5367523	1.0	1.0
gene:TraesCS4D03G0036600	Chr4D	9677617	9696408	+	9687012	Chr4D	5345032	5363823	-	5354427	1.0	1.0
gene:TraesCS4D03G0037000	Chr4D	9954255	9954938	+	9954596	Chr4D	10125205	10125888	+	10125546	1.0	1.0
gene:TraesCS4D03G0037100	Chr4D	10067461	10068336	+	10067898	Chr4D	10237864	10238739	+	10238301	1.0	1.0
gene:TraesCS4D03G0037500	Chr4D	10344317	10344868	-	10344592	Chr4D	10518860	10519411	-	10519135	1.0	1.0
gene:TraesCS4D03G0037600	Chr4D	10358060	10358830	-	10358445	Chr4D	10532754	10533524	-	10533139	1.0	1.0
gene:TraesCS4D03G0037700	Chr4D	10587712	10592063	+	10589887	Chr4D	10762529	10767068	+	10764798	1.0	1.0
gene:TraesCS4D03G0037800	Chr4D	10596791	10599838	+	10598314	Chr4D	10771796	10774843	+	10773319	1.0	1.0
gene:TraesCS4D03G0038000	Chr4D	10601117	10605386	+	10603251	Chr4D	10776122	10780391	+	10778256	1.0	1.0
gene:TraesCS4D03G0037900	Chr4D	10599958	10613135	-	10606546	Chr4D	10774963	10788010	-	10781486	1.0	1.0
gene:TraesCS4D03G0038200	Chr4D	10617567	10622608	-	10620087	Chr4D	10792126	10797167	-	10794646	1.0	1.0
gene:TraesCS4D03G0038400	Chr4D	10734466	10736286	-	10735376	Chr4D	10908835	10910655	-	10909745	1.0	1.0
gene:TraesCS4D03G0038800	Chr4D	10985502	10987428	+	10986465	Chr4D	11168372	11170298	+	11169335	1.0	1.0
gene:TraesCS4D03G0039100	Chr4D	11027974	11034027	-	11031000	Chr4D	11210996	11216986	-	11213991	1.0	1.0
gene:TraesCS4D03G0039200	Chr4D	11087025	11088162	+	11087593	Chr4D	11270911	11272056	+	11271483	1.0	0.991
gene:TraesCS4D03G0039300	Chr4D	11089437	11093325	-	11091381	Chr4D	11273331	11277219	-	11275275	1.0	1.0
gene:TraesCS4D03G0039500	Chr4D	11107771	11110782	-	11109276	Chr4D	11292510	11295521	-	11294015	1.0	1.0
gene:TraesCS4D03G0039600	Chr4D	11111786	11113129	-	11112457	Chr4D	11296525	11297868	-	11297196	1.0	1.0
gene:TraesCS4D03G0039700	Chr4D	11152064	11152576	-	11152320	Chr4D	11336994	11337506	-	11337250	1.0	1.0
gene:TraesCS4D03G0039800	Chr4D	11153667	11154813	+	11154240	Chr4D	11338597	11339743	+	11339170	1.0	1.0
gene:TraesCS4D03G0039900	Chr4D	11171129	11171935	+	11171532	Chr4D	11356310	11357116	+	11356713	1.0	1.0
gene:TraesCS4D03G0040000	Chr4D	11269457	11273162	+	11271309	Chr4D	11453610	11457315	+	11455462	1.0	1.0
gene:TraesCS4D03G0040100	Chr4D	11273155	11283750	-	11278452	Chr4D	11457308	11467396	-	11462352	0.946	0.946
gene:TraesCS4D03G0040300	Chr4D	11309248	11316152	+	11312700	Chr4D	11493478	11500382	+	11496930	1.0	1.0
gene:TraesCS4D03G0040400	Chr4D	11318183	11320956	+	11319569	Chr4D	11502648	11505421	+	11504034	1.0	1.0
gene:TraesCS4D03G0040500	Chr4D	11323563	11329187	+	11326375	Chr4D	11508028	11513652	+	11510840	1.0	1.0
gene:TraesCS4D03G0040600	Chr4D	11329852	11333220	+	11331536	Chr4D	11514317	11517685	+	11516001	1.0	1.0
gene:TraesCS4D03G0040700	Chr4D	11332762	11334879	-	11333820	Chr4D	11517227	11519344	-	11518285	1.0	1.0
gene:TraesCS4D03G0040900	Chr4D	11341412	11341795	-	11341603	Chr4D	11525881	11526264	-	11526072	1.0	1.0
gene:TraesCS4D03G0041000	Chr4D	11566369	11567419	-	11566894	Chr4D	11720677	11721727	-	11721202	1.0	1.0
gene:TraesCS4D03G0041300	Chr4D	11766047	11771544	+	11768795	Chr4D	11921733	11927231	+	11924482	1.0	1.0
gene:TraesCS4D03G0041500	Chr4D	11876812	11880737	+	11878774	Chr4D	12035680	12039606	+	12037643	1.0	1.0
gene:TraesCS4D03G0041900	Chr4D	11911854	11915259	+	11913556	Chr4D	12070723	12074128	+	12072425	1.0	0.999
gene:TraesCS4D03G0042100	Chr4D	11921431	11925124	-	11923277	Chr4D	12080451	12084144	-	12082297	1.0	1.0
gene:TraesCS4D03G0042200	Chr4D	11967874	11979771	+	11973822	Chr4D	12127506	12139403	+	12133454	1.0	1.0
gene:TraesCS4D03G0042600	Chr4D	12113010	12115271	+	12114140	Chr4D	12210792	12212943	+	12211867	0.924	0.924
gene:TraesCS4D03G0042700	Chr4D	12257499	12264549	+	12261024	Chr4D	12361163	12368213	+	12364688	1.0	0.999
gene:TraesCS4D03G0042800	Chr4D	12264708	12269908	-	12267308	Chr4D	12368372	12373572	-	12370972	1.0	1.0
gene:TraesCS4D03G0043000	Chr4D	12314132	12318000	+	12316066	Chr4D	12418203	12422071	+	12420137	1.0	1.0
