gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Jagger_tgt_chr	Jagger_tgt_start	Jagger_tgt_end	Jagger_tgt_strand	Jagger_tgt_midpoint	Jagger_coverage	Jagger_identity
gene:TraesCS1A03G0011000	Chr1A	3105946	3108798	+	3107372	Chr1A	5857651	5860503	-	5859077	1.0	1.0
gene:TraesCS1A03G0011100	Chr1A	3134034	3141665	-	3137849	Chr1A	5824492	5832227	+	5828359	1.0	1.0
gene:TraesCS1A03G0011500	Chr1A	3196818	3197822	+	3197320	Chr1A	5768254	5769258	-	5768756	1.0	0.998
gene:TraesCS1A03G0012100	Chr1A	3281811	3283241	-	3282526	Chr1A	5682241	5683671	+	5682956	1.0	1.0
gene:TraesCS1A03G0012500	Chr1A	3295315	3297312	+	3296313	Chr1A	5667987	5669984	-	5668985	1.0	0.999
gene:TraesCS1A03G0012700	Chr1A	3341113	3344810	-	3342961	Chr1A	5620527	5624224	+	5622375	1.0	1.0
gene:TraesCS1A03G0012900	Chr1A	3377845	3384475	+	3381160	Chr1A	5580867	5587497	-	5584182	1.0	0.999
gene:TraesCS1A03G0013000	Chr1A	3397757	3421936	+	3409846	Chr1A	5541752	5566935	-	5554343	0.998	0.949
gene:TraesCS1A03G0013100	Chr1A	3442853	3443320	-	3443086	Chr1A	5520157	5520624	+	5520390	1.0	1.0
gene:TraesCS1A03G0013200	Chr1A	3453009	3471508	+	3462258	Chr1A	5491324	5510125	-	5500724	1.0	1.0
gene:TraesCS1A03G0013400	Chr1A	3543536	3549092	-	3546314	Chr1A	5412864	5418420	+	5415642	1.0	1.0
gene:TraesCS1A03G0013600	Chr1A	3563033	3568128	-	3565580	Chr1A	5393828	5398923	+	5396375	1.0	1.0
gene:TraesCS1A03G0013800	Chr1A	3736743	3743503	-	3740123	Chr1A	5224778	5231538	+	5228158	1.0	1.0
gene:TraesCS1A03G0013900	Chr1A	3747551	3750600	+	3749075	Chr1A	5217681	5220730	-	5219205	1.0	1.0
gene:TraesCS1A03G0014300	Chr1A	3927688	3931188	+	3929438	Chr1A	5083580	5087080	-	5085330	1.0	0.999
gene:TraesCS1A03G0014400	Chr1A	3927688	3931514	+	3929601	Chr1A	5083254	5087080	-	5085167	1.0	0.999
gene:TraesCS1A03G0014500	Chr1A	3935056	3938039	+	3936547	Chr1A	5076728	5079712	-	5078220	1.0	1.0
gene:TraesCS1A03G0014600	Chr1A	3968199	3969779	+	3968989	Chr1A	5042351	5043931	-	5043141	1.0	1.0
gene:TraesCS1A03G0014800	Chr1A	3971915	3974133	-	3973024	Chr1A	5037997	5040215	+	5039106	1.0	1.0
gene:TraesCS1A03G0014900	Chr1A	3975641	3979278	+	3977459	Chr1A	5032852	5036489	-	5034670	1.0	1.0
gene:TraesCS1A03G0015600	Chr1A	4110192	4111500	+	4110846	Chr1A	4885539	4886847	-	4886193	1.0	0.997
gene:TraesCS1A03G0015700	Chr1A	4112376	4115274	-	4113825	Chr1A	4881738	4884663	+	4883200	0.992	0.967
gene:TraesCS1A03G0016000	Chr1A	4248617	4255576	-	4252096	Chr1A	4763768	4771797	+	4767782	0.941	0.933
gene:TraesCS1A03G0016200	Chr1A	4370836	4376697	+	4373766	Chr1A	4610005	4616073	-	4613039	0.992	0.985
gene:TraesCS1A03G0016300	Chr1A	4379285	4384806	-	4382045	Chr1A	4601909	4607418	+	4604663	1.0	0.997
gene:TraesCS1A03G0016400	Chr1A	4439929	4443198	+	4441563	Chr1A	4552129	4555398	-	4553763	1.0	1.0
gene:TraesCS1A03G0016500	Chr1A	4444852	4447770	-	4446311	Chr1A	4547557	4550475	+	4549016	1.0	1.0
gene:TraesCS1A03G0016700	Chr1A	4455552	4458579	-	4457065	Chr1A	4536748	4539775	+	4538261	1.0	1.0
gene:TraesCS1A03G0017100	Chr1A	4481219	4484678	-	4482948	Chr1A	4510680	4514139	+	4512409	1.0	1.0
gene:TraesCS1A03G0017200	Chr1A	4493001	4496793	-	4494897	Chr1A	4498544	4502336	+	4500440	1.0	1.0
gene:TraesCS1A03G0017400	Chr1A	4524156	4525613	-	4524884	Chr1A	4469623	4471080	+	4470351	1.0	1.0
gene:TraesCS1A03G0017500	Chr1A	4570594	4574086	-	4572340	Chr1A	4420300	4423792	+	4422046	1.0	1.0
gene:TraesCS1A03G0017700	Chr1A	4605426	4609380	-	4607403	Chr1A	4384556	4388510	+	4386533	1.0	1.0
gene:TraesCS1A03G0018400	Chr1A	4643782	4647658	-	4645720	Chr1A	4345736	4349994	+	4347865	1.0	0.908
gene:TraesCS1A03G0018600	Chr1A	4659235	4661188	-	4660211	Chr1A	4332006	4333959	+	4332982	1.0	0.999
gene:TraesCS1A03G0018800	Chr1A	4668102	4669750	-	4668926	Chr1A	4323444	4325092	+	4324268	1.0	1.0
gene:TraesCS1A03G0018900	Chr1A	4688180	4690620	-	4689400	Chr1A	4302010	4304450	+	4303230	1.0	1.0
gene:TraesCS1A03G0019200	Chr1A	4764892	4765791	+	4765341	Chr1A	4225909	4226808	-	4226358	1.0	1.0
gene:TraesCS1A03G0019300	Chr1A	4783488	4784380	+	4783934	Chr1A	4207317	4208209	-	4207763	1.0	1.0
gene:TraesCS1A03G0019600	Chr1A	4833835	4834480	-	4834157	Chr1A	4156424	4157050	+	4156737	0.97	0.97
gene:TraesCS1A03G0020400	Chr1A	5018187	5019044	+	5018615	Chr1A	3970148	3971005	-	3970576	1.0	1.0
gene:TraesCS1A03G0020600	Chr1A	5030561	5033532	+	5032046	Chr1A	3955708	3958679	-	3957193	1.0	1.0
gene:TraesCS1A03G0020700	Chr1A	5032814	5033138	-	5032976	Chr1A	3956102	3956426	+	3956264	1.0	1.0
gene:TraesCS1A03G0020800	Chr1A	5038069	5038671	+	5038370	Chr1A	3950569	3951171	-	3950870	1.0	1.0
gene:TraesCS1A03G0020900	Chr1A	5039590	5039808	+	5039699	Chr1A	3949432	3949650	-	3949541	1.0	1.0
gene:TraesCS1A03G0021200	Chr1A	5048045	5048254	+	5048149	Chr1A	3941213	3941422	-	3941317	1.0	1.0
gene:TraesCS1A03G0021300	Chr1A	5080241	5080916	+	5080578	Chr1A	3908856	3909531	-	3909193	1.0	1.0
gene:TraesCS1A03G0021500	Chr1A	5185968	5186757	-	5186362	Chr1A	3802332	3803083	+	3802707	0.951	0.951
gene:TraesCS1A03G0022100	Chr1A	5545869	5552088	+	5548978	Chr1A	3430703	3436928	-	3433815	1.0	0.991
gene:TraesCS1A03G0022200	Chr1A	5551274	5553366	-	5552320	Chr1A	3429425	3431523	+	3430474	1.0	0.965
gene:TraesCS1A03G0022300	Chr1A	5597980	5603264	+	5600622	Chr1A	3379049	3384333	-	3381691	1.0	1.0
gene:TraesCS1A03G0022500	Chr1A	5708688	5710991	+	5709839	Chr1A	3269768	3272071	-	3270919	1.0	0.999
gene:TraesCS1A03G0023500	Chr1A	5849114	5850676	+	5849895	Chr1A	3115895	3117457	-	3116676	1.0	1.0
gene:TraesCS1A03G0023600	Chr1A	5856277	5858141	+	5857209	Chr1A	3108430	3110294	-	3109362	1.0	1.0
gene:TraesCS1A03G0023800	Chr1A	6068357	6073773	-	6071065	Chr1A	2892911	2898327	+	2895619	1.0	0.998
gene:TraesCS1A03G0023900	Chr1A	6173623	6173880	+	6173751	Chr1A	2786540	2786797	-	2786668	1.0	1.0
gene:TraesCS1A03G0024000	Chr1A	6191836	6194323	-	6193079	Chr1A	2765883	2768370	+	2767126	1.0	1.0
gene:TraesCS1A03G0024300	Chr1A	6273767	6275702	+	6274734	Chr1A	2679889	2681824	-	2680856	1.0	1.0
gene:TraesCS1A03G0024500	Chr1A	6665657	6669742	+	6667699	Chr1A	2316114	2320199	-	2318156	1.0	1.0
gene:TraesCS1A03G0024700	Chr1A	6690823	6691371	+	6691097	Chr1A	2311506	2312054	-	2311780	1.0	1.0
gene:TraesCS1A03G0024800	Chr1A	6691708	6697915	-	6694811	Chr1A	2306226	2311085	+	2308655	0.945	0.916
gene:TraesCS1A03G0027300	Chr1A	7411483	7411740	-	7411611	Chr1A	2814725	2814982	-	2814853	1.0	0.91
gene:TraesCS1A03G0027900	Chr1A	7609720	7611140	-	7610430	Chr1A	2225821	2227242	+	2226531	1.0	0.999
gene:TraesCS1A03G0028000	Chr1A	7625934	7626749	-	7626341	Chr1A	2210326	2211141	+	2210733	1.0	1.0
gene:TraesCS1A03G0028100	Chr1A	7660295	7662777	-	7661536	Chr1A	2174553	2176905	+	2175729	1.0	1.0
gene:TraesCS1A03G0028200	Chr1A	7685526	7687743	-	7686634	Chr1A	2149521	2151738	+	2150629	1.0	1.0
gene:TraesCS1A03G0028300	Chr1A	7705071	7705988	+	7705529	Chr1A	2130773	2131687	-	2131230	0.996	0.996
gene:TraesCS1A03G0028500	Chr1A	7877764	7878655	+	7878209	Chr1A	6840625	6841516	-	6841070	1.0	1.0
gene:TraesCS1A03G0028600	Chr1A	7882106	7883939	+	7883022	Chr1A	6835305	6837138	-	6836221	1.0	1.0
gene:TraesCS1A03G0028700	Chr1A	7885355	7892368	-	7888861	Chr1A	6826858	6833889	+	6830373	1.0	1.0
gene:TraesCS1A03G0029000	Chr1A	7970519	7971449	-	7970984	Chr1A	6743015	6743945	+	6743480	1.0	1.0
gene:TraesCS1A03G0029300	Chr1A	8076711	8080232	-	8078471	Chr1A	6634286	6637807	+	6636046	1.0	1.0
gene:TraesCS1A03G0029400	Chr1A	8081207	8081419	-	8081313	Chr1A	6633099	6633311	+	6633205	1.0	1.0
gene:TraesCS1A03G0029500	Chr1A	8082307	8082522	-	8082414	Chr1A	6631996	6632211	+	6632103	1.0	1.0
gene:TraesCS1A03G0029600	Chr1A	8089436	8089945	-	8089690	Chr1A	6624572	6625081	+	6624826	1.0	1.0
gene:TraesCS1A03G0029700	Chr1A	8104538	8109509	+	8107023	Chr1A	6605197	6610093	-	6607645	0.964	0.961
gene:TraesCS1A03G0029800	Chr1A	8233277	8236766	-	8235021	Chr1A	6921132	6924621	-	6922876	1.0	1.0
gene:TraesCS1A03G0029900	Chr1A	8249137	8252647	-	8250892	Chr1A	6937325	6940835	-	6939080	1.0	1.0
gene:TraesCS1A03G0030000	Chr1A	8263670	8265615	-	8264642	Chr1A	6951908	6953853	-	6952880	1.0	1.0
gene:TraesCS1A03G0031000	Chr1A	8448758	8449502	-	8449130	Chr1A	7138486	7139230	-	7138858	1.0	1.0
gene:TraesCS1A03G0031200	Chr1A	8456694	8457124	-	8456909	Chr1A	7146422	7146852	-	7146637	1.0	1.0
gene:TraesCS1A03G0031300	Chr1A	8457959	8463291	-	8460625	Chr1A	7147687	7153160	-	7150423	1.0	1.0
gene:TraesCS1A03G0031500	Chr1A	8526026	8532786	+	8529406	Chr1A	7217196	7223729	+	7220462	0.93	0.93
gene:TraesCS1A03G0031600	Chr1A	8533323	8534333	+	8533828	Chr1A	7224266	7225276	+	7224771	1.0	1.0
gene:TraesCS1A03G0031900	Chr1A	8575612	8576836	-	8576224	Chr1A	7266714	7267938	-	7267326	1.0	1.0
gene:TraesCS1A03G0032000	Chr1A	8616326	8617328	+	8616827	Chr1A	7312181	7313183	+	7312682	1.0	1.0
gene:TraesCS1A03G0032100	Chr1A	8618386	8621059	+	8619722	Chr1A	7314241	7316914	+	7315577	1.0	1.0
gene:TraesCS1A03G0032200	Chr1A	8623361	8635717	+	8629539	Chr1A	7319216	7331802	+	7325509	1.0	0.999
gene:TraesCS1A03G0032400	Chr1A	8652783	8653352	+	8653067	Chr1A	7348884	7349453	+	7349168	1.0	1.0
gene:TraesCS1A03G0032500	Chr1A	8656184	8666852	+	8661518	Chr1A	7352285	7362953	+	7357619	1.0	0.999
gene:TraesCS1A03G0033100	Chr1A	8862666	8862860	-	8862763	Chr1A	7559582	7559776	-	7559679	1.0	1.0
gene:TraesCS1A03G0033200	Chr1A	8866181	8866776	-	8866478	Chr1A	7563097	7563692	-	7563394	1.0	1.0
gene:TraesCS1A03G0033300	Chr1A	8875965	8876255	+	8876110	Chr1A	7572980	7573270	+	7573125	1.0	1.0
gene:TraesCS1A03G0033600	Chr1A	8981643	8982502	+	8982072	Chr1A	7687271	7688130	+	7687700	1.0	1.0
gene:TraesCS1A03G0033800	Chr1A	8990493	8993152	-	8991822	Chr1A	7696122	7698781	-	7697451	1.0	1.0
gene:TraesCS1A03G0033900	Chr1A	8996174	9008804	-	9002489	Chr1A	7701803	7714829	-	7708316	1.0	0.999
gene:TraesCS1A03G0034000	Chr1A	9014494	9016070	-	9015282	Chr1A	7720519	7722095	-	7721307	1.0	1.0
gene:TraesCS1A03G0034100	Chr1A	9023921	9024508	-	9024214	Chr1A	7729996	7730583	-	7730289	1.0	1.0
gene:TraesCS1A03G0034200	Chr1A	9036098	9036996	-	9036547	Chr1A	7742248	7743146	-	7742697	1.0	1.0
gene:TraesCS1A03G0034400	Chr1A	9115955	9117195	-	9116575	Chr1A	7821917	7823157	-	7822537	1.0	1.0
gene:TraesCS1A03G0034600	Chr1A	9149837	9152212	+	9151024	Chr1A	7855239	7857614	+	7856426	1.0	1.0
gene:TraesCS1A03G0034700	Chr1A	9169077	9169745	+	9169411	Chr1A	7874479	7875147	+	7874813	1.0	1.0
gene:TraesCS1A03G0034800	Chr1A	9173491	9176022	+	9174756	Chr1A	7878893	7881424	+	7880158	1.0	1.0
gene:TraesCS1A03G0035100	Chr1A	9295766	9296089	+	9295927	Chr1A	8000472	8000795	+	8000633	1.0	1.0
gene:TraesCS1A03G0035200	Chr1A	9301181	9301960	+	9301570	Chr1A	8005887	8006666	+	8006276	1.0	1.0
gene:TraesCS1A03G0036100	Chr1A	9480719	9483259	-	9481989	Chr1A	8196120	8198660	-	8197390	1.0	1.0
gene:TraesCS1A03G0036200	Chr1A	9496105	9498615	-	9497360	Chr1A	8211546	8214056	-	8212801	1.0	1.0
gene:TraesCS1A03G0036900	Chr1A	9577016	9578170	-	9577593	Chr1A	8296060	8297214	-	8296637	1.0	1.0
gene:TraesCS1A03G0037000	Chr1A	9578228	9583585	-	9580906	Chr1A	8297272	8302641	-	8299956	1.0	0.998
gene:TraesCS1A03G0037100	Chr1A	9585976	9590029	+	9588002	Chr1A	8305031	8309084	+	8307057	1.0	1.0
gene:TraesCS1A03G0037200	Chr1A	9598810	9600750	+	9599780	Chr1A	8317855	8319814	+	8318834	1.0	0.989
gene:TraesCS1A03G0037300	Chr1A	9602925	9605100	-	9604012	Chr1A	8321989	8324164	-	8323076	1.0	0.999
gene:TraesCS1A03G0037500	Chr1A	9630108	9631642	-	9630875	Chr1A	8349217	8350751	-	8349984	1.0	1.0
gene:TraesCS1A03G0037600	Chr1A	9634267	9636102	+	9635184	Chr1A	8353376	8355211	+	8354293	1.0	1.0
gene:TraesCS1A03G0037700	Chr1A	9650321	9652002	+	9651161	Chr1A	8369430	8371111	+	8370270	1.0	1.0
gene:TraesCS1A03G0037800	Chr1A	9659454	9661345	+	9660399	Chr1A	8378563	8380454	+	8379508	1.0	1.0
gene:TraesCS1A03G0037900	Chr1A	9664474	9668558	+	9666516	Chr1A	8383583	8387667	+	8385625	1.0	0.999
gene:TraesCS1A03G0038100	Chr1A	9670581	9673361	+	9671971	Chr1A	8389690	8392470	+	8391080	1.0	1.0
gene:TraesCS1A03G0038300	Chr1A	9680666	9683489	+	9682077	Chr1A	8399775	8402598	+	8401186	1.0	1.0
gene:TraesCS1A03G0038700	Chr1A	9949251	9953276	-	9951263	Chr1A	8672825	8676850	-	8674837	1.0	1.0
gene:TraesCS1A03G0038800	Chr1A	9965439	9971270	-	9968354	Chr1A	8689013	8694844	-	8691928	1.0	1.0
gene:TraesCS1A03G0038900	Chr1A	10001491	10006436	+	10003963	Chr1A	8725178	8730127	+	8727652	1.0	1.0
gene:TraesCS1A03G0039100	Chr1A	10051524	10055292	-	10053408	Chr1A	8775397	8779165	-	8777281	1.0	1.0
gene:TraesCS1A03G0039200	Chr1A	10068509	10068733	+	10068621	Chr1A	8792848	8793072	+	8792960	1.0	1.0
gene:TraesCS1A03G0039300	Chr1A	10424358	10427431	+	10425894	Chr1A	9148881	9151954	+	9150417	1.0	1.0
gene:TraesCS1A03G0039400	Chr1A	10437621	10438698	-	10438159	Chr1A	9165631	9166708	-	9166169	1.0	1.0
gene:TraesCS1A03G0039500	Chr1A	10439448	10445246	-	10442347	Chr1A	9167458	9173256	-	9170357	1.0	1.0
gene:TraesCS1A03G0039700	Chr1A	10460531	10460698	+	10460614	Chr1A	9188387	9188554	+	9188470	1.0	1.0
gene:TraesCS1A03G0039800	Chr1A	10461606	10464101	-	10462853	Chr1A	9189462	9191957	-	9190709	1.0	1.0
gene:TraesCS1A03G0040500	Chr1A	10573150	10574930	+	10574040	Chr1A	9227929	9229709	+	9228819	1.0	1.0
gene:TraesCS1A03G0040900	Chr1A	10602571	10606265	-	10604418	Chr1A	9258014	9261707	-	9259860	0.999	0.999
gene:TraesCS1A03G0041800	Chr1A	10710567	10713989	+	10712278	Chr1A	9356448	9359870	+	9358159	1.0	1.0
gene:TraesCS1A03G0041900	Chr1A	10725091	10727687	-	10726389	Chr1A	9370891	9373487	-	9372189	1.0	1.0
gene:TraesCS1A03G0042000	Chr1A	10728950	10733440	+	10731195	Chr1A	9374750	9379257	+	9377003	0.997	0.976
gene:TraesCS1A03G0042200	Chr1A	10739686	10745366	-	10742526	Chr1A	9385503	9391183	-	9388343	1.0	1.0
gene:TraesCS1A03G0042500	Chr1A	10838561	10839687	+	10839124	Chr1A	9483413	9484539	+	9483976	1.0	1.0
gene:TraesCS1A03G0042600	Chr1A	10845838	10847062	+	10846450	Chr1A	9490445	9491669	+	9491057	1.0	1.0
gene:TraesCS1A03G0042800	Chr1A	10913179	10917797	+	10915488	Chr1A	9557481	9562099	+	9559790	1.0	0.999
gene:TraesCS1A03G0042900	Chr1A	10918795	10921847	-	10920321	Chr1A	9563097	9566149	-	9564623	1.0	1.0
gene:TraesCS1A03G0043100	Chr1A	10923686	10926635	+	10925160	Chr1A	9567988	9570937	+	9569462	1.0	1.0
gene:TraesCS1A03G0043200	Chr1A	10931226	10932882	-	10932054	Chr1A	9575326	9576982	-	9576154	1.0	1.0
gene:TraesCS1A03G0043400	Chr1A	10942115	10945096	-	10943605	Chr1A	9586678	9589659	-	9588168	1.0	1.0
gene:TraesCS1A03G0043500	Chr1A	10949253	10953370	-	10951311	Chr1A	9593816	9597686	-	9595751	0.994	0.992
gene:TraesCS1A03G0043600	Chr1A	10956205	10959149	-	10957677	Chr1A	9600515	9603458	-	9601986	1.0	0.992
gene:TraesCS1A03G0043800	Chr1A	10967522	10970432	-	10968977	Chr1A	9616553	9619387	-	9617970	1.0	0.998
gene:TraesCS1A03G0044000	Chr1A	11011915	11014621	-	11013268	Chr1A	9674532	9677264	-	9675898	0.999	0.974
gene:TraesCS1A03G0044800	Chr1A	11131772	11133821	+	11132796	Chr1A	9744276	9746325	+	9745300	1.0	0.999
gene:TraesCS1A03G0045000	Chr1A	11141822	11143311	+	11142566	Chr1A	9754534	9756023	+	9755278	1.0	1.0
gene:TraesCS1A03G0045100	Chr1A	11156810	11158429	-	11157619	Chr1A	9768891	9770510	-	9769700	1.0	1.0
gene:TraesCS1A03G0045300	Chr1A	11225627	11228111	+	11226869	Chr1A	9837598	9840082	+	9838840	1.0	1.0
gene:TraesCS1A03G0045500	Chr1A	11308760	11310967	+	11309863	Chr1A	9911535	9913742	+	9912638	1.0	1.0
gene:TraesCS1A03G0045600	Chr1A	11338411	11342293	+	11340352	Chr1A	9940354	9944236	+	9942295	1.0	1.0
gene:TraesCS1A03G0045700	Chr1A	11349421	11350443	+	11349932	Chr1A	9951124	9952146	+	9951635	1.0	1.0
gene:TraesCS1A03G0045800	Chr1A	11353883	11355153	+	11354518	Chr1A	9955586	9956856	+	9956221	1.0	1.0
gene:TraesCS1A03G0045900	Chr1A	11363580	11364105	-	11363842	Chr1A	9964822	9965347	-	9965084	1.0	1.0
gene:TraesCS1A03G0046000	Chr1A	11374596	11377413	-	11376004	Chr1A	9975838	9978655	-	9977246	1.0	1.0
gene:TraesCS1A03G0046100	Chr1A	11417412	11419979	-	11418695	Chr1A	10018582	10021149	-	10019865	1.0	1.0
gene:TraesCS1A03G0046200	Chr1A	11421349	11427850	-	11424599	Chr1A	10022548	10029049	-	10025798	1.0	1.0
gene:TraesCS1A03G0046300	Chr1A	11435719	11438817	+	11437268	Chr1A	10037138	10040236	+	10038687	1.0	1.0
gene:TraesCS1A03G0046500	Chr1A	11439104	11441975	-	11440539	Chr1A	10040523	10043395	-	10041959	1.0	1.0
gene:TraesCS1A03G0046600	Chr1A	11443246	11454401	+	11448823	Chr1A	10044881	10056012	+	10050446	0.989	0.989
gene:TraesCS1A03G0046900	Chr1A	11495332	11497221	+	11496276	Chr1A	10097127	10099016	+	10098071	1.0	1.0
gene:TraesCS1A03G0047100	Chr1A	11501540	11501983	+	11501761	Chr1A	10103333	10103776	+	10103554	1.0	1.0
gene:TraesCS1A03G0047200	Chr1A	11504567	11504946	+	11504756	Chr1A	10106360	10106739	+	10106549	1.0	1.0
gene:TraesCS1A03G0047300	Chr1A	11519726	11521384	+	11520555	Chr1A	10121286	10122944	+	10122115	1.0	1.0
gene:TraesCS1A03G0047400	Chr1A	11524459	11529220	-	11526839	Chr1A	10126019	10130780	-	10128399	1.0	0.999
gene:TraesCS1A03G0047600	Chr1A	11541507	11542143	+	11541825	Chr1A	10143282	10143918	+	10143600	1.0	1.0
gene:TraesCS1A03G0047800	Chr1A	11579525	11580104	-	11579814	Chr1A	10150253	10150840	-	10150546	1.0	0.992
gene:TraesCS1A03G0048100	Chr1A	11595786	11610084	-	11602935	Chr1A	10166799	10181097	-	10173948	1.0	1.0
gene:TraesCS1A03G0048800	Chr1A	11790508	11792148	-	11791328	Chr1A	10348138	10349778	-	10348958	1.0	1.0
gene:TraesCS1A03G0048900	Chr1A	11834494	11840648	-	11837571	Chr1A	10392584	10398738	-	10395661	1.0	1.0
gene:TraesCS1A03G0049000	Chr1A	11846705	11856506	-	11851605	Chr1A	10404795	10414596	-	10409695	1.0	1.0
gene:TraesCS1A03G0049100	Chr1A	11862706	11865339	+	11864022	Chr1A	10420796	10423429	+	10422112	1.0	1.0
gene:TraesCS1A03G0049300	Chr1A	11989634	11994688	-	11992161	Chr1A	11369376	11374430	+	11371903	1.0	1.0
gene:TraesCS1A03G0049900	Chr1A	12082077	12082292	+	12082184	Chr1A	11279936	11280151	-	11280043	1.0	1.0
gene:TraesCS1A03G0050000	Chr1A	12094747	12094989	+	12094868	Chr1A	11267217	11267459	-	11267338	1.0	1.0
gene:TraesCS1A03G0050100	Chr1A	12100859	12101074	-	12100966	Chr1A	11260984	11261199	+	11261091	1.0	0.986
