gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Jagger_tgt_chr	Jagger_tgt_start	Jagger_tgt_end	Jagger_tgt_strand	Jagger_tgt_midpoint	Jagger_coverage	Jagger_identity
gene:TraesCS5A03G0028700	Chr5A	9851187	9857576	+	9854381	Chr5A	8960247	8966632	+	8963439	0.998	0.996
gene:TraesCS5A03G0028800	Chr5A	9858552	9864529	+	9861540	Chr5A	8967650	8973638	+	8970644	1.0	0.997
gene:TraesCS5A03G0029100	Chr5A	10114295	10114744	+	10114519	Chr5A	9174834	9175283	+	9175058	1.0	0.995
gene:TraesCS5A03G0029300	Chr5A	10262014	10262538	+	10262276	Chr5A	9343823	9344347	+	9344085	1.0	1.0
gene:TraesCS5A03G0029400	Chr5A	10265922	10267417	+	10266669	Chr5A	9347695	9349191	+	9348443	1.0	0.996
gene:TraesCS5A03G0029500	Chr5A	10317335	10318175	+	10317755	Chr5A	9397909	9398731	+	9398320	0.976	0.974
gene:TraesCS5A03G0030000	Chr5A	10511368	10514727	-	10513047	Chr5A	9601292	9604537	-	9602914	0.999	0.998
gene:TraesCS5A03G0030200	Chr5A	10524836	10525171	-	10525003	Chr5A	9614835	9615170	-	9615002	1.0	0.991
gene:TraesCS5A03G0030600	Chr5A	10930049	10933487	+	10931768	Chr5A	10008264	10011672	+	10009968	0.985	0.983
gene:TraesCS5A03G0030900	Chr5A	10943282	10944054	-	10943668	Chr5A	10021411	10022183	-	10021797	1.0	0.984
gene:TraesCS5A03G0031500	Chr5A	11231581	11233719	+	11232650	Chr5A	10224543	10226681	+	10225612	1.0	0.995
gene:TraesCS5A03G0031600	Chr5A	11271216	11275164	-	11273190	Chr5A	10281811	10285759	-	10283785	1.0	1.0
gene:TraesCS5A03G0031800	Chr5A	11321692	11323002	-	11322347	Chr5A	10338814	10340124	-	10339469	1.0	0.996
gene:TraesCS5A03G0031900	Chr5A	11441009	11444083	-	11442546	Chr5A	10347687	10350761	-	10349224	1.0	0.997
gene:TraesCS5A03G0032100	Chr5A	11514200	11515345	-	11514772	Chr5A	10442651	10443796	-	10443223	1.0	0.994
gene:TraesCS5A03G0032200	Chr5A	11537699	11539038	-	11538368	Chr5A	10467451	10468796	-	10468123	1.0	0.998
gene:TraesCS5A03G0032300	Chr5A	11553471	11554906	-	11554188	Chr5A	10482261	10483696	-	10482978	1.0	0.999
gene:TraesCS5A03G0032700	Chr5A	11654193	11660814	-	11657503	Chr5A	10593756	10600377	-	10597066	1.0	0.998
gene:TraesCS5A03G0033000	Chr5A	11694348	11698751	+	11696549	Chr5A	10644288	10648789	+	10646538	1.0	0.991
gene:TraesCS5A03G0033100	Chr5A	11699005	11703374	+	11701189	Chr5A	10649076	10653398	+	10651237	0.994	0.991
gene:TraesCS5A03G0033300	Chr5A	11715248	11715721	-	11715484	Chr5A	10669476	10669949	-	10669712	1.0	0.993
gene:TraesCS5A03G0033700	Chr5A	11715248	11715721	-	11715484	Chr5A	10669476	10669949	-	10669712	1.0	0.993
gene:TraesCS5A03G0033200	Chr5A	11715248	11715721	-	11715484	Chr5A	10669476	10669949	-	10669712	1.0	0.993
gene:TraesCS5A03G0034000	Chr5A	11715248	11715721	-	11715484	Chr5A	10669476	10669949	-	10669712	1.0	0.993
gene:TraesCS5A03G0033400	Chr5A	11715248	11715721	-	11715484	Chr5A	10669476	10669949	-	10669712	1.0	0.993
gene:TraesCS5A03G0033800	Chr5A	11715248	11715721	-	11715484	Chr5A	10669476	10669949	-	10669712	1.0	0.993
gene:TraesCS5A03G0033500	Chr5A	11715248	11715721	-	11715484	Chr5A	10669476	10669949	-	10669712	1.0	0.993
gene:TraesCS5A03G0033600	Chr5A	11715248	11715721	-	11715484	Chr5A	10669476	10669949	-	10669712	1.0	0.993
gene:TraesCS5A03G0033900	Chr5A	11715248	11715721	-	11715484	Chr5A	10669476	10669949	-	10669712	1.0	0.993
gene:TraesCS5A03G0034100	Chr5A	11885871	11890851	+	11888361	Chr5A	10869783	10874951	+	10872367	0.998	0.995
gene:TraesCS5A03G0034200	Chr5A	11895860	11910107	-	11902983	Chr5A	10879773	10894526	-	10887149	1.0	0.997
gene:TraesCS5A03G0034700	Chr5A	12251749	12256420	-	12254084	Chr5A	11258812	11263780	-	11261296	1.0	0.907
gene:TraesCS5A03G0035400	Chr5A	12529770	12533605	+	12531687	Chr5A	11529167	11533139	+	11531153	0.96	0.926
gene:TraesCS5A03G0035500	Chr5A	12533757	12534928	-	12534342	Chr5A	11533309	11534476	-	11533892	0.988	0.976
gene:TraesCS5A03G0035600	Chr5A	12594684	12599889	+	12597286	Chr5A	11593750	11599341	+	11596545	1.0	1.0
gene:TraesCS5A03G0036100	Chr5A	12887867	12889818	-	12888842	Chr5A	11886964	11888915	-	11887939	1.0	1.0
gene:TraesCS5A03G0036600	Chr5A	12978984	12986405	-	12982694	Chr5A	11982280	11989699	-	11985989	1.0	1.0
gene:TraesCS5A03G0036700	Chr5A	13070935	13074950	+	13072942	Chr5A	12076052	12080067	+	12078059	1.0	1.0
gene:TraesCS5A03G0036800	Chr5A	13077346	13078411	-	13077878	Chr5A	12082463	12083528	-	12082995	1.0	1.0
gene:TraesCS5A03G0037100	Chr5A	13103154	13118433	-	13110793	Chr5A	12106988	12122256	-	12114622	0.945	0.944
gene:TraesCS5A03G0037600	Chr5A	13181189	13183029	-	13182109	Chr5A	12141630	12143470	-	12142550	1.0	1.0
gene:TraesCS5A03G0037900	Chr5A	13554097	13557049	+	13555573	Chr5A	12513271	12516223	+	12514747	1.0	1.0
gene:TraesCS5A03G0038100	Chr5A	13557667	13559988	-	13558827	Chr5A	12516841	12519162	-	12518001	1.0	1.0
gene:TraesCS5A03G0038900	Chr5A	13945951	13947357	-	13946654	Chr5A	12935499	12936810	-	12936154	1.0	0.998
gene:TraesCS5A03G0039100	Chr5A	13973695	13981306	+	13977500	Chr5A	12963175	12970786	+	12966980	1.0	1.0
gene:TraesCS5A03G0039300	Chr5A	14003438	14007677	+	14005557	Chr5A	12992914	12997153	+	12995033	1.0	1.0
gene:TraesCS5A03G0039700	Chr5A	14169905	14170834	-	14170369	Chr5A	13214083	13215012	-	13214547	1.0	1.0
gene:TraesCS5A03G0039800	Chr5A	14170921	14172486	-	14171703	Chr5A	13215099	13216664	-	13215881	1.0	1.0
gene:TraesCS5A03G0040500	Chr5A	14533373	14537750	+	14535561	Chr5A	13581814	13586190	+	13584002	1.0	0.998
gene:TraesCS5A03G0041100	Chr5A	14654769	14654966	-	14654867	Chr5A	13703608	13703805	-	13703706	1.0	0.994
gene:TraesCS5A03G0041300	Chr5A	14794669	14797167	-	14795918	Chr5A	13843636	13846134	-	13844885	1.0	1.0
gene:TraesCS5A03G0042000	Chr5A	15061413	15062058	-	15061735	Chr5A	14113988	14114633	-	14114310	1.0	0.998
gene:TraesCS5A03G0042100	Chr5A	15065943	15066625	-	15066284	Chr5A	14118518	14119200	-	14118859	1.0	1.0
gene:TraesCS5A03G0042400	Chr5A	15111999	15112510	-	15112254	Chr5A	14168089	14168600	-	14168344	1.0	1.0
gene:TraesCS5A03G0042800	Chr5A	15369639	15373889	-	15371764	Chr5A	14430407	14434657	-	14432532	1.0	0.999
gene:TraesCS5A03G0042900	Chr5A	15376024	15377704	-	15376864	Chr5A	14437094	14438774	-	14437934	1.0	1.0
gene:TraesCS5A03G0043300	Chr5A	16082731	16086382	+	16084556	Chr5A	15149003	15152654	+	15150828	1.0	1.0
gene:TraesCS5A03G0043600	Chr5A	16133993	16134541	-	16134267	Chr5A	15200878	15201426	-	15201152	1.0	1.0
gene:TraesCS5A03G0043700	Chr5A	16141514	16142455	-	16141984	Chr5A	15208825	15209766	-	15209295	1.0	1.0
gene:TraesCS5A03G0043900	Chr5A	16174078	16175132	-	16174605	Chr5A	15241889	15242943	-	15242416	1.0	1.0
gene:TraesCS5A03G0044100	Chr5A	16201077	16201881	-	16201479	Chr5A	15268964	15269768	-	15269366	1.0	1.0
gene:TraesCS5A03G0044200	Chr5A	16212920	16213650	-	16213285	Chr5A	15280988	15281718	-	15281353	1.0	1.0
gene:TraesCS5A03G0044400	Chr5A	16245555	16246254	+	16245904	Chr5A	15313537	15314236	+	15313886	1.0	1.0
gene:TraesCS5A03G0044500	Chr5A	16362866	16363541	+	16363203	Chr5A	15436074	15436749	+	15436411	1.0	0.998
gene:TraesCS5A03G0044600	Chr5A	16432509	16433288	+	16432898	Chr5A	15506608	15507387	+	15506997	1.0	1.0
gene:TraesCS5A03G0044700	Chr5A	16437331	16438102	+	16437716	Chr5A	15511430	15512201	+	15511815	1.0	1.0
gene:TraesCS5A03G0044800	Chr5A	16442984	16443526	+	16443255	Chr5A	15517059	15517601	+	15517330	1.0	1.0
gene:TraesCS5A03G0044900	Chr5A	16448547	16449328	+	16448937	Chr5A	15522621	15523402	+	15523011	1.0	0.998
gene:TraesCS5A03G0045000	Chr5A	16454101	16454687	+	16454394	Chr5A	15528175	15528761	+	15528468	1.0	1.0
gene:TraesCS5A03G0045100	Chr5A	16459724	16460266	+	16459995	Chr5A	15533797	15534339	+	15534068	1.0	0.998
gene:TraesCS5A03G0045200	Chr5A	16465254	16466071	+	16465662	Chr5A	15539327	15540145	+	15539736	1.0	0.998
gene:TraesCS5A03G0045500	Chr5A	16789187	16791889	-	16790538	Chr5A	15870178	15872880	-	15871529	1.0	0.999
gene:TraesCS5A03G0045900	Chr5A	16866872	16868390	-	16867631	Chr5A	15933345	15934863	-	15934104	1.0	0.999
gene:TraesCS5A03G0046200	Chr5A	16983697	16984251	-	16983974	Chr5A	16041679	16042233	-	16041956	1.0	1.0
gene:TraesCS5A03G0046800	Chr5A	17790269	17795607	+	17792938	Chr5A	16840818	16846508	+	16843663	1.0	1.0
gene:TraesCS5A03G0046900	Chr5A	17809557	17813693	-	17811625	Chr5A	16860938	16865074	-	16863006	1.0	1.0
gene:TraesCS5A03G0047100	Chr5A	18352947	18355076	-	18354011	Chr5A	17418274	17420375	-	17419324	0.986	0.986
gene:TraesCS5A03G0050500	Chr5A	18910099	18913086	+	18911592	Chr5A	17977933	17980920	+	17979426	1.0	1.0
gene:TraesCS5A03G0050700	Chr5A	18916182	18923705	-	18919943	Chr5A	17984016	17991540	-	17987778	1.0	1.0
gene:TraesCS5A03G0051400	Chr5A	19168016	19170950	-	19169483	Chr5A	18230267	18233201	-	18231734	1.0	0.999
gene:TraesCS5A03G0051900	Chr5A	19226402	19228090	+	19227246	Chr5A	18302411	18304099	+	18303255	1.0	1.0
gene:TraesCS5A03G0053100	Chr5A	19462990	19464886	-	19463938	Chr5A	18538242	18540138	-	18539190	1.0	1.0
gene:TraesCS5A03G0053200	Chr5A	19472218	19473316	+	19472767	Chr5A	18547950	18549048	+	18548499	1.0	1.0
gene:TraesCS5A03G0053400	Chr5A	19513811	19514992	+	19514401	Chr5A	18589211	18590392	+	18589801	1.0	1.0
gene:TraesCS5A03G0053700	Chr5A	19568441	19570112	+	19569276	Chr5A	18644664	18646335	+	18645499	1.0	1.0
gene:TraesCS5A03G0053800	Chr5A	19571726	19572774	+	19572250	Chr5A	18647950	18648998	+	18648474	1.0	0.998
gene:TraesCS5A03G0054100	Chr5A	19617367	19622081	-	19619724	Chr5A	18693815	18698529	-	18696172	1.0	1.0
gene:TraesCS5A03G0054500	Chr5A	19766788	19770491	+	19768639	Chr5A	18844156	18847859	+	18846007	1.0	1.0
gene:TraesCS5A03G0054600	Chr5A	19772527	19775655	+	19774091	Chr5A	18849894	18853022	+	18851458	1.0	1.0
gene:TraesCS5A03G0054700	Chr5A	19778401	19782788	-	19780594	Chr5A	18855768	18860155	-	18857961	1.0	1.0
gene:TraesCS5A03G0055100	Chr5A	20334747	20336643	+	20335695	Chr5A	19372105	19374397	+	19373251	1.0	1.0
gene:TraesCS5A03G0055200	Chr5A	20508046	20510726	-	20509386	Chr5A	19547577	19550279	-	19548928	1.0	1.0
gene:TraesCS5A03G0055300	Chr5A	20514042	20515965	+	20515003	Chr5A	19553609	19555532	+	19554570	1.0	1.0
gene:TraesCS5A03G0055400	Chr5A	20575354	20577091	-	20576222	Chr5A	19614745	19616482	-	19615613	1.0	1.0
gene:TraesCS5A03G0055500	Chr5A	20599716	20601776	-	20600746	Chr5A	19639253	19641313	-	19640283	1.0	1.0
gene:TraesCS5A03G0055600	Chr5A	20606418	20609919	+	20608168	Chr5A	19645955	19649456	+	19647705	1.0	1.0
gene:TraesCS5A03G0055700	Chr5A	20611015	20614386	-	20612700	Chr5A	19650552	19653923	-	19652237	1.0	1.0
gene:TraesCS5A03G0055800	Chr5A	20616397	20619451	+	20617924	Chr5A	19655932	19658986	+	19657459	1.0	1.0
gene:TraesCS5A03G0056600	Chr5A	20700291	20701685	+	20700988	Chr5A	19739784	19741178	+	19740481	1.0	1.0
gene:TraesCS5A03G0056700	Chr5A	20702351	20704621	+	20703486	Chr5A	19741844	19744114	+	19742979	1.0	1.0
gene:TraesCS5A03G0057000	Chr5A	20710659	20715240	-	20712949	Chr5A	19750152	19754567	-	19752359	1.0	1.0
gene:TraesCS5A03G0057100	Chr5A	20727287	20729485	+	20728386	Chr5A	19766695	19768893	+	19767794	1.0	1.0
gene:TraesCS5A03G0057300	Chr5A	20732882	20735140	+	20734011	Chr5A	19772290	19774548	+	19773419	1.0	1.0
gene:TraesCS5A03G0057500	Chr5A	20750309	20754701	-	20752505	Chr5A	19789907	19794299	-	19792103	1.0	1.0
gene:TraesCS5A03G0057600	Chr5A	20794666	20796281	+	20795473	Chr5A	19835949	19837564	+	19836756	1.0	1.0
gene:TraesCS5A03G0058100	Chr5A	20841287	20851033	-	20846160	Chr5A	19883414	19893160	-	19888287	1.0	1.0
gene:TraesCS5A03G0058200	Chr5A	20856434	20857896	-	20857165	Chr5A	19898561	19900023	-	19899292	1.0	1.0
gene:TraesCS5A03G0058300	Chr5A	20885980	20887325	-	20886652	Chr5A	19928314	19929659	-	19928986	1.0	1.0
gene:TraesCS5A03G0058400	Chr5A	20887907	20888664	+	20888285	Chr5A	19930241	19930998	+	19930619	1.0	1.0
gene:TraesCS5A03G0058500	Chr5A	21002079	21004310	+	21003194	Chr5A	20045320	20047551	+	20046435	1.0	1.0
gene:TraesCS5A03G0058900	Chr5A	21040081	21043244	+	21041662	Chr5A	20083026	20086189	+	20084607	1.0	1.0
gene:TraesCS5A03G0059600	Chr5A	21156613	21161181	+	21158897	Chr5A	20199790	20204358	+	20202074	1.0	1.0
gene:TraesCS5A03G0059700	Chr5A	21162743	21166518	+	21164630	Chr5A	20205922	20209697	+	20207809	1.0	0.999
gene:TraesCS5A03G0059800	Chr5A	21168150	21168749	-	21168449	Chr5A	20211329	20211928	-	20211628	1.0	1.0
gene:TraesCS5A03G0060600	Chr5A	21187379	21188974	+	21188176	Chr5A	20230709	20232443	+	20231576	1.0	1.0
gene:TraesCS5A03G0060700	Chr5A	21201520	21207239	-	21204379	Chr5A	20244990	20250706	-	20247848	1.0	0.999
gene:TraesCS5A03G0060800	Chr5A	21472978	21475235	-	21474106	Chr5A	20520980	20523237	-	20522108	1.0	1.0
gene:TraesCS5A03G0061200	Chr5A	21589956	21594154	+	21592055	Chr5A	20638780	20642978	+	20640879	1.0	1.0
gene:TraesCS5A03G0061300	Chr5A	21597723	21600479	+	21599101	Chr5A	20646338	20649086	+	20647712	1.0	1.0
gene:TraesCS5A03G0061900	Chr5A	21839966	21842671	+	21841318	Chr5A	20889994	20892699	+	20891346	1.0	1.0
gene:TraesCS5A03G0062000	Chr5A	21904387	21908249	+	21906318	Chr5A	20955009	20958871	+	20956940	1.0	1.0
gene:TraesCS5A03G0062100	Chr5A	21908882	21911764	-	21910323	Chr5A	20959504	20962386	-	20960945	1.0	1.0
gene:TraesCS5A03G0062600	Chr5A	22725464	22726125	+	22725794	Chr5A	22667585	22668246	+	22667915	1.0	1.0
gene:TraesCS5A03G0062700	Chr5A	22746754	22752677	-	22749715	Chr5A	22689078	22695001	-	22692039	1.0	0.999
gene:TraesCS5A03G0062800	Chr5A	22752858	22753978	+	22753418	Chr5A	22695182	22696302	+	22695742	1.0	1.0
