gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Cadenza_v2_tgt_chr	Cadenza_v2_tgt_start	Cadenza_v2_tgt_end	Cadenza_v2_tgt_strand	Cadenza_v2_tgt_midpoint	Cadenza_v2_coverage	Cadenza_v2_identity	segment
gene:TraesCS2A02G005200	Chr2A	2657374	2660973	-	2659173	Chr2A	3806967	3810561	+	3808764	1.0	0.996	collinear
gene:TraesCS2A02G005300	Chr2A	2693455	2697385	+	2695420	Chr2A	3788223	3792130	-	3790176	0.997	0.974	collinear
gene:TraesCS2A02G005400	Chr2A	2700528	2700923	-	2700725	Chr2A	3784672	3785067	+	3784869	1.0	0.994	collinear
gene:TraesCS2A02G005500	Chr2A	2708175	2708888	-	2708531	Chr2A	3776701	3777414	+	3777057	1.0	1.0	collinear
gene:TraesCS2A02G005600	Chr2A	2713730	2714453	+	2714091	Chr2A	3771171	3771894	-	3771532	1.0	0.993	collinear
gene:TraesCS2A02G005700	Chr2A	2726159	2727824	+	2726991	Chr2A	3757986	3759624	-	3758805	0.995	0.982	collinear
gene:TraesCS2A02G006000	Chr2A	2791671	2794776	-	2793223	Chr2A	3726704	3730036	+	3728370	1.0	0.997	collinear
gene:TraesCS2A02G006100	Chr2A	2817615	2820056	-	2818835	Chr2A	3701437	3703878	+	3702657	1.0	0.997	collinear
gene:TraesCS2A02G006200	Chr2A	2839126	2854913	+	2847019	Chr2A	3668576	3683818	-	3676197	1.0	0.987	collinear
gene:TraesCS2A02G006300	Chr2A	2860739	2862513	+	2861626	Chr2A	3661185	3662959	-	3662072	1.0	0.999	collinear
gene:TraesCS2A02G006400	Chr2A	2876139	2877842	+	2876990	Chr2A	3646013	3647716	-	3646864	1.0	1.0	collinear
gene:TraesCS2A02G006500	Chr2A	2880736	2885432	+	2883084	Chr2A	3638423	3643119	-	3640771	1.0	0.998	collinear
gene:TraesCS2A02G006600	Chr2A	2892625	2893791	-	2893208	Chr2A	3630033	3631199	+	3630616	1.0	1.0	collinear
gene:TraesCS2A02G006700	Chr2A	2895357	2896658	+	2896007	Chr2A	3627166	3628467	-	3627816	1.0	1.0	collinear
gene:TraesCS2A02G006800	Chr2A	2914803	2920979	+	2917891	Chr2A	3602853	3609029	-	3605941	1.0	1.0	collinear
gene:TraesCS2A02G006900	Chr2A	2964420	2965424	+	2964922	Chr2A	3559488	3560492	-	3559990	1.0	1.0	collinear
gene:TraesCS2A02G007000	Chr2A	2986007	2990362	+	2988184	Chr2A	3534897	3539252	-	3537074	1.0	1.0	collinear
gene:TraesCS2A02G007200	Chr2A	3106369	3111490	+	3108929	Chr2A	4490114	4495168	-	4492641	0.917	0.912	collinear
gene:TraesCS2A02G007300	Chr2A	3111972	3114111	+	3113041	Chr2A	4487592	4489580	-	4488586	0.965	0.946	collinear
gene:TraesCS2A02G007500	Chr2A	3333157	3336110	-	3334633	Chr2A	4521794	4524753	-	4523273	1.0	0.995	collinear
gene:TraesCS2A02G007600	Chr2A	3351281	3351679	+	3351480	Chr2A	4553973	4554371	+	4554172	1.0	0.984	collinear
gene:TraesCS2A02G007700	Chr2A	3400981	3406474	-	3403727	Chr2A	4622450	4622811	-	4622630	0.92	0.909	collinear
gene:TraesCS2A02G007800	Chr2A	3442301	3447773	+	3445037	Chr2A	4642086	4647715	+	4644900	1.0	0.997	collinear
gene:TraesCS2A02G007900	Chr2A	3448583	3450490	-	3449536	Chr2A	4648524	4650430	-	4649477	1.0	0.996	collinear
gene:TraesCS2A02G008000	Chr2A	3523032	3524646	+	3523839	Chr2A	4795169	4796784	+	4795976	1.0	0.982	collinear
gene:TraesCS2A02G008100	Chr2A	3532809	3534386	-	3533597	Chr2A	4807492	4809054	-	4808273	0.99	0.978	collinear
gene:TraesCS2A02G008300	Chr2A	3594024	3595544	+	3594784	Chr2A	4875583	4877103	+	4876343	1.0	0.994	collinear
gene:TraesCS2A02G008400	Chr2A	3607846	3621969	+	3614907	Chr2A	4887628	4901640	+	4894634	1.0	0.997	collinear
gene:TraesCS2A02G008500	Chr2A	3626039	3630710	+	3628374	Chr2A	4906341	4911572	+	4908956	1.0	0.997	collinear
gene:TraesCS2A02G008600	Chr2A	3629933	3630902	+	3630417	Chr2A	4910233	4911764	+	4910998	1.0	0.995	collinear
gene:TraesCS2A02G008900	Chr2A	3639742	3641262	+	3640502	Chr2A	4918145	4919665	+	4918905	1.0	0.992	collinear
gene:TraesCS2A02G009000	Chr2A	3754755	3755141	-	3754948	Chr2A	5015310	5015696	-	5015503	1.0	0.994	collinear
gene:TraesCS2A02G009100	Chr2A	3759130	3762320	+	3760725	Chr2A	5019694	5022750	+	5021222	0.923	0.917	collinear
gene:TraesCS2A02G009300	Chr2A	3794470	3797034	+	3795752	Chr2A	5044308	5046872	+	5045590	1.0	0.99	collinear
gene:TraesCS2A02G009400	Chr2A	3794413	3801111	-	3797762	Chr2A	5044251	5050917	-	5047584	0.988	0.974	collinear
gene:TraesCS2A02G009500	Chr2A	3816477	3818177	+	3817327	Chr2A	5080688	5082371	+	5081529	0.989	0.978	collinear
gene:TraesCS2A02G009600	Chr2A	3834207	3844562	-	3839384	Chr2A	5105618	5115788	-	5110703	1.0	0.988	collinear
gene:TraesCS2A02G009700	Chr2A	3848784	3857006	-	3852895	Chr2A	5119831	5125776	-	5122803	0.972	0.967	collinear
gene:TraesCS2A02G009800	Chr2A	3862849	3865016	-	3863932	Chr2A	5140243	5142410	-	5141326	1.0	0.996	collinear
gene:TraesCS2A02G010000	Chr2A	3954553	3955387	+	3954970	Chr2A	5211249	5212074	+	5211661	0.975	0.942	collinear
gene:TraesCS2A02G010100	Chr2A	3959343	3962913	+	3961128	Chr2A	5215824	5219397	+	5217610	1.0	0.994	collinear
gene:TraesCS2A02G010200	Chr2A	3964835	3968074	-	3966454	Chr2A	5221055	5224240	-	5222647	0.97	0.959	collinear
gene:TraesCS2A02G010300	Chr2A	4037703	4041497	+	4039600	Chr2A	5317605	5321399	+	5319502	1.0	0.998	collinear
gene:TraesCS2A02G010400	Chr2A	4042748	4044634	+	4043691	Chr2A	5322649	5324535	+	5323592	1.0	0.995	collinear
gene:TraesCS2A02G010500	Chr2A	4046474	4047655	-	4047064	Chr2A	5326374	5327513	-	5326943	0.927	0.921	collinear
gene:TraesCS2A02G010600	Chr2A	4083824	4089576	+	4086700	Chr2A	5422404	5428167	+	5425285	1.0	0.987	collinear
gene:TraesCS2A02G010700	Chr2A	4092367	4094111	+	4093239	Chr2A	5431011	5432759	+	5431885	0.999	0.985	collinear
gene:TraesCS2A02G011000	Chr2A	4161106	4165285	+	4163195	Chr2A	5532388	5536351	+	5534369	1.0	0.996	collinear
gene:TraesCS2A02G011100	Chr2A	4168036	4172935	-	4170485	Chr2A	5539102	5544029	-	5541565	1.0	0.996	collinear
gene:TraesCS2A02G011200	Chr2A	4180343	4182324	+	4181333	Chr2A	5597110	5599090	+	5598100	1.0	0.996	collinear
gene:TraesCS2A02G011300	Chr2A	4210178	4214118	+	4212148	Chr2A	5623501	5627441	+	5625471	1.0	0.996	collinear
gene:TraesCS2A02G011400	Chr2A	4215799	4221330	-	4218564	Chr2A	5629123	5634789	-	5631956	1.0	0.996	collinear
gene:TraesCS2A02G011500	Chr2A	4291370	4293941	-	4292655	Chr2A	5684110	5686694	-	5685402	0.998	0.989	collinear
gene:TraesCS2A02G011600	Chr2A	4309562	4313889	-	4311725	Chr2A	5702232	5706565	-	5704398	1.0	0.992	collinear
gene:TraesCS2A02G011700	Chr2A	4348696	4349926	-	4349311	Chr2A	5732455	5733673	-	5733064	0.985	0.983	collinear
gene:TraesCS2A02G011800	Chr2A	4363249	4364036	+	4363642	Chr2A	5749423	5750210	+	5749816	1.0	0.995	collinear
gene:TraesCS2A02G011900	Chr2A	4562735	4563193	-	4562964	Chr2A	5900256	5900714	-	5900485	1.0	1.0	collinear
gene:TraesCS2A02G012000	Chr2A	4616928	4621117	+	4619022	Chr2A	5954181	5958370	+	5956275	1.0	1.0	collinear
gene:TraesCS2A02G012100	Chr2A	4674196	4674654	+	4674425	Chr2A	6010579	6011037	+	6010808	1.0	0.997	collinear
gene:TraesCS2A02G012200	Chr2A	4786647	4793856	-	4790251	Chr2A	6136364	6143573	-	6139968	1.0	1.0	collinear
gene:TraesCS2A02G012300	Chr2A	4907004	4909365	+	4908184	Chr2A	6248895	6251256	+	6250075	1.0	1.0	collinear
gene:TraesCS2A02G012400	Chr2A	4920367	4938841	+	4929604	Chr2A	6262070	6280822	+	6271446	1.0	1.0	collinear
gene:TraesCS2A02G012500	Chr2A	4944069	4947552	+	4945810	Chr2A	6286050	6289533	+	6287791	1.0	1.0	collinear
gene:TraesCS2A02G012600	Chr2A	4949386	4958225	-	4953805	Chr2A	6291367	6300207	-	6295787	1.0	1.0	collinear
gene:TraesCS2A02G012700	Chr2A	4964229	4969383	+	4966806	Chr2A	6306210	6311138	+	6308674	1.0	1.0	collinear
gene:TraesCS2A02G012800	Chr2A	4970401	4976740	+	4973570	Chr2A	6312156	6318131	+	6315143	1.0	1.0	collinear
gene:TraesCS2A02G012900	Chr2A	4978101	4982374	-	4980237	Chr2A	6319504	6323777	-	6321640	1.0	1.0	collinear
gene:TraesCS2A02G013000	Chr2A	5187975	5191616	+	5189795	Chr2A	6531978	6535629	+	6533803	0.999	0.994	collinear
gene:TraesCS2A02G013100	Chr2A	5290647	5291144	-	5290895	Chr2A	6630955	6631452	-	6631203	1.0	0.982	collinear
gene:TraesCS2A02G013200	Chr2A	5308405	5312278	+	5310341	Chr2A	6645436	6649309	+	6647372	1.0	1.0	collinear
gene:TraesCS2A02G013300	Chr2A	5404732	5405312	-	5405022	Chr2A	6740514	6741094	-	6740804	1.0	1.0	collinear
gene:TraesCS2A02G013400	Chr2A	5483072	5486858	-	5484965	Chr2A	6843867	6847653	-	6845760	1.0	0.999	collinear
gene:TraesCS2A02G013500	Chr2A	5525814	5529354	-	5527584	Chr2A	6886281	6889821	-	6888051	1.0	1.0	collinear
gene:TraesCS2A02G013600	Chr2A	5634066	5637365	+	5635715	Chr2A	6993279	6996578	+	6994928	1.0	0.999	collinear
gene:TraesCS2A02G013700	Chr2A	5641476	5642707	-	5642091	Chr2A	7000689	7001920	-	7001304	1.0	1.0	collinear
gene:TraesCS2A02G013800	Chr2A	5646829	5647377	-	5647103	Chr2A	7010977	7011525	-	7011251	1.0	0.998	collinear
gene:TraesCS2A02G013900	Chr2A	5651861	5653663	+	5652762	Chr2A	7016009	7017810	+	7016909	1.0	1.0	collinear
gene:TraesCS2A02G014000	Chr2A	5663471	5666009	-	5664740	Chr2A	7027363	7029901	-	7028632	1.0	1.0	collinear
gene:TraesCS2A02G014100	Chr2A	5672666	5673346	+	5673006	Chr2A	7036558	7037238	+	7036898	1.0	1.0	collinear
gene:TraesCS2A02G014200	Chr2A	5675975	5678969	+	5677472	Chr2A	7039865	7042859	+	7041362	1.0	1.0	collinear
gene:TraesCS2A02G014300	Chr2A	5689525	5692873	-	5691199	Chr2A	7053277	7056625	-	7054951	1.0	1.0	collinear
gene:TraesCS2A02G014400	Chr2A	5707439	5711986	+	5709712	Chr2A	7071020	7075567	+	7073293	1.0	1.0	collinear
gene:TraesCS2A02G014500	Chr2A	5782815	5785681	-	5784248	Chr2A	7143776	7146642	-	7145209	1.0	1.0	collinear
gene:TraesCS2A02G014600	Chr2A	5787397	5789072	-	5788234	Chr2A	7148358	7150033	-	7149195	1.0	1.0	collinear
gene:TraesCS2A02G014700	Chr2A	5901042	5901416	+	5901229	Chr2A	7262705	7263079	+	7262892	1.0	1.0	collinear
gene:TraesCS2A02G014800	Chr2A	5908221	5912388	+	5910304	Chr2A	7269884	7274051	+	7271967	1.0	1.0	collinear
gene:TraesCS2A02G014900	Chr2A	5927556	5930080	+	5928818	Chr2A	7350301	7352825	+	7351563	1.0	1.0	collinear
gene:TraesCS2A02G015000	Chr2A	6055857	6056102	-	6055979	Chr2A	7476290	7476535	-	7476412	1.0	1.0	collinear
gene:TraesCS2A02G015200	Chr2A	6134770	6136088	+	6135429	Chr2A	7549137	7550455	+	7549796	1.0	1.0	collinear
gene:TraesCS2A02G015300	Chr2A	6243555	6243800	+	6243677	Chr2A	7657551	7657796	+	7657673	1.0	1.0	collinear
gene:TraesCS2A02G015400	Chr2A	6267850	6269988	+	6268919	Chr2A	7681728	7683866	+	7682797	1.0	1.0	collinear
gene:TraesCS2A02G016000	Chr2A	7328301	7329539	+	7328920	Chr2A	7957088	7958326	+	7957707	1.0	1.0	collinear
gene:TraesCS2A02G016100	Chr2A	7380550	7387205	+	7383877	Chr2A	8008967	8015355	+	8012161	1.0	1.0	collinear
gene:TraesCS2A02G016200	Chr2A	7513301	7514256	-	7513778	Chr2A	8122902	8123857	-	8123379	1.0	1.0	collinear
gene:TraesCS2A02G016300	Chr2A	7526283	7527408	+	7526845	Chr2A	8135885	8137010	+	8136447	1.0	1.0	collinear
gene:TraesCS2A02G016400	Chr2A	7544927	7552383	-	7548655	Chr2A	8154187	8161398	-	8157792	1.0	1.0	collinear
gene:TraesCS2A02G016500	Chr2A	7687208	7692711	-	7689959	Chr2A	8295692	8301195	-	8298443	1.0	1.0	collinear
gene:TraesCS2A02G016600	Chr2A	7727315	7729000	+	7728157	Chr2A	8335623	8337308	+	8336465	1.0	0.995	collinear
gene:TraesCS2A02G016700	Chr2A	7741495	7743214	+	7742354	Chr2A	8349099	8350818	+	8349958	1.0	0.996	collinear
gene:TraesCS2A02G016800	Chr2A	7745388	7750024	+	7747706	Chr2A	8353807	8358452	+	8356129	0.992	0.987	collinear
gene:TraesCS2A02G016900	Chr2A	7786502	7787953	+	7787227	Chr2A	8404877	8406318	+	8405597	0.993	0.988	collinear
gene:TraesCS2A02G017000	Chr2A	7806748	7809503	+	7808125	Chr2A	8597280	8600039	+	8598659	0.999	0.993	collinear
gene:TraesCS2A02G017100	Chr2A	7919182	7922036	+	7920609	Chr2A	8698864	8701715	+	8700289	0.998	0.995	collinear
gene:TraesCS2A02G017200	Chr2A	7923952	7928542	-	7926247	Chr2A	8703610	8708187	-	8705898	1.0	0.998	collinear
gene:TraesCS2A02G017300	Chr2A	8141118	8143112	-	8142115	Chr2A	8759179	8761162	+	8760170	0.983	0.979	collinear
gene:TraesCS2A02G017400	Chr2A	8147731	8150606	+	8149168	Chr2A	8753245	8756058	-	8754651	0.969	0.966	collinear
gene:TraesCS2A02G017600	Chr2A	8180336	8182745	-	8181540	Chr2A	8975088	8977497	-	8976292	1.0	0.995	collinear
gene:TraesCS2A02G017700	Chr2A	8368596	8370950	-	8369773	Chr2A	9161816	9164170	-	9162993	1.0	1.0	collinear
gene:TraesCS2A02G017900	Chr2A	8413111	8414571	+	8413841	Chr2A	9205795	9207255	+	9206525	1.0	1.0	collinear
gene:TraesCS2A02G018000	Chr2A	8543341	8543955	+	8543648	Chr2A	9333948	9334562	+	9334255	1.0	1.0	collinear
gene:TraesCS2A02G018100	Chr2A	8627425	8628896	+	8628160	Chr2A	9417178	9418649	+	9417913	1.0	0.999	collinear
gene:TraesCS2A02G018200	Chr2A	8630939	8632495	+	8631717	Chr2A	9420692	9422248	+	9421470	1.0	1.0	collinear
gene:TraesCS2A02G018300	Chr2A	8682728	8684428	+	8683578	Chr2A	9472483	9473925	+	9473204	0.997	0.997	collinear
gene:TraesCS2A02G018400	Chr2A	8707395	8708887	+	8708141	Chr2A	9496892	9498384	+	9497638	1.0	1.0	collinear
gene:TraesCS2A02G018500	Chr2A	8719425	8723536	+	8721480	Chr2A	9508535	9512646	+	9510590	1.0	1.0	collinear
gene:TraesCS2A02G018600	Chr2A	8727302	8728927	+	8728114	Chr2A	9516412	9518037	+	9517224	1.0	1.0	collinear
gene:TraesCS2A02G018700	Chr2A	8735357	8736817	-	8736087	Chr2A	9523932	9525392	-	9524662	1.0	0.999	collinear
gene:TraesCS2A02G018800	Chr2A	8755845	8757713	-	8756779	Chr2A	9544285	9546153	-	9545219	1.0	0.999	collinear
gene:TraesCS2A02G018900	Chr2A	8786271	8787710	-	8786990	Chr2A	10309972	10311414	-	10310693	1.0	0.997	collinear
gene:TraesCS2A02G019100	Chr2A	8789693	8790547	-	8790120	Chr2A	10313915	10314770	-	10314342	1.0	0.995	collinear
gene:TraesCS2A02G019200	Chr2A	8799491	8800345	-	8799918	Chr2A	11163489	11164344	+	11163916	1.0	0.995	collinear
gene:TraesCS2A02G019300	Chr2A	8807209	8809235	+	8808222	Chr2A	10321807	10323833	+	10322820	1.0	1.0	collinear
gene:TraesCS2A02G019400	Chr2A	9057934	9060321	+	9059127	Chr2A	10571790	10574177	+	10572983	1.0	1.0	collinear
gene:TraesCS2A02G019500	Chr2A	9088667	9089242	-	9088954	Chr2A	10602525	10603100	-	10602812	1.0	1.0	collinear
gene:TraesCS2A02G019600	Chr2A	9093031	9093984	-	9093507	Chr2A	10606280	10607233	-	10606756	1.0	0.998	collinear
gene:TraesCS2A02G019700	Chr2A	9110381	9111116	-	9110748	Chr2A	10623459	10624194	-	10623826	1.0	1.0	collinear
gene:TraesCS2A02G019800	Chr2A	9120432	9121620	-	9121026	Chr2A	10633510	10634698	-	10634104	1.0	0.999	collinear
gene:TraesCS2A02G019900	Chr2A	9180390	9182239	+	9181314	Chr2A	10691972	10693821	+	10692896	1.0	0.999	collinear
gene:TraesCS2A02G020000	Chr2A	9316530	9318231	+	9317380	Chr2A	10826128	10827829	+	10826978	1.0	1.0	collinear
gene:TraesCS2A02G020100	Chr2A	9395128	9396748	+	9395938	Chr2A	10902849	10904469	+	10903659	1.0	1.0	collinear
gene:TraesCS2A02G020200	Chr2A	9537127	9537788	+	9537457	Chr2A	11038146	11038807	+	11038476	1.0	0.996	collinear
gene:TraesCS2A02G020400	Chr2A	9668499	9669938	+	9669218	Chr2A	11166292	11167731	+	11167011	1.0	1.0	collinear
gene:TraesCS2A02G020500	Chr2A	9681842	9685598	+	9683720	Chr2A	10296044	10299800	-	10297922	1.0	0.999	collinear
gene:TraesCS2A02G020600	Chr2A	9776430	9779655	+	9778042	Chr2A	10197924	10201149	-	10199536	1.0	1.0	collinear
gene:TraesCS2A02G020700	Chr2A	9841709	9842188	+	9841948	Chr2A	10137136	10137615	-	10137375	1.0	0.997	collinear
gene:TraesCS2A02G020800	Chr2A	9847578	9849279	+	9848428	Chr2A	10130045	10131746	-	10130895	1.0	1.0	collinear
gene:TraesCS2A02G020900	Chr2A	9936881	9939334	-	9938107	Chr2A	10040433	10042886	+	10041659	1.0	1.0	collinear
gene:TraesCS2A02G021000	Chr2A	9944094	9945548	+	9944821	Chr2A	10034393	10035847	-	10035120	1.0	1.0	collinear
gene:TraesCS2A02G021100	Chr2A	9949729	9951327	-	9950528	Chr2A	10028614	10030212	+	10029413	1.0	1.0	collinear
gene:TraesCS2A02G021200	Chr2A	9982953	9984401	+	9983677	Chr2A	9992712	9994160	-	9993436	1.0	1.0	collinear
gene:TraesCS2A02G021300	Chr2A	10198359	10201050	+	10199704	Chr2A	11384195	11386886	-	11385540	1.0	1.0	collinear
gene:TraesCS2A02G021400	Chr2A	10216981	10217832	-	10217406	Chr2A	11367417	11368268	+	11367842	1.0	1.0	collinear
gene:TraesCS2A02G021500	Chr2A	10238043	10238933	-	10238488	Chr2A	11346317	11347207	+	11346762	1.0	1.0	collinear
gene:TraesCS2A02G021600	Chr2A	10373829	10375814	+	10374821	Chr2A	11216111	11218096	-	11217103	1.0	1.0	collinear
gene:TraesCS2A02G021700	Chr2A	10464812	10466428	+	10465620	Chr2A	11680885	11682501	+	11681693	1.0	1.0	collinear
gene:TraesCS2A02G021800	Chr2A	10485180	10486891	-	10486035	Chr2A	11700158	11701869	-	11701013	1.0	1.0	collinear
gene:TraesCS2A02G021900	Chr2A	10506080	10508765	+	10507422	Chr2A	11720515	11723200	+	11721857	1.0	1.0	collinear
gene:TraesCS2A02G022000	Chr2A	10582186	10587604	+	10584895	Chr2A	11794576	11799994	+	11797285	1.0	1.0	collinear
gene:TraesCS2A02G022100	Chr2A	10596264	10602559	-	10599411	Chr2A	11805399	11811694	-	11808546	1.0	1.0	collinear
gene:TraesCS2A02G022200	Chr2A	10728899	10732400	+	10730649	Chr2A	11961019	11964521	+	11962770	1.0	0.998	collinear
gene:TraesCS2A02G022300	Chr2A	10734405	10751458	-	10742931	Chr2A	11966244	11983301	-	11974772	1.0	0.998	collinear
gene:TraesCS2A02G022400	Chr2A	10843480	10845920	-	10844700	Chr2A	12074769	12077209	-	12075989	1.0	1.0	collinear
gene:TraesCS2A02G022500	Chr2A	10911042	10914681	+	10912861	Chr2A	12143379	12146948	+	12145163	0.986	0.966	collinear
gene:TraesCS2A02G022600	Chr2A	10980928	10983254	+	10982091	Chr2A	12170437	12172795	+	12171616	1.0	0.959	collinear
gene:TraesCS2A02G022700	Chr2A	10992541	10996031	-	10994286	Chr2A	12179118	12182548	-	12180833	0.986	0.937	collinear
gene:TraesCS2A02G022800	Chr2A	11023818	11025703	-	11024760	Chr2A	12218506	12220418	-	12219462	0.999	0.942	collinear
gene:TraesCS2A02G023000	Chr2A	11215312	11217739	+	11216525	Chr2A	12267693	12270121	+	12268907	1.0	0.961	collinear
gene:TraesCS2A02G023600	Chr2A	11612950	11613726	-	11613338	Chr2A	12543553	12544329	-	12543941	1.0	1.0	collinear
gene:TraesCS2A02G023700	Chr2A	11619884	11622586	+	11621235	Chr2A	12550176	12552878	+	12551527	1.0	1.0	collinear
gene:TraesCS2A02G023800	Chr2A	11628200	11634369	-	11631284	Chr2A	12558492	12564657	-	12561574	1.0	0.999	collinear
gene:TraesCS2A02G023900	Chr2A	11636183	11640227	+	11638205	Chr2A	12566471	12570514	+	12568492	1.0	1.0	collinear
gene:TraesCS2A02G024000	Chr2A	11649921	11650453	+	11650187	Chr2A	12579902	12580434	+	12580168	1.0	1.0	collinear
gene:TraesCS2A02G024100	Chr2A	11690963	11691530	+	11691246	Chr2A	12620084	12620651	+	12620367	1.0	1.0	collinear
