gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Attraktion_tgt_chr	Attraktion_tgt_start	Attraktion_tgt_end	Attraktion_tgt_strand	Attraktion_tgt_midpoint	Attraktion_coverage	Attraktion_identity	segment
gene:TraesCS4A02G001700	Chr4A	1530917	1531391	-	1531154	Chr4A	1526059	1526533	-	1526296	1.0	1.0	collinear
gene:TraesCS4A02G001800	Chr4A	1725549	1728167	+	1726858	Chr4A	1727212	1729830	+	1728521	1.0	1.0	collinear
gene:TraesCS4A02G001900	Chr4A	1875289	1877152	-	1876220	Chr4A	1879240	1881091	-	1880165	1.0	1.0	collinear
gene:TraesCS4A02G002000	Chr4A	1878924	1887486	-	1883205	Chr4A	1882875	1891437	-	1887156	1.0	1.0	collinear
gene:TraesCS4A02G002100	Chr4A	1890009	1900021	-	1895015	Chr4A	1893960	1902653	-	1898306	0.986	0.986	collinear
gene:TraesCS4A02G002200	Chr4A	1908589	1911496	-	1910042	Chr4A	1911483	1914390	-	1912936	1.0	0.998	collinear
gene:TraesCS4A02G002300	Chr4A	1912631	1913926	-	1913278	Chr4A	1915529	1916824	-	1916176	1.0	1.0	collinear
gene:TraesCS4A02G002400	Chr4A	2039524	2044355	-	2041939	Chr4A	2041365	2046196	-	2043780	1.0	0.999	collinear
gene:TraesCS4A02G002500	Chr4A	2150588	2157766	-	2154177	Chr4A	2151090	2158061	-	2154575	1.0	1.0	collinear
gene:TraesCS4A02G002600	Chr4A	2402444	2412218	+	2407331	Chr4A	2406381	2415869	+	2411125	1.0	1.0	collinear
gene:TraesCS4A02G002700	Chr4A	2413178	2418131	-	2415654	Chr4A	2416829	2421782	-	2419305	1.0	0.999	collinear
gene:TraesCS4A02G002800	Chr4A	2545842	2549310	-	2547576	Chr4A	2548728	2552197	-	2550462	1.0	1.0	collinear
gene:TraesCS4A02G002900	Chr4A	2555141	2556274	-	2555707	Chr4A	2558028	2559161	-	2558594	1.0	1.0	collinear
gene:TraesCS4A02G003100	Chr4A	2636049	2637706	-	2636877	Chr4A	2563946	2565603	-	2564774	1.0	1.0	collinear
gene:TraesCS4A02G003200	Chr4A	2642528	2643953	-	2643240	Chr4A	2570243	2571668	-	2570955	1.0	1.0	collinear
gene:TraesCS4A02G003300	Chr4A	2737336	2739160	+	2738248	Chr4A	2664672	2666496	+	2665584	1.0	1.0	collinear
gene:TraesCS4A02G003400	Chr4A	2774646	2776037	+	2775341	Chr4A	2700627	2702018	+	2701322	1.0	1.0	collinear
gene:TraesCS4A02G003500	Chr4A	2786275	2786652	-	2786463	Chr4A	2712256	2712633	-	2712444	1.0	1.0	collinear
gene:TraesCS4A02G003600	Chr4A	2790602	2797484	-	2794043	Chr4A	2716382	2723262	-	2719822	0.999	0.999	collinear
gene:TraesCS4A02G003800	Chr4A	2938822	2941089	+	2939955	Chr4A	2865320	2867587	+	2866453	1.0	0.997	collinear
gene:TraesCS4A02G003900	Chr4A	2942890	2945449	+	2944169	Chr4A	2870517	2873079	+	2871798	1.0	0.999	collinear
gene:TraesCS4A02G004000	Chr4A	2945197	2948419	-	2946808	Chr4A	2872827	2876057	-	2874442	1.0	0.996	collinear
gene:TraesCS4A02G004100	Chr4A	2951235	2959545	-	2955390	Chr4A	2878887	2885671	-	2882279	0.999	0.998	collinear
gene:TraesCS4A02G004200	Chr4A	2974257	2974595	+	2974426	Chr4A	2908921	2909259	+	2909090	1.0	1.0	collinear
gene:TraesCS4A02G004300	Chr4A	2984490	2995176	-	2989833	Chr4A	2920210	2930860	-	2925535	1.0	0.998	collinear
gene:TraesCS4A02G004400	Chr4A	3062629	3067264	-	3064946	Chr4A	2996653	3001297	-	2998975	1.0	0.997	collinear
gene:TraesCS4A02G004500	Chr4A	3079731	3083407	-	3081569	Chr4A	3014334	3018010	-	3016172	1.0	0.999	collinear
gene:TraesCS4A02G004600	Chr4A	3109721	3114205	-	3111963	Chr4A	3055894	3060401	-	3058147	1.0	0.998	collinear
gene:TraesCS4A02G004700	Chr4A	3114555	3118193	-	3116374	Chr4A	3060751	3064405	-	3062578	0.999	0.993	collinear
gene:TraesCS4A02G004800	Chr4A	3120475	3122670	-	3121572	Chr4A	3066488	3068717	-	3067602	0.976	0.929	collinear
gene:TraesCS4A02G004900	Chr4A	3134930	3140251	-	3137590	Chr4A	3080894	3086146	-	3083520	1.0	0.999	collinear
gene:TraesCS4A02G005000	Chr4A	3142354	3148379	+	3145366	Chr4A	3088287	3094325	+	3091306	1.0	0.998	collinear
gene:TraesCS4A02G005100	Chr4A	3147350	3153989	-	3150669	Chr4A	3093296	3099644	-	3096470	1.0	0.999	collinear
gene:TraesCS4A02G005200	Chr4A	3220098	3221120	+	3220609	Chr4A	3164985	3166007	+	3165496	1.0	1.0	collinear
gene:TraesCS4A02G005300	Chr4A	3253310	3254153	+	3253731	Chr4A	3197303	3198146	+	3197724	1.0	1.0	collinear
gene:TraesCS4A02G005400	Chr4A	3276287	3278085	+	3277186	Chr4A	3219897	3221695	+	3220796	1.0	0.999	collinear
gene:TraesCS4A02G005500	Chr4A	3341895	3343139	+	3342517	Chr4A	3284912	3286156	+	3285534	1.0	1.0	collinear
gene:TraesCS4A02G005600	Chr4A	3370312	3371892	+	3371102	Chr4A	3313263	3314752	+	3314007	0.936	0.935	collinear
gene:TraesCS4A02G005700	Chr4A	3380999	3381397	-	3381198	Chr4A	3325644	3326042	-	3325843	1.0	1.0	collinear
gene:TraesCS4A02G005800	Chr4A	3387727	3388683	+	3388205	Chr4A	3331729	3332685	+	3332207	1.0	0.997	collinear
gene:TraesCS4A02G005900	Chr4A	3442130	3445402	+	3443766	Chr4A	3386138	3389385	+	3387761	1.0	0.997	collinear
gene:TraesCS4A02G006000	Chr4A	3446172	3447998	+	3447085	Chr4A	3390156	3391980	+	3391068	1.0	0.998	collinear
gene:TraesCS4A02G006100	Chr4A	3798857	3799913	+	3799385	Chr4A	3750182	3751238	+	3750710	1.0	0.995	collinear
gene:TraesCS4A02G006200	Chr4A	3868310	3876671	-	3872490	Chr4A	3820314	3828643	-	3824478	1.0	0.998	collinear
gene:TraesCS4A02G006300	Chr4A	4001407	4005621	-	4003514	Chr4A	3963639	3967262	-	3965450	1.0	0.991	collinear
gene:TraesCS4A02G006400	Chr4A	4157721	4161260	+	4159490	Chr4A	4132807	4136347	+	4134577	1.0	0.996	collinear
gene:TraesCS4A02G006500	Chr4A	4192792	4196365	-	4194578	Chr4A	4167238	4170812	-	4169025	1.0	0.999	collinear
gene:TraesCS4A02G006600	Chr4A	4238115	4241399	-	4239757	Chr4A	4214022	4217306	-	4215664	1.0	1.0	collinear
gene:TraesCS4A02G006700	Chr4A	4471794	4475345	-	4473569	Chr4A	4439778	4443329	-	4441553	1.0	1.0	collinear
gene:TraesCS4A02G006800	Chr4A	4526365	4531669	-	4529017	Chr4A	4494238	4499419	-	4496828	1.0	1.0	collinear
gene:TraesCS4A02G006900	Chr4A	4588059	4594535	-	4591297	Chr4A	4555885	4562336	-	4559110	1.0	0.999	collinear
gene:TraesCS4A02G007000	Chr4A	4618907	4621391	-	4620149	Chr4A	4586650	4589134	-	4587892	1.0	0.999	collinear
gene:TraesCS4A02G007100	Chr4A	4624166	4629591	-	4626878	Chr4A	4591926	4597351	-	4594638	1.0	0.997	collinear
gene:TraesCS4A02G007200	Chr4A	4636871	4637754	+	4637312	Chr4A	4616083	4616812	+	4616447	0.928	0.928	collinear
gene:TraesCS4A02G007300	Chr4A	4641849	4643965	+	4642907	Chr4A	4620908	4623024	+	4621966	1.0	0.999	collinear
gene:TraesCS4A02G007400	Chr4A	4775324	4779453	-	4777388	Chr4A	4753815	4757952	-	4755883	1.0	1.0	collinear
gene:TraesCS4A02G007500	Chr4A	4794318	4797669	-	4795993	Chr4A	4767492	4770843	-	4769167	1.0	1.0	collinear
gene:TraesCS4A02G007600	Chr4A	4817855	4821466	+	4819660	Chr4A	4790691	4794302	+	4792496	1.0	0.996	collinear
gene:TraesCS4A02G007700	Chr4A	4822985	4823350	+	4823167	Chr4A	4795821	4796186	+	4796003	1.0	0.997	collinear
gene:TraesCS4A02G007800	Chr4A	4833396	4834378	-	4833887	Chr4A	4806233	4807200	-	4806716	0.984	0.984	collinear
gene:TraesCS4A02G007900	Chr4A	4843495	4845175	-	4844335	Chr4A	4815827	4817507	-	4816667	1.0	0.999	collinear
gene:TraesCS4A02G008000	Chr4A	4847654	4848933	+	4848293	Chr4A	4819986	4821265	+	4820625	1.0	0.999	collinear
gene:TraesCS4A02G008100	Chr4A	4867315	4871386	+	4869350	Chr4A	4838855	4842926	+	4840890	1.0	0.999	collinear
gene:TraesCS4A02G008300	Chr4A	5065276	5068573	+	5066924	Chr4A	5029187	5032484	+	5030835	1.0	1.0	collinear
gene:TraesCS4A02G008500	Chr4A	5122126	5123597	+	5122861	Chr4A	5088950	5090421	+	5089685	1.0	1.0	collinear
gene:TraesCS4A02G008600	Chr4A	5193110	5200873	+	5196991	Chr4A	5159765	5166103	+	5162934	1.0	1.0	collinear
gene:TraesCS4A02G008700	Chr4A	5221366	5228932	-	5225149	Chr4A	5186337	5193728	-	5190032	1.0	1.0	collinear
gene:TraesCS4A02G008800	Chr4A	5348682	5350437	+	5349559	Chr4A	5312250	5314005	+	5313127	1.0	1.0	collinear
gene:TraesCS4A02G008900	Chr4A	5404668	5407204	+	5405936	Chr4A	5367829	5370364	+	5369096	1.0	1.0	collinear
gene:TraesCS4A02G009000	Chr4A	5463217	5465561	+	5464389	Chr4A	5426162	5428506	+	5427334	1.0	1.0	collinear
gene:TraesCS4A02G009100	Chr4A	5524265	5525748	+	5525006	Chr4A	5485227	5486710	+	5485968	1.0	1.0	collinear
gene:TraesCS4A02G009200	Chr4A	5526003	5529732	-	5527867	Chr4A	5486965	5490694	-	5488829	1.0	1.0	collinear
gene:TraesCS4A02G009300	Chr4A	5552163	5552543	-	5552353	Chr4A	5512918	5513298	-	5513108	1.0	1.0	collinear
gene:TraesCS4A02G009311	Chr4A	5553136	5553441	-	5553288	Chr4A	5513891	5514196	-	5514043	1.0	1.0	collinear
gene:TraesCS4A02G009400	Chr4A	5664229	5670424	-	5667326	Chr4A	5624482	5630677	-	5627579	1.0	1.0	collinear
gene:TraesCS4A02G009500	Chr4A	5706716	5707561	+	5707138	Chr4A	5666685	5667530	+	5667107	1.0	1.0	collinear
gene:TraesCS4A02G009600	Chr4A	5742304	5743659	-	5742981	Chr4A	5702044	5703399	-	5702721	1.0	1.0	collinear
gene:TraesCS4A02G009700	Chr4A	5811873	5813246	-	5812559	Chr4A	5771208	5772581	-	5771894	1.0	0.999	collinear
gene:TraesCS4A02G009800	Chr4A	5815354	5816718	-	5816036	Chr4A	5774689	5776053	-	5775371	1.0	0.996	collinear
gene:TraesCS4A02G009900	Chr4A	5832955	5834429	+	5833692	Chr4A	5792091	5793565	+	5792828	1.0	0.997	collinear
gene:TraesCS4A02G010000	Chr4A	5835053	5839914	-	5837483	Chr4A	5794189	5799048	-	5796618	1.0	0.996	collinear
gene:TraesCS4A02G010100	Chr4A	5972653	5973458	+	5973055	Chr4A	5930806	5931611	+	5931208	1.0	1.0	collinear
gene:TraesCS4A02G010200	Chr4A	5982822	5983514	+	5983168	Chr4A	5940606	5941298	+	5940952	1.0	1.0	collinear
gene:TraesCS4A02G010300	Chr4A	5982975	5992168	-	5987571	Chr4A	5940759	5949954	-	5945356	1.0	0.999	collinear
gene:TraesCS4A02G010400	Chr4A	6003819	6007987	+	6005903	Chr4A	5961606	5965710	+	5963658	1.0	0.999	collinear
gene:TraesCS4A02G010500	Chr4A	6009287	6011749	+	6010518	Chr4A	5967010	5969471	+	5968240	1.0	1.0	collinear
gene:TraesCS4A02G010600	Chr4A	6016464	6018243	+	6017353	Chr4A	5974186	5975979	+	5975082	1.0	0.997	collinear
gene:TraesCS4A02G010700	Chr4A	6018585	6019659	-	6019122	Chr4A	5976325	5977399	-	5976862	1.0	1.0	collinear
gene:TraesCS4A02G010800	Chr4A	6020338	6033023	+	6026680	Chr4A	5978078	5990268	+	5984173	1.0	0.999	collinear
gene:TraesCS4A02G010900	Chr4A	6033434	6033544	-	6033489	Chr4A	5990679	5990789	-	5990734	1.0	1.0	collinear
gene:TraesCS4A02G011000	Chr4A	6035206	6038960	-	6037083	Chr4A	5992452	5996206	-	5994329	1.0	0.999	collinear
gene:TraesCS4A02G011100	Chr4A	6340717	6346516	+	6343616	Chr4A	6300693	6306492	+	6303592	1.0	1.0	collinear
gene:TraesCS4A02G011200	Chr4A	6435577	6436193	+	6435885	Chr4A	6395675	6396291	+	6395983	1.0	1.0	collinear
gene:TraesCS4A02G011300	Chr4A	6460768	6461405	+	6461086	Chr4A	6420869	6421506	+	6421187	1.0	1.0	collinear
gene:TraesCS4A02G011400	Chr4A	6476438	6476941	+	6476689	Chr4A	6436555	6437058	+	6436806	1.0	1.0	collinear
gene:TraesCS4A02G011500	Chr4A	6482516	6482944	+	6482730	Chr4A	6442633	6443061	+	6442847	1.0	1.0	collinear
gene:TraesCS4A02G011600	Chr4A	6634296	6637822	-	6636059	Chr4A	6592626	6596152	-	6594389	1.0	1.0	collinear
gene:TraesCS4A02G011700	Chr4A	6801496	6803203	-	6802349	Chr4A	6752735	6754442	-	6753588	1.0	1.0	collinear
gene:TraesCS4A02G011800	Chr4A	6817303	6817982	-	6817642	Chr4A	6767430	6768109	-	6767769	1.0	1.0	collinear
gene:TraesCS4A02G011900	Chr4A	6884841	6888795	+	6886818	Chr4A	6831400	6835142	+	6833271	1.0	1.0	collinear
gene:TraesCS4A02G012000	Chr4A	6889789	6893137	-	6891463	Chr4A	6836136	6839484	-	6837810	1.0	1.0	collinear
gene:TraesCS4A02G012100	Chr4A	6921978	6923456	+	6922717	Chr4A	6868317	6869795	+	6869056	1.0	1.0	collinear
gene:TraesCS4A02G012200	Chr4A	6932497	6937825	-	6935161	Chr4A	6878837	6884165	-	6881501	1.0	1.0	collinear
gene:TraesCS4A02G012300	Chr4A	7154305	7155945	+	7155125	Chr4A	7103402	7105042	+	7104222	1.0	0.998	collinear
gene:TraesCS4A02G012400	Chr4A	7156769	7157672	-	7157220	Chr4A	7105866	7106769	-	7106317	1.0	1.0	collinear
gene:TraesCS4A02G012500	Chr4A	7159443	7160240	-	7159841	Chr4A	7108540	7109337	-	7108938	1.0	1.0	collinear
gene:TraesCS4A02G012600	Chr4A	7164877	7167746	+	7166311	Chr4A	7113974	7116843	+	7115408	1.0	1.0	collinear
gene:TraesCS4A02G012700	Chr4A	7176816	7177022	-	7176919	Chr4A	7125915	7126121	-	7126018	1.0	1.0	collinear
gene:TraesCS4A02G012800	Chr4A	7324832	7326564	-	7325698	Chr4A	7272438	7274170	-	7273304	1.0	1.0	collinear
gene:TraesCS4A02G012900	Chr4A	7400858	7404865	+	7402861	Chr4A	7351858	7355673	+	7353765	1.0	0.995	collinear
gene:TraesCS4A02G013000	Chr4A	7407396	7408487	-	7407941	Chr4A	7358204	7359295	-	7358749	1.0	0.997	collinear
gene:TraesCS4A02G013200	Chr4A	7462743	7465911	-	7464327	Chr4A	7400781	7403838	-	7402309	1.0	1.0	collinear
gene:TraesCS4A02G013300	Chr4A	7598849	7599805	+	7599327	Chr4A	7557066	7558022	+	7557544	1.0	0.998	collinear
gene:TraesCS4A02G013400	Chr4A	7738357	7741822	-	7740089	Chr4A	7696505	7699955	-	7698230	0.995	0.995	collinear
gene:TraesCS4A02G013500	Chr4A	7745355	7748815	+	7747085	Chr4A	7703488	7706948	+	7705218	1.0	1.0	collinear
gene:TraesCS4A02G013600	Chr4A	7749033	7749995	-	7749514	Chr4A	7707166	7708128	-	7707647	1.0	1.0	collinear
gene:TraesCS4A02G013700	Chr4A	7763875	7768947	-	7766411	Chr4A	7722043	7727115	-	7724579	1.0	1.0	collinear
gene:TraesCS4A02G013800	Chr4A	8203536	8206546	+	8205041	Chr4A	8158282	8161292	+	8159787	1.0	0.999	collinear
gene:TraesCS4A02G013900	Chr4A	8510993	8512315	-	8511654	Chr4A	8464278	8465600	-	8464939	1.0	1.0	collinear
gene:TraesCS4A02G014000	Chr4A	8581941	8583734	+	8582837	Chr4A	8534649	8536442	+	8535545	1.0	1.0	collinear
gene:TraesCS4A02G014100	Chr4A	8586102	8589330	-	8587716	Chr4A	8538419	8541647	-	8540033	1.0	1.0	collinear
gene:TraesCS4A02G014200	Chr4A	8592724	8597840	-	8595282	Chr4A	8545044	8550160	-	8547602	1.0	1.0	collinear
gene:TraesCS4A02G014300	Chr4A	9056524	9059735	+	9058129	Chr4A	9006286	9009724	+	9008005	1.0	1.0	collinear
gene:TraesCS4A02G014400	Chr4A	9374674	9375054	+	9374864	Chr4A	9323872	9324252	+	9324062	1.0	1.0	collinear
gene:TraesCS4A02G014500	Chr4A	9377935	9381683	+	9379809	Chr4A	9327133	9330879	+	9329006	1.0	1.0	collinear
gene:TraesCS4A02G014600	Chr4A	9396845	9399541	+	9398193	Chr4A	9346041	9348737	+	9347389	1.0	1.0	collinear
gene:TraesCS4A02G014700	Chr4A	9448950	9451600	-	9450275	Chr4A	9398148	9400798	-	9399473	1.0	1.0	collinear
gene:TraesCS4A02G014800	Chr4A	9452637	9455497	-	9454067	Chr4A	9401835	9404695	-	9403265	1.0	1.0	collinear
gene:TraesCS4A02G014900	Chr4A	9456933	9457708	+	9457320	Chr4A	9406131	9406906	+	9406518	1.0	1.0	collinear
gene:TraesCS4A02G015000	Chr4A	9467889	9468401	+	9468145	Chr4A	9417086	9417598	+	9417342	1.0	1.0	collinear
gene:TraesCS4A02G015100	Chr4A	9484246	9484772	+	9484509	Chr4A	9433496	9434022	+	9433759	1.0	1.0	collinear
gene:TraesCS4A02G015200	Chr4A	9550215	9550577	+	9550396	Chr4A	9498895	9499257	+	9499076	1.0	1.0	collinear
gene:TraesCS4A02G015300	Chr4A	9555008	9555829	+	9555418	Chr4A	9503688	9504509	+	9504098	1.0	1.0	collinear
gene:TraesCS4A02G015400	Chr4A	9614672	9620879	+	9617775	Chr4A	9562900	9568858	+	9565879	1.0	1.0	collinear
gene:TraesCS4A02G015500	Chr4A	9623014	9623724	-	9623369	Chr4A	9570993	9571706	-	9571349	1.0	0.994	collinear
gene:TraesCS4A02G015600	Chr4A	9625932	9626586	-	9626259	Chr4A	9573913	9574567	-	9574240	1.0	1.0	collinear
gene:TraesCS4A02G015700	Chr4A	9906579	9908081	-	9907330	Chr4A	9853522	9855024	-	9854273	1.0	1.0	collinear
gene:TraesCS4A02G015800	Chr4A	9908822	9913578	-	9911200	Chr4A	9855766	9860522	-	9858144	1.0	1.0	collinear
gene:TraesCS4A02G015900	Chr4A	9929288	9932731	-	9931009	Chr4A	9876051	9879494	-	9877772	1.0	0.999	collinear
gene:TraesCS4A02G016000	Chr4A	10164187	10165250	-	10164718	Chr4A	10109470	10110533	-	10110001	1.0	1.0	collinear
gene:TraesCS4A02G016100	Chr4A	10534235	10534555	-	10534395	Chr4A	10477219	10477539	-	10477379	1.0	0.996	collinear
gene:TraesCS4A02G016200	Chr4A	10636377	10639773	-	10638075	Chr4A	10575211	10577555	-	10576383	0.979	0.964	collinear
gene:TraesCS4A02G016300	Chr4A	10937515	10939391	+	10938453	Chr4A	11920233	11922109	+	11921171	1.0	0.998	collinear
gene:TraesCS4A02G016400	Chr4A	11182986	11188522	+	11185754	Chr4A	12170366	12175898	+	12173132	0.999	0.998	collinear
gene:TraesCS4A02G016500	Chr4A	11272650	11274025	-	11273337	Chr4A	12271574	12272949	-	12272261	1.0	0.998	collinear
gene:TraesCS4A02G016700	Chr4A	11318220	11319138	+	11318679	Chr4A	12339263	12340182	+	12339722	1.0	0.993	collinear
gene:TraesCS4A02G016800	Chr4A	11360651	11364218	+	11362434	Chr4A	12382864	12386455	+	12384659	0.998	0.986	collinear
gene:TraesCS4A02G016900	Chr4A	11364323	11367895	-	11366109	Chr4A	12386569	12390138	-	12388353	1.0	0.997	collinear
gene:TraesCS4A02G017000	Chr4A	11600220	11600591	+	11600405	Chr4A	12621463	12621834	+	12621648	1.0	0.997	collinear
gene:TraesCS4A02G017100	Chr4A	11622758	11622868	-	11622813	Chr4A	12643892	12644002	-	12643947	1.0	0.99	collinear
gene:TraesCS4A02G017200	Chr4A	11646342	11648593	+	11647467	Chr4A	12685979	12688406	+	12687192	1.0	0.996	collinear
gene:TraesCS4A02G017300	Chr4A	11671283	11676071	+	11673677	Chr4A	12717896	12722675	+	12720285	1.0	0.998	collinear
gene:TraesCS4A02G017400	Chr4A	11676594	11678578	-	11677586	Chr4A	12723200	12725184	-	12724192	1.0	0.997	collinear
gene:TraesCS4A02G017500	Chr4A	11706010	11707099	+	11706554	Chr4A	12752444	12753533	+	12752988	1.0	1.0	collinear
gene:TraesCS4A02G017600	Chr4A	11711788	11713133	+	11712460	Chr4A	12758223	12759612	+	12758917	1.0	0.998	collinear
gene:TraesCS4A02G017700	Chr4A	11716257	11718716	-	11717486	Chr4A	12762736	12765199	-	12763967	1.0	0.997	collinear
gene:TraesCS4A02G017800	Chr4A	11771493	11776190	+	11773841	Chr4A	12817500	12822197	+	12819848	1.0	1.0	collinear
gene:TraesCS4A02G017900	Chr4A	11772926	11776190	-	11774558	Chr4A	12818933	12822197	-	12820565	1.0	1.0	collinear
gene:TraesCS4A02G018000	Chr4A	11808081	11811666	+	11809873	Chr4A	12854107	12857692	+	12855899	1.0	1.0	collinear
gene:TraesCS4A02G018100	Chr4A	11811770	11813302	-	11812536	Chr4A	12857796	12859328	-	12858562	1.0	1.0	collinear
gene:TraesCS4A02G018200	Chr4A	11816650	11817234	-	11816942	Chr4A	12862459	12863043	-	12862751	1.0	1.0	collinear
gene:TraesCS4A02G018300	Chr4A	11841295	11841885	+	11841590	Chr4A	12887105	12887695	+	12887400	1.0	1.0	collinear
gene:TraesCS4A02G018400	Chr4A	11987704	11988999	+	11988351	Chr4A	13025291	13026586	+	13025938	1.0	1.0	collinear
gene:TraesCS4A02G018500	Chr4A	12153638	12154933	+	12154285	Chr4A	13190344	13191639	+	13190991	1.0	0.999	collinear
gene:TraesCS4A02G018600	Chr4A	12161895	12163166	-	12162530	Chr4A	13198601	13199857	-	13199229	0.988	0.988	collinear
gene:TraesCS4A02G018700	Chr4A	12166021	12169944	-	12167982	Chr4A	13202709	13206632	-	13204670	1.0	0.997	collinear
gene:TraesCS4A02G018800	Chr4A	12208573	12211010	-	12209791	Chr4A	13245977	13248414	-	13247195	1.0	1.0	collinear
gene:TraesCS4A02G018900	Chr4A	12377408	12377865	+	12377636	Chr4A	13410087	13410544	+	13410315	1.0	1.0	collinear
gene:TraesCS4A02G019000	Chr4A	12392718	12395181	+	12393949	Chr4A	13425403	13427866	+	13426634	1.0	1.0	collinear
gene:TraesCS4A02G019100	Chr4A	12395602	12399697	+	12397649	Chr4A	13428287	13432382	+	13430334	1.0	1.0	collinear
gene:TraesCS4A02G019200	Chr4A	12400280	12402692	+	12401486	Chr4A	13432965	13435377	+	13434171	1.0	0.997	collinear
gene:TraesCS4A02G019300	Chr4A	12598877	12600703	+	12599790	Chr4A	13639667	13641493	+	13640580	1.0	0.997	collinear
gene:TraesCS4A02G019400	Chr4A	12603440	12605689	+	12604564	Chr4A	13643823	13646072	+	13644947	1.0	0.997	collinear
gene:TraesCS4A02G019500	Chr4A	12622718	12624483	+	12623600	Chr4A	13661967	13663732	+	13662849	1.0	0.999	collinear
gene:TraesCS4A02G019600	Chr4A	12680030	12685324	-	12682677	Chr4A	13709843	13715137	-	13712490	1.0	0.999	collinear
gene:TraesCS4A02G019700	Chr4A	12992713	12996040	+	12994376	Chr4A	14031748	14036151	+	14033949	1.0	0.995	collinear
gene:TraesCS4A02G019800	Chr4A	13654452	13655976	+	13655214	Chr4A	14662303	14663829	+	14663066	0.999	0.991	collinear
gene:TraesCS4A02G019900	Chr4A	13656187	13659029	-	13657608	Chr4A	14664040	14666916	-	14665478	1.0	0.999	collinear
gene:TraesCS4A02G020000	Chr4A	13742562	13744336	+	13743449	Chr4A	14753549	14755293	+	14754421	0.982	0.975	collinear
gene:TraesCS4A02G020100	Chr4A	13745915	13749251	-	13747583	Chr4A	14756695	14760002	-	14758348	0.989	0.987	collinear
gene:TraesCS4A02G020200	Chr4A	13757238	13759297	-	13758267	Chr4A	14770414	14772473	-	14771443	1.0	0.999	collinear
gene:TraesCS4A02G020400	Chr4A	14020424	14025068	+	14022746	Chr4A	15027480	15031791	+	15029635	0.973	0.972	collinear
gene:TraesCS4A02G020500	Chr4A	14025418	14028804	-	14027111	Chr4A	15032272	15035658	-	15033965	1.0	0.999	collinear
gene:TraesCS4A02G020700	Chr4A	14164417	14164734	+	14164575	Chr4A	15169531	15169848	+	15169689	1.0	1.0	collinear
gene:TraesCS4A02G020600	Chr4A	14163817	14168150	-	14165983	Chr4A	15168931	15173264	-	15171097	1.0	0.996	collinear
gene:TraesCS4A02G020900	Chr4A	14181018	14185515	-	14183266	Chr4A	15185917	15190077	-	15187997	1.0	1.0	collinear
gene:TraesCS4A02G021000	Chr4A	14261744	14265762	+	14263753	Chr4A	15265607	15269625	+	15267616	1.0	1.0	collinear
gene:TraesCS4A02G021100	Chr4A	14340239	14344018	+	14342128	Chr4A	15344978	15348757	+	15346867	1.0	1.0	collinear
gene:TraesCS4A02G021200	Chr4A	14353713	14358911	-	14356312	Chr4A	15358449	15363647	-	15361048	1.0	1.0	collinear
gene:TraesCS4A02G021300	Chr4A	14835467	14837244	-	14836355	Chr4A	15825469	15827246	-	15826357	1.0	1.0	collinear
