gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	SY_Mattis_tgt_chr	SY_Mattis_tgt_start	SY_Mattis_tgt_end	SY_Mattis_tgt_strand	SY_Mattis_tgt_midpoint	SY_Mattis_coverage	SY_Mattis_identity	segment
gene:TraesCS3B02G002700	Chr3B	2169304	2172368	-	2170836	Chr3B	2431213	2434325	+	2432769	0.996	0.908	collinear
gene:TraesCS3B02G002900	Chr3B	2255165	2257560	-	2256362	Chr3B	2334215	2336611	+	2335413	1.0	0.994	collinear
gene:TraesCS3B02G003100	Chr3B	2279401	2288008	+	2283704	Chr3B	2308321	2317067	-	2312694	1.0	0.935	collinear
gene:TraesCS3B02G003200	Chr3B	2296534	2299603	+	2298068	Chr3B	2296481	2299551	-	2298016	1.0	0.997	collinear
gene:TraesCS3B02G003300	Chr3B	2308380	2311241	+	2309810	Chr3B	2284560	2287417	-	2285988	0.995	0.991	collinear
gene:TraesCS3B02G003400	Chr3B	2322937	2325102	+	2324019	Chr3B	2270766	2272929	-	2271847	1.0	0.992	collinear
gene:TraesCS3B02G004100	Chr3B	2474280	2477547	+	2475913	Chr3B	2559860	2563543	+	2561701	1.0	0.983	collinear
gene:TraesCS3B02G004200	Chr3B	2484567	2488204	+	2486385	Chr3B	2570629	2574274	+	2572451	1.0	0.992	collinear
gene:TraesCS3B02G004300	Chr3B	2491979	2493523	+	2492751	Chr3B	2578617	2580165	+	2579391	1.0	0.983	collinear
gene:TraesCS3B02G004400	Chr3B	2504246	2505496	+	2504871	Chr3B	2582487	2583737	+	2583112	1.0	0.967	collinear
gene:TraesCS3B02G004600	Chr3B	2511286	2514918	+	2513102	Chr3B	2646102	2649530	+	2647816	0.919	0.901	collinear
gene:TraesCS3B02G004700	Chr3B	2516341	2521111	+	2518726	Chr3B	2653347	2658577	+	2655962	0.986	0.929	collinear
gene:TraesCS3B02G004800	Chr3B	2883520	2885827	+	2884673	Chr3B	2891597	2893783	+	2892690	0.983	0.902	collinear
gene:TraesCS3B02G005100	Chr3B	3036946	3039505	-	3038225	Chr3B	2999633	3002192	-	3000912	1.0	0.997	collinear
gene:TraesCS3B02G005200	Chr3B	3067426	3067795	-	3067610	Chr3B	3031231	3031600	-	3031415	1.0	1.0	collinear
gene:TraesCS3B02G005300	Chr3B	3078082	3079527	-	3078804	Chr3B	3041888	3043333	-	3042610	1.0	1.0	collinear
gene:TraesCS3B02G005400	Chr3B	3092002	3092337	-	3092169	Chr3B	3055117	3055452	-	3055284	1.0	1.0	collinear
gene:TraesCS3B02G005500	Chr3B	3100464	3101152	+	3100808	Chr3B	3063308	3063996	+	3063652	1.0	0.992	collinear
gene:TraesCS3B02G005600	Chr3B	3139873	3141678	-	3140775	Chr3B	3102477	3104281	-	3103379	1.0	0.997	collinear
gene:TraesCS3B02G005700	Chr3B	3205097	3206539	+	3205818	Chr3B	3169263	3170749	+	3170006	0.999	0.954	collinear
gene:TraesCS3B02G005800	Chr3B	3225733	3228659	+	3227196	Chr3B	3199054	3201981	+	3200517	1.0	1.0	collinear
gene:TraesCS3B02G005900	Chr3B	3230720	3242659	+	3236689	Chr3B	3204042	3215981	+	3210011	1.0	0.999	collinear
gene:TraesCS3B02G006000	Chr3B	3259140	3262012	-	3260576	Chr3B	3232215	3235087	-	3233651	1.0	1.0	collinear
gene:TraesCS3B02G006100	Chr3B	3268840	3271894	+	3270367	Chr3B	3241914	3244968	+	3243441	1.0	1.0	collinear
gene:TraesCS3B02G006200	Chr3B	3273997	3281157	-	3277577	Chr3B	3247071	3254231	-	3250651	1.0	0.999	collinear
gene:TraesCS3B02G006300	Chr3B	3307037	3308316	-	3307676	Chr3B	4563214	4564493	+	4563853	1.0	0.999	collinear
gene:TraesCS3B02G006400	Chr3B	3309907	3310290	-	3310098	Chr3B	4561240	4561623	+	4561431	1.0	0.997	collinear
gene:TraesCS3B02G006500	Chr3B	3407143	3409183	+	3408163	Chr3B	4463791	4465831	-	4464811	1.0	1.0	collinear
gene:TraesCS3B02G006600	Chr3B	3410634	3412172	-	3411403	Chr3B	4460802	4462340	+	4461571	1.0	1.0	collinear
gene:TraesCS3B02G006700	Chr3B	3601450	3607208	+	3604329	Chr3B	4264650	4269991	-	4267320	1.0	0.999	collinear
gene:TraesCS3B02G006800	Chr3B	3628392	3629152	-	3628772	Chr3B	4241610	4242370	+	4241990	1.0	1.0	collinear
gene:TraesCS3B02G006900	Chr3B	3635277	3637270	-	3636273	Chr3B	4233541	4235536	+	4234538	1.0	0.998	collinear
gene:TraesCS3B02G007000	Chr3B	3661385	3662172	-	3661778	Chr3B	4209041	4209828	+	4209434	1.0	1.0	collinear
gene:TraesCS3B02G007100	Chr3B	3663183	3664058	-	3663620	Chr3B	4207155	4208030	+	4207592	1.0	1.0	collinear
gene:TraesCS3B02G007200	Chr3B	3665420	3667378	-	3666399	Chr3B	4203835	4205793	+	4204814	1.0	1.0	collinear
gene:TraesCS3B02G007300	Chr3B	3803402	3806777	+	3805089	Chr3B	4060699	4064074	-	4062386	1.0	0.999	collinear
gene:TraesCS3B02G007400	Chr3B	3863692	3868727	-	3866209	Chr3B	4000430	4005242	+	4002836	1.0	0.979	collinear
gene:TraesCS3B02G007500	Chr3B	3878183	3880231	-	3879207	Chr3B	3988863	3990911	+	3989887	1.0	1.0	collinear
gene:TraesCS3B02G007600	Chr3B	3893594	3896553	+	3895073	Chr3B	3972626	3975585	-	3974105	1.0	1.0	collinear
gene:TraesCS3B02G007700	Chr3B	3898802	3900540	+	3899671	Chr3B	3968639	3970377	-	3969508	1.0	1.0	collinear
gene:TraesCS3B02G007900	Chr3B	3910602	3912257	-	3911429	Chr3B	3956861	3958517	+	3957689	1.0	0.998	collinear
gene:TraesCS3B02G008000	Chr3B	4178142	4179782	+	4178962	Chr3B	3689303	3690943	-	3690123	1.0	1.0	collinear
gene:TraesCS3B02G008100	Chr3B	4202094	4203405	+	4202749	Chr3B	3666504	3667794	-	3667149	0.989	0.989	collinear
gene:TraesCS3B02G008200	Chr3B	4206070	4206868	-	4206469	Chr3B	3663103	3663901	+	3663502	1.0	1.0	collinear
gene:TraesCS3B02G008300	Chr3B	4214230	4214757	+	4214493	Chr3B	3655831	3656358	-	3656094	1.0	1.0	collinear
gene:TraesCS3B02G008500	Chr3B	4259456	4267017	-	4263236	Chr3B	3603851	3611111	+	3607481	0.999	0.997	collinear
gene:TraesCS3B02G008600	Chr3B	4322974	4327039	+	4325006	Chr3B	3546294	3550331	-	3548312	1.0	0.995	collinear
gene:TraesCS3B02G008900	Chr3B	4334031	4334755	-	4334393	Chr3B	3538058	3538783	+	3538420	1.0	0.972	collinear
gene:TraesCS3B02G009200	Chr3B	4433683	4434096	-	4433889	Chr3B	3449688	3450101	+	3449894	1.0	0.983	collinear
gene:TraesCS3B02G009300	Chr3B	4458926	4459506	-	4459216	Chr3B	3442177	3442751	+	3442464	0.987	0.962	collinear
gene:TraesCS3B02G009400	Chr3B	4490335	4490736	-	4490535	Chr3B	3422287	3422688	+	3422487	1.0	0.98	collinear
gene:TraesCS3B02G009600	Chr3B	4553317	4554575	+	4553946	Chr3B	3397162	3398409	-	3397785	0.99	0.987	collinear
gene:TraesCS3B02G009700	Chr3B	4555982	4556578	+	4556280	Chr3B	3395160	3395755	-	3395457	0.997	0.995	collinear
gene:TraesCS3B02G009800	Chr3B	4562430	4564853	-	4563641	Chr3B	3387053	3389476	+	3388264	1.0	0.983	collinear
gene:TraesCS3B02G009900	Chr3B	4662107	4663478	-	4662792	Chr3B	4104169	4105540	+	4104854	1.0	0.991	collinear
gene:TraesCS3B02G012200	Chr3B	5580174	5586213	+	5583193	Chr3B	5449451	5455209	+	5452330	1.0	0.985	collinear
gene:TraesCS3B02G012300	Chr3B	5588238	5589018	+	5588628	Chr3B	5457299	5458079	+	5457689	1.0	0.996	collinear
gene:TraesCS3B02G012500	Chr3B	5670628	5675430	+	5673029	Chr3B	5556928	5561729	+	5559328	0.997	0.993	collinear
gene:TraesCS3B02G013100	Chr3B	5938428	5940219	+	5939323	Chr3B	5626194	5627985	-	5627089	1.0	0.988	collinear
gene:TraesCS3B02G013200	Chr3B	5949070	5952480	+	5950775	Chr3B	5612734	5616144	-	5614439	1.0	0.997	collinear
gene:TraesCS3B02G013300	Chr3B	5952761	5955519	-	5954140	Chr3B	5609699	5612454	+	5611076	0.998	0.995	collinear
gene:TraesCS3B02G014000	Chr3B	6085506	6085867	+	6085686	Chr3B	5720486	5720850	+	5720668	1.0	0.95	collinear
gene:TraesCS3B02G014100	Chr3B	6096159	6098276	-	6097217	Chr3B	5738028	5740152	-	5739090	1.0	0.978	collinear
gene:TraesCS3B02G014200	Chr3B	6114654	6115024	+	6114839	Chr3B	5750322	5750692	+	5750507	1.0	0.98	collinear
gene:TraesCS3B02G014300	Chr3B	6117536	6118986	+	6118261	Chr3B	5753203	5754613	+	5753908	0.961	0.957	collinear
gene:TraesCS3B02G014400	Chr3B	6126328	6127544	+	6126936	Chr3B	5761952	5763175	+	5762563	1.0	0.986	collinear
gene:TraesCS3B02G014500	Chr3B	6177980	6178705	-	6178342	Chr3B	5803623	5804348	-	5803985	1.0	1.0	collinear
gene:TraesCS3B02G014600	Chr3B	6181350	6181663	+	6181506	Chr3B	5806992	5807305	+	5807148	1.0	1.0	collinear
gene:TraesCS3B02G014700	Chr3B	6219971	6221056	-	6220513	Chr3B	5845174	5846259	-	5845716	1.0	1.0	collinear
gene:TraesCS3B02G014800	Chr3B	6234140	6241848	+	6237994	Chr3B	5856401	5864195	+	5860298	1.0	1.0	collinear
gene:TraesCS3B02G014900	Chr3B	6250392	6253500	-	6251946	Chr3B	5873894	5877002	-	5875448	1.0	1.0	collinear
gene:TraesCS3B02G015000	Chr3B	6294081	6303451	+	6298766	Chr3B	5918139	5927461	+	5922800	0.995	0.994	collinear
gene:TraesCS3B02G015100	Chr3B	6307476	6309708	-	6308592	Chr3B	5931522	5933754	-	5932638	1.0	0.999	collinear
gene:TraesCS3B02G015200	Chr3B	6336915	6337852	+	6337383	Chr3B	5963846	5964782	+	5964314	1.0	0.992	collinear
gene:TraesCS3B02G015300	Chr3B	6378848	6381034	-	6379941	Chr3B	6005745	6007931	-	6006838	1.0	0.999	collinear
gene:TraesCS3B02G015400	Chr3B	6390297	6393323	-	6391810	Chr3B	6023323	6026349	-	6024836	1.0	1.0	collinear
gene:TraesCS3B02G015500	Chr3B	6389692	6396146	+	6392919	Chr3B	6022718	6029172	+	6025945	1.0	1.0	collinear
gene:TraesCS3B02G015600	Chr3B	6406013	6407183	+	6406598	Chr3B	6041329	6042499	+	6041914	1.0	0.998	collinear
gene:TraesCS3B02G015700	Chr3B	6468576	6470121	+	6469348	Chr3B	6105149	6106695	+	6105922	1.0	1.0	collinear
gene:TraesCS3B02G015800	Chr3B	6533011	6534111	+	6533561	Chr3B	6171897	6172997	+	6172447	1.0	0.998	collinear
gene:TraesCS3B02G015900	Chr3B	6544864	6546867	+	6545865	Chr3B	6183802	6185805	+	6184803	1.0	0.999	collinear
gene:TraesCS3B02G016000	Chr3B	6554790	6558914	+	6556852	Chr3B	6193729	6197853	+	6195791	1.0	0.998	collinear
gene:TraesCS3B02G016300	Chr3B	6665622	6667420	-	6666521	Chr3B	6266979	6268777	-	6267878	1.0	0.996	collinear
gene:TraesCS3B02G016400	Chr3B	6670118	6673010	-	6671564	Chr3B	6272065	6274960	-	6273512	1.0	0.997	collinear
gene:TraesCS3B02G016500	Chr3B	6676947	6681225	+	6679086	Chr3B	6278897	6283171	+	6281034	1.0	0.996	collinear
gene:TraesCS3B02G016600	Chr3B	6945399	6945875	+	6945637	Chr3B	10620217	10620693	-	10620455	1.0	1.0	collinear
gene:TraesCS3B02G016700	Chr3B	6951445	6952122	+	6951783	Chr3B	10613912	10614589	-	10614250	1.0	1.0	collinear
gene:TraesCS3B02G016800	Chr3B	6956995	6958436	+	6957715	Chr3B	10606740	10608182	-	10607461	1.0	0.997	collinear
gene:TraesCS3B02G016900	Chr3B	6961765	6963273	-	6962519	Chr3B	10601902	10603410	+	10602656	1.0	0.993	collinear
gene:TraesCS3B02G017000	Chr3B	6966996	6968352	+	6967674	Chr3B	10596822	10598178	-	10597500	1.0	0.995	collinear
gene:TraesCS3B02G017100	Chr3B	7063270	7069210	-	7066240	Chr3B	10453956	10459880	+	10456918	0.999	0.993	collinear
gene:TraesCS3B02G017200	Chr3B	7073390	7077378	+	7075384	Chr3B	10445696	10449692	-	10447694	1.0	0.991	collinear
gene:TraesCS3B02G017300	Chr3B	7181115	7184815	+	7182965	Chr3B	10337744	10341444	-	10339594	1.0	0.997	collinear
gene:TraesCS3B02G017400	Chr3B	7186251	7187167	-	7186709	Chr3B	10335407	10336311	+	10335859	0.986	0.983	collinear
gene:TraesCS3B02G017500	Chr3B	7187456	7191390	-	7189423	Chr3B	10331183	10335118	+	10333150	1.0	0.995	collinear
gene:TraesCS3B02G017700	Chr3B	7333726	7334256	+	7333991	Chr3B	10217612	10218142	-	10217877	1.0	0.99	collinear
gene:TraesCS3B02G017800	Chr3B	7371289	7375600	+	7373444	Chr3B	10155614	10159932	-	10157773	1.0	0.992	collinear
gene:TraesCS3B02G017900	Chr3B	7375918	7376883	-	7376400	Chr3B	10154331	10155296	+	10154813	1.0	0.994	collinear
gene:TraesCS3B02G018000	Chr3B	7382432	7384642	-	7383537	Chr3B	10146654	10148797	+	10147725	1.0	0.983	collinear
gene:TraesCS3B02G018100	Chr3B	7481916	7490063	-	7485989	Chr3B	10048386	10056402	+	10052394	1.0	0.996	collinear
gene:TraesCS3B02G018300	Chr3B	7598907	7600882	+	7599894	Chr3B	9959018	9960993	-	9960005	1.0	0.995	collinear
gene:TraesCS3B02G018400	Chr3B	7603365	7606088	+	7604726	Chr3B	9954003	9956565	-	9955284	0.973	0.963	collinear
gene:TraesCS3B02G018500	Chr3B	7607769	7611311	+	7609540	Chr3B	9948697	9952266	-	9950481	0.998	0.996	collinear
gene:TraesCS3B02G018600	Chr3B	7611649	7614877	-	7613263	Chr3B	9945216	9948359	+	9946787	1.0	0.996	collinear
gene:TraesCS3B02G018700	Chr3B	8004562	8004912	-	8004737	Chr3B	11068679	11069029	-	11068854	1.0	0.985	collinear
gene:TraesCS3B02G018800	Chr3B	8024553	8030703	+	8027628	Chr3B	11093714	11099851	+	11096782	0.988	0.983	collinear
gene:TraesCS3B02G018900	Chr3B	8034719	8036058	+	8035388	Chr3B	11112298	11113636	+	11112967	0.999	0.993	collinear
gene:TraesCS3B02G019000	Chr3B	8039955	8043362	+	8041658	Chr3B	11118829	11122248	+	11120538	1.0	0.978	collinear
gene:TraesCS3B02G019200	Chr3B	8129928	8133466	+	8131697	Chr3B	11178171	11181691	+	11179931	0.98	0.929	collinear
gene:TraesCS3B02G019300	Chr3B	8133504	8137586	-	8135545	Chr3B	11181729	11185740	-	11183734	0.957	0.946	collinear
gene:TraesCS3B02G019500	Chr3B	8339237	8346552	+	8342894	Chr3B	11198623	11205733	+	11202178	0.996	0.995	collinear
gene:TraesCS3B02G019800	Chr3B	8512071	8513081	+	8512576	Chr3B	11389792	11390800	+	11390296	0.996	0.977	collinear
gene:TraesCS3B02G019900	Chr3B	8526623	8529426	+	8528024	Chr3B	11415386	11418169	+	11416777	0.983	0.976	collinear
gene:TraesCS3B02G020100	Chr3B	8633795	8635033	-	8634414	Chr3B	11520007	11521245	-	11520626	1.0	0.996	collinear
gene:TraesCS3B02G020200	Chr3B	8643329	8646420	-	8644874	Chr3B	11536779	11539700	-	11538239	0.944	0.942	collinear
gene:TraesCS3B02G020300	Chr3B	8684815	8687011	-	8685913	Chr3B	11578118	11580314	-	11579216	1.0	0.997	collinear
gene:TraesCS3B02G020400	Chr3B	8733389	8737836	+	8735612	Chr3B	11610377	11615122	+	11612749	1.0	0.996	collinear
gene:TraesCS3B02G020500	Chr3B	8781155	8782591	+	8781873	Chr3B	11656373	11657809	+	11657091	0.999	0.996	collinear
gene:TraesCS3B02G020600	Chr3B	8786051	8786864	+	8786457	Chr3B	11661272	11662079	+	11661675	0.991	0.987	collinear
gene:TraesCS3B02G020700	Chr3B	8792815	8794132	+	8793473	Chr3B	11667204	11668521	+	11667862	1.0	0.997	collinear
gene:TraesCS3B02G020800	Chr3B	8797025	8800390	+	8798707	Chr3B	11671432	11674798	+	11673115	1.0	0.997	collinear
gene:TraesCS3B02G020900	Chr3B	8800886	8801737	-	8801311	Chr3B	11675294	11676145	-	11675719	1.0	0.996	collinear
gene:TraesCS3B02G021000	Chr3B	8804356	8812022	+	8808189	Chr3B	11678733	11686391	+	11682562	1.0	0.998	collinear
gene:TraesCS3B02G021100	Chr3B	8812942	8814417	+	8813679	Chr3B	11687305	11688779	+	11688042	1.0	0.997	collinear
gene:TraesCS3B02G021200	Chr3B	8816276	8826946	-	8821611	Chr3B	11690639	11701117	-	11695878	1.0	0.997	collinear
gene:TraesCS3B02G021500	Chr3B	9097656	9099110	-	9098383	Chr3B	11770794	11772151	-	11771472	0.927	0.926	collinear
gene:TraesCS3B02G021600	Chr3B	9165564	9177438	-	9171501	Chr3B	11829547	11841233	-	11835390	0.997	0.996	collinear
gene:TraesCS3B02G021800	Chr3B	9349697	9350059	-	9349878	Chr3B	12009876	12010238	-	12010057	1.0	1.0	collinear
gene:TraesCS3B02G021900	Chr3B	9396614	9400783	+	9398698	Chr3B	12063191	12067362	+	12065276	1.0	0.998	collinear
gene:TraesCS3B02G022000	Chr3B	9404342	9408751	+	9406546	Chr3B	12070956	12075365	+	12073160	1.0	0.999	collinear
gene:TraesCS3B02G022100	Chr3B	9417779	9420607	-	9419193	Chr3B	12083986	12086814	-	12085400	1.0	1.0	collinear
gene:TraesCS3B02G022200	Chr3B	9427199	9427495	-	9427347	Chr3B	12093348	12093644	-	12093496	0.989	0.963	collinear
gene:TraesCS3B02G022300	Chr3B	9439165	9442301	+	9440733	Chr3B	12138884	12142093	+	12140488	0.99	0.929	collinear
gene:TraesCS3B02G022400	Chr3B	9568439	9573009	-	9570724	Chr3B	12243703	12248273	-	12245988	1.0	0.997	collinear
gene:TraesCS3B02G022500	Chr3B	9776149	9782832	+	9779490	Chr3B	12422132	12428642	+	12425387	0.991	0.973	collinear
gene:TraesCS3B02G022900	Chr3B	9913916	9917749	+	9915832	Chr3B	12519064	12524236	+	12521650	0.999	0.966	collinear
gene:TraesCS3B02G023000	Chr3B	9922993	9923391	-	9923192	Chr3B	12529946	12530344	-	12530145	1.0	0.994	collinear
gene:TraesCS3B02G023100	Chr3B	9930559	9931345	-	9930952	Chr3B	12535776	12536536	-	12536156	0.96	0.906	collinear
gene:TraesCS3B02G023200	Chr3B	9931500	9939414	-	9935457	Chr3B	12536752	12547718	-	12542235	0.976	0.959	collinear
gene:TraesCS3B02G023700	Chr3B	10198656	10202090	-	10200373	Chr3B	12886668	12890108	-	12888388	1.0	0.994	collinear
gene:TraesCS3B02G023800	Chr3B	10221325	10222509	+	10221917	Chr3B	12909233	12910417	+	12909825	1.0	0.995	collinear
gene:TraesCS3B02G023900	Chr3B	10231065	10234756	+	10232910	Chr3B	12918978	12922657	+	12920817	1.0	0.993	collinear
gene:TraesCS3B02G024000	Chr3B	10248796	10251587	-	10250191	Chr3B	12934018	12936809	-	12935413	1.0	0.998	collinear
gene:TraesCS3B02G024100	Chr3B	10301553	10309014	-	10305283	Chr3B	12990236	12997638	-	12993937	1.0	0.997	collinear
gene:TraesCS3B02G024200	Chr3B	10325132	10343880	-	10334506	Chr3B	13013332	13032139	-	13022735	1.0	0.997	collinear
gene:TraesCS3B02G024600	Chr3B	10627150	10632531	-	10629840	Chr3B	13076965	13082330	-	13079647	1.0	0.998	collinear
gene:TraesCS3B02G024800	Chr3B	10664871	10665179	-	10665025	Chr3B	13187067	13187375	-	13187221	1.0	0.99	collinear
gene:TraesCS3B02G024900	Chr3B	10707583	10717161	-	10712372	Chr3B	13228323	13237902	-	13233112	1.0	0.997	collinear
gene:TraesCS3B02G025000	Chr3B	10733741	10734945	-	10734343	Chr3B	13254334	13255538	-	13254936	1.0	0.999	collinear
gene:TraesCS3B02G025100	Chr3B	10921798	10923562	+	10922680	Chr3B	13448958	13450722	+	13449840	1.0	0.997	collinear
gene:TraesCS3B02G025200	Chr3B	10953564	10957184	+	10955374	Chr3B	13478858	13482470	+	13480664	0.991	0.953	collinear
gene:TraesCS3B02G025300	Chr3B	10961858	10963832	-	10962845	Chr3B	13483365	13485244	-	13484304	0.946	0.923	collinear
gene:TraesCS3B02G025400	Chr3B	11008480	11010266	-	11009373	Chr3B	13530000	13531786	-	13530893	1.0	0.998	collinear
gene:TraesCS3B02G025500	Chr3B	11065288	11067073	-	11066180	Chr3B	13584407	13586189	-	13585298	0.998	0.997	collinear
gene:TraesCS3B02G025600	Chr3B	11086781	11090389	-	11088585	Chr3B	13606045	13609654	-	13607849	1.0	0.997	collinear
gene:TraesCS3B02G025700	Chr3B	11113698	11127873	-	11120785	Chr3B	13633868	13636374	-	13635121	1.0	0.995	collinear
gene:TraesCS3B02G026100	Chr3B	11231523	11232945	+	11232234	Chr3B	13702463	13703890	+	13703176	0.991	0.948	collinear
gene:TraesCS3B02G026200	Chr3B	11239743	11241564	+	11240653	Chr3B	13709565	13711386	+	13710475	1.0	0.991	collinear
gene:TraesCS3B02G026300	Chr3B	11466398	11468225	+	11467311	Chr3B	13976266	13978095	+	13977180	1.0	0.991	collinear
gene:TraesCS3B02G026400	Chr3B	11469547	11471022	+	11470284	Chr3B	13979425	13980900	+	13980162	0.999	0.995	collinear
gene:TraesCS3B02G026500	Chr3B	11510662	11512512	+	11511587	Chr3B	14019708	14021557	+	14020632	1.0	0.995	collinear
gene:TraesCS3B02G026700	Chr3B	11601482	11603437	+	11602459	Chr3B	14045637	14047592	+	14046614	1.0	0.995	collinear
gene:TraesCS3B02G027000	Chr3B	11663786	11665319	+	11664552	Chr3B	14130802	14132336	+	14131569	1.0	0.992	collinear
