gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	SY_Mattis_tgt_chr	SY_Mattis_tgt_start	SY_Mattis_tgt_end	SY_Mattis_tgt_strand	SY_Mattis_tgt_midpoint	SY_Mattis_coverage	SY_Mattis_identity	segment
gene:TraesCS7A02G018300	Chr7A	7765603	7768738	+	7767170	Chr7A	6064744	6067879	+	6066311	1.0	0.992	collinear
gene:TraesCS7A02G018400	Chr7A	7772601	7774409	-	7773505	Chr7A	6071352	6073160	-	6072256	1.0	0.998	collinear
gene:TraesCS7A02G019100	Chr7A	7912911	7913099	+	7913005	Chr7A	6180061	6180249	+	6180155	1.0	0.978	collinear
gene:TraesCS7A02G019000	Chr7A	7912502	7915519	-	7914010	Chr7A	6179651	6182708	-	6181179	1.0	0.982	collinear
gene:TraesCS7A02G019200	Chr7A	7918966	7921551	+	7920258	Chr7A	6186661	6189246	+	6187953	1.0	0.997	collinear
gene:TraesCS7A02G019300	Chr7A	7934137	7934984	-	7934560	Chr7A	6206141	6206984	-	6206562	0.994	0.979	collinear
gene:TraesCS7A02G019400	Chr7A	7936758	7939018	+	7937888	Chr7A	6208729	6210996	+	6209862	0.997	0.989	collinear
gene:TraesCS7A02G020100	Chr7A	8251456	8256984	-	8254220	Chr7A	6272496	6278022	-	6275259	0.999	0.994	collinear
gene:TraesCS7A02G020200	Chr7A	8258531	8262673	-	8260602	Chr7A	6279131	6283056	-	6281093	0.998	0.995	collinear
gene:TraesCS7A02G020300	Chr7A	8263242	8266242	-	8264742	Chr7A	6283615	6286617	-	6285116	1.0	0.993	collinear
gene:TraesCS7A02G020400	Chr7A	8371523	8373717	+	8372620	Chr7A	6408624	6410813	+	6409718	0.998	0.995	collinear
gene:TraesCS7A02G020500	Chr7A	8373731	8376623	-	8375177	Chr7A	6410827	6413784	-	6412305	0.997	0.962	collinear
gene:TraesCS7A02G020600	Chr7A	8381127	8383458	+	8382292	Chr7A	6418201	6420634	+	6419417	1.0	0.904	collinear
gene:TraesCS7A02G020700	Chr7A	8403648	8404295	-	8403971	Chr7A	6431217	6431864	-	6431540	1.0	0.993	collinear
gene:TraesCS7A02G020900	Chr7A	8529069	8530698	+	8529883	Chr7A	6462983	6464612	+	6463797	1.0	0.993	collinear
gene:TraesCS7A02G021105	Chr7A	8653739	8656192	+	8654965	Chr7A	6635185	6637639	+	6636412	0.998	0.991	collinear
gene:TraesCS7A02G021900	Chr7A	8802585	8803740	-	8803162	Chr7A	6746471	6747629	-	6747050	1.0	0.971	collinear
gene:TraesCS7A02G022400	Chr7A	8893268	8894651	-	8893959	Chr7A	6890333	6891714	-	6891023	0.998	0.993	collinear
gene:TraesCS7A02G022500	Chr7A	8895256	8899379	-	8897317	Chr7A	6892319	6896422	-	6894370	0.994	0.965	collinear
gene:TraesCS7A02G022600	Chr7A	8914366	8917369	+	8915867	Chr7A	6920442	6923435	+	6921938	1.0	0.985	collinear
gene:TraesCS7A02G022900	Chr7A	9007919	9011947	+	9009933	Chr7A	6947832	6950650	+	6949241	0.981	0.956	collinear
gene:TraesCS7A02G023000	Chr7A	9012103	9014468	+	9013285	Chr7A	6950847	6952308	+	6951577	0.996	0.987	collinear
gene:TraesCS7A02G023100	Chr7A	9108309	9110338	-	9109323	Chr7A	7055985	7058010	-	7056997	0.997	0.989	collinear
gene:TraesCS7A02G023200	Chr7A	9262658	9263762	-	9263210	Chr7A	7527206	7528310	-	7527758	1.0	0.991	collinear
gene:TraesCS7A02G023300	Chr7A	9318501	9319158	-	9318829	Chr7A	7562291	7562948	-	7562619	1.0	0.971	collinear
gene:TraesCS7A02G023400	Chr7A	9327923	9335785	+	9331854	Chr7A	7579793	7587898	+	7583845	1.0	0.994	collinear
gene:TraesCS7A02G023600	Chr7A	9364144	9364776	+	9364460	Chr7A	7597314	7597946	+	7597630	1.0	0.992	collinear
gene:TraesCS7A02G023800	Chr7A	9411200	9413168	+	9412184	Chr7A	7652621	7654592	+	7653606	1.0	0.992	collinear
gene:TraesCS7A02G024300	Chr7A	9682564	9683373	-	9682968	Chr7A	7966944	7967753	-	7967348	1.0	0.988	collinear
gene:TraesCS7A02G024400	Chr7A	9687197	9688109	-	9687653	Chr7A	7971949	7972860	-	7972404	0.998	0.986	collinear
gene:TraesCS7A02G024500	Chr7A	9688722	9694491	-	9691606	Chr7A	8038284	8044244	-	8041264	0.954	0.924	collinear
gene:TraesCS7A02G024600	Chr7A	9719138	9720574	-	9719856	Chr7A	8056276	8057661	-	8056968	0.947	0.906	collinear
gene:TraesCS7A02G024800	Chr7A	9751973	9753961	+	9752967	Chr7A	8080916	8082901	+	8081908	1.0	0.997	collinear
gene:TraesCS7A02G024900	Chr7A	9754538	9756808	+	9755673	Chr7A	8083478	8085741	+	8084609	0.998	0.991	collinear
gene:TraesCS7A02G025000	Chr7A	9756977	9757735	+	9757356	Chr7A	8085910	8086668	+	8086289	1.0	0.993	collinear
gene:TraesCS7A02G025500	Chr7A	10090817	10092055	-	10091436	Chr7A	8354693	8355923	-	8355308	0.989	0.905	collinear
gene:TraesCS7A02G025800	Chr7A	10191642	10196597	+	10194119	Chr7A	8422351	8427191	+	8424771	0.957	0.929	collinear
gene:TraesCS7A02G026000	Chr7A	10351399	10354121	-	10352760	Chr7A	8520289	8522969	-	8521629	0.991	0.929	collinear
gene:TraesCS7A02G026100	Chr7A	10357487	10358891	-	10358189	Chr7A	8527127	8528531	-	8527829	1.0	0.974	collinear
gene:TraesCS7A02G026200	Chr7A	10380433	10381519	+	10380976	Chr7A	8548018	8549094	+	8548556	0.994	0.969	collinear
gene:TraesCS7A02G027100	Chr7A	10884451	10885595	+	10885023	Chr7A	8625190	8626446	+	8625818	0.992	0.909	collinear
gene:TraesCS7A02G027600	Chr7A	11052777	11054056	-	11053416	Chr7A	8695862	8697135	-	8696498	0.994	0.964	collinear
gene:TraesCS7A02G027700	Chr7A	11084872	11088792	+	11086832	Chr7A	8708904	8712824	+	8710864	1.0	0.992	collinear
gene:TraesCS7A02G027800	Chr7A	11091491	11101081	+	11096286	Chr7A	8737305	8746887	+	8742096	0.998	0.994	collinear
gene:TraesCS7A02G027900	Chr7A	11102010	11105277	-	11103643	Chr7A	8747819	8750854	-	8749336	1.0	0.989	collinear
gene:TraesCS7A02G028100	Chr7A	11265568	11266179	+	11265873	Chr7A	8833259	8833856	+	8833557	0.977	0.947	collinear
gene:TraesCS7A02G028200	Chr7A	11310916	11311786	-	11311351	Chr7A	8866149	8867030	-	8866589	1.0	0.97	collinear
gene:TraesCS7A02G028600	Chr7A	11581399	11582227	-	11581813	Chr7A	9604174	9605002	-	9604588	1.0	0.971	collinear
gene:TraesCS7A02G028900	Chr7A	11845045	11845356	+	11845200	Chr7A	9633759	9634070	+	9633914	1.0	1.0	collinear
gene:TraesCS7A02G029100	Chr7A	11883004	11884202	+	11883603	Chr7A	9618463	9619665	+	9619064	0.997	0.96	collinear
gene:TraesCS7A02G029400	Chr7A	11990596	11991409	-	11991002	Chr7A	9688186	9689000	-	9688593	1.0	0.984	collinear
gene:TraesCS7A02G029500	Chr7A	11999328	12000057	+	11999692	Chr7A	9708488	9709242	+	9708865	0.998	0.928	collinear
gene:TraesCS7A02G029600	Chr7A	12095883	12100373	+	12098128	Chr7A	9850603	9855084	+	9852843	1.0	0.993	collinear
gene:TraesCS7A02G029800	Chr7A	12127659	12128009	+	12127834	Chr7A	9896720	9897070	+	9896895	1.0	0.965	collinear
gene:TraesCS7A02G029900	Chr7A	12176298	12180547	+	12178422	Chr7A	9899276	9903568	+	9901422	1.0	0.997	collinear
gene:TraesCS7A02G030000	Chr7A	12181435	12182283	+	12181859	Chr7A	9904457	9905305	+	9904881	1.0	0.995	collinear
gene:TraesCS7A02G030100	Chr7A	12198019	12202295	-	12200157	Chr7A	9936969	9941259	-	9939114	0.991	0.93	collinear
gene:TraesCS7A02G030400	Chr7A	12309107	12311318	-	12310212	Chr7A	10040459	10042681	-	10041570	1.0	0.981	collinear
gene:TraesCS7A02G030500	Chr7A	12399795	12422324	+	12411059	Chr7A	10111539	10134362	+	10122950	1.0	0.994	collinear
gene:TraesCS7A02G030600	Chr7A	12428050	12429685	-	12428867	Chr7A	10140262	10141899	-	10141080	1.0	0.995	collinear
gene:TraesCS7A02G030800	Chr7A	12651331	12652819	-	12652075	Chr7A	10336844	10338299	-	10337571	0.971	0.966	collinear
gene:TraesCS7A02G030900	Chr7A	12756305	12760296	-	12758300	Chr7A	10513183	10517173	-	10515178	1.0	0.999	collinear
gene:TraesCS7A02G031000	Chr7A	12809300	12814061	-	12811680	Chr7A	10575879	10580608	-	10578243	1.0	0.991	collinear
gene:TraesCS7A02G031100	Chr7A	12907759	12911699	+	12909729	Chr7A	10659129	10663031	+	10661080	0.995	0.992	collinear
gene:TraesCS7A02G031300	Chr7A	13090803	13094176	+	13092489	Chr7A	10846480	10849853	+	10848166	1.0	0.998	collinear
gene:TraesCS7A02G031400	Chr7A	13100401	13106973	-	13103687	Chr7A	10855894	10862468	-	10859181	1.0	1.0	collinear
gene:TraesCS7A02G031500	Chr7A	13114313	13115572	-	13114942	Chr7A	10869808	10871067	-	10870437	1.0	1.0	collinear
gene:TraesCS7A02G031600	Chr7A	13131638	13133034	-	13132336	Chr7A	10887148	10888544	-	10887846	1.0	1.0	collinear
gene:TraesCS7A02G031700	Chr7A	13177301	13179329	-	13178315	Chr7A	10935836	10937864	-	10936850	1.0	1.0	collinear
gene:TraesCS7A02G031800	Chr7A	13184862	13186064	-	13185463	Chr7A	10943410	10944612	-	10944011	1.0	1.0	collinear
gene:TraesCS7A02G031900	Chr7A	13189196	13192601	+	13190898	Chr7A	10947744	10951149	+	10949446	1.0	1.0	collinear
gene:TraesCS7A02G032000	Chr7A	13193359	13195573	-	13194466	Chr7A	10951907	10954121	-	10953014	1.0	0.998	collinear
gene:TraesCS7A02G032100	Chr7A	13215430	13229260	-	13222345	Chr7A	10973772	10987119	-	10980445	1.0	1.0	collinear
gene:TraesCS7A02G032200	Chr7A	13233387	13243208	+	13238297	Chr7A	10992708	11002322	+	10997515	1.0	0.999	collinear
gene:TraesCS7A02G032300	Chr7A	13626379	13626869	-	13626624	Chr7A	11377560	11378050	-	11377805	1.0	1.0	collinear
gene:TraesCS7A02G032400	Chr7A	13790087	13791047	-	13790567	Chr7A	11538787	11539747	-	11539267	1.0	1.0	collinear
gene:TraesCS7A02G032500	Chr7A	13797630	13801643	-	13799636	Chr7A	11546330	11549361	-	11547845	0.933	0.933	collinear
gene:TraesCS7A02G032600	Chr7A	13828478	13831255	+	13829866	Chr7A	11575948	11578725	+	11577336	1.0	1.0	collinear
gene:TraesCS7A02G032700	Chr7A	13832914	13835159	+	13834036	Chr7A	11580384	11582629	+	11581506	1.0	1.0	collinear
gene:TraesCS7A02G032800	Chr7A	14023697	14024930	-	14024313	Chr7A	11769956	11771189	-	11770572	1.0	1.0	collinear
gene:TraesCS7A02G032900	Chr7A	14041043	14042083	-	14041563	Chr7A	11796074	11797114	-	11796594	1.0	1.0	collinear
gene:TraesCS7A02G033000	Chr7A	14172212	14175945	+	14174078	Chr7A	11947492	11951225	+	11949358	1.0	0.999	collinear
gene:TraesCS7A02G033100	Chr7A	14189219	14194496	-	14191857	Chr7A	11964365	11969642	-	11967003	1.0	1.0	collinear
gene:TraesCS7A02G033200	Chr7A	14444265	14447077	-	14445671	Chr7A	12214945	12217758	-	12216351	1.0	1.0	collinear
gene:TraesCS7A02G033300	Chr7A	14618057	14619934	+	14618995	Chr7A	12387934	12389811	+	12388872	1.0	1.0	collinear
gene:TraesCS7A02G033400	Chr7A	14620626	14622331	-	14621478	Chr7A	12390503	12392208	-	12391355	1.0	1.0	collinear
gene:TraesCS7A02G033500	Chr7A	14730005	14735062	+	14732533	Chr7A	12498949	12504006	+	12501477	1.0	0.999	collinear
gene:TraesCS7A02G033600	Chr7A	14794919	14796476	+	14795697	Chr7A	12561028	12562584	+	12561806	0.999	0.995	collinear
gene:TraesCS7A02G033700	Chr7A	14810716	14819295	+	14815005	Chr7A	12576714	12585272	+	12580993	1.0	0.998	collinear
gene:TraesCS7A02G033800	Chr7A	14820290	14821438	-	14820864	Chr7A	12586267	12587415	-	12586841	1.0	0.994	collinear
gene:TraesCS7A02G033900	Chr7A	14848028	14848561	-	14848294	Chr7A	13060659	13061192	+	13060925	1.0	0.994	collinear
gene:TraesCS7A02G034100	Chr7A	14918298	14920339	-	14919318	Chr7A	13004587	13006650	+	13005618	0.999	0.948	collinear
gene:TraesCS7A02G034200	Chr7A	14931801	14932945	+	14932373	Chr7A	12947161	12948305	-	12947733	1.0	0.989	collinear
gene:TraesCS7A02G034300	Chr7A	15005336	15007065	+	15006200	Chr7A	12919563	12921318	-	12920440	0.987	0.904	collinear
gene:TraesCS7A02G034400	Chr7A	15035861	15039994	+	15037927	Chr7A	12885785	12889947	-	12887866	1.0	0.974	collinear
gene:TraesCS7A02G034600	Chr7A	15085180	15090586	+	15087883	Chr7A	12871353	12876767	-	12874060	0.998	0.989	collinear
gene:TraesCS7A02G034800	Chr7A	15283417	15284514	-	15283965	Chr7A	13100017	13101114	-	13100565	1.0	0.981	collinear
gene:TraesCS7A02G034900	Chr7A	15523755	15525871	-	15524813	Chr7A	13268992	13271068	-	13270030	0.983	0.925	collinear
gene:TraesCS7A02G035200	Chr7A	15639003	15639854	-	15639428	Chr7A	13318496	13319350	-	13318923	1.0	0.991	collinear
gene:TraesCS7A02G035300	Chr7A	15688730	15689572	-	15689151	Chr7A	13371319	13372161	-	13371740	1.0	0.988	collinear
gene:TraesCS7A02G035400	Chr7A	15694071	15696797	+	15695434	Chr7A	13376507	13379233	+	13377870	1.0	0.997	collinear
gene:TraesCS7A02G035500	Chr7A	15697493	15698020	-	15697756	Chr7A	13379929	13380456	-	13380192	1.0	0.998	collinear
gene:TraesCS7A02G035600	Chr7A	15701697	15702218	-	15701957	Chr7A	13384133	13384651	-	13384392	0.994	0.994	collinear
gene:TraesCS7A02G035800	Chr7A	15815497	15816669	+	15816083	Chr7A	13497692	13498864	+	13498278	1.0	0.993	collinear
gene:TraesCS7A02G035884	Chr7A	15957212	15957450	-	15957331	Chr7A	13644059	13644298	-	13644178	1.0	0.995	collinear
gene:TraesCS7A02G036000	Chr7A	16016350	16023391	-	16019870	Chr7A	13694537	13701438	-	13697987	1.0	0.998	collinear
gene:TraesCS7A02G036100	Chr7A	16163476	16164708	-	16164092	Chr7A	13809065	13810297	-	13809681	1.0	0.999	collinear
gene:TraesCS7A02G036200	Chr7A	16298126	16303413	-	16300769	Chr7A	13952342	13957590	-	13954966	0.985	0.983	collinear
gene:TraesCS7A02G036300	Chr7A	16315823	16316947	+	16316385	Chr7A	13969790	13970914	+	13970352	1.0	1.0	collinear
gene:TraesCS7A02G036400	Chr7A	16378598	16393609	+	16386103	Chr7A	14031936	14046542	+	14039239	1.0	1.0	collinear
gene:TraesCS7A02G036500	Chr7A	16423808	16429362	+	16426585	Chr7A	14076469	14082023	+	14079246	1.0	0.999	collinear
gene:TraesCS7A02G036600	Chr7A	16430045	16432218	-	16431131	Chr7A	14082706	14084879	-	14083792	1.0	1.0	collinear
gene:TraesCS7A02G036700	Chr7A	16432948	16436248	-	16434598	Chr7A	14085609	14088909	-	14087259	1.0	1.0	collinear
gene:TraesCS7A02G036800	Chr7A	16603591	16604064	+	16603827	Chr7A	14254731	14255204	+	14254967	1.0	1.0	collinear
gene:TraesCS7A02G036900	Chr7A	16636312	16636527	-	16636419	Chr7A	14287346	14287561	-	14287453	1.0	1.0	collinear
gene:TraesCS7A02G037000	Chr7A	16642604	16645386	-	16643995	Chr7A	14293638	14296420	-	14295029	1.0	1.0	collinear
gene:TraesCS7A02G037100	Chr7A	16649925	16652642	+	16651283	Chr7A	14300960	14303677	+	14302318	1.0	1.0	collinear
gene:TraesCS7A02G037200	Chr7A	16669123	16696075	+	16682599	Chr7A	14319570	14346232	+	14332901	1.0	1.0	collinear
gene:TraesCS7A02G037300	Chr7A	16719019	16721511	-	16720265	Chr7A	14369329	14371821	-	14370575	1.0	0.999	collinear
gene:TraesCS7A02G037400	Chr7A	16729356	16731429	+	16730392	Chr7A	14378599	14380672	+	14379635	1.0	1.0	collinear
gene:TraesCS7A02G037500	Chr7A	16751191	16753555	+	16752373	Chr7A	14399957	14402321	+	14401139	1.0	1.0	collinear
gene:TraesCS7A02G037600	Chr7A	16797373	16798260	+	16797816	Chr7A	14455671	14456558	+	14456114	1.0	1.0	collinear
gene:TraesCS7A02G037700	Chr7A	16835876	16837161	-	16836518	Chr7A	14495996	14497281	-	14496638	1.0	1.0	collinear
