gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Stanley_tgt_chr	Stanley_tgt_start	Stanley_tgt_end	Stanley_tgt_strand	Stanley_tgt_midpoint	Stanley_coverage	Stanley_identity
gene:TraesCS2B03G0008500	Chr2B	1958192	1967818	-	1963005	Chr2B	1079615	1089275	-	1084445	1.0	0.999
gene:TraesCS2B03G0009200	Chr2B	2344071	2344364	+	2344217	Chr2B	1440909	1441202	+	1441055	1.0	1.0
gene:TraesCS2B03G0009700	Chr2B	2520260	2520661	-	2520460	Chr2B	1619318	1619720	-	1619519	1.0	1.0
gene:TraesCS2B03G0009900	Chr2B	2672857	2674541	-	2673699	Chr2B	1810408	1812089	-	1811248	0.998	0.994
gene:TraesCS2B03G0010000	Chr2B	2678638	2681094	-	2679866	Chr2B	1816188	1818644	-	1817416	1.0	0.998
gene:TraesCS2B03G0010300	Chr2B	2698016	2703512	+	2700764	Chr2B	1836117	1841614	+	1838865	0.999	0.996
gene:TraesCS2B03G0010400	Chr2B	2717986	2718723	-	2718354	Chr2B	1856269	1857006	-	1856637	1.0	0.991
gene:TraesCS2B03G0010800	Chr2B	2882010	2883720	-	2882865	Chr2B	2052786	2054500	-	2053643	1.0	0.994
gene:TraesCS2B03G0011000	Chr2B	2916973	2932515	-	2924744	Chr2B	2081950	2092937	-	2087443	0.976	0.968
gene:TraesCS2B03G0011300	Chr2B	2962930	2963370	+	2963150	Chr2B	2126585	2127025	+	2126805	1.0	1.0
gene:TraesCS2B03G0011700	Chr2B	3194437	3195324	-	3194880	Chr2B	144397	145284	-	144840	1.0	0.99
gene:TraesCS2B03G0011900	Chr2B	3212333	3217189	-	3214761	Chr2B	2827162	2832021	-	2829591	0.997	0.992
gene:TraesCS2B03G0012700	Chr2B	3630724	3631650	-	3631187	Chr2B	2953078	2954004	-	2953541	1.0	0.998
gene:TraesCS2B03G0012800	Chr2B	3632392	3635151	-	3633771	Chr2B	2954600	2957370	-	2955985	1.0	0.99
gene:TraesCS2B03G0012900	Chr2B	3685456	3686983	-	3686219	Chr2B	3018582	3020109	-	3019345	1.0	0.999
gene:TraesCS2B03G0013100	Chr2B	3855432	3862083	+	3858757	Chr2B	3203983	3210790	+	3207386	1.0	0.997
gene:TraesCS2B03G0013300	Chr2B	3877680	3878447	+	3878063	Chr2B	3226553	3227320	+	3226936	1.0	0.993
gene:TraesCS2B03G0013400	Chr2B	3880027	3880452	+	3880239	Chr2B	3228878	3229303	+	3229090	1.0	0.995
gene:TraesCS2B03G0013700	Chr2B	3956480	3957106	-	3956793	Chr2B	3306006	3306632	-	3306319	1.0	1.0
gene:TraesCS2B03G0013900	Chr2B	3959709	3961547	-	3960628	Chr2B	3309235	3311073	-	3310154	1.0	1.0
gene:TraesCS2B03G0014300	Chr2B	4031007	4035278	-	4033142	Chr2B	3380858	3385129	-	3382993	1.0	1.0
gene:TraesCS2B03G0014500	Chr2B	4057416	4065064	-	4061240	Chr2B	3407986	3412545	-	3410265	0.966	0.966
gene:TraesCS2B03G0015000	Chr2B	4111148	4113262	-	4112205	Chr2B	3462419	3464533	-	3463476	1.0	1.0
gene:TraesCS2B03G0015100	Chr2B	4116808	4124611	-	4120709	Chr2B	3468079	3476599	-	3472339	1.0	1.0
gene:TraesCS2B03G0016000	Chr2B	5016726	5020169	+	5018447	Chr2B	3647894	3651337	+	3649615	1.0	1.0
gene:TraesCS2B03G0016200	Chr2B	5031749	5033515	-	5032632	Chr2B	3662917	3664683	-	3663800	1.0	1.0
gene:TraesCS2B03G0016300	Chr2B	5034478	5034879	-	5034678	Chr2B	3665646	3666047	-	3665846	1.0	1.0
gene:TraesCS2B03G0016400	Chr2B	5035649	5037309	-	5036479	Chr2B	3666817	3668477	-	3667647	1.0	1.0
gene:TraesCS2B03G0016700	Chr2B	5058158	5060304	+	5059231	Chr2B	3689320	3691466	+	3690393	1.0	1.0
gene:TraesCS2B03G0017200	Chr2B	5133457	5135141	-	5134299	Chr2B	3768364	3770048	-	3769206	1.0	1.0
gene:TraesCS2B03G0017300	Chr2B	5224896	5229545	+	5227220	Chr2B	3865088	3869741	+	3867414	1.0	0.997
gene:TraesCS2B03G0017500	Chr2B	5236031	5237507	+	5236769	Chr2B	3876562	3878038	+	3877300	1.0	1.0
gene:TraesCS2B03G0017600	Chr2B	5295192	5296900	-	5296046	Chr2B	3935866	3937574	-	3936720	1.0	1.0
gene:TraesCS2B03G0017700	Chr2B	5393429	5393683	+	5393556	Chr2B	4035590	4035844	+	4035717	1.0	1.0
gene:TraesCS2B03G0018100	Chr2B	5448721	5450259	+	5449490	Chr2B	4090760	4092298	+	4091529	1.0	1.0
gene:TraesCS2B03G0018300	Chr2B	5465459	5467015	-	5466237	Chr2B	4108279	4109835	-	4109057	1.0	1.0
gene:TraesCS2B03G0018400	Chr2B	5488231	5490367	+	5489299	Chr2B	4131051	4133187	+	4132119	1.0	1.0
gene:TraesCS2B03G0018500	Chr2B	5500410	5504869	+	5502639	Chr2B	4143212	4147671	+	4145441	1.0	1.0
gene:TraesCS2B03G0018600	Chr2B	5525526	5527171	-	5526348	Chr2B	4169285	4170930	-	4170107	1.0	1.0
gene:TraesCS2B03G0018700	Chr2B	5530391	5532332	+	5531361	Chr2B	4174150	4176091	+	4175120	1.0	1.0
gene:TraesCS2B03G0018800	Chr2B	5613315	5614067	-	5613691	Chr2B	4257203	4257955	-	4257579	1.0	1.0
gene:TraesCS2B03G0018900	Chr2B	5619058	5620657	+	5619857	Chr2B	4262946	4264545	+	4263745	1.0	1.0
gene:TraesCS2B03G0019000	Chr2B	5640833	5641228	+	5641030	Chr2B	4284784	4285179	+	4284981	1.0	1.0
gene:TraesCS2B03G0019100	Chr2B	5644403	5648377	-	5646390	Chr2B	4287909	4291883	-	4289896	1.0	1.0
gene:TraesCS2B03G0019200	Chr2B	5654103	5657492	+	5655797	Chr2B	4297609	4300998	+	4299303	1.0	1.0
gene:TraesCS2B03G0019300	Chr2B	5657715	5659851	-	5658783	Chr2B	4301221	4303357	-	4302289	1.0	1.0
gene:TraesCS2B03G0019800	Chr2B	5722565	5736933	-	5729749	Chr2B	4369109	4383301	-	4376205	1.0	1.0
gene:TraesCS2B03G0019900	Chr2B	5841563	5854226	+	5847894	Chr2B	4496499	4509316	+	4502907	1.0	1.0
gene:TraesCS2B03G0020000	Chr2B	5857938	5873315	-	5865626	Chr2B	4513376	4528767	-	4521071	1.0	1.0
gene:TraesCS2B03G0020600	Chr2B	6113325	6116343	-	6114834	Chr2B	4739596	4742614	-	4741105	1.0	1.0
gene:TraesCS2B03G0021300	Chr2B	6161766	6163667	-	6162716	Chr2B	4780645	4782609	-	4781627	1.0	1.0
gene:TraesCS2B03G0021600	Chr2B	6188607	6190076	-	6189341	Chr2B	4815850	4817319	-	4816584	1.0	1.0
gene:TraesCS2B03G0022100	Chr2B	6245944	6247230	+	6246587	Chr2B	4875770	4877056	+	4876413	1.0	1.0
gene:TraesCS2B03G0022200	Chr2B	6269901	6271154	+	6270527	Chr2B	4899626	4900879	+	4900252	1.0	1.0
gene:TraesCS2B03G0022400	Chr2B	6456104	6457096	-	6456600	Chr2B	4984469	4985461	-	4984965	1.0	1.0
gene:TraesCS2B03G0022500	Chr2B	6468597	6470870	+	6469733	Chr2B	4996963	4999237	+	4998100	1.0	0.998
gene:TraesCS2B03G0022800	Chr2B	6498923	6502372	+	6500647	Chr2B	5031780	5035227	+	5033503	1.0	0.997
gene:TraesCS2B03G0022900	Chr2B	6504862	6505866	-	6505364	Chr2B	5037717	5038721	-	5038219	1.0	1.0
gene:TraesCS2B03G0023000	Chr2B	6532801	6533683	+	6533242	Chr2B	5065498	5066380	+	5065939	1.0	1.0
gene:TraesCS2B03G0023200	Chr2B	6545063	6548072	-	6546567	Chr2B	5077760	5080784	-	5079272	1.0	1.0
gene:TraesCS2B03G0023300	Chr2B	6570795	6571658	+	6571226	Chr2B	5103508	5104371	+	5103939	1.0	1.0
gene:TraesCS2B03G0023700	Chr2B	6627192	6628976	+	6628084	Chr2B	5159917	5161701	+	5160809	1.0	1.0
gene:TraesCS2B03G0023900	Chr2B	6655874	6658393	+	6657133	Chr2B	5267882	5270442	+	5269162	1.0	0.956
gene:TraesCS2B03G0024000	Chr2B	6699896	6701597	+	6700746	Chr2B	5231301	5233002	+	5232151	1.0	1.0
gene:TraesCS2B03G0024200	Chr2B	6713306	6714708	+	6714007	Chr2B	5244711	5246113	+	5245412	1.0	1.0
gene:TraesCS2B03G0024400	Chr2B	6734404	6739456	-	6736930	Chr2B	4836923	4842542	+	4839732	1.0	0.971
gene:TraesCS2B03G0024500	Chr2B	6787357	6789121	+	6788239	Chr2B	5312142	5313906	+	5313024	1.0	1.0
gene:TraesCS2B03G0024700	Chr2B	6821447	6822965	-	6822206	Chr2B	5348514	5350032	-	5349273	1.0	1.0
gene:TraesCS2B03G0024800	Chr2B	6835359	6837114	+	6836236	Chr2B	5363307	5365062	+	5364184	1.0	1.0
gene:TraesCS2B03G0025100	Chr2B	6863809	6865292	-	6864550	Chr2B	5391590	5393073	-	5392331	1.0	0.999
gene:TraesCS2B03G0025300	Chr2B	6882347	6883870	+	6883108	Chr2B	5410128	5411651	+	5410889	1.0	1.0
gene:TraesCS2B03G0025500	Chr2B	6886209	6888033	+	6887121	Chr2B	5413959	5415776	+	5414867	0.995	0.995
gene:TraesCS2B03G0025600	Chr2B	6894552	6896489	-	6895520	Chr2B	5422295	5424232	-	5423263	1.0	1.0
gene:TraesCS2B03G0025700	Chr2B	6898563	6903761	-	6901162	Chr2B	5426306	5431504	-	5428905	1.0	1.0
gene:TraesCS2B03G0026100	Chr2B	7188185	7188382	-	7188283	Chr2B	5716822	5717019	-	5716920	1.0	1.0
gene:TraesCS2B03G0026200	Chr2B	7202008	7208867	-	7205437	Chr2B	5730645	5737504	-	5734074	1.0	1.0
gene:TraesCS2B03G0026300	Chr2B	7231414	7238036	-	7234725	Chr2B	5759922	5766544	-	5763233	1.0	1.0
gene:TraesCS2B03G0026600	Chr2B	7342466	7343956	+	7343211	Chr2B	5822852	5824342	+	5823597	1.0	1.0
gene:TraesCS2B03G0026500	Chr2B	7342428	7347675	-	7345051	Chr2B	5822814	5828061	-	5825437	1.0	1.0
gene:TraesCS2B03G0026800	Chr2B	7368058	7373714	+	7370886	Chr2B	5849167	5854823	+	5851995	1.0	1.0
gene:TraesCS2B03G0026900	Chr2B	7374744	7376852	-	7375798	Chr2B	5855853	5857961	-	5856907	1.0	1.0
gene:TraesCS2B03G0027000	Chr2B	7384257	7389466	+	7386861	Chr2B	5865366	5870690	+	5868028	1.0	1.0
gene:TraesCS2B03G0027200	Chr2B	7418327	7421421	+	7419874	Chr2B	5899546	5902640	+	5901093	1.0	1.0
gene:TraesCS2B03G0027300	Chr2B	7423234	7427119	-	7425176	Chr2B	5904453	5908338	-	5906395	1.0	1.0
gene:TraesCS2B03G0027400	Chr2B	7430644	7430993	-	7430818	Chr2B	5912322	5912671	-	5912496	1.0	1.0
gene:TraesCS2B03G0027500	Chr2B	7457794	7474452	+	7466123	Chr2B	5939472	5956549	+	5948010	1.0	1.0
gene:TraesCS2B03G0027600	Chr2B	7480197	7485085	+	7482641	Chr2B	5962295	5967183	+	5964739	1.0	1.0
gene:TraesCS2B03G0027700	Chr2B	7488542	7503846	+	7496194	Chr2B	5970640	5987333	+	5978986	1.0	1.0
gene:TraesCS2B03G0027800	Chr2B	7503853	7505322	-	7504587	Chr2B	5987340	5988809	-	5988074	1.0	1.0
gene:TraesCS2B03G0027900	Chr2B	7523936	7527616	+	7525776	Chr2B	6008006	6011686	+	6009846	1.0	1.0
gene:TraesCS2B03G0028000	Chr2B	7543649	7547126	+	7545387	Chr2B	6027719	6031196	+	6029457	1.0	0.998
gene:TraesCS2B03G0028100	Chr2B	7550450	7550846	-	7550648	Chr2B	6034520	6034916	-	6034718	1.0	1.0
gene:TraesCS2B03G0028300	Chr2B	7608181	7613666	+	7610923	Chr2B	6092767	6098208	+	6095487	1.0	1.0
gene:TraesCS2B03G0028400	Chr2B	7623099	7624529	+	7623814	Chr2B	6107872	6109302	+	6108587	1.0	1.0
gene:TraesCS2B03G0028700	Chr2B	7643082	7646942	+	7645012	Chr2B	6127858	6131718	+	6129788	1.0	1.0
gene:TraesCS2B03G0028900	Chr2B	7658092	7659718	-	7658905	Chr2B	6143054	6144680	-	6143867	1.0	1.0
gene:TraesCS2B03G0029000	Chr2B	7693007	7694798	-	7693902	Chr2B	6160364	6162155	-	6161259	1.0	1.0
gene:TraesCS2B03G0029100	Chr2B	7701267	7705799	-	7703533	Chr2B	6168622	6173154	-	6170888	1.0	1.0
gene:TraesCS2B03G0029200	Chr2B	7868819	7869526	+	7869172	Chr2B	6337461	6338168	+	6337814	1.0	1.0
gene:TraesCS2B03G0029300	Chr2B	7872274	7875518	-	7873896	Chr2B	6340916	6344160	-	6342538	1.0	1.0
gene:TraesCS2B03G0029600	Chr2B	7890473	7900384	-	7895428	Chr2B	6359121	6369032	-	6364076	1.0	1.0
gene:TraesCS2B03G0029700	Chr2B	7911010	7912109	+	7911559	Chr2B	6379658	6380757	+	6380207	1.0	1.0
gene:TraesCS2B03G0030200	Chr2B	7977648	7979453	+	7978550	Chr2B	6447221	6449026	+	6448123	1.0	1.0
gene:TraesCS2B03G0030300	Chr2B	8006235	8010811	+	8008523	Chr2B	6475944	6480466	+	6478205	1.0	1.0
gene:TraesCS2B03G0030400	Chr2B	8013387	8018171	-	8015779	Chr2B	6482962	6487746	-	6485354	1.0	1.0
gene:TraesCS2B03G0030500	Chr2B	8021978	8025987	+	8023982	Chr2B	6491839	6495848	+	6493843	1.0	1.0
gene:TraesCS2B03G0030600	Chr2B	8028120	8034668	-	8031394	Chr2B	6497664	6504212	-	6500938	1.0	1.0
gene:TraesCS2B03G0030700	Chr2B	8065103	8066982	-	8066042	Chr2B	6534647	6536526	-	6535586	1.0	1.0
gene:TraesCS2B03G0030800	Chr2B	8082243	8086823	-	8084533	Chr2B	6552121	6556701	-	6554411	1.0	0.999
gene:TraesCS2B03G0030900	Chr2B	8091004	8091576	-	8091290	Chr2B	6560882	6561454	-	6561168	1.0	1.0
gene:TraesCS2B03G0031000	Chr2B	8098223	8098723	+	8098473	Chr2B	6568101	6568601	+	6568351	1.0	1.0
gene:TraesCS2B03G0031100	Chr2B	8101793	8102553	+	8102173	Chr2B	6571671	6572431	+	6572051	1.0	1.0
gene:TraesCS2B03G0031200	Chr2B	8114748	8116073	-	8115410	Chr2B	6584626	6585951	-	6585288	1.0	1.0
gene:TraesCS2B03G0031900	Chr2B	8209424	8214046	-	8211735	Chr2B	6679571	6684361	-	6681966	1.0	1.0
gene:TraesCS2B03G0032400	Chr2B	8262232	8262546	+	8262389	Chr2B	6733367	6733681	+	6733524	1.0	1.0
gene:TraesCS2B03G0032500	Chr2B	8318794	8321353	+	8320073	Chr2B	6791014	6793573	+	6792293	1.0	1.0
gene:TraesCS2B03G0032900	Chr2B	8569211	8569753	+	8569482	Chr2B	7042948	7043490	+	7043219	1.0	1.0
gene:TraesCS2B03G0033000	Chr2B	8645459	8647142	+	8646300	Chr2B	7119319	7121002	+	7120160	1.0	1.0
gene:TraesCS2B03G0033300	Chr2B	8677011	8677322	+	8677166	Chr2B	7151047	7151358	+	7151202	1.0	1.0
gene:TraesCS2B03G0033400	Chr2B	8696627	8703483	-	8700055	Chr2B	7171090	7177946	-	7174518	1.0	1.0
gene:TraesCS2B03G0033700	Chr2B	8763728	8764291	+	8764009	Chr2B	7239218	7239781	+	7239499	1.0	0.989
gene:TraesCS2B03G0034200	Chr2B	9153032	9155753	+	9154392	Chr2B	7380874	7383595	+	7382234	0.999	0.967
gene:TraesCS2B03G0034400	Chr2B	9162506	9163054	+	9162780	Chr2B	7390348	7390896	+	7390622	1.0	1.0
gene:TraesCS2B03G0034800	Chr2B	9231046	9234494	+	9232770	Chr2B	7458317	7461765	+	7460041	1.0	1.0
gene:TraesCS2B03G0035000	Chr2B	9247068	9254229	+	9250648	Chr2B	7474996	7482157	+	7478576	1.0	1.0
gene:TraesCS2B03G0035200	Chr2B	9343040	9344596	+	9343818	Chr2B	7543231	7544787	+	7544009	1.0	1.0
gene:TraesCS2B03G0035300	Chr2B	9343040	9345337	+	9344188	Chr2B	7543231	7545528	+	7544379	1.0	1.0
gene:TraesCS2B03G0035500	Chr2B	9345406	9346238	+	9345822	Chr2B	7545597	7546429	+	7546013	1.0	1.0
gene:TraesCS2B03G0036600	Chr2B	9591731	9595119	+	9593425	Chr2B	7793340	7796728	+	7795034	1.0	1.0
gene:TraesCS2B03G0036700	Chr2B	9601532	9604373	-	9602952	Chr2B	7803141	7805982	-	7804561	1.0	1.0
gene:TraesCS2B03G0036800	Chr2B	9689277	9694655	+	9691966	Chr2B	7890884	7896262	+	7893573	1.0	1.0
gene:TraesCS2B03G0036900	Chr2B	9696616	9701784	+	9699200	Chr2B	7898336	7903571	+	7900953	1.0	1.0
gene:TraesCS2B03G0037000	Chr2B	9708622	9713131	-	9710876	Chr2B	7910409	7914918	-	7912663	1.0	1.0
gene:TraesCS2B03G0037600	Chr2B	10352360	10355723	+	10354041	Chr2B	8565953	8569316	+	8567634	1.0	1.0
gene:TraesCS2B03G0037900	Chr2B	10428959	10429546	+	10429252	Chr2B	8641648	8642235	+	8641941	1.0	1.0
gene:TraesCS2B03G0038000	Chr2B	10466399	10469668	+	10468033	Chr2B	8679879	8683148	+	8681513	1.0	1.0
gene:TraesCS2B03G0038100	Chr2B	10491592	10494176	+	10492884	Chr2B	8704506	8707090	+	8705798	1.0	1.0
gene:TraesCS2B03G0038200	Chr2B	10588029	10591331	+	10589680	Chr2B	8802001	8805303	+	8803652	1.0	1.0
gene:TraesCS2B03G0038400	Chr2B	10647577	10651198	+	10649387	Chr2B	8860024	8863645	+	8861834	1.0	1.0
gene:TraesCS2B03G0038500	Chr2B	10659178	10659779	-	10659478	Chr2B	8871625	8872226	-	8871925	1.0	1.0
gene:TraesCS2B03G0038600	Chr2B	10757228	10760110	-	10758669	Chr2B	8967504	8970386	-	8968945	1.0	1.0
gene:TraesCS2B03G0039900	Chr2B	10878933	10879520	-	10879226	Chr2B	9089432	9090019	-	9089725	1.0	1.0
gene:TraesCS2B03G0040000	Chr2B	10882178	10886156	+	10884167	Chr2B	9092677	9096655	+	9094666	1.0	1.0
gene:TraesCS2B03G0040100	Chr2B	10886848	10888396	-	10887622	Chr2B	9097347	9098895	-	9098121	1.0	1.0
gene:TraesCS2B03G0040200	Chr2B	10903928	10905735	-	10904831	Chr2B	9115245	9117052	-	9116148	1.0	1.0
gene:TraesCS2B03G0040300	Chr2B	10906588	10908620	-	10907604	Chr2B	9117905	9119937	-	9118921	1.0	1.0
gene:TraesCS2B03G0041400	Chr2B	11227892	11229787	-	11228839	Chr2B	9369960	9371855	-	9370907	1.0	1.0
gene:TraesCS2B03G0041600	Chr2B	11261441	11263050	+	11262245	Chr2B	9412211	9413820	+	9413015	1.0	1.0
gene:TraesCS2B03G0041700	Chr2B	11266726	11269064	-	11267895	Chr2B	9417750	9420088	-	9418919	1.0	1.0
gene:TraesCS2B03G0041900	Chr2B	11286708	11288360	+	11287534	Chr2B	9437692	9439344	+	9438518	1.0	1.0
gene:TraesCS2B03G0042100	Chr2B	11295799	11296835	-	11296317	Chr2B	9446723	9447759	-	9447241	1.0	1.0
gene:TraesCS2B03G0042200	Chr2B	11302011	11303624	+	11302817	Chr2B	9452935	9454548	+	9453741	1.0	1.0
gene:TraesCS2B03G0042400	Chr2B	11310962	11311999	-	11311480	Chr2B	9462598	9463635	-	9463116	1.0	1.0
gene:TraesCS2B03G0042500	Chr2B	11354501	11355306	-	11354903	Chr2B	9505517	9506322	-	9505919	1.0	1.0
gene:TraesCS2B03G0042700	Chr2B	11421745	11422468	+	11422106	Chr2B	9574072	9574795	+	9574433	1.0	1.0
gene:TraesCS2B03G0043200	Chr2B	11539698	11543017	-	11541357	Chr2B	9670361	9673680	-	9672020	1.0	1.0
gene:TraesCS2B03G0043300	Chr2B	11562536	11562888	+	11562712	Chr2B	9693434	9693786	+	9693610	1.0	1.0
gene:TraesCS2B03G0043800	Chr2B	11608498	11608872	+	11608685	Chr2B	9739707	9740081	+	9739894	1.0	1.0
gene:TraesCS2B03G0044000	Chr2B	11664482	11675152	+	11669817	Chr2B	9795690	9805850	+	9800770	1.0	1.0
gene:TraesCS2B03G0044200	Chr2B	11698264	11711290	-	11704777	Chr2B	9829298	9842631	-	9835964	1.0	1.0
gene:TraesCS2B03G0044500	Chr2B	11728100	11729813	-	11728956	Chr2B	9857028	9858741	-	9857884	1.0	0.998
gene:TraesCS2B03G0045500	Chr2B	11953152	11954641	+	11953896	Chr2B	10382726	10384215	+	10383470	1.0	1.0
gene:TraesCS2B03G0045900	Chr2B	12020844	12022072	+	12021458	Chr2B	10450449	10451677	+	10451063	1.0	1.0
gene:TraesCS2B03G0046100	Chr2B	12230579	12231627	-	12231103	Chr2B	10114834	10115882	-	10115358	1.0	1.0
gene:TraesCS2B03G0046400	Chr2B	12245084	12246319	+	12245701	Chr2B	10129339	10130574	+	10129956	1.0	1.0
gene:TraesCS2B03G0046300	Chr2B	12245024	12246636	+	12245830	Chr2B	10129279	10130891	+	10130085	1.0	1.0
gene:TraesCS2B03G0046600	Chr2B	12298712	12301127	+	12299919	Chr2B	10183088	10185503	+	10184295	1.0	1.0
gene:TraesCS2B03G0046700	Chr2B	12396725	12399054	+	12397889	Chr2B	10284459	10286788	+	10285623	1.0	1.0
gene:TraesCS2B03G0047000	Chr2B	12537971	12540326	+	12539148	Chr2B	10605281	10607636	+	10606458	1.0	0.997
gene:TraesCS2B03G0047100	Chr2B	12584834	12585947	-	12585390	Chr2B	10652303	10653416	-	10652859	1.0	1.0
gene:TraesCS2B03G0047200	Chr2B	12595123	12596934	+	12596028	Chr2B	10662592	10664403	+	10663497	1.0	1.0
gene:TraesCS2B03G0047300	Chr2B	12606495	12608204	+	12607349	Chr2B	10673964	10675673	+	10674818	1.0	1.0
gene:TraesCS2B03G0047400	Chr2B	12616252	12628595	+	12622423	Chr2B	10683721	10696441	+	10690081	1.0	1.0
gene:TraesCS2B03G0047600	Chr2B	12734549	12737361	+	12735955	Chr2B	10802251	10805061	+	10803656	1.0	1.0
gene:TraesCS2B03G0047700	Chr2B	12772668	12777056	+	12774862	Chr2B	10812856	10817244	+	10815050	1.0	1.0
gene:TraesCS2B03G0047800	Chr2B	12781702	12782631	+	12782166	Chr2B	10821890	10822819	+	10822354	1.0	1.0
gene:TraesCS2B03G0047900	Chr2B	12783163	12784476	+	12783819	Chr2B	10823351	10824664	+	10824007	1.0	1.0
gene:TraesCS2B03G0048000	Chr2B	12785502	12793555	-	12789528	Chr2B	10825690	10833743	-	10829716	1.0	0.998
gene:TraesCS2B03G0048100	Chr2B	12795192	12804217	+	12799704	Chr2B	10835856	10844846	+	10840351	0.985	0.985
gene:TraesCS2B03G0048200	Chr2B	12852446	12853800	+	12853123	Chr2B	10892864	10894218	+	10893541	1.0	1.0
gene:TraesCS2B03G0048300	Chr2B	12858646	12859579	+	12859112	Chr2B	10899397	10900330	+	10899863	1.0	1.0
gene:TraesCS2B03G0048400	Chr2B	12864616	12866219	+	12865417	Chr2B	10905393	10906996	+	10906194	1.0	1.0
gene:TraesCS2B03G0048500	Chr2B	12877573	12878121	+	12877847	Chr2B	10918598	10919146	+	10918872	1.0	0.995
gene:TraesCS2B03G0048600	Chr2B	12888956	12891430	-	12890193	Chr2B	10930298	10932772	-	10931535	1.0	1.0
gene:TraesCS2B03G0048700	Chr2B	12902737	12907993	-	12905365	Chr2B	10944381	10949637	-	10947009	1.0	1.0
gene:TraesCS2B03G0048800	Chr2B	12926381	12930952	-	12928666	Chr2B	10968197	10972820	-	10970508	1.0	1.0
gene:TraesCS2B03G0049400	Chr2B	12981259	12981576	+	12981417	Chr2B	11024117	11024434	+	11024275	1.0	1.0
gene:TraesCS2B03G0049600	Chr2B	13071865	13080320	-	13076092	Chr2B	11103435	11111739	-	11107587	1.0	1.0
gene:TraesCS2B03G0050200	Chr2B	13099079	13103584	-	13101331	Chr2B	11130447	11134752	-	11132599	1.0	1.0
gene:TraesCS2B03G0050400	Chr2B	13120432	13121992	-	13121212	Chr2B	11151623	11153183	-	11152403	1.0	1.0
gene:TraesCS2B03G0050600	Chr2B	13132669	13133442	+	13133055	Chr2B	11163192	11163965	+	11163578	1.0	1.0
gene:TraesCS2B03G0050700	Chr2B	13182204	13189613	-	13185908	Chr2B	11211473	11218989	-	11215231	1.0	1.0
gene:TraesCS2B03G0051000	Chr2B	13253976	13259260	-	13256618	Chr2B	11282688	11287972	-	11285330	1.0	1.0
gene:TraesCS2B03G0051100	Chr2B	13285094	13286551	+	13285822	Chr2B	11313690	11315147	+	11314418	1.0	1.0
gene:TraesCS2B03G0051300	Chr2B	13296175	13297080	+	13296627	Chr2B	11324771	11325676	+	11325223	1.0	1.0
gene:TraesCS2B03G0051600	Chr2B	13340976	13341932	+	13341454	Chr2B	11368483	11369439	+	11368961	1.0	1.0
