gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Stanley_tgt_chr	Stanley_tgt_start	Stanley_tgt_end	Stanley_tgt_strand	Stanley_tgt_midpoint	Stanley_coverage	Stanley_identity
gene:TraesCS3A03G0010300	Chr3A	3516427	3516797	+	3516612	Chr3A	4338998	4339368	-	4339183	1.0	1.0
gene:TraesCS3A03G0010400	Chr3A	3528309	3528679	+	3528494	Chr3A	5412424	5412794	-	5412609	1.0	1.0
gene:TraesCS3A03G0010900	Chr3A	4550825	4551422	+	4551123	Chr3A	4378856	4379453	-	4379154	1.0	0.995
gene:TraesCS3A03G0011100	Chr3A	4580518	4580888	+	4580703	Chr3A	5418364	5418734	-	5418549	1.0	1.0
gene:TraesCS3A03G0011000	Chr3A	4580518	4580888	+	4580703	Chr3A	4345382	4345752	-	4345567	1.0	1.0
gene:TraesCS3A03G0011400	Chr3A	5573411	5574099	+	5573755	Chr3A	6415495	6416183	-	6415839	1.0	0.985
gene:TraesCS3A03G0013800	Chr3A	6965742	6973314	-	6969528	Chr3A	2842275	2850240	+	2846257	1.0	0.998
gene:TraesCS3A03G0014100	Chr3A	7195252	7195989	-	7195620	Chr3A	2655147	2655884	+	2655515	1.0	0.997
gene:TraesCS3A03G0014200	Chr3A	7201106	7201878	-	7201492	Chr3A	2649258	2650030	+	2649644	1.0	0.998
gene:TraesCS3A03G0014500	Chr3A	7235692	7236321	+	7236006	Chr3A	2616934	2617563	-	2617248	1.0	0.995
gene:TraesCS3A03G0014600	Chr3A	7271218	7272481	-	7271849	Chr3A	2595601	2596864	+	2596232	1.0	0.995
gene:TraesCS3A03G0014700	Chr3A	7285296	7286069	-	7285682	Chr3A	2573460	2574236	+	2573848	0.993	0.966
gene:TraesCS3A03G0014800	Chr3A	7323919	7329828	+	7326873	Chr3A	2541743	2547655	-	2544699	1.0	0.996
gene:TraesCS3A03G0015200	Chr3A	7342556	7344335	-	7343445	Chr3A	2527203	2528983	+	2528093	1.0	0.997
gene:TraesCS3A03G0015300	Chr3A	7348215	7349429	-	7348822	Chr3A	2522029	2523303	+	2522666	1.0	0.952
gene:TraesCS3A03G0015600	Chr3A	7363585	7366969	+	7365277	Chr3A	2503877	2507600	-	2505738	1.0	0.998
gene:TraesCS3A03G0015800	Chr3A	7380064	7383852	-	7381958	Chr3A	2486959	2490755	+	2488857	0.997	0.985
gene:TraesCS3A03G0016000	Chr3A	7452849	7457127	-	7454988	Chr3A	2417920	2422294	+	2420107	0.996	0.945
gene:TraesCS3A03G0016300	Chr3A	7500062	7500565	-	7500313	Chr3A	2395096	2395599	+	2395347	1.0	0.998
gene:TraesCS3A03G0016400	Chr3A	7504661	7506864	-	7505762	Chr3A	2378628	2380932	+	2379780	0.995	0.972
gene:TraesCS3A03G0016700	Chr3A	7536839	7541137	-	7538988	Chr3A	2359089	2363350	+	2361219	0.999	0.985
gene:TraesCS3A03G0016800	Chr3A	7541942	7543943	-	7542942	Chr3A	2356230	2358234	+	2357232	0.997	0.966
gene:TraesCS3A03G0017200	Chr3A	7711376	7711747	+	7711561	Chr3A	2257937	2258311	-	2258124	1.0	0.954
gene:TraesCS3A03G0017500	Chr3A	7835763	7836658	+	7836210	Chr3A	2239604	2240496	-	2240050	0.989	0.963
gene:TraesCS3A03G0017600	Chr3A	7843174	7845911	-	7844542	Chr3A	2230328	2233194	+	2231761	0.995	0.953
gene:TraesCS3A03G0017800	Chr3A	7873298	7874889	+	7874093	Chr3A	2187492	2189081	-	2188286	1.0	0.986
gene:TraesCS3A03G0019400	Chr3A	8307059	8308734	+	8307896	Chr3A	7539052	7540752	+	7539902	0.994	0.911
gene:TraesCS3A03G0019500	Chr3A	8312029	8313781	+	8312905	Chr3A	7543003	7544749	+	7543876	0.996	0.98
gene:TraesCS3A03G0020200	Chr3A	8667965	8674038	+	8671001	Chr3A	7567615	7573627	+	7570621	0.986	0.97
gene:TraesCS3A03G0020900	Chr3A	8761108	8765593	+	8763350	Chr3A	7686790	7691443	+	7689116	0.994	0.972
gene:TraesCS3A03G0021100	Chr3A	8815764	8817443	-	8816603	Chr3A	7715713	7717392	-	7716552	1.0	0.978
gene:TraesCS3A03G0021300	Chr3A	8871318	8877341	-	8874329	Chr3A	7756073	7762038	-	7759055	0.986	0.925
gene:TraesCS3A03G0021500	Chr3A	8936932	8941473	+	8939202	Chr3A	7829621	7834176	+	7831898	1.0	0.977
gene:TraesCS3A03G0021700	Chr3A	8941709	8945367	-	8943538	Chr3A	7834412	7837819	-	7836115	0.991	0.987
gene:TraesCS3A03G0021900	Chr3A	8978050	8978574	-	8978312	Chr3A	7842347	7842867	-	7842607	0.99	0.948
gene:TraesCS3A03G0022400	Chr3A	9068031	9068433	+	9068232	Chr3A	7908649	7909051	+	7908850	1.0	0.984
gene:TraesCS3A03G0022600	Chr3A	9084051	9084863	+	9084457	Chr3A	7948866	7949684	+	7949275	1.0	0.979
gene:TraesCS3A03G0022900	Chr3A	9122196	9122766	+	9122481	Chr3A	7943372	7943942	+	7943657	1.0	0.983
gene:TraesCS3A03G0023200	Chr3A	9140921	9143315	-	9142118	Chr3A	7992730	7995119	-	7993924	1.0	0.961
gene:TraesCS3A03G0023300	Chr3A	9149932	9150266	+	9150099	Chr3A	8011735	8012069	+	8011902	1.0	1.0
gene:TraesCS3A03G0023600	Chr3A	9261431	9262046	+	9261738	Chr3A	8093717	8094324	+	8094020	1.0	0.979
gene:TraesCS3A03G0023900	Chr3A	9285037	9286005	+	9285521	Chr3A	8102458	8103426	+	8102942	1.0	0.982
gene:TraesCS3A03G0024200	Chr3A	9353587	9354501	-	9354044	Chr3A	8145453	8146358	-	8145905	0.989	0.963
gene:TraesCS3A03G0025300	Chr3A	9545280	9546050	+	9545665	Chr3A	8202263	8203033	+	8202648	1.0	0.988
gene:TraesCS3A03G0025400	Chr3A	9552904	9553640	+	9553272	Chr3A	8208570	8209305	+	8208937	0.998	0.981
gene:TraesCS3A03G0025600	Chr3A	9592895	9595184	+	9594039	Chr3A	8273996	8276285	+	8275140	1.0	0.996
gene:TraesCS3A03G0026000	Chr3A	9642965	9643977	-	9643471	Chr3A	8324703	8325715	-	8325209	1.0	0.973
gene:TraesCS3A03G0026100	Chr3A	9644666	9645634	+	9645150	Chr3A	8326397	8327365	+	8326881	1.0	0.982
gene:TraesCS3A03G0026200	Chr3A	9653139	9669786	-	9661462	Chr3A	8347369	8358490	-	8352929	0.994	0.987
gene:TraesCS3A03G0026400	Chr3A	9675840	9678026	-	9676933	Chr3A	8364735	8366921	-	8365828	1.0	0.993
gene:TraesCS3A03G0026500	Chr3A	9681056	9686935	+	9683995	Chr3A	8370123	8376454	+	8373288	0.998	0.927
gene:TraesCS3A03G0027000	Chr3A	9838666	9841851	-	9840258	Chr3A	8534743	8537674	-	8536208	1.0	0.978
gene:TraesCS3A03G0027100	Chr3A	9845757	9852029	-	9848893	Chr3A	8541372	8546994	-	8544183	0.963	0.937
gene:TraesCS3A03G0027300	Chr3A	9849094	9851236	+	9850165	Chr3A	8544364	8546477	+	8545420	0.982	0.974
gene:TraesCS3A03G0027500	Chr3A	9911389	9914507	-	9912948	Chr3A	8608298	8611410	-	8609854	1.0	0.992
gene:TraesCS3A03G0027600	Chr3A	9920569	9923925	+	9922247	Chr3A	8618511	8621839	+	8620175	1.0	0.98
gene:TraesCS3A03G0028000	Chr3A	10000200	10001623	+	10000911	Chr3A	8687000	8688428	+	8687714	1.0	0.969
gene:TraesCS3A03G0028100	Chr3A	10018154	10019155	+	10018654	Chr3A	8697605	8698606	+	8698105	1.0	0.976
gene:TraesCS3A03G0029200	Chr3A	10220045	10221046	+	10220545	Chr3A	8944941	8945942	+	8945441	1.0	0.996
gene:TraesCS3A03G0029300	Chr3A	10232174	10234897	+	10233535	Chr3A	8957603	8960328	+	8958965	0.999	0.992
gene:TraesCS3A03G0030200	Chr3A	10327162	10329201	-	10328181	Chr3A	9018557	9020596	-	9019576	1.0	0.979
gene:TraesCS3A03G0030500	Chr3A	10336408	10337433	+	10336920	Chr3A	9026642	9027663	+	9027152	0.996	0.974
gene:TraesCS3A03G0030800	Chr3A	10383345	10466440	-	10424892	Chr3A	9076030	9084680	-	9080355	0.977	0.968
gene:TraesCS3A03G0031000	Chr3A	10447941	10449839	+	10448890	Chr3A	9067509	9069407	+	9068458	1.0	0.988
gene:TraesCS3A03G0031400	Chr3A	10518095	10519252	+	10518673	Chr3A	9163452	9164609	+	9164030	1.0	0.985
gene:TraesCS3A03G0032200	Chr3A	10652173	10652544	-	10652358	Chr3A	9232589	9232960	-	9232774	1.0	0.94
gene:TraesCS3A03G0032300	Chr3A	10654600	10656651	+	10655625	Chr3A	9261903	9263954	+	9262928	1.0	0.975
gene:TraesCS3A03G0032700	Chr3A	10737911	10746852	+	10742381	Chr3A	9356956	9366431	+	9361693	1.0	0.986
gene:TraesCS3A03G0033800	Chr3A	11032664	11036369	-	11034516	Chr3A	9823795	9827477	-	9825636	0.988	0.913
gene:TraesCS3A03G0034400	Chr3A	11101739	11106118	-	11103928	Chr3A	9666543	9670925	-	9668734	1.0	0.994
gene:TraesCS3A03G0034500	Chr3A	11104958	11107846	+	11106402	Chr3A	9669765	9672653	+	9671209	1.0	0.994
gene:TraesCS3A03G0034800	Chr3A	11173580	11178498	-	11176039	Chr3A	9730110	9735017	-	9732563	1.0	0.973
gene:TraesCS3A03G0036900	Chr3A	11558550	11561205	-	11559877	Chr3A	9887698	9890352	-	9889025	1.0	0.998
gene:TraesCS3A03G0037100	Chr3A	11576916	11578238	+	11577577	Chr3A	9383333	9384631	+	9383982	0.981	0.95
gene:TraesCS3A03G0038300	Chr3A	11651428	11652730	+	11652079	Chr3A	9892402	9893682	+	9893042	1.0	0.929
gene:TraesCS3A03G0039000	Chr3A	11781834	11782499	+	11782166	Chr3A	9971319	9971968	-	9971643	0.948	0.906
gene:TraesCS3A03G0039500	Chr3A	11852630	11855047	-	11853838	Chr3A	9978605	9981031	-	9979818	1.0	0.963
gene:TraesCS3A03G0039800	Chr3A	11932308	11936854	+	11934581	Chr3A	10074643	10079141	+	10076892	1.0	0.987
gene:TraesCS3A03G0040200	Chr3A	11953618	11959397	-	11956507	Chr3A	10112107	10117850	-	10114978	0.997	0.981
gene:TraesCS3A03G0040400	Chr3A	11984456	11986835	-	11985645	Chr3A	10138938	10141356	-	10140147	0.997	0.958
gene:TraesCS3A03G0040500	Chr3A	12010768	12012573	-	12011670	Chr3A	10158848	10160562	-	10159705	0.933	0.905
gene:TraesCS3A03G0040800	Chr3A	12045365	12046453	-	12045909	Chr3A	10222434	10223519	-	10222976	0.997	0.976
gene:TraesCS3A03G0040900	Chr3A	12054644	12056101	-	12055372	Chr3A	10271212	10272667	-	10271939	1.0	0.98
gene:TraesCS3A03G0041100	Chr3A	12071349	12072083	+	12071716	Chr3A	10284055	10284789	+	10284422	1.0	0.983
gene:TraesCS3A03G0041200	Chr3A	12075943	12077447	-	12076695	Chr3A	10288071	10289573	-	10288822	0.998	0.987
gene:TraesCS3A03G0041700	Chr3A	12110477	12114187	+	12112332	Chr3A	10293504	10297110	+	10295307	0.952	0.937
gene:TraesCS3A03G0041900	Chr3A	12118672	12120490	-	12119581	Chr3A	10298550	10300368	-	10299459	1.0	0.988
gene:TraesCS3A03G0042100	Chr3A	12128508	12130477	-	12129492	Chr3A	10319223	10321193	-	10320208	1.0	0.971
gene:TraesCS3A03G0042200	Chr3A	12200162	12201941	-	12201051	Chr3A	10393769	10395433	-	10394601	0.935	0.923
gene:TraesCS3A03G0042300	Chr3A	12209794	12211502	-	12210648	Chr3A	10443380	10445088	-	10444234	1.0	0.958
gene:TraesCS3A03G0042700	Chr3A	12352050	12353034	-	12352542	Chr3A	10477988	10478977	-	10478482	1.0	0.981
gene:TraesCS3A03G0042800	Chr3A	12356143	12357072	+	12356607	Chr3A	10483860	10484754	+	10484307	0.958	0.932
gene:TraesCS3A03G0042900	Chr3A	12358498	12359728	-	12359113	Chr3A	10495869	10497140	-	10496504	0.998	0.924
gene:TraesCS3A03G0043100	Chr3A	12411156	12412208	-	12411682	Chr3A	10523093	10524157	-	10523625	0.988	0.925
gene:TraesCS3A03G0043200	Chr3A	12415290	12425054	+	12420172	Chr3A	10533032	10542750	+	10537891	0.967	0.951
gene:TraesCS3A03G0043300	Chr3A	12436248	12436726	+	12436487	Chr3A	10554121	10554615	+	10554368	0.995	0.941
gene:TraesCS3A03G0043500	Chr3A	12499756	12505087	+	12502421	Chr3A	10582309	10587713	+	10585011	1.0	0.977
gene:TraesCS3A03G0043600	Chr3A	12557004	12564531	+	12560767	Chr3A	10655236	10662951	+	10659093	0.949	0.943
gene:TraesCS3A03G0043700	Chr3A	12591873	12593468	+	12592670	Chr3A	10709003	10710601	+	10709802	1.0	0.985
gene:TraesCS3A03G0043800	Chr3A	12619607	12622553	+	12621080	Chr3A	10790955	10793868	+	10792411	0.982	0.958
gene:TraesCS3A03G0044200	Chr3A	12659773	12663256	+	12661514	Chr3A	10822269	10825488	+	10823878	1.0	0.979
gene:TraesCS3A03G0044400	Chr3A	12671499	12671969	-	12671734	Chr3A	10833472	10833910	-	10833691	0.932	0.912
gene:TraesCS3A03G0044500	Chr3A	12674962	12675767	-	12675364	Chr3A	10841630	10842435	-	10842032	0.997	0.968
gene:TraesCS3A03G0044600	Chr3A	12691263	12693861	+	12692562	Chr3A	10858096	10860771	+	10859433	0.995	0.959
gene:TraesCS3A03G0045600	Chr3A	12953875	12962009	+	12957942	Chr3A	10903232	10911310	+	10907271	1.0	0.99
gene:TraesCS3A03G0046100	Chr3A	12989383	12993109	-	12991246	Chr3A	10919908	10923607	-	10921757	0.964	0.924
gene:TraesCS3A03G0046400	Chr3A	13013432	13018739	-	13016085	Chr3A	10943082	10947727	-	10945404	0.971	0.956
gene:TraesCS3A03G0046500	Chr3A	13029932	13033027	-	13031479	Chr3A	11768636	11771687	+	11770161	0.957	0.939
gene:TraesCS3A03G0046600	Chr3A	13037615	13043061	-	13040338	Chr3A	11758579	11763452	+	11761015	0.986	0.95
gene:TraesCS3A03G0046700	Chr3A	13046469	13049752	-	13048110	Chr3A	11750476	11755022	+	11752749	0.995	0.981
gene:TraesCS3A03G0046900	Chr3A	13134758	13138473	+	13136615	Chr3A	11671537	11675285	-	11673411	0.99	0.948
gene:TraesCS3A03G0047000	Chr3A	13146068	13157472	+	13151770	Chr3A	11649446	11661091	-	11655268	0.999	0.99
gene:TraesCS3A03G0047400	Chr3A	13173460	13176299	+	13174879	Chr3A	11602593	11605426	-	11604009	1.0	0.986
gene:TraesCS3A03G0047800	Chr3A	13200215	13207654	+	13203934	Chr3A	11567214	11574338	-	11570776	1.0	0.985
gene:TraesCS3A03G0047900	Chr3A	13209629	13211419	-	13210524	Chr3A	11563462	11565237	+	11564349	0.99	0.957
gene:TraesCS3A03G0048000	Chr3A	13212111	13220429	-	13216270	Chr3A	11554783	11562779	+	11558781	1.0	0.984
gene:TraesCS3A03G0048300	Chr3A	13251152	13252309	+	13251730	Chr3A	11551649	11552803	-	11552226	0.995	0.978
gene:TraesCS3A03G0048500	Chr3A	13256000	13259537	-	13257768	Chr3A	11545096	11548533	+	11546814	0.926	0.917
gene:TraesCS3A03G0048700	Chr3A	13266374	13267826	-	13267100	Chr3A	11507010	11508488	+	11507749	0.998	0.938
gene:TraesCS3A03G0049100	Chr3A	13326983	13331969	-	13329476	Chr3A	11497448	11502737	+	11500092	1.0	0.971
gene:TraesCS3A03G0050200	Chr3A	13510570	13511960	-	13511265	Chr3A	11469512	11470912	+	11470212	0.993	0.921
gene:TraesCS3A03G0050700	Chr3A	13551825	13552727	-	13552276	Chr3A	11437390	11438289	+	11437839	0.996	0.935
gene:TraesCS3A03G0051000	Chr3A	13581053	13583594	-	13582323	Chr3A	11426475	11429142	+	11427808	0.958	0.915
gene:TraesCS3A03G0051100	Chr3A	13585785	13587462	+	13586623	Chr3A	11422554	11424229	-	11423391	0.997	0.969
gene:TraesCS3A03G0051200	Chr3A	13588891	13590341	-	13589616	Chr3A	11420268	11421693	+	11420980	0.959	0.908
gene:TraesCS3A03G0051400	Chr3A	13799143	13807136	-	13803139	Chr3A	11349114	11356847	+	11352980	0.927	0.916
gene:TraesCS3A03G0051500	Chr3A	13812171	13813047	+	13812609	Chr3A	11318191	11319072	-	11318631	0.997	0.972
gene:TraesCS3A03G0051600	Chr3A	13817015	13820570	+	13818792	Chr3A	11311943	11315530	-	11313736	0.995	0.977
gene:TraesCS3A03G0051700	Chr3A	13820553	13824040	-	13822296	Chr3A	11308475	11311960	+	11310217	0.984	0.961
gene:TraesCS3A03G0051800	Chr3A	13837749	13840017	-	13838883	Chr3A	11293918	11296177	+	11295047	0.998	0.976
gene:TraesCS3A03G0052000	Chr3A	13857289	13862785	-	13860037	Chr3A	11274085	11279577	+	11276831	0.996	0.984
gene:TraesCS3A03G0052200	Chr3A	14040952	14041692	-	14041322	Chr3A	11082481	11083220	+	11082850	1.0	0.963
gene:TraesCS3A03G0052300	Chr3A	14120231	14120695	+	14120463	Chr3A	11043725	11044189	-	11043957	1.0	0.997
gene:TraesCS3A03G0052600	Chr3A	14134546	14135307	+	14134926	Chr3A	11035591	11036352	-	11035971	1.0	0.993
gene:TraesCS3A03G0053000	Chr3A	14200366	14205844	-	14203105	Chr3A	12128120	12133806	+	12130963	0.996	0.951
gene:TraesCS3A03G0053100	Chr3A	14208436	14211617	+	14210026	Chr3A	12122235	12125477	-	12123856	1.0	0.992
gene:TraesCS3A03G0053400	Chr3A	14338574	14342114	+	14340344	Chr3A	12071765	12075306	-	12073535	1.0	0.99
gene:TraesCS3A03G0053500	Chr3A	14344155	14345109	-	14344632	Chr3A	12068671	12069619	+	12069145	0.985	0.97
gene:TraesCS3A03G0053600	Chr3A	14345254	14349480	-	14347367	Chr3A	12064354	12068526	+	12066440	0.962	0.939
gene:TraesCS3A03G0054300	Chr3A	14498314	14498850	+	14498582	Chr3A	11983499	11984035	+	11983767	1.0	0.988
gene:TraesCS3A03G0055600	Chr3A	15142521	15146395	+	15144458	Chr3A	12333741	12337707	+	12335724	0.999	0.978
gene:TraesCS3A03G0055800	Chr3A	15151106	15153176	-	15152141	Chr3A	12342197	12344419	-	12343308	1.0	0.995
gene:TraesCS3A03G0056100	Chr3A	15218565	15225143	-	15221854	Chr3A	12422000	12428572	-	12425286	0.995	0.991
gene:TraesCS3A03G0056300	Chr3A	15367716	15369852	+	15368784	Chr3A	12516046	12518181	+	12517113	1.0	0.992
gene:TraesCS3A03G0056400	Chr3A	15374271	15377592	+	15375931	Chr3A	12524227	12527796	+	12526011	1.0	0.992
gene:TraesCS3A03G0056500	Chr3A	15379118	15382109	+	15380613	Chr3A	12529322	12532313	+	12530817	1.0	0.995
gene:TraesCS3A03G0056600	Chr3A	15382541	15385525	-	15384033	Chr3A	12532744	12535727	-	12534235	1.0	0.996
gene:TraesCS3A03G0056900	Chr3A	15581362	15586956	+	15584159	Chr3A	12712015	12717591	+	12714803	0.994	0.993
gene:TraesCS3A03G0057000	Chr3A	15588624	15592155	-	15590389	Chr3A	12719217	12722734	-	12720975	0.994	0.989
gene:TraesCS3A03G0057100	Chr3A	15593584	15595385	+	15594484	Chr3A	12724220	12726023	+	12725121	1.0	0.994
gene:TraesCS3A03G0057400	Chr3A	15608635	15609777	+	15609206	Chr3A	12734403	12735545	+	12734974	1.0	0.998
gene:TraesCS3A03G0057600	Chr3A	15636769	15637577	+	15637173	Chr3A	12777455	12778263	+	12777859	1.0	0.998
gene:TraesCS3A03G0058300	Chr3A	15743505	15746810	+	15745157	Chr3A	12886152	12889418	+	12887785	1.0	0.992
gene:TraesCS3A03G0058400	Chr3A	15754398	15759483	+	15756940	Chr3A	12897022	12900992	+	12899007	0.966	0.962
gene:TraesCS3A03G0058600	Chr3A	15769038	15770439	-	15769738	Chr3A	12911279	12912680	-	12911979	1.0	0.996
gene:TraesCS3A03G0058800	Chr3A	15854927	15858814	-	15856870	Chr3A	12986092	12989978	-	12988035	0.999	0.995
gene:TraesCS3A03G0058900	Chr3A	15890662	15892044	+	15891353	Chr3A	13004333	13005722	+	13005027	1.0	0.99
gene:TraesCS3A03G0059000	Chr3A	15897326	15907096	-	15902211	Chr3A	13009830	13018713	-	13014271	0.984	0.901
gene:TraesCS3A03G0059100	Chr3A	15904642	15905987	-	15905314	Chr3A	13016259	13017605	-	13016932	1.0	0.985
gene:TraesCS3A03G0059500	Chr3A	15975018	15978954	+	15976986	Chr3A	13086727	13091546	+	13089136	1.0	0.976
gene:TraesCS3A03G0059600	Chr3A	15985878	15990235	+	15988056	Chr3A	13098479	13102971	+	13100725	0.999	0.996
gene:TraesCS3A03G0059700	Chr3A	16065418	16066849	-	16066133	Chr3A	13185584	13187015	-	13186299	1.0	1.0
gene:TraesCS3A03G0059800	Chr3A	16069241	16073917	+	16071579	Chr3A	13189934	13194610	+	13192272	1.0	0.999
gene:TraesCS3A03G0060200	Chr3A	16122946	16123593	+	16123269	Chr3A	13242128	13242775	+	13242451	1.0	1.0
gene:TraesCS3A03G0060300	Chr3A	16279115	16279914	-	16279514	Chr3A	13469689	13470488	-	13470088	1.0	1.0
gene:TraesCS3A03G0060500	Chr3A	16291911	16296115	+	16294013	Chr3A	13482484	13486688	+	13484586	1.0	1.0
gene:TraesCS3A03G0061500	Chr3A	16781028	16784619	+	16782823	Chr3A	13928759	13932350	+	13930554	1.0	0.999
gene:TraesCS3A03G0061800	Chr3A	16802924	16803530	+	16803227	Chr3A	13950521	13951127	+	13950824	1.0	0.998
gene:TraesCS3A03G0062100	Chr3A	16902296	16903662	+	16902979	Chr3A	14054194	14055560	+	14054877	1.0	1.0
gene:TraesCS3A03G0063100	Chr3A	17075422	17076396	-	17075909	Chr3A	14227012	14227986	-	14227499	1.0	1.0
gene:TraesCS3A03G0063200	Chr3A	17093678	17094934	-	17094306	Chr3A	14245391	14246647	-	14246019	1.0	1.0
gene:TraesCS3A03G0063300	Chr3A	17231024	17233287	+	17232155	Chr3A	14382357	14384620	+	14383488	1.0	1.0
gene:TraesCS3A03G0063400	Chr3A	17270551	17271615	-	17271083	Chr3A	14421077	14422163	-	14421620	1.0	0.979
gene:TraesCS3A03G0063600	Chr3A	17300080	17302821	-	17301450	Chr3A	14450537	14453278	-	14451907	1.0	1.0
gene:TraesCS3A03G0063700	Chr3A	17348766	17351480	-	17350123	Chr3A	14502343	14505057	-	14503700	1.0	0.999
gene:TraesCS3A03G0064000	Chr3A	17497167	17498908	-	17498037	Chr3A	14649643	14651384	-	14650513	1.0	1.0
gene:TraesCS3A03G0064100	Chr3A	17528849	17532476	-	17530662	Chr3A	14679855	14683482	-	14681668	1.0	1.0
gene:TraesCS3A03G0064200	Chr3A	17539451	17541749	+	17540600	Chr3A	14690226	14692524	+	14691375	1.0	1.0
gene:TraesCS3A03G0064600	Chr3A	17960043	17964689	-	17962366	Chr3A	15059402	15064049	-	15061725	1.0	0.999
gene:TraesCS3A03G0064900	Chr3A	18037806	18040039	+	18038922	Chr3A	15137639	15139872	+	15138755	1.0	1.0
gene:TraesCS3A03G0065000	Chr3A	18054016	18057108	+	18055562	Chr3A	15152643	15155735	+	15154189	1.0	1.0
gene:TraesCS3A03G0065100	Chr3A	18059008	18065576	-	18062292	Chr3A	15157635	15164156	-	15160895	0.99	0.99
gene:TraesCS3A03G0066000	Chr3A	18167147	18168264	+	18167705	Chr3A	15268589	15269706	+	15269147	1.0	1.0
gene:TraesCS3A03G0066100	Chr3A	18175262	18176822	+	18176042	Chr3A	15276697	15278257	+	15277477	1.0	1.0
gene:TraesCS3A03G0066200	Chr3A	18207404	18208574	+	18207989	Chr3A	15309045	15310215	+	15309630	1.0	1.0
gene:TraesCS3A03G0068700	Chr3A	19681177	19682018	+	19681597	Chr3A	16658306	16659147	+	16658726	1.0	1.0
gene:TraesCS3A03G0068900	Chr3A	19756652	19761404	+	19759028	Chr3A	16734875	16739912	+	16737393	1.0	1.0
gene:TraesCS3A03G0069100	Chr3A	19875189	19878093	-	19876641	Chr3A	16851556	16854460	-	16853008	1.0	1.0
gene:TraesCS3A03G0069300	Chr3A	19892253	19892669	+	19892461	Chr3A	16868623	16869039	+	16868831	1.0	1.0
gene:TraesCS3A03G0069400	Chr3A	19892745	19893567	+	19893156	Chr3A	16869115	16869937	+	16869526	1.0	1.0
gene:TraesCS3A03G0069500	Chr3A	19898370	19899758	+	19899064	Chr3A	16874985	16876373	+	16875679	1.0	1.0
gene:TraesCS3A03G0069600	Chr3A	19909137	19910223	-	19909680	Chr3A	16886086	16887172	-	16886629	1.0	0.999
gene:TraesCS3A03G0069900	Chr3A	19927875	19928414	+	19928144	Chr3A	16891999	16892538	+	16892268	1.0	1.0
gene:TraesCS3A03G0070000	Chr3A	19932559	19964611	+	19948585	Chr3A	16896683	16929219	+	16912951	1.0	0.999
gene:TraesCS3A03G0070200	Chr3A	19970421	19971229	-	19970825	Chr3A	16935029	16935837	-	16935433	1.0	0.998
