gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Stanley_tgt_chr	Stanley_tgt_start	Stanley_tgt_end	Stanley_tgt_strand	Stanley_tgt_midpoint	Stanley_coverage	Stanley_identity
gene:TraesCS7B03G0022000	Chr7B	5843318	5850518	-	5846918	Chr7B	3887977	3895177	+	3891577	1.0	0.999
gene:TraesCS7B03G0022100	Chr7B	6242281	6249615	+	6245948	Chr7B	3483084	3489477	-	3486280	1.0	0.991
gene:TraesCS7B03G0022700	Chr7B	6307057	6325059	-	6316058	Chr7B	3394719	3413083	+	3403901	0.998	0.994
gene:TraesCS7B03G0022800	Chr7B	6328320	6328690	-	6328505	Chr7B	3391085	3391455	+	3391270	1.0	0.995
gene:TraesCS7B03G0022900	Chr7B	6357986	6359698	-	6358842	Chr7B	3359902	3361577	+	3360739	0.974	0.966
gene:TraesCS7B03G0023000	Chr7B	6390975	6402894	-	6396934	Chr7B	3301986	3327921	+	3314953	1.0	0.991
gene:TraesCS7B03G0023400	Chr7B	6489035	6493164	+	6491099	Chr7B	3202212	3206440	-	3204326	0.986	0.926
gene:TraesCS7B03G0023500	Chr7B	6515908	6519369	+	6517638	Chr7B	3188853	3192357	-	3190605	1.0	0.958
gene:TraesCS7B03G0023700	Chr7B	6572310	6576009	+	6574159	Chr7B	3134054	3137753	-	3135903	1.0	0.996
gene:TraesCS7B03G0024200	Chr7B	6708493	6711769	+	6710131	Chr7B	2998573	3001849	-	3000211	1.0	1.0
gene:TraesCS7B03G0024600	Chr7B	6730304	6734509	-	6732406	Chr7B	2975378	2980050	+	2977714	1.0	1.0
gene:TraesCS7B03G0025200	Chr7B	7084796	7090671	+	7087733	Chr7B	2613147	2619022	-	2616084	1.0	1.0
gene:TraesCS7B03G0025300	Chr7B	7133948	7134205	+	7134076	Chr7B	2568170	2568427	-	2568298	1.0	1.0
gene:TraesCS7B03G0025500	Chr7B	7170867	7171798	-	7171332	Chr7B	2530390	2531322	+	2530856	1.0	0.997
gene:TraesCS7B03G0031800	Chr7B	10072089	10074089	-	10073089	Chr7B	9278731	9280731	-	9279731	1.0	1.0
gene:TraesCS7B03G0032300	Chr7B	10544063	10546385	+	10545224	Chr7B	9730678	9732882	+	9731780	1.0	1.0
gene:TraesCS7B03G0032400	Chr7B	10547429	10553423	-	10550426	Chr7B	9733975	9739895	-	9736935	1.0	1.0
gene:TraesCS7B03G0032600	Chr7B	10604706	10607023	+	10605864	Chr7B	9790193	9792475	+	9791334	1.0	0.998
gene:TraesCS7B03G0032800	Chr7B	10893834	10895764	+	10894799	Chr7B	10085811	10087741	+	10086776	1.0	0.997
gene:TraesCS7B03G0033000	Chr7B	10948512	10952925	-	10950718	Chr7B	10140369	10144781	-	10142575	0.999	0.997
gene:TraesCS7B03G0033100	Chr7B	10966194	10966511	-	10966352	Chr7B	10149338	10149652	-	10149495	0.99	0.99
gene:TraesCS7B03G0033400	Chr7B	11031814	11032149	-	11031981	Chr7B	10182831	10183166	-	10182998	1.0	1.0
gene:TraesCS7B03G0033700	Chr7B	11347584	11349680	+	11348632	Chr7B	10504612	10506708	+	10505660	1.0	1.0
gene:TraesCS7B03G0033800	Chr7B	11370075	11372420	+	11371247	Chr7B	10527555	10529900	+	10528727	1.0	1.0
gene:TraesCS7B03G0033900	Chr7B	11427489	11429579	+	11428534	Chr7B	10584929	10587019	+	10585974	1.0	1.0
gene:TraesCS7B03G0034400	Chr7B	11754859	11755950	+	11755404	Chr7B	10900455	10901546	+	10901000	1.0	1.0
gene:TraesCS7B03G0035500	Chr7B	12402324	12403972	+	12403148	Chr7B	11466436	11468084	+	11467260	1.0	1.0
gene:TraesCS7B03G0035800	Chr7B	12616448	12616997	+	12616722	Chr7B	11681132	11681681	+	11681406	1.0	1.0
gene:TraesCS7B03G0036400	Chr7B	12825511	12828600	-	12827055	Chr7B	11918855	11921944	-	11920399	1.0	1.0
gene:TraesCS7B03G0036500	Chr7B	12828715	12831509	+	12830112	Chr7B	11922059	11924853	+	11923456	1.0	1.0
gene:TraesCS7B03G0036900	Chr7B	13045181	13046564	+	13045872	Chr7B	12140259	12141642	+	12140950	1.0	1.0
gene:TraesCS7B03G0037100	Chr7B	13058869	13060926	-	13059897	Chr7B	12153817	12155874	-	12154845	1.0	0.999
gene:TraesCS7B03G0037200	Chr7B	13070163	13074003	-	13072083	Chr7B	12165103	12168943	-	12167023	1.0	0.997
gene:TraesCS7B03G0037800	Chr7B	13228297	13231672	-	13229984	Chr7B	12307955	12311330	-	12309642	1.0	0.998
gene:TraesCS7B03G0037900	Chr7B	13245333	13248899	-	13247116	Chr7B	12325148	12328715	-	12326931	1.0	1.0
gene:TraesCS7B03G0038500	Chr7B	13396579	13404775	-	13400677	Chr7B	12466646	12474856	-	12470751	1.0	0.995
gene:TraesCS7B03G0039400	Chr7B	13814676	13815557	+	13815116	Chr7B	12885954	12886835	+	12886394	1.0	0.993
gene:TraesCS7B03G0039500	Chr7B	13827963	13829345	+	13828654	Chr7B	12965450	12966830	+	12966140	0.997	0.996
gene:TraesCS7B03G0040000	Chr7B	14166727	14168401	+	14167564	Chr7B	13298052	13299726	+	13298889	1.0	1.0
gene:TraesCS7B03G0040100	Chr7B	14188627	14189373	-	14189000	Chr7B	13319903	13320649	-	13320276	1.0	0.997
gene:TraesCS7B03G0040800	Chr7B	14660032	14667783	-	14663907	Chr7B	13788048	13795800	-	13791924	1.0	1.0
gene:TraesCS7B03G0040900	Chr7B	14668269	14669567	-	14668918	Chr7B	13796286	13797584	-	13796935	1.0	1.0
gene:TraesCS7B03G0041300	Chr7B	14717563	14730651	-	14724107	Chr7B	13844029	13857115	-	13850572	1.0	1.0
gene:TraesCS7B03G0041500	Chr7B	14731897	14740343	-	14736120	Chr7B	13858361	13866824	-	13862592	1.0	1.0
gene:TraesCS7B03G0041000	Chr7B	14671227	14930635	-	14800931	Chr7B	13799244	14055042	-	13927143	0.999	0.992
gene:TraesCS7B03G0041600	Chr7B	14921364	14930291	-	14925827	Chr7B	14045575	14054687	-	14050131	0.999	0.992
gene:TraesCS7B03G0042200	Chr7B	15033121	15033834	-	15033477	Chr7B	14157715	14158428	-	14158071	1.0	1.0
gene:TraesCS7B03G0042300	Chr7B	15092775	15093383	+	15093079	Chr7B	14217622	14218230	+	14217926	1.0	1.0
gene:TraesCS7B03G0042400	Chr7B	15262513	15534364	-	15398438	Chr7B	14388236	14665295	-	14526765	1.0	1.0
gene:TraesCS7B03G0042600	Chr7B	15464389	15466426	-	15465407	Chr7B	14594188	14596225	-	14595206	1.0	1.0
gene:TraesCS7B03G0042800	Chr7B	15467641	15482383	-	15475012	Chr7B	14597440	14612182	-	14604811	1.0	1.0
gene:TraesCS7B03G0042900	Chr7B	15514426	15525380	-	15519903	Chr7B	14645356	14656311	-	14650833	1.0	0.999
gene:TraesCS7B03G0043000	Chr7B	15525914	15534375	-	15530144	Chr7B	14656845	14665306	-	14661075	1.0	1.0
gene:TraesCS7B03G0043600	Chr7B	16190995	16191669	+	16191332	Chr7B	15324263	15324937	+	15324600	1.0	1.0
gene:TraesCS7B03G0043500	Chr7B	16190993	16192236	+	16191614	Chr7B	15324261	15325504	+	15324882	1.0	1.0
gene:TraesCS7B03G0043700	Chr7B	16220503	16222168	+	16221335	Chr7B	15354051	15355716	+	15354883	1.0	1.0
gene:TraesCS7B03G0044300	Chr7B	16281292	16281918	-	16281605	Chr7B	15414979	15415605	-	15415292	1.0	1.0
gene:TraesCS7B03G0044400	Chr7B	16359076	16359899	-	16359487	Chr7B	15492781	15493604	-	15493192	1.0	1.0
gene:TraesCS7B03G0044500	Chr7B	16366123	16368890	-	16367506	Chr7B	15499880	15502647	-	15501263	1.0	1.0
gene:TraesCS7B03G0044600	Chr7B	16393105	16393990	+	16393547	Chr7B	15526930	15527815	+	15527372	1.0	1.0
gene:TraesCS7B03G0044700	Chr7B	16402440	16403203	+	16402821	Chr7B	15536471	15537234	+	15536852	1.0	1.0
gene:TraesCS7B03G0044800	Chr7B	16473024	16473833	+	16473428	Chr7B	15606978	15607787	+	15607382	1.0	1.0
gene:TraesCS7B03G0045100	Chr7B	16488051	16493595	+	16490823	Chr7B	15622137	15627681	+	15624909	1.0	0.999
gene:TraesCS7B03G0046700	Chr7B	16798341	16798751	+	16798546	Chr7B	15644333	15644743	+	15644538	1.0	0.97
gene:TraesCS7B03G0046900	Chr7B	16801637	16808797	-	16805217	Chr7B	15647118	15654254	-	15650686	1.0	1.0
gene:TraesCS7B03G0047100	Chr7B	17004609	17005699	+	17005154	Chr7B	15850772	15851862	+	15851317	1.0	1.0
gene:TraesCS7B03G0047600	Chr7B	17086094	17087923	-	17087008	Chr7B	15932245	15934074	-	15933159	1.0	1.0
gene:TraesCS7B03G0047800	Chr7B	17091182	17101285	-	17096233	Chr7B	15937333	15947436	-	15942384	1.0	1.0
gene:TraesCS7B03G0048700	Chr7B	17211732	17212817	-	17212274	Chr7B	16058439	16059524	-	16058981	1.0	1.0
gene:TraesCS7B03G0049300	Chr7B	17322585	17324534	-	17323559	Chr7B	16137101	16139050	-	16138075	1.0	1.0
gene:TraesCS7B03G0049600	Chr7B	17430587	17432957	+	17431772	Chr7B	16245924	16248294	+	16247109	1.0	1.0
gene:TraesCS7B03G0049800	Chr7B	17631245	17631655	+	17631450	Chr7B	16445916	16446326	+	16446121	1.0	1.0
gene:TraesCS7B03G0050100	Chr7B	17649449	17653326	-	17651387	Chr7B	16463427	16467304	-	16465365	1.0	1.0
gene:TraesCS7B03G0050300	Chr7B	18008514	18010174	+	18009344	Chr7B	16809659	16811319	+	16810489	1.0	1.0
gene:TraesCS7B03G0050500	Chr7B	18017878	18020315	+	18019096	Chr7B	16818731	16821168	+	16819949	1.0	1.0
gene:TraesCS7B03G0050600	Chr7B	18200457	18202223	+	18201340	Chr7B	17004415	17006181	+	17005298	1.0	1.0
gene:TraesCS7B03G0050700	Chr7B	18224629	18226674	+	18225651	Chr7B	17029564	17031609	+	17030586	1.0	1.0
gene:TraesCS7B03G0050900	Chr7B	18324370	18326405	+	18325387	Chr7B	17129433	17131468	+	17130450	1.0	1.0
gene:TraesCS7B03G0051200	Chr7B	18441561	18442715	+	18442138	Chr7B	17247232	17248386	+	17247809	1.0	1.0
gene:TraesCS7B03G0051700	Chr7B	18852894	18853848	-	18853371	Chr7B	17636037	17636991	-	17636514	1.0	1.0
gene:TraesCS7B03G0051800	Chr7B	19010681	19011193	+	19010937	Chr7B	17795552	17796064	+	17795808	1.0	1.0
gene:TraesCS7B03G0052300	Chr7B	19114475	19117399	-	19115937	Chr7B	17899390	17902314	-	17900852	1.0	1.0
gene:TraesCS7B03G0052400	Chr7B	19151308	19159709	+	19155508	Chr7B	17936269	17944670	+	17940469	1.0	1.0
gene:TraesCS7B03G0052500	Chr7B	19164839	19169331	+	19167085	Chr7B	17949647	17954139	+	17951893	1.0	1.0
gene:TraesCS7B03G0053200	Chr7B	19343290	19348906	-	19346098	Chr7B	18128916	18134530	-	18131723	1.0	1.0
gene:TraesCS7B03G0053800	Chr7B	19603609	19609854	-	19606731	Chr7B	18391330	18397575	-	18394452	1.0	1.0
gene:TraesCS7B03G0054000	Chr7B	19705646	19709691	-	19707668	Chr7B	18488942	18492987	-	18490964	1.0	1.0
gene:TraesCS7B03G0054100	Chr7B	19712450	19714751	+	19713600	Chr7B	18495747	18498048	+	18496897	1.0	0.999
gene:TraesCS7B03G0054200	Chr7B	19714301	19724563	-	19719432	Chr7B	18497598	18507860	-	18502729	1.0	1.0
gene:TraesCS7B03G0054700	Chr7B	20010270	20011162	-	20010716	Chr7B	18795237	18796129	-	18795683	1.0	1.0
gene:TraesCS7B03G0055300	Chr7B	20611983	20617556	-	20614769	Chr7B	19411420	19416558	-	19413989	1.0	1.0
gene:TraesCS7B03G0055600	Chr7B	20640873	20641073	-	20640973	Chr7B	19439874	19440074	-	19439974	1.0	1.0
gene:TraesCS7B03G0056700	Chr7B	20771707	20776589	-	20774148	Chr7B	19570255	19575137	-	19572696	1.0	1.0
gene:TraesCS7B03G0056900	Chr7B	21034111	21037779	-	21035945	Chr7B	19836130	19839798	-	19837964	1.0	1.0
gene:TraesCS7B03G0057200	Chr7B	21178765	21182730	-	21180747	Chr7B	19977830	19981795	-	19979812	1.0	1.0
gene:TraesCS7B03G0057500	Chr7B	21384508	21387876	+	21386192	Chr7B	20183439	20186807	+	20185123	1.0	1.0
gene:TraesCS7B03G0058300	Chr7B	21528560	21529586	-	21529073	Chr7B	20333478	20334506	-	20333992	1.0	0.997
gene:TraesCS7B03G0058900	Chr7B	21874555	21875174	+	21874864	Chr7B	20680617	20681236	+	20680926	1.0	1.0
gene:TraesCS7B03G0059400	Chr7B	22840746	22842450	-	22841598	Chr7B	22240254	22241958	-	22241106	1.0	1.0
gene:TraesCS7B03G0059500	Chr7B	22954055	22957840	+	22955947	Chr7B	22352752	22356537	+	22354644	1.0	1.0
gene:TraesCS7B03G0059800	Chr7B	23298884	23307994	-	23303439	Chr7B	22698466	22706985	-	22702725	0.94	0.94
gene:TraesCS7B03G0060000	Chr7B	23393953	23395272	-	23394612	Chr7B	22792642	22793961	-	22793301	1.0	1.0
gene:TraesCS7B03G0060500	Chr7B	23765827	23771126	+	23768476	Chr7B	23167455	23172924	+	23170189	1.0	1.0
gene:TraesCS7B03G0060600	Chr7B	23779746	23782250	+	23780998	Chr7B	23181545	23184025	+	23182785	1.0	0.998
gene:TraesCS7B03G0060700	Chr7B	23784081	23784608	-	23784344	Chr7B	23185856	23186383	-	23186119	1.0	1.0
gene:TraesCS7B03G0060900	Chr7B	23833312	23835134	-	23834223	Chr7B	23235096	23236918	-	23236007	1.0	1.0
gene:TraesCS7B03G0061100	Chr7B	23932291	23934368	-	23933329	Chr7B	23350256	23352332	-	23351294	0.999	0.999
gene:TraesCS7B03G0061400	Chr7B	24158363	24163138	+	24160750	Chr7B	23579999	23584774	+	23582386	1.0	1.0
gene:TraesCS7B03G0061500	Chr7B	24163889	24178236	+	24171062	Chr7B	23585525	23599701	+	23592613	1.0	1.0
gene:TraesCS7B03G0062100	Chr7B	24360482	24362112	+	24361297	Chr7B	23782779	23784409	+	23783594	1.0	1.0
gene:TraesCS7B03G0062200	Chr7B	24413259	24413808	+	24413533	Chr7B	23835215	23835764	+	23835489	1.0	1.0
gene:TraesCS7B03G0062400	Chr7B	24534692	24536233	+	24535462	Chr7B	23956641	23958182	+	23957411	1.0	1.0
gene:TraesCS7B03G0062500	Chr7B	24561249	24563328	+	24562288	Chr7B	23984667	23986746	+	23985706	1.0	1.0
gene:TraesCS7B03G0063600	Chr7B	24765901	24767351	+	24766626	Chr7B	24195947	24197397	+	24196672	1.0	1.0
gene:TraesCS7B03G0063700	Chr7B	24807350	24808766	+	24808058	Chr7B	24237413	24238829	+	24238121	1.0	1.0
gene:TraesCS7B03G0063900	Chr7B	24868667	24869317	+	24868992	Chr7B	24301502	24302152	+	24301827	1.0	1.0
gene:TraesCS7B03G0064100	Chr7B	24929546	24930517	+	24930031	Chr7B	24362395	24363366	+	24362880	1.0	1.0
gene:TraesCS7B03G0064200	Chr7B	24988914	24990264	+	24989589	Chr7B	24421793	24423143	+	24422468	1.0	1.0
gene:TraesCS7B03G0064900	Chr7B	25059572	25060975	+	25060273	Chr7B	24492345	24493748	+	24493046	1.0	1.0
gene:TraesCS7B03G0066100	Chr7B	25410443	25411433	-	25410938	Chr7B	24848397	24849387	-	24848892	1.0	1.0
gene:TraesCS7B03G0066200	Chr7B	25418150	25419077	-	25418613	Chr7B	24856204	24857131	-	24856667	1.0	1.0
gene:TraesCS7B03G0066600	Chr7B	25502326	25503964	+	25503145	Chr7B	24947333	24948971	+	24948152	1.0	1.0
gene:TraesCS7B03G0066800	Chr7B	25530951	25533724	-	25532337	Chr7B	24976305	24979078	-	24977691	1.0	1.0
gene:TraesCS7B03G0066900	Chr7B	25606642	25608728	+	25607685	Chr7B	25052522	25054608	+	25053565	1.0	1.0
gene:TraesCS7B03G0067100	Chr7B	25615296	25618529	+	25616912	Chr7B	25061176	25064409	+	25062792	1.0	1.0
gene:TraesCS7B03G0067300	Chr7B	25672508	25673811	+	25673159	Chr7B	25119873	25121176	+	25120524	1.0	1.0
gene:TraesCS7B03G0067400	Chr7B	25684243	25691203	+	25687723	Chr7B	25131608	25138568	+	25135088	1.0	1.0
gene:TraesCS7B03G0067500	Chr7B	25728873	25729733	-	25729303	Chr7B	25176516	25177376	-	25176946	1.0	1.0
gene:TraesCS7B03G0067800	Chr7B	26060964	26071806	-	26066385	Chr7B	25382871	25393595	-	25388233	1.0	1.0
gene:TraesCS7B03G0068900	Chr7B	26373317	26377247	+	26375282	Chr7B	25591547	25595477	+	25593512	1.0	0.999
gene:TraesCS7B03G0069000	Chr7B	26377920	26378619	-	26378269	Chr7B	25596150	25596848	-	25596499	0.998	0.998
gene:TraesCS7B03G0069100	Chr7B	26384031	26387870	+	26385950	Chr7B	25602258	25606096	+	25604177	1.0	0.998
gene:TraesCS7B03G0069200	Chr7B	26390420	26391396	-	26390908	Chr7B	25608645	25609621	-	25609133	1.0	0.998
gene:TraesCS7B03G0070400	Chr7B	26720737	26730306	-	26725521	Chr7B	25954564	25964133	-	25959348	1.0	1.0
gene:TraesCS7B03G0070900	Chr7B	27637761	27642277	-	27640019	Chr7B	26871932	26876778	-	26874355	1.0	1.0
gene:TraesCS7B03G0071200	Chr7B	27655513	27655941	+	27655727	Chr7B	26889742	26890170	+	26889956	1.0	1.0
gene:TraesCS7B03G0071300	Chr7B	27656071	27657532	+	27656801	Chr7B	26890300	26891761	+	26891030	1.0	1.0
gene:TraesCS7B03G0071600	Chr7B	27712629	27714184	+	27713406	Chr7B	26947160	26948715	+	26947937	1.0	1.0
gene:TraesCS7B03G0071700	Chr7B	27719992	27720303	-	27720147	Chr7B	26954522	26954833	-	26954677	1.0	1.0
gene:TraesCS7B03G0071800	Chr7B	27903101	27906227	+	27904664	Chr7B	27138609	27141734	+	27140171	1.0	1.0
gene:TraesCS7B03G0072100	Chr7B	27945212	27947663	-	27946437	Chr7B	27181111	27183562	-	27182336	1.0	1.0
gene:TraesCS7B03G0072200	Chr7B	27950965	27952826	-	27951895	Chr7B	27186867	27188728	-	27187797	1.0	1.0
gene:TraesCS7B03G0072500	Chr7B	27968516	27970450	-	27969483	Chr7B	27204024	27205958	-	27204991	1.0	1.0
gene:TraesCS7B03G0072600	Chr7B	27978058	27983617	-	27980837	Chr7B	27213465	27219023	-	27216244	1.0	1.0
gene:TraesCS7B03G0072800	Chr7B	27980860	27981882	+	27981371	Chr7B	27216267	27217289	+	27216778	1.0	1.0
gene:TraesCS7B03G0073200	Chr7B	28201323	28203743	+	28202533	Chr7B	27438520	27440940	+	27439730	1.0	1.0
gene:TraesCS7B03G0073300	Chr7B	28274725	28275803	+	28275264	Chr7B	27512198	27513276	+	27512737	1.0	1.0
gene:TraesCS7B03G0073600	Chr7B	28337833	28339561	+	28338697	Chr7B	27575931	27577659	+	27576795	1.0	1.0
gene:TraesCS7B03G0073700	Chr7B	28347187	28348383	-	28347785	Chr7B	27585249	27586445	-	27585847	1.0	1.0
gene:TraesCS7B03G0073800	Chr7B	28528501	28528719	-	28528610	Chr7B	27766740	27766958	-	27766849	1.0	1.0
gene:TraesCS7B03G0073900	Chr7B	28547564	28548827	-	28548195	Chr7B	27785817	27787080	-	27786448	1.0	1.0
gene:TraesCS7B03G0074000	Chr7B	28549678	28554994	-	28552336	Chr7B	27787931	27792553	-	27790242	1.0	1.0
gene:TraesCS7B03G0074600	Chr7B	28593696	28604211	-	28598953	Chr7B	27831196	27842098	-	27836647	1.0	1.0
gene:TraesCS7B03G0074900	Chr7B	28954460	28955997	+	28955228	Chr7B	28193369	28194906	+	28194137	1.0	1.0
gene:TraesCS7B03G0075000	Chr7B	28962428	28963648	-	28963038	Chr7B	28201337	28202557	-	28201947	1.0	1.0
gene:TraesCS7B03G0075300	Chr7B	28999707	29000171	+	28999939	Chr7B	28238977	28239441	+	28239209	1.0	1.0
