gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Stanley_tgt_chr	Stanley_tgt_start	Stanley_tgt_end	Stanley_tgt_strand	Stanley_tgt_midpoint	Stanley_coverage	Stanley_identity
gene:TraesCS5B03G0023400	Chr5B	10487058	10495071	-	10491064	Chr5B	12998665	13006670	-	13002667	1.0	0.996
gene:TraesCS5B03G0023800	Chr5B	10569581	10572063	-	10570822	Chr5B	13079674	13082156	-	13080915	1.0	1.0
gene:TraesCS5B03G0023900	Chr5B	11094914	11095366	+	11095140	Chr5B	13609291	13609743	+	13609517	1.0	0.997
gene:TraesCS5B03G0024100	Chr5B	11123414	11123869	+	11123641	Chr5B	13638164	13638619	+	13638391	1.0	1.0
gene:TraesCS5B03G0024200	Chr5B	11126365	11127792	+	11127078	Chr5B	13641115	13642542	+	13641828	1.0	0.999
gene:TraesCS5B03G0024800	Chr5B	11356992	11359994	-	11358493	Chr5B	13709901	13712897	-	13711399	0.998	0.988
gene:TraesCS5B03G0025000	Chr5B	11505766	11509181	+	11507473	Chr5B	13864751	13868170	+	13866460	1.0	0.993
gene:TraesCS5B03G0025300	Chr5B	11528508	11529623	+	11529065	Chr5B	13887499	13888614	+	13888056	1.0	0.999
gene:TraesCS5B03G0025500	Chr5B	11553967	11555073	+	11554520	Chr5B	13913479	13914585	+	13914032	1.0	0.999
gene:TraesCS5B03G0025700	Chr5B	11563724	11567657	+	11565690	Chr5B	13923240	13927314	+	13925277	1.0	0.903
gene:TraesCS5B03G0025800	Chr5B	11599622	11605376	-	11602499	Chr5B	13960345	13966099	-	13963222	1.0	1.0
gene:TraesCS5B03G0025900	Chr5B	11653192	11653452	-	11653322	Chr5B	14014370	14014630	-	14014500	1.0	1.0
gene:TraesCS5B03G0026100	Chr5B	11812338	11822104	-	11817221	Chr5B	14177423	14187189	-	14182306	1.0	1.0
gene:TraesCS5B03G0026400	Chr5B	12310257	12315207	-	12312732	Chr5B	14659389	14664339	-	14661864	1.0	1.0
gene:TraesCS5B03G0026600	Chr5B	12370913	12372013	-	12371463	Chr5B	14720041	14721138	-	14720589	0.995	0.995
gene:TraesCS5B03G0026700	Chr5B	12374135	12378689	-	12376412	Chr5B	14723260	14727814	-	14725537	1.0	1.0
gene:TraesCS5B03G0026800	Chr5B	12379835	12384505	-	12382170	Chr5B	14728960	14733630	-	14731295	1.0	1.0
gene:TraesCS5B03G0027400	Chr5B	12612938	12617664	-	12615301	Chr5B	14960880	14965612	-	14963246	1.0	0.999
gene:TraesCS5B03G0027500	Chr5B	12619611	12627348	+	12623479	Chr5B	14967559	14975296	+	14971427	1.0	1.0
gene:TraesCS5B03G0027600	Chr5B	12629960	12631747	+	12630853	Chr5B	14978136	14979923	+	14979029	1.0	1.0
gene:TraesCS5B03G0027700	Chr5B	12708205	12708903	+	12708554	Chr5B	15056190	15056888	+	15056539	1.0	1.0
gene:TraesCS5B03G0027900	Chr5B	12894311	12907141	-	12900726	Chr5B	15248773	15261906	-	15255339	1.0	1.0
gene:TraesCS5B03G0028100	Chr5B	13129670	13134023	-	13131846	Chr5B	15484902	15489253	-	15487077	0.999	0.999
gene:TraesCS5B03G0028200	Chr5B	13220273	13224136	+	13222204	Chr5B	15576127	15579990	+	15578058	1.0	1.0
gene:TraesCS5B03G0028300	Chr5B	13224220	13225588	-	13224904	Chr5B	15580074	15581442	-	15580758	1.0	1.0
gene:TraesCS5B03G0028400	Chr5B	13232245	13237196	+	13234720	Chr5B	15588372	15593324	+	15590848	1.0	1.0
gene:TraesCS5B03G0028900	Chr5B	13269693	13271649	-	13270671	Chr5B	15646739	15648695	-	15647717	1.0	1.0
gene:TraesCS5B03G0029100	Chr5B	13314077	13314463	+	13314270	Chr5B	15691998	15692384	+	15692191	1.0	0.994
gene:TraesCS5B03G0029200	Chr5B	13317363	13325016	-	13321189	Chr5B	15694996	15702402	-	15698699	0.994	0.962
gene:TraesCS5B03G0029300	Chr5B	13396832	13400806	+	13398819	Chr5B	15865109	15869012	+	15867060	0.996	0.991
gene:TraesCS5B03G0029500	Chr5B	13403971	13404722	-	13404346	Chr5B	15872087	15872838	-	15872462	1.0	0.995
gene:TraesCS5B03G0029800	Chr5B	13469112	13478889	-	13474000	Chr5B	15935665	15945441	-	15940553	1.0	1.0
gene:TraesCS5B03G0030200	Chr5B	13526485	13533166	-	13529825	Chr5B	15993836	16000576	-	15997206	0.999	0.998
gene:TraesCS5B03G0030400	Chr5B	13538016	13539589	-	13538802	Chr5B	16006915	16008488	-	16007701	1.0	0.995
gene:TraesCS5B03G0030600	Chr5B	13739040	13742577	+	13740808	Chr5B	16226888	16230452	+	16228670	1.0	0.987
gene:TraesCS5B03G0030700	Chr5B	13742889	13746219	-	13744554	Chr5B	16230764	16234097	-	16232430	1.0	0.996
gene:TraesCS5B03G0030800	Chr5B	13753139	13756858	-	13754998	Chr5B	16240697	16244178	-	16242437	0.995	0.989
gene:TraesCS5B03G0030900	Chr5B	13761639	13766090	+	13763864	Chr5B	16440470	16444758	-	16442614	0.988	0.961
gene:TraesCS5B03G0031200	Chr5B	13813226	13815754	-	13814490	Chr5B	16557597	16560125	-	16558861	1.0	0.987
gene:TraesCS5B03G0032000	Chr5B	13958974	13962434	+	13960704	Chr5B	18104663	18108222	+	18106442	0.995	0.958
gene:TraesCS5B03G0032700	Chr5B	14442702	14446192	-	14444447	Chr5B	18424687	18428167	-	18426427	0.997	0.959
gene:TraesCS5B03G0034100	Chr5B	14735969	14739364	+	14737666	Chr5B	18717665	18721081	+	18719373	1.0	0.995
gene:TraesCS5B03G0034400	Chr5B	14964550	14964981	-	14964765	Chr5B	18952188	18952619	-	18952403	1.0	0.981
gene:TraesCS5B03G0034500	Chr5B	14967780	14968459	-	14968119	Chr5B	18955213	18955890	-	18955551	0.995	0.948
gene:TraesCS5B03G0034800	Chr5B	15060069	15060977	-	15060523	Chr5B	19143459	19144367	-	19143913	1.0	0.998
gene:TraesCS5B03G0035100	Chr5B	15104616	15105443	+	15105029	Chr5B	19204634	19205461	+	19205047	1.0	0.984
gene:TraesCS5B03G0035300	Chr5B	15107932	15108639	+	15108285	Chr5B	19208058	19208765	+	19208411	1.0	1.0
gene:TraesCS5B03G0035400	Chr5B	15128993	15130601	+	15129797	Chr5B	19229106	19230714	+	19229910	1.0	1.0
gene:TraesCS5B03G0035500	Chr5B	15147679	15148176	+	15147927	Chr5B	19247878	19248375	+	19248126	1.0	1.0
gene:TraesCS5B03G0035700	Chr5B	15178748	15179680	+	15179214	Chr5B	19279289	19280221	+	19279755	1.0	1.0
gene:TraesCS5B03G0035900	Chr5B	15240866	15241639	-	15241252	Chr5B	19324885	19325658	-	19325271	1.0	1.0
gene:TraesCS5B03G0036000	Chr5B	15245683	15246561	-	15246122	Chr5B	19329733	19330611	-	19330172	1.0	1.0
gene:TraesCS5B03G0036100	Chr5B	15251565	15252508	+	15252036	Chr5B	19335523	19336466	+	19335994	1.0	1.0
gene:TraesCS5B03G0036200	Chr5B	15309491	15314690	+	15312090	Chr5B	19393244	19398443	+	19395843	1.0	0.998
gene:TraesCS5B03G0036300	Chr5B	15319588	15320877	-	15320232	Chr5B	19403342	19404631	-	19403986	1.0	1.0
gene:TraesCS5B03G0036400	Chr5B	15325766	15326864	+	15326315	Chr5B	19409520	19410618	+	19410069	1.0	1.0
gene:TraesCS5B03G0036500	Chr5B	15384589	15388487	-	15386538	Chr5B	19428605	19432524	-	19430564	1.0	0.996
gene:TraesCS5B03G0036600	Chr5B	15400249	15401399	-	15400824	Chr5B	19453864	19455014	-	19454439	1.0	1.0
gene:TraesCS5B03G0037100	Chr5B	15579855	15586312	+	15583083	Chr5B	19645711	19652167	+	19648939	1.0	1.0
gene:TraesCS5B03G0037200	Chr5B	15590671	15594377	-	15592524	Chr5B	19656812	19660856	-	19658834	1.0	1.0
gene:TraesCS5B03G0038300	Chr5B	16028698	16032699	-	16030698	Chr5B	20128960	20132961	-	20130960	1.0	0.999
gene:TraesCS5B03G0038500	Chr5B	16038879	16039148	+	16039013	Chr5B	20139138	20139407	+	20139272	1.0	1.0
gene:TraesCS5B03G0038600	Chr5B	16060220	16065019	-	16062619	Chr5B	20160641	20165440	-	20163040	1.0	1.0
gene:TraesCS5B03G0039400	Chr5B	16411670	16412110	-	16411890	Chr5B	20434884	20435324	-	20435104	1.0	1.0
gene:TraesCS5B03G0039500	Chr5B	16437458	16437898	-	16437678	Chr5B	20460671	20461111	-	20460891	1.0	1.0
gene:TraesCS5B03G0039600	Chr5B	16555952	16556392	-	16556172	Chr5B	20523654	20524094	-	20523874	1.0	1.0
gene:TraesCS5B03G0040100	Chr5B	16607070	16609209	+	16608139	Chr5B	20573161	20575300	+	20574230	1.0	1.0
gene:TraesCS5B03G0040200	Chr5B	16609420	16617087	-	16613253	Chr5B	20575511	20583178	-	20579344	1.0	1.0
gene:TraesCS5B03G0040800	Chr5B	17805901	17808859	-	17807380	Chr5B	21546102	21549060	-	21547581	1.0	1.0
gene:TraesCS5B03G0041000	Chr5B	17832779	17835696	+	17834237	Chr5B	21573513	21576430	+	21574971	1.0	1.0
gene:TraesCS5B03G0041900	Chr5B	17977310	17987229	+	17982269	Chr5B	21715019	21724951	+	21719985	1.0	0.996
gene:TraesCS5B03G0042300	Chr5B	18073200	18074246	-	18073723	Chr5B	21815773	21816819	-	21816296	1.0	0.998
gene:TraesCS5B03G0042800	Chr5B	18208883	18210186	+	18209534	Chr5B	21952070	21953373	+	21952721	1.0	1.0
gene:TraesCS5B03G0042900	Chr5B	18221809	18225449	+	18223629	Chr5B	21965616	21969252	+	21967434	0.996	0.996
gene:TraesCS5B03G0043000	Chr5B	18227659	18230690	+	18229174	Chr5B	21971462	21974490	+	21972976	1.0	1.0
gene:TraesCS5B03G0043100	Chr5B	18235926	18240310	-	18238118	Chr5B	21979619	21983979	-	21981799	0.988	0.988
gene:TraesCS5B03G0043200	Chr5B	18253033	18254696	-	18253864	Chr5B	21997151	21998814	-	21997982	1.0	1.0
gene:TraesCS5B03G0043500	Chr5B	18359015	18360093	-	18359554	Chr5B	22102985	22104063	-	22103524	1.0	1.0
gene:TraesCS5B03G0044100	Chr5B	18442047	18442310	+	18442178	Chr5B	22186563	22186826	+	22186694	1.0	1.0
gene:TraesCS5B03G0044300	Chr5B	18446125	18447066	-	18446595	Chr5B	22190640	22191581	-	22191110	1.0	1.0
gene:TraesCS5B03G0045200	Chr5B	18667645	18668184	+	18667914	Chr5B	22412162	22412702	+	22412432	1.0	0.998
gene:TraesCS5B03G0045900	Chr5B	18965722	18966648	-	18966185	Chr5B	22714979	22715905	-	22715442	1.0	1.0
gene:TraesCS5B03G0046000	Chr5B	19030152	19032083	+	19031117	Chr5B	22779628	22781510	+	22780569	1.0	1.0
gene:TraesCS5B03G0046200	Chr5B	19263083	19264715	+	19263899	Chr5B	23013865	23015497	+	23014681	1.0	1.0
gene:TraesCS5B03G0046300	Chr5B	19685760	19687547	-	19686653	Chr5B	23430571	23432358	-	23431464	1.0	1.0
gene:TraesCS5B03G0046400	Chr5B	19702854	19704256	-	19703555	Chr5B	23447682	23449084	-	23448383	1.0	1.0
gene:TraesCS5B03G0046600	Chr5B	19706358	19707182	-	19706770	Chr5B	23451495	23452319	-	23451907	1.0	1.0
gene:TraesCS5B03G0046900	Chr5B	19794999	19798528	+	19796763	Chr5B	23540396	23543925	+	23542160	1.0	1.0
gene:TraesCS5B03G0047100	Chr5B	19818773	19822715	+	19820744	Chr5B	23564170	23568112	+	23566141	1.0	1.0
gene:TraesCS5B03G0047200	Chr5B	19833123	19835984	+	19834553	Chr5B	23578519	23581380	+	23579949	1.0	1.0
gene:TraesCS5B03G0047300	Chr5B	19837961	19839826	-	19838893	Chr5B	23583357	23585222	-	23584289	1.0	1.0
gene:TraesCS5B03G0048400	Chr5B	20033282	20035406	-	20034344	Chr5B	23791089	23793213	-	23792151	1.0	1.0
gene:TraesCS5B03G0048600	Chr5B	20056666	20058118	-	20057392	Chr5B	23814486	23815938	-	23815212	1.0	1.0
gene:TraesCS5B03G0048700	Chr5B	20196338	20202385	+	20199361	Chr5B	23954943	23960990	+	23957966	1.0	1.0
gene:TraesCS5B03G0048900	Chr5B	20252668	20252994	-	20252831	Chr5B	24010603	24010929	-	24010766	1.0	1.0
gene:TraesCS5B03G0049000	Chr5B	20253889	20254961	+	20254425	Chr5B	24011824	24012896	+	24012360	1.0	1.0
gene:TraesCS5B03G0049100	Chr5B	20275393	20275719	-	20275556	Chr5B	24033956	24034282	-	24034119	1.0	1.0
gene:TraesCS5B03G0049200	Chr5B	20276828	20288299	+	20282563	Chr5B	24035391	24045739	+	24040565	1.0	0.997
gene:TraesCS5B03G0049300	Chr5B	20304988	20305515	-	20305251	Chr5B	24059632	24060159	-	24059895	1.0	0.994
gene:TraesCS5B03G0049400	Chr5B	20311900	20313380	+	20312640	Chr5B	24066546	24068025	+	24067285	1.0	0.988
gene:TraesCS5B03G0050000	Chr5B	20393384	20406130	+	20399757	Chr5B	24180936	24192708	+	24186822	1.0	0.991
gene:TraesCS5B03G0050100	Chr5B	20409003	20410073	-	20409538	Chr5B	24199101	24200171	-	24199636	1.0	0.996
gene:TraesCS5B03G0050200	Chr5B	20863179	20864787	-	20863983	Chr5B	24645668	24647276	-	24646472	1.0	0.996
gene:TraesCS5B03G0050400	Chr5B	20881242	20887011	+	20884126	Chr5B	24672161	24677194	+	24674677	1.0	0.997
gene:TraesCS5B03G0050500	Chr5B	20888765	20894114	-	20891439	Chr5B	24678948	24684297	-	24681622	1.0	0.992
gene:TraesCS5B03G0050600	Chr5B	20903175	20905102	-	20904138	Chr5B	24693044	24694971	-	24694007	1.0	0.998
gene:TraesCS5B03G0050700	Chr5B	20906430	20907670	-	20907050	Chr5B	24696299	24697539	-	24696919	1.0	0.995
gene:TraesCS5B03G0050800	Chr5B	20908341	20909100	+	20908720	Chr5B	24698210	24698969	+	24698589	1.0	1.0
gene:TraesCS5B03G0050900	Chr5B	20924632	20925159	+	20924895	Chr5B	24714500	24715027	+	24714763	1.0	1.0
gene:TraesCS5B03G0051000	Chr5B	20962087	20966390	+	20964238	Chr5B	24752461	24756917	+	24754689	1.0	0.999
gene:TraesCS5B03G0051300	Chr5B	21045880	21048235	-	21047057	Chr5B	24835398	24837755	-	24836576	1.0	1.0
gene:TraesCS5B03G0051400	Chr5B	21063402	21066829	+	21065115	Chr5B	24853223	24856643	+	24854933	1.0	1.0
gene:TraesCS5B03G0051500	Chr5B	21067129	21068070	-	21067599	Chr5B	24856943	24857886	-	24857414	1.0	0.997
gene:TraesCS5B03G0051600	Chr5B	21267486	21269548	-	21268517	Chr5B	25058407	25060469	-	25059438	1.0	1.0
gene:TraesCS5B03G0052300	Chr5B	21339653	21339907	+	21339780	Chr5B	25130916	25131170	+	25131043	1.0	1.0
gene:TraesCS5B03G0052600	Chr5B	21384375	21386198	+	21385286	Chr5B	25175860	25177683	+	25176771	1.0	1.0
gene:TraesCS5B03G0053200	Chr5B	21412101	21417989	-	21415045	Chr5B	25203422	25209310	-	25206366	1.0	0.999
gene:TraesCS5B03G0053500	Chr5B	21627713	21632715	+	21630214	Chr5B	25418655	25423656	+	25421155	1.0	0.999
gene:TraesCS5B03G0053600	Chr5B	21637412	21640309	+	21638860	Chr5B	25426756	25429653	+	25428204	1.0	0.997
gene:TraesCS5B03G0053900	Chr5B	21758565	21761308	+	21759936	Chr5B	25573780	25576520	+	25575150	0.997	0.994
gene:TraesCS5B03G0054000	Chr5B	21761757	21765503	-	21763630	Chr5B	25576981	25580726	-	25578853	1.0	0.998
gene:TraesCS5B03G0054500	Chr5B	21859825	21862127	+	21860976	Chr5B	25637771	25640088	+	25638929	1.0	0.993
gene:TraesCS5B03G0055400	Chr5B	21959340	21969388	+	21964364	Chr5B	25729615	25741100	+	25735357	0.987	0.931
gene:TraesCS5B03G0055500	Chr5B	21973268	21976598	-	21974933	Chr5B	25749470	25752796	-	25751133	0.988	0.971
gene:TraesCS5B03G0057400	Chr5B	23570781	23571459	+	23571120	Chr5B	26256796	26257480	+	26257138	1.0	0.988
gene:TraesCS5B03G0057700	Chr5B	23643223	23646001	-	23644612	Chr5B	26546012	26548783	-	26547397	0.997	0.996
gene:TraesCS5B03G0057900	Chr5B	23766570	23771003	-	23768786	Chr5B	26637795	26642257	-	26640026	1.0	0.981
gene:TraesCS5B03G0058100	Chr5B	23896000	23898756	+	23897378	Chr5B	26839122	26841877	+	26840499	0.999	0.997
gene:TraesCS5B03G0058300	Chr5B	24092985	24093610	+	24093297	Chr5B	27034855	27035480	+	27035167	1.0	0.996
gene:TraesCS5B03G0058400	Chr5B	24102774	24108628	-	24105701	Chr5B	27040457	27046313	-	27043385	1.0	0.996
gene:TraesCS5B03G0058600	Chr5B	24225104	24231144	-	24228124	Chr5B	27144672	27150975	-	27147823	1.0	0.99
gene:TraesCS5B03G0058800	Chr5B	24313329	24317251	+	24315290	Chr5B	27238572	27242494	+	27240533	1.0	0.998
gene:TraesCS5B03G0059100	Chr5B	24329330	24332883	-	24331106	Chr5B	27249092	27252937	-	27251014	1.0	0.997
gene:TraesCS5B03G0059200	Chr5B	24359273	24360515	-	24359894	Chr5B	27279381	27280623	-	27280002	1.0	1.0
gene:TraesCS5B03G0059300	Chr5B	24361320	24363800	-	24362560	Chr5B	27281428	27283908	-	27282668	1.0	1.0
gene:TraesCS5B03G0060100	Chr5B	24529782	24532869	+	24531325	Chr5B	27462382	27465469	+	27463925	1.0	0.998
gene:TraesCS5B03G0060200	Chr5B	24546971	24550124	+	24548547	Chr5B	27477569	27480722	+	27479145	1.0	1.0
gene:TraesCS5B03G0060400	Chr5B	24588998	24591733	+	24590365	Chr5B	27523245	27525980	+	27524612	1.0	1.0
gene:TraesCS5B03G0060500	Chr5B	24632975	24633778	-	24633376	Chr5B	27567219	27568022	-	27567620	1.0	1.0
gene:TraesCS5B03G0061000	Chr5B	24879869	24891541	-	24885705	Chr5B	27810075	27821540	-	27815807	1.0	1.0
gene:TraesCS5B03G0061100	Chr5B	24987156	24990543	-	24988849	Chr5B	27918379	27921748	-	27920063	0.989	0.989
gene:TraesCS5B03G0061600	Chr5B	25131444	25139111	-	25135277	Chr5B	28062537	28070204	-	28066370	1.0	0.999
gene:TraesCS5B03G0061700	Chr5B	25275644	25276760	+	25276202	Chr5B	28206610	28207726	+	28207168	1.0	1.0
gene:TraesCS5B03G0062000	Chr5B	25479122	25484045	-	25481583	Chr5B	28412544	28417470	-	28415007	1.0	0.998
gene:TraesCS5B03G0062200	Chr5B	25539190	25547210	-	25543200	Chr5B	28472977	28481064	-	28477020	1.0	1.0
gene:TraesCS5B03G0062500	Chr5B	25873183	25878594	+	25875888	Chr5B	28806764	28812175	+	28809469	1.0	1.0
gene:TraesCS5B03G0062600	Chr5B	25878810	25879603	-	25879206	Chr5B	28813898	28814691	-	28814294	1.0	1.0
gene:TraesCS5B03G0062800	Chr5B	26202637	26205342	+	26203989	Chr5B	29139393	29142098	+	29140745	1.0	1.0
