gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Stanley_tgt_chr	Stanley_tgt_start	Stanley_tgt_end	Stanley_tgt_strand	Stanley_tgt_midpoint	Stanley_coverage	Stanley_identity
gene:TraesCS3D03G0046000	Chr3D	8866479	8868089	+	8867284	Chr3D	19052934	19054544	+	19053739	1.0	0.999
gene:TraesCS3D03G0046200	Chr3D	8890606	8892415	+	8891510	Chr3D	19077034	19078843	+	19077938	1.0	1.0
gene:TraesCS3D03G0046300	Chr3D	8905756	8907633	+	8906694	Chr3D	19092184	19094061	+	19093122	1.0	1.0
gene:TraesCS3D03G0046500	Chr3D	8914290	8915894	+	8915092	Chr3D	19099835	19101439	+	19100637	1.0	1.0
gene:TraesCS3D03G0046800	Chr3D	8949746	8953588	-	8951667	Chr3D	19135560	19139402	-	19137481	1.0	1.0
gene:TraesCS3D03G0047200	Chr3D	9040120	9042595	-	9041357	Chr3D	19226512	19228987	-	19227749	1.0	1.0
gene:TraesCS3D03G0047300	Chr3D	9045663	9046706	+	9046184	Chr3D	19232023	19233066	+	19232544	1.0	1.0
gene:TraesCS3D03G0047400	Chr3D	9067415	9071466	+	9069440	Chr3D	19254185	19258279	+	19256232	1.0	1.0
gene:TraesCS3D03G0047500	Chr3D	9090174	9091806	+	9090990	Chr3D	19277518	19279150	+	19278334	1.0	0.999
gene:TraesCS3D03G0047600	Chr3D	9094624	9095960	+	9095292	Chr3D	19282195	19283531	+	19282863	1.0	1.0
gene:TraesCS3D03G0047800	Chr3D	9103707	9104725	-	9104216	Chr3D	19291269	19292287	-	19291778	1.0	1.0
gene:TraesCS3D03G0048000	Chr3D	9171904	9173677	+	9172790	Chr3D	19359867	19361640	+	19360753	1.0	1.0
gene:TraesCS3D03G0048100	Chr3D	9216227	9217955	+	9217091	Chr3D	19404737	19406465	+	19405601	1.0	1.0
gene:TraesCS3D03G0048300	Chr3D	9262697	9264364	+	9263530	Chr3D	19451832	19453499	+	19452665	1.0	0.999
gene:TraesCS3D03G0048600	Chr3D	9283273	9285881	+	9284577	Chr3D	19473064	19475672	+	19474368	1.0	1.0
gene:TraesCS3D03G0048700	Chr3D	9288987	9289975	+	9289481	Chr3D	19478786	19479773	+	19479279	1.0	1.0
gene:TraesCS3D03G0048900	Chr3D	9385721	9389682	-	9387701	Chr3D	19580322	19584283	-	19582302	1.0	1.0
gene:TraesCS3D03G0049000	Chr3D	9410879	9412043	+	9411461	Chr3D	19605761	19606925	+	19606343	1.0	1.0
gene:TraesCS3D03G0049100	Chr3D	9414889	9420217	-	9417553	Chr3D	19609771	19615099	-	19612435	1.0	1.0
gene:TraesCS3D03G0049600	Chr3D	9599209	9600993	+	9600101	Chr3D	19795234	19797018	+	19796126	1.0	1.0
gene:TraesCS3D03G0049700	Chr3D	9601039	9602599	+	9601819	Chr3D	19797064	19798624	+	19797844	1.0	1.0
gene:TraesCS3D03G0049800	Chr3D	9642912	9645761	-	9644336	Chr3D	19838875	19841724	-	19840299	1.0	1.0
gene:TraesCS3D03G0049900	Chr3D	9696728	9705737	-	9701232	Chr3D	19893938	19903023	-	19898480	1.0	1.0
gene:TraesCS3D03G0050200	Chr3D	9843184	9844949	-	9844066	Chr3D	20043766	20045531	-	20044648	1.0	1.0
gene:TraesCS3D03G0050300	Chr3D	9908667	9910624	-	9909645	Chr3D	20097651	20099608	-	20098629	1.0	1.0
gene:TraesCS3D03G0050700	Chr3D	10093256	10096556	+	10094906	Chr3D	20284402	20287702	+	20286052	1.0	0.999
gene:TraesCS3D03G0050900	Chr3D	10179632	10180891	-	10180261	Chr3D	20372408	20373667	-	20373037	1.0	1.0
gene:TraesCS3D03G0051000	Chr3D	10193063	10195809	-	10194436	Chr3D	20385995	20388741	-	20387368	1.0	1.0
gene:TraesCS3D03G0051800	Chr3D	10347697	10348291	-	10347994	Chr3D	20541955	20542549	-	20542252	1.0	0.995
gene:TraesCS3D03G0052000	Chr3D	10367251	10369760	-	10368505	Chr3D	20562594	20565103	-	20563848	1.0	1.0
gene:TraesCS3D03G0052200	Chr3D	10412012	10415061	+	10413536	Chr3D	20607244	20610293	+	20608768	1.0	1.0
gene:TraesCS3D03G0052300	Chr3D	10417155	10419866	+	10418510	Chr3D	20612387	20615098	+	20613742	1.0	1.0
gene:TraesCS3D03G0052400	Chr3D	10474435	10478449	-	10476442	Chr3D	20669804	20673818	-	20671811	1.0	1.0
gene:TraesCS3D03G0052600	Chr3D	10523717	10524844	+	10524280	Chr3D	20719353	20720499	+	20719926	0.977	0.924
gene:TraesCS3D03G0052800	Chr3D	10599469	10601719	+	10600594	Chr3D	20799772	20802021	+	20800896	0.999	0.999
gene:TraesCS3D03G0053000	Chr3D	10616718	10619972	+	10618345	Chr3D	20816804	20820058	+	20818431	1.0	1.0
gene:TraesCS3D03G0053200	Chr3D	10632072	10633414	+	10632743	Chr3D	20832679	20834021	+	20833350	1.0	1.0
gene:TraesCS3D03G0053400	Chr3D	10679533	10680785	+	10680159	Chr3D	20882482	20883734	+	20883108	1.0	1.0
gene:TraesCS3D03G0053500	Chr3D	10703482	10703703	-	10703592	Chr3D	20911450	20911671	-	20911560	1.0	1.0
gene:TraesCS3D03G0053700	Chr3D	10778523	10779359	-	10778941	Chr3D	20982781	20983617	-	20983199	1.0	1.0
gene:TraesCS3D03G0054000	Chr3D	10852987	10853766	-	10853376	Chr3D	21059763	21060542	-	21060152	1.0	1.0
gene:TraesCS3D03G0054300	Chr3D	10941650	10943429	+	10942539	Chr3D	21145024	21146803	+	21145913	1.0	1.0
gene:TraesCS3D03G0054500	Chr3D	11120492	11122426	-	11121459	Chr3D	21331532	21333466	-	21332499	1.0	1.0
gene:TraesCS3D03G0054800	Chr3D	11252272	11253486	-	11252879	Chr3D	21453438	21454652	-	21454045	1.0	1.0
gene:TraesCS3D03G0054900	Chr3D	11286658	11287556	+	11287107	Chr3D	21486968	21487866	+	21487417	1.0	1.0
gene:TraesCS3D03G0055000	Chr3D	11295083	11317146	+	11306114	Chr3D	21495634	21517938	+	21506786	1.0	1.0
gene:TraesCS3D03G0055300	Chr3D	11322770	11324427	+	11323598	Chr3D	21523840	21525497	+	21524668	1.0	1.0
gene:TraesCS3D03G0055200	Chr3D	11319775	11327829	-	11323802	Chr3D	21520845	21528902	-	21524873	1.0	1.0
gene:TraesCS3D03G0055400	Chr3D	11331377	11332102	+	11331739	Chr3D	21533007	21533732	+	21533369	1.0	1.0
gene:TraesCS3D03G0055600	Chr3D	11353894	11355493	+	11354693	Chr3D	21555750	21557349	+	21556549	1.0	0.999
gene:TraesCS3D03G0055900	Chr3D	11376093	11377937	-	11377015	Chr3D	21578028	21579872	-	21578950	1.0	1.0
gene:TraesCS3D03G0056000	Chr3D	11393436	11394749	-	11394092	Chr3D	21595370	21596683	-	21596026	1.0	1.0
gene:TraesCS3D03G0056200	Chr3D	11405206	11409716	-	11407461	Chr3D	21607407	21611917	-	21609662	1.0	1.0
gene:TraesCS3D03G0056600	Chr3D	11534102	11536601	+	11535351	Chr3D	21738120	21740610	+	21739365	0.994	0.994
gene:TraesCS3D03G0056700	Chr3D	11540557	11543658	-	11542107	Chr3D	21744566	21747667	-	21746116	1.0	1.0
gene:TraesCS3D03G0056800	Chr3D	11550973	11552851	+	11551912	Chr3D	21754982	21756860	+	21755921	1.0	1.0
gene:TraesCS3D03G0057000	Chr3D	11559878	11561362	+	11560620	Chr3D	21764358	21765842	+	21765100	1.0	1.0
gene:TraesCS3D03G0057300	Chr3D	11689821	11691280	+	11690550	Chr3D	21899287	21900746	+	21900016	1.0	1.0
gene:TraesCS3D03G0057400	Chr3D	11705237	11710330	+	11707783	Chr3D	21914703	21919796	+	21917249	1.0	0.999
gene:TraesCS3D03G0057500	Chr3D	11713717	11720888	+	11717302	Chr3D	21923376	21930547	+	21926961	1.0	1.0
gene:TraesCS3D03G0057600	Chr3D	11729168	11730860	-	11730014	Chr3D	21938827	21940519	-	21939673	1.0	1.0
gene:TraesCS3D03G0057800	Chr3D	11753029	11754712	+	11753870	Chr3D	21962573	21964256	+	21963414	1.0	1.0
gene:TraesCS3D03G0057900	Chr3D	11773840	11775966	-	11774903	Chr3D	21983384	21985510	-	21984447	1.0	0.999
gene:TraesCS3D03G0095400	Chr3D	21213997	21214317	-	21214157	Chr3D	28885084	28885404	-	28885244	1.0	1.0
gene:TraesCS3D03G0095800	Chr3D	21260500	21261032	-	21260766	Chr3D	28931661	28932193	-	28931927	1.0	1.0
gene:TraesCS3D03G0096000	Chr3D	21336911	21337662	-	21337286	Chr3D	29008136	29008883	-	29008509	1.0	1.0
gene:TraesCS3D03G0096300	Chr3D	21772332	21773589	-	21772960	Chr3D	29954186	29955443	-	29954814	1.0	0.997
gene:TraesCS3D03G0096400	Chr3D	21796592	21798779	+	21797685	Chr3D	29978446	29980633	+	29979539	1.0	1.0
gene:TraesCS3D03G0096600	Chr3D	21891750	21892811	+	21892280	Chr3D	30077554	30078615	+	30078084	1.0	1.0
gene:TraesCS3D03G0096900	Chr3D	21897618	21898567	+	21898092	Chr3D	30083421	30084116	+	30083768	1.0	0.998
gene:TraesCS3D03G0097100	Chr3D	21899382	21899525	-	21899453	Chr3D	30084931	30085074	-	30085002	1.0	1.0
gene:TraesCS3D03G0097200	Chr3D	21899630	21899746	-	21899688	Chr3D	30085179	30085295	-	30085237	1.0	1.0
gene:TraesCS3D03G0097400	Chr3D	21899899	21900150	-	21900024	Chr3D	30085448	30085699	-	30085573	1.0	1.0
gene:TraesCS3D03G0097600	Chr3D	21901302	21901397	+	21901349	Chr3D	30086898	30086993	+	30086945	1.0	1.0
gene:TraesCS3D03G0097900	Chr3D	21903008	21903208	+	21903108	Chr3D	30088856	30089056	+	30088956	1.0	1.0
gene:TraesCS3D03G0098000	Chr3D	21903478	21903990	+	21903734	Chr3D	30089326	30089838	+	30089582	1.0	1.0
gene:TraesCS3D03G0098100	Chr3D	21904153	21904512	-	21904332	Chr3D	30090001	30090360	-	30090180	1.0	1.0
gene:TraesCS3D03G0098300	Chr3D	21905997	21906647	-	21906322	Chr3D	30091308	30091958	-	30091633	1.0	1.0
gene:TraesCS3D03G0098400	Chr3D	21907250	21908670	+	21907960	Chr3D	30092561	30093981	+	30093271	1.0	1.0
gene:TraesCS3D03G0098500	Chr3D	21908834	21908950	+	21908892	Chr3D	30094145	30094261	+	30094203	1.0	1.0
gene:TraesCS3D03G0098700	Chr3D	22049282	22054560	-	22051921	Chr3D	30236016	30241294	-	30238655	1.0	1.0
gene:TraesCS3D03G0098900	Chr3D	22086168	22094049	+	22090108	Chr3D	30272556	30280473	+	30276514	1.0	1.0
gene:TraesCS3D03G0099000	Chr3D	22130478	22130898	-	22130688	Chr3D	30316991	30317411	-	30317201	1.0	1.0
gene:TraesCS3D03G0099800	Chr3D	22223292	22224989	+	22224140	Chr3D	30410004	30411701	+	30410852	1.0	0.988
gene:TraesCS3D03G0100100	Chr3D	22271797	22273444	+	22272620	Chr3D	30459021	30460668	+	30459844	1.0	1.0
gene:TraesCS3D03G0100200	Chr3D	22275335	22279685	+	22277510	Chr3D	30462819	30467168	+	30464993	1.0	1.0
gene:TraesCS3D03G0100300	Chr3D	22279964	22284122	-	22282043	Chr3D	30467447	30471605	-	30469526	1.0	1.0
gene:TraesCS3D03G0100700	Chr3D	22326877	22330418	-	22328647	Chr3D	30514865	30518406	-	30516635	1.0	1.0
gene:TraesCS3D03G0100800	Chr3D	22362429	22367701	+	22365065	Chr3D	30550332	30555604	+	30552968	1.0	1.0
gene:TraesCS3D03G0100900	Chr3D	22365767	22366717	-	22366242	Chr3D	30553670	30554620	-	30554145	1.0	1.0
gene:TraesCS3D03G0101000	Chr3D	22367619	22372527	-	22370073	Chr3D	30555522	30560430	-	30557976	1.0	1.0
gene:TraesCS3D03G0101200	Chr3D	22373968	22376581	+	22375274	Chr3D	30561871	30564484	+	30563177	1.0	1.0
gene:TraesCS3D03G0101300	Chr3D	22381332	22385165	+	22383248	Chr3D	30569227	30573072	+	30571149	1.0	0.999
gene:TraesCS3D03G0101600	Chr3D	22674791	22677510	+	22676150	Chr3D	30864862	30867581	+	30866221	1.0	1.0
gene:TraesCS3D03G0101900	Chr3D	22723383	22724441	-	22723912	Chr3D	30913575	30914637	-	30914106	1.0	0.996
gene:TraesCS3D03G0102200	Chr3D	22924555	22925568	+	22925061	Chr3D	31117927	31118965	+	31118446	1.0	1.0
gene:TraesCS3D03G0102700	Chr3D	23049628	23052085	+	23050856	Chr3D	31242641	31245098	+	31243869	1.0	1.0
gene:TraesCS3D03G0102800	Chr3D	23053202	23056905	+	23055053	Chr3D	31246215	31249918	+	31248066	1.0	0.999
gene:TraesCS3D03G0102900	Chr3D	23057202	23060599	-	23058900	Chr3D	31250215	31253612	-	31251913	1.0	1.0
gene:TraesCS3D03G0103200	Chr3D	23071603	23072961	-	23072282	Chr3D	31263940	31265298	-	31264619	1.0	1.0
gene:TraesCS3D03G0103300	Chr3D	23077192	23081106	-	23079149	Chr3D	31269529	31273446	-	31271487	1.0	1.0
gene:TraesCS3D03G0103600	Chr3D	23087305	23088112	+	23087708	Chr3D	31279645	31280452	+	31280048	1.0	1.0
gene:TraesCS3D03G0103700	Chr3D	23138631	23139184	-	23138907	Chr3D	31331578	31332131	-	31331854	1.0	1.0
gene:TraesCS3D03G0103800	Chr3D	23141784	23154001	-	23147892	Chr3D	31334794	31346811	-	31340802	1.0	1.0
gene:TraesCS3D03G0104000	Chr3D	23167198	23169723	-	23168460	Chr3D	31360211	31362736	-	31361473	1.0	1.0
gene:TraesCS3D03G0104100	Chr3D	23188947	23191263	-	23190105	Chr3D	31381937	31384249	-	31383093	0.997	0.997
gene:TraesCS3D03G0104200	Chr3D	23222124	23223980	-	23223052	Chr3D	31414954	31416810	-	31415882	1.0	1.0
gene:TraesCS3D03G0105400	Chr3D	23604959	23609745	+	23607352	Chr3D	31798742	31803528	+	31801135	1.0	1.0
gene:TraesCS3D03G0105500	Chr3D	23658232	23661925	+	23660078	Chr3D	31852126	31855819	+	31853972	1.0	1.0
gene:TraesCS3D03G0105600	Chr3D	23665414	23669374	+	23667394	Chr3D	31859308	31863268	+	31861288	1.0	1.0
gene:TraesCS3D03G0105700	Chr3D	23721063	23723372	-	23722217	Chr3D	31915435	31917744	-	31916589	1.0	1.0
gene:TraesCS3D03G0105900	Chr3D	23735355	23736956	+	23736155	Chr3D	31930010	31931611	+	31930810	1.0	1.0
gene:TraesCS3D03G0106000	Chr3D	23737766	23738474	+	23738120	Chr3D	31932421	31933129	+	31932775	1.0	1.0
gene:TraesCS3D03G0106500	Chr3D	23847218	23849095	+	23848156	Chr3D	32044252	32046129	+	32045190	1.0	1.0
gene:TraesCS3D03G0106600	Chr3D	23877008	23879317	-	23878162	Chr3D	32074092	32076401	-	32075246	1.0	1.0
gene:TraesCS3D03G0107100	Chr3D	23940185	23943004	+	23941594	Chr3D	32137145	32139964	+	32138554	1.0	1.0
gene:TraesCS3D03G0107400	Chr3D	24043195	24047256	+	24045225	Chr3D	32241929	32245990	+	32243959	1.0	1.0
gene:TraesCS3D03G0107500	Chr3D	24078496	24082800	-	24080648	Chr3D	32279361	32283665	-	32281513	1.0	1.0
gene:TraesCS3D03G0107700	Chr3D	24086931	24091430	-	24089180	Chr3D	32287796	32292295	-	32290045	1.0	1.0
gene:TraesCS3D03G0109100	Chr3D	24173147	24173518	-	24173332	Chr3D	32344722	32345093	-	32344907	1.0	1.0
gene:TraesCS3D03G0109200	Chr3D	24173648	24174091	-	24173869	Chr3D	32345223	32345666	-	32345444	1.0	1.0
gene:TraesCS3D03G0109400	Chr3D	24176772	24177467	-	24177119	Chr3D	32346806	32347501	-	32347153	1.0	1.0
gene:TraesCS3D03G0110200	Chr3D	24504252	24505683	-	24504967	Chr3D	32672956	32674387	-	32673671	1.0	1.0
gene:TraesCS3D03G0110400	Chr3D	24873381	24875849	-	24874615	Chr3D	33050270	33052738	-	33051504	1.0	1.0
gene:TraesCS3D03G0111000	Chr3D	25121620	25126666	+	25124143	Chr3D	33300088	33305134	+	33302611	1.0	0.999
gene:TraesCS3D03G0111200	Chr3D	25131285	25134389	-	25132837	Chr3D	33309753	33312857	-	33311305	1.0	1.0
gene:TraesCS3D03G0111600	Chr3D	25159503	25159643	-	25159573	Chr3D	33338314	33338454	-	33338384	1.0	1.0
gene:TraesCS3D03G0111700	Chr3D	25188945	25189082	-	25189013	Chr3D	33367819	33367956	-	33367887	1.0	1.0
gene:TraesCS3D03G0112300	Chr3D	25513948	25517242	+	25515595	Chr3D	33692484	33695778	+	33694131	1.0	1.0
gene:TraesCS3D03G0112500	Chr3D	25519910	25524444	-	25522177	Chr3D	33698446	33702980	-	33700713	1.0	1.0
gene:TraesCS3D03G0112900	Chr3D	25776651	25778159	-	25777405	Chr3D	33958174	33959682	-	33958928	1.0	1.0
gene:TraesCS3D03G0113200	Chr3D	25957355	25963731	-	25960543	Chr3D	34137129	34143603	-	34140366	1.0	1.0
gene:TraesCS3D03G0113400	Chr3D	25976352	25979778	-	25978065	Chr3D	34156032	34159458	-	34157745	1.0	1.0
gene:TraesCS3D03G0113500	Chr3D	26009959	26011584	-	26010771	Chr3D	35464289	35465914	-	35465101	1.0	1.0
gene:TraesCS3D03G0114000	Chr3D	26064783	26067113	+	26065948	Chr3D	35513937	35516267	+	35515102	1.0	1.0
gene:TraesCS3D03G0114300	Chr3D	26109418	26110785	-	26110101	Chr3D	35557586	35558953	-	35558269	1.0	1.0
gene:TraesCS3D03G0114400	Chr3D	26117909	26119306	-	26118607	Chr3D	35566077	35567474	-	35566775	1.0	1.0
gene:TraesCS3D03G0114500	Chr3D	26153435	26155047	-	26154241	Chr3D	35600962	35602574	-	35601768	1.0	1.0
gene:TraesCS3D03G0114600	Chr3D	26156396	26159954	-	26158175	Chr3D	35603923	35607481	-	35605702	1.0	1.0
gene:TraesCS3D03G0114800	Chr3D	26166491	26168897	-	26167694	Chr3D	35613732	35616138	-	35614935	1.0	1.0
gene:TraesCS3D03G0115000	Chr3D	26207230	26208013	-	26207621	Chr3D	35654583	35655366	-	35654974	1.0	1.0
gene:TraesCS3D03G0115700	Chr3D	26249050	26253484	+	26251267	Chr3D	35696308	35700742	+	35698525	1.0	1.0
gene:TraesCS3D03G0115800	Chr3D	26254069	26254287	+	26254178	Chr3D	35701327	35701545	+	35701436	1.0	1.0
gene:TraesCS3D03G0115900	Chr3D	26262218	26266322	+	26264270	Chr3D	35709477	35713581	+	35711529	1.0	1.0
gene:TraesCS3D03G0116200	Chr3D	26282156	26286063	+	26284109	Chr3D	35729411	35733321	+	35731366	1.0	0.999
gene:TraesCS3D03G0116300	Chr3D	26292409	26296416	+	26294412	Chr3D	35739668	35743675	+	35741671	1.0	1.0
gene:TraesCS3D03G0116400	Chr3D	26295971	26298207	-	26297089	Chr3D	35743230	35745466	-	35744348	1.0	1.0
gene:TraesCS3D03G0116500	Chr3D	26305528	26316697	-	26311112	Chr3D	35752321	35763479	-	35757900	1.0	1.0
gene:TraesCS3D03G0116600	Chr3D	26435432	26438455	+	26436943	Chr3D	35880670	35883693	+	35882181	1.0	1.0
gene:TraesCS3D03G0116700	Chr3D	26441164	26445900	+	26443532	Chr3D	35886402	35891138	+	35888770	1.0	1.0
gene:TraesCS3D03G0116800	Chr3D	26446074	26448043	-	26447058	Chr3D	35891312	35893281	-	35892296	1.0	1.0
gene:TraesCS3D03G0117000	Chr3D	26569668	26570981	+	26570324	Chr3D	36028882	36030195	+	36029538	1.0	1.0
gene:TraesCS3D03G0117300	Chr3D	26575188	26578623	-	26576905	Chr3D	36034402	36037837	-	36036119	1.0	0.999
gene:TraesCS3D03G0117700	Chr3D	26633306	26634114	-	26633710	Chr3D	36093166	36093974	-	36093570	1.0	1.0
gene:TraesCS3D03G0117800	Chr3D	26639877	26640594	-	26640235	Chr3D	36099711	36100428	-	36100069	1.0	1.0
gene:TraesCS3D03G0118000	Chr3D	26671886	26674171	+	26673028	Chr3D	36132721	36135006	+	36133863	1.0	1.0
gene:TraesCS3D03G0118100	Chr3D	26676992	26677488	-	26677240	Chr3D	36137827	36138323	-	36138075	1.0	1.0
gene:TraesCS3D03G0118500	Chr3D	26805039	26807080	-	26806059	Chr3D	36266965	36269006	-	36267985	1.0	0.999
gene:TraesCS3D03G0118600	Chr3D	27044118	27044715	+	27044416	Chr3D	36512026	36512623	+	36512324	1.0	1.0
gene:TraesCS3D03G0118800	Chr3D	27048883	27051208	-	27050045	Chr3D	36516791	36519116	-	36517953	1.0	1.0
gene:TraesCS3D03G0119000	Chr3D	27161273	27161746	-	27161509	Chr3D	36629434	36629907	-	36629670	1.0	1.0
gene:TraesCS3D03G0119100	Chr3D	27234561	27239480	+	27237020	Chr3D	36703347	36708266	+	36705806	1.0	1.0
gene:TraesCS3D03G0119500	Chr3D	27536716	27537384	-	27537050	Chr3D	37012312	37012980	-	37012646	1.0	1.0
gene:TraesCS3D03G0119600	Chr3D	27545507	27550373	+	27547940	Chr3D	37021272	37026138	+	37023705	1.0	0.999
gene:TraesCS3D03G0119800	Chr3D	27637595	27639736	+	27638665	Chr3D	37113592	37115733	+	37114662	1.0	1.0
gene:TraesCS3D03G0119900	Chr3D	27641931	27643871	+	27642901	Chr3D	37117928	37119868	+	37118898	1.0	0.999
gene:TraesCS3D03G0120100	Chr3D	27649359	27652276	+	27650817	Chr3D	37125227	37128144	+	37126685	1.0	1.0
gene:TraesCS3D03G0120700	Chr3D	27744510	27746205	+	27745357	Chr3D	37195738	37197434	+	37196586	1.0	1.0
gene:TraesCS3D03G0121000	Chr3D	27861853	27865260	-	27863556	Chr3D	37324065	37327472	-	37325768	1.0	1.0
gene:TraesCS3D03G0121100	Chr3D	27863823	27868844	+	27866333	Chr3D	37326035	37331056	+	37328545	1.0	1.0
gene:TraesCS3D03G0121200	Chr3D	27873907	27875136	-	27874521	Chr3D	37336119	37337348	-	37336733	1.0	1.0
gene:TraesCS3D03G0121600	Chr3D	27933948	27935093	-	27934520	Chr3D	37385254	37386399	-	37385826	1.0	1.0
gene:TraesCS3D03G0121700	Chr3D	27938556	27939255	+	27938905	Chr3D	37390175	37390874	+	37390524	1.0	1.0
gene:TraesCS3D03G0121800	Chr3D	27942710	27944423	+	27943566	Chr3D	37394487	37396200	+	37395343	1.0	0.999
gene:TraesCS3D03G0121900	Chr3D	27945368	27950430	-	27947899	Chr3D	37397145	37402207	-	37399676	1.0	0.999
gene:TraesCS3D03G0122000	Chr3D	28114497	28116305	-	28115401	Chr3D	37573250	37575058	-	37574154	1.0	1.0
gene:TraesCS3D03G0122600	Chr3D	28125680	28127826	-	28126753	Chr3D	37584293	37586439	-	37585366	1.0	1.0
gene:TraesCS3D03G0123000	Chr3D	28206725	28209876	-	28208300	Chr3D	37665111	37668262	-	37666686	1.0	1.0
gene:TraesCS3D03G0123300	Chr3D	28224576	28228316	+	28226446	Chr3D	37682962	37686702	+	37684832	1.0	1.0
gene:TraesCS3D03G0123600	Chr3D	28316118	28319115	-	28317616	Chr3D	37778622	37781619	-	37780120	1.0	1.0
gene:TraesCS3D03G0123700	Chr3D	28320299	28322802	+	28321550	Chr3D	37782803	37785306	+	37784054	1.0	1.0
gene:TraesCS3D03G0124000	Chr3D	28370603	28372454	-	28371528	Chr3D	37829431	37831282	-	37830356	1.0	1.0
gene:TraesCS3D03G0124500	Chr3D	28468752	28469273	+	28469012	Chr3D	37929040	37929561	+	37929300	1.0	1.0
gene:TraesCS3D03G0124700	Chr3D	28475122	28477410	+	28476266	Chr3D	37935684	37937972	+	37936828	1.0	1.0
gene:TraesCS3D03G0124800	Chr3D	28483168	28485282	-	28484225	Chr3D	37943732	37945846	-	37944789	1.0	1.0
gene:TraesCS3D03G0125000	Chr3D	28488912	28490998	-	28489955	Chr3D	37949578	37951664	-	37950621	1.0	1.0
gene:TraesCS3D03G0125200	Chr3D	28495236	28500404	-	28497820	Chr3D	37955905	37961073	-	37958489	1.0	1.0
gene:TraesCS3D03G0125300	Chr3D	28535583	28537087	-	28536335	Chr3D	37996823	37998327	-	37997575	1.0	1.0
gene:TraesCS3D03G0125600	Chr3D	28579042	28580603	-	28579822	Chr3D	38041319	38042880	-	38042099	1.0	1.0
gene:TraesCS3D03G0125700	Chr3D	28581825	28585276	-	28583550	Chr3D	38044102	38047553	-	38045827	1.0	1.0
gene:TraesCS3D03G0125900	Chr3D	28722414	28724891	+	28723652	Chr3D	38189815	38192292	+	38191053	1.0	1.0
gene:TraesCS3D03G0126100	Chr3D	28733600	28735486	+	28734543	Chr3D	38201000	38202886	+	38201943	1.0	1.0
gene:TraesCS3D03G0126500	Chr3D	28926300	28927503	+	28926901	Chr3D	38395825	38397028	+	38396426	1.0	1.0
gene:TraesCS3D03G0126800	Chr3D	28947418	28948537	+	28947977	Chr3D	38417409	38418528	+	38417968	1.0	1.0
gene:TraesCS3D03G0126900	Chr3D	28972211	28972953	+	28972582	Chr3D	38443214	38443956	+	38443585	1.0	1.0
gene:TraesCS3D03G0127600	Chr3D	29227223	29228454	-	29227838	Chr3D	38680204	38681435	-	38680819	1.0	1.0
gene:TraesCS3D03G0127700	Chr3D	29250980	29253692	+	29252336	Chr3D	38703959	38706671	+	38705315	1.0	1.0
gene:TraesCS3D03G0127800	Chr3D	29257043	29258239	+	29257641	Chr3D	38710021	38711217	+	38710619	1.0	0.999
gene:TraesCS3D03G0127900	Chr3D	29283368	29284844	-	29284106	Chr3D	38743353	38744829	-	38744091	1.0	1.0
gene:TraesCS3D03G0128000	Chr3D	29357567	29358143	+	29357855	Chr3D	38818218	38818794	+	38818506	1.0	1.0
