gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Stanley_tgt_chr	Stanley_tgt_start	Stanley_tgt_end	Stanley_tgt_strand	Stanley_tgt_midpoint	Stanley_coverage	Stanley_identity
gene:TraesCS6B03G0019900	Chr6B	6111305	6111814	+	6111559	Chr6B	5195376	5195885	+	5195630	1.0	1.0
gene:TraesCS6B03G0021800	Chr6B	6396832	6398301	+	6397566	Chr6B	5395244	5396713	+	5395978	1.0	0.975
gene:TraesCS6B03G0021900	Chr6B	6533377	6534963	-	6534170	Chr6B	5585002	5586571	-	5585786	0.984	0.951
gene:TraesCS6B03G0022100	Chr6B	6622598	6625061	+	6623829	Chr6B	5719444	5721907	+	5720675	1.0	1.0
gene:TraesCS6B03G0022200	Chr6B	6626180	6626836	+	6626508	Chr6B	5723026	5723682	+	5723354	1.0	1.0
gene:TraesCS6B03G0022300	Chr6B	6626882	6627442	+	6627162	Chr6B	5723728	5724288	+	5724008	1.0	1.0
gene:TraesCS6B03G0022400	Chr6B	6653253	6656792	-	6655022	Chr6B	5750306	5753845	-	5752075	1.0	1.0
gene:TraesCS6B03G0022500	Chr6B	6897656	6899178	+	6898417	Chr6B	5911342	5912864	+	5912103	1.0	1.0
gene:TraesCS6B03G0022600	Chr6B	6902577	6904805	+	6903691	Chr6B	5916260	5918488	+	5917374	1.0	1.0
gene:TraesCS6B03G0022700	Chr6B	6911203	6914974	+	6913088	Chr6B	5925201	5928972	+	5927086	1.0	1.0
gene:TraesCS6B03G0022800	Chr6B	6919273	6921999	+	6920636	Chr6B	5933271	5935997	+	5934634	1.0	1.0
gene:TraesCS6B03G0022900	Chr6B	6924085	6926402	+	6925243	Chr6B	5938083	5940400	+	5939241	1.0	1.0
gene:TraesCS6B03G0023300	Chr6B	7061530	7064275	-	7062902	Chr6B	6058602	6061347	-	6059974	1.0	1.0
gene:TraesCS6B03G0023500	Chr6B	7089330	7090701	-	7090015	Chr6B	6086268	6087639	-	6086953	1.0	1.0
gene:TraesCS6B03G0023700	Chr6B	7091353	7092945	+	7092149	Chr6B	6088291	6089883	+	6089087	1.0	1.0
gene:TraesCS6B03G0023900	Chr6B	7115022	7120828	-	7117925	Chr6B	6111288	6117090	-	6114189	1.0	1.0
gene:TraesCS6B03G0024000	Chr6B	7164686	7167146	-	7165916	Chr6B	6160967	6163404	-	6162185	0.99	0.963
gene:TraesCS6B03G0024300	Chr6B	7232910	7239589	+	7236249	Chr6B	6229592	6236271	+	6232931	1.0	1.0
gene:TraesCS6B03G0024600	Chr6B	7405188	7405569	+	7405378	Chr6B	6401743	6402124	+	6401933	1.0	1.0
gene:TraesCS6B03G0024700	Chr6B	7407123	7412012	+	7409567	Chr6B	6403678	6408537	+	6406107	1.0	0.999
gene:TraesCS6B03G0024800	Chr6B	7432566	7436828	+	7434697	Chr6B	6429090	6433352	+	6431221	1.0	0.999
gene:TraesCS6B03G0024900	Chr6B	7497813	7501390	+	7499601	Chr6B	6494954	6498531	+	6496742	1.0	1.0
gene:TraesCS6B03G0025000	Chr6B	7523590	7525907	-	7524748	Chr6B	6520869	6523186	-	6522027	1.0	0.999
gene:TraesCS6B03G0025100	Chr6B	7576423	7578474	-	7577448	Chr6B	6573527	6575578	-	6574552	1.0	0.999
gene:TraesCS6B03G0025200	Chr6B	7681205	7681873	-	7681539	Chr6B	6682844	6683512	-	6683178	1.0	1.0
gene:TraesCS6B03G0025300	Chr6B	7684532	7685381	-	7684956	Chr6B	6686172	6687021	-	6686596	1.0	1.0
gene:TraesCS6B03G0025400	Chr6B	7696523	7697623	-	7697073	Chr6B	6697573	6698673	-	6698123	1.0	1.0
gene:TraesCS6B03G0025500	Chr6B	7709642	7711029	-	7710335	Chr6B	6711033	6712420	-	6711726	1.0	1.0
gene:TraesCS6B03G0025700	Chr6B	7728916	7729548	-	7729232	Chr6B	6730404	6731036	-	6730720	1.0	1.0
gene:TraesCS6B03G0025800	Chr6B	7743786	7748627	+	7746206	Chr6B	6745486	6750327	+	6747906	1.0	1.0
gene:TraesCS6B03G0026000	Chr6B	7761991	7764628	+	7763309	Chr6B	6764141	6766779	+	6765460	1.0	0.999
gene:TraesCS6B03G0026300	Chr6B	8097787	8103181	-	8100484	Chr6B	7604733	7610127	+	7607430	1.0	0.998
gene:TraesCS6B03G0026400	Chr6B	8126490	8126794	+	8126642	Chr6B	7553273	7553577	-	7553425	1.0	1.0
gene:TraesCS6B03G0026500	Chr6B	8167066	8167630	+	8167348	Chr6B	7554507	7555071	-	7554789	1.0	0.997
gene:TraesCS6B03G0026800	Chr6B	8499736	8501849	-	8500792	Chr6B	7221506	7223615	+	7222560	0.997	0.997
gene:TraesCS6B03G0027300	Chr6B	9653692	9654627	-	9654159	Chr6B	8069921	8070856	-	8070388	1.0	1.0
gene:TraesCS6B03G0027400	Chr6B	9658978	9662044	-	9660511	Chr6B	8074746	8077812	-	8076279	1.0	1.0
gene:TraesCS6B03G0027900	Chr6B	9741098	9747771	-	9744434	Chr6B	8136602	8143275	-	8139938	1.0	1.0
gene:TraesCS6B03G0028000	Chr6B	9849485	9853509	-	9851497	Chr6B	8242778	8246802	-	8244790	1.0	1.0
gene:TraesCS6B03G0028100	Chr6B	9926549	9932499	-	9929524	Chr6B	8320354	8326303	-	8323328	1.0	1.0
gene:TraesCS6B03G0028400	Chr6B	9941555	9944126	-	9942840	Chr6B	8335359	8337930	-	8336644	1.0	0.999
gene:TraesCS6B03G0028500	Chr6B	10037046	10039187	+	10038116	Chr6B	8432117	8434258	+	8433187	1.0	1.0
gene:TraesCS6B03G0029000	Chr6B	10213284	10216091	-	10214687	Chr6B	8565237	8568044	-	8566640	1.0	1.0
gene:TraesCS6B03G0029100	Chr6B	10225478	10230400	+	10227939	Chr6B	8577431	8582353	+	8579892	1.0	0.999
gene:TraesCS6B03G0029200	Chr6B	10240300	10250359	+	10245329	Chr6B	8591840	8602127	+	8596983	0.999	0.997
gene:TraesCS6B03G0029300	Chr6B	10250755	10251366	-	10251060	Chr6B	8602523	8603134	-	8602828	1.0	0.991
gene:TraesCS6B03G0029400	Chr6B	10251988	10252587	-	10252287	Chr6B	8603759	8604358	-	8604058	1.0	0.998
gene:TraesCS6B03G0029500	Chr6B	10257018	10260872	+	10258945	Chr6B	8608948	8612808	+	8610878	0.999	0.994
gene:TraesCS6B03G0029700	Chr6B	10268900	10269590	+	10269245	Chr6B	8620424	8621116	+	8620770	1.0	0.992
gene:TraesCS6B03G0030500	Chr6B	10421683	10434797	+	10428240	Chr6B	8780743	8798682	+	8789712	0.999	0.972
gene:TraesCS6B03G0031100	Chr6B	10484606	10485902	+	10485254	Chr6B	8822698	8823994	+	8823346	1.0	0.993
gene:TraesCS6B03G0032400	Chr6B	10680346	10680846	-	10680596	Chr6B	8894992	8895495	-	8895243	1.0	0.992
gene:TraesCS6B03G0032500	Chr6B	10687959	10689500	-	10688729	Chr6B	8903048	8904588	-	8903818	1.0	0.994
gene:TraesCS6B03G0032600	Chr6B	10693268	10697093	-	10695180	Chr6B	8910835	8914628	-	8912731	0.998	0.983
gene:TraesCS6B03G0032700	Chr6B	10721073	10721825	+	10721449	Chr6B	8938823	8939575	+	8939199	1.0	0.989
gene:TraesCS6B03G0032800	Chr6B	10794482	10796265	-	10795373	Chr6B	8981972	8983755	-	8982863	1.0	0.994
gene:TraesCS6B03G0032900	Chr6B	10807269	10808929	-	10808099	Chr6B	8994925	8996584	-	8995754	0.997	0.969
gene:TraesCS6B03G0033000	Chr6B	10813143	10815983	+	10814563	Chr6B	9000808	9003963	+	9002385	1.0	0.981
gene:TraesCS6B03G0033300	Chr6B	10901175	10901981	+	10901578	Chr6B	9102641	9103447	+	9103044	1.0	0.994
gene:TraesCS6B03G0033400	Chr6B	10905821	10908096	+	10906958	Chr6B	9107574	9109848	+	9108711	0.999	0.997
gene:TraesCS6B03G0033500	Chr6B	10938435	10940673	+	10939554	Chr6B	9139854	9142092	+	9140973	1.0	0.996
gene:TraesCS6B03G0033600	Chr6B	10962075	10964296	+	10963185	Chr6B	9163748	9165901	+	9164824	1.0	0.993
gene:TraesCS6B03G0033700	Chr6B	10982922	10985033	+	10983977	Chr6B	9186336	9188448	+	9187392	1.0	0.994
gene:TraesCS6B03G0033800	Chr6B	10998475	11001018	-	10999746	Chr6B	9207619	9210162	-	9208890	1.0	0.996
gene:TraesCS6B03G0034300	Chr6B	11071854	11073487	+	11072670	Chr6B	9302981	9304614	+	9303797	1.0	0.992
gene:TraesCS6B03G0034700	Chr6B	11183815	11188148	-	11185981	Chr6B	9385476	9389787	-	9387631	1.0	0.942
gene:TraesCS6B03G0039400	Chr6B	13077700	13079362	-	13078531	Chr6B	9940151	9941814	-	9940982	1.0	0.998
gene:TraesCS6B03G0039500	Chr6B	13080243	13084757	-	13082500	Chr6B	9958030	9963205	-	9960617	1.0	0.992
gene:TraesCS6B03G0039900	Chr6B	13233885	13235360	+	13234622	Chr6B	10095874	10097349	+	10096611	1.0	0.985
gene:TraesCS6B03G0040000	Chr6B	13256822	13258912	+	13257867	Chr6B	10102996	10105087	+	10104041	0.998	0.992
gene:TraesCS6B03G0040100	Chr6B	13265186	13266661	-	13265923	Chr6B	10111893	10113368	-	10112630	1.0	0.987
gene:TraesCS6B03G0041000	Chr6B	13502812	13504261	+	13503536	Chr6B	10652975	10654424	+	10653699	1.0	0.992
gene:TraesCS6B03G0041100	Chr6B	13732403	13734287	-	13733345	Chr6B	10819777	10821642	-	10820709	0.989	0.979
gene:TraesCS6B03G0041300	Chr6B	13745451	13748564	-	13747007	Chr6B	11046858	11049634	-	11048246	0.996	0.929
gene:TraesCS6B03G0041500	Chr6B	13773673	13777225	-	13775449	Chr6B	11105787	11109572	-	11107679	0.992	0.944
gene:TraesCS6B03G0041700	Chr6B	13786184	13786858	-	13786521	Chr6B	11113045	11113719	-	11113382	1.0	0.997
gene:TraesCS6B03G0041900	Chr6B	13805020	13813648	-	13809334	Chr6B	11131405	11139660	-	11135532	0.987	0.974
gene:TraesCS6B03G0042000	Chr6B	13896154	13896780	-	13896467	Chr6B	11173601	11174251	-	11173926	1.0	0.92
gene:TraesCS6B03G0042100	Chr6B	13915421	13916323	-	13915872	Chr6B	11203342	11204224	-	11203783	0.989	0.918
gene:TraesCS6B03G0042300	Chr6B	13957233	13958006	-	13957619	Chr6B	11265395	11266167	-	11265781	1.0	0.956
gene:TraesCS6B03G0042400	Chr6B	14001416	14002066	-	14001741	Chr6B	11280517	11281167	-	11280842	1.0	0.972
gene:TraesCS6B03G0042500	Chr6B	14007864	14013433	-	14010648	Chr6B	11286708	11292486	-	11289597	1.0	0.982
gene:TraesCS6B03G0042600	Chr6B	14025460	14027670	+	14026565	Chr6B	11308199	11310386	+	11309292	1.0	0.973
gene:TraesCS6B03G0042800	Chr6B	14027886	14029565	-	14028725	Chr6B	11310602	11312300	-	11311451	0.997	0.954
gene:TraesCS6B03G0043100	Chr6B	14059612	14061041	-	14060326	Chr6B	11335795	11337240	-	11336517	1.0	0.987
gene:TraesCS6B03G0043200	Chr6B	14062257	14065736	+	14063996	Chr6B	11338456	11341972	+	11340214	1.0	0.996
gene:TraesCS6B03G0043300	Chr6B	14072311	14073899	-	14073105	Chr6B	11348548	11350136	-	11349342	1.0	0.996
gene:TraesCS6B03G0045200	Chr6B	14235082	14235843	-	14235462	Chr6B	11357080	11357841	-	11357460	1.0	0.992
gene:TraesCS6B03G0045700	Chr6B	14279914	14281020	+	14280467	Chr6B	11402242	11403356	+	11402799	1.0	0.991
gene:TraesCS6B03G0045800	Chr6B	14281708	14282817	+	14282262	Chr6B	11404044	11405154	+	11404599	1.0	0.997
gene:TraesCS6B03G0046400	Chr6B	14531892	14532704	-	14532298	Chr6B	11669158	11669975	-	11669566	1.0	0.988
gene:TraesCS6B03G0046600	Chr6B	14601611	14605189	-	14603400	Chr6B	11742932	11746574	-	11744753	1.0	0.993
gene:TraesCS6B03G0047600	Chr6B	15529834	15532751	-	15531292	Chr6B	12553912	12556827	+	12555369	0.999	0.982
gene:TraesCS6B03G0047900	Chr6B	15544116	15545611	+	15544863	Chr6B	12522800	12524276	-	12523538	0.985	0.954
gene:TraesCS6B03G0048100	Chr6B	15557607	15561532	+	15559569	Chr6B	12644605	12648706	+	12646655	0.991	0.968
gene:TraesCS6B03G0048200	Chr6B	15564426	15571930	+	15568178	Chr6B	12651750	12659271	+	12655510	1.0	0.992
gene:TraesCS6B03G0048600	Chr6B	15650823	15653319	-	15652071	Chr6B	12731820	12734313	-	12733066	0.998	0.988
gene:TraesCS6B03G0049000	Chr6B	15923841	15926765	+	15925303	Chr6B	12879210	12882112	+	12880661	0.986	0.966
gene:TraesCS6B03G0049100	Chr6B	15925509	15926204	+	15925856	Chr6B	13082502	13083198	-	13082850	0.998	0.978
gene:TraesCS6B03G0050000	Chr6B	16841462	16844532	+	16842997	Chr6B	13256149	13258814	+	13257481	0.996	0.984
gene:TraesCS6B03G0050100	Chr6B	16848009	16850210	-	16849109	Chr6B	13262357	13264574	-	13263465	0.999	0.991
gene:TraesCS6B03G0050800	Chr6B	16959158	16962952	-	16961055	Chr6B	13343925	13347701	-	13345813	1.0	0.992
gene:TraesCS6B03G0051000	Chr6B	16978023	16980204	-	16979113	Chr6B	13361849	13364030	-	13362939	1.0	1.0
gene:TraesCS6B03G0051100	Chr6B	16988444	16989999	+	16989221	Chr6B	13370792	13372347	+	13371569	1.0	0.978
gene:TraesCS6B03G0051200	Chr6B	16998036	16999306	-	16998671	Chr6B	13377823	13379094	-	13378458	0.99	0.966
gene:TraesCS6B03G0051400	Chr6B	17002091	17003860	-	17002975	Chr6B	13381883	13383652	-	13382767	1.0	0.998
gene:TraesCS6B03G0051600	Chr6B	17119363	17121035	-	17120199	Chr6B	13501222	13502895	-	13502058	1.0	0.979
gene:TraesCS6B03G0051700	Chr6B	17151794	17153507	+	17152650	Chr6B	13550769	13552482	+	13551625	1.0	0.998
gene:TraesCS6B03G0051800	Chr6B	17189455	17190896	+	17190175	Chr6B	13594019	13595461	+	13594740	1.0	0.975
gene:TraesCS6B03G0052000	Chr6B	17273509	17275098	-	17274303	Chr6B	13606567	13608156	-	13607361	1.0	0.993
gene:TraesCS6B03G0052200	Chr6B	17316306	17322278	+	17319292	Chr6B	13642244	13648217	+	13645230	1.0	0.999
gene:TraesCS6B03G0052300	Chr6B	17324936	17329772	+	17327354	Chr6B	13651236	13656337	+	13653786	0.998	0.919
gene:TraesCS6B03G0052500	Chr6B	17332621	17333787	+	17333204	Chr6B	13659544	13660710	+	13660127	1.0	0.998
gene:TraesCS6B03G0052700	Chr6B	17344959	17346496	+	17345727	Chr6B	13663815	13665353	+	13664584	1.0	0.986
gene:TraesCS6B03G0052900	Chr6B	17351890	17353378	+	17352634	Chr6B	13670517	13671957	+	13671237	0.967	0.952
gene:TraesCS6B03G0053000	Chr6B	17354873	17356299	+	17355586	Chr6B	13675266	13676692	+	13675979	1.0	0.992
gene:TraesCS6B03G0053100	Chr6B	17361952	17363378	+	17362665	Chr6B	13682504	13683930	+	13683217	1.0	0.993
gene:TraesCS6B03G0053200	Chr6B	17420210	17420749	-	17420479	Chr6B	13775486	13776022	-	13775754	0.994	0.981
gene:TraesCS6B03G0053500	Chr6B	17474757	17476173	-	17475465	Chr6B	13831528	13832941	-	13832234	0.997	0.997
gene:TraesCS6B03G0053600	Chr6B	17477571	17477953	-	17477762	Chr6B	13834788	13835170	-	13834979	1.0	1.0
gene:TraesCS6B03G0053700	Chr6B	17482169	17482761	-	17482465	Chr6B	13839383	13839975	-	13839679	1.0	0.997
gene:TraesCS6B03G0053900	Chr6B	17542927	17548034	-	17545480	Chr6B	13908001	13913110	-	13910555	0.969	0.967
gene:TraesCS6B03G0054000	Chr6B	17563311	17571287	-	17567299	Chr6B	13936431	13944492	-	13940461	0.946	0.937
gene:TraesCS6B03G0054200	Chr6B	17570064	17570525	-	17570294	Chr6B	13943269	13943730	-	13943499	1.0	0.997
gene:TraesCS6B03G0054700	Chr6B	17642075	17642536	-	17642305	Chr6B	14015811	14016272	-	14016041	1.0	0.997
gene:TraesCS6B03G0054800	Chr6B	17642646	17643236	-	17642941	Chr6B	14125425	14126016	-	14125720	1.0	0.989
gene:TraesCS6B03G0054900	Chr6B	17647600	17649827	-	17648713	Chr6B	14130686	14132911	-	14131798	0.997	0.987
gene:TraesCS6B03G0055700	Chr6B	17883132	17883398	-	17883265	Chr6B	14652145	14652411	-	14652278	1.0	0.996
gene:TraesCS6B03G0055800	Chr6B	17894796	17895062	+	17894929	Chr6B	14325881	14326147	+	14326014	1.0	0.996
gene:TraesCS6B03G0056200	Chr6B	18140661	18146770	+	18143715	Chr6B	15300364	15306471	+	15303417	0.975	0.962
gene:TraesCS6B03G0056800	Chr6B	18230819	18231280	-	18231049	Chr6B	15913151	15913612	-	15913381	1.0	1.0
gene:TraesCS6B03G0057000	Chr6B	18245649	18247177	-	18246413	Chr6B	15934096	15935606	-	15934851	0.988	0.981
gene:TraesCS6B03G0057100	Chr6B	18258902	18261863	-	18260382	Chr6B	15950669	15953555	-	15952112	0.962	0.956
gene:TraesCS6B03G0057400	Chr6B	18286152	18289433	-	18287792	Chr6B	16176370	16179652	-	16178011	1.0	0.993
gene:TraesCS6B03G0057800	Chr6B	18391461	18392135	-	18391798	Chr6B	16263623	16264297	-	16263960	1.0	0.997
gene:TraesCS6B03G0058300	Chr6B	18406857	18408844	-	18407850	Chr6B	16277884	16279871	-	16278877	1.0	0.998
gene:TraesCS6B03G0058400	Chr6B	18722780	18723913	-	18723346	Chr6B	16581861	16582994	-	16582427	1.0	0.999
gene:TraesCS6B03G0058600	Chr6B	18751634	18752794	-	18752214	Chr6B	16610298	16611458	-	16610878	1.0	0.993
gene:TraesCS6B03G0058700	Chr6B	18758565	18759719	-	18759142	Chr6B	16615581	16616735	-	16616158	1.0	0.991
gene:TraesCS6B03G0059200	Chr6B	18789158	18796933	-	18793045	Chr6B	16646141	16653876	-	16650008	0.99	0.984
gene:TraesCS6B03G0059300	Chr6B	18798866	18802124	-	18800495	Chr6B	16655527	16658730	-	16657128	0.968	0.948
gene:TraesCS6B03G0059700	Chr6B	18911966	18912713	-	18912339	Chr6B	16717285	16718032	-	16717658	1.0	0.992
gene:TraesCS6B03G0059900	Chr6B	18925907	18926449	-	18926178	Chr6B	16712247	16712789	-	16712518	1.0	0.965
gene:TraesCS6B03G0060200	Chr6B	18950001	18950570	-	18950285	Chr6B	16722199	16722768	-	16722483	1.0	0.989
gene:TraesCS6B03G0060300	Chr6B	18951652	18955977	-	18953814	Chr6B	16723848	16728145	-	16725996	0.999	0.989
gene:TraesCS6B03G0060400	Chr6B	18959381	18964102	+	18961741	Chr6B	16731752	16736461	+	16734106	0.986	0.97
gene:TraesCS6B03G0060500	Chr6B	19259304	19278233	+	19268768	Chr6B	16991409	17010634	+	17001021	1.0	1.0
gene:TraesCS6B03G0060600	Chr6B	19269168	19269908	+	19269538	Chr6B	17001321	17002061	+	17001691	1.0	1.0
gene:TraesCS6B03G0060800	Chr6B	19286287	19287822	+	19287054	Chr6B	17018688	17020223	+	17019455	1.0	1.0
gene:TraesCS6B03G0061100	Chr6B	19342776	19343237	+	19343006	Chr6B	17075783	17076244	+	17076013	1.0	1.0
gene:TraesCS6B03G0061200	Chr6B	19360463	19361437	+	19360950	Chr6B	17093468	17094442	+	17093955	1.0	1.0
gene:TraesCS6B03G0061500	Chr6B	19449611	19450915	+	19450263	Chr6B	17182346	17183650	+	17182998	1.0	1.0
gene:TraesCS6B03G0061900	Chr6B	19453760	19455056	+	19454408	Chr6B	17186496	17187792	+	17187144	1.0	1.0
gene:TraesCS6B03G0062000	Chr6B	19461239	19464989	+	19463114	Chr6B	17193943	17197693	+	17195818	1.0	1.0
gene:TraesCS6B03G0062600	Chr6B	19566807	19567490	-	19567148	Chr6B	17299333	17300016	-	17299674	1.0	1.0
gene:TraesCS6B03G0062800	Chr6B	19628098	19629681	+	19628889	Chr6B	17361222	17362805	+	17362013	1.0	1.0
gene:TraesCS6B03G0062900	Chr6B	19701508	19702074	+	19701791	Chr6B	17442046	17442612	+	17442329	1.0	0.998
gene:TraesCS6B03G0063300	Chr6B	19984085	19984573	+	19984329	Chr6B	17717984	17718472	+	17718228	1.0	1.0
gene:TraesCS6B03G0063400	Chr6B	20009684	20010319	+	20010001	Chr6B	17743401	17744036	+	17743718	1.0	1.0
gene:TraesCS6B03G0063600	Chr6B	20050119	20050455	-	20050287	Chr6B	17784246	17784582	-	17784414	1.0	1.0
gene:TraesCS6B03G0064100	Chr6B	20104089	20104859	-	20104474	Chr6B	17839175	17839945	-	17839560	1.0	0.998
gene:TraesCS6B03G0064400	Chr6B	20239279	20244945	-	20242112	Chr6B	17974593	17980259	-	17977426	1.0	1.0
gene:TraesCS6B03G0064500	Chr6B	20389866	20392134	+	20391000	Chr6B	18124148	18126416	+	18125282	1.0	1.0
gene:TraesCS6B03G0064700	Chr6B	20408534	20418327	+	20413430	Chr6B	18142002	18151744	+	18146873	0.999	0.998
gene:TraesCS6B03G0064800	Chr6B	20427149	20429657	+	20428403	Chr6B	18256316	18258842	+	18257579	1.0	0.998
gene:TraesCS6B03G0065000	Chr6B	20430039	20433975	-	20432007	Chr6B	18259224	18263166	-	18261195	0.999	0.991
gene:TraesCS6B03G0065100	Chr6B	20512314	20513471	-	20512892	Chr6B	18377090	18378247	-	18377668	1.0	0.999
gene:TraesCS6B03G0065400	Chr6B	20546501	20547743	+	20547122	Chr6B	18472208	18473451	+	18472829	1.0	0.995
gene:TraesCS6B03G0065700	Chr6B	20715922	20716830	-	20716376	Chr6B	18609076	18609984	-	18609530	1.0	0.975
gene:TraesCS6B03G0065800	Chr6B	20739221	20742345	-	20740783	Chr6B	18669776	18672864	-	18671320	0.98	0.901
gene:TraesCS6B03G0066800	Chr6B	20970292	20971927	+	20971109	Chr6B	18984528	18986164	-	18985346	1.0	0.975
gene:TraesCS6B03G0067900	Chr6B	21153256	21153654	-	21153455	Chr6B	19014113	19014511	-	19014312	1.0	0.994
gene:TraesCS6B03G0068100	Chr6B	21163414	21165123	-	21164268	Chr6B	19032331	19034040	-	19033185	1.0	0.998
gene:TraesCS6B03G0068200	Chr6B	21179445	21184616	+	21182030	Chr6B	19048202	19053376	+	19050789	1.0	0.994
