gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Stanley_tgt_chr	Stanley_tgt_start	Stanley_tgt_end	Stanley_tgt_strand	Stanley_tgt_midpoint	Stanley_coverage	Stanley_identity
gene:TraesCS6D03G0027400	Chr6D	5306255	5313290	-	5309772	Chr6D	2531480	2538515	+	2534997	0.999	0.994
gene:TraesCS6D03G0027500	Chr6D	5323022	5327807	-	5325414	Chr6D	2516663	2521625	+	2519144	0.99	0.981
gene:TraesCS6D03G0027700	Chr6D	5402753	5403245	-	5402999	Chr6D	2439442	2439934	+	2439688	1.0	1.0
gene:TraesCS6D03G0028000	Chr6D	5570663	5571223	-	5570943	Chr6D	2272278	2272838	+	2272558	1.0	0.995
gene:TraesCS6D03G0028100	Chr6D	5601880	5605627	-	5603753	Chr6D	2238128	2241875	+	2240001	1.0	0.999
gene:TraesCS6D03G0028200	Chr6D	5617521	5619868	+	5618694	Chr6D	2223887	2226234	-	2225060	1.0	1.0
gene:TraesCS6D03G0028500	Chr6D	5685067	5689369	+	5687218	Chr6D	2148110	2152412	-	2150261	1.0	1.0
gene:TraesCS6D03G0029100	Chr6D	6086042	6088594	+	6087318	Chr6D	1797061	1799613	-	1798337	1.0	1.0
gene:TraesCS6D03G0030400	Chr6D	6200992	6201714	+	6201353	Chr6D	1684885	1685607	-	1685246	1.0	1.0
gene:TraesCS6D03G0030500	Chr6D	6206948	6208261	-	6207604	Chr6D	1678360	1679673	+	1679016	1.0	0.998
gene:TraesCS6D03G0030700	Chr6D	6272369	6275147	-	6273758	Chr6D	1603448	1606226	+	1604837	1.0	0.996
gene:TraesCS6D03G0030800	Chr6D	6303288	6304904	-	6304096	Chr6D	1575897	1577520	+	1576708	1.0	0.993
gene:TraesCS6D03G0030900	Chr6D	6459971	6463125	-	6461548	Chr6D	1492320	1495474	+	1493897	1.0	1.0
gene:TraesCS6D03G0031000	Chr6D	6464480	6465910	-	6465195	Chr6D	1489535	1490965	+	1490250	1.0	1.0
gene:TraesCS6D03G0031100	Chr6D	6470854	6471522	-	6471188	Chr6D	1483923	1484591	+	1484257	1.0	1.0
gene:TraesCS6D03G0031400	Chr6D	6485089	6486929	-	6486009	Chr6D	1468324	1470164	+	1469244	1.0	0.998
gene:TraesCS6D03G0031500	Chr6D	6496387	6503516	+	6499951	Chr6D	1451253	1458368	-	1454810	1.0	1.0
gene:TraesCS6D03G0031700	Chr6D	6589647	6616790	-	6603218	Chr6D	1316461	1352439	+	1334450	1.0	0.998
gene:TraesCS6D03G0031800	Chr6D	6636752	6639774	-	6638263	Chr6D	1292350	1295366	+	1293858	0.996	0.995
gene:TraesCS6D03G0032200	Chr6D	6734677	6741096	-	6737886	Chr6D	1198206	1204647	+	1201426	1.0	0.984
gene:TraesCS6D03G0032300	Chr6D	6753350	6756178	+	6754764	Chr6D	1171890	1174743	-	1173316	0.995	0.974
gene:TraesCS6D03G0032600	Chr6D	6793666	6795658	-	6794662	Chr6D	1132498	1134328	+	1133413	0.998	0.99
gene:TraesCS6D03G0032700	Chr6D	6798235	6800283	+	6799259	Chr6D	1127630	1129651	-	1128640	0.981	0.974
gene:TraesCS6D03G0032900	Chr6D	6821478	6823180	-	6822329	Chr6D	1110500	1112201	+	1111350	1.0	0.996
gene:TraesCS6D03G0033900	Chr6D	6903009	6904736	+	6903872	Chr6D	1009224	1010951	-	1010087	1.0	0.995
gene:TraesCS6D03G0034000	Chr6D	6904794	6905903	+	6905348	Chr6D	1008057	1009166	-	1008611	1.0	0.997
gene:TraesCS6D03G0034100	Chr6D	6918880	6920742	+	6919811	Chr6D	992546	994344	-	993445	0.965	0.959
gene:TraesCS6D03G0034900	Chr6D	7047712	7051091	-	7049401	Chr6D	905211	908554	+	906882	0.99	0.983
gene:TraesCS6D03G0035900	Chr6D	7429511	7436591	-	7433051	Chr6D	559089	566557	+	562823	1.0	0.983
gene:TraesCS6D03G0036000	Chr6D	7442961	7445690	-	7444325	Chr6D	549963	552698	+	551330	1.0	0.99
gene:TraesCS6D03G0036100	Chr6D	7447661	7449233	+	7448447	Chr6D	546417	547992	-	547204	1.0	0.994
gene:TraesCS6D03G0036200	Chr6D	7497639	7500666	+	7499152	Chr6D	484948	487975	-	486461	1.0	1.0
gene:TraesCS6D03G0036400	Chr6D	7550576	7554072	+	7552324	Chr6D	414630	418125	-	416377	0.999	0.999
gene:TraesCS6D03G0036500	Chr6D	7559925	7563861	+	7561893	Chr6D	404487	408423	-	406455	1.0	0.999
gene:TraesCS6D03G0036600	Chr6D	7564538	7572523	+	7568530	Chr6D	395526	403810	-	399668	1.0	1.0
gene:TraesCS6D03G0036700	Chr6D	7621173	7621862	-	7621517	Chr6D	379851	380546	+	380198	1.0	0.991
gene:TraesCS6D03G0037100	Chr6D	7671887	7674281	-	7673084	Chr6D	341887	344181	+	343034	0.958	0.946
gene:TraesCS6D03G0037600	Chr6D	7742090	7746780	-	7744435	Chr6D	248716	253406	+	251061	1.0	0.99
gene:TraesCS6D03G0037700	Chr6D	7751821	7755329	-	7753575	Chr6D	240134	243642	+	241888	1.0	1.0
gene:TraesCS6D03G0037900	Chr6D	8268331	8270251	-	8269291	Chr6D	7827360	7829280	-	7828320	1.0	1.0
gene:TraesCS6D03G0038100	Chr6D	8281870	8283483	-	8282676	Chr6D	7840599	7842212	-	7841405	1.0	1.0
gene:TraesCS6D03G0038200	Chr6D	8320907	8324083	+	8322495	Chr6D	7879833	7883009	+	7881421	1.0	1.0
gene:TraesCS6D03G0038300	Chr6D	8328332	8328880	-	8328606	Chr6D	7887259	7887807	-	7887533	1.0	1.0
gene:TraesCS6D03G0038400	Chr6D	8347092	8348346	-	8347719	Chr6D	7906338	7907592	-	7906965	1.0	1.0
gene:TraesCS6D03G0038600	Chr6D	8396595	8400812	-	8398703	Chr6D	7964342	7968428	-	7966385	0.968	0.968
gene:TraesCS6D03G0038700	Chr6D	8405069	8408416	-	8406742	Chr6D	7972686	7976033	-	7974359	1.0	1.0
gene:TraesCS6D03G0039000	Chr6D	8455686	8457468	-	8456577	Chr6D	8001112	8002894	-	8002003	1.0	1.0
gene:TraesCS6D03G0039100	Chr6D	8489302	8491148	+	8490225	Chr6D	8035520	8037366	+	8036443	1.0	1.0
gene:TraesCS6D03G0039400	Chr6D	8503495	8505395	-	8504445	Chr6D	8049993	8051893	-	8050943	1.0	1.0
gene:TraesCS6D03G0039500	Chr6D	8581849	8587859	+	8584854	Chr6D	8128698	8134708	+	8131703	1.0	1.0
gene:TraesCS6D03G0039600	Chr6D	8588705	8590266	+	8589485	Chr6D	8135554	8137115	+	8136334	1.0	1.0
gene:TraesCS6D03G0039700	Chr6D	8615956	8622201	+	8619078	Chr6D	8162804	8169049	+	8165926	1.0	1.0
gene:TraesCS6D03G0040000	Chr6D	8632418	8635389	+	8633903	Chr6D	8179692	8182663	+	8181177	1.0	1.0
gene:TraesCS6D03G0040300	Chr6D	8655799	8657007	+	8656403	Chr6D	8203071	8204279	+	8203675	1.0	1.0
gene:TraesCS6D03G0040500	Chr6D	8665460	8666763	+	8666111	Chr6D	8212732	8214035	+	8213383	1.0	0.999
gene:TraesCS6D03G0040600	Chr6D	8672084	8677445	+	8674764	Chr6D	8219356	8224717	+	8222036	1.0	1.0
gene:TraesCS6D03G0040700	Chr6D	8684385	8685013	-	8684699	Chr6D	8231935	8232563	-	8232249	1.0	1.0
gene:TraesCS6D03G0040900	Chr6D	8804269	8804847	+	8804558	Chr6D	8352595	8353173	+	8352884	1.0	1.0
gene:TraesCS6D03G0041100	Chr6D	8822240	8823827	+	8823033	Chr6D	8370593	8372180	+	8371386	1.0	1.0
gene:TraesCS6D03G0041300	Chr6D	8836296	8836586	-	8836441	Chr6D	8384845	8385135	-	8384990	1.0	1.0
gene:TraesCS6D03G0041400	Chr6D	8837762	8838919	+	8838340	Chr6D	8386311	8387468	+	8386889	1.0	1.0
gene:TraesCS6D03G0041600	Chr6D	8898230	8898769	+	8898499	Chr6D	8447373	8447912	+	8447642	1.0	1.0
gene:TraesCS6D03G0041800	Chr6D	8914824	8922953	-	8918888	Chr6D	8463946	8472524	-	8468235	1.0	1.0
gene:TraesCS6D03G0041900	Chr6D	8924161	8925580	-	8924870	Chr6D	8473732	8475151	-	8474441	1.0	0.999
gene:TraesCS6D03G0042000	Chr6D	8927582	8929925	-	8928753	Chr6D	8477153	8479496	-	8478324	1.0	1.0
gene:TraesCS6D03G0042100	Chr6D	8932322	8934555	-	8933438	Chr6D	8482069	8484302	-	8483185	1.0	1.0
gene:TraesCS6D03G0042200	Chr6D	9029104	9030560	-	9029832	Chr6D	8585905	8587361	-	8586633	1.0	1.0
gene:TraesCS6D03G0042500	Chr6D	9074119	9075595	+	9074857	Chr6D	8631252	8632728	+	8631990	1.0	1.0
gene:TraesCS6D03G0042600	Chr6D	9078536	9080945	-	9079740	Chr6D	8635669	8638078	-	8636873	1.0	1.0
gene:TraesCS6D03G0042700	Chr6D	9083599	9089631	-	9086615	Chr6D	8640732	8646764	-	8643748	1.0	1.0
gene:TraesCS6D03G0043100	Chr6D	9183941	9184195	-	9184068	Chr6D	8741333	8741587	-	8741460	1.0	1.0
gene:TraesCS6D03G0043000	Chr6D	9183723	9188298	+	9186010	Chr6D	8741115	8745690	+	8743402	1.0	1.0
gene:TraesCS6D03G0043200	Chr6D	9241950	9244844	-	9243397	Chr6D	8804572	8807466	-	8806019	1.0	1.0
gene:TraesCS6D03G0043500	Chr6D	9274009	9275709	-	9274859	Chr6D	8836871	8838571	-	8837721	1.0	1.0
gene:TraesCS6D03G0043600	Chr6D	9310925	9312676	-	9311800	Chr6D	8874023	8875774	-	8874898	1.0	1.0
gene:TraesCS6D03G0043700	Chr6D	9321998	9322504	-	9322251	Chr6D	8885096	8885602	-	8885349	1.0	1.0
gene:TraesCS6D03G0044000	Chr6D	9403223	9403729	-	9403476	Chr6D	8967865	8968371	-	8968118	1.0	1.0
gene:TraesCS6D03G0044300	Chr6D	9463496	9468488	-	9465992	Chr6D	9035370	9040362	-	9037866	1.0	1.0
gene:TraesCS6D03G0044400	Chr6D	9472225	9475253	-	9473739	Chr6D	9044099	9047127	-	9045613	1.0	1.0
gene:TraesCS6D03G0044500	Chr6D	9480515	9484022	-	9482268	Chr6D	9052630	9056137	-	9054383	1.0	1.0
gene:TraesCS6D03G0044600	Chr6D	9483500	9483745	+	9483622	Chr6D	9055615	9055860	+	9055737	1.0	1.0
gene:TraesCS6D03G0044700	Chr6D	9489725	9490387	-	9490056	Chr6D	9061840	9062502	-	9062171	1.0	1.0
gene:TraesCS6D03G0044900	Chr6D	9499526	9500769	-	9500147	Chr6D	9071638	9072881	-	9072259	1.0	1.0
gene:TraesCS6D03G0045100	Chr6D	9576590	9577750	-	9577170	Chr6D	9148711	9149871	-	9149291	1.0	1.0
gene:TraesCS6D03G0045200	Chr6D	9580147	9581301	-	9580724	Chr6D	9152268	9153422	-	9152845	1.0	1.0
gene:TraesCS6D03G0045300	Chr6D	9583205	9590109	-	9586657	Chr6D	9155314	9162044	-	9158679	0.998	0.998
gene:TraesCS6D03G0045400	Chr6D	9592156	9595609	-	9593882	Chr6D	9164091	9167544	-	9165817	1.0	0.999
gene:TraesCS6D03G0045700	Chr6D	9802051	9802853	-	9802452	Chr6D	9223108	9223910	-	9223509	1.0	1.0
gene:TraesCS6D03G0045800	Chr6D	9817148	9817717	-	9817432	Chr6D	9238281	9238850	-	9238565	1.0	1.0
gene:TraesCS6D03G0045900	Chr6D	9846262	9846804	-	9846533	Chr6D	9270866	9271408	-	9271137	1.0	1.0
gene:TraesCS6D03G0046000	Chr6D	9847117	9851760	-	9849438	Chr6D	9271721	9276364	-	9274042	1.0	1.0
gene:TraesCS6D03G0046100	Chr6D	9855858	9860792	+	9858325	Chr6D	9280370	9285296	+	9282833	1.0	0.999
gene:TraesCS6D03G0046200	Chr6D	9861836	9862360	+	9862098	Chr6D	9286156	9286680	+	9286418	1.0	1.0
gene:TraesCS6D03G0046300	Chr6D	9866922	9869326	+	9868124	Chr6D	9291242	9293646	+	9292444	1.0	1.0
gene:TraesCS6D03G0046700	Chr6D	9918005	9918511	+	9918258	Chr6D	9346085	9346591	+	9346338	1.0	1.0
gene:TraesCS6D03G0046800	Chr6D	9953106	9956962	+	9955034	Chr6D	9381184	9386076	+	9383630	0.999	0.999
gene:TraesCS6D03G0047000	Chr6D	9958704	9959846	+	9959275	Chr6D	9387817	9388959	+	9388388	1.0	1.0
gene:TraesCS6D03G0047200	Chr6D	9974882	9975388	+	9975135	Chr6D	9403994	9404500	+	9404247	1.0	1.0
gene:TraesCS6D03G0047500	Chr6D	10045939	10048383	+	10047161	Chr6D	9475077	9477521	+	9476299	1.0	1.0
gene:TraesCS6D03G0047700	Chr6D	10086212	10086895	+	10086553	Chr6D	9516084	9516767	+	9516425	1.0	1.0
gene:TraesCS6D03G0047900	Chr6D	10120454	10122059	+	10121256	Chr6D	9551341	9552946	+	9552143	1.0	1.0
gene:TraesCS6D03G0048000	Chr6D	10172728	10173282	+	10173005	Chr6D	9606196	9606750	+	9606473	1.0	1.0
gene:TraesCS6D03G0048100	Chr6D	10205050	10205541	+	10205295	Chr6D	9638256	9638747	+	9638501	1.0	1.0
gene:TraesCS6D03G0048500	Chr6D	10252241	10253037	-	10252639	Chr6D	9686043	9686839	-	9686441	1.0	1.0
gene:TraesCS6D03G0048600	Chr6D	10273426	10274216	+	10273821	Chr6D	9707691	9708481	+	9708086	1.0	1.0
gene:TraesCS6D03G0048700	Chr6D	10304318	10311532	-	10307925	Chr6D	9738583	9745675	-	9742129	0.948	0.948
gene:TraesCS6D03G0048800	Chr6D	10403134	10405392	+	10404263	Chr6D	9840599	9842857	+	9841728	1.0	1.0
gene:TraesCS6D03G0048900	Chr6D	10408825	10417587	+	10413206	Chr6D	9846393	9855155	+	9850774	1.0	1.0
gene:TraesCS6D03G0049000	Chr6D	10422541	10429639	-	10426090	Chr6D	9859835	9866934	-	9863384	1.0	1.0
gene:TraesCS6D03G0049200	Chr6D	10444082	10446457	+	10445269	Chr6D	9881393	9883768	+	9882580	1.0	1.0
gene:TraesCS6D03G0049400	Chr6D	10519331	10521562	+	10520446	Chr6D	9961701	9963932	+	9962816	1.0	1.0
gene:TraesCS6D03G0049600	Chr6D	10525555	10530937	-	10528246	Chr6D	9967514	9972896	-	9970205	1.0	1.0
gene:TraesCS6D03G0049800	Chr6D	10597334	10598428	+	10597881	Chr6D	10039297	10040391	+	10039844	1.0	1.0
gene:TraesCS6D03G0049900	Chr6D	10603121	10604609	-	10603865	Chr6D	10045084	10046572	-	10045828	1.0	1.0
gene:TraesCS6D03G0050000	Chr6D	10644268	10645456	+	10644862	Chr6D	10086554	10087742	+	10087148	1.0	1.0
gene:TraesCS6D03G0050100	Chr6D	10845173	10846060	+	10845616	Chr6D	10288096	10288983	+	10288539	1.0	1.0
gene:TraesCS6D03G0050400	Chr6D	10900244	10904735	-	10902489	Chr6D	10350185	10354676	-	10352430	1.0	1.0
gene:TraesCS6D03G0050500	Chr6D	10908542	10912388	-	10910465	Chr6D	10358483	10362329	-	10360406	1.0	1.0
gene:TraesCS6D03G0050600	Chr6D	10921560	10931409	+	10926484	Chr6D	10371501	10381359	+	10376430	1.0	1.0
gene:TraesCS6D03G0050900	Chr6D	10957598	10959361	-	10958479	Chr6D	10407579	10409342	-	10408460	1.0	1.0
gene:TraesCS6D03G0051000	Chr6D	10964314	10965921	+	10965117	Chr6D	10415132	10416739	+	10415935	1.0	1.0
gene:TraesCS6D03G0051200	Chr6D	10966837	10967504	+	10967170	Chr6D	10417655	10418322	+	10417988	1.0	1.0
gene:TraesCS6D03G0051400	Chr6D	11011769	11012250	+	11012009	Chr6D	10462931	10463412	+	10463171	1.0	1.0
gene:TraesCS6D03G0051600	Chr6D	11024031	11025303	+	11024667	Chr6D	10475332	10476604	+	10475968	1.0	1.0
gene:TraesCS6D03G0051700	Chr6D	11094238	11097530	-	11095884	Chr6D	10545593	10548885	-	10547239	1.0	1.0
gene:TraesCS6D03G0051900	Chr6D	11117344	11120684	-	11119014	Chr6D	10568599	10571939	-	10570269	1.0	1.0
gene:TraesCS6D03G0052000	Chr6D	11152437	11155606	-	11154021	Chr6D	10602895	10606064	-	10604479	1.0	1.0
gene:TraesCS6D03G0052200	Chr6D	11170175	11173713	-	11171944	Chr6D	10620325	10623863	-	10622094	1.0	1.0
gene:TraesCS6D03G0052300	Chr6D	11358130	11362588	-	11360359	Chr6D	10809447	10813905	-	10811676	1.0	0.999
gene:TraesCS6D03G0052400	Chr6D	11364768	11369322	-	11367045	Chr6D	10816085	10820639	-	10818362	1.0	1.0
gene:TraesCS6D03G0052500	Chr6D	11373929	11376202	-	11375065	Chr6D	10825246	10827519	-	10826382	1.0	1.0
gene:TraesCS6D03G0052900	Chr6D	11383329	11383853	-	11383591	Chr6D	10834492	10835016	-	10834754	1.0	1.0
gene:TraesCS6D03G0053000	Chr6D	11386418	11388918	-	11387668	Chr6D	10837583	10840083	-	10838833	1.0	1.0
gene:TraesCS6D03G0053200	Chr6D	11394501	11397007	-	11395754	Chr6D	10845666	10848172	-	10846919	1.0	1.0
gene:TraesCS6D03G0053300	Chr6D	11422192	11424435	-	11423313	Chr6D	10873190	10875433	-	10874311	1.0	1.0
gene:TraesCS6D03G0053400	Chr6D	11465289	11468328	+	11466808	Chr6D	10927724	10930763	+	10929243	1.0	1.0
gene:TraesCS6D03G0053600	Chr6D	11491106	11493893	+	11492499	Chr6D	10953432	10956218	+	10954825	1.0	1.0
gene:TraesCS6D03G0053700	Chr6D	11503148	11505688	+	11504418	Chr6D	10965591	10968131	+	10966861	1.0	0.999
gene:TraesCS6D03G0053900	Chr6D	11562127	11564349	-	11563238	Chr6D	11025434	11027659	-	11026546	1.0	0.997
gene:TraesCS6D03G0054200	Chr6D	11719409	11719947	+	11719678	Chr6D	11182420	11182958	+	11182689	1.0	1.0
gene:TraesCS6D03G0054400	Chr6D	11731898	11732441	+	11732169	Chr6D	11194910	11195453	+	11195181	1.0	1.0
gene:TraesCS6D03G0054500	Chr6D	11744979	11749256	+	11747117	Chr6D	11207991	11212268	+	11210129	1.0	1.0
gene:TraesCS6D03G0054600	Chr6D	11749649	11751665	-	11750657	Chr6D	11212661	11214677	-	11213669	1.0	1.0
gene:TraesCS6D03G0055100	Chr6D	11951155	11959448	+	11955301	Chr6D	11415723	11424016	+	11419869	1.0	1.0
gene:TraesCS6D03G0055200	Chr6D	11961277	11969118	+	11965197	Chr6D	11425845	11433686	+	11429765	1.0	1.0
gene:TraesCS6D03G0055300	Chr6D	11983482	11991876	+	11987679	Chr6D	11448264	11456559	+	11452411	1.0	1.0
gene:TraesCS6D03G0055600	Chr6D	12086020	12093334	+	12089677	Chr6D	11550592	11557902	+	11554247	0.999	0.999
gene:TraesCS6D03G0055700	Chr6D	12100020	12102066	+	12101043	Chr6D	11564584	11566630	+	11565607	1.0	1.0
gene:TraesCS6D03G0056000	Chr6D	12113288	12118832	-	12116060	Chr6D	11578164	11583708	-	11580936	1.0	1.0
gene:TraesCS6D03G0056300	Chr6D	12129504	12135844	+	12132674	Chr6D	11594387	11600727	+	11597557	1.0	0.997
gene:TraesCS6D03G0056400	Chr6D	12151852	12159228	+	12155540	Chr6D	11617158	11624534	+	11620846	1.0	0.999
