gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Jagger_tgt_chr	Jagger_tgt_start	Jagger_tgt_end	Jagger_tgt_strand	Jagger_tgt_midpoint	Jagger_coverage	Jagger_identity	segment
gene:TraesCS5A02G188800	Chr5A	390552710	390563403	-	390558056	Chr5A	403685044	403695737	+	403690390	1.0	1.0	rearrangement:Chr5A_block2
gene:TraesCS5A02G188900	Chr5A	390730454	390734791	-	390732622	Chr5A	403510902	403515117	+	403513009	1.0	1.0	rearrangement:Chr5A_block2
gene:TraesCS5A02G189000	Chr5A	391516937	391521446	-	391519191	Chr5A	402731382	402735870	+	402733626	1.0	0.996	rearrangement:Chr5A_block2
gene:TraesCS5A02G189100	Chr5A	391542907	391548314	-	391545610	Chr5A	402719172	402724238	+	402721705	0.977	0.973	rearrangement:Chr5A_block2
gene:TraesCS5A02G189200	Chr5A	391548711	391554182	-	391551446	Chr5A	402713127	402718586	+	402715856	1.0	0.996	rearrangement:Chr5A_block2
gene:TraesCS5A02G189300	Chr5A	391977248	391978991	-	391978119	Chr5A	402352024	402353713	+	402352868	0.966	0.962	rearrangement:Chr5A_block2
gene:TraesCS5A02G189400	Chr5A	391998137	392000722	-	391999429	Chr5A	402327594	402330508	+	402329051	1.0	0.997	rearrangement:Chr5A_block2
gene:TraesCS5A02G189500	Chr5A	392035064	392038145	-	392036604	Chr5A	402291089	402294212	+	402292650	1.0	0.998	rearrangement:Chr5A_block2
gene:TraesCS5A02G189600	Chr5A	392574715	392585765	+	392580240	Chr5A	401739180	401750231	-	401744705	1.0	0.999	rearrangement:Chr5A_block2
gene:TraesCS5A02G189700	Chr5A	393252482	393254499	+	393253490	Chr5A	401068372	401070389	-	401069380	1.0	0.996	rearrangement:Chr5A_block2
gene:TraesCS5A02G189800	Chr5A	393363595	393365096	+	393364345	Chr5A	400999962	401001463	-	401000712	1.0	0.995	rearrangement:Chr5A_block2
gene:TraesCS5A02G189900	Chr5A	393469551	393478023	+	393473787	Chr5A	400896194	400904678	-	400900436	1.0	0.998	rearrangement:Chr5A_block2
gene:TraesCS5A02G195500	Chr5A	398779381	398783294	+	398781337	Chr5A	395569417	395573330	-	395571373	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G195600	Chr5A	398884133	398887677	-	398885905	Chr5A	395460546	395464090	+	395462318	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G195700	Chr5A	398921456	398922593	-	398922024	Chr5A	395425630	395426767	+	395426198	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G195800	Chr5A	398925967	398926897	-	398926432	Chr5A	395421329	395422259	+	395421794	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G195900	Chr5A	398927059	398931505	-	398929282	Chr5A	395416709	395421167	+	395418938	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G196000	Chr5A	398934932	398939074	+	398937003	Chr5A	395409213	395413282	-	395411247	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G196100	Chr5A	399290634	399298913	+	399294773	Chr5A	395089597	395097871	-	395093734	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G196200	Chr5A	399453296	399461596	-	399457446	Chr5A	394923455	394931755	+	394927605	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G196300	Chr5A	400074977	400075583	-	400075280	Chr5A	394310459	394311065	+	394310762	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G196400	Chr5A	400410933	400413943	+	400412438	Chr5A	393972639	393975649	-	393974144	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G196500	Chr5A	400417628	400419940	+	400418784	Chr5A	393966805	393968954	-	393967879	0.996	0.996	rearrangement:Chr5A_block1
gene:TraesCS5A02G196600	Chr5A	400493675	400495987	-	400494831	Chr5A	393891910	393894059	+	393892984	0.998	0.998	rearrangement:Chr5A_block1
gene:TraesCS5A02G196700	Chr5A	400499687	400502551	-	400501119	Chr5A	393885346	393888210	+	393886778	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G196800	Chr5A	400573460	400576523	+	400574991	Chr5A	393811261	393814324	-	393812792	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G196900	Chr5A	400769047	400777610	-	400773328	Chr5A	393609643	393618207	+	393613925	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G197000	Chr5A	400784620	400797910	-	400791265	Chr5A	393582836	393595742	+	393589289	0.981	0.981	rearrangement:Chr5A_block1
gene:TraesCS5A02G197100	Chr5A	400866703	400879323	+	400873013	Chr5A	393502108	393514228	-	393508168	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G197200	Chr5A	401134551	401145724	+	401140137	Chr5A	393229056	393240167	-	393234611	1.0	0.999	rearrangement:Chr5A_block1
gene:TraesCS5A02G197300	Chr5A	401299052	401313636	+	401306344	Chr5A	393060352	393075414	-	393067883	1.0	0.999	rearrangement:Chr5A_block1
gene:TraesCS5A02G197400	Chr5A	401316086	401318701	-	401317393	Chr5A	393055287	393057902	+	393056594	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G197500	Chr5A	401439220	401441832	+	401440526	Chr5A	392933199	392936088	-	392934643	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G197600	Chr5A	401509084	401509695	-	401509389	Chr5A	392865643	392866254	+	392865948	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G197700	Chr5A	401745642	401754640	-	401750141	Chr5A	392621670	392630668	+	392626169	1.0	1.0	rearrangement:Chr5A_block1
gene:TraesCS5A02G197800	Chr5A	401758452	401763369	-	401760910	Chr5A	392612800	392617858	+	392615329	0.998	0.998	rearrangement:Chr5A_block1
gene:TraesCS5A02G197900	Chr5A	401951628	401955802	+	401953715	Chr5A	392420681	392425006	-	392422843	0.976	0.976	rearrangement:Chr5A_block1
gene:TraesCS5A02G198100	Chr5A	402160484	402164936	+	402162710	Chr5A	392207350	392209953	-	392208651	0.975	0.975	rearrangement:Chr5A_block1
gene:TraesCS5A02G000100	Chr5A	10126	18461	-	14293	Chr5A	4081193	4089528	+	4085360	1.0	0.999	collinear
gene:TraesCS5A02G000200	Chr5A	20226	23967	+	22096	Chr5A	4075687	4079428	-	4077557	1.0	1.0	collinear
gene:TraesCS5A02G000300	Chr5A	28171	30032	-	29101	Chr5A	4069344	4071205	+	4070274	1.0	0.997	collinear
gene:TraesCS5A02G000500	Chr5A	306572	306895	-	306733	Chr5A	3795635	3795958	+	3795796	1.0	1.0	collinear
gene:TraesCS5A02G000600	Chr5A	638578	644527	+	641552	Chr5A	3458172	3464130	-	3461151	1.0	0.996	collinear
gene:TraesCS5A02G000700	Chr5A	644719	646234	+	645476	Chr5A	3456469	3457980	-	3457224	0.997	0.997	collinear
gene:TraesCS5A02G000800	Chr5A	653903	654847	+	654375	Chr5A	3447813	3448757	-	3448285	1.0	1.0	collinear
gene:TraesCS5A02G000900	Chr5A	692543	694327	+	693435	Chr5A	2616378	2618171	-	2617274	1.0	0.996	collinear
gene:TraesCS5A02G001100	Chr5A	855353	858565	-	856959	Chr5A	2345538	2348750	+	2347144	1.0	1.0	collinear
gene:TraesCS5A02G001200	Chr5A	1114075	1114440	-	1114257	Chr5A	2104225	2104590	+	2104407	1.0	1.0	collinear
gene:TraesCS5A02G001300	Chr5A	1200615	1201335	-	1200975	Chr5A	2018045	2018765	+	2018405	1.0	1.0	collinear
gene:TraesCS5A02G001400	Chr5A	1202119	1202601	+	1202360	Chr5A	2016779	2017261	-	2017020	1.0	1.0	collinear
gene:TraesCS5A02G001500	Chr5A	1218671	1227119	+	1222895	Chr5A	1989226	2000787	-	1995006	1.0	1.0	collinear
gene:TraesCS5A02G001600	Chr5A	1228104	1231038	+	1229571	Chr5A	1985307	1988241	-	1986774	1.0	1.0	collinear
gene:TraesCS5A02G001700	Chr5A	1241766	1242112	+	1241939	Chr5A	1974232	1974578	-	1974405	1.0	1.0	collinear
gene:TraesCS5A02G001800	Chr5A	1302643	1302822	+	1302732	Chr5A	1879623	1879802	-	1879712	1.0	1.0	collinear
gene:TraesCS5A02G001900	Chr5A	1346522	1347511	-	1347016	Chr5A	1835078	1836067	+	1835572	1.0	1.0	collinear
gene:TraesCS5A02G002000	Chr5A	1758066	1759570	-	1758818	Chr5A	1422932	1424436	+	1423684	1.0	1.0	collinear
gene:TraesCS5A02G002100	Chr5A	1833619	1834815	-	1834217	Chr5A	1352852	1354048	+	1353450	1.0	1.0	collinear
gene:TraesCS5A02G002200	Chr5A	1947285	1952551	-	1949918	Chr5A	1235973	1240886	+	1238429	1.0	1.0	collinear
gene:TraesCS5A02G002400	Chr5A	2081880	2086130	-	2084005	Chr5A	1102435	1106685	+	1104560	1.0	1.0	collinear
gene:TraesCS5A02G002500	Chr5A	2103640	2107862	+	2105751	Chr5A	1080921	1085143	-	1083032	1.0	1.0	collinear
gene:TraesCS5A02G002600	Chr5A	2108869	2113862	+	2111365	Chr5A	1074921	1079914	-	1077417	1.0	1.0	collinear
gene:TraesCS5A02G002700	Chr5A	2120701	2126503	-	2123602	Chr5A	1062280	1068082	+	1065181	1.0	1.0	collinear
gene:TraesCS5A02G002800	Chr5A	2174649	2177688	-	2176168	Chr5A	1011850	1014889	+	1013369	1.0	1.0	collinear
gene:TraesCS5A02G002900	Chr5A	2397627	2399194	-	2398410	Chr5A	789085	790652	+	789868	1.0	1.0	collinear
gene:TraesCS5A02G003000	Chr5A	2403142	2404068	+	2403605	Chr5A	784211	785137	-	784674	1.0	1.0	collinear
gene:TraesCS5A02G003100	Chr5A	2406435	2408514	-	2407474	Chr5A	774025	776378	+	775201	1.0	0.993	collinear
gene:TraesCS5A02G003200	Chr5A	2408790	2412563	-	2410676	Chr5A	769954	773749	+	771851	0.996	0.978	collinear
gene:TraesCS5A02G003300	Chr5A	2414730	2415224	+	2414977	Chr5A	767492	767986	-	767739	1.0	0.995	collinear
gene:TraesCS5A02G003400	Chr5A	2421362	2423669	+	2422515	Chr5A	746625	748951	-	747788	1.0	0.971	collinear
gene:TraesCS5A02G003500	Chr5A	2426488	2428137	-	2427312	Chr5A	742150	743799	+	742974	1.0	0.993	collinear
gene:TraesCS5A02G003700	Chr5A	2615782	2617551	-	2616666	Chr5A	701427	703195	+	702311	0.998	0.985	collinear
gene:TraesCS5A02G003800	Chr5A	2645238	2650209	-	2647723	Chr5A	662334	667294	+	664814	0.999	0.999	collinear
gene:TraesCS5A02G003900	Chr5A	2727177	2728795	+	2727986	Chr5A	636901	638472	-	637686	0.971	0.958	collinear
gene:TraesCS5A02G004000	Chr5A	2865722	2870015	+	2867868	Chr5A	525536	529813	-	527674	0.994	0.992	collinear
gene:TraesCS5A02G004100	Chr5A	2870634	2874348	-	2872491	Chr5A	521382	524917	+	523149	1.0	0.991	collinear
gene:TraesCS5A02G004200	Chr5A	2893332	2899721	-	2896526	Chr5A	497318	503623	+	500470	0.985	0.983	collinear
gene:TraesCS5A02G004400	Chr5A	3085412	3088853	+	3087132	Chr5A	378703	382144	-	380423	1.0	1.0	collinear
gene:TraesCS5A02G006400	Chr5A	3699014	3701809	+	3700411	Chr5A	4163775	4166568	+	4165171	0.997	0.99	collinear
gene:TraesCS5A02G006600	Chr5A	3991976	3993111	+	3992543	Chr5A	4398019	4399154	+	4398586	1.0	1.0	collinear
gene:TraesCS5A02G006700	Chr5A	4007183	4012644	+	4009913	Chr5A	4413226	4418687	+	4415956	1.0	1.0	collinear
gene:TraesCS5A02G006800	Chr5A	4017458	4020457	-	4018957	Chr5A	4442819	4445815	-	4444317	1.0	0.994	collinear
gene:TraesCS5A02G006900	Chr5A	4043173	4045153	+	4044163	Chr5A	4481375	4483355	+	4482365	1.0	0.992	collinear
gene:TraesCS5A02G007000	Chr5A	4073230	4073873	-	4073551	Chr5A	4510911	4511554	-	4511232	1.0	0.994	collinear
gene:TraesCS5A02G007100	Chr5A	4080763	4081368	+	4081065	Chr5A	4518415	4519020	+	4518717	1.0	0.988	collinear
gene:TraesCS5A02G007200	Chr5A	4292805	4295051	+	4293928	Chr5A	4723922	4726168	+	4725045	1.0	1.0	collinear
gene:TraesCS5A02G007300	Chr5A	4607991	4611930	+	4609960	Chr5A	5046354	5050291	+	5048322	1.0	0.997	collinear
gene:TraesCS5A02G007400	Chr5A	4691284	4697125	+	4694204	Chr5A	5114676	5120540	+	5117608	1.0	0.997	collinear
gene:TraesCS5A02G007600	Chr5A	4790243	4790864	-	4790553	Chr5A	5159286	5159907	-	5159596	1.0	0.992	collinear
gene:TraesCS5A02G007700	Chr5A	4795839	4796504	-	4796171	Chr5A	5164878	5165543	-	5165210	1.0	0.994	collinear
gene:TraesCS5A02G007800	Chr5A	4847805	4852706	-	4850255	Chr5A	5201839	5206706	-	5204272	0.987	0.981	collinear
gene:TraesCS5A02G007900	Chr5A	4956291	4959912	-	4958101	Chr5A	5327569	5331193	-	5329381	1.0	0.993	collinear
gene:TraesCS5A02G008000	Chr5A	5286347	5298937	+	5292642	Chr5A	5736485	5749055	+	5742770	0.99	0.988	collinear
gene:TraesCS5A02G008100	Chr5A	5700716	5719719	+	5710217	Chr5A	6159281	6178688	+	6168984	1.0	0.997	collinear
gene:TraesCS5A02G008200	Chr5A	5969479	5972725	-	5971102	Chr5A	6413257	6416512	-	6414884	0.996	0.989	collinear
gene:TraesCS5A02G008300	Chr5A	5989148	5999236	+	5994192	Chr5A	6432814	6445829	+	6439321	0.998	0.976	collinear
gene:TraesCS5A02G008400	Chr5A	6144261	6146054	+	6145157	Chr5A	6639356	6641148	+	6640252	1.0	0.995	collinear
gene:TraesCS5A02G008500	Chr5A	6146679	6165534	+	6156106	Chr5A	6641773	6656012	+	6648892	0.997	0.992	collinear
gene:TraesCS5A02G008600	Chr5A	6253185	6256500	+	6254842	Chr5A	6725409	6729158	+	6727283	1.0	1.0	collinear
gene:TraesCS5A02G008700	Chr5A	6287359	6290472	-	6288915	Chr5A	6759127	6762240	-	6760683	1.0	1.0	collinear
gene:TraesCS5A02G008800	Chr5A	6411078	6413189	+	6412133	Chr5A	6882117	6884228	+	6883172	1.0	1.0	collinear
gene:TraesCS5A02G008900	Chr5A	6422019	6424272	+	6423145	Chr5A	6893058	6895311	+	6894184	1.0	1.0	collinear
gene:TraesCS5A02G009000	Chr5A	6438667	6440111	-	6439389	Chr5A	6909706	6911150	-	6910428	1.0	1.0	collinear
gene:TraesCS5A02G009100	Chr5A	6444931	6449572	-	6447251	Chr5A	6915970	6920611	-	6918290	1.0	0.998	collinear
gene:TraesCS5A02G009200	Chr5A	6482289	6488020	-	6485154	Chr5A	6957481	6962002	-	6959741	0.921	0.921	collinear
gene:TraesCS5A02G009300	Chr5A	6489601	6493759	-	6491680	Chr5A	6964903	6969061	-	6966982	1.0	1.0	collinear
gene:TraesCS5A02G009400	Chr5A	6522776	6523576	+	6523176	Chr5A	6996091	6996891	+	6996491	1.0	1.0	collinear
gene:TraesCS5A02G009500	Chr5A	6566567	6570070	+	6568318	Chr5A	7038815	7042322	+	7040568	1.0	0.999	collinear
gene:TraesCS5A02G009600	Chr5A	6599471	6611564	+	6605517	Chr5A	7071603	7083696	+	7077649	1.0	1.0	collinear
gene:TraesCS5A02G009700	Chr5A	6614883	6620347	+	6617615	Chr5A	7086868	7092332	+	7089600	1.0	1.0	collinear
gene:TraesCS5A02G010200	Chr5A	6702856	6715117	-	6708986	Chr5A	7158855	7171453	-	7165154	0.995	0.994	collinear
gene:TraesCS5A02G010400	Chr5A	6773230	6774222	-	6773726	Chr5A	7222929	7223921	-	7223425	1.0	0.988	collinear
gene:TraesCS5A02G010500	Chr5A	6797997	6799208	-	6798602	Chr5A	7411176	7412377	-	7411776	0.991	0.986	collinear
gene:TraesCS5A02G010600	Chr5A	6982513	6983531	+	6983022	Chr5A	7586120	7587114	+	7586617	1.0	0.986	collinear
gene:TraesCS5A02G010800	Chr5A	7105701	7107932	-	7106816	Chr5A	7674488	7676719	-	7675603	1.0	0.994	collinear
gene:TraesCS5A02G010900	Chr5A	7167643	7168403	+	7168023	Chr5A	7724808	7725570	+	7725189	1.0	0.994	collinear
gene:TraesCS5A02G011000	Chr5A	7189904	7195842	+	7192873	Chr5A	7755005	7760941	+	7757973	1.0	0.996	collinear
gene:TraesCS5A02G011100	Chr5A	7360180	7362343	+	7361261	Chr5A	7897252	7899416	+	7898334	1.0	0.999	collinear
gene:TraesCS5A02G011200	Chr5A	7362413	7366565	-	7364489	Chr5A	7899486	7903638	-	7901562	1.0	0.998	collinear
gene:TraesCS5A02G011300	Chr5A	7487068	7487998	+	7487533	Chr5A	7955257	7956187	+	7955722	1.0	0.997	collinear
gene:TraesCS5A02G011500	Chr5A	7504654	7506482	-	7505568	Chr5A	7973873	7975701	-	7974787	1.0	0.997	collinear
gene:TraesCS5A02G011600	Chr5A	7569462	7572321	+	7570891	Chr5A	8037968	8040831	+	8039399	1.0	0.998	collinear
gene:TraesCS5A02G011700	Chr5A	7619165	7621105	+	7620135	Chr5A	8072545	8074485	+	8073515	1.0	0.996	collinear
gene:TraesCS5A02G011900	Chr5A	7654994	7655785	-	7655389	Chr5A	8108236	8109027	-	8108631	1.0	0.997	collinear
gene:TraesCS5A02G012000	Chr5A	7679511	7680674	+	7680092	Chr5A	8133414	8134577	+	8133995	1.0	0.999	collinear
gene:TraesCS5A02G012200	Chr5A	8059137	8059307	+	8059222	Chr5A	8776902	8777072	+	8776987	1.0	1.0	collinear
gene:TraesCS5A02G012400	Chr5A	8072193	8074870	+	8073531	Chr5A	8788716	8791388	+	8790052	1.0	0.995	collinear
gene:TraesCS5A02G012500	Chr5A	8233156	8239545	+	8236350	Chr5A	8960247	8966632	+	8963439	0.998	0.996	collinear
gene:TraesCS5A02G012600	Chr5A	8240521	8246498	+	8243509	Chr5A	8967650	8973638	+	8970644	1.0	0.997	collinear
gene:TraesCS5A02G012700	Chr5A	8505116	8505565	+	8505340	Chr5A	9174834	9175283	+	9175058	1.0	0.995	collinear
gene:TraesCS5A02G012800	Chr5A	8653089	8653613	+	8653351	Chr5A	9343823	9344347	+	9344085	1.0	1.0	collinear
gene:TraesCS5A02G012900	Chr5A	8656997	8658492	+	8657744	Chr5A	9347695	9349191	+	9348443	1.0	0.996	collinear
gene:TraesCS5A02G013000	Chr5A	8708883	8709723	+	8709303	Chr5A	9397909	9398731	+	9398320	0.976	0.974	collinear
gene:TraesCS5A02G013100	Chr5A	8903925	8907284	-	8905604	Chr5A	9601292	9604537	-	9602914	0.999	0.998	collinear
gene:TraesCS5A02G013200	Chr5A	8917623	8917958	-	8917790	Chr5A	9614835	9615170	-	9615002	1.0	0.991	collinear
gene:TraesCS5A02G013400	Chr5A	9323259	9326697	+	9324978	Chr5A	10008264	10011672	+	10009968	0.985	0.983	collinear
gene:TraesCS5A02G013500	Chr5A	9336658	9337430	-	9337044	Chr5A	10021411	10022183	-	10021797	1.0	0.984	collinear
gene:TraesCS5A02G013800	Chr5A	9469255	9470400	-	9469827	Chr5A	10442651	10443796	-	10443223	1.0	0.994	collinear
gene:TraesCS5A02G013900	Chr5A	9492979	9494318	-	9493648	Chr5A	10467451	10468796	-	10468123	1.0	0.998	collinear
gene:TraesCS5A02G014000	Chr5A	9508948	9510383	-	9509665	Chr5A	10482261	10483696	-	10482978	1.0	0.999	collinear
gene:TraesCS5A02G014200	Chr5A	9610327	9616948	-	9613637	Chr5A	10593756	10600377	-	10597066	1.0	0.998	collinear
gene:TraesCS5A02G014300	Chr5A	9650482	9654885	+	9652683	Chr5A	10644288	10648789	+	10646538	1.0	0.991	collinear
gene:TraesCS5A02G014400	Chr5A	9655139	9659910	+	9657524	Chr5A	10649076	10653398	+	10651237	0.994	0.991	collinear
gene:TraesCS5A02G014500	Chr5A	9830494	9835474	+	9832984	Chr5A	10869783	10874951	+	10872367	0.998	0.995	collinear
gene:TraesCS5A02G014600	Chr5A	9840483	9854956	-	9847719	Chr5A	10879773	10894526	-	10887149	1.0	0.997	collinear
gene:TraesCS5A02G014900	Chr5A	10476109	10479944	+	10478026	Chr5A	11529167	11533139	+	11531153	0.96	0.926	collinear
gene:TraesCS5A02G015000	Chr5A	10480096	10481267	-	10480681	Chr5A	11533309	11534476	-	11533892	0.988	0.976	collinear
gene:TraesCS5A02G015100	Chr5A	10541023	10546228	+	10543625	Chr5A	11593750	11599341	+	11596545	1.0	1.0	collinear
gene:TraesCS5A02G015200	Chr5A	10835189	10837140	-	10836164	Chr5A	11886964	11888915	-	11887939	1.0	1.0	collinear
gene:TraesCS5A02G015300	Chr5A	10927835	10935254	-	10931544	Chr5A	11982280	11989699	-	11985989	1.0	1.0	collinear
gene:TraesCS5A02G015400	Chr5A	11022073	11026088	+	11024080	Chr5A	12076052	12080067	+	12078059	1.0	1.0	collinear
gene:TraesCS5A02G015500	Chr5A	11028484	11029549	-	11029016	Chr5A	12082463	12083528	-	12082995	1.0	1.0	collinear
gene:TraesCS5A02G015600	Chr5A	11054292	11069752	-	11062022	Chr5A	12106988	12122256	-	12114622	0.945	0.944	collinear
gene:TraesCS5A02G015800	Chr5A	11133328	11135168	-	11134248	Chr5A	12141630	12143470	-	12142550	1.0	1.0	collinear
gene:TraesCS5A02G015900	Chr5A	11515593	11518545	+	11517069	Chr5A	12513271	12516223	+	12514747	1.0	1.0	collinear
gene:TraesCS5A02G016000	Chr5A	11519163	11521484	-	11520323	Chr5A	12516841	12519162	-	12518001	1.0	1.0	collinear
gene:TraesCS5A02G016100	Chr5A	11907808	11909024	-	11908416	Chr5A	12935499	12936810	-	12936154	1.0	0.998	collinear
gene:TraesCS5A02G016200	Chr5A	11935532	11943143	+	11939337	Chr5A	12963175	12970786	+	12966980	1.0	1.0	collinear
gene:TraesCS5A02G016300	Chr5A	11965275	11969514	+	11967394	Chr5A	12992914	12997153	+	12995033	1.0	1.0	collinear
gene:TraesCS5A02G016400	Chr5A	12191633	12192562	-	12192097	Chr5A	13214083	13215012	-	13214547	1.0	1.0	collinear
gene:TraesCS5A02G016500	Chr5A	12192649	12194214	-	12193431	Chr5A	13215099	13216664	-	13215881	1.0	1.0	collinear
gene:TraesCS5A02G016700	Chr5A	12556840	12561217	+	12559028	Chr5A	13581814	13586190	+	13584002	1.0	0.998	collinear
gene:TraesCS5A02G016900	Chr5A	12678629	12678826	-	12678727	Chr5A	13703608	13703805	-	13703706	1.0	0.994	collinear
gene:TraesCS5A02G017000	Chr5A	12818973	12821471	-	12820222	Chr5A	13843636	13846134	-	13844885	1.0	1.0	collinear
gene:TraesCS5A02G017100	Chr5A	13090750	13091395	-	13091072	Chr5A	14113988	14114633	-	14114310	1.0	0.998	collinear
gene:TraesCS5A02G017200	Chr5A	13095280	13095962	-	13095621	Chr5A	14118518	14119200	-	14118859	1.0	1.0	collinear
gene:TraesCS5A02G017300	Chr5A	13141891	13142402	-	13142146	Chr5A	14168089	14168600	-	14168344	1.0	1.0	collinear
gene:TraesCS5A02G017400	Chr5A	13408975	13413225	-	13411100	Chr5A	14430407	14434657	-	14432532	1.0	0.999	collinear
gene:TraesCS5A02G017500	Chr5A	13415677	13417357	-	13416517	Chr5A	14437094	14438774	-	14437934	1.0	1.0	collinear
gene:TraesCS5A02G017600	Chr5A	14028116	14028935	+	14028525	Chr5A	15043881	15044700	+	15044290	1.0	1.0	collinear
gene:TraesCS5A02G017700	Chr5A	14134206	14137857	+	14136031	Chr5A	15149003	15152654	+	15150828	1.0	1.0	collinear
gene:TraesCS5A02G017800	Chr5A	14185800	14186348	-	14186074	Chr5A	15200878	15201426	-	15201152	1.0	1.0	collinear
gene:TraesCS5A02G017900	Chr5A	14193321	14194262	-	14193791	Chr5A	15208825	15209766	-	15209295	1.0	1.0	collinear
gene:TraesCS5A02G018000	Chr5A	14227124	14228178	-	14227651	Chr5A	15241889	15242943	-	15242416	1.0	1.0	collinear
gene:TraesCS5A02G018100	Chr5A	14254415	14255219	-	14254817	Chr5A	15268964	15269768	-	15269366	1.0	1.0	collinear
gene:TraesCS5A02G018200	Chr5A	14266258	14266988	-	14266623	Chr5A	15280988	15281718	-	15281353	1.0	1.0	collinear
gene:TraesCS5A02G018300	Chr5A	14299076	14299775	+	14299425	Chr5A	15313537	15314236	+	15313886	1.0	1.0	collinear
gene:TraesCS5A02G018400	Chr5A	14416683	14417358	+	14417020	Chr5A	15436074	15436749	+	15436411	1.0	0.998	collinear
gene:TraesCS5A02G018500	Chr5A	14486694	14487473	+	14487083	Chr5A	15506608	15507387	+	15506997	1.0	1.0	collinear
gene:TraesCS5A02G018600	Chr5A	14491516	14492287	+	14491901	Chr5A	15511430	15512201	+	15511815	1.0	1.0	collinear
gene:TraesCS5A02G018700	Chr5A	14497169	14497711	+	14497440	Chr5A	15517059	15517601	+	15517330	1.0	1.0	collinear
