gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Jagger_tgt_chr	Jagger_tgt_start	Jagger_tgt_end	Jagger_tgt_strand	Jagger_tgt_midpoint	Jagger_coverage	Jagger_identity	segment
gene:TraesCS5B02G008300	Chr5B	9040754	9040975	+	9040864	Chr5B	10719339	10719560	+	10719449	1.0	1.0	collinear
gene:TraesCS5B02G008400	Chr5B	9044522	9047785	+	9046153	Chr5B	10723107	10726369	+	10724738	1.0	1.0	collinear
gene:TraesCS5B02G008500	Chr5B	9075440	9079212	+	9077326	Chr5B	10753988	10757765	+	10755876	1.0	0.995	collinear
gene:TraesCS5B02G008600	Chr5B	9222282	9225823	-	9224052	Chr5B	10896872	10900413	-	10898642	1.0	0.999	collinear
gene:TraesCS5B02G008700	Chr5B	9243595	9244008	+	9243801	Chr5B	10918458	10918871	+	10918664	1.0	1.0	collinear
gene:TraesCS5B02G008800	Chr5B	9261235	9263380	+	9262307	Chr5B	10935952	10938097	+	10937024	1.0	1.0	collinear
gene:TraesCS5B02G008900	Chr5B	9263459	9267479	-	9265469	Chr5B	10938176	10942196	-	10940186	1.0	1.0	collinear
gene:TraesCS5B02G009000	Chr5B	9284415	9286096	+	9285255	Chr5B	10958676	10960358	+	10959517	1.0	0.998	collinear
gene:TraesCS5B02G009100	Chr5B	9289491	9289916	+	9289703	Chr5B	10963753	10964178	+	10963965	1.0	1.0	collinear
gene:TraesCS5B02G009200	Chr5B	9298645	9299536	+	9299090	Chr5B	10973252	10974143	+	10973697	1.0	1.0	collinear
gene:TraesCS5B02G009300	Chr5B	9302014	9303513	+	9302763	Chr5B	10976621	10978120	+	10977370	1.0	1.0	collinear
gene:TraesCS5B02G009400	Chr5B	9332838	9334688	-	9333763	Chr5B	11007449	11009299	-	11008374	1.0	0.999	collinear
gene:TraesCS5B02G009500	Chr5B	9356180	9359093	+	9357636	Chr5B	11030715	11033628	+	11032171	1.0	1.0	collinear
gene:TraesCS5B02G009600	Chr5B	9416856	9418777	+	9417816	Chr5B	11098831	11100752	+	11099791	1.0	1.0	collinear
gene:TraesCS5B02G009800	Chr5B	9523414	9524244	-	9523829	Chr5B	11206837	11207667	-	11207252	1.0	0.998	collinear
gene:TraesCS5B02G009900	Chr5B	9539104	9539973	+	9539538	Chr5B	11222527	11223396	+	11222961	1.0	1.0	collinear
gene:TraesCS5B02G010000	Chr5B	9669444	9672795	-	9671119	Chr5B	11357650	11361001	-	11359325	1.0	1.0	collinear
gene:TraesCS5B02G010100	Chr5B	9807726	9816838	+	9812282	Chr5B	11495933	11505209	+	11500571	1.0	1.0	collinear
gene:TraesCS5B02G010200	Chr5B	10059659	10063814	-	10061736	Chr5B	11747738	11751805	-	11749771	1.0	0.999	collinear
gene:TraesCS5B02G010300	Chr5B	10168182	10174233	-	10171207	Chr5B	11856576	11862628	-	11859602	1.0	1.0	collinear
gene:TraesCS5B02G010400	Chr5B	10261716	10265365	-	10263540	Chr5B	11950440	11954089	-	11952264	1.0	1.0	collinear
gene:TraesCS5B02G010500	Chr5B	10346311	10347569	+	10346940	Chr5B	12043015	12044273	+	12043644	1.0	1.0	collinear
gene:TraesCS5B02G010600	Chr5B	10429378	10432090	+	10430734	Chr5B	12125398	12128110	+	12126754	1.0	1.0	collinear
gene:TraesCS5B02G010700	Chr5B	10438285	10442125	-	10440205	Chr5B	12134323	12138163	-	12136243	1.0	1.0	collinear
gene:TraesCS5B02G010800	Chr5B	10442174	10450187	-	10446180	Chr5B	12138212	12146217	-	12142214	1.0	0.996	collinear
gene:TraesCS5B02G010900	Chr5B	10524697	10527179	-	10525938	Chr5B	12218480	12220962	-	12219721	1.0	1.0	collinear
gene:TraesCS5B02G011000	Chr5B	11042981	11043433	+	11043207	Chr5B	12766237	12766689	+	12766463	1.0	0.997	collinear
gene:TraesCS5B02G011100	Chr5B	11071628	11072083	+	11071855	Chr5B	12794813	12795268	+	12795040	1.0	1.0	collinear
gene:TraesCS5B02G011200	Chr5B	11074579	11076006	+	11075292	Chr5B	12797764	12799191	+	12798477	1.0	0.999	collinear
gene:TraesCS5B02G011300	Chr5B	11305908	11308910	-	11307409	Chr5B	13027716	13030718	-	13029217	1.0	1.0	collinear
gene:TraesCS5B02G011400	Chr5B	11454818	11458233	+	11456525	Chr5B	13177499	13180914	+	13179206	1.0	1.0	collinear
gene:TraesCS5B02G011500	Chr5B	11477439	11478554	+	11477996	Chr5B	13195318	13196430	+	13195874	0.997	0.992	collinear
gene:TraesCS5B02G011600	Chr5B	11503284	11504390	+	11503837	Chr5B	13230373	13231480	+	13230926	1.0	0.995	collinear
gene:TraesCS5B02G011700	Chr5B	11513383	11517316	+	11515349	Chr5B	13240295	13244217	+	13242256	1.0	0.995	collinear
gene:TraesCS5B02G011800	Chr5B	11550484	11556238	-	11553361	Chr5B	13270126	13273655	-	13271890	1.0	0.993	collinear
gene:TraesCS5B02G011900	Chr5B	11604300	11604560	-	11604430	Chr5B	13302757	13303017	-	13302887	1.0	0.988	collinear
gene:TraesCS5B02G012000	Chr5B	11764765	11774531	-	11769648	Chr5B	13379510	13389267	-	13384388	1.0	0.999	collinear
gene:TraesCS5B02G012100	Chr5B	12260408	12265358	-	12262883	Chr5B	13841122	13846072	-	13843597	1.0	1.0	collinear
gene:TraesCS5B02G012200	Chr5B	12321065	12322165	-	12321615	Chr5B	13909010	13910107	-	13909558	0.995	0.995	collinear
gene:TraesCS5B02G012300	Chr5B	12324287	12328841	-	12326564	Chr5B	13912229	13916783	-	13914506	1.0	1.0	collinear
gene:TraesCS5B02G012400	Chr5B	12329987	12334657	-	12332322	Chr5B	13917929	13922598	-	13920263	1.0	1.0	collinear
gene:TraesCS5B02G012500	Chr5B	12563381	12568107	-	12565744	Chr5B	14155075	14159810	-	14157442	1.0	1.0	collinear
gene:TraesCS5B02G012600	Chr5B	12570054	12577791	+	12573922	Chr5B	14161757	14169492	+	14165624	1.0	1.0	collinear
gene:TraesCS5B02G012700	Chr5B	12580692	12582479	+	12581585	Chr5B	14172106	14173893	+	14172999	1.0	1.0	collinear
gene:TraesCS5B02G012800	Chr5B	12658937	12659635	+	12659286	Chr5B	14250359	14251057	+	14250708	1.0	1.0	collinear
gene:TraesCS5B02G012900	Chr5B	12845460	12858464	-	12851962	Chr5B	14437388	14450523	-	14443955	1.0	1.0	collinear
gene:TraesCS5B02G013000	Chr5B	13081769	13086120	-	13083944	Chr5B	14623581	14627926	-	14625753	0.997	0.997	collinear
gene:TraesCS5B02G013100	Chr5B	13174286	13178149	+	13176217	Chr5B	14715407	14719249	+	14717328	0.976	0.972	collinear
gene:TraesCS5B02G013200	Chr5B	13178233	13179601	-	13178917	Chr5B	14719334	14720717	-	14720025	1.0	0.981	collinear
gene:TraesCS5B02G013300	Chr5B	13186558	13191510	+	13189034	Chr5B	14727699	14732651	+	14730175	1.0	0.998	collinear
gene:TraesCS5B02G013400	Chr5B	13224640	13226596	-	13225618	Chr5B	14783124	14784517	-	14783820	1.0	0.997	collinear
gene:TraesCS5B02G013500	Chr5B	13269737	13270123	+	13269930	Chr5B	14827469	14827855	+	14827662	1.0	0.994	collinear
gene:TraesCS5B02G013600	Chr5B	13273023	13280676	-	13276849	Chr5B	14830745	14838152	-	14834448	0.994	0.962	collinear
gene:TraesCS5B02G013700	Chr5B	13353453	13357427	+	13355440	Chr5B	14996983	15000886	+	14998934	0.996	0.991	collinear
gene:TraesCS5B02G013800	Chr5B	13361011	13361762	-	13361386	Chr5B	15004340	15005091	-	15004715	1.0	0.995	collinear
gene:TraesCS5B02G013900	Chr5B	13426752	13436529	-	13431640	Chr5B	15068351	15078127	-	15073239	1.0	1.0	collinear
gene:TraesCS5B02G014000	Chr5B	13484986	13491667	-	13488326	Chr5B	15126121	15132802	-	15129461	1.0	0.999	collinear
gene:TraesCS5B02G014100	Chr5B	13496734	13498307	-	13497520	Chr5B	15139088	15140661	-	15139874	1.0	0.995	collinear
gene:TraesCS5B02G014200	Chr5B	13699155	13702692	+	13700923	Chr5B	15359099	15362663	+	15360881	1.0	0.987	collinear
gene:TraesCS5B02G014300	Chr5B	13703004	13706334	-	13704669	Chr5B	15362975	15366308	-	15364641	1.0	0.996	collinear
gene:TraesCS5B02G014400	Chr5B	13713254	13716973	-	13715113	Chr5B	15373042	15376523	-	15374782	0.995	0.989	collinear
gene:TraesCS5B02G014500	Chr5B	13721754	13726205	+	13723979	Chr5B	15601255	15605545	-	15603400	0.988	0.959	collinear
gene:TraesCS5B02G014600	Chr5B	13773603	13776131	-	13774867	Chr5B	15717645	15720173	-	15718909	1.0	0.987	collinear
gene:TraesCS5B02G014700	Chr5B	13858294	13861883	+	13860088	Chr5B	16237709	16241167	+	16239438	0.999	0.953	collinear
gene:TraesCS5B02G014800	Chr5B	13919353	13922813	+	13921083	Chr5B	16295057	16298616	+	16296836	0.995	0.958	collinear
gene:TraesCS5B02G015100	Chr5B	14407480	14410970	-	14409225	Chr5B	16838942	16842410	-	16840676	0.99	0.953	collinear
gene:TraesCS5B02G015200	Chr5B	14703827	14707222	+	14705524	Chr5B	17134340	17137756	+	17136048	1.0	0.995	collinear
gene:TraesCS5B02G015300	Chr5B	14908003	14908434	-	14908218	Chr5B	17364755	17365186	-	17364970	1.0	0.981	collinear
gene:TraesCS5B02G015400	Chr5B	14911233	14911912	-	14911572	Chr5B	17367956	17368633	-	17368294	0.995	0.948	collinear
gene:TraesCS5B02G015500	Chr5B	15004986	15005894	-	15005440	Chr5B	17555010	17555918	-	17555464	1.0	0.998	collinear
gene:TraesCS5B02G015700	Chr5B	15054205	15054912	+	15054558	Chr5B	17618126	17618833	+	17618479	1.0	0.974	collinear
gene:TraesCS5B02G016800	Chr5B	15337025	15338175	-	15337600	Chr5B	17624495	17625645	-	17625070	1.0	0.998	collinear
gene:TraesCS5B02G016900	Chr5B	15546995	15553626	+	15550310	Chr5B	17933434	17939079	+	17936256	0.932	0.931	collinear
gene:TraesCS5B02G017000	Chr5B	15558098	15561926	-	15560012	Chr5B	17943285	17947171	-	17945228	0.998	0.997	collinear
gene:TraesCS5B02G017100	Chr5B	16001165	16005166	-	16003165	Chr5B	17957779	17961943	-	17959861	0.987	0.92	collinear
gene:TraesCS5B02G017300	Chr5B	16032864	16037663	-	16035263	Chr5B	17966211	17971017	-	17968614	1.0	0.989	collinear
gene:TraesCS5B02G017400	Chr5B	16173861	16174301	+	16174081	Chr5B	18256643	18257083	-	18256863	1.0	1.0	collinear
gene:TraesCS5B02G017500	Chr5B	16199649	16200089	+	16199869	Chr5B	18230531	18230971	-	18230751	1.0	1.0	collinear
gene:TraesCS5B02G017700	Chr5B	16419517	16421656	+	16420586	Chr5B	18335873	18338012	+	18336942	1.0	1.0	collinear
gene:TraesCS5B02G017800	Chr5B	16421867	16429534	-	16425700	Chr5B	18338223	18345900	-	18342061	1.0	0.996	collinear
gene:TraesCS5B02G017900	Chr5B	17544779	17547737	-	17546258	Chr5B	19464061	19467012	+	19465536	0.985	0.919	collinear
gene:TraesCS5B02G018300	Chr5B	17814998	17816044	-	17815521	Chr5B	19761912	19762968	-	19762440	1.0	0.981	collinear
gene:TraesCS5B02G018400	Chr5B	17952303	17953606	+	17952954	Chr5B	19926966	19928267	+	19927616	0.998	0.994	collinear
gene:TraesCS5B02G018500	Chr5B	17965429	17969069	+	17967249	Chr5B	19939863	19943467	+	19941665	0.989	0.979	collinear
gene:TraesCS5B02G018600	Chr5B	17971279	17974310	+	17972794	Chr5B	19945661	19948688	+	19947174	1.0	1.0	collinear
gene:TraesCS5B02G018700	Chr5B	17979546	17983930	-	17981738	Chr5B	19953846	19958420	-	19956133	1.0	1.0	collinear
gene:TraesCS5B02G018800	Chr5B	17996653	17998316	-	17997484	Chr5B	19971144	19972807	-	19971975	1.0	1.0	collinear
gene:TraesCS5B02G018900	Chr5B	18102899	18103977	-	18103438	Chr5B	20077691	20078769	-	20078230	1.0	0.998	collinear
gene:TraesCS5B02G019000	Chr5B	18185113	18185376	+	18185244	Chr5B	20165727	20165990	+	20165858	1.0	1.0	collinear
gene:TraesCS5B02G019100	Chr5B	18189191	18190132	-	18189661	Chr5B	20169805	20170746	-	20170275	1.0	1.0	collinear
gene:TraesCS5B02G019200	Chr5B	18409420	18409959	+	18409689	Chr5B	20398702	20399241	+	20398971	1.0	1.0	collinear
gene:TraesCS5B02G019500	Chr5B	19010611	19012243	+	19011427	Chr5B	20981407	20983005	-	20982206	0.952	0.919	collinear
gene:TraesCS5B02G019900	Chr5B	19548254	19551783	+	19550018	Chr5B	21470170	21473704	+	21471937	1.0	0.994	collinear
gene:TraesCS5B02G020300	Chr5B	19790435	19792559	-	19791497	Chr5B	21991783	21993907	-	21992845	1.0	1.0	collinear
gene:TraesCS5B02G020400	Chr5B	19813818	19815270	-	19814544	Chr5B	22015037	22016466	-	22015751	0.992	0.935	collinear
gene:TraesCS5B02G020500	Chr5B	19956055	19962102	+	19959078	Chr5B	22193964	22199999	+	22196981	1.0	0.994	collinear
gene:TraesCS5B02G020600	Chr5B	20012643	20012969	-	20012806	Chr5B	22235357	22235683	-	22235520	1.0	0.99	collinear
gene:TraesCS5B02G020700	Chr5B	20013864	20014936	+	20014400	Chr5B	22236666	22237738	+	22237202	1.0	0.985	collinear
gene:TraesCS5B02G020800	Chr5B	20035409	20035735	-	20035572	Chr5B	22256972	22257298	-	22257135	1.0	0.996	collinear
gene:TraesCS5B02G020900	Chr5B	20036844	20048610	+	20042727	Chr5B	22258407	22268758	+	22263582	1.0	0.994	collinear
gene:TraesCS5B02G021000	Chr5B	20065411	20065938	-	20065674	Chr5B	22282529	22283056	-	22282792	1.0	0.994	collinear
gene:TraesCS5B02G021100	Chr5B	20072323	20073803	+	20073063	Chr5B	22289443	22290922	+	22290182	1.0	0.988	collinear
gene:TraesCS5B02G021300	Chr5B	20170179	20171249	-	20170714	Chr5B	22384627	22385697	-	22385162	1.0	0.994	collinear
gene:TraesCS5B02G021400	Chr5B	20627006	20628614	-	20627810	Chr5B	22840795	22842403	-	22841599	1.0	0.996	collinear
gene:TraesCS5B02G021500	Chr5B	20645235	20651004	+	20648119	Chr5B	22867457	22872490	+	22869973	1.0	0.997	collinear
gene:TraesCS5B02G021600	Chr5B	20652758	20658107	-	20655432	Chr5B	22874244	22879593	-	22876918	1.0	0.992	collinear
gene:TraesCS5B02G021700	Chr5B	20667409	20669336	-	20668372	Chr5B	22888334	22890261	-	22889297	1.0	0.998	collinear
gene:TraesCS5B02G021800	Chr5B	20670664	20671904	-	20671284	Chr5B	22891589	22892829	-	22892209	1.0	1.0	collinear
gene:TraesCS5B02G021900	Chr5B	20672575	20673334	+	20672954	Chr5B	22913417	22914176	+	22913796	1.0	0.998	collinear
gene:TraesCS5B02G022000	Chr5B	20688885	20689412	+	20689148	Chr5B	22897220	22897747	+	22897483	1.0	1.0	collinear
gene:TraesCS5B02G022100	Chr5B	20726987	20731555	+	20729271	Chr5B	22951158	22955555	+	22953356	1.0	1.0	collinear
gene:TraesCS5B02G022200	Chr5B	20812011	20814366	-	20813188	Chr5B	23034944	23037301	-	23036122	1.0	1.0	collinear
gene:TraesCS5B02G022300	Chr5B	20829916	20833469	+	20831692	Chr5B	23054223	23056154	+	23055188	0.924	0.924	collinear
gene:TraesCS5B02G022400	Chr5B	20833769	20834710	-	20834239	Chr5B	23056454	23057397	-	23056925	1.0	0.997	collinear
gene:TraesCS5B02G022500	Chr5B	21034784	21036846	-	21035815	Chr5B	23257532	23259594	-	23258563	1.0	1.0	collinear
gene:TraesCS5B02G022600	Chr5B	21106951	21107205	+	21107078	Chr5B	23330058	23330312	+	23330185	1.0	1.0	collinear
gene:TraesCS5B02G022800	Chr5B	21180706	21186594	-	21183650	Chr5B	23403249	23409137	-	23406193	1.0	0.999	collinear
gene:TraesCS5B02G022900	Chr5B	21401120	21406122	+	21403621	Chr5B	23621041	23626042	+	23623541	1.0	0.999	collinear
gene:TraesCS5B02G023000	Chr5B	21410819	21413716	+	21412267	Chr5B	23629142	23632018	+	23630580	1.0	0.997	collinear
gene:TraesCS5B02G023100	Chr5B	21524523	21526820	+	21525671	Chr5B	23769545	23771878	+	23770711	0.996	0.961	collinear
gene:TraesCS5B02G023200	Chr5B	21531972	21534715	+	21533343	Chr5B	23776758	23779498	+	23778128	0.997	0.994	collinear
gene:TraesCS5B02G023300	Chr5B	21535164	21538910	-	21537037	Chr5B	23779959	23783704	-	23781831	1.0	0.998	collinear
gene:TraesCS5B02G023500	Chr5B	21635289	21637591	+	21636440	Chr5B	23838399	23840864	+	23839631	1.0	0.993	collinear
gene:TraesCS5B02G023600	Chr5B	21735366	21745414	+	21740390	Chr5B	23861295	23872190	+	23866742	0.998	0.985	collinear
gene:TraesCS5B02G023700	Chr5B	21749294	21752624	-	21750959	Chr5B	23949735	23953061	-	23951398	0.988	0.971	collinear
gene:TraesCS5B02G024500	Chr5B	23352259	23352937	+	23352598	Chr5B	24489302	24489986	-	24489644	1.0	0.988	collinear
gene:TraesCS5B02G024600	Chr5B	23424701	23427479	-	23426090	Chr5B	24686916	24689687	-	24688301	0.997	0.996	collinear
gene:TraesCS5B02G024700	Chr5B	23548049	23552482	-	23550265	Chr5B	24778692	24783154	-	24780923	1.0	0.981	collinear
gene:TraesCS5B02G024800	Chr5B	23677656	23680412	+	23679034	Chr5B	24975770	24978525	+	24977147	0.999	0.997	collinear
gene:TraesCS5B02G024900	Chr5B	23875860	23876485	+	23876172	Chr5B	25172278	25172903	+	25172590	1.0	0.996	collinear
gene:TraesCS5B02G025000	Chr5B	23885649	23891503	-	23888576	Chr5B	25177880	25183736	-	25180808	1.0	0.996	collinear
gene:TraesCS5B02G025100	Chr5B	24008309	24014574	-	24011441	Chr5B	25281344	25287658	-	25284501	1.0	0.99	collinear
gene:TraesCS5B02G025200	Chr5B	24097072	24100994	+	24099033	Chr5B	25376660	25380367	+	25378513	0.94	0.939	collinear
gene:TraesCS5B02G025300	Chr5B	24113073	24116626	-	24114849	Chr5B	25386970	25390835	-	25388902	1.0	0.997	collinear
gene:TraesCS5B02G025400	Chr5B	24143016	24144258	-	24143637	Chr5B	25417560	25418802	-	25418181	1.0	1.0	collinear
gene:TraesCS5B02G025500	Chr5B	24145063	24147543	-	24146303	Chr5B	25419607	25422087	-	25420847	1.0	1.0	collinear
gene:TraesCS5B02G025600	Chr5B	24313738	24316825	+	24315281	Chr5B	25588805	25591892	+	25590348	1.0	1.0	collinear
gene:TraesCS5B02G025700	Chr5B	24330927	24334080	+	24332503	Chr5B	25605993	25609146	+	25607569	1.0	1.0	collinear
gene:TraesCS5B02G025800	Chr5B	24374282	24377017	+	24375649	Chr5B	25648019	25650753	+	25649386	1.0	1.0	collinear
gene:TraesCS5B02G025900	Chr5B	24418260	24419063	-	24418661	Chr5B	25692005	25692808	-	25692406	1.0	1.0	collinear
gene:TraesCS5B02G026000	Chr5B	24665573	24677245	-	24671409	Chr5B	25942254	25953712	-	25947983	0.994	0.994	collinear
gene:TraesCS5B02G026100	Chr5B	24772860	24776247	-	24774553	Chr5B	26055481	26058868	-	26057174	1.0	1.0	collinear
gene:TraesCS5B02G026200	Chr5B	24917148	24924815	-	24920981	Chr5B	26199974	26207429	-	26203701	0.936	0.936	collinear
gene:TraesCS5B02G026300	Chr5B	25061806	25062922	+	25062364	Chr5B	26346173	26347267	+	26346720	0.98	0.98	collinear
gene:TraesCS5B02G026400	Chr5B	25267210	25272133	-	25269671	Chr5B	26556000	26560773	-	26558386	0.951	0.95	collinear
gene:TraesCS5B02G026500	Chr5B	25327916	25335936	-	25331926	Chr5B	26616283	26624370	-	26620326	1.0	1.0	collinear
gene:TraesCS5B02G026700	Chr5B	25667853	25668646	-	25668249	Chr5B	26955801	26956594	-	26956197	1.0	1.0	collinear
gene:TraesCS5B02G026800	Chr5B	25993146	25995851	+	25994498	Chr5B	27280941	27283646	+	27282293	1.0	1.0	collinear
gene:TraesCS5B02G026900	Chr5B	26005867	26008911	+	26007389	Chr5B	27293662	27296706	+	27295184	1.0	0.999	collinear
gene:TraesCS5B02G027000	Chr5B	26058398	26058946	-	26058672	Chr5B	27357816	27358364	-	27358090	1.0	0.991	collinear
gene:TraesCS5B02G027100	Chr5B	26304334	26308052	-	26306193	Chr5B	27586157	27589972	-	27588064	0.995	0.95	collinear
gene:TraesCS5B02G027200	Chr5B	26321238	26325102	-	26323170	Chr5B	27603656	27607459	-	27605557	0.984	0.976	collinear
gene:TraesCS5B02G027300	Chr5B	26445358	26447080	-	26446219	Chr5B	27748121	27749843	-	27748982	1.0	0.994	collinear
gene:TraesCS5B02G027400	Chr5B	26609551	26609994	-	26609772	Chr5B	27892563	27893006	-	27892784	1.0	0.975	collinear
gene:TraesCS5B02G027700	Chr5B	26872939	26879859	-	26876399	Chr5B	28943489	28950410	-	28946949	1.0	0.996	collinear
gene:TraesCS5B02G027800	Chr5B	26915154	26916425	+	26915789	Chr5B	28985598	28986848	+	28986223	0.992	0.965	collinear
gene:TraesCS5B02G027900	Chr5B	26947959	26950509	-	26949234	Chr5B	29001611	29004160	-	29002885	1.0	0.998	collinear
gene:TraesCS5B02G028000	Chr5B	26950814	26952377	-	26951595	Chr5B	29004531	29006075	-	29005303	0.974	0.96	collinear
gene:TraesCS5B02G028100	Chr5B	27133924	27136296	+	27135110	Chr5B	29234317	29236765	+	29235541	0.986	0.964	collinear
gene:TraesCS5B02G028200	Chr5B	27294672	27299651	+	27297161	Chr5B	29962241	29967218	+	29964729	1.0	0.997	collinear
gene:TraesCS5B02G028300	Chr5B	27459704	27461856	-	27460780	Chr5B	30130762	30132868	-	30131815	0.98	0.944	collinear
gene:TraesCS5B02G028400	Chr5B	27486367	27487458	+	27486912	Chr5B	30157228	30158319	+	30157773	1.0	0.997	collinear
gene:TraesCS5B02G028500	Chr5B	27506083	27510419	+	27508251	Chr5B	30175493	30179850	+	30177671	1.0	0.995	collinear
gene:TraesCS5B02G028700	Chr5B	27803375	27807305	+	27805340	Chr5B	30366079	30370007	+	30368043	1.0	0.997	collinear
gene:TraesCS5B02G028800	Chr5B	27812873	27814136	+	27813504	Chr5B	30375691	30376957	+	30376324	0.98	0.972	collinear
gene:TraesCS5B02G028900	Chr5B	27816063	27818500	-	27817281	Chr5B	30378899	30381266	-	30380082	0.914	0.914	collinear
gene:TraesCS5B02G029000	Chr5B	27820673	27826600	-	27823636	Chr5B	30383333	30389252	-	30386292	1.0	0.998	collinear
