gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Mace_tgt_chr	Mace_tgt_start	Mace_tgt_end	Mace_tgt_strand	Mace_tgt_midpoint	Mace_coverage	Mace_identity	segment
gene:TraesCS7B02G002300	Chr7B	882348	891020	-	886684	Chr7B	1162247	1174947	-	1168597	0.98	0.931	collinear
gene:TraesCS7B02G002400	Chr7B	1020557	1021684	+	1021120	Chr7B	1296456	1297583	+	1297019	1.0	0.988	collinear
gene:TraesCS7B02G002800	Chr7B	1154155	1155583	+	1154869	Chr7B	1450840	1452268	+	1451554	1.0	0.994	collinear
gene:TraesCS7B02G002900	Chr7B	1202960	1208805	-	1205882	Chr7B	1483507	1488712	-	1486109	0.932	0.927	collinear
gene:TraesCS7B02G003000	Chr7B	1254479	1262607	-	1258543	Chr7B	1539807	1547738	-	1543772	0.987	0.982	collinear
gene:TraesCS7B02G003100	Chr7B	1269606	1276585	-	1273095	Chr7B	1554749	1561715	-	1558232	0.996	0.995	collinear
gene:TraesCS7B02G003200	Chr7B	1277261	1283594	-	1280427	Chr7B	1562391	1568724	-	1565557	1.0	1.0	collinear
gene:TraesCS7B02G003300	Chr7B	1304370	1309391	+	1306880	Chr7B	1589002	1594023	+	1591512	1.0	0.999	collinear
gene:TraesCS7B02G003400	Chr7B	1313393	1327596	+	1320494	Chr7B	1598025	1612224	+	1605124	1.0	0.996	collinear
gene:TraesCS7B02G003500	Chr7B	1331541	1331921	+	1331731	Chr7B	1616169	1616549	+	1616359	1.0	1.0	collinear
gene:TraesCS7B02G003600	Chr7B	1351479	1352210	+	1351844	Chr7B	1652404	1653135	+	1652769	1.0	1.0	collinear
gene:TraesCS7B02G003700	Chr7B	1364532	1364921	+	1364726	Chr7B	1665342	1665731	+	1665536	1.0	1.0	collinear
gene:TraesCS7B02G003800	Chr7B	1436945	1438038	+	1437491	Chr7B	1728603	1729696	+	1729149	1.0	1.0	collinear
gene:TraesCS7B02G003900	Chr7B	1482228	1483396	+	1482812	Chr7B	1773325	1774493	+	1773909	1.0	1.0	collinear
gene:TraesCS7B02G004000	Chr7B	1697699	1697938	+	1697818	Chr7B	1982001	1982240	+	1982120	1.0	1.0	collinear
gene:TraesCS7B02G004400	Chr7B	2098559	2101882	+	2100220	Chr7B	2336598	2339896	+	2338247	1.0	0.993	collinear
gene:TraesCS7B02G004500	Chr7B	2328395	2329072	-	2328733	Chr7B	2706690	2707367	-	2707028	1.0	1.0	collinear
gene:TraesCS7B02G004600	Chr7B	2334104	2335649	+	2334876	Chr7B	2712398	2713943	+	2713170	1.0	1.0	collinear
gene:TraesCS7B02G004700	Chr7B	2561961	2563614	-	2562787	Chr7B	2938614	2940267	-	2939440	1.0	1.0	collinear
gene:TraesCS7B02G004800	Chr7B	2749130	2750569	+	2749849	Chr7B	3124137	3125576	+	3124856	1.0	1.0	collinear
gene:TraesCS7B02G004900	Chr7B	2784380	2786335	+	2785357	Chr7B	3159281	3161236	+	3160258	1.0	1.0	collinear
gene:TraesCS7B02G005100	Chr7B	2889801	2895704	-	2892752	Chr7B	3267563	3273466	-	3270514	1.0	1.0	collinear
gene:TraesCS7B02G005200	Chr7B	2911028	2919723	-	2915375	Chr7B	3288939	3297634	-	3293286	1.0	1.0	collinear
gene:TraesCS7B02G005400	Chr7B	2933018	2941833	+	2937425	Chr7B	3311199	3319934	+	3315566	0.965	0.965	collinear
gene:TraesCS7B02G005500	Chr7B	2944187	2948732	-	2946459	Chr7B	3322288	3326833	-	3324560	1.0	1.0	collinear
gene:TraesCS7B02G005600	Chr7B	3094550	3094837	-	3094693	Chr7B	3471947	3472234	-	3472090	1.0	1.0	collinear
gene:TraesCS7B02G005700	Chr7B	3142300	3151017	-	3146658	Chr7B	3519713	3528430	-	3524071	1.0	0.999	collinear
gene:TraesCS7B02G005800	Chr7B	3170935	3175101	+	3173018	Chr7B	3547982	3552148	+	3550065	1.0	1.0	collinear
gene:TraesCS7B02G005900	Chr7B	3179490	3183749	-	3181619	Chr7B	3556537	3560796	-	3558666	1.0	1.0	collinear
gene:TraesCS7B02G006000	Chr7B	3329386	3333128	+	3331257	Chr7B	3705753	3709506	+	3707629	1.0	0.991	collinear
gene:TraesCS7B02G006100	Chr7B	3340904	3342548	-	3341726	Chr7B	3728776	3730406	-	3729591	0.989	0.924	collinear
gene:TraesCS7B02G006300	Chr7B	3540080	3541719	+	3540899	Chr7B	3925852	3927491	+	3926671	1.0	0.993	collinear
gene:TraesCS7B02G006400	Chr7B	3684186	3689427	+	3686806	Chr7B	4072069	4077299	+	4074684	0.989	0.986	collinear
gene:TraesCS7B02G006500	Chr7B	3695054	3696459	-	3695756	Chr7B	4082926	4084319	-	4083622	0.99	0.988	collinear
gene:TraesCS7B02G006600	Chr7B	3699820	3701864	-	3700842	Chr7B	4087659	4089869	-	4088764	1.0	0.996	collinear
gene:TraesCS7B02G006700	Chr7B	3789679	3794857	+	3792268	Chr7B	4176589	4181767	+	4179178	1.0	0.999	collinear
gene:TraesCS7B02G006800	Chr7B	3795056	3797564	-	3796310	Chr7B	4181966	4184474	-	4183220	1.0	0.998	collinear
gene:TraesCS7B02G006900	Chr7B	3846939	3849534	+	3848236	Chr7B	4233468	4236063	+	4234765	1.0	0.999	collinear
gene:TraesCS7B02G007100	Chr7B	3882349	3883686	+	3883017	Chr7B	4266692	4268029	+	4267360	1.0	0.999	collinear
gene:TraesCS7B02G007200	Chr7B	3894585	3896614	-	3895599	Chr7B	4278170	4280199	-	4279184	1.0	0.999	collinear
gene:TraesCS7B02G007300	Chr7B	4005015	4012898	+	4008956	Chr7B	4383722	4391204	+	4387463	1.0	1.0	collinear
gene:TraesCS7B02G007400	Chr7B	4093717	4099494	+	4096605	Chr7B	4471416	4477196	+	4474306	1.0	0.999	collinear
gene:TraesCS7B02G007500	Chr7B	4137615	4137818	-	4137716	Chr7B	4520772	4520975	-	4520873	1.0	1.0	collinear
gene:TraesCS7B02G007600	Chr7B	4145677	4149860	+	4147768	Chr7B	4528541	4532723	+	4530632	1.0	1.0	collinear
gene:TraesCS7B02G007700	Chr7B	4202081	4202336	-	4202208	Chr7B	4584810	4585065	-	4584937	1.0	1.0	collinear
gene:TraesCS7B02G007800	Chr7B	4312036	4318714	+	4315375	Chr7B	4697868	4704674	+	4701271	0.998	0.933	collinear
gene:TraesCS7B02G007906	Chr7B	4603586	4604314	-	4603950	Chr7B	4979026	4979757	-	4979391	1.0	0.995	collinear
gene:TraesCS7B02G007900	Chr7B	4614023	4614736	+	4614379	Chr7B	4989465	4990178	+	4989821	1.0	1.0	collinear
gene:TraesCS7B02G008000	Chr7B	4894707	4898487	-	4896597	Chr7B	5267458	5271240	-	5269349	1.0	1.0	collinear
gene:TraesCS7B02G008100	Chr7B	4901262	4904221	-	4902741	Chr7B	5274015	5276974	-	5275494	1.0	1.0	collinear
gene:TraesCS7B02G008200	Chr7B	4907990	4911946	-	4909968	Chr7B	5280604	5284560	-	5282582	1.0	1.0	collinear
gene:TraesCS7B02G008300	Chr7B	5054533	5058720	-	5056626	Chr7B	5428497	5432684	-	5430590	1.0	0.999	collinear
gene:TraesCS7B02G008400	Chr7B	5058850	5062745	+	5060797	Chr7B	5432814	5436596	+	5434705	0.964	0.964	collinear
gene:TraesCS7B02G009200	Chr7B	5513957	5521157	-	5517557	Chr7B	5629683	5636883	-	5633283	1.0	1.0	collinear
gene:TraesCS7B02G009300	Chr7B	5915828	5923162	+	5919495	Chr7B	6029583	6036917	+	6033250	1.0	1.0	collinear
gene:TraesCS7B02G009400	Chr7B	5927401	5929255	-	5928328	Chr7B	6041156	6043010	-	6042083	1.0	1.0	collinear
gene:TraesCS7B02G009500	Chr7B	5981561	5999719	-	5990640	Chr7B	6105761	6116820	-	6111290	0.944	0.943	collinear
gene:TraesCS7B02G009600	Chr7B	6002981	6003351	-	6003166	Chr7B	6120086	6120456	-	6120271	1.0	1.0	collinear
gene:TraesCS7B02G010000	Chr7B	6150031	6154160	+	6152095	Chr7B	6453196	6457425	+	6455310	0.986	0.925	collinear
gene:TraesCS7B02G010100	Chr7B	6176904	6180365	+	6178634	Chr7B	6466502	6470006	+	6468254	1.0	0.958	collinear
gene:TraesCS7B02G010200	Chr7B	6233306	6237005	+	6235155	Chr7B	6521487	6525187	+	6523337	1.0	0.995	collinear
gene:TraesCS7B02G010300	Chr7B	6369488	6372764	+	6371126	Chr7B	6656249	6659525	+	6657887	1.0	1.0	collinear
gene:TraesCS7B02G010400	Chr7B	6391299	6395504	-	6393401	Chr7B	6678046	6682251	-	6680148	1.0	1.0	collinear
gene:TraesCS7B02G010500	Chr7B	6747372	6753247	+	6750309	Chr7B	7025498	7031373	+	7028435	1.0	1.0	collinear
gene:TraesCS7B02G010600	Chr7B	6797030	6797287	+	6797158	Chr7B	7074542	7074799	+	7074670	1.0	1.0	collinear
gene:TraesCS7B02G010700	Chr7B	6834338	6835269	-	6834803	Chr7B	7110219	7111150	-	7110684	1.0	1.0	collinear
gene:TraesCS7B02G010800	Chr7B	6921009	6921266	-	6921137	Chr7B	7191905	7192162	-	7192033	1.0	1.0	collinear
gene:TraesCS7B02G010900	Chr7B	6943524	6944159	+	6943841	Chr7B	7213658	7214293	+	7213975	1.0	0.995	collinear
gene:TraesCS7B02G011000	Chr7B	6952144	6977940	+	6965042	Chr7B	7222155	7247950	+	7235052	1.0	0.999	collinear
gene:TraesCS7B02G011100	Chr7B	7030959	7031855	+	7031407	Chr7B	7300261	7301157	+	7300709	1.0	1.0	collinear
gene:TraesCS7B02G011200	Chr7B	7037206	7038444	-	7037825	Chr7B	7306506	7307744	-	7307125	1.0	1.0	collinear
gene:TraesCS7B02G011300	Chr7B	7306366	7311548	-	7308957	Chr7B	7569350	7574532	-	7571941	1.0	1.0	collinear
gene:TraesCS7B02G011400	Chr7B	7350128	7351018	+	7350573	Chr7B	7638301	7639191	+	7638746	1.0	1.0	collinear
gene:TraesCS7B02G011500	Chr7B	7356839	7358238	-	7357538	Chr7B	7645012	7646411	-	7645711	1.0	0.999	collinear
gene:TraesCS7B02G011600	Chr7B	7365403	7367618	+	7366510	Chr7B	7650255	7652470	+	7651362	1.0	0.998	collinear
gene:TraesCS7B02G011700	Chr7B	7441198	7441509	+	7441353	Chr7B	7719405	7719716	+	7719560	1.0	1.0	collinear
gene:TraesCS7B02G011900	Chr7B	7558482	7560782	-	7559632	Chr7B	7898357	7900856	-	7899606	1.0	0.972	collinear
gene:TraesCS7B02G012000	Chr7B	7715544	7717698	-	7716621	Chr7B	7980860	7983014	-	7981937	1.0	1.0	collinear
gene:TraesCS7B02G012100	Chr7B	7727905	7728237	+	7728071	Chr7B	7992824	7993156	+	7992990	1.0	1.0	collinear
gene:TraesCS7B02G012200	Chr7B	7730389	7732372	-	7731380	Chr7B	7995307	7997290	-	7996298	1.0	1.0	collinear
gene:TraesCS7B02G012300	Chr7B	8364004	8367295	+	8365649	Chr7B	8615308	8618599	+	8616953	1.0	1.0	collinear
gene:TraesCS7B02G012400	Chr7B	8519789	8526697	-	8523243	Chr7B	8770216	8777124	-	8773670	1.0	0.999	collinear
gene:TraesCS7B02G012500	Chr7B	8859289	8863598	+	8861443	Chr7B	9215134	9219443	+	9217288	1.0	1.0	collinear
gene:TraesCS7B02G012600	Chr7B	8865538	8868430	-	8866984	Chr7B	9221124	9224015	-	9222569	1.0	0.999	collinear
gene:TraesCS7B02G012700	Chr7B	8880922	8889623	-	8885272	Chr7B	9236512	9245815	-	9241163	0.994	0.98	collinear
gene:TraesCS7B02G012800	Chr7B	8917144	8917597	-	8917370	Chr7B	9284089	9284542	-	9284315	1.0	0.982	collinear
gene:TraesCS7B02G012884	Chr7B	8928556	8929029	-	8928792	Chr7B	9294832	9295305	-	9295068	1.0	1.0	collinear
gene:TraesCS7B02G012900	Chr7B	8932376	8933817	-	8933096	Chr7B	9298647	9300088	-	9299367	1.0	0.998	collinear
gene:TraesCS7B02G013001	Chr7B	8988470	8988937	-	8988703	Chr7B	9354524	9354991	-	9354757	1.0	1.0	collinear
gene:TraesCS7B02G013000	Chr7B	8993313	8994132	-	8993722	Chr7B	9359366	9360185	-	9359775	1.0	1.0	collinear
gene:TraesCS7B02G013100	Chr7B	9702354	9704354	+	9703354	Chr7B	9749268	9751268	-	9750268	1.0	1.0	collinear
gene:TraesCS7B02G013200	Chr7B	9750728	9753050	+	9751889	Chr7B	10194377	10196516	+	10195446	1.0	1.0	collinear
gene:TraesCS7B02G013300	Chr7B	9754094	9760088	-	9757091	Chr7B	10197560	10203591	-	10200575	1.0	0.977	collinear
gene:TraesCS7B02G013400	Chr7B	9811371	9813688	+	9812529	Chr7B	10254874	10257191	+	10256032	1.0	0.999	collinear
gene:TraesCS7B02G013500	Chr7B	10101970	10103900	+	10102935	Chr7B	10543765	10545695	+	10544730	1.0	1.0	collinear
gene:TraesCS7B02G013600	Chr7B	10156648	10161061	-	10158854	Chr7B	10598316	10602729	-	10600522	1.0	1.0	collinear
gene:TraesCS7B02G013700	Chr7B	10174613	10174930	-	10174771	Chr7B	10616053	10616370	-	10616211	1.0	1.0	collinear
gene:TraesCS7B02G013800	Chr7B	10208404	10210729	+	10209566	Chr7B	10649584	10651909	+	10650746	1.0	1.0	collinear
gene:TraesCS7B02G013900	Chr7B	10241189	10241524	-	10241356	Chr7B	10681964	10682299	-	10682131	1.0	1.0	collinear
gene:TraesCS7B02G014000	Chr7B	10558933	10561029	+	10559981	Chr7B	10998476	11000572	+	10999524	1.0	1.0	collinear
gene:TraesCS7B02G014100	Chr7B	10581949	10584294	+	10583121	Chr7B	11022584	11024929	+	11023756	1.0	1.0	collinear
gene:TraesCS7B02G014200	Chr7B	10639319	10641409	+	10640364	Chr7B	11079953	11082043	+	11080998	1.0	1.0	collinear
gene:TraesCS7B02G014400	Chr7B	10946591	10947682	+	10947136	Chr7B	11393300	11394391	+	11393845	1.0	0.998	collinear
gene:TraesCS7B02G014500	Chr7B	11529794	11531442	+	11530618	Chr7B	11956752	11958400	+	11957576	1.0	0.997	collinear
gene:TraesCS7B02G014600	Chr7B	11744804	11745353	+	11745078	Chr7B	12169074	12169623	+	12169348	1.0	1.0	collinear
gene:TraesCS7B02G014700	Chr7B	11956967	11960056	-	11958511	Chr7B	12400323	12403412	-	12401867	1.0	1.0	collinear
gene:TraesCS7B02G014800	Chr7B	11960171	11962965	+	11961568	Chr7B	12403527	12406321	+	12404924	1.0	1.0	collinear
gene:TraesCS7B02G014900	Chr7B	12179279	12180662	+	12179970	Chr7B	12613325	12614708	+	12614016	1.0	1.0	collinear
gene:TraesCS7B02G015000	Chr7B	12193225	12195282	-	12194253	Chr7B	12626844	12628901	-	12627872	1.0	1.0	collinear
gene:TraesCS7B02G015100	Chr7B	12204519	12208359	-	12206439	Chr7B	12639405	12643245	-	12641325	1.0	0.999	collinear
gene:TraesCS7B02G015200	Chr7B	12363280	12366655	-	12364967	Chr7B	12796623	12799998	-	12798310	1.0	1.0	collinear
gene:TraesCS7B02G015300	Chr7B	12380316	12383882	-	12382099	Chr7B	12813418	12816984	-	12815201	1.0	0.999	collinear
gene:TraesCS7B02G015400	Chr7B	12531909	12540105	-	12536007	Chr7B	12969747	12977943	-	12973845	1.0	1.0	collinear
gene:TraesCS7B02G015500	Chr7B	12717837	12719267	-	12718552	Chr7B	13154000	13155430	-	13154715	1.0	1.0	collinear
gene:TraesCS7B02G015600	Chr7B	12952614	12953495	+	12953054	Chr7B	13387330	13388211	+	13387770	1.0	1.0	collinear
gene:TraesCS7B02G015700	Chr7B	12966292	12967674	+	12966983	Chr7B	13400697	13402079	+	13401388	1.0	1.0	collinear
gene:TraesCS7B02G015800	Chr7B	13052693	13053141	-	13052917	Chr7B	13485249	13485697	-	13485473	1.0	1.0	collinear
gene:TraesCS7B02G015900	Chr7B	13307009	13308683	+	13307846	Chr7B	13718881	13720555	+	13719718	1.0	0.997	collinear
gene:TraesCS7B02G016000	Chr7B	13328909	13329655	-	13329282	Chr7B	13740636	13741376	-	13741006	0.991	0.989	collinear
gene:TraesCS7B02G016100	Chr7B	13801020	13808771	-	13804895	Chr7B	14209003	14214081	-	14211542	0.999	0.971	collinear
gene:TraesCS7B02G016200	Chr7B	13809257	13810555	-	13809906	Chr7B	14214644	14215947	-	14215295	0.999	0.963	collinear
gene:TraesCS7B02G016700	Chr7B	14696998	14697672	+	14697335	Chr7B	14996730	14997404	+	14997067	1.0	0.994	collinear
gene:TraesCS7B02G016800	Chr7B	14726749	14728414	+	14727581	Chr7B	15026483	15028148	+	15027315	1.0	0.999	collinear
gene:TraesCS7B02G016900	Chr7B	14787945	14788571	-	14788258	Chr7B	15113058	15113684	-	15113371	1.0	1.0	collinear
gene:TraesCS7B02G017000	Chr7B	14865746	14866569	-	14866157	Chr7B	15190954	15191771	-	15191362	0.986	0.949	collinear
gene:TraesCS7B02G017100	Chr7B	14873088	14875855	-	14874471	Chr7B	15198002	15200768	-	15199385	1.0	1.0	collinear
gene:TraesCS7B02G017200	Chr7B	14900070	14900955	+	14900512	Chr7B	15224983	15225868	+	15225425	1.0	1.0	collinear
gene:TraesCS7B02G017300	Chr7B	14909748	14910511	+	14910129	Chr7B	15234402	15235165	+	15234783	1.0	1.0	collinear
gene:TraesCS7B02G017400	Chr7B	14980715	14981524	+	14981119	Chr7B	15304947	15305756	+	15305351	1.0	1.0	collinear
gene:TraesCS7B02G017500	Chr7B	14996011	15001555	+	14998783	Chr7B	15320194	15325738	+	15322966	1.0	0.999	collinear
gene:TraesCS7B02G017600	Chr7B	15018129	15018775	+	15018452	Chr7B	15342311	15342957	+	15342634	1.0	1.0	collinear
gene:TraesCS7B02G017700	Chr7B	15019567	15020744	-	15020155	Chr7B	15343749	15344926	-	15344337	1.0	1.0	collinear
gene:TraesCS7B02G017900	Chr7B	15070836	15072308	-	15071572	Chr7B	15393601	15395073	-	15394337	1.0	1.0	collinear
gene:TraesCS7B02G018000	Chr7B	15227062	15234063	+	15230562	Chr7B	15544150	15551151	+	15547650	1.0	1.0	collinear
gene:TraesCS7B02G018100	Chr7B	15298372	15298782	+	15298577	Chr7B	15615556	15615966	+	15615761	1.0	1.0	collinear
gene:TraesCS7B02G018200	Chr7B	15299479	15301354	-	15300416	Chr7B	15616663	15618538	-	15617600	1.0	0.998	collinear
gene:TraesCS7B02G018300	Chr7B	15301668	15308804	-	15305236	Chr7B	15618850	15625968	-	15622409	1.0	0.999	collinear
gene:TraesCS7B02G018400	Chr7B	15505816	15506906	+	15506361	Chr7B	15821229	15822319	+	15821774	1.0	0.998	collinear
gene:TraesCS7B02G018500	Chr7B	15587312	15589141	-	15588226	Chr7B	15902273	15904102	-	15903187	1.0	0.998	collinear
gene:TraesCS7B02G018600	Chr7B	15592400	15602503	-	15597451	Chr7B	15907295	15917674	-	15912484	1.0	0.999	collinear
gene:TraesCS7B02G018700	Chr7B	15713548	15714633	-	15714090	Chr7B	16030817	16031902	-	16031359	1.0	0.995	collinear
gene:TraesCS7B02G018800	Chr7B	15826762	15828711	-	15827736	Chr7B	16123334	16125284	-	16124309	1.0	0.998	collinear
gene:TraesCS7B02G019000	Chr7B	16136069	16136479	+	16136274	Chr7B	16458489	16458899	+	16458694	1.0	0.997	collinear
gene:TraesCS7B02G019100	Chr7B	16154273	16158150	-	16156211	Chr7B	16485544	16489431	-	16487487	0.999	0.992	collinear
gene:TraesCS7B02G019200	Chr7B	16514970	16516630	+	16515800	Chr7B	16818686	16820346	+	16819516	1.0	0.997	collinear
gene:TraesCS7B02G019300	Chr7B	16524334	16526771	+	16525552	Chr7B	16827887	16830378	+	16829132	1.0	0.949	collinear
gene:TraesCS7B02G019400	Chr7B	16707414	16709180	+	16708297	Chr7B	17026008	17027783	+	17026895	1.0	1.0	collinear
gene:TraesCS7B02G019500	Chr7B	16732365	16734410	+	16733387	Chr7B	17049707	17051752	+	17050729	1.0	0.996	collinear
gene:TraesCS7B02G019600	Chr7B	16833162	16835197	+	16834179	Chr7B	17134850	17136885	+	17135867	1.0	0.999	collinear
gene:TraesCS7B02G019800	Chr7B	17348436	17349390	-	17348913	Chr7B	17449791	17450745	-	17450268	1.0	0.998	collinear
gene:TraesCS7B02G019900	Chr7B	17507731	17508243	+	17507987	Chr7B	17587085	17587597	+	17587341	1.0	0.996	collinear
gene:TraesCS7B02G020000	Chr7B	17611998	17614922	-	17613460	Chr7B	17672689	17675613	-	17674151	1.0	0.997	collinear
gene:TraesCS7B02G020100	Chr7B	17648831	17657232	+	17653031	Chr7B	17709578	17718011	+	17713794	1.0	0.997	collinear
gene:TraesCS7B02G020200	Chr7B	17662362	17666854	+	17664608	Chr7B	17722972	17727465	+	17725218	1.0	0.999	collinear
gene:TraesCS7B02G020300	Chr7B	17842048	17847664	-	17844856	Chr7B	17931915	17937566	-	17934740	1.0	0.999	collinear
gene:TraesCS7B02G020500	Chr7B	18097198	18103443	-	18100320	Chr7B	18169820	18176063	-	18172941	1.0	0.999	collinear
gene:TraesCS7B02G020600	Chr7B	18199334	18203379	-	18201356	Chr7B	18271078	18275123	-	18273100	1.0	1.0	collinear
gene:TraesCS7B02G020700	Chr7B	18206139	18208440	+	18207289	Chr7B	18277866	18280166	+	18279016	1.0	0.999	collinear
gene:TraesCS7B02G020800	Chr7B	18207990	18218252	-	18213121	Chr7B	18279716	18289978	-	18284847	1.0	1.0	collinear
gene:TraesCS7B02G020900	Chr7B	18505319	18506211	-	18505765	Chr7B	18656919	18657811	-	18657365	1.0	0.995	collinear
gene:TraesCS7B02G021000	Chr7B	19112106	19117679	-	19114892	Chr7B	19200234	19205559	-	19202896	1.0	1.0	collinear
gene:TraesCS7B02G021100	Chr7B	19140996	19141196	-	19141096	Chr7B	19228916	19229116	-	19229016	1.0	1.0	collinear
gene:TraesCS7B02G021200	Chr7B	19271829	19276711	-	19274270	Chr7B	19357644	19362526	-	19360085	1.0	0.999	collinear
gene:TraesCS7B02G021300	Chr7B	19535687	19539355	-	19537521	Chr7B	19616537	19620202	-	19618369	1.0	1.0	collinear
gene:TraesCS7B02G021400	Chr7B	19680385	19684350	-	19682367	Chr7B	19757634	19761599	-	19759616	1.0	1.0	collinear
gene:TraesCS7B02G021500	Chr7B	19887976	19891344	+	19889660	Chr7B	19963029	19966397	+	19964713	1.0	0.999	collinear
gene:TraesCS7B02G021700	Chr7B	20034508	20035534	-	20035021	Chr7B	20107447	20108475	-	20107961	1.0	0.997	collinear
gene:TraesCS7B02G021800	Chr7B	20384292	20384911	+	20384601	Chr7B	20451700	20452319	+	20452009	1.0	1.0	collinear
gene:TraesCS7B02G021900	Chr7B	20720112	20721816	-	20720964	Chr7B	21417236	21418940	-	21418088	1.0	1.0	collinear
gene:TraesCS7B02G022000	Chr7B	20834658	20838443	+	20836550	Chr7B	21529961	21533746	+	21531853	1.0	0.999	collinear
gene:TraesCS7B02G022100	Chr7B	21182473	21191995	-	21187234	Chr7B	21874349	21883692	-	21879020	1.0	1.0	collinear
gene:TraesCS7B02G022200	Chr7B	21278405	21279724	-	21279064	Chr7B	21968595	21969914	-	21969254	1.0	1.0	collinear
gene:TraesCS7B02G022300	Chr7B	21652584	21658104	+	21655344	Chr7B	22341040	22346332	+	22343686	1.0	1.0	collinear
gene:TraesCS7B02G022400	Chr7B	21666724	21669228	+	21667976	Chr7B	22353765	22356276	+	22355020	1.0	0.998	collinear
gene:TraesCS7B02G022600	Chr7B	21720288	21722110	-	21721199	Chr7B	22357219	22359022	-	22358120	0.987	0.981	collinear
gene:TraesCS7B02G022700	Chr7B	21819992	21822069	-	21821030	Chr7B	22471274	22473350	-	22472312	0.999	0.999	collinear
gene:TraesCS7B02G022800	Chr7B	22057306	22062081	+	22059693	Chr7B	22696186	22700961	+	22698573	1.0	1.0	collinear
gene:TraesCS7B02G022900	Chr7B	22062832	22077179	+	22070005	Chr7B	22701712	22715990	+	22708851	1.0	0.999	collinear
gene:TraesCS7B02G023100	Chr7B	22260288	22261918	+	22261103	Chr7B	22897577	22899207	+	22898392	1.0	1.0	collinear
gene:TraesCS7B02G023200	Chr7B	22314073	22314622	+	22314347	Chr7B	22949954	22950503	+	22950228	1.0	1.0	collinear
gene:TraesCS7B02G023300	Chr7B	22435694	22437235	+	22436464	Chr7B	23071357	23072898	+	23072127	1.0	1.0	collinear
gene:TraesCS7B02G023400	Chr7B	22462649	22464728	+	22463688	Chr7B	23097933	23100012	+	23098972	1.0	1.0	collinear
gene:TraesCS7B02G023500	Chr7B	22668025	22669475	+	22668750	Chr7B	23301986	23303436	+	23302711	1.0	1.0	collinear
gene:TraesCS7B02G023600	Chr7B	22709765	22711181	+	22710473	Chr7B	23337793	23339209	+	23338501	1.0	1.0	collinear
gene:TraesCS7B02G023800	Chr7B	22771699	22772349	+	22772024	Chr7B	23397918	23398568	+	23398243	1.0	1.0	collinear
gene:TraesCS7B02G023900	Chr7B	22833450	22834421	+	22833935	Chr7B	23458847	23459818	+	23459332	1.0	1.0	collinear
gene:TraesCS7B02G024000	Chr7B	22892818	22894168	+	22893493	Chr7B	23518228	23519578	+	23518903	1.0	1.0	collinear
gene:TraesCS7B02G024100	Chr7B	22963758	22965161	+	22964459	Chr7B	23590764	23592167	+	23591465	1.0	1.0	collinear
gene:TraesCS7B02G024200	Chr7B	23316953	23317943	-	23317448	Chr7B	23936720	23937710	-	23937215	1.0	0.998	collinear
