gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	ArinaLrFor_tgt_chr	ArinaLrFor_tgt_start	ArinaLrFor_tgt_end	ArinaLrFor_tgt_strand	ArinaLrFor_tgt_midpoint	ArinaLrFor_coverage	ArinaLrFor_identity	segment
gene:TraesCS7A02G026000	Chr7A	10351399	10354121	-	10352760	Chr7A	2898385	2901064	+	2899724	0.978	0.925	rearrangement:Chr7A_block1
gene:TraesCS7A02G026100	Chr7A	10357487	10358891	-	10358189	Chr7A	2881918	2883322	+	2882620	1.0	0.972	rearrangement:Chr7A_block1
gene:TraesCS7A02G026400	Chr7A	10619635	10626123	-	10622879	Chr7A	2586901	2593484	+	2590192	0.996	0.985	rearrangement:Chr7A_block1
gene:TraesCS7A02G027000	Chr7A	10855484	10862014	-	10858749	Chr7A	2570651	2577149	+	2573900	0.982	0.952	rearrangement:Chr7A_block1
gene:TraesCS7A02G027100	Chr7A	10884451	10885595	+	10885023	Chr7A	2547141	2548285	-	2547713	1.0	1.0	rearrangement:Chr7A_block1
gene:TraesCS7A02G027200	Chr7A	10904946	10907266	-	10906106	Chr7A	2525471	2527791	+	2526631	1.0	1.0	rearrangement:Chr7A_block1
gene:TraesCS7A02G027300	Chr7A	10907787	10913023	-	10910405	Chr7A	2519714	2524950	+	2522332	1.0	1.0	rearrangement:Chr7A_block1
gene:TraesCS7A02G027400	Chr7A	10979662	10980717	-	10980189	Chr7A	2453656	2454711	+	2454183	1.0	1.0	rearrangement:Chr7A_block1
gene:TraesCS7A02G027600	Chr7A	11052777	11054056	-	11053416	Chr7A	2382255	2383534	+	2382894	1.0	1.0	rearrangement:Chr7A_block1
gene:TraesCS7A02G027700	Chr7A	11084872	11088792	+	11086832	Chr7A	2348150	2352070	-	2350110	1.0	1.0	rearrangement:Chr7A_block1
gene:TraesCS7A02G027800	Chr7A	11091491	11101081	+	11096286	Chr7A	2335860	2345450	-	2340655	1.0	1.0	rearrangement:Chr7A_block1
gene:TraesCS7A02G027900	Chr7A	11102010	11105277	-	11103643	Chr7A	2331664	2334931	+	2333297	1.0	1.0	rearrangement:Chr7A_block1
gene:TraesCS7A02G028000	Chr7A	11227193	11230549	-	11228871	Chr7A	2207977	2211333	+	2209655	1.0	1.0	rearrangement:Chr7A_block1
gene:TraesCS7A02G028100	Chr7A	11265568	11266179	+	11265873	Chr7A	2172288	2172899	-	2172593	1.0	1.0	rearrangement:Chr7A_block1
gene:TraesCS7A02G028200	Chr7A	11310916	11311786	-	11311351	Chr7A	2129493	2130363	+	2129928	1.0	1.0	rearrangement:Chr7A_block1
gene:TraesCS7A02G028300	Chr7A	11414317	11416000	+	11415158	Chr7A	2025707	2027390	-	2026548	1.0	1.0	rearrangement:Chr7A_block1
gene:TraesCS7A02G028500	Chr7A	11439573	11440420	+	11439996	Chr7A	2000776	2001623	-	2001199	1.0	1.0	rearrangement:Chr7A_block1
gene:TraesCS7A02G028600	Chr7A	11581399	11582227	-	11581813	Chr7A	1862550	1863378	+	1862964	1.0	0.998	rearrangement:Chr7A_block1
gene:TraesCS7A02G028692	Chr7A	11660746	11662827	-	11661786	Chr7A	1782143	1784224	+	1783183	1.0	1.0	rearrangement:Chr7A_block1
gene:TraesCS7A02G028700	Chr7A	11677345	11677891	-	11677618	Chr7A	1768692	1769238	+	1768965	1.0	1.0	rearrangement:Chr7A_block1
gene:TraesCS7A02G028800	Chr7A	11802906	11803811	+	11803358	Chr7A	1606495	1607399	-	1606947	0.998	0.998	rearrangement:Chr7A_block1
gene:TraesCS7A02G028900	Chr7A	11845045	11845356	+	11845200	Chr7A	1591740	1592051	-	1591895	1.0	1.0	rearrangement:Chr7A_block1
gene:TraesCS7A02G029000	Chr7A	11876598	11877656	-	11877127	Chr7A	1559868	1560926	+	1560397	1.0	1.0	rearrangement:Chr7A_block1
gene:TraesCS7A02G029100	Chr7A	11883004	11884202	+	11883603	Chr7A	1552281	1553479	-	1552880	1.0	1.0	rearrangement:Chr7A_block1
gene:TraesCS7A02G029200	Chr7A	11929896	11931329	+	11930612	Chr7A	1504849	1506282	-	1505565	1.0	1.0	rearrangement:Chr7A_block1
gene:TraesCS7A02G029300	Chr7A	11959059	11959658	-	11959358	Chr7A	1476518	1477117	+	1476817	1.0	1.0	rearrangement:Chr7A_block1
gene:TraesCS7A02G029400	Chr7A	11990596	11991409	-	11991002	Chr7A	1445329	1446142	+	1445735	1.0	1.0	rearrangement:Chr7A_block1
gene:TraesCS7A02G029500	Chr7A	11999328	12000057	+	11999692	Chr7A	1436895	1437624	-	1437259	1.0	1.0	rearrangement:Chr7A_block1
gene:TraesCS7A02G029600	Chr7A	12095883	12100373	+	12098128	Chr7A	1338269	1342759	-	1340514	1.0	1.0	rearrangement:Chr7A_block1
gene:TraesCS7A02G029700	Chr7A	12115497	12118204	-	12116850	Chr7A	1319337	1322044	+	1320690	1.0	1.0	rearrangement:Chr7A_block1
gene:TraesCS7A02G029800	Chr7A	12127659	12128009	+	12127834	Chr7A	1309408	1309758	-	1309583	1.0	1.0	rearrangement:Chr7A_block1
gene:TraesCS7A02G029900	Chr7A	12176298	12180547	+	12178422	Chr7A	1257916	1262166	-	1260041	1.0	1.0	rearrangement:Chr7A_block1
gene:TraesCS7A02G030000	Chr7A	12181435	12182283	+	12181859	Chr7A	1256180	1257028	-	1256604	1.0	1.0	rearrangement:Chr7A_block1
gene:TraesCS7A02G030100	Chr7A	12198019	12202295	-	12200157	Chr7A	1236242	1240518	+	1238380	1.0	1.0	rearrangement:Chr7A_block1
gene:TraesCS7A02G030200	Chr7A	12216754	12217356	+	12217055	Chr7A	1220201	1220803	-	1220502	1.0	1.0	rearrangement:Chr7A_block1
gene:TraesCS7A02G030300	Chr7A	12283146	12283493	-	12283319	Chr7A	1154975	1155322	+	1155148	1.0	1.0	rearrangement:Chr7A_block1
gene:TraesCS7A02G030400	Chr7A	12309107	12311318	-	12310212	Chr7A	1127374	1129585	+	1128479	1.0	1.0	rearrangement:Chr7A_block1
gene:TraesCS7A02G030500	Chr7A	12399795	12422324	+	12411059	Chr7A	1017717	1040246	-	1028981	1.0	1.0	rearrangement:Chr7A_block1
gene:TraesCS7A02G030600	Chr7A	12428050	12429685	-	12428867	Chr7A	1010356	1011991	+	1011173	1.0	0.999	rearrangement:Chr7A_block1
gene:TraesCS7A02G030700	Chr7A	12453759	12455343	-	12454551	Chr7A	990505	992089	+	991297	1.0	1.0	rearrangement:Chr7A_block1
gene:TraesCS7A02G030800	Chr7A	12651331	12652819	-	12652075	Chr7A	793196	794684	+	793940	1.0	0.999	rearrangement:Chr7A_block1
gene:TraesCS7A02G030900	Chr7A	12756305	12760296	-	12758300	Chr7A	675736	679727	+	677731	1.0	0.997	rearrangement:Chr7A_block1
gene:TraesCS7A02G031000	Chr7A	12809300	12814061	-	12811680	Chr7A	635322	640107	+	637714	1.0	0.989	rearrangement:Chr7A_block1
gene:TraesCS7A02G031100	Chr7A	12907759	12911699	+	12909729	Chr7A	545034	548975	-	547004	1.0	0.997	rearrangement:Chr7A_block1
gene:TraesCS7A02G031200	Chr7A	13047924	13055219	+	13051571	Chr7A	462563	469857	-	466210	1.0	0.999	rearrangement:Chr7A_block1
gene:TraesCS7A02G031300	Chr7A	13090803	13094176	+	13092489	Chr7A	423606	426979	-	425292	1.0	1.0	rearrangement:Chr7A_block1
gene:TraesCS7A02G031400	Chr7A	13100401	13106973	-	13103687	Chr7A	410975	417547	+	414261	1.0	0.999	rearrangement:Chr7A_block1
gene:TraesCS7A02G031500	Chr7A	13114313	13115572	-	13114942	Chr7A	402376	403635	+	403005	1.0	1.0	rearrangement:Chr7A_block1
gene:TraesCS7A02G031600	Chr7A	13131638	13133034	-	13132336	Chr7A	384899	386295	+	385597	1.0	1.0	rearrangement:Chr7A_block1
gene:TraesCS7A02G031700	Chr7A	13177301	13179329	-	13178315	Chr7A	338461	340489	+	339475	1.0	1.0	rearrangement:Chr7A_block1
gene:TraesCS7A02G031800	Chr7A	13184862	13186064	-	13185463	Chr7A	331727	332929	+	332328	1.0	1.0	rearrangement:Chr7A_block1
gene:TraesCS7A02G031900	Chr7A	13189196	13192601	+	13190898	Chr7A	325190	328595	-	326892	1.0	1.0	rearrangement:Chr7A_block1
gene:TraesCS7A02G032000	Chr7A	13193359	13195573	-	13194466	Chr7A	322218	324432	+	323325	1.0	0.998	rearrangement:Chr7A_block1
gene:TraesCS7A02G032100	Chr7A	13215430	13229260	-	13222345	Chr7A	289336	302563	+	295949	1.0	1.0	rearrangement:Chr7A_block1
gene:TraesCS7A02G032200	Chr7A	13233387	13243208	+	13238297	Chr7A	274101	283748	-	278924	1.0	0.999	rearrangement:Chr7A_block1
gene:TraesCS7A02G189300	Chr7A	146677500	146678632	+	146678066	Chr7A	184974480	184975611	-	184975045	1.0	0.998	rearrangement:Chr7A_block3
gene:TraesCS7A02G189400	Chr7A	146676886	146680544	-	146678715	Chr7A	184972576	184976225	+	184974400	0.997	0.994	rearrangement:Chr7A_block3
gene:TraesCS7A02G189500	Chr7A	146907954	146910101	+	146909027	Chr7A	184756340	184758486	-	184757413	0.999	0.998	rearrangement:Chr7A_block3
gene:TraesCS7A02G189600	Chr7A	146949436	146951975	+	146950705	Chr7A	184714476	184717015	-	184715745	1.0	0.998	rearrangement:Chr7A_block3
gene:TraesCS7A02G189700	Chr7A	146975579	146977637	-	146976608	Chr7A	184696454	184698514	+	184697484	1.0	0.996	rearrangement:Chr7A_block3
gene:TraesCS7A02G189900	Chr7A	147068788	147071706	-	147070247	Chr7A	184598936	184601854	+	184600395	1.0	0.995	rearrangement:Chr7A_block3
gene:TraesCS7A02G190000	Chr7A	147910498	147912714	+	147911606	Chr7A	183676631	183678847	-	183677739	1.0	1.0	rearrangement:Chr7A_block3
gene:TraesCS7A02G190100	Chr7A	147918707	147920065	-	147919386	Chr7A	183669251	183670612	+	183669931	1.0	0.99	rearrangement:Chr7A_block3
gene:TraesCS7A02G190200	Chr7A	147921887	147924552	-	147923219	Chr7A	183664652	183667398	+	183666025	0.999	0.997	rearrangement:Chr7A_block3
gene:TraesCS7A02G190300	Chr7A	147925922	147937465	-	147931693	Chr7A	183651700	183663245	+	183657472	0.997	0.994	rearrangement:Chr7A_block3
gene:TraesCS7A02G190400	Chr7A	148375327	148376172	+	148375749	Chr7A	183246988	183247833	-	183247410	1.0	0.988	rearrangement:Chr7A_block3
gene:TraesCS7A02G190500	Chr7A	148392769	148399775	+	148396272	Chr7A	183223372	183230380	-	183226876	1.0	0.998	rearrangement:Chr7A_block3
gene:TraesCS7A02G190600	Chr7A	148414887	148418041	+	148416464	Chr7A	183191955	183195109	-	183193532	1.0	0.998	rearrangement:Chr7A_block3
gene:TraesCS7A02G190700	Chr7A	148480258	148494419	-	148487338	Chr7A	183115660	183129647	+	183122653	1.0	0.998	rearrangement:Chr7A_block3
gene:TraesCS7A02G190800	Chr7A	148656416	148658383	+	148657399	Chr7A	182952613	182954580	-	182953596	1.0	0.999	rearrangement:Chr7A_block3
gene:TraesCS7A02G190900	Chr7A	148807635	148809759	+	148808697	Chr7A	182802848	182804954	-	182803901	1.0	0.999	rearrangement:Chr7A_block3
gene:TraesCS7A02G191000	Chr7A	148832126	148832719	-	148832422	Chr7A	182780165	182780758	+	182780461	1.0	0.998	rearrangement:Chr7A_block3
gene:TraesCS7A02G191100	Chr7A	148986014	148988455	-	148987234	Chr7A	182618314	182620751	+	182619532	0.997	0.995	rearrangement:Chr7A_block3
gene:TraesCS7A02G191200	Chr7A	149166829	149168028	+	149167428	Chr7A	182432656	182433855	-	182433255	1.0	1.0	rearrangement:Chr7A_block3
gene:TraesCS7A02G191300	Chr7A	149292238	149299527	+	149295882	Chr7A	182313685	182321513	-	182317599	1.0	0.996	rearrangement:Chr7A_block3
gene:TraesCS7A02G191400	Chr7A	149302902	149306212	+	149304557	Chr7A	182307274	182310584	-	182308929	1.0	0.998	rearrangement:Chr7A_block3
gene:TraesCS7A02G191500	Chr7A	149313436	149316528	+	149314982	Chr7A	182297178	182300270	-	182298724	1.0	0.989	rearrangement:Chr7A_block3
gene:TraesCS7A02G191600	Chr7A	149316906	149317802	-	149317354	Chr7A	182295904	182296800	+	182296352	1.0	0.996	rearrangement:Chr7A_block3
gene:TraesCS7A02G191700	Chr7A	149424588	149426530	-	149425559	Chr7A	182178957	182180899	+	182179928	1.0	0.997	rearrangement:Chr7A_block3
gene:TraesCS7A02G191800	Chr7A	149601410	149603070	+	149602240	Chr7A	181972688	181974348	-	181973518	1.0	0.998	rearrangement:Chr7A_block3
gene:TraesCS7A02G191900	Chr7A	149860915	149862723	-	149861819	Chr7A	181716934	181718746	+	181717840	1.0	0.996	rearrangement:Chr7A_block3
gene:TraesCS7A02G192000	Chr7A	149866055	149869947	-	149868001	Chr7A	181709677	181713617	+	181711647	1.0	0.995	rearrangement:Chr7A_block3
gene:TraesCS7A02G192200	Chr7A	150186668	150207181	+	150196924	Chr7A	181252156	181278958	-	181265557	1.0	0.991	rearrangement:Chr7A_block3
gene:TraesCS7A02G192400	Chr7A	150328263	150329767	-	150329015	Chr7A	181139202	181140675	+	181139938	0.979	0.978	rearrangement:Chr7A_block3
gene:TraesCS7A02G192500	Chr7A	150418491	150420566	-	150419528	Chr7A	181061237	181063312	+	181062274	1.0	0.998	rearrangement:Chr7A_block3
gene:TraesCS7A02G192600	Chr7A	150442982	150445335	-	150444158	Chr7A	181036420	181038809	+	181037614	1.0	0.98	rearrangement:Chr7A_block3
gene:TraesCS7A02G192700	Chr7A	150559665	150561813	+	150560739	Chr7A	180924372	180926646	-	180925509	1.0	0.999	rearrangement:Chr7A_block3
gene:TraesCS7A02G192800	Chr7A	150728816	150730384	-	150729600	Chr7A	180767112	180768680	+	180767896	1.0	0.996	rearrangement:Chr7A_block3
gene:TraesCS7A02G192900	Chr7A	150880565	150881902	+	150881233	Chr7A	180616723	180618060	-	180617391	1.0	0.998	rearrangement:Chr7A_block3
gene:TraesCS7A02G193000	Chr7A	150882284	150891381	-	150886832	Chr7A	180607208	180616341	+	180611774	1.0	0.996	rearrangement:Chr7A_block3
gene:TraesCS7A02G193100	Chr7A	150904661	150910871	-	150907766	Chr7A	180587711	180593921	+	180590816	1.0	0.993	rearrangement:Chr7A_block3
gene:TraesCS7A02G193200	Chr7A	150981026	150985007	+	150983016	Chr7A	180519235	180523219	-	180521227	0.999	0.995	rearrangement:Chr7A_block3
gene:TraesCS7A02G193300	Chr7A	150987471	150989255	+	150988363	Chr7A	180514983	180516770	-	180515876	1.0	1.0	rearrangement:Chr7A_block3
gene:TraesCS7A02G193400	Chr7A	150989506	150993782	-	150991644	Chr7A	180510454	180514732	+	180512593	1.0	0.999	rearrangement:Chr7A_block3
gene:TraesCS7A02G193500	Chr7A	150993797	151000278	-	150997037	Chr7A	180503959	180510439	+	180507199	1.0	0.998	rearrangement:Chr7A_block3
gene:TraesCS7A02G193600	Chr7A	151327489	151328046	-	151327767	Chr7A	180197632	180198190	+	180197911	1.0	0.992	rearrangement:Chr7A_block3
gene:TraesCS7A02G193700	Chr7A	151381699	151383226	-	151382462	Chr7A	180138220	180139746	+	180138983	0.998	0.993	rearrangement:Chr7A_block3
gene:TraesCS7A02G193800	Chr7A	151862672	151863937	+	151863304	Chr7A	179632741	179634006	-	179633373	1.0	0.994	rearrangement:Chr7A_block3
gene:TraesCS7A02G193900	Chr7A	151874323	151875361	+	151874842	Chr7A	179621699	179622737	-	179622218	1.0	0.994	rearrangement:Chr7A_block3
gene:TraesCS7A02G194000	Chr7A	151960340	151961653	-	151960996	Chr7A	179535205	179536518	+	179535861	1.0	0.998	rearrangement:Chr7A_block3
gene:TraesCS7A02G194100	Chr7A	152084396	152085775	+	152085085	Chr7A	179439472	179440851	-	179440161	1.0	0.997	rearrangement:Chr7A_block3
gene:TraesCS7A02G194200	Chr7A	152507053	152508332	+	152507692	Chr7A	178960995	178962274	-	178961634	1.0	1.0	rearrangement:Chr7A_block3
gene:TraesCS7A02G194300	Chr7A	152540384	152541552	+	152540968	Chr7A	178917694	178918862	-	178918278	1.0	1.0	rearrangement:Chr7A_block3
gene:TraesCS7A02G194400	Chr7A	152543110	152550290	-	152546700	Chr7A	178908976	178916134	+	178912555	1.0	0.997	rearrangement:Chr7A_block3
gene:TraesCS7A02G194500	Chr7A	152832641	152834428	+	152833534	Chr7A	178644920	178646707	-	178645813	1.0	0.999	rearrangement:Chr7A_block3
gene:TraesCS7A02G194600	Chr7A	153376063	153381870	-	153378966	Chr7A	177747782	177753588	+	177750685	1.0	0.999	rearrangement:Chr7A_block3
gene:TraesCS7A02G194700	Chr7A	154062737	154064285	+	154063511	Chr7A	176921743	176923291	-	176922517	1.0	0.993	rearrangement:Chr7A_block3
gene:TraesCS7A02G194800	Chr7A	154329966	154334011	-	154331988	Chr7A	176652552	176656597	+	176654574	1.0	0.999	rearrangement:Chr7A_block3
gene:TraesCS7A02G194900	Chr7A	154384329	154386305	+	154385317	Chr7A	176600805	176602783	-	176601794	1.0	0.997	rearrangement:Chr7A_block3
gene:TraesCS7A02G195000	Chr7A	154387196	154390235	-	154388715	Chr7A	176596875	176599914	+	176598394	1.0	0.997	rearrangement:Chr7A_block3
gene:TraesCS7A02G195100	Chr7A	154557786	154559276	-	154558531	Chr7A	176431784	176433275	+	176432529	1.0	0.993	rearrangement:Chr7A_block3
gene:TraesCS7A02G195200	Chr7A	154560366	154564714	-	154562540	Chr7A	176426733	176431083	+	176428908	1.0	0.998	rearrangement:Chr7A_block3
gene:TraesCS7A02G195300	Chr7A	155259038	155260351	+	155259694	Chr7A	175705513	175706874	-	175706193	1.0	0.996	rearrangement:Chr7A_block3
gene:TraesCS7A02G195400	Chr7A	155296066	155305869	-	155300967	Chr7A	175664128	175673100	+	175668614	0.993	0.986	rearrangement:Chr7A_block3
gene:TraesCS7A02G195500	Chr7A	155510847	155513308	+	155512077	Chr7A	175470386	175472847	-	175471616	1.0	0.998	rearrangement:Chr7A_block3
gene:TraesCS7A02G195600	Chr7A	155599666	155603973	-	155601819	Chr7A	175358502	175362809	+	175360655	1.0	0.998	rearrangement:Chr7A_block3
gene:TraesCS7A02G195700	Chr7A	155643310	155644710	-	155644010	Chr7A	175317902	175319302	+	175318602	1.0	0.997	rearrangement:Chr7A_block3
gene:TraesCS7A02G195800	Chr7A	155645304	155646696	-	155646000	Chr7A	175315916	175317308	+	175316612	1.0	0.998	rearrangement:Chr7A_block3
gene:TraesCS7A02G195900	Chr7A	155647347	155657766	-	155652556	Chr7A	175305152	175315260	+	175310206	1.0	0.998	rearrangement:Chr7A_block3
gene:TraesCS7A02G196000	Chr7A	155951801	155952750	+	155952275	Chr7A	175026064	175027014	-	175026539	0.997	0.985	rearrangement:Chr7A_block3
gene:TraesCS7A02G196100	Chr7A	155965323	155968273	-	155966798	Chr7A	175010546	175013496	+	175012021	1.0	0.999	rearrangement:Chr7A_block3
gene:TraesCS7A02G196200	Chr7A	156102788	156107540	+	156105164	Chr7A	174882764	174887607	-	174885185	1.0	0.999	rearrangement:Chr7A_block3
gene:TraesCS7A02G196300	Chr7A	156112016	156116469	+	156114242	Chr7A	174873854	174878305	-	174876079	1.0	1.0	rearrangement:Chr7A_block3
gene:TraesCS7A02G196400	Chr7A	156128576	156132368	+	156130472	Chr7A	174857963	174861745	-	174859854	0.992	0.992	rearrangement:Chr7A_block3
gene:TraesCS7A02G196500	Chr7A	156267495	156269051	+	156268273	Chr7A	174724736	174726292	-	174725514	1.0	0.999	rearrangement:Chr7A_block3
gene:TraesCS7A02G196600	Chr7A	156317994	156321027	+	156319510	Chr7A	174673542	174676574	-	174675058	1.0	1.0	rearrangement:Chr7A_block3
gene:TraesCS7A02G196700	Chr7A	156549057	156550919	+	156549988	Chr7A	174451273	174453132	-	174452202	0.998	0.997	rearrangement:Chr7A_block3
gene:TraesCS7A02G196900	Chr7A	156565931	156567541	-	156566736	Chr7A	174434684	174436293	+	174435488	1.0	0.999	rearrangement:Chr7A_block3
gene:TraesCS7A02G203400	Chr7A	165439651	165440287	+	165439969	Chr7A	164603173	164603809	-	164603491	1.0	0.99	rearrangement:Chr7A_block2
gene:TraesCS7A02G203500	Chr7A	165522207	165529594	+	165525900	Chr7A	164517480	164521319	-	164519399	1.0	0.994	rearrangement:Chr7A_block2
gene:TraesCS7A02G203600	Chr7A	165799616	165825445	+	165812530	Chr7A	164211469	164237316	-	164224392	1.0	0.999	rearrangement:Chr7A_block2
gene:TraesCS7A02G203700	Chr7A	165899834	165907479	+	165903656	Chr7A	164129526	164137192	-	164133359	1.0	0.998	rearrangement:Chr7A_block2
gene:TraesCS7A02G203800	Chr7A	165927059	165931173	+	165929116	Chr7A	164105841	164109952	-	164107896	1.0	0.998	rearrangement:Chr7A_block2
gene:TraesCS7A02G203900	Chr7A	165936160	165937710	+	165936935	Chr7A	164099321	164100858	-	164100089	0.991	0.99	rearrangement:Chr7A_block2
gene:TraesCS7A02G204000	Chr7A	166323966	166331332	+	166327649	Chr7A	163691966	163699353	-	163695659	1.0	0.998	rearrangement:Chr7A_block2
gene:TraesCS7A02G204100	Chr7A	166331888	166336194	-	166334041	Chr7A	163687061	163691375	+	163689218	1.0	0.992	rearrangement:Chr7A_block2
gene:TraesCS7A02G204200	Chr7A	166483316	166488597	+	166485956	Chr7A	163534698	163540112	-	163537405	1.0	0.996	rearrangement:Chr7A_block2
gene:TraesCS7A02G204300	Chr7A	166486351	166493187	-	166489769	Chr7A	163530109	163537075	+	163533592	1.0	0.977	rearrangement:Chr7A_block2
gene:TraesCS7A02G204400	Chr7A	166745853	166747372	+	166746612	Chr7A	163306451	163307969	-	163307210	0.999	0.997	rearrangement:Chr7A_block2
gene:TraesCS7A02G204500	Chr7A	166748338	166752324	-	166750331	Chr7A	163301343	163305495	+	163303419	1.0	0.997	rearrangement:Chr7A_block2
gene:TraesCS7A02G204600	Chr7A	166757208	166762434	-	166759821	Chr7A	163291248	163296477	+	163293862	1.0	0.998	rearrangement:Chr7A_block2
gene:TraesCS7A02G204700	Chr7A	166868319	166872332	+	166870325	Chr7A	163174163	163178177	-	163176170	1.0	0.998	rearrangement:Chr7A_block2
gene:TraesCS7A02G204800	Chr7A	166987471	166989080	-	166988275	Chr7A	163047605	163049214	+	163048409	1.0	0.998	rearrangement:Chr7A_block2
gene:TraesCS7A02G204900	Chr7A	167161586	167163605	+	167162595	Chr7A	162881926	162883945	-	162882935	1.0	0.998	rearrangement:Chr7A_block2
gene:TraesCS7A02G205000	Chr7A	167163879	167164382	+	167164130	Chr7A	162881149	162881652	-	162881400	1.0	0.998	rearrangement:Chr7A_block2
gene:TraesCS7A02G205100	Chr7A	167179571	167180917	+	167180244	Chr7A	162865030	162866376	-	162865703	1.0	0.998	rearrangement:Chr7A_block2
gene:TraesCS7A02G205200	Chr7A	167253432	167272018	+	167262725	Chr7A	162765371	162784061	-	162774716	1.0	0.998	rearrangement:Chr7A_block2
gene:TraesCS7A02G205300	Chr7A	167272951	167280750	-	167276850	Chr7A	162756655	162764439	+	162760547	1.0	0.999	rearrangement:Chr7A_block2
gene:TraesCS7A02G205400	Chr7A	167680218	167683798	+	167682008	Chr7A	162347909	162352102	-	162350005	0.998	0.995	rearrangement:Chr7A_block2
