gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	ArinaLrFor_tgt_chr	ArinaLrFor_tgt_start	ArinaLrFor_tgt_end	ArinaLrFor_tgt_strand	ArinaLrFor_tgt_midpoint	ArinaLrFor_coverage	ArinaLrFor_identity	segment
gene:TraesCS5A02G011200	Chr5A	7362413	7366565	-	7364489	Chr5A	2898351	2902503	-	2900427	1.0	0.998	rearrangement:Chr5A_block1
gene:TraesCS5A02G011300	Chr5A	7487068	7487998	+	7487533	Chr5A	2953475	2954405	+	2953940	1.0	0.997	rearrangement:Chr5A_block1
gene:TraesCS5A02G011400	Chr5A	7495070	7496099	+	7495584	Chr5A	2961154	2962183	+	2961668	1.0	0.997	rearrangement:Chr5A_block1
gene:TraesCS5A02G011500	Chr5A	7504654	7506482	-	7505568	Chr5A	2970905	2972733	-	2971819	1.0	0.997	rearrangement:Chr5A_block1
gene:TraesCS5A02G187100	Chr5A	389052380	389060906	+	389056643	Chr5A	403105549	403113636	-	403109592	0.979	0.979	rearrangement:Chr5A_block3
gene:TraesCS5A02G187200	Chr5A	389061691	389064458	-	389063074	Chr5A	403101996	403104763	+	403103379	1.0	1.0	rearrangement:Chr5A_block3
gene:TraesCS5A02G187300	Chr5A	389069720	389073100	+	389071410	Chr5A	403093562	403096942	-	403095252	1.0	1.0	rearrangement:Chr5A_block3
gene:TraesCS5A02G187400	Chr5A	389131980	389133955	-	389132967	Chr5A	403033402	403035377	+	403034389	1.0	1.0	rearrangement:Chr5A_block3
gene:TraesCS5A02G187500	Chr5A	389153524	389154678	+	389154101	Chr5A	403012677	403013831	-	403013254	1.0	1.0	rearrangement:Chr5A_block3
gene:TraesCS5A02G187700	Chr5A	389165768	389167324	-	389166546	Chr5A	403007373	403008929	+	403008151	1.0	1.0	rearrangement:Chr5A_block3
gene:TraesCS5A02G187800	Chr5A	389635768	389637484	-	389636626	Chr5A	402541812	402543528	+	402542670	1.0	1.0	rearrangement:Chr5A_block3
gene:TraesCS5A02G187900	Chr5A	389713723	389715786	+	389714754	Chr5A	402463634	402465697	-	402464665	1.0	1.0	rearrangement:Chr5A_block3
gene:TraesCS5A02G188000	Chr5A	389716642	389718098	+	389717370	Chr5A	402461322	402462778	-	402462050	1.0	1.0	rearrangement:Chr5A_block3
gene:TraesCS5A02G188100	Chr5A	389719370	389724310	+	389721840	Chr5A	402455110	402460050	-	402457580	1.0	1.0	rearrangement:Chr5A_block3
gene:TraesCS5A02G188200	Chr5A	389724313	389726710	-	389725511	Chr5A	402452710	402455107	+	402453908	1.0	1.0	rearrangement:Chr5A_block3
gene:TraesCS5A02G188300	Chr5A	389763146	389764957	-	389764051	Chr5A	402413562	402415373	+	402414467	1.0	1.0	rearrangement:Chr5A_block3
gene:TraesCS5A02G188400	Chr5A	390229534	390231245	+	390230389	Chr5A	401949217	401950928	-	401950072	1.0	1.0	rearrangement:Chr5A_block3
gene:TraesCS5A02G188500	Chr5A	390234284	390237986	+	390236135	Chr5A	401942476	401946178	-	401944327	1.0	1.0	rearrangement:Chr5A_block3
gene:TraesCS5A02G188600	Chr5A	390242133	390244439	-	390243286	Chr5A	401936023	401938329	+	401937176	1.0	0.999	rearrangement:Chr5A_block3
gene:TraesCS5A02G188700	Chr5A	390365810	390370864	-	390368337	Chr5A	401810735	401815789	+	401813262	1.0	1.0	rearrangement:Chr5A_block3
gene:TraesCS5A02G188800	Chr5A	390552710	390563403	-	390558056	Chr5A	401618145	401628838	+	401623491	1.0	1.0	rearrangement:Chr5A_block3
gene:TraesCS5A02G188900	Chr5A	390730454	390734791	-	390732622	Chr5A	401443455	401447558	+	401445506	1.0	1.0	rearrangement:Chr5A_block3
gene:TraesCS5A02G189000	Chr5A	391516937	391521446	-	391519191	Chr5A	400675728	400680216	+	400677972	1.0	0.996	rearrangement:Chr5A_block3
gene:TraesCS5A02G189100	Chr5A	391542907	391548314	-	391545610	Chr5A	400663516	400668582	+	400666049	0.977	0.974	rearrangement:Chr5A_block3
gene:TraesCS5A02G189200	Chr5A	391548711	391554182	-	391551446	Chr5A	400657471	400662930	+	400660200	1.0	0.996	rearrangement:Chr5A_block3
gene:TraesCS5A02G189300	Chr5A	391977248	391978991	-	391978119	Chr5A	400296586	400298275	+	400297430	0.966	0.962	rearrangement:Chr5A_block3
gene:TraesCS5A02G189400	Chr5A	391998137	392000722	-	391999429	Chr5A	400272756	400275670	+	400274213	1.0	0.997	rearrangement:Chr5A_block3
gene:TraesCS5A02G189500	Chr5A	392035064	392038145	-	392036604	Chr5A	400234279	400237402	+	400235840	1.0	0.998	rearrangement:Chr5A_block3
gene:TraesCS5A02G189600	Chr5A	392574715	392585765	+	392580240	Chr5A	399684186	399695237	-	399689711	1.0	0.999	rearrangement:Chr5A_block3
gene:TraesCS5A02G189700	Chr5A	393252482	393254499	+	393253490	Chr5A	399018771	399020788	-	399019779	1.0	0.995	rearrangement:Chr5A_block3
gene:TraesCS5A02G189800	Chr5A	393363595	393365096	+	393364345	Chr5A	398950209	398951710	-	398950959	1.0	0.995	rearrangement:Chr5A_block3
gene:TraesCS5A02G189900	Chr5A	393469551	393478023	+	393473787	Chr5A	398846928	398855234	-	398851081	1.0	0.998	rearrangement:Chr5A_block3
gene:TraesCS5A02G195600	Chr5A	398884133	398887677	-	398885905	Chr5A	393499976	393503520	+	393501748	1.0	1.0	rearrangement:Chr5A_block2
gene:TraesCS5A02G195700	Chr5A	398921456	398922593	-	398922024	Chr5A	393465050	393466187	+	393465618	1.0	1.0	rearrangement:Chr5A_block2
gene:TraesCS5A02G195800	Chr5A	398925967	398926897	-	398926432	Chr5A	393460749	393461679	+	393461214	1.0	1.0	rearrangement:Chr5A_block2
gene:TraesCS5A02G195900	Chr5A	398927059	398931505	-	398929282	Chr5A	393456141	393460587	+	393458364	1.0	1.0	rearrangement:Chr5A_block2
gene:TraesCS5A02G196000	Chr5A	398934932	398939074	+	398937003	Chr5A	393448807	393452714	-	393450760	1.0	1.0	rearrangement:Chr5A_block2
gene:TraesCS5A02G196100	Chr5A	399290634	399298913	+	399294773	Chr5A	393095260	393103539	-	393099399	1.0	1.0	rearrangement:Chr5A_block2
gene:TraesCS5A02G196200	Chr5A	399453296	399461596	-	399457446	Chr5A	392930438	392938738	+	392934588	1.0	1.0	rearrangement:Chr5A_block2
gene:TraesCS5A02G196300	Chr5A	400074977	400075583	-	400075280	Chr5A	392318774	392319380	+	392319077	1.0	1.0	rearrangement:Chr5A_block2
gene:TraesCS5A02G196400	Chr5A	400410933	400413943	+	400412438	Chr5A	391983181	391986191	-	391984686	1.0	1.0	rearrangement:Chr5A_block2
gene:TraesCS5A02G196500	Chr5A	400417628	400419940	+	400418784	Chr5A	391977347	391979496	-	391978421	0.996	0.996	rearrangement:Chr5A_block2
gene:TraesCS5A02G196600	Chr5A	400493675	400495987	-	400494831	Chr5A	391902481	391904630	+	391903555	0.998	0.998	rearrangement:Chr5A_block2
gene:TraesCS5A02G196700	Chr5A	400499687	400502551	-	400501119	Chr5A	391895917	391898781	+	391897349	1.0	1.0	rearrangement:Chr5A_block2
gene:TraesCS5A02G196800	Chr5A	400573460	400576523	+	400574991	Chr5A	391828146	391831209	-	391829677	1.0	1.0	rearrangement:Chr5A_block2
gene:TraesCS5A02G196900	Chr5A	400769047	400777610	-	400773328	Chr5A	391628238	391636802	+	391632520	1.0	1.0	rearrangement:Chr5A_block2
gene:TraesCS5A02G197000	Chr5A	400784620	400797910	-	400791265	Chr5A	391608143	391621228	+	391614685	1.0	1.0	rearrangement:Chr5A_block2
gene:TraesCS5A02G197100	Chr5A	400866703	400879323	+	400873013	Chr5A	391528167	391539588	-	391533877	1.0	1.0	rearrangement:Chr5A_block2
gene:TraesCS5A02G197200	Chr5A	401134551	401145724	+	401140137	Chr5A	391263189	391274042	-	391268615	1.0	0.999	rearrangement:Chr5A_block2
gene:TraesCS5A02G197300	Chr5A	401299052	401313636	+	401306344	Chr5A	391095219	391110123	-	391102671	1.0	1.0	rearrangement:Chr5A_block2
gene:TraesCS5A02G197400	Chr5A	401316086	401318701	-	401317393	Chr5A	391090154	391092769	+	391091461	1.0	1.0	rearrangement:Chr5A_block2
gene:TraesCS5A02G197500	Chr5A	401439220	401441832	+	401440526	Chr5A	390967882	390970494	-	390969188	1.0	1.0	rearrangement:Chr5A_block2
gene:TraesCS5A02G197600	Chr5A	401509084	401509695	-	401509389	Chr5A	390900884	390901495	+	390901189	1.0	1.0	rearrangement:Chr5A_block2
gene:TraesCS5A02G197700	Chr5A	401745642	401754640	-	401750141	Chr5A	390658214	390667212	+	390662713	1.0	1.0	rearrangement:Chr5A_block2
gene:TraesCS5A02G197800	Chr5A	401758452	401763369	-	401760910	Chr5A	390649462	390654402	+	390651932	1.0	1.0	rearrangement:Chr5A_block2
gene:TraesCS5A02G197900	Chr5A	401951628	401955802	+	401953715	Chr5A	390457867	390461987	-	390459927	0.977	0.977	rearrangement:Chr5A_block2
gene:TraesCS5A02G198100	Chr5A	402160484	402164936	+	402162710	Chr5A	390249444	390253896	-	390251670	1.0	1.0	rearrangement:Chr5A_block2
gene:TraesCS5A02G000900	Chr5A	692543	694327	+	693435	Chr5A	7135917	7137701	-	7136809	1.0	0.995	collinear
gene:TraesCS5A02G001100	Chr5A	855353	858565	-	856959	Chr5A	6879120	6882240	+	6880680	0.998	0.993	collinear
gene:TraesCS5A02G001200	Chr5A	1114075	1114440	-	1114257	Chr5A	6596501	6596866	+	6596683	1.0	0.969	collinear
gene:TraesCS5A02G001400	Chr5A	1202119	1202601	+	1202360	Chr5A	6513107	6513589	-	6513348	1.0	0.997	collinear
gene:TraesCS5A02G001500	Chr5A	1218671	1227119	+	1222895	Chr5A	6488929	6497373	-	6493151	0.994	0.993	collinear
gene:TraesCS5A02G001600	Chr5A	1228104	1231038	+	1229571	Chr5A	6485010	6487944	-	6486477	1.0	1.0	collinear
gene:TraesCS5A02G001700	Chr5A	1241766	1242112	+	1241939	Chr5A	6473935	6474281	-	6474108	1.0	1.0	collinear
gene:TraesCS5A02G001800	Chr5A	1302643	1302822	+	1302732	Chr5A	6402842	6403021	-	6402931	1.0	1.0	collinear
gene:TraesCS5A02G001900	Chr5A	1346522	1347511	-	1347016	Chr5A	6357845	6358834	+	6358339	1.0	1.0	collinear
gene:TraesCS5A02G002000	Chr5A	1758066	1759570	-	1758818	Chr5A	5956872	5958376	+	5957624	1.0	1.0	collinear
gene:TraesCS5A02G002100	Chr5A	1833619	1834815	-	1834217	Chr5A	5875446	5876642	+	5876044	1.0	0.997	collinear
gene:TraesCS5A02G002200	Chr5A	1947285	1952551	-	1949918	Chr5A	5752821	5757540	+	5755180	0.992	0.986	collinear
gene:TraesCS5A02G002400	Chr5A	2081880	2086130	-	2084005	Chr5A	5602220	5606469	+	5604344	1.0	0.997	collinear
gene:TraesCS5A02G002500	Chr5A	2103640	2107862	+	2105751	Chr5A	5580885	5585107	-	5582996	1.0	1.0	collinear
gene:TraesCS5A02G002600	Chr5A	2108869	2113862	+	2111365	Chr5A	5574885	5579878	-	5577381	1.0	1.0	collinear
gene:TraesCS5A02G002700	Chr5A	2120701	2126503	-	2123602	Chr5A	5562244	5568046	+	5565145	1.0	1.0	collinear
gene:TraesCS5A02G002800	Chr5A	2174649	2177688	-	2176168	Chr5A	5513447	5516486	+	5514966	1.0	1.0	collinear
gene:TraesCS5A02G002900	Chr5A	2397627	2399194	-	2398410	Chr5A	5293679	5295246	+	5294462	1.0	1.0	collinear
gene:TraesCS5A02G003000	Chr5A	2403142	2404068	+	2403605	Chr5A	5288805	5289731	-	5289268	1.0	1.0	collinear
gene:TraesCS5A02G003200	Chr5A	2408790	2412563	-	2410676	Chr5A	5274917	5278652	+	5276784	0.979	0.979	collinear
gene:TraesCS5A02G003300	Chr5A	2414730	2415224	+	2414977	Chr5A	5272405	5272899	-	5272652	1.0	1.0	collinear
gene:TraesCS5A02G003400	Chr5A	2421362	2423669	+	2422515	Chr5A	5263962	5266269	-	5265115	1.0	1.0	collinear
gene:TraesCS5A02G003500	Chr5A	2426488	2428137	-	2427312	Chr5A	5259494	5261143	+	5260318	1.0	0.999	collinear
gene:TraesCS5A02G003600	Chr5A	2428700	2430235	-	2429467	Chr5A	5257396	5258931	+	5258163	1.0	0.997	collinear
gene:TraesCS5A02G003700	Chr5A	2615782	2617551	-	2616666	Chr5A	5082610	5084379	+	5083494	1.0	0.997	collinear
gene:TraesCS5A02G003800	Chr5A	2645238	2650209	-	2647723	Chr5A	5051445	5056416	+	5053930	1.0	0.995	collinear
gene:TraesCS5A02G003900	Chr5A	2727177	2728795	+	2727986	Chr5A	4966823	4968406	-	4967614	0.971	0.951	collinear
gene:TraesCS5A02G004000	Chr5A	2865722	2870015	+	2867868	Chr5A	4847898	4852191	-	4850044	1.0	1.0	collinear
gene:TraesCS5A02G004100	Chr5A	2870634	2874348	-	2872491	Chr5A	4843668	4847279	+	4845473	1.0	0.995	collinear
gene:TraesCS5A02G004200	Chr5A	2893332	2899721	-	2896526	Chr5A	4818562	4824904	+	4821733	0.986	0.985	collinear
gene:TraesCS5A02G004400	Chr5A	3085412	3088853	+	3087132	Chr5A	4707114	4710557	-	4708835	1.0	0.998	collinear
gene:TraesCS5A02G004500	Chr5A	3166841	3174284	+	3170562	Chr5A	4622362	4629804	-	4626083	1.0	1.0	collinear
gene:TraesCS5A02G004600	Chr5A	3175334	3177753	+	3176543	Chr5A	4618893	4621310	-	4620101	1.0	1.0	collinear
gene:TraesCS5A02G004700	Chr5A	3194780	3197691	-	3196235	Chr5A	4598945	4601854	+	4600399	1.0	1.0	collinear
gene:TraesCS5A02G004800	Chr5A	3215100	3218868	-	3216984	Chr5A	4580080	4583848	+	4581964	1.0	1.0	collinear
gene:TraesCS5A02G004900	Chr5A	3281861	3294536	+	3288198	Chr5A	4506706	4519381	-	4513043	1.0	0.999	collinear
gene:TraesCS5A02G005000	Chr5A	3312172	3315225	+	3313698	Chr5A	4486018	4489071	-	4487544	1.0	1.0	collinear
gene:TraesCS5A02G005100	Chr5A	3360527	3361507	-	3361017	Chr5A	4443474	4444454	+	4443964	0.99	0.98	collinear
gene:TraesCS5A02G005300	Chr5A	3370704	3374577	-	3372640	Chr5A	4430403	4434276	+	4432339	1.0	1.0	collinear
gene:TraesCS5A02G005400	Chr5A	3385013	3385779	+	3385396	Chr5A	4419201	4419967	-	4419584	1.0	1.0	collinear
gene:TraesCS5A02G005500	Chr5A	3390922	3406014	+	3398468	Chr5A	4399019	4414058	-	4406538	1.0	1.0	collinear
gene:TraesCS5A02G005600	Chr5A	3410396	3414243	-	3412319	Chr5A	4361113	4364974	+	4363043	0.995	0.993	collinear
gene:TraesCS5A02G005700	Chr5A	3421438	3424404	-	3422921	Chr5A	4323581	4326459	+	4325020	0.931	0.928	collinear
gene:TraesCS5A02G005800	Chr5A	3431398	3432399	-	3431898	Chr5A	4315599	4316600	+	4316099	1.0	1.0	collinear
gene:TraesCS5A02G005900	Chr5A	3435395	3445904	+	3440649	Chr5A	4302041	4312551	-	4307296	1.0	1.0	collinear
gene:TraesCS5A02G006100	Chr5A	3518743	3522158	+	3520450	Chr5A	4235137	4238552	-	4236844	1.0	0.999	collinear
gene:TraesCS5A02G006200	Chr5A	3524460	3528789	+	3526624	Chr5A	4228765	4233091	-	4230928	1.0	1.0	collinear
gene:TraesCS5A02G006300	Chr5A	3555694	3559104	+	3557399	Chr5A	4198448	4201858	-	4200153	1.0	1.0	collinear
gene:TraesCS5A02G006400	Chr5A	3699014	3701809	+	3700411	Chr5A	4064812	4067582	-	4066197	0.974	0.968	collinear
gene:TraesCS5A02G006700	Chr5A	4007183	4012644	+	4009913	Chr5A	3753189	3758644	-	3755916	1.0	0.993	collinear
gene:TraesCS5A02G006800	Chr5A	4017458	4020457	-	4018957	Chr5A	3726142	3729138	+	3727640	1.0	0.994	collinear
gene:TraesCS5A02G006900	Chr5A	4043173	4045153	+	4044163	Chr5A	3688839	3690819	-	3689829	1.0	0.993	collinear
gene:TraesCS5A02G007000	Chr5A	4073230	4073873	-	4073551	Chr5A	3660588	3661231	+	3660909	1.0	0.992	collinear
gene:TraesCS5A02G007100	Chr5A	4080763	4081368	+	4081065	Chr5A	3653123	3653728	-	3653425	1.0	0.988	collinear
gene:TraesCS5A02G007200	Chr5A	4292805	4295051	+	4293928	Chr5A	3427715	3429961	-	3428838	1.0	1.0	collinear
gene:TraesCS5A02G007300	Chr5A	4607991	4611930	+	4609960	Chr5A	3113641	3117580	-	3115610	1.0	1.0	collinear
gene:TraesCS5A02G007400	Chr5A	4691284	4697125	+	4694204	Chr5A	3029413	3035257	-	3032335	1.0	1.0	collinear
gene:TraesCS5A02G011700	Chr5A	7619165	7621105	+	7620135	Chr5A	8076247	8078187	+	8077217	1.0	0.996	collinear
gene:TraesCS5A02G011900	Chr5A	7654994	7655785	-	7655389	Chr5A	8111995	8112786	-	8112390	1.0	0.997	collinear
gene:TraesCS5A02G012000	Chr5A	7679511	7680674	+	7680092	Chr5A	8136864	8138027	+	8137445	1.0	0.999	collinear
gene:TraesCS5A02G012200	Chr5A	8059137	8059307	+	8059222	Chr5A	8794253	8794423	+	8794338	1.0	1.0	collinear
gene:TraesCS5A02G012400	Chr5A	8072193	8074870	+	8073531	Chr5A	8806167	8808838	+	8807502	1.0	0.993	collinear
gene:TraesCS5A02G012500	Chr5A	8233156	8239545	+	8236350	Chr5A	8975541	8981926	+	8978733	0.998	0.996	collinear
gene:TraesCS5A02G012600	Chr5A	8240521	8246498	+	8243509	Chr5A	8989526	8995257	+	8992391	0.924	0.922	collinear
gene:TraesCS5A02G012700	Chr5A	8505116	8505565	+	8505340	Chr5A	9195882	9196331	+	9196106	1.0	0.995	collinear
gene:TraesCS5A02G012800	Chr5A	8653089	8653613	+	8653351	Chr5A	9364131	9364655	+	9364393	1.0	1.0	collinear
gene:TraesCS5A02G012900	Chr5A	8656997	8658492	+	8657744	Chr5A	9368003	9369499	+	9368751	1.0	0.996	collinear
gene:TraesCS5A02G013000	Chr5A	8708883	8709723	+	8709303	Chr5A	9418484	9419306	+	9418895	0.976	0.974	collinear
gene:TraesCS5A02G013100	Chr5A	8903925	8907284	-	8905604	Chr5A	9620924	9624283	-	9622603	1.0	0.999	collinear
gene:TraesCS5A02G013200	Chr5A	8917623	8917958	-	8917790	Chr5A	9634439	9634774	-	9634606	1.0	0.991	collinear
gene:TraesCS5A02G013400	Chr5A	9323259	9326697	+	9324978	Chr5A	10029257	10032688	+	10030972	0.996	0.994	collinear
gene:TraesCS5A02G013500	Chr5A	9336658	9337430	-	9337044	Chr5A	10042533	10043305	-	10042919	1.0	0.984	collinear
gene:TraesCS5A02G013800	Chr5A	9469255	9470400	-	9469827	Chr5A	10489465	10490610	-	10490037	1.0	0.994	collinear
gene:TraesCS5A02G013900	Chr5A	9492979	9494318	-	9493648	Chr5A	10513803	10515148	-	10514475	1.0	0.998	collinear
gene:TraesCS5A02G014000	Chr5A	9508948	9510383	-	9509665	Chr5A	10528534	10529969	-	10529251	1.0	0.999	collinear
gene:TraesCS5A02G014200	Chr5A	9610327	9616948	-	9613637	Chr5A	10639177	10645796	-	10642486	1.0	0.998	collinear
gene:TraesCS5A02G014300	Chr5A	9650482	9654885	+	9652683	Chr5A	10689719	10694220	+	10691969	1.0	0.991	collinear
gene:TraesCS5A02G014400	Chr5A	9655139	9659910	+	9657524	Chr5A	10694507	10698828	+	10696667	0.994	0.991	collinear
gene:TraesCS5A02G014500	Chr5A	9830494	9835474	+	9832984	Chr5A	10912885	10918053	+	10915469	0.998	0.995	collinear
gene:TraesCS5A02G014600	Chr5A	9840483	9854956	-	9847719	Chr5A	10922873	10937248	-	10930060	1.0	0.998	collinear
gene:TraesCS5A02G014800	Chr5A	10196759	10201360	-	10199059	Chr5A	11301636	11306350	-	11303993	1.0	0.957	collinear
gene:TraesCS5A02G014900	Chr5A	10476109	10479944	+	10478026	Chr5A	11562375	11566347	+	11564361	0.96	0.926	collinear
gene:TraesCS5A02G015000	Chr5A	10480096	10481267	-	10480681	Chr5A	11566517	11567684	-	11567100	0.988	0.976	collinear
gene:TraesCS5A02G015100	Chr5A	10541023	10546228	+	10543625	Chr5A	11619997	11625403	+	11622700	1.0	1.0	collinear
gene:TraesCS5A02G015200	Chr5A	10835189	10837140	-	10836164	Chr5A	11910846	11912797	-	11911821	1.0	1.0	collinear
gene:TraesCS5A02G015300	Chr5A	10927835	10935254	-	10931544	Chr5A	12006605	12014028	-	12010316	1.0	0.995	collinear
gene:TraesCS5A02G015400	Chr5A	11022073	11026088	+	11024080	Chr5A	12099491	12103506	+	12101498	1.0	1.0	collinear
gene:TraesCS5A02G015500	Chr5A	11028484	11029549	-	11029016	Chr5A	12105902	12106967	-	12106434	1.0	1.0	collinear
gene:TraesCS5A02G015600	Chr5A	11054292	11069752	-	11062022	Chr5A	12130425	12145719	-	12138072	1.0	0.998	collinear
gene:TraesCS5A02G015800	Chr5A	11133328	11135168	-	11134248	Chr5A	12208386	12210226	-	12209306	1.0	1.0	collinear
gene:TraesCS5A02G015900	Chr5A	11515593	11518545	+	11517069	Chr5A	12585899	12588851	+	12587375	1.0	1.0	collinear
gene:TraesCS5A02G016000	Chr5A	11519163	11521484	-	11520323	Chr5A	12589469	12591790	-	12590629	1.0	0.997	collinear
gene:TraesCS5A02G016100	Chr5A	11907808	11909024	-	11908416	Chr5A	12997670	12998981	-	12998325	1.0	1.0	collinear
gene:TraesCS5A02G016200	Chr5A	11935532	11943143	+	11939337	Chr5A	13025341	13032952	+	13029146	1.0	1.0	collinear
gene:TraesCS5A02G016300	Chr5A	11965275	11969514	+	11967394	Chr5A	13055080	13059319	+	13057199	1.0	1.0	collinear
gene:TraesCS5A02G016400	Chr5A	12191633	12192562	-	12192097	Chr5A	13286449	13287378	-	13286913	1.0	1.0	collinear
gene:TraesCS5A02G016500	Chr5A	12192649	12194214	-	12193431	Chr5A	13287465	13289030	-	13288247	1.0	1.0	collinear
gene:TraesCS5A02G016600	Chr5A	12408198	12415158	+	12411678	Chr5A	13503466	13510427	+	13506946	1.0	1.0	collinear
gene:TraesCS5A02G016700	Chr5A	12556840	12561217	+	12559028	Chr5A	13650277	13654654	+	13652465	1.0	1.0	collinear
gene:TraesCS5A02G016900	Chr5A	12678629	12678826	-	12678727	Chr5A	13771423	13771620	-	13771521	1.0	0.994	collinear
gene:TraesCS5A02G017000	Chr5A	12818973	12821471	-	12820222	Chr5A	13910323	13912821	-	13911572	1.0	1.0	collinear
gene:TraesCS5A02G017100	Chr5A	13090750	13091395	-	13091072	Chr5A	14176863	14177508	-	14177185	1.0	0.998	collinear
gene:TraesCS5A02G017200	Chr5A	13095280	13095962	-	13095621	Chr5A	14181393	14182075	-	14181734	1.0	1.0	collinear
gene:TraesCS5A02G017300	Chr5A	13141891	13142402	-	13142146	Chr5A	14227714	14228225	-	14227969	1.0	1.0	collinear
gene:TraesCS5A02G017400	Chr5A	13408975	13413225	-	13411100	Chr5A	14484984	14489238	-	14487111	1.0	0.999	collinear
gene:TraesCS5A02G017500	Chr5A	13415677	13417357	-	13416517	Chr5A	14491604	14493284	-	14492444	1.0	1.0	collinear
gene:TraesCS5A02G017600	Chr5A	14028116	14028935	+	14028525	Chr5A	15088711	15089530	+	15089120	1.0	1.0	collinear
gene:TraesCS5A02G017700	Chr5A	14134206	14137857	+	14136031	Chr5A	15193908	15197559	+	15195733	1.0	1.0	collinear
gene:TraesCS5A02G017800	Chr5A	14185800	14186348	-	14186074	Chr5A	15245219	15245767	-	15245493	1.0	1.0	collinear
gene:TraesCS5A02G017900	Chr5A	14193321	14194262	-	14193791	Chr5A	15252815	15253756	-	15253285	1.0	1.0	collinear
gene:TraesCS5A02G018000	Chr5A	14227124	14228178	-	14227651	Chr5A	15285235	15286289	-	15285762	1.0	1.0	collinear
