gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Julius_tgt_chr	Julius_tgt_start	Julius_tgt_end	Julius_tgt_strand	Julius_tgt_midpoint	Julius_coverage	Julius_identity	segment
gene:TraesCS4A02G076900	Chr4A	75841960	75843488	-	75842724	Chr4A	70536115	70537643	+	70536879	1.0	0.994	rearrangement:Chr4A_block1
gene:TraesCS4A02G077000	Chr4A	75918205	75920232	+	75919218	Chr4A	70451454	70453473	-	70452463	1.0	0.997	rearrangement:Chr4A_block1
gene:TraesCS4A02G077100	Chr4A	75968762	75973372	+	75971067	Chr4A	70396272	70402800	-	70399536	1.0	0.997	rearrangement:Chr4A_block1
gene:TraesCS4A02G077200	Chr4A	76414777	76421682	+	76418229	Chr4A	69938057	69944962	-	69941509	1.0	0.999	rearrangement:Chr4A_block1
gene:TraesCS4A02G077300	Chr4A	76422920	76425286	-	76424103	Chr4A	69934432	69936819	+	69935625	1.0	0.903	rearrangement:Chr4A_block1
gene:TraesCS4A02G077400	Chr4A	76618575	76624664	+	76621619	Chr4A	69722966	69729074	-	69726020	1.0	0.992	rearrangement:Chr4A_block1
gene:TraesCS4A02G077500	Chr4A	76626034	76629001	+	76627517	Chr4A	69718454	69721582	-	69720018	0.998	0.996	rearrangement:Chr4A_block1
gene:TraesCS4A02G077600	Chr4A	76923441	76932515	+	76927978	Chr4A	69421276	69430342	-	69425809	1.0	0.998	rearrangement:Chr4A_block1
gene:TraesCS4A02G077700	Chr4A	76933420	76940843	+	76937131	Chr4A	69412468	69420149	-	69416308	1.0	0.998	rearrangement:Chr4A_block1
gene:TraesCS4A02G077800	Chr4A	76941203	76943861	-	76942532	Chr4A	69409450	69412108	+	69410779	1.0	0.996	rearrangement:Chr4A_block1
gene:TraesCS4A02G077900	Chr4A	77090945	77096307	+	77093626	Chr4A	69267606	69272968	-	69270287	1.0	0.99	rearrangement:Chr4A_block1
gene:TraesCS4A02G078000	Chr4A	77439580	77445885	+	77442732	Chr4A	68925039	68931332	-	68928185	1.0	0.998	rearrangement:Chr4A_block1
gene:TraesCS4A02G078100	Chr4A	78159723	78163317	-	78161520	Chr4A	68186500	68190093	+	68188296	1.0	0.998	rearrangement:Chr4A_block1
gene:TraesCS4A02G078200	Chr4A	78180029	78180412	-	78180220	Chr4A	68169948	68170331	+	68170139	1.0	1.0	rearrangement:Chr4A_block1
gene:TraesCS4A02G078300	Chr4A	78180576	78182459	-	78181517	Chr4A	68167901	68169784	+	68168842	1.0	0.996	rearrangement:Chr4A_block1
gene:TraesCS4A02G078400	Chr4A	78250259	78253335	+	78251797	Chr4A	68097445	68100520	-	68098982	0.998	0.996	rearrangement:Chr4A_block1
gene:TraesCS4A02G078500	Chr4A	78262384	78262876	+	78262630	Chr4A	68078357	68078849	-	68078603	1.0	0.997	rearrangement:Chr4A_block1
gene:TraesCS4A02G078600	Chr4A	78764433	78767174	+	78765803	Chr4A	67550218	67552959	-	67551588	1.0	0.998	rearrangement:Chr4A_block1
gene:TraesCS4A02G067300	Chr4A	64956484	64958633	+	64957558	Chr4A	81358265	81360414	-	81359339	1.0	0.998	rearrangement:Chr4A_block2
gene:TraesCS4A02G067400	Chr4A	65456768	65466040	+	65461404	Chr4A	80859483	80868757	-	80864120	0.999	0.998	rearrangement:Chr4A_block2
gene:TraesCS4A02G067500	Chr4A	65466129	65467525	+	65466827	Chr4A	80857998	80859394	-	80858696	1.0	0.999	rearrangement:Chr4A_block2
gene:TraesCS4A02G067600	Chr4A	65776911	65777572	+	65777241	Chr4A	80541287	80541948	-	80541617	1.0	0.995	rearrangement:Chr4A_block2
gene:TraesCS4A02G067700	Chr4A	66141610	66147352	+	66144481	Chr4A	80203556	80209288	-	80206422	1.0	0.999	rearrangement:Chr4A_block2
gene:TraesCS4A02G067800	Chr4A	66147706	66148263	-	66147984	Chr4A	80202645	80203202	+	80202923	1.0	1.0	rearrangement:Chr4A_block2
gene:TraesCS4A02G067900	Chr4A	66338112	66340516	+	66339314	Chr4A	80012516	80014920	-	80013718	1.0	0.997	rearrangement:Chr4A_block2
gene:TraesCS4A02G068100	Chr4A	66605211	66608413	+	66606812	Chr4A	79736627	79740142	-	79738384	1.0	0.997	rearrangement:Chr4A_block2
gene:TraesCS4A02G068200	Chr4A	66608835	66609979	-	66609407	Chr4A	79735061	79736205	+	79735633	1.0	0.996	rearrangement:Chr4A_block2
gene:TraesCS4A02G068300	Chr4A	66801452	66802555	-	66802003	Chr4A	79602980	79604086	+	79603533	0.989	0.936	rearrangement:Chr4A_block2
gene:TraesCS4A02G068400	Chr4A	66909705	66911330	+	66910517	Chr4A	79420582	79422207	-	79421394	1.0	0.999	rearrangement:Chr4A_block2
gene:TraesCS4A02G068500	Chr4A	66928370	66929657	+	66929013	Chr4A	79408189	79409476	-	79408832	1.0	0.999	rearrangement:Chr4A_block2
gene:TraesCS4A02G068600	Chr4A	66931184	66932387	+	66931785	Chr4A	79405434	79406594	-	79406014	0.964	0.957	rearrangement:Chr4A_block2
gene:TraesCS4A02G068700	Chr4A	66935027	66936119	+	66935573	Chr4A	79401692	79402787	-	79402239	1.0	0.995	rearrangement:Chr4A_block2
gene:TraesCS4A02G068900	Chr4A	67259908	67261208	+	67260558	Chr4A	79026967	79028267	-	79027617	1.0	0.998	rearrangement:Chr4A_block2
gene:TraesCS4A02G069000	Chr4A	67261276	67270137	-	67265706	Chr4A	79017968	79026899	+	79022433	1.0	0.998	rearrangement:Chr4A_block2
gene:TraesCS4A02G069100	Chr4A	67297696	67298518	+	67298107	Chr4A	78991261	78992083	-	78991672	1.0	0.996	rearrangement:Chr4A_block2
gene:TraesCS4A02G069200	Chr4A	67414651	67417093	+	67415872	Chr4A	78874258	78876700	-	78875479	1.0	0.999	rearrangement:Chr4A_block2
gene:TraesCS4A02G069300	Chr4A	67424351	67424671	-	67424511	Chr4A	78866682	78867001	+	78866841	0.996	0.981	rearrangement:Chr4A_block2
gene:TraesCS4A02G069400	Chr4A	67519421	67519885	+	67519653	Chr4A	78772195	78772659	-	78772427	1.0	0.989	rearrangement:Chr4A_block2
gene:TraesCS4A02G070500	Chr4A	67891133	67894905	-	67893019	Chr4A	78408117	78411887	+	78410002	1.0	0.998	rearrangement:Chr4A_block2
gene:TraesCS4A02G070600	Chr4A	67989337	67991245	+	67990291	Chr4A	78323909	78325817	-	78324863	1.0	0.998	rearrangement:Chr4A_block2
gene:TraesCS4A02G070700	Chr4A	68124254	68126251	-	68125252	Chr4A	78190284	78192281	+	78191282	1.0	0.996	rearrangement:Chr4A_block2
gene:TraesCS4A02G070800	Chr4A	68140967	68143747	+	68142357	Chr4A	78158663	78161443	-	78160053	1.0	0.999	rearrangement:Chr4A_block2
gene:TraesCS4A02G070900	Chr4A	68152624	68156905	-	68154764	Chr4A	78143180	78147498	+	78145339	1.0	0.944	rearrangement:Chr4A_block2
gene:TraesCS4A02G071000	Chr4A	68455101	68464028	-	68459564	Chr4A	77859499	77868421	+	77863960	1.0	0.99	rearrangement:Chr4A_block2
gene:TraesCS4A02G071100	Chr4A	68467158	68470498	-	68468828	Chr4A	77853031	77856371	+	77854701	1.0	0.999	rearrangement:Chr4A_block2
gene:TraesCS4A02G071200	Chr4A	68560885	68566464	-	68563674	Chr4A	77767505	77772944	+	77770224	0.938	0.934	rearrangement:Chr4A_block2
gene:TraesCS4A02G071300	Chr4A	68680979	68684907	+	68682943	Chr4A	77643476	77647404	-	77645440	1.0	0.999	rearrangement:Chr4A_block2
gene:TraesCS4A02G071400	Chr4A	68688963	68691716	+	68690339	Chr4A	77636628	77639401	-	77638014	0.999	0.982	rearrangement:Chr4A_block2
gene:TraesCS4A02G071500	Chr4A	68957374	68960342	+	68958858	Chr4A	77383943	77386911	-	77385427	1.0	0.999	rearrangement:Chr4A_block2
gene:TraesCS4A02G071600	Chr4A	69266252	69271410	-	69268831	Chr4A	77073749	77078916	+	77076332	1.0	0.995	rearrangement:Chr4A_block2
gene:TraesCS4A02G071700	Chr4A	69313960	69315574	+	69314767	Chr4A	76995172	76996788	-	76995980	1.0	0.997	rearrangement:Chr4A_block2
gene:TraesCS4A02G071800	Chr4A	69316944	69320433	-	69318688	Chr4A	76990315	76993802	+	76992058	0.999	0.997	rearrangement:Chr4A_block2
gene:TraesCS4A02G071900	Chr4A	69320812	69332434	-	69326623	Chr4A	76978955	76989927	+	76984441	1.0	1.0	rearrangement:Chr4A_block2
gene:TraesCS4A02G072000	Chr4A	69510154	69511094	-	69510624	Chr4A	76808082	76809022	+	76808552	1.0	0.995	rearrangement:Chr4A_block2
gene:TraesCS4A02G072100	Chr4A	69830835	69834881	+	69832858	Chr4A	76489764	76493810	-	76491787	1.0	0.999	rearrangement:Chr4A_block2
gene:TraesCS4A02G072200	Chr4A	69979509	69981866	+	69980687	Chr4A	76336314	76338671	-	76337492	1.0	1.0	rearrangement:Chr4A_block2
gene:TraesCS4A02G072300	Chr4A	70308291	70315265	+	70311778	Chr4A	76059099	76066058	-	76062578	0.997	0.995	rearrangement:Chr4A_block2
gene:TraesCS4A02G072400	Chr4A	70311304	70315262	-	70313283	Chr4A	76059102	76063045	+	76061073	0.996	0.995	rearrangement:Chr4A_block2
gene:TraesCS4A02G072500	Chr4A	70319223	70321545	-	70320384	Chr4A	76052822	76055144	+	76053983	1.0	1.0	rearrangement:Chr4A_block2
gene:TraesCS4A02G144700	Chr4A	246655723	246655953	-	246655838	Chr4A	254888906	254889136	-	254889021	1.0	0.995	rearrangement:Chr4A_block3
gene:TraesCS4A02G144800	Chr4A	246656930	246657726	-	246657328	Chr4A	254890113	254890909	-	254890511	1.0	1.0	rearrangement:Chr4A_block3
gene:TraesCS4A02G144900	Chr4A	246658023	246658460	+	246658241	Chr4A	254891206	254891643	+	254891424	1.0	1.0	rearrangement:Chr4A_block3
gene:TraesCS4A02G145000	Chr4A	246661008	246661580	-	246661294	Chr4A	254894191	254894763	-	254894477	1.0	1.0	rearrangement:Chr4A_block3
gene:TraesCS4A02G145100	Chr4A	246672488	246672733	-	246672610	Chr4A	254905671	254905916	-	254905793	1.0	1.0	rearrangement:Chr4A_block3
gene:TraesCS4A02G145200	Chr4A	246679666	246680311	-	246679988	Chr4A	254912707	254913352	-	254913029	1.0	1.0	rearrangement:Chr4A_block3
gene:TraesCS4A02G145300	Chr4A	246708879	246714419	-	246711649	Chr4A	254941929	254947469	-	254944699	1.0	0.998	rearrangement:Chr4A_block3
gene:TraesCS4A02G145400	Chr4A	248830130	248833474	+	248831802	Chr4A	257091229	257094562	+	257092895	1.0	1.0	rearrangement:Chr4A_block3
gene:TraesCS4A02G145500	Chr4A	248833966	248836099	-	248835032	Chr4A	257095054	257097187	-	257096120	1.0	1.0	rearrangement:Chr4A_block3
gene:TraesCS4A02G145600	Chr4A	250425908	250434731	+	250430319	Chr4A	258679725	258688550	+	258684137	1.0	1.0	rearrangement:Chr4A_block3
gene:TraesCS4A02G145700	Chr4A	250524628	250526034	+	250525331	Chr4A	258777524	258778915	+	258778219	0.989	0.989	rearrangement:Chr4A_block3
gene:TraesCS4A02G145800	Chr4A	250949905	250950774	+	250950339	Chr4A	259198403	259199272	+	259198837	1.0	1.0	rearrangement:Chr4A_block3
gene:TraesCS4A02G145900	Chr4A	252657315	252683578	+	252670446	Chr4A	260899438	260925694	+	260912566	1.0	1.0	rearrangement:Chr4A_block3
gene:TraesCS4A02G146000	Chr4A	253213337	253215839	+	253214588	Chr4A	261451137	261453639	+	261452388	1.0	1.0	rearrangement:Chr4A_block3
gene:TraesCS4A02G146100	Chr4A	253445513	253445917	-	253445715	Chr4A	261679576	261679980	-	261679778	1.0	1.0	rearrangement:Chr4A_block3
gene:TraesCS4A02G146200	Chr4A	254605545	254606004	+	254605774	Chr4A	262826752	262827211	+	262826981	1.0	1.0	rearrangement:Chr4A_block3
gene:TraesCS4A02G146300	Chr4A	255305486	255341165	+	255323325	Chr4A	263527061	263562659	+	263544860	1.0	1.0	rearrangement:Chr4A_block3
gene:TraesCS4A02G146400	Chr4A	255590167	255594598	-	255592382	Chr4A	263808692	263813055	-	263810873	0.974	0.974	rearrangement:Chr4A_block3
gene:TraesCS4A02G146500	Chr4A	255830701	255830911	-	255830806	Chr4A	264066105	264066315	-	264066210	1.0	1.0	rearrangement:Chr4A_block3
gene:TraesCS4A02G146600	Chr4A	257351558	257351986	-	257351772	Chr4A	265577814	265578242	-	265578028	1.0	1.0	rearrangement:Chr4A_block3
gene:TraesCS4A02G146700	Chr4A	258636491	258637170	-	258636830	Chr4A	266882447	266883126	-	266882786	1.0	1.0	rearrangement:Chr4A_block3
gene:TraesCS4A02G146800	Chr4A	259689956	259691194	-	259690575	Chr4A	267938768	267940006	-	267939387	1.0	1.0	rearrangement:Chr4A_block3
gene:TraesCS4A02G146900	Chr4A	259750425	259755989	+	259753207	Chr4A	267998703	268004267	+	268001485	1.0	1.0	rearrangement:Chr4A_block3
gene:TraesCS4A02G147000	Chr4A	259756274	259776272	-	259766273	Chr4A	268004552	268024550	-	268014551	1.0	1.0	rearrangement:Chr4A_block3
gene:TraesCS4A02G147100	Chr4A	260967943	260968491	+	260968217	Chr4A	269209736	269210284	+	269210010	1.0	1.0	rearrangement:Chr4A_block3
gene:TraesCS4A02G147200	Chr4A	261910659	261916930	-	261913794	Chr4A	270142277	270148313	-	270145295	1.0	1.0	rearrangement:Chr4A_block3
gene:TraesCS4A02G147300	Chr4A	262787068	262788682	+	262787875	Chr4A	271017658	271019272	+	271018465	1.0	1.0	rearrangement:Chr4A_block3
gene:TraesCS4A02G147400	Chr4A	263896923	263897375	-	263897149	Chr4A	272118783	272119235	-	272119009	1.0	1.0	rearrangement:Chr4A_block3
gene:TraesCS4A02G147500	Chr4A	266933518	266961994	-	266947756	Chr4A	292623331	292651377	-	292637354	1.0	1.0	rearrangement:Chr4A_block3
gene:TraesCS4A02G147600	Chr4A	270322769	270328154	-	270325461	Chr4A	299100766	299106151	+	299103458	1.0	1.0	rearrangement:Chr4A_block3
gene:TraesCS4A02G147700	Chr4A	271792802	271804984	-	271798893	Chr4A	297594727	297606909	+	297600818	1.0	1.0	rearrangement:Chr4A_block3
gene:TraesCS4A02G147800	Chr4A	273720870	273739646	+	273730258	Chr4A	302982775	303001591	+	302992183	1.0	1.0	rearrangement:Chr4A_block3
gene:TraesCS4A02G147900	Chr4A	274733669	274772773	+	274753221	Chr4A	304008750	304047572	+	304028161	1.0	1.0	rearrangement:Chr4A_block3
gene:TraesCS4A02G148000	Chr4A	275123404	275123718	-	275123561	Chr4A	304405852	304406166	-	304406009	1.0	1.0	rearrangement:Chr4A_block3
gene:TraesCS4A02G148100	Chr4A	275496391	275497784	+	275497087	Chr4A	304776852	304778245	+	304777548	1.0	1.0	rearrangement:Chr4A_block3
gene:TraesCS4A02G148200	Chr4A	276909772	276917630	+	276913701	Chr4A	306179117	306186975	+	306183046	1.0	1.0	rearrangement:Chr4A_block3
gene:TraesCS4A02G148300	Chr4A	277888072	277890517	+	277889294	Chr4A	307142211	307144656	+	307143433	1.0	1.0	rearrangement:Chr4A_block3
gene:TraesCS4A02G148400	Chr4A	279467861	279470964	+	279469412	Chr4A	308714093	308717196	+	308715644	1.0	1.0	rearrangement:Chr4A_block3
gene:TraesCS4A02G148500	Chr4A	279471583	279472574	-	279472078	Chr4A	308717815	308718806	-	308718310	1.0	1.0	rearrangement:Chr4A_block3
gene:TraesCS4A02G148600	Chr4A	280909926	280910117	-	280910021	Chr4A	310146942	310147133	-	310147037	1.0	1.0	rearrangement:Chr4A_block3
gene:TraesCS4A02G148700	Chr4A	280931326	280931817	+	280931571	Chr4A	310168001	310168492	+	310168246	1.0	0.996	rearrangement:Chr4A_block3
gene:TraesCS4A02G148800	Chr4A	281409097	281411440	+	281410268	Chr4A	310637437	310639780	+	310638608	1.0	1.0	rearrangement:Chr4A_block3
gene:TraesCS4A02G148900	Chr4A	281593154	281593836	-	281593495	Chr4A	310818639	310819321	-	310818980	1.0	1.0	rearrangement:Chr4A_block3
gene:TraesCS4A02G149000	Chr4A	281682293	281698044	+	281690168	Chr4A	310906960	310922565	+	310914762	1.0	1.0	rearrangement:Chr4A_block3
gene:TraesCS4A02G149100	Chr4A	282080827	282086233	+	282083530	Chr4A	311303883	311309128	+	311306505	1.0	1.0	rearrangement:Chr4A_block3
gene:TraesCS4A02G149200	Chr4A	284629181	284631736	+	284630458	Chr4A	313844032	313846587	+	313845309	1.0	0.999	rearrangement:Chr4A_block3
gene:TraesCS4A02G149300	Chr4A	284948799	284952337	+	284950568	Chr4A	314162059	314165597	+	314163828	1.0	1.0	rearrangement:Chr4A_block3
gene:TraesCS4A02G149500	Chr4A	286744191	286756768	+	286750479	Chr4A	315974439	315986748	+	315980593	0.998	0.997	rearrangement:Chr4A_block3
gene:TraesCS4A02G149700	Chr4A	288674169	288682176	+	288678172	Chr4A	317904022	317912029	+	317908025	1.0	1.0	rearrangement:Chr4A_block3
gene:TraesCS4A02G149800	Chr4A	290367429	290372670	-	290370049	Chr4A	319583447	319588688	-	319586067	1.0	1.0	rearrangement:Chr4A_block3
gene:TraesCS4A02G149900	Chr4A	292089772	292113646	-	292101709	Chr4A	321314339	321338214	-	321326276	1.0	1.0	rearrangement:Chr4A_block3
gene:TraesCS4A02G150000	Chr4A	292923910	292929737	+	292926823	Chr4A	322132659	322138486	+	322135572	1.0	1.0	rearrangement:Chr4A_block3
gene:TraesCS4A02G150100	Chr4A	294296154	294300947	+	294298550	Chr4A	323484466	323489259	+	323486862	1.0	0.999	rearrangement:Chr4A_block3
gene:TraesCS4A02G150200	Chr4A	295133491	295134117	+	295133804	Chr4A	324316367	324316993	+	324316680	1.0	0.997	rearrangement:Chr4A_block3
gene:TraesCS4A02G150300	Chr4A	295167435	295168725	-	295168080	Chr4A	324356971	324358261	-	324357616	1.0	0.999	rearrangement:Chr4A_block3
gene:TraesCS4A02G150400	Chr4A	295273577	295273831	+	295273704	Chr4A	324462371	324462625	+	324462498	1.0	1.0	rearrangement:Chr4A_block3
gene:TraesCS4A02G150500	Chr4A	296321725	296331928	-	296326826	Chr4A	325511193	325521098	-	325516145	1.0	1.0	rearrangement:Chr4A_block3
gene:TraesCS4A02G150600	Chr4A	296902092	296906176	-	296904134	Chr4A	326086977	326091061	-	326089019	1.0	1.0	rearrangement:Chr4A_block3
gene:TraesCS4A02G150700	Chr4A	297764800	297766660	+	297765730	Chr4A	273026280	273028140	+	273027210	1.0	1.0	rearrangement:Chr4A_block3
gene:TraesCS4A02G150800	Chr4A	298240240	298245789	-	298243014	Chr4A	273510749	273516298	-	273513523	1.0	0.998	rearrangement:Chr4A_block3
gene:TraesCS4A02G150900	Chr4A	298246426	298248427	-	298247426	Chr4A	273516611	273518612	-	273517611	1.0	0.999	rearrangement:Chr4A_block3
gene:TraesCS4A02G151000	Chr4A	299599108	299602584	-	299600846	Chr4A	274863298	274866774	-	274865036	1.0	1.0	rearrangement:Chr4A_block3
gene:TraesCS4A02G151100	Chr4A	300449242	300466470	+	300457856	Chr4A	275707310	275724198	+	275715754	1.0	0.999	rearrangement:Chr4A_block3
gene:TraesCS4A02G151200	Chr4A	302677608	302681173	+	302679390	Chr4A	277927460	277931025	+	277929242	1.0	1.0	rearrangement:Chr4A_block3
gene:TraesCS4A02G151300	Chr4A	302718019	302721227	-	302719623	Chr4A	277968199	277971407	-	277969803	1.0	1.0	rearrangement:Chr4A_block3
gene:TraesCS4A02G151500	Chr4A	306315187	306320710	-	306317948	Chr4A	281546913	281552436	-	281549674	1.0	1.0	rearrangement:Chr4A_block3
gene:TraesCS4A02G151600	Chr4A	307088253	307089077	+	307088665	Chr4A	282326355	282327179	+	282326767	1.0	1.0	rearrangement:Chr4A_block3
gene:TraesCS4A02G151700	Chr4A	308058611	308058892	+	308058751	Chr4A	283307073	283307354	+	283307213	1.0	0.996	rearrangement:Chr4A_block3
gene:TraesCS4A02G151800	Chr4A	309074674	309090743	-	309082708	Chr4A	284324899	284340394	-	284332646	1.0	0.999	rearrangement:Chr4A_block3
gene:TraesCS4A02G151900	Chr4A	309272468	309286089	+	309279278	Chr4A	284536154	284549775	+	284542964	1.0	1.0	rearrangement:Chr4A_block3
gene:TraesCS4A02G152000	Chr4A	309286417	309286830	+	309286623	Chr4A	284550103	284550516	+	284550309	1.0	1.0	rearrangement:Chr4A_block3
gene:TraesCS4A02G152100	Chr4A	309288792	309289160	+	309288976	Chr4A	284552411	284552779	+	284552595	1.0	1.0	rearrangement:Chr4A_block3
gene:TraesCS4A02G152200	Chr4A	309375004	309375435	+	309375219	Chr4A	284638968	284639399	+	284639183	1.0	1.0	rearrangement:Chr4A_block3
gene:TraesCS4A02G152300	Chr4A	309375536	309376016	+	309375776	Chr4A	284639500	284639980	+	284639740	1.0	0.997	rearrangement:Chr4A_block3
gene:TraesCS4A02G152400	Chr4A	309446505	309446750	-	309446627	Chr4A	284709644	284709889	-	284709766	1.0	1.0	rearrangement:Chr4A_block3
gene:TraesCS4A02G152600	Chr4A	309447413	309447586	+	309447499	Chr4A	284710552	284710725	+	284710638	1.0	1.0	rearrangement:Chr4A_block3
gene:TraesCS4A02G152500	Chr4A	309447319	309448062	-	309447690	Chr4A	284710458	284711201	-	284710829	1.0	1.0	rearrangement:Chr4A_block3
gene:TraesCS4A02G152700	Chr4A	309448331	309449027	-	309448679	Chr4A	284711470	284712166	-	284711818	1.0	0.998	rearrangement:Chr4A_block3
gene:TraesCS4A02G152800	Chr4A	309478190	309478441	-	309478315	Chr4A	284741327	284741578	-	284741452	1.0	1.0	rearrangement:Chr4A_block3
gene:TraesCS4A02G152900	Chr4A	309478660	309478882	+	309478771	Chr4A	284741797	284742019	+	284741908	1.0	1.0	rearrangement:Chr4A_block3
gene:TraesCS4A02G153000	Chr4A	309489347	309489583	-	309489465	Chr4A	284752484	284752720	-	284752602	1.0	1.0	rearrangement:Chr4A_block3
gene:TraesCS4A02G153100	Chr4A	309504246	309504713	-	309504479	Chr4A	284767382	284767849	-	284767615	1.0	1.0	rearrangement:Chr4A_block3
gene:TraesCS4A02G153200	Chr4A	309506294	309506404	-	309506349	Chr4A	284769430	284769540	-	284769485	1.0	1.0	rearrangement:Chr4A_block3
gene:TraesCS4A02G153300	Chr4A	309511057	309511422	+	309511239	Chr4A	284774193	284774558	+	284774375	1.0	1.0	rearrangement:Chr4A_block3
gene:TraesCS4A02G153400	Chr4A	309512444	309513620	+	309513032	Chr4A	284775579	284776755	+	284776167	1.0	0.997	rearrangement:Chr4A_block3
gene:TraesCS4A02G153500	Chr4A	309513729	309513944	-	309513836	Chr4A	284776864	284777079	-	284776971	1.0	0.995	rearrangement:Chr4A_block3
gene:TraesCS4A02G153600	Chr4A	309514007	309514772	-	309514389	Chr4A	284777142	284777907	-	284777524	1.0	1.0	rearrangement:Chr4A_block3
gene:TraesCS4A02G153700	Chr4A	309514381	309515445	+	309514913	Chr4A	284777516	284778580	+	284778048	1.0	1.0	rearrangement:Chr4A_block3
gene:TraesCS4A02G153800	Chr4A	309515619	309515780	+	309515699	Chr4A	284778754	284778915	+	284778834	1.0	1.0	rearrangement:Chr4A_block3
gene:TraesCS4A02G153900	Chr4A	309516371	309516511	+	309516441	Chr4A	284779506	284779646	+	284779576	1.0	1.0	rearrangement:Chr4A_block3
gene:TraesCS4A02G154000	Chr4A	310239528	310241368	+	310240448	Chr4A	285511546	285513386	+	285512466	1.0	1.0	rearrangement:Chr4A_block3
gene:TraesCS4A02G154100	Chr4A	310241419	310245711	-	310243565	Chr4A	285513437	285517729	-	285515583	1.0	0.999	rearrangement:Chr4A_block3
gene:TraesCS4A02G154200	Chr4A	310729745	310729855	-	310729800	Chr4A	285995388	285995498	-	285995443	1.0	1.0	rearrangement:Chr4A_block3
gene:TraesCS4A02G154300	Chr4A	310730259	310730441	-	310730350	Chr4A	285995902	285996084	-	285995993	1.0	0.989	rearrangement:Chr4A_block3
gene:TraesCS4A02G154400	Chr4A	310734422	310735011	+	310734716	Chr4A	286000066	286000655	+	286000360	1.0	1.0	rearrangement:Chr4A_block3
