gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Julius_tgt_chr	Julius_tgt_start	Julius_tgt_end	Julius_tgt_strand	Julius_tgt_midpoint	Julius_coverage	Julius_identity	segment
gene:TraesCS6D02G014300	Chr6D	5980828	5982258	-	5981543	Chr6D	12920767	12922197	-	12921482	1.0	1.0	collinear
gene:TraesCS6D02G014400	Chr6D	5987202	5987870	-	5987536	Chr6D	12927141	12927809	-	12927475	1.0	1.0	collinear
gene:TraesCS6D02G014500	Chr6D	6001437	6003277	-	6002357	Chr6D	12941306	12943237	-	12942271	1.0	0.907	collinear
gene:TraesCS6D02G014600	Chr6D	6012843	6020283	+	6016563	Chr6D	12952905	12960032	+	12956468	1.0	1.0	collinear
gene:TraesCS6D02G014700	Chr6D	6107726	6135028	-	6121377	Chr6D	13052120	13079593	-	13065856	1.0	1.0	collinear
gene:TraesCS6D02G014800	Chr6D	6156126	6159148	-	6157637	Chr6D	13099784	13102806	-	13101295	1.0	1.0	collinear
gene:TraesCS6D02G014900	Chr6D	6254865	6261284	-	6258074	Chr6D	13197450	13203869	-	13200659	1.0	1.0	collinear
gene:TraesCS6D02G015000	Chr6D	6274077	6276905	+	6275491	Chr6D	13215823	13218651	+	13217237	1.0	1.0	collinear
gene:TraesCS6D02G015100	Chr6D	6314769	6316761	-	6315765	Chr6D	13255233	13257226	-	13256229	1.0	0.998	collinear
gene:TraesCS6D02G015200	Chr6D	6319338	6321386	+	6320362	Chr6D	13259803	13261851	+	13260827	1.0	1.0	collinear
gene:TraesCS6D02G015300	Chr6D	6328264	6328920	+	6328592	Chr6D	13268791	13269447	+	13269119	1.0	1.0	collinear
gene:TraesCS6D02G015400	Chr6D	6342582	6344284	-	6343433	Chr6D	13283110	13284812	-	13283961	1.0	1.0	collinear
gene:TraesCS6D02G015500	Chr6D	6351577	6353794	+	6352685	Chr6D	13291541	13293830	+	13292685	1.0	0.968	collinear
gene:TraesCS6D02G015600	Chr6D	6354023	6354982	+	6354502	Chr6D	13294059	13295018	+	13294538	1.0	1.0	collinear
gene:TraesCS6D02G015700	Chr6D	6370264	6373164	+	6371714	Chr6D	13310300	13313200	+	13311750	1.0	1.0	collinear
gene:TraesCS6D02G015800	Chr6D	6425195	6426922	+	6426058	Chr6D	13365303	13367030	+	13366166	1.0	1.0	collinear
gene:TraesCS6D02G015900	Chr6D	6426980	6428089	+	6427534	Chr6D	13367088	13368197	+	13367642	1.0	1.0	collinear
gene:TraesCS6D02G016000	Chr6D	6441826	6443688	+	6442757	Chr6D	13380890	13382752	+	13381821	1.0	1.0	collinear
gene:TraesCS6D02G016100	Chr6D	6496165	6501558	+	6498861	Chr6D	13435143	13440536	+	13437839	1.0	1.0	collinear
gene:TraesCS6D02G016300	Chr6D	6571365	6574744	-	6573054	Chr6D	13509936	13513315	-	13511625	1.0	1.0	collinear
gene:TraesCS6D02G016500	Chr6D	6963495	6970978	-	6967236	Chr6D	13911836	13919044	-	13915440	1.0	1.0	collinear
gene:TraesCS6D02G016600	Chr6D	6977348	6980077	-	6978712	Chr6D	13925414	13928143	-	13926778	1.0	1.0	collinear
gene:TraesCS6D02G016700	Chr6D	6982048	6983620	+	6982834	Chr6D	13930114	13931686	+	13930900	1.0	1.0	collinear
gene:TraesCS6D02G016800	Chr6D	7032180	7035207	+	7033693	Chr6D	13980025	13983052	+	13981538	1.0	1.0	collinear
gene:TraesCS6D02G016900	Chr6D	7085611	7089107	+	7087359	Chr6D	14033219	14036714	+	14034966	0.999	0.999	collinear
gene:TraesCS6D02G017000	Chr6D	7094960	7098896	+	7096928	Chr6D	14042559	14046495	+	14044527	1.0	1.0	collinear
gene:TraesCS6D02G017100	Chr6D	7099573	7107559	+	7103566	Chr6D	14047172	14055179	+	14051175	1.0	1.0	collinear
gene:TraesCS6D02G017200	Chr6D	7157307	7157996	-	7157651	Chr6D	14103986	14104675	-	14104330	1.0	1.0	collinear
gene:TraesCS6D02G017300	Chr6D	7164027	7164729	+	7164378	Chr6D	14110966	14111668	+	14111317	1.0	1.0	collinear
gene:TraesCS6D02G017400	Chr6D	7209606	7212000	-	7210803	Chr6D	14154896	14157290	-	14156093	1.0	1.0	collinear
gene:TraesCS6D02G017500	Chr6D	7280447	7285137	-	7282792	Chr6D	14225189	14229879	-	14227534	1.0	0.999	collinear
gene:TraesCS6D02G017600	Chr6D	7290076	7293584	-	7291830	Chr6D	14234952	14238460	-	14236706	1.0	1.0	collinear
gene:TraesCS6D02G017700	Chr6D	7343818	7345738	-	7344778	Chr6D	11892312	11894232	+	11893272	1.0	1.0	collinear
gene:TraesCS6D02G017800	Chr6D	7357357	7358970	-	7358163	Chr6D	11879550	11881163	+	11880356	1.0	1.0	collinear
gene:TraesCS6D02G017900	Chr6D	7396394	7399570	+	7397982	Chr6D	11839178	11842354	-	11840766	1.0	1.0	collinear
gene:TraesCS6D02G018000	Chr6D	7403819	7404367	-	7404093	Chr6D	11834381	11834929	+	11834655	1.0	1.0	collinear
gene:TraesCS6D02G018100	Chr6D	7422813	7424067	-	7423440	Chr6D	11815024	11816278	+	11815651	1.0	1.0	collinear
gene:TraesCS6D02G018200	Chr6D	7473036	7477253	-	7475144	Chr6D	11762372	11766703	+	11764537	0.997	0.968	collinear
gene:TraesCS6D02G018300	Chr6D	7481510	7484857	-	7483183	Chr6D	11754771	11758118	+	11756444	1.0	1.0	collinear
gene:TraesCS6D02G018400	Chr6D	7517093	7518875	-	7517984	Chr6D	11714158	11715940	+	11715049	1.0	1.0	collinear
gene:TraesCS6D02G018500	Chr6D	7551848	7553694	+	7552771	Chr6D	11680214	11682060	-	11681137	1.0	1.0	collinear
gene:TraesCS6D02G018600	Chr6D	7566041	7567941	-	7566991	Chr6D	11665809	11667709	+	11666759	1.0	1.0	collinear
gene:TraesCS6D02G018700	Chr6D	7644605	7650615	+	7647610	Chr6D	11582914	11588924	-	11585919	1.0	1.0	collinear
gene:TraesCS6D02G018800	Chr6D	7651461	7653022	+	7652241	Chr6D	11580507	11582068	-	11581287	1.0	1.0	collinear
gene:TraesCS6D02G018900	Chr6D	7678712	7684957	+	7681834	Chr6D	11545613	11551858	-	11548735	1.0	1.0	collinear
gene:TraesCS6D02G018941	Chr6D	7695431	7698402	+	7696916	Chr6D	11532310	11535281	-	11533795	1.0	1.0	collinear
gene:TraesCS6D02G019000	Chr6D	7718810	7720018	+	7719414	Chr6D	11507766	11508974	-	11508370	1.0	1.0	collinear
gene:TraesCS6D02G019100	Chr6D	7728471	7729774	+	7729122	Chr6D	11498009	11499312	-	11498660	1.0	1.0	collinear
gene:TraesCS6D02G019200	Chr6D	7735095	7740456	+	7737775	Chr6D	11487327	11492688	-	11490007	1.0	1.0	collinear
gene:TraesCS6D02G019300	Chr6D	7747244	7747872	-	7747558	Chr6D	11480356	11480984	+	11480670	1.0	1.0	collinear
gene:TraesCS6D02G019400	Chr6D	7867667	7868245	+	7867956	Chr6D	11355169	11355747	-	11355458	1.0	1.0	collinear
gene:TraesCS6D02G019500	Chr6D	7885667	7887254	+	7886460	Chr6D	11331668	11333255	-	11332461	1.0	1.0	collinear
gene:TraesCS6D02G019600	Chr6D	7899810	7900100	-	7899955	Chr6D	11318803	11319093	+	11318948	1.0	1.0	collinear
gene:TraesCS6D02G019700	Chr6D	7901276	7902433	+	7901854	Chr6D	11316470	11317627	-	11317048	1.0	1.0	collinear
gene:TraesCS6D02G019800	Chr6D	7962501	7963040	+	7962770	Chr6D	11256697	11257236	-	11256966	1.0	1.0	collinear
gene:TraesCS6D02G019900	Chr6D	7979074	7987413	-	7983243	Chr6D	11232327	11240662	+	11236494	1.0	1.0	collinear
gene:TraesCS6D02G020000	Chr6D	7988621	7990040	-	7989330	Chr6D	11229700	11231119	+	11230409	1.0	1.0	collinear
gene:TraesCS6D02G020100	Chr6D	7992042	7994385	-	7993213	Chr6D	11225355	11227698	+	11226526	1.0	1.0	collinear
gene:TraesCS6D02G020200	Chr6D	7996941	7999174	-	7998057	Chr6D	11220595	11222828	+	11221711	1.0	1.0	collinear
gene:TraesCS6D02G020300	Chr6D	8094288	8095744	-	8095016	Chr6D	11109378	11110834	+	11110106	1.0	1.0	collinear
gene:TraesCS6D02G020500	Chr6D	8140449	8141925	+	8141187	Chr6D	11063571	11065047	-	11064309	1.0	1.0	collinear
gene:TraesCS6D02G020600	Chr6D	8144866	8147275	-	8146070	Chr6D	11058221	11060630	+	11059425	1.0	1.0	collinear
gene:TraesCS6D02G020700	Chr6D	8149929	8155961	-	8152945	Chr6D	11049535	11055567	+	11052551	1.0	1.0	collinear
gene:TraesCS6D02G020900	Chr6D	8249927	8250181	-	8250054	Chr6D	10955729	10955983	+	10955856	1.0	1.0	collinear
gene:TraesCS6D02G020800	Chr6D	8249709	8254284	+	8251996	Chr6D	10951626	10956201	-	10953913	1.0	1.0	collinear
gene:TraesCS6D02G021000	Chr6D	8314984	8317878	-	8316431	Chr6D	10895040	10897934	+	10896487	1.0	1.0	collinear
gene:TraesCS6D02G021100	Chr6D	8347338	8349038	-	8348188	Chr6D	10864363	10866063	+	10865213	1.0	1.0	collinear
gene:TraesCS6D02G021200	Chr6D	8384929	8386680	-	8385804	Chr6D	10827453	10829204	+	10828328	1.0	1.0	collinear
gene:TraesCS6D02G021300	Chr6D	8396000	8396506	-	8396253	Chr6D	10817626	10818132	+	10817879	1.0	1.0	collinear
gene:TraesCS6D02G021400	Chr6D	8479315	8479821	-	8479568	Chr6D	10735996	10736502	+	10736249	1.0	1.0	collinear
gene:TraesCS6D02G021500	Chr6D	8541110	8546102	-	8543606	Chr6D	10672548	10677540	+	10675044	1.0	1.0	collinear
gene:TraesCS6D02G021600	Chr6D	8549839	8552867	-	8551353	Chr6D	10665783	10668811	+	10667297	1.0	1.0	collinear
gene:TraesCS6D02G021700	Chr6D	8558440	8561947	-	8560193	Chr6D	10657003	10660510	+	10658756	1.0	1.0	collinear
gene:TraesCS6D02G021800	Chr6D	8561425	8561670	+	8561547	Chr6D	10657280	10657525	-	10657402	1.0	1.0	collinear
gene:TraesCS6D02G021900	Chr6D	8567650	8568312	-	8567981	Chr6D	10650638	10651300	+	10650969	1.0	1.0	collinear
gene:TraesCS6D02G022000	Chr6D	8577767	8579010	-	8578388	Chr6D	10640262	10641505	+	10640883	1.0	1.0	collinear
gene:TraesCS6D02G022100	Chr6D	8655107	8656267	-	8655687	Chr6D	10563726	10564886	+	10564306	1.0	1.0	collinear
gene:TraesCS6D02G022200	Chr6D	8658664	8659818	-	8659241	Chr6D	10560175	10561329	+	10560752	1.0	1.0	collinear
gene:TraesCS6D02G022300	Chr6D	8661722	8668626	-	8665174	Chr6D	10551541	10558271	+	10554906	0.999	0.999	collinear
gene:TraesCS6D02G022400	Chr6D	8670673	8674126	-	8672399	Chr6D	10546042	10549495	+	10547768	1.0	0.999	collinear
gene:TraesCS6D02G022500	Chr6D	8742876	8743678	-	8743277	Chr6D	10477167	10477969	+	10477568	1.0	1.0	collinear
gene:TraesCS6D02G022600	Chr6D	8757973	8758542	-	8758257	Chr6D	10462761	10463330	+	10463045	1.0	1.0	collinear
gene:TraesCS6D02G022700	Chr6D	8787087	8787629	-	8787358	Chr6D	10426648	10427190	+	10426919	1.0	1.0	collinear
gene:TraesCS6D02G022800	Chr6D	8787942	8792585	-	8790263	Chr6D	10421692	10426335	+	10424013	1.0	1.0	collinear
gene:TraesCS6D02G022900	Chr6D	8796683	8801617	+	8799150	Chr6D	10412732	10417594	-	10415163	0.975	0.975	collinear
gene:TraesCS6D02G023000	Chr6D	8802661	8803185	+	8802923	Chr6D	10411265	10411789	-	10411527	1.0	1.0	collinear
gene:TraesCS6D02G023100	Chr6D	8807747	8810151	+	8808949	Chr6D	10404299	10406703	-	10405501	1.0	1.0	collinear
gene:TraesCS6D02G023300	Chr6D	8858830	8859336	+	8859083	Chr6D	10342076	10342582	-	10342329	1.0	1.0	collinear
gene:TraesCS6D02G023400	Chr6D	8893931	8897787	+	8895859	Chr6D	10811587	10815220	+	10813403	0.916	0.902	collinear
gene:TraesCS6D02G023500	Chr6D	8899529	8900671	+	8900100	Chr6D	10300383	10301525	-	10300954	1.0	1.0	collinear
gene:TraesCS6D02G023600	Chr6D	8915707	8916213	+	8915960	Chr6D	10284772	10285278	-	10285025	1.0	1.0	collinear
gene:TraesCS6D02G023700	Chr6D	8987134	8989578	+	8988356	Chr6D	10212074	10214518	-	10213296	1.0	1.0	collinear
gene:TraesCS6D02G023800	Chr6D	9027671	9028354	+	9028012	Chr6D	10173280	10173963	-	10173621	1.0	1.0	collinear
gene:TraesCS6D02G023900	Chr6D	9061866	9063471	+	9062668	Chr6D	10138191	10139796	-	10138993	1.0	1.0	collinear
gene:TraesCS6D02G024000	Chr6D	9114539	9115093	+	9114816	Chr6D	10085315	10085869	-	10085592	1.0	1.0	collinear
gene:TraesCS6D02G024100	Chr6D	9147172	9147663	+	9147417	Chr6D	10052931	10053422	-	10053176	1.0	1.0	collinear
gene:TraesCS6D02G024200	Chr6D	9189388	9195609	-	9192498	Chr6D	10005290	10011511	+	10008400	1.0	1.0	collinear
gene:TraesCS6D02G024300	Chr6D	9216208	9216998	+	9216603	Chr6D	9984113	9984903	-	9984508	1.0	1.0	collinear
gene:TraesCS6D02G024400	Chr6D	9247101	9254315	-	9250708	Chr6D	9946799	9954013	+	9950406	1.0	1.0	collinear
gene:TraesCS6D02G024500	Chr6D	9346386	9348644	+	9347515	Chr6D	9845853	9848111	-	9846982	1.0	1.0	collinear
gene:TraesCS6D02G024600	Chr6D	9351989	9360751	+	9356370	Chr6D	9833639	9842401	-	9838020	1.0	1.0	collinear
gene:TraesCS6D02G024700	Chr6D	9365794	9372893	-	9369343	Chr6D	9821549	9828648	+	9825098	1.0	1.0	collinear
gene:TraesCS6D02G024800	Chr6D	9387330	9389705	+	9388517	Chr6D	9804715	9807090	-	9805902	1.0	1.0	collinear
gene:TraesCS6D02G024900	Chr6D	9462932	9465163	+	9464047	Chr6D	9724093	9726324	-	9725208	1.0	1.0	collinear
gene:TraesCS6D02G025000	Chr6D	9469156	9474538	-	9471847	Chr6D	9715153	9720535	+	9717844	1.0	1.0	collinear
gene:TraesCS6D02G025100	Chr6D	9540935	9542029	+	9541482	Chr6D	9647352	9648446	-	9647899	1.0	1.0	collinear
gene:TraesCS6D02G025200	Chr6D	9546722	9548210	-	9547466	Chr6D	9641171	9642659	+	9641915	1.0	1.0	collinear
gene:TraesCS6D02G025300	Chr6D	9587869	9589057	+	9588463	Chr6D	9601468	9602656	-	9602062	1.0	1.0	collinear
gene:TraesCS6D02G044000	Chr6D	18774498	18776822	-	18775660	Chr6D	18683804	18686129	-	18684966	1.0	1.0	collinear
gene:TraesCS6D02G044100	Chr6D	18875635	18876563	+	18876099	Chr6D	18783030	18783958	+	18783494	1.0	1.0	collinear
gene:TraesCS6D02G044200	Chr6D	18882273	18890689	+	18886481	Chr6D	18789668	18797756	+	18793712	1.0	0.998	collinear
gene:TraesCS6D02G044300	Chr6D	18936703	18937357	-	18937030	Chr6D	18843223	18843877	-	18843550	1.0	1.0	collinear
gene:TraesCS6D02G044400	Chr6D	18984614	18985124	+	18984869	Chr6D	18890819	18891329	+	18891074	1.0	1.0	collinear
gene:TraesCS6D02G044500	Chr6D	19321171	19321737	+	19321454	Chr6D	19233121	19233687	+	19233404	1.0	0.998	collinear
gene:TraesCS6D02G044700	Chr6D	20087728	20088294	-	20088011	Chr6D	20005374	20005940	-	20005657	1.0	1.0	collinear
gene:TraesCS6D02G044800	Chr6D	20120742	20121907	+	20121324	Chr6D	20039372	20040537	+	20039954	1.0	1.0	collinear
gene:TraesCS6D02G044900	Chr6D	20141009	20142411	-	20141710	Chr6D	20059522	20060924	-	20060223	1.0	0.999	collinear
gene:TraesCS6D02G045000	Chr6D	20253905	20255131	+	20254518	Chr6D	20168158	20169384	+	20168771	1.0	1.0	collinear
gene:TraesCS6D02G045100	Chr6D	20310958	20312352	-	20311655	Chr6D	20225390	20226784	-	20226087	1.0	1.0	collinear
gene:TraesCS6D02G045300	Chr6D	20359444	20359812	-	20359628	Chr6D	20272487	20272855	-	20272671	1.0	1.0	collinear
gene:TraesCS6D02G045400	Chr6D	20399996	20403617	+	20401806	Chr6D	20313872	20317493	+	20315682	1.0	1.0	collinear
gene:TraesCS6D02G045500	Chr6D	20474597	20475216	-	20474906	Chr6D	20393702	20394321	-	20394011	1.0	1.0	collinear
gene:TraesCS6D02G045600	Chr6D	20547817	20553543	+	20550680	Chr6D	20480357	20486083	+	20483220	1.0	0.999	collinear
gene:TraesCS6D02G045700	Chr6D	20589794	20591573	+	20590683	Chr6D	20523651	20525430	+	20524540	1.0	1.0	collinear
gene:TraesCS6D02G045800	Chr6D	20601504	20602025	-	20601764	Chr6D	20534984	20535505	-	20535244	1.0	1.0	collinear
gene:TraesCS6D02G045900	Chr6D	20721858	20726678	-	20724268	Chr6D	20654876	20659788	-	20657332	1.0	0.999	collinear
gene:TraesCS6D02G046000	Chr6D	20758955	20763709	-	20761332	Chr6D	20692610	20697364	-	20694987	1.0	1.0	collinear
gene:TraesCS6D02G046200	Chr6D	20780582	20781971	+	20781276	Chr6D	20714157	20715546	+	20714851	1.0	1.0	collinear
gene:TraesCS6D02G046300	Chr6D	20792712	20794430	+	20793571	Chr6D	20726171	20727889	+	20727030	1.0	1.0	collinear
gene:TraesCS6D02G046400	Chr6D	20813074	20813763	-	20813418	Chr6D	20751403	20752092	-	20751747	1.0	1.0	collinear
gene:TraesCS6D02G046500	Chr6D	20818239	20818439	-	20818339	Chr6D	20756363	20756563	-	20756463	1.0	1.0	collinear
gene:TraesCS6D02G046600	Chr6D	20849213	20849623	-	20849418	Chr6D	20787560	20787970	-	20787765	1.0	1.0	collinear
gene:TraesCS6D02G046700	Chr6D	20851450	20854447	-	20852948	Chr6D	20789851	20792848	-	20791349	1.0	1.0	collinear
gene:TraesCS6D02G046800	Chr6D	21050249	21055169	+	21052709	Chr6D	20987580	20992500	+	20990040	1.0	1.0	collinear
gene:TraesCS6D02G046818	Chr6D	21077215	21079777	+	21078496	Chr6D	21013970	21016532	+	21015251	1.0	1.0	collinear
gene:TraesCS6D02G046900	Chr6D	21352213	21356030	+	21354121	Chr6D	21295421	21299238	+	21297329	1.0	1.0	collinear
gene:TraesCS6D02G047000	Chr6D	21700415	21701706	+	21701060	Chr6D	21632848	21634139	+	21633493	1.0	1.0	collinear
gene:TraesCS6D02G047100	Chr6D	21704506	21710067	-	21707286	Chr6D	21636939	21642500	-	21639719	1.0	1.0	collinear
gene:TraesCS6D02G047200	Chr6D	21904132	21906908	+	21905520	Chr6D	21834326	21837102	+	21835714	1.0	1.0	collinear
gene:TraesCS6D02G047300	Chr6D	21911988	21914788	-	21913388	Chr6D	21841967	21844767	-	21843367	1.0	1.0	collinear
gene:TraesCS6D02G047400	Chr6D	21980166	21985295	+	21982730	Chr6D	21912527	21917656	+	21915091	1.0	1.0	collinear
gene:TraesCS6D02G047500	Chr6D	21987248	21995439	-	21991343	Chr6D	21919609	21927469	-	21923539	1.0	1.0	collinear
gene:TraesCS6D02G047583	Chr6D	22124904	22133823	-	22129363	Chr6D	22054612	22063610	-	22059111	1.0	1.0	collinear
gene:TraesCS6D02G047600	Chr6D	22172543	22175397	-	22173970	Chr6D	22101871	22104725	-	22103298	1.0	1.0	collinear
gene:TraesCS6D02G047700	Chr6D	22182256	22185213	+	22183734	Chr6D	22111396	22114353	+	22112874	1.0	1.0	collinear
gene:TraesCS6D02G047800	Chr6D	22237678	22252400	+	22245039	Chr6D	22166823	22181027	+	22173925	1.0	1.0	collinear
gene:TraesCS6D02G047900	Chr6D	22267960	22268877	-	22268418	Chr6D	22196054	22196971	-	22196512	1.0	1.0	collinear
gene:TraesCS6D02G048000	Chr6D	22459853	22460219	+	22460036	Chr6D	22384580	22384946	+	22384763	1.0	1.0	collinear
gene:TraesCS6D02G048100	Chr6D	22761512	22762753	-	22762132	Chr6D	22688930	22690171	-	22689550	1.0	1.0	collinear
gene:TraesCS6D02G048200	Chr6D	23010297	23014816	-	23012556	Chr6D	22924702	22929221	-	22926961	1.0	1.0	collinear
gene:TraesCS6D02G048300	Chr6D	23075148	23077733	-	23076440	Chr6D	22981727	22984312	-	22983019	1.0	1.0	collinear
gene:TraesCS6D02G048400	Chr6D	23394069	23396104	+	23395086	Chr6D	23308604	23310639	+	23309621	1.0	1.0	collinear
gene:TraesCS6D02G048500	Chr6D	23398270	23415334	+	23406802	Chr6D	23312819	23329674	+	23321246	1.0	1.0	collinear
gene:TraesCS6D02G048600	Chr6D	23437269	23441078	-	23439173	Chr6D	23351610	23355419	-	23353514	1.0	0.999	collinear
gene:TraesCS6D02G048700	Chr6D	23630877	23632145	-	23631511	Chr6D	23544176	23545444	-	23544810	1.0	1.0	collinear
gene:TraesCS6D02G048800	Chr6D	23640918	23642195	-	23641556	Chr6D	23554217	23555494	-	23554855	1.0	1.0	collinear
gene:TraesCS6D02G048900	Chr6D	23736680	23741027	+	23738853	Chr6D	23647313	23651660	+	23649486	1.0	1.0	collinear
gene:TraesCS6D02G049000	Chr6D	23747410	23748908	-	23748159	Chr6D	23658043	23659541	-	23658792	1.0	1.0	collinear
gene:TraesCS6D02G049100	Chr6D	23832531	23836586	-	23834558	Chr6D	23742257	23746312	-	23744284	1.0	1.0	collinear
gene:TraesCS6D02G049200	Chr6D	23970308	23971062	-	23970685	Chr6D	23878738	23879492	-	23879115	1.0	1.0	collinear
gene:TraesCS6D02G049300	Chr6D	24003507	24007633	-	24005570	Chr6D	23911911	23916037	-	23913974	1.0	1.0	collinear
gene:TraesCS6D02G049400	Chr6D	24008110	24009801	-	24008955	Chr6D	23916514	23918205	-	23917359	1.0	1.0	collinear
gene:TraesCS6D02G049500	Chr6D	24022336	24024657	+	24023496	Chr6D	23930597	23932918	+	23931757	1.0	1.0	collinear
gene:TraesCS6D02G049600	Chr6D	24029163	24030022	+	24029592	Chr6D	23937426	23938285	+	23937855	1.0	1.0	collinear
gene:TraesCS6D02G049700	Chr6D	24030764	24031285	+	24031024	Chr6D	23939027	23939548	+	23939287	1.0	1.0	collinear
gene:TraesCS6D02G049800	Chr6D	24197532	24197807	-	24197669	Chr6D	24102533	24102808	-	24102670	1.0	1.0	collinear
gene:TraesCS6D02G049900	Chr6D	24198018	24200818	-	24199418	Chr6D	24103019	24105815	-	24104417	1.0	1.0	collinear
gene:TraesCS6D02G050000	Chr6D	24219716	24220192	+	24219954	Chr6D	24124506	24124982	+	24124744	1.0	0.997	collinear
gene:TraesCS6D02G050100	Chr6D	24230216	24232544	-	24231380	Chr6D	24135006	24137334	-	24136170	1.0	1.0	collinear
gene:TraesCS6D02G050200	Chr6D	24256873	24257367	+	24257120	Chr6D	24161477	24161971	+	24161724	1.0	1.0	collinear
gene:TraesCS6D02G050300	Chr6D	24261731	24262692	-	24262211	Chr6D	24166335	24167296	-	24166815	1.0	1.0	collinear
gene:TraesCS6D02G050398	Chr6D	24292498	24295115	-	24293806	Chr6D	24197301	24199918	-	24198609	1.0	1.0	collinear
gene:TraesCS6D02G050400	Chr6D	24296489	24298990	-	24297739	Chr6D	24201292	24203793	-	24202542	1.0	1.0	collinear
gene:TraesCS6D02G050600	Chr6D	24345449	24358105	-	24351777	Chr6D	24255929	24268585	-	24262257	1.0	0.998	collinear
gene:TraesCS6D02G050700	Chr6D	24355255	24356940	-	24356097	Chr6D	24265735	24267420	-	24266577	1.0	1.0	collinear
gene:TraesCS6D02G050800	Chr6D	24360241	24366220	-	24363230	Chr6D	24270721	24276700	-	24273710	1.0	1.0	collinear
gene:TraesCS6D02G050900	Chr6D	24375492	24377880	-	24376686	Chr6D	24285644	24288032	-	24286838	1.0	1.0	collinear
gene:TraesCS6D02G051100	Chr6D	24429080	24430315	+	24429697	Chr6D	24339857	24341092	+	24340474	1.0	0.999	collinear
gene:TraesCS6D02G051200	Chr6D	24430338	24432340	+	24431339	Chr6D	24341115	24343117	+	24342116	1.0	1.0	collinear
gene:TraesCS6D02G051300	Chr6D	24439300	24445791	+	24442545	Chr6D	24349854	24356345	+	24353099	1.0	1.0	collinear
gene:TraesCS6D02G051400	Chr6D	24455769	24460911	-	24458340	Chr6D	24365914	24373117	-	24369515	1.0	0.999	collinear
gene:TraesCS6D02G051500	Chr6D	24553708	24557515	+	24555611	Chr6D	24474598	24478405	+	24476501	1.0	1.0	collinear
gene:TraesCS6D02G051600	Chr6D	24556163	24560459	-	24558311	Chr6D	24477053	24481361	-	24479207	1.0	0.989	collinear
gene:TraesCS6D02G051700	Chr6D	24577921	24580588	-	24579254	Chr6D	24498902	24501569	-	24500235	1.0	1.0	collinear
gene:TraesCS6D02G051800	Chr6D	24591809	24595703	-	24593756	Chr6D	24512078	24515942	-	24514010	1.0	1.0	collinear
