gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	Julius_tgt_chr	Julius_tgt_start	Julius_tgt_end	Julius_tgt_strand	Julius_tgt_midpoint	Julius_coverage	Julius_identity	segment
gene:TraesCS2B02G004200	Chr2B	2235456	2238338	+	2236897	Chr2B	292762	295547	+	294154	0.945	0.943	collinear
gene:TraesCS2B02G004300	Chr2B	2335787	2336388	+	2336087	Chr2B	371173	371774	+	371473	1.0	1.0	collinear
gene:TraesCS2B02G004400	Chr2B	2344368	2347989	-	2346178	Chr2B	379755	383678	-	381716	0.978	0.951	collinear
gene:TraesCS2B02G004500	Chr2B	2404235	2407537	-	2405886	Chr2B	437641	440958	-	439299	1.0	0.996	collinear
gene:TraesCS2B02G004600	Chr2B	2501390	2503974	-	2502682	Chr2B	525051	527635	-	526343	1.0	0.99	collinear
gene:TraesCS2B02G004700	Chr2B	2525898	2529167	-	2527532	Chr2B	548199	551447	-	549823	0.999	0.993	collinear
gene:TraesCS2B02G004800	Chr2B	2566039	2566626	-	2566332	Chr2B	587282	587875	-	587578	1.0	0.974	collinear
gene:TraesCS2B02G004900	Chr2B	2639862	2643225	-	2641543	Chr2B	786245	789610	-	787927	1.0	0.995	collinear
gene:TraesCS2B02G005000	Chr2B	3288581	3293090	+	3290835	Chr2B	1040719	1045231	+	1042975	1.0	0.997	collinear
gene:TraesCS2B02G005100	Chr2B	3299928	3306836	-	3303382	Chr2B	1051643	1058185	-	1054914	1.0	0.993	collinear
gene:TraesCS2B02G005200	Chr2B	3307435	3312813	-	3310124	Chr2B	1058587	1063875	-	1061231	1.0	0.985	collinear
gene:TraesCS2B02G005800	Chr2B	3772263	3773975	-	3773119	Chr2B	8932482	8934194	-	8933338	1.0	1.0	collinear
gene:TraesCS2B02G005900	Chr2B	3787544	3790240	+	3788892	Chr2B	8947101	8949797	+	8948449	1.0	0.999	collinear
gene:TraesCS2B02G006000	Chr2B	3794600	3795885	-	3795242	Chr2B	8953129	8954414	-	8953771	1.0	1.0	collinear
gene:TraesCS2B02G006100	Chr2B	3839122	3840611	+	3839866	Chr2B	9001665	9003154	+	9002409	1.0	1.0	collinear
gene:TraesCS2B02G006200	Chr2B	3907016	3908244	+	3907630	Chr2B	9068379	9069607	+	9068993	1.0	1.0	collinear
gene:TraesCS2B02G006300	Chr2B	4013566	4015994	+	4014780	Chr2B	9178148	9180576	+	9179362	1.0	0.999	collinear
gene:TraesCS2B02G006400	Chr2B	4117000	4118048	-	4117524	Chr2B	9279343	9280391	-	9279867	1.0	1.0	collinear
gene:TraesCS2B02G006500	Chr2B	4131445	4133057	+	4132251	Chr2B	9293788	9295400	+	9294594	1.0	1.0	collinear
gene:TraesCS2B02G006600	Chr2B	4185133	4187548	+	4186340	Chr2B	9347278	9349693	+	9348485	1.0	0.999	collinear
gene:TraesCS2B02G006700	Chr2B	4283146	4285475	+	4284310	Chr2B	9445509	9447838	+	9446673	1.0	1.0	collinear
gene:TraesCS2B02G006800	Chr2B	4424392	4426747	+	4425569	Chr2B	9585827	9588182	+	9587004	1.0	0.999	collinear
gene:TraesCS2B02G006900	Chr2B	4471513	4472626	-	4472069	Chr2B	9632639	9633752	-	9633195	1.0	1.0	collinear
gene:TraesCS2B02G007000	Chr2B	4481802	4483613	+	4482707	Chr2B	9642928	9644739	+	9643833	1.0	1.0	collinear
gene:TraesCS2B02G007100	Chr2B	4493174	4494883	+	4494028	Chr2B	9654339	9656048	+	9655193	1.0	1.0	collinear
gene:TraesCS2B02G007200	Chr2B	4502931	4515467	+	4509199	Chr2B	9664096	9676557	+	9670326	1.0	1.0	collinear
gene:TraesCS2B02G007400	Chr2B	4633720	4638108	+	4635914	Chr2B	9791731	9796126	+	9793928	1.0	0.995	collinear
gene:TraesCS2B02G007500	Chr2B	4642754	4643683	+	4643218	Chr2B	9800771	9801700	+	9801235	1.0	0.993	collinear
gene:TraesCS2B02G007600	Chr2B	4644215	4645528	+	4644871	Chr2B	9802232	9803545	+	9802888	1.0	0.996	collinear
gene:TraesCS2B02G007700	Chr2B	4646554	4654607	-	4650580	Chr2B	9823318	9831163	-	9827240	0.998	0.98	collinear
gene:TraesCS2B02G007900	Chr2B	4714253	4715607	+	4714930	Chr2B	9862557	9863893	+	9863225	0.998	0.978	collinear
gene:TraesCS2B02G008300	Chr2B	4751819	4754293	-	4753056	Chr2B	9903256	9905733	-	9904494	1.0	0.995	collinear
gene:TraesCS2B02G008400	Chr2B	4766161	4771417	-	4768789	Chr2B	9916970	9922211	-	9919590	0.999	0.998	collinear
gene:TraesCS2B02G008500	Chr2B	4789969	4794540	-	4792254	Chr2B	9940521	9945074	-	9942797	0.98	0.977	collinear
gene:TraesCS2B02G008600	Chr2B	4846099	4846416	+	4846257	Chr2B	10002952	10003269	+	10003110	1.0	0.987	collinear
gene:TraesCS2B02G008700	Chr2B	4882497	4887091	+	4884794	Chr2B	1418997	1422290	+	1420643	0.998	0.997	collinear
gene:TraesCS2B02G008800	Chr2B	4923626	4924189	-	4923907	Chr2B	1459123	1459686	-	1459404	1.0	0.996	collinear
gene:TraesCS2B02G008900	Chr2B	4984078	4990934	+	4987506	Chr2B	1528551	1535811	+	1532181	1.0	0.984	collinear
gene:TraesCS2B02G009000	Chr2B	5010495	5010806	-	5010650	Chr2B	1585759	1586070	-	1585914	1.0	0.964	collinear
gene:TraesCS2B02G009100	Chr2B	5041095	5042778	-	5041936	Chr2B	1629198	1630760	-	1629979	1.0	0.978	collinear
gene:TraesCS2B02G009700	Chr2B	5592643	5593403	-	5593023	Chr2B	1953057	1953815	-	1953436	1.0	0.965	collinear
gene:TraesCS2B02G009800	Chr2B	5596473	5596973	-	5596723	Chr2B	1990939	1991439	-	1991189	1.0	0.975	collinear
gene:TraesCS2B02G010000	Chr2B	5608373	5612953	+	5610663	Chr2B	2114938	2118830	+	2116884	0.994	0.944	collinear
gene:TraesCS2B02G010100	Chr2B	5628214	5630093	+	5629153	Chr2B	2133679	2135538	+	2134608	0.979	0.964	collinear
gene:TraesCS2B02G010200	Chr2B	5660528	5667076	+	5663802	Chr2B	2163432	2169771	+	2166601	0.924	0.922	collinear
gene:TraesCS2B02G010300	Chr2B	5669062	5673071	-	5671066	Chr2B	2171740	2175749	-	2173744	1.0	0.997	collinear
gene:TraesCS2B02G010400	Chr2B	5677311	5682095	+	5679703	Chr2B	2178673	2183311	+	2180992	0.91	0.909	collinear
gene:TraesCS2B02G010500	Chr2B	5684671	5689444	-	5687057	Chr2B	2185591	2190311	-	2187951	1.0	1.0	collinear
gene:TraesCS2B02G010600	Chr2B	5716685	5718490	-	5717587	Chr2B	2215931	2217739	-	2216835	1.0	0.997	collinear
gene:TraesCS2B02G010700	Chr2B	5785090	5786189	-	5785639	Chr2B	2283597	2284705	-	2284151	1.0	0.981	collinear
gene:TraesCS2B02G010800	Chr2B	5796815	5806855	+	5801835	Chr2B	2302724	2312660	+	2307692	1.0	0.985	collinear
gene:TraesCS2B02G010900	Chr2B	5822073	5825317	+	5823695	Chr2B	2326891	2330027	+	2328459	1.0	0.996	collinear
gene:TraesCS2B02G011000	Chr2B	5828065	5828772	-	5828418	Chr2B	2332827	2333534	-	2333180	1.0	1.0	collinear
gene:TraesCS2B02G011100	Chr2B	5993745	5998277	+	5996011	Chr2B	2478114	2482570	+	2480342	0.949	0.94	collinear
gene:TraesCS2B02G011300	Chr2B	6022757	6024383	+	6023570	Chr2B	2510056	2511700	+	2510878	1.0	0.988	collinear
gene:TraesCS2B02G011400	Chr2B	6035821	6039681	-	6037751	Chr2B	2522913	2526771	-	2524842	1.0	0.998	collinear
gene:TraesCS2B02G011500	Chr2B	6057152	6059667	-	6058409	Chr2B	2545303	2547818	-	2546560	1.0	0.993	collinear
gene:TraesCS2B02G011700	Chr2B	6132796	6133192	+	6132994	Chr2B	2517150	2517546	+	2517348	1.0	0.971	collinear
gene:TraesCS2B02G012000	Chr2B	6178676	6180145	+	6179410	Chr2B	2581337	2582806	+	2582071	1.0	0.99	collinear
gene:TraesCS2B02G012100	Chr2B	6180152	6195824	-	6187988	Chr2B	2582813	2596127	-	2589470	1.0	0.994	collinear
gene:TraesCS2B02G012200	Chr2B	6199281	6204169	-	6201725	Chr2B	2599609	2604497	-	2602053	1.0	0.992	collinear
gene:TraesCS2B02G012300	Chr2B	6209914	6226572	-	6218243	Chr2B	2614670	2631314	-	2622992	1.0	0.996	collinear
gene:TraesCS2B02G012400	Chr2B	6253373	6253722	+	6253547	Chr2B	2651222	2651573	+	2651397	1.0	0.991	collinear
gene:TraesCS2B02G012500	Chr2B	6257247	6261132	+	6259189	Chr2B	2658349	2662221	+	2660285	0.991	0.983	collinear
gene:TraesCS2B02G012600	Chr2B	6262945	6266039	-	6264492	Chr2B	2664029	2667200	-	2665614	1.0	0.964	collinear
gene:TraesCS2B02G012700	Chr2B	6294900	6300109	-	6297504	Chr2B	2698285	2703513	-	2700899	1.0	0.994	collinear
gene:TraesCS2B02G012800	Chr2B	6307514	6309622	+	6308568	Chr2B	2710934	2713042	+	2711988	1.0	0.996	collinear
gene:TraesCS2B02G012900	Chr2B	6310652	6316308	-	6313480	Chr2B	2714098	2719760	-	2716929	0.999	0.997	collinear
gene:TraesCS2B02G013000	Chr2B	6336691	6341938	+	6339314	Chr2B	2739695	2744766	+	2742230	0.951	0.931	collinear
gene:TraesCS2B02G013100	Chr2B	6340410	6341900	-	6341155	Chr2B	2743247	2744737	-	2743992	1.0	0.974	collinear
gene:TraesCS2B02G013200	Chr2B	6376660	6383282	+	6379971	Chr2B	2838069	2845651	+	2841860	0.999	0.982	collinear
gene:TraesCS2B02G013400	Chr2B	6426314	6426511	+	6426412	Chr2B	3518524	3518721	-	3518622	1.0	0.944	collinear
gene:TraesCS2B02G013500	Chr2B	6710935	6716133	+	6713534	Chr2B	4003305	4008444	+	4005874	0.986	0.921	collinear
gene:TraesCS2B02G013800	Chr2B	6730826	6732349	-	6731587	Chr2B	4070903	4072424	-	4071663	0.998	0.978	collinear
gene:TraesCS2B02G014400	Chr2B	6899988	6901390	-	6900689	Chr2B	4067195	4068597	-	4067896	1.0	0.956	collinear
gene:TraesCS2B02G015000	Chr2B	7081061	7081943	-	7081502	Chr2B	4143135	4144018	-	4143576	1.0	0.98	collinear
gene:TraesCS2B02G015100	Chr2B	7108878	7109882	+	7109380	Chr2B	4108583	4109593	+	4109088	1.0	0.942	collinear
gene:TraesCS2B02G015300	Chr2B	7146882	7149155	-	7148018	Chr2B	4115431	4117710	-	4116570	1.0	0.974	collinear
gene:TraesCS2B02G015500	Chr2B	7428456	7443833	+	7436144	Chr2B	4284928	4299879	+	4292403	0.994	0.97	collinear
gene:TraesCS2B02G015900	Chr2B	7643087	7645223	+	7644155	Chr2B	4520014	4522473	+	4521243	0.998	0.97	collinear
gene:TraesCS2B02G016000	Chr2B	7645446	7648835	-	7647140	Chr2B	4522594	4525865	-	4524229	0.991	0.935	collinear
gene:TraesCS2B02G016100	Chr2B	7654561	7658535	+	7656548	Chr2B	4540446	4544466	+	4542456	0.988	0.959	collinear
gene:TraesCS2B02G016200	Chr2B	7661710	7662105	-	7661907	Chr2B	4547810	4548205	-	4548007	1.0	0.994	collinear
gene:TraesCS2B02G016400	Chr2B	7689153	7689905	+	7689529	Chr2B	4563706	4564458	+	4564082	1.0	0.972	collinear
gene:TraesCS2B02G016900	Chr2B	7837463	7839019	+	7838241	Chr2B	4571643	4573185	+	4572414	0.991	0.971	collinear
gene:TraesCS2B02G017000	Chr2B	7855218	7856756	-	7855987	Chr2B	4616168	4617706	-	4616937	1.0	0.996	collinear
gene:TraesCS2B02G017100	Chr2B	7912589	7912843	-	7912716	Chr2B	4671813	4672067	-	4671940	1.0	0.992	collinear
gene:TraesCS2B02G017200	Chr2B	8010162	8011870	+	8011016	Chr2B	4771106	4772814	+	4771960	1.0	0.993	collinear
gene:TraesCS2B02G017300	Chr2B	8069953	8071429	-	8070691	Chr2B	4834949	4836412	-	4835680	0.991	0.98	collinear
gene:TraesCS2B02G017600	Chr2B	8233761	8238443	-	8236102	Chr2B	4842823	4847501	-	4845162	1.0	0.997	collinear
gene:TraesCS2B02G017700	Chr2B	8249939	8252085	-	8251012	Chr2B	4858915	4861061	-	4859988	1.0	0.997	collinear
gene:TraesCS2B02G017800	Chr2B	8272928	8274588	+	8273758	Chr2B	4909931	4911593	+	4910762	1.0	0.98	collinear
gene:TraesCS2B02G017900	Chr2B	8275358	8275759	+	8275558	Chr2B	4916455	4916856	+	4916655	1.0	0.972	collinear
gene:TraesCS2B02G018000	Chr2B	8276722	8278488	+	8277605	Chr2B	4919356	4921125	+	4920240	1.0	0.975	collinear
gene:TraesCS2B02G018100	Chr2B	8290068	8293511	-	8291789	Chr2B	4940406	4943849	-	4942127	1.0	0.994	collinear
gene:TraesCS2B02G018200	Chr2B	8385714	8389997	+	8387855	Chr2B	5039741	5044007	+	5041874	0.996	0.99	collinear
gene:TraesCS2B02G018500	Chr2B	8561501	8569381	+	8565441	Chr2B	5583499	5588058	+	5585778	0.966	0.96	collinear
gene:TraesCS2B02G018600	Chr2B	8592551	8596822	+	8594686	Chr2B	5414387	5418657	+	5416522	0.999	0.991	collinear
gene:TraesCS2B02G019600	Chr2B	9104917	9105804	-	9105360	Chr2B	5076461	5077341	+	5076901	0.99	0.915	collinear
gene:TraesCS2B02G020300	Chr2B	9724163	9725705	-	9724934	Chr2B	7498065	7499608	+	7498836	0.997	0.979	collinear
gene:TraesCS2B02G020400	Chr2B	9731069	9740936	-	9736002	Chr2B	7483420	7492973	+	7488196	1.0	0.999	collinear
gene:TraesCS2B02G020700	Chr2B	10071914	10072957	+	10072435	Chr2B	7706948	7707986	+	7707467	0.995	0.975	collinear
gene:TraesCS2B02G020800	Chr2B	10076810	10078040	-	10077425	Chr2B	7716418	7717686	-	7717052	0.998	0.945	collinear
gene:TraesCS2B02G020900	Chr2B	10086500	10087107	+	10086803	Chr2B	7726059	7726666	+	7726362	1.0	1.0	collinear
gene:TraesCS2B02G021000	Chr2B	10088694	10089647	+	10089170	Chr2B	7728259	7729212	+	7728735	1.0	1.0	collinear
gene:TraesCS2B02G021100	Chr2B	10171771	10178714	-	10175242	Chr2B	7786286	7793227	-	7789756	1.0	0.996	collinear
gene:TraesCS2B02G021200	Chr2B	10187555	10188157	-	10187856	Chr2B	7802880	7803434	-	7803157	0.92	0.903	collinear
gene:TraesCS2B02G021400	Chr2B	10218063	10219031	-	10218547	Chr2B	7818277	7819245	-	7818761	1.0	0.998	collinear
gene:TraesCS2B02G022700	Chr2B	10780178	10784230	+	10782204	Chr2B	7954668	7958259	+	7956463	0.986	0.916	collinear
gene:TraesCS2B02G022800	Chr2B	10784940	10786902	-	10785921	Chr2B	7959027	7960262	-	7959644	0.922	0.91	collinear
gene:TraesCS2B02G023200	Chr2B	10859148	10862521	-	10860834	Chr2B	8038188	8041573	-	8039880	0.998	0.977	collinear
gene:TraesCS2B02G023300	Chr2B	10867999	10869126	+	10868562	Chr2B	8047085	8048204	+	8047644	1.0	0.997	collinear
gene:TraesCS2B02G023400	Chr2B	10984183	10988968	+	10986575	Chr2B	8155072	8159802	+	8157437	0.997	0.989	collinear
gene:TraesCS2B02G023500	Chr2B	10991298	10993014	-	10992156	Chr2B	8163048	8164759	-	8163903	1.0	0.992	collinear
gene:TraesCS2B02G023700	Chr2B	11018659	11019141	+	11018900	Chr2B	8261197	8261679	+	8261438	1.0	0.977	collinear
gene:TraesCS2B02G023800	Chr2B	11075050	11079340	+	11077195	Chr2B	8311278	8315451	+	8313364	0.958	0.932	collinear
gene:TraesCS2B02G023900	Chr2B	11082010	11090064	-	11086037	Chr2B	8318124	8325989	-	8322056	0.998	0.984	collinear
gene:TraesCS2B02G024000	Chr2B	11176298	11184753	-	11180525	Chr2B	10080262	10088631	-	10084446	1.0	1.0	collinear
gene:TraesCS2B02G024100	Chr2B	11203512	11208017	-	11205764	Chr2B	10107330	10111455	-	10109392	0.999	0.998	collinear
gene:TraesCS2B02G024200	Chr2B	11224865	11226425	-	11225645	Chr2B	10139879	10141445	-	10140662	1.0	0.974	collinear
gene:TraesCS2B02G024300	Chr2B	11237102	11237875	+	11237488	Chr2B	10151975	10152748	+	10152361	1.0	0.997	collinear
gene:TraesCS2B02G024400	Chr2B	11286637	11294046	-	11290341	Chr2B	10199662	10206867	-	10203264	1.0	0.996	collinear
gene:TraesCS2B02G024500	Chr2B	11358443	11363727	-	11361085	Chr2B	10284438	10289964	-	10287201	1.0	0.999	collinear
gene:TraesCS2B02G024600	Chr2B	11389561	11391018	+	11390289	Chr2B	10313484	10314945	+	10314214	1.0	0.945	collinear
gene:TraesCS2B02G024700	Chr2B	11400642	11401547	+	11401094	Chr2B	10330598	10331502	+	10331050	1.0	0.992	collinear
gene:TraesCS2B02G024800	Chr2B	11445443	11446399	+	11445921	Chr2B	12068250	12069207	-	12068728	1.0	0.988	collinear
gene:TraesCS2B02G024900	Chr2B	11452736	11454226	-	11453481	Chr2B	12060979	12062469	+	12061724	1.0	0.994	collinear
gene:TraesCS2B02G025000	Chr2B	11458686	11463364	-	11461025	Chr2B	12051975	12056480	+	12054227	1.0	0.997	collinear
gene:TraesCS2B02G025700	Chr2B	11836978	11837592	-	11837285	Chr2B	10624223	10624837	+	10624530	1.0	0.998	collinear
gene:TraesCS2B02G025800	Chr2B	11905703	11906917	-	11906310	Chr2B	10516723	10517937	+	10517330	1.0	0.994	collinear
gene:TraesCS2B02G025900	Chr2B	11908628	11909627	+	11909127	Chr2B	10514118	10515117	-	10514617	1.0	0.998	collinear
gene:TraesCS2B02G026100	Chr2B	12024654	12027137	-	12025895	Chr2B	11277803	11280284	-	11279043	1.0	0.997	collinear
gene:TraesCS2B02G026200	Chr2B	12075223	12077814	-	12076518	Chr2B	11307792	11310383	-	11309087	1.0	0.998	collinear
gene:TraesCS2B02G026700	Chr2B	12422314	12423795	+	12423054	Chr2B	11629785	11631266	+	11630525	1.0	0.997	collinear
gene:TraesCS2B02G026800	Chr2B	12841126	12850441	+	12845783	Chr2B	11943699	11953013	+	11948356	1.0	0.996	collinear
gene:TraesCS2B02G026900	Chr2B	12850472	12852775	+	12851623	Chr2B	11953044	11955270	+	11954157	0.964	0.96	collinear
gene:TraesCS2B02G027000	Chr2B	12875422	12881979	+	12878700	Chr2B	11978470	11985027	+	11981748	1.0	0.998	collinear
gene:TraesCS2B02G027100	Chr2B	12914399	12916167	+	12915283	Chr2B	12017539	12019307	+	12018423	1.0	0.988	collinear
gene:TraesCS2B02G027200	Chr2B	12929421	12943887	+	12936654	Chr2B	12032658	12047165	+	12039911	1.0	0.997	collinear
gene:TraesCS2B02G027700	Chr2B	13057304	13058779	-	13058041	Chr2B	12088516	12089982	-	12089249	0.993	0.958	collinear
gene:TraesCS2B02G027800	Chr2B	13067051	13067773	-	13067412	Chr2B	12097836	12098558	-	12098197	1.0	0.984	collinear
gene:TraesCS2B02G028000	Chr2B	13165682	13166547	-	13166114	Chr2B	12269872	12270717	-	12270294	0.973	0.953	collinear
gene:TraesCS2B02G028100	Chr2B	13181954	13186147	+	13184050	Chr2B	12211772	12212287	+	12212029	0.929	0.917	collinear
gene:TraesCS2B02G028200	Chr2B	13184327	13184629	+	13184478	Chr2B	12210468	12210770	+	12210619	1.0	0.993	collinear
gene:TraesCS2B02G028600	Chr2B	13313662	13315104	-	13314383	Chr2B	12326137	12327581	-	12326859	1.0	0.99	collinear
gene:TraesCS2B02G029000	Chr2B	13389107	13391136	+	13390121	Chr2B	12174268	12176292	+	12175280	0.996	0.934	collinear
gene:TraesCS2B02G029100	Chr2B	13392097	13393566	+	13392831	Chr2B	12367920	12369389	+	12368654	1.0	0.996	collinear
gene:TraesCS2B02G029200	Chr2B	13402029	13403866	+	13402947	Chr2B	12397296	12399134	+	12398215	1.0	1.0	collinear
gene:TraesCS2B02G029300	Chr2B	13418381	13420723	-	13419552	Chr2B	12425407	12427749	-	12426578	1.0	1.0	collinear
gene:TraesCS2B02G029400	Chr2B	13479464	13480288	-	13479876	Chr2B	12489609	12490433	-	12490021	1.0	1.0	collinear
gene:TraesCS2B02G029500	Chr2B	13492578	13496150	-	13494364	Chr2B	12501936	12505487	-	12503711	0.991	0.991	collinear
gene:TraesCS2B02G029600	Chr2B	13497329	13498989	-	13498159	Chr2B	12506666	12508326	-	12507496	1.0	1.0	collinear
gene:TraesCS2B02G029700	Chr2B	13505999	13507861	-	13506930	Chr2B	12515337	12517199	-	12516268	1.0	1.0	collinear
gene:TraesCS2B02G029800	Chr2B	13716298	13717797	+	13717047	Chr2B	12704185	12705684	+	12704934	1.0	1.0	collinear
gene:TraesCS2B02G029900	Chr2B	13730862	13737387	+	13734124	Chr2B	12718615	12724792	+	12721703	1.0	1.0	collinear
gene:TraesCS2B02G030000	Chr2B	13739825	13741408	-	13740616	Chr2B	12727231	12728814	-	12728022	1.0	1.0	collinear
gene:TraesCS2B02G030100	Chr2B	13741436	13745164	-	13743300	Chr2B	12728842	12732570	-	12730706	1.0	0.999	collinear
gene:TraesCS2B02G030200	Chr2B	13761206	13768959	+	13765082	Chr2B	12747596	12755349	+	12751472	1.0	1.0	collinear
gene:TraesCS2B02G030300	Chr2B	13771344	13787752	+	13779548	Chr2B	12757733	12774191	+	12765962	1.0	0.999	collinear
gene:TraesCS2B02G030400	Chr2B	13797664	13798422	+	13798043	Chr2B	12784677	12785435	+	12785056	1.0	1.0	collinear
gene:TraesCS2B02G030500	Chr2B	13810799	13814984	-	13812891	Chr2B	12797766	12801951	-	12799858	1.0	1.0	collinear
gene:TraesCS2B02G030600	Chr2B	13912945	13916230	-	13914587	Chr2B	12904237	12907522	-	12905879	1.0	0.999	collinear
gene:TraesCS2B02G030700	Chr2B	14045642	14051486	+	14048564	Chr2B	13035708	13041552	+	13038630	1.0	1.0	collinear
gene:TraesCS2B02G030800	Chr2B	14055477	14059744	-	14057610	Chr2B	13045345	13049612	-	13047478	1.0	1.0	collinear
gene:TraesCS2B02G030900	Chr2B	14211752	14214240	-	14212996	Chr2B	13207883	13210371	-	13209127	1.0	1.0	collinear
gene:TraesCS2B02G031000	Chr2B	14348751	14351556	-	14350153	Chr2B	13342555	13345360	-	13343957	1.0	0.999	collinear
gene:TraesCS2B02G031100	Chr2B	14404448	14407354	-	14405901	Chr2B	13398399	13401305	-	13399852	1.0	1.0	collinear
gene:TraesCS2B02G031200	Chr2B	14412112	14415154	+	14413633	Chr2B	13405675	13408717	+	13407196	1.0	1.0	collinear
gene:TraesCS2B02G031300	Chr2B	14433194	14434804	-	14433999	Chr2B	13426638	13428248	-	13427443	1.0	1.0	collinear
gene:TraesCS2B02G031600	Chr2B	14617245	14619673	-	14618459	Chr2B	13571337	13573765	-	13572551	1.0	0.998	collinear
gene:TraesCS2B02G031700	Chr2B	14788702	14796017	+	14792359	Chr2B	13738859	13746010	+	13742434	1.0	0.999	collinear
gene:TraesCS2B02G031800	Chr2B	14833211	14836760	-	14834985	Chr2B	13783668	13787217	-	13785442	1.0	1.0	collinear
gene:TraesCS2B02G031900	Chr2B	14950636	14952585	-	14951610	Chr2B	13890844	13892793	-	13891818	1.0	1.0	collinear
gene:TraesCS2B02G032300	Chr2B	15461378	15464601	+	15462989	Chr2B	14163681	14166904	+	14165292	1.0	1.0	collinear
gene:TraesCS2B02G032400	Chr2B	15636853	15637470	-	15637161	Chr2B	14332292	14332909	-	14332600	1.0	1.0	collinear
gene:TraesCS2B02G032500	Chr2B	15681710	15700306	+	15691008	Chr2B	14374255	14391756	+	14383005	1.0	0.998	collinear
gene:TraesCS2B02G032700	Chr2B	15759982	15761772	+	15760877	Chr2B	14449372	14451162	+	14450267	1.0	0.996	collinear
gene:TraesCS2B02G032800	Chr2B	15788467	15789601	-	15789034	Chr2B	14476135	14477269	-	14476702	1.0	1.0	collinear
gene:TraesCS2B02G032900	Chr2B	15805716	15808778	+	15807247	Chr2B	14433899	14436961	+	14435430	1.0	0.986	collinear
gene:TraesCS2B02G033000	Chr2B	15880942	15883054	-	15881998	Chr2B	14565267	14567379	+	14566323	1.0	1.0	collinear
gene:TraesCS2B02G033100	Chr2B	15904056	15907118	+	15905587	Chr2B	14491963	14495025	+	14493494	1.0	0.999	collinear
gene:TraesCS2B02G034100	Chr2B	16772255	16774178	-	16773216	Chr2B	14760735	14762718	-	14761726	0.997	0.946	collinear
gene:TraesCS2B02G034200	Chr2B	16813613	16816571	+	16815092	Chr2B	14801679	14804669	+	14803174	1.0	0.964	collinear
gene:TraesCS2B02G034300	Chr2B	16825671	16828473	+	16827072	Chr2B	14811584	14814398	+	14812991	1.0	0.998	collinear
