gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	MOV_tgt_chr	MOV_tgt_start	MOV_tgt_end	MOV_tgt_strand	MOV_tgt_midpoint	MOV_coverage	MOV_identity
gene:TraesCS3A03G0007300	Chr3A	1881511	1881988	+	1881749	Chr3A	2431180	2431657	+	2431418	1.0	1.0
gene:TraesCS3A03G0007400	Chr3A	1888827	1889429	+	1889128	Chr3A	2438526	2439128	+	2438827	1.0	0.998
gene:TraesCS3A03G0007800	Chr3A	1975660	1976366	+	1976013	Chr3A	2525409	2526115	+	2525762	1.0	1.0
gene:TraesCS3A03G0007900	Chr3A	1986188	1988425	-	1987306	Chr3A	2535921	2538158	-	2537039	1.0	1.0
gene:TraesCS3A03G0008000	Chr3A	1993217	1993959	+	1993588	Chr3A	2542957	2543699	+	2543328	1.0	1.0
gene:TraesCS3A03G0008400	Chr3A	2008922	2012376	+	2010649	Chr3A	2560720	2564174	+	2562447	1.0	1.0
gene:TraesCS3A03G0008500	Chr3A	2013683	2017892	-	2015787	Chr3A	2565496	2569705	-	2567600	1.0	1.0
gene:TraesCS3A03G0013800	Chr3A	6965742	6973314	-	6969528	Chr3A	2683963	2688403	-	2686183	0.934	0.912
gene:TraesCS3A03G0014100	Chr3A	7195252	7195989	-	7195620	Chr3A	2795408	2796133	-	2795770	0.983	0.967
gene:TraesCS3A03G0014500	Chr3A	7235692	7236321	+	7236006	Chr3A	2812456	2813085	+	2812770	1.0	0.984
gene:TraesCS3A03G0014600	Chr3A	7271218	7272481	-	7271849	Chr3A	2827366	2828632	-	2827999	1.0	0.99
gene:TraesCS3A03G0014700	Chr3A	7285296	7286069	-	7285682	Chr3A	2878166	2878935	-	2878550	0.994	0.976
gene:TraesCS3A03G0014800	Chr3A	7323919	7329828	+	7326873	Chr3A	2939352	2945267	+	2942309	0.984	0.976
gene:TraesCS3A03G0015200	Chr3A	7342556	7344335	-	7343445	Chr3A	2965218	2966988	-	2966103	0.995	0.973
gene:TraesCS3A03G0015300	Chr3A	7348215	7349429	-	7348822	Chr3A	2970859	2972097	-	2971478	0.995	0.938
gene:TraesCS3A03G0015600	Chr3A	7363585	7366969	+	7365277	Chr3A	3052640	3056029	+	3054334	1.0	0.992
gene:TraesCS3A03G0016000	Chr3A	7452849	7457127	-	7454988	Chr3A	3096497	3099785	-	3098141	0.994	0.914
gene:TraesCS3A03G0016300	Chr3A	7500062	7500565	-	7500313	Chr3A	3113915	3114418	-	3114166	1.0	0.978
gene:TraesCS3A03G0016400	Chr3A	7504661	7506864	-	7505762	Chr3A	3118722	3121021	-	3119871	0.995	0.971
gene:TraesCS3A03G0016700	Chr3A	7536839	7541137	-	7538988	Chr3A	3148604	3152866	-	3150735	1.0	0.988
gene:TraesCS3A03G0016800	Chr3A	7541942	7543943	-	7542942	Chr3A	3153694	3155701	-	3154697	1.0	0.968
gene:TraesCS3A03G0017200	Chr3A	7711376	7711747	+	7711561	Chr3A	3253124	3253498	+	3253311	1.0	0.954
gene:TraesCS3A03G0017500	Chr3A	7835763	7836658	+	7836210	Chr3A	3271673	3272565	+	3272119	0.989	0.963
gene:TraesCS3A03G0017600	Chr3A	7843174	7845911	-	7844542	Chr3A	3279140	3282006	-	3280573	0.995	0.952
gene:TraesCS3A03G0017800	Chr3A	7873298	7874889	+	7874093	Chr3A	3323120	3324709	+	3323914	1.0	0.987
gene:TraesCS3A03G0018900	Chr3A	8203442	8203990	-	8203716	Chr3A	3648498	3649050	-	3648774	1.0	0.983
gene:TraesCS3A03G0019100	Chr3A	8214105	8215239	+	8214672	Chr3A	3655111	3656244	+	3655677	0.996	0.96
gene:TraesCS3A03G0019200	Chr3A	8216747	8228758	-	8222752	Chr3A	3659057	3668734	-	3663895	0.994	0.964
gene:TraesCS3A03G0019500	Chr3A	8312029	8313781	+	8312905	Chr3A	3787108	3788848	+	3787978	0.993	0.971
gene:TraesCS3A03G0020200	Chr3A	8667965	8674038	+	8671001	Chr3A	3832092	3838109	+	3835100	0.986	0.968
gene:TraesCS3A03G0020300	Chr3A	8675885	8676581	+	8676233	Chr3A	3840151	3840847	+	3840499	1.0	0.987
gene:TraesCS3A03G0020900	Chr3A	8761108	8765593	+	8763350	Chr3A	3943180	3947800	+	3945490	0.993	0.97
gene:TraesCS3A03G0021100	Chr3A	8815764	8817443	-	8816603	Chr3A	3985394	3987073	-	3986233	1.0	0.97
gene:TraesCS3A03G0021500	Chr3A	8936932	8941473	+	8939202	Chr3A	4082606	4087158	+	4084882	1.0	0.981
gene:TraesCS3A03G0021700	Chr3A	8941709	8945367	-	8943538	Chr3A	4087394	4090800	-	4089097	1.0	0.99
gene:TraesCS3A03G0021900	Chr3A	8978050	8978574	-	8978312	Chr3A	4132463	4132983	-	4132723	0.99	0.95
gene:TraesCS3A03G0022400	Chr3A	9068031	9068433	+	9068232	Chr3A	4196678	4197080	+	4196879	1.0	0.977
gene:TraesCS3A03G0022600	Chr3A	9084051	9084863	+	9084457	Chr3A	4239247	4240065	+	4239656	1.0	0.979
gene:TraesCS3A03G0022900	Chr3A	9122196	9122766	+	9122481	Chr3A	4233919	4234489	+	4234204	1.0	0.983
gene:TraesCS3A03G0023200	Chr3A	9140921	9143315	-	9142118	Chr3A	4282016	4284395	-	4283205	1.0	0.966
gene:TraesCS3A03G0023600	Chr3A	9261431	9262046	+	9261738	Chr3A	4393956	4394599	+	4394277	1.0	0.979
gene:TraesCS3A03G0023900	Chr3A	9285037	9286005	+	9285521	Chr3A	4411867	4412835	+	4412351	1.0	0.978
gene:TraesCS3A03G0024200	Chr3A	9353587	9354501	-	9354044	Chr3A	4456145	4457050	-	4456597	0.989	0.963
gene:TraesCS3A03G0025300	Chr3A	9545280	9546050	+	9545665	Chr3A	4546230	4547011	+	4546620	1.0	0.972
gene:TraesCS3A03G0025400	Chr3A	9552904	9553640	+	9553272	Chr3A	4553471	4554203	+	4553837	0.981	0.947
gene:TraesCS3A03G0026000	Chr3A	9642965	9643977	-	9643471	Chr3A	4635591	4636603	-	4636097	1.0	0.978
gene:TraesCS3A03G0026100	Chr3A	9644666	9645634	+	9645150	Chr3A	4637253	4638221	+	4637737	1.0	0.982
gene:TraesCS3A03G0026200	Chr3A	9653139	9669786	-	9661462	Chr3A	4657312	4668815	-	4663063	0.994	0.98
gene:TraesCS3A03G0026400	Chr3A	9675840	9678026	-	9676933	Chr3A	4675048	4677234	-	4676141	1.0	0.993
gene:TraesCS3A03G0026500	Chr3A	9681056	9686935	+	9683995	Chr3A	4680230	4686561	+	4683395	0.998	0.928
gene:TraesCS3A03G0027000	Chr3A	9838666	9841851	-	9840258	Chr3A	4909777	4912707	-	4911242	1.0	0.979
gene:TraesCS3A03G0027100	Chr3A	9845757	9852029	-	9848893	Chr3A	4916405	4922058	-	4919231	0.978	0.951
gene:TraesCS3A03G0027300	Chr3A	9849094	9851236	+	9850165	Chr3A	4919397	4921510	+	4920453	0.982	0.976
gene:TraesCS3A03G0027500	Chr3A	9911389	9914507	-	9912948	Chr3A	4982971	4986083	-	4984527	1.0	0.992
gene:TraesCS3A03G0027600	Chr3A	9920569	9923925	+	9922247	Chr3A	4992847	4996174	+	4994510	1.0	0.975
gene:TraesCS3A03G0028000	Chr3A	10000200	10001623	+	10000911	Chr3A	5059478	5060906	+	5060192	1.0	0.97
gene:TraesCS3A03G0028100	Chr3A	10018154	10019155	+	10018654	Chr3A	5070078	5071079	+	5070578	1.0	0.976
gene:TraesCS3A03G0029200	Chr3A	10220045	10221046	+	10220545	Chr3A	5327860	5328882	+	5328371	1.0	0.956
gene:TraesCS3A03G0029300	Chr3A	10232174	10234897	+	10233535	Chr3A	5398601	5401325	+	5399963	0.999	0.991
gene:TraesCS3A03G0029500	Chr3A	10278955	10283756	+	10281355	Chr3A	5432275	5437076	+	5434675	1.0	0.995
gene:TraesCS3A03G0029600	Chr3A	10304911	10305937	+	10305424	Chr3A	5442230	5443251	+	5442740	0.988	0.98
gene:TraesCS3A03G0029700	Chr3A	10310419	10311840	+	10311129	Chr3A	5447732	5449154	+	5448443	1.0	0.969
gene:TraesCS3A03G0030500	Chr3A	10336408	10337433	+	10336920	Chr3A	5690528	5691553	-	5691040	1.0	0.934
gene:TraesCS3A03G0030800	Chr3A	10383345	10466440	-	10424892	Chr3A	5472750	5481400	-	5477075	0.977	0.967
gene:TraesCS3A03G0031100	Chr3A	10497436	10508467	+	10502951	Chr3A	5572874	5587498	+	5580186	1.0	0.992
gene:TraesCS3A03G0031400	Chr3A	10518095	10519252	+	10518673	Chr3A	5635639	5636796	+	5636217	1.0	0.985
gene:TraesCS3A03G0032300	Chr3A	10654600	10656651	+	10655625	Chr3A	5732965	5735016	+	5733990	1.0	0.975
gene:TraesCS3A03G0032700	Chr3A	10737911	10746852	+	10742381	Chr3A	5827028	5836361	+	5831694	0.999	0.985
gene:TraesCS3A03G0034400	Chr3A	11101739	11106118	-	11103928	Chr3A	6127081	6131463	-	6129272	1.0	0.994
gene:TraesCS3A03G0034500	Chr3A	11104958	11107846	+	11106402	Chr3A	6130303	6133191	+	6131747	1.0	0.994
gene:TraesCS3A03G0034800	Chr3A	11173580	11178498	-	11176039	Chr3A	6190293	6195224	-	6192758	1.0	0.973
gene:TraesCS3A03G0036900	Chr3A	11558550	11561205	-	11559877	Chr3A	6346774	6349428	-	6348101	1.0	0.998
gene:TraesCS3A03G0037100	Chr3A	11576916	11578238	+	11577577	Chr3A	5853137	5854435	+	5853786	0.981	0.95
gene:TraesCS3A03G0038300	Chr3A	11651428	11652730	+	11652079	Chr3A	6351478	6352758	+	6352118	1.0	0.924
gene:TraesCS3A03G0039000	Chr3A	11781834	11782499	+	11782166	Chr3A	6479311	6479960	-	6479635	0.948	0.913
gene:TraesCS3A03G0039200	Chr3A	11783112	11783333	-	11783222	Chr3A	23291287	23291508	+	23291397	1.0	0.977
gene:TraesCS3A03G0039100	Chr3A	11783112	11783333	-	11783222	Chr3A	23291287	23291508	+	23291397	1.0	0.977
gene:TraesCS3A03G0039500	Chr3A	11852630	11855047	-	11853838	Chr3A	6542689	6545146	-	6543917	1.0	0.941
gene:TraesCS3A03G0039800	Chr3A	11932308	11936854	+	11934581	Chr3A	6601553	6606162	+	6603857	1.0	0.987
gene:TraesCS3A03G0040200	Chr3A	11953618	11959397	-	11956507	Chr3A	6634623	6640365	-	6637494	0.998	0.98
gene:TraesCS3A03G0040400	Chr3A	11984456	11986835	-	11985645	Chr3A	6654225	6656643	-	6655434	0.997	0.958
gene:TraesCS3A03G0040500	Chr3A	12010768	12012573	-	12011670	Chr3A	6673360	6675207	-	6674283	0.995	0.946
gene:TraesCS3A03G0040800	Chr3A	12045365	12046453	-	12045909	Chr3A	6736617	6737702	-	6737159	0.997	0.976
gene:TraesCS3A03G0040900	Chr3A	12054644	12056101	-	12055372	Chr3A	6785394	6786849	-	6786121	1.0	0.98
gene:TraesCS3A03G0041100	Chr3A	12071349	12072083	+	12071716	Chr3A	6797923	6798657	+	6798290	1.0	0.983
gene:TraesCS3A03G0041200	Chr3A	12075943	12077447	-	12076695	Chr3A	6801676	6803178	-	6802427	0.998	0.987
gene:TraesCS3A03G0041700	Chr3A	12110477	12114187	+	12112332	Chr3A	6806905	6810585	+	6808745	0.993	0.973
gene:TraesCS3A03G0041900	Chr3A	12118672	12120490	-	12119581	Chr3A	6812131	6813949	-	6813040	1.0	0.988
gene:TraesCS3A03G0042100	Chr3A	12128508	12130477	-	12129492	Chr3A	6833839	6835809	-	6834824	1.0	0.971
gene:TraesCS3A03G0042200	Chr3A	12200162	12201941	-	12201051	Chr3A	6908619	6910283	-	6909451	0.935	0.923
gene:TraesCS3A03G0042300	Chr3A	12209794	12211502	-	12210648	Chr3A	6958994	6960702	-	6959848	1.0	0.958
gene:TraesCS3A03G0042700	Chr3A	12352050	12353034	-	12352542	Chr3A	6993821	6994810	-	6994315	1.0	0.981
gene:TraesCS3A03G0042800	Chr3A	12356143	12357072	+	12356607	Chr3A	6999301	7000195	+	6999748	0.958	0.932
gene:TraesCS3A03G0042900	Chr3A	12358498	12359728	-	12359113	Chr3A	7011311	7012582	-	7011946	0.998	0.924
gene:TraesCS3A03G0043100	Chr3A	12411156	12412208	-	12411682	Chr3A	7037915	7038979	-	7038447	0.988	0.925
gene:TraesCS3A03G0043200	Chr3A	12415290	12425054	+	12420172	Chr3A	7047061	7056779	+	7051920	0.967	0.951
gene:TraesCS3A03G0043300	Chr3A	12436248	12436726	+	12436487	Chr3A	7067741	7068235	+	7067988	0.995	0.941
gene:TraesCS3A03G0043500	Chr3A	12499756	12505087	+	12502421	Chr3A	7094969	7100368	+	7097668	0.998	0.981
gene:TraesCS3A03G0043600	Chr3A	12557004	12564531	+	12560767	Chr3A	7167074	7174789	+	7170931	0.949	0.943
gene:TraesCS3A03G0043700	Chr3A	12591873	12593468	+	12592670	Chr3A	7220448	7222046	+	7221247	1.0	0.985
gene:TraesCS3A03G0043800	Chr3A	12619607	12622553	+	12621080	Chr3A	7310991	7313900	+	7312445	0.988	0.984
gene:TraesCS3A03G0044200	Chr3A	12659773	12663256	+	12661514	Chr3A	7348955	7352439	+	7350697	1.0	0.998
gene:TraesCS3A03G0044400	Chr3A	12671499	12671969	-	12671734	Chr3A	7360677	7361147	-	7360912	1.0	0.989
gene:TraesCS3A03G0044500	Chr3A	12674962	12675767	-	12675364	Chr3A	7364150	7364955	-	7364552	1.0	0.998
gene:TraesCS3A03G0044600	Chr3A	12691263	12693861	+	12692562	Chr3A	7380538	7383212	+	7381875	1.0	0.99
gene:TraesCS3A03G0045600	Chr3A	12953875	12962009	+	12957942	Chr3A	7502146	7510477	+	7506311	0.999	0.995
gene:TraesCS3A03G0046100	Chr3A	12989383	12993109	-	12991246	Chr3A	7539782	7543508	-	7541645	1.0	1.0
gene:TraesCS3A03G0046400	Chr3A	13013432	13018739	-	13016085	Chr3A	7563830	7569136	-	7566483	1.0	1.0
gene:TraesCS3A03G0046500	Chr3A	13029932	13033027	-	13031479	Chr3A	7580329	7583424	-	7581876	1.0	1.0
gene:TraesCS3A03G0046600	Chr3A	13037615	13043061	-	13040338	Chr3A	7588014	7593466	-	7590740	0.999	0.999
gene:TraesCS3A03G0046700	Chr3A	13046469	13049752	-	13048110	Chr3A	7596873	7600157	-	7598515	1.0	1.0
gene:TraesCS3A03G0046900	Chr3A	13134758	13138473	+	13136615	Chr3A	7685414	7689117	+	7687265	0.987	0.979
gene:TraesCS3A03G0047000	Chr3A	13146068	13157472	+	13151770	Chr3A	7696840	7708246	+	7702543	1.0	0.998
gene:TraesCS3A03G0047400	Chr3A	13173460	13176299	+	13174879	Chr3A	7723740	7726580	+	7725160	1.0	0.996
gene:TraesCS3A03G0047600	Chr3A	13180225	13184245	+	13182235	Chr3A	7730765	7734765	+	7732765	0.985	0.981
gene:TraesCS3A03G0047800	Chr3A	13200215	13207654	+	13203934	Chr3A	7781511	7788927	+	7785219	0.997	0.995
gene:TraesCS3A03G0047900	Chr3A	13209629	13211419	-	13210524	Chr3A	7791027	7792817	-	7791922	1.0	1.0
gene:TraesCS3A03G0048000	Chr3A	13212111	13220429	-	13216270	Chr3A	7793508	7801613	-	7797560	1.0	0.997
gene:TraesCS3A03G0048300	Chr3A	13251152	13252309	+	13251730	Chr3A	7832127	7833284	+	7832705	1.0	0.997
gene:TraesCS3A03G0048400	Chr3A	13253472	13254910	+	13254191	Chr3A	7834162	7835600	+	7834881	1.0	0.999
gene:TraesCS3A03G0048500	Chr3A	13256000	13259537	-	13257768	Chr3A	7836690	7840226	-	7838458	0.999	0.999
gene:TraesCS3A03G0048600	Chr3A	13262335	13263785	-	13263060	Chr3A	7843023	7844473	-	7843748	1.0	1.0
gene:TraesCS3A03G0048700	Chr3A	13266374	13267826	-	13267100	Chr3A	7847062	7848514	-	7847788	1.0	1.0
gene:TraesCS3A03G0049100	Chr3A	13326983	13331969	-	13329476	Chr3A	7907164	7912150	-	7909657	1.0	1.0
gene:TraesCS3A03G0049400	Chr3A	13364456	13367172	+	13365814	Chr3A	7942843	7945559	+	7944201	1.0	1.0
gene:TraesCS3A03G0049500	Chr3A	13374582	13377547	+	13376064	Chr3A	7952769	7955734	+	7954251	1.0	1.0
gene:TraesCS3A03G0049600	Chr3A	13420057	13420751	-	13420404	Chr3A	7998064	7998758	-	7998411	1.0	1.0
gene:TraesCS3A03G0050200	Chr3A	13510570	13511960	-	13511265	Chr3A	8087807	8089197	-	8088502	1.0	1.0
gene:TraesCS3A03G0050400	Chr3A	13530408	13531190	-	13530799	Chr3A	8107481	8108263	-	8107872	1.0	1.0
gene:TraesCS3A03G0050600	Chr3A	13539918	13540966	+	13540442	Chr3A	8116991	8118039	+	8117515	1.0	1.0
gene:TraesCS3A03G0050700	Chr3A	13551825	13552727	-	13552276	Chr3A	8128899	8129801	-	8129350	1.0	1.0
gene:TraesCS3A03G0051000	Chr3A	13581053	13583594	-	13582323	Chr3A	8157597	8160138	-	8158867	1.0	1.0
gene:TraesCS3A03G0051100	Chr3A	13585785	13587462	+	13586623	Chr3A	8162329	8164006	+	8163167	1.0	1.0
gene:TraesCS3A03G0051200	Chr3A	13588891	13590341	-	13589616	Chr3A	8165435	8166885	-	8166160	1.0	1.0
gene:TraesCS3A03G0051400	Chr3A	13799143	13807136	-	13803139	Chr3A	8315564	8323557	-	8319560	1.0	1.0
gene:TraesCS3A03G0051500	Chr3A	13812171	13813047	+	13812609	Chr3A	8328522	8329398	+	8328960	1.0	1.0
gene:TraesCS3A03G0051600	Chr3A	13817015	13820570	+	13818792	Chr3A	8333366	8336921	+	8335143	1.0	1.0
gene:TraesCS3A03G0051700	Chr3A	13820553	13824040	-	13822296	Chr3A	8336904	8340391	-	8338647	1.0	1.0
gene:TraesCS3A03G0051800	Chr3A	13837749	13840017	-	13838883	Chr3A	8353899	8356167	-	8355033	1.0	1.0
gene:TraesCS3A03G0052000	Chr3A	13857289	13862785	-	13860037	Chr3A	8379152	8384648	-	8381900	1.0	1.0
gene:TraesCS3A03G0052200	Chr3A	14040952	14041692	-	14041322	Chr3A	8555504	8556244	-	8555874	1.0	1.0
gene:TraesCS3A03G0052300	Chr3A	14120231	14120695	+	14120463	Chr3A	8627182	8627646	+	8627414	1.0	1.0
gene:TraesCS3A03G0052500	Chr3A	14131902	14132951	-	14132426	Chr3A	8638850	8639899	-	8639374	1.0	1.0
gene:TraesCS3A03G0052600	Chr3A	14134546	14135307	+	14134926	Chr3A	8641494	8642255	+	8641874	1.0	1.0
gene:TraesCS3A03G0053000	Chr3A	14200366	14205844	-	14203105	Chr3A	8707358	8712836	-	8710097	1.0	1.0
gene:TraesCS3A03G0053100	Chr3A	14208436	14211617	+	14210026	Chr3A	8715207	8718387	+	8716797	1.0	0.994
gene:TraesCS3A03G0053400	Chr3A	14338574	14342114	+	14340344	Chr3A	8867547	8871086	+	8869316	1.0	0.995
gene:TraesCS3A03G0053500	Chr3A	14344155	14345109	-	14344632	Chr3A	8873127	8874084	-	8873605	1.0	0.995
gene:TraesCS3A03G0053600	Chr3A	14345254	14349480	-	14347367	Chr3A	8874233	8878457	-	8876345	1.0	0.999
gene:TraesCS3A03G0054300	Chr3A	14498314	14498850	+	14498582	Chr3A	9016512	9017048	+	9016780	1.0	0.998
gene:TraesCS3A03G0054500	Chr3A	14583303	14584864	+	14584083	Chr3A	9074699	9076273	+	9075486	1.0	0.968
gene:TraesCS3A03G0054600	Chr3A	14587724	14588509	-	14588116	Chr3A	9079137	9079922	-	9079529	1.0	0.998
gene:TraesCS3A03G0055000	Chr3A	15050261	15053415	+	15051838	Chr3A	9538713	9541868	+	9540290	1.0	0.998
gene:TraesCS3A03G0055100	Chr3A	15058231	15060659	+	15059445	Chr3A	9546487	9548916	+	9547701	1.0	0.997
gene:TraesCS3A03G0055500	Chr3A	15114158	15116300	-	15115229	Chr3A	9601354	9603496	-	9602425	1.0	1.0
gene:TraesCS3A03G0055600	Chr3A	15142521	15146395	+	15144458	Chr3A	9629444	9633318	+	9631381	1.0	1.0
gene:TraesCS3A03G0055700	Chr3A	15147371	15148340	-	15147855	Chr3A	9634294	9635263	-	9634778	1.0	1.0
gene:TraesCS3A03G0055800	Chr3A	15151106	15153176	-	15152141	Chr3A	9638028	9640098	-	9639063	1.0	1.0
gene:TraesCS3A03G0056100	Chr3A	15218565	15225143	-	15221854	Chr3A	9705114	9711692	-	9708403	1.0	1.0
gene:TraesCS3A03G0056300	Chr3A	15367716	15369852	+	15368784	Chr3A	9855128	9857264	+	9856196	1.0	1.0
gene:TraesCS3A03G0056400	Chr3A	15374271	15377592	+	15375931	Chr3A	9861686	9865003	+	9863344	1.0	1.0
gene:TraesCS3A03G0056500	Chr3A	15379118	15382109	+	15380613	Chr3A	9866529	9869520	+	9868024	1.0	1.0
gene:TraesCS3A03G0056600	Chr3A	15382541	15385525	-	15384033	Chr3A	9869952	9872937	-	9871444	1.0	1.0
gene:TraesCS3A03G0056900	Chr3A	15581362	15586956	+	15584159	Chr3A	10068782	10074379	+	10071580	1.0	1.0
gene:TraesCS3A03G0057000	Chr3A	15588624	15592155	-	15590389	Chr3A	10076047	10079578	-	10077812	1.0	1.0
gene:TraesCS3A03G0057100	Chr3A	15593584	15595385	+	15594484	Chr3A	10081007	10082808	+	10081907	1.0	1.0
gene:TraesCS3A03G0057200	Chr3A	15596606	15598218	-	15597412	Chr3A	10084029	10085641	-	10084835	1.0	1.0
gene:TraesCS3A03G0057400	Chr3A	15608635	15609777	+	15609206	Chr3A	10096060	10097202	+	10096631	1.0	0.998
gene:TraesCS3A03G0058300	Chr3A	15743505	15746810	+	15745157	Chr3A	10237732	10240997	+	10239364	1.0	0.988
gene:TraesCS3A03G0058400	Chr3A	15754398	15759483	+	15756940	Chr3A	10248576	10252528	+	10250552	0.966	0.961
gene:TraesCS3A03G0058600	Chr3A	15769038	15770439	-	15769738	Chr3A	10261593	10262993	-	10262293	0.999	0.993
gene:TraesCS3A03G0058900	Chr3A	15890662	15892044	+	15891353	Chr3A	10358525	10359913	+	10359219	1.0	0.992
gene:TraesCS3A03G0059000	Chr3A	15897326	15907096	-	15902211	Chr3A	10365157	10375133	-	10370145	1.0	0.997
gene:TraesCS3A03G0059100	Chr3A	15904642	15905987	-	15905314	Chr3A	10372681	10374027	-	10373354	1.0	0.992
gene:TraesCS3A03G0059500	Chr3A	15975018	15978954	+	15976986	Chr3A	10443867	10448983	+	10446425	0.999	0.951
gene:TraesCS3A03G0059600	Chr3A	15985878	15990235	+	15988056	Chr3A	10455819	10460221	+	10458020	1.0	0.998
gene:TraesCS3A03G0059700	Chr3A	16065418	16066849	-	16066133	Chr3A	10540537	10541962	-	10541249	0.995	0.987
gene:TraesCS3A03G0059800	Chr3A	16069241	16073917	+	16071579	Chr3A	10544356	10549032	+	10546694	1.0	1.0
gene:TraesCS3A03G0060200	Chr3A	16122946	16123593	+	16123269	Chr3A	10598740	10599387	+	10599063	1.0	0.99
gene:TraesCS3A03G0060300	Chr3A	16279115	16279914	-	16279514	Chr3A	10781625	10782421	-	10782023	0.995	0.992
gene:TraesCS3A03G0060500	Chr3A	16291911	16296115	+	16294013	Chr3A	10794413	10798617	+	10796515	1.0	0.997
gene:TraesCS3A03G0061500	Chr3A	16781028	16784619	+	16782823	Chr3A	11332616	11336231	+	11334423	1.0	0.982
gene:TraesCS3A03G0061800	Chr3A	16802924	16803530	+	16803227	Chr3A	11354372	11354978	+	11354675	1.0	0.998
gene:TraesCS3A03G0062100	Chr3A	16902296	16903662	+	16902979	Chr3A	11457415	11458781	+	11458098	1.0	1.0
gene:TraesCS3A03G0063100	Chr3A	17075422	17076396	-	17075909	Chr3A	11627230	11628204	-	11627717	1.0	1.0
gene:TraesCS3A03G0063200	Chr3A	17093678	17094934	-	17094306	Chr3A	11645356	11646612	-	11645984	1.0	1.0
gene:TraesCS3A03G0063300	Chr3A	17231024	17233287	+	17232155	Chr3A	11768295	11770558	+	11769426	1.0	1.0
gene:TraesCS3A03G0063400	Chr3A	17270551	17271615	-	17271083	Chr3A	11806649	11807735	-	11807192	1.0	0.978
gene:TraesCS3A03G0063600	Chr3A	17300080	17302821	-	17301450	Chr3A	11836200	11838941	-	11837570	1.0	1.0
gene:TraesCS3A03G0063700	Chr3A	17348766	17351480	-	17350123	Chr3A	11883918	11886632	-	11885275	1.0	0.999
gene:TraesCS3A03G0064000	Chr3A	17497167	17498908	-	17498037	Chr3A	12030956	12032697	-	12031826	1.0	1.0
gene:TraesCS3A03G0064100	Chr3A	17528849	17532476	-	17530662	Chr3A	12057932	12061559	-	12059745	1.0	1.0
