gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	MOV_tgt_chr	MOV_tgt_start	MOV_tgt_end	MOV_tgt_strand	MOV_tgt_midpoint	MOV_coverage	MOV_identity	segment
gene:TraesCS3B03G0014100	Chr3B	3975265	3975989	+	3975627	Chr3B	4329866	4330591	+	4330228	1.0	0.99	collinear
gene:TraesCS3B03G0014300	Chr3B	3978061	3982097	+	3980079	Chr3B	4332714	4336748	+	4334731	1.0	0.997	collinear
gene:TraesCS3B03G0014400	Chr3B	3982981	3987045	-	3985013	Chr3B	4337593	4341634	-	4339613	0.992	0.989	collinear
gene:TraesCS3B03G0014500	Chr3B	4042103	4049664	+	4045883	Chr3B	4386030	4393282	+	4389656	0.999	0.996	collinear
gene:TraesCS3B03G0014800	Chr3B	4094363	4094890	-	4094626	Chr3B	4438872	4439399	-	4439135	1.0	0.996	collinear
gene:TraesCS3B03G0014900	Chr3B	4102252	4103050	+	4102651	Chr3B	4450280	4451078	+	4450679	1.0	0.997	collinear
gene:TraesCS3B03G0016800	Chr3B	4642661	4644619	+	4643640	Chr3B	4951215	4953173	+	4952194	1.0	0.995	collinear
gene:TraesCS3B03G0017100	Chr3B	4647867	4648654	+	4648260	Chr3B	4956416	4957198	+	4956807	0.992	0.986	collinear
gene:TraesCS3B03G0017600	Chr3B	4701822	4707580	-	4704701	Chr3B	5002400	5006715	-	5004557	0.999	0.977	collinear
gene:TraesCS3B03G0018000	Chr3B	4894499	4896037	+	4895268	Chr3B	5177606	5179144	+	5178375	1.0	0.993	collinear
gene:TraesCS3B03G0018100	Chr3B	4897488	4899528	-	4898508	Chr3B	5180608	5182647	-	5181627	1.0	0.999	collinear
gene:TraesCS3B03G0018200	Chr3B	4994718	4995101	+	4994909	Chr3B	5287023	5287406	+	5287214	1.0	0.997	collinear
gene:TraesCS3B03G0018300	Chr3B	4996692	4997971	+	4997331	Chr3B	5289060	5290340	+	5289700	1.0	0.999	collinear
gene:TraesCS3B03G0018800	Chr3B	5416010	5420829	-	5418419	Chr3B	5738168	5743194	-	5740681	1.0	0.997	collinear
gene:TraesCS3B03G0019600	Chr3B	5706385	5712424	+	5709404	Chr3B	6389310	6395076	+	6392193	1.0	0.997	collinear
gene:TraesCS3B03G0019700	Chr3B	5714448	5715228	+	5714838	Chr3B	6397114	6397894	+	6397504	1.0	0.994	collinear
gene:TraesCS3B03G0020400	Chr3B	5797705	5802507	+	5800106	Chr3B	6478741	6483503	+	6481122	1.0	0.989	collinear
gene:TraesCS3B03G0020500	Chr3B	5801269	5802494	+	5801881	Chr3B	6482253	6483490	+	6482871	1.0	0.986	collinear
gene:TraesCS3B03G0021000	Chr3B	5914421	5915600	-	5915010	Chr3B	6571619	6572798	-	6572208	1.0	1.0	collinear
gene:TraesCS3B03G0021500	Chr3B	5941359	5941929	-	5941644	Chr3B	6601585	6602161	-	6601873	0.993	0.956	collinear
gene:TraesCS3B03G0022700	Chr3B	6063054	6064845	+	6063949	Chr3B	6771636	6773427	+	6772531	1.0	0.996	collinear
gene:TraesCS3B03G0022800	Chr3B	6073695	6077105	+	6075400	Chr3B	6782391	6785801	+	6784096	1.0	0.997	collinear
gene:TraesCS3B03G0022900	Chr3B	6077386	6080144	-	6078765	Chr3B	6786082	6788839	-	6787460	0.999	0.997	collinear
gene:TraesCS3B03G0026300	Chr3B	6210118	6210479	+	6210298	Chr3B	6859596	6859957	+	6859776	1.0	0.992	collinear
gene:TraesCS3B03G0026700	Chr3B	6220771	6222888	-	6221829	Chr3B	6870283	6872405	-	6871344	1.0	0.991	collinear
gene:TraesCS3B03G0026800	Chr3B	6220941	6222881	-	6221911	Chr3B	6870453	6872398	-	6871425	1.0	0.991	collinear
gene:TraesCS3B03G0026900	Chr3B	6239266	6239636	+	6239451	Chr3B	6883489	6883859	+	6883674	1.0	0.98	collinear
gene:TraesCS3B03G0027000	Chr3B	6242148	6243598	+	6242873	Chr3B	6886376	6887856	+	6887116	1.0	0.983	collinear
gene:TraesCS3B03G0027100	Chr3B	6250940	6252156	+	6251548	Chr3B	6895194	6896416	+	6895805	1.0	0.986	collinear
gene:TraesCS3B03G0027300	Chr3B	6302591	6303316	-	6302953	Chr3B	6934976	6935701	-	6935338	1.0	1.0	collinear
gene:TraesCS3B03G0027400	Chr3B	6305961	6306274	+	6306117	Chr3B	6938344	6938657	+	6938500	1.0	1.0	collinear
gene:TraesCS3B03G0028100	Chr3B	6375001	6378109	-	6376555	Chr3B	6991104	6994210	-	6992657	1.0	0.995	collinear
gene:TraesCS3B03G0028200	Chr3B	6418690	6428060	+	6423375	Chr3B	7035042	7044368	+	7039705	1.0	0.984	collinear
gene:TraesCS3B03G0028300	Chr3B	6423173	6427989	+	6425581	Chr3B	7040051	7044297	+	7042174	0.983	0.975	collinear
gene:TraesCS3B03G0028500	Chr3B	6432085	6434317	-	6433201	Chr3B	7047436	7049665	-	7048550	0.998	0.962	collinear
gene:TraesCS3B03G0028600	Chr3B	6461524	6462461	+	6461992	Chr3B	7072139	7073077	+	7072608	1.0	0.986	collinear
gene:TraesCS3B03G0029100	Chr3B	6514300	6520754	+	6517527	Chr3B	7052754	7059224	+	7055989	0.983	0.931	collinear
gene:TraesCS3B03G0029700	Chr3B	6593184	6594729	+	6593956	Chr3B	7139536	7141081	+	7140308	1.0	1.0	collinear
gene:TraesCS3B03G0029800	Chr3B	6659713	6660813	+	6660263	Chr3B	7206257	7207357	+	7206807	1.0	1.0	collinear
gene:TraesCS3B03G0029900	Chr3B	6671564	6673567	+	6672565	Chr3B	7218106	7220109	+	7219107	1.0	1.0	collinear
gene:TraesCS3B03G0030000	Chr3B	6681490	6685614	+	6683552	Chr3B	7228032	7232156	+	7230094	1.0	0.998	collinear
gene:TraesCS3B03G0031400	Chr3B	10011961	10013468	-	10012714	Chr3B	9247558	9249065	-	9248311	1.0	1.0	collinear
gene:TraesCS3B03G0031700	Chr3B	10462654	10466557	+	10464605	Chr3B	9698465	9702366	+	9700415	1.0	1.0	collinear
gene:TraesCS3B03G0031800	Chr3B	10972258	10977458	-	10974858	Chr3B	10205525	10210725	-	10208125	1.0	1.0	collinear
gene:TraesCS3B03G0033000	Chr3B	11047699	11048402	-	11048050	Chr3B	4432647	4433350	-	4432998	1.0	0.998	collinear
gene:TraesCS3B03G0033200	Chr3B	11064590	11065892	-	11065241	Chr3B	4453643	4454945	-	4454294	1.0	0.999	collinear
gene:TraesCS3B03G0033500	Chr3B	11087089	11089052	-	11088070	Chr3B	4476126	4478125	-	4477125	1.0	0.976	collinear
gene:TraesCS3B03G0034500	Chr3B	11323937	11324951	+	11324444	Chr3B	4717246	4718260	+	4717753	1.0	0.997	collinear
gene:TraesCS3B03G0034700	Chr3B	11336624	11338440	-	11337532	Chr3B	4729346	4731161	-	4730253	1.0	0.998	collinear
gene:TraesCS3B03G0034800	Chr3B	11342223	11343646	-	11342934	Chr3B	4734949	4736372	-	4735660	1.0	0.997	collinear
gene:TraesCS3B03G0035000	Chr3B	11358679	11367360	+	11363019	Chr3B	4749185	4757791	+	4753488	0.978	0.968	collinear
gene:TraesCS3B03G0035200	Chr3B	11376630	11380418	+	11378524	Chr3B	4766872	4770454	+	4768663	1.0	0.995	collinear
gene:TraesCS3B03G0035400	Chr3B	11418909	11422285	-	11420597	Chr3B	4808046	4811316	-	4809681	0.953	0.948	collinear
gene:TraesCS3B03G0035700	Chr3B	11460688	11462059	+	11461373	Chr3B	4857724	4859095	+	4858409	1.0	0.991	collinear
gene:TraesCS3B03G0036200	Chr3B	11560260	11561135	+	11560697	Chr3B	4954530	4955405	+	4954967	1.0	0.998	collinear
gene:TraesCS3B03G0036500	Chr3B	11587168	11589299	+	11588233	Chr3B	4980809	4982940	+	4981874	1.0	0.996	collinear
gene:TraesCS3B03G0037900	Chr3B	11947904	11950970	+	11949437	Chr3B	10348519	10351580	+	10350049	1.0	1.0	collinear
gene:TraesCS3B03G0038000	Chr3B	11951308	11954850	-	11953079	Chr3B	10351918	10355460	-	10353689	1.0	1.0	collinear
gene:TraesCS3B03G0038200	Chr3B	11956531	11958854	-	11957692	Chr3B	10357141	10359464	-	10358302	1.0	1.0	collinear
gene:TraesCS3B03G0038500	Chr3B	11961737	11963712	-	11962724	Chr3B	10362347	10364322	-	10363334	1.0	1.0	collinear
gene:TraesCS3B03G0038600	Chr3B	11965423	11968168	+	11966795	Chr3B	10366034	10368780	+	10367407	1.0	0.999	collinear
gene:TraesCS3B03G0038800	Chr3B	12071707	12079854	+	12075780	Chr3B	10472358	10480505	+	10476431	1.0	1.0	collinear
gene:TraesCS3B03G0038900	Chr3B	12176373	12178583	+	12177478	Chr3B	10577016	10579226	+	10578121	1.0	1.0	collinear
gene:TraesCS3B03G0039100	Chr3B	12184132	12185097	+	12184614	Chr3B	10584774	10585739	+	10585256	1.0	1.0	collinear
gene:TraesCS3B03G0039200	Chr3B	12185415	12189726	-	12187570	Chr3B	10586057	10590368	-	10588212	1.0	1.0	collinear
gene:TraesCS3B03G0039400	Chr3B	12225935	12226465	-	12226200	Chr3B	10626638	10627168	-	10626903	1.0	1.0	collinear
gene:TraesCS3B03G0040300	Chr3B	12365034	12368968	+	12367001	Chr3B	10765443	10769377	+	10767410	1.0	1.0	collinear
gene:TraesCS3B03G0040400	Chr3B	12369257	12370173	+	12369715	Chr3B	10769666	10770582	+	10770124	1.0	1.0	collinear
gene:TraesCS3B03G0040500	Chr3B	12371609	12375309	-	12373459	Chr3B	10772017	10775717	-	10773867	1.0	0.999	collinear
gene:TraesCS3B03G0041000	Chr3B	12477307	12481295	-	12479301	Chr3B	10888328	10892316	-	10890322	1.0	1.0	collinear
gene:TraesCS3B03G0041100	Chr3B	12485475	12491384	+	12488429	Chr3B	10896496	10902436	+	10899466	1.0	1.0	collinear
gene:TraesCS3B03G0041200	Chr3B	12585694	12587050	-	12586372	Chr3B	10996757	10998113	-	10997435	1.0	1.0	collinear
gene:TraesCS3B03G0041300	Chr3B	12590773	12592281	+	12591527	Chr3B	11001836	11003344	+	11002590	1.0	1.0	collinear
gene:TraesCS3B03G0041400	Chr3B	12595610	12597051	-	12596330	Chr3B	11006673	11008114	-	11007393	1.0	1.0	collinear
gene:TraesCS3B03G0041500	Chr3B	12601924	12602601	-	12602262	Chr3B	11012987	11013664	-	11013325	1.0	1.0	collinear
gene:TraesCS3B03G0041600	Chr3B	12608171	12608647	-	12608409	Chr3B	11019236	11019712	-	11019474	1.0	1.0	collinear
gene:TraesCS3B03G0041800	Chr3B	13120457	13120807	-	13120632	Chr3B	11562540	11562890	-	11562715	1.0	0.997	collinear
gene:TraesCS3B03G0042000	Chr3B	13140448	13146598	+	13143523	Chr3B	11582260	11588410	+	11585335	1.0	1.0	collinear
gene:TraesCS3B03G0042100	Chr3B	13150614	13151953	+	13151283	Chr3B	11592426	11593765	+	11593095	1.0	1.0	collinear
gene:TraesCS3B03G0042200	Chr3B	13155850	13159257	+	13157553	Chr3B	11597662	11601069	+	11599365	1.0	0.999	collinear
gene:TraesCS3B03G0042400	Chr3B	13188801	13190896	+	13189848	Chr3B	11630410	11632505	+	11631457	1.0	1.0	collinear
gene:TraesCS3B03G0042500	Chr3B	13244270	13247808	+	13246039	Chr3B	11685878	11689415	+	11687646	1.0	1.0	collinear
gene:TraesCS3B03G0042700	Chr3B	13247846	13251928	-	13249887	Chr3B	11689453	11693535	-	11691494	1.0	1.0	collinear
gene:TraesCS3B03G0043500	Chr3B	13267715	13268552	-	13268133	Chr3B	11709338	11710175	-	11709756	1.0	1.0	collinear
gene:TraesCS3B03G0044100	Chr3B	13452540	13459855	+	13456197	Chr3B	11894216	11901531	+	11897873	1.0	0.999	collinear
gene:TraesCS3B03G0044300	Chr3B	13602908	13607618	+	13605263	Chr3B	12044599	12049309	+	12046954	1.0	0.998	collinear
gene:TraesCS3B03G0044500	Chr3B	13617584	13618512	+	13618048	Chr3B	12059278	12060206	+	12059742	1.0	1.0	collinear
gene:TraesCS3B03G0044600	Chr3B	13624135	13625145	+	13624640	Chr3B	12065829	12066839	+	12066334	1.0	1.0	collinear
gene:TraesCS3B03G0045000	Chr3B	13638687	13641490	+	13640088	Chr3B	12076767	12079570	+	12078168	1.0	1.0	collinear
gene:TraesCS3B03G0045200	Chr3B	13651284	13654171	-	13652727	Chr3B	12089364	12092251	-	12090807	1.0	0.999	collinear
gene:TraesCS3B03G0045900	Chr3B	13743583	13744821	-	13744202	Chr3B	12181680	12182918	-	12182299	1.0	1.0	collinear
gene:TraesCS3B03G0046100	Chr3B	13753742	13756833	-	13755287	Chr3B	12191826	12194917	-	12193371	1.0	1.0	collinear
gene:TraesCS3B03G0046200	Chr3B	13794541	13796737	-	13795639	Chr3B	12232587	12234774	-	12233680	0.995	0.992	collinear
gene:TraesCS3B03G0046600	Chr3B	13842867	13847314	+	13845090	Chr3B	12280890	12285337	+	12283113	1.0	1.0	collinear
gene:TraesCS3B03G0046900	Chr3B	13889123	13890558	+	13889840	Chr3B	12327161	12328597	+	12327879	1.0	0.999	collinear
gene:TraesCS3B03G0047100	Chr3B	13894018	13894831	+	13894424	Chr3B	12332057	12332870	+	12332463	1.0	1.0	collinear
gene:TraesCS3B03G0047200	Chr3B	13900782	13902099	+	13901440	Chr3B	12338821	12340138	+	12339479	1.0	1.0	collinear
gene:TraesCS3B03G0047300	Chr3B	13904992	13908357	+	13906674	Chr3B	12343031	12346396	+	12344713	1.0	1.0	collinear
gene:TraesCS3B03G0047500	Chr3B	13908853	13909704	-	13909278	Chr3B	12346892	12347743	-	12347317	1.0	0.998	collinear
gene:TraesCS3B03G0047600	Chr3B	13912323	13919989	+	13916156	Chr3B	12350362	12358028	+	12354195	1.0	1.0	collinear
gene:TraesCS3B03G0047700	Chr3B	13920909	13922384	+	13921646	Chr3B	12358948	12360423	+	12359685	1.0	1.0	collinear
gene:TraesCS3B03G0047800	Chr3B	13924243	13934714	-	13929478	Chr3B	12362282	12372756	-	12367519	1.0	1.0	collinear
gene:TraesCS3B03G0048000	Chr3B	13954460	13967646	-	13961053	Chr3B	12379842	12393017	-	12386429	1.0	0.997	collinear
gene:TraesCS3B03G0049200	Chr3B	14197012	14200919	+	14198965	Chr3B	12645732	12649644	+	12647688	1.0	0.997	collinear
gene:TraesCS3B03G0049400	Chr3B	14272431	14284305	-	14278368	Chr3B	12712038	12723707	-	12717872	0.997	0.996	collinear
gene:TraesCS3B03G0050500	Chr3B	14456299	14456661	-	14456480	Chr3B	12851943	12852305	-	12852124	1.0	1.0	collinear
gene:TraesCS3B03G0050900	Chr3B	14518868	14523037	+	14520952	Chr3B	12908946	12913115	+	12911030	1.0	1.0	collinear
gene:TraesCS3B03G0051000	Chr3B	14526596	14531005	+	14528800	Chr3B	12916680	12921089	+	12918884	1.0	0.995	collinear
gene:TraesCS3B03G0051100	Chr3B	14539683	14542511	-	14541097	Chr3B	12929729	12932557	-	12931143	1.0	0.995	collinear
gene:TraesCS3B03G0051200	Chr3B	14549103	14549399	-	14549251	Chr3B	12939148	12939444	-	12939296	1.0	1.0	collinear
gene:TraesCS3B03G0051500	Chr3B	14560796	14563932	+	14562364	Chr3B	12950863	12953998	+	12952430	1.0	0.998	collinear
gene:TraesCS3B03G0051600	Chr3B	14690068	14694638	-	14692353	Chr3B	13160770	13165416	-	13163093	1.0	0.995	collinear
gene:TraesCS3B03G0052400	Chr3B	15034510	15038343	+	15036426	Chr3B	13428427	13433583	+	13431005	0.999	0.966	collinear
gene:TraesCS3B03G0052500	Chr3B	15043587	15043985	-	15043786	Chr3B	13438937	13439335	-	13439136	1.0	0.994	collinear
gene:TraesCS3B03G0052700	Chr3B	15050859	15051645	-	15051252	Chr3B	13446221	13447007	-	13446614	1.0	1.0	collinear
gene:TraesCS3B03G0052800	Chr3B	15051800	15059713	-	15055756	Chr3B	13447162	13455076	-	13451119	1.0	1.0	collinear
gene:TraesCS3B03G0053000	Chr3B	15128456	15129483	+	15128969	Chr3B	13523817	13524844	+	13524330	1.0	1.0	collinear
gene:TraesCS3B03G0053100	Chr3B	15160153	15163258	+	15161705	Chr3B	13555518	13558623	+	13557070	1.0	0.999	collinear
gene:TraesCS3B03G0053200	Chr3B	15164778	15165608	-	15165193	Chr3B	13560143	13560973	-	13560558	1.0	1.0	collinear
gene:TraesCS3B03G0053600	Chr3B	15283665	15288089	+	15285877	Chr3B	13679048	13683472	+	13681260	1.0	1.0	collinear
gene:TraesCS3B03G0053700	Chr3B	15311739	15315173	-	15313456	Chr3B	13707127	13710561	-	13708844	1.0	1.0	collinear
gene:TraesCS3B03G0053800	Chr3B	15334364	15335548	+	15334956	Chr3B	13729756	13730940	+	13730348	1.0	1.0	collinear
gene:TraesCS3B03G0053900	Chr3B	15344103	15347794	+	15345948	Chr3B	13739499	13743190	+	13741344	1.0	1.0	collinear
gene:TraesCS3B03G0054200	Chr3B	15361834	15364625	-	15363229	Chr3B	13757371	13760162	-	13758766	1.0	1.0	collinear
gene:TraesCS3B03G0054900	Chr3B	15413768	15421229	-	15417498	Chr3B	13810379	13817840	-	13814109	1.0	1.0	collinear
gene:TraesCS3B03G0055000	Chr3B	15437025	15455773	-	15446399	Chr3B	13833633	13852382	-	13843007	1.0	0.999	collinear
gene:TraesCS3B03G0055300	Chr3B	15499630	15504311	+	15501970	Chr3B	13896245	13900926	+	13898585	1.0	0.999	collinear
gene:TraesCS3B03G0055400	Chr3B	15517604	15518449	+	15518026	Chr3B	13914212	13915057	+	13914634	1.0	1.0	collinear
gene:TraesCS3B03G0055900	Chr3B	15673079	15684480	-	15678779	Chr3B	14069718	14081109	-	14075413	0.999	0.999	collinear
gene:TraesCS3B03G0056000	Chr3B	15737539	15742920	-	15740229	Chr3B	14131504	14136885	-	14134194	1.0	1.0	collinear
gene:TraesCS3B03G0056300	Chr3B	15774884	15775192	-	15775038	Chr3B	14168853	14169161	-	14169007	1.0	0.996	collinear
gene:TraesCS3B03G0056500	Chr3B	15817353	15827081	-	15822217	Chr3B	14211317	14220895	-	14216106	1.0	0.999	collinear
gene:TraesCS3B03G0056800	Chr3B	15843661	15844865	-	15844263	Chr3B	14237478	14238682	-	14238080	1.0	1.0	collinear
gene:TraesCS3B03G0057200	Chr3B	16030592	16032356	+	16031474	Chr3B	14428106	14429870	+	14428988	1.0	1.0	collinear
gene:TraesCS3B03G0057500	Chr3B	16061723	16065343	+	16063533	Chr3B	14536370	14539984	+	14538177	0.991	0.954	collinear
gene:TraesCS3B03G0057600	Chr3B	16069780	16071754	-	16070767	Chr3B	14540879	14542758	-	14541818	0.946	0.923	collinear
gene:TraesCS3B03G0057700	Chr3B	16116348	16118134	-	16117241	Chr3B	14587514	14589300	-	14588407	1.0	0.998	collinear
gene:TraesCS3B03G0057800	Chr3B	16172883	16174668	-	16173775	Chr3B	14642356	14644138	-	14643247	0.998	0.997	collinear
gene:TraesCS3B03G0058000	Chr3B	16194029	16197637	-	16195833	Chr3B	14663988	14667567	-	14665777	0.983	0.981	collinear
gene:TraesCS3B03G0058300	Chr3B	16234949	16236097	+	16235523	Chr3B	14693607	14694755	+	14694181	1.0	0.999	collinear
gene:TraesCS3B03G0058800	Chr3B	16336336	16337294	-	16336815	Chr3B	14725504	14726472	-	14725988	1.0	0.915	collinear
gene:TraesCS3B03G0058900	Chr3B	16337986	16339408	+	16338697	Chr3B	14758031	14759456	+	14758743	1.0	0.982	collinear
gene:TraesCS3B03G0059100	Chr3B	16346206	16348027	+	16347116	Chr3B	14765141	14766858	+	14765999	0.942	0.929	collinear
gene:TraesCS3B03G0059900	Chr3B	16595969	16597796	+	16596882	Chr3B	14860592	14862419	+	14861505	1.0	0.991	collinear
gene:TraesCS3B03G0060000	Chr3B	16599118	16600593	+	16599855	Chr3B	14863735	14865210	+	14864472	0.999	0.993	collinear
gene:TraesCS3B03G0060100	Chr3B	16639543	16641393	+	16640468	Chr3B	14905034	14906524	+	14905779	0.906	0.9	collinear
gene:TraesCS3B03G0060600	Chr3B	16689738	16691550	+	16690644	Chr3B	14936966	14938778	+	14937872	1.0	0.991	collinear
gene:TraesCS3B03G0060700	Chr3B	16729361	16731316	+	16730338	Chr3B	14986929	14988884	+	14987906	1.0	0.996	collinear
gene:TraesCS3B03G0060900	Chr3B	16780490	16785416	+	16782953	Chr3B	15037056	15042243	+	15039649	1.0	0.99	collinear
gene:TraesCS3B03G0061500	Chr3B	17008884	17010546	+	17009715	Chr3B	15223659	15225399	+	15224529	1.0	0.915	collinear
gene:TraesCS3B03G0061600	Chr3B	17034518	17035625	+	17035071	Chr3B	15249331	15250437	+	15249884	0.998	0.988	collinear
gene:TraesCS3B03G0061700	Chr3B	17050106	17051521	+	17050813	Chr3B	9848674	9850110	-	9849392	0.996	0.949	collinear
gene:TraesCS3B03G0061800	Chr3B	17053569	17054760	+	17054164	Chr3B	15272294	15273485	+	15272889	1.0	0.995	collinear
gene:TraesCS3B03G0062200	Chr3B	17068676	17069813	-	17069244	Chr3B	15287417	15288554	-	15287985	1.0	0.993	collinear
gene:TraesCS3B03G0063100	Chr3B	17216773	17218407	-	17217590	Chr3B	15446031	15447665	-	15446848	1.0	0.99	collinear
gene:TraesCS3B03G0063200	Chr3B	17230424	17233961	-	17232192	Chr3B	15459564	15463163	-	15461363	1.0	0.989	collinear
gene:TraesCS3B03G0063300	Chr3B	17237828	17239182	-	17238505	Chr3B	15466631	15467985	-	15467308	1.0	0.992	collinear
gene:TraesCS3B03G0063700	Chr3B	17487044	17487576	+	17487310	Chr3B	9400539	9401062	+	9400800	1.0	0.938	collinear
gene:TraesCS3B03G0064000	Chr3B	17525110	17526615	-	17525862	Chr3B	15551307	15552820	-	15552063	1.0	0.992	collinear
