gene_id	cs_chr	cs_start	cs_end	cs_strand	cs_midpoint	MOV_tgt_chr	MOV_tgt_start	MOV_tgt_end	MOV_tgt_strand	MOV_tgt_midpoint	MOV_coverage	MOV_identity
gene:TraesCS5D03G0004200	Chr5D	2615885	2618789	+	2617337	Chr5D	2893883	2896787	+	2895335	1.0	0.999
gene:TraesCS5D03G0004700	Chr5D	2665098	2671307	+	2668202	Chr5D	2948287	2954496	+	2951391	1.0	1.0
gene:TraesCS5D03G0004800	Chr5D	2672766	2677982	-	2675374	Chr5D	2955955	2961155	-	2958555	0.991	0.987
gene:TraesCS5D03G0004900	Chr5D	2679349	2683430	-	2681389	Chr5D	2962681	2966762	-	2964721	1.0	1.0
gene:TraesCS5D03G0005100	Chr5D	2688714	2693084	+	2690899	Chr5D	2972046	2976416	+	2974231	1.0	1.0
gene:TraesCS5D03G0005200	Chr5D	2696120	2701036	+	2698578	Chr5D	2979452	2984368	+	2981910	1.0	1.0
gene:TraesCS5D03G0005300	Chr5D	2814456	2815962	+	2815209	Chr5D	3097813	3099315	+	3098564	0.996	0.994
gene:TraesCS5D03G0005400	Chr5D	3027689	3029129	+	3028409	Chr5D	3290914	3292354	+	3291634	1.0	1.0
gene:TraesCS5D03G0005700	Chr5D	3085495	3086987	+	3086241	Chr5D	3348674	3350166	+	3349420	1.0	0.998
gene:TraesCS5D03G0006000	Chr5D	3150676	3151507	+	3151091	Chr5D	3413851	3414680	+	3414265	0.997	0.997
gene:TraesCS5D03G0007100	Chr5D	3285989	3291185	-	3288587	Chr5D	3549179	3554381	-	3551780	1.0	1.0
gene:TraesCS5D03G0007600	Chr5D	3553643	3558815	+	3556229	Chr5D	3816662	3821834	+	3819248	1.0	1.0
gene:TraesCS5D03G0007700	Chr5D	3560879	3562605	-	3561742	Chr5D	3823898	3825624	-	3824761	1.0	1.0
gene:TraesCS5D03G0007800	Chr5D	3566317	3566982	+	3566649	Chr5D	3829338	3830003	+	3829670	1.0	1.0
gene:TraesCS5D03G0007900	Chr5D	3568816	3570710	-	3569763	Chr5D	3831837	3833731	-	3832784	1.0	1.0
gene:TraesCS5D03G0008000	Chr5D	3579222	3582239	-	3580730	Chr5D	3842241	3845258	-	3843749	1.0	1.0
gene:TraesCS5D03G0008100	Chr5D	3584251	3584745	+	3584498	Chr5D	3847269	3847763	+	3847516	1.0	1.0
gene:TraesCS5D03G0008300	Chr5D	3604593	3605039	+	3604816	Chr5D	3867611	3868057	+	3867834	1.0	1.0
gene:TraesCS5D03G0008400	Chr5D	3608804	3611113	-	3609958	Chr5D	3871822	3874131	-	3872976	1.0	1.0
gene:TraesCS5D03G0008600	Chr5D	3622739	3623188	+	3622963	Chr5D	3885757	3886206	+	3885981	1.0	0.997
gene:TraesCS5D03G0008900	Chr5D	3646131	3647699	+	3646915	Chr5D	3909121	3910689	+	3909905	1.0	0.998
gene:TraesCS5D03G0009200	Chr5D	3649092	3650582	+	3649837	Chr5D	3912082	3913572	+	3912827	1.0	1.0
gene:TraesCS5D03G0009100	Chr5D	3649059	3653270	-	3651164	Chr5D	3912049	3916260	-	3914154	1.0	1.0
gene:TraesCS5D03G0009400	Chr5D	3672490	3674058	-	3673274	Chr5D	3935480	3937048	-	3936264	1.0	1.0
gene:TraesCS5D03G0009800	Chr5D	3763968	3767732	-	3765850	Chr5D	4026860	4030624	-	4028742	1.0	1.0
gene:TraesCS5D03G0009900	Chr5D	3777701	3780330	+	3779015	Chr5D	4040596	4043225	+	4041910	1.0	1.0
gene:TraesCS5D03G0010200	Chr5D	4128339	4134929	+	4131634	Chr5D	4382274	4388864	+	4385569	1.0	1.0
gene:TraesCS5D03G0010300	Chr5D	4138928	4139406	+	4139167	Chr5D	4392863	4393341	+	4393102	1.0	1.0
gene:TraesCS5D03G0010400	Chr5D	4139960	4143802	+	4141881	Chr5D	4393895	4397737	+	4395816	1.0	1.0
gene:TraesCS5D03G0010500	Chr5D	4143972	4149511	-	4146741	Chr5D	4397907	4403446	-	4400676	1.0	1.0
gene:TraesCS5D03G0010700	Chr5D	4214914	4215624	+	4215269	Chr5D	4468816	4469526	+	4469171	1.0	1.0
gene:TraesCS5D03G0010800	Chr5D	4236946	4237494	+	4237220	Chr5D	4490868	4491416	+	4491142	1.0	1.0
gene:TraesCS5D03G0010900	Chr5D	4321657	4325110	+	4323383	Chr5D	4575596	4579049	+	4577322	1.0	1.0
gene:TraesCS5D03G0011400	Chr5D	4601728	4604250	+	4602989	Chr5D	4860053	4862575	+	4861314	1.0	1.0
gene:TraesCS5D03G0011500	Chr5D	4657637	4660576	+	4659106	Chr5D	4915810	4918749	+	4917279	1.0	1.0
gene:TraesCS5D03G0011600	Chr5D	4661997	4662533	+	4662265	Chr5D	4920172	4920708	+	4920440	1.0	1.0
gene:TraesCS5D03G0011700	Chr5D	4662688	4663563	+	4663125	Chr5D	4920863	4921738	+	4921300	1.0	0.998
gene:TraesCS5D03G0011800	Chr5D	4685322	4688315	-	4686818	Chr5D	4943496	4946489	-	4944992	1.0	1.0
gene:TraesCS5D03G0012000	Chr5D	4692650	4697978	-	4695314	Chr5D	4950826	4956154	-	4953490	1.0	1.0
gene:TraesCS5D03G0012500	Chr5D	4781972	4785327	+	4783649	Chr5D	5045490	5048845	+	5047167	1.0	1.0
gene:TraesCS5D03G0012700	Chr5D	4872332	4872634	+	4872483	Chr5D	5134772	5135074	+	5134923	1.0	1.0
gene:TraesCS5D03G0013000	Chr5D	4874080	4874303	-	4874191	Chr5D	5136520	5136743	-	5136631	1.0	1.0
gene:TraesCS5D03G0014100	Chr5D	4882647	4883390	+	4883018	Chr5D	5144052	5144795	+	5144423	1.0	0.998
gene:TraesCS5D03G0014300	Chr5D	4884121	4884294	-	4884207	Chr5D	5145526	5145699	-	5145612	1.0	1.0
gene:TraesCS5D03G0014400	Chr5D	4884966	4885211	+	4885088	Chr5D	5146379	5146624	+	5146501	1.0	1.0
gene:TraesCS5D03G0014500	Chr5D	4886766	4887029	+	4886897	Chr5D	5148179	5148442	+	5148310	1.0	1.0
gene:TraesCS5D03G0014600	Chr5D	4887121	4888287	+	4887704	Chr5D	5148534	5149700	+	5149117	1.0	0.999
gene:TraesCS5D03G0014800	Chr5D	4891913	4894165	-	4893039	Chr5D	5153326	5155578	-	5154452	1.0	0.999
gene:TraesCS5D03G0015100	Chr5D	4897812	4898401	-	4898106	Chr5D	5159225	5159814	-	5159519	1.0	1.0
gene:TraesCS5D03G0015300	Chr5D	4901060	4901539	-	4901299	Chr5D	5162474	5162953	-	5162713	1.0	1.0
gene:TraesCS5D03G0015400	Chr5D	4901640	4902071	-	4901855	Chr5D	5163054	5163485	-	5163269	1.0	1.0
gene:TraesCS5D03G0015500	Chr5D	4902366	4902728	-	4902547	Chr5D	5163780	5164142	-	5163961	1.0	1.0
gene:TraesCS5D03G0015700	Chr5D	4904704	4905117	-	4904910	Chr5D	5166118	5166531	-	5166324	1.0	1.0
gene:TraesCS5D03G0016000	Chr5D	4919446	4920810	+	4920128	Chr5D	5180861	5182225	+	5181543	1.0	0.999
gene:TraesCS5D03G0016800	Chr5D	4929412	4929555	-	4929483	Chr5D	5187044	5187187	-	5187115	1.0	1.0
gene:TraesCS5D03G0016900	Chr5D	4929660	4929776	-	4929718	Chr5D	5187292	5187408	-	5187350	1.0	1.0
gene:TraesCS5D03G0017300	Chr5D	4931465	4931578	+	4931521	Chr5D	5189097	5189210	+	5189153	1.0	1.0
gene:TraesCS5D03G0017400	Chr5D	4932349	4932477	+	4932413	Chr5D	5189981	5190109	+	5190045	1.0	1.0
gene:TraesCS5D03G0017500	Chr5D	4932918	4933118	+	4933018	Chr5D	5190550	5190750	+	5190650	1.0	1.0
gene:TraesCS5D03G0018000	Chr5D	4935300	4936013	-	4935656	Chr5D	5192933	5193646	-	5193289	1.0	1.0
gene:TraesCS5D03G0018400	Chr5D	4938361	4938492	-	4938426	Chr5D	5195994	5196125	-	5196059	1.0	1.0
gene:TraesCS5D03G0018500	Chr5D	4938596	4938832	+	4938714	Chr5D	5196229	5196465	+	5196347	1.0	1.0
gene:TraesCS5D03G0018700	Chr5D	4939644	4939925	+	4939784	Chr5D	5197277	5197558	+	5197417	1.0	1.0
gene:TraesCS5D03G0019200	Chr5D	4943192	4945435	+	4944313	Chr5D	5200827	5203070	+	5201948	1.0	1.0
gene:TraesCS5D03G0019300	Chr5D	4945761	4945971	+	4945866	Chr5D	5203396	5203606	+	5203501	1.0	1.0
gene:TraesCS5D03G0019800	Chr5D	4948993	4949154	-	4949073	Chr5D	5206628	5206789	-	5206708	1.0	1.0
gene:TraesCS5D03G0020000	Chr5D	4949293	4950393	-	4949843	Chr5D	5206928	5208028	-	5207478	1.0	1.0
gene:TraesCS5D03G0020100	Chr5D	4950002	4950451	+	4950226	Chr5D	5207637	5208086	+	5207861	1.0	1.0
gene:TraesCS5D03G0020300	Chr5D	4950827	4951042	+	4950934	Chr5D	5208462	5208677	+	5208569	1.0	1.0
gene:TraesCS5D03G0020400	Chr5D	4951153	4952147	-	4951650	Chr5D	5208788	5209782	-	5209285	1.0	1.0
gene:TraesCS5D03G0020800	Chr5D	4955589	4956654	-	4956121	Chr5D	5213224	5214289	-	5213756	1.0	1.0
gene:TraesCS5D03G0021000	Chr5D	4957788	4957982	+	4957885	Chr5D	5215423	5215617	+	5215520	1.0	1.0
gene:TraesCS5D03G0021100	Chr5D	4958384	4958494	+	4958439	Chr5D	5216019	5216129	+	5216074	1.0	1.0
gene:TraesCS5D03G0021400	Chr5D	4960287	4960754	+	4960520	Chr5D	5217922	5218389	+	5218155	1.0	1.0
gene:TraesCS5D03G0021800	Chr5D	4962707	4962894	+	4962800	Chr5D	5220342	5220529	+	5220435	1.0	1.0
gene:TraesCS5D03G0022300	Chr5D	4967601	4967705	+	4967653	Chr5D	5225236	5225340	+	5225288	1.0	1.0
gene:TraesCS5D03G0022700	Chr5D	4973102	4973800	+	4973451	Chr5D	5230738	5231436	+	5231087	1.0	1.0
gene:TraesCS5D03G0023300	Chr5D	5013765	5020319	-	5017042	Chr5D	5271402	5277955	-	5274678	1.0	1.0
gene:TraesCS5D03G0023600	Chr5D	5033927	5038681	+	5036304	Chr5D	5291570	5296324	+	5293947	1.0	0.999
gene:TraesCS5D03G0024000	Chr5D	5126830	5130716	-	5128773	Chr5D	5396092	5399978	-	5398035	1.0	1.0
gene:TraesCS5D03G0024200	Chr5D	5310399	5319110	+	5314754	Chr5D	5579698	5588403	+	5584050	1.0	1.0
gene:TraesCS5D03G0024300	Chr5D	5323991	5339694	+	5331842	Chr5D	5593296	5608999	+	5601147	1.0	1.0
gene:TraesCS5D03G0024400	Chr5D	5339945	5343217	-	5341581	Chr5D	5609241	5612499	-	5610870	1.0	1.0
gene:TraesCS5D03G0024600	Chr5D	5501293	5503036	+	5502164	Chr5D	5770557	5772300	+	5771428	1.0	1.0
gene:TraesCS5D03G0024700	Chr5D	5534695	5546126	+	5540410	Chr5D	5803958	5815377	+	5809667	1.0	1.0
gene:TraesCS5D03G0024800	Chr5D	5567761	5575868	-	5571814	Chr5D	5837934	5846041	-	5841987	1.0	0.999
gene:TraesCS5D03G0024900	Chr5D	5706212	5708783	-	5707497	Chr5D	5976359	5978930	-	5977644	1.0	0.999
gene:TraesCS5D03G0025100	Chr5D	5762415	5764094	-	5763254	Chr5D	6032567	6034246	-	6033406	1.0	1.0
gene:TraesCS5D03G0025200	Chr5D	5772359	5775824	-	5774091	Chr5D	6042508	6045973	-	6044240	1.0	1.0
gene:TraesCS5D03G0025300	Chr5D	5853737	5856897	+	5855317	Chr5D	6123907	6127067	+	6125487	1.0	0.998
gene:TraesCS5D03G0025400	Chr5D	5906666	5910254	+	5908460	Chr5D	6176855	6180443	+	6178649	1.0	0.999
gene:TraesCS5D03G0025500	Chr5D	5943007	5947183	+	5945095	Chr5D	6213203	6217379	+	6215291	1.0	0.998
gene:TraesCS5D03G0025600	Chr5D	5953081	5963542	+	5958311	Chr5D	6223277	6233742	+	6228509	1.0	1.0
gene:TraesCS5D03G0025700	Chr5D	5997418	5999830	+	5998624	Chr5D	6267613	6270025	+	6268819	1.0	1.0
gene:TraesCS5D03G0025800	Chr5D	6012640	6017851	+	6015245	Chr5D	6282836	6288047	+	6285441	1.0	0.999
gene:TraesCS5D03G0026800	Chr5D	6773112	6787820	-	6780466	Chr5D	7041687	7056395	-	7049041	1.0	1.0
gene:TraesCS5D03G0027000	Chr5D	6841065	6847662	+	6844363	Chr5D	7103028	7109627	+	7106327	0.999	0.999
gene:TraesCS5D03G0027100	Chr5D	6850565	6862517	+	6856541	Chr5D	7112529	7124494	+	7118511	1.0	1.0
gene:TraesCS5D03G0027200	Chr5D	7052743	7068887	+	7060815	Chr5D	7313158	7328590	+	7320874	1.0	1.0
gene:TraesCS5D03G0028000	Chr5D	7176715	7179793	+	7178254	Chr5D	7436422	7439500	+	7437961	1.0	1.0
gene:TraesCS5D03G0028200	Chr5D	7225425	7226098	-	7225761	Chr5D	7485127	7485799	-	7485463	1.0	0.998
gene:TraesCS5D03G0028300	Chr5D	7225573	7226071	-	7225822	Chr5D	7485275	7485772	-	7485523	1.0	0.997
gene:TraesCS5D03G0028400	Chr5D	7249912	7250434	-	7250173	Chr5D	7509624	7510146	-	7509885	1.0	1.0
gene:TraesCS5D03G0028600	Chr5D	7542108	7547074	-	7544591	Chr5D	7800161	7805144	-	7802652	1.0	0.999
gene:TraesCS5D03G0028900	Chr5D	7632009	7635649	-	7633829	Chr5D	7890332	7893972	-	7892152	1.0	1.0
gene:TraesCS5D03G0029100	Chr5D	7690081	7698179	+	7694130	Chr5D	8096314	8104412	+	8100363	1.0	1.0
gene:TraesCS5D03G0029200	Chr5D	7717853	7730573	-	7724213	Chr5D	8124087	8136869	-	8130478	1.0	1.0
gene:TraesCS5D03G0029700	Chr5D	7759289	7761729	-	7760509	Chr5D	8165595	8168027	-	8166811	0.992	0.992
gene:TraesCS5D03G0029900	Chr5D	7860986	7877389	-	7869187	Chr5D	8261576	8277132	-	8269354	0.9	0.9
gene:TraesCS5D03G0030400	Chr5D	8051479	8054654	+	8053066	Chr5D	8451569	8454743	+	8453156	1.0	1.0
gene:TraesCS5D03G0030600	Chr5D	8086114	8088828	-	8087471	Chr5D	8486036	8488750	-	8487393	1.0	1.0
gene:TraesCS5D03G0030800	Chr5D	8141689	8143688	+	8142688	Chr5D	8541637	8543636	+	8542636	1.0	1.0
gene:TraesCS5D03G0030900	Chr5D	8154875	8157233	+	8156054	Chr5D	8554823	8557181	+	8556002	1.0	1.0
gene:TraesCS5D03G0031100	Chr5D	8169523	8175293	-	8172408	Chr5D	8569470	8575240	-	8572355	1.0	1.0
gene:TraesCS5D03G0031300	Chr5D	8354136	8383522	+	8368829	Chr5D	8753944	8783266	+	8768605	1.0	1.0
gene:TraesCS5D03G0032500	Chr5D	8526442	8532020	+	8529231	Chr5D	8925679	8931258	+	8928468	1.0	1.0
gene:TraesCS5D03G0032700	Chr5D	8534121	8540085	-	8537103	Chr5D	8933359	8939323	-	8936341	1.0	1.0
gene:TraesCS5D03G0032800	Chr5D	8611516	8614138	-	8612827	Chr5D	9010763	9013385	-	9012074	1.0	1.0
gene:TraesCS5D03G0032900	Chr5D	8614789	8615043	-	8614916	Chr5D	9014036	9014290	-	9014163	1.0	1.0
gene:TraesCS5D03G0033000	Chr5D	8649559	8663338	-	8656448	Chr5D	9048806	9062585	-	9055695	1.0	1.0
gene:TraesCS5D03G0033100	Chr5D	8665040	8668025	-	8666532	Chr5D	9064095	9067080	-	9065587	1.0	1.0
gene:TraesCS5D03G0033700	Chr5D	8760580	8761485	-	8761032	Chr5D	9158425	9159330	-	9158877	1.0	1.0
gene:TraesCS5D03G0033600	Chr5D	8760550	8761728	+	8761139	Chr5D	9158395	9159573	+	9158984	1.0	1.0
gene:TraesCS5D03G0034100	Chr5D	9055345	9056199	+	9055772	Chr5D	9453129	9453983	+	9453556	1.0	1.0
gene:TraesCS5D03G0034200	Chr5D	9072954	9076493	+	9074723	Chr5D	9470735	9474277	+	9472506	1.0	1.0
gene:TraesCS5D03G0034500	Chr5D	9130463	9132648	-	9131555	Chr5D	9528278	9530463	-	9529370	1.0	1.0
gene:TraesCS5D03G0034800	Chr5D	9185614	9186012	+	9185813	Chr5D	9583446	9583844	+	9583645	1.0	1.0
gene:TraesCS5D03G0035100	Chr5D	9225900	9231687	+	9228793	Chr5D	9623746	9629532	+	9626639	1.0	1.0
gene:TraesCS5D03G0035300	Chr5D	9235784	9237983	+	9236883	Chr5D	9633629	9635828	+	9634728	1.0	1.0
gene:TraesCS5D03G0035400	Chr5D	9238099	9242366	-	9240232	Chr5D	9635944	9640211	-	9638077	1.0	1.0
gene:TraesCS5D03G0035600	Chr5D	9333018	9343813	-	9338415	Chr5D	9730191	9741000	-	9735595	1.0	1.0
gene:TraesCS5D03G0035800	Chr5D	9395161	9395820	+	9395490	Chr5D	9792348	9793007	+	9792677	1.0	1.0
gene:TraesCS5D03G0035900	Chr5D	9406057	9407312	+	9406684	Chr5D	9803134	9804389	+	9803761	1.0	1.0
gene:TraesCS5D03G0036100	Chr5D	9446443	9447447	+	9446945	Chr5D	9842635	9843639	+	9843137	1.0	1.0
gene:TraesCS5D03G0036200	Chr5D	9499846	9501662	-	9500754	Chr5D	9896106	9897923	-	9897014	1.0	0.999
gene:TraesCS5D03G0036300	Chr5D	9515824	9518741	-	9517282	Chr5D	9912082	9914999	-	9913540	1.0	1.0
gene:TraesCS5D03G0036400	Chr5D	9583881	9585814	+	9584847	Chr5D	9980137	9982070	+	9981103	1.0	1.0
gene:TraesCS5D03G0036600	Chr5D	9639722	9640204	-	9639963	Chr5D	10036127	10036609	-	10036368	1.0	1.0
gene:TraesCS5D03G0036700	Chr5D	9660913	9661794	+	9661353	Chr5D	10057324	10058205	+	10057764	1.0	1.0
gene:TraesCS5D03G0037100	Chr5D	9688115	9689533	-	9688824	Chr5D	10084527	10085945	-	10085236	1.0	0.999
gene:TraesCS5D03G0037600	Chr5D	9835169	9837618	-	9836393	Chr5D	10231621	10234070	-	10232845	1.0	1.0
gene:TraesCS5D03G0037700	Chr5D	9839250	9844749	-	9841999	Chr5D	10235701	10240963	-	10238332	1.0	1.0
gene:TraesCS5D03G0037800	Chr5D	10011395	10018127	-	10014761	Chr5D	10407603	10414342	-	10410972	1.0	1.0
gene:TraesCS5D03G0038000	Chr5D	10056183	10057176	+	10056679	Chr5D	10452347	10453340	+	10452843	1.0	1.0
gene:TraesCS5D03G0038100	Chr5D	10058326	10066268	-	10062297	Chr5D	10454488	10462431	-	10458459	1.0	1.0
gene:TraesCS5D03G0038300	Chr5D	10149912	10152613	+	10151262	Chr5D	10546350	10549051	+	10547700	1.0	1.0
gene:TraesCS5D03G0038400	Chr5D	10173441	10177390	+	10175415	Chr5D	10569881	10573852	+	10571866	0.999	0.996
gene:TraesCS5D03G0038600	Chr5D	10573532	10577805	+	10575668	Chr5D	10969515	10973788	+	10971651	1.0	1.0
gene:TraesCS5D03G0038700	Chr5D	10576248	10576604	-	10576426	Chr5D	10972231	10972587	-	10972409	1.0	1.0
gene:TraesCS5D03G0038900	Chr5D	10600401	10601132	-	10600766	Chr5D	10996386	10997117	-	10996751	1.0	1.0
gene:TraesCS5D03G0039000	Chr5D	10627124	10633383	+	10630253	Chr5D	11023186	11029445	+	11026315	1.0	0.998
gene:TraesCS5D03G0039300	Chr5D	10642695	10648565	+	10645630	Chr5D	11038757	11044627	+	11041692	1.0	1.0
gene:TraesCS5D03G0039400	Chr5D	10730194	10730646	+	10730420	Chr5D	11126261	11126713	+	11126487	1.0	1.0
gene:TraesCS5D03G0039500	Chr5D	10783165	10783956	+	10783560	Chr5D	11179230	11180021	+	11179625	1.0	1.0
gene:TraesCS5D03G0039900	Chr5D	10878352	10881339	+	10879845	Chr5D	11273424	11276411	+	11274917	1.0	1.0
gene:TraesCS5D03G0040000	Chr5D	11002028	11005811	+	11003919	Chr5D	11395995	11399778	+	11397886	1.0	0.999
gene:TraesCS5D03G0040100	Chr5D	11112799	11113703	-	11113251	Chr5D	11505432	11506336	-	11505884	1.0	1.0
gene:TraesCS5D03G0040700	Chr5D	11400698	11403390	-	11402044	Chr5D	11793551	11796243	-	11794897	1.0	1.0
gene:TraesCS5D03G0040800	Chr5D	11406258	11408192	-	11407225	Chr5D	11799111	11801045	-	11800078	1.0	1.0
gene:TraesCS5D03G0041100	Chr5D	11463934	11465058	+	11464496	Chr5D	11856762	11857886	+	11857324	1.0	0.989
gene:TraesCS5D03G0041200	Chr5D	11529869	11533644	+	11531756	Chr5D	11922761	11926536	+	11924648	1.0	1.0
gene:TraesCS5D03G0041400	Chr5D	11671444	11672550	-	11671997	Chr5D	12064301	12065407	-	12064854	1.0	1.0
gene:TraesCS5D03G0041500	Chr5D	11708289	11709407	-	11708848	Chr5D	12101130	12102248	-	12101689	1.0	0.999
gene:TraesCS5D03G0041900	Chr5D	12041353	12044397	-	12042875	Chr5D	12432317	12435361	-	12433839	1.0	1.0
gene:TraesCS5D03G0042200	Chr5D	12251169	12252599	-	12251884	Chr5D	12642335	12643765	-	12643050	1.0	1.0
gene:TraesCS5D03G0042500	Chr5D	12306016	12313508	-	12309762	Chr5D	12697186	12704678	-	12700932	1.0	0.999
gene:TraesCS5D03G0043100	Chr5D	12674557	12678922	+	12676739	Chr5D	13069981	13074346	+	13072163	1.0	0.999
gene:TraesCS5D03G0043200	Chr5D	12679145	12684151	+	12681648	Chr5D	13074569	13079183	+	13076876	1.0	1.0
gene:TraesCS5D03G0043300	Chr5D	12685547	12686545	+	12686046	Chr5D	13080579	13081577	+	13081078	1.0	1.0
gene:TraesCS5D03G0043400	Chr5D	12688531	12689491	-	12689011	Chr5D	13083563	13084523	-	13084043	1.0	1.0
gene:TraesCS5D03G0044100	Chr5D	13005661	13010693	+	13008177	Chr5D	13398971	13404007	+	13401489	0.998	0.993
gene:TraesCS5D03G0044400	Chr5D	13018386	13018541	-	13018463	Chr5D	13411700	13411855	-	13411777	1.0	1.0
gene:TraesCS5D03G0044600	Chr5D	13049822	13051510	+	13050666	Chr5D	13443142	13444830	+	13443986	1.0	1.0
gene:TraesCS5D03G0044700	Chr5D	13059576	13075331	-	13067453	Chr5D	13452896	13468651	-	13460773	1.0	1.0
gene:TraesCS5D03G0044800	Chr5D	13252970	13254069	-	13253519	Chr5D	13645204	13646303	-	13645753	1.0	1.0
gene:TraesCS5D03G0045200	Chr5D	13394161	13398365	-	13396263	Chr5D	13785644	13789846	-	13787745	1.0	1.0
gene:TraesCS5D03G0045700	Chr5D	13791828	13794523	+	13793175	Chr5D	14182609	14185304	+	14183956	1.0	1.0
gene:TraesCS5D03G0045900	Chr5D	13794740	13795992	-	13795366	Chr5D	14185521	14186773	-	14186147	1.0	1.0
gene:TraesCS5D03G0046000	Chr5D	13803203	13808278	+	13805740	Chr5D	14193983	14199058	+	14196520	1.0	1.0
gene:TraesCS5D03G0046500	Chr5D	13865255	13866905	-	13866080	Chr5D	14256033	14257683	-	14256858	1.0	1.0
gene:TraesCS5D03G0047000	Chr5D	13967581	13976852	-	13972216	Chr5D	14356706	14365594	-	14361150	1.0	1.0
gene:TraesCS5D03G0047300	Chr5D	13998301	14002102	+	14000201	Chr5D	14386735	14390536	+	14388635	1.0	1.0
gene:TraesCS5D03G0047500	Chr5D	14004186	14005504	-	14004845	Chr5D	14392620	14393938	-	14393279	1.0	1.0
gene:TraesCS5D03G0047800	Chr5D	14105647	14106929	+	14106288	Chr5D	14493917	14495199	+	14494558	1.0	1.0
gene:TraesCS5D03G0047900	Chr5D	14191472	14200433	-	14195952	Chr5D	14579591	14588552	-	14584071	1.0	1.0
gene:TraesCS5D03G0048200	Chr5D	14462958	14469410	-	14466184	Chr5D	14851092	14857542	-	14854317	1.0	1.0
gene:TraesCS5D03G0048500	Chr5D	14606373	14607878	-	14607125	Chr5D	14994535	14996040	-	14995287	1.0	1.0
gene:TraesCS5D03G0048800	Chr5D	14809040	14809618	+	14809329	Chr5D	15196020	15196598	+	15196309	1.0	1.0
gene:TraesCS5D03G0049100	Chr5D	15033130	15036689	+	15034909	Chr5D	15419589	15423148	+	15421368	1.0	1.0
gene:TraesCS5D03G0049300	Chr5D	15037005	15040200	-	15038602	Chr5D	15423464	15426659	-	15425061	1.0	1.0
gene:TraesCS5D03G0049400	Chr5D	15040350	15045472	-	15042911	Chr5D	15426809	15431931	-	15429370	1.0	0.998
gene:TraesCS5D03G0050600	Chr5D	15295196	15296683	-	15295939	Chr5D	15681173	15682660	-	15681916	1.0	1.0
gene:TraesCS5D03G0050900	Chr5D	15418339	15421052	+	15419695	Chr5D	15804321	15807034	+	15805677	1.0	1.0
